ENSORLP00000011382	ENSTNIP00000006282
ENSORLP00000015072	ENSTNIP00000017069
ENSORLP00000006607	ENSTNIP00000009770
ENSORLP00000011120	ENSTNIP00000022528
ENSORLP00000020683	ENSTNIP00000019416
ENSORLP00000004348	ENSTNIP00000014976
ENSORLP00000010627	ENSTNIP00000013003
ENSORLP00000011360	ENSTNIP00000021534
ENSORLP00000004224	ENSTNIP00000012801
ENSORLP00000004935	ENSTNIP00000019352
ENSORLP00000017781	ENSTNIP00000007149
ENSORLP00000006529	ENSTNIP00000011431
ENSORLP00000021301	ENSTNIP00000022715
ENSORLP00000006058	ENSTNIP00000005271
ENSORLP00000001785	ENSTNIP00000007984
ENSORLP00000002818	ENSTNIP00000020950
ENSORLP00000015389	ENSTNIP00000014588
ENSORLP00000015835	ENSTNIP00000005923
ENSORLP00000022557	ENSTNIP00000022672
ENSORLP00000013490	ENSTNIP00000021252
ENSORLP00000014549	ENSTNIP00000023117
ENSORLP00000005925	ENSTNIP00000010662
ENSORLP00000005942	ENSTNIP00000012323
ENSORLP00000015764	ENSTNIP00000016893
ENSORLP00000001764	ENSTNIP00000020228
ENSORLP00000022627	ENSTNIP00000013889
ENSORLP00000020455	ENSTNIP00000015410
ENSORLP00000004373	ENSTNIP00000009197
ENSORLP00000001693	ENSTNIP00000016588
ENSORLP00000022967	ENSTNIP00000010430
ENSORLP00000018334	ENSTNIP00000015013
ENSORLP00000023994	ENSTNIP00000008851
ENSORLP00000013585	ENSTNIP00000007477
ENSORLP00000010939	ENSTNIP00000008145
ENSORLP00000025840	ENSTNIP00000001851
ENSORLP00000004749	ENSTNIP00000017807
ENSORLP00000023406	ENSTNIP00000017701
ENSORLP00000021332	ENSTNIP00000001171
ENSORLP00000025753	ENSTNIP00000014171
ENSORLP00000017615	ENSTNIP00000016622
ENSORLP00000005209	ENSTNIP00000004038
ENSORLP00000007278	ENSTNIP00000010506
ENSORLP00000010328	ENSTNIP00000021573
ENSORLP00000013295	ENSTNIP00000010889
ENSORLP00000024603	ENSTNIP00000007499
ENSORLP00000015228	ENSTNIP00000015570
ENSORLP00000022052	ENSTNIP00000011311
ENSORLP00000002388	ENSTNIP00000006475
ENSORLP00000017297	ENSTNIP00000007887
ENSORLP00000021287	ENSTNIP00000018275
ENSORLP00000003502	ENSTNIP00000019016
ENSORLP00000000758	ENSTNIP00000020694
ENSORLP00000000612	ENSTNIP00000016520
ENSORLP00000012123	ENSTNIP00000017306
ENSORLP00000017491	ENSTNIP00000014903
ENSORLP00000014322	ENSTNIP00000006340
ENSORLP00000007807	ENSTNIP00000018917
ENSORLP00000023600	ENSTNIP00000017155
ENSORLP00000019157	ENSTNIP00000021404
ENSORLP00000011954	ENSTNIP00000021513
ENSORLP00000019194	ENSTNIP00000000839
ENSORLP00000018454	ENSTNIP00000018407
ENSORLP00000011646	ENSTNIP00000018488
ENSORLP00000016819	ENSTNIP00000022982
ENSORLP00000001798	ENSTNIP00000017627
ENSORLP00000009892	ENSTNIP00000014058
ENSORLP00000005125	ENSTNIP00000019106
ENSORLP00000020859	ENSTNIP00000015651
ENSORLP00000019996	ENSTNIP00000011639
ENSORLP00000011213	ENSTNIP00000009715
ENSORLP00000014015	ENSTNIP00000021093
ENSORLP00000019262	ENSTNIP00000000024
ENSORLP00000015944	ENSTNIP00000020391
ENSORLP00000020554	ENSTNIP00000008270
ENSORLP00000012209	ENSTNIP00000001270
ENSORLP00000021752	ENSTNIP00000008531
ENSORLP00000006647	ENSTNIP00000020154
ENSORLP00000013795	ENSTNIP00000019513
ENSORLP00000020997	ENSTNIP00000020578
ENSORLP00000018182	ENSTNIP00000015011
ENSORLP00000007588	ENSTNIP00000008801
ENSORLP00000006338	ENSTNIP00000017249
ENSORLP00000014903	ENSTNIP00000003472
ENSORLP00000009468	ENSTNIP00000012674
ENSORLP00000016305	ENSTNIP00000014478
ENSORLP00000012325	ENSTNIP00000021041
ENSORLP00000004700	ENSTNIP00000022057
ENSORLP00000006223	ENSTNIP00000005825
ENSORLP00000008701	ENSTNIP00000011262
ENSORLP00000002686	ENSTNIP00000012420
ENSORLP00000000506	ENSTNIP00000017127
ENSORLP00000012392	ENSTNIP00000018503
ENSORLP00000019573	ENSTNIP00000015960
ENSORLP00000001909	ENSTNIP00000013300
ENSORLP00000019551	ENSTNIP00000015961
ENSORLP00000001252	ENSTNIP00000016572
ENSORLP00000001921	ENSTNIP00000013301
ENSORLP00000000123	ENSTNIP00000003491
ENSORLP00000001026	ENSTNIP00000016175
ENSORLP00000019399	ENSTNIP00000018368
ENSORLP00000009647	ENSTNIP00000011908
ENSORLP00000006328	ENSTNIP00000005773
ENSORLP00000002767	ENSTNIP00000012418
ENSORLP00000008572	ENSTNIP00000011267
ENSORLP00000007303	ENSTNIP00000021945
ENSORLP00000011779	ENSTNIP00000006300
ENSORLP00000009247	ENSTNIP00000020870
ENSORLP00000004944	ENSTNIP00000012817
ENSORLP00000008547	ENSTNIP00000011268
ENSORLP00000002746	ENSTNIP00000012419
ENSORLP00000019643	ENSTNIP00000014382
ENSORLP00000014831	ENSTNIP00000007488
ENSORLP00000003354	ENSTNIP00000003464
ENSORLP00000007074	ENSTNIP00000012880
ENSORLP00000005115	ENSTNIP00000008592
ENSORLP00000010396	ENSTNIP00000014737
ENSORLP00000004028	ENSTNIP00000014183
ENSORLP00000005118	ENSTNIP00000012823
ENSORLP00000004410	ENSTNIP00000019364
ENSORLP00000012751	ENSTNIP00000015738
ENSORLP00000020807	ENSTNIP00000017024
ENSORLP00000005346	ENSTNIP00000006019
ENSORLP00000009720	ENSTNIP00000021840
ENSORLP00000003544	ENSTNIP00000004249
ENSORLP00000015532	ENSTNIP00000006265
ENSORLP00000016047	ENSTNIP00000010841
ENSORLP00000019146	ENSTNIP00000006124
ENSORLP00000006911	ENSTNIP00000010354
ENSORLP00000004595	ENSTNIP00000019797
ENSORLP00000017460	ENSTNIP00000016067
ENSORLP00000025427	ENSTNIP00000008323
ENSORLP00000014765	ENSTNIP00000020277
ENSORLP00000011291	ENSTNIP00000022413
ENSORLP00000001688	ENSTNIP00000017630
ENSORLP00000009688	ENSTNIP00000014051
ENSORLP00000021422	ENSTNIP00000006319
ENSORLP00000017527	ENSTNIP00000010123
ENSORLP00000006698	ENSTNIP00000012888
ENSORLP00000005758	ENSTNIP00000019316
ENSORLP00000004399	ENSTNIP00000002311
ENSORLP00000021732	ENSTNIP00000019466
ENSORLP00000022114	ENSTNIP00000017878
ENSORLP00000000915	ENSTNIP00000017293
ENSORLP00000000358	ENSTNIP00000017671
ENSORLP00000024888	ENSTNIP00000002363
ENSORLP00000010594	ENSTNIP00000001164
ENSORLP00000002754	ENSTNIP00000017976
ENSORLP00000008124	ENSTNIP00000021642
ENSORLP00000000346	ENSTNIP00000020669
ENSORLP00000009504	ENSTNIP00000018122
ENSORLP00000020984	ENSTNIP00000018287
ENSORLP00000005370	ENSTNIP00000014645
ENSORLP00000011179	ENSTNIP00000009717
ENSORLP00000006380	ENSTNIP00000012300
ENSORLP00000019516	ENSTNIP00000007029
ENSORLP00000002341	ENSTNIP00000019028
ENSORLP00000022922	ENSTNIP00000003305
ENSORLP00000013706	ENSTNIP00000016056
ENSORLP00000016007	ENSTNIP00000010141
ENSORLP00000023731	ENSTNIP00000017788
ENSORLP00000003749	ENSTNIP00000005112
ENSORLP00000006015	ENSTNIP00000011574
ENSORLP00000005815	ENSTNIP00000012327
ENSORLP00000019883	ENSTNIP00000018341
ENSORLP00000018730	ENSTNIP00000006310
ENSORLP00000015336	ENSTNIP00000006830
ENSORLP00000023735	ENSTNIP00000007623
ENSORLP00000003063	ENSTNIP00000003361
ENSORLP00000022105	ENSTNIP00000022332
ENSORLP00000022010	ENSTNIP00000001895
ENSORLP00000009741	ENSTNIP00000002755
ENSORLP00000006528	ENSTNIP00000001238
ENSORLP00000021823	ENSTNIP00000000402
ENSORLP00000015321	ENSTNIP00000012999
ENSORLP00000001817	ENSTNIP00000020790
ENSORLP00000021176	ENSTNIP00000018281
ENSORLP00000003307	ENSTNIP00000013858
ENSORLP00000018591	ENSTNIP00000015453
ENSORLP00000010110	ENSTNIP00000009933
ENSORLP00000007523	ENSTNIP00000008798
ENSORLP00000008280	ENSTNIP00000018935
ENSORLP00000011536	ENSTNIP00000011966
ENSORLP00000017461	ENSTNIP00000010119
ENSORLP00000016935	ENSTNIP00000016081
ENSORLP00000012366	ENSTNIP00000019666
ENSORLP00000000091	ENSTNIP00000005853
ENSORLP00000003685	ENSTNIP00000005398
ENSORLP00000003257	ENSTNIP00000003891
ENSORLP00000003636	ENSTNIP00000012011
ENSORLP00000019084	ENSTNIP00000020455
ENSORLP00000018095	ENSTNIP00000020407
ENSORLP00000005026	ENSTNIP00000017822
ENSORLP00000001735	ENSTNIP00000014199
ENSORLP00000015695	ENSTNIP00000014554
ENSORLP00000011070	ENSTNIP00000007297
ENSORLP00000019583	ENSTNIP00000015497
ENSORLP00000014677	ENSTNIP00000020097
ENSORLP00000022175	ENSTNIP00000022705
ENSORLP00000004485	ENSTNIP00000001233
ENSORLP00000004498	ENSTNIP00000016244
ENSORLP00000022169	ENSTNIP00000022704
ENSORLP00000008985	ENSTNIP00000015980
ENSORLP00000008327	ENSTNIP00000005357
ENSORLP00000009941	ENSTNIP00000022902
ENSORLP00000002302	ENSTNIP00000012432
ENSORLP00000008880	ENSTNIP00000013977
ENSORLP00000025073	ENSTNIP00000008153
ENSORLP00000010353	ENSTNIP00000012629
ENSORLP00000005972	ENSTNIP00000023062
ENSORLP00000019046	ENSTNIP00000018389
ENSORLP00000011549	ENSTNIP00000010715
ENSORLP00000021604	ENSTNIP00000020048
ENSORLP00000016247	ENSTNIP00000016638
ENSORLP00000010107	ENSTNIP00000018094
ENSORLP00000007546	ENSTNIP00000002463
ENSORLP00000010412	ENSTNIP00000011933
ENSORLP00000008816	ENSTNIP00000018955
ENSORLP00000002552	ENSTNIP00000005018
ENSORLP00000003954	ENSTNIP00000019254
ENSORLP00000003929	ENSTNIP00000012384
ENSORLP00000015508	ENSTNIP00000004531
ENSORLP00000020921	ENSTNIP00000020571
ENSORLP00000001269	ENSTNIP00000000596
ENSORLP00000021550	ENSTNIP00000006566
ENSORLP00000019766	ENSTNIP00000022374
ENSORLP00000025247	ENSTNIP00000003350
ENSORLP00000000274	ENSTNIP00000008844
ENSORLP00000024266	ENSTNIP00000019155
ENSORLP00000020727	ENSTNIP00000019572
ENSORLP00000020733	ENSTNIP00000019573
ENSORLP00000018819	ENSTNIP00000013908
ENSORLP00000009302	ENSTNIP00000011241
ENSORLP00000025433	ENSTNIP00000005737
ENSORLP00000021070	ENSTNIP00000004806
ENSORLP00000013536	ENSTNIP00000015601
ENSORLP00000020715	ENSTNIP00000009995
ENSORLP00000001844	ENSTNIP00000008443
ENSORLP00000009604	ENSTNIP00000005643
ENSORLP00000025479	ENSTNIP00000003405
ENSORLP00000025100	ENSTNIP00000009631
ENSORLP00000011749	ENSTNIP00000018767
ENSORLP00000015846	ENSTNIP00000013488
ENSORLP00000000597	ENSTNIP00000018660
ENSORLP00000012454	ENSTNIP00000011997
ENSORLP00000017758	ENSTNIP00000005546
ENSORLP00000013077	ENSTNIP00000015750
ENSORLP00000010083	ENSTNIP00000021310
ENSORLP00000009751	ENSTNIP00000022248
ENSORLP00000001520	ENSTNIP00000008540
ENSORLP00000015322	ENSTNIP00000014540
ENSORLP00000016717	ENSTNIP00000015033
ENSORLP00000001296	ENSTNIP00000014235
ENSORLP00000017355	ENSTNIP00000006821
ENSORLP00000013892	ENSTNIP00000008902
ENSORLP00000018791	ENSTNIP00000017404
ENSORLP00000022075	ENSTNIP00000001027
ENSORLP00000008817	ENSTNIP00000011870
ENSORLP00000012522	ENSTNIP00000010687
ENSORLP00000018724	ENSTNIP00000017110
ENSORLP00000008600	ENSTNIP00000013361
ENSORLP00000020278	ENSTNIP00000022367
ENSORLP00000023463	ENSTNIP00000004584
ENSORLP00000010301	ENSTNIP00000012691
ENSORLP00000008630	ENSTNIP00000012244
ENSORLP00000007217	ENSTNIP00000003378
ENSORLP00000002553	ENSTNIP00000016483
ENSORLP00000013948	ENSTNIP00000013745
ENSORLP00000013418	ENSTNIP00000001909
ENSORLP00000004517	ENSTNIP00000002155
ENSORLP00000019435	ENSTNIP00000015492
ENSORLP00000017476	ENSTNIP00000016619
ENSORLP00000020934	ENSTNIP00000018288
ENSORLP00000010193	ENSTNIP00000020995
ENSORLP00000010243	ENSTNIP00000020998
ENSORLP00000006714	ENSTNIP00000013999
ENSORLP00000021120	ENSTNIP00000019598
ENSORLP00000003424	ENSTNIP00000016265
ENSORLP00000003772	ENSTNIP00000015892
ENSORLP00000003733	ENSTNIP00000015891
ENSORLP00000018937	ENSTNIP00000003263
ENSORLP00000014215	ENSTNIP00000008929
ENSORLP00000017172	ENSTNIP00000003289
ENSORLP00000007967	ENSTNIP00000018179
ENSORLP00000000197	ENSTNIP00000013823
ENSORLP00000012207	ENSTNIP00000013272
ENSORLP00000018889	ENSTNIP00000013910
ENSORLP00000006432	ENSTNIP00000008312
ENSORLP00000022655	ENSTNIP00000013885
ENSORLP00000018300	ENSTNIP00000008089
ENSORLP00000012667	ENSTNIP00000012561
ENSORLP00000024908	ENSTNIP00000017757
ENSORLP00000014340	ENSTNIP00000002468
ENSORLP00000014659	ENSTNIP00000008009
ENSORLP00000018670	ENSTNIP00000013777
ENSORLP00000020601	ENSTNIP00000008789
ENSORLP00000017802	ENSTNIP00000006611
ENSORLP00000013759	ENSTNIP00000017475
ENSORLP00000001076	ENSTNIP00000014218
ENSORLP00000014337	ENSTNIP00000010926
ENSORLP00000015929	ENSTNIP00000014558
ENSORLP00000011524	ENSTNIP00000011107
ENSORLP00000021769	ENSTNIP00000019463
ENSORLP00000022002	ENSTNIP00000005633
ENSORLP00000001212	ENSTNIP00000019373
ENSORLP00000009135	ENSTNIP00000003340
ENSORLP00000009185	ENSTNIP00000010973
ENSORLP00000007002	ENSTNIP00000009851
ENSORLP00000007861	ENSTNIP00000003589
ENSORLP00000020423	ENSTNIP00000015625
ENSORLP00000016654	ENSTNIP00000015539
ENSORLP00000010803	ENSTNIP00000013578
ENSORLP00000002775	ENSTNIP00000005394
ENSORLP00000019688	ENSTNIP00000017367
ENSORLP00000007276	ENSTNIP00000014210
ENSORLP00000008126	ENSTNIP00000011466
ENSORLP00000011461	ENSTNIP00000012163
ENSORLP00000014948	ENSTNIP00000015130
ENSORLP00000025600	ENSTNIP00000017496
ENSORLP00000004666	ENSTNIP00000008857
ENSORLP00000017114	ENSTNIP00000016079
ENSORLP00000009137	ENSTNIP00000000007
ENSORLP00000014743	ENSTNIP00000015127
ENSORLP00000017212	ENSTNIP00000023111
ENSORLP00000017930	ENSTNIP00000012127
ENSORLP00000023928	ENSTNIP00000003114
ENSORLP00000011606	ENSTNIP00000021528
ENSORLP00000021138	ENSTNIP00000007270
ENSORLP00000012820	ENSTNIP00000021106
ENSORLP00000006474	ENSTNIP00000010022
ENSORLP00000017915	ENSTNIP00000012128
ENSORLP00000017182	ENSTNIP00000016613
ENSORLP00000012054	ENSTNIP00000010701
ENSORLP00000017199	ENSTNIP00000016612
ENSORLP00000006491	ENSTNIP00000010023
ENSORLP00000016903	ENSTNIP00000016404
ENSORLP00000002743	ENSTNIP00000008128
ENSORLP00000008722	ENSTNIP00000011498
ENSORLP00000011845	ENSTNIP00000022613
ENSORLP00000022045	ENSTNIP00000006015
ENSORLP00000005626	ENSTNIP00000013143
ENSORLP00000004407	ENSTNIP00000022575
ENSORLP00000011745	ENSTNIP00000021520
ENSORLP00000022853	ENSTNIP00000011764
ENSORLP00000000551	ENSTNIP00000014109
ENSORLP00000021682	ENSTNIP00000018570
ENSORLP00000022760	ENSTNIP00000004535
ENSORLP00000004926	ENSTNIP00000009823
ENSORLP00000003910	ENSTNIP00000012385
ENSORLP00000003854	ENSTNIP00000012386
ENSORLP00000009217	ENSTNIP00000011245
ENSORLP00000000330	ENSTNIP00000017674
ENSORLP00000020809	ENSTNIP00000015648
ENSORLP00000008506	ENSTNIP00000010561
ENSORLP00000007513	ENSTNIP00000018906
ENSORLP00000001832	ENSTNIP00000002458
ENSORLP00000019222	ENSTNIP00000007347
ENSORLP00000010834	ENSTNIP00000018067
ENSORLP00000012433	ENSTNIP00000017375
ENSORLP00000004007	ENSTNIP00000022220
ENSORLP00000006061	ENSTNIP00000012856
ENSORLP00000002300	ENSTNIP00000021393
ENSORLP00000008840	ENSTNIP00000011856
ENSORLP00000008436	ENSTNIP00000012928
ENSORLP00000012745	ENSTNIP00000006839
ENSORLP00000016378	ENSTNIP00000007583
ENSORLP00000014368	ENSTNIP00000009439
ENSORLP00000003666	ENSTNIP00000006742
ENSORLP00000007524	ENSTNIP00000022286
ENSORLP00000007261	ENSTNIP00000021942
ENSORLP00000013385	ENSTNIP00000010895
ENSORLP00000024520	ENSTNIP00000007018
ENSORLP00000015733	ENSTNIP00000011418
ENSORLP00000001281	ENSTNIP00000018842
ENSORLP00000025773	ENSTNIP00000022562
ENSORLP00000010217	ENSTNIP00000003605
ENSORLP00000014608	ENSTNIP00000022907
ENSORLP00000000373	ENSTNIP00000016395
ENSORLP00000003047	ENSTNIP00000017168
ENSORLP00000009285	ENSTNIP00000012954
ENSORLP00000003553	ENSTNIP00000019902
ENSORLP00000003447	ENSTNIP00000012398
ENSORLP00000001468	ENSTNIP00000018694
ENSORLP00000025314	ENSTNIP00000011390
ENSORLP00000001457	ENSTNIP00000018693
ENSORLP00000007409	ENSTNIP00000012890
ENSORLP00000025613	ENSTNIP00000017491
ENSORLP00000001828	ENSTNIP00000019967
ENSORLP00000017985	ENSTNIP00000015226
ENSORLP00000021800	ENSTNIP00000011349
ENSORLP00000018404	ENSTNIP00000006450
ENSORLP00000007944	ENSTNIP00000011137
ENSORLP00000007541	ENSTNIP00000022285
ENSORLP00000016294	ENSTNIP00000016415
ENSORLP00000007506	ENSTNIP00000010516
ENSORLP00000020280	ENSTNIP00000019551
ENSORLP00000025577	ENSTNIP00000017515
ENSORLP00000009318	ENSTNIP00000014693
ENSORLP00000013703	ENSTNIP00000002452
ENSORLP00000021018	ENSTNIP00000020579
ENSORLP00000015991	ENSTNIP00000016425
ENSORLP00000017539	ENSTNIP00000022687
ENSORLP00000009404	ENSTNIP00000021469
ENSORLP00000017150	ENSTNIP00000007434
ENSORLP00000004867	ENSTNIP00000010307
ENSORLP00000008438	ENSTNIP00000010556
ENSORLP00000013813	ENSTNIP00000015104
ENSORLP00000020503	ENSTNIP00000015630
ENSORLP00000024080	ENSTNIP00000023045
ENSORLP00000012103	ENSTNIP00000016818
ENSORLP00000005796	ENSTNIP00000014930
ENSORLP00000008755	ENSTNIP00000001825
ENSORLP00000002047	ENSTNIP00000008909
ENSORLP00000000039	ENSTNIP00000007408
ENSORLP00000019909	ENSTNIP00000010083
ENSORLP00000020325	ENSTNIP00000014349
ENSORLP00000010321	ENSTNIP00000009924
ENSORLP00000003867	ENSTNIP00000014187
ENSORLP00000009650	ENSTNIP00000005963
ENSORLP00000000467	ENSTNIP00000004843
ENSORLP00000019915	ENSTNIP00000019523
ENSORLP00000007585	ENSTNIP00000011802
ENSORLP00000007352	ENSTNIP00000010508
ENSORLP00000013480	ENSTNIP00000021701
ENSORLP00000019840	ENSTNIP00000020491
ENSORLP00000021617	ENSTNIP00000011363
ENSORLP00000006762	ENSTNIP00000010357
ENSORLP00000023815	ENSTNIP00000006306
ENSORLP00000015300	ENSTNIP00000010864
ENSORLP00000007583	ENSTNIP00000022282
ENSORLP00000022097	ENSTNIP00000003387
ENSORLP00000003756	ENSTNIP00000016270
ENSORLP00000009215	ENSTNIP00000010592
ENSORLP00000014332	ENSTNIP00000007789
ENSORLP00000013117	ENSTNIP00000021263
ENSORLP00000005595	ENSTNIP00000020749
ENSORLP00000001862	ENSTNIP00000009589
ENSORLP00000011994	ENSTNIP00000013651
ENSORLP00000021372	ENSTNIP00000008864
ENSORLP00000002050	ENSTNIP00000017609
ENSORLP00000004950	ENSTNIP00000014658
ENSORLP00000002321	ENSTNIP00000006351
ENSORLP00000008803	ENSTNIP00000012943
ENSORLP00000001935	ENSTNIP00000020774
ENSORLP00000019021	ENSTNIP00000021019
ENSORLP00000000200	ENSTNIP00000020297
ENSORLP00000008150	ENSTNIP00000006960
ENSORLP00000012941	ENSTNIP00000006103
ENSORLP00000008239	ENSTNIP00000021345
ENSORLP00000020845	ENSTNIP00000002450
ENSORLP00000015257	ENSTNIP00000006424
ENSORLP00000003103	ENSTNIP00000015924
ENSORLP00000017525	ENSTNIP00000009024
ENSORLP00000010434	ENSTNIP00000009829
ENSORLP00000018910	ENSTNIP00000017106
ENSORLP00000017453	ENSTNIP00000009515
ENSORLP00000018978	ENSTNIP00000009180
ENSORLP00000004745	ENSTNIP00000004357
ENSORLP00000017416	ENSTNIP00000004256
ENSORLP00000012732	ENSTNIP00000011071
ENSORLP00000011250	ENSTNIP00000021156
ENSORLP00000022699	ENSTNIP00000013439
ENSORLP00000003396	ENSTNIP00000003832
ENSORLP00000015392	ENSTNIP00000002947
ENSORLP00000011305	ENSTNIP00000009704
ENSORLP00000023483	ENSTNIP00000003095
ENSORLP00000011148	ENSTNIP00000019627
ENSORLP00000002948	ENSTNIP00000007658
ENSORLP00000007884	ENSTNIP00000005893
ENSORLP00000006510	ENSTNIP00000013414
ENSORLP00000008135	ENSTNIP00000018173
ENSORLP00000011217	ENSTNIP00000009703
ENSORLP00000008578	ENSTNIP00000009132
ENSORLP00000020977	ENSTNIP00000019591
ENSORLP00000002327	ENSTNIP00000006012
ENSORLP00000013727	ENSTNIP00000005464
ENSORLP00000004653	ENSTNIP00000016103
ENSORLP00000019055	ENSTNIP00000019877
ENSORLP00000009591	ENSTNIP00000011906
ENSORLP00000010468	ENSTNIP00000018083
ENSORLP00000007934	ENSTNIP00000000697
ENSORLP00000016971	ENSTNIP00000021649
ENSORLP00000007413	ENSTNIP00000016679
ENSORLP00000007413	ENSTNIP00000002827
ENSORLP00000008260	ENSTNIP00000018259
ENSORLP00000003846	ENSTNIP00000001103
ENSORLP00000006070	ENSTNIP00000020735
ENSORLP00000015020	ENSTNIP00000014533
ENSORLP00000018905	ENSTNIP00000006741
ENSORLP00000000246	ENSTNIP00000005803
ENSORLP00000015813	ENSTNIP00000012038
ENSORLP00000016493	ENSTNIP00000005347
ENSORLP00000002144	ENSTNIP00000019037
ENSORLP00000011651	ENSTNIP00000022603
ENSORLP00000019206	ENSTNIP00000016169
ENSORLP00000022987	ENSTNIP00000013289
ENSORLP00000008171	ENSTNIP00000008727
ENSORLP00000006068	ENSTNIP00000021774
ENSORLP00000001008	ENSTNIP00000017646
ENSORLP00000008883	ENSTNIP00000002420
ENSORLP00000021021	ENSTNIP00000003566
ENSORLP00000014590	ENSTNIP00000007097
ENSORLP00000024551	ENSTNIP00000017083
ENSORLP00000009492	ENSTNIP00000012221
ENSORLP00000022696	ENSTNIP00000006576
ENSORLP00000017220	ENSTNIP00000016073
ENSORLP00000008801	ENSTNIP00000013981
ENSORLP00000021402	ENSTNIP00000010005
ENSORLP00000015861	ENSTNIP00000016896
ENSORLP00000005881	ENSTNIP00000004978
ENSORLP00000011374	ENSTNIP00000011963
ENSORLP00000016329	ENSTNIP00000005657
ENSORLP00000002701	ENSTNIP00000017974
ENSORLP00000003721	ENSTNIP00000003813
ENSORLP00000014756	ENSTNIP00000009445
ENSORLP00000000831	ENSTNIP00000009546
ENSORLP00000016153	ENSTNIP00000007637
ENSORLP00000009001	ENSTNIP00000010586
ENSORLP00000011246	ENSTNIP00000014754
ENSORLP00000013900	ENSTNIP00000017470
ENSORLP00000018444	ENSTNIP00000020431
ENSORLP00000001675	ENSTNIP00000019974
ENSORLP00000014631	ENSTNIP00000002762
ENSORLP00000007162	ENSTNIP00000022850
ENSORLP00000007166	ENSTNIP00000008474
ENSORLP00000020088	ENSTNIP00000019537
ENSORLP00000021665	ENSTNIP00000018568
ENSORLP00000021778	ENSTNIP00000011351
ENSORLP00000013836	ENSTNIP00000015596
ENSORLP00000004016	ENSTNIP00000009147
ENSORLP00000000859	ENSTNIP00000006023
ENSORLP00000005141	ENSTNIP00000017214
ENSORLP00000018005	ENSTNIP00000011727
ENSORLP00000000418	ENSTNIP00000020821
ENSORLP00000017204	ENSTNIP00000002215
ENSORLP00000011255	ENSTNIP00000013022
ENSORLP00000020803	ENSTNIP00000015647
ENSORLP00000005119	ENSTNIP00000019104
ENSORLP00000012859	ENSTNIP00000008618
ENSORLP00000008995	ENSTNIP00000015771
ENSORLP00000008631	ENSTNIP00000013058
ENSORLP00000014396	ENSTNIP00000020862
ENSORLP00000020786	ENSTNIP00000005449
ENSORLP00000004658	ENSTNIP00000016444
ENSORLP00000014246	ENSTNIP00000015114
ENSORLP00000022924	ENSTNIP00000006365
ENSORLP00000018255	ENSTNIP00000002885
ENSORLP00000015946	ENSTNIP00000005002
ENSORLP00000006585	ENSTNIP00000000922
ENSORLP00000021132	ENSTNIP00000020586
ENSORLP00000022370	ENSTNIP00000015182
ENSORLP00000001304	ENSTNIP00000007107
ENSORLP00000008001	ENSTNIP00000012906
ENSORLP00000012684	ENSTNIP00000011072
ENSORLP00000011083	ENSTNIP00000022420
ENSORLP00000024478	ENSTNIP00000021977
ENSORLP00000010893	ENSTNIP00000022424
ENSORLP00000023327	ENSTNIP00000013402
ENSORLP00000007607	ENSTNIP00000006580
ENSORLP00000007528	ENSTNIP00000006790
ENSORLP00000013290	ENSTNIP00000006336
ENSORLP00000008422	ENSTNIP00000021634
ENSORLP00000011666	ENSTNIP00000022406
ENSORLP00000019394	ENSTNIP00000004551
ENSORLP00000015739	ENSTNIP00000011056
ENSORLP00000021594	ENSTNIP00000011365
ENSORLP00000025759	ENSTNIP00000018708
ENSORLP00000022488	ENSTNIP00000017953
ENSORLP00000009281	ENSTNIP00000011242
ENSORLP00000005247	ENSTNIP00000014650
ENSORLP00000010591	ENSTNIP00000007593
ENSORLP00000024981	ENSTNIP00000005577
ENSORLP00000022735	ENSTNIP00000022587
ENSORLP00000005194	ENSTNIP00000014654
ENSORLP00000019278	ENSTNIP00000021009
ENSORLP00000021986	ENSTNIP00000022142
ENSORLP00000006915	ENSTNIP00000018604
ENSORLP00000010910	ENSTNIP00000001309
ENSORLP00000002708	ENSTNIP00000011176
ENSORLP00000001152	ENSTNIP00000017291
