ENSP00000262384	ENSACAP00000005936
ENSP00000309116	ENSACAP00000004268
ENSP00000334928	ENSACAP00000001782
ENSP00000380565	ENSACAP00000015237
ENSP00000447730	ENSACAP00000009778
ENSP00000307078	ENSACAP00000007080
ENSP00000362387	ENSACAP00000009064
ENSP00000307701	ENSACAP00000013893
ENSP00000309036	ENSACAP00000006887
ENSP00000396270	ENSACAP00000001440
ENSP00000247986	ENSACAP00000003722
ENSP00000364864	ENSACAP00000008455
ENSP00000368020	ENSACAP00000012609
ENSP00000343535	ENSACAP00000005901
ENSP00000339957	ENSACAP00000004927
ENSP00000354878	ENSACAP00000007923
ENSP00000411831	ENSACAP00000009849
ENSP00000331620	ENSACAP00000014832
ENSP00000294383	ENSACAP00000000168
ENSP00000381577	ENSACAP00000002718
ENSP00000324020	ENSACAP00000004261
ENSP00000377934	ENSACAP00000008061
ENSP00000297814	ENSACAP00000001719
ENSP00000361140	ENSACAP00000014835
ENSP00000320378	ENSACAP00000007204
ENSP00000253188	ENSACAP00000002687
ENSP00000455064	ENSACAP00000010253
ENSP00000380666	ENSACAP00000001145
ENSP00000023064	ENSACAP00000007255
ENSP00000280612	ENSACAP00000001837
ENSP00000318912	ENSACAP00000013908
ENSP00000285379	ENSACAP00000019949
ENSP00000285381	ENSACAP00000020551
ENSP00000300900	ENSACAP00000014902
ENSP00000314407	ENSACAP00000005549
ENSP00000358107	ENSACAP00000007915
ENSP00000178638	ENSACAP00000011871
ENSP00000367608	ENSACAP00000009353
ENSP00000225916	ENSACAP00000017686
ENSP00000263754	ENSACAP00000000014
ENSP00000376534	ENSACAP00000010444
ENSP00000446880	ENSACAP00000016468
ENSP00000353458	ENSACAP00000002264
ENSP00000375921	ENSACAP00000004925
ENSP00000355245	ENSACAP00000001413
ENSP00000381499	ENSACAP00000010375
ENSP00000350844	ENSACAP00000011597
ENSP00000382783	ENSACAP00000002278
ENSP00000286808	ENSACAP00000017748
ENSP00000409544	ENSACAP00000011275
ENSP00000378577	ENSACAP00000011287
ENSP00000441283	ENSACAP00000013863
ENSP00000382090	ENSACAP00000012497
ENSP00000356133	ENSACAP00000005142
ENSP00000295522	ENSACAP00000000619
ENSP00000296387	ENSACAP00000007830
ENSP00000256261	ENSACAP00000000725
ENSP00000361785	ENSACAP00000008485
ENSP00000340609	ENSACAP00000008506
ENSP00000354483	ENSACAP00000009455
ENSP00000226004	ENSACAP00000004668
ENSP00000466299	ENSACAP00000014105
ENSP00000385885	ENSACAP00000021915
ENSP00000346160	ENSACAP00000002518
ENSP00000345281	ENSACAP00000017431
ENSP00000341658	ENSACAP00000020895
ENSP00000380153	ENSACAP00000006724
ENSP00000360296	ENSACAP00000000172
ENSP00000264775	ENSACAP00000014842
ENSP00000352962	ENSACAP00000005744
ENSP00000359204	ENSACAP00000003819
ENSP00000263177	ENSACAP00000023423
ENSP00000364008	ENSACAP00000017155
ENSP00000466898	ENSACAP00000016599
ENSP00000358723	ENSACAP00000021734
ENSP00000245304	ENSACAP00000000849
ENSP00000319096	ENSACAP00000011017
ENSP00000321805	ENSACAP00000013837
ENSP00000325836	ENSACAP00000008424
ENSP00000364919	ENSACAP00000000652
ENSP00000216127	ENSACAP00000016320
ENSP00000225688	ENSACAP00000004383
ENSP00000268864	ENSACAP00000020176
ENSP00000353824	ENSACAP00000008806
ENSP00000362608	ENSACAP00000016506
ENSP00000365692	ENSACAP00000007529
ENSP00000351475	ENSACAP00000001908
ENSP00000349298	ENSACAP00000003730
ENSP00000350032	ENSACAP00000000700
ENSP00000392105	ENSACAP00000020756
ENSP00000344666	ENSACAP00000008734
ENSP00000384136	ENSACAP00000001223
ENSP00000353408	ENSACAP00000003634
ENSP00000264360	ENSACAP00000013606
ENSP00000253807	ENSACAP00000012478
ENSP00000442186	ENSACAP00000004851
ENSP00000386653	ENSACAP00000004839
ENSP00000441802	ENSACAP00000002051
ENSP00000287008	ENSACAP00000014084
ENSP00000355082	ENSACAP00000013123
ENSP00000367151	ENSACAP00000000452
ENSP00000458537	ENSACAP00000001728
ENSP00000293636	ENSACAP00000011835
ENSP00000273814	ENSACAP00000000263
ENSP00000337572	ENSACAP00000001786
ENSP00000412178	ENSACAP00000004400
ENSP00000288490	ENSACAP00000011820
ENSP00000284061	ENSACAP00000008978
ENSP00000385780	ENSACAP00000012802
ENSP00000346879	ENSACAP00000001443
ENSP00000366347	ENSACAP00000005571
ENSP00000327758	ENSACAP00000014860
ENSP00000370253	ENSACAP00000018384
ENSP00000350549	ENSACAP00000017214
ENSP00000341108	ENSACAP00000017215
ENSP00000429553	ENSACAP00000000843
ENSP00000295886	ENSACAP00000005646
ENSP00000359215	ENSACAP00000010957
ENSP00000296921	ENSACAP00000015336
ENSP00000232975	ENSACAP00000006774
ENSP00000349467	ENSACAP00000009964
ENSP00000293255	ENSACAP00000005725
ENSP00000294288	ENSACAP00000009976
ENSP00000324960	ENSACAP00000008299
ENSP00000317310	ENSACAP00000003021
ENSP00000419081	ENSACAP00000010061
ENSP00000271651	ENSACAP00000008624
ENSP00000357981	ENSACAP00000008567
ENSP00000414904	ENSACAP00000016601
ENSP00000220166	ENSACAP00000015433
ENSP00000219197	ENSACAP00000005981
ENSP00000269503	ENSACAP00000003727
ENSP00000064571	ENSACAP00000015674
ENSP00000298943	ENSACAP00000016402
ENSP00000272520	ENSACAP00000006256
ENSP00000335285	ENSACAP00000015511
ENSP00000395220	ENSACAP00000014552
ENSP00000297239	ENSACAP00000004682
ENSP00000440704	ENSACAP00000017566
ENSP00000346576	ENSACAP00000001885
ENSP00000340017	ENSACAP00000010074
ENSP00000374036	ENSACAP00000002828
ENSP00000272895	ENSACAP00000015245
ENSP00000359245	ENSACAP00000005132
ENSP00000263094	ENSACAP00000018125
ENSP00000363868	ENSACAP00000014493
ENSP00000344155	ENSACAP00000007547
ENSP00000261187	ENSACAP00000001398
ENSP00000321735	ENSACAP00000008381
ENSP00000463978	ENSACAP00000002481
ENSP00000390564	ENSACAP00000006041
ENSP00000309751	ENSACAP00000007373
ENSP00000360855	ENSACAP00000008608
ENSP00000295190	ENSACAP00000005272
ENSP00000358794	ENSACAP00000012561
ENSP00000364883	ENSACAP00000022061
ENSP00000360577	ENSACAP00000008278
ENSP00000221418	ENSACAP00000009737
ENSP00000369461	ENSACAP00000002646
ENSP00000476295	ENSACAP00000008652
ENSP00000368517	ENSACAP00000016661
ENSP00000308893	ENSACAP00000019585
ENSP00000328169	ENSACAP00000009394
ENSP00000254958	ENSACAP00000001765
ENSP00000263388	ENSACAP00000016977
ENSP00000277541	ENSACAP00000011064
ENSP00000364163	ENSACAP00000012160
ENSP00000345229	ENSACAP00000005583
ENSP00000349893	ENSACAP00000009413
ENSP00000340292	ENSACAP00000013322
ENSP00000356370	ENSACAP00000009323
ENSP00000355718	ENSACAP00000002665
ENSP00000249749	ENSACAP00000003406
ENSP00000300060	ENSACAP00000000718
ENSP00000350541	ENSACAP00000007980
ENSP00000265162	ENSACAP00000010382
ENSP00000296754	ENSACAP00000012320
ENSP00000231368	ENSACAP00000012036
ENSP00000249016	ENSACAP00000021598
ENSP00000299727	ENSACAP00000022360
ENSP00000329684	ENSACAP00000007755
ENSP00000293897	ENSACAP00000005950
ENSP00000330138	ENSACAP00000015821
ENSP00000350198	ENSACAP00000014278
ENSP00000265572	ENSACAP00000017691
ENSP00000394624	ENSACAP00000005389
ENSP00000234961	ENSACAP00000004993
ENSP00000336764	ENSACAP00000006172
ENSP00000358783	ENSACAP00000006149
ENSP00000330284	ENSACAP00000017688
ENSP00000302621	ENSACAP00000016279
ENSP00000389128	ENSACAP00000019298
ENSP00000319464	ENSACAP00000004007
ENSP00000355396	ENSACAP00000017670
ENSP00000326759	ENSACAP00000001502
ENSP00000273261	ENSACAP00000002448
ENSP00000416015	ENSACAP00000012363
ENSP00000256194	ENSACAP00000004805
ENSP00000351664	ENSACAP00000009191
ENSP00000416683	ENSACAP00000003586
ENSP00000295057	ENSACAP00000007623
ENSP00000274711	ENSACAP00000015934
ENSP00000386357	ENSACAP00000017794
ENSP00000355187	ENSACAP00000010466
ENSP00000423812	ENSACAP00000005119
ENSP00000263991	ENSACAP00000005673
ENSP00000373964	ENSACAP00000001740
ENSP00000406485	ENSACAP00000007036
ENSP00000215957	ENSACAP00000015087
ENSP00000351593	ENSACAP00000009892
ENSP00000254301	ENSACAP00000022130
ENSP00000302100	ENSACAP00000009832
ENSP00000435460	ENSACAP00000002356
ENSP00000341032	ENSACAP00000014163
ENSP00000285018	ENSACAP00000012331
ENSP00000380379	ENSACAP00000000021
ENSP00000417310	ENSACAP00000017182
ENSP00000222462	ENSACAP00000006834
ENSP00000358698	ENSACAP00000017652
ENSP00000290167	ENSACAP00000012324
ENSP00000325526	ENSACAP00000012525
ENSP00000233948	ENSACAP00000014112
ENSP00000293549	ENSACAP00000008042
ENSP00000225512	ENSACAP00000016403
ENSP00000284523	ENSACAP00000006798
ENSP00000362937	ENSACAP00000005031
ENSP00000305721	ENSACAP00000017060
ENSP00000265965	ENSACAP00000022046
ENSP00000359356	ENSACAP00000004356
ENSP00000445905	ENSACAP00000004931
ENSP00000225235	ENSACAP00000007573
ENSP00000261439	ENSACAP00000007150
ENSP00000306844	ENSACAP00000006176
ENSP00000210633	ENSACAP00000003837
ENSP00000416523	ENSACAP00000016373
ENSP00000350547	ENSACAP00000001236
ENSP00000284136	ENSACAP00000016151
ENSP00000265362	ENSACAP00000016037
ENSP00000231721	ENSACAP00000012071
ENSP00000303212	ENSACAP00000015935
ENSP00000002829	ENSACAP00000008689
ENSP00000265361	ENSACAP00000015486
ENSP00000385795	ENSACAP00000013062
ENSP00000307411	ENSACAP00000008979
ENSP00000350267	ENSACAP00000016633
ENSP00000373340	ENSACAP00000009930
ENSP00000216267	ENSACAP00000009005
ENSP00000218343	ENSACAP00000011825
ENSP00000226319	ENSACAP00000006214
ENSP00000378451	ENSACAP00000001817
ENSP00000354689	ENSACAP00000002368
ENSP00000366586	ENSACAP00000005382
ENSP00000378310	ENSACAP00000012554
ENSP00000387694	ENSACAP00000007171
ENSP00000395983	ENSACAP00000009429
ENSP00000386766	ENSACAP00000012098
ENSP00000266980	ENSACAP00000018576
ENSP00000269187	ENSACAP00000001796
ENSP00000262461	ENSACAP00000002491
ENSP00000386733	ENSACAP00000000318
ENSP00000356297	ENSACAP00000006538
ENSP00000258415	ENSACAP00000012577
ENSP00000334128	ENSACAP00000009870
ENSP00000316845	ENSACAP00000004793
ENSP00000253401	ENSACAP00000011814
ENSP00000253401	ENSACAP00000000575
ENSP00000361009	ENSACAP00000015938
ENSP00000288368	ENSACAP00000016007
ENSP00000437188	ENSACAP00000005148
ENSP00000250617	ENSACAP00000009332
ENSP00000364893	ENSACAP00000006192
ENSP00000363708	ENSACAP00000004815
ENSP00000257863	ENSACAP00000000651
ENSP00000351905	ENSACAP00000014029
ENSP00000241416	ENSACAP00000003417
ENSP00000340361	ENSACAP00000008927
ENSP00000263640	ENSACAP00000007502
ENSP00000373574	ENSACAP00000016634
ENSP00000243349	ENSACAP00000007561
ENSP00000442656	ENSACAP00000016598
ENSP00000364133	ENSACAP00000009037
ENSP00000361107	ENSACAP00000014455
ENSP00000401907	ENSACAP00000013548
ENSP00000430676	ENSACAP00000000134
ENSP00000361952	ENSACAP00000019591
ENSP00000306275	ENSACAP00000006437
ENSP00000282146	ENSACAP00000014382
ENSP00000327611	ENSACAP00000020037
ENSP00000285735	ENSACAP00000017665
ENSP00000476252	ENSACAP00000005135
ENSP00000272233	ENSACAP00000010462
ENSP00000267205	ENSACAP00000010922
ENSP00000355580	ENSACAP00000001015
ENSP00000263372	ENSACAP00000003818
ENSP00000362328	ENSACAP00000001979
ENSP00000391498	ENSACAP00000002006
ENSP00000312811	ENSACAP00000013114
ENSP00000394033	ENSACAP00000005747
ENSP00000308461	ENSACAP00000020819
ENSP00000364886	ENSACAP00000003522
ENSP00000466680	ENSACAP00000013219
ENSP00000340299	ENSACAP00000019467
ENSP00000363257	ENSACAP00000016401
ENSP00000349689	ENSACAP00000008982
ENSP00000384716	ENSACAP00000007780
ENSP00000303248	ENSACAP00000016315
ENSP00000266674	ENSACAP00000007153
ENSP00000441235	ENSACAP00000017151
ENSP00000343656	ENSACAP00000013845
ENSP00000408322	ENSACAP00000002559
ENSP00000380271	ENSACAP00000006135
ENSP00000395708	ENSACAP00000014792
ENSP00000381588	ENSACAP00000005307
ENSP00000299882	ENSACAP00000008757
ENSP00000416037	ENSACAP00000007291
ENSP00000264400	ENSACAP00000010126
ENSP00000377037	ENSACAP00000016472
ENSP00000379154	ENSACAP00000004704
ENSP00000262626	ENSACAP00000017554
ENSP00000334962	ENSACAP00000015872
ENSP00000278742	ENSACAP00000017424
ENSP00000411645	ENSACAP00000014927
ENSP00000399324	ENSACAP00000008662
ENSP00000180166	ENSACAP00000005996
ENSP00000371790	ENSACAP00000002861
ENSP00000267843	ENSACAP00000015627
ENSP00000334122	ENSACAP00000018405
ENSP00000359635	ENSACAP00000019122
ENSP00000293829	ENSACAP00000003592
ENSP00000365301	ENSACAP00000003192
ENSP00000311697	ENSACAP00000009932
ENSP00000228837	ENSACAP00000009260
ENSP00000168712	ENSACAP00000015792
ENSP00000380697	ENSACAP00000014781
ENSP00000355988	ENSACAP00000005847
ENSP00000245414	ENSACAP00000012456
ENSP00000377218	ENSACAP00000002840
ENSP00000370343	ENSACAP00000017435
ENSP00000268638	ENSACAP00000005329
ENSP00000343701	ENSACAP00000006427
ENSP00000362728	ENSACAP00000004645
ENSP00000357552	ENSACAP00000013881
ENSP00000358831	ENSACAP00000017139
ENSP00000346693	ENSACAP00000008440
ENSP00000438095	ENSACAP00000008355
ENSP00000330878	ENSACAP00000019013
ENSP00000424123	ENSACAP00000008785
ENSP00000361536	ENSACAP00000013186
ENSP00000277942	ENSACAP00000014950
ENSP00000359899	ENSACAP00000016505
ENSP00000362403	ENSACAP00000009068
ENSP00000303522	ENSACAP00000005464
ENSP00000354652	ENSACAP00000004982
ENSP00000363431	ENSACAP00000007562
ENSP00000423917	ENSACAP00000005002
ENSP00000332591	ENSACAP00000015310
ENSP00000239032	ENSACAP00000010218
ENSP00000265113	ENSACAP00000009092
ENSP00000262352	ENSACAP00000003456
ENSP00000444408	ENSACAP00000011532
ENSP00000234256	ENSACAP00000001748
ENSP00000278379	ENSACAP00000004406
ENSP00000436047	ENSACAP00000000097
ENSP00000366549	ENSACAP00000006529
ENSP00000225276	ENSACAP00000008260
ENSP00000156626	ENSACAP00000008296
ENSP00000377257	ENSACAP00000002427
ENSP00000387211	ENSACAP00000007258
ENSP00000330959	ENSACAP00000007348
ENSP00000233954	ENSACAP00000007276
ENSP00000314807	ENSACAP00000000788
ENSP00000264260	ENSACAP00000007224
ENSP00000019103	ENSACAP00000000908
ENSP00000327246	ENSACAP00000006503
ENSP00000379514	ENSACAP00000006216
ENSP00000262178	ENSACAP00000002174
ENSP00000320180	ENSACAP00000005977
ENSP00000262441	ENSACAP00000016714
ENSP00000362353	ENSACAP00000001897
ENSP00000383558	ENSACAP00000010491
ENSP00000467494	ENSACAP00000009320
ENSP00000340943	ENSACAP00000005627
ENSP00000272847	ENSACAP00000010946
ENSP00000321999	ENSACAP00000004707
ENSP00000386972	ENSACAP00000001103
ENSP00000257895	ENSACAP00000009802
ENSP00000199936	ENSACAP00000011228
ENSP00000316786	ENSACAP00000003563
ENSP00000378887	ENSACAP00000001553
ENSP00000327975	ENSACAP00000016658
ENSP00000216500	ENSACAP00000014881
ENSP00000225823	ENSACAP00000017658
ENSP00000466058	ENSACAP00000011516
ENSP00000345751	ENSACAP00000000630
ENSP00000353292	ENSACAP00000006638
ENSP00000442477	ENSACAP00000016649
ENSP00000430711	ENSACAP00000010228
ENSP00000305877	ENSACAP00000001026
ENSP00000241256	ENSACAP00000016116
ENSP00000218721	ENSACAP00000001536
ENSP00000339867	ENSACAP00000006975
ENSP00000359532	ENSACAP00000019881
ENSP00000365256	ENSACAP00000006182
ENSP00000261514	ENSACAP00000015542
ENSP00000372193	ENSACAP00000005105
ENSP00000234488	ENSACAP00000008577
ENSP00000239144	ENSACAP00000006270
ENSP00000040584	ENSACAP00000010686
ENSP00000420009	ENSACAP00000006322
ENSP00000243108	ENSACAP00000010695
ENSP00000242159	ENSACAP00000010136
ENSP00000239165	ENSACAP00000006314
ENSP00000239151	ENSACAP00000006336
ENSP00000302548	ENSACAP00000017632
ENSP00000353151	ENSACAP00000010189
ENSP00000328928	ENSACAP00000006345
ENSP00000317257	ENSACAP00000006175
ENSP00000439018	ENSACAP00000006480
ENSP00000373343	ENSACAP00000010075
ENSP00000329748	ENSACAP00000007703
ENSP00000229330	ENSACAP00000015808
ENSP00000309555	ENSACAP00000012208
ENSP00000334140	ENSACAP00000001522
ENSP00000354255	ENSACAP00000002513
ENSP00000448517	ENSACAP00000004239
ENSP00000352282	ENSACAP00000000640
ENSP00000298307	ENSACAP00000001096
ENSP00000215739	ENSACAP00000005263
ENSP00000359446	ENSACAP00000004157
ENSP00000241305	ENSACAP00000017250
ENSP00000223357	ENSACAP00000020529
ENSP00000369979	ENSACAP00000000285
ENSP00000259371	ENSACAP00000000938
ENSP00000356621	ENSACAP00000012641
ENSP00000403636	ENSACAP00000011177
ENSP00000274376	ENSACAP00000000878
ENSP00000286364	ENSACAP00000005241
ENSP00000450244	ENSACAP00000004554
ENSP00000299608	ENSACAP00000011650
ENSP00000286091	ENSACAP00000013905
ENSP00000300289	ENSACAP00000004828
ENSP00000266397	ENSACAP00000010599
ENSP00000219406	ENSACAP00000015159
ENSP00000305465	ENSACAP00000001342
ENSP00000356465	ENSACAP00000007130
ENSP00000265062	ENSACAP00000005856
ENSP00000243298	ENSACAP00000014042
ENSP00000420127	ENSACAP00000001602
ENSP00000361666	ENSACAP00000004498
ENSP00000358515	ENSACAP00000003278
ENSP00000245407	ENSACAP00000012434
ENSP00000200652	ENSACAP00000019006
ENSP00000275300	ENSACAP00000003332
ENSP00000357915	ENSACAP00000010768
ENSP00000228820	ENSACAP00000009236
ENSP00000353512	ENSACAP00000009516
ENSP00000263549	ENSACAP00000016560
ENSP00000420612	ENSACAP00000001416
ENSP00000361850	ENSACAP00000008848
ENSP00000220809	ENSACAP00000012511
ENSP00000253496	ENSACAP00000006162
ENSP00000277903	ENSACAP00000010222
ENSP00000414287	ENSACAP00000008758
ENSP00000222390	ENSACAP00000013097
ENSP00000383023	ENSACAP00000001222
ENSP00000228841	ENSACAP00000002158
ENSP00000325239	ENSACAP00000020271
ENSP00000223167	ENSACAP00000015023
ENSP00000279022	ENSACAP00000009517
ENSP00000366314	ENSACAP00000008989
ENSP00000437849	ENSACAP00000002999
ENSP00000320239	ENSACAP00000003865
ENSP00000354006	ENSACAP00000005188
ENSP00000381023	ENSACAP00000008474
ENSP00000323926	ENSACAP00000010017
ENSP00000252826	ENSACAP00000012830
ENSP00000011292	ENSACAP00000001151
ENSP00000420237	ENSACAP00000021207
ENSP00000417222	ENSACAP00000006892
ENSP00000181383	ENSACAP00000016141
ENSP00000297770	ENSACAP00000016020
ENSP00000400906	ENSACAP00000001643
ENSP00000287156	ENSACAP00000007029
ENSP00000363019	ENSACAP00000004229
ENSP00000386788	ENSACAP00000011054
ENSP00000424571	ENSACAP00000002293
ENSP00000470498	ENSACAP00000014508
ENSP00000325527	ENSACAP00000005193
ENSP00000416341	ENSACAP00000002729
ENSP00000334186	ENSACAP00000017493
ENSP00000389252	ENSACAP00000008316
ENSP00000360108	ENSACAP00000008774
ENSP00000319756	ENSACAP00000009357
ENSP00000171887	ENSACAP00000000887
ENSP00000254051	ENSACAP00000015865
ENSP00000262039	ENSACAP00000013800
ENSP00000356155	ENSACAP00000007419
ENSP00000366563	ENSACAP00000013119
ENSP00000263967	ENSACAP00000004867
ENSP00000377357	ENSACAP00000001983
ENSP00000358413	ENSACAP00000009272
ENSP00000371905	ENSACAP00000002717
ENSP00000262096	ENSACAP00000006099
ENSP00000221930	ENSACAP00000018581
ENSP00000257868	ENSACAP00000015165
ENSP00000260950	ENSACAP00000004110
ENSP00000296127	ENSACAP00000004032
ENSP00000456782	ENSACAP00000014071
ENSP00000370303	ENSACAP00000017518
ENSP00000295228	ENSACAP00000023484
ENSP00000242208	ENSACAP00000017302
ENSP00000266646	ENSACAP00000019130
ENSP00000264601	ENSACAP00000004472
ENSP00000304376	ENSACAP00000005533
ENSP00000267328	ENSACAP00000013777
ENSP00000273047	ENSACAP00000000016
ENSP00000353444	ENSACAP00000005261
ENSP00000225665	ENSACAP00000014588
ENSP00000312029	ENSACAP00000006358
ENSP00000323740	ENSACAP00000009237
ENSP00000352565	ENSACAP00000005378
ENSP00000405176	ENSACAP00000009502
ENSP00000242261	ENSACAP00000011558
ENSP00000324573	ENSACAP00000009299
ENSP00000246080	ENSACAP00000010942
ENSP00000334547	ENSACAP00000004409
ENSP00000294339	ENSACAP00000005831
ENSP00000302189	ENSACAP00000010443
ENSP00000297029	ENSACAP00000013347
ENSP00000257861	ENSACAP00000012787
ENSP00000295927	ENSACAP00000006622
ENSP00000415034	ENSACAP00000005570
ENSP00000327545	ENSACAP00000007710
ENSP00000307549	ENSACAP00000015359
ENSP00000265634	ENSACAP00000001785
ENSP00000293922	ENSACAP00000019279
ENSP00000373433	ENSACAP00000004454
ENSP00000222399	ENSACAP00000004445
ENSP00000369643	ENSACAP00000016782
ENSP00000359682	ENSACAP00000009125
ENSP00000258042	ENSACAP00000008304
ENSP00000258341	ENSACAP00000005127
ENSP00000264144	ENSACAP00000005233
ENSP00000374309	ENSACAP00000009774
ENSP00000356251	ENSACAP00000004067
ENSP00000366416	ENSACAP00000015954
ENSP00000315011	ENSACAP00000003812
ENSP00000324532	ENSACAP00000001092
ENSP00000302846	ENSACAP00000010019
ENSP00000245457	ENSACAP00000021524
ENSP00000291294	ENSACAP00000008378
ENSP00000364907	ENSACAP00000000778
ENSP00000292513	ENSACAP00000016733
ENSP00000359793	ENSACAP00000006379
ENSP00000349003	ENSACAP00000004233
ENSP00000342235	ENSACAP00000009958
ENSP00000341189	ENSACAP00000023116
ENSP00000380638	ENSACAP00000002509
ENSP00000371067	ENSACAP00000003850
ENSP00000206765	ENSACAP00000004034
ENSP00000200181	ENSACAP00000007062
ENSP00000365351	ENSACAP00000003252
ENSP00000380948	ENSACAP00000009492
ENSP00000267082	ENSACAP00000006827
ENSP00000379350	ENSACAP00000006839
ENSP00000300215	ENSACAP00000001633
ENSP00000283249	ENSACAP00000012065
ENSP00000222573	ENSACAP00000011501
ENSP00000296181	ENSACAP00000010116
ENSP00000302216	ENSACAP00000018417
ENSP00000362777	ENSACAP00000010233
ENSP00000476312	ENSACAP00000012119
ENSP00000380942	ENSACAP00000003250
ENSP00000357177	ENSACAP00000015361
ENSP00000347134	ENSACAP00000017318
ENSP00000341071	ENSACAP00000005680
ENSP00000317333	ENSACAP00000021612
ENSP00000317580	ENSACAP00000001149
ENSP00000306754	ENSACAP00000017283
ENSP00000297142	ENSACAP00000009487
ENSP00000242994	ENSACAP00000014626
ENSP00000354718	ENSACAP00000019442
ENSP00000354837	ENSACAP00000016204
ENSP00000263160	ENSACAP00000014899
ENSP00000221485	ENSACAP00000017054
ENSP00000359376	ENSACAP00000005417
ENSP00000348019	ENSACAP00000004553
ENSP00000261900	ENSACAP00000008572
