ENSTGUP00000008915	ENSMGAP00000004951
ENSTGUP00000002570	ENSMGAP00000008565
ENSTGUP00000010655	ENSMGAP00000012459
ENSTGUP00000009090	ENSMGAP00000008260
ENSTGUP00000003428	ENSMGAP00000010309
ENSTGUP00000002977	ENSMGAP00000009814
ENSTGUP00000008177	ENSMGAP00000015560
ENSTGUP00000002162	ENSMGAP00000003263
ENSTGUP00000011280	ENSMGAP00000013661
ENSTGUP00000017400	ENSMGAP00000001201
ENSTGUP00000004936	ENSMGAP00000005501
ENSTGUP00000010276	ENSMGAP00000009662
ENSTGUP00000005596	ENSMGAP00000005199
ENSTGUP00000012950	ENSMGAP00000015824
ENSTGUP00000002706	ENSMGAP00000003676
ENSTGUP00000004370	ENSMGAP00000008518
ENSTGUP00000010839	ENSMGAP00000010618
ENSTGUP00000008041	ENSMGAP00000005615
ENSTGUP00000002236	ENSMGAP00000016324
ENSTGUP00000000435	ENSMGAP00000013006
ENSTGUP00000000339	ENSMGAP00000001386
ENSTGUP00000009867	ENSMGAP00000007998
ENSTGUP00000007001	ENSMGAP00000009703
ENSTGUP00000000168	ENSMGAP00000016676
ENSTGUP00000014866	ENSMGAP00000002437
ENSTGUP00000010323	ENSMGAP00000012412
ENSTGUP00000005279	ENSMGAP00000005183
ENSTGUP00000012159	ENSMGAP00000013012
ENSTGUP00000006570	ENSMGAP00000003664
ENSTGUP00000008419	ENSMGAP00000006890
ENSTGUP00000003438	ENSMGAP00000001451
ENSTGUP00000005088	ENSMGAP00000017984
ENSTGUP00000002368	ENSMGAP00000003727
ENSTGUP00000006461	ENSMGAP00000008077
ENSTGUP00000008671	ENSMGAP00000004738
ENSTGUP00000011207	ENSMGAP00000015776
ENSTGUP00000011545	ENSMGAP00000000621
ENSTGUP00000009578	ENSMGAP00000008717
ENSTGUP00000005759	ENSMGAP00000004890
ENSTGUP00000003271	ENSMGAP00000000638
ENSTGUP00000004230	ENSMGAP00000012742
ENSTGUP00000003682	ENSMGAP00000016262
ENSTGUP00000000438	ENSMGAP00000001850
ENSTGUP00000017646	ENSMGAP00000014996
ENSTGUP00000002008	ENSMGAP00000003215
ENSTGUP00000007376	ENSMGAP00000006192
ENSTGUP00000001968	ENSMGAP00000012754
ENSTGUP00000003866	ENSMGAP00000004953
ENSTGUP00000008675	ENSMGAP00000009124
ENSTGUP00000006105	ENSMGAP00000019765
ENSTGUP00000004727	ENSMGAP00000001568
ENSTGUP00000018014	ENSMGAP00000014608
ENSTGUP00000009923	ENSMGAP00000015721
ENSTGUP00000003364	ENSMGAP00000008668
ENSTGUP00000012078	ENSMGAP00000013098
ENSTGUP00000003219	ENSMGAP00000002423
ENSTGUP00000011580	ENSMGAP00000011103
ENSTGUP00000006559	ENSMGAP00000005577
ENSTGUP00000000476	ENSMGAP00000002092
ENSTGUP00000000381	ENSMGAP00000003903
ENSTGUP00000013793	ENSMGAP00000015136
ENSTGUP00000011077	ENSMGAP00000010955
ENSTGUP00000009037	ENSMGAP00000010626
ENSTGUP00000013792	ENSMGAP00000015135
ENSTGUP00000001510	ENSMGAP00000009316
ENSTGUP00000007791	ENSMGAP00000010343
ENSTGUP00000002082	ENSMGAP00000004715
ENSTGUP00000007296	ENSMGAP00000006900
ENSTGUP00000012704	ENSMGAP00000019442
ENSTGUP00000013605	ENSMGAP00000015094
ENSTGUP00000007171	ENSMGAP00000006525
ENSTGUP00000000283	ENSMGAP00000018624
ENSTGUP00000002476	ENSMGAP00000000567
ENSTGUP00000016343	ENSMGAP00000010691
ENSTGUP00000001204	ENSMGAP00000007925
ENSTGUP00000007238	ENSMGAP00000001744
ENSTGUP00000005780	ENSMGAP00000012562
ENSTGUP00000003666	ENSMGAP00000010144
ENSTGUP00000013828	ENSMGAP00000015181
ENSTGUP00000005934	ENSMGAP00000015445
ENSTGUP00000000760	ENSMGAP00000000066
ENSTGUP00000012109	ENSMGAP00000012922
ENSTGUP00000003498	ENSMGAP00000000299
ENSTGUP00000010338	ENSMGAP00000009894
ENSTGUP00000003345	ENSMGAP00000003667
ENSTGUP00000010346	ENSMGAP00000010932
ENSTGUP00000011150	ENSMGAP00000011677
ENSTGUP00000009339	ENSMGAP00000005448
ENSTGUP00000012283	ENSMGAP00000012680
ENSTGUP00000005355	ENSMGAP00000018207
ENSTGUP00000007223	ENSMGAP00000012007
ENSTGUP00000000797	ENSMGAP00000006113
ENSTGUP00000002105	ENSMGAP00000010946
ENSTGUP00000003856	ENSMGAP00000003917
ENSTGUP00000010889	ENSMGAP00000010746
ENSTGUP00000003828	ENSMGAP00000007793
ENSTGUP00000007830	ENSMGAP00000006856
ENSTGUP00000006888	ENSMGAP00000001109
ENSTGUP00000004357	ENSMGAP00000004855
ENSTGUP00000016733	ENSMGAP00000000908
ENSTGUP00000004760	ENSMGAP00000006199
ENSTGUP00000003621	ENSMGAP00000003279
ENSTGUP00000001578	ENSMGAP00000004079
ENSTGUP00000008395	ENSMGAP00000007644
ENSTGUP00000012020	ENSMGAP00000013892
ENSTGUP00000011994	ENSMGAP00000013879
ENSTGUP00000006842	ENSMGAP00000006393
ENSTGUP00000003257	ENSMGAP00000005512
ENSTGUP00000013637	ENSMGAP00000015095
ENSTGUP00000001288	ENSMGAP00000008383
ENSTGUP00000010445	ENSMGAP00000010664
ENSTGUP00000013962	ENSMGAP00000016226
ENSTGUP00000008072	ENSMGAP00000004656
ENSTGUP00000010372	ENSMGAP00000012659
ENSTGUP00000012148	ENSMGAP00000012999
ENSTGUP00000013963	ENSMGAP00000002912
ENSTGUP00000002745	ENSMGAP00000000748
ENSTGUP00000004140	ENSMGAP00000017057
ENSTGUP00000011139	ENSMGAP00000016794
ENSTGUP00000013894	ENSMGAP00000017037
ENSTGUP00000003694	ENSMGAP00000000510
ENSTGUP00000006437	ENSMGAP00000003092
ENSTGUP00000004880	ENSMGAP00000001881
ENSTGUP00000017573	ENSMGAP00000003885
ENSTGUP00000009072	ENSMGAP00000007296
ENSTGUP00000006131	ENSMGAP00000009818
ENSTGUP00000010958	ENSMGAP00000009791
ENSTGUP00000013797	ENSMGAP00000015142
ENSTGUP00000004185	ENSMGAP00000006927
ENSTGUP00000000774	ENSMGAP00000000198
ENSTGUP00000007157	ENSMGAP00000010167
ENSTGUP00000013910	ENSMGAP00000015279
ENSTGUP00000004426	ENSMGAP00000000195
ENSTGUP00000005540	ENSMGAP00000007072
ENSTGUP00000009250	ENSMGAP00000009374
ENSTGUP00000006710	ENSMGAP00000006736
ENSTGUP00000004001	ENSMGAP00000007294
ENSTGUP00000002493	ENSMGAP00000010324
ENSTGUP00000006760	ENSMGAP00000010656
ENSTGUP00000006872	ENSMGAP00000002466
ENSTGUP00000005903	ENSMGAP00000005877
ENSTGUP00000008102	ENSMGAP00000012491
ENSTGUP00000008358	ENSMGAP00000008593
ENSTGUP00000009358	ENSMGAP00000009875
ENSTGUP00000012746	ENSMGAP00000014353
ENSTGUP00000007232	ENSMGAP00000011291
ENSTGUP00000006284	ENSMGAP00000010031
ENSTGUP00000003053	ENSMGAP00000009925
ENSTGUP00000006356	ENSMGAP00000010328
ENSTGUP00000006313	ENSMGAP00000010101
ENSTGUP00000012219	ENSMGAP00000012575
ENSTGUP00000003095	ENSMGAP00000000960
ENSTGUP00000007202	ENSMGAP00000018489
ENSTGUP00000012268	ENSMGAP00000012651
ENSTGUP00000003740	ENSMGAP00000017656
ENSTGUP00000001699	ENSMGAP00000010297
ENSTGUP00000001127	ENSMGAP00000007470
ENSTGUP00000007111	ENSMGAP00000006519
ENSTGUP00000004449	ENSMGAP00000008578
ENSTGUP00000010094	ENSMGAP00000009765
ENSTGUP00000004632	ENSMGAP00000006892
ENSTGUP00000017781	ENSMGAP00000002588
ENSTGUP00000009030	ENSMGAP00000008699
ENSTGUP00000002832	ENSMGAP00000010871
ENSTGUP00000008313	ENSMGAP00000010917
ENSTGUP00000003821	ENSMGAP00000000380
ENSTGUP00000008443	ENSMGAP00000007696
ENSTGUP00000011473	ENSMGAP00000013656
ENSTGUP00000008384	ENSMGAP00000016479
ENSTGUP00000009791	ENSMGAP00000005937
ENSTGUP00000010946	ENSMGAP00000010771
ENSTGUP00000011181	ENSMGAP00000011728
ENSTGUP00000004358	ENSMGAP00000018739
ENSTGUP00000004802	ENSMGAP00000002916
ENSTGUP00000003005	ENSMGAP00000001975
ENSTGUP00000009768	ENSMGAP00000013144
ENSTGUP00000005770	ENSMGAP00000009537
ENSTGUP00000017786	ENSMGAP00000003139
ENSTGUP00000010726	ENSMGAP00000018641
ENSTGUP00000005494	ENSMGAP00000012652
ENSTGUP00000014651	ENSMGAP00000010912
ENSTGUP00000003178	ENSMGAP00000006140
ENSTGUP00000000217	ENSMGAP00000017522
ENSTGUP00000000227	ENSMGAP00000002765
ENSTGUP00000003263	ENSMGAP00000010166
ENSTGUP00000017790	ENSMGAP00000003090
ENSTGUP00000000902	ENSMGAP00000001876
ENSTGUP00000008627	ENSMGAP00000007156
ENSTGUP00000004630	ENSMGAP00000006036
ENSTGUP00000011019	ENSMGAP00000002065
ENSTGUP00000013693	ENSMGAP00000014939
ENSTGUP00000015372	ENSMGAP00000003536
ENSTGUP00000001697	ENSMGAP00000003655
ENSTGUP00000013029	ENSMGAP00000013652
ENSTGUP00000004942	ENSMGAP00000002006
ENSTGUP00000004342	ENSMGAP00000001369
ENSTGUP00000001518	ENSMGAP00000008893
ENSTGUP00000009376	ENSMGAP00000008862
ENSTGUP00000001379	ENSMGAP00000004901
ENSTGUP00000015140	ENSMGAP00000014888
ENSTGUP00000012422	ENSMGAP00000012836
ENSTGUP00000013382	ENSMGAP00000014793
ENSTGUP00000006457	ENSMGAP00000002227
ENSTGUP00000001848	ENSMGAP00000004176
ENSTGUP00000004159	ENSMGAP00000002254
ENSTGUP00000016579	ENSMGAP00000006527
ENSTGUP00000004508	ENSMGAP00000012627
ENSTGUP00000007914	ENSMGAP00000006193
ENSTGUP00000014591	ENSMGAP00000004419
ENSTGUP00000008001	ENSMGAP00000015547
ENSTGUP00000007317	ENSMGAP00000006788
ENSTGUP00000017830	ENSMGAP00000009106
ENSTGUP00000013149	ENSMGAP00000013761
ENSTGUP00000008136	ENSMGAP00000008221
ENSTGUP00000003505	ENSMGAP00000005698
ENSTGUP00000009689	ENSMGAP00000008144
ENSTGUP00000009705	ENSMGAP00000008099
ENSTGUP00000010521	ENSMGAP00000012588
ENSTGUP00000013525	ENSMGAP00000014566
ENSTGUP00000010609	ENSMGAP00000012460
ENSTGUP00000011889	ENSMGAP00000013841
ENSTGUP00000004661	ENSMGAP00000002756
ENSTGUP00000011668	ENSMGAP00000011761
ENSTGUP00000012063	ENSMGAP00000016001
ENSTGUP00000006435	ENSMGAP00000006905
ENSTGUP00000013290	ENSMGAP00000014204
ENSTGUP00000008489	ENSMGAP00000012014
ENSTGUP00000006309	ENSMGAP00000004220
ENSTGUP00000004700	ENSMGAP00000008243
ENSTGUP00000012356	ENSMGAP00000014171
ENSTGUP00000006609	ENSMGAP00000009158
ENSTGUP00000008678	ENSMGAP00000006136
ENSTGUP00000007823	ENSMGAP00000006748
ENSTGUP00000006253	ENSMGAP00000010689
ENSTGUP00000009496	ENSMGAP00000016382
ENSTGUP00000003436	ENSMGAP00000019620
ENSTGUP00000002703	ENSMGAP00000010749
ENSTGUP00000011980	ENSMGAP00000019298
ENSTGUP00000012713	ENSMGAP00000013179
ENSTGUP00000005344	ENSMGAP00000003594
ENSTGUP00000000755	ENSMGAP00000001685
ENSTGUP00000012943	ENSMGAP00000013558
ENSTGUP00000000413	ENSMGAP00000004160
ENSTGUP00000010779	ENSMGAP00000013674
ENSTGUP00000008527	ENSMGAP00000011856
ENSTGUP00000005004	ENSMGAP00000016522
ENSTGUP00000004856	ENSMGAP00000001445
ENSTGUP00000013592	ENSMGAP00000015019
ENSTGUP00000002249	ENSMGAP00000007576
ENSTGUP00000010547	ENSMGAP00000009383
ENSTGUP00000010219	ENSMGAP00000008513
ENSTGUP00000007624	ENSMGAP00000015528
ENSTGUP00000011659	ENSMGAP00000011261
ENSTGUP00000000172	ENSMGAP00000002517
ENSTGUP00000012521	ENSMGAP00000015923
ENSTGUP00000017169	ENSMGAP00000007431
ENSTGUP00000002406	ENSMGAP00000004991
ENSTGUP00000004286	ENSMGAP00000011651
ENSTGUP00000000351	ENSMGAP00000001252
ENSTGUP00000002934	ENSMGAP00000018017
ENSTGUP00000010943	ENSMGAP00000010781
ENSTGUP00000004993	ENSMGAP00000001588
ENSTGUP00000010895	ENSMGAP00000013772
ENSTGUP00000001664	ENSMGAP00000017663
ENSTGUP00000017698	ENSMGAP00000000305
ENSTGUP00000008049	ENSMGAP00000007069
ENSTGUP00000004610	ENSMGAP00000007625
ENSTGUP00000009264	ENSMGAP00000009025
ENSTGUP00000007983	ENSMGAP00000003730
ENSTGUP00000003115	ENSMGAP00000005029
ENSTGUP00000001234	ENSMGAP00000007345
ENSTGUP00000017664	ENSMGAP00000000592
ENSTGUP00000000163	ENSMGAP00000000778
ENSTGUP00000004313	ENSMGAP00000005675
ENSTGUP00000010945	ENSMGAP00000010845
ENSTGUP00000008665	ENSMGAP00000011933
ENSTGUP00000003715	ENSMGAP00000005585
ENSTGUP00000009234	ENSMGAP00000016537
ENSTGUP00000013186	ENSMGAP00000014109
ENSTGUP00000013096	ENSMGAP00000016087
ENSTGUP00000005932	ENSMGAP00000001986
ENSTGUP00000003413	ENSMGAP00000005928
ENSTGUP00000004457	ENSMGAP00000009141
ENSTGUP00000010965	ENSMGAP00000012123
ENSTGUP00000011658	ENSMGAP00000012323
ENSTGUP00000008933	ENSMGAP00000007639
ENSTGUP00000008007	ENSMGAP00000011106
ENSTGUP00000011487	ENSMGAP00000011877
ENSTGUP00000010718	ENSMGAP00000013628
ENSTGUP00000000394	ENSMGAP00000004007
ENSTGUP00000016078	ENSMGAP00000006696
ENSTGUP00000007758	ENSMGAP00000004070
ENSTGUP00000006024	ENSMGAP00000001621
ENSTGUP00000009472	ENSMGAP00000010824
ENSTGUP00000006420	ENSMGAP00000003222
ENSTGUP00000001021	ENSMGAP00000002615
ENSTGUP00000009682	ENSMGAP00000010215
ENSTGUP00000009838	ENSMGAP00000010330
ENSTGUP00000009729	ENSMGAP00000008041
ENSTGUP00000014409	ENSMGAP00000004149
ENSTGUP00000008547	ENSMGAP00000008914
ENSTGUP00000017704	ENSMGAP00000008957
ENSTGUP00000008580	ENSMGAP00000017637
ENSTGUP00000009751	ENSMGAP00000010218
ENSTGUP00000001252	ENSMGAP00000008209
ENSTGUP00000002759	ENSMGAP00000003487
ENSTGUP00000012261	ENSMGAP00000015967
ENSTGUP00000009779	ENSMGAP00000018445
ENSTGUP00000001250	ENSMGAP00000008190
ENSTGUP00000002024	ENSMGAP00000011047
ENSTGUP00000006326	ENSMGAP00000006332
ENSTGUP00000012320	ENSMGAP00000015960
ENSTGUP00000008922	ENSMGAP00000006507
ENSTGUP00000006517	ENSMGAP00000006087
ENSTGUP00000007712	ENSMGAP00000008956
ENSTGUP00000016683	ENSMGAP00000016217
ENSTGUP00000005178	ENSMGAP00000004083
ENSTGUP00000011454	ENSMGAP00000012057
ENSTGUP00000000591	ENSMGAP00000004353
ENSTGUP00000000387	ENSMGAP00000006682
ENSTGUP00000004493	ENSMGAP00000004223
ENSTGUP00000006358	ENSMGAP00000011734
ENSTGUP00000000042	ENSMGAP00000011232
ENSTGUP00000012995	ENSMGAP00000014163
ENSTGUP00000007011	ENSMGAP00000002177
ENSTGUP00000012662	ENSMGAP00000013126
ENSTGUP00000008124	ENSMGAP00000007212
ENSTGUP00000002200	ENSMGAP00000004313
ENSTGUP00000011842	ENSMGAP00000012474
ENSTGUP00000011783	ENSMGAP00000012419
ENSTGUP00000003570	ENSMGAP00000000267
ENSTGUP00000000785	ENSMGAP00000002002
ENSTGUP00000013689	ENSMGAP00000015026
ENSTGUP00000010682	ENSMGAP00000010354
ENSTGUP00000007955	ENSMGAP00000005704
ENSTGUP00000006270	ENSMGAP00000004251
ENSTGUP00000000072	ENSMGAP00000002448
ENSTGUP00000001841	ENSMGAP00000000874
ENSTGUP00000013897	ENSMGAP00000015259
ENSTGUP00000002516	ENSMGAP00000002940
ENSTGUP00000004949	ENSMGAP00000008816
ENSTGUP00000001241	ENSMGAP00000000483
ENSTGUP00000001846	ENSMGAP00000000991
ENSTGUP00000000951	ENSMGAP00000005860
ENSTGUP00000009459	ENSMGAP00000015741
ENSTGUP00000008239	ENSMGAP00000004915
ENSTGUP00000013024	ENSMGAP00000016069
ENSTGUP00000004337	ENSMGAP00000000141
ENSTGUP00000012018	ENSMGAP00000000139
ENSTGUP00000010336	ENSMGAP00000013458
ENSTGUP00000000059	ENSMGAP00000009957
ENSTGUP00000012546	ENSMGAP00000013025
ENSTGUP00000017443	ENSMGAP00000008258
ENSTGUP00000002948	ENSMGAP00000011027
ENSTGUP00000010877	ENSMGAP00000010681
ENSTGUP00000010897	ENSMGAP00000009869
ENSTGUP00000004743	ENSMGAP00000002829
ENSTGUP00000013168	ENSMGAP00000013785
ENSTGUP00000013226	ENSMGAP00000014719
ENSTGUP00000003725	ENSMGAP00000001475
ENSTGUP00000012789	ENSMGAP00000013276
ENSTGUP00000013427	ENSMGAP00000014817
ENSTGUP00000001188	ENSMGAP00000005880
ENSTGUP00000010493	ENSMGAP00000012997
ENSTGUP00000007260	ENSMGAP00000005014
ENSTGUP00000004724	ENSMGAP00000012495
ENSTGUP00000001810	ENSMGAP00000012416
ENSTGUP00000005652	ENSMGAP00000000249
ENSTGUP00000006745	ENSMGAP00000017199
ENSTGUP00000007032	ENSMGAP00000002199
ENSTGUP00000009965	ENSMGAP00000010526
ENSTGUP00000001457	ENSMGAP00000009288
ENSTGUP00000015816	ENSMGAP00000009706
ENSTGUP00000014774	ENSMGAP00000009496
ENSTGUP00000006787	ENSMGAP00000006070
ENSTGUP00000001187	ENSMGAP00000007015
ENSTGUP00000003907	ENSMGAP00000005923
ENSTGUP00000003730	ENSMGAP00000011656
ENSTGUP00000006371	ENSMGAP00000004168
ENSTGUP00000007194	ENSMGAP00000005802
ENSTGUP00000006619	ENSMGAP00000004757
ENSTGUP00000008170	ENSMGAP00000006545
ENSTGUP00000007813	ENSMGAP00000007671
ENSTGUP00000009310	ENSMGAP00000011486
ENSTGUP00000012099	ENSMGAP00000012862
ENSTGUP00000006791	ENSMGAP00000006081
ENSTGUP00000011096	ENSMGAP00000011018
ENSTGUP00000013614	ENSMGAP00000015106
ENSTGUP00000011082	ENSMGAP00000011599
ENSTGUP00000010630	ENSMGAP00000011000
ENSTGUP00000003336	ENSMGAP00000003701
ENSTGUP00000001462	ENSMGAP00000004576
ENSTGUP00000006751	ENSMGAP00000010652
ENSTGUP00000010425	ENSMGAP00000012953
ENSTGUP00000004620	ENSMGAP00000012071
ENSTGUP00000001044	ENSMGAP00000007241
ENSTGUP00000002418	ENSMGAP00000002845
ENSTGUP00000010308	ENSMGAP00000015686
ENSTGUP00000004684	ENSMGAP00000008188
ENSTGUP00000017963	ENSMGAP00000002731
ENSTGUP00000000705	ENSMGAP00000018338
ENSTGUP00000015787	ENSMGAP00000014039
ENSTGUP00000009182	ENSMGAP00000009443
ENSTGUP00000006042	ENSMGAP00000007843
ENSTGUP00000008305	ENSMGAP00000001558
ENSTGUP00000007355	ENSMGAP00000006918
ENSTGUP00000004080	ENSMGAP00000001952
ENSTGUP00000003931	ENSMGAP00000003811
ENSTGUP00000007177	ENSMGAP00000007040
ENSTGUP00000001083	ENSMGAP00000002162
ENSTGUP00000003602	ENSMGAP00000006037
ENSTGUP00000005493	ENSMGAP00000015425
ENSTGUP00000000690	ENSMGAP00000004728
ENSTGUP00000012014	ENSMGAP00000013053
ENSTGUP00000000817	ENSMGAP00000006210
ENSTGUP00000009449	ENSMGAP00000010001
ENSTGUP00000007044	ENSMGAP00000011469
ENSTGUP00000007107	ENSMGAP00000011386
ENSTGUP00000000586	ENSMGAP00000015841
ENSTGUP00000004521	ENSMGAP00000009027
ENSTGUP00000004500	ENSMGAP00000009068
ENSTGUP00000004511	ENSMGAP00000009056
ENSTGUP00000004887	ENSMGAP00000003750
ENSTGUP00000007603	ENSMGAP00000004243
ENSTGUP00000006130	ENSMGAP00000008755
ENSTGUP00000003136	ENSMGAP00000002226
ENSTGUP00000013626	ENSMGAP00000014613
ENSTGUP00000001075	ENSMGAP00000004809
ENSTGUP00000003199	ENSMGAP00000018256
ENSTGUP00000007137	ENSMGAP00000007113
ENSTGUP00000013580	ENSMGAP00000017723
ENSTGUP00000013541	ENSMGAP00000019609
ENSTGUP00000001731	ENSMGAP00000000074
ENSTGUP00000000680	ENSMGAP00000003390
ENSTGUP00000000673	ENSMGAP00000000629
ENSTGUP00000002660	ENSMGAP00000017358
ENSTGUP00000009145	ENSMGAP00000009566
ENSTGUP00000004929	ENSMGAP00000008694
ENSTGUP00000009760	ENSMGAP00000012499
ENSTGUP00000013265	ENSMGAP00000014187
ENSTGUP00000004125	ENSMGAP00000008849
ENSTGUP00000004731	ENSMGAP00000002785
ENSTGUP00000007885	ENSMGAP00000011528
ENSTGUP00000001349	ENSMGAP00000001244
ENSTGUP00000000183	ENSMGAP00000003088
ENSTGUP00000000773	ENSMGAP00000019687
ENSTGUP00000009269	ENSMGAP00000009770
ENSTGUP00000002479	ENSMGAP00000004181
ENSTGUP00000010478	ENSMGAP00000011040
ENSTGUP00000000874	ENSMGAP00000004043
ENSTGUP00000010629	ENSMGAP00000015653
ENSTGUP00000008755	ENSMGAP00000008768
ENSTGUP00000003048	ENSMGAP00000005192
ENSTGUP00000001419	ENSMGAP00000008319
ENSTGUP00000010352	ENSMGAP00000009735
ENSTGUP00000001129	ENSMGAP00000006697
ENSTGUP00000006149	ENSMGAP00000001742
ENSTGUP00000010303	ENSMGAP00000008723
ENSTGUP00000001454	ENSMGAP00000019708
ENSTGUP00000005297	ENSMGAP00000018954
ENSTGUP00000003278	ENSMGAP00000003931
ENSTGUP00000017725	ENSMGAP00000006279
ENSTGUP00000008711	ENSMGAP00000011968
ENSTGUP00000003977	ENSMGAP00000002066
ENSTGUP00000000403	ENSMGAP00000002053
ENSTGUP00000007535	ENSMGAP00000001791
ENSTGUP00000000814	ENSMGAP00000006288
ENSTGUP00000007415	ENSMGAP00000012116
ENSTGUP00000010934	ENSMGAP00000009808
ENSTGUP00000011282	ENSMGAP00000010568
ENSTGUP00000000028	ENSMGAP00000000811
ENSTGUP00000005677	ENSMGAP00000017110
ENSTGUP00000008624	ENSMGAP00000016947
ENSTGUP00000018140	ENSMGAP00000016339
ENSTGUP00000004451	ENSMGAP00000018098
ENSTGUP00000009495	ENSMGAP00000010046
ENSTGUP00000009357	ENSMGAP00000019569
ENSTGUP00000007907	ENSMGAP00000003227
ENSTGUP00000007330	ENSMGAP00000006971
ENSTGUP00000000323	ENSMGAP00000018140
ENSTGUP00000004691	ENSMGAP00000003402
ENSTGUP00000009519	ENSMGAP00000009350
ENSTGUP00000000329	ENSMGAP00000004537
ENSTGUP00000006041	ENSMGAP00000015452
ENSTGUP00000006894	ENSMGAP00000009666
ENSTGUP00000007208	ENSMGAP00000015504
ENSTGUP00000010310	ENSMGAP00000008628
ENSTGUP00000011138	ENSMGAP00000015503
ENSTGUP00000014917	ENSMGAP00000014898
ENSTGUP00000011145	ENSMGAP00000011104
ENSTGUP00000000293	ENSMGAP00000004203
ENSTGUP00000004924	ENSMGAP00000017906
ENSTGUP00000008895	ENSMGAP00000015606
ENSTGUP00000011673	ENSMGAP00000012330
ENSTGUP00000010449	ENSMGAP00000012564
ENSTGUP00000009151	ENSMGAP00000018388
ENSTGUP00000007743	ENSMGAP00000009057
ENSTGUP00000012522	ENSMGAP00000019773
ENSTGUP00000005332	ENSMGAP00000005151
ENSTGUP00000002584	ENSMGAP00000005796
ENSTGUP00000005668	ENSMGAP00000010391
ENSTGUP00000001421	ENSMGAP00000001747
ENSTGUP00000007348	ENSMGAP00000006838
ENSTGUP00000018178	ENSMGAP00000006842
ENSTGUP00000005103	ENSMGAP00000004016
ENSTGUP00000006283	ENSMGAP00000002280
ENSTGUP00000009827	ENSMGAP00000015725
ENSTGUP00000000122	ENSMGAP00000009682
ENSTGUP00000011667	ENSMGAP00000011299
ENSTGUP00000002144	ENSMGAP00000007575
ENSTGUP00000002548	ENSMGAP00000003722
ENSTGUP00000013730	ENSMGAP00000014896
ENSTGUP00000003321	ENSMGAP00000002612
ENSTGUP00000005784	ENSMGAP00000004956
ENSTGUP00000006370	ENSMGAP00000006387
ENSTGUP00000016066	ENSMGAP00000006844
ENSTGUP00000002670	ENSMGAP00000003245
ENSTGUP00000013425	ENSMGAP00000018960
ENSTGUP00000006017	ENSMGAP00000002867
ENSTGUP00000011136	ENSMGAP00000006666
ENSTGUP00000002729	ENSMGAP00000003284
ENSTGUP00000005921	ENSMGAP00000000015
ENSTGUP00000006281	ENSMGAP00000008554
ENSTGUP00000010343	ENSMGAP00000012803
ENSTGUP00000004146	ENSMGAP00000009631
ENSTGUP00000000376	ENSMGAP00000002189
ENSTGUP00000004043	ENSMGAP00000011823
ENSTGUP00000005258	ENSMGAP00000002660
ENSTGUP00000004980	ENSMGAP00000008557
ENSTGUP00000008526	ENSMGAP00000002237
ENSTGUP00000003223	ENSMGAP00000006061
ENSTGUP00000011419	ENSMGAP00000011994
ENSTGUP00000004189	ENSMGAP00000008248
ENSTGUP00000002837	ENSMGAP00000008003
ENSTGUP00000001180	ENSMGAP00000007670
ENSTGUP00000004226	ENSMGAP00000008315
ENSTGUP00000012572	ENSMGAP00000013619
ENSTGUP00000008585	ENSMGAP00000000928
ENSTGUP00000001381	ENSMGAP00000001556
ENSTGUP00000006981	ENSMGAP00000002198
ENSTGUP00000006999	ENSMGAP00000006377
ENSTGUP00000008881	ENSMGAP00000000469
ENSTGUP00000008957	ENSMGAP00000008759
ENSTGUP00000012909	ENSMGAP00000013519
ENSTGUP00000013808	ENSMGAP00000015160
ENSTGUP00000005093	ENSMGAP00000000470
ENSTGUP00000006810	ENSMGAP00000001846
ENSTGUP00000000861	ENSMGAP00000006131
ENSTGUP00000016206	ENSMGAP00000005493
ENSTGUP00000017339	ENSMGAP00000005482
ENSTGUP00000006601	ENSMGAP00000006022
ENSTGUP00000004686	ENSMGAP00000006841
ENSTGUP00000007962	ENSMGAP00000007615
ENSTGUP00000010204	ENSMGAP00000009442
ENSTGUP00000002214	ENSMGAP00000004350
ENSTGUP00000009501	ENSMGAP00000015739
ENSTGUP00000010874	ENSMGAP00000000753
ENSTGUP00000002669	ENSMGAP00000001152
ENSTGUP00000012556	ENSMGAP00000015918
ENSTGUP00000011188	ENSMGAP00000010426
ENSTGUP00000000216	ENSMGAP00000003368
ENSTGUP00000003018	ENSMGAP00000006589
ENSTGUP00000008259	ENSMGAP00000002949
ENSTGUP00000002986	ENSMGAP00000003378
ENSTGUP00000017636	ENSMGAP00000002810
ENSTGUP00000003146	ENSMGAP00000002319
ENSTGUP00000008053	ENSMGAP00000010705
ENSTGUP00000010823	ENSMGAP00000015644
ENSTGUP00000006388	ENSMGAP00000011724
ENSTGUP00000006244	ENSMGAP00000002036
ENSTGUP00000001227	ENSMGAP00000008058
ENSTGUP00000015099	ENSMGAP00000009775
ENSTGUP00000008516	ENSMGAP00000007836
ENSTGUP00000008736	ENSMGAP00000011976
ENSTGUP00000005317	ENSMGAP00000002650
ENSTGUP00000005256	ENSMGAP00000005881
ENSTGUP00000004909	ENSMGAP00000006339
ENSTGUP00000001876	ENSMGAP00000010211
ENSTGUP00000012081	ENSMGAP00000012824
ENSTGUP00000007735	ENSMGAP00000002840
ENSTGUP00000007937	ENSMGAP00000011549
ENSTGUP00000009970	ENSMGAP00000009064
ENSTGUP00000012294	ENSMGAP00000014699
