ENSACAP00000005936	ENSCAFP00000014731
ENSACAP00000003346	ENSCAFP00000023112
ENSACAP00000010763	ENSCAFP00000004350
ENSACAP00000023285	ENSCAFP00000024764
ENSACAP00000010237	ENSCAFP00000004363
ENSACAP00000011716	ENSCAFP00000024769
ENSACAP00000010220	ENSCAFP00000037493
ENSACAP00000006361	ENSCAFP00000037349
ENSACAP00000017628	ENSCAFP00000019824
ENSACAP00000003214	ENSCAFP00000010069
ENSACAP00000019724	ENSCAFP00000003023
ENSACAP00000004691	ENSCAFP00000021358
ENSACAP00000012637	ENSCAFP00000003518
ENSACAP00000007108	ENSCAFP00000004404
ENSACAP00000017640	ENSCAFP00000019743
ENSACAP00000015879	ENSCAFP00000017683
ENSACAP00000002900	ENSCAFP00000038289
ENSACAP00000016548	ENSCAFP00000003394
ENSACAP00000010474	ENSCAFP00000038765
ENSACAP00000023138	ENSCAFP00000013896
ENSACAP00000005591	ENSCAFP00000011851
ENSACAP00000022523	ENSCAFP00000021935
ENSACAP00000003024	ENSCAFP00000040280
ENSACAP00000014642	ENSCAFP00000036761
ENSACAP00000017448	ENSCAFP00000023752
ENSACAP00000013866	ENSCAFP00000026091
ENSACAP00000002889	ENSCAFP00000024873
ENSACAP00000013394	ENSCAFP00000017421
ENSACAP00000013720	ENSCAFP00000008632
ENSACAP00000016860	ENSCAFP00000032388
ENSACAP00000009325	ENSCAFP00000014795
ENSACAP00000012002	ENSCAFP00000015392
ENSACAP00000002497	ENSCAFP00000013776
ENSACAP00000005794	ENSCAFP00000010035
ENSACAP00000012045	ENSCAFP00000004392
ENSACAP00000000239	ENSCAFP00000005284
ENSACAP00000008028	ENSCAFP00000027021
ENSACAP00000003953	ENSCAFP00000006540
ENSACAP00000000310	ENSCAFP00000026841
ENSACAP00000018803	ENSCAFP00000020873
ENSACAP00000007898	ENSCAFP00000006520
ENSACAP00000006703	ENSCAFP00000041999
ENSACAP00000015818	ENSCAFP00000002174
ENSACAP00000014680	ENSCAFP00000025159
ENSACAP00000013782	ENSCAFP00000008817
ENSACAP00000015867	ENSCAFP00000023197
ENSACAP00000011517	ENSCAFP00000023421
ENSACAP00000003339	ENSCAFP00000040118
ENSACAP00000002778	ENSCAFP00000042165
ENSACAP00000016426	ENSCAFP00000013613
ENSACAP00000010849	ENSCAFP00000019062
ENSACAP00000010683	ENSCAFP00000001772
ENSACAP00000020238	ENSCAFP00000016860
ENSACAP00000021518	ENSCAFP00000005238
ENSACAP00000001422	ENSCAFP00000001416
ENSACAP00000015184	ENSCAFP00000024635
ENSACAP00000013118	ENSCAFP00000018351
ENSACAP00000012902	ENSCAFP00000029240
ENSACAP00000003392	ENSCAFP00000011287
ENSACAP00000007370	ENSCAFP00000020781
ENSACAP00000014389	ENSCAFP00000012605
ENSACAP00000003868	ENSCAFP00000018886
ENSACAP00000017444	ENSCAFP00000014677
ENSACAP00000017454	ENSCAFP00000014666
ENSACAP00000000822	ENSCAFP00000010123
ENSACAP00000002964	ENSCAFP00000014324
ENSACAP00000014234	ENSCAFP00000012608
ENSACAP00000000565	ENSCAFP00000015291
ENSACAP00000001341	ENSCAFP00000027390
ENSACAP00000016258	ENSCAFP00000000462
ENSACAP00000008428	ENSCAFP00000020766
ENSACAP00000009703	ENSCAFP00000015777
ENSACAP00000001461	ENSCAFP00000001033
ENSACAP00000017502	ENSCAFP00000020609
ENSACAP00000012419	ENSCAFP00000040823
ENSACAP00000016639	ENSCAFP00000041451
ENSACAP00000004752	ENSCAFP00000039089
ENSACAP00000008134	ENSCAFP00000003739
ENSACAP00000005291	ENSCAFP00000018717
ENSACAP00000012140	ENSCAFP00000016122
ENSACAP00000011093	ENSCAFP00000009783
ENSACAP00000005902	ENSCAFP00000040677
ENSACAP00000000140	ENSCAFP00000013603
ENSACAP00000011347	ENSCAFP00000043186
ENSACAP00000006989	ENSCAFP00000021345
ENSACAP00000003707	ENSCAFP00000035390
ENSACAP00000011427	ENSCAFP00000041915
ENSACAP00000013412	ENSCAFP00000022480
ENSACAP00000005956	ENSCAFP00000018488
ENSACAP00000013042	ENSCAFP00000025608
ENSACAP00000022100	ENSCAFP00000029616
ENSACAP00000013987	ENSCAFP00000004923
ENSACAP00000007585	ENSCAFP00000029402
ENSACAP00000003337	ENSCAFP00000001295
ENSACAP00000006225	ENSCAFP00000013330
ENSACAP00000015231	ENSCAFP00000021825
ENSACAP00000005181	ENSCAFP00000025056
ENSACAP00000013343	ENSCAFP00000029400
ENSACAP00000014773	ENSCAFP00000021860
ENSACAP00000012057	ENSCAFP00000026615
ENSACAP00000013906	ENSCAFP00000009112
ENSACAP00000000670	ENSCAFP00000018349
ENSACAP00000012357	ENSCAFP00000026629
ENSACAP00000014209	ENSCAFP00000009106
ENSACAP00000014758	ENSCAFP00000012344
ENSACAP00000008239	ENSCAFP00000027079
ENSACAP00000005029	ENSCAFP00000037321
ENSACAP00000004705	ENSCAFP00000017530
ENSACAP00000002442	ENSCAFP00000020605
ENSACAP00000004412	ENSCAFP00000018017
ENSACAP00000019119	ENSCAFP00000036998
ENSACAP00000004676	ENSCAFP00000017471
ENSACAP00000012135	ENSCAFP00000008050
ENSACAP00000004697	ENSCAFP00000017408
ENSACAP00000016765	ENSCAFP00000018141
ENSACAP00000009090	ENSCAFP00000012165
ENSACAP00000014425	ENSCAFP00000016765
ENSACAP00000010916	ENSCAFP00000021797
ENSACAP00000009533	ENSCAFP00000001430
ENSACAP00000011175	ENSCAFP00000005831
ENSACAP00000009238	ENSCAFP00000004694
ENSACAP00000007151	ENSCAFP00000006077
ENSACAP00000005867	ENSCAFP00000002389
ENSACAP00000005885	ENSCAFP00000002385
ENSACAP00000007784	ENSCAFP00000015128
ENSACAP00000015619	ENSCAFP00000024935
ENSACAP00000001175	ENSCAFP00000024323
ENSACAP00000011946	ENSCAFP00000014652
ENSACAP00000002381	ENSCAFP00000040751
ENSACAP00000012335	ENSCAFP00000039587
ENSACAP00000008705	ENSCAFP00000040740
ENSACAP00000009070	ENSCAFP00000038872
ENSACAP00000000730	ENSCAFP00000019145
ENSACAP00000003391	ENSCAFP00000025579
ENSACAP00000009308	ENSCAFP00000009355
ENSACAP00000003661	ENSCAFP00000030937
ENSACAP00000015578	ENSCAFP00000015948
ENSACAP00000000094	ENSCAFP00000009109
ENSACAP00000006243	ENSCAFP00000012820
ENSACAP00000013452	ENSCAFP00000011506
ENSACAP00000000401	ENSCAFP00000019638
ENSACAP00000010761	ENSCAFP00000007567
ENSACAP00000009840	ENSCAFP00000013501
ENSACAP00000009884	ENSCAFP00000037129
ENSACAP00000010283	ENSCAFP00000017975
ENSACAP00000007191	ENSCAFP00000036512
ENSACAP00000013037	ENSCAFP00000039055
ENSACAP00000004690	ENSCAFP00000026975
ENSACAP00000006796	ENSCAFP00000040421
ENSACAP00000017506	ENSCAFP00000024110
ENSACAP00000017159	ENSCAFP00000018537
ENSACAP00000013535	ENSCAFP00000032748
ENSACAP00000003666	ENSCAFP00000038725
ENSACAP00000016905	ENSCAFP00000037328
ENSACAP00000021608	ENSCAFP00000013518
ENSACAP00000003246	ENSCAFP00000013735
ENSACAP00000008669	ENSCAFP00000012314
ENSACAP00000004095	ENSCAFP00000026046
ENSACAP00000002155	ENSCAFP00000022517
ENSACAP00000014427	ENSCAFP00000028380
ENSACAP00000007015	ENSCAFP00000011583
ENSACAP00000012864	ENSCAFP00000006464
ENSACAP00000008182	ENSCAFP00000025196
ENSACAP00000000727	ENSCAFP00000009541
ENSACAP00000010520	ENSCAFP00000020422
ENSACAP00000003142	ENSCAFP00000015398
ENSACAP00000010983	ENSCAFP00000030246
ENSACAP00000015416	ENSCAFP00000012386
ENSACAP00000006520	ENSCAFP00000041864
ENSACAP00000015388	ENSCAFP00000012417
ENSACAP00000012854	ENSCAFP00000020634
ENSACAP00000004592	ENSCAFP00000029907
ENSACAP00000003673	ENSCAFP00000026447
ENSACAP00000006202	ENSCAFP00000043006
ENSACAP00000010868	ENSCAFP00000010234
ENSACAP00000009977	ENSCAFP00000000993
ENSACAP00000008997	ENSCAFP00000012670
ENSACAP00000015631	ENSCAFP00000021176
ENSACAP00000012558	ENSCAFP00000031996
ENSACAP00000018729	ENSCAFP00000027734
ENSACAP00000003647	ENSCAFP00000036170
ENSACAP00000014743	ENSCAFP00000021113
ENSACAP00000014006	ENSCAFP00000043117
ENSACAP00000015390	ENSCAFP00000012402
ENSACAP00000022099	ENSCAFP00000000996
ENSACAP00000013727	ENSCAFP00000005370
ENSACAP00000003776	ENSCAFP00000011185
ENSACAP00000014669	ENSCAFP00000040726
ENSACAP00000002315	ENSCAFP00000030247
ENSACAP00000001453	ENSCAFP00000016491
ENSACAP00000003553	ENSCAFP00000041280
ENSACAP00000005312	ENSCAFP00000010379
ENSACAP00000003960	ENSCAFP00000007237
ENSACAP00000017330	ENSCAFP00000037840
ENSACAP00000009573	ENSCAFP00000015693
ENSACAP00000014515	ENSCAFP00000024344
ENSACAP00000015573	ENSCAFP00000002821
ENSACAP00000010013	ENSCAFP00000000320
ENSACAP00000013207	ENSCAFP00000019790
ENSACAP00000016046	ENSCAFP00000039766
ENSACAP00000015255	ENSCAFP00000014498
ENSACAP00000004757	ENSCAFP00000026978
ENSACAP00000016568	ENSCAFP00000013848
ENSACAP00000015051	ENSCAFP00000026902
ENSACAP00000020731	ENSCAFP00000023174
ENSACAP00000000034	ENSCAFP00000023190
ENSACAP00000008762	ENSCAFP00000028381
ENSACAP00000013252	ENSCAFP00000006683
ENSACAP00000016413	ENSCAFP00000002073
ENSACAP00000014251	ENSCAFP00000029542
ENSACAP00000016521	ENSCAFP00000013810
ENSACAP00000012916	ENSCAFP00000012058
ENSACAP00000002035	ENSCAFP00000002095
ENSACAP00000015285	ENSCAFP00000019847
ENSACAP00000014152	ENSCAFP00000001601
ENSACAP00000003862	ENSCAFP00000041578
ENSACAP00000009678	ENSCAFP00000027413
ENSACAP00000014473	ENSCAFP00000027775
ENSACAP00000016163	ENSCAFP00000008365
ENSACAP00000001291	ENSCAFP00000019154
ENSACAP00000003929	ENSCAFP00000007253
ENSACAP00000006816	ENSCAFP00000004213
ENSACAP00000017857	ENSCAFP00000007275
ENSACAP00000000546	ENSCAFP00000040598
ENSACAP00000002566	ENSCAFP00000038311
ENSACAP00000015713	ENSCAFP00000034327
ENSACAP00000007546	ENSCAFP00000003199
ENSACAP00000016614	ENSCAFP00000027758
ENSACAP00000021446	ENSCAFP00000013991
ENSACAP00000009793	ENSCAFP00000033220
ENSACAP00000017449	ENSCAFP00000035308
ENSACAP00000004477	ENSCAFP00000000631
ENSACAP00000012491	ENSCAFP00000020206
ENSACAP00000011356	ENSCAFP00000009870
ENSACAP00000020153	ENSCAFP00000029844
ENSACAP00000015457	ENSCAFP00000016379
ENSACAP00000004360	ENSCAFP00000026940
ENSACAP00000002114	ENSCAFP00000021150
ENSACAP00000007425	ENSCAFP00000038845
ENSACAP00000010840	ENSCAFP00000023540
ENSACAP00000017188	ENSCAFP00000012094
ENSACAP00000010479	ENSCAFP00000040666
ENSACAP00000001573	ENSCAFP00000028847
ENSACAP00000001879	ENSCAFP00000024465
ENSACAP00000018620	ENSCAFP00000025090
ENSACAP00000012582	ENSCAFP00000013226
ENSACAP00000009698	ENSCAFP00000007909
ENSACAP00000000290	ENSCAFP00000038145
ENSACAP00000006292	ENSCAFP00000006354
ENSACAP00000009263	ENSCAFP00000028091
ENSACAP00000004303	ENSCAFP00000007899
ENSACAP00000017337	ENSCAFP00000021310
ENSACAP00000016660	ENSCAFP00000005960
ENSACAP00000001477	ENSCAFP00000010988
ENSACAP00000007044	ENSCAFP00000040209
ENSACAP00000002977	ENSCAFP00000029623
ENSACAP00000005812	ENSCAFP00000010055
ENSACAP00000002404	ENSCAFP00000013747
ENSACAP00000001216	ENSCAFP00000019266
ENSACAP00000000011	ENSCAFP00000042081
ENSACAP00000000334	ENSCAFP00000034024
ENSACAP00000002822	ENSCAFP00000015428
ENSACAP00000016812	ENSCAFP00000000344
ENSACAP00000016486	ENSCAFP00000010803
ENSACAP00000007668	ENSCAFP00000013605
ENSACAP00000003185	ENSCAFP00000031635
ENSACAP00000009476	ENSCAFP00000004678
ENSACAP00000014614	ENSCAFP00000038470
ENSACAP00000010881	ENSCAFP00000027434
ENSACAP00000009075	ENSCAFP00000010555
ENSACAP00000006268	ENSCAFP00000006342
ENSACAP00000019616	ENSCAFP00000023406
ENSACAP00000017241	ENSCAFP00000024224
ENSACAP00000010328	ENSCAFP00000005165
ENSACAP00000000271	ENSCAFP00000038630
ENSACAP00000011513	ENSCAFP00000029018
ENSACAP00000013851	ENSCAFP00000042809
ENSACAP00000003710	ENSCAFP00000025120
ENSACAP00000009647	ENSCAFP00000015924
ENSACAP00000010457	ENSCAFP00000003414
ENSACAP00000015143	ENSCAFP00000021401
ENSACAP00000004594	ENSCAFP00000029906
ENSACAP00000010973	ENSCAFP00000041202
ENSACAP00000008390	ENSCAFP00000001388
ENSACAP00000004597	ENSCAFP00000029905
ENSACAP00000009923	ENSCAFP00000016420
ENSACAP00000001629	ENSCAFP00000017933
ENSACAP00000012644	ENSCAFP00000037553
ENSACAP00000006831	ENSCAFP00000005420
ENSACAP00000013788	ENSCAFP00000007585
ENSACAP00000015721	ENSCAFP00000036961
ENSACAP00000014098	ENSCAFP00000031763
ENSACAP00000013664	ENSCAFP00000016302
ENSACAP00000013667	ENSCAFP00000016306
ENSACAP00000010364	ENSCAFP00000014115
ENSACAP00000014907	ENSCAFP00000025061
ENSACAP00000002124	ENSCAFP00000010850
ENSACAP00000004565	ENSCAFP00000039515
ENSACAP00000001067	ENSCAFP00000012112
ENSACAP00000013208	ENSCAFP00000005371
ENSACAP00000013210	ENSCAFP00000005377
ENSACAP00000019494	ENSCAFP00000005338
ENSACAP00000002113	ENSCAFP00000012930
ENSACAP00000017100	ENSCAFP00000004975
ENSACAP00000003088	ENSCAFP00000017493
ENSACAP00000002069	ENSCAFP00000023480
ENSACAP00000016503	ENSCAFP00000012709
ENSACAP00000011596	ENSCAFP00000021868
ENSACAP00000002429	ENSCAFP00000027400
ENSACAP00000011706	ENSCAFP00000040764
ENSACAP00000017915	ENSCAFP00000037189
ENSACAP00000000793	ENSCAFP00000025466
ENSACAP00000006074	ENSCAFP00000021791
ENSACAP00000015228	ENSCAFP00000037233
ENSACAP00000005293	ENSCAFP00000039878
ENSACAP00000017821	ENSCAFP00000008673
ENSACAP00000007997	ENSCAFP00000014683
ENSACAP00000003811	ENSCAFP00000004433
ENSACAP00000007326	ENSCAFP00000036063
ENSACAP00000000832	ENSCAFP00000025480
ENSACAP00000017357	ENSCAFP00000037334
ENSACAP00000008397	ENSCAFP00000016574
ENSACAP00000010513	ENSCAFP00000022507
ENSACAP00000010059	ENSCAFP00000008395
ENSACAP00000021919	ENSCAFP00000012574
ENSACAP00000011020	ENSCAFP00000039988
ENSACAP00000014766	ENSCAFP00000025169
ENSACAP00000000944	ENSCAFP00000026178
ENSACAP00000005017	ENSCAFP00000013523
ENSACAP00000000615	ENSCAFP00000013573
ENSACAP00000004424	ENSCAFP00000018167
ENSACAP00000014343	ENSCAFP00000026494
ENSACAP00000014136	ENSCAFP00000014726
ENSACAP00000006418	ENSCAFP00000002868
ENSACAP00000008312	ENSCAFP00000026084
ENSACAP00000012091	ENSCAFP00000017777
ENSACAP00000003742	ENSCAFP00000025891
ENSACAP00000015075	ENSCAFP00000024918
ENSACAP00000014406	ENSCAFP00000039258
ENSACAP00000019030	ENSCAFP00000004611
ENSACAP00000009108	ENSCAFP00000013421
ENSACAP00000014981	ENSCAFP00000025409
ENSACAP00000006681	ENSCAFP00000002776
ENSACAP00000011536	ENSCAFP00000040250
ENSACAP00000016547	ENSCAFP00000012663
ENSACAP00000014298	ENSCAFP00000026269
ENSACAP00000010415	ENSCAFP00000017441
ENSACAP00000005543	ENSCAFP00000011700
ENSACAP00000009578	ENSCAFP00000026303
ENSACAP00000010656	ENSCAFP00000041644
ENSACAP00000007587	ENSCAFP00000029179
ENSACAP00000011321	ENSCAFP00000020500
ENSACAP00000022462	ENSCAFP00000023753
ENSACAP00000015859	ENSCAFP00000022091
ENSACAP00000008805	ENSCAFP00000025674
ENSACAP00000013761	ENSCAFP00000006935
ENSACAP00000013839	ENSCAFP00000020366
ENSACAP00000009412	ENSCAFP00000016716
ENSACAP00000015059	ENSCAFP00000027498
ENSACAP00000013766	ENSCAFP00000042683
ENSACAP00000009771	ENSCAFP00000010370
ENSACAP00000010923	ENSCAFP00000005871
ENSACAP00000004570	ENSCAFP00000029251
ENSACAP00000020224	ENSCAFP00000025254
ENSACAP00000016849	ENSCAFP00000018310
ENSACAP00000000687	ENSCAFP00000007600
ENSACAP00000013878	ENSCAFP00000020442
ENSACAP00000010252	ENSCAFP00000040673
ENSACAP00000019440	ENSCAFP00000030641
ENSACAP00000015840	ENSCAFP00000041961
ENSACAP00000013578	ENSCAFP00000034355
ENSACAP00000000733	ENSCAFP00000009573
ENSACAP00000009303	ENSCAFP00000022197
ENSACAP00000011904	ENSCAFP00000018062
ENSACAP00000013762	ENSCAFP00000018146
ENSACAP00000005436	ENSCAFP00000041327
ENSACAP00000012053	ENSCAFP00000006013
ENSACAP00000006311	ENSCAFP00000037264
ENSACAP00000013728	ENSCAFP00000001018
ENSACAP00000004347	ENSCAFP00000015117
ENSACAP00000008281	ENSCAFP00000042136
ENSACAP00000019228	ENSCAFP00000002762
ENSACAP00000013709	ENSCAFP00000028267
ENSACAP00000011346	ENSCAFP00000014768
ENSACAP00000006858	ENSCAFP00000002767
ENSACAP00000014753	ENSCAFP00000025386
ENSACAP00000014844	ENSCAFP00000025398
ENSACAP00000006739	ENSCAFP00000033560
ENSACAP00000003462	ENSCAFP00000013217
ENSACAP00000014430	ENSCAFP00000016050
ENSACAP00000004540	ENSCAFP00000019674
ENSACAP00000016930	ENSCAFP00000017993
ENSACAP00000002838	ENSCAFP00000036398
ENSACAP00000003019	ENSCAFP00000033118
ENSACAP00000008690	ENSCAFP00000028256
ENSACAP00000002222	ENSCAFP00000016492
ENSACAP00000017607	ENSCAFP00000021649
ENSACAP00000010024	ENSCAFP00000016954
ENSACAP00000016805	ENSCAFP00000025247
ENSACAP00000005512	ENSCAFP00000015853
ENSACAP00000007671	ENSCAFP00000021334
ENSACAP00000015597	ENSCAFP00000023305
ENSACAP00000007843	ENSCAFP00000013553
ENSACAP00000016537	ENSCAFP00000010883
ENSACAP00000013470	ENSCAFP00000005906
ENSACAP00000009410	ENSCAFP00000024499
ENSACAP00000010758	ENSCAFP00000022343
ENSACAP00000007924	ENSCAFP00000003701
ENSACAP00000015703	ENSCAFP00000021140
ENSACAP00000000667	ENSCAFP00000009421
ENSACAP00000006829	ENSCAFP00000024468
ENSACAP00000018534	ENSCAFP00000000658
ENSACAP00000012295	ENSCAFP00000019449
ENSACAP00000008904	ENSCAFP00000007913
ENSACAP00000008167	ENSCAFP00000027493
ENSACAP00000000932	ENSCAFP00000003158
ENSACAP00000014799	ENSCAFP00000024305
ENSACAP00000008942	ENSCAFP00000020903
ENSACAP00000001799	ENSCAFP00000021616
ENSACAP00000011386	ENSCAFP00000009742
ENSACAP00000016340	ENSCAFP00000006951
ENSACAP00000012257	ENSCAFP00000020854
ENSACAP00000011082	ENSCAFP00000024419
ENSACAP00000010091	ENSCAFP00000000074
ENSACAP00000015875	ENSCAFP00000019213
ENSACAP00000005550	ENSCAFP00000025006
ENSACAP00000010924	ENSCAFP00000025770
ENSACAP00000014759	ENSCAFP00000016696
ENSACAP00000003950	ENSCAFP00000027208
ENSACAP00000011954	ENSCAFP00000028697
ENSACAP00000002995	ENSCAFP00000042500
ENSACAP00000015428	ENSCAFP00000002145
ENSACAP00000002090	ENSCAFP00000025772
ENSACAP00000002689	ENSCAFP00000019389
ENSACAP00000011521	ENSCAFP00000013751
ENSACAP00000001036	ENSCAFP00000041450
ENSACAP00000012656	ENSCAFP00000028782
ENSACAP00000022106	ENSCAFP00000000649
ENSACAP00000014948	ENSCAFP00000011405
ENSACAP00000005012	ENSCAFP00000018690
ENSACAP00000017234	ENSCAFP00000018235
ENSACAP00000013432	ENSCAFP00000008108
ENSACAP00000009620	ENSCAFP00000009991
ENSACAP00000009154	ENSCAFP00000007532
ENSACAP00000009196	ENSCAFP00000011447
ENSACAP00000012689	ENSCAFP00000018308
ENSACAP00000002449	ENSCAFP00000016416
ENSACAP00000003307	ENSCAFP00000016908
ENSACAP00000001906	ENSCAFP00000016143
ENSACAP00000001152	ENSCAFP00000016982
ENSACAP00000017080	ENSCAFP00000011341
ENSACAP00000009750	ENSCAFP00000016109
ENSACAP00000007397	ENSCAFP00000001896
ENSACAP00000004908	ENSCAFP00000025229
ENSACAP00000013193	ENSCAFP00000023378
ENSACAP00000011927	ENSCAFP00000016146
ENSACAP00000004212	ENSCAFP00000043222
ENSACAP00000002564	ENSCAFP00000016154
ENSACAP00000008639	ENSCAFP00000020469
ENSACAP00000009700	ENSCAFP00000015904
ENSACAP00000003526	ENSCAFP00000014669
ENSACAP00000010027	ENSCAFP00000022772
ENSACAP00000020202	ENSCAFP00000032974
ENSACAP00000011833	ENSCAFP00000004995
ENSACAP00000004003	ENSCAFP00000013535
ENSACAP00000010016	ENSCAFP00000032854
ENSACAP00000004520	ENSCAFP00000018526
ENSACAP00000013101	ENSCAFP00000016319
ENSACAP00000000682	ENSCAFP00000000803
ENSACAP00000000344	ENSCAFP00000016615
ENSACAP00000014745	ENSCAFP00000026778
ENSACAP00000016606	ENSCAFP00000013492
ENSACAP00000013954	ENSCAFP00000021901
ENSACAP00000015969	ENSCAFP00000042004
ENSACAP00000010615	ENSCAFP00000024112
ENSACAP00000014203	ENSCAFP00000003450
ENSACAP00000006570	ENSCAFP00000030154
ENSACAP00000006403	ENSCAFP00000030168
ENSACAP00000019294	ENSCAFP00000039742
ENSACAP00000009099	ENSCAFP00000016093
ENSACAP00000008228	ENSCAFP00000000416
ENSACAP00000011923	ENSCAFP00000019125
ENSACAP00000001660	ENSCAFP00000011004
ENSACAP00000013654	ENSCAFP00000031395
ENSACAP00000015996	ENSCAFP00000011263
ENSACAP00000002366	ENSCAFP00000016726
ENSACAP00000001544	ENSCAFP00000017193
ENSACAP00000003347	ENSCAFP00000001151
ENSACAP00000007118	ENSCAFP00000011712
ENSACAP00000001148	ENSCAFP00000024683
ENSACAP00000013103	ENSCAFP00000034752
ENSACAP00000012866	ENSCAFP00000008036
ENSACAP00000006168	ENSCAFP00000019377
ENSACAP00000007707	ENSCAFP00000033861
ENSACAP00000003725	ENSCAFP00000019767
ENSACAP00000004812	ENSCAFP00000024529
ENSACAP00000000985	ENSCAFP00000017003
ENSACAP00000011088	ENSCAFP00000005842
ENSACAP00000000929	ENSCAFP00000010290
ENSACAP00000007723	ENSCAFP00000019489
ENSACAP00000017716	ENSCAFP00000010472
ENSACAP00000021034	ENSCAFP00000004664
ENSACAP00000010029	ENSCAFP00000013128
ENSACAP00000005344	ENSCAFP00000011799
ENSACAP00000013819	ENSCAFP00000012558
ENSACAP00000001363	ENSCAFP00000016472
ENSACAP00000017871	ENSCAFP00000022211
ENSACAP00000012362	ENSCAFP00000022174
ENSACAP00000010297	ENSCAFP00000028515
ENSACAP00000007183	ENSCAFP00000009861
ENSACAP00000020451	ENSCAFP00000022199
ENSACAP00000010084	ENSCAFP00000039467
ENSACAP00000010286	ENSCAFP00000003038
ENSACAP00000009065	ENSCAFP00000010018
ENSACAP00000005421	ENSCAFP00000024307
ENSACAP00000017732	ENSCAFP00000009012
ENSACAP00000009452	ENSCAFP00000010012
ENSACAP00000009690	ENSCAFP00000003064
ENSACAP00000015679	ENSCAFP00000000712
ENSACAP00000003492	ENSCAFP00000011628
ENSACAP00000013078	ENSCAFP00000026864
ENSACAP00000011591	ENSCAFP00000017868
ENSACAP00000011742	ENSCAFP00000026845
ENSACAP00000012090	ENSCAFP00000042385
ENSACAP00000009119	ENSCAFP00000022369
ENSACAP00000008220	ENSCAFP00000016269
ENSACAP00000007156	ENSCAFP00000010959
ENSACAP00000001619	ENSCAFP00000030160
ENSACAP00000009974	ENSCAFP00000038945
ENSACAP00000008809	ENSCAFP00000007134
ENSACAP00000009781	ENSCAFP00000007955
ENSACAP00000008964	ENSCAFP00000028378
ENSACAP00000005613	ENSCAFP00000017531
ENSACAP00000006930	ENSCAFP00000037739
ENSACAP00000005499	ENSCAFP00000012582
ENSACAP00000010134	ENSCAFP00000029680
ENSACAP00000005789	ENSCAFP00000016307
ENSACAP00000000342	ENSCAFP00000043023
ENSACAP00000010143	ENSCAFP00000001510
ENSACAP00000008011	ENSCAFP00000010352
ENSACAP00000002698	ENSCAFP00000013032
ENSACAP00000001245	ENSCAFP00000005029
ENSACAP00000009355	ENSCAFP00000016281
ENSACAP00000002472	ENSCAFP00000030204
ENSACAP00000004373	ENSCAFP00000013057
ENSACAP00000020892	ENSCAFP00000002760
ENSACAP00000014276	ENSCAFP00000014767
ENSACAP00000006688	ENSCAFP00000027993
ENSACAP00000010079	ENSCAFP00000027471
ENSACAP00000014586	ENSCAFP00000028038
ENSACAP00000007459	ENSCAFP00000017368
ENSACAP00000015027	ENSCAFP00000014790
ENSACAP00000002403	ENSCAFP00000013798
ENSACAP00000012019	ENSCAFP00000010300
ENSACAP00000004530	ENSCAFP00000014915
ENSACAP00000020418	ENSCAFP00000009748
ENSACAP00000001790	ENSCAFP00000018979
ENSACAP00000003177	ENSCAFP00000010116
ENSACAP00000010348	ENSCAFP00000003006
ENSACAP00000011108	ENSCAFP00000020395
ENSACAP00000001090	ENSCAFP00000005582
ENSACAP00000011047	ENSCAFP00000002165
ENSACAP00000019693	ENSCAFP00000035257
ENSACAP00000002506	ENSCAFP00000036438
ENSACAP00000020811	ENSCAFP00000014237
ENSACAP00000010124	ENSCAFP00000005258
ENSACAP00000004025	ENSCAFP00000003819
ENSACAP00000015923	ENSCAFP00000023100
ENSACAP00000012243	ENSCAFP00000016353
ENSACAP00000011720	ENSCAFP00000039580
ENSACAP00000011475	ENSCAFP00000020531
ENSACAP00000000503	ENSCAFP00000019025
ENSACAP00000017577	ENSCAFP00000026681
ENSACAP00000003834	ENSCAFP00000032632
ENSACAP00000016723	ENSCAFP00000029392
ENSACAP00000015991	ENSCAFP00000018408
ENSACAP00000010934	ENSCAFP00000026768
ENSACAP00000021775	ENSCAFP00000035608
ENSACAP00000016540	ENSCAFP00000032892
