ENSORLP00000011382	ENSDARP00000122973
ENSORLP00000003003	ENSDARP00000098245
ENSORLP00000001571	ENSDARP00000047125
ENSORLP00000009959	ENSDARP00000108285
ENSORLP00000016248	ENSDARP00000094436
ENSORLP00000023752	ENSDARP00000047133
ENSORLP00000021317	ENSDARP00000002263
ENSORLP00000015504	ENSDARP00000010277
ENSORLP00000009951	ENSDARP00000093809
ENSORLP00000009961	ENSDARP00000093908
ENSORLP00000015495	ENSDARP00000070639
ENSORLP00000021953	ENSDARP00000076791
ENSORLP00000009978	ENSDARP00000093906
ENSORLP00000021329	ENSDARP00000008458
ENSORLP00000025197	ENSDARP00000094289
ENSORLP00000006427	ENSDARP00000107094
ENSORLP00000016617	ENSDARP00000002576
ENSORLP00000004620	ENSDARP00000121014
ENSORLP00000020109	ENSDARP00000095276
ENSORLP00000008005	ENSDARP00000082090
ENSORLP00000023766	ENSDARP00000055273
ENSORLP00000001160	ENSDARP00000030953
ENSORLP00000011640	ENSDARP00000127992
ENSORLP00000017566	ENSDARP00000121690
ENSORLP00000018042	ENSDARP00000067047
ENSORLP00000018061	ENSDARP00000100934
ENSORLP00000021652	ENSDARP00000007770
ENSORLP00000016060	ENSDARP00000099206
ENSORLP00000009937	ENSDARP00000121691
ENSORLP00000016070	ENSDARP00000110571
ENSORLP00000010023	ENSDARP00000072733
ENSORLP00000012021	ENSDARP00000102729
ENSORLP00000001738	ENSDARP00000108341
ENSORLP00000015984	ENSDARP00000113570
ENSORLP00000022737	ENSDARP00000058065
ENSORLP00000013912	ENSDARP00000102233
ENSORLP00000009212	ENSDARP00000052665
ENSORLP00000003988	ENSDARP00000087800
ENSORLP00000020321	ENSDARP00000087797
ENSORLP00000002264	ENSDARP00000106789
ENSORLP00000006141	ENSDARP00000086956
ENSORLP00000014603	ENSDARP00000098243
ENSORLP00000011021	ENSDARP00000017258
ENSORLP00000009633	ENSDARP00000114827
ENSORLP00000009119	ENSDARP00000018458
ENSORLP00000001825	ENSDARP00000129394
ENSORLP00000001917	ENSDARP00000122352
ENSORLP00000002111	ENSDARP00000093898
ENSORLP00000005399	ENSDARP00000053699
ENSORLP00000010749	ENSDARP00000012585
ENSORLP00000010769	ENSDARP00000055010
ENSORLP00000012388	ENSDARP00000086848
ENSORLP00000005651	ENSDARP00000091211
ENSORLP00000013532	ENSDARP00000040124
ENSORLP00000017768	ENSDARP00000127459
ENSORLP00000002312	ENSDARP00000102050
ENSORLP00000021124	ENSDARP00000022120
ENSORLP00000008046	ENSDARP00000117194
ENSORLP00000022283	ENSDARP00000066197
ENSORLP00000016649	ENSDARP00000007305
ENSORLP00000007641	ENSDARP00000072353
ENSORLP00000015952	ENSDARP00000044598
ENSORLP00000022563	ENSDARP00000107342
ENSORLP00000007134	ENSDARP00000129090
ENSORLP00000001196	ENSDARP00000094047
ENSORLP00000024217	ENSDARP00000033859
ENSORLP00000002584	ENSDARP00000072270
ENSORLP00000001511	ENSDARP00000121090
ENSORLP00000001456	ENSDARP00000090058
ENSORLP00000017631	ENSDARP00000019931
ENSORLP00000016931	ENSDARP00000108181
ENSORLP00000011027	ENSDARP00000122524
ENSORLP00000022637	ENSDARP00000084919
ENSORLP00000011501	ENSDARP00000067496
ENSORLP00000015663	ENSDARP00000124327
ENSORLP00000011768	ENSDARP00000100380
ENSORLP00000017571	ENSDARP00000057178
ENSORLP00000002926	ENSDARP00000120778
ENSORLP00000007597	ENSDARP00000107664
ENSORLP00000004531	ENSDARP00000045407
ENSORLP00000019010	ENSDARP00000066963
ENSORLP00000025439	ENSDARP00000045815
ENSORLP00000007209	ENSDARP00000023063
ENSORLP00000002696	ENSDARP00000069948
ENSORLP00000002479	ENSDARP00000040012
ENSORLP00000014283	ENSDARP00000034885
ENSORLP00000000449	ENSDARP00000052583
ENSORLP00000009434	ENSDARP00000106654
ENSORLP00000015967	ENSDARP00000089204
ENSORLP00000015622	ENSDARP00000105106
ENSORLP00000020449	ENSDARP00000079786
ENSORLP00000021512	ENSDARP00000125689
ENSORLP00000001370	ENSDARP00000077908
ENSORLP00000012585	ENSDARP00000109376
ENSORLP00000006588	ENSDARP00000054058
ENSORLP00000005123	ENSDARP00000097989
ENSORLP00000010427	ENSDARP00000096966
ENSORLP00000014686	ENSDARP00000089210
ENSORLP00000006657	ENSDARP00000048852
ENSORLP00000012160	ENSDARP00000063836
ENSORLP00000022743	ENSDARP00000049284
ENSORLP00000010225	ENSDARP00000105375
ENSORLP00000003776	ENSDARP00000111598
ENSORLP00000022282	ENSDARP00000067543
ENSORLP00000008355	ENSDARP00000020901
ENSORLP00000007828	ENSDARP00000106446
ENSORLP00000025651	ENSDARP00000073594
ENSORLP00000005864	ENSDARP00000074004
ENSORLP00000012508	ENSDARP00000129415
ENSORLP00000001720	ENSDARP00000057558
ENSORLP00000001868	ENSDARP00000100006
ENSORLP00000020622	ENSDARP00000089676
ENSORLP00000018532	ENSDARP00000023241
ENSORLP00000002850	ENSDARP00000104095
ENSORLP00000021444	ENSDARP00000112078
ENSORLP00000009674	ENSDARP00000092039
ENSORLP00000013515	ENSDARP00000110942
ENSORLP00000001586	ENSDARP00000120821
ENSORLP00000019450	ENSDARP00000128403
ENSORLP00000006834	ENSDARP00000017757
ENSORLP00000011853	ENSDARP00000002818
ENSORLP00000002186	ENSDARP00000054650
ENSORLP00000010784	ENSDARP00000119367
ENSORLP00000025205	ENSDARP00000127039
ENSORLP00000010577	ENSDARP00000127320
ENSORLP00000009513	ENSDARP00000075441
ENSORLP00000008132	ENSDARP00000071840
ENSORLP00000002897	ENSDARP00000097449
ENSORLP00000011426	ENSDARP00000025519
ENSORLP00000018602	ENSDARP00000066032
ENSORLP00000018869	ENSDARP00000091159
ENSORLP00000004148	ENSDARP00000043880
ENSORLP00000005395	ENSDARP00000025104
ENSORLP00000014739	ENSDARP00000017839
ENSORLP00000006471	ENSDARP00000097603
ENSORLP00000010145	ENSDARP00000047467
ENSORLP00000004486	ENSDARP00000006400
ENSORLP00000006874	ENSDARP00000059761
ENSORLP00000017545	ENSDARP00000070635
ENSORLP00000021754	ENSDARP00000082898
ENSORLP00000004847	ENSDARP00000033828
ENSORLP00000020608	ENSDARP00000010427
ENSORLP00000015339	ENSDARP00000032505
ENSORLP00000005100	ENSDARP00000020204
ENSORLP00000008478	ENSDARP00000008423
ENSORLP00000019381	ENSDARP00000119767
ENSORLP00000024284	ENSDARP00000051848
ENSORLP00000011390	ENSDARP00000063358
ENSORLP00000014259	ENSDARP00000039036
ENSORLP00000013755	ENSDARP00000022921
ENSORLP00000022665	ENSDARP00000102619
ENSORLP00000005013	ENSDARP00000043594
ENSORLP00000005338	ENSDARP00000066330
ENSORLP00000003027	ENSDARP00000099154
ENSORLP00000006638	ENSDARP00000055603
ENSORLP00000003530	ENSDARP00000012652
ENSORLP00000018902	ENSDARP00000087984
ENSORLP00000000572	ENSDARP00000124306
ENSORLP00000004703	ENSDARP00000108420
ENSORLP00000020081	ENSDARP00000077498
ENSORLP00000006546	ENSDARP00000075639
ENSORLP00000008063	ENSDARP00000127355
ENSORLP00000015457	ENSDARP00000026895
ENSORLP00000022043	ENSDARP00000047109
ENSORLP00000012031	ENSDARP00000048939
ENSORLP00000018731	ENSDARP00000095319
ENSORLP00000009218	ENSDARP00000096439
ENSORLP00000007475	ENSDARP00000068125
ENSORLP00000005240	ENSDARP00000025827
ENSORLP00000010302	ENSDARP00000038543
ENSORLP00000004725	ENSDARP00000041156
ENSORLP00000004820	ENSDARP00000093342
ENSORLP00000013159	ENSDARP00000107185
ENSORLP00000016767	ENSDARP00000059178
ENSORLP00000015483	ENSDARP00000091100
ENSORLP00000013815	ENSDARP00000060665
ENSORLP00000007618	ENSDARP00000113063
ENSORLP00000004110	ENSDARP00000066406
ENSORLP00000011868	ENSDARP00000127578
ENSORLP00000021126	ENSDARP00000103874
ENSORLP00000011308	ENSDARP00000097777
ENSORLP00000002127	ENSDARP00000106594
ENSORLP00000000448	ENSDARP00000031280
ENSORLP00000020951	ENSDARP00000066944
ENSORLP00000011657	ENSDARP00000070784
ENSORLP00000022886	ENSDARP00000067210
ENSORLP00000003442	ENSDARP00000124758
ENSORLP00000013867	ENSDARP00000111210
ENSORLP00000022248	ENSDARP00000124220
ENSORLP00000009301	ENSDARP00000002773
ENSORLP00000003753	ENSDARP00000124118
ENSORLP00000000610	ENSDARP00000099643
ENSORLP00000016606	ENSDARP00000049193
ENSORLP00000021144	ENSDARP00000119869
ENSORLP00000024500	ENSDARP00000045125
ENSORLP00000004770	ENSDARP00000088783
ENSORLP00000004709	ENSDARP00000092384
ENSORLP00000010779	ENSDARP00000098621
ENSORLP00000008602	ENSDARP00000128285
ENSORLP00000011416	ENSDARP00000006727
ENSORLP00000012150	ENSDARP00000109337
ENSORLP00000007683	ENSDARP00000118604
ENSORLP00000020492	ENSDARP00000102166
ENSORLP00000018195	ENSDARP00000125736
ENSORLP00000008420	ENSDARP00000102874
ENSORLP00000009973	ENSDARP00000079933
ENSORLP00000009628	ENSDARP00000049892
ENSORLP00000001883	ENSDARP00000124007
ENSORLP00000020055	ENSDARP00000116813
ENSORLP00000007170	ENSDARP00000099586
ENSORLP00000007406	ENSDARP00000126522
ENSORLP00000011281	ENSDARP00000057818
ENSORLP00000012623	ENSDARP00000037399
ENSORLP00000008273	ENSDARP00000129749
ENSORLP00000001864	ENSDARP00000105218
ENSORLP00000012552	ENSDARP00000107572
ENSORLP00000000426	ENSDARP00000088454
ENSORLP00000005921	ENSDARP00000116598
ENSORLP00000006506	ENSDARP00000088691
ENSORLP00000018031	ENSDARP00000074197
ENSORLP00000003821	ENSDARP00000118901
ENSORLP00000016124	ENSDARP00000003163
ENSORLP00000009823	ENSDARP00000123898
ENSORLP00000015605	ENSDARP00000122059
ENSORLP00000017349	ENSDARP00000119989
ENSORLP00000025722	ENSDARP00000031533
ENSORLP00000013779	ENSDARP00000060053
ENSORLP00000007821	ENSDARP00000101207
ENSORLP00000005073	ENSDARP00000065932
ENSORLP00000004985	ENSDARP00000049371
ENSORLP00000004215	ENSDARP00000014515
ENSORLP00000005903	ENSDARP00000023822
ENSORLP00000025837	ENSDARP00000074455
ENSORLP00000006139	ENSDARP00000105581
ENSORLP00000017210	ENSDARP00000092102
ENSORLP00000004225	ENSDARP00000099059
ENSORLP00000009500	ENSDARP00000040541
ENSORLP00000016970	ENSDARP00000120441
ENSORLP00000015033	ENSDARP00000011006
ENSORLP00000021762	ENSDARP00000110756
ENSORLP00000010806	ENSDARP00000108063
ENSORLP00000025438	ENSDARP00000073024
ENSORLP00000013241	ENSDARP00000026490
ENSORLP00000010416	ENSDARP00000023642
ENSORLP00000022266	ENSDARP00000088468
ENSORLP00000009361	ENSDARP00000122926
ENSORLP00000024154	ENSDARP00000072768
ENSORLP00000022506	ENSDARP00000016874
ENSORLP00000002575	ENSDARP00000127964
ENSORLP00000007275	ENSDARP00000011755
ENSORLP00000007749	ENSDARP00000090645
ENSORLP00000010014	ENSDARP00000090642
ENSORLP00000014153	ENSDARP00000095254
ENSORLP00000014053	ENSDARP00000074903
ENSORLP00000012256	ENSDARP00000024649
ENSORLP00000018387	ENSDARP00000034763
ENSORLP00000009613	ENSDARP00000058503
ENSORLP00000002780	ENSDARP00000113259
ENSORLP00000020652	ENSDARP00000027016
ENSORLP00000022704	ENSDARP00000053281
ENSORLP00000005423	ENSDARP00000053044
ENSORLP00000021199	ENSDARP00000017380
ENSORLP00000015654	ENSDARP00000071902
ENSORLP00000002561	ENSDARP00000054658
ENSORLP00000021926	ENSDARP00000003641
ENSORLP00000011152	ENSDARP00000069254
ENSORLP00000008393	ENSDARP00000003709
ENSORLP00000021843	ENSDARP00000076776
ENSORLP00000014495	ENSDARP00000030294
ENSORLP00000021039	ENSDARP00000116584
ENSORLP00000010961	ENSDARP00000084432
ENSORLP00000011971	ENSDARP00000055098
ENSORLP00000003754	ENSDARP00000018673
ENSORLP00000008381	ENSDARP00000128234
ENSORLP00000025387	ENSDARP00000068647
ENSORLP00000005099	ENSDARP00000093526
ENSORLP00000023924	ENSDARP00000114636
ENSORLP00000000867	ENSDARP00000047842
ENSORLP00000019568	ENSDARP00000036002
ENSORLP00000016774	ENSDARP00000128503
ENSORLP00000013131	ENSDARP00000065817
ENSORLP00000008041	ENSDARP00000074921
ENSORLP00000020366	ENSDARP00000094574
ENSORLP00000006669	ENSDARP00000060997
ENSORLP00000020619	ENSDARP00000103107
ENSORLP00000023099	ENSDARP00000101082
ENSORLP00000014699	ENSDARP00000120247
ENSORLP00000014089	ENSDARP00000116332
ENSORLP00000019661	ENSDARP00000073091
ENSORLP00000019261	ENSDARP00000121019
ENSORLP00000002997	ENSDARP00000093352
ENSORLP00000010718	ENSDARP00000024365
ENSORLP00000020794	ENSDARP00000112074
ENSORLP00000012963	ENSDARP00000076869
ENSORLP00000022574	ENSDARP00000107125
ENSORLP00000014731	ENSDARP00000117455
ENSORLP00000011997	ENSDARP00000110730
ENSORLP00000000503	ENSDARP00000008534
ENSORLP00000019199	ENSDARP00000099759
ENSORLP00000010452	ENSDARP00000117602
ENSORLP00000004286	ENSDARP00000128412
ENSORLP00000010219	ENSDARP00000112805
ENSORLP00000014138	ENSDARP00000014029
ENSORLP00000012817	ENSDARP00000128081
ENSORLP00000025459	ENSDARP00000112441
ENSORLP00000004447	ENSDARP00000105669
ENSORLP00000002459	ENSDARP00000104989
ENSORLP00000023627	ENSDARP00000074352
ENSORLP00000019372	ENSDARP00000112426
ENSORLP00000012643	ENSDARP00000042247
ENSORLP00000003520	ENSDARP00000042780
ENSORLP00000013758	ENSDARP00000111388
ENSORLP00000022937	ENSDARP00000072695
ENSORLP00000016840	ENSDARP00000026525
ENSORLP00000006603	ENSDARP00000097169
ENSORLP00000014207	ENSDARP00000033055
ENSORLP00000016129	ENSDARP00000088935
ENSORLP00000022226	ENSDARP00000008863
ENSORLP00000020868	ENSDARP00000080752
ENSORLP00000000920	ENSDARP00000107307
ENSORLP00000015127	ENSDARP00000112341
ENSORLP00000025553	ENSDARP00000059230
ENSORLP00000001042	ENSDARP00000083259
ENSORLP00000021252	ENSDARP00000014490
ENSORLP00000005502	ENSDARP00000076322
ENSORLP00000012810	ENSDARP00000120472
ENSORLP00000008565	ENSDARP00000012454
ENSORLP00000022307	ENSDARP00000064545
ENSORLP00000015768	ENSDARP00000104851
ENSORLP00000000167	ENSDARP00000052837
ENSORLP00000024193	ENSDARP00000066429
ENSORLP00000010150	ENSDARP00000019176
ENSORLP00000015787	ENSDARP00000116381
ENSORLP00000013961	ENSDARP00000123358
ENSORLP00000015677	ENSDARP00000068873
ENSORLP00000017987	ENSDARP00000064656
ENSORLP00000019565	ENSDARP00000102602
ENSORLP00000007951	ENSDARP00000076385
ENSORLP00000025088	ENSDARP00000076389
ENSORLP00000004259	ENSDARP00000068197
ENSORLP00000013945	ENSDARP00000103843
ENSORLP00000016948	ENSDARP00000091575
ENSORLP00000018185	ENSDARP00000063883
ENSORLP00000008635	ENSDARP00000011510
ENSORLP00000007388	ENSDARP00000026092
ENSORLP00000007742	ENSDARP00000028465
ENSORLP00000014759	ENSDARP00000010563
ENSORLP00000015082	ENSDARP00000024549
ENSORLP00000019712	ENSDARP00000089740
ENSORLP00000017258	ENSDARP00000089974
ENSORLP00000006612	ENSDARP00000098663
ENSORLP00000009829	ENSDARP00000003809
ENSORLP00000004380	ENSDARP00000019781
ENSORLP00000018121	ENSDARP00000064185
ENSORLP00000015284	ENSDARP00000088703
ENSORLP00000015596	ENSDARP00000064106
ENSORLP00000006435	ENSDARP00000012406
ENSORLP00000015924	ENSDARP00000059938
ENSORLP00000025065	ENSDARP00000112054
ENSORLP00000004940	ENSDARP00000090875
ENSORLP00000025279	ENSDARP00000108399
ENSORLP00000010001	ENSDARP00000043057
ENSORLP00000020785	ENSDARP00000129465
ENSORLP00000007560	ENSDARP00000052321
ENSORLP00000011566	ENSDARP00000060235
ENSORLP00000011944	ENSDARP00000067646
ENSORLP00000000573	ENSDARP00000003188
ENSORLP00000010469	ENSDARP00000055562
ENSORLP00000001940	ENSDARP00000057222
ENSORLP00000004585	ENSDARP00000107964
ENSORLP00000000788	ENSDARP00000103153
ENSORLP00000001422	ENSDARP00000070974
ENSORLP00000019692	ENSDARP00000070951
ENSORLP00000004602	ENSDARP00000127359
ENSORLP00000012284	ENSDARP00000067445
ENSORLP00000004283	ENSDARP00000105572
ENSORLP00000001323	ENSDARP00000118549
ENSORLP00000017689	ENSDARP00000062384
ENSORLP00000023943	ENSDARP00000004787
ENSORLP00000010331	ENSDARP00000097607
ENSORLP00000014977	ENSDARP00000015568
ENSORLP00000011258	ENSDARP00000094207
ENSORLP00000013161	ENSDARP00000101462
ENSORLP00000024720	ENSDARP00000124123
ENSORLP00000019797	ENSDARP00000112954
ENSORLP00000003805	ENSDARP00000111245
ENSORLP00000016632	ENSDARP00000117250
ENSORLP00000007260	ENSDARP00000104330
ENSORLP00000016913	ENSDARP00000085297
ENSORLP00000017402	ENSDARP00000107934
ENSORLP00000002866	ENSDARP00000114648
ENSORLP00000013321	ENSDARP00000108731
ENSORLP00000012137	ENSDARP00000061658
ENSORLP00000001408	ENSDARP00000005165
ENSORLP00000014976	ENSDARP00000042962
ENSORLP00000006516	ENSDARP00000047210
ENSORLP00000014807	ENSDARP00000128735
ENSORLP00000011861	ENSDARP00000087111
ENSORLP00000012282	ENSDARP00000103200
ENSORLP00000007197	ENSDARP00000098355
ENSORLP00000017901	ENSDARP00000077086
ENSORLP00000020005	ENSDARP00000002154
ENSORLP00000000885	ENSDARP00000050113
ENSORLP00000004098	ENSDARP00000064852
ENSORLP00000010466	ENSDARP00000055566
ENSORLP00000024552	ENSDARP00000097873
ENSORLP00000015109	ENSDARP00000063156
ENSORLP00000009426	ENSDARP00000100522
ENSORLP00000014088	ENSDARP00000124111
ENSORLP00000014291	ENSDARP00000074045
ENSORLP00000015168	ENSDARP00000091817
ENSORLP00000003731	ENSDARP00000123668
ENSORLP00000002390	ENSDARP00000094609
ENSORLP00000011505	ENSDARP00000076095
ENSORLP00000023044	ENSDARP00000036010
ENSORLP00000014281	ENSDARP00000120918
ENSORLP00000010123	ENSDARP00000021782
ENSORLP00000014107	ENSDARP00000075217
ENSORLP00000024820	ENSDARP00000111636
ENSORLP00000000519	ENSDARP00000090381
ENSORLP00000017430	ENSDARP00000089651
ENSORLP00000008043	ENSDARP00000005843
ENSORLP00000015882	ENSDARP00000017443
ENSORLP00000006943	ENSDARP00000011435
ENSORLP00000016014	ENSDARP00000072190
ENSORLP00000008617	ENSDARP00000109369
ENSORLP00000019621	ENSDARP00000077651
ENSORLP00000009914	ENSDARP00000051230
ENSORLP00000018818	ENSDARP00000078212
ENSORLP00000018760	ENSDARP00000129194
ENSORLP00000012381	ENSDARP00000110679
ENSORLP00000005805	ENSDARP00000081621
ENSORLP00000017181	ENSDARP00000121147
ENSORLP00000017131	ENSDARP00000114406
ENSORLP00000006809	ENSDARP00000098372
ENSORLP00000015681	ENSDARP00000080415
ENSORLP00000003576	ENSDARP00000011198
ENSORLP00000009228	ENSDARP00000116147
ENSORLP00000020431	ENSDARP00000121043
ENSORLP00000018813	ENSDARP00000126396
ENSORLP00000003941	ENSDARP00000034051
ENSORLP00000011406	ENSDARP00000044356
ENSORLP00000009077	ENSDARP00000109895
ENSORLP00000008277	ENSDARP00000082095
ENSORLP00000012416	ENSDARP00000082097
ENSORLP00000009696	ENSDARP00000076198
ENSORLP00000011090	ENSDARP00000051002
ENSORLP00000021217	ENSDARP00000113146
ENSORLP00000019836	ENSDARP00000000198
ENSORLP00000001499	ENSDARP00000121171
ENSORLP00000003529	ENSDARP00000089558
ENSORLP00000004282	ENSDARP00000063166
ENSORLP00000020555	ENSDARP00000083457
ENSORLP00000018643	ENSDARP00000053203
ENSORLP00000025196	ENSDARP00000093245
ENSORLP00000015418	ENSDARP00000121310
ENSORLP00000015430	ENSDARP00000044470
ENSORLP00000017045	ENSDARP00000117851
ENSORLP00000015332	ENSDARP00000037080
ENSORLP00000009783	ENSDARP00000092615
ENSORLP00000016590	ENSDARP00000101972
ENSORLP00000015352	ENSDARP00000079883
ENSORLP00000014069	ENSDARP00000041053
ENSORLP00000006607	ENSDARP00000124088
ENSORLP00000020683	ENSDARP00000031762
ENSORLP00000011767	ENSDARP00000009591
ENSORLP00000004348	ENSDARP00000114309
ENSORLP00000010627	ENSDARP00000084801
ENSORLP00000011360	ENSDARP00000021458
ENSORLP00000004224	ENSDARP00000129778
ENSORLP00000004935	ENSDARP00000102600
ENSORLP00000023131	ENSDARP00000047158
ENSORLP00000001785	ENSDARP00000111940
ENSORLP00000015389	ENSDARP00000127629
ENSORLP00000015835	ENSDARP00000075502
ENSORLP00000023351	ENSDARP00000058363
ENSORLP00000022557	ENSDARP00000095576
ENSORLP00000013490	ENSDARP00000036965
ENSORLP00000014549	ENSDARP00000072364
ENSORLP00000005925	ENSDARP00000091060
ENSORLP00000009748	ENSDARP00000114806
ENSORLP00000001764	ENSDARP00000085530
ENSORLP00000022627	ENSDARP00000063027
ENSORLP00000020455	ENSDARP00000053992
ENSORLP00000015874	ENSDARP00000114075
ENSORLP00000001693	ENSDARP00000104968
ENSORLP00000022967	ENSDARP00000022046
ENSORLP00000023994	ENSDARP00000114987
ENSORLP00000013585	ENSDARP00000096314
ENSORLP00000010939	ENSDARP00000122638
ENSORLP00000004749	ENSDARP00000079296
ENSORLP00000023406	ENSDARP00000017764
ENSORLP00000015192	ENSDARP00000100058
ENSORLP00000021332	ENSDARP00000114562
ENSORLP00000025753	ENSDARP00000104955
ENSORLP00000017615	ENSDARP00000084443
ENSORLP00000005209	ENSDARP00000047615
ENSORLP00000010328	ENSDARP00000114457
ENSORLP00000001413	ENSDARP00000108473
ENSORLP00000025045	ENSDARP00000054237
ENSORLP00000015228	ENSDARP00000005361
ENSORLP00000022052	ENSDARP00000036702
ENSORLP00000002388	ENSDARP00000103480
ENSORLP00000017297	ENSDARP00000111271
ENSORLP00000021790	ENSDARP00000089135
ENSORLP00000003812	ENSDARP00000096730
ENSORLP00000003502	ENSDARP00000085548
ENSORLP00000006946	ENSDARP00000078549
ENSORLP00000000758	ENSDARP00000052914
ENSORLP00000000612	ENSDARP00000111558
ENSORLP00000012123	ENSDARP00000122708
ENSORLP00000006362	ENSDARP00000003956
ENSORLP00000014322	ENSDARP00000103640
ENSORLP00000009006	ENSDARP00000003352
ENSORLP00000020816	ENSDARP00000042700
ENSORLP00000019157	ENSDARP00000110833
ENSORLP00000011954	ENSDARP00000014071
ENSORLP00000019194	ENSDARP00000060785
ENSORLP00000018454	ENSDARP00000123825
ENSORLP00000011646	ENSDARP00000009653
ENSORLP00000001798	ENSDARP00000128873
ENSORLP00000009892	ENSDARP00000129189
ENSORLP00000020859	ENSDARP00000066948
ENSORLP00000019996	ENSDARP00000112055
ENSORLP00000011213	ENSDARP00000079126
ENSORLP00000019262	ENSDARP00000038743
ENSORLP00000015944	ENSDARP00000029477
ENSORLP00000020554	ENSDARP00000110350
ENSORLP00000018220	ENSDARP00000111820
ENSORLP00000012209	ENSDARP00000113154
ENSORLP00000021752	ENSDARP00000110956
ENSORLP00000006647	ENSDARP00000095665
ENSORLP00000013795	ENSDARP00000119214
ENSORLP00000004421	ENSDARP00000107046
ENSORLP00000018182	ENSDARP00000015580
ENSORLP00000007588	ENSDARP00000040533
ENSORLP00000006338	ENSDARP00000033675
ENSORLP00000014903	ENSDARP00000030228
ENSORLP00000015374	ENSDARP00000105969
ENSORLP00000017352	ENSDARP00000111296
ENSORLP00000001285	ENSDARP00000106153
ENSORLP00000016305	ENSDARP00000101456
ENSORLP00000012325	ENSDARP00000119125
ENSORLP00000004700	ENSDARP00000111618
ENSORLP00000006223	ENSDARP00000014914
ENSORLP00000008701	ENSDARP00000008018
ENSORLP00000002686	ENSDARP00000052403
ENSORLP00000000506	ENSDARP00000048190
ENSORLP00000012392	ENSDARP00000089906
ENSORLP00000001036	ENSDARP00000041350
ENSORLP00000001909	ENSDARP00000108301
