ENSLOCP00000009128	ENSMGAP00000004951
ENSLOCP00000021084	ENSMGAP00000014698
ENSLOCP00000005046	ENSMGAP00000016017
ENSLOCP00000017417	ENSMGAP00000012464
ENSLOCP00000018737	ENSMGAP00000005862
ENSLOCP00000015799	ENSMGAP00000008252
ENSLOCP00000013576	ENSMGAP00000017102
ENSLOCP00000012164	ENSMGAP00000012234
ENSLOCP00000016358	ENSMGAP00000007717
ENSLOCP00000012311	ENSMGAP00000001665
ENSLOCP00000013952	ENSMGAP00000010559
ENSLOCP00000011632	ENSMGAP00000013110
ENSLOCP00000020452	ENSMGAP00000014326
ENSLOCP00000020188	ENSMGAP00000010723
ENSLOCP00000012421	ENSMGAP00000014328
ENSLOCP00000018179	ENSMGAP00000008214
ENSLOCP00000017312	ENSMGAP00000018472
ENSLOCP00000004790	ENSMGAP00000005391
ENSLOCP00000012786	ENSMGAP00000000998
ENSLOCP00000008289	ENSMGAP00000010885
ENSLOCP00000002560	ENSMGAP00000007067
ENSLOCP00000004575	ENSMGAP00000005143
ENSLOCP00000007557	ENSMGAP00000010843
ENSLOCP00000012043	ENSMGAP00000011581
ENSLOCP00000003144	ENSMGAP00000009482
ENSLOCP00000019752	ENSMGAP00000004472
ENSLOCP00000018240	ENSMGAP00000003953
ENSLOCP00000020154	ENSMGAP00000014904
ENSLOCP00000000564	ENSMGAP00000011033
ENSLOCP00000002071	ENSMGAP00000006039
ENSLOCP00000013665	ENSMGAP00000009465
ENSLOCP00000004948	ENSMGAP00000008296
ENSLOCP00000014360	ENSMGAP00000001834
ENSLOCP00000020524	ENSMGAP00000013455
ENSLOCP00000004770	ENSMGAP00000004881
ENSLOCP00000002196	ENSMGAP00000003824
ENSLOCP00000004640	ENSMGAP00000000308
ENSLOCP00000002992	ENSMGAP00000000358
ENSLOCP00000005894	ENSMGAP00000015412
ENSLOCP00000006518	ENSMGAP00000002970
ENSLOCP00000003058	ENSMGAP00000000386
ENSLOCP00000005919	ENSMGAP00000015411
ENSLOCP00000004172	ENSMGAP00000003180
ENSLOCP00000014928	ENSMGAP00000001885
ENSLOCP00000013811	ENSMGAP00000010372
ENSLOCP00000003214	ENSMGAP00000010952
ENSLOCP00000006548	ENSMGAP00000007822
ENSLOCP00000007317	ENSMGAP00000011319
ENSLOCP00000005528	ENSMGAP00000001052
ENSLOCP00000008047	ENSMGAP00000002562
ENSLOCP00000016139	ENSMGAP00000011397
ENSLOCP00000021848	ENSMGAP00000012061
ENSLOCP00000007247	ENSMGAP00000018095
ENSLOCP00000014994	ENSMGAP00000009105
ENSLOCP00000006909	ENSMGAP00000013560
ENSLOCP00000003076	ENSMGAP00000000389
ENSLOCP00000005940	ENSMGAP00000015410
ENSLOCP00000021864	ENSMGAP00000006675
ENSLOCP00000021952	ENSMGAP00000013119
ENSLOCP00000022191	ENSMGAP00000016483
ENSLOCP00000020793	ENSMGAP00000012973
ENSLOCP00000004333	ENSMGAP00000015535
ENSLOCP00000018514	ENSMGAP00000004637
ENSLOCP00000017277	ENSMGAP00000018137
ENSLOCP00000021963	ENSMGAP00000016621
ENSLOCP00000022294	ENSMGAP00000017108
ENSLOCP00000016090	ENSMGAP00000006679
ENSLOCP00000002338	ENSMGAP00000007031
ENSLOCP00000004784	ENSMGAP00000011150
ENSLOCP00000001333	ENSMGAP00000001706
ENSLOCP00000015062	ENSMGAP00000003499
ENSLOCP00000017792	ENSMGAP00000001620
ENSLOCP00000005259	ENSMGAP00000008247
ENSLOCP00000018562	ENSMGAP00000014572
ENSLOCP00000009014	ENSMGAP00000006663
ENSLOCP00000014320	ENSMGAP00000001823
ENSLOCP00000012611	ENSMGAP00000008192
ENSLOCP00000017435	ENSMGAP00000012603
ENSLOCP00000016163	ENSMGAP00000004296
ENSLOCP00000002407	ENSMGAP00000015476
ENSLOCP00000016943	ENSMGAP00000009517
ENSLOCP00000018716	ENSMGAP00000002009
ENSLOCP00000007714	ENSMGAP00000002585
ENSLOCP00000003526	ENSMGAP00000009697
ENSLOCP00000021373	ENSMGAP00000013931
ENSLOCP00000000289	ENSMGAP00000001542
ENSLOCP00000004028	ENSMGAP00000010793
ENSLOCP00000008792	ENSMGAP00000015585
ENSLOCP00000015535	ENSMGAP00000012870
ENSLOCP00000004791	ENSMGAP00000018441
ENSLOCP00000012633	ENSMGAP00000015936
ENSLOCP00000017241	ENSMGAP00000012205
ENSLOCP00000015244	ENSMGAP00000001863
ENSLOCP00000018085	ENSMGAP00000000580
ENSLOCP00000006156	ENSMGAP00000011569
ENSLOCP00000019044	ENSMGAP00000012600
ENSLOCP00000006653	ENSMGAP00000007920
ENSLOCP00000008155	ENSMGAP00000016553
ENSLOCP00000017259	ENSMGAP00000005021
ENSLOCP00000007108	ENSMGAP00000016160
ENSLOCP00000004645	ENSMGAP00000006813
ENSLOCP00000016387	ENSMGAP00000002757
ENSLOCP00000011007	ENSMGAP00000015355
ENSLOCP00000013174	ENSMGAP00000002043
ENSLOCP00000021007	ENSMGAP00000010476
ENSLOCP00000016161	ENSMGAP00000008268
ENSLOCP00000011315	ENSMGAP00000015928
ENSLOCP00000018296	ENSMGAP00000005477
ENSLOCP00000022167	ENSMGAP00000012737
ENSLOCP00000002284	ENSMGAP00000005956
ENSLOCP00000007631	ENSMGAP00000010770
ENSLOCP00000007763	ENSMGAP00000016185
ENSLOCP00000022300	ENSMGAP00000018690
ENSLOCP00000021889	ENSMGAP00000016501
ENSLOCP00000016243	ENSMGAP00000008976
ENSLOCP00000009929	ENSMGAP00000001455
ENSLOCP00000004209	ENSMGAP00000017430
ENSLOCP00000013891	ENSMGAP00000000766
ENSLOCP00000016772	ENSMGAP00000005389
ENSLOCP00000011700	ENSMGAP00000011707
ENSLOCP00000011445	ENSMGAP00000003100
ENSLOCP00000012544	ENSMGAP00000013565
ENSLOCP00000016010	ENSMGAP00000011607
ENSLOCP00000002363	ENSMGAP00000012165
ENSLOCP00000002451	ENSMGAP00000006086
ENSLOCP00000010239	ENSMGAP00000015004
ENSLOCP00000009573	ENSMGAP00000007775
ENSLOCP00000006258	ENSMGAP00000007716
ENSLOCP00000010418	ENSMGAP00000011502
ENSLOCP00000018919	ENSMGAP00000010795
ENSLOCP00000014194	ENSMGAP00000010383
ENSLOCP00000014872	ENSMGAP00000007091
ENSLOCP00000011275	ENSMGAP00000011690
ENSLOCP00000012566	ENSMGAP00000001013
ENSLOCP00000000983	ENSMGAP00000013982
ENSLOCP00000012119	ENSMGAP00000006110
ENSLOCP00000016503	ENSMGAP00000010455
ENSLOCP00000013102	ENSMGAP00000003058
ENSLOCP00000021171	ENSMGAP00000016822
ENSLOCP00000004765	ENSMGAP00000002669
ENSLOCP00000012984	ENSMGAP00000004150
ENSLOCP00000003718	ENSMGAP00000007780
ENSLOCP00000002320	ENSMGAP00000019787
ENSLOCP00000021016	ENSMGAP00000013272
ENSLOCP00000018469	ENSMGAP00000000704
ENSLOCP00000010549	ENSMGAP00000009315
ENSLOCP00000001553	ENSMGAP00000003381
ENSLOCP00000001420	ENSMGAP00000008853
ENSLOCP00000006329	ENSMGAP00000008397
ENSLOCP00000009232	ENSMGAP00000005747
ENSLOCP00000010116	ENSMGAP00000010479
ENSLOCP00000004624	ENSMGAP00000002739
ENSLOCP00000011274	ENSMGAP00000002563
ENSLOCP00000003521	ENSMGAP00000018235
ENSLOCP00000004088	ENSMGAP00000012762
ENSLOCP00000008098	ENSMGAP00000007311
ENSLOCP00000014376	ENSMGAP00000001285
ENSLOCP00000020044	ENSMGAP00000011245
ENSLOCP00000019438	ENSMGAP00000016624
ENSLOCP00000012687	ENSMGAP00000004542
ENSLOCP00000022012	ENSMGAP00000014693
ENSLOCP00000022170	ENSMGAP00000016599
ENSLOCP00000022168	ENSMGAP00000016594
ENSLOCP00000006007	ENSMGAP00000000587
ENSLOCP00000008754	ENSMGAP00000004498
ENSLOCP00000006095	ENSMGAP00000011615
ENSLOCP00000017084	ENSMGAP00000004248
ENSLOCP00000020241	ENSMGAP00000011807
ENSLOCP00000017076	ENSMGAP00000004209
ENSLOCP00000021804	ENSMGAP00000016314
ENSLOCP00000021465	ENSMGAP00000016842
ENSLOCP00000021191	ENSMGAP00000014105
ENSLOCP00000014918	ENSMGAP00000009680
ENSLOCP00000020240	ENSMGAP00000011788
ENSLOCP00000020238	ENSMGAP00000011811
ENSLOCP00000014933	ENSMGAP00000009670
ENSLOCP00000017089	ENSMGAP00000004267
ENSLOCP00000007468	ENSMGAP00000019468
ENSLOCP00000019286	ENSMGAP00000003994
ENSLOCP00000013546	ENSMGAP00000008738
ENSLOCP00000001614	ENSMGAP00000000230
ENSLOCP00000021370	ENSMGAP00000013926
ENSLOCP00000020496	ENSMGAP00000014278
ENSLOCP00000003550	ENSMGAP00000000306
ENSLOCP00000011204	ENSMGAP00000018510
ENSLOCP00000016077	ENSMGAP00000012998
ENSLOCP00000017128	ENSMGAP00000004301
ENSLOCP00000013847	ENSMGAP00000015856
ENSLOCP00000004943	ENSMGAP00000007772
ENSLOCP00000014923	ENSMGAP00000008122
ENSLOCP00000009594	ENSMGAP00000018618
ENSLOCP00000008776	ENSMGAP00000003210
ENSLOCP00000012481	ENSMGAP00000002594
ENSLOCP00000012425	ENSMGAP00000000813
ENSLOCP00000013841	ENSMGAP00000014610
ENSLOCP00000015579	ENSMGAP00000002794
ENSLOCP00000001536	ENSMGAP00000003270
ENSLOCP00000012405	ENSMGAP00000000832
ENSLOCP00000017722	ENSMGAP00000011529
ENSLOCP00000004911	ENSMGAP00000016023
ENSLOCP00000005418	ENSMGAP00000002351
ENSLOCP00000009144	ENSMGAP00000004935
ENSLOCP00000000784	ENSMGAP00000009895
ENSLOCP00000011141	ENSMGAP00000015747
ENSLOCP00000018679	ENSMGAP00000003813
ENSLOCP00000016767	ENSMGAP00000007006
ENSLOCP00000016108	ENSMGAP00000002297
ENSLOCP00000012279	ENSMGAP00000009845
ENSLOCP00000014790	ENSMGAP00000011902
ENSLOCP00000012574	ENSMGAP00000012477
ENSLOCP00000011915	ENSMGAP00000012251
ENSLOCP00000003865	ENSMGAP00000009913
ENSLOCP00000015222	ENSMGAP00000005128
ENSLOCP00000005664	ENSMGAP00000007043
ENSLOCP00000002682	ENSMGAP00000002774
ENSLOCP00000014176	ENSMGAP00000001511
ENSLOCP00000007842	ENSMGAP00000001304
ENSLOCP00000013807	ENSMGAP00000013420
ENSLOCP00000020791	ENSMGAP00000014802
ENSLOCP00000006564	ENSMGAP00000000942
ENSLOCP00000010635	ENSMGAP00000019752
ENSLOCP00000001171	ENSMGAP00000007445
ENSLOCP00000009916	ENSMGAP00000014742
ENSLOCP00000006623	ENSMGAP00000005681
ENSLOCP00000015012	ENSMGAP00000003481
ENSLOCP00000013772	ENSMGAP00000004028
ENSLOCP00000010941	ENSMGAP00000013744
ENSLOCP00000020106	ENSMGAP00000004942
ENSLOCP00000015749	ENSMGAP00000018666
ENSLOCP00000017935	ENSMGAP00000005048
ENSLOCP00000015973	ENSMGAP00000012858
ENSLOCP00000005535	ENSMGAP00000002592
ENSLOCP00000000887	ENSMGAP00000006089
ENSLOCP00000013564	ENSMGAP00000019818
ENSLOCP00000011526	ENSMGAP00000015191
ENSLOCP00000021186	ENSMGAP00000014112
ENSLOCP00000004142	ENSMGAP00000001210
ENSLOCP00000001972	ENSMGAP00000015177
ENSLOCP00000009148	ENSMGAP00000015546
ENSLOCP00000017524	ENSMGAP00000008902
ENSLOCP00000002279	ENSMGAP00000018878
ENSLOCP00000003631	ENSMGAP00000004662
ENSLOCP00000015661	ENSMGAP00000018493
ENSLOCP00000010243	ENSMGAP00000008502
ENSLOCP00000013975	ENSMGAP00000008511
ENSLOCP00000016753	ENSMGAP00000006948
ENSLOCP00000020847	ENSMGAP00000014133
ENSLOCP00000017292	ENSMGAP00000005202
ENSLOCP00000004198	ENSMGAP00000009849
ENSLOCP00000020781	ENSMGAP00000014795
ENSLOCP00000021729	ENSMGAP00000006168
ENSLOCP00000017194	ENSMGAP00000010419
ENSLOCP00000016367	ENSMGAP00000007333
ENSLOCP00000015209	ENSMGAP00000000948
ENSLOCP00000001734	ENSMGAP00000010512
ENSLOCP00000016641	ENSMGAP00000005847
ENSLOCP00000014577	ENSMGAP00000000465
ENSLOCP00000001036	ENSMGAP00000001670
ENSLOCP00000012670	ENSMGAP00000012342
ENSLOCP00000003647	ENSMGAP00000008975
ENSLOCP00000005553	ENSMGAP00000003802
ENSLOCP00000006266	ENSMGAP00000006887
ENSLOCP00000013160	ENSMGAP00000013384
ENSLOCP00000021454	ENSMGAP00000012002
ENSLOCP00000015698	ENSMGAP00000016330
ENSLOCP00000008621	ENSMGAP00000010680
ENSLOCP00000012193	ENSMGAP00000013389
ENSLOCP00000009625	ENSMGAP00000005052
ENSLOCP00000004977	ENSMGAP00000000620
ENSLOCP00000002521	ENSMGAP00000000342
ENSLOCP00000007822	ENSMGAP00000005286
ENSLOCP00000000349	ENSMGAP00000004802
ENSLOCP00000003290	ENSMGAP00000012186
ENSLOCP00000004133	ENSMGAP00000007721
ENSLOCP00000011266	ENSMGAP00000015375
ENSLOCP00000009537	ENSMGAP00000009616
ENSLOCP00000000949	ENSMGAP00000004943
ENSLOCP00000003894	ENSMGAP00000002698
ENSLOCP00000018796	ENSMGAP00000001617
ENSLOCP00000018684	ENSMGAP00000000814
ENSLOCP00000018468	ENSMGAP00000000667
ENSLOCP00000014380	ENSMGAP00000013117
ENSLOCP00000015135	ENSMGAP00000005468
ENSLOCP00000019208	ENSMGAP00000018903
ENSLOCP00000016688	ENSMGAP00000012131
ENSLOCP00000010543	ENSMGAP00000013987
ENSLOCP00000019886	ENSMGAP00000001420
ENSLOCP00000008388	ENSMGAP00000010516
ENSLOCP00000019729	ENSMGAP00000005826
ENSLOCP00000003310	ENSMGAP00000008251
ENSLOCP00000009642	ENSMGAP00000000326
ENSLOCP00000013414	ENSMGAP00000004075
ENSLOCP00000005126	ENSMGAP00000002608
ENSLOCP00000015739	ENSMGAP00000009780
ENSLOCP00000011763	ENSMGAP00000015318
ENSLOCP00000005982	ENSMGAP00000015801
ENSLOCP00000013417	ENSMGAP00000009001
ENSLOCP00000008735	ENSMGAP00000017777
ENSLOCP00000018926	ENSMGAP00000014440
ENSLOCP00000002380	ENSMGAP00000007162
ENSLOCP00000010273	ENSMGAP00000009115
ENSLOCP00000008927	ENSMGAP00000006548
ENSLOCP00000015083	ENSMGAP00000011346
ENSLOCP00000013427	ENSMGAP00000010853
ENSLOCP00000002020	ENSMGAP00000016902
ENSLOCP00000013405	ENSMGAP00000012262
ENSLOCP00000014419	ENSMGAP00000001209
ENSLOCP00000011961	ENSMGAP00000018761
ENSLOCP00000004195	ENSMGAP00000015541
ENSLOCP00000021036	ENSMGAP00000013731
ENSLOCP00000010276	ENSMGAP00000001717
ENSLOCP00000002759	ENSMGAP00000009654
ENSLOCP00000002678	ENSMGAP00000007085
ENSLOCP00000020335	ENSMGAP00000017444
ENSLOCP00000007173	ENSMGAP00000013094
ENSLOCP00000009198	ENSMGAP00000003237
ENSLOCP00000022442	ENSMGAP00000016803
ENSLOCP00000021244	ENSMGAP00000016561
ENSLOCP00000022105	ENSMGAP00000016901
ENSLOCP00000003161	ENSMGAP00000017626
ENSLOCP00000015425	ENSMGAP00000019551
ENSLOCP00000018496	ENSMGAP00000004665
ENSLOCP00000006733	ENSMGAP00000000927
ENSLOCP00000010042	ENSMGAP00000001505
ENSLOCP00000009877	ENSMGAP00000015637
ENSLOCP00000019930	ENSMGAP00000010788
ENSLOCP00000015054	ENSMGAP00000003439
ENSLOCP00000005955	ENSMGAP00000015408
ENSLOCP00000020917	ENSMGAP00000013846
ENSLOCP00000005238	ENSMGAP00000000719
ENSLOCP00000012891	ENSMGAP00000005433
ENSLOCP00000019012	ENSMGAP00000012748
ENSLOCP00000019274	ENSMGAP00000008800
ENSLOCP00000016596	ENSMGAP00000012038
ENSLOCP00000006984	ENSMGAP00000009020
ENSLOCP00000017080	ENSMGAP00000006504
ENSLOCP00000012102	ENSMGAP00000001571
ENSLOCP00000020826	ENSMGAP00000014759
ENSLOCP00000007606	ENSMGAP00000011168
ENSLOCP00000011928	ENSMGAP00000005086
ENSLOCP00000018692	ENSMGAP00000013821
ENSLOCP00000014689	ENSMGAP00000010998
ENSLOCP00000013210	ENSMGAP00000003204
ENSLOCP00000007866	ENSMGAP00000005913
ENSLOCP00000003902	ENSMGAP00000009441
ENSLOCP00000014598	ENSMGAP00000014528
ENSLOCP00000013094	ENSMGAP00000015692
ENSLOCP00000018207	ENSMGAP00000008103
ENSLOCP00000020116	ENSMGAP00000011568
ENSLOCP00000020009	ENSMGAP00000011089
ENSLOCP00000001808	ENSMGAP00000007663
ENSLOCP00000015358	ENSMGAP00000000505
ENSLOCP00000020002	ENSMGAP00000011064
ENSLOCP00000020345	ENSMGAP00000014325
ENSLOCP00000000296	ENSMGAP00000009114
ENSLOCP00000018075	ENSMGAP00000002982
ENSLOCP00000008695	ENSMGAP00000006311
ENSLOCP00000008253	ENSMGAP00000011909
ENSLOCP00000011254	ENSMGAP00000004439
ENSLOCP00000018914	ENSMGAP00000001248
ENSLOCP00000015663	ENSMGAP00000011658
ENSLOCP00000015911	ENSMGAP00000000374
ENSLOCP00000004353	ENSMGAP00000007642
ENSLOCP00000007005	ENSMGAP00000007677
ENSLOCP00000020149	ENSMGAP00000014903
ENSLOCP00000012753	ENSMGAP00000009410
ENSLOCP00000007541	ENSMGAP00000008765
ENSLOCP00000012373	ENSMGAP00000001895
ENSLOCP00000004946	ENSMGAP00000005728
ENSLOCP00000019830	ENSMGAP00000007489
ENSLOCP00000013760	ENSMGAP00000000466
ENSLOCP00000017056	ENSMGAP00000001061
ENSLOCP00000016037	ENSMGAP00000006413
ENSLOCP00000018816	ENSMGAP00000004064
ENSLOCP00000009643	ENSMGAP00000015485
ENSLOCP00000010667	ENSMGAP00000011992
ENSLOCP00000002614	ENSMGAP00000015480
ENSLOCP00000002550	ENSMGAP00000012260
ENSLOCP00000017900	ENSMGAP00000008641
ENSLOCP00000002591	ENSMGAP00000006255
ENSLOCP00000008576	ENSMGAP00000009377
ENSLOCP00000007233	ENSMGAP00000010865
ENSLOCP00000007255	ENSMGAP00000003550
ENSLOCP00000012798	ENSMGAP00000012444
ENSLOCP00000001981	ENSMGAP00000005611
ENSLOCP00000021258	ENSMGAP00000014855
ENSLOCP00000012975	ENSMGAP00000002391
ENSLOCP00000004262	ENSMGAP00000007694
ENSLOCP00000006021	ENSMGAP00000006266
ENSLOCP00000005981	ENSMGAP00000007330
ENSLOCP00000006207	ENSMGAP00000011564
ENSLOCP00000007779	ENSMGAP00000000075
ENSLOCP00000018327	ENSMGAP00000003856
ENSLOCP00000008630	ENSMGAP00000003473
ENSLOCP00000009036	ENSMGAP00000002235
ENSLOCP00000015484	ENSMGAP00000006789
ENSLOCP00000016741	ENSMGAP00000007705
ENSLOCP00000007276	ENSMGAP00000019188
ENSLOCP00000011546	ENSMGAP00000013130
ENSLOCP00000020479	ENSMGAP00000014237
ENSLOCP00000017249	ENSMGAP00000013194
ENSLOCP00000006627	ENSMGAP00000007391
ENSLOCP00000021591	ENSMGAP00000005119
ENSLOCP00000006154	ENSMGAP00000007606
ENSLOCP00000000997	ENSMGAP00000006920
ENSLOCP00000005478	ENSMGAP00000006049
ENSLOCP00000018639	ENSMGAP00000001074
ENSLOCP00000005460	ENSMGAP00000006060
ENSLOCP00000005443	ENSMGAP00000006062
ENSLOCP00000011840	ENSMGAP00000015278
ENSLOCP00000014904	ENSMGAP00000001860
ENSLOCP00000022257	ENSMGAP00000017041
ENSLOCP00000021544	ENSMGAP00000016446
ENSLOCP00000011146	ENSMGAP00000000240
ENSLOCP00000016029	ENSMGAP00000004185
ENSLOCP00000001110	ENSMGAP00000007569
ENSLOCP00000010697	ENSMGAP00000011998
ENSLOCP00000002049	ENSMGAP00000002703
ENSLOCP00000010084	ENSMGAP00000007304
ENSLOCP00000003289	ENSMGAP00000003905
ENSLOCP00000004287	ENSMGAP00000015794
ENSLOCP00000021483	ENSMGAP00000011303
ENSLOCP00000021731	ENSMGAP00000017170
ENSLOCP00000021640	ENSMGAP00000016904
ENSLOCP00000002157	ENSMGAP00000004250
ENSLOCP00000021865	ENSMGAP00000016351
ENSLOCP00000002010	ENSMGAP00000003767
ENSLOCP00000013554	ENSMGAP00000000269
ENSLOCP00000007259	ENSMGAP00000003358
ENSLOCP00000010096	ENSMGAP00000002625
ENSLOCP00000020676	ENSMGAP00000004885
ENSLOCP00000012322	ENSMGAP00000009807
ENSLOCP00000004886	ENSMGAP00000004092
ENSLOCP00000013162	ENSMGAP00000016059
ENSLOCP00000018025	ENSMGAP00000000172
ENSLOCP00000017145	ENSMGAP00000004233
ENSLOCP00000005543	ENSMGAP00000016498
ENSLOCP00000021885	ENSMGAP00000015859
ENSLOCP00000011828	ENSMGAP00000010929
ENSLOCP00000012982	ENSMGAP00000002331
ENSLOCP00000014022	ENSMGAP00000000690
ENSLOCP00000018885	ENSMGAP00000004121
ENSLOCP00000006309	ENSMGAP00000015858
ENSLOCP00000011941	ENSMGAP00000007896
ENSLOCP00000013165	ENSMGAP00000008230
ENSLOCP00000014913	ENSMGAP00000008066
ENSLOCP00000008459	ENSMGAP00000009907
ENSLOCP00000007823	ENSMGAP00000007758
ENSLOCP00000009885	ENSMGAP00000000669
ENSLOCP00000004878	ENSMGAP00000002223
ENSLOCP00000017627	ENSMGAP00000010117
ENSLOCP00000007018	ENSMGAP00000015876
ENSLOCP00000021147	ENSMGAP00000014019
ENSLOCP00000017073	ENSMGAP00000008487
ENSLOCP00000017252	ENSMGAP00000013191
ENSLOCP00000011169	ENSMGAP00000003347
ENSLOCP00000018486	ENSMGAP00000000684
ENSLOCP00000009957	ENSMGAP00000012161
ENSLOCP00000009942	ENSMGAP00000012163
ENSLOCP00000008975	ENSMGAP00000016282
ENSLOCP00000018502	ENSMGAP00000003140
ENSLOCP00000014302	ENSMGAP00000010569
ENSLOCP00000017010	ENSMGAP00000000614
ENSLOCP00000020135	ENSMGAP00000010818
ENSLOCP00000009669	ENSMGAP00000003741
ENSLOCP00000008311	ENSMGAP00000006617
ENSLOCP00000003424	ENSMGAP00000008865
ENSLOCP00000017186	ENSMGAP00000010396
ENSLOCP00000005119	ENSMGAP00000006268
ENSLOCP00000014051	ENSMGAP00000006759
ENSLOCP00000009992	ENSMGAP00000001099
ENSLOCP00000005779	ENSMGAP00000001005
ENSLOCP00000017618	ENSMGAP00000011001
ENSLOCP00000008654	ENSMGAP00000016152
ENSLOCP00000007538	ENSMGAP00000008986
ENSLOCP00000006168	ENSMGAP00000003479
ENSLOCP00000003032	ENSMGAP00000003644
ENSLOCP00000004128	ENSMGAP00000008490
ENSLOCP00000003027	ENSMGAP00000009516
ENSLOCP00000003388	ENSMGAP00000010502
ENSLOCP00000018583	ENSMGAP00000014113
ENSLOCP00000012849	ENSMGAP00000016884
ENSLOCP00000009561	ENSMGAP00000015489
ENSLOCP00000018812	ENSMGAP00000004027
ENSLOCP00000020218	ENSMGAP00000013583
ENSLOCP00000006436	ENSMGAP00000016167
ENSLOCP00000002327	ENSMGAP00000007135
ENSLOCP00000009269	ENSMGAP00000005627
ENSLOCP00000005326	ENSMGAP00000003348
ENSLOCP00000009769	ENSMGAP00000007898
ENSLOCP00000014155	ENSMGAP00000007820
ENSLOCP00000020437	ENSMGAP00000010405
ENSLOCP00000012459	ENSMGAP00000009601
ENSLOCP00000014325	ENSMGAP00000013183
ENSLOCP00000015140	ENSMGAP00000005492
ENSLOCP00000015323	ENSMGAP00000007159
ENSLOCP00000013194	ENSMGAP00000009652
ENSLOCP00000009912	ENSMGAP00000006003
ENSLOCP00000014388	ENSMGAP00000001913
ENSLOCP00000009963	ENSMGAP00000006664
ENSLOCP00000012944	ENSMGAP00000011716
ENSLOCP00000014301	ENSMGAP00000003834
ENSLOCP00000000670	ENSMGAP00000006933
ENSLOCP00000006587	ENSMGAP00000003314
ENSLOCP00000006385	ENSMGAP00000008373
ENSLOCP00000012677	ENSMGAP00000014251
ENSLOCP00000019657	ENSMGAP00000006244
ENSLOCP00000012524	ENSMGAP00000004585
ENSLOCP00000009989	ENSMGAP00000005966
ENSLOCP00000020658	ENSMGAP00000011511
ENSLOCP00000014224	ENSMGAP00000014085
ENSLOCP00000009133	ENSMGAP00000005676
ENSLOCP00000019067	ENSMGAP00000012818
ENSLOCP00000015123	ENSMGAP00000011650
ENSLOCP00000010844	ENSMGAP00000009185
ENSLOCP00000014450	ENSMGAP00000011485
ENSLOCP00000005234	ENSMGAP00000008196
ENSLOCP00000007632	ENSMGAP00000007110
ENSLOCP00000020043	ENSMGAP00000011241
ENSLOCP00000016396	ENSMGAP00000016371
ENSLOCP00000004638	ENSMGAP00000008181
ENSLOCP00000009852	ENSMGAP00000003827
ENSLOCP00000016094	ENSMGAP00000004111
ENSLOCP00000001326	ENSMGAP00000010624
ENSLOCP00000013985	ENSMGAP00000013266
ENSLOCP00000021806	ENSMGAP00000013209
ENSLOCP00000019001	ENSMGAP00000013438
ENSLOCP00000004379	ENSMGAP00000001077
ENSLOCP00000006388	ENSMGAP00000006644
ENSLOCP00000022106	ENSMGAP00000002510
ENSLOCP00000005980	ENSMGAP00000001300
ENSLOCP00000022427	ENSMGAP00000011171
ENSLOCP00000013476	ENSMGAP00000004599
ENSLOCP00000020432	ENSMGAP00000010398
ENSLOCP00000012507	ENSMGAP00000009581
ENSLOCP00000020805	ENSMGAP00000014271
ENSLOCP00000004909	ENSMGAP00000005609
ENSLOCP00000014313	ENSMGAP00000018046
ENSLOCP00000004174	ENSMGAP00000016543
ENSLOCP00000022277	ENSMGAP00000016706
ENSLOCP00000014278	ENSMGAP00000016261
ENSLOCP00000013243	ENSMGAP00000009381
ENSLOCP00000019809	ENSMGAP00000004815
ENSLOCP00000004220	ENSMGAP00000006203
ENSLOCP00000008562	ENSMGAP00000008161
ENSLOCP00000008120	ENSMGAP00000009072
ENSLOCP00000010398	ENSMGAP00000018677
ENSLOCP00000004979	ENSMGAP00000002365
ENSLOCP00000019770	ENSMGAP00000004563
ENSLOCP00000017456	ENSMGAP00000012605
ENSLOCP00000021042	ENSMGAP00000018924
ENSLOCP00000017313	ENSMGAP00000005337
ENSLOCP00000020564	ENSMGAP00000014182
ENSLOCP00000017481	ENSMGAP00000006059
ENSLOCP00000019449	ENSMGAP00000008909
ENSLOCP00000019194	ENSMGAP00000009122
ENSLOCP00000001288	ENSMGAP00000006855
ENSLOCP00000005720	ENSMGAP00000016204
ENSLOCP00000018130	ENSMGAP00000000695
ENSLOCP00000011229	ENSMGAP00000017736
ENSLOCP00000009611	ENSMGAP00000015487
ENSLOCP00000004361	ENSMGAP00000009961
ENSLOCP00000010853	ENSMGAP00000015917
ENSLOCP00000011260	ENSMGAP00000015925
ENSLOCP00000003370	ENSMGAP00000008265
ENSLOCP00000005633	ENSMGAP00000008358
ENSLOCP00000007938	ENSMGAP00000009281
ENSLOCP00000007223	ENSMGAP00000018386
ENSLOCP00000013978	ENSMGAP00000015839
ENSLOCP00000015878	ENSMGAP00000013023
ENSLOCP00000015563	ENSMGAP00000010623
ENSLOCP00000007957	ENSMGAP00000004382
ENSLOCP00000014463	ENSMGAP00000006653
ENSLOCP00000016629	ENSMGAP00000002465
ENSLOCP00000020258	ENSMGAP00000005229
ENSLOCP00000017657	ENSMGAP00000004117
ENSLOCP00000017635	ENSMGAP00000003557
ENSLOCP00000020247	ENSMGAP00000005371
ENSLOCP00000013395	ENSMGAP00000004026
ENSLOCP00000019743	ENSMGAP00000005689
ENSLOCP00000013720	ENSMGAP00000010200
ENSLOCP00000014476	ENSMGAP00000007467
ENSLOCP00000013609	ENSMGAP00000000252
