ENSTNIP00000006282	ENSDARP00000122973
ENSTNIP00000013504	ENSDARP00000078740
ENSTNIP00000019679	ENSDARP00000098315
ENSTNIP00000015351	ENSDARP00000026847
ENSTNIP00000006867	ENSDARP00000010799
ENSTNIP00000010550	ENSDARP00000089069
ENSTNIP00000019751	ENSDARP00000008197
ENSTNIP00000003914	ENSDARP00000112112
ENSTNIP00000021733	ENSDARP00000068420
ENSTNIP00000018664	ENSDARP00000050854
ENSTNIP00000004105	ENSDARP00000046632
ENSTNIP00000006352	ENSDARP00000081011
ENSTNIP00000016371	ENSDARP00000100834
ENSTNIP00000013073	ENSDARP00000084207
ENSTNIP00000005857	ENSDARP00000003059
ENSTNIP00000013899	ENSDARP00000094097
ENSTNIP00000009054	ENSDARP00000122475
ENSTNIP00000009980	ENSDARP00000108193
ENSTNIP00000014878	ENSDARP00000053443
ENSTNIP00000005541	ENSDARP00000060195
ENSTNIP00000008081	ENSDARP00000127930
ENSTNIP00000018470	ENSDARP00000103712
ENSTNIP00000018471	ENSDARP00000005344
ENSTNIP00000011861	ENSDARP00000052439
ENSTNIP00000013120	ENSDARP00000111929
ENSTNIP00000021776	ENSDARP00000128014
ENSTNIP00000017204	ENSDARP00000107676
ENSTNIP00000022007	ENSDARP00000107317
ENSTNIP00000010207	ENSDARP00000076547
ENSTNIP00000000325	ENSDARP00000092663
ENSTNIP00000021816	ENSDARP00000022783
ENSTNIP00000020134	ENSDARP00000057610
ENSTNIP00000017043	ENSDARP00000122239
ENSTNIP00000012541	ENSDARP00000054036
ENSTNIP00000014277	ENSDARP00000095906
ENSTNIP00000003571	ENSDARP00000044732
ENSTNIP00000002721	ENSDARP00000042819
ENSTNIP00000018613	ENSDARP00000095023
ENSTNIP00000010656	ENSDARP00000087356
ENSTNIP00000022383	ENSDARP00000127173
ENSTNIP00000021465	ENSDARP00000120738
ENSTNIP00000009707	ENSDARP00000099511
ENSTNIP00000014068	ENSDARP00000098283
ENSTNIP00000011710	ENSDARP00000119970
ENSTNIP00000022648	ENSDARP00000121526
ENSTNIP00000003634	ENSDARP00000122885
ENSTNIP00000014428	ENSDARP00000077281
ENSTNIP00000013290	ENSDARP00000097998
ENSTNIP00000014429	ENSDARP00000100212
ENSTNIP00000020979	ENSDARP00000101739
ENSTNIP00000015922	ENSDARP00000127208
ENSTNIP00000007764	ENSDARP00000129006
ENSTNIP00000014795	ENSDARP00000066263
ENSTNIP00000021399	ENSDARP00000083638
ENSTNIP00000011380	ENSDARP00000120977
ENSTNIP00000020037	ENSDARP00000127932
ENSTNIP00000021779	ENSDARP00000113499
ENSTNIP00000011968	ENSDARP00000098614
ENSTNIP00000009003	ENSDARP00000098869
ENSTNIP00000018922	ENSDARP00000116548
ENSTNIP00000022545	ENSDARP00000100661
ENSTNIP00000005060	ENSDARP00000053874
ENSTNIP00000020623	ENSDARP00000054780
ENSTNIP00000004794	ENSDARP00000071857
ENSTNIP00000012721	ENSDARP00000072362
ENSTNIP00000021842	ENSDARP00000080154
ENSTNIP00000022251	ENSDARP00000128646
ENSTNIP00000009574	ENSDARP00000011793
ENSTNIP00000021096	ENSDARP00000076260
ENSTNIP00000021782	ENSDARP00000106303
ENSTNIP00000018060	ENSDARP00000106938
ENSTNIP00000006040	ENSDARP00000122572
ENSTNIP00000019151	ENSDARP00000060258
ENSTNIP00000018091	ENSDARP00000046003
ENSTNIP00000009835	ENSDARP00000094209
ENSTNIP00000010176	ENSDARP00000095904
ENSTNIP00000005907	ENSDARP00000100047
ENSTNIP00000005592	ENSDARP00000090653
ENSTNIP00000020176	ENSDARP00000055832
ENSTNIP00000004992	ENSDARP00000110057
ENSTNIP00000008807	ENSDARP00000105032
ENSTNIP00000011324	ENSDARP00000089165
ENSTNIP00000013162	ENSDARP00000083057
ENSTNIP00000006363	ENSDARP00000004838
ENSTNIP00000013176	ENSDARP00000077387
ENSTNIP00000012542	ENSDARP00000054025
ENSTNIP00000022228	ENSDARP00000108621
ENSTNIP00000009671	ENSDARP00000101430
ENSTNIP00000007606	ENSDARP00000004695
ENSTNIP00000016765	ENSDARP00000101769
ENSTNIP00000017133	ENSDARP00000069169
ENSTNIP00000021863	ENSDARP00000055755
ENSTNIP00000023116	ENSDARP00000040945
ENSTNIP00000018036	ENSDARP00000114595
ENSTNIP00000008357	ENSDARP00000121325
ENSTNIP00000001977	ENSDARP00000116301
ENSTNIP00000019881	ENSDARP00000098457
ENSTNIP00000011508	ENSDARP00000101537
ENSTNIP00000017446	ENSDARP00000111243
ENSTNIP00000016162	ENSDARP00000039074
ENSTNIP00000010322	ENSDARP00000088434
ENSTNIP00000006699	ENSDARP00000108130
ENSTNIP00000007545	ENSDARP00000059964
ENSTNIP00000022398	ENSDARP00000111122
ENSTNIP00000007746	ENSDARP00000015477
ENSTNIP00000013957	ENSDARP00000051791
ENSTNIP00000022396	ENSDARP00000053124
ENSTNIP00000010140	ENSDARP00000028248
ENSTNIP00000017785	ENSDARP00000046497
ENSTNIP00000005769	ENSDARP00000119336
ENSTNIP00000001303	ENSDARP00000019469
ENSTNIP00000006905	ENSDARP00000062514
ENSTNIP00000005544	ENSDARP00000082096
ENSTNIP00000010969	ENSDARP00000123992
ENSTNIP00000017811	ENSDARP00000094346
ENSTNIP00000021091	ENSDARP00000067827
ENSTNIP00000009563	ENSDARP00000116486
ENSTNIP00000013308	ENSDARP00000067969
ENSTNIP00000013572	ENSDARP00000120486
ENSTNIP00000015370	ENSDARP00000042059
ENSTNIP00000019187	ENSDARP00000069915
ENSTNIP00000021341	ENSDARP00000052863
ENSTNIP00000012276	ENSDARP00000100998
ENSTNIP00000020684	ENSDARP00000076900
ENSTNIP00000018419	ENSDARP00000106304
ENSTNIP00000019529	ENSDARP00000103432
ENSTNIP00000021440	ENSDARP00000128585
ENSTNIP00000011627	ENSDARP00000083665
ENSTNIP00000021065	ENSDARP00000083667
ENSTNIP00000023059	ENSDARP00000024612
ENSTNIP00000011733	ENSDARP00000035851
ENSTNIP00000017310	ENSDARP00000079780
ENSTNIP00000019852	ENSDARP00000108407
ENSTNIP00000012401	ENSDARP00000022311
ENSTNIP00000007915	ENSDARP00000127693
ENSTNIP00000014116	ENSDARP00000128494
ENSTNIP00000015259	ENSDARP00000087254
ENSTNIP00000021438	ENSDARP00000094084
ENSTNIP00000018779	ENSDARP00000074330
ENSTNIP00000002845	ENSDARP00000099662
ENSTNIP00000021409	ENSDARP00000066177
ENSTNIP00000022940	ENSDARP00000118349
ENSTNIP00000015677	ENSDARP00000085685
ENSTNIP00000013801	ENSDARP00000072486
ENSTNIP00000013009	ENSDARP00000096964
ENSTNIP00000016690	ENSDARP00000107907
ENSTNIP00000012393	ENSDARP00000111604
ENSTNIP00000010892	ENSDARP00000061571
ENSTNIP00000022209	ENSDARP00000109786
ENSTNIP00000012839	ENSDARP00000101604
ENSTNIP00000020001	ENSDARP00000108708
ENSTNIP00000005069	ENSDARP00000059649
ENSTNIP00000019958	ENSDARP00000007758
ENSTNIP00000017530	ENSDARP00000100870
ENSTNIP00000022591	ENSDARP00000071913
ENSTNIP00000009242	ENSDARP00000039831
ENSTNIP00000016823	ENSDARP00000076901
ENSTNIP00000020303	ENSDARP00000008289
ENSTNIP00000017914	ENSDARP00000060865
ENSTNIP00000004725	ENSDARP00000111550
ENSTNIP00000018124	ENSDARP00000123002
ENSTNIP00000019587	ENSDARP00000107775
ENSTNIP00000004538	ENSDARP00000004431
ENSTNIP00000017617	ENSDARP00000068426
ENSTNIP00000021866	ENSDARP00000015287
ENSTNIP00000011912	ENSDARP00000043929
ENSTNIP00000017025	ENSDARP00000087420
ENSTNIP00000010103	ENSDARP00000119440
ENSTNIP00000019499	ENSDARP00000063815
ENSTNIP00000013446	ENSDARP00000069324
ENSTNIP00000001446	ENSDARP00000119746
ENSTNIP00000012585	ENSDARP00000008922
ENSTNIP00000011948	ENSDARP00000071047
ENSTNIP00000019692	ENSDARP00000006324
ENSTNIP00000022177	ENSDARP00000025586
ENSTNIP00000008478	ENSDARP00000100352
ENSTNIP00000002185	ENSDARP00000035431
ENSTNIP00000021628	ENSDARP00000015031
ENSTNIP00000020382	ENSDARP00000067541
ENSTNIP00000013712	ENSDARP00000098499
ENSTNIP00000018153	ENSDARP00000022232
ENSTNIP00000013267	ENSDARP00000102340
ENSTNIP00000013146	ENSDARP00000112911
ENSTNIP00000015884	ENSDARP00000112009
ENSTNIP00000021579	ENSDARP00000104437
ENSTNIP00000002574	ENSDARP00000048322
ENSTNIP00000019980	ENSDARP00000079770
ENSTNIP00000016108	ENSDARP00000104903
ENSTNIP00000022768	ENSDARP00000123884
ENSTNIP00000019870	ENSDARP00000108476
ENSTNIP00000012805	ENSDARP00000117313
ENSTNIP00000000251	ENSDARP00000079854
ENSTNIP00000012582	ENSDARP00000054085
ENSTNIP00000006194	ENSDARP00000096529
ENSTNIP00000002394	ENSDARP00000100132
ENSTNIP00000005474	ENSDARP00000103378
ENSTNIP00000005787	ENSDARP00000100483
ENSTNIP00000014031	ENSDARP00000098635
ENSTNIP00000015500	ENSDARP00000098662
ENSTNIP00000019282	ENSDARP00000127719
ENSTNIP00000010588	ENSDARP00000092075
ENSTNIP00000016207	ENSDARP00000064967
ENSTNIP00000016020	ENSDARP00000004657
ENSTNIP00000019179	ENSDARP00000063713
ENSTNIP00000010427	ENSDARP00000100259
ENSTNIP00000019382	ENSDARP00000081386
ENSTNIP00000001876	ENSDARP00000119901
ENSTNIP00000021638	ENSDARP00000080377
ENSTNIP00000003974	ENSDARP00000085529
ENSTNIP00000015678	ENSDARP00000107498
ENSTNIP00000011806	ENSDARP00000061927
ENSTNIP00000006213	ENSDARP00000106996
ENSTNIP00000022564	ENSDARP00000007295
ENSTNIP00000019022	ENSDARP00000087991
ENSTNIP00000011990	ENSDARP00000048580
ENSTNIP00000017210	ENSDARP00000099184
ENSTNIP00000019330	ENSDARP00000096898
ENSTNIP00000008623	ENSDARP00000116092
ENSTNIP00000013699	ENSDARP00000124486
ENSTNIP00000018331	ENSDARP00000036436
ENSTNIP00000014162	ENSDARP00000091105
ENSTNIP00000018024	ENSDARP00000060050
ENSTNIP00000019820	ENSDARP00000051255
ENSTNIP00000011660	ENSDARP00000067389
ENSTNIP00000014356	ENSDARP00000010978
ENSTNIP00000018248	ENSDARP00000107705
ENSTNIP00000014326	ENSDARP00000094398
ENSTNIP00000005932	ENSDARP00000067163
ENSTNIP00000017664	ENSDARP00000061534
ENSTNIP00000003863	ENSDARP00000048292
ENSTNIP00000007312	ENSDARP00000070128
ENSTNIP00000015585	ENSDARP00000031619
ENSTNIP00000004386	ENSDARP00000005897
ENSTNIP00000012149	ENSDARP00000073353
ENSTNIP00000015707	ENSDARP00000120790
ENSTNIP00000012139	ENSDARP00000066122
ENSTNIP00000010526	ENSDARP00000106212
ENSTNIP00000013866	ENSDARP00000056327
ENSTNIP00000003123	ENSDARP00000123230
ENSTNIP00000019660	ENSDARP00000027516
ENSTNIP00000020742	ENSDARP00000116745
ENSTNIP00000018322	ENSDARP00000004685
ENSTNIP00000009401	ENSDARP00000075659
ENSTNIP00000016352	ENSDARP00000067536
ENSTNIP00000014804	ENSDARP00000016309
ENSTNIP00000016004	ENSDARP00000096379
ENSTNIP00000010296	ENSDARP00000080256
ENSTNIP00000018411	ENSDARP00000088415
ENSTNIP00000019884	ENSDARP00000085221
ENSTNIP00000016132	ENSDARP00000089731
ENSTNIP00000019667	ENSDARP00000029101
ENSTNIP00000016793	ENSDARP00000117211
ENSTNIP00000019653	ENSDARP00000063623
ENSTNIP00000014436	ENSDARP00000013426
ENSTNIP00000000126	ENSDARP00000118364
ENSTNIP00000009922	ENSDARP00000119318
ENSTNIP00000011955	ENSDARP00000126515
ENSTNIP00000010583	ENSDARP00000129825
ENSTNIP00000006638	ENSDARP00000042973
ENSTNIP00000005572	ENSDARP00000040104
ENSTNIP00000009753	ENSDARP00000105593
ENSTNIP00000022750	ENSDARP00000118756
ENSTNIP00000018546	ENSDARP00000017590
ENSTNIP00000007743	ENSDARP00000124867
ENSTNIP00000004858	ENSDARP00000071570
ENSTNIP00000014320	ENSDARP00000125072
ENSTNIP00000012477	ENSDARP00000068422
ENSTNIP00000009778	ENSDARP00000110277
ENSTNIP00000013221	ENSDARP00000088030
ENSTNIP00000001298	ENSDARP00000054689
ENSTNIP00000008665	ENSDARP00000104572
ENSTNIP00000018761	ENSDARP00000108832
ENSTNIP00000018762	ENSDARP00000105440
ENSTNIP00000014163	ENSDARP00000075996
ENSTNIP00000016863	ENSDARP00000117551
ENSTNIP00000008990	ENSDARP00000070261
ENSTNIP00000021804	ENSDARP00000054330
ENSTNIP00000010747	ENSDARP00000046126
ENSTNIP00000015708	ENSDARP00000116281
ENSTNIP00000003549	ENSDARP00000043447
ENSTNIP00000000807	ENSDARP00000128526
ENSTNIP00000011554	ENSDARP00000110404
ENSTNIP00000013346	ENSDARP00000129115
ENSTNIP00000015326	ENSDARP00000013211
ENSTNIP00000001323	ENSDARP00000055712
ENSTNIP00000003438	ENSDARP00000091807
ENSTNIP00000022116	ENSDARP00000106432
ENSTNIP00000020920	ENSDARP00000116046
ENSTNIP00000011722	ENSDARP00000111592
ENSTNIP00000013523	ENSDARP00000043907
ENSTNIP00000008413	ENSDARP00000062414
ENSTNIP00000022889	ENSDARP00000107807
ENSTNIP00000007103	ENSDARP00000003828
ENSTNIP00000022966	ENSDARP00000066984
ENSTNIP00000013534	ENSDARP00000056885
ENSTNIP00000015728	ENSDARP00000119870
ENSTNIP00000005215	ENSDARP00000122514
ENSTNIP00000009653	ENSDARP00000097447
ENSTNIP00000020487	ENSDARP00000004163
ENSTNIP00000015562	ENSDARP00000096318
ENSTNIP00000021427	ENSDARP00000096863
ENSTNIP00000008324	ENSDARP00000035525
ENSTNIP00000021428	ENSDARP00000116909
ENSTNIP00000001932	ENSDARP00000032715
ENSTNIP00000011091	ENSDARP00000023007
ENSTNIP00000014653	ENSDARP00000026566
ENSTNIP00000018285	ENSDARP00000009670
ENSTNIP00000001211	ENSDARP00000075931
ENSTNIP00000009682	ENSDARP00000116935
ENSTNIP00000007336	ENSDARP00000052508
ENSTNIP00000015165	ENSDARP00000031354
ENSTNIP00000015141	ENSDARP00000116244
ENSTNIP00000010633	ENSDARP00000015466
ENSTNIP00000014082	ENSDARP00000115688
ENSTNIP00000022230	ENSDARP00000106018
ENSTNIP00000004211	ENSDARP00000084693
ENSTNIP00000002107	ENSDARP00000083725
ENSTNIP00000013834	ENSDARP00000030506
ENSTNIP00000005322	ENSDARP00000098245
ENSTNIP00000021012	ENSDARP00000063040
ENSTNIP00000013157	ENSDARP00000047125
ENSTNIP00000002578	ENSDARP00000108285
ENSTNIP00000003471	ENSDARP00000094436
ENSTNIP00000000989	ENSDARP00000047133
ENSTNIP00000007682	ENSDARP00000070632
ENSTNIP00000004123	ENSDARP00000093913
ENSTNIP00000012989	ENSDARP00000002263
ENSTNIP00000004134	ENSDARP00000010277
ENSTNIP00000004122	ENSDARP00000093809
ENSTNIP00000004121	ENSDARP00000093908
ENSTNIP00000004133	ENSDARP00000070639
ENSTNIP00000004114	ENSDARP00000023754
ENSTNIP00000004126	ENSDARP00000076791
ENSTNIP00000004120	ENSDARP00000093906
ENSTNIP00000004116	ENSDARP00000008458
ENSTNIP00000011583	ENSDARP00000107094
ENSTNIP00000008511	ENSDARP00000052852
ENSTNIP00000009201	ENSDARP00000121014
ENSTNIP00000010064	ENSDARP00000095276
ENSTNIP00000018176	ENSDARP00000082090
ENSTNIP00000013397	ENSDARP00000055273
ENSTNIP00000002792	ENSDARP00000030953
ENSTNIP00000002765	ENSDARP00000107251
ENSTNIP00000009700	ENSDARP00000127992
ENSTNIP00000007784	ENSDARP00000007626
ENSTNIP00000003816	ENSDARP00000121690
ENSTNIP00000010397	ENSDARP00000067047
ENSTNIP00000015005	ENSDARP00000100934
ENSTNIP00000021900	ENSDARP00000007770
ENSTNIP00000020386	ENSDARP00000099206
ENSTNIP00000000058	ENSDARP00000098267
ENSTNIP00000018985	ENSDARP00000121691
ENSTNIP00000016423	ENSDARP00000110571
ENSTNIP00000006932	ENSDARP00000072733
ENSTNIP00000022617	ENSDARP00000102729
ENSTNIP00000016591	ENSDARP00000108341
ENSTNIP00000007587	ENSDARP00000113570
ENSTNIP00000013449	ENSDARP00000058065
ENSTNIP00000016060	ENSDARP00000102233
ENSTNIP00000004757	ENSDARP00000052665
ENSTNIP00000012023	ENSDARP00000087800
ENSTNIP00000013208	ENSDARP00000087797
ENSTNIP00000005869	ENSDARP00000106789
ENSTNIP00000021547	ENSDARP00000017258
ENSTNIP00000005647	ENSDARP00000114827
ENSTNIP00000010971	ENSDARP00000018458
ENSTNIP00000013295	ENSDARP00000129394
ENSTNIP00000007273	ENSDARP00000122352
ENSTNIP00000017147	ENSDARP00000093898
ENSTNIP00000000771	ENSDARP00000053699
ENSTNIP00000008137	ENSDARP00000012585
ENSTNIP00000021113	ENSDARP00000086848
ENSTNIP00000012842	ENSDARP00000091211
ENSTNIP00000015221	ENSDARP00000127459
ENSTNIP00000022510	ENSDARP00000060335
ENSTNIP00000006275	ENSDARP00000092182
ENSTNIP00000014049	ENSDARP00000022120
ENSTNIP00000011829	ENSDARP00000117194
ENSTNIP00000001570	ENSDARP00000066197
ENSTNIP00000012898	ENSDARP00000072353
ENSTNIP00000010475	ENSDARP00000044598
ENSTNIP00000012111	ENSDARP00000129090
ENSTNIP00000007735	ENSDARP00000094047
ENSTNIP00000012754	ENSDARP00000073303
ENSTNIP00000021861	ENSDARP00000072270
ENSTNIP00000001792	ENSDARP00000121090
ENSTNIP00000017277	ENSDARP00000090058
ENSTNIP00000015214	ENSDARP00000019931
ENSTNIP00000017031	ENSDARP00000108181
ENSTNIP00000022062	ENSDARP00000104015
ENSTNIP00000011736	ENSDARP00000122524
ENSTNIP00000011737	ENSDARP00000084919
ENSTNIP00000009710	ENSDARP00000067496
ENSTNIP00000000036	ENSDARP00000124327
ENSTNIP00000019643	ENSDARP00000100380
ENSTNIP00000014821	ENSDARP00000057178
ENSTNIP00000019002	ENSDARP00000120778
ENSTNIP00000004394	ENSDARP00000107664
ENSTNIP00000013953	ENSDARP00000066963
ENSTNIP00000004196	ENSDARP00000086853
ENSTNIP00000003911	ENSDARP00000045815
ENSTNIP00000002869	ENSDARP00000023063
ENSTNIP00000017973	ENSDARP00000069948
ENSTNIP00000020257	ENSDARP00000034885
ENSTNIP00000013119	ENSDARP00000052583
ENSTNIP00000011233	ENSDARP00000106654
ENSTNIP00000000145	ENSDARP00000089204
ENSTNIP00000002557	ENSDARP00000105106
ENSTNIP00000019559	ENSDARP00000079786
ENSTNIP00000012470	ENSDARP00000077908
ENSTNIP00000015730	ENSDARP00000109376
ENSTNIP00000017547	ENSDARP00000054058
ENSTNIP00000013257	ENSDARP00000097989
ENSTNIP00000013008	ENSDARP00000096966
ENSTNIP00000008062	ENSDARP00000063836
ENSTNIP00000014610	ENSDARP00000049374
ENSTNIP00000019068	ENSDARP00000111598
ENSTNIP00000016966	ENSDARP00000067543
ENSTNIP00000002351	ENSDARP00000020901
ENSTNIP00000016308	ENSDARP00000106446
ENSTNIP00000008724	ENSDARP00000073594
ENSTNIP00000012851	ENSDARP00000074004
ENSTNIP00000021274	ENSDARP00000129415
ENSTNIP00000019052	ENSDARP00000057558
ENSTNIP00000009993	ENSDARP00000089676
ENSTNIP00000011715	ENSDARP00000023241
ENSTNIP00000011172	ENSDARP00000104095
ENSTNIP00000001469	ENSDARP00000112078
ENSTNIP00000001363	ENSDARP00000036300
ENSTNIP00000022245	ENSDARP00000092039
ENSTNIP00000008764	ENSDARP00000110942
ENSTNIP00000005672	ENSDARP00000120821
ENSTNIP00000017338	ENSDARP00000128403
ENSTNIP00000018220	ENSDARP00000017757
ENSTNIP00000009686	ENSDARP00000002818
ENSTNIP00000003526	ENSDARP00000054650
ENSTNIP00000019620	ENSDARP00000119367
ENSTNIP00000007352	ENSDARP00000127039
ENSTNIP00000010987	ENSDARP00000075441
ENSTNIP00000000815	ENSDARP00000071840
ENSTNIP00000009009	ENSDARP00000123937
ENSTNIP00000019918	ENSDARP00000097449
ENSTNIP00000019447	ENSDARP00000025519
ENSTNIP00000021419	ENSDARP00000066032
ENSTNIP00000020296	ENSDARP00000063054
ENSTNIP00000018789	ENSDARP00000091159
ENSTNIP00000014177	ENSDARP00000043880
ENSTNIP00000009246	ENSDARP00000025104
ENSTNIP00000007531	ENSDARP00000076218
ENSTNIP00000007314	ENSDARP00000017839
ENSTNIP00000009990	ENSDARP00000097603
ENSTNIP00000000458	ENSDARP00000059752
ENSTNIP00000022893	ENSDARP00000047467
ENSTNIP00000016542	ENSDARP00000006400
ENSTNIP00000000562	ENSDARP00000059761
ENSTNIP00000010451	ENSDARP00000070635
ENSTNIP00000002508	ENSDARP00000082898
ENSTNIP00000014662	ENSDARP00000033828
ENSTNIP00000014612	ENSDARP00000010427
ENSTNIP00000012056	ENSDARP00000032505
ENSTNIP00000009495	ENSDARP00000004030
ENSTNIP00000017908	ENSDARP00000020204
ENSTNIP00000021433	ENSDARP00000008423
ENSTNIP00000010406	ENSDARP00000119767
ENSTNIP00000005629	ENSDARP00000051848
ENSTNIP00000014759	ENSDARP00000105553
ENSTNIP00000014758	ENSDARP00000063358
ENSTNIP00000008284	ENSDARP00000022921
ENSTNIP00000001603	ENSDARP00000102619
ENSTNIP00000000869	ENSDARP00000043594
ENSTNIP00000014453	ENSDARP00000077698
ENSTNIP00000011614	ENSDARP00000066330
ENSTNIP00000001628	ENSDARP00000099154
ENSTNIP00000022102	ENSDARP00000055603
ENSTNIP00000017995	ENSDARP00000012652
ENSTNIP00000000761	ENSDARP00000126473
ENSTNIP00000015441	ENSDARP00000087984
ENSTNIP00000008878	ENSDARP00000108420
ENSTNIP00000000153	ENSDARP00000077498
ENSTNIP00000013236	ENSDARP00000015418
ENSTNIP00000009768	ENSDARP00000075639
ENSTNIP00000007931	ENSDARP00000026895
ENSTNIP00000005025	ENSDARP00000047109
ENSTNIP00000015715	ENSDARP00000048939
ENSTNIP00000021418	ENSDARP00000095319
ENSTNIP00000001566	ENSDARP00000096439
ENSTNIP00000013261	ENSDARP00000025827
ENSTNIP00000021575	ENSDARP00000038543
ENSTNIP00000012812	ENSDARP00000093342
ENSTNIP00000022026	ENSDARP00000107185
ENSTNIP00000014449	ENSDARP00000059178
ENSTNIP00000020648	ENSDARP00000091100
ENSTNIP00000003474	ENSDARP00000060665
ENSTNIP00000014914	ENSDARP00000127578
ENSTNIP00000018429	ENSDARP00000103874
ENSTNIP00000008533	ENSDARP00000097777
ENSTNIP00000005078	ENSDARP00000106594
ENSTNIP00000016749	ENSDARP00000106452
ENSTNIP00000016750	ENSDARP00000031280
ENSTNIP00000015655	ENSDARP00000066944
ENSTNIP00000004691	ENSDARP00000089477
ENSTNIP00000016514	ENSDARP00000102758
ENSTNIP00000005590	ENSDARP00000124758
ENSTNIP00000010717	ENSDARP00000111210
ENSTNIP00000016972	ENSDARP00000124220
ENSTNIP00000002116	ENSDARP00000002773
ENSTNIP00000014190	ENSDARP00000124118
ENSTNIP00000013314	ENSDARP00000099643
ENSTNIP00000018283	ENSDARP00000119869
ENSTNIP00000008680	ENSDARP00000045125
ENSTNIP00000010302	ENSDARP00000088783
ENSTNIP00000019791	ENSDARP00000092384
ENSTNIP00000002373	ENSDARP00000128285
ENSTNIP00000013062	ENSDARP00000006727
ENSTNIP00000000200	ENSDARP00000109337
ENSTNIP00000013043	ENSDARP00000118604
ENSTNIP00000015020	ENSDARP00000125736
ENSTNIP00000013406	ENSDARP00000079933
ENSTNIP00000018114	ENSDARP00000049892
ENSTNIP00000017624	ENSDARP00000124007
ENSTNIP00000019534	ENSDARP00000116813
ENSTNIP00000022119	ENSDARP00000099586
ENSTNIP00000017531	ENSDARP00000126522
ENSTNIP00000019443	ENSDARP00000057818
ENSTNIP00000021272	ENSDARP00000037399
ENSTNIP00000012963	ENSDARP00000129749
ENSTNIP00000004409	ENSDARP00000105218
ENSTNIP00000007608	ENSDARP00000107572
ENSTNIP00000022183	ENSDARP00000127510
ENSTNIP00000014586	ENSDARP00000088454
ENSTNIP00000010363	ENSDARP00000116598
ENSTNIP00000001450	ENSDARP00000088691
ENSTNIP00000006135	ENSDARP00000074197
ENSTNIP00000015556	ENSDARP00000003163
ENSTNIP00000005835	ENSDARP00000123898
ENSTNIP00000010775	ENSDARP00000122059
ENSTNIP00000021888	ENSDARP00000099554
ENSTNIP00000014961	ENSDARP00000093487
ENSTNIP00000006628	ENSDARP00000119989
ENSTNIP00000003039	ENSDARP00000031533
ENSTNIP00000018025	ENSDARP00000060053
ENSTNIP00000009872	ENSDARP00000101207
ENSTNIP00000012348	ENSDARP00000065932
ENSTNIP00000022741	ENSDARP00000049371
ENSTNIP00000001754	ENSDARP00000014515
ENSTNIP00000009728	ENSDARP00000023822
ENSTNIP00000014490	ENSDARP00000074455
ENSTNIP00000002269	ENSDARP00000045676
ENSTNIP00000020730	ENSDARP00000105581
ENSTNIP00000016074	ENSDARP00000092102
ENSTNIP00000015863	ENSDARP00000099059
ENSTNIP00000013177	ENSDARP00000127744
ENSTNIP00000010605	ENSDARP00000040541
ENSTNIP00000011025	ENSDARP00000120441
ENSTNIP00000010239	ENSDARP00000026889
ENSTNIP00000018781	ENSDARP00000113203
ENSTNIP00000008969	ENSDARP00000011006
ENSTNIP00000020646	ENSDARP00000110756
ENSTNIP00000018068	ENSDARP00000108063
ENSTNIP00000009122	ENSDARP00000073024
ENSTNIP00000006121	ENSDARP00000026490
ENSTNIP00000002628	ENSDARP00000023642
ENSTNIP00000021808	ENSDARP00000088468
ENSTNIP00000004969	ENSDARP00000122926
ENSTNIP00000008837	ENSDARP00000072768
ENSTNIP00000022644	ENSDARP00000098827
ENSTNIP00000018590	ENSDARP00000010740
ENSTNIP00000002679	ENSDARP00000016874
ENSTNIP00000018452	ENSDARP00000127964
ENSTNIP00000016431	ENSDARP00000116715
ENSTNIP00000001767	ENSDARP00000011755
ENSTNIP00000012274	ENSDARP00000090645
ENSTNIP00000015813	ENSDARP00000090642
ENSTNIP00000000600	ENSDARP00000095254
ENSTNIP00000015107	ENSDARP00000074903
ENSTNIP00000021039	ENSDARP00000024649
ENSTNIP00000015459	ENSDARP00000034763
ENSTNIP00000008440	ENSDARP00000058503
ENSTNIP00000003964	ENSDARP00000113259
