ENSMGAP00000004951	ENSP00000262384
ENSMGAP00000012858	ENSP00000312663
ENSMGAP00000006089	ENSP00000265371
ENSMGAP00000019818	ENSP00000353582
ENSMGAP00000015191	ENSP00000321573
ENSMGAP00000014112	ENSP00000296955
ENSMGAP00000015177	ENSP00000356771
ENSMGAP00000009485	ENSP00000353393
ENSMGAP00000015546	ENSP00000369320
ENSMGAP00000008902	ENSP00000268150
ENSMGAP00000018878	ENSP00000296591
ENSMGAP00000004662	ENSP00000360985
ENSMGAP00000018493	ENSP00000354398
ENSMGAP00000008511	ENSP00000248901
ENSMGAP00000014133	ENSP00000437554
ENSMGAP00000005202	ENSP00000273221
ENSMGAP00000009849	ENSP00000304586
ENSMGAP00000014795	ENSP00000256707
ENSMGAP00000010419	ENSP00000307298
ENSMGAP00000007333	ENSP00000297837
ENSMGAP00000000948	ENSP00000387593
ENSMGAP00000005847	ENSP00000345530
ENSMGAP00000000465	ENSP00000383199
ENSMGAP00000008975	ENSP00000352069
ENSMGAP00000003802	ENSP00000354621
ENSMGAP00000012957	ENSP00000379228
ENSMGAP00000006887	ENSP00000260983
ENSMGAP00000013384	ENSP00000348714
ENSMGAP00000012002	ENSP00000351539
ENSMGAP00000016330	ENSP00000409107
ENSMGAP00000000714	ENSP00000366902
ENSMGAP00000013389	ENSP00000338807
ENSMGAP00000005052	ENSP00000364895
ENSMGAP00000000620	ENSP00000433457
ENSMGAP00000000342	ENSP00000387757
ENSMGAP00000004812	ENSP00000362609
ENSMGAP00000006868	ENSP00000245663
ENSMGAP00000012186	ENSP00000387462
ENSMGAP00000007721	ENSP00000360777
ENSMGAP00000015375	ENSP00000409667
ENSMGAP00000013550	ENSP00000347792
ENSMGAP00000009616	ENSP00000384534
ENSMGAP00000004943	ENSP00000413937
ENSMGAP00000002698	ENSP00000362115
ENSMGAP00000001617	ENSP00000360154
ENSMGAP00000013117	ENSP00000380044
ENSMGAP00000012131	ENSP00000267890
ENSMGAP00000010516	ENSP00000469880
ENSMGAP00000005826	ENSP00000343027
ENSMGAP00000008251	ENSP00000248996
ENSMGAP00000000326	ENSP00000262494
ENSMGAP00000004075	ENSP00000232461
ENSMGAP00000005886	ENSP00000381339
ENSMGAP00000012563	ENSP00000078429
ENSMGAP00000007165	ENSP00000400717
ENSMGAP00000018491	ENSP00000348368
ENSMGAP00000009780	ENSP00000359478
ENSMGAP00000015801	ENSP00000366084
ENSMGAP00000009001	ENSP00000285238
ENSMGAP00000007162	ENSP00000374467
ENSMGAP00000010853	ENSP00000382423
ENSMGAP00000016902	ENSP00000365005
ENSMGAP00000001209	ENSP00000354927
ENSMGAP00000015541	ENSP00000345629
ENSMGAP00000013731	ENSP00000351908
ENSMGAP00000009654	ENSP00000360626
ENSMGAP00000007085	ENSP00000312129
ENSMGAP00000017444	ENSP00000304127
ENSMGAP00000013094	ENSP00000435954
ENSMGAP00000003237	ENSP00000307694
ENSMGAP00000016803	ENSP00000287042
ENSMGAP00000016561	ENSP00000385968
ENSMGAP00000016901	ENSP00000295082
ENSMGAP00000004731	ENSP00000360806
ENSMGAP00000019551	ENSP00000371514
ENSMGAP00000015702	ENSP00000233969
ENSMGAP00000015703	ENSP00000295269
ENSMGAP00000000927	ENSP00000263980
ENSMGAP00000001505	ENSP00000299798
ENSMGAP00000001449	ENSP00000264938
ENSMGAP00000010788	ENSP00000342105
ENSMGAP00000003439	ENSP00000356076
ENSMGAP00000015408	ENSP00000381932
ENSMGAP00000013846	ENSP00000385571
ENSMGAP00000000719	ENSP00000304226
ENSMGAP00000016176	ENSP00000247881
ENSMGAP00000012748	ENSP00000271971
ENSMGAP00000008800	ENSP00000355837
ENSMGAP00000012038	ENSP00000380349
ENSMGAP00000017221	ENSP00000295006
ENSMGAP00000005348	ENSP00000295055
ENSMGAP00000005510	ENSP00000385247
ENSMGAP00000009020	ENSP00000375844
ENSMGAP00000006504	ENSP00000317214
ENSMGAP00000016199	ENSP00000278559
ENSMGAP00000001571	ENSP00000334714
ENSMGAP00000014759	ENSP00000262113
ENSMGAP00000011168	ENSP00000442795
ENSMGAP00000010998	ENSP00000358770
ENSMGAP00000009441	ENSP00000376317
ENSMGAP00000014528	ENSP00000013125
ENSMGAP00000015692	ENSP00000314363
ENSMGAP00000007738	ENSP00000400010
ENSMGAP00000011568	ENSP00000266688
ENSMGAP00000011089	ENSP00000283228
ENSMGAP00000000505	ENSP00000309116
ENSMGAP00000011064	ENSP00000334928
ENSMGAP00000009270	ENSP00000380565
ENSMGAP00000006311	ENSP00000307078
ENSMGAP00000011909	ENSP00000265148
ENSMGAP00000004439	ENSP00000362387
ENSMGAP00000011658	ENSP00000307701
ENSMGAP00000000374	ENSP00000396270
ENSMGAP00000007642	ENSP00000247986
ENSMGAP00000007677	ENSP00000364864
ENSMGAP00000014903	ENSP00000264712
ENSMGAP00000009410	ENSP00000368020
ENSMGAP00000008765	ENSP00000343535
ENSMGAP00000005728	ENSP00000339957
ENSMGAP00000007489	ENSP00000354878
ENSMGAP00000000466	ENSP00000411831
ENSMGAP00000006413	ENSP00000331620
ENSMGAP00000004064	ENSP00000362111
ENSMGAP00000011992	ENSP00000294383
ENSMGAP00000001026	ENSP00000381577
ENSMGAP00000012260	ENSP00000324020
ENSMGAP00000008641	ENSP00000377934
ENSMGAP00000006255	ENSP00000297814
ENSMGAP00000010865	ENSP00000361140
ENSMGAP00000005895	ENSP00000253188
ENSMGAP00000003550	ENSP00000455064
ENSMGAP00000005611	ENSP00000023064
ENSMGAP00000002391	ENSP00000280612
ENSMGAP00000006266	ENSP00000345659
ENSMGAP00000007908	ENSP00000300900
ENSMGAP00000011564	ENSP00000314407
ENSMGAP00000000075	ENSP00000358107
ENSMGAP00000003856	ENSP00000178638
ENSMGAP00000003473	ENSP00000366654
ENSMGAP00000002235	ENSP00000367608
ENSMGAP00000006789	ENSP00000225916
ENSMGAP00000019188	ENSP00000376534
ENSMGAP00000013130	ENSP00000353458
ENSMGAP00000013194	ENSP00000355245
ENSMGAP00000002859	ENSP00000381499
ENSMGAP00000007391	ENSP00000396259
ENSMGAP00000017071	ENSP00000382783
ENSMGAP00000017063	ENSP00000286808
ENSMGAP00000001569	ENSP00000409544
ENSMGAP00000006936	ENSP00000378577
ENSMGAP00000005119	ENSP00000441283
ENSMGAP00000016800	ENSP00000356133
ENSMGAP00000007606	ENSP00000295522
ENSMGAP00000006920	ENSP00000296387
ENSMGAP00000001074	ENSP00000256261
ENSMGAP00000006060	ENSP00000361785
ENSMGAP00000006062	ENSP00000340609
ENSMGAP00000015278	ENSP00000354483
ENSMGAP00000001860	ENSP00000226004
ENSMGAP00000016446	ENSP00000466299
ENSMGAP00000000240	ENSP00000385885
ENSMGAP00000004185	ENSP00000345281
ENSMGAP00000007397	ENSP00000341658
ENSMGAP00000011201	ENSP00000380153
ENSMGAP00000017162	ENSP00000333196
ENSMGAP00000011998	ENSP00000360296
ENSMGAP00000003771	ENSP00000264775
ENSMGAP00000002703	ENSP00000352962
ENSMGAP00000007304	ENSP00000359204
ENSMGAP00000007320	ENSP00000263177
ENSMGAP00000003905	ENSP00000364008
ENSMGAP00000004423	ENSP00000358723
ENSMGAP00000015794	ENSP00000245304
ENSMGAP00000011303	ENSP00000319096
ENSMGAP00000017170	ENSP00000325836
ENSMGAP00000016904	ENSP00000364919
ENSMGAP00000013414	ENSP00000216127
ENSMGAP00000004250	ENSP00000225688
ENSMGAP00000003767	ENSP00000268864
ENSMGAP00000007990	ENSP00000353824
ENSMGAP00000000269	ENSP00000362608
ENSMGAP00000003358	ENSP00000351475
ENSMGAP00000002625	ENSP00000349298
ENSMGAP00000004885	ENSP00000350032
ENSMGAP00000010203	ENSP00000344666
ENSMGAP00000016059	ENSP00000384136
ENSMGAP00000000172	ENSP00000353408
ENSMGAP00000000683	ENSP00000312070
ENSMGAP00000016498	ENSP00000442186
ENSMGAP00000015859	ENSP00000386653
ENSMGAP00000010929	ENSP00000441802
ENSMGAP00000000666	ENSP00000287008
ENSMGAP00000002331	ENSP00000355082
ENSMGAP00000000690	ENSP00000231484
ENSMGAP00000004121	ENSP00000362125
ENSMGAP00000015858	ENSP00000367151
ENSMGAP00000002223	ENSP00000458537
ENSMGAP00000005598	ENSP00000365116
ENSMGAP00000001259	ENSP00000293636
ENSMGAP00000015876	ENSP00000337572
ENSMGAP00000018973	ENSP00000412178
ENSMGAP00000014019	ENSP00000288490
ENSMGAP00000008487	ENSP00000284061
ENSMGAP00000013191	ENSP00000258829
ENSMGAP00000003347	ENSP00000327758
ENSMGAP00000012161	ENSP00000350549
ENSMGAP00000012163	ENSP00000341108
ENSMGAP00000003140	ENSP00000429553
ENSMGAP00000010569	ENSP00000359215
ENSMGAP00000000095	ENSP00000233638
ENSMGAP00000008329	ENSP00000361636
ENSMGAP00000000614	ENSP00000232975
ENSMGAP00000013771	ENSP00000349467
ENSMGAP00000003741	ENSP00000294288
ENSMGAP00000006617	ENSP00000324960
ENSMGAP00000008865	ENSP00000317310
ENSMGAP00000010396	ENSP00000419081
ENSMGAP00000017836	ENSP00000271651
ENSMGAP00000000322	ENSP00000357981
ENSMGAP00000001099	ENSP00000414904
ENSMGAP00000011001	ENSP00000220166
ENSMGAP00000003995	ENSP00000264553
ENSMGAP00000003479	ENSP00000332139
ENSMGAP00000008490	ENSP00000269503
ENSMGAP00000009516	ENSP00000064571
ENSMGAP00000016884	ENSP00000298943
ENSMGAP00000015489	ENSP00000395220
ENSMGAP00000013583	ENSP00000297239
ENSMGAP00000016167	ENSP00000346576
ENSMGAP00000005627	ENSP00000374036
ENSMGAP00000003348	ENSP00000272895
ENSMGAP00000007898	ENSP00000359245
ENSMGAP00000007820	ENSP00000363868
ENSMGAP00000000563	ENSP00000344155
ENSMGAP00000010405	ENSP00000261187
ENSMGAP00000013183	ENSP00000321735
ENSMGAP00000005492	ENSP00000463978
ENSMGAP00000009652	ENSP00000390564
ENSMGAP00000008616	ENSP00000360855
ENSMGAP00000006003	ENSP00000295190
ENSMGAP00000001913	ENSP00000358794
ENSMGAP00000001354	ENSP00000357535
ENSMGAP00000006664	ENSP00000364883
ENSMGAP00000011716	ENSP00000360577
ENSMGAP00000007689	ENSP00000221418
ENSMGAP00000003859	ENSP00000369461
ENSMGAP00000006933	ENSP00000476295
ENSMGAP00000004373	ENSP00000368517
ENSMGAP00000003314	ENSP00000308893
ENSMGAP00000008373	ENSP00000362734
ENSMGAP00000014251	ENSP00000328169
ENSMGAP00000006244	ENSP00000254958
ENSMGAP00000004585	ENSP00000256646
ENSMGAP00000005966	ENSP00000345229
ENSMGAP00000011511	ENSP00000349893
ENSMGAP00000014085	ENSP00000340292
ENSMGAP00000005676	ENSP00000356370
ENSMGAP00000012818	ENSP00000355718
ENSMGAP00000011650	ENSP00000249749
ENSMGAP00000009185	ENSP00000350541
ENSMGAP00000011485	ENSP00000265162
ENSMGAP00000008196	ENSP00000296754
ENSMGAP00000007110	ENSP00000231368
ENSMGAP00000011241	ENSP00000261180
ENSMGAP00000008181	ENSP00000299727
ENSMGAP00000004111	ENSP00000329684
ENSMGAP00000013266	ENSP00000330138
ENSMGAP00000013209	ENSP00000267377
ENSMGAP00000002846	ENSP00000255008
ENSMGAP00000011340	ENSP00000265572
ENSMGAP00000013438	ENSP00000394624
ENSMGAP00000001077	ENSP00000234961
ENSMGAP00000006644	ENSP00000336764
ENSMGAP00000016481	ENSP00000358783
ENSMGAP00000016774	ENSP00000330284
ENSMGAP00000002510	ENSP00000302621
ENSMGAP00000001300	ENSP00000389128
ENSMGAP00000004599	ENSP00000355396
ENSMGAP00000010398	ENSP00000326759
ENSMGAP00000009581	ENSP00000273261
ENSMGAP00000014271	ENSP00000416015
ENSMGAP00000005609	ENSP00000256194
ENSMGAP00000018046	ENSP00000351664
ENSMGAP00000016543	ENSP00000416683
ENSMGAP00000016706	ENSP00000295057
ENSMGAP00000016538	ENSP00000386357
ENSMGAP00000016261	ENSP00000355187
ENSMGAP00000012834	ENSP00000216241
ENSMGAP00000009381	ENSP00000423812
ENSMGAP00000004815	ENSP00000263991
ENSMGAP00000006203	ENSP00000261503
ENSMGAP00000002107	ENSP00000297508
ENSMGAP00000009072	ENSP00000373964
ENSMGAP00000009934	ENSP00000406485
ENSMGAP00000013158	ENSP00000215957
ENSMGAP00000018677	ENSP00000351593
ENSMGAP00000014421	ENSP00000254301
ENSMGAP00000012376	ENSP00000435460
ENSMGAP00000018924	ENSP00000341032
ENSMGAP00000005337	ENSP00000285018
ENSMGAP00000014182	ENSP00000380379
ENSMGAP00000006059	ENSP00000417310
ENSMGAP00000008909	ENSP00000222462
ENSMGAP00000009122	ENSP00000265441
ENSMGAP00000006855	ENSP00000290167
ENSMGAP00000016204	ENSP00000325526
ENSMGAP00000011906	ENSP00000233948
ENSMGAP00000018056	ENSP00000225512
ENSMGAP00000017736	ENSP00000284523
ENSMGAP00000001909	ENSP00000333799
ENSMGAP00000009961	ENSP00000362937
ENSMGAP00000014530	ENSP00000305721
ENSMGAP00000008358	ENSP00000359356
ENSMGAP00000009281	ENSP00000445905
ENSMGAP00000018386	ENSP00000225235
ENSMGAP00000013023	ENSP00000261439
ENSMGAP00000010889	ENSP00000394720
ENSMGAP00000010623	ENSP00000210633
ENSMGAP00000006653	ENSP00000416523
ENSMGAP00000005229	ENSP00000284136
ENSMGAP00000003557	ENSP00000231721
ENSMGAP00000005371	ENSP00000303212
ENSMGAP00000004026	ENSP00000002829
ENSMGAP00000005689	ENSP00000265361
ENSMGAP00000010200	ENSP00000385795
ENSMGAP00000007467	ENSP00000307411
ENSMGAP00000000252	ENSP00000350267
ENSMGAP00000008535	ENSP00000373340
ENSMGAP00000007949	ENSP00000216267
ENSMGAP00000015631	ENSP00000218343
ENSMGAP00000004710	ENSP00000226319
ENSMGAP00000008583	ENSP00000378451
ENSMGAP00000011095	ENSP00000354689
ENSMGAP00000007619	ENSP00000366586
ENSMGAP00000011803	ENSP00000378310
ENSMGAP00000012756	ENSP00000377112
ENSMGAP00000008819	ENSP00000387694
ENSMGAP00000003997	ENSP00000395983
ENSMGAP00000007529	ENSP00000269187
ENSMGAP00000009916	ENSP00000262461
ENSMGAP00000006959	ENSP00000379822
ENSMGAP00000013330	ENSP00000356297
ENSMGAP00000009567	ENSP00000216862
ENSMGAP00000011923	ENSP00000258415
ENSMGAP00000012290	ENSP00000334128
ENSMGAP00000000422	ENSP00000316845
ENSMGAP00000005625	ENSP00000253401
ENSMGAP00000004533	ENSP00000361009
ENSMGAP00000014024	ENSP00000261835
ENSMGAP00000002357	ENSP00000268053
ENSMGAP00000013467	ENSP00000437188
ENSMGAP00000003512	ENSP00000250617
ENSMGAP00000015760	ENSP00000364893
ENSMGAP00000008360	ENSP00000363708
ENSMGAP00000011643	ENSP00000351905
ENSMGAP00000013346	ENSP00000241416
ENSMGAP00000004236	ENSP00000340361
ENSMGAP00000013597	ENSP00000263640
ENSMGAP00000009400	ENSP00000373574
ENSMGAP00000013587	ENSP00000243349
ENSMGAP00000001585	ENSP00000364133
ENSMGAP00000017605	ENSP00000361107
ENSMGAP00000018644	ENSP00000401907
ENSMGAP00000013624	ENSP00000430676
ENSMGAP00000003791	ENSP00000361952
ENSMGAP00000017751	ENSP00000306275
ENSMGAP00000004819	ENSP00000285735
ENSMGAP00000016581	ENSP00000272233
ENSMGAP00000010712	ENSP00000308576
ENSMGAP00000017382	ENSP00000267205
ENSMGAP00000010999	ENSP00000362328
ENSMGAP00000010995	ENSP00000391498
ENSMGAP00000016320	ENSP00000312811
ENSMGAP00000009829	ENSP00000394033
ENSMGAP00000013404	ENSP00000364886
ENSMGAP00000003852	ENSP00000466680
ENSMGAP00000001789	ENSP00000340299
ENSMGAP00000000774	ENSP00000363257
ENSMGAP00000001486	ENSP00000349689
ENSMGAP00000001116	ENSP00000384716
ENSMGAP00000001387	ENSP00000303248
ENSMGAP00000013658	ENSP00000441235
ENSMGAP00000005702	ENSP00000384708
ENSMGAP00000010812	ENSP00000343656
ENSMGAP00000010230	ENSP00000380271
ENSMGAP00000015427	ENSP00000381588
ENSMGAP00000015437	ENSP00000291532
ENSMGAP00000003666	ENSP00000416037
ENSMGAP00000007533	ENSP00000264400
ENSMGAP00000007730	ENSP00000377037
ENSMGAP00000000508	ENSP00000379154
ENSMGAP00000013311	ENSP00000334962
ENSMGAP00000000611	ENSP00000278742
ENSMGAP00000015240	ENSP00000411645
ENSMGAP00000006023	ENSP00000399324
ENSMGAP00000012158	ENSP00000371790
ENSMGAP00000017135	ENSP00000264664
ENSMGAP00000007342	ENSP00000267843
ENSMGAP00000015775	ENSP00000365301
ENSMGAP00000007512	ENSP00000311697
ENSMGAP00000014680	ENSP00000228837
ENSMGAP00000018350	ENSP00000168712
ENSMGAP00000019214	ENSP00000380697
ENSMGAP00000002511	ENSP00000349770
ENSMGAP00000004262	ENSP00000355988
ENSMGAP00000009208	ENSP00000245414
ENSMGAP00000006381	ENSP00000377218
ENSMGAP00000004202	ENSP00000370343
ENSMGAP00000007466	ENSP00000268638
ENSMGAP00000014810	ENSP00000343701
ENSMGAP00000004745	ENSP00000362728
ENSMGAP00000014129	ENSP00000357552
ENSMGAP00000014542	ENSP00000358831
ENSMGAP00000003194	ENSP00000346693
ENSMGAP00000014733	ENSP00000438095
ENSMGAP00000003872	ENSP00000330878
ENSMGAP00000010120	ENSP00000361536
ENSMGAP00000019571	ENSP00000277942
ENSMGAP00000011117	ENSP00000377948
ENSMGAP00000014718	ENSP00000359899
ENSMGAP00000016126	ENSP00000243673
ENSMGAP00000004297	ENSP00000362403
ENSMGAP00000006097	ENSP00000303325
ENSMGAP00000003419	ENSP00000303522
ENSMGAP00000001674	ENSP00000354652
ENSMGAP00000016268	ENSP00000363431
ENSMGAP00000018979	ENSP00000423917
ENSMGAP00000017173	ENSP00000332591
ENSMGAP00000018727	ENSP00000360549
ENSMGAP00000000182	ENSP00000221742
ENSMGAP00000002997	ENSP00000265113
ENSMGAP00000005162	ENSP00000262352
ENSMGAP00000004503	ENSP00000234256
ENSMGAP00000010742	ENSP00000278379
ENSMGAP00000000302	ENSP00000436047
ENSMGAP00000013829	ENSP00000366549
ENSMGAP00000003921	ENSP00000225276
ENSMGAP00000003904	ENSP00000156626
ENSMGAP00000000983	ENSP00000377257
ENSMGAP00000015699	ENSP00000387211
ENSMGAP00000015693	ENSP00000330959
ENSMGAP00000017757	ENSP00000233954
ENSMGAP00000007552	ENSP00000314807
ENSMGAP00000015700	ENSP00000264260
ENSMGAP00000012962	ENSP00000019103
ENSMGAP00000001602	ENSP00000379514
ENSMGAP00000005188	ENSP00000262178
ENSMGAP00000001280	ENSP00000320180
ENSMGAP00000001595	ENSP00000262441
ENSMGAP00000011032	ENSP00000362353
ENSMGAP00000005407	ENSP00000383558
ENSMGAP00000002798	ENSP00000340943
ENSMGAP00000002429	ENSP00000321999
ENSMGAP00000004446	ENSP00000386972
ENSMGAP00000008657	ENSP00000257895
ENSMGAP00000007012	ENSP00000199936
ENSMGAP00000001345	ENSP00000316786
ENSMGAP00000007011	ENSP00000376184
ENSMGAP00000004033	ENSP00000378887
ENSMGAP00000014355	ENSP00000216500
ENSMGAP00000000423	ENSP00000225823
ENSMGAP00000006804	ENSP00000300061
ENSMGAP00000006746	ENSP00000345751
ENSMGAP00000014814	ENSP00000353292
ENSMGAP00000002836	ENSP00000368411
ENSMGAP00000001011	ENSP00000442477
ENSMGAP00000013079	ENSP00000430711
ENSMGAP00000008362	ENSP00000305877
ENSMGAP00000010379	ENSP00000241256
ENSMGAP00000015919	ENSP00000218721
ENSMGAP00000015008	ENSP00000339867
ENSMGAP00000005783	ENSP00000359532
ENSMGAP00000004864	ENSP00000365256
ENSMGAP00000015591	ENSP00000370213
ENSMGAP00000002141	ENSP00000261514
ENSMGAP00000009342	ENSP00000372193
ENSMGAP00000006265	ENSP00000234488
ENSMGAP00000002125	ENSP00000239144
ENSMGAP00000019462	ENSP00000315949
ENSMGAP00000017014	ENSP00000243108
ENSMGAP00000002119	ENSP00000239151
ENSMGAP00000011113	ENSP00000302548
ENSMGAP00000019594	ENSP00000317257
ENSMGAP00000002606	ENSP00000439018
ENSMGAP00000008225	ENSP00000268720
ENSMGAP00000007562	ENSP00000329748
ENSMGAP00000013679	ENSP00000229330
ENSMGAP00000002686	ENSP00000334140
ENSMGAP00000006122	ENSP00000225719
ENSMGAP00000010953	ENSP00000448517
ENSMGAP00000014496	ENSP00000352282
ENSMGAP00000014502	ENSP00000298307
ENSMGAP00000000975	ENSP00000215739
ENSMGAP00000009683	ENSP00000359446
ENSMGAP00000001155	ENSP00000223357
ENSMGAP00000008075	ENSP00000259371
ENSMGAP00000002094	ENSP00000356621
ENSMGAP00000003043	ENSP00000341905
ENSMGAP00000006115	ENSP00000286364
ENSMGAP00000005410	ENSP00000450244
ENSMGAP00000008679	ENSP00000299608
ENSMGAP00000000799	ENSP00000286091
ENSMGAP00000010947	ENSP00000300289
ENSMGAP00000012394	ENSP00000266397
ENSMGAP00000009210	ENSP00000219406
ENSMGAP00000010688	ENSP00000305465
ENSMGAP00000016153	ENSP00000243662
ENSMGAP00000013223	ENSP00000356465
ENSMGAP00000007318	ENSP00000265062
ENSMGAP00000015577	ENSP00000420127
ENSMGAP00000007144	ENSP00000361666
ENSMGAP00000015129	ENSP00000358515
ENSMGAP00000009170	ENSP00000245407
ENSMGAP00000009117	ENSP00000200652
ENSMGAP00000013063	ENSP00000275300
ENSMGAP00000014201	ENSP00000357915
ENSMGAP00000012897	ENSP00000353512
ENSMGAP00000013833	ENSP00000263549
ENSMGAP00000011123	ENSP00000420612
ENSMGAP00000006253	ENSP00000361850
ENSMGAP00000002695	ENSP00000220809
ENSMGAP00000013617	ENSP00000372224
ENSMGAP00000011430	ENSP00000277903
ENSMGAP00000002806	ENSP00000414287
ENSMGAP00000005628	ENSP00000222390
ENSMGAP00000005093	ENSP00000228841
ENSMGAP00000003079	ENSP00000223167
ENSMGAP00000005744	ENSP00000366314
ENSMGAP00000004614	ENSP00000437849
ENSMGAP00000007544	ENSP00000320239
ENSMGAP00000006001	ENSP00000354006
ENSMGAP00000003839	ENSP00000381023
ENSMGAP00000002375	ENSP00000323926
ENSMGAP00000008007	ENSP00000155858
ENSMGAP00000006761	ENSP00000417222
ENSMGAP00000015904	ENSP00000181383
ENSMGAP00000008635	ENSP00000272852
ENSMGAP00000011859	ENSP00000297770
ENSMGAP00000000360	ENSP00000400906
ENSMGAP00000000787	ENSP00000363019
ENSMGAP00000009499	ENSP00000386788
ENSMGAP00000018726	ENSP00000470498
ENSMGAP00000007192	ENSP00000325527
ENSMGAP00000019475	ENSP00000416341
ENSMGAP00000004965	ENSP00000334186
ENSMGAP00000005964	ENSP00000389252
ENSMGAP00000012439	ENSP00000360108
ENSMGAP00000007573	ENSP00000314499
ENSMGAP00000012171	ENSP00000171887
ENSMGAP00000002500	ENSP00000254051
ENSMGAP00000009325	ENSP00000262039
ENSMGAP00000002505	ENSP00000356155
ENSMGAP00000014352	ENSP00000404845
ENSMGAP00000017957	ENSP00000366563
ENSMGAP00000010212	ENSP00000263967
ENSMGAP00000010147	ENSP00000377357
ENSMGAP00000011393	ENSP00000358413
ENSMGAP00000016034	ENSP00000371905
ENSMGAP00000009693	ENSP00000355896
ENSMGAP00000017196	ENSP00000257868
ENSMGAP00000006304	ENSP00000260950
ENSMGAP00000012222	ENSP00000296127
ENSMGAP00000007379	ENSP00000456782
ENSMGAP00000018796	ENSP00000370303
ENSMGAP00000003443	ENSP00000295228
ENSMGAP00000012906	ENSP00000242208
ENSMGAP00000004800	ENSP00000308716
ENSMGAP00000002793	ENSP00000264601
ENSMGAP00000003932	ENSP00000304376
ENSMGAP00000015756	ENSP00000267328
ENSMGAP00000011428	ENSP00000273047
ENSMGAP00000003131	ENSP00000353444
ENSMGAP00000001764	ENSP00000405176
ENSMGAP00000004701	ENSP00000324573
ENSMGAP00000008031	ENSP00000246080
ENSMGAP00000011259	ENSP00000294339
ENSMGAP00000017035	ENSP00000302189
ENSMGAP00000010318	ENSP00000297029
ENSMGAP00000008002	ENSP00000362924
ENSMGAP00000012021	ENSP00000248444
ENSMGAP00000011091	ENSP00000295927
ENSMGAP00000002477	ENSP00000415034
ENSMGAP00000014261	ENSP00000327545
ENSMGAP00000006041	ENSP00000307549
ENSMGAP00000001119	ENSP00000265634
ENSMGAP00000009346	ENSP00000293922
ENSMGAP00000008273	ENSP00000320563
ENSMGAP00000007064	ENSP00000373433
ENSMGAP00000010309	ENSP00000222399
ENSMGAP00000009814	ENSP00000305941
ENSMGAP00000015560	ENSP00000369643
ENSMGAP00000003263	ENSP00000359682
ENSMGAP00000013661	ENSP00000258042
ENSMGAP00000001294	ENSP00000258341
ENSMGAP00000001201	ENSP00000264144
ENSMGAP00000005501	ENSP00000354360
ENSMGAP00000009662	ENSP00000374309
ENSMGAP00000015824	ENSP00000366416
ENSMGAP00000003676	ENSP00000315011
ENSMGAP00000010618	ENSP00000324532
ENSMGAP00000005615	ENSP00000252999
ENSMGAP00000016324	ENSP00000302846
ENSMGAP00000014565	ENSP00000245457
ENSMGAP00000013006	ENSP00000364907
ENSMGAP00000007998	ENSP00000371341
ENSMGAP00000009703	ENSP00000359793
ENSMGAP00000016676	ENSP00000393333
ENSMGAP00000014917	ENSP00000380638
ENSMGAP00000005183	ENSP00000371067
ENSMGAP00000017984	ENSP00000296125
ENSMGAP00000008077	ENSP00000355330
ENSMGAP00000004738	ENSP00000200181
ENSMGAP00000015776	ENSP00000365351
ENSMGAP00000000621	ENSP00000380948
ENSMGAP00000006227	ENSP00000379350
ENSMGAP00000004833	ENSP00000202625
ENSMGAP00000004890	ENSP00000300215
ENSMGAP00000011573	ENSP00000283249
ENSMGAP00000011812	ENSP00000222573
ENSMGAP00000012742	ENSP00000296181
ENSMGAP00000016262	ENSP00000362777
ENSMGAP00000016466	ENSP00000476312
