ENSP00000262384	ENSLOCP00000009128
ENSP00000358698	ENSLOCP00000012665
ENSP00000290167	ENSLOCP00000001288
ENSP00000325526	ENSLOCP00000005720
ENSP00000293549	ENSLOCP00000009453
ENSP00000284523	ENSLOCP00000011229
ENSP00000362937	ENSLOCP00000004361
ENSP00000359356	ENSLOCP00000005633
ENSP00000445905	ENSLOCP00000007938
ENSP00000225235	ENSLOCP00000007223
ENSP00000386921	ENSLOCP00000012441
ENSP00000261439	ENSLOCP00000015878
ENSP00000306844	ENSLOCP00000019201
ENSP00000210633	ENSLOCP00000015563
ENSP00000416523	ENSLOCP00000014463
ENSP00000350547	ENSLOCP00000001706
ENSP00000284136	ENSLOCP00000020258
ENSP00000265362	ENSLOCP00000020255
ENSP00000231721	ENSLOCP00000017635
ENSP00000303212	ENSLOCP00000020247
ENSP00000002829	ENSLOCP00000013395
ENSP00000265361	ENSLOCP00000019743
ENSP00000385795	ENSLOCP00000013720
ENSP00000316426	ENSLOCP00000016864
ENSP00000307411	ENSLOCP00000014476
ENSP00000350267	ENSLOCP00000013609
ENSP00000373340	ENSLOCP00000017876
ENSP00000216267	ENSLOCP00000019767
ENSP00000218343	ENSLOCP00000009839
ENSP00000226319	ENSLOCP00000013043
ENSP00000378451	ENSLOCP00000012496
ENSP00000354689	ENSLOCP00000007532
ENSP00000366586	ENSLOCP00000013356
ENSP00000378310	ENSLOCP00000014887
ENSP00000377112	ENSLOCP00000003248
ENSP00000387694	ENSLOCP00000008282
ENSP00000386766	ENSLOCP00000006121
ENSP00000266980	ENSLOCP00000005497
ENSP00000269187	ENSLOCP00000015729
ENSP00000379822	ENSLOCP00000016303
ENSP00000386733	ENSLOCP00000018122
ENSP00000356297	ENSLOCP00000019969
ENSP00000216862	ENSLOCP00000002954
ENSP00000258415	ENSLOCP00000010937
ENSP00000316845	ENSLOCP00000011887
ENSP00000253401	ENSLOCP00000017974
ENSP00000361009	ENSLOCP00000001819
ENSP00000288368	ENSLOCP00000005172
ENSP00000268053	ENSLOCP00000018379
ENSP00000250617	ENSLOCP00000018632
ENSP00000363708	ENSLOCP00000012450
ENSP00000257863	ENSLOCP00000006786
ENSP00000351905	ENSLOCP00000002712
ENSP00000241416	ENSLOCP00000001533
ENSP00000340361	ENSLOCP00000012172
ENSP00000263640	ENSLOCP00000007079
ENSP00000373574	ENSLOCP00000009245
ENSP00000243349	ENSLOCP00000007060
ENSP00000442656	ENSLOCP00000009265
ENSP00000364133	ENSLOCP00000013083
ENSP00000361107	ENSLOCP00000015359
ENSP00000401907	ENSLOCP00000015945
ENSP00000306275	ENSLOCP00000020233
ENSP00000282146	ENSLOCP00000010974
ENSP00000285735	ENSLOCP00000012596
ENSP00000272233	ENSLOCP00000021979
ENSP00000267205	ENSLOCP00000006224
ENSP00000355580	ENSLOCP00000020001
ENSP00000263372	ENSLOCP00000017887
ENSP00000362328	ENSLOCP00000021230
ENSP00000391498	ENSLOCP00000021229
ENSP00000312811	ENSLOCP00000010320
ENSP00000444948	ENSLOCP00000000249
ENSP00000308461	ENSLOCP00000008942
ENSP00000364886	ENSLOCP00000001797
ENSP00000466680	ENSLOCP00000014017
ENSP00000340299	ENSLOCP00000009956
ENSP00000349689	ENSLOCP00000018809
ENSP00000384716	ENSLOCP00000003042
ENSP00000303248	ENSLOCP00000009862
ENSP00000298386	ENSLOCP00000009876
ENSP00000266674	ENSLOCP00000020018
ENSP00000441235	ENSLOCP00000010854
ENSP00000384708	ENSLOCP00000020084
ENSP00000343656	ENSLOCP00000014186
ENSP00000408322	ENSLOCP00000016677
ENSP00000380271	ENSLOCP00000009114
ENSP00000395708	ENSLOCP00000006342
ENSP00000291532	ENSLOCP00000004583
ENSP00000299882	ENSLOCP00000005335
ENSP00000416037	ENSLOCP00000008164
ENSP00000264400	ENSLOCP00000008629
ENSP00000377037	ENSLOCP00000012296
ENSP00000379154	ENSLOCP00000014108
ENSP00000262626	ENSLOCP00000004099
ENSP00000334962	ENSLOCP00000013730
ENSP00000278742	ENSLOCP00000001263
ENSP00000411645	ENSLOCP00000005292
ENSP00000399324	ENSLOCP00000016845
ENSP00000180166	ENSLOCP00000017213
ENSP00000371790	ENSLOCP00000001996
ENSP00000264664	ENSLOCP00000015130
ENSP00000215530	ENSLOCP00000006311
ENSP00000267843	ENSLOCP00000016214
ENSP00000334122	ENSLOCP00000006170
ENSP00000359635	ENSLOCP00000018653
ENSP00000293829	ENSLOCP00000016964
ENSP00000311697	ENSLOCP00000008722
ENSP00000228837	ENSLOCP00000020593
ENSP00000168712	ENSLOCP00000006161
ENSP00000380697	ENSLOCP00000000414
ENSP00000349770	ENSLOCP00000019155
ENSP00000355988	ENSLOCP00000013885
ENSP00000245414	ENSLOCP00000012657
ENSP00000377218	ENSLOCP00000016939
ENSP00000370343	ENSLOCP00000016023
ENSP00000268638	ENSLOCP00000001144
ENSP00000380073	ENSLOCP00000001337
ENSP00000343701	ENSLOCP00000003877
ENSP00000362728	ENSLOCP00000002741
ENSP00000357552	ENSLOCP00000021163
ENSP00000358831	ENSLOCP00000021081
ENSP00000346693	ENSLOCP00000016176
ENSP00000438095	ENSLOCP00000020873
ENSP00000330878	ENSLOCP00000005540
ENSP00000424123	ENSLOCP00000009401
ENSP00000277942	ENSLOCP00000006215
ENSP00000384387	ENSLOCP00000001474
ENSP00000359899	ENSLOCP00000020902
ENSP00000243673	ENSLOCP00000009106
ENSP00000362403	ENSLOCP00000011244
ENSP00000303325	ENSLOCP00000014782
ENSP00000303522	ENSLOCP00000018912
ENSP00000354652	ENSLOCP00000009682
ENSP00000363431	ENSLOCP00000022341
ENSP00000423917	ENSLOCP00000022317
ENSP00000332591	ENSLOCP00000022319
ENSP00000239032	ENSLOCP00000022343
ENSP00000234256	ENSLOCP00000019762
ENSP00000278379	ENSLOCP00000001580
ENSP00000436047	ENSLOCP00000003096
ENSP00000366549	ENSLOCP00000013378
ENSP00000225276	ENSLOCP00000013890
ENSP00000377257	ENSLOCP00000009254
ENSP00000330959	ENSLOCP00000013098
ENSP00000314807	ENSLOCP00000011450
ENSP00000264260	ENSLOCP00000010596
ENSP00000019103	ENSLOCP00000003886
ENSP00000327246	ENSLOCP00000011744
ENSP00000379514	ENSLOCP00000011675
ENSP00000262178	ENSLOCP00000015204
ENSP00000320180	ENSLOCP00000011655
ENSP00000262441	ENSLOCP00000014549
ENSP00000383558	ENSLOCP00000017159
ENSP00000467494	ENSLOCP00000018211
ENSP00000340943	ENSLOCP00000011623
ENSP00000272847	ENSLOCP00000002167
ENSP00000321999	ENSLOCP00000011578
ENSP00000386972	ENSLOCP00000007350
ENSP00000257895	ENSLOCP00000005926
ENSP00000199936	ENSLOCP00000002527
ENSP00000316786	ENSLOCP00000009941
ENSP00000378887	ENSLOCP00000002417
ENSP00000327975	ENSLOCP00000013268
ENSP00000216500	ENSLOCP00000012308
ENSP00000225823	ENSLOCP00000014780
ENSP00000466058	ENSLOCP00000008652
ENSP00000300061	ENSLOCP00000013400
ENSP00000345751	ENSLOCP00000013400
ENSP00000430711	ENSLOCP00000003627
ENSP00000305877	ENSLOCP00000010460
ENSP00000241256	ENSLOCP00000009072
ENSP00000218721	ENSLOCP00000011352
ENSP00000265593	ENSLOCP00000010746
ENSP00000339867	ENSLOCP00000010203
ENSP00000359532	ENSLOCP00000007182
ENSP00000365256	ENSLOCP00000017642
ENSP00000261514	ENSLOCP00000016127
ENSP00000372193	ENSLOCP00000007764
ENSP00000234488	ENSLOCP00000006749
ENSP00000315949	ENSLOCP00000008579
ENSP00000222728	ENSLOCP00000014538
ENSP00000243108	ENSLOCP00000007664
ENSP00000239165	ENSLOCP00000016579
ENSP00000302548	ENSLOCP00000008561
ENSP00000317257	ENSLOCP00000007892
ENSP00000439018	ENSLOCP00000009416
ENSP00000421705	ENSLOCP00000001714
ENSP00000380211	ENSLOCP00000000206
ENSP00000373343	ENSLOCP00000016890
ENSP00000329748	ENSLOCP00000019818
ENSP00000229330	ENSLOCP00000018505
ENSP00000309555	ENSLOCP00000018156
ENSP00000334140	ENSLOCP00000019660
ENSP00000225719	ENSLOCP00000006739
ENSP00000448517	ENSLOCP00000019954
ENSP00000352282	ENSLOCP00000014038
ENSP00000298307	ENSLOCP00000014065
ENSP00000215739	ENSLOCP00000004637
ENSP00000359446	ENSLOCP00000014937
ENSP00000369979	ENSLOCP00000001990
ENSP00000259371	ENSLOCP00000004691
ENSP00000356621	ENSLOCP00000011156
ENSP00000403636	ENSLOCP00000000193
ENSP00000341905	ENSLOCP00000008135
ENSP00000274376	ENSLOCP00000002242
ENSP00000286364	ENSLOCP00000009871
ENSP00000450244	ENSLOCP00000009945
ENSP00000299608	ENSLOCP00000014964
ENSP00000286091	ENSLOCP00000016419
ENSP00000300289	ENSLOCP00000017539
ENSP00000266397	ENSLOCP00000014881
ENSP00000219406	ENSLOCP00000007601
ENSP00000305465	ENSLOCP00000007579
ENSP00000420127	ENSLOCP00000021519
ENSP00000310241	ENSLOCP00000012016
ENSP00000358515	ENSLOCP00000013827
ENSP00000357915	ENSLOCP00000021194
ENSP00000325618	ENSLOCP00000010351
ENSP00000353512	ENSLOCP00000004042
ENSP00000420612	ENSLOCP00000003887
ENSP00000361850	ENSLOCP00000005343
ENSP00000220809	ENSLOCP00000019218
ENSP00000414287	ENSLOCP00000017569
ENSP00000222390	ENSLOCP00000019119
ENSP00000383023	ENSLOCP00000014880
ENSP00000325239	ENSLOCP00000021404
ENSP00000223167	ENSLOCP00000001793
ENSP00000223364	ENSLOCP00000018671
ENSP00000320239	ENSLOCP00000016084
ENSP00000354006	ENSLOCP00000011890
ENSP00000252826	ENSLOCP00000021236
ENSP00000155858	ENSLOCP00000000973
ENSP00000011292	ENSLOCP00000019214
ENSP00000420237	ENSLOCP00000019212
ENSP00000181383	ENSLOCP00000012930
ENSP00000272852	ENSLOCP00000013611
ENSP00000297770	ENSLOCP00000005225
ENSP00000222402	ENSLOCP00000018538
ENSP00000363019	ENSLOCP00000007781
ENSP00000386788	ENSLOCP00000007841
ENSP00000424571	ENSLOCP00000010221
ENSP00000470498	ENSLOCP00000005288
ENSP00000325527	ENSLOCP00000016276
ENSP00000416341	ENSLOCP00000020302
ENSP00000334186	ENSLOCP00000011647
ENSP00000389252	ENSLOCP00000015559
ENSP00000360108	ENSLOCP00000008310
ENSP00000319756	ENSLOCP00000006678
ENSP00000171887	ENSLOCP00000011228
ENSP00000262039	ENSLOCP00000011478
ENSP00000356155	ENSLOCP00000014902
ENSP00000263967	ENSLOCP00000001277
ENSP00000358413	ENSLOCP00000015059
ENSP00000371905	ENSLOCP00000002037
ENSP00000262096	ENSLOCP00000017189
ENSP00000221930	ENSLOCP00000017443
ENSP00000257868	ENSLOCP00000004330
ENSP00000296127	ENSLOCP00000002479
ENSP00000456782	ENSLOCP00000001486
ENSP00000370303	ENSLOCP00000013935
ENSP00000295228	ENSLOCP00000002341
ENSP00000242208	ENSLOCP00000014729
ENSP00000266646	ENSLOCP00000007200
ENSP00000264601	ENSLOCP00000005965
ENSP00000304376	ENSLOCP00000015104
ENSP00000267328	ENSLOCP00000010998
ENSP00000273047	ENSLOCP00000007962
ENSP00000360398	ENSLOCP00000019562
ENSP00000312029	ENSLOCP00000007420
ENSP00000262999	ENSLOCP00000011128
ENSP00000231121	ENSLOCP00000015317
ENSP00000352565	ENSLOCP00000016749
ENSP00000405176	ENSLOCP00000021938
ENSP00000242261	ENSLOCP00000022451
ENSP00000324573	ENSLOCP00000005964
ENSP00000246080	ENSLOCP00000002584
ENSP00000294339	ENSLOCP00000012187
ENSP00000297029	ENSLOCP00000013791
ENSP00000248444	ENSLOCP00000010970
ENSP00000295927	ENSLOCP00000003969
ENSP00000415034	ENSLOCP00000006842
ENSP00000307549	ENSLOCP00000016549
ENSP00000265634	ENSLOCP00000010563
ENSP00000293922	ENSLOCP00000007798
ENSP00000320563	ENSLOCP00000004835
ENSP00000373433	ENSLOCP00000019588
ENSP00000222399	ENSLOCP00000019586
ENSP00000369643	ENSLOCP00000009483
ENSP00000359682	ENSLOCP00000018603
ENSP00000258042	ENSLOCP00000000300
ENSP00000258341	ENSLOCP00000002459
ENSP00000354360	ENSLOCP00000007703
ENSP00000374309	ENSLOCP00000003480
ENSP00000356251	ENSLOCP00000015342
ENSP00000315011	ENSLOCP00000010717
ENSP00000252999	ENSLOCP00000006657
ENSP00000302846	ENSLOCP00000013804
ENSP00000245457	ENSLOCP00000014802
ENSP00000303424	ENSLOCP00000014781
ENSP00000291294	ENSLOCP00000018318
ENSP00000364907	ENSLOCP00000009934
ENSP00000459799	ENSLOCP00000017815
ENSP00000292513	ENSLOCP00000010347
ENSP00000359793	ENSLOCP00000004579
ENSP00000349003	ENSLOCP00000012247
ENSP00000393333	ENSLOCP00000000198
ENSP00000380638	ENSLOCP00000021325
ENSP00000391676	ENSLOCP00000003220
ENSP00000371067	ENSLOCP00000012408
ENSP00000296125	ENSLOCP00000002523
ENSP00000200181	ENSLOCP00000014180
ENSP00000365351	ENSLOCP00000003286
ENSP00000380948	ENSLOCP00000011003
ENSP00000283249	ENSLOCP00000010499
ENSP00000222573	ENSLOCP00000014054
ENSP00000296181	ENSLOCP00000003196
ENSP00000302216	ENSLOCP00000021657
ENSP00000362777	ENSLOCP00000022352
ENSP00000380942	ENSLOCP00000002421
ENSP00000337261	ENSLOCP00000005338
ENSP00000357177	ENSLOCP00000002297
ENSP00000347134	ENSLOCP00000019259
ENSP00000341071	ENSLOCP00000016432
ENSP00000242462	ENSLOCP00000014166
ENSP00000317580	ENSLOCP00000014199
ENSP00000295108	ENSLOCP00000021932
ENSP00000306754	ENSLOCP00000021623
ENSP00000297142	ENSLOCP00000015929
ENSP00000242994	ENSLOCP00000022311
ENSP00000354718	ENSLOCP00000017857
ENSP00000354837	ENSLOCP00000008945
ENSP00000221485	ENSLOCP00000000580
ENSP00000348019	ENSLOCP00000019921
ENSP00000261900	ENSLOCP00000004347
ENSP00000264157	ENSLOCP00000002040
ENSP00000295926	ENSLOCP00000003923
ENSP00000225174	ENSLOCP00000005862
ENSP00000029410	ENSLOCP00000014955
ENSP00000320965	ENSLOCP00000000001
ENSP00000306459	ENSLOCP00000008089
ENSP00000420161	ENSLOCP00000003367
ENSP00000310696	ENSLOCP00000003099
ENSP00000365435	ENSLOCP00000005122
ENSP00000359013	ENSLOCP00000001940
ENSP00000361932	ENSLOCP00000000679
ENSP00000332757	ENSLOCP00000013282
ENSP00000416658	ENSLOCP00000020662
ENSP00000265191	ENSLOCP00000011929
ENSP00000372667	ENSLOCP00000011766
ENSP00000219302	ENSLOCP00000002594
ENSP00000219479	ENSLOCP00000003884
ENSP00000356785	ENSLOCP00000010395
ENSP00000291547	ENSLOCP00000004605
ENSP00000453307	ENSLOCP00000017617
ENSP00000362981	ENSLOCP00000001424
ENSP00000258930	ENSLOCP00000018266
ENSP00000269878	ENSLOCP00000004093
ENSP00000333873	ENSLOCP00000018597
ENSP00000300113	ENSLOCP00000018091
ENSP00000349768	ENSLOCP00000010244
ENSP00000299441	ENSLOCP00000010555
ENSP00000406229	ENSLOCP00000017098
ENSP00000377862	ENSLOCP00000003187
ENSP00000217909	ENSLOCP00000018739
ENSP00000326693	ENSLOCP00000005826
ENSP00000351338	ENSLOCP00000016816
ENSP00000317128	ENSLOCP00000016052
ENSP00000164024	ENSLOCP00000017711
ENSP00000362159	ENSLOCP00000007376
ENSP00000296741	ENSLOCP00000016936
ENSP00000362352	ENSLOCP00000011662
ENSP00000332656	ENSLOCP00000015085
ENSP00000318066	ENSLOCP00000019475
ENSP00000360436	ENSLOCP00000019476
ENSP00000423563	ENSLOCP00000012402
ENSP00000333037	ENSLOCP00000011660
ENSP00000223114	ENSLOCP00000016762
ENSP00000228027	ENSLOCP00000005672
ENSP00000317714	ENSLOCP00000003352
ENSP00000320679	ENSLOCP00000021522
ENSP00000222812	ENSLOCP00000001681
ENSP00000215095	ENSLOCP00000003379
ENSP00000225538	ENSLOCP00000003210
ENSP00000353032	ENSLOCP00000008392
ENSP00000377370	ENSLOCP00000003131
ENSP00000318684	ENSLOCP00000006152
ENSP00000402219	ENSLOCP00000016957
ENSP00000343339	ENSLOCP00000004734
ENSP00000263314	ENSLOCP00000010148
ENSP00000357080	ENSLOCP00000019860
ENSP00000405577	ENSLOCP00000002782
ENSP00000356842	ENSLOCP00000011823
ENSP00000253382	ENSLOCP00000006738
ENSP00000316924	ENSLOCP00000020759
ENSP00000289416	ENSLOCP00000000923
ENSP00000300441	ENSLOCP00000013220
ENSP00000275358	ENSLOCP00000013781
ENSP00000286574	ENSLOCP00000019908
ENSP00000256953	ENSLOCP00000020338
ENSP00000241463	ENSLOCP00000004988
ENSP00000229002	ENSLOCP00000019880
ENSP00000386272	ENSLOCP00000010165
ENSP00000381634	ENSLOCP00000020277
ENSP00000363891	ENSLOCP00000015757
ENSP00000256689	ENSLOCP00000020274
ENSP00000366073	ENSLOCP00000017796
ENSP00000363228	ENSLOCP00000022464
ENSP00000418748	ENSLOCP00000009792
ENSP00000259365	ENSLOCP00000013968
ENSP00000411932	ENSLOCP00000019532
ENSP00000356257	ENSLOCP00000012341
ENSP00000414670	ENSLOCP00000012331
ENSP00000327468	ENSLOCP00000016147
ENSP00000379739	ENSLOCP00000007056
ENSP00000356468	ENSLOCP00000002004
ENSP00000317404	ENSLOCP00000016938
ENSP00000305725	ENSLOCP00000018512
ENSP00000307297	ENSLOCP00000017281
ENSP00000262622	ENSLOCP00000002254
ENSP00000264249	ENSLOCP00000013010
ENSP00000252011	ENSLOCP00000005562
ENSP00000336741	ENSLOCP00000015194
ENSP00000284690	ENSLOCP00000009535
ENSP00000384621	ENSLOCP00000001289
ENSP00000324270	ENSLOCP00000013035
ENSP00000355384	ENSLOCP00000015431
ENSP00000320217	ENSLOCP00000009180
ENSP00000286298	ENSLOCP00000014979
ENSP00000354721	ENSLOCP00000015043
ENSP00000345873	ENSLOCP00000019456
ENSP00000304783	ENSLOCP00000019674
ENSP00000356102	ENSLOCP00000013256
ENSP00000266682	ENSLOCP00000020168
ENSP00000330199	ENSLOCP00000014367
ENSP00000323549	ENSLOCP00000004197
ENSP00000305260	ENSLOCP00000016640
ENSP00000362306	ENSLOCP00000000651
ENSP00000349208	ENSLOCP00000018967
ENSP00000348769	ENSLOCP00000017730
ENSP00000362555	ENSLOCP00000001240
ENSP00000428968	ENSLOCP00000011850
ENSP00000321330	ENSLOCP00000020778
ENSP00000259939	ENSLOCP00000011433
ENSP00000379176	ENSLOCP00000014584
ENSP00000412365	ENSLOCP00000016606
ENSP00000265334	ENSLOCP00000012516
ENSP00000261918	ENSLOCP00000018651
ENSP00000389588	ENSLOCP00000002854
ENSP00000371936	ENSLOCP00000016738
ENSP00000322343	ENSLOCP00000018168
ENSP00000357909	ENSLOCP00000009408
ENSP00000324857	ENSLOCP00000016343
ENSP00000352413	ENSLOCP00000015817
ENSP00000297784	ENSLOCP00000011720
ENSP00000351732	ENSLOCP00000011736
ENSP00000465261	ENSLOCP00000015561
ENSP00000379531	ENSLOCP00000008380
ENSP00000304710	ENSLOCP00000008403
ENSP00000325561	ENSLOCP00000015573
ENSP00000363411	ENSLOCP00000003559
ENSP00000371594	ENSLOCP00000000805
ENSP00000334448	ENSLOCP00000014751
ENSP00000294117	ENSLOCP00000001467
ENSP00000300873	ENSLOCP00000018364
ENSP00000356832	ENSLOCP00000020006
ENSP00000340608	ENSLOCP00000001586
ENSP00000375892	ENSLOCP00000018064
ENSP00000451828	ENSLOCP00000015716
ENSP00000355497	ENSLOCP00000018944
ENSP00000308413	ENSLOCP00000008589
ENSP00000354734	ENSLOCP00000020994
ENSP00000264952	ENSLOCP00000009762
ENSP00000381034	ENSLOCP00000021915
ENSP00000464034	ENSLOCP00000016942
ENSP00000378855	ENSLOCP00000021813
ENSP00000356954	ENSLOCP00000021039
ENSP00000259526	ENSLOCP00000011115
ENSP00000361959	ENSLOCP00000002076
ENSP00000381129	ENSLOCP00000012824
ENSP00000376609	ENSLOCP00000013980
ENSP00000329418	ENSLOCP00000022206
ENSP00000347409	ENSLOCP00000010265
ENSP00000384223	ENSLOCP00000010587
ENSP00000302051	ENSLOCP00000010846
ENSP00000368682	ENSLOCP00000004526
ENSP00000367668	ENSLOCP00000005022
ENSP00000418525	ENSLOCP00000002603
ENSP00000271640	ENSLOCP00000007924
ENSP00000326477	ENSLOCP00000011898
ENSP00000257979	ENSLOCP00000008093
ENSP00000417980	ENSLOCP00000001939
ENSP00000373354	ENSLOCP00000013582
ENSP00000372654	ENSLOCP00000007619
ENSP00000372351	ENSLOCP00000008456
ENSP00000334738	ENSLOCP00000009495
ENSP00000269554	ENSLOCP00000016897
ENSP00000365757	ENSLOCP00000014548
ENSP00000335333	ENSLOCP00000005408
ENSP00000344446	ENSLOCP00000019396
ENSP00000274963	ENSLOCP00000014188
ENSP00000394487	ENSLOCP00000020520
ENSP00000364277	ENSLOCP00000018094
ENSP00000389787	ENSLOCP00000021698
ENSP00000348965	ENSLOCP00000014193
ENSP00000381167	ENSLOCP00000008560
ENSP00000262442	ENSLOCP00000014977
ENSP00000330671	ENSLOCP00000014161
ENSP00000380876	ENSLOCP00000007672
ENSP00000355523	ENSLOCP00000020491
ENSP00000451030	ENSLOCP00000015246
ENSP00000265104	ENSLOCP00000000761
ENSP00000386770	ENSLOCP00000007209
ENSP00000358099	ENSLOCP00000014001
ENSP00000339381	ENSLOCP00000012745
ENSP00000386229	ENSLOCP00000013422
ENSP00000468348	ENSLOCP00000016085
ENSP00000345083	ENSLOCP00000002358
ENSP00000262445	ENSLOCP00000014920
ENSP00000311273	ENSLOCP00000006087
ENSP00000261383	ENSLOCP00000009723
ENSP00000401514	ENSLOCP00000001216
ENSP00000458355	ENSLOCP00000016538
ENSP00000374045	ENSLOCP00000015740
ENSP00000178640	ENSLOCP00000017167
ENSP00000381066	ENSLOCP00000007961
ENSP00000455948	ENSLOCP00000008583
ENSP00000265077	ENSLOCP00000002328
ENSP00000331210	ENSLOCP00000009844
ENSP00000291481	ENSLOCP00000005647
ENSP00000255039	ENSLOCP00000009858
ENSP00000387356	ENSLOCP00000017512
ENSP00000441954	ENSLOCP00000014146
ENSP00000332973	ENSLOCP00000017141
ENSP00000340913	ENSLOCP00000006710
ENSP00000368966	ENSLOCP00000003473
ENSP00000369003	ENSLOCP00000010405
ENSP00000419313	ENSLOCP00000009588
ENSP00000359206	ENSLOCP00000014324
ENSP00000281708	ENSLOCP00000010401
ENSP00000335522	ENSLOCP00000012215
ENSP00000376048	ENSLOCP00000006303
ENSP00000411816	ENSLOCP00000012500
ENSP00000266383	ENSLOCP00000020877
ENSP00000368632	ENSLOCP00000019308
ENSP00000452123	ENSLOCP00000015310
ENSP00000362900	ENSLOCP00000005020
ENSP00000334458	ENSLOCP00000000908
ENSP00000269216	ENSLOCP00000002051
ENSP00000252997	ENSLOCP00000007135
ENSP00000261636	ENSLOCP00000018699
ENSP00000419619	ENSLOCP00000012776
ENSP00000433427	ENSLOCP00000008453
ENSP00000353210	ENSLOCP00000003054
ENSP00000256496	ENSLOCP00000013441
ENSP00000364589	ENSLOCP00000012012
ENSP00000384109	ENSLOCP00000018769
ENSP00000264414	ENSLOCP00000004730
ENSP00000376808	ENSLOCP00000008134
ENSP00000309539	ENSLOCP00000019839
ENSP00000343690	ENSLOCP00000013249
ENSP00000288699	ENSLOCP00000020138
ENSP00000376293	ENSLOCP00000008261
ENSP00000316649	ENSLOCP00000006697
ENSP00000332576	ENSLOCP00000009796
ENSP00000373565	ENSLOCP00000006656
ENSP00000363529	ENSLOCP00000009376
ENSP00000428876	ENSLOCP00000011293
ENSP00000251808	ENSLOCP00000011799
ENSP00000288955	ENSLOCP00000003350
ENSP00000263266	ENSLOCP00000001532
ENSP00000330432	ENSLOCP00000013957
ENSP00000373647	ENSLOCP00000007033
ENSP00000263707	ENSLOCP00000002403
ENSP00000454783	ENSLOCP00000017219
ENSP00000367756	ENSLOCP00000005374
ENSP00000365437	ENSLOCP00000009359
ENSP00000282538	ENSLOCP00000002676
ENSP00000377471	ENSLOCP00000008569
ENSP00000403644	ENSLOCP00000001129
ENSP00000267845	ENSLOCP00000016025
ENSP00000384192	ENSLOCP00000020629
ENSP00000310244	ENSLOCP00000015103
ENSP00000465772	ENSLOCP00000017540
ENSP00000269202	ENSLOCP00000014976
ENSP00000300584	ENSLOCP00000018278
ENSP00000364207	ENSLOCP00000014178
ENSP00000440207	ENSLOCP00000021093
ENSP00000248929	ENSLOCP00000013865
ENSP00000304987	ENSLOCP00000014852
ENSP00000295206	ENSLOCP00000003773
ENSP00000297375	ENSLOCP00000015391
ENSP00000234392	ENSLOCP00000001846
ENSP00000243913	ENSLOCP00000008454
ENSP00000261381	ENSLOCP00000008483
ENSP00000324560	ENSLOCP00000007442
ENSP00000400312	ENSLOCP00000017989
ENSP00000370891	ENSLOCP00000002099
ENSP00000416750	ENSLOCP00000003897
ENSP00000415454	ENSLOCP00000021643
ENSP00000317027	ENSLOCP00000021629
ENSP00000450399	ENSLOCP00000001089
ENSP00000367001	ENSLOCP00000015445
ENSP00000376855	ENSLOCP00000003574
ENSP00000262960	ENSLOCP00000003074
ENSP00000313437	ENSLOCP00000005058
ENSP00000219070	ENSLOCP00000008571
ENSP00000361405	ENSLOCP00000008305
ENSP00000370373	ENSLOCP00000020537
ENSP00000001008	ENSLOCP00000020870
ENSP00000234389	ENSLOCP00000002140
ENSP00000355155	ENSLOCP00000003217
ENSP00000360608	ENSLOCP00000000463
ENSP00000341957	ENSLOCP00000019365
ENSP00000292539	ENSLOCP00000010915
ENSP00000389168	ENSLOCP00000020097
ENSP00000308024	ENSLOCP00000001592
ENSP00000325917	ENSLOCP00000010588
ENSP00000305056	ENSLOCP00000017367
ENSP00000262545	ENSLOCP00000019702
ENSP00000268171	ENSLOCP00000018567
ENSP00000300954	ENSLOCP00000002720
