ENSP00000262384	ENSGACP00000003450
ENSP00000337697	ENSGACP00000027378
ENSP00000255448	ENSGACP00000015328
ENSP00000255448	ENSGACP00000027182
ENSP00000381412	ENSGACP00000027643
ENSP00000319060	ENSGACP00000003791
ENSP00000319060	ENSGACP00000014406
ENSP00000419195	ENSGACP00000015878
ENSP00000419195	ENSGACP00000013996
ENSP00000276616	ENSGACP00000000750
ENSP00000291041	ENSGACP00000004094
ENSP00000394484	ENSGACP00000007391
ENSP00000009105	ENSGACP00000015019
ENSP00000009105	ENSGACP00000015335
ENSP00000476824	ENSGACP00000018382
ENSP00000411565	ENSGACP00000000326
ENSP00000370648	ENSGACP00000011048
ENSP00000334113	ENSGACP00000020093
ENSP00000391121	ENSGACP00000011224
ENSP00000155926	ENSGACP00000016406
ENSP00000312150	ENSGACP00000006748
ENSP00000217233	ENSGACP00000005654
ENSP00000362221	ENSGACP00000018190
ENSP00000298694	ENSGACP00000025011
ENSP00000283426	ENSGACP00000011292
ENSP00000353646	ENSGACP00000023155
ENSP00000279024	ENSGACP00000010771
ENSP00000279024	ENSGACP00000008327
ENSP00000261402	ENSGACP00000005202
ENSP00000356125	ENSGACP00000001370
ENSP00000346148	ENSGACP00000021019
ENSP00000430276	ENSGACP00000022707
ENSP00000430276	ENSGACP00000027039
ENSP00000328118	ENSGACP00000002696
ENSP00000315371	ENSGACP00000007786
ENSP00000315371	ENSGACP00000020503
ENSP00000409126	ENSGACP00000024873
ENSP00000376705	ENSGACP00000025786
ENSP00000332788	ENSGACP00000018642
ENSP00000332788	ENSGACP00000007772
ENSP00000159087	ENSGACP00000010349
ENSP00000159087	ENSGACP00000020563
ENSP00000274979	ENSGACP00000005929
ENSP00000325929	ENSGACP00000004059
ENSP00000263925	ENSGACP00000018815
ENSP00000302935	ENSGACP00000016467
ENSP00000439807	ENSGACP00000025773
ENSP00000323816	ENSGACP00000002505
ENSP00000469142	ENSGACP00000012522
ENSP00000358210	ENSGACP00000018687
ENSP00000358210	ENSGACP00000012519
ENSP00000263734	ENSGACP00000015093
ENSP00000366898	ENSGACP00000017437
ENSP00000351407	ENSGACP00000015458
ENSP00000291700	ENSGACP00000020607
ENSP00000320430	ENSGACP00000020795
ENSP00000339390	ENSGACP00000019937
ENSP00000289746	ENSGACP00000020371
ENSP00000353656	ENSGACP00000019902
ENSP00000353656	ENSGACP00000013184
ENSP00000269141	ENSGACP00000017426
ENSP00000269141	ENSGACP00000003829
ENSP00000360718	ENSGACP00000004739
ENSP00000222120	ENSGACP00000008552
ENSP00000282878	ENSGACP00000009553
ENSP00000222256	ENSGACP00000010810
ENSP00000222256	ENSGACP00000020463
ENSP00000331748	ENSGACP00000021965
ENSP00000310226	ENSGACP00000001014
ENSP00000300935	ENSGACP00000022270
ENSP00000300935	ENSGACP00000014914
ENSP00000264710	ENSGACP00000009509
ENSP00000210187	ENSGACP00000014846
ENSP00000210187	ENSGACP00000007403
ENSP00000376390	ENSGACP00000020096
ENSP00000226382	ENSGACP00000022029
ENSP00000370990	ENSGACP00000002593
ENSP00000374240	ENSGACP00000012204
ENSP00000401653	ENSGACP00000009218
ENSP00000315417	ENSGACP00000012606
ENSP00000239461	ENSGACP00000006761
ENSP00000386184	ENSGACP00000008579
ENSP00000295727	ENSGACP00000010102
ENSP00000433488	ENSGACP00000008711
ENSP00000306894	ENSGACP00000019105
ENSP00000321835	ENSGACP00000004894
ENSP00000405327	ENSGACP00000016920
ENSP00000425658	ENSGACP00000022094
ENSP00000262457	ENSGACP00000011953
ENSP00000382379	ENSGACP00000010707
ENSP00000267116	ENSGACP00000000626
ENSP00000267116	ENSGACP00000014349
ENSP00000280772	ENSGACP00000004782
ENSP00000280772	ENSGACP00000013121
ENSP00000349588	ENSGACP00000002132
ENSP00000349588	ENSGACP00000021199
ENSP00000311579	ENSGACP00000016973
ENSP00000311579	ENSGACP00000023435
ENSP00000295101	ENSGACP00000007736
ENSP00000357067	ENSGACP00000023343
ENSP00000433295	ENSGACP00000008701
ENSP00000477437	ENSGACP00000027494
ENSP00000243457	ENSGACP00000019060
ENSP00000243457	ENSGACP00000014480
ENSP00000375756	ENSGACP00000015357
ENSP00000306497	ENSGACP00000009693
ENSP00000306497	ENSGACP00000021134
ENSP00000463778	ENSGACP00000011289
ENSP00000463778	ENSGACP00000017159
ENSP00000435412	ENSGACP00000012601
ENSP00000427015	ENSGACP00000021164
ENSP00000262752	ENSGACP00000024513
ENSP00000376432	ENSGACP00000008706
ENSP00000357068	ENSGACP00000025099
ENSP00000357068	ENSGACP00000023405
ENSP00000331698	ENSGACP00000027597
ENSP00000376438	ENSGACP00000019061
ENSP00000345708	ENSGACP00000014604
ENSP00000240662	ENSGACP00000001441
ENSP00000361014	ENSGACP00000015720
ENSP00000250896	ENSGACP00000010202
ENSP00000356070	ENSGACP00000000505
ENSP00000356070	ENSGACP00000003715
ENSP00000396467	ENSGACP00000012959
ENSP00000396467	ENSGACP00000001064
ENSP00000449381	ENSGACP00000008338
ENSP00000332565	ENSGACP00000025536
ENSP00000337907	ENSGACP00000002195
ENSP00000381425	ENSGACP00000012589
ENSP00000381425	ENSGACP00000009149
ENSP00000387278	ENSGACP00000019801
ENSP00000387278	ENSGACP00000010466
ENSP00000261681	ENSGACP00000002456
ENSP00000261681	ENSGACP00000011258
ENSP00000269095	ENSGACP00000013133
ENSP00000269095	ENSGACP00000000597
ENSP00000367408	ENSGACP00000010886
ENSP00000358547	ENSGACP00000026817
ENSP00000382428	ENSGACP00000027364
ENSP00000382428	ENSGACP00000001506
ENSP00000362442	ENSGACP00000008453
ENSP00000357131	ENSGACP00000017316
ENSP00000356671	ENSGACP00000017947
ENSP00000295777	ENSGACP00000009482
ENSP00000338967	ENSGACP00000019836
ENSP00000223095	ENSGACP00000000928
ENSP00000415786	ENSGACP00000000289
ENSP00000428316	ENSGACP00000000316
ENSP00000276297	ENSGACP00000023829
ENSP00000355651	ENSGACP00000021327
ENSP00000362946	ENSGACP00000022177
ENSP00000440167	ENSGACP00000024922
ENSP00000285199	ENSGACP00000025621
ENSP00000285199	ENSGACP00000009132
ENSP00000334808	ENSGACP00000015615
ENSP00000333376	ENSGACP00000006620
ENSP00000265560	ENSGACP00000001136
ENSP00000218348	ENSGACP00000000603
ENSP00000401197	ENSGACP00000005471
ENSP00000384367	ENSGACP00000017464
ENSP00000316482	ENSGACP00000017686
ENSP00000328352	ENSGACP00000020160
ENSP00000385144	ENSGACP00000009120
ENSP00000347188	ENSGACP00000003635
ENSP00000347188	ENSGACP00000005222
ENSP00000327675	ENSGACP00000007171
ENSP00000273371	ENSGACP00000001842
ENSP00000309757	ENSGACP00000015044
ENSP00000261292	ENSGACP00000006165
ENSP00000348425	ENSGACP00000020879
ENSP00000425394	ENSGACP00000024406
ENSP00000425394	ENSGACP00000027045
ENSP00000393511	ENSGACP00000001249
ENSP00000277895	ENSGACP00000004910
ENSP00000277895	ENSGACP00000011065
ENSP00000466953	ENSGACP00000019746
ENSP00000324422	ENSGACP00000013664
ENSP00000416387	ENSGACP00000001521
ENSP00000200457	ENSGACP00000025577
ENSP00000318089	ENSGACP00000005049
ENSP00000405812	ENSGACP00000000854
ENSP00000393066	ENSGACP00000007433
ENSP00000393066	ENSGACP00000018323
ENSP00000295736	ENSGACP00000004163
ENSP00000366861	ENSGACP00000018024
ENSP00000393557	ENSGACP00000019098
ENSP00000393557	ENSGACP00000020938
ENSP00000262418	ENSGACP00000009315
ENSP00000262418	ENSGACP00000012717
ENSP00000362867	ENSGACP00000003267
ENSP00000419412	ENSGACP00000006171
ENSP00000231188	ENSGACP00000015990
ENSP00000231188	ENSGACP00000000379
ENSP00000350348	ENSGACP00000003990
ENSP00000350348	ENSGACP00000003476
ENSP00000331867	ENSGACP00000008386
ENSP00000344411	ENSGACP00000010049
ENSP00000261308	ENSGACP00000020752
ENSP00000390427	ENSGACP00000019013
ENSP00000300026	ENSGACP00000009579
ENSP00000340226	ENSGACP00000015447
ENSP00000347684	ENSGACP00000015894
ENSP00000347684	ENSGACP00000024230
ENSP00000362717	ENSGACP00000004625
ENSP00000356357	ENSGACP00000010472
ENSP00000360811	ENSGACP00000021907
ENSP00000263726	ENSGACP00000014357
ENSP00000230658	ENSGACP00000005080
ENSP00000290759	ENSGACP00000021666
ENSP00000290759	ENSGACP00000013942
ENSP00000377854	ENSGACP00000022915
ENSP00000294638	ENSGACP00000015920
ENSP00000434241	ENSGACP00000007592
ENSP00000434241	ENSGACP00000010684
ENSP00000265969	ENSGACP00000007663
ENSP00000358802	ENSGACP00000010478
ENSP00000449253	ENSGACP00000025703
ENSP00000371985	ENSGACP00000005674
ENSP00000433109	ENSGACP00000012987
ENSP00000433109	ENSGACP00000006912
ENSP00000252321	ENSGACP00000000763
ENSP00000358786	ENSGACP00000012982
ENSP00000358786	ENSGACP00000006902
ENSP00000284049	ENSGACP00000024649
ENSP00000262450	ENSGACP00000005811
ENSP00000382863	ENSGACP00000018622
ENSP00000457466	ENSGACP00000022042
ENSP00000392028	ENSGACP00000019669
ENSP00000364694	ENSGACP00000005337
ENSP00000052754	ENSGACP00000026179
ENSP00000327336	ENSGACP00000013333
ENSP00000398003	ENSGACP00000013303
ENSP00000332879	ENSGACP00000017255
ENSP00000332879	ENSGACP00000006619
ENSP00000367292	ENSGACP00000006032
ENSP00000246841	ENSGACP00000022351
ENSP00000246841	ENSGACP00000026791
ENSP00000347041	ENSGACP00000003718
ENSP00000347041	ENSGACP00000000517
ENSP00000266718	ENSGACP00000026182
ENSP00000266719	ENSGACP00000026183
ENSP00000343924	ENSGACP00000000511
ENSP00000308315	ENSGACP00000004390
ENSP00000378235	ENSGACP00000012600
ENSP00000355109	ENSGACP00000026553
ENSP00000468304	ENSGACP00000020119
ENSP00000216237	ENSGACP00000006373
ENSP00000284898	ENSGACP00000001484
ENSP00000402107	ENSGACP00000008033
ENSP00000209884	ENSGACP00000019772
ENSP00000423897	ENSGACP00000021294
ENSP00000362206	ENSGACP00000023385
ENSP00000273963	ENSGACP00000021605
ENSP00000312397	ENSGACP00000021726
ENSP00000424198	ENSGACP00000022434
ENSP00000343930	ENSGACP00000009760
ENSP00000171111	ENSGACP00000025753
ENSP00000296522	ENSGACP00000021783
ENSP00000363794	ENSGACP00000002411
ENSP00000168216	ENSGACP00000013939
ENSP00000263278	ENSGACP00000019385
ENSP00000265322	ENSGACP00000016499
ENSP00000219481	ENSGACP00000011217
ENSP00000324287	ENSGACP00000012144
ENSP00000158762	ENSGACP00000025566
ENSP00000346733	ENSGACP00000010439
ENSP00000346733	ENSGACP00000014868
ENSP00000239440	ENSGACP00000021580
ENSP00000377233	ENSGACP00000010275
ENSP00000380413	ENSGACP00000023716
ENSP00000350297	ENSGACP00000006005
ENSP00000281419	ENSGACP00000011835
ENSP00000449241	ENSGACP00000015552
ENSP00000449241	ENSGACP00000000769
ENSP00000262426	ENSGACP00000021057
ENSP00000328720	ENSGACP00000022007
ENSP00000323880	ENSGACP00000019639
ENSP00000312663	ENSGACP00000021366
ENSP00000312663	ENSGACP00000023703
ENSP00000265371	ENSGACP00000002234
ENSP00000265371	ENSGACP00000002068
ENSP00000353582	ENSGACP00000010299
ENSP00000353582	ENSGACP00000019946
ENSP00000321573	ENSGACP00000003652
ENSP00000369320	ENSGACP00000018486
ENSP00000369320	ENSGACP00000019903
ENSP00000268150	ENSGACP00000009398
ENSP00000268150	ENSGACP00000022269
ENSP00000296591	ENSGACP00000013495
ENSP00000360985	ENSGACP00000005634
ENSP00000354398	ENSGACP00000003964
ENSP00000354398	ENSGACP00000014584
ENSP00000248901	ENSGACP00000019172
ENSP00000437554	ENSGACP00000026094
ENSP00000379712	ENSGACP00000016083
ENSP00000304586	ENSGACP00000011880
ENSP00000274457	ENSGACP00000009835
ENSP00000307298	ENSGACP00000010648
ENSP00000297837	ENSGACP00000002514
ENSP00000387593	ENSGACP00000004509
ENSP00000345530	ENSGACP00000020910
ENSP00000383199	ENSGACP00000021744
ENSP00000352069	ENSGACP00000002848
ENSP00000354621	ENSGACP00000010495
ENSP00000260983	ENSGACP00000020039
ENSP00000260983	ENSGACP00000002183
ENSP00000340648	ENSGACP00000011629
ENSP00000348714	ENSGACP00000007671
ENSP00000351539	ENSGACP00000013907
ENSP00000409107	ENSGACP00000008319
ENSP00000378286	ENSGACP00000022367
ENSP00000366902	ENSGACP00000014798
ENSP00000338807	ENSGACP00000012116
ENSP00000364895	ENSGACP00000006991
ENSP00000307604	ENSGACP00000021228
ENSP00000433457	ENSGACP00000000040
ENSP00000387757	ENSGACP00000005617
ENSP00000387462	ENSGACP00000004492
ENSP00000360777	ENSGACP00000018433
ENSP00000409667	ENSGACP00000027206
ENSP00000384534	ENSGACP00000011058
ENSP00000384534	ENSGACP00000022655
ENSP00000413937	ENSGACP00000007292
ENSP00000413937	ENSGACP00000027258
ENSP00000362115	ENSGACP00000018316
ENSP00000360154	ENSGACP00000022954
ENSP00000267890	ENSGACP00000014743
ENSP00000267890	ENSGACP00000012954
ENSP00000469880	ENSGACP00000020931
ENSP00000358867	ENSGACP00000010342
ENSP00000312999	ENSGACP00000013922
ENSP00000312999	ENSGACP00000001086
ENSP00000248996	ENSGACP00000022779
ENSP00000251337	ENSGACP00000010234
ENSP00000232461	ENSGACP00000016355
ENSP00000286548	ENSGACP00000010461
ENSP00000359478	ENSGACP00000009848
ENSP00000366084	ENSGACP00000005448
ENSP00000285238	ENSGACP00000007835
ENSP00000365005	ENSGACP00000002843
ENSP00000354927	ENSGACP00000012934
ENSP00000345629	ENSGACP00000007190
ENSP00000351908	ENSGACP00000009628
ENSP00000360626	ENSGACP00000014654
ENSP00000312129	ENSGACP00000018196
ENSP00000435954	ENSGACP00000001233
ENSP00000307694	ENSGACP00000000026
ENSP00000287042	ENSGACP00000004608
ENSP00000385968	ENSGACP00000012925
ENSP00000295082	ENSGACP00000012636
ENSP00000371514	ENSGACP00000023631
ENSP00000371514	ENSGACP00000016923
ENSP00000263980	ENSGACP00000017981
ENSP00000263980	ENSGACP00000002916
ENSP00000299798	ENSGACP00000023159
ENSP00000264938	ENSGACP00000003193
ENSP00000416418	ENSGACP00000003358
ENSP00000342105	ENSGACP00000000924
ENSP00000356076	ENSGACP00000000494
ENSP00000469863	ENSGACP00000005511
ENSP00000381932	ENSGACP00000013799
ENSP00000385571	ENSGACP00000017894
ENSP00000304226	ENSGACP00000004365
ENSP00000304226	ENSGACP00000021106
ENSP00000271971	ENSGACP00000026120
ENSP00000380349	ENSGACP00000006949
ENSP00000380349	ENSGACP00000012988
ENSP00000431984	ENSGACP00000025130
ENSP00000375844	ENSGACP00000019924
ENSP00000317214	ENSGACP00000027377
ENSP00000350332	ENSGACP00000010822
ENSP00000358770	ENSGACP00000012362
ENSP00000358770	ENSGACP00000021514
ENSP00000376317	ENSGACP00000018804
ENSP00000376317	ENSGACP00000022386
ENSP00000013125	ENSGACP00000015677
ENSP00000294066	ENSGACP00000001057
ENSP00000465039	ENSGACP00000017421
ENSP00000347427	ENSGACP00000026958
ENSP00000266688	ENSGACP00000017299
ENSP00000283228	ENSGACP00000020727
ENSP00000380565	ENSGACP00000022673
ENSP00000380565	ENSGACP00000007114
ENSP00000447730	ENSGACP00000014246
ENSP00000307078	ENSGACP00000023279
ENSP00000307078	ENSGACP00000001322
ENSP00000265148	ENSGACP00000016221
ENSP00000362387	ENSGACP00000021248
ENSP00000307701	ENSGACP00000023596
ENSP00000309036	ENSGACP00000024308
ENSP00000396270	ENSGACP00000016391
ENSP00000247986	ENSGACP00000006120
ENSP00000364864	ENSGACP00000004865
ENSP00000264712	ENSGACP00000009478
ENSP00000264712	ENSGACP00000015034
ENSP00000368020	ENSGACP00000024084
ENSP00000343535	ENSGACP00000018888
ENSP00000339957	ENSGACP00000020762
ENSP00000354878	ENSGACP00000025159
ENSP00000354878	ENSGACP00000012712
ENSP00000411831	ENSGACP00000010145
ENSP00000331620	ENSGACP00000014427
ENSP00000362111	ENSGACP00000022909
ENSP00000294383	ENSGACP00000001503
ENSP00000324020	ENSGACP00000010994
ENSP00000377934	ENSGACP00000021024
ENSP00000361140	ENSGACP00000004613
ENSP00000320378	ENSGACP00000025335
ENSP00000261622	ENSGACP00000004202
ENSP00000455064	ENSGACP00000018873
ENSP00000380666	ENSGACP00000025418
ENSP00000280612	ENSGACP00000025918
ENSP00000345659	ENSGACP00000020306
ENSP00000314407	ENSGACP00000019684
ENSP00000358107	ENSGACP00000015612
ENSP00000178638	ENSGACP00000006079
ENSP00000225916	ENSGACP00000011530
ENSP00000263754	ENSGACP00000006594
ENSP00000376534	ENSGACP00000007576
ENSP00000446880	ENSGACP00000020092
ENSP00000353458	ENSGACP00000005477
ENSP00000375921	ENSGACP00000018514
ENSP00000355245	ENSGACP00000014931
ENSP00000339906	ENSGACP00000026154
ENSP00000395498	ENSGACP00000022114
ENSP00000350844	ENSGACP00000021255
ENSP00000396259	ENSGACP00000011126
ENSP00000441283	ENSGACP00000027545
ENSP00000382090	ENSGACP00000009008
ENSP00000356133	ENSGACP00000009136
ENSP00000295522	ENSGACP00000021086
ENSP00000296387	ENSGACP00000014575
ENSP00000256261	ENSGACP00000001107
ENSP00000340609	ENSGACP00000002844
ENSP00000340609	ENSGACP00000008697
ENSP00000354483	ENSGACP00000020488
ENSP00000226004	ENSGACP00000008669
ENSP00000385885	ENSGACP00000020802
ENSP00000346160	ENSGACP00000015391
ENSP00000346160	ENSGACP00000010795
ENSP00000345281	ENSGACP00000006551
ENSP00000345281	ENSGACP00000021729
ENSP00000360296	ENSGACP00000021576
ENSP00000360296	ENSGACP00000001516
ENSP00000352962	ENSGACP00000017712
ENSP00000364008	ENSGACP00000023525
ENSP00000466898	ENSGACP00000025708
ENSP00000466898	ENSGACP00000008476
ENSP00000325836	ENSGACP00000004321
ENSP00000325836	ENSGACP00000014155
ENSP00000225688	ENSGACP00000007364
ENSP00000225688	ENSGACP00000014814
ENSP00000216101	ENSGACP00000011329
ENSP00000362608	ENSGACP00000005435
ENSP00000351475	ENSGACP00000019837
ENSP00000349298	ENSGACP00000004616
ENSP00000350032	ENSGACP00000016622
ENSP00000392105	ENSGACP00000010912
ENSP00000392105	ENSGACP00000000664
ENSP00000384136	ENSGACP00000019661
ENSP00000353408	ENSGACP00000026871
ENSP00000353408	ENSGACP00000024491
ENSP00000442186	ENSGACP00000020122
ENSP00000386653	ENSGACP00000020127
ENSP00000441802	ENSGACP00000025510
ENSP00000355082	ENSGACP00000024333
ENSP00000355082	ENSGACP00000025920
ENSP00000231484	ENSGACP00000021591
ENSP00000362125	ENSGACP00000023077
ENSP00000367151	ENSGACP00000020141
ENSP00000367151	ENSGACP00000005345
ENSP00000458537	ENSGACP00000010070
ENSP00000365116	ENSGACP00000008793
ENSP00000273814	ENSGACP00000022301
ENSP00000337572	ENSGACP00000012140
ENSP00000288490	ENSGACP00000026537
ENSP00000284061	ENSGACP00000024079
ENSP00000346879	ENSGACP00000014939
ENSP00000345147	ENSGACP00000009268
ENSP00000366347	ENSGACP00000009266
ENSP00000258829	ENSGACP00000014933
ENSP00000327758	ENSGACP00000024369
ENSP00000320089	ENSGACP00000014267
ENSP00000342828	ENSGACP00000010035
ENSP00000371875	ENSGACP00000021621
ENSP00000370253	ENSGACP00000014263
ENSP00000350549	ENSGACP00000003293
ENSP00000350549	ENSGACP00000012814
ENSP00000341108	ENSGACP00000012809
ENSP00000429553	ENSGACP00000014651
ENSP00000295886	ENSGACP00000017749
ENSP00000359215	ENSGACP00000005060
ENSP00000296921	ENSGACP00000023626
ENSP00000361636	ENSGACP00000005519
ENSP00000361636	ENSGACP00000005538
ENSP00000232975	ENSGACP00000019983
ENSP00000349467	ENSGACP00000003417
ENSP00000293255	ENSGACP00000010092
ENSP00000293255	ENSGACP00000016932
ENSP00000294288	ENSGACP00000024360
ENSP00000294288	ENSGACP00000023605
ENSP00000324960	ENSGACP00000023843
ENSP00000324960	ENSGACP00000026309
ENSP00000317310	ENSGACP00000016659
ENSP00000317310	ENSGACP00000022526
ENSP00000419081	ENSGACP00000022400
ENSP00000310832	ENSGACP00000024700
ENSP00000332139	ENSGACP00000005960
ENSP00000269503	ENSGACP00000003527
ENSP00000064571	ENSGACP00000014745
ENSP00000253407	ENSGACP00000011254
ENSP00000253407	ENSGACP00000002776
ENSP00000272520	ENSGACP00000019733
ENSP00000395220	ENSGACP00000004384
ENSP00000297239	ENSGACP00000013235
ENSP00000440704	ENSGACP00000007648
ENSP00000346576	ENSGACP00000026563
ENSP00000346576	ENSGACP00000013892
ENSP00000374036	ENSGACP00000014941
ENSP00000374036	ENSGACP00000020542
ENSP00000272895	ENSGACP00000008574
ENSP00000359245	ENSGACP00000022067
ENSP00000359245	ENSGACP00000002605
ENSP00000363868	ENSGACP00000024571
ENSP00000261187	ENSGACP00000025281
ENSP00000463978	ENSGACP00000007133
ENSP00000463978	ENSGACP00000002859
ENSP00000309751	ENSGACP00000025573
ENSP00000358794	ENSGACP00000010513
ENSP00000364883	ENSGACP00000024665
ENSP00000360577	ENSGACP00000019228
ENSP00000221418	ENSGACP00000017443
ENSP00000476295	ENSGACP00000021085
ENSP00000368517	ENSGACP00000001448
ENSP00000308893	ENSGACP00000004861
ENSP00000328169	ENSGACP00000009988
ENSP00000254958	ENSGACP00000005931
ENSP00000254958	ENSGACP00000025909
ENSP00000256646	ENSGACP00000016470
ENSP00000263388	ENSGACP00000013123
ENSP00000277541	ENSGACP00000018457
ENSP00000277541	ENSGACP00000021217
ENSP00000345229	ENSGACP00000009891
ENSP00000349893	ENSGACP00000016205
ENSP00000340292	ENSGACP00000012393
ENSP00000249749	ENSGACP00000017087
ENSP00000249749	ENSGACP00000007803
ENSP00000265162	ENSGACP00000002570
ENSP00000296754	ENSGACP00000018077
ENSP00000231368	ENSGACP00000012950
ENSP00000299727	ENSGACP00000003306
ENSP00000299727	ENSGACP00000007317
ENSP00000293897	ENSGACP00000025045
ENSP00000293897	ENSGACP00000016571
ENSP00000330138	ENSGACP00000019174
ENSP00000350198	ENSGACP00000007249
ENSP00000350198	ENSGACP00000014796
ENSP00000394624	ENSGACP00000013698
ENSP00000234961	ENSGACP00000010205
ENSP00000234961	ENSGACP00000009687
ENSP00000336764	ENSGACP00000013849
ENSP00000355396	ENSGACP00000006324
ENSP00000326759	ENSGACP00000025277
ENSP00000273261	ENSGACP00000012348
ENSP00000416015	ENSGACP00000017906
ENSP00000256194	ENSGACP00000020754
ENSP00000256194	ENSGACP00000004519
ENSP00000351664	ENSGACP00000015009
ENSP00000416683	ENSGACP00000018473
ENSP00000295057	ENSGACP00000023768
ENSP00000274711	ENSGACP00000024329
ENSP00000216241	ENSGACP00000006368
ENSP00000216241	ENSGACP00000010143
ENSP00000423812	ENSGACP00000005432
ENSP00000312671	ENSGACP00000027034
ENSP00000312671	ENSGACP00000001020
ENSP00000261503	ENSGACP00000026776
ENSP00000373964	ENSGACP00000007102
ENSP00000373964	ENSGACP00000027476
ENSP00000351593	ENSGACP00000011047
ENSP00000302100	ENSGACP00000017076
ENSP00000341032	ENSGACP00000004855
ENSP00000341032	ENSGACP00000025067
ENSP00000285018	ENSGACP00000014829
ENSP00000380379	ENSGACP00000025985
ENSP00000417310	ENSGACP00000013404
ENSP00000222462	ENSGACP00000000844
ENSP00000265441	ENSGACP00000011987
