ENSMODP00000016222	ENSACAP00000005936
ENSMODP00000017597	ENSACAP00000009332
ENSMODP00000005523	ENSACAP00000006192
ENSMODP00000020362	ENSACAP00000004815
ENSMODP00000018937	ENSACAP00000014029
ENSMODP00000004027	ENSACAP00000003417
ENSMODP00000011076	ENSACAP00000008927
ENSMODP00000005457	ENSACAP00000007502
ENSMODP00000005434	ENSACAP00000007561
ENSMODP00000015863	ENSACAP00000009037
ENSMODP00000013961	ENSACAP00000014455
ENSMODP00000024044	ENSACAP00000013548
ENSMODP00000000915	ENSACAP00000000134
ENSMODP00000020251	ENSACAP00000019591
ENSMODP00000019671	ENSACAP00000006437
ENSMODP00000001319	ENSACAP00000020037
ENSMODP00000001170	ENSACAP00000017665
ENSMODP00000015173	ENSACAP00000010922
ENSMODP00000010621	ENSACAP00000001015
ENSMODP00000016432	ENSACAP00000003818
ENSMODP00000016439	ENSACAP00000002006
ENSMODP00000038815	ENSACAP00000022176
ENSMODP00000016478	ENSACAP00000001958
ENSMODP00000004090	ENSACAP00000013114
ENSMODP00000004067	ENSACAP00000005747
ENSMODP00000036064	ENSACAP00000003522
ENSMODP00000018920	ENSACAP00000013219
ENSMODP00000007348	ENSACAP00000019467
ENSMODP00000009938	ENSACAP00000018456
ENSMODP00000018008	ENSACAP00000016401
ENSMODP00000016548	ENSACAP00000008982
ENSMODP00000025129	ENSACAP00000006970
ENSMODP00000030295	ENSACAP00000007780
ENSMODP00000002406	ENSACAP00000016315
ENSMODP00000015860	ENSACAP00000007663
ENSMODP00000025525	ENSACAP00000007153
ENSMODP00000011803	ENSACAP00000015587
ENSMODP00000004617	ENSACAP00000017151
ENSMODP00000001532	ENSACAP00000013845
ENSMODP00000016388	ENSACAP00000002559
ENSMODP00000011330	ENSACAP00000006135
ENSMODP00000026218	ENSACAP00000005307
ENSMODP00000017744	ENSACAP00000008757
ENSMODP00000016964	ENSACAP00000007291
ENSMODP00000014887	ENSACAP00000010126
ENSMODP00000004982	ENSACAP00000016472
ENSMODP00000001516	ENSACAP00000004704
ENSMODP00000036476	ENSACAP00000016145
ENSMODP00000032034	ENSACAP00000011908
ENSMODP00000017169	ENSACAP00000017554
ENSMODP00000000834	ENSACAP00000015872
ENSMODP00000006233	ENSACAP00000017424
ENSMODP00000022562	ENSACAP00000014927
ENSMODP00000025942	ENSACAP00000012964
ENSMODP00000004778	ENSACAP00000008662
ENSMODP00000023793	ENSACAP00000005996
ENSMODP00000010362	ENSACAP00000002861
ENSMODP00000002924	ENSACAP00000015627
ENSMODP00000041289	ENSACAP00000018405
ENSMODP00000017081	ENSACAP00000003230
ENSMODP00000037413	ENSACAP00000019122
ENSMODP00000008594	ENSACAP00000003592
ENSMODP00000007795	ENSACAP00000003192
ENSMODP00000020248	ENSACAP00000011568
ENSMODP00000032232	ENSACAP00000016405
ENSMODP00000026002	ENSACAP00000009932
ENSMODP00000022821	ENSACAP00000009260
ENSMODP00000005056	ENSACAP00000015792
ENSMODP00000009627	ENSACAP00000008515
ENSMODP00000007474	ENSACAP00000002735
ENSMODP00000003085	ENSACAP00000005847
ENSMODP00000017459	ENSACAP00000012456
ENSMODP00000005413	ENSACAP00000002840
ENSMODP00000024305	ENSACAP00000003913
ENSMODP00000010417	ENSACAP00000017435
ENSMODP00000005637	ENSACAP00000005329
ENSMODP00000022826	ENSACAP00000006427
ENSMODP00000021886	ENSACAP00000004645
ENSMODP00000022227	ENSACAP00000013881
ENSMODP00000013566	ENSACAP00000013697
ENSMODP00000022968	ENSACAP00000017139
ENSMODP00000013093	ENSACAP00000008440
ENSMODP00000023450	ENSACAP00000008355
ENSMODP00000001299	ENSACAP00000019013
ENSMODP00000024436	ENSACAP00000008785
ENSMODP00000014163	ENSACAP00000013186
ENSMODP00000016038	ENSACAP00000010026
ENSMODP00000023858	ENSACAP00000013140
ENSMODP00000015244	ENSACAP00000014950
ENSMODP00000024168	ENSACAP00000016505
ENSMODP00000008435	ENSACAP00000009068
ENSMODP00000014105	ENSACAP00000005464
ENSMODP00000018397	ENSACAP00000019106
ENSMODP00000002617	ENSACAP00000004982
ENSMODP00000036656	ENSACAP00000007562
ENSMODP00000002633	ENSACAP00000005002
ENSMODP00000036384	ENSACAP00000015310
ENSMODP00000011706	ENSACAP00000018618
ENSMODP00000025454	ENSACAP00000009092
ENSMODP00000019226	ENSACAP00000003456
ENSMODP00000031291	ENSACAP00000011532
ENSMODP00000004045	ENSACAP00000001748
ENSMODP00000024743	ENSACAP00000004406
ENSMODP00000003691	ENSACAP00000014011
ENSMODP00000002892	ENSACAP00000010732
ENSMODP00000005745	ENSACAP00000000097
ENSMODP00000011602	ENSACAP00000006529
ENSMODP00000001295	ENSACAP00000011678
ENSMODP00000011618	ENSACAP00000008260
ENSMODP00000018010	ENSACAP00000002427
ENSMODP00000002903	ENSACAP00000007258
ENSMODP00000002798	ENSACAP00000007348
ENSMODP00000002882	ENSACAP00000007276
ENSMODP00000018870	ENSACAP00000000788
ENSMODP00000008932	ENSACAP00000007042
ENSMODP00000002923	ENSACAP00000007224
ENSMODP00000000454	ENSACAP00000000908
ENSMODP00000016970	ENSACAP00000006503
ENSMODP00000026102	ENSACAP00000006216
ENSMODP00000006768	ENSACAP00000002174
ENSMODP00000026100	ENSACAP00000005977
ENSMODP00000001848	ENSACAP00000016714
ENSMODP00000016492	ENSACAP00000001897
ENSMODP00000003602	ENSACAP00000010491
ENSMODP00000031034	ENSACAP00000009320
ENSMODP00000026451	ENSACAP00000005627
ENSMODP00000032586	ENSACAP00000017643
ENSMODP00000019807	ENSACAP00000010946
ENSMODP00000017460	ENSACAP00000004707
ENSMODP00000024547	ENSACAP00000013020
ENSMODP00000013390	ENSACAP00000001103
ENSMODP00000018947	ENSACAP00000011228
ENSMODP00000007332	ENSACAP00000003563
ENSMODP00000001723	ENSACAP00000001553
ENSMODP00000001886	ENSACAP00000016658
ENSMODP00000010680	ENSACAP00000014881
ENSMODP00000023920	ENSACAP00000017658
ENSMODP00000006173	ENSACAP00000011516
ENSMODP00000002613	ENSACAP00000007126
ENSMODP00000008443	ENSACAP00000000630
ENSMODP00000035866	ENSACAP00000006638
ENSMODP00000006073	ENSACAP00000010228
ENSMODP00000003008	ENSACAP00000001026
ENSMODP00000011114	ENSACAP00000009469
ENSMODP00000026651	ENSACAP00000016116
ENSMODP00000013781	ENSACAP00000001536
ENSMODP00000038368	ENSACAP00000008663
ENSMODP00000020967	ENSACAP00000019881
ENSMODP00000014144	ENSACAP00000006182
ENSMODP00000003669	ENSACAP00000015542
ENSMODP00000027697	ENSACAP00000005105
ENSMODP00000013721	ENSACAP00000008577
ENSMODP00000015452	ENSACAP00000006322
ENSMODP00000026672	ENSACAP00000010695
ENSMODP00000032319	ENSACAP00000010136
ENSMODP00000015451	ENSACAP00000006314
ENSMODP00000015458	ENSACAP00000006336
ENSMODP00000000572	ENSACAP00000010179
ENSMODP00000011991	ENSACAP00000017632
ENSMODP00000000584	ENSACAP00000010189
ENSMODP00000015460	ENSACAP00000006345
ENSMODP00000030880	ENSACAP00000006175
ENSMODP00000029837	ENSACAP00000006480
ENSMODP00000033835	ENSACAP00000010075
ENSMODP00000024665	ENSACAP00000003934
ENSMODP00000002649	ENSACAP00000015808
ENSMODP00000014510	ENSACAP00000012208
ENSMODP00000018261	ENSACAP00000001522
ENSMODP00000003905	ENSACAP00000002513
ENSMODP00000008854	ENSACAP00000004239
ENSMODP00000014323	ENSACAP00000000640
ENSMODP00000014475	ENSACAP00000001096
ENSMODP00000030277	ENSACAP00000005263
ENSMODP00000030434	ENSACAP00000005204
ENSMODP00000003961	ENSACAP00000004157
ENSMODP00000002889	ENSACAP00000000247
ENSMODP00000009310	ENSACAP00000017250
ENSMODP00000020217	ENSACAP00000020529
ENSMODP00000006535	ENSACAP00000000285
ENSMODP00000024538	ENSACAP00000000938
ENSMODP00000007386	ENSACAP00000012641
ENSMODP00000017635	ENSACAP00000011177
ENSMODP00000025314	ENSACAP00000000878
ENSMODP00000026535	ENSACAP00000005241
ENSMODP00000031542	ENSACAP00000004554
ENSMODP00000015815	ENSACAP00000008776
ENSMODP00000026738	ENSACAP00000011650
ENSMODP00000002274	ENSACAP00000013905
ENSMODP00000022144	ENSACAP00000004828
ENSMODP00000020790	ENSACAP00000015159
ENSMODP00000008269	ENSACAP00000001342
ENSMODP00000013574	ENSACAP00000000406
ENSMODP00000002253	ENSACAP00000012227
ENSMODP00000021065	ENSACAP00000007130
ENSMODP00000010067	ENSACAP00000005856
ENSMODP00000002340	ENSACAP00000012530
ENSMODP00000014424	ENSACAP00000014042
ENSMODP00000037622	ENSACAP00000019369
ENSMODP00000023679	ENSACAP00000004498
ENSMODP00000006069	ENSACAP00000003278
ENSMODP00000039502	ENSACAP00000009987
ENSMODP00000017473	ENSACAP00000012434
ENSMODP00000017476	ENSACAP00000019006
ENSMODP00000008386	ENSACAP00000003332
ENSMODP00000022356	ENSACAP00000010768
ENSMODP00000022849	ENSACAP00000009236
ENSMODP00000036899	ENSACAP00000009516
ENSMODP00000017146	ENSACAP00000016560
ENSMODP00000034885	ENSACAP00000001416
ENSMODP00000000678	ENSACAP00000008848
ENSMODP00000012804	ENSACAP00000012511
ENSMODP00000005582	ENSACAP00000006162
ENSMODP00000012635	ENSACAP00000010222
ENSMODP00000016197	ENSACAP00000008758
ENSMODP00000021249	ENSACAP00000013097
ENSMODP00000008299	ENSACAP00000003302
ENSMODP00000007210	ENSACAP00000001222
ENSMODP00000014371	ENSACAP00000002158
ENSMODP00000001792	ENSACAP00000020271
ENSMODP00000016904	ENSACAP00000015023
ENSMODP00000031857	ENSACAP00000009517
ENSMODP00000003351	ENSACAP00000008989
ENSMODP00000034992	ENSACAP00000002999
ENSMODP00000002675	ENSACAP00000003865
ENSMODP00000002478	ENSACAP00000005188
ENSMODP00000003817	ENSACAP00000008474
ENSMODP00000010005	ENSACAP00000010017
ENSMODP00000018162	ENSACAP00000001151
ENSMODP00000018172	ENSACAP00000021207
ENSMODP00000026567	ENSACAP00000006892
ENSMODP00000018728	ENSACAP00000016141
ENSMODP00000009579	ENSACAP00000016020
ENSMODP00000039925	ENSACAP00000004229
ENSMODP00000018602	ENSACAP00000011012
ENSMODP00000012910	ENSACAP00000011054
ENSMODP00000006169	ENSACAP00000014508
ENSMODP00000003246	ENSACAP00000005193
ENSMODP00000023109	ENSACAP00000002729
ENSMODP00000025452	ENSACAP00000017493
ENSMODP00000025792	ENSACAP00000008316
ENSMODP00000039676	ENSACAP00000014851
ENSMODP00000001442	ENSACAP00000008774
ENSMODP00000019384	ENSACAP00000000887
ENSMODP00000011869	ENSACAP00000007947
ENSMODP00000016490	ENSACAP00000015865
ENSMODP00000000262	ENSACAP00000013800
ENSMODP00000001932	ENSACAP00000007419
ENSMODP00000034801	ENSACAP00000000044
ENSMODP00000023181	ENSACAP00000003172
ENSMODP00000003651	ENSACAP00000013119
ENSMODP00000026633	ENSACAP00000004867
ENSMODP00000020475	ENSACAP00000014629
ENSMODP00000005150	ENSACAP00000001983
ENSMODP00000012764	ENSACAP00000009272
ENSMODP00000033414	ENSACAP00000002717
ENSMODP00000023790	ENSACAP00000006099
ENSMODP00000010737	ENSACAP00000018581
ENSMODP00000014451	ENSACAP00000004110
ENSMODP00000014072	ENSACAP00000004032
ENSMODP00000005723	ENSACAP00000014071
ENSMODP00000018749	ENSACAP00000017518
ENSMODP00000000308	ENSACAP00000023484
ENSMODP00000003302	ENSACAP00000017302
ENSMODP00000011160	ENSACAP00000004472
ENSMODP00000005925	ENSACAP00000005533
ENSMODP00000005623	ENSACAP00000013777
ENSMODP00000018499	ENSACAP00000017684
ENSMODP00000018500	ENSACAP00000000016
ENSMODP00000026791	ENSACAP00000003626
ENSMODP00000020651	ENSACAP00000014412
ENSMODP00000024716	ENSACAP00000008619
ENSMODP00000006610	ENSACAP00000014588
ENSMODP00000009307	ENSACAP00000006358
ENSMODP00000009259	ENSACAP00000009237
ENSMODP00000003557	ENSACAP00000010538
ENSMODP00000004334	ENSACAP00000005378
ENSMODP00000028479	ENSACAP00000009502
ENSMODP00000001708	ENSACAP00000011558
ENSMODP00000017150	ENSACAP00000009299
ENSMODP00000024358	ENSACAP00000010942
ENSMODP00000027791	ENSACAP00000004409
ENSMODP00000001830	ENSACAP00000005831
ENSMODP00000029001	ENSACAP00000003207
ENSMODP00000034763	ENSACAP00000010443
ENSMODP00000032212	ENSACAP00000013347
ENSMODP00000019465	ENSACAP00000011438
ENSMODP00000026684	ENSACAP00000012787
ENSMODP00000019583	ENSACAP00000006622
ENSMODP00000010958	ENSACAP00000005481
ENSMODP00000017504	ENSACAP00000005570
ENSMODP00000001096	ENSACAP00000003266
ENSMODP00000040219	ENSACAP00000007710
ENSMODP00000002918	ENSACAP00000015359
ENSMODP00000010430	ENSACAP00000001785
ENSMODP00000020216	ENSACAP00000019279
ENSMODP00000010253	ENSACAP00000001903
ENSMODP00000020037	ENSACAP00000004454
ENSMODP00000020390	ENSACAP00000004445
ENSMODP00000021446	ENSACAP00000016782
ENSMODP00000017618	ENSACAP00000009125
ENSMODP00000021562	ENSACAP00000008304
ENSMODP00000008686	ENSACAP00000005127
ENSMODP00000008728	ENSACAP00000005233
ENSMODP00000026805	ENSACAP00000009774
ENSMODP00000000685	ENSACAP00000004067
ENSMODP00000001834	ENSACAP00000015954
ENSMODP00000000789	ENSACAP00000003812
ENSMODP00000019125	ENSACAP00000001181
ENSMODP00000035538	ENSACAP00000001092
ENSMODP00000022293	ENSACAP00000011897
ENSMODP00000025402	ENSACAP00000010019
ENSMODP00000018085	ENSACAP00000021524
ENSMODP00000011497	ENSACAP00000008378
ENSMODP00000038180	ENSACAP00000000778
ENSMODP00000003079	ENSACAP00000016733
ENSMODP00000002415	ENSACAP00000005159
ENSMODP00000019665	ENSACAP00000009958
ENSMODP00000011264	ENSACAP00000017185
ENSMODP00000016093	ENSACAP00000003644
ENSMODP00000000848	ENSACAP00000023116
ENSMODP00000019886	ENSACAP00000002509
ENSMODP00000019196	ENSACAP00000003850
ENSMODP00000032982	ENSACAP00000000424
ENSMODP00000033051	ENSACAP00000011648
ENSMODP00000012365	ENSACAP00000014878
ENSMODP00000003849	ENSACAP00000004034
ENSMODP00000032409	ENSACAP00000007062
ENSMODP00000007830	ENSACAP00000003252
ENSMODP00000004230	ENSACAP00000009492
ENSMODP00000022247	ENSACAP00000001633
ENSMODP00000006447	ENSACAP00000012065
ENSMODP00000001677	ENSACAP00000011501
ENSMODP00000013615	ENSACAP00000016529
ENSMODP00000022896	ENSACAP00000010116
ENSMODP00000024053	ENSACAP00000018417
ENSMODP00000021560	ENSACAP00000010233
ENSMODP00000036661	ENSACAP00000012119
ENSMODP00000016438	ENSACAP00000003250
ENSMODP00000020814	ENSACAP00000015361
ENSMODP00000015465	ENSACAP00000005680
ENSMODP00000007078	ENSACAP00000021612
ENSMODP00000018070	ENSACAP00000001149
ENSMODP00000032876	ENSACAP00000009487
ENSMODP00000035153	ENSACAP00000019442
ENSMODP00000021168	ENSACAP00000016204
ENSMODP00000011627	ENSACAP00000014899
ENSMODP00000017634	ENSACAP00000017054
ENSMODP00000021016	ENSACAP00000005417
ENSMODP00000023095	ENSACAP00000004553
ENSMODP00000026449	ENSACAP00000008572
ENSMODP00000000874	ENSACAP00000002277
ENSMODP00000016351	ENSACAP00000012795
ENSMODP00000019596	ENSACAP00000001554
ENSMODP00000001343	ENSACAP00000004258
ENSMODP00000022015	ENSACAP00000002700
ENSMODP00000016746	ENSACAP00000016243
ENSMODP00000005265	ENSACAP00000006467
ENSMODP00000026037	ENSACAP00000016574
ENSMODP00000006440	ENSACAP00000003905
ENSMODP00000013669	ENSACAP00000017583
ENSMODP00000020375	ENSACAP00000015541
ENSMODP00000022683	ENSACAP00000004434
ENSMODP00000004990	ENSACAP00000003325
ENSMODP00000003587	ENSACAP00000014184
ENSMODP00000029743	ENSACAP00000011338
ENSMODP00000039261	ENSACAP00000021073
ENSMODP00000029717	ENSACAP00000002238
ENSMODP00000000425	ENSACAP00000009510
ENSMODP00000023689	ENSACAP00000005878
ENSMODP00000033949	ENSACAP00000013822
ENSMODP00000013578	ENSACAP00000008165
ENSMODP00000015318	ENSACAP00000016699
ENSMODP00000032955	ENSACAP00000017404
ENSMODP00000020808	ENSACAP00000022810
ENSMODP00000003648	ENSACAP00000010447
ENSMODP00000026294	ENSACAP00000022239
ENSMODP00000001531	ENSACAP00000000556
ENSMODP00000004157	ENSACAP00000002109
ENSMODP00000001678	ENSACAP00000009534
ENSMODP00000026816	ENSACAP00000009371
ENSMODP00000014552	ENSACAP00000008237
ENSMODP00000018631	ENSACAP00000005225
ENSMODP00000001436	ENSACAP00000015461
ENSMODP00000023156	ENSACAP00000014004
ENSMODP00000006174	ENSACAP00000006882
ENSMODP00000031363	ENSACAP00000018110
ENSMODP00000023552	ENSACAP00000011470
ENSMODP00000012755	ENSACAP00000012605
ENSMODP00000021595	ENSACAP00000009926
ENSMODP00000027548	ENSACAP00000008335
ENSMODP00000017977	ENSACAP00000010358
ENSMODP00000008640	ENSACAP00000013978
ENSMODP00000002583	ENSACAP00000010383
ENSMODP00000009251	ENSACAP00000007545
ENSMODP00000016844	ENSACAP00000001615
ENSMODP00000027503	ENSACAP00000022434
ENSMODP00000011755	ENSACAP00000012389
ENSMODP00000035490	ENSACAP00000022577
ENSMODP00000009740	ENSACAP00000007468
ENSMODP00000011198	ENSACAP00000005152
ENSMODP00000004890	ENSACAP00000008581
ENSMODP00000021917	ENSACAP00000001515
ENSMODP00000036802	ENSACAP00000002894
ENSMODP00000015284	ENSACAP00000017507
ENSMODP00000007225	ENSACAP00000009251
ENSMODP00000002585	ENSACAP00000015805
ENSMODP00000023592	ENSACAP00000012841
ENSMODP00000009172	ENSACAP00000023339
ENSMODP00000031219	ENSACAP00000011964
ENSMODP00000041349	ENSACAP00000011959
ENSMODP00000020135	ENSACAP00000015413
ENSMODP00000020058	ENSACAP00000006025
ENSMODP00000014084	ENSACAP00000003966
ENSMODP00000026489	ENSACAP00000004633
ENSMODP00000001670	ENSACAP00000000779
ENSMODP00000011118	ENSACAP00000001039
ENSMODP00000013185	ENSACAP00000001688
ENSMODP00000008353	ENSACAP00000012272
ENSMODP00000000438	ENSACAP00000001232
ENSMODP00000003213	ENSACAP00000014970
ENSMODP00000002192	ENSACAP00000007253
ENSMODP00000029339	ENSACAP00000007765
ENSMODP00000002171	ENSACAP00000007383
ENSMODP00000017281	ENSACAP00000009739
ENSMODP00000004411	ENSACAP00000012861
ENSMODP00000004526	ENSACAP00000013017
ENSMODP00000015042	ENSACAP00000016128
ENSMODP00000022678	ENSACAP00000002845
ENSMODP00000004639	ENSACAP00000003030
ENSMODP00000014553	ENSACAP00000019868
ENSMODP00000004652	ENSACAP00000000215
ENSMODP00000018938	ENSACAP00000010094
ENSMODP00000025108	ENSACAP00000007312
ENSMODP00000012581	ENSACAP00000019488
ENSMODP00000026212	ENSACAP00000010289
ENSMODP00000016203	ENSACAP00000004748
ENSMODP00000003023	ENSACAP00000009473
ENSMODP00000003174	ENSACAP00000007213
ENSMODP00000007875	ENSACAP00000013581
ENSMODP00000036859	ENSACAP00000022593
ENSMODP00000008698	ENSACAP00000009526
ENSMODP00000026134	ENSACAP00000005103
ENSMODP00000009228	ENSACAP00000004739
ENSMODP00000018663	ENSACAP00000015017
ENSMODP00000021949	ENSACAP00000003357
ENSMODP00000022367	ENSACAP00000020677
ENSMODP00000011145	ENSACAP00000003096
ENSMODP00000009258	ENSACAP00000002494
ENSMODP00000025832	ENSACAP00000005738
ENSMODP00000013041	ENSACAP00000004414
ENSMODP00000032394	ENSACAP00000006372
ENSMODP00000038232	ENSACAP00000002248
ENSMODP00000003192	ENSACAP00000015058
ENSMODP00000023096	ENSACAP00000002162
ENSMODP00000015366	ENSACAP00000009250
ENSMODP00000012898	ENSACAP00000006147
ENSMODP00000009227	ENSACAP00000020087
ENSMODP00000001944	ENSACAP00000006181
ENSMODP00000006381	ENSACAP00000009746
ENSMODP00000021564	ENSACAP00000010207
ENSMODP00000002430	ENSACAP00000023415
ENSMODP00000034444	ENSACAP00000000859
ENSMODP00000000604	ENSACAP00000004892
ENSMODP00000004454	ENSACAP00000015105
ENSMODP00000016285	ENSACAP00000004510
ENSMODP00000039353	ENSACAP00000010631
ENSMODP00000002689	ENSACAP00000015469
ENSMODP00000009391	ENSACAP00000002153
ENSMODP00000009471	ENSACAP00000013721
ENSMODP00000002577	ENSACAP00000015637
ENSMODP00000036477	ENSACAP00000008672
ENSMODP00000026879	ENSACAP00000002101
ENSMODP00000001798	ENSACAP00000007944
ENSMODP00000020777	ENSACAP00000014841
ENSMODP00000000589	ENSACAP00000014221
ENSMODP00000018968	ENSACAP00000013403
ENSMODP00000000619	ENSACAP00000000629
ENSMODP00000035137	ENSACAP00000004680
ENSMODP00000019829	ENSACAP00000010885
ENSMODP00000017914	ENSACAP00000000373
ENSMODP00000005758	ENSACAP00000011022
ENSMODP00000000059	ENSACAP00000007372
ENSMODP00000002749	ENSACAP00000015422
ENSMODP00000009338	ENSACAP00000003234
ENSMODP00000012282	ENSACAP00000015476
ENSMODP00000005489	ENSACAP00000000446
ENSMODP00000017148	ENSACAP00000008148
ENSMODP00000020444	ENSACAP00000014901
ENSMODP00000020415	ENSACAP00000015018
ENSMODP00000021521	ENSACAP00000006698
ENSMODP00000035600	ENSACAP00000012519
ENSMODP00000014216	ENSACAP00000014137
ENSMODP00000017303	ENSACAP00000017220
ENSMODP00000025641	ENSACAP00000010848
ENSMODP00000002136	ENSACAP00000012453
ENSMODP00000001080	ENSACAP00000001755
ENSMODP00000002374	ENSACAP00000010742
ENSMODP00000005683	ENSACAP00000003470
ENSMODP00000026630	ENSACAP00000004567
ENSMODP00000008530	ENSACAP00000005114
ENSMODP00000022283	ENSACAP00000022570
ENSMODP00000022278	ENSACAP00000017056
ENSMODP00000000899	ENSACAP00000000183
ENSMODP00000000258	ENSACAP00000013820
ENSMODP00000011848	ENSACAP00000010551
ENSMODP00000012484	ENSACAP00000006672
ENSMODP00000013387	ENSACAP00000015270
ENSMODP00000016722	ENSACAP00000012011
ENSMODP00000021684	ENSACAP00000003429
ENSMODP00000007802	ENSACAP00000016134
ENSMODP00000041159	ENSACAP00000006893
ENSMODP00000014142	ENSACAP00000003113
ENSMODP00000023973	ENSACAP00000008492
ENSMODP00000017752	ENSACAP00000002536
ENSMODP00000036878	ENSACAP00000005016
ENSMODP00000002598	ENSACAP00000010263
ENSMODP00000024583	ENSACAP00000016200
ENSMODP00000012638	ENSACAP00000007693
ENSMODP00000021387	ENSACAP00000011458
ENSMODP00000023503	ENSACAP00000006241
ENSMODP00000003451	ENSACAP00000019590
ENSMODP00000038019	ENSACAP00000008118
ENSMODP00000032639	ENSACAP00000008300
ENSMODP00000001272	ENSACAP00000018400
ENSMODP00000024191	ENSACAP00000018909
ENSMODP00000003149	ENSACAP00000012388
ENSMODP00000013755	ENSACAP00000004046
ENSMODP00000002204	ENSACAP00000016525
ENSMODP00000036914	ENSACAP00000001481
ENSMODP00000007696	ENSACAP00000001374
ENSMODP00000002222	ENSACAP00000016508
ENSMODP00000004960	ENSACAP00000015881
ENSMODP00000006964	ENSACAP00000012393
ENSMODP00000040227	ENSACAP00000001582
ENSMODP00000011490	ENSACAP00000008396
ENSMODP00000021847	ENSACAP00000010101
ENSMODP00000001513	ENSACAP00000002340
ENSMODP00000009855	ENSACAP00000016283
ENSMODP00000004305	ENSACAP00000005354
ENSMODP00000009476	ENSACAP00000002886
ENSMODP00000017125	ENSACAP00000011395
ENSMODP00000008221	ENSACAP00000006639
ENSMODP00000009452	ENSACAP00000008180
ENSMODP00000008384	ENSACAP00000012793
ENSMODP00000007109	ENSACAP00000013074
ENSMODP00000022306	ENSACAP00000011542
ENSMODP00000000341	ENSACAP00000012956
ENSMODP00000026538	ENSACAP00000005000
ENSMODP00000001508	ENSACAP00000011306
ENSMODP00000015725	ENSACAP00000007271
ENSMODP00000028411	ENSACAP00000004120
