ENSTGUP00000008915	ENSCAFP00000014731
ENSTGUP00000009169	ENSCAFP00000009209
ENSTGUP00000010438	ENSCAFP00000031969
ENSTGUP00000003689	ENSCAFP00000008129
ENSTGUP00000012287	ENSCAFP00000008245
ENSTGUP00000000561	ENSCAFP00000007500
ENSTGUP00000012554	ENSCAFP00000013675
ENSTGUP00000003374	ENSCAFP00000034899
ENSTGUP00000003361	ENSCAFP00000010923
ENSTGUP00000006937	ENSCAFP00000003684
ENSTGUP00000003297	ENSCAFP00000014864
ENSTGUP00000013006	ENSCAFP00000001682
ENSTGUP00000005338	ENSCAFP00000013999
ENSTGUP00000012811	ENSCAFP00000040286
ENSTGUP00000017813	ENSCAFP00000019762
ENSTGUP00000013554	ENSCAFP00000036770
ENSTGUP00000006140	ENSCAFP00000017411
ENSTGUP00000006251	ENSCAFP00000012049
ENSTGUP00000010524	ENSCAFP00000016983
ENSTGUP00000007940	ENSCAFP00000002250
ENSTGUP00000012767	ENSCAFP00000042061
ENSTGUP00000002993	ENSCAFP00000018593
ENSTGUP00000012353	ENSCAFP00000040600
ENSTGUP00000002949	ENSCAFP00000021549
ENSTGUP00000005922	ENSCAFP00000030199
ENSTGUP00000001017	ENSCAFP00000018110
ENSTGUP00000008538	ENSCAFP00000038379
ENSTGUP00000005777	ENSCAFP00000012723
ENSTGUP00000007410	ENSCAFP00000000668
ENSTGUP00000004861	ENSCAFP00000014962
ENSTGUP00000012738	ENSCAFP00000025490
ENSTGUP00000005884	ENSCAFP00000003943
ENSTGUP00000002798	ENSCAFP00000004014
ENSTGUP00000005768	ENSCAFP00000015256
ENSTGUP00000000229	ENSCAFP00000018892
ENSTGUP00000002973	ENSCAFP00000013109
ENSTGUP00000001186	ENSCAFP00000000568
ENSTGUP00000011000	ENSCAFP00000002181
ENSTGUP00000000528	ENSCAFP00000014713
ENSTGUP00000013996	ENSCAFP00000036743
ENSTGUP00000006053	ENSCAFP00000042079
ENSTGUP00000007521	ENSCAFP00000010203
ENSTGUP00000011753	ENSCAFP00000038985
ENSTGUP00000002401	ENSCAFP00000027340
ENSTGUP00000000636	ENSCAFP00000029166
ENSTGUP00000007545	ENSCAFP00000021986
ENSTGUP00000004683	ENSCAFP00000019958
ENSTGUP00000002240	ENSCAFP00000037306
ENSTGUP00000001576	ENSCAFP00000034270
ENSTGUP00000012630	ENSCAFP00000022621
ENSTGUP00000010146	ENSCAFP00000009800
ENSTGUP00000001418	ENSCAFP00000001223
ENSTGUP00000006860	ENSCAFP00000011507
ENSTGUP00000006801	ENSCAFP00000010534
ENSTGUP00000002216	ENSCAFP00000013458
ENSTGUP00000004264	ENSCAFP00000029504
ENSTGUP00000001430	ENSCAFP00000040824
ENSTGUP00000012289	ENSCAFP00000001291
ENSTGUP00000012951	ENSCAFP00000043098
ENSTGUP00000005950	ENSCAFP00000014334
ENSTGUP00000013247	ENSCAFP00000036331
ENSTGUP00000002761	ENSCAFP00000010608
ENSTGUP00000007397	ENSCAFP00000007842
ENSTGUP00000001985	ENSCAFP00000006176
ENSTGUP00000013224	ENSCAFP00000003376
ENSTGUP00000017854	ENSCAFP00000039807
ENSTGUP00000003882	ENSCAFP00000015974
ENSTGUP00000015961	ENSCAFP00000012041
ENSTGUP00000005966	ENSCAFP00000012917
ENSTGUP00000008157	ENSCAFP00000023722
ENSTGUP00000005968	ENSCAFP00000036624
ENSTGUP00000000036	ENSCAFP00000023841
ENSTGUP00000002101	ENSCAFP00000027598
ENSTGUP00000005405	ENSCAFP00000003046
ENSTGUP00000000863	ENSCAFP00000015298
ENSTGUP00000008057	ENSCAFP00000038291
ENSTGUP00000008081	ENSCAFP00000007650
ENSTGUP00000006397	ENSCAFP00000029859
ENSTGUP00000010207	ENSCAFP00000003143
ENSTGUP00000010167	ENSCAFP00000003121
ENSTGUP00000000292	ENSCAFP00000007864
ENSTGUP00000000337	ENSCAFP00000004654
ENSTGUP00000007746	ENSCAFP00000025714
ENSTGUP00000007990	ENSCAFP00000035932
ENSTGUP00000000369	ENSCAFP00000004610
ENSTGUP00000000207	ENSCAFP00000020013
ENSTGUP00000011437	ENSCAFP00000021740
ENSTGUP00000006038	ENSCAFP00000030193
ENSTGUP00000009247	ENSCAFP00000019689
ENSTGUP00000007715	ENSCAFP00000027345
ENSTGUP00000002760	ENSCAFP00000022032
ENSTGUP00000006129	ENSCAFP00000026101
ENSTGUP00000013734	ENSCAFP00000022396
ENSTGUP00000004254	ENSCAFP00000028510
ENSTGUP00000005551	ENSCAFP00000012595
ENSTGUP00000012606	ENSCAFP00000001024
ENSTGUP00000010097	ENSCAFP00000041132
ENSTGUP00000011153	ENSCAFP00000022639
ENSTGUP00000012535	ENSCAFP00000042230
ENSTGUP00000010686	ENSCAFP00000018865
ENSTGUP00000013622	ENSCAFP00000018866
ENSTGUP00000002091	ENSCAFP00000023731
ENSTGUP00000007917	ENSCAFP00000018703
ENSTGUP00000005541	ENSCAFP00000023526
ENSTGUP00000008684	ENSCAFP00000016986
ENSTGUP00000006368	ENSCAFP00000034716
ENSTGUP00000004368	ENSCAFP00000028947
ENSTGUP00000002449	ENSCAFP00000024331
ENSTGUP00000003545	ENSCAFP00000024802
ENSTGUP00000003534	ENSCAFP00000024788
ENSTGUP00000003000	ENSCAFP00000004377
ENSTGUP00000015899	ENSCAFP00000009890
ENSTGUP00000003004	ENSCAFP00000004385
ENSTGUP00000003538	ENSCAFP00000024794
ENSTGUP00000003532	ENSCAFP00000024781
ENSTGUP00000009231	ENSCAFP00000019812
ENSTGUP00000002988	ENSCAFP00000004370
ENSTGUP00000005314	ENSCAFP00000013060
ENSTGUP00000003746	ENSCAFP00000015334
ENSTGUP00000011505	ENSCAFP00000011102
ENSTGUP00000001953	ENSCAFP00000002155
ENSTGUP00000007073	ENSCAFP00000000610
ENSTGUP00000013601	ENSCAFP00000020944
ENSTGUP00000013596	ENSCAFP00000020956
ENSTGUP00000001326	ENSCAFP00000022339
ENSTGUP00000009454	ENSCAFP00000014069
ENSTGUP00000017464	ENSCAFP00000018693
ENSTGUP00000003718	ENSCAFP00000004320
ENSTGUP00000017440	ENSCAFP00000009896
ENSTGUP00000006946	ENSCAFP00000030088
ENSTGUP00000017555	ENSCAFP00000001433
ENSTGUP00000015948	ENSCAFP00000013219
ENSTGUP00000009599	ENSCAFP00000000054
ENSTGUP00000001823	ENSCAFP00000005065
ENSTGUP00000009509	ENSCAFP00000018996
ENSTGUP00000009586	ENSCAFP00000026620
ENSTGUP00000013294	ENSCAFP00000006534
ENSTGUP00000011083	ENSCAFP00000042453
ENSTGUP00000008087	ENSCAFP00000034211
ENSTGUP00000017788	ENSCAFP00000014969
ENSTGUP00000006692	ENSCAFP00000026282
ENSTGUP00000008471	ENSCAFP00000017285
ENSTGUP00000015220	ENSCAFP00000016891
ENSTGUP00000005479	ENSCAFP00000031501
ENSTGUP00000013785	ENSCAFP00000014369
ENSTGUP00000001416	ENSCAFP00000001214
ENSTGUP00000011824	ENSCAFP00000001064
ENSTGUP00000012423	ENSCAFP00000005799
ENSTGUP00000013561	ENSCAFP00000033255
ENSTGUP00000004027	ENSCAFP00000017565
ENSTGUP00000011702	ENSCAFP00000005924
ENSTGUP00000017730	ENSCAFP00000013035
ENSTGUP00000006927	ENSCAFP00000022384
ENSTGUP00000010683	ENSCAFP00000021566
ENSTGUP00000005309	ENSCAFP00000016787
ENSTGUP00000006639	ENSCAFP00000012519
ENSTGUP00000004505	ENSCAFP00000020305
ENSTGUP00000016798	ENSCAFP00000012547
ENSTGUP00000000900	ENSCAFP00000002726
ENSTGUP00000005706	ENSCAFP00000015182
ENSTGUP00000007710	ENSCAFP00000022528
ENSTGUP00000000800	ENSCAFP00000002558
ENSTGUP00000003679	ENSCAFP00000017598
ENSTGUP00000009537	ENSCAFP00000015002
ENSTGUP00000009121	ENSCAFP00000012089
ENSTGUP00000012660	ENSCAFP00000006731
ENSTGUP00000010329	ENSCAFP00000019833
ENSTGUP00000011745	ENSCAFP00000011234
ENSTGUP00000005302	ENSCAFP00000036387
ENSTGUP00000006963	ENSCAFP00000000999
ENSTGUP00000000998	ENSCAFP00000027263
ENSTGUP00000006169	ENSCAFP00000014126
ENSTGUP00000006578	ENSCAFP00000024008
ENSTGUP00000000169	ENSCAFP00000024634
ENSTGUP00000002420	ENSCAFP00000023639
ENSTGUP00000001690	ENSCAFP00000026166
ENSTGUP00000017760	ENSCAFP00000014201
ENSTGUP00000012743	ENSCAFP00000018530
ENSTGUP00000003815	ENSCAFP00000029210
ENSTGUP00000011093	ENSCAFP00000016537
ENSTGUP00000011130	ENSCAFP00000016167
ENSTGUP00000011746	ENSCAFP00000010668
ENSTGUP00000002921	ENSCAFP00000015925
ENSTGUP00000016436	ENSCAFP00000038378
ENSTGUP00000011196	ENSCAFP00000013840
ENSTGUP00000004289	ENSCAFP00000029531
ENSTGUP00000004765	ENSCAFP00000002215
ENSTGUP00000001898	ENSCAFP00000005275
ENSTGUP00000016222	ENSCAFP00000000274
ENSTGUP00000003899	ENSCAFP00000018064
ENSTGUP00000009057	ENSCAFP00000009116
ENSTGUP00000002630	ENSCAFP00000022977
ENSTGUP00000003339	ENSCAFP00000008690
ENSTGUP00000010089	ENSCAFP00000027625
ENSTGUP00000013630	ENSCAFP00000002993
ENSTGUP00000014812	ENSCAFP00000023280
ENSTGUP00000003569	ENSCAFP00000008691
ENSTGUP00000006446	ENSCAFP00000011616
ENSTGUP00000003289	ENSCAFP00000018365
ENSTGUP00000015116	ENSCAFP00000007303
ENSTGUP00000007431	ENSCAFP00000027012
ENSTGUP00000006984	ENSCAFP00000010303
ENSTGUP00000008796	ENSCAFP00000005977
ENSTGUP00000013786	ENSCAFP00000031523
ENSTGUP00000006915	ENSCAFP00000005471
ENSTGUP00000005591	ENSCAFP00000021720
ENSTGUP00000011574	ENSCAFP00000013067
ENSTGUP00000000185	ENSCAFP00000019967
ENSTGUP00000010605	ENSCAFP00000001953
ENSTGUP00000008902	ENSCAFP00000022594
ENSTGUP00000003428	ENSCAFP00000005692
ENSTGUP00000008177	ENSCAFP00000018079
ENSTGUP00000002162	ENSCAFP00000027963
ENSTGUP00000011280	ENSCAFP00000000410
ENSTGUP00000017400	ENSCAFP00000019515
ENSTGUP00000004936	ENSCAFP00000029518
ENSTGUP00000010276	ENSCAFP00000027440
ENSTGUP00000001237	ENSCAFP00000034693
ENSTGUP00000012950	ENSCAFP00000007760
ENSTGUP00000002706	ENSCAFP00000011497
ENSTGUP00000010839	ENSCAFP00000026847
ENSTGUP00000008041	ENSCAFP00000018639
ENSTGUP00000002236	ENSCAFP00000027474
ENSTGUP00000013508	ENSCAFP00000021663
ENSTGUP00000000435	ENSCAFP00000003166
ENSTGUP00000009867	ENSCAFP00000019043
ENSTGUP00000007001	ENSCAFP00000030174
ENSTGUP00000000168	ENSCAFP00000028282
ENSTGUP00000011850	ENSCAFP00000020924
ENSTGUP00000013059	ENSCAFP00000001739
ENSTGUP00000017439	ENSCAFP00000022374
ENSTGUP00000005279	ENSCAFP00000003097
ENSTGUP00000006570	ENSCAFP00000014750
ENSTGUP00000006461	ENSCAFP00000013036
ENSTGUP00000011207	ENSCAFP00000008871
ENSTGUP00000011545	ENSCAFP00000016262
ENSTGUP00000005759	ENSCAFP00000017635
ENSTGUP00000003271	ENSCAFP00000032511
ENSTGUP00000004230	ENSCAFP00000018413
ENSTGUP00000003682	ENSCAFP00000019963
ENSTGUP00000000438	ENSCAFP00000017590
ENSTGUP00000017646	ENSCAFP00000024261
ENSTGUP00000002008	ENSCAFP00000007839
ENSTGUP00000007376	ENSCAFP00000011905
ENSTGUP00000004141	ENSCAFP00000031746
ENSTGUP00000001282	ENSCAFP00000001517
ENSTGUP00000017047	ENSCAFP00000024143
ENSTGUP00000001968	ENSCAFP00000004656
ENSTGUP00000003866	ENSCAFP00000009509
ENSTGUP00000008675	ENSCAFP00000016753
ENSTGUP00000000432	ENSCAFP00000026914
ENSTGUP00000004727	ENSCAFP00000014842
ENSTGUP00000015395	ENSCAFP00000005458
ENSTGUP00000018014	ENSCAFP00000003868
ENSTGUP00000016291	ENSCAFP00000013117
ENSTGUP00000012078	ENSCAFP00000007497
ENSTGUP00000011580	ENSCAFP00000013048
ENSTGUP00000006559	ENSCAFP00000039652
ENSTGUP00000000381	ENSCAFP00000000333
ENSTGUP00000015268	ENSCAFP00000036772
ENSTGUP00000011077	ENSCAFP00000026664
ENSTGUP00000009037	ENSCAFP00000016823
ENSTGUP00000013792	ENSCAFP00000016051
ENSTGUP00000001510	ENSCAFP00000002691
ENSTGUP00000007791	ENSCAFP00000007229
ENSTGUP00000002540	ENSCAFP00000024172
ENSTGUP00000005997	ENSCAFP00000014701
ENSTGUP00000002082	ENSCAFP00000038733
ENSTGUP00000007296	ENSCAFP00000041413
ENSTGUP00000007171	ENSCAFP00000021921
ENSTGUP00000000283	ENSCAFP00000009503
ENSTGUP00000002476	ENSCAFP00000028867
ENSTGUP00000016343	ENSCAFP00000037593
ENSTGUP00000007238	ENSCAFP00000011179
ENSTGUP00000003666	ENSCAFP00000028829
ENSTGUP00000013828	ENSCAFP00000022471
ENSTGUP00000005934	ENSCAFP00000015472
ENSTGUP00000003498	ENSCAFP00000042898
ENSTGUP00000003345	ENSCAFP00000041789
ENSTGUP00000010346	ENSCAFP00000017815
ENSTGUP00000005355	ENSCAFP00000038612
ENSTGUP00000000631	ENSCAFP00000009817
ENSTGUP00000007223	ENSCAFP00000010867
ENSTGUP00000000797	ENSCAFP00000026377
ENSTGUP00000002105	ENSCAFP00000005893
ENSTGUP00000003414	ENSCAFP00000027144
ENSTGUP00000008738	ENSCAFP00000018777
ENSTGUP00000010889	ENSCAFP00000006907
ENSTGUP00000001495	ENSCAFP00000029385
ENSTGUP00000003828	ENSCAFP00000001103
ENSTGUP00000007830	ENSCAFP00000038535
ENSTGUP00000004357	ENSCAFP00000021050
ENSTGUP00000003621	ENSCAFP00000029780
ENSTGUP00000008558	ENSCAFP00000042636
ENSTGUP00000001578	ENSCAFP00000001999
ENSTGUP00000008395	ENSCAFP00000005952
ENSTGUP00000012020	ENSCAFP00000000528
ENSTGUP00000006842	ENSCAFP00000011541
ENSTGUP00000003257	ENSCAFP00000008301
ENSTGUP00000013637	ENSCAFP00000002967
ENSTGUP00000013636	ENSCAFP00000002969
ENSTGUP00000013962	ENSCAFP00000008009
ENSTGUP00000010372	ENSCAFP00000012116
ENSTGUP00000012148	ENSCAFP00000017976
ENSTGUP00000013963	ENSCAFP00000008007
ENSTGUP00000011139	ENSCAFP00000000446
ENSTGUP00000013894	ENSCAFP00000013264
ENSTGUP00000017573	ENSCAFP00000022042
ENSTGUP00000010958	ENSCAFP00000022204
ENSTGUP00000013797	ENSCAFP00000015995
ENSTGUP00000004185	ENSCAFP00000026592
ENSTGUP00000007157	ENSCAFP00000011727
ENSTGUP00000013910	ENSCAFP00000022917
ENSTGUP00000004426	ENSCAFP00000011358
ENSTGUP00000005540	ENSCAFP00000006491
ENSTGUP00000009250	ENSCAFP00000025110
ENSTGUP00000004001	ENSCAFP00000027511
ENSTGUP00000006760	ENSCAFP00000000520
ENSTGUP00000011935	ENSCAFP00000010139
ENSTGUP00000008102	ENSCAFP00000002974
ENSTGUP00000012746	ENSCAFP00000018544
ENSTGUP00000007232	ENSCAFP00000034351
ENSTGUP00000006284	ENSCAFP00000035181
ENSTGUP00000003053	ENSCAFP00000008564
ENSTGUP00000006313	ENSCAFP00000013622
ENSTGUP00000006702	ENSCAFP00000015837
ENSTGUP00000012219	ENSCAFP00000013402
ENSTGUP00000003095	ENSCAFP00000038824
ENSTGUP00000007202	ENSCAFP00000030139
ENSTGUP00000001536	ENSCAFP00000003547
ENSTGUP00000004449	ENSCAFP00000002584
ENSTGUP00000010094	ENSCAFP00000009775
ENSTGUP00000009030	ENSCAFP00000017204
ENSTGUP00000008313	ENSCAFP00000006630
ENSTGUP00000003821	ENSCAFP00000020008
ENSTGUP00000011473	ENSCAFP00000040518
ENSTGUP00000008384	ENSCAFP00000036344
ENSTGUP00000009791	ENSCAFP00000032794
ENSTGUP00000010946	ENSCAFP00000026776
ENSTGUP00000004358	ENSCAFP00000022848
ENSTGUP00000004802	ENSCAFP00000013291
ENSTGUP00000003005	ENSCAFP00000021473
ENSTGUP00000009768	ENSCAFP00000024285
ENSTGUP00000006532	ENSCAFP00000000475
ENSTGUP00000017786	ENSCAFP00000014991
ENSTGUP00000010726	ENSCAFP00000040846
ENSTGUP00000005494	ENSCAFP00000004730
ENSTGUP00000003178	ENSCAFP00000008453
ENSTGUP00000000217	ENSCAFP00000024563
ENSTGUP00000003263	ENSCAFP00000005810
ENSTGUP00000017790	ENSCAFP00000014963
ENSTGUP00000008120	ENSCAFP00000008928
ENSTGUP00000000902	ENSCAFP00000029293
ENSTGUP00000008627	ENSCAFP00000015387
ENSTGUP00000001697	ENSCAFP00000005237
ENSTGUP00000014786	ENSCAFP00000013899
ENSTGUP00000004342	ENSCAFP00000026134
ENSTGUP00000009376	ENSCAFP00000017739
ENSTGUP00000001379	ENSCAFP00000015292
ENSTGUP00000012422	ENSCAFP00000000787
ENSTGUP00000013382	ENSCAFP00000004889
ENSTGUP00000006457	ENSCAFP00000014968
ENSTGUP00000004159	ENSCAFP00000026443
ENSTGUP00000004508	ENSCAFP00000017713
ENSTGUP00000007914	ENSCAFP00000014851
ENSTGUP00000008001	ENSCAFP00000018871
ENSTGUP00000015419	ENSCAFP00000018383
ENSTGUP00000007317	ENSCAFP00000020549
ENSTGUP00000005186	ENSCAFP00000012020
ENSTGUP00000008136	ENSCAFP00000020315
ENSTGUP00000000839	ENSCAFP00000002627
ENSTGUP00000003505	ENSCAFP00000007873
ENSTGUP00000009689	ENSCAFP00000037950
ENSTGUP00000009705	ENSCAFP00000026785
ENSTGUP00000001313	ENSCAFP00000028529
ENSTGUP00000010521	ENSCAFP00000041436
ENSTGUP00000000842	ENSCAFP00000028652
ENSTGUP00000013525	ENSCAFP00000042834
ENSTGUP00000010609	ENSCAFP00000037704
ENSTGUP00000011889	ENSCAFP00000000309
ENSTGUP00000011668	ENSCAFP00000010912
ENSTGUP00000013290	ENSCAFP00000027133
ENSTGUP00000008489	ENSCAFP00000023241
ENSTGUP00000006309	ENSCAFP00000017035
ENSTGUP00000012356	ENSCAFP00000005940
ENSTGUP00000006609	ENSCAFP00000030073
ENSTGUP00000008678	ENSCAFP00000011435
ENSTGUP00000007823	ENSCAFP00000017118
ENSTGUP00000006253	ENSCAFP00000017324
ENSTGUP00000003436	ENSCAFP00000024464
ENSTGUP00000013467	ENSCAFP00000022094
ENSTGUP00000011980	ENSCAFP00000036615
ENSTGUP00000012713	ENSCAFP00000040516
ENSTGUP00000005344	ENSCAFP00000013996
ENSTGUP00000010779	ENSCAFP00000021682
ENSTGUP00000003446	ENSCAFP00000007917
ENSTGUP00000005004	ENSCAFP00000027899
ENSTGUP00000004856	ENSCAFP00000015107
ENSTGUP00000013592	ENSCAFP00000041710
ENSTGUP00000010219	ENSCAFP00000016499
ENSTGUP00000007624	ENSCAFP00000019648
ENSTGUP00000011659	ENSCAFP00000012835
ENSTGUP00000004843	ENSCAFP00000031500
ENSTGUP00000012521	ENSCAFP00000006450
ENSTGUP00000004286	ENSCAFP00000039918
ENSTGUP00000014885	ENSCAFP00000000190
ENSTGUP00000000351	ENSCAFP00000004614
ENSTGUP00000002934	ENSCAFP00000028661
ENSTGUP00000010537	ENSCAFP00000008925
ENSTGUP00000010943	ENSCAFP00000026782
ENSTGUP00000010895	ENSCAFP00000022033
ENSTGUP00000001664	ENSCAFP00000026072
ENSTGUP00000017698	ENSCAFP00000024919
ENSTGUP00000008049	ENSCAFP00000017420
ENSTGUP00000004610	ENSCAFP00000016874
ENSTGUP00000007983	ENSCAFP00000016867
ENSTGUP00000003115	ENSCAFP00000024386
ENSTGUP00000000163	ENSCAFP00000028326
ENSTGUP00000010945	ENSCAFP00000038441
ENSTGUP00000008665	ENSCAFP00000009476
ENSTGUP00000003715	ENSCAFP00000003318
ENSTGUP00000009234	ENSCAFP00000011302
ENSTGUP00000013186	ENSCAFP00000026640
ENSTGUP00000013096	ENSCAFP00000022101
ENSTGUP00000005932	ENSCAFP00000026253
ENSTGUP00000003413	ENSCAFP00000008144
ENSTGUP00000004457	ENSCAFP00000032360
ENSTGUP00000010965	ENSCAFP00000023049
ENSTGUP00000011658	ENSCAFP00000024664
ENSTGUP00000005310	ENSCAFP00000010503
ENSTGUP00000011487	ENSCAFP00000040795
ENSTGUP00000010718	ENSCAFP00000037520
ENSTGUP00000000394	ENSCAFP00000024176
ENSTGUP00000016078	ENSCAFP00000015845
ENSTGUP00000007758	ENSCAFP00000032138
ENSTGUP00000006024	ENSCAFP00000026341
ENSTGUP00000007501	ENSCAFP00000011678
ENSTGUP00000009472	ENSCAFP00000037524
ENSTGUP00000006420	ENSCAFP00000014288
ENSTGUP00000008028	ENSCAFP00000024712
ENSTGUP00000001021	ENSCAFP00000028245
ENSTGUP00000009838	ENSCAFP00000025726
ENSTGUP00000007104	ENSCAFP00000012600
ENSTGUP00000014409	ENSCAFP00000031660
ENSTGUP00000008547	ENSCAFP00000016963
ENSTGUP00000017704	ENSCAFP00000024675
ENSTGUP00000007072	ENSCAFP00000042916
ENSTGUP00000008580	ENSCAFP00000016949
ENSTGUP00000001252	ENSCAFP00000001536
ENSTGUP00000009779	ENSCAFP00000025647
ENSTGUP00000002024	ENSCAFP00000006106
ENSTGUP00000006326	ENSCAFP00000026903
ENSTGUP00000012320	ENSCAFP00000009108
ENSTGUP00000008922	ENSCAFP00000011752
ENSTGUP00000005178	ENSCAFP00000011996
ENSTGUP00000000591	ENSCAFP00000007280
ENSTGUP00000004493	ENSCAFP00000007971
ENSTGUP00000006409	ENSCAFP00000010485
ENSTGUP00000000042	ENSCAFP00000007249
ENSTGUP00000012995	ENSCAFP00000023216
ENSTGUP00000007011	ENSCAFP00000009721
ENSTGUP00000012662	ENSCAFP00000001166
ENSTGUP00000008124	ENSCAFP00000006152
ENSTGUP00000002200	ENSCAFP00000007467
ENSTGUP00000011783	ENSCAFP00000024403
ENSTGUP00000003570	ENSCAFP00000013652
ENSTGUP00000000785	ENSCAFP00000017146
ENSTGUP00000013689	ENSCAFP00000038219
ENSTGUP00000010682	ENSCAFP00000030680
ENSTGUP00000007955	ENSCAFP00000018678
ENSTGUP00000000072	ENSCAFP00000018720
ENSTGUP00000001841	ENSCAFP00000005090
ENSTGUP00000013897	ENSCAFP00000013406
ENSTGUP00000002516	ENSCAFP00000027173
ENSTGUP00000004949	ENSCAFP00000038333
ENSTGUP00000010636	ENSCAFP00000008385
ENSTGUP00000000951	ENSCAFP00000005533
ENSTGUP00000008239	ENSCAFP00000015055
ENSTGUP00000013024	ENSCAFP00000021581
ENSTGUP00000004337	ENSCAFP00000012911
ENSTGUP00000000059	ENSCAFP00000023267
ENSTGUP00000017443	ENSCAFP00000006836
ENSTGUP00000009458	ENSCAFP00000020372
ENSTGUP00000002948	ENSCAFP00000004220
ENSTGUP00000010897	ENSCAFP00000018898
ENSTGUP00000004743	ENSCAFP00000013267
ENSTGUP00000013168	ENSCAFP00000041685
ENSTGUP00000013226	ENSCAFP00000003372
ENSTGUP00000003725	ENSCAFP00000011834
ENSTGUP00000012789	ENSCAFP00000001413
ENSTGUP00000001188	ENSCAFP00000019155
ENSTGUP00000010493	ENSCAFP00000001837
ENSTGUP00000007260	ENSCAFP00000026956
ENSTGUP00000004724	ENSCAFP00000007168
ENSTGUP00000007032	ENSCAFP00000039672
ENSTGUP00000009965	ENSCAFP00000025780
ENSTGUP00000004041	ENSCAFP00000028349
ENSTGUP00000001861	ENSCAFP00000002986
ENSTGUP00000001187	ENSCAFP00000006413
ENSTGUP00000003730	ENSCAFP00000038152
ENSTGUP00000006371	ENSCAFP00000017012
ENSTGUP00000008170	ENSCAFP00000005077
ENSTGUP00000007813	ENSCAFP00000022221
ENSTGUP00000009310	ENSCAFP00000008782
ENSTGUP00000012099	ENSCAFP00000012768
ENSTGUP00000011096	ENSCAFP00000026614
ENSTGUP00000013614	ENSCAFP00000003016
ENSTGUP00000003336	ENSCAFP00000020866
ENSTGUP00000001462	ENSCAFP00000003623
ENSTGUP00000006751	ENSCAFP00000000514
ENSTGUP00000010425	ENSCAFP00000001678
ENSTGUP00000004620	ENSCAFP00000009622
ENSTGUP00000010308	ENSCAFP00000003216
ENSTGUP00000004684	ENSCAFP00000026498
ENSTGUP00000017963	ENSCAFP00000023563
ENSTGUP00000000705	ENSCAFP00000007570
ENSTGUP00000015117	ENSCAFP00000005118
ENSTGUP00000006042	ENSCAFP00000026851
ENSTGUP00000008305	ENSCAFP00000009679
ENSTGUP00000004080	ENSCAFP00000026520
ENSTGUP00000007177	ENSCAFP00000010065
ENSTGUP00000003602	ENSCAFP00000002404
ENSTGUP00000000690	ENSCAFP00000007518
ENSTGUP00000012014	ENSCAFP00000007410
ENSTGUP00000000817	ENSCAFP00000028042
ENSTGUP00000009449	ENSCAFP00000025364
ENSTGUP00000007107	ENSCAFP00000015295
ENSTGUP00000004511	ENSCAFP00000037289
ENSTGUP00000004887	ENSCAFP00000026871
ENSTGUP00000006130	ENSCAFP00000035167
ENSTGUP00000015764	ENSCAFP00000028370
ENSTGUP00000001075	ENSCAFP00000036999
ENSTGUP00000013580	ENSCAFP00000005884
ENSTGUP00000013541	ENSCAFP00000022946
ENSTGUP00000000673	ENSCAFP00000003807
ENSTGUP00000002660	ENSCAFP00000030425
ENSTGUP00000009760	ENSCAFP00000019393
ENSTGUP00000004125	ENSCAFP00000024149
ENSTGUP00000004731	ENSCAFP00000013260
ENSTGUP00000007885	ENSCAFP00000008657
ENSTGUP00000006405	ENSCAFP00000011663
ENSTGUP00000000183	ENSCAFP00000019381
ENSTGUP00000000773	ENSCAFP00000002461
ENSTGUP00000009269	ENSCAFP00000015518
ENSTGUP00000002479	ENSCAFP00000008234
ENSTGUP00000000874	ENSCAFP00000028854
ENSTGUP00000010629	ENSCAFP00000014857
ENSTGUP00000003048	ENSCAFP00000014398
ENSTGUP00000008767	ENSCAFP00000015312
ENSTGUP00000001419	ENSCAFP00000002670
ENSTGUP00000008764	ENSCAFP00000015332
ENSTGUP00000006149	ENSCAFP00000009973
ENSTGUP00000010303	ENSCAFP00000019761
ENSTGUP00000001454	ENSCAFP00000039144
ENSTGUP00000005610	ENSCAFP00000007903
ENSTGUP00000017725	ENSCAFP00000002344
ENSTGUP00000008711	ENSCAFP00000009548
ENSTGUP00000003977	ENSCAFP00000017542
ENSTGUP00000000403	ENSCAFP00000017735
ENSTGUP00000011282	ENSCAFP00000021989
ENSTGUP00000008624	ENSCAFP00000038053
ENSTGUP00000018140	ENSCAFP00000031837
ENSTGUP00000004451	ENSCAFP00000002368
ENSTGUP00000009495	ENSCAFP00000025401
ENSTGUP00000009357	ENSCAFP00000013325
ENSTGUP00000007907	ENSCAFP00000008016
ENSTGUP00000007330	ENSCAFP00000020571
ENSTGUP00000000323	ENSCAFP00000032484
ENSTGUP00000002517	ENSCAFP00000027165
ENSTGUP00000004691	ENSCAFP00000019945
ENSTGUP00000009519	ENSCAFP00000041782
ENSTGUP00000000329	ENSCAFP00000020757
ENSTGUP00000006041	ENSCAFP00000015568
ENSTGUP00000006894	ENSCAFP00000025981
ENSTGUP00000010310	ENSCAFP00000042692
ENSTGUP00000014917	ENSCAFP00000006289
ENSTGUP00000011145	ENSCAFP00000026530
ENSTGUP00000000293	ENSCAFP00000020441
ENSTGUP00000004924	ENSCAFP00000002652
ENSTGUP00000008895	ENSCAFP00000016448
ENSTGUP00000011673	ENSCAFP00000024619
ENSTGUP00000010449	ENSCAFP00000017203
ENSTGUP00000009151	ENSCAFP00000028511
