ENSMGAP00000004951	ENSCAFP00000014731
ENSMGAP00000000839	ENSCAFP00000012402
ENSMGAP00000006579	ENSCAFP00000012345
ENSMGAP00000012402	ENSCAFP00000011185
ENSMGAP00000006208	ENSCAFP00000030247
ENSMGAP00000012619	ENSCAFP00000041280
ENSMGAP00000007172	ENSCAFP00000010379
ENSMGAP00000012871	ENSCAFP00000037840
ENSMGAP00000019489	ENSCAFP00000015693
ENSMGAP00000019084	ENSCAFP00000024344
ENSMGAP00000013647	ENSCAFP00000002821
ENSMGAP00000013795	ENSCAFP00000000320
ENSMGAP00000003260	ENSCAFP00000019790
ENSMGAP00000013308	ENSCAFP00000039766
ENSMGAP00000001725	ENSCAFP00000014498
ENSMGAP00000002253	ENSCAFP00000026978
ENSMGAP00000004084	ENSCAFP00000013848
ENSMGAP00000006884	ENSCAFP00000026902
ENSMGAP00000014154	ENSCAFP00000023174
ENSMGAP00000014155	ENSCAFP00000023190
ENSMGAP00000008001	ENSCAFP00000006683
ENSMGAP00000002171	ENSCAFP00000002073
ENSMGAP00000007300	ENSCAFP00000029542
ENSMGAP00000003770	ENSCAFP00000013810
ENSMGAP00000012121	ENSCAFP00000012058
ENSMGAP00000018372	ENSCAFP00000002095
ENSMGAP00000010734	ENSCAFP00000019847
ENSMGAP00000013917	ENSCAFP00000001601
ENSMGAP00000009738	ENSCAFP00000041578
ENSMGAP00000009771	ENSCAFP00000027413
ENSMGAP00000002709	ENSCAFP00000027775
ENSMGAP00000003603	ENSCAFP00000019154
ENSMGAP00000012443	ENSCAFP00000007253
ENSMGAP00000006777	ENSCAFP00000004213
ENSMGAP00000012428	ENSCAFP00000007275
ENSMGAP00000007292	ENSCAFP00000017623
ENSMGAP00000001493	ENSCAFP00000040598
ENSMGAP00000002961	ENSCAFP00000038311
ENSMGAP00000007190	ENSCAFP00000034327
ENSMGAP00000015688	ENSCAFP00000003199
ENSMGAP00000016693	ENSCAFP00000027758
ENSMGAP00000009368	ENSCAFP00000013991
ENSMGAP00000016765	ENSCAFP00000033220
ENSMGAP00000004698	ENSCAFP00000035308
ENSMGAP00000016415	ENSCAFP00000000631
ENSMGAP00000016269	ENSCAFP00000009870
ENSMGAP00000001153	ENSCAFP00000029844
ENSMGAP00000012086	ENSCAFP00000016379
ENSMGAP00000008152	ENSCAFP00000018733
ENSMGAP00000015929	ENSCAFP00000006677
ENSMGAP00000002110	ENSCAFP00000026940
ENSMGAP00000005857	ENSCAFP00000038904
ENSMGAP00000010182	ENSCAFP00000038845
ENSMGAP00000014193	ENSCAFP00000023540
ENSMGAP00000006058	ENSCAFP00000012094
ENSMGAP00000001097	ENSCAFP00000028847
ENSMGAP00000013219	ENSCAFP00000024465
ENSMGAP00000001799	ENSCAFP00000025090
ENSMGAP00000004937	ENSCAFP00000007909
ENSMGAP00000016484	ENSCAFP00000038145
ENSMGAP00000006174	ENSCAFP00000006354
ENSMGAP00000016755	ENSCAFP00000028091
ENSMGAP00000015817	ENSCAFP00000007899
ENSMGAP00000016343	ENSCAFP00000037263
ENSMGAP00000010859	ENSCAFP00000021310
ENSMGAP00000013840	ENSCAFP00000005960
ENSMGAP00000011964	ENSCAFP00000010988
ENSMGAP00000007491	ENSCAFP00000040209
ENSMGAP00000006811	ENSCAFP00000029623
ENSMGAP00000003922	ENSCAFP00000021988
ENSMGAP00000005105	ENSCAFP00000010055
ENSMGAP00000005056	ENSCAFP00000019266
ENSMGAP00000008532	ENSCAFP00000042081
ENSMGAP00000015865	ENSCAFP00000034024
ENSMGAP00000006638	ENSCAFP00000022625
ENSMGAP00000015439	ENSCAFP00000015428
ENSMGAP00000013757	ENSCAFP00000000344
ENSMGAP00000011688	ENSCAFP00000010803
ENSMGAP00000004620	ENSCAFP00000013605
ENSMGAP00000012746	ENSCAFP00000031635
ENSMGAP00000012741	ENSCAFP00000004678
ENSMGAP00000019108	ENSCAFP00000038470
ENSMGAP00000012472	ENSCAFP00000027434
ENSMGAP00000006416	ENSCAFP00000021999
ENSMGAP00000003887	ENSCAFP00000010555
ENSMGAP00000006163	ENSCAFP00000006342
ENSMGAP00000005172	ENSCAFP00000024224
ENSMGAP00000014338	ENSCAFP00000005165
ENSMGAP00000005694	ENSCAFP00000038630
ENSMGAP00000010093	ENSCAFP00000029018
ENSMGAP00000007082	ENSCAFP00000042809
ENSMGAP00000015150	ENSCAFP00000015924
ENSMGAP00000002755	ENSCAFP00000041935
ENSMGAP00000001498	ENSCAFP00000021401
ENSMGAP00000016726	ENSCAFP00000029906
ENSMGAP00000008210	ENSCAFP00000039698
ENSMGAP00000008805	ENSCAFP00000029905
ENSMGAP00000011487	ENSCAFP00000016420
ENSMGAP00000006347	ENSCAFP00000038581
ENSMGAP00000008018	ENSCAFP00000017899
ENSMGAP00000007976	ENSCAFP00000017933
ENSMGAP00000011557	ENSCAFP00000037553
ENSMGAP00000014986	ENSCAFP00000005420
ENSMGAP00000005527	ENSCAFP00000036961
ENSMGAP00000018494	ENSCAFP00000031763
ENSMGAP00000017654	ENSCAFP00000034297
ENSMGAP00000015294	ENSCAFP00000016302
ENSMGAP00000015297	ENSCAFP00000016306
ENSMGAP00000016044	ENSCAFP00000035919
ENSMGAP00000017203	ENSCAFP00000025061
ENSMGAP00000016045	ENSCAFP00000038081
ENSMGAP00000010894	ENSCAFP00000020776
ENSMGAP00000006553	ENSCAFP00000039515
ENSMGAP00000016296	ENSCAFP00000012112
ENSMGAP00000003221	ENSCAFP00000005338
ENSMGAP00000015360	ENSCAFP00000012930
ENSMGAP00000003224	ENSCAFP00000004975
ENSMGAP00000001715	ENSCAFP00000017493
ENSMGAP00000002291	ENSCAFP00000023480
ENSMGAP00000001224	ENSCAFP00000012709
ENSMGAP00000015774	ENSCAFP00000021868
ENSMGAP00000019088	ENSCAFP00000027400
ENSMGAP00000016496	ENSCAFP00000040764
ENSMGAP00000018904	ENSCAFP00000037189
ENSMGAP00000016737	ENSCAFP00000025466
ENSMGAP00000014912	ENSCAFP00000021791
ENSMGAP00000016732	ENSCAFP00000037233
ENSMGAP00000016512	ENSCAFP00000006603
ENSMGAP00000016562	ENSCAFP00000039878
ENSMGAP00000018321	ENSCAFP00000008673
ENSMGAP00000015055	ENSCAFP00000014683
ENSMGAP00000014495	ENSCAFP00000004433
ENSMGAP00000012642	ENSCAFP00000036063
ENSMGAP00000016741	ENSCAFP00000025480
ENSMGAP00000016640	ENSCAFP00000037334
ENSMGAP00000004143	ENSCAFP00000016574
ENSMGAP00000015811	ENSCAFP00000022507
ENSMGAP00000017623	ENSCAFP00000008395
ENSMGAP00000011332	ENSCAFP00000012574
ENSMGAP00000017025	ENSCAFP00000039988
ENSMGAP00000007766	ENSCAFP00000026178
ENSMGAP00000010430	ENSCAFP00000013523
ENSMGAP00000010434	ENSCAFP00000013573
ENSMGAP00000010870	ENSCAFP00000018167
ENSMGAP00000017366	ENSCAFP00000026494
ENSMGAP00000000304	ENSCAFP00000028300
ENSMGAP00000000533	ENSCAFP00000014726
ENSMGAP00000018730	ENSCAFP00000002868
ENSMGAP00000012626	ENSCAFP00000002850
ENSMGAP00000009784	ENSCAFP00000026084
ENSMGAP00000015566	ENSCAFP00000017777
ENSMGAP00000005140	ENSCAFP00000025891
ENSMGAP00000001417	ENSCAFP00000024918
ENSMGAP00000001869	ENSCAFP00000028625
ENSMGAP00000014435	ENSCAFP00000039258
ENSMGAP00000014431	ENSCAFP00000004611
ENSMGAP00000015270	ENSCAFP00000013421
ENSMGAP00000017259	ENSCAFP00000025409
ENSMGAP00000012671	ENSCAFP00000002776
ENSMGAP00000015650	ENSCAFP00000040250
ENSMGAP00000001189	ENSCAFP00000012663
ENSMGAP00000009824	ENSCAFP00000026269
ENSMGAP00000015573	ENSCAFP00000017441
ENSMGAP00000007060	ENSCAFP00000011700
ENSMGAP00000005916	ENSCAFP00000026303
ENSMGAP00000013380	ENSCAFP00000041644
ENSMGAP00000003611	ENSCAFP00000029179
ENSMGAP00000014746	ENSCAFP00000020500
ENSMGAP00000007170	ENSCAFP00000003651
ENSMGAP00000010552	ENSCAFP00000022091
ENSMGAP00000010100	ENSCAFP00000025407
ENSMGAP00000006315	ENSCAFP00000010732
ENSMGAP00000017082	ENSCAFP00000006935
ENSMGAP00000017067	ENSCAFP00000020366
ENSMGAP00000017882	ENSCAFP00000008001
ENSMGAP00000005735	ENSCAFP00000016716
ENSMGAP00000017074	ENSCAFP00000042683
ENSMGAP00000013953	ENSCAFP00000005871
ENSMGAP00000005109	ENSCAFP00000029251
ENSMGAP00000016914	ENSCAFP00000007600
ENSMGAP00000016783	ENSCAFP00000040673
ENSMGAP00000017423	ENSCAFP00000041961
ENSMGAP00000018922	ENSCAFP00000034355
ENSMGAP00000017062	ENSCAFP00000009573
ENSMGAP00000006482	ENSCAFP00000022197
ENSMGAP00000011298	ENSCAFP00000018062
ENSMGAP00000011283	ENSCAFP00000018146
ENSMGAP00000017748	ENSCAFP00000041327
ENSMGAP00000014151	ENSCAFP00000006013
ENSMGAP00000006826	ENSCAFP00000037264
ENSMGAP00000009959	ENSCAFP00000001018
ENSMGAP00000010784	ENSCAFP00000015117
ENSMGAP00000011661	ENSCAFP00000042136
ENSMGAP00000012720	ENSCAFP00000002762
ENSMGAP00000005042	ENSCAFP00000028267
ENSMGAP00000015649	ENSCAFP00000014768
ENSMGAP00000012695	ENSCAFP00000002767
ENSMGAP00000002358	ENSCAFP00000025386
ENSMGAP00000002373	ENSCAFP00000025398
ENSMGAP00000012687	ENSCAFP00000033560
ENSMGAP00000011323	ENSCAFP00000013217
ENSMGAP00000009617	ENSCAFP00000016050
ENSMGAP00000014652	ENSCAFP00000019674
ENSMGAP00000010982	ENSCAFP00000017993
ENSMGAP00000009559	ENSCAFP00000036398
ENSMGAP00000003410	ENSCAFP00000033118
ENSMGAP00000011804	ENSCAFP00000028256
ENSMGAP00000012436	ENSCAFP00000016492
ENSMGAP00000014574	ENSCAFP00000021649
ENSMGAP00000011515	ENSCAFP00000016954
ENSMGAP00000013500	ENSCAFP00000025247
ENSMGAP00000009741	ENSCAFP00000015853
ENSMGAP00000014282	ENSCAFP00000023305
ENSMGAP00000013564	ENSCAFP00000013553
ENSMGAP00000016105	ENSCAFP00000005906
ENSMGAP00000011364	ENSCAFP00000024499
ENSMGAP00000004329	ENSCAFP00000016037
ENSMGAP00000004993	ENSCAFP00000021140
ENSMGAP00000001334	ENSCAFP00000009421
ENSMGAP00000004405	ENSCAFP00000024468
ENSMGAP00000004999	ENSCAFP00000019449
ENSMGAP00000005260	ENSCAFP00000007913
ENSMGAP00000014122	ENSCAFP00000001313
ENSMGAP00000012360	ENSCAFP00000027493
ENSMGAP00000018689	ENSCAFP00000003158
ENSMGAP00000005159	ENSCAFP00000026853
ENSMGAP00000014990	ENSCAFP00000024305
ENSMGAP00000009492	ENSCAFP00000020903
ENSMGAP00000004371	ENSCAFP00000021616
ENSMGAP00000010672	ENSCAFP00000006951
ENSMGAP00000017377	ENSCAFP00000019213
ENSMGAP00000010482	ENSCAFP00000025770
ENSMGAP00000003568	ENSCAFP00000027208
ENSMGAP00000010557	ENSCAFP00000042500
ENSMGAP00000013264	ENSCAFP00000002145
ENSMGAP00000006356	ENSCAFP00000025772
ENSMGAP00000013097	ENSCAFP00000019389
ENSMGAP00000008242	ENSCAFP00000040583
ENSMGAP00000008035	ENSCAFP00000013751
ENSMGAP00000018333	ENSCAFP00000004848
ENSMGAP00000008978	ENSCAFP00000041450
ENSMGAP00000009077	ENSCAFP00000027792
ENSMGAP00000011941	ENSCAFP00000011405
ENSMGAP00000018187	ENSCAFP00000018690
ENSMGAP00000014381	ENSCAFP00000018235
ENSMGAP00000016248	ENSCAFP00000008108
ENSMGAP00000002716	ENSCAFP00000009991
ENSMGAP00000004277	ENSCAFP00000007532
ENSMGAP00000004173	ENSCAFP00000011447
ENSMGAP00000009000	ENSCAFP00000018308
ENSMGAP00000011166	ENSCAFP00000016908
ENSMGAP00000011136	ENSCAFP00000016143
ENSMGAP00000017127	ENSCAFP00000011341
ENSMGAP00000000349	ENSCAFP00000016109
ENSMGAP00000005209	ENSCAFP00000028976
ENSMGAP00000013029	ENSCAFP00000001896
ENSMGAP00000009246	ENSCAFP00000025229
ENSMGAP00000005954	ENSCAFP00000012596
ENSMGAP00000014213	ENSCAFP00000016146
ENSMGAP00000002134	ENSCAFP00000043222
ENSMGAP00000008272	ENSCAFP00000016154
ENSMGAP00000004037	ENSCAFP00000020469
ENSMGAP00000015151	ENSCAFP00000015904
ENSMGAP00000017323	ENSCAFP00000014669
ENSMGAP00000016289	ENSCAFP00000032974
ENSMGAP00000016910	ENSCAFP00000004995
ENSMGAP00000016746	ENSCAFP00000013535
ENSMGAP00000004704	ENSCAFP00000032854
ENSMGAP00000005347	ENSCAFP00000018526
ENSMGAP00000010730	ENSCAFP00000026824
ENSMGAP00000007137	ENSCAFP00000016319
ENSMGAP00000002025	ENSCAFP00000000803
ENSMGAP00000015467	ENSCAFP00000016615
ENSMGAP00000006569	ENSCAFP00000026778
ENSMGAP00000003632	ENSCAFP00000021901
ENSMGAP00000008659	ENSCAFP00000003450
ENSMGAP00000009624	ENSCAFP00000030154
ENSMGAP00000009650	ENSCAFP00000030168
ENSMGAP00000003156	ENSCAFP00000012769
ENSMGAP00000003052	ENSCAFP00000012793
ENSMGAP00000008465	ENSCAFP00000039742
ENSMGAP00000003249	ENSCAFP00000016093
ENSMGAP00000013657	ENSCAFP00000000416
ENSMGAP00000015543	ENSCAFP00000019125
ENSMGAP00000011951	ENSCAFP00000011004
ENSMGAP00000005326	ENSCAFP00000031395
ENSMGAP00000004357	ENSCAFP00000011263
ENSMGAP00000016869	ENSCAFP00000016726
ENSMGAP00000019405	ENSCAFP00000017193
ENSMGAP00000012987	ENSCAFP00000001151
ENSMGAP00000018077	ENSCAFP00000011712
ENSMGAP00000007483	ENSCAFP00000024683
ENSMGAP00000011178	ENSCAFP00000034752
ENSMGAP00000010210	ENSCAFP00000019377
ENSMGAP00000016210	ENSCAFP00000033861
ENSMGAP00000012346	ENSCAFP00000024529
ENSMGAP00000018351	ENSCAFP00000017003
ENSMGAP00000013971	ENSCAFP00000005842
ENSMGAP00000019812	ENSCAFP00000010290
ENSMGAP00000001861	ENSCAFP00000019489
ENSMGAP00000011467	ENSCAFP00000010472
ENSMGAP00000014401	ENSCAFP00000004664
ENSMGAP00000007449	ENSCAFP00000020807
ENSMGAP00000012421	ENSCAFP00000013128
ENSMGAP00000001565	ENSCAFP00000011799
ENSMGAP00000003127	ENSCAFP00000012558
ENSMGAP00000019547	ENSCAFP00000022174
ENSMGAP00000001721	ENSCAFP00000009861
ENSMGAP00000016093	ENSCAFP00000022199
ENSMGAP00000012432	ENSCAFP00000039467
ENSMGAP00000012455	ENSCAFP00000003038
ENSMGAP00000016011	ENSCAFP00000010018
ENSMGAP00000001513	ENSCAFP00000024312
ENSMGAP00000001792	ENSCAFP00000024307
ENSMGAP00000001522	ENSCAFP00000009012
ENSMGAP00000012017	ENSCAFP00000009051
ENSMGAP00000016009	ENSCAFP00000010012
ENSMGAP00000012374	ENSCAFP00000003064
ENSMGAP00000007169	ENSCAFP00000000712
ENSMGAP00000003896	ENSCAFP00000011628
ENSMGAP00000006406	ENSCAFP00000026864
ENSMGAP00000017386	ENSCAFP00000017868
ENSMGAP00000006833	ENSCAFP00000026845
ENSMGAP00000002426	ENSCAFP00000016269
ENSMGAP00000006846	ENSCAFP00000010959
ENSMGAP00000002234	ENSCAFP00000030160
ENSMGAP00000012516	ENSCAFP00000038945
ENSMGAP00000004575	ENSCAFP00000007134
ENSMGAP00000008587	ENSCAFP00000007955
ENSMGAP00000004146	ENSCAFP00000017531
ENSMGAP00000018393	ENSCAFP00000012582
ENSMGAP00000006737	ENSCAFP00000029680
ENSMGAP00000015616	ENSCAFP00000016307
ENSMGAP00000014832	ENSCAFP00000043023
ENSMGAP00000013391	ENSCAFP00000001510
ENSMGAP00000015366	ENSCAFP00000013032
ENSMGAP00000003332	ENSCAFP00000005029
ENSMGAP00000001550	ENSCAFP00000030204
ENSMGAP00000008005	ENSCAFP00000013057
ENSMGAP00000013591	ENSCAFP00000002760
ENSMGAP00000002582	ENSCAFP00000014767
ENSMGAP00000009308	ENSCAFP00000027471
ENSMGAP00000003705	ENSCAFP00000028038
ENSMGAP00000009789	ENSCAFP00000017368
ENSMGAP00000018347	ENSCAFP00000014790
ENSMGAP00000009964	ENSCAFP00000013798
ENSMGAP00000012271	ENSCAFP00000010300
ENSMGAP00000001495	ENSCAFP00000014915
ENSMGAP00000002334	ENSCAFP00000009748
ENSMGAP00000003071	ENSCAFP00000022703
ENSMGAP00000016017	ENSCAFP00000010116
ENSMGAP00000012464	ENSCAFP00000003006
ENSMGAP00000008252	ENSCAFP00000020395
ENSMGAP00000005958	ENSCAFP00000005582
ENSMGAP00000007717	ENSCAFP00000035257
ENSMGAP00000010559	ENSCAFP00000003573
ENSMGAP00000013110	ENSCAFP00000036438
ENSMGAP00000019497	ENSCAFP00000014237
ENSMGAP00000014326	ENSCAFP00000005258
ENSMGAP00000010723	ENSCAFP00000003819
ENSMGAP00000014328	ENSCAFP00000023100
ENSMGAP00000014523	ENSCAFP00000016353
ENSMGAP00000017815	ENSCAFP00000039580
ENSMGAP00000008461	ENSCAFP00000020531
ENSMGAP00000004752	ENSCAFP00000025862
ENSMGAP00000000998	ENSCAFP00000018025
ENSMGAP00000006099	ENSCAFP00000019025
ENSMGAP00000010904	ENSCAFP00000026681
ENSMGAP00000008767	ENSCAFP00000030114
ENSMGAP00000005143	ENSCAFP00000018408
ENSMGAP00000010843	ENSCAFP00000026768
ENSMGAP00000011581	ENSCAFP00000035608
ENSMGAP00000009482	ENSCAFP00000027554
ENSMGAP00000014904	ENSCAFP00000036940
ENSMGAP00000006039	ENSCAFP00000028667
ENSMGAP00000009465	ENSCAFP00000006847
ENSMGAP00000008296	ENSCAFP00000009888
ENSMGAP00000001834	ENSCAFP00000029305
ENSMGAP00000013455	ENSCAFP00000002523
ENSMGAP00000004881	ENSCAFP00000029607
ENSMGAP00000003824	ENSCAFP00000022090
ENSMGAP00000000358	ENSCAFP00000015170
ENSMGAP00000015412	ENSCAFP00000014692
ENSMGAP00000006007	ENSCAFP00000024230
ENSMGAP00000019096	ENSCAFP00000024235
ENSMGAP00000000386	ENSCAFP00000042024
ENSMGAP00000015411	ENSCAFP00000014613
ENSMGAP00000003180	ENSCAFP00000019797
ENSMGAP00000001885	ENSCAFP00000021366
ENSMGAP00000010372	ENSCAFP00000003400
ENSMGAP00000010952	ENSCAFP00000005898
ENSMGAP00000007822	ENSCAFP00000003719
ENSMGAP00000011319	ENSCAFP00000008873
ENSMGAP00000007090	ENSCAFP00000040804
ENSMGAP00000001052	ENSCAFP00000000164
ENSMGAP00000003091	ENSCAFP00000008529
ENSMGAP00000002562	ENSCAFP00000018833
ENSMGAP00000011397	ENSCAFP00000017398
ENSMGAP00000002410	ENSCAFP00000022439
ENSMGAP00000018095	ENSCAFP00000010845
ENSMGAP00000009105	ENSCAFP00000009960
ENSMGAP00000013560	ENSCAFP00000013508
ENSMGAP00000000389	ENSCAFP00000015051
ENSMGAP00000015410	ENSCAFP00000014417
ENSMGAP00000006675	ENSCAFP00000015804
ENSMGAP00000013119	ENSCAFP00000002016
ENSMGAP00000016483	ENSCAFP00000027352
ENSMGAP00000012973	ENSCAFP00000001202
ENSMGAP00000004637	ENSCAFP00000025598
ENSMGAP00000016621	ENSCAFP00000015054
ENSMGAP00000017108	ENSCAFP00000014422
ENSMGAP00000006679	ENSCAFP00000032858
ENSMGAP00000007031	ENSCAFP00000033242
ENSMGAP00000014430	ENSCAFP00000036689
ENSMGAP00000001706	ENSCAFP00000028723
ENSMGAP00000003499	ENSCAFP00000016805
ENSMGAP00000001620	ENSCAFP00000015096
ENSMGAP00000005328	ENSCAFP00000012876
ENSMGAP00000014444	ENSCAFP00000017445
ENSMGAP00000011782	ENSCAFP00000039802
ENSMGAP00000010906	ENSCAFP00000004258
ENSMGAP00000014572	ENSCAFP00000001281
ENSMGAP00000006663	ENSCAFP00000005827
ENSMGAP00000001823	ENSCAFP00000021285
ENSMGAP00000008192	ENSCAFP00000018177
ENSMGAP00000012603	ENSCAFP00000024081
ENSMGAP00000004296	ENSCAFP00000021257
ENSMGAP00000011003	ENSCAFP00000004166
ENSMGAP00000015476	ENSCAFP00000021243
ENSMGAP00000009517	ENSCAFP00000029029
ENSMGAP00000009697	ENSCAFP00000027438
ENSMGAP00000013931	ENSCAFP00000001572
ENSMGAP00000001542	ENSCAFP00000021382
ENSMGAP00000004541	ENSCAFP00000033670
ENSMGAP00000010793	ENSCAFP00000021511
ENSMGAP00000015585	ENSCAFP00000017044
ENSMGAP00000018441	ENSCAFP00000023923
ENSMGAP00000015936	ENSCAFP00000041083
ENSMGAP00000015981	ENSCAFP00000009481
ENSMGAP00000012205	ENSCAFP00000010111
ENSMGAP00000000580	ENSCAFP00000024593
ENSMGAP00000004172	ENSCAFP00000000067
ENSMGAP00000004153	ENSCAFP00000013671
ENSMGAP00000012600	ENSCAFP00000018020
ENSMGAP00000007920	ENSCAFP00000005418
ENSMGAP00000016760	ENSCAFP00000029049
ENSMGAP00000016553	ENSCAFP00000037555
ENSMGAP00000005021	ENSCAFP00000006449
ENSMGAP00000013944	ENSCAFP00000005887
ENSMGAP00000016160	ENSCAFP00000006892
ENSMGAP00000002757	ENSCAFP00000025704
ENSMGAP00000015355	ENSCAFP00000012675
ENSMGAP00000002043	ENSCAFP00000017081
ENSMGAP00000008268	ENSCAFP00000017120
ENSMGAP00000009669	ENSCAFP00000009491
ENSMGAP00000012737	ENSCAFP00000002672
ENSMGAP00000005956	ENSCAFP00000010916
ENSMGAP00000010770	ENSCAFP00000036862
ENSMGAP00000016185	ENSCAFP00000007234
ENSMGAP00000018690	ENSCAFP00000007178
ENSMGAP00000016501	ENSCAFP00000006778
ENSMGAP00000008976	ENSCAFP00000010857
ENSMGAP00000001455	ENSCAFP00000036780
ENSMGAP00000001914	ENSCAFP00000019522
ENSMGAP00000015317	ENSCAFP00000011830
ENSMGAP00000015122	ENSCAFP00000016238
ENSMGAP00000017430	ENSCAFP00000014922
ENSMGAP00000000766	ENSCAFP00000028093
ENSMGAP00000005389	ENSCAFP00000024355
ENSMGAP00000003100	ENSCAFP00000027075
ENSMGAP00000013565	ENSCAFP00000021425
ENSMGAP00000011607	ENSCAFP00000016985
ENSMGAP00000006086	ENSCAFP00000010747
ENSMGAP00000015004	ENSCAFP00000005381
ENSMGAP00000007775	ENSCAFP00000023779
ENSMGAP00000007716	ENSCAFP00000020507
ENSMGAP00000011142	ENSCAFP00000011459
ENSMGAP00000011502	ENSCAFP00000015180
ENSMGAP00000000568	ENSCAFP00000008598
ENSMGAP00000010795	ENSCAFP00000012777
ENSMGAP00000010383	ENSCAFP00000004359
ENSMGAP00000007091	ENSCAFP00000020983
ENSMGAP00000011690	ENSCAFP00000023108
ENSMGAP00000001013	ENSCAFP00000006927
ENSMGAP00000010455	ENSCAFP00000008349
ENSMGAP00000005080	ENSCAFP00000002605
ENSMGAP00000016822	ENSCAFP00000001300
ENSMGAP00000000727	ENSCAFP00000029003
ENSMGAP00000002669	ENSCAFP00000028447
ENSMGAP00000004150	ENSCAFP00000011028
ENSMGAP00000019787	ENSCAFP00000022652
ENSMGAP00000000704	ENSCAFP00000025107
ENSMGAP00000009315	ENSCAFP00000036987
ENSMGAP00000003381	ENSCAFP00000019634
ENSMGAP00000008853	ENSCAFP00000036707
ENSMGAP00000008397	ENSCAFP00000029999
ENSMGAP00000005747	ENSCAFP00000016688
ENSMGAP00000010479	ENSCAFP00000013426
ENSMGAP00000002739	ENSCAFP00000018765
ENSMGAP00000002563	ENSCAFP00000029157
ENSMGAP00000018235	ENSCAFP00000030074
ENSMGAP00000012762	ENSCAFP00000030256
ENSMGAP00000007311	ENSCAFP00000013337
ENSMGAP00000001285	ENSCAFP00000029292
ENSMGAP00000011245	ENSCAFP00000000699
ENSMGAP00000004542	ENSCAFP00000020125
ENSMGAP00000016600	ENSCAFP00000031052
ENSMGAP00000016964	ENSCAFP00000040687
ENSMGAP00000014693	ENSCAFP00000022540
ENSMGAP00000016599	ENSCAFP00000029266
ENSMGAP00000016594	ENSCAFP00000042120
ENSMGAP00000000587	ENSCAFP00000036157
ENSMGAP00000004498	ENSCAFP00000014262
ENSMGAP00000004248	ENSCAFP00000033127
ENSMGAP00000011807	ENSCAFP00000009230
ENSMGAP00000016314	ENSCAFP00000025534
ENSMGAP00000016842	ENSCAFP00000034288
ENSMGAP00000014105	ENSCAFP00000001323
ENSMGAP00000009680	ENSCAFP00000013913
ENSMGAP00000011788	ENSCAFP00000009219
ENSMGAP00000011811	ENSCAFP00000009210
ENSMGAP00000009670	ENSCAFP00000013916
ENSMGAP00000004267	ENSCAFP00000003349
ENSMGAP00000019468	ENSCAFP00000028295
ENSMGAP00000000203	ENSCAFP00000012910
ENSMGAP00000003994	ENSCAFP00000007631
ENSMGAP00000008738	ENSCAFP00000025516
ENSMGAP00000012831	ENSCAFP00000001579
ENSMGAP00000000230	ENSCAFP00000013658
ENSMGAP00000013926	ENSCAFP00000001573
ENSMGAP00000015548	ENSCAFP00000018840
ENSMGAP00000018510	ENSCAFP00000021453
ENSMGAP00000012998	ENSCAFP00000023802
ENSMGAP00000004301	ENSCAFP00000023800
ENSMGAP00000015856	ENSCAFP00000007394
ENSMGAP00000007772	ENSCAFP00000013957
ENSMGAP00000008122	ENSCAFP00000001586
ENSMGAP00000018618	ENSCAFP00000013009
ENSMGAP00000003210	ENSCAFP00000028608
ENSMGAP00000002594	ENSCAFP00000019632
ENSMGAP00000002794	ENSCAFP00000023319
ENSMGAP00000017782	ENSCAFP00000034514
ENSMGAP00000002760	ENSCAFP00000023460
ENSMGAP00000002646	ENSCAFP00000023573
ENSMGAP00000011858	ENSCAFP00000012688
ENSMGAP00000001949	ENSCAFP00000028792
ENSMGAP00000012783	ENSCAFP00000002661
ENSMGAP00000015747	ENSCAFP00000009306
ENSMGAP00000003813	ENSCAFP00000028075
ENSMGAP00000007006	ENSCAFP00000011668
ENSMGAP00000012477	ENSCAFP00000013241
ENSMGAP00000009913	ENSCAFP00000029114
ENSMGAP00000007043	ENSCAFP00000019781
ENSMGAP00000002774	ENSCAFP00000028484
ENSMGAP00000001511	ENSCAFP00000009326
ENSMGAP00000013420	ENSCAFP00000001537
ENSMGAP00000014802	ENSCAFP00000005006
ENSMGAP00000000942	ENSCAFP00000019558
ENSMGAP00000007445	ENSCAFP00000029503
ENSMGAP00000002985	ENSCAFP00000023730
ENSMGAP00000004028	ENSCAFP00000007529
ENSMGAP00000004942	ENSCAFP00000038348
ENSMGAP00000012858	ENSCAFP00000023412
ENSMGAP00000006089	ENSCAFP00000005643
ENSMGAP00000019818	ENSCAFP00000019551
ENSMGAP00000015191	ENSCAFP00000013555
ENSMGAP00000014112	ENSCAFP00000001316
ENSMGAP00000015177	ENSCAFP00000022424
ENSMGAP00000009485	ENSCAFP00000029035
ENSMGAP00000015546	ENSCAFP00000018885
ENSMGAP00000008902	ENSCAFP00000017002
ENSMGAP00000018878	ENSCAFP00000012448
ENSMGAP00000004662	ENSCAFP00000016500
ENSMGAP00000018493	ENSCAFP00000008251
ENSMGAP00000008511	ENSCAFP00000002173
ENSMGAP00000014133	ENSCAFP00000023159
ENSMGAP00000005202	ENSCAFP00000006470
ENSMGAP00000009849	ENSCAFP00000028309
ENSMGAP00000014795	ENSCAFP00000004941
ENSMGAP00000010419	ENSCAFP00000025753
ENSMGAP00000007333	ENSCAFP00000003630
ENSMGAP00000000948	ENSCAFP00000019236
ENSMGAP00000005847	ENSCAFP00000023564
