ENSLOCP00000009128	ENSGALP00000006197
ENSLOCP00000009249	ENSGALP00000039459
ENSLOCP00000008434	ENSGALP00000018451
ENSLOCP00000011774	ENSGALP00000037901
ENSLOCP00000012744	ENSGALP00000027454
ENSLOCP00000010786	ENSGALP00000027455
ENSLOCP00000012886	ENSGALP00000002557
ENSLOCP00000019409	ENSGALP00000018169
ENSLOCP00000010942	ENSGALP00000013322
ENSLOCP00000003675	ENSGALP00000024860
ENSLOCP00000007977	ENSGALP00000041852
ENSLOCP00000008835	ENSGALP00000029644
ENSLOCP00000005699	ENSGALP00000015194
ENSLOCP00000011300	ENSGALP00000027426
ENSLOCP00000021630	ENSGALP00000037768
ENSLOCP00000021875	ENSGALP00000026875
ENSLOCP00000021820	ENSGALP00000041537
ENSLOCP00000010334	ENSGALP00000017224
ENSLOCP00000021822	ENSGALP00000017399
ENSLOCP00000016298	ENSGALP00000023352
ENSLOCP00000011080	ENSGALP00000010520
ENSLOCP00000014788	ENSGALP00000020445
ENSLOCP00000004661	ENSGALP00000036100
ENSLOCP00000005189	ENSGALP00000012485
ENSLOCP00000000481	ENSGALP00000023094
ENSLOCP00000014948	ENSGALP00000018639
ENSLOCP00000008658	ENSGALP00000015291
ENSLOCP00000015789	ENSGALP00000021076
ENSLOCP00000015854	ENSGALP00000021013
ENSLOCP00000006039	ENSGALP00000009947
ENSLOCP00000021842	ENSGALP00000032704
ENSLOCP00000005250	ENSGALP00000007267
ENSLOCP00000006301	ENSGALP00000008451
ENSLOCP00000006325	ENSGALP00000008511
ENSLOCP00000015776	ENSGALP00000021078
ENSLOCP00000012935	ENSGALP00000023789
ENSLOCP00000011727	ENSGALP00000018388
ENSLOCP00000003079	ENSGALP00000011656
ENSLOCP00000015004	ENSGALP00000022341
ENSLOCP00000014982	ENSGALP00000036136
ENSLOCP00000006278	ENSGALP00000008445
ENSLOCP00000011742	ENSGALP00000018412
ENSLOCP00000012857	ENSGALP00000014173
ENSLOCP00000012423	ENSGALP00000000102
ENSLOCP00000020887	ENSGALP00000026254
ENSLOCP00000022354	ENSGALP00000014538
ENSLOCP00000014974	ENSGALP00000002103
ENSLOCP00000011910	ENSGALP00000040049
ENSLOCP00000011443	ENSGALP00000025663
ENSLOCP00000009196	ENSGALP00000006458
ENSLOCP00000013283	ENSGALP00000040195
ENSLOCP00000004533	ENSGALP00000014481
ENSLOCP00000007904	ENSGALP00000002967
ENSLOCP00000007439	ENSGALP00000027933
ENSLOCP00000000243	ENSGALP00000042663
ENSLOCP00000001167	ENSGALP00000041358
ENSLOCP00000015299	ENSGALP00000010453
ENSLOCP00000013051	ENSGALP00000040870
ENSLOCP00000020246	ENSGALP00000015365
ENSLOCP00000001792	ENSGALP00000010737
ENSLOCP00000020370	ENSGALP00000043261
ENSLOCP00000017014	ENSGALP00000042653
ENSLOCP00000020226	ENSGALP00000037562
ENSLOCP00000007996	ENSGALP00000034265
ENSLOCP00000014799	ENSGALP00000005865
ENSLOCP00000015003	ENSGALP00000037153
ENSLOCP00000015199	ENSGALP00000013956
ENSLOCP00000000861	ENSGALP00000043146
ENSLOCP00000009869	ENSGALP00000023935
ENSLOCP00000001255	ENSGALP00000018757
ENSLOCP00000019164	ENSGALP00000015425
ENSLOCP00000012101	ENSGALP00000018736
ENSLOCP00000001475	ENSGALP00000000416
ENSLOCP00000001477	ENSGALP00000026069
ENSLOCP00000006174	ENSGALP00000000760
ENSLOCP00000021249	ENSGALP00000036079
ENSLOCP00000009258	ENSGALP00000006403
ENSLOCP00000014787	ENSGALP00000014593
ENSLOCP00000011788	ENSGALP00000016113
ENSLOCP00000009247	ENSGALP00000002319
ENSLOCP00000011219	ENSGALP00000026419
ENSLOCP00000020888	ENSGALP00000025593
ENSLOCP00000019620	ENSGALP00000017204
ENSLOCP00000014756	ENSGALP00000033698
ENSLOCP00000001043	ENSGALP00000001268
ENSLOCP00000020391	ENSGALP00000026938
ENSLOCP00000020544	ENSGALP00000030898
ENSLOCP00000015014	ENSGALP00000024408
ENSLOCP00000019622	ENSGALP00000043233
ENSLOCP00000014408	ENSGALP00000019862
ENSLOCP00000006808	ENSGALP00000003608
ENSLOCP00000015272	ENSGALP00000004483
ENSLOCP00000002307	ENSGALP00000007864
ENSLOCP00000008958	ENSGALP00000017099
ENSLOCP00000015913	ENSGALP00000042892
ENSLOCP00000020474	ENSGALP00000017480
ENSLOCP00000010741	ENSGALP00000027074
ENSLOCP00000014505	ENSGALP00000041535
ENSLOCP00000016561	ENSGALP00000021895
ENSLOCP00000008544	ENSGALP00000037900
ENSLOCP00000005095	ENSGALP00000035668
ENSLOCP00000014919	ENSGALP00000001804
ENSLOCP00000013854	ENSGALP00000017534
ENSLOCP00000014581	ENSGALP00000042003
ENSLOCP00000008686	ENSGALP00000032639
ENSLOCP00000001451	ENSGALP00000039809
ENSLOCP00000004162	ENSGALP00000012416
ENSLOCP00000016307	ENSGALP00000020833
ENSLOCP00000020913	ENSGALP00000026226
ENSLOCP00000018878	ENSGALP00000000168
ENSLOCP00000004678	ENSGALP00000009606
ENSLOCP00000003904	ENSGALP00000042491
ENSLOCP00000004963	ENSGALP00000010076
ENSLOCP00000020309	ENSGALP00000004992
ENSLOCP00000009338	ENSGALP00000002750
ENSLOCP00000014922	ENSGALP00000020289
ENSLOCP00000020307	ENSGALP00000014334
ENSLOCP00000015868	ENSGALP00000003177
ENSLOCP00000011494	ENSGALP00000030727
ENSLOCP00000008418	ENSGALP00000023561
ENSLOCP00000008597	ENSGALP00000011063
ENSLOCP00000001745	ENSGALP00000006848
ENSLOCP00000012076	ENSGALP00000042075
ENSLOCP00000020091	ENSGALP00000042359
ENSLOCP00000002652	ENSGALP00000010643
ENSLOCP00000018748	ENSGALP00000021026
ENSLOCP00000012863	ENSGALP00000003054
ENSLOCP00000005168	ENSGALP00000008437
ENSLOCP00000018733	ENSGALP00000022778
ENSLOCP00000014157	ENSGALP00000000720
ENSLOCP00000012040	ENSGALP00000018621
ENSLOCP00000019739	ENSGALP00000038574
ENSLOCP00000009176	ENSGALP00000012119
ENSLOCP00000021019	ENSGALP00000020194
ENSLOCP00000013399	ENSGALP00000027620
ENSLOCP00000001836	ENSGALP00000011881
ENSLOCP00000015230	ENSGALP00000004504
ENSLOCP00000010207	ENSGALP00000011538
ENSLOCP00000021588	ENSGALP00000008781
ENSLOCP00000022124	ENSGALP00000043362
ENSLOCP00000020165	ENSGALP00000016241
ENSLOCP00000012493	ENSGALP00000019314
ENSLOCP00000022027	ENSGALP00000023048
ENSLOCP00000015172	ENSGALP00000042743
ENSLOCP00000019047	ENSGALP00000042335
ENSLOCP00000008110	ENSGALP00000004845
ENSLOCP00000006380	ENSGALP00000000876
ENSLOCP00000021345	ENSGALP00000023941
ENSLOCP00000007757	ENSGALP00000042960
ENSLOCP00000018522	ENSGALP00000033996
ENSLOCP00000015466	ENSGALP00000019528
ENSLOCP00000008185	ENSGALP00000004144
ENSLOCP00000005201	ENSGALP00000008533
ENSLOCP00000009278	ENSGALP00000023586
ENSLOCP00000013215	ENSGALP00000025419
ENSLOCP00000005098	ENSGALP00000002138
ENSLOCP00000012591	ENSGALP00000011941
ENSLOCP00000001802	ENSGALP00000015577
ENSLOCP00000013240	ENSGALP00000025424
ENSLOCP00000006355	ENSGALP00000008559
ENSLOCP00000013005	ENSGALP00000023740
ENSLOCP00000001249	ENSGALP00000002345
ENSLOCP00000014148	ENSGALP00000018965
ENSLOCP00000012376	ENSGALP00000009639
ENSLOCP00000006076	ENSGALP00000007126
ENSLOCP00000015699	ENSGALP00000011434
ENSLOCP00000010108	ENSGALP00000000206
ENSLOCP00000004986	ENSGALP00000042509
ENSLOCP00000011649	ENSGALP00000006805
ENSLOCP00000013763	ENSGALP00000017065
ENSLOCP00000001661	ENSGALP00000042507
ENSLOCP00000004573	ENSGALP00000026061
ENSLOCP00000004648	ENSGALP00000009015
ENSLOCP00000001774	ENSGALP00000043411
ENSLOCP00000013529	ENSGALP00000039315
ENSLOCP00000019707	ENSGALP00000013531
ENSLOCP00000008903	ENSGALP00000003116
ENSLOCP00000002681	ENSGALP00000032803
ENSLOCP00000013039	ENSGALP00000041653
ENSLOCP00000018536	ENSGALP00000002547
ENSLOCP00000010252	ENSGALP00000036849
ENSLOCP00000009718	ENSGALP00000008307
ENSLOCP00000006464	ENSGALP00000011096
ENSLOCP00000005613	ENSGALP00000004011
ENSLOCP00000019229	ENSGALP00000013750
ENSLOCP00000006172	ENSGALP00000035064
ENSLOCP00000007522	ENSGALP00000043268
ENSLOCP00000011609	ENSGALP00000007904
ENSLOCP00000010986	ENSGALP00000027157
ENSLOCP00000011584	ENSGALP00000004912
ENSLOCP00000017937	ENSGALP00000009317
ENSLOCP00000017727	ENSGALP00000013202
ENSLOCP00000020729	ENSGALP00000042245
ENSLOCP00000013466	ENSGALP00000030293
ENSLOCP00000007372	ENSGALP00000018243
ENSLOCP00000011851	ENSGALP00000042596
ENSLOCP00000011817	ENSGALP00000038878
ENSLOCP00000001976	ENSGALP00000018843
ENSLOCP00000005889	ENSGALP00000006240
ENSLOCP00000013617	ENSGALP00000017302
ENSLOCP00000009810	ENSGALP00000017321
ENSLOCP00000005223	ENSGALP00000000554
ENSLOCP00000007304	ENSGALP00000003563
ENSLOCP00000007381	ENSGALP00000003540
ENSLOCP00000009662	ENSGALP00000015775
ENSLOCP00000021736	ENSGALP00000043413
ENSLOCP00000021648	ENSGALP00000024036
ENSLOCP00000017860	ENSGALP00000011021
ENSLOCP00000003270	ENSGALP00000000899
ENSLOCP00000006643	ENSGALP00000010104
ENSLOCP00000008235	ENSGALP00000043444
ENSLOCP00000012239	ENSGALP00000026353
ENSLOCP00000020521	ENSGALP00000026557
ENSLOCP00000012480	ENSGALP00000012225
ENSLOCP00000015867	ENSGALP00000019897
ENSLOCP00000016107	ENSGALP00000009588
ENSLOCP00000011802	ENSGALP00000008470
ENSLOCP00000013889	ENSGALP00000034499
ENSLOCP00000019042	ENSGALP00000042558
ENSLOCP00000013902	ENSGALP00000028327
ENSLOCP00000011305	ENSGALP00000029794
ENSLOCP00000011809	ENSGALP00000003327
ENSLOCP00000015409	ENSGALP00000036540
ENSLOCP00000020357	ENSGALP00000026514
ENSLOCP00000002351	ENSGALP00000006059
ENSLOCP00000002301	ENSGALP00000005647
ENSLOCP00000011787	ENSGALP00000021767
ENSLOCP00000018946	ENSGALP00000005363
ENSLOCP00000010013	ENSGALP00000015636
ENSLOCP00000009480	ENSGALP00000043249
ENSLOCP00000011279	ENSGALP00000005930
ENSLOCP00000002107	ENSGALP00000042547
ENSLOCP00000005247	ENSGALP00000005435
ENSLOCP00000022139	ENSGALP00000025121
ENSLOCP00000022355	ENSGALP00000038251
ENSLOCP00000013391	ENSGALP00000004811
ENSLOCP00000011558	ENSGALP00000002155
ENSLOCP00000002949	ENSGALP00000025693
ENSLOCP00000019834	ENSGALP00000000638
ENSLOCP00000000029	ENSGALP00000042846
ENSLOCP00000000947	ENSGALP00000025751
ENSLOCP00000021523	ENSGALP00000036052
ENSLOCP00000022112	ENSGALP00000025470
ENSLOCP00000022111	ENSGALP00000025570
ENSLOCP00000022382	ENSGALP00000001192
ENSLOCP00000015404	ENSGALP00000010269
ENSLOCP00000001076	ENSGALP00000024372
ENSLOCP00000022259	ENSGALP00000041997
ENSLOCP00000005844	ENSGALP00000042614
ENSLOCP00000021654	ENSGALP00000028046
ENSLOCP00000021576	ENSGALP00000009540
ENSLOCP00000021511	ENSGALP00000039673
ENSLOCP00000003449	ENSGALP00000039455
ENSLOCP00000015841	ENSGALP00000008266
ENSLOCP00000003983	ENSGALP00000019565
ENSLOCP00000010666	ENSGALP00000040869
ENSLOCP00000017564	ENSGALP00000042527
ENSLOCP00000019017	ENSGALP00000000547
ENSLOCP00000010913	ENSGALP00000021337
ENSLOCP00000002482	ENSGALP00000021613
ENSLOCP00000015984	ENSGALP00000017847
ENSLOCP00000002675	ENSGALP00000002121
ENSLOCP00000007695	ENSGALP00000004753
ENSLOCP00000007668	ENSGALP00000004719
ENSLOCP00000008395	ENSGALP00000011922
ENSLOCP00000018153	ENSGALP00000007454
ENSLOCP00000017286	ENSGALP00000008056
ENSLOCP00000009977	ENSGALP00000015708
ENSLOCP00000014242	ENSGALP00000019106
ENSLOCP00000005611	ENSGALP00000004548
ENSLOCP00000013252	ENSGALP00000015482
ENSLOCP00000003346	ENSGALP00000011441
ENSLOCP00000006083	ENSGALP00000002364
ENSLOCP00000010201	ENSGALP00000015057
ENSLOCP00000017129	ENSGALP00000022098
ENSLOCP00000010663	ENSGALP00000027462
ENSLOCP00000010170	ENSGALP00000015063
ENSLOCP00000012902	ENSGALP00000006813
ENSLOCP00000001380	ENSGALP00000001360
ENSLOCP00000019697	ENSGALP00000013507
ENSLOCP00000007765	ENSGALP00000034387
ENSLOCP00000020613	ENSGALP00000026741
ENSLOCP00000009052	ENSGALP00000041591
ENSLOCP00000003727	ENSGALP00000025868
ENSLOCP00000020852	ENSGALP00000026291
ENSLOCP00000012301	ENSGALP00000005653
ENSLOCP00000006753	ENSGALP00000035639
ENSLOCP00000007988	ENSGALP00000017863
ENSLOCP00000002812	ENSGALP00000040839
ENSLOCP00000002783	ENSGALP00000042383
ENSLOCP00000015433	ENSGALP00000042894
ENSLOCP00000002184	ENSGALP00000018902
ENSLOCP00000005956	ENSGALP00000008237
ENSLOCP00000012378	ENSGALP00000025664
ENSLOCP00000007945	ENSGALP00000038582
ENSLOCP00000014688	ENSGALP00000020091
ENSLOCP00000011765	ENSGALP00000024396
ENSLOCP00000016744	ENSGALP00000033786
ENSLOCP00000020005	ENSGALP00000022601
ENSLOCP00000010430	ENSGALP00000013377
ENSLOCP00000013420	ENSGALP00000016585
ENSLOCP00000005960	ENSGALP00000006201
ENSLOCP00000003185	ENSGALP00000037723
ENSLOCP00000008528	ENSGALP00000005627
ENSLOCP00000013661	ENSGALP00000009080
ENSLOCP00000009689	ENSGALP00000041202
ENSLOCP00000021013	ENSGALP00000021166
ENSLOCP00000017150	ENSGALP00000007775
ENSLOCP00000017158	ENSGALP00000007859
ENSLOCP00000020842	ENSGALP00000021160
ENSLOCP00000017679	ENSGALP00000041671
ENSLOCP00000016712	ENSGALP00000010357
ENSLOCP00000015258	ENSGALP00000000778
ENSLOCP00000001814	ENSGALP00000041824
ENSLOCP00000005115	ENSGALP00000009114
ENSLOCP00000002292	ENSGALP00000006839
ENSLOCP00000004267	ENSGALP00000035875
ENSLOCP00000004251	ENSGALP00000035874
ENSLOCP00000002492	ENSGALP00000020515
ENSLOCP00000018027	ENSGALP00000037394
ENSLOCP00000021369	ENSGALP00000022646
ENSLOCP00000004928	ENSGALP00000002021
ENSLOCP00000003641	ENSGALP00000023784
ENSLOCP00000017558	ENSGALP00000039206
ENSLOCP00000007666	ENSGALP00000009285
ENSLOCP00000012661	ENSGALP00000000312
ENSLOCP00000002280	ENSGALP00000018929
ENSLOCP00000006229	ENSGALP00000036272
ENSLOCP00000002224	ENSGALP00000018910
ENSLOCP00000006176	ENSGALP00000030359
ENSLOCP00000003704	ENSGALP00000009304
ENSLOCP00000003560	ENSGALP00000001522
ENSLOCP00000009093	ENSGALP00000037374
ENSLOCP00000014112	ENSGALP00000009335
ENSLOCP00000002061	ENSGALP00000038118
ENSLOCP00000022016	ENSGALP00000016197
ENSLOCP00000022426	ENSGALP00000035768
ENSLOCP00000012595	ENSGALP00000022141
ENSLOCP00000000419	ENSGALP00000008460
ENSLOCP00000004868	ENSGALP00000009944
ENSLOCP00000002983	ENSGALP00000014318
ENSLOCP00000014346	ENSGALP00000031997
ENSLOCP00000010317	ENSGALP00000012267
ENSLOCP00000012846	ENSGALP00000027397
ENSLOCP00000003920	ENSGALP00000006510
ENSLOCP00000020557	ENSGALP00000041980
ENSLOCP00000017477	ENSGALP00000008665
ENSLOCP00000022062	ENSGALP00000042409
ENSLOCP00000003951	ENSGALP00000036529
ENSLOCP00000015060	ENSGALP00000002963
ENSLOCP00000021886	ENSGALP00000042946
ENSLOCP00000021882	ENSGALP00000027275
ENSLOCP00000019687	ENSGALP00000013497
ENSLOCP00000010703	ENSGALP00000042419
ENSLOCP00000021603	ENSGALP00000011703
ENSLOCP00000021881	ENSGALP00000027274
ENSLOCP00000021604	ENSGALP00000014955
ENSLOCP00000021489	ENSGALP00000041905
ENSLOCP00000020904	ENSGALP00000020843
ENSLOCP00000017071	ENSGALP00000022001
ENSLOCP00000000428	ENSGALP00000003955
ENSLOCP00000009734	ENSGALP00000008340
ENSLOCP00000012754	ENSGALP00000033262
ENSLOCP00000005147	ENSGALP00000041660
ENSLOCP00000012874	ENSGALP00000003021
ENSLOCP00000001415	ENSGALP00000004192
ENSLOCP00000006150	ENSGALP00000001568
ENSLOCP00000016390	ENSGALP00000030701
ENSLOCP00000004738	ENSGALP00000026036
ENSLOCP00000019989	ENSGALP00000022555
ENSLOCP00000005799	ENSGALP00000024969
ENSLOCP00000006911	ENSGALP00000037794
ENSLOCP00000007976	ENSGALP00000014423
ENSLOCP00000015910	ENSGALP00000019935
ENSLOCP00000006056	ENSGALP00000041167
ENSLOCP00000008378	ENSGALP00000018052
ENSLOCP00000009308	ENSGALP00000023705
ENSLOCP00000019685	ENSGALP00000013494
ENSLOCP00000015727	ENSGALP00000002570
ENSLOCP00000003183	ENSGALP00000019508
ENSLOCP00000021131	ENSGALP00000024934
ENSLOCP00000014645	ENSGALP00000043021
ENSLOCP00000011178	ENSGALP00000000364
ENSLOCP00000008167	ENSGALP00000003842
ENSLOCP00000006588	ENSGALP00000009102
ENSLOCP00000003202	ENSGALP00000024300
ENSLOCP00000004642	ENSGALP00000002649
ENSLOCP00000000256	ENSGALP00000007304
ENSLOCP00000003419	ENSGALP00000001875
ENSLOCP00000014876	ENSGALP00000014503
ENSLOCP00000016950	ENSGALP00000042835
ENSLOCP00000015092	ENSGALP00000019870
ENSLOCP00000010183	ENSGALP00000029853
ENSLOCP00000007106	ENSGALP00000001569
ENSLOCP00000002171	ENSGALP00000002083
ENSLOCP00000018552	ENSGALP00000023264
ENSLOCP00000020955	ENSGALP00000025115
ENSLOCP00000022392	ENSGALP00000043215
ENSLOCP00000021893	ENSGALP00000024929
ENSLOCP00000021894	ENSGALP00000036053
ENSLOCP00000022420	ENSGALP00000027629
ENSLOCP00000016796	ENSGALP00000022274
ENSLOCP00000006471	ENSGALP00000006464
ENSLOCP00000004163	ENSGALP00000015567
ENSLOCP00000018124	ENSGALP00000008876
ENSLOCP00000022229	ENSGALP00000038397
ENSLOCP00000011306	ENSGALP00000018300
ENSLOCP00000009548	ENSGALP00000004122
ENSLOCP00000003831	ENSGALP00000017469
ENSLOCP00000014970	ENSGALP00000015989
ENSLOCP00000020438	ENSGALP00000024847
ENSLOCP00000011090	ENSGALP00000025484
ENSLOCP00000003798	ENSGALP00000003269
ENSLOCP00000002350	ENSGALP00000041189
ENSLOCP00000006874	ENSGALP00000001774
ENSLOCP00000015889	ENSGALP00000016913
ENSLOCP00000011996	ENSGALP00000006483
ENSLOCP00000008463	ENSGALP00000027694
ENSLOCP00000017895	ENSGALP00000013849
ENSLOCP00000021593	ENSGALP00000006553
ENSLOCP00000002041	ENSGALP00000003959
ENSLOCP00000021592	ENSGALP00000006561
ENSLOCP00000022150	ENSGALP00000027411
ENSLOCP00000021878	ENSGALP00000027220
ENSLOCP00000022182	ENSGALP00000002610
ENSLOCP00000013530	ENSGALP00000023798
ENSLOCP00000020045	ENSGALP00000040988
ENSLOCP00000018456	ENSGALP00000039814
ENSLOCP00000002928	ENSGALP00000019818
ENSLOCP00000021594	ENSGALP00000006528
ENSLOCP00000022383	ENSGALP00000001132
ENSLOCP00000020413	ENSGALP00000018703
ENSLOCP00000012970	ENSGALP00000024551
ENSLOCP00000021599	ENSGALP00000006922
ENSLOCP00000022318	ENSGALP00000027949
ENSLOCP00000022076	ENSGALP00000027948
ENSLOCP00000002346	ENSGALP00000016856
ENSLOCP00000021482	ENSGALP00000016845
ENSLOCP00000006098	ENSGALP00000008462
ENSLOCP00000009221	ENSGALP00000013415
ENSLOCP00000018576	ENSGALP00000013565
ENSLOCP00000012810	ENSGALP00000000358
ENSLOCP00000017996	ENSGALP00000002008
ENSLOCP00000004688	ENSGALP00000001050
ENSLOCP00000015633	ENSGALP00000034586
ENSLOCP00000014716	ENSGALP00000022818
ENSLOCP00000014725	ENSGALP00000022821
ENSLOCP00000018856	ENSGALP00000007936
ENSLOCP00000009372	ENSGALP00000026666
ENSLOCP00000007345	ENSGALP00000001956
ENSLOCP00000004625	ENSGALP00000023243
ENSLOCP00000013134	ENSGALP00000002581
ENSLOCP00000014310	ENSGALP00000022923
ENSLOCP00000010136	ENSGALP00000026977
ENSLOCP00000016966	ENSGALP00000011732
ENSLOCP00000009940	ENSGALP00000015289
ENSLOCP00000018870	ENSGALP00000007885
ENSLOCP00000012318	ENSGALP00000026696
ENSLOCP00000016779	ENSGALP00000017513
ENSLOCP00000014304	ENSGALP00000033861
ENSLOCP00000012153	ENSGALP00000031420
ENSLOCP00000008615	ENSGALP00000003884
ENSLOCP00000004554	ENSGALP00000037763
ENSLOCP00000008140	ENSGALP00000009742
ENSLOCP00000009933	ENSGALP00000036432
ENSLOCP00000004443	ENSGALP00000007795
ENSLOCP00000008884	ENSGALP00000015129
ENSLOCP00000009313	ENSGALP00000026007
ENSLOCP00000013673	ENSGALP00000024286
ENSLOCP00000004233	ENSGALP00000009367
ENSLOCP00000022265	ENSGALP00000019144
ENSLOCP00000011481	ENSGALP00000008492
ENSLOCP00000006354	ENSGALP00000001738
ENSLOCP00000009171	ENSGALP00000003510
ENSLOCP00000003989	ENSGALP00000009521
ENSLOCP00000020614	ENSGALP00000020939
ENSLOCP00000012818	ENSGALP00000003163
ENSLOCP00000014111	ENSGALP00000000209
ENSLOCP00000000881	ENSGALP00000042818
ENSLOCP00000001045	ENSGALP00000020157
ENSLOCP00000021980	ENSGALP00000031194
ENSLOCP00000014753	ENSGALP00000019246
ENSLOCP00000022074	ENSGALP00000042198
ENSLOCP00000021622	ENSGALP00000041415
ENSLOCP00000022235	ENSGALP00000019109
ENSLOCP00000015815	ENSGALP00000008174
ENSLOCP00000022337	ENSGALP00000038872
ENSLOCP00000012106	ENSGALP00000036486
ENSLOCP00000020983	ENSGALP00000042300
ENSLOCP00000004676	ENSGALP00000039457
ENSLOCP00000004715	ENSGALP00000038497
ENSLOCP00000014424	ENSGALP00000032532
ENSLOCP00000021815	ENSGALP00000039634
ENSLOCP00000020460	ENSGALP00000041426
ENSLOCP00000015255	ENSGALP00000022934
ENSLOCP00000016975	ENSGALP00000011765
ENSLOCP00000010119	ENSGALP00000026976
ENSLOCP00000015248	ENSGALP00000022932
ENSLOCP00000013107	ENSGALP00000002606
ENSLOCP00000013119	ENSGALP00000002598
ENSLOCP00000015235	ENSGALP00000022926
ENSLOCP00000018071	ENSGALP00000013486
ENSLOCP00000007384	ENSGALP00000040865
ENSLOCP00000003061	ENSGALP00000011315
ENSLOCP00000020379	ENSGALP00000018818
ENSLOCP00000009879	ENSGALP00000017630
ENSLOCP00000007867	ENSGALP00000017370
ENSLOCP00000014773	ENSGALP00000020214
ENSLOCP00000014477	ENSGALP00000019824
ENSLOCP00000013025	ENSGALP00000016869
ENSLOCP00000012625	ENSGALP00000019234
ENSLOCP00000006932	ENSGALP00000020451
ENSLOCP00000006467	ENSGALP00000022048
ENSLOCP00000006685	ENSGALP00000027736
ENSLOCP00000018074	ENSGALP00000007301
ENSLOCP00000010583	ENSGALP00000016283
ENSLOCP00000001840	ENSGALP00000042548
ENSLOCP00000010774	ENSGALP00000033049
ENSLOCP00000015950	ENSGALP00000036855
ENSLOCP00000014679	ENSGALP00000029335
ENSLOCP00000002804	ENSGALP00000014023
ENSLOCP00000018139	ENSGALP00000014021
ENSLOCP00000021184	ENSGALP00000036566
ENSLOCP00000008104	ENSGALP00000017932
ENSLOCP00000009997	ENSGALP00000024493
ENSLOCP00000003123	ENSGALP00000025318
ENSLOCP00000017791	ENSGALP00000011384
ENSLOCP00000000451	ENSGALP00000021606
ENSLOCP00000002703	ENSGALP00000020539
ENSLOCP00000007875	ENSGALP00000014591
ENSLOCP00000008241	ENSGALP00000004173
ENSLOCP00000012836	ENSGALP00000014220
ENSLOCP00000016352	ENSGALP00000040950
ENSLOCP00000009194	ENSGALP00000037814
ENSLOCP00000017211	ENSGALP00000012982
ENSLOCP00000008347	ENSGALP00000023991
ENSLOCP00000008291	ENSGALP00000023976
ENSLOCP00000016234	ENSGALP00000001994
ENSLOCP00000006475	ENSGALP00000009572
ENSLOCP00000011663	ENSGALP00000016217
ENSLOCP00000018340	ENSGALP00000019092
ENSLOCP00000004759	ENSGALP00000009890
ENSLOCP00000014785	ENSGALP00000018112
ENSLOCP00000018882	ENSGALP00000000183
ENSLOCP00000007600	ENSGALP00000012034
ENSLOCP00000020993	ENSGALP00000024172
ENSLOCP00000000081	ENSGALP00000022436
ENSLOCP00000014901	ENSGALP00000042665
ENSLOCP00000004974	ENSGALP00000025085
ENSLOCP00000007162	ENSGALP00000038918
ENSLOCP00000011091	ENSGALP00000041068
ENSLOCP00000018968	ENSGALP00000021444
ENSLOCP00000013281	ENSGALP00000027908
ENSLOCP00000006530	ENSGALP00000043329
ENSLOCP00000016267	ENSGALP00000039883
ENSLOCP00000008195	ENSGALP00000017914
ENSLOCP00000014250	ENSGALP00000001033
ENSLOCP00000007202	ENSGALP00000008367
ENSLOCP00000013937	ENSGALP00000019769
ENSLOCP00000013105	ENSGALP00000012318
ENSLOCP00000017425	ENSGALP00000035486
ENSLOCP00000020536	ENSGALP00000021230
ENSLOCP00000016896	ENSGALP00000009390
ENSLOCP00000012791	ENSGALP00000027400
ENSLOCP00000005636	ENSGALP00000012437
ENSLOCP00000005290	ENSGALP00000012625
ENSLOCP00000003754	ENSGALP00000040947
ENSLOCP00000002748	ENSGALP00000008142
ENSLOCP00000021473	ENSGALP00000017509
ENSLOCP00000021814	ENSGALP00000015685
ENSLOCP00000022021	ENSGALP00000020999
ENSLOCP00000006683	ENSGALP00000013605
ENSLOCP00000017161	ENSGALP00000007873
ENSLOCP00000006664	ENSGALP00000007040
ENSLOCP00000015315	ENSGALP00000006654
ENSLOCP00000005693	ENSGALP00000010135
ENSLOCP00000012427	ENSGALP00000026779
ENSLOCP00000016177	ENSGALP00000019587
ENSLOCP00000007054	ENSGALP00000037820
