ENSP00000262384	ENSGALP00000006197
ENSP00000354927	ENSGALP00000039708
ENSP00000345629	ENSGALP00000026448
ENSP00000351908	ENSGALP00000022482
ENSP00000360626	ENSGALP00000012943
ENSP00000312129	ENSGALP00000033115
ENSP00000304127	ENSGALP00000016112
ENSP00000435954	ENSGALP00000025903
ENSP00000307694	ENSGALP00000006470
ENSP00000287042	ENSGALP00000028328
ENSP00000385968	ENSGALP00000026523
ENSP00000295082	ENSGALP00000026488
ENSP00000360806	ENSGALP00000033591
ENSP00000430846	ENSGALP00000035889
ENSP00000371514	ENSGALP00000016520
ENSP00000233969	ENSGALP00000027059
ENSP00000295269	ENSGALP00000035784
ENSP00000263980	ENSGALP00000001353
ENSP00000264938	ENSGALP00000020419
ENSP00000342105	ENSGALP00000016084
ENSP00000356076	ENSGALP00000001263
ENSP00000381932	ENSGALP00000025819
ENSP00000385571	ENSGALP00000020844
ENSP00000304226	ENSGALP00000019093
ENSP00000271971	ENSGALP00000018130
ENSP00000355837	ENSGALP00000015272
ENSP00000380349	ENSGALP00000031999
ENSP00000295006	ENSGALP00000015229
ENSP00000295055	ENSGALP00000014743
ENSP00000385247	ENSGALP00000014745
ENSP00000317214	ENSGALP00000012981
ENSP00000278559	ENSGALP00000001091
ENSP00000334714	ENSGALP00000000385
ENSP00000262113	ENSGALP00000026310
ENSP00000442795	ENSGALP00000032013
ENSP00000358770	ENSGALP00000013524
ENSP00000376317	ENSGALP00000011954
ENSP00000013125	ENSGALP00000020106
ENSP00000314363	ENSGALP00000008090
ENSP00000399511	ENSGALP00000015110
ENSP00000400010	ENSGALP00000042231
ENSP00000266688	ENSGALP00000017773
ENSP00000283228	ENSGALP00000016479
ENSP00000309116	ENSGALP00000000837
ENSP00000334928	ENSGALP00000016311
ENSP00000380565	ENSGALP00000038261
ENSP00000307078	ENSGALP00000011666
ENSP00000265148	ENSGALP00000021544
ENSP00000362387	ENSGALP00000006760
ENSP00000307701	ENSGALP00000019941
ENSP00000396270	ENSGALP00000003793
ENSP00000364864	ENSGALP00000041170
ENSP00000264712	ENSGALP00000040840
ENSP00000368020	ENSGALP00000011091
ENSP00000343535	ENSGALP00000039011
ENSP00000339957	ENSGALP00000008918
ENSP00000354878	ENSGALP00000011479
ENSP00000411831	ENSGALP00000000880
ENSP00000331620	ENSGALP00000007191
ENSP00000362111	ENSGALP00000010997
ENSP00000294383	ENSGALP00000017547
ENSP00000381577	ENSGALP00000007080
ENSP00000324020	ENSGALP00000019398
ENSP00000377934	ENSGALP00000010660
ENSP00000297814	ENSGALP00000020526
ENSP00000361140	ENSGALP00000016630
ENSP00000253188	ENSGALP00000007520
ENSP00000455064	ENSGALP00000001257
ENSP00000023064	ENSGALP00000007521
ENSP00000280612	ENSGALP00000015861
ENSP00000318912	ENSGALP00000025458
ENSP00000285379	ENSGALP00000025525
ENSP00000345659	ENSGALP00000008304
ENSP00000300900	ENSGALP00000008591
ENSP00000314407	ENSGALP00000024873
ENSP00000358107	ENSGALP00000043137
ENSP00000178638	ENSGALP00000038838
ENSP00000366654	ENSGALP00000003755
ENSP00000367608	ENSGALP00000033774
ENSP00000225916	ENSGALP00000005317
ENSP00000342434	ENSGALP00000001195
ENSP00000376534	ENSGALP00000020513
ENSP00000446880	ENSGALP00000041002
ENSP00000353458	ENSGALP00000016270
ENSP00000375921	ENSGALP00000008414
ENSP00000355245	ENSGALP00000037011
ENSP00000381499	ENSGALP00000041207
ENSP00000350844	ENSGALP00000026458
ENSP00000396259	ENSGALP00000009110
ENSP00000382783	ENSGALP00000025494
ENSP00000385477	ENSGALP00000002474
ENSP00000409544	ENSGALP00000043160
ENSP00000378577	ENSGALP00000041235
ENSP00000441283	ENSGALP00000011818
ENSP00000382090	ENSGALP00000035953
ENSP00000356133	ENSGALP00000043237
ENSP00000295522	ENSGALP00000043047
ENSP00000296387	ENSGALP00000038424
ENSP00000256261	ENSGALP00000002492
ENSP00000361785	ENSGALP00000008020
ENSP00000340609	ENSGALP00000008022
ENSP00000354483	ENSGALP00000024871
ENSP00000226004	ENSGALP00000043348
ENSP00000466299	ENSGALP00000041996
ENSP00000385885	ENSGALP00000000543
ENSP00000346160	ENSGALP00000004244
ENSP00000345281	ENSGALP00000043327
ENSP00000341658	ENSGALP00000010393
ENSP00000333196	ENSGALP00000027978
ENSP00000360296	ENSGALP00000017568
ENSP00000352962	ENSGALP00000003056
ENSP00000359204	ENSGALP00000042938
ENSP00000263177	ENSGALP00000008774
ENSP00000364008	ENSGALP00000025008
ENSP00000358723	ENSGALP00000002236
ENSP00000245304	ENSGALP00000027241
ENSP00000321805	ENSGALP00000042334
ENSP00000325836	ENSGALP00000043130
ENSP00000364919	ENSGALP00000008525
ENSP00000216127	ENSGALP00000020458
ENSP00000225688	ENSGALP00000007751
ENSP00000268864	ENSGALP00000003249
ENSP00000353824	ENSGALP00000038411
ENSP00000362608	ENSGALP00000001057
ENSP00000351475	ENSGALP00000009666
ENSP00000349298	ENSGALP00000020713
ENSP00000350032	ENSGALP00000010751
ENSP00000392105	ENSGALP00000040725
ENSP00000344666	ENSGALP00000032938
ENSP00000384136	ENSGALP00000021028
ENSP00000353408	ENSGALP00000007490
ENSP00000442186	ENSGALP00000027278
ENSP00000386653	ENSGALP00000027323
ENSP00000441802	ENSGALP00000023135
ENSP00000287008	ENSGALP00000040446
ENSP00000355082	ENSGALP00000015825
ENSP00000231484	ENSGALP00000004006
ENSP00000362125	ENSGALP00000038966
ENSP00000367151	ENSGALP00000027332
ENSP00000365116	ENSGALP00000022241
ENSP00000293636	ENSGALP00000007757
ENSP00000273814	ENSGALP00000003352
ENSP00000337572	ENSGALP00000035716
ENSP00000412178	ENSGALP00000037579
ENSP00000288490	ENSGALP00000020990
ENSP00000284061	ENSGALP00000004941
ENSP00000385780	ENSGALP00000017521
ENSP00000346879	ENSGALP00000031938
ENSP00000258829	ENSGALP00000042165
ENSP00000327758	ENSGALP00000004542
ENSP00000383516	ENSGALP00000025107
ENSP00000350549	ENSGALP00000011796
ENSP00000341108	ENSGALP00000037883
ENSP00000429553	ENSGALP00000017079
ENSP00000359215	ENSGALP00000012693
ENSP00000296921	ENSGALP00000003422
ENSP00000361636	ENSGALP00000011046
ENSP00000232975	ENSGALP00000002212
ENSP00000349467	ENSGALP00000042446
ENSP00000294288	ENSGALP00000008374
ENSP00000324960	ENSGALP00000041169
ENSP00000317310	ENSGALP00000011515
ENSP00000419081	ENSGALP00000012941
ENSP00000271651	ENSGALP00000043433
ENSP00000357981	ENSGALP00000001120
ENSP00000414904	ENSGALP00000015254
ENSP00000264553	ENSGALP00000024465
ENSP00000332139	ENSGALP00000042661
ENSP00000231009	ENSGALP00000028690
ENSP00000219197	ENSGALP00000006181
ENSP00000269503	ENSGALP00000042961
ENSP00000064571	ENSGALP00000012597
ENSP00000253407	ENSGALP00000041394
ENSP00000395220	ENSGALP00000026167
ENSP00000297239	ENSGALP00000022291
ENSP00000346576	ENSGALP00000022754
ENSP00000374036	ENSGALP00000007715
ENSP00000272895	ENSGALP00000005610
ENSP00000359245	ENSGALP00000009224
ENSP00000363868	ENSGALP00000036964
ENSP00000344155	ENSGALP00000039710
ENSP00000261187	ENSGALP00000015862
ENSP00000321735	ENSGALP00000020054
ENSP00000463978	ENSGALP00000004297
ENSP00000390564	ENSGALP00000012905
ENSP00000309751	ENSGALP00000020906
ENSP00000360855	ENSGALP00000010348
ENSP00000378757	ENSGALP00000002800
ENSP00000295190	ENSGALP00000004563
ENSP00000358794	ENSGALP00000000569
ENSP00000357535	ENSGALP00000040189
ENSP00000364883	ENSGALP00000034660
ENSP00000360577	ENSGALP00000017301
ENSP00000221418	ENSGALP00000043059
ENSP00000369461	ENSGALP00000020867
ENSP00000476295	ENSGALP00000021146
ENSP00000368517	ENSGALP00000010799
ENSP00000308893	ENSGALP00000009711
ENSP00000362734	ENSGALP00000037962
ENSP00000328169	ENSGALP00000021520
ENSP00000254958	ENSGALP00000014662
ENSP00000256646	ENSGALP00000039195
ENSP00000277541	ENSGALP00000003746
ENSP00000345229	ENSGALP00000004669
ENSP00000349893	ENSGALP00000016898
ENSP00000340292	ENSGALP00000018320
ENSP00000356370	ENSGALP00000003589
ENSP00000355718	ENSGALP00000036909
ENSP00000249749	ENSGALP00000013851
ENSP00000300060	ENSGALP00000040682
ENSP00000350541	ENSGALP00000003642
ENSP00000265162	ENSGALP00000019752
ENSP00000296754	ENSGALP00000023617
ENSP00000231368	ENSGALP00000024648
ENSP00000261180	ENSGALP00000016562
ENSP00000299727	ENSGALP00000041025
ENSP00000329684	ENSGALP00000002895
ENSP00000293897	ENSGALP00000008428
ENSP00000330138	ENSGALP00000020334
ENSP00000350198	ENSGALP00000037713
ENSP00000267377	ENSGALP00000016468
ENSP00000255008	ENSGALP00000013602
ENSP00000265572	ENSGALP00000024600
ENSP00000394624	ENSGALP00000022114
ENSP00000234961	ENSGALP00000040847
ENSP00000336764	ENSGALP00000040637
ENSP00000358783	ENSGALP00000041135
ENSP00000330284	ENSGALP00000024584
ENSP00000302621	ENSGALP00000041118
ENSP00000383931	ENSGALP00000041644
ENSP00000389128	ENSGALP00000011493
ENSP00000319464	ENSGALP00000040959
ENSP00000355396	ENSGALP00000002658
ENSP00000326759	ENSGALP00000015856
ENSP00000273261	ENSGALP00000035449
ENSP00000416015	ENSGALP00000021257
ENSP00000256194	ENSGALP00000008874
ENSP00000351664	ENSGALP00000030734
ENSP00000416683	ENSGALP00000038622
ENSP00000295057	ENSGALP00000025682
ENSP00000274711	ENSGALP00000003863
ENSP00000386357	ENSGALP00000000645
ENSP00000355187	ENSGALP00000033454
ENSP00000216241	ENSGALP00000019501
ENSP00000423812	ENSGALP00000030752
ENSP00000263991	ENSGALP00000014463
ENSP00000261503	ENSGALP00000007007
ENSP00000297508	ENSGALP00000006463
ENSP00000373964	ENSGALP00000009778
ENSP00000406485	ENSGALP00000041381
ENSP00000215957	ENSGALP00000020006
ENSP00000351593	ENSGALP00000037432
ENSP00000254301	ENSGALP00000036506
ENSP00000435460	ENSGALP00000006727
ENSP00000341032	ENSGALP00000041983
ENSP00000285018	ENSGALP00000008215
ENSP00000380379	ENSGALP00000021197
ENSP00000417310	ENSGALP00000008673
ENSP00000222462	ENSGALP00000043204
ENSP00000358698	ENSGALP00000034485
ENSP00000290167	ENSGALP00000007633
ENSP00000325526	ENSGALP00000042987
ENSP00000233948	ENSGALP00000037444
ENSP00000225512	ENSGALP00000001613
ENSP00000284523	ENSGALP00000030668
ENSP00000333799	ENSGALP00000001777
ENSP00000362937	ENSGALP00000042317
ENSP00000305721	ENSGALP00000025528
ENSP00000265965	ENSGALP00000010058
ENSP00000359356	ENSGALP00000009538
ENSP00000445905	ENSGALP00000023280
ENSP00000225235	ENSGALP00000010548
ENSP00000261439	ENSGALP00000021981
ENSP00000394720	ENSGALP00000013496
ENSP00000210633	ENSGALP00000041132
ENSP00000416523	ENSGALP00000037144
ENSP00000284136	ENSGALP00000010582
ENSP00000231721	ENSGALP00000007115
ENSP00000303212	ENSGALP00000013846
ENSP00000002829	ENSGALP00000034996
ENSP00000265361	ENSGALP00000013762
ENSP00000385795	ENSGALP00000017413
ENSP00000307411	ENSGALP00000012858
ENSP00000350267	ENSGALP00000001121
ENSP00000373340	ENSGALP00000010712
ENSP00000216267	ENSGALP00000013880
ENSP00000218343	ENSGALP00000026941
ENSP00000226319	ENSGALP00000016588
ENSP00000378451	ENSGALP00000010354
ENSP00000354689	ENSGALP00000013168
ENSP00000366586	ENSGALP00000013992
ENSP00000378310	ENSGALP00000020070
ENSP00000377112	ENSGALP00000019644
ENSP00000387694	ENSGALP00000011213
ENSP00000395983	ENSGALP00000005587
ENSP00000269187	ENSGALP00000021545
ENSP00000262461	ENSGALP00000036922
ENSP00000379822	ENSGALP00000007901
ENSP00000356297	ENSGALP00000036794
ENSP00000216862	ENSGALP00000038108
ENSP00000258415	ENSGALP00000003890
ENSP00000334128	ENSGALP00000018780
ENSP00000316845	ENSGALP00000003426
ENSP00000253401	ENSGALP00000012289
ENSP00000361009	ENSGALP00000007346
ENSP00000288368	ENSGALP00000025048
ENSP00000261835	ENSGALP00000018174
ENSP00000268053	ENSGALP00000002157
ENSP00000250617	ENSGALP00000010376
ENSP00000364893	ENSGALP00000027173
ENSP00000363708	ENSGALP00000013771
ENSP00000351905	ENSGALP00000018634
ENSP00000241416	ENSGALP00000037012
ENSP00000340361	ENSGALP00000009931
ENSP00000263640	ENSGALP00000020469
ENSP00000373574	ENSGALP00000035213
ENSP00000243349	ENSGALP00000020464
ENSP00000442656	ENSGALP00000020465
ENSP00000364133	ENSGALP00000020569
ENSP00000361107	ENSGALP00000003114
ENSP00000401907	ENSGALP00000019925
ENSP00000430676	ENSGALP00000026055
ENSP00000361952	ENSGALP00000006588
ENSP00000306275	ENSGALP00000041576
ENSP00000282146	ENSGALP00000017342
ENSP00000285735	ENSGALP00000002383
ENSP00000272233	ENSGALP00000026544
ENSP00000308576	ENSGALP00000041525
ENSP00000267205	ENSGALP00000038437
ENSP00000355580	ENSGALP00000017899
ENSP00000362328	ENSGALP00000016349
ENSP00000391498	ENSGALP00000016346
ENSP00000312811	ENSGALP00000017228
ENSP00000394033	ENSGALP00000015750
ENSP00000364886	ENSGALP00000041755
ENSP00000466680	ENSGALP00000004428
ENSP00000340299	ENSGALP00000003257
ENSP00000363257	ENSGALP00000001278
ENSP00000349689	ENSGALP00000006304
ENSP00000384716	ENSGALP00000003315
ENSP00000303248	ENSGALP00000015337
ENSP00000266674	ENSGALP00000016507
ENSP00000441235	ENSGALP00000017185
ENSP00000384708	ENSGALP00000014797
ENSP00000343656	ENSGALP00000017724
ENSP00000381588	ENSGALP00000025956
ENSP00000291532	ENSGALP00000026009
ENSP00000299882	ENSGALP00000011860
ENSP00000416037	ENSGALP00000011964
ENSP00000264400	ENSGALP00000017713
ENSP00000377037	ENSGALP00000009792
ENSP00000379154	ENSGALP00000033589
ENSP00000334962	ENSGALP00000020367
ENSP00000278742	ENSGALP00000002025
ENSP00000411645	ENSGALP00000024779
ENSP00000399324	ENSGALP00000012648
ENSP00000180166	ENSGALP00000022184
ENSP00000371790	ENSGALP00000041598
ENSP00000264664	ENSGALP00000023949
ENSP00000215530	ENSGALP00000002105
ENSP00000267843	ENSGALP00000042868
ENSP00000334122	ENSGALP00000042296
ENSP00000365301	ENSGALP00000027195
ENSP00000311697	ENSGALP00000017695
ENSP00000228837	ENSGALP00000027889
ENSP00000168712	ENSGALP00000012214
ENSP00000380697	ENSGALP00000038233
ENSP00000349770	ENSGALP00000041686
ENSP00000355988	ENSGALP00000039479
ENSP00000245414	ENSGALP00000002242
ENSP00000377218	ENSGALP00000037458
ENSP00000370343	ENSGALP00000020897
ENSP00000268638	ENSGALP00000009229
ENSP00000343701	ENSGALP00000034376
ENSP00000362728	ENSGALP00000005336
ENSP00000357552	ENSGALP00000024047
ENSP00000358831	ENSGALP00000041106
ENSP00000346693	ENSGALP00000043435
ENSP00000438095	ENSGALP00000026271
ENSP00000330878	ENSGALP00000007421
ENSP00000424123	ENSGALP00000023707
ENSP00000361536	ENSGALP00000016212
ENSP00000277942	ENSGALP00000007065
ENSP00000377948	ENSGALP00000019378
ENSP00000359899	ENSGALP00000031005
ENSP00000243673	ENSGALP00000027767
ENSP00000362403	ENSGALP00000006747
ENSP00000303325	ENSGALP00000017226
ENSP00000303522	ENSGALP00000022571
ENSP00000354652	ENSGALP00000015445
ENSP00000363431	ENSGALP00000009512
ENSP00000423917	ENSGALP00000037996
ENSP00000332591	ENSGALP00000015084
ENSP00000221742	ENSGALP00000000775
ENSP00000265113	ENSGALP00000005658
ENSP00000262352	ENSGALP00000016539
ENSP00000234256	ENSGALP00000014306
ENSP00000278379	ENSGALP00000012767
ENSP00000436047	ENSGALP00000040280
ENSP00000366549	ENSGALP00000025353
ENSP00000225276	ENSGALP00000002914
ENSP00000156626	ENSGALP00000002878
ENSP00000377257	ENSGALP00000004169
ENSP00000387211	ENSGALP00000027053
ENSP00000330959	ENSGALP00000029598
ENSP00000233954	ENSGALP00000021733
ENSP00000314807	ENSGALP00000011727
ENSP00000264260	ENSGALP00000027055
ENSP00000019103	ENSGALP00000019747
ENSP00000327246	ENSGALP00000008429
ENSP00000379514	ENSGALP00000008377
ENSP00000262178	ENSGALP00000010609
ENSP00000320180	ENSGALP00000008360
ENSP00000262441	ENSGALP00000042964
ENSP00000362353	ENSGALP00000016362
ENSP00000383558	ENSGALP00000018272
ENSP00000340943	ENSGALP00000009064
ENSP00000321999	ENSGALP00000008782
ENSP00000386972	ENSGALP00000004138
ENSP00000257895	ENSGALP00000043179
ENSP00000199936	ENSGALP00000008766
ENSP00000376184	ENSGALP00000011241
ENSP00000378887	ENSGALP00000007580
ENSP00000327975	ENSGALP00000039406
ENSP00000216500	ENSGALP00000019423
ENSP00000225823	ENSGALP00000000498
ENSP00000300061	ENSGALP00000010120
ENSP00000345751	ENSGALP00000009996
ENSP00000353292	ENSGALP00000022994
ENSP00000368411	ENSGALP00000002834
ENSP00000442477	ENSGALP00000015238
ENSP00000430711	ENSGALP00000035808
ENSP00000305877	ENSGALP00000014949
ENSP00000241256	ENSGALP00000040663
ENSP00000218721	ENSGALP00000027414
ENSP00000265593	ENSGALP00000040918
ENSP00000339867	ENSGALP00000023640
ENSP00000359532	ENSGALP00000008847
ENSP00000365256	ENSGALP00000011690
ENSP00000370213	ENSGALP00000026752
ENSP00000261514	ENSGALP00000015730
ENSP00000372193	ENSGALP00000012212
ENSP00000234488	ENSGALP00000007291
ENSP00000315949	ENSGALP00000037897
ENSP00000420009	ENSGALP00000041903
ENSP00000243108	ENSGALP00000042536
ENSP00000239165	ENSGALP00000041218
ENSP00000239151	ENSGALP00000042679
ENSP00000302548	ENSGALP00000037899
ENSP00000317257	ENSGALP00000042820
ENSP00000439018	ENSGALP00000002005
ENSP00000268720	ENSGALP00000038058
ENSP00000244751	ENSGALP00000041688
ENSP00000329748	ENSGALP00000011352
ENSP00000229330	ENSGALP00000020735
ENSP00000334140	ENSGALP00000012990
ENSP00000225719	ENSGALP00000006827
ENSP00000448517	ENSGALP00000016151
ENSP00000352282	ENSGALP00000019963
ENSP00000298307	ENSGALP00000031812
ENSP00000359446	ENSGALP00000011468
ENSP00000223357	ENSGALP00000041102
ENSP00000369979	ENSGALP00000042325
ENSP00000259371	ENSGALP00000002160
ENSP00000356621	ENSGALP00000006880
ENSP00000341905	ENSGALP00000042240
ENSP00000286364	ENSGALP00000004485
ENSP00000450244	ENSGALP00000013224
ENSP00000299608	ENSGALP00000022309
ENSP00000286091	ENSGALP00000020268
ENSP00000300289	ENSGALP00000013574
ENSP00000266397	ENSGALP00000019148
ENSP00000219406	ENSGALP00000041252
ENSP00000305465	ENSGALP00000003119
ENSP00000243662	ENSGALP00000043111
ENSP00000356465	ENSGALP00000020074
ENSP00000265062	ENSGALP00000009481
ENSP00000243298	ENSGALP00000007854
ENSP00000420127	ENSGALP00000026711
ENSP00000361666	ENSGALP00000002532
ENSP00000358515	ENSGALP00000024171
ENSP00000200652	ENSGALP00000010916
ENSP00000275300	ENSGALP00000018878
ENSP00000357915	ENSGALP00000024233
ENSP00000228820	ENSGALP00000023133
ENSP00000353512	ENSGALP00000019703
ENSP00000263549	ENSGALP00000020835
ENSP00000420612	ENSGALP00000016663
ENSP00000361850	ENSGALP00000042397
ENSP00000220809	ENSGALP00000005876
ENSP00000372224	ENSGALP00000025139
ENSP00000277903	ENSGALP00000032462
ENSP00000414287	ENSGALP00000004283
ENSP00000222390	ENSGALP00000039002
ENSP00000228841	ENSGALP00000034439
ENSP00000223167	ENSGALP00000002761
ENSP00000366314	ENSGALP00000024365
ENSP00000437849	ENSGALP00000006104
ENSP00000320239	ENSGALP00000037982
ENSP00000354006	ENSGALP00000024411
ENSP00000381023	ENSGALP00000009021
ENSP00000323926	ENSGALP00000006535
ENSP00000155858	ENSGALP00000010522
ENSP00000011292	ENSGALP00000013120
ENSP00000417222	ENSGALP00000011045
ENSP00000181383	ENSGALP00000027389
ENSP00000272852	ENSGALP00000013854
ENSP00000297770	ENSGALP00000025039
ENSP00000400906	ENSGALP00000002154
ENSP00000287156	ENSGALP00000042700
ENSP00000363019	ENSGALP00000033525
ENSP00000386788	ENSGALP00000032683
ENSP00000424571	ENSGALP00000023620
ENSP00000470498	ENSGALP00000000432
ENSP00000325527	ENSGALP00000007941
ENSP00000416341	ENSGALP00000037995
ENSP00000389252	ENSGALP00000017173
ENSP00000360108	ENSGALP00000017962
ENSP00000314499	ENSGALP00000024729
ENSP00000254051	ENSGALP00000042237
ENSP00000262039	ENSGALP00000014428
ENSP00000356155	ENSGALP00000000882
ENSP00000404845	ENSGALP00000021380
ENSP00000366563	ENSGALP00000004061
ENSP00000263967	ENSGALP00000014504
ENSP00000377357	ENSGALP00000012263
ENSP00000358413	ENSGALP00000014393
ENSP00000371905	ENSGALP00000027614
ENSP00000262096	ENSGALP00000022165
ENSP00000355896	ENSGALP00000031309
ENSP00000260950	ENSGALP00000003662
ENSP00000296127	ENSGALP00000019367
ENSP00000456782	ENSGALP00000009160
ENSP00000370303	ENSGALP00000040889
ENSP00000295228	ENSGALP00000042014
ENSP00000242208	ENSGALP00000036647
ENSP00000264601	ENSGALP00000006186
ENSP00000304376	ENSGALP00000004713
ENSP00000267328	ENSGALP00000027160
ENSP00000273047	ENSGALP00000018371
ENSP00000353444	ENSGALP00000041857
ENSP00000231121	ENSGALP00000041858
ENSP00000405176	ENSGALP00000006787
ENSP00000242261	ENSGALP00000043186
ENSP00000324573	ENSGALP00000039865
ENSP00000246080	ENSGALP00000040766
ENSP00000334547	ENSGALP00000036958
ENSP00000294339	ENSGALP00000041680
ENSP00000302189	ENSGALP00000041829
ENSP00000297029	ENSGALP00000017495
ENSP00000362924	ENSGALP00000002197
ENSP00000248444	ENSGALP00000037398
ENSP00000295927	ENSGALP00000042091
ENSP00000415034	ENSGALP00000008804
ENSP00000327545	ENSGALP00000019866
ENSP00000307549	ENSGALP00000028053
ENSP00000265634	ENSGALP00000005631
ENSP00000320563	ENSGALP00000009939
ENSP00000373433	ENSGALP00000012842
ENSP00000222399	ENSGALP00000012817
ENSP00000305941	ENSGALP00000015712
ENSP00000369643	ENSGALP00000040632
ENSP00000359682	ENSGALP00000010329
ENSP00000258042	ENSGALP00000022379
ENSP00000258341	ENSGALP00000038625
ENSP00000264144	ENSGALP00000007360
ENSP00000354360	ENSGALP00000006113
ENSP00000374309	ENSGALP00000036103
ENSP00000356251	ENSGALP00000000847
ENSP00000366416	ENSGALP00000035729
ENSP00000315011	ENSGALP00000016244
ENSP00000324532	ENSGALP00000024241
ENSP00000252999	ENSGALP00000008521
ENSP00000302846	ENSGALP00000023885
ENSP00000245457	ENSGALP00000020216
ENSP00000364907	ENSGALP00000024509
ENSP00000371341	ENSGALP00000042503
ENSP00000359793	ENSGALP00000014458
ENSP00000349003	ENSGALP00000018481
ENSP00000393333	ENSGALP00000040720
ENSP00000342235	ENSGALP00000039169
ENSP00000341189	ENSGALP00000026014
ENSP00000380638	ENSGALP00000026682
ENSP00000391676	ENSGALP00000042117
ENSP00000371067	ENSGALP00000037587
ENSP00000296125	ENSGALP00000019372
ENSP00000355330	ENSGALP00000038435
ENSP00000200181	ENSGALP00000003752
