ENSACAP00000008923	ENSLOCP00000011371
ENSACAP00000005204	ENSLOCP00000019523
ENSACAP00000004157	ENSLOCP00000014937
ENSACAP00000000247	ENSLOCP00000009557
ENSACAP00000000285	ENSLOCP00000001990
ENSACAP00000000938	ENSLOCP00000004691
ENSACAP00000012641	ENSLOCP00000011156
ENSACAP00000011177	ENSLOCP00000000193
ENSACAP00000000878	ENSLOCP00000002242
ENSACAP00000001241	ENSLOCP00000012240
ENSACAP00000005241	ENSLOCP00000009871
ENSACAP00000004554	ENSLOCP00000009945
ENSACAP00000008776	ENSLOCP00000006524
ENSACAP00000011650	ENSLOCP00000014964
ENSACAP00000013905	ENSLOCP00000016419
ENSACAP00000004828	ENSLOCP00000017539
ENSACAP00000010424	ENSLOCP00000017134
ENSACAP00000010599	ENSLOCP00000014881
ENSACAP00000015159	ENSLOCP00000007601
ENSACAP00000001342	ENSLOCP00000007579
ENSACAP00000000406	ENSLOCP00000020726
ENSACAP00000012227	ENSLOCP00000014021
ENSACAP00000012103	ENSLOCP00000018160
ENSACAP00000012530	ENSLOCP00000015662
ENSACAP00000001602	ENSLOCP00000021519
ENSACAP00000004502	ENSLOCP00000019203
ENSACAP00000003278	ENSLOCP00000013827
ENSACAP00000009987	ENSLOCP00000008405
ENSACAP00000010768	ENSLOCP00000021194
ENSACAP00000009516	ENSLOCP00000004042
ENSACAP00000001416	ENSLOCP00000003887
ENSACAP00000008848	ENSLOCP00000005343
ENSACAP00000012511	ENSLOCP00000019218
ENSACAP00000008758	ENSLOCP00000017569
ENSACAP00000013097	ENSLOCP00000019119
ENSACAP00000003302	ENSLOCP00000019367
ENSACAP00000001222	ENSLOCP00000014880
ENSACAP00000020271	ENSLOCP00000021404
ENSACAP00000015023	ENSLOCP00000001793
ENSACAP00000003865	ENSLOCP00000016084
ENSACAP00000005188	ENSLOCP00000011890
ENSACAP00000012830	ENSLOCP00000021236
ENSACAP00000020234	ENSLOCP00000019630
ENSACAP00000001151	ENSLOCP00000019214
ENSACAP00000021207	ENSLOCP00000019212
ENSACAP00000016141	ENSLOCP00000012930
ENSACAP00000016020	ENSLOCP00000005225
ENSACAP00000004229	ENSLOCP00000007781
ENSACAP00000011054	ENSLOCP00000007841
ENSACAP00000002293	ENSLOCP00000010221
ENSACAP00000014508	ENSLOCP00000005288
ENSACAP00000005193	ENSLOCP00000016276
ENSACAP00000002729	ENSLOCP00000020302
ENSACAP00000015057	ENSLOCP00000005998
ENSACAP00000017493	ENSLOCP00000011647
ENSACAP00000008316	ENSLOCP00000015559
ENSACAP00000008774	ENSLOCP00000008310
ENSACAP00000009357	ENSLOCP00000006678
ENSACAP00000000887	ENSLOCP00000011228
ENSACAP00000007947	ENSLOCP00000016097
ENSACAP00000013800	ENSLOCP00000011478
ENSACAP00000007419	ENSLOCP00000014902
ENSACAP00000000044	ENSLOCP00000003495
ENSACAP00000003172	ENSLOCP00000005286
ENSACAP00000004867	ENSLOCP00000001277
ENSACAP00000011831	ENSLOCP00000016739
ENSACAP00000014629	ENSLOCP00000019486
ENSACAP00000009272	ENSLOCP00000015059
ENSACAP00000002717	ENSLOCP00000002037
ENSACAP00000001339	ENSLOCP00000016840
ENSACAP00000006099	ENSLOCP00000017189
ENSACAP00000016770	ENSLOCP00000012978
ENSACAP00000018581	ENSLOCP00000017443
ENSACAP00000015165	ENSLOCP00000004330
ENSACAP00000004032	ENSLOCP00000002479
ENSACAP00000014071	ENSLOCP00000001486
ENSACAP00000017518	ENSLOCP00000013935
ENSACAP00000023484	ENSLOCP00000002341
ENSACAP00000017302	ENSLOCP00000014729
ENSACAP00000019130	ENSLOCP00000007200
ENSACAP00000004472	ENSLOCP00000005965
ENSACAP00000005533	ENSLOCP00000015104
ENSACAP00000013777	ENSLOCP00000010998
ENSACAP00000007263	ENSLOCP00000020032
ENSACAP00000017684	ENSLOCP00000015470
ENSACAP00000000016	ENSLOCP00000007962
ENSACAP00000003626	ENSLOCP00000002872
ENSACAP00000014412	ENSLOCP00000008514
ENSACAP00000008619	ENSLOCP00000018402
ENSACAP00000006501	ENSLOCP00000006583
ENSACAP00000006358	ENSLOCP00000007420
ENSACAP00000010538	ENSLOCP00000017171
ENSACAP00000005378	ENSLOCP00000016749
ENSACAP00000009502	ENSLOCP00000021938
ENSACAP00000011558	ENSLOCP00000022451
ENSACAP00000014812	ENSLOCP00000022299
ENSACAP00000009299	ENSLOCP00000005964
ENSACAP00000012443	ENSLOCP00000009028
ENSACAP00000010942	ENSLOCP00000002584
ENSACAP00000016771	ENSLOCP00000009305
ENSACAP00000005831	ENSLOCP00000012187
ENSACAP00000013347	ENSLOCP00000013791
ENSACAP00000011438	ENSLOCP00000017092
ENSACAP00000005395	ENSLOCP00000011882
ENSACAP00000006622	ENSLOCP00000003969
ENSACAP00000005481	ENSLOCP00000006287
ENSACAP00000004616	ENSLOCP00000013126
ENSACAP00000005570	ENSLOCP00000006842
ENSACAP00000003266	ENSLOCP00000010505
ENSACAP00000015359	ENSLOCP00000016549
ENSACAP00000001785	ENSLOCP00000010563
ENSACAP00000019279	ENSLOCP00000007798
ENSACAP00000001903	ENSLOCP00000019463
ENSACAP00000014707	ENSLOCP00000016215
ENSACAP00000004454	ENSLOCP00000019588
ENSACAP00000013372	ENSLOCP00000016204
ENSACAP00000004445	ENSLOCP00000019586
ENSACAP00000016782	ENSLOCP00000009483
ENSACAP00000009125	ENSLOCP00000018603
ENSACAP00000008304	ENSLOCP00000000300
ENSACAP00000005127	ENSLOCP00000002459
ENSACAP00000009774	ENSLOCP00000003480
ENSACAP00000004067	ENSLOCP00000015342
ENSACAP00000015465	ENSLOCP00000018439
ENSACAP00000003812	ENSLOCP00000010717
ENSACAP00000001181	ENSLOCP00000019521
ENSACAP00000010019	ENSLOCP00000013804
ENSACAP00000021524	ENSLOCP00000014802
ENSACAP00000008378	ENSLOCP00000018318
ENSACAP00000000778	ENSLOCP00000009934
ENSACAP00000016733	ENSLOCP00000010347
ENSACAP00000006379	ENSLOCP00000004579
ENSACAP00000004233	ENSLOCP00000012247
ENSACAP00000003644	ENSLOCP00000015640
ENSACAP00000002509	ENSLOCP00000021325
ENSACAP00000008443	ENSLOCP00000009142
ENSACAP00000003850	ENSLOCP00000012408
ENSACAP00000003641	ENSLOCP00000018230
ENSACAP00000000424	ENSLOCP00000011876
ENSACAP00000009627	ENSLOCP00000006090
ENSACAP00000004598	ENSLOCP00000011429
ENSACAP00000014878	ENSLOCP00000014374
ENSACAP00000007062	ENSLOCP00000014180
ENSACAP00000003252	ENSLOCP00000003286
ENSACAP00000009492	ENSLOCP00000011003
ENSACAP00000012065	ENSLOCP00000010499
ENSACAP00000011501	ENSLOCP00000014054
ENSACAP00000010116	ENSLOCP00000003196
ENSACAP00000018417	ENSLOCP00000021657
ENSACAP00000010233	ENSLOCP00000022352
ENSACAP00000003250	ENSLOCP00000002421
ENSACAP00000015361	ENSLOCP00000002297
ENSACAP00000017318	ENSLOCP00000019259
ENSACAP00000005680	ENSLOCP00000016432
ENSACAP00000001149	ENSLOCP00000014199
ENSACAP00000017283	ENSLOCP00000021623
ENSACAP00000009487	ENSLOCP00000015929
ENSACAP00000014626	ENSLOCP00000022311
ENSACAP00000019442	ENSLOCP00000017857
ENSACAP00000016204	ENSLOCP00000008945
ENSACAP00000017054	ENSLOCP00000000580
ENSACAP00000012256	ENSLOCP00000018717
ENSACAP00000004553	ENSLOCP00000019921
ENSACAP00000008572	ENSLOCP00000004347
ENSACAP00000002277	ENSLOCP00000002040
ENSACAP00000010148	ENSLOCP00000021115
ENSACAP00000008930	ENSLOCP00000009410
ENSACAP00000001554	ENSLOCP00000003923
ENSACAP00000008995	ENSLOCP00000019123
ENSACAP00000004258	ENSLOCP00000005862
ENSACAP00000002700	ENSLOCP00000002202
ENSACAP00000016243	ENSLOCP00000012520
ENSACAP00000006467	ENSLOCP00000014955
ENSACAP00000016574	ENSLOCP00000006018
ENSACAP00000004488	ENSLOCP00000003344
ENSACAP00000003905	ENSLOCP00000000001
ENSACAP00000017583	ENSLOCP00000008089
ENSACAP00000004434	ENSLOCP00000003367
ENSACAP00000014184	ENSLOCP00000003099
ENSACAP00000011981	ENSLOCP00000001940
ENSACAP00000008279	ENSLOCP00000011084
ENSACAP00000009510	ENSLOCP00000000679
ENSACAP00000005878	ENSLOCP00000013282
ENSACAP00000008165	ENSLOCP00000020662
ENSACAP00000016699	ENSLOCP00000011929
ENSACAP00000002161	ENSLOCP00000013571
ENSACAP00000022810	ENSLOCP00000003884
ENSACAP00000010447	ENSLOCP00000010395
ENSACAP00000022239	ENSLOCP00000004605
ENSACAP00000021769	ENSLOCP00000006417
ENSACAP00000000556	ENSLOCP00000015065
ENSACAP00000009534	ENSLOCP00000001424
ENSACAP00000009371	ENSLOCP00000003736
ENSACAP00000008237	ENSLOCP00000018266
ENSACAP00000005225	ENSLOCP00000004093
ENSACAP00000021812	ENSLOCP00000018091
ENSACAP00000017248	ENSLOCP00000007050
ENSACAP00000003770	ENSLOCP00000007232
ENSACAP00000015461	ENSLOCP00000010244
ENSACAP00000014004	ENSLOCP00000010555
ENSACAP00000006882	ENSLOCP00000017098
ENSACAP00000011470	ENSLOCP00000003187
ENSACAP00000012605	ENSLOCP00000018739
ENSACAP00000010358	ENSLOCP00000016816
ENSACAP00000013978	ENSLOCP00000016052
ENSACAP00000001615	ENSLOCP00000017711
ENSACAP00000022434	ENSLOCP00000010585
ENSACAP00000015113	ENSLOCP00000007546
ENSACAP00000001275	ENSLOCP00000020229
ENSACAP00000002894	ENSLOCP00000016936
ENSACAP00000017507	ENSLOCP00000011662
ENSACAP00000009251	ENSLOCP00000008081
ENSACAP00000015805	ENSLOCP00000015085
ENSACAP00000012841	ENSLOCP00000019475
ENSACAP00000007928	ENSLOCP00000021908
ENSACAP00000001262	ENSLOCP00000012402
ENSACAP00000023339	ENSLOCP00000022350
ENSACAP00000015413	ENSLOCP00000011660
ENSACAP00000003966	ENSLOCP00000015587
ENSACAP00000004633	ENSLOCP00000004923
ENSACAP00000012272	ENSLOCP00000005672
ENSACAP00000013677	ENSLOCP00000006358
ENSACAP00000007253	ENSLOCP00000003352
ENSACAP00000000528	ENSLOCP00000021522
ENSACAP00000019702	ENSLOCP00000021595
ENSACAP00000007383	ENSLOCP00000003379
ENSACAP00000000052	ENSLOCP00000002507
ENSACAP00000016128	ENSLOCP00000008392
ENSACAP00000018106	ENSLOCP00000008376
ENSACAP00000002845	ENSLOCP00000003131
ENSACAP00000003030	ENSLOCP00000006152
ENSACAP00000019868	ENSLOCP00000016957
ENSACAP00000000215	ENSLOCP00000006173
ENSACAP00000010094	ENSLOCP00000004734
ENSACAP00000007312	ENSLOCP00000010148
ENSACAP00000019488	ENSLOCP00000019860
ENSACAP00000004748	ENSLOCP00000002782
ENSACAP00000009473	ENSLOCP00000011823
ENSACAP00000007213	ENSLOCP00000006738
ENSACAP00000013581	ENSLOCP00000020759
ENSACAP00000016129	ENSLOCP00000013394
ENSACAP00000009526	ENSLOCP00000000923
ENSACAP00000005103	ENSLOCP00000013220
ENSACAP00000013199	ENSLOCP00000013768
ENSACAP00000003357	ENSLOCP00000019908
ENSACAP00000013521	ENSLOCP00000001702
ENSACAP00000020677	ENSLOCP00000020338
ENSACAP00000003096	ENSLOCP00000004988
ENSACAP00000002494	ENSLOCP00000017753
ENSACAP00000002213	ENSLOCP00000012232
ENSACAP00000004414	ENSLOCP00000017391
ENSACAP00000014274	ENSLOCP00000019880
ENSACAP00000000917	ENSLOCP00000010165
ENSACAP00000002248	ENSLOCP00000020277
ENSACAP00000015058	ENSLOCP00000015757
ENSACAP00000001945	ENSLOCP00000020270
ENSACAP00000002162	ENSLOCP00000020274
ENSACAP00000006147	ENSLOCP00000017796
ENSACAP00000006181	ENSLOCP00000022464
ENSACAP00000009746	ENSLOCP00000009792
ENSACAP00000003674	ENSLOCP00000012314
ENSACAP00000010207	ENSLOCP00000011292
ENSACAP00000016085	ENSLOCP00000015406
ENSACAP00000014549	ENSLOCP00000009496
ENSACAP00000000859	ENSLOCP00000019532
ENSACAP00000004892	ENSLOCP00000012341
ENSACAP00000015105	ENSLOCP00000012331
ENSACAP00000008936	ENSLOCP00000003038
ENSACAP00000014303	ENSLOCP00000014591
ENSACAP00000004510	ENSLOCP00000016147
ENSACAP00000013665	ENSLOCP00000014222
ENSACAP00000010631	ENSLOCP00000003861
ENSACAP00000015469	ENSLOCP00000007056
ENSACAP00000002153	ENSLOCP00000002004
ENSACAP00000013721	ENSLOCP00000016938
ENSACAP00000015637	ENSLOCP00000018512
ENSACAP00000018648	ENSLOCP00000017281
ENSACAP00000013299	ENSLOCP00000002254
ENSACAP00000007944	ENSLOCP00000013010
ENSACAP00000014841	ENSLOCP00000003258
ENSACAP00000014221	ENSLOCP00000005562
ENSACAP00000000629	ENSLOCP00000015194
ENSACAP00000004680	ENSLOCP00000001289
ENSACAP00000011022	ENSLOCP00000013035
ENSACAP00000004352	ENSLOCP00000010658
ENSACAP00000015422	ENSLOCP00000015431
ENSACAP00000020042	ENSLOCP00000009180
ENSACAP00000015476	ENSLOCP00000014979
ENSACAP00000000446	ENSLOCP00000015043
ENSACAP00000015018	ENSLOCP00000019456
ENSACAP00000006698	ENSLOCP00000019674
ENSACAP00000012519	ENSLOCP00000013256
ENSACAP00000009287	ENSLOCP00000008051
ENSACAP00000014137	ENSLOCP00000002293
ENSACAP00000010848	ENSLOCP00000020168
ENSACAP00000012453	ENSLOCP00000014367
ENSACAP00000003470	ENSLOCP00000016640
ENSACAP00000017056	ENSLOCP00000000651
ENSACAP00000010551	ENSLOCP00000018967
ENSACAP00000006672	ENSLOCP00000018432
ENSACAP00000012011	ENSLOCP00000017730
ENSACAP00000003429	ENSLOCP00000001240
ENSACAP00000016134	ENSLOCP00000011850
ENSACAP00000006893	ENSLOCP00000020778
ENSACAP00000003113	ENSLOCP00000011433
ENSACAP00000001774	ENSLOCP00000014584
ENSACAP00000008492	ENSLOCP00000016606
ENSACAP00000002536	ENSLOCP00000012516
ENSACAP00000000228	ENSLOCP00000009693
ENSACAP00000005016	ENSLOCP00000002854
ENSACAP00000010263	ENSLOCP00000016738
ENSACAP00000016200	ENSLOCP00000007396
ENSACAP00000007693	ENSLOCP00000018168
ENSACAP00000006241	ENSLOCP00000009408
ENSACAP00000019590	ENSLOCP00000016343
ENSACAP00000008118	ENSLOCP00000010806
ENSACAP00000018909	ENSLOCP00000015817
ENSACAP00000012388	ENSLOCP00000011720
ENSACAP00000004046	ENSLOCP00000011736
ENSACAP00000016525	ENSLOCP00000015561
ENSACAP00000001481	ENSLOCP00000008380
ENSACAP00000001374	ENSLOCP00000008403
ENSACAP00000016508	ENSLOCP00000015573
ENSACAP00000005611	ENSLOCP00000012312
ENSACAP00000012393	ENSLOCP00000003559
ENSACAP00000017613	ENSLOCP00000014751
ENSACAP00000008396	ENSLOCP00000018364
ENSACAP00000010101	ENSLOCP00000020006
ENSACAP00000002340	ENSLOCP00000001586
ENSACAP00000016283	ENSLOCP00000005606
ENSACAP00000004985	ENSLOCP00000000208
ENSACAP00000005354	ENSLOCP00000016742
ENSACAP00000002886	ENSLOCP00000018064
ENSACAP00000011395	ENSLOCP00000015716
ENSACAP00000006639	ENSLOCP00000018944
ENSACAP00000008180	ENSLOCP00000008589
ENSACAP00000012793	ENSLOCP00000004576
ENSACAP00000013074	ENSLOCP00000017854
ENSACAP00000011542	ENSLOCP00000020994
ENSACAP00000009715	ENSLOCP00000007877
ENSACAP00000005000	ENSLOCP00000009762
ENSACAP00000014232	ENSLOCP00000017119
ENSACAP00000011306	ENSLOCP00000021915
ENSACAP00000007271	ENSLOCP00000016942
ENSACAP00000004120	ENSLOCP00000021468
ENSACAP00000016010	ENSLOCP00000021813
ENSACAP00000000946	ENSLOCP00000021039
ENSACAP00000008366	ENSLOCP00000011115
ENSACAP00000016628	ENSLOCP00000002076
ENSACAP00000023205	ENSLOCP00000004894
ENSACAP00000011426	ENSLOCP00000008882
ENSACAP00000000716	ENSLOCP00000018654
ENSACAP00000006115	ENSLOCP00000015185
ENSACAP00000016696	ENSLOCP00000013980
ENSACAP00000012364	ENSLOCP00000019417
ENSACAP00000014306	ENSLOCP00000022206
ENSACAP00000000573	ENSLOCP00000010265
ENSACAP00000005348	ENSLOCP00000004177
ENSACAP00000001609	ENSLOCP00000010587
ENSACAP00000007493	ENSLOCP00000004526
ENSACAP00000004030	ENSLOCP00000002603
ENSACAP00000011726	ENSLOCP00000007924
ENSACAP00000018068	ENSLOCP00000011898
ENSACAP00000006187	ENSLOCP00000017751
ENSACAP00000016272	ENSLOCP00000008093
ENSACAP00000010952	ENSLOCP00000000378
ENSACAP00000012109	ENSLOCP00000001939
ENSACAP00000010140	ENSLOCP00000013582
ENSACAP00000002099	ENSLOCP00000007619
ENSACAP00000023015	ENSLOCP00000008072
ENSACAP00000017722	ENSLOCP00000018570
ENSACAP00000007827	ENSLOCP00000008456
ENSACAP00000001842	ENSLOCP00000008500
ENSACAP00000015391	ENSLOCP00000006811
ENSACAP00000012961	ENSLOCP00000016897
ENSACAP00000008733	ENSLOCP00000014548
ENSACAP00000007008	ENSLOCP00000004779
ENSACAP00000014648	ENSLOCP00000008989
ENSACAP00000011811	ENSLOCP00000013690
ENSACAP00000012764	ENSLOCP00000019396
ENSACAP00000016480	ENSLOCP00000014188
ENSACAP00000012440	ENSLOCP00000020520
ENSACAP00000012260	ENSLOCP00000018094
ENSACAP00000003983	ENSLOCP00000022438
ENSACAP00000014560	ENSLOCP00000021698
ENSACAP00000000137	ENSLOCP00000014193
ENSACAP00000012136	ENSLOCP00000008560
ENSACAP00000017270	ENSLOCP00000014977
ENSACAP00000001764	ENSLOCP00000008694
ENSACAP00000012726	ENSLOCP00000007672
ENSACAP00000003494	ENSLOCP00000020491
ENSACAP00000016206	ENSLOCP00000015246
ENSACAP00000005773	ENSLOCP00000000761
ENSACAP00000014915	ENSLOCP00000007209
ENSACAP00000016706	ENSLOCP00000014001
ENSACAP00000005660	ENSLOCP00000012745
ENSACAP00000006326	ENSLOCP00000013422
ENSACAP00000023446	ENSLOCP00000016085
ENSACAP00000001724	ENSLOCP00000002358
ENSACAP00000017195	ENSLOCP00000014920
ENSACAP00000003010	ENSLOCP00000016383
ENSACAP00000012394	ENSLOCP00000006087
ENSACAP00000012504	ENSLOCP00000001216
ENSACAP00000009735	ENSLOCP00000016538
ENSACAP00000000698	ENSLOCP00000015740
ENSACAP00000005506	ENSLOCP00000019596
ENSACAP00000009972	ENSLOCP00000017167
ENSACAP00000009757	ENSLOCP00000007961
ENSACAP00000020476	ENSLOCP00000010680
ENSACAP00000001121	ENSLOCP00000008583
ENSACAP00000011156	ENSLOCP00000002328
ENSACAP00000004819	ENSLOCP00000009844
ENSACAP00000017497	ENSLOCP00000005647
ENSACAP00000013182	ENSLOCP00000017512
ENSACAP00000009702	ENSLOCP00000017130
ENSACAP00000022983	ENSLOCP00000014146
ENSACAP00000012654	ENSLOCP00000006710
ENSACAP00000012273	ENSLOCP00000003473
ENSACAP00000000480	ENSLOCP00000009601
ENSACAP00000017320	ENSLOCP00000010405
ENSACAP00000004655	ENSLOCP00000009588
ENSACAP00000020858	ENSLOCP00000006903
ENSACAP00000004397	ENSLOCP00000002431
ENSACAP00000011272	ENSLOCP00000014324
ENSACAP00000002658	ENSLOCP00000010401
ENSACAP00000015401	ENSLOCP00000016619
ENSACAP00000002128	ENSLOCP00000012215
ENSACAP00000005339	ENSLOCP00000006303
ENSACAP00000011758	ENSLOCP00000017346
ENSACAP00000008865	ENSLOCP00000012500
ENSACAP00000004650	ENSLOCP00000014122
ENSACAP00000013951	ENSLOCP00000006428
ENSACAP00000000031	ENSLOCP00000020877
ENSACAP00000008932	ENSLOCP00000019308
ENSACAP00000005429	ENSLOCP00000007242
ENSACAP00000002798	ENSLOCP00000004826
ENSACAP00000022266	ENSLOCP00000017348
ENSACAP00000005010	ENSLOCP00000015310
ENSACAP00000002019	ENSLOCP00000001644
ENSACAP00000001862	ENSLOCP00000000908
ENSACAP00000007642	ENSLOCP00000002051
ENSACAP00000004962	ENSLOCP00000007135
ENSACAP00000005974	ENSLOCP00000019425
ENSACAP00000006937	ENSLOCP00000004893
ENSACAP00000011398	ENSLOCP00000018699
ENSACAP00000008967	ENSLOCP00000012776
ENSACAP00000015247	ENSLOCP00000008453
ENSACAP00000006205	ENSLOCP00000015206
ENSACAP00000002476	ENSLOCP00000003054
ENSACAP00000004074	ENSLOCP00000015350
ENSACAP00000012310	ENSLOCP00000013441
ENSACAP00000000827	ENSLOCP00000000765
ENSACAP00000000240	ENSLOCP00000012012
ENSACAP00000010583	ENSLOCP00000018769
ENSACAP00000004180	ENSLOCP00000004730
ENSACAP00000006085	ENSLOCP00000008134
ENSACAP00000006217	ENSLOCP00000019839
ENSACAP00000007751	ENSLOCP00000009071
ENSACAP00000014506	ENSLOCP00000013249
ENSACAP00000009626	ENSLOCP00000011535
ENSACAP00000008075	ENSLOCP00000020138
ENSACAP00000022594	ENSLOCP00000007901
ENSACAP00000016952	ENSLOCP00000008261
ENSACAP00000006877	ENSLOCP00000016496
ENSACAP00000001546	ENSLOCP00000007809
ENSACAP00000004595	ENSLOCP00000006697
ENSACAP00000006565	ENSLOCP00000000832
ENSACAP00000009685	ENSLOCP00000009796
ENSACAP00000001721	ENSLOCP00000006656
ENSACAP00000005397	ENSLOCP00000009376
ENSACAP00000009375	ENSLOCP00000011293
ENSACAP00000008654	ENSLOCP00000011799
ENSACAP00000016996	ENSLOCP00000003350
ENSACAP00000019472	ENSLOCP00000001532
ENSACAP00000007233	ENSLOCP00000013957
ENSACAP00000008761	ENSLOCP00000007033
ENSACAP00000004302	ENSLOCP00000002403
ENSACAP00000013391	ENSLOCP00000003204
ENSACAP00000013510	ENSLOCP00000017219
ENSACAP00000015349	ENSLOCP00000005374
ENSACAP00000016555	ENSLOCP00000009521
ENSACAP00000008179	ENSLOCP00000009359
ENSACAP00000008543	ENSLOCP00000015844
ENSACAP00000014159	ENSLOCP00000002676
ENSACAP00000008290	ENSLOCP00000008569
ENSACAP00000012061	ENSLOCP00000007954
ENSACAP00000008240	ENSLOCP00000001129
ENSACAP00000004245	ENSLOCP00000016025
ENSACAP00000009216	ENSLOCP00000020629
ENSACAP00000015630	ENSLOCP00000015103
ENSACAP00000002484	ENSLOCP00000017540
ENSACAP00000017602	ENSLOCP00000014976
ENSACAP00000015083	ENSLOCP00000018278
ENSACAP00000003994	ENSLOCP00000014178
ENSACAP00000003353	ENSLOCP00000021093
ENSACAP00000005371	ENSLOCP00000013865
ENSACAP00000001163	ENSLOCP00000011162
ENSACAP00000004326	ENSLOCP00000014852
ENSACAP00000015791	ENSLOCP00000014102
ENSACAP00000010150	ENSLOCP00000011841
ENSACAP00000001677	ENSLOCP00000003773
ENSACAP00000010800	ENSLOCP00000015391
ENSACAP00000010932	ENSLOCP00000001846
ENSACAP00000009993	ENSLOCP00000011783
ENSACAP00000021967	ENSLOCP00000008454
ENSACAP00000005227	ENSLOCP00000013657
ENSACAP00000007192	ENSLOCP00000007442
ENSACAP00000015303	ENSLOCP00000010877
ENSACAP00000011241	ENSLOCP00000002099
ENSACAP00000017513	ENSLOCP00000003976
ENSACAP00000021547	ENSLOCP00000003897
ENSACAP00000005437	ENSLOCP00000021643
ENSACAP00000008740	ENSLOCP00000021629
ENSACAP00000009512	ENSLOCP00000019166
ENSACAP00000012237	ENSLOCP00000001089
ENSACAP00000007110	ENSLOCP00000005623
ENSACAP00000010670	ENSLOCP00000015445
ENSACAP00000002444	ENSLOCP00000003574
ENSACAP00000014007	ENSLOCP00000003074
ENSACAP00000015077	ENSLOCP00000005058
ENSACAP00000016303	ENSLOCP00000008571
ENSACAP00000004746	ENSLOCP00000017673
ENSACAP00000006957	ENSLOCP00000001068
ENSACAP00000011401	ENSLOCP00000020537
ENSACAP00000014988	ENSLOCP00000020870
ENSACAP00000010805	ENSLOCP00000002140
ENSACAP00000010837	ENSLOCP00000003217
ENSACAP00000001568	ENSLOCP00000000463
ENSACAP00000022617	ENSLOCP00000013689
ENSACAP00000016032	ENSLOCP00000000272
ENSACAP00000000881	ENSLOCP00000007500
ENSACAP00000003591	ENSLOCP00000019365
ENSACAP00000016131	ENSLOCP00000010915
ENSACAP00000013891	ENSLOCP00000020097
ENSACAP00000012610	ENSLOCP00000001592
ENSACAP00000002007	ENSLOCP00000010588
ENSACAP00000000647	ENSLOCP00000019702
ENSACAP00000004626	ENSLOCP00000018567
ENSACAP00000000504	ENSLOCP00000002720
ENSACAP00000011883	ENSLOCP00000010189
ENSACAP00000007720	ENSLOCP00000000051
ENSACAP00000010343	ENSLOCP00000013900
ENSACAP00000012981	ENSLOCP00000011209
ENSACAP00000004146	ENSLOCP00000018596
ENSACAP00000019395	ENSLOCP00000010749
ENSACAP00000016097	ENSLOCP00000012759
ENSACAP00000013904	ENSLOCP00000002046
ENSACAP00000001055	ENSLOCP00000020701
ENSACAP00000000617	ENSLOCP00000010761
ENSACAP00000016947	ENSLOCP00000002568
ENSACAP00000009341	ENSLOCP00000013259
ENSACAP00000012472	ENSLOCP00000014139
ENSACAP00000015802	ENSLOCP00000012671
ENSACAP00000009012	ENSLOCP00000020761
ENSACAP00000011155	ENSLOCP00000018199
ENSACAP00000001037	ENSLOCP00000011308
ENSACAP00000003875	ENSLOCP00000016062
ENSACAP00000015192	ENSLOCP00000018317
ENSACAP00000002939	ENSLOCP00000015568
ENSACAP00000011283	ENSLOCP00000018277
ENSACAP00000001428	ENSLOCP00000006492
ENSACAP00000000875	ENSLOCP00000002536
ENSACAP00000004141	ENSLOCP00000017596
ENSACAP00000019251	ENSLOCP00000001984
ENSACAP00000004151	ENSLOCP00000010901
ENSACAP00000003947	ENSLOCP00000018372
ENSACAP00000010535	ENSLOCP00000009988
ENSACAP00000015785	ENSLOCP00000008824
ENSACAP00000017730	ENSLOCP00000014395
ENSACAP00000018130	ENSLOCP00000007241
ENSACAP00000009440	ENSLOCP00000021914
ENSACAP00000003072	ENSLOCP00000005575
ENSACAP00000018513	ENSLOCP00000017109
ENSACAP00000005256	ENSLOCP00000021513
ENSACAP00000003632	ENSLOCP00000018756
ENSACAP00000017351	ENSLOCP00000013565
ENSACAP00000004795	ENSLOCP00000010260
ENSACAP00000009030	ENSLOCP00000017385
ENSACAP00000005092	ENSLOCP00000019914
