ENSGALP00000006197	ENSMGAP00000004951
ENSGALP00000016630	ENSMGAP00000010865
ENSGALP00000007520	ENSMGAP00000005895
ENSGALP00000041539	ENSMGAP00000007673
ENSGALP00000001257	ENSMGAP00000003550
ENSGALP00000025584	ENSMGAP00000012444
ENSGALP00000007521	ENSMGAP00000005611
ENSGALP00000026542	ENSMGAP00000014855
ENSGALP00000030215	ENSMGAP00000012258
ENSGALP00000015861	ENSMGAP00000002391
ENSGALP00000020919	ENSMGAP00000013924
ENSGALP00000042205	ENSMGAP00000012310
ENSGALP00000009394	ENSMGAP00000007694
ENSGALP00000008304	ENSMGAP00000006266
ENSGALP00000008591	ENSMGAP00000007908
ENSGALP00000009475	ENSMGAP00000007330
ENSGALP00000024873	ENSMGAP00000011564
ENSGALP00000043137	ENSMGAP00000000075
ENSGALP00000038838	ENSMGAP00000003856
ENSGALP00000003755	ENSMGAP00000003473
ENSGALP00000033774	ENSMGAP00000002235
ENSGALP00000005317	ENSMGAP00000006789
ENSGALP00000018380	ENSMGAP00000011414
ENSGALP00000005731	ENSMGAP00000007705
ENSGALP00000020513	ENSMGAP00000019188
ENSGALP00000016270	ENSMGAP00000013130
ENSGALP00000021247	ENSMGAP00000014237
ENSGALP00000013952	ENSMGAP00000019455
ENSGALP00000037011	ENSMGAP00000013194
ENSGALP00000041207	ENSMGAP00000002859
ENSGALP00000019778	ENSMGAP00000001041
ENSGALP00000009110	ENSMGAP00000007391
ENSGALP00000025494	ENSMGAP00000017071
ENSGALP00000043160	ENSMGAP00000001569
ENSGALP00000041235	ENSMGAP00000006936
ENSGALP00000011818	ENSMGAP00000005119
ENSGALP00000043237	ENSMGAP00000016800
ENSGALP00000043047	ENSMGAP00000007606
ENSGALP00000038424	ENSMGAP00000006920
ENSGALP00000002492	ENSMGAP00000001074
ENSGALP00000008020	ENSMGAP00000006060
ENSGALP00000008004	ENSMGAP00000018755
ENSGALP00000008022	ENSMGAP00000006062
ENSGALP00000024871	ENSMGAP00000015278
ENSGALP00000043348	ENSMGAP00000001860
ENSGALP00000012577	ENSMGAP00000017041
ENSGALP00000041996	ENSMGAP00000016446
ENSGALP00000000543	ENSMGAP00000000240
ENSGALP00000043327	ENSMGAP00000004185
ENSGALP00000009226	ENSMGAP00000007569
ENSGALP00000010393	ENSMGAP00000007397
ENSGALP00000041981	ENSMGAP00000016221
ENSGALP00000027978	ENSMGAP00000017162
ENSGALP00000017568	ENSMGAP00000011998
ENSGALP00000042778	ENSMGAP00000010429
ENSGALP00000003056	ENSMGAP00000002703
ENSGALP00000042938	ENSMGAP00000007304
ENSGALP00000008774	ENSMGAP00000007320
ENSGALP00000025008	ENSMGAP00000003905
ENSGALP00000002236	ENSMGAP00000004423
ENSGALP00000016120	ENSMGAP00000010868
ENSGALP00000027241	ENSMGAP00000015794
ENSGALP00000030795	ENSMGAP00000000160
ENSGALP00000043130	ENSMGAP00000017170
ENSGALP00000008525	ENSMGAP00000016904
ENSGALP00000020458	ENSMGAP00000013414
ENSGALP00000007751	ENSMGAP00000004250
ENSGALP00000034226	ENSMGAP00000016351
ENSGALP00000003249	ENSMGAP00000003767
ENSGALP00000038411	ENSMGAP00000007990
ENSGALP00000001057	ENSMGAP00000000269
ENSGALP00000009666	ENSMGAP00000003358
ENSGALP00000000823	ENSMGAP00000018636
ENSGALP00000029006	ENSMGAP00000009263
ENSGALP00000014989	ENSMGAP00000014460
ENSGALP00000040508	ENSMGAP00000011240
ENSGALP00000020713	ENSMGAP00000002625
ENSGALP00000010751	ENSMGAP00000004885
ENSGALP00000023532	ENSMGAP00000009807
ENSGALP00000003721	ENSMGAP00000004092
ENSGALP00000032938	ENSMGAP00000010203
ENSGALP00000022293	ENSMGAP00000013595
ENSGALP00000021028	ENSMGAP00000016059
ENSGALP00000007490	ENSMGAP00000000172
ENSGALP00000011069	ENSMGAP00000004233
ENSGALP00000027278	ENSMGAP00000016498
ENSGALP00000027323	ENSMGAP00000015859
ENSGALP00000023135	ENSMGAP00000010929
ENSGALP00000040446	ENSMGAP00000000666
ENSGALP00000015825	ENSMGAP00000002331
ENSGALP00000004006	ENSMGAP00000000690
ENSGALP00000038966	ENSMGAP00000004121
ENSGALP00000027332	ENSMGAP00000015858
ENSGALP00000027336	ENSMGAP00000015866
ENSGALP00000023188	ENSMGAP00000007896
ENSGALP00000018212	ENSMGAP00000008230
ENSGALP00000037222	ENSMGAP00000008211
ENSGALP00000009933	ENSMGAP00000008066
ENSGALP00000017954	ENSMGAP00000011072
ENSGALP00000037924	ENSMGAP00000009907
ENSGALP00000042837	ENSMGAP00000007758
ENSGALP00000000050	ENSMGAP00000000669
ENSGALP00000022241	ENSMGAP00000005598
ENSGALP00000007258	ENSMGAP00000006204
ENSGALP00000040782	ENSMGAP00000007236
ENSGALP00000007757	ENSMGAP00000001259
ENSGALP00000002651	ENSMGAP00000001071
ENSGALP00000006087	ENSMGAP00000010117
ENSGALP00000035716	ENSMGAP00000015876
ENSGALP00000037579	ENSMGAP00000018973
ENSGALP00000020990	ENSMGAP00000014019
ENSGALP00000004941	ENSMGAP00000008487
ENSGALP00000009166	ENSMGAP00000003256
ENSGALP00000042165	ENSMGAP00000013191
ENSGALP00000004542	ENSMGAP00000003347
ENSGALP00000000496	ENSMGAP00000000684
ENSGALP00000011796	ENSMGAP00000012161
ENSGALP00000037883	ENSMGAP00000012163
ENSGALP00000018279	ENSMGAP00000016282
ENSGALP00000017079	ENSMGAP00000003140
ENSGALP00000012693	ENSMGAP00000010569
ENSGALP00000011046	ENSMGAP00000008329
ENSGALP00000002212	ENSMGAP00000000614
ENSGALP00000016260	ENSMGAP00000010818
ENSGALP00000042446	ENSMGAP00000013771
ENSGALP00000008374	ENSMGAP00000003741
ENSGALP00000041169	ENSMGAP00000006617
ENSGALP00000011515	ENSMGAP00000008865
ENSGALP00000012941	ENSMGAP00000010396
ENSGALP00000006754	ENSMGAP00000006268
ENSGALP00000043433	ENSMGAP00000017836
ENSGALP00000001120	ENSMGAP00000000322
ENSGALP00000020559	ENSMGAP00000006759
ENSGALP00000015254	ENSMGAP00000001099
ENSGALP00000027816	ENSMGAP00000016152
ENSGALP00000012053	ENSMGAP00000008986
ENSGALP00000024465	ENSMGAP00000003995
ENSGALP00000042661	ENSMGAP00000003479
ENSGALP00000002847	ENSMGAP00000003130
ENSGALP00000028694	ENSMGAP00000003644
ENSGALP00000021785	ENSMGAP00000000726
ENSGALP00000042961	ENSMGAP00000008490
ENSGALP00000012597	ENSMGAP00000009516
ENSGALP00000042720	ENSMGAP00000001661
ENSGALP00000021996	ENSMGAP00000010502
ENSGALP00000021086	ENSMGAP00000014113
ENSGALP00000026167	ENSMGAP00000015489
ENSGALP00000010962	ENSMGAP00000004027
ENSGALP00000022291	ENSMGAP00000013583
ENSGALP00000022754	ENSMGAP00000016167
ENSGALP00000013538	ENSMGAP00000006957
ENSGALP00000007850	ENSMGAP00000007135
ENSGALP00000007715	ENSMGAP00000005627
ENSGALP00000005610	ENSMGAP00000003348
ENSGALP00000009224	ENSMGAP00000007898
ENSGALP00000003860	ENSMGAP00000017520
ENSGALP00000036964	ENSMGAP00000007820
ENSGALP00000039710	ENSMGAP00000000563
ENSGALP00000006896	ENSMGAP00000006810
ENSGALP00000006898	ENSMGAP00000006958
ENSGALP00000015862	ENSMGAP00000010405
ENSGALP00000002631	ENSMGAP00000005013
ENSGALP00000012273	ENSMGAP00000009601
ENSGALP00000020054	ENSMGAP00000013183
ENSGALP00000004297	ENSMGAP00000005492
ENSGALP00000024215	ENSMGAP00000005261
ENSGALP00000006606	ENSMGAP00000007159
ENSGALP00000012905	ENSMGAP00000009652
ENSGALP00000010348	ENSMGAP00000008616
ENSGALP00000005024	ENSMGAP00000002469
ENSGALP00000004563	ENSMGAP00000006003
ENSGALP00000000569	ENSMGAP00000001913
ENSGALP00000040189	ENSMGAP00000001354
ENSGALP00000034660	ENSMGAP00000006664
ENSGALP00000017301	ENSMGAP00000011716
ENSGALP00000043059	ENSMGAP00000007689
ENSGALP00000020867	ENSMGAP00000003859
ENSGALP00000020866	ENSMGAP00000003834
ENSGALP00000021146	ENSMGAP00000006933
ENSGALP00000010799	ENSMGAP00000004373
ENSGALP00000009711	ENSMGAP00000003314
ENSGALP00000037962	ENSMGAP00000008373
ENSGALP00000021520	ENSMGAP00000014251
ENSGALP00000014662	ENSMGAP00000006244
ENSGALP00000039195	ENSMGAP00000004585
ENSGALP00000004669	ENSMGAP00000005966
ENSGALP00000016898	ENSMGAP00000011511
ENSGALP00000018320	ENSMGAP00000014085
ENSGALP00000003589	ENSMGAP00000005676
ENSGALP00000036909	ENSMGAP00000012818
ENSGALP00000013851	ENSMGAP00000011650
ENSGALP00000022243	ENSMGAP00000002380
ENSGALP00000003642	ENSMGAP00000009185
ENSGALP00000019752	ENSMGAP00000011485
ENSGALP00000023617	ENSMGAP00000008196
ENSGALP00000024648	ENSMGAP00000007110
ENSGALP00000016562	ENSMGAP00000011241
ENSGALP00000030706	ENSMGAP00000016371
ENSGALP00000041025	ENSMGAP00000008181
ENSGALP00000005404	ENSMGAP00000003827
ENSGALP00000002895	ENSMGAP00000004111
ENSGALP00000020087	ENSMGAP00000013138
ENSGALP00000002894	ENSMGAP00000010624
ENSGALP00000020334	ENSMGAP00000013266
ENSGALP00000016468	ENSMGAP00000013209
ENSGALP00000013602	ENSMGAP00000002846
ENSGALP00000024600	ENSMGAP00000011340
ENSGALP00000022114	ENSMGAP00000013438
ENSGALP00000040847	ENSMGAP00000001077
ENSGALP00000040637	ENSMGAP00000006644
ENSGALP00000041135	ENSMGAP00000016481
ENSGALP00000024584	ENSMGAP00000016774
ENSGALP00000041118	ENSMGAP00000002510
ENSGALP00000011493	ENSMGAP00000001300
ENSGALP00000037008	ENSMGAP00000011171
ENSGALP00000002658	ENSMGAP00000004599
ENSGALP00000015856	ENSMGAP00000010398
ENSGALP00000035449	ENSMGAP00000009581
ENSGALP00000021257	ENSMGAP00000014271
ENSGALP00000008874	ENSMGAP00000005609
ENSGALP00000030734	ENSMGAP00000018046
ENSGALP00000038622	ENSMGAP00000016543
ENSGALP00000025682	ENSMGAP00000016706
ENSGALP00000000645	ENSMGAP00000016538
ENSGALP00000033454	ENSMGAP00000016261
ENSGALP00000019501	ENSMGAP00000012834
ENSGALP00000030752	ENSMGAP00000009381
ENSGALP00000014463	ENSMGAP00000004815
ENSGALP00000007007	ENSMGAP00000006203
ENSGALP00000006463	ENSMGAP00000002107
ENSGALP00000033238	ENSMGAP00000008161
ENSGALP00000009778	ENSMGAP00000009072
ENSGALP00000041381	ENSMGAP00000009934
ENSGALP00000020006	ENSMGAP00000013158
ENSGALP00000037432	ENSMGAP00000018677
ENSGALP00000006792	ENSMGAP00000002365
ENSGALP00000036506	ENSMGAP00000014421
ENSGALP00000006727	ENSMGAP00000012376
ENSGALP00000043097	ENSMGAP00000004563
ENSGALP00000015533	ENSMGAP00000012605
ENSGALP00000041983	ENSMGAP00000018924
ENSGALP00000008215	ENSMGAP00000005337
ENSGALP00000021197	ENSMGAP00000014182
ENSGALP00000008673	ENSMGAP00000006059
ENSGALP00000043204	ENSMGAP00000008909
ENSGALP00000007633	ENSMGAP00000006855
ENSGALP00000042987	ENSMGAP00000016204
ENSGALP00000031782	ENSMGAP00000000695
ENSGALP00000037444	ENSMGAP00000011906
ENSGALP00000001613	ENSMGAP00000018056
ENSGALP00000030668	ENSMGAP00000017736
ENSGALP00000026161	ENSMGAP00000015487
ENSGALP00000039872	ENSMGAP00000000109
ENSGALP00000001777	ENSMGAP00000001909
ENSGALP00000042317	ENSMGAP00000009961
ENSGALP00000027410	ENSMGAP00000015917
ENSGALP00000027421	ENSMGAP00000015925
ENSGALP00000025528	ENSMGAP00000014530
ENSGALP00000001856	ENSMGAP00000008265
ENSGALP00000007275	ENSMGAP00000001610
ENSGALP00000009538	ENSMGAP00000008358
ENSGALP00000023280	ENSMGAP00000009281
ENSGALP00000010548	ENSMGAP00000018386
ENSGALP00000025012	ENSMGAP00000017428
ENSGALP00000027310	ENSMGAP00000015839
ENSGALP00000021981	ENSMGAP00000013023
ENSGALP00000013496	ENSMGAP00000010889
ENSGALP00000041132	ENSMGAP00000010623
ENSGALP00000004822	ENSMGAP00000004382
ENSGALP00000037144	ENSMGAP00000006653
ENSGALP00000005064	ENSMGAP00000002465
ENSGALP00000010582	ENSMGAP00000005229
ENSGALP00000035090	ENSMGAP00000004117
ENSGALP00000042260	ENSMGAP00000014662
ENSGALP00000007115	ENSMGAP00000003557
ENSGALP00000013846	ENSMGAP00000005371
ENSGALP00000034996	ENSMGAP00000004026
ENSGALP00000013762	ENSMGAP00000005689
ENSGALP00000017413	ENSMGAP00000010200
ENSGALP00000002390	ENSMGAP00000002173
ENSGALP00000012858	ENSMGAP00000007467
ENSGALP00000001121	ENSMGAP00000000252
ENSGALP00000010712	ENSMGAP00000008535
ENSGALP00000013880	ENSMGAP00000007949
ENSGALP00000026941	ENSMGAP00000015631
ENSGALP00000016588	ENSMGAP00000004710
ENSGALP00000010354	ENSMGAP00000008583
ENSGALP00000013168	ENSMGAP00000011095
ENSGALP00000013992	ENSMGAP00000007619
ENSGALP00000041046	ENSMGAP00000004451
ENSGALP00000020070	ENSMGAP00000011803
ENSGALP00000019644	ENSMGAP00000012756
ENSGALP00000011213	ENSMGAP00000008819
ENSGALP00000036575	ENSMGAP00000018448
ENSGALP00000005587	ENSMGAP00000003997
ENSGALP00000012604	ENSMGAP00000006778
ENSGALP00000021545	ENSMGAP00000007529
ENSGALP00000043034	ENSMGAP00000008531
ENSGALP00000036922	ENSMGAP00000009916
ENSGALP00000007901	ENSMGAP00000006959
ENSGALP00000004663	ENSMGAP00000000545
ENSGALP00000041001	ENSMGAP00000004215
ENSGALP00000036794	ENSMGAP00000013330
ENSGALP00000038108	ENSMGAP00000009567
ENSGALP00000003890	ENSMGAP00000011923
ENSGALP00000018780	ENSMGAP00000012290
ENSGALP00000029456	ENSMGAP00000016029
ENSGALP00000003426	ENSMGAP00000000422
ENSGALP00000012289	ENSMGAP00000005625
ENSGALP00000007346	ENSMGAP00000004533
ENSGALP00000018174	ENSMGAP00000014024
ENSGALP00000038215	ENSMGAP00000017485
ENSGALP00000002157	ENSMGAP00000002357
ENSGALP00000025495	ENSMGAP00000015362
ENSGALP00000010376	ENSMGAP00000003512
ENSGALP00000027173	ENSMGAP00000015760
ENSGALP00000013771	ENSMGAP00000008360
ENSGALP00000019666	ENSMGAP00000012795
ENSGALP00000018634	ENSMGAP00000011643
ENSGALP00000037012	ENSMGAP00000013346
ENSGALP00000009931	ENSMGAP00000004236
ENSGALP00000020469	ENSMGAP00000013597
ENSGALP00000035213	ENSMGAP00000009400
ENSGALP00000020464	ENSMGAP00000013587
ENSGALP00000020569	ENSMGAP00000001585
ENSGALP00000003114	ENSMGAP00000017605
ENSGALP00000019925	ENSMGAP00000018644
ENSGALP00000026055	ENSMGAP00000013624
ENSGALP00000006588	ENSMGAP00000003791
ENSGALP00000041576	ENSMGAP00000017751
ENSGALP00000002383	ENSMGAP00000004819
ENSGALP00000033584	ENSMGAP00000001835
ENSGALP00000026544	ENSMGAP00000016581
ENSGALP00000041525	ENSMGAP00000010712
ENSGALP00000038437	ENSMGAP00000017382
ENSGALP00000016349	ENSMGAP00000010999
ENSGALP00000016346	ENSMGAP00000010995
ENSGALP00000036554	ENSMGAP00000014384
ENSGALP00000042574	ENSMGAP00000011008
ENSGALP00000017228	ENSMGAP00000016320
ENSGALP00000015750	ENSMGAP00000009829
ENSGALP00000041755	ENSMGAP00000013404
ENSGALP00000004428	ENSMGAP00000003852
ENSGALP00000009484	ENSMGAP00000006213
ENSGALP00000003257	ENSMGAP00000001789
ENSGALP00000022226	ENSMGAP00000013504
ENSGALP00000001278	ENSMGAP00000000774
ENSGALP00000006304	ENSMGAP00000001486
ENSGALP00000011891	ENSMGAP00000019776
ENSGALP00000003315	ENSMGAP00000001116
ENSGALP00000015337	ENSMGAP00000001387
ENSGALP00000000791	ENSMGAP00000000670
ENSGALP00000019877	ENSMGAP00000001247
ENSGALP00000017185	ENSMGAP00000013658
ENSGALP00000014797	ENSMGAP00000005702
ENSGALP00000014790	ENSMGAP00000005634
ENSGALP00000017724	ENSMGAP00000010812
ENSGALP00000010246	ENSMGAP00000002201
ENSGALP00000025956	ENSMGAP00000015427
ENSGALP00000026009	ENSMGAP00000015437
ENSGALP00000011862	ENSMGAP00000003498
ENSGALP00000036802	ENSMGAP00000011979
ENSGALP00000011964	ENSMGAP00000003666
ENSGALP00000017713	ENSMGAP00000007533
ENSGALP00000009792	ENSMGAP00000007730
ENSGALP00000033589	ENSMGAP00000000508
ENSGALP00000015407	ENSMGAP00000001640
ENSGALP00000039237	ENSMGAP00000008866
ENSGALP00000025323	ENSMGAP00000015327
ENSGALP00000020367	ENSMGAP00000013311
ENSGALP00000002025	ENSMGAP00000000611
ENSGALP00000024780	ENSMGAP00000015237
ENSGALP00000024779	ENSMGAP00000015240
ENSGALP00000019213	ENSMGAP00000010725
ENSGALP00000043333	ENSMGAP00000010773
ENSGALP00000012648	ENSMGAP00000006023
ENSGALP00000041598	ENSMGAP00000012158
ENSGALP00000023949	ENSMGAP00000017135
ENSGALP00000042868	ENSMGAP00000007342
ENSGALP00000010888	ENSMGAP00000016432
ENSGALP00000027989	ENSMGAP00000003394
ENSGALP00000010505	ENSMGAP00000003537
ENSGALP00000011672	ENSMGAP00000007460
ENSGALP00000027195	ENSMGAP00000015775
ENSGALP00000043305	ENSMGAP00000003758
ENSGALP00000028746	ENSMGAP00000012884
ENSGALP00000036122	ENSMGAP00000019513
ENSGALP00000040672	ENSMGAP00000016646
ENSGALP00000017695	ENSMGAP00000007512
ENSGALP00000027889	ENSMGAP00000014680
ENSGALP00000012214	ENSMGAP00000018350
ENSGALP00000038233	ENSMGAP00000019214
ENSGALP00000041686	ENSMGAP00000002511
ENSGALP00000039479	ENSMGAP00000004262
ENSGALP00000002242	ENSMGAP00000009208
ENSGALP00000037458	ENSMGAP00000006381
ENSGALP00000010392	ENSMGAP00000006571
ENSGALP00000020897	ENSMGAP00000004202
ENSGALP00000009229	ENSMGAP00000007466
ENSGALP00000034376	ENSMGAP00000014810
ENSGALP00000005336	ENSMGAP00000004745
ENSGALP00000024047	ENSMGAP00000014129
ENSGALP00000027423	ENSMGAP00000015926
ENSGALP00000015528	ENSMGAP00000010949
ENSGALP00000041106	ENSMGAP00000014542
ENSGALP00000043435	ENSMGAP00000003194
ENSGALP00000026271	ENSMGAP00000014733
ENSGALP00000041586	ENSMGAP00000007376
ENSGALP00000005662	ENSMGAP00000007742
ENSGALP00000007421	ENSMGAP00000003872
ENSGALP00000016212	ENSMGAP00000010120
ENSGALP00000036878	ENSMGAP00000011492
ENSGALP00000043232	ENSMGAP00000007263
ENSGALP00000018955	ENSMGAP00000017983
ENSGALP00000007065	ENSMGAP00000019571
ENSGALP00000019378	ENSMGAP00000011117
ENSGALP00000031005	ENSMGAP00000014718
ENSGALP00000007311	ENSMGAP00000000250
ENSGALP00000027767	ENSMGAP00000016126
ENSGALP00000007342	ENSMGAP00000019592
ENSGALP00000006747	ENSMGAP00000004297
ENSGALP00000017226	ENSMGAP00000006097
ENSGALP00000022571	ENSMGAP00000003419
ENSGALP00000033576	ENSMGAP00000008064
ENSGALP00000015445	ENSMGAP00000001674
ENSGALP00000009512	ENSMGAP00000016268
ENSGALP00000037996	ENSMGAP00000018979
ENSGALP00000033702	ENSMGAP00000016395
ENSGALP00000015084	ENSMGAP00000017173
ENSGALP00000004956	ENSMGAP00000001779
ENSGALP00000032414	ENSMGAP00000016279
ENSGALP00000017343	ENSMGAP00000011762
ENSGALP00000000775	ENSMGAP00000000182
ENSGALP00000005658	ENSMGAP00000002997
ENSGALP00000016539	ENSMGAP00000005162
ENSGALP00000014306	ENSMGAP00000004503
ENSGALP00000012767	ENSMGAP00000010742
ENSGALP00000037753	ENSMGAP00000010207
ENSGALP00000024564	ENSMGAP00000015189
ENSGALP00000040280	ENSMGAP00000000302
ENSGALP00000011323	ENSMGAP00000005312
ENSGALP00000025353	ENSMGAP00000013829
ENSGALP00000026083	ENSMGAP00000013580
ENSGALP00000030827	ENSMGAP00000006310
ENSGALP00000002914	ENSMGAP00000003921
ENSGALP00000002878	ENSMGAP00000003904
ENSGALP00000004169	ENSMGAP00000000983
ENSGALP00000027053	ENSMGAP00000015699
ENSGALP00000027049	ENSMGAP00000017370
ENSGALP00000035789	ENSMGAP00000015695
ENSGALP00000029598	ENSMGAP00000015693
ENSGALP00000021733	ENSMGAP00000017757
ENSGALP00000011727	ENSMGAP00000007552
ENSGALP00000014431	ENSMGAP00000008023
ENSGALP00000026211	ENSMGAP00000015511
ENSGALP00000027055	ENSMGAP00000015700
ENSGALP00000008410	ENSMGAP00000018948
ENSGALP00000000360	ENSMGAP00000010511
ENSGALP00000019747	ENSMGAP00000012962
ENSGALP00000008377	ENSMGAP00000001602
ENSGALP00000010609	ENSMGAP00000005188
ENSGALP00000008360	ENSMGAP00000001280
ENSGALP00000042964	ENSMGAP00000001595
ENSGALP00000016362	ENSMGAP00000011032
ENSGALP00000018272	ENSMGAP00000005407
ENSGALP00000041802	ENSMGAP00000009828
ENSGALP00000009064	ENSMGAP00000002798
ENSGALP00000000502	ENSMGAP00000000490
ENSGALP00000008782	ENSMGAP00000002429
ENSGALP00000030808	ENSMGAP00000001447
ENSGALP00000015462	ENSMGAP00000015256
ENSGALP00000004138	ENSMGAP00000004446
ENSGALP00000017653	ENSMGAP00000011009
ENSGALP00000042647	ENSMGAP00000004829
ENSGALP00000043179	ENSMGAP00000008657
ENSGALP00000008766	ENSMGAP00000007012
ENSGALP00000038479	ENSMGAP00000006352
ENSGALP00000011287	ENSMGAP00000007065
ENSGALP00000011241	ENSMGAP00000007011
ENSGALP00000007580	ENSMGAP00000004033
ENSGALP00000019423	ENSMGAP00000014355
ENSGALP00000010079	ENSMGAP00000010957
ENSGALP00000018334	ENSMGAP00000011760
ENSGALP00000000498	ENSMGAP00000000423
ENSGALP00000041402	ENSMGAP00000005427
ENSGALP00000036388	ENSMGAP00000004616
ENSGALP00000010120	ENSMGAP00000006804
ENSGALP00000009996	ENSMGAP00000006746
ENSGALP00000022994	ENSMGAP00000014814
ENSGALP00000002834	ENSMGAP00000002836
ENSGALP00000015238	ENSMGAP00000001011
ENSGALP00000035808	ENSMGAP00000013079
ENSGALP00000014949	ENSMGAP00000008362
ENSGALP00000006514	ENSMGAP00000005905
ENSGALP00000040663	ENSMGAP00000010379
ENSGALP00000027414	ENSMGAP00000015919
ENSGALP00000023640	ENSMGAP00000015008
ENSGALP00000008847	ENSMGAP00000005783
ENSGALP00000037074	ENSMGAP00000016899
ENSGALP00000011690	ENSMGAP00000004864
ENSGALP00000026752	ENSMGAP00000015591
ENSGALP00000015730	ENSMGAP00000002141
ENSGALP00000012212	ENSMGAP00000009342
ENSGALP00000007291	ENSMGAP00000006265
ENSGALP00000024538	ENSMGAP00000011243
ENSGALP00000037897	ENSMGAP00000019462
ENSGALP00000042536	ENSMGAP00000017014
ENSGALP00000042679	ENSMGAP00000002119
ENSGALP00000037899	ENSMGAP00000011113
ENSGALP00000042820	ENSMGAP00000019594
ENSGALP00000025553	ENSMGAP00000012378
ENSGALP00000002005	ENSMGAP00000002606
ENSGALP00000038058	ENSMGAP00000008225
ENSGALP00000018940	ENSMGAP00000011995
ENSGALP00000040868	ENSMGAP00000007226
ENSGALP00000011352	ENSMGAP00000007562
ENSGALP00000001477	ENSMGAP00000008718
ENSGALP00000020735	ENSMGAP00000013679
ENSGALP00000012990	ENSMGAP00000002686
ENSGALP00000029089	ENSMGAP00000013596
ENSGALP00000006827	ENSMGAP00000006122
ENSGALP00000016151	ENSMGAP00000010953
ENSGALP00000019963	ENSMGAP00000014496
ENSGALP00000031812	ENSMGAP00000014502
ENSGALP00000042613	ENSMGAP00000012446
ENSGALP00000013895	ENSMGAP00000003449
ENSGALP00000011468	ENSMGAP00000009683
ENSGALP00000040784	ENSMGAP00000001776
ENSGALP00000015763	ENSMGAP00000012225
ENSGALP00000041102	ENSMGAP00000001155
ENSGALP00000002160	ENSMGAP00000008075
ENSGALP00000006880	ENSMGAP00000002094
ENSGALP00000042240	ENSMGAP00000003043
ENSGALP00000025167	ENSMGAP00000008493
ENSGALP00000027098	ENSMGAP00000019357
ENSGALP00000004485	ENSMGAP00000006115
ENSGALP00000013224	ENSMGAP00000005410
ENSGALP00000021892	ENSMGAP00000007855
ENSGALP00000022309	ENSMGAP00000008679
ENSGALP00000020268	ENSMGAP00000000799
ENSGALP00000013574	ENSMGAP00000010947
ENSGALP00000011689	ENSMGAP00000005322
ENSGALP00000019148	ENSMGAP00000012394
ENSGALP00000041252	ENSMGAP00000009210
ENSGALP00000003119	ENSMGAP00000010688
ENSGALP00000015873	ENSMGAP00000010711
ENSGALP00000043111	ENSMGAP00000016153
ENSGALP00000020074	ENSMGAP00000013223
ENSGALP00000009481	ENSMGAP00000007318
ENSGALP00000026711	ENSMGAP00000015577
ENSGALP00000009674	ENSMGAP00000003480
ENSGALP00000009535	ENSMGAP00000003561
ENSGALP00000002532	ENSMGAP00000007144
ENSGALP00000024171	ENSMGAP00000015129
ENSGALP00000004550	ENSMGAP00000003465
ENSGALP00000010916	ENSMGAP00000009117
ENSGALP00000018953	ENSMGAP00000013081
ENSGALP00000018877	ENSMGAP00000013096
ENSGALP00000018878	ENSMGAP00000013063
ENSGALP00000024233	ENSMGAP00000014201
ENSGALP00000019695	ENSMGAP00000012882
ENSGALP00000019703	ENSMGAP00000012897
ENSGALP00000020835	ENSMGAP00000013833
ENSGALP00000022512	ENSMGAP00000014647
ENSGALP00000016663	ENSMGAP00000011123
ENSGALP00000042397	ENSMGAP00000006253
ENSGALP00000005876	ENSMGAP00000002695
ENSGALP00000025139	ENSMGAP00000013617
ENSGALP00000032462	ENSMGAP00000011430
ENSGALP00000004283	ENSMGAP00000002806
ENSGALP00000039002	ENSMGAP00000005628
ENSGALP00000006818	ENSMGAP00000013050
ENSGALP00000034439	ENSMGAP00000005093
ENSGALP00000002761	ENSMGAP00000003079
ENSGALP00000041913	ENSMGAP00000000336
ENSGALP00000024365	ENSMGAP00000005744
ENSGALP00000006104	ENSMGAP00000004614
ENSGALP00000037982	ENSMGAP00000007544
ENSGALP00000024411	ENSMGAP00000006001
