ENSTNIP00000004863	ENSGALP00000006197
ENSTNIP00000019958	ENSGALP00000010376
ENSTNIP00000022591	ENSGALP00000019666
ENSTNIP00000009242	ENSGALP00000018634
ENSTNIP00000016823	ENSGALP00000018634
ENSTNIP00000020303	ENSGALP00000037012
ENSTNIP00000017914	ENSGALP00000009931
ENSTNIP00000019588	ENSGALP00000020469
ENSTNIP00000018124	ENSGALP00000035213
ENSTNIP00000019587	ENSGALP00000020464
ENSTNIP00000021866	ENSGALP00000003114
ENSTNIP00000018885	ENSGALP00000019925
ENSTNIP00000011912	ENSGALP00000019925
ENSTNIP00000010103	ENSGALP00000006588
ENSTNIP00000019499	ENSGALP00000041576
ENSTNIP00000013446	ENSGALP00000041576
ENSTNIP00000012585	ENSGALP00000017342
ENSTNIP00000004748	ENSGALP00000026544
ENSTNIP00000011948	ENSGALP00000038437
ENSTNIP00000019692	ENSGALP00000017899
ENSTNIP00000008478	ENSGALP00000016349
ENSTNIP00000020382	ENSGALP00000017228
ENSTNIP00000013267	ENSGALP00000041755
ENSTNIP00000014677	ENSGALP00000004428
ENSTNIP00000013146	ENSGALP00000004428
ENSTNIP00000015884	ENSGALP00000009484
ENSTNIP00000019980	ENSGALP00000006304
ENSTNIP00000019870	ENSGALP00000003315
ENSTNIP00000004666	ENSGALP00000016507
ENSTNIP00000018080	ENSGALP00000000791
ENSTNIP00000000251	ENSGALP00000019877
ENSTNIP00000012582	ENSGALP00000017185
ENSTNIP00000006194	ENSGALP00000014797
ENSTNIP00000002394	ENSGALP00000017724
ENSTNIP00000005474	ENSGALP00000017724
ENSTNIP00000010587	ENSGALP00000011862
ENSTNIP00000019282	ENSGALP00000011860
ENSTNIP00000010588	ENSGALP00000011964
ENSTNIP00000013415	ENSGALP00000009792
ENSTNIP00000016020	ENSGALP00000015407
ENSTNIP00000019179	ENSGALP00000039237
ENSTNIP00000010427	ENSGALP00000025323
ENSTNIP00000022015	ENSGALP00000020367
ENSTNIP00000019382	ENSGALP00000002025
ENSTNIP00000001876	ENSGALP00000002025
ENSTNIP00000003974	ENSGALP00000024780
ENSTNIP00000015678	ENSGALP00000024779
ENSTNIP00000011806	ENSGALP00000012648
ENSTNIP00000006213	ENSGALP00000022184
ENSTNIP00000022564	ENSGALP00000022184
ENSTNIP00000019022	ENSGALP00000023949
ENSTNIP00000011990	ENSGALP00000023949
ENSTNIP00000013555	ENSGALP00000002105
ENSTNIP00000017210	ENSGALP00000042296
ENSTNIP00000019952	ENSGALP00000010505
ENSTNIP00000006737	ENSGALP00000036122
ENSTNIP00000019820	ENSGALP00000017695
ENSTNIP00000011660	ENSGALP00000027889
ENSTNIP00000014356	ENSGALP00000027889
ENSTNIP00000014326	ENSGALP00000038233
ENSTNIP00000005932	ENSGALP00000041686
ENSTNIP00000017664	ENSGALP00000039479
ENSTNIP00000003863	ENSGALP00000002242
ENSTNIP00000015585	ENSGALP00000010392
ENSTNIP00000004386	ENSGALP00000020897
ENSTNIP00000011052	ENSGALP00000020897
ENSTNIP00000012149	ENSGALP00000009229
ENSTNIP00000015707	ENSGALP00000034376
ENSTNIP00000012139	ENSGALP00000005336
ENSTNIP00000016867	ENSGALP00000027423
ENSTNIP00000004932	ENSGALP00000041106
ENSTNIP00000013866	ENSGALP00000041106
ENSTNIP00000019660	ENSGALP00000026271
ENSTNIP00000020742	ENSGALP00000023707
ENSTNIP00000016004	ENSGALP00000036878
ENSTNIP00000010296	ENSGALP00000018955
ENSTNIP00000018411	ENSGALP00000018955
ENSTNIP00000019667	ENSGALP00000031005
ENSTNIP00000017192	ENSGALP00000007311
ENSTNIP00000016793	ENSGALP00000006747
ENSTNIP00000016586	ENSGALP00000022571
ENSTNIP00000022055	ENSGALP00000022571
ENSTNIP00000019653	ENSGALP00000009512
ENSTNIP00000000731	ENSGALP00000033702
ENSTNIP00000009922	ENSGALP00000015084
ENSTNIP00000011955	ENSGALP00000004956
ENSTNIP00000006638	ENSGALP00000001020
ENSTNIP00000005572	ENSGALP00000001020
ENSTNIP00000007743	ENSGALP00000016539
ENSTNIP00000012773	ENSGALP00000014306
ENSTNIP00000014320	ENSGALP00000012767
ENSTNIP00000012477	ENSGALP00000012767
ENSTNIP00000013221	ENSGALP00000040280
ENSTNIP00000001298	ENSGALP00000025353
ENSTNIP00000014833	ENSGALP00000030827
ENSTNIP00000022804	ENSGALP00000027053
ENSTNIP00000018763	ENSGALP00000029598
ENSTNIP00000014163	ENSGALP00000011727
ENSTNIP00000003905	ENSGALP00000027055
ENSTNIP00000008990	ENSGALP00000008410
ENSTNIP00000021804	ENSGALP00000008410
ENSTNIP00000008283	ENSGALP00000019747
ENSTNIP00000010747	ENSGALP00000008429
ENSTNIP00000015708	ENSGALP00000008429
ENSTNIP00000003549	ENSGALP00000008377
ENSTNIP00000000807	ENSGALP00000008377
ENSTNIP00000011554	ENSGALP00000010609
ENSTNIP00000010806	ENSGALP00000010609
ENSTNIP00000009410	ENSGALP00000008360
ENSTNIP00000013346	ENSGALP00000018272
ENSTNIP00000015326	ENSGALP00000018272
ENSTNIP00000015795	ENSGALP00000041802
ENSTNIP00000001323	ENSGALP00000009064
ENSTNIP00000003438	ENSGALP00000008782
ENSTNIP00000022116	ENSGALP00000030808
ENSTNIP00000011722	ENSGALP00000004138
ENSTNIP00000013523	ENSGALP00000004138
ENSTNIP00000022889	ENSGALP00000043179
ENSTNIP00000022966	ENSGALP00000008766
ENSTNIP00000015728	ENSGALP00000011287
ENSTNIP00000005215	ENSGALP00000007580
ENSTNIP00000009653	ENSGALP00000039406
ENSTNIP00000020487	ENSGALP00000019423
ENSTNIP00000006895	ENSGALP00000030861
ENSTNIP00000014653	ENSGALP00000041465
ENSTNIP00000018285	ENSGALP00000036388
ENSTNIP00000015141	ENSGALP00000014949
ENSTNIP00000022230	ENSGALP00000027414
ENSTNIP00000002107	ENSGALP00000023640
ENSTNIP00000013834	ENSGALP00000005883
ENSTNIP00000005322	ENSGALP00000008847
ENSTNIP00000021012	ENSGALP00000037074
ENSTNIP00000002578	ENSGALP00000015730
ENSTNIP00000003471	ENSGALP00000012212
ENSTNIP00000000989	ENSGALP00000007291
ENSTNIP00000004122	ENSGALP00000042536
ENSTNIP00000004126	ENSGALP00000037899
ENSTNIP00000013397	ENSGALP00000011352
ENSTNIP00000002792	ENSGALP00000011352
ENSTNIP00000021925	ENSGALP00000001477
ENSTNIP00000009700	ENSGALP00000020735
ENSTNIP00000010397	ENSGALP00000012990
ENSTNIP00000015096	ENSGALP00000012990
ENSTNIP00000008264	ENSGALP00000006827
ENSTNIP00000021900	ENSGALP00000016151
ENSTNIP00000020384	ENSGALP00000019963
ENSTNIP00000020386	ENSGALP00000031812
ENSTNIP00000000058	ENSGALP00000042613
ENSTNIP00000016423	ENSGALP00000013895
ENSTNIP00000014526	ENSGALP00000011468
ENSTNIP00000006932	ENSGALP00000040784
ENSTNIP00000013449	ENSGALP00000042325
ENSTNIP00000016060	ENSGALP00000042325
ENSTNIP00000004757	ENSGALP00000006880
ENSTNIP00000005869	ENSGALP00000042240
ENSTNIP00000007585	ENSGALP00000013224
ENSTNIP00000021547	ENSGALP00000021892
ENSTNIP00000016665	ENSGALP00000022309
ENSTNIP00000010971	ENSGALP00000020268
ENSTNIP00000013295	ENSGALP00000013574
ENSTNIP00000017147	ENSGALP00000011689
ENSTNIP00000000771	ENSGALP00000019148
ENSTNIP00000008137	ENSGALP00000041252
ENSTNIP00000021113	ENSGALP00000015873
ENSTNIP00000011829	ENSGALP00000007854
ENSTNIP00000001570	ENSGALP00000026711
ENSTNIP00000004351	ENSGALP00000026711
ENSTNIP00000021861	ENSGALP00000004550
ENSTNIP00000015214	ENSGALP00000024233
ENSTNIP00000013964	ENSGALP00000023133
ENSTNIP00000011737	ENSGALP00000019703
ENSTNIP00000000036	ENSGALP00000016663
ENSTNIP00000019643	ENSGALP00000042397
ENSTNIP00000014821	ENSGALP00000042397
ENSTNIP00000019002	ENSGALP00000005876
ENSTNIP00000000145	ENSGALP00000037982
ENSTNIP00000002557	ENSGALP00000024411
ENSTNIP00000012470	ENSGALP00000010522
ENSTNIP00000017547	ENSGALP00000027389
ENSTNIP00000013257	ENSGALP00000013854
ENSTNIP00000013008	ENSGALP00000025039
ENSTNIP00000001525	ENSGALP00000000432
ENSTNIP00000003762	ENSGALP00000007941
ENSTNIP00000019068	ENSGALP00000037995
ENSTNIP00000012484	ENSGALP00000005983
ENSTNIP00000002351	ENSGALP00000017173
ENSTNIP00000012851	ENSGALP00000027464
ENSTNIP00000021274	ENSGALP00000017962
ENSTNIP00000009219	ENSGALP00000020320
ENSTNIP00000001469	ENSGALP00000020320
ENSTNIP00000022245	ENSGALP00000014428
ENSTNIP00000008764	ENSGALP00000000882
ENSTNIP00000005672	ENSGALP00000009863
ENSTNIP00000019124	ENSGALP00000021380
ENSTNIP00000017338	ENSGALP00000042807
ENSTNIP00000009567	ENSGALP00000014504
ENSTNIP00000010637	ENSGALP00000014504
ENSTNIP00000009686	ENSGALP00000013101
ENSTNIP00000010987	ENSGALP00000027614
ENSTNIP00000000815	ENSGALP00000027614
ENSTNIP00000011807	ENSGALP00000012635
ENSTNIP00000019447	ENSGALP00000036912
ENSTNIP00000020550	ENSGALP00000036912
ENSTNIP00000014177	ENSGALP00000041313
ENSTNIP00000009246	ENSGALP00000019367
ENSTNIP00000007531	ENSGALP00000019367
ENSTNIP00000007314	ENSGALP00000009160
ENSTNIP00000009990	ENSGALP00000040889
ENSTNIP00000013151	ENSGALP00000042014
ENSTNIP00000000458	ENSGALP00000042014
ENSTNIP00000022893	ENSGALP00000036647
ENSTNIP00000016542	ENSGALP00000036647
ENSTNIP00000021003	ENSGALP00000006186
ENSTNIP00000010451	ENSGALP00000004713
ENSTNIP00000016925	ENSGALP00000027160
ENSTNIP00000002508	ENSGALP00000016534
ENSTNIP00000006397	ENSGALP00000005302
ENSTNIP00000014662	ENSGALP00000005302
ENSTNIP00000014612	ENSGALP00000018371
ENSTNIP00000012056	ENSGALP00000018371
ENSTNIP00000017908	ENSGALP00000032918
ENSTNIP00000021433	ENSGALP00000012201
ENSTNIP00000010406	ENSGALP00000031791
ENSTNIP00000010716	ENSGALP00000027380
ENSTNIP00000010446	ENSGALP00000041858
ENSTNIP00000001603	ENSGALP00000006787
ENSTNIP00000014453	ENSGALP00000039865
ENSTNIP00000015441	ENSGALP00000040766
ENSTNIP00000000153	ENSGALP00000041680
ENSTNIP00000015715	ENSGALP00000009244
ENSTNIP00000021869	ENSGALP00000042091
ENSTNIP00000013261	ENSGALP00000014273
ENSTNIP00000021575	ENSGALP00000008804
ENSTNIP00000022026	ENSGALP00000019866
ENSTNIP00000014449	ENSGALP00000019866
ENSTNIP00000020648	ENSGALP00000028053
ENSTNIP00000000768	ENSGALP00000028053
ENSTNIP00000014914	ENSGALP00000005631
ENSTNIP00000008533	ENSGALP00000009939
ENSTNIP00000002427	ENSGALP00000017876
ENSTNIP00000016749	ENSGALP00000012842
ENSTNIP00000016514	ENSGALP00000036103
ENSTNIP00000005590	ENSGALP00000000847
ENSTNIP00000002116	ENSGALP00000016244
ENSTNIP00000014190	ENSGALP00000016244
ENSTNIP00000013314	ENSGALP00000041230
ENSTNIP00000008680	ENSGALP00000008521
ENSTNIP00000010302	ENSGALP00000023885
ENSTNIP00000019791	ENSGALP00000023885
ENSTNIP00000013250	ENSGALP00000020216
ENSTNIP00000013062	ENSGALP00000002252
ENSTNIP00000013406	ENSGALP00000018481
ENSTNIP00000012971	ENSGALP00000040720
ENSTNIP00000022119	ENSGALP00000029065
ENSTNIP00000017531	ENSGALP00000026682
ENSTNIP00000019443	ENSGALP00000026682
ENSTNIP00000021743	ENSGALP00000043177
ENSTNIP00000012963	ENSGALP00000042117
ENSTNIP00000004409	ENSGALP00000037587
ENSTNIP00000007608	ENSGALP00000037587
ENSTNIP00000011725	ENSGALP00000006993
ENSTNIP00000013528	ENSGALP00000006993
ENSTNIP00000005835	ENSGALP00000036433
ENSTNIP00000008517	ENSGALP00000036433
ENSTNIP00000003039	ENSGALP00000003752
ENSTNIP00000018025	ENSGALP00000027196
ENSTNIP00000012348	ENSGALP00000018148
ENSTNIP00000022741	ENSGALP00000017656
ENSTNIP00000014490	ENSGALP00000019200
ENSTNIP00000016074	ENSGALP00000040088
ENSTNIP00000013177	ENSGALP00000010766
ENSTNIP00000010605	ENSGALP00000010766
ENSTNIP00000010239	ENSGALP00000021624
ENSTNIP00000018781	ENSGALP00000041463
ENSTNIP00000008969	ENSGALP00000013731
ENSTNIP00000019095	ENSGALP00000013731
ENSTNIP00000020646	ENSGALP00000008791
ENSTNIP00000006121	ENSGALP00000014468
ENSTNIP00000002628	ENSGALP00000043351
ENSTNIP00000014669	ENSGALP00000043351
ENSTNIP00000021808	ENSGALP00000019951
ENSTNIP00000004969	ENSGALP00000040481
ENSTNIP00000003656	ENSGALP00000040481
ENSTNIP00000014873	ENSGALP00000011057
ENSTNIP00000018590	ENSGALP00000005645
ENSTNIP00000002679	ENSGALP00000005645
ENSTNIP00000015107	ENSGALP00000018888
ENSTNIP00000003964	ENSGALP00000025604
ENSTNIP00000007085	ENSGALP00000042601
ENSTNIP00000010373	ENSGALP00000019904
ENSTNIP00000013270	ENSGALP00000019904
ENSTNIP00000019392	ENSGALP00000036437
ENSTNIP00000009975	ENSGALP00000015773
ENSTNIP00000016135	ENSGALP00000007666
ENSTNIP00000020019	ENSGALP00000021793
ENSTNIP00000012926	ENSGALP00000024265
ENSTNIP00000009120	ENSGALP00000029057
ENSTNIP00000017202	ENSGALP00000016399
ENSTNIP00000017827	ENSGALP00000007029
ENSTNIP00000001929	ENSGALP00000030174
ENSTNIP00000011828	ENSGALP00000008285
ENSTNIP00000019439	ENSGALP00000015875
ENSTNIP00000013421	ENSGALP00000022919
ENSTNIP00000014528	ENSGALP00000043353
ENSTNIP00000022136	ENSGALP00000004225
ENSTNIP00000016780	ENSGALP00000024531
ENSTNIP00000006869	ENSGALP00000026052
ENSTNIP00000011449	ENSGALP00000000421
ENSTNIP00000020377	ENSGALP00000015923
ENSTNIP00000021892	ENSGALP00000030301
ENSTNIP00000015746	ENSGALP00000023838
ENSTNIP00000017938	ENSGALP00000034335
ENSTNIP00000015126	ENSGALP00000013501
ENSTNIP00000022556	ENSGALP00000032005
ENSTNIP00000017216	ENSGALP00000007365
ENSTNIP00000011201	ENSGALP00000007365
ENSTNIP00000008872	ENSGALP00000035838
ENSTNIP00000019370	ENSGALP00000027960
ENSTNIP00000009928	ENSGALP00000022061
ENSTNIP00000016051	ENSGALP00000019273
ENSTNIP00000004938	ENSGALP00000014116
ENSTNIP00000011520	ENSGALP00000006457
ENSTNIP00000018369	ENSGALP00000004118
ENSTNIP00000007602	ENSGALP00000010536
ENSTNIP00000021085	ENSGALP00000013793
ENSTNIP00000014990	ENSGALP00000009191
ENSTNIP00000016088	ENSGALP00000007402
ENSTNIP00000005901	ENSGALP00000002996
ENSTNIP00000007024	ENSGALP00000035469
ENSTNIP00000019500	ENSGALP00000004560
ENSTNIP00000019196	ENSGALP00000010267
ENSTNIP00000014216	ENSGALP00000022294
ENSTNIP00000017282	ENSGALP00000035900
ENSTNIP00000007487	ENSGALP00000040047
ENSTNIP00000011414	ENSGALP00000014824
ENSTNIP00000009058	ENSGALP00000023523
ENSTNIP00000006605	ENSGALP00000024816
ENSTNIP00000006889	ENSGALP00000011673
ENSTNIP00000011385	ENSGALP00000034476
ENSTNIP00000011375	ENSGALP00000007333
ENSTNIP00000014385	ENSGALP00000006190
ENSTNIP00000019842	ENSGALP00000006141
ENSTNIP00000019271	ENSGALP00000001409
ENSTNIP00000018982	ENSGALP00000012195
ENSTNIP00000011429	ENSGALP00000010504
ENSTNIP00000014691	ENSGALP00000010504
ENSTNIP00000000103	ENSGALP00000005308
ENSTNIP00000016362	ENSGALP00000014052
ENSTNIP00000019458	ENSGALP00000016604
ENSTNIP00000009714	ENSGALP00000041837
ENSTNIP00000006244	ENSGALP00000012479
ENSTNIP00000019605	ENSGALP00000017980
ENSTNIP00000020479	ENSGALP00000019383
ENSTNIP00000015842	ENSGALP00000011131
ENSTNIP00000008489	ENSGALP00000015821
ENSTNIP00000004349	ENSGALP00000015772
ENSTNIP00000014294	ENSGALP00000005323
ENSTNIP00000021536	ENSGALP00000025683
ENSTNIP00000016790	ENSGALP00000006284
ENSTNIP00000011851	ENSGALP00000039530
ENSTNIP00000021233	ENSGALP00000003317
ENSTNIP00000002785	ENSGALP00000014297
ENSTNIP00000009842	ENSGALP00000041357
ENSTNIP00000015531	ENSGALP00000029247
ENSTNIP00000009743	ENSGALP00000016720
ENSTNIP00000021285	ENSGALP00000008216
ENSTNIP00000010173	ENSGALP00000010000
ENSTNIP00000008100	ENSGALP00000043462
ENSTNIP00000020798	ENSGALP00000041374
ENSTNIP00000017544	ENSGALP00000040860
ENSTNIP00000021022	ENSGALP00000005786
ENSTNIP00000013274	ENSGALP00000023273
ENSTNIP00000016331	ENSGALP00000023273
ENSTNIP00000017653	ENSGALP00000004951
ENSTNIP00000017773	ENSGALP00000004951
ENSTNIP00000022435	ENSGALP00000032941
ENSTNIP00000007167	ENSGALP00000033143
ENSTNIP00000007665	ENSGALP00000033143
ENSTNIP00000017067	ENSGALP00000011339
ENSTNIP00000016210	ENSGALP00000042524
ENSTNIP00000007778	ENSGALP00000013367
ENSTNIP00000014622	ENSGALP00000019290
ENSTNIP00000016726	ENSGALP00000017881
ENSTNIP00000017667	ENSGALP00000000538
ENSTNIP00000018186	ENSGALP00000000538
ENSTNIP00000012100	ENSGALP00000021494
ENSTNIP00000019859	ENSGALP00000041964
ENSTNIP00000011255	ENSGALP00000002785
ENSTNIP00000014993	ENSGALP00000041807
ENSTNIP00000008683	ENSGALP00000005652
ENSTNIP00000019434	ENSGALP00000026597
ENSTNIP00000020445	ENSGALP00000042877
ENSTNIP00000007990	ENSGALP00000020664
ENSTNIP00000022539	ENSGALP00000020061
ENSTNIP00000010993	ENSGALP00000021271
ENSTNIP00000018475	ENSGALP00000023830
ENSTNIP00000000590	ENSGALP00000040673
ENSTNIP00000002920	ENSGALP00000040673
ENSTNIP00000012396	ENSGALP00000007721
ENSTNIP00000019805	ENSGALP00000003601
ENSTNIP00000009482	ENSGALP00000010288
ENSTNIP00000000827	ENSGALP00000019465
ENSTNIP00000007910	ENSGALP00000019465
ENSTNIP00000017056	ENSGALP00000037575
ENSTNIP00000012651	ENSGALP00000037575
ENSTNIP00000015036	ENSGALP00000011186
ENSTNIP00000009770	ENSGALP00000040893
ENSTNIP00000020322	ENSGALP00000042788
ENSTNIP00000022528	ENSGALP00000043053
ENSTNIP00000019765	ENSGALP00000017875
ENSTNIP00000019416	ENSGALP00000031130
ENSTNIP00000014976	ENSGALP00000005583
ENSTNIP00000013003	ENSGALP00000030252
ENSTNIP00000022715	ENSGALP00000036651
ENSTNIP00000020950	ENSGALP00000035314
ENSTNIP00000014588	ENSGALP00000008334
ENSTNIP00000005923	ENSGALP00000008334
ENSTNIP00000022672	ENSGALP00000031075
ENSTNIP00000023117	ENSGALP00000004421
ENSTNIP00000010662	ENSGALP00000004421
ENSTNIP00000010998	ENSGALP00000036145
ENSTNIP00000009051	ENSGALP00000022247
ENSTNIP00000005789	ENSGALP00000022247
ENSTNIP00000020228	ENSGALP00000016250
ENSTNIP00000013889	ENSGALP00000004581
ENSTNIP00000012506	ENSGALP00000025912
ENSTNIP00000015410	ENSGALP00000006593
ENSTNIP00000009197	ENSGALP00000026101
ENSTNIP00000010430	ENSGALP00000022712
ENSTNIP00000015013	ENSGALP00000025180
ENSTNIP00000008851	ENSGALP00000037532
ENSTNIP00000017807	ENSGALP00000003536
ENSTNIP00000017701	ENSGALP00000003536
ENSTNIP00000001171	ENSGALP00000042976
ENSTNIP00000014171	ENSGALP00000010123
ENSTNIP00000017309	ENSGALP00000012777
ENSTNIP00000016622	ENSGALP00000026360
ENSTNIP00000004038	ENSGALP00000001681
ENSTNIP00000010506	ENSGALP00000016796
ENSTNIP00000021573	ENSGALP00000008825
ENSTNIP00000007499	ENSGALP00000041384
ENSTNIP00000007887	ENSGALP00000013792
ENSTNIP00000018275	ENSGALP00000036020
ENSTNIP00000019016	ENSGALP00000005219
ENSTNIP00000015371	ENSGALP00000025281
ENSTNIP00000016520	ENSGALP00000009057
ENSTNIP00000017306	ENSGALP00000004385
ENSTNIP00000018917	ENSGALP00000005769
ENSTNIP00000017155	ENSGALP00000002449
ENSTNIP00000000839	ENSGALP00000001135
ENSTNIP00000018407	ENSGALP00000001135
ENSTNIP00000017627	ENSGALP00000013906
ENSTNIP00000014058	ENSGALP00000013906
ENSTNIP00000019106	ENSGALP00000018485
ENSTNIP00000015651	ENSGALP00000018485
ENSTNIP00000011639	ENSGALP00000021062
ENSTNIP00000009715	ENSGALP00000021062
ENSTNIP00000000024	ENSGALP00000025718
ENSTNIP00000020391	ENSGALP00000036720
ENSTNIP00000008270	ENSGALP00000001674
ENSTNIP00000020154	ENSGALP00000017498
ENSTNIP00000019513	ENSGALP00000015245
ENSTNIP00000020578	ENSGALP00000015245
ENSTNIP00000015011	ENSGALP00000025149
ENSTNIP00000008801	ENSGALP00000025149
ENSTNIP00000017249	ENSGALP00000004906
ENSTNIP00000012674	ENSGALP00000006960
ENSTNIP00000014478	ENSGALP00000001475
ENSTNIP00000021041	ENSGALP00000008972
ENSTNIP00000011262	ENSGALP00000012448
ENSTNIP00000012420	ENSGALP00000012868
ENSTNIP00000016570	ENSGALP00000025144
ENSTNIP00000015961	ENSGALP00000021579
ENSTNIP00000013301	ENSGALP00000037775
ENSTNIP00000003491	ENSGALP00000037775
ENSTNIP00000011267	ENSGALP00000041470
ENSTNIP00000006300	ENSGALP00000039387
ENSTNIP00000011268	ENSGALP00000012765
ENSTNIP00000012419	ENSGALP00000012765
ENSTNIP00000003464	ENSGALP00000027733
ENSTNIP00000012880	ENSGALP00000027733
ENSTNIP00000012823	ENSGALP00000029480
ENSTNIP00000019364	ENSGALP00000029480
ENSTNIP00000015738	ENSGALP00000004146
ENSTNIP00000017024	ENSGALP00000009249
ENSTNIP00000006019	ENSGALP00000003484
ENSTNIP00000021840	ENSGALP00000016409
ENSTNIP00000013442	ENSGALP00000014760
ENSTNIP00000009473	ENSGALP00000042967
ENSTNIP00000010354	ENSGALP00000016448
ENSTNIP00000019797	ENSGALP00000016448
ENSTNIP00000016067	ENSGALP00000004005
ENSTNIP00000008323	ENSGALP00000018324
ENSTNIP00000022413	ENSGALP00000021171
ENSTNIP00000006319	ENSGALP00000010868
ENSTNIP00000019508	ENSGALP00000015326
ENSTNIP00000002311	ENSGALP00000001460
ENSTNIP00000019466	ENSGALP00000030912
ENSTNIP00000017878	ENSGALP00000030913
ENSTNIP00000009717	ENSGALP00000019017
ENSTNIP00000019028	ENSGALP00000024002
ENSTNIP00000003305	ENSGALP00000005303
ENSTNIP00000016056	ENSGALP00000043216
ENSTNIP00000010141	ENSGALP00000013517
ENSTNIP00000017788	ENSGALP00000013517
ENSTNIP00000011574	ENSGALP00000011473
ENSTNIP00000006310	ENSGALP00000027672
ENSTNIP00000007623	ENSGALP00000012246
ENSTNIP00000003361	ENSGALP00000025858
ENSTNIP00000022493	ENSGALP00000041376
ENSTNIP00000022332	ENSGALP00000041376
ENSTNIP00000001895	ENSGALP00000014926
ENSTNIP00000020790	ENSGALP00000024289
ENSTNIP00000018281	ENSGALP00000024289
ENSTNIP00000013858	ENSGALP00000008330
ENSTNIP00000015453	ENSGALP00000008330
ENSTNIP00000009933	ENSGALP00000040911
ENSTNIP00000008798	ENSGALP00000040911
ENSTNIP00000018935	ENSGALP00000012564
ENSTNIP00000011966	ENSGALP00000012564
ENSTNIP00000012037	ENSGALP00000022462
ENSTNIP00000016081	ENSGALP00000022462
ENSTNIP00000005398	ENSGALP00000039704
ENSTNIP00000022271	ENSGALP00000042895
ENSTNIP00000003891	ENSGALP00000022936
ENSTNIP00000012011	ENSGALP00000022936
ENSTNIP00000020407	ENSGALP00000006748
ENSTNIP00000014199	ENSGALP00000019664
ENSTNIP00000014554	ENSGALP00000008144
ENSTNIP00000007297	ENSGALP00000008144
ENSTNIP00000020987	ENSGALP00000028533
ENSTNIP00000020097	ENSGALP00000019517
ENSTNIP00000012432	ENSGALP00000013036
ENSTNIP00000010715	ENSGALP00000040750
ENSTNIP00000020048	ENSGALP00000040750
ENSTNIP00000016638	ENSGALP00000012254
ENSTNIP00000002463	ENSGALP00000043192
ENSTNIP00000019254	ENSGALP00000022935
ENSTNIP00000012384	ENSGALP00000037954
ENSTNIP00000020571	ENSGALP00000031964
ENSTNIP00000006566	ENSGALP00000024435
ENSTNIP00000011241	ENSGALP00000005252
ENSTNIP00000005737	ENSGALP00000003005
ENSTNIP00000004806	ENSGALP00000016016
ENSTNIP00000015601	ENSGALP00000019611
ENSTNIP00000005643	ENSGALP00000019117
ENSTNIP00000003405	ENSGALP00000009396
ENSTNIP00000005546	ENSGALP00000015123
ENSTNIP00000015750	ENSGALP00000042412
ENSTNIP00000021310	ENSGALP00000042412
ENSTNIP00000014540	ENSGALP00000012465
ENSTNIP00000006821	ENSGALP00000003776
ENSTNIP00000008902	ENSGALP00000003776
ENSTNIP00000005208	ENSGALP00000005001
ENSTNIP00000022367	ENSGALP00000042923
ENSTNIP00000004584	ENSGALP00000042979
ENSTNIP00000005692	ENSGALP00000042979
ENSTNIP00000012691	ENSGALP00000002216
ENSTNIP00000001487	ENSGALP00000024061
ENSTNIP00000016483	ENSGALP00000024061
ENSTNIP00000016619	ENSGALP00000010196
ENSTNIP00000018288	ENSGALP00000010196
ENSTNIP00000020995	ENSGALP00000019825
ENSTNIP00000013999	ENSGALP00000006673
ENSTNIP00000008929	ENSGALP00000003241
ENSTNIP00000018179	ENSGALP00000011309
ENSTNIP00000013823	ENSGALP00000002117
ENSTNIP00000013910	ENSGALP00000020346
ENSTNIP00000008312	ENSGALP00000005299
ENSTNIP00000013885	ENSGALP00000001225
ENSTNIP00000012561	ENSGALP00000026566
ENSTNIP00000002468	ENSGALP00000043271
ENSTNIP00000008009	ENSGALP00000025024
ENSTNIP00000017475	ENSGALP00000040833
ENSTNIP00000014218	ENSGALP00000040833
ENSTNIP00000014558	ENSGALP00000011779
ENSTNIP00000011107	ENSGALP00000011779
ENSTNIP00000007820	ENSGALP00000019247
ENSTNIP00000003340	ENSGALP00000015193
