ENSMODP00000016222	ENSCAFP00000014731
ENSMODP00000027786	ENSCAFP00000002165
ENSMODP00000002978	ENSCAFP00000027787
ENSMODP00000000760	ENSCAFP00000035257
ENSMODP00000003469	ENSCAFP00000003573
ENSMODP00000011291	ENSCAFP00000041248
ENSMODP00000037952	ENSCAFP00000014237
ENSMODP00000022550	ENSCAFP00000005258
ENSMODP00000001136	ENSCAFP00000003819
ENSMODP00000010901	ENSCAFP00000023100
ENSMODP00000002075	ENSCAFP00000040536
ENSMODP00000035178	ENSCAFP00000016353
ENSMODP00000023467	ENSCAFP00000039580
ENSMODP00000024227	ENSCAFP00000020531
ENSMODP00000021724	ENSCAFP00000025855
ENSMODP00000021713	ENSCAFP00000025862
ENSMODP00000021709	ENSCAFP00000025859
ENSMODP00000023607	ENSCAFP00000019025
ENSMODP00000003527	ENSCAFP00000021149
ENSMODP00000013697	ENSCAFP00000026681
ENSMODP00000013762	ENSCAFP00000026686
ENSMODP00000013830	ENSCAFP00000031230
ENSMODP00000013899	ENSCAFP00000026734
ENSMODP00000013923	ENSCAFP00000026735
ENSMODP00000013875	ENSCAFP00000026724
ENSMODP00000020751	ENSCAFP00000032632
ENSMODP00000004710	ENSCAFP00000029392
ENSMODP00000004010	ENSCAFP00000030114
ENSMODP00000003972	ENSCAFP00000030108
ENSMODP00000020815	ENSCAFP00000018408
ENSMODP00000026883	ENSCAFP00000026768
ENSMODP00000000946	ENSCAFP00000035608
ENSMODP00000008006	ENSCAFP00000032892
ENSMODP00000024409	ENSCAFP00000010411
ENSMODP00000003912	ENSCAFP00000022020
ENSMODP00000026803	ENSCAFP00000027554
ENSMODP00000018619	ENSCAFP00000037722
ENSMODP00000019740	ENSCAFP00000036940
ENSMODP00000019905	ENSCAFP00000028667
ENSMODP00000008480	ENSCAFP00000006847
ENSMODP00000009070	ENSCAFP00000019946
ENSMODP00000040419	ENSCAFP00000002612
ENSMODP00000000138	ENSCAFP00000016165
ENSMODP00000040545	ENSCAFP00000013069
ENSMODP00000002855	ENSCAFP00000009888
ENSMODP00000002147	ENSCAFP00000029305
ENSMODP00000025643	ENSCAFP00000008953
ENSMODP00000001499	ENSCAFP00000002523
ENSMODP00000024634	ENSCAFP00000040174
ENSMODP00000008388	ENSCAFP00000029607
ENSMODP00000004378	ENSCAFP00000022090
ENSMODP00000000726	ENSCAFP00000028302
ENSMODP00000005828	ENSCAFP00000015170
ENSMODP00000020796	ENSCAFP00000024230
ENSMODP00000026277	ENSCAFP00000012511
ENSMODP00000033603	ENSCAFP00000042024
ENSMODP00000026244	ENSCAFP00000014613
ENSMODP00000016600	ENSCAFP00000019797
ENSMODP00000018974	ENSCAFP00000021366
ENSMODP00000032200	ENSCAFP00000003400
ENSMODP00000023562	ENSCAFP00000005898
ENSMODP00000015806	ENSCAFP00000003719
ENSMODP00000032552	ENSCAFP00000008873
ENSMODP00000015327	ENSCAFP00000040804
ENSMODP00000013080	ENSCAFP00000008529
ENSMODP00000021315	ENSCAFP00000018833
ENSMODP00000006984	ENSCAFP00000017398
ENSMODP00000025742	ENSCAFP00000022439
ENSMODP00000008352	ENSCAFP00000010845
ENSMODP00000023736	ENSCAFP00000009960
ENSMODP00000005222	ENSCAFP00000013508
ENSMODP00000012505	ENSCAFP00000039334
ENSMODP00000005889	ENSCAFP00000015051
ENSMODP00000026245	ENSCAFP00000014417
ENSMODP00000032292	ENSCAFP00000015804
ENSMODP00000021264	ENSCAFP00000002016
ENSMODP00000001663	ENSCAFP00000027352
ENSMODP00000017846	ENSCAFP00000018358
ENSMODP00000007740	ENSCAFP00000001202
ENSMODP00000010058	ENSCAFP00000019441
ENSMODP00000017877	ENSCAFP00000025598
ENSMODP00000003191	ENSCAFP00000025865
ENSMODP00000005872	ENSCAFP00000015054
ENSMODP00000038084	ENSCAFP00000014422
ENSMODP00000032291	ENSCAFP00000032858
ENSMODP00000008683	ENSCAFP00000033242
ENSMODP00000022169	ENSCAFP00000036689
ENSMODP00000005624	ENSCAFP00000028723
ENSMODP00000002541	ENSCAFP00000016805
ENSMODP00000014998	ENSCAFP00000015096
ENSMODP00000015223	ENSCAFP00000012876
ENSMODP00000017615	ENSCAFP00000005912
ENSMODP00000019084	ENSCAFP00000039802
ENSMODP00000019535	ENSCAFP00000025221
ENSMODP00000003279	ENSCAFP00000003032
ENSMODP00000007737	ENSCAFP00000001281
ENSMODP00000007733	ENSCAFP00000028299
ENSMODP00000031113	ENSCAFP00000021882
ENSMODP00000000180	ENSCAFP00000026325
ENSMODP00000027490	ENSCAFP00000037820
ENSMODP00000030659	ENSCAFP00000026421
ENSMODP00000004018	ENSCAFP00000026414
ENSMODP00000009851	ENSCAFP00000026411
ENSMODP00000031119	ENSCAFP00000039933
ENSMODP00000005106	ENSCAFP00000036546
ENSMODP00000030624	ENSCAFP00000017525
ENSMODP00000009299	ENSCAFP00000036130
ENSMODP00000010188	ENSCAFP00000005827
ENSMODP00000019004	ENSCAFP00000021285
ENSMODP00000019113	ENSCAFP00000018177
ENSMODP00000012377	ENSCAFP00000024081
ENSMODP00000014867	ENSCAFP00000021257
ENSMODP00000032282	ENSCAFP00000004166
ENSMODP00000026374	ENSCAFP00000021243
ENSMODP00000011577	ENSCAFP00000029029
ENSMODP00000027346	ENSCAFP00000019662
ENSMODP00000007980	ENSCAFP00000023569
ENSMODP00000035312	ENSCAFP00000027438
ENSMODP00000021984	ENSCAFP00000001572
ENSMODP00000005185	ENSCAFP00000021382
ENSMODP00000006530	ENSCAFP00000033670
ENSMODP00000006735	ENSCAFP00000000063
ENSMODP00000020279	ENSCAFP00000021511
ENSMODP00000020327	ENSCAFP00000021446
ENSMODP00000021683	ENSCAFP00000017044
ENSMODP00000006045	ENSCAFP00000020492
ENSMODP00000026497	ENSCAFP00000023923
ENSMODP00000039040	ENSCAFP00000041083
ENSMODP00000012118	ENSCAFP00000009481
ENSMODP00000023804	ENSCAFP00000010111
ENSMODP00000014633	ENSCAFP00000024593
ENSMODP00000006749	ENSCAFP00000000064
ENSMODP00000006741	ENSCAFP00000000067
ENSMODP00000007054	ENSCAFP00000013671
ENSMODP00000006549	ENSCAFP00000000072
ENSMODP00000006719	ENSCAFP00000000068
ENSMODP00000007584	ENSCAFP00000034226
ENSMODP00000012261	ENSCAFP00000025408
ENSMODP00000021152	ENSCAFP00000024805
ENSMODP00000009869	ENSCAFP00000007571
ENSMODP00000038779	ENSCAFP00000018020
ENSMODP00000030330	ENSCAFP00000005418
ENSMODP00000020597	ENSCAFP00000029049
ENSMODP00000032039	ENSCAFP00000017258
ENSMODP00000010446	ENSCAFP00000006449
ENSMODP00000017076	ENSCAFP00000005887
ENSMODP00000005562	ENSCAFP00000006892
ENSMODP00000010378	ENSCAFP00000025704
ENSMODP00000022565	ENSCAFP00000005222
ENSMODP00000017859	ENSCAFP00000000450
ENSMODP00000013443	ENSCAFP00000022125
ENSMODP00000027866	ENSCAFP00000017120
ENSMODP00000031493	ENSCAFP00000009491
ENSMODP00000005640	ENSCAFP00000002672
ENSMODP00000030141	ENSCAFP00000010916
ENSMODP00000026877	ENSCAFP00000036862
ENSMODP00000032757	ENSCAFP00000007234
ENSMODP00000032762	ENSCAFP00000007178
ENSMODP00000036327	ENSCAFP00000006778
ENSMODP00000002922	ENSCAFP00000010857
ENSMODP00000000716	ENSCAFP00000036780
ENSMODP00000003334	ENSCAFP00000019522
ENSMODP00000022698	ENSCAFP00000016238
ENSMODP00000012379	ENSCAFP00000014922
ENSMODP00000004353	ENSCAFP00000028093
ENSMODP00000010816	ENSCAFP00000024355
ENSMODP00000011976	ENSCAFP00000017400
ENSMODP00000011925	ENSCAFP00000017453
ENSMODP00000011892	ENSCAFP00000017422
ENSMODP00000007069	ENSCAFP00000027075
ENSMODP00000003727	ENSCAFP00000021425
ENSMODP00000012187	ENSCAFP00000016985
ENSMODP00000014938	ENSCAFP00000010747
ENSMODP00000031807	ENSCAFP00000023779
ENSMODP00000005955	ENSCAFP00000020701
ENSMODP00000018816	ENSCAFP00000020507
ENSMODP00000035876	ENSCAFP00000015180
ENSMODP00000032437	ENSCAFP00000008402
ENSMODP00000040128	ENSCAFP00000008598
ENSMODP00000027953	ENSCAFP00000012777
ENSMODP00000037734	ENSCAFP00000004359
ENSMODP00000014534	ENSCAFP00000020983
ENSMODP00000018809	ENSCAFP00000023108
ENSMODP00000005213	ENSCAFP00000006927
ENSMODP00000040200	ENSCAFP00000009572
ENSMODP00000017467	ENSCAFP00000001721
ENSMODP00000017465	ENSCAFP00000000460
ENSMODP00000005676	ENSCAFP00000008349
ENSMODP00000021158	ENSCAFP00000002605
ENSMODP00000019042	ENSCAFP00000002534
ENSMODP00000022215	ENSCAFP00000001300
ENSMODP00000003376	ENSCAFP00000006522
ENSMODP00000021070	ENSCAFP00000000479
ENSMODP00000007404	ENSCAFP00000029003
ENSMODP00000007849	ENSCAFP00000028447
ENSMODP00000024511	ENSCAFP00000011028
ENSMODP00000017942	ENSCAFP00000022652
ENSMODP00000013555	ENSCAFP00000025107
ENSMODP00000016791	ENSCAFP00000036987
ENSMODP00000001527	ENSCAFP00000019634
ENSMODP00000024700	ENSCAFP00000036707
ENSMODP00000024639	ENSCAFP00000029999
ENSMODP00000015947	ENSCAFP00000016688
ENSMODP00000004031	ENSCAFP00000026343
ENSMODP00000004363	ENSCAFP00000013426
ENSMODP00000021892	ENSCAFP00000018765
ENSMODP00000007905	ENSCAFP00000029157
ENSMODP00000038070	ENSCAFP00000027248
ENSMODP00000015014	ENSCAFP00000042246
ENSMODP00000024558	ENSCAFP00000030074
ENSMODP00000023822	ENSCAFP00000030256
ENSMODP00000008346	ENSCAFP00000013337
ENSMODP00000002108	ENSCAFP00000029292
ENSMODP00000025573	ENSCAFP00000000699
ENSMODP00000001544	ENSCAFP00000020125
ENSMODP00000012565	ENSCAFP00000023070
ENSMODP00000002003	ENSCAFP00000031052
ENSMODP00000022456	ENSCAFP00000040687
ENSMODP00000035895	ENSCAFP00000022540
ENSMODP00000029051	ENSCAFP00000029266
ENSMODP00000035893	ENSCAFP00000037462
ENSMODP00000017226	ENSCAFP00000005716
ENSMODP00000029052	ENSCAFP00000042120
ENSMODP00000024049	ENSCAFP00000041422
ENSMODP00000007809	ENSCAFP00000036157
ENSMODP00000030757	ENSCAFP00000024834
ENSMODP00000007713	ENSCAFP00000008408
ENSMODP00000020268	ENSCAFP00000033127
ENSMODP00000012070	ENSCAFP00000009230
ENSMODP00000032688	ENSCAFP00000025534
ENSMODP00000006519	ENSCAFP00000034288
ENSMODP00000022192	ENSCAFP00000001323
ENSMODP00000001303	ENSCAFP00000013913
ENSMODP00000012084	ENSCAFP00000009219
ENSMODP00000012087	ENSCAFP00000009210
ENSMODP00000001313	ENSCAFP00000013916
ENSMODP00000015007	ENSCAFP00000024298
ENSMODP00000013510	ENSCAFP00000012910
ENSMODP00000020816	ENSCAFP00000007631
ENSMODP00000015732	ENSCAFP00000025516
ENSMODP00000016374	ENSCAFP00000001579
ENSMODP00000026808	ENSCAFP00000027430
ENSMODP00000004493	ENSCAFP00000013658
ENSMODP00000021977	ENSCAFP00000001573
ENSMODP00000021393	ENSCAFP00000018840
ENSMODP00000005084	ENSCAFP00000021453
ENSMODP00000025693	ENSCAFP00000023802
ENSMODP00000026469	ENSCAFP00000023800
ENSMODP00000000134	ENSCAFP00000007394
ENSMODP00000025940	ENSCAFP00000013957
ENSMODP00000018764	ENSCAFP00000001586
ENSMODP00000002849	ENSCAFP00000013009
ENSMODP00000017603	ENSCAFP00000019632
ENSMODP00000001021	ENSCAFP00000015275
ENSMODP00000007119	ENSCAFP00000026217
ENSMODP00000018369	ENSCAFP00000023319
ENSMODP00000016966	ENSCAFP00000034514
ENSMODP00000016997	ENSCAFP00000030974
ENSMODP00000017004	ENSCAFP00000023553
ENSMODP00000018153	ENSCAFP00000023459
ENSMODP00000018144	ENSCAFP00000023468
ENSMODP00000017996	ENSCAFP00000023471
ENSMODP00000018302	ENSCAFP00000023446
ENSMODP00000018303	ENSCAFP00000023455
ENSMODP00000018274	ENSCAFP00000023465
ENSMODP00000018268	ENSCAFP00000023460
ENSMODP00000033291	ENSCAFP00000040458
ENSMODP00000016959	ENSCAFP00000023573
ENSMODP00000016809	ENSCAFP00000032235
ENSMODP00000016817	ENSCAFP00000023588
ENSMODP00000019061	ENSCAFP00000022418
ENSMODP00000018994	ENSCAFP00000022425
ENSMODP00000000825	ENSCAFP00000015324
ENSMODP00000025745	ENSCAFP00000002661
ENSMODP00000009440	ENSCAFP00000003009
ENSMODP00000002880	ENSCAFP00000022087
ENSMODP00000025580	ENSCAFP00000000182
ENSMODP00000005173	ENSCAFP00000009306
ENSMODP00000017494	ENSCAFP00000028075
ENSMODP00000004436	ENSCAFP00000011668
ENSMODP00000017791	ENSCAFP00000001317
ENSMODP00000026118	ENSCAFP00000023971
ENSMODP00000009490	ENSCAFP00000013241
ENSMODP00000020811	ENSCAFP00000029114
ENSMODP00000004520	ENSCAFP00000017182
ENSMODP00000012777	ENSCAFP00000017164
ENSMODP00000012850	ENSCAFP00000017162
ENSMODP00000009065	ENSCAFP00000023158
ENSMODP00000009068	ENSCAFP00000031203
ENSMODP00000024722	ENSCAFP00000019781
ENSMODP00000008490	ENSCAFP00000023942
ENSMODP00000038831	ENSCAFP00000028484
ENSMODP00000013200	ENSCAFP00000009326
ENSMODP00000009694	ENSCAFP00000008494
ENSMODP00000005349	ENSCAFP00000007121
ENSMODP00000001853	ENSCAFP00000001537
ENSMODP00000001858	ENSCAFP00000005006
ENSMODP00000005599	ENSCAFP00000029503
ENSMODP00000010322	ENSCAFP00000013516
ENSMODP00000001029	ENSCAFP00000023730
ENSMODP00000010321	ENSCAFP00000007529
ENSMODP00000001402	ENSCAFP00000038348
ENSMODP00000025719	ENSCAFP00000023412
ENSMODP00000010245	ENSCAFP00000033489
ENSMODP00000017706	ENSCAFP00000019996
ENSMODP00000010215	ENSCAFP00000007487
ENSMODP00000009242	ENSCAFP00000005643
ENSMODP00000020036	ENSCAFP00000019551
ENSMODP00000002875	ENSCAFP00000013555
ENSMODP00000022197	ENSCAFP00000001316
ENSMODP00000036640	ENSCAFP00000022424
ENSMODP00000038032	ENSCAFP00000029035
ENSMODP00000021383	ENSCAFP00000018885
ENSMODP00000035196	ENSCAFP00000017002
ENSMODP00000025324	ENSCAFP00000012448
ENSMODP00000020335	ENSCAFP00000016500
ENSMODP00000009653	ENSCAFP00000011196
ENSMODP00000002425	ENSCAFP00000008251
ENSMODP00000000744	ENSCAFP00000002173
ENSMODP00000022914	ENSCAFP00000023159
ENSMODP00000010587	ENSCAFP00000006470
ENSMODP00000012136	ENSCAFP00000023844
ENSMODP00000007866	ENSCAFP00000028309
ENSMODP00000018321	ENSCAFP00000004941
ENSMODP00000019612	ENSCAFP00000000301
ENSMODP00000011769	ENSCAFP00000025753
ENSMODP00000015978	ENSCAFP00000003630
ENSMODP00000013176	ENSCAFP00000019084
ENSMODP00000012651	ENSCAFP00000019236
ENSMODP00000014513	ENSCAFP00000008682
ENSMODP00000010094	ENSCAFP00000023564
ENSMODP00000025569	ENSCAFP00000000179
ENSMODP00000039790	ENSCAFP00000012929
ENSMODP00000003223	ENSCAFP00000030034
ENSMODP00000001283	ENSCAFP00000022329
ENSMODP00000002801	ENSCAFP00000005210
ENSMODP00000015243	ENSCAFP00000015710
ENSMODP00000007685	ENSCAFP00000024966
ENSMODP00000007389	ENSCAFP00000040958
ENSMODP00000035053	ENSCAFP00000031506
ENSMODP00000017132	ENSCAFP00000043002
ENSMODP00000009896	ENSCAFP00000023004
ENSMODP00000000297	ENSCAFP00000037907
ENSMODP00000001845	ENSCAFP00000023056
ENSMODP00000004151	ENSCAFP00000023746
ENSMODP00000037391	ENSCAFP00000043140
ENSMODP00000022018	ENSCAFP00000041800
ENSMODP00000021751	ENSCAFP00000015386
ENSMODP00000021747	ENSCAFP00000015381
ENSMODP00000021235	ENSCAFP00000019232
ENSMODP00000008165	ENSCAFP00000012371
ENSMODP00000021922	ENSCAFP00000029099
ENSMODP00000026351	ENSCAFP00000013299
ENSMODP00000009664	ENSCAFP00000000914
ENSMODP00000039041	ENSCAFP00000019103
ENSMODP00000012941	ENSCAFP00000028292
ENSMODP00000029496	ENSCAFP00000004807
ENSMODP00000009965	ENSCAFP00000008615
ENSMODP00000013540	ENSCAFP00000025151
ENSMODP00000023349	ENSCAFP00000002025
ENSMODP00000004383	ENSCAFP00000009117
ENSMODP00000022275	ENSCAFP00000016528
ENSMODP00000015672	ENSCAFP00000005102
ENSMODP00000021359	ENSCAFP00000024156
ENSMODP00000002408	ENSCAFP00000029356
ENSMODP00000021195	ENSCAFP00000033576
ENSMODP00000012568	ENSCAFP00000020136
ENSMODP00000002356	ENSCAFP00000029355
ENSMODP00000015374	ENSCAFP00000015846
ENSMODP00000021323	ENSCAFP00000020146
ENSMODP00000023893	ENSCAFP00000028444
ENSMODP00000016195	ENSCAFP00000028446
ENSMODP00000016180	ENSCAFP00000041847
ENSMODP00000005358	ENSCAFP00000016361
ENSMODP00000011024	ENSCAFP00000034222
ENSMODP00000014474	ENSCAFP00000009441
ENSMODP00000013838	ENSCAFP00000035684
ENSMODP00000027627	ENSCAFP00000009445
ENSMODP00000004154	ENSCAFP00000014021
ENSMODP00000011638	ENSCAFP00000008132
ENSMODP00000007196	ENSCAFP00000026886
ENSMODP00000008676	ENSCAFP00000013129
ENSMODP00000003802	ENSCAFP00000017829
ENSMODP00000016162	ENSCAFP00000015004
ENSMODP00000041303	ENSCAFP00000014807
ENSMODP00000040651	ENSCAFP00000020301
ENSMODP00000024354	ENSCAFP00000010286
ENSMODP00000000938	ENSCAFP00000007499
ENSMODP00000023299	ENSCAFP00000006768
ENSMODP00000012500	ENSCAFP00000033671
ENSMODP00000011245	ENSCAFP00000019241
ENSMODP00000029397	ENSCAFP00000000362
ENSMODP00000018096	ENSCAFP00000017922
ENSMODP00000020445	ENSCAFP00000016996
ENSMODP00000005974	ENSCAFP00000029574
ENSMODP00000000417	ENSCAFP00000009759
ENSMODP00000005815	ENSCAFP00000001051
ENSMODP00000020238	ENSCAFP00000014170
ENSMODP00000008089	ENSCAFP00000000715
ENSMODP00000018533	ENSCAFP00000005187
ENSMODP00000020367	ENSCAFP00000016730
ENSMODP00000040595	ENSCAFP00000032916
ENSMODP00000004445	ENSCAFP00000002985
ENSMODP00000002960	ENSCAFP00000041919
ENSMODP00000018043	ENSCAFP00000017978
ENSMODP00000007451	ENSCAFP00000030208
ENSMODP00000000812	ENSCAFP00000016048
ENSMODP00000020380	ENSCAFP00000016847
ENSMODP00000026552	ENSCAFP00000011862
ENSMODP00000000565	ENSCAFP00000021779
ENSMODP00000022807	ENSCAFP00000022593
ENSMODP00000002533	ENSCAFP00000016800
ENSMODP00000017124	ENSCAFP00000008098
ENSMODP00000026246	ENSCAFP00000014403
ENSMODP00000017168	ENSCAFP00000006003
ENSMODP00000012226	ENSCAFP00000010754
ENSMODP00000017002	ENSCAFP00000005785
ENSMODP00000036925	ENSCAFP00000033543
ENSMODP00000033886	ENSCAFP00000034210
ENSMODP00000033888	ENSCAFP00000005254
ENSMODP00000034024	ENSCAFP00000005744
ENSMODP00000001796	ENSCAFP00000005257
ENSMODP00000017736	ENSCAFP00000033072
ENSMODP00000011537	ENSCAFP00000017745
ENSMODP00000006154	ENSCAFP00000024188
ENSMODP00000033355	ENSCAFP00000015829
ENSMODP00000017727	ENSCAFP00000041875
ENSMODP00000006272	ENSCAFP00000024162
ENSMODP00000032871	ENSCAFP00000020396
ENSMODP00000028933	ENSCAFP00000007939
ENSMODP00000019363	ENSCAFP00000037967
ENSMODP00000003278	ENSCAFP00000018681
ENSMODP00000016738	ENSCAFP00000008490
ENSMODP00000006456	ENSCAFP00000026850
ENSMODP00000006403	ENSCAFP00000007749
ENSMODP00000016325	ENSCAFP00000019227
ENSMODP00000017715	ENSCAFP00000033697
ENSMODP00000007886	ENSCAFP00000013787
ENSMODP00000024836	ENSCAFP00000040216
ENSMODP00000001235	ENSCAFP00000015116
ENSMODP00000003690	ENSCAFP00000010679
ENSMODP00000013754	ENSCAFP00000015494
ENSMODP00000019607	ENSCAFP00000025096
ENSMODP00000019156	ENSCAFP00000014624
ENSMODP00000014756	ENSCAFP00000021311
ENSMODP00000016644	ENSCAFP00000008802
ENSMODP00000002743	ENSCAFP00000036533
ENSMODP00000006774	ENSCAFP00000023157
ENSMODP00000019974	ENSCAFP00000022373
ENSMODP00000027136	ENSCAFP00000003796
ENSMODP00000000735	ENSCAFP00000015563
ENSMODP00000034017	ENSCAFP00000012172
ENSMODP00000025624	ENSCAFP00000008674
ENSMODP00000025509	ENSCAFP00000000665
ENSMODP00000000715	ENSCAFP00000015577
ENSMODP00000025507	ENSCAFP00000000661
ENSMODP00000022858	ENSCAFP00000022762
ENSMODP00000009641	ENSCAFP00000006062
ENSMODP00000037257	ENSCAFP00000015964
ENSMODP00000015324	ENSCAFP00000020560
ENSMODP00000025916	ENSCAFP00000015115
ENSMODP00000006261	ENSCAFP00000024481
ENSMODP00000001899	ENSCAFP00000023345
ENSMODP00000032298	ENSCAFP00000022153
ENSMODP00000024278	ENSCAFP00000010713
ENSMODP00000019744	ENSCAFP00000006307
ENSMODP00000017417	ENSCAFP00000001284
ENSMODP00000007075	ENSCAFP00000028037
ENSMODP00000019999	ENSCAFP00000021857
ENSMODP00000010561	ENSCAFP00000011543
ENSMODP00000035281	ENSCAFP00000015232
ENSMODP00000035924	ENSCAFP00000016271
ENSMODP00000003274	ENSCAFP00000008627
ENSMODP00000004672	ENSCAFP00000028007
ENSMODP00000003339	ENSCAFP00000004484
ENSMODP00000014050	ENSCAFP00000020805
ENSMODP00000024385	ENSCAFP00000017637
ENSMODP00000035142	ENSCAFP00000002032
ENSMODP00000008027	ENSCAFP00000011137
ENSMODP00000012600	ENSCAFP00000017306
ENSMODP00000013285	ENSCAFP00000016910
ENSMODP00000013306	ENSCAFP00000016888
ENSMODP00000012977	ENSCAFP00000017051
ENSMODP00000035387	ENSCAFP00000037668
ENSMODP00000002869	ENSCAFP00000006806
ENSMODP00000015275	ENSCAFP00000011039
ENSMODP00000028282	ENSCAFP00000029477
ENSMODP00000006253	ENSCAFP00000030133
ENSMODP00000006572	ENSCAFP00000016456
ENSMODP00000015349	ENSCAFP00000011140
ENSMODP00000012217	ENSCAFP00000005730
ENSMODP00000000052	ENSCAFP00000005591
ENSMODP00000007331	ENSCAFP00000037641
ENSMODP00000007216	ENSCAFP00000012806
ENSMODP00000007204	ENSCAFP00000012748
ENSMODP00000021466	ENSCAFP00000017932
ENSMODP00000005388	ENSCAFP00000029473
ENSMODP00000008440	ENSCAFP00000030251
ENSMODP00000012572	ENSCAFP00000038159
ENSMODP00000010658	ENSCAFP00000010611
ENSMODP00000023412	ENSCAFP00000031321
ENSMODP00000013813	ENSCAFP00000025004
ENSMODP00000011731	ENSCAFP00000029168
ENSMODP00000009292	ENSCAFP00000036455
ENSMODP00000018493	ENSCAFP00000023075
ENSMODP00000032522	ENSCAFP00000008685
ENSMODP00000017203	ENSCAFP00000042924
ENSMODP00000006157	ENSCAFP00000013893
ENSMODP00000016198	ENSCAFP00000019619
ENSMODP00000026114	ENSCAFP00000022903
ENSMODP00000026484	ENSCAFP00000023626
ENSMODP00000015865	ENSCAFP00000020158
ENSMODP00000007678	ENSCAFP00000007720
ENSMODP00000019012	ENSCAFP00000002500
ENSMODP00000017217	ENSCAFP00000010846
ENSMODP00000003304	ENSCAFP00000039464
ENSMODP00000024149	ENSCAFP00000003425
ENSMODP00000036789	ENSCAFP00000012966
ENSMODP00000037943	ENSCAFP00000012936
ENSMODP00000028480	ENSCAFP00000018445
ENSMODP00000020578	ENSCAFP00000032998
ENSMODP00000034570	ENSCAFP00000028558
ENSMODP00000002737	ENSCAFP00000036941
ENSMODP00000037956	ENSCAFP00000014226
ENSMODP00000029250	ENSCAFP00000000819
ENSMODP00000018856	ENSCAFP00000039082
ENSMODP00000008198	ENSCAFP00000023751
ENSMODP00000021427	ENSCAFP00000003703
ENSMODP00000013839	ENSCAFP00000038741
ENSMODP00000003055	ENSCAFP00000022900
ENSMODP00000018991	ENSCAFP00000041069
ENSMODP00000034129	ENSCAFP00000026801
ENSMODP00000013235	ENSCAFP00000021270
ENSMODP00000010425	ENSCAFP00000013454
ENSMODP00000024304	ENSCAFP00000039003
ENSMODP00000011138	ENSCAFP00000009137
ENSMODP00000011092	ENSCAFP00000009135
ENSMODP00000011323	ENSCAFP00000035576
ENSMODP00000013973	ENSCAFP00000018142
ENSMODP00000027646	ENSCAFP00000032647
ENSMODP00000004408	ENSCAFP00000038294
ENSMODP00000024325	ENSCAFP00000010197
ENSMODP00000007760	ENSCAFP00000029121
ENSMODP00000004774	ENSCAFP00000029711
ENSMODP00000004861	ENSCAFP00000029713
ENSMODP00000017995	ENSCAFP00000003758
ENSMODP00000008072	ENSCAFP00000025687
ENSMODP00000019117	ENSCAFP00000027776
ENSMODP00000010624	ENSCAFP00000041283
ENSMODP00000010629	ENSCAFP00000038565
ENSMODP00000037111	ENSCAFP00000036759
ENSMODP00000032221	ENSCAFP00000028649
ENSMODP00000038168	ENSCAFP00000003169
ENSMODP00000001349	ENSCAFP00000039456
ENSMODP00000005871	ENSCAFP00000027245
ENSMODP00000010869	ENSCAFP00000018027
ENSMODP00000023870	ENSCAFP00000026879
ENSMODP00000019702	ENSCAFP00000042095
ENSMODP00000016825	ENSCAFP00000002094
ENSMODP00000012569	ENSCAFP00000023040
ENSMODP00000019969	ENSCAFP00000018915
ENSMODP00000020005	ENSCAFP00000017943
ENSMODP00000013541	ENSCAFP00000014580
ENSMODP00000004518	ENSCAFP00000009762
ENSMODP00000010705	ENSCAFP00000015983
ENSMODP00000011100	ENSCAFP00000031455
ENSMODP00000037871	ENSCAFP00000024445
ENSMODP00000039082	ENSCAFP00000025731
ENSMODP00000000009	ENSCAFP00000007363
ENSMODP00000007789	ENSCAFP00000007352
ENSMODP00000000032	ENSCAFP00000024067
ENSMODP00000013125	ENSCAFP00000009335
ENSMODP00000000038	ENSCAFP00000036393
ENSMODP00000013090	ENSCAFP00000009344
ENSMODP00000011232	ENSCAFP00000025790
ENSMODP00000007948	ENSCAFP00000007267
ENSMODP00000018413	ENSCAFP00000007228
ENSMODP00000018401	ENSCAFP00000001592
ENSMODP00000037489	ENSCAFP00000038334
