ENSMODP00000016222	ENSP00000262384
ENSMODP00000001536	ENSP00000336829
ENSMODP00000007488	ENSP00000234816
ENSMODP00000024707	ENSP00000362524
ENSMODP00000006323	ENSP00000253109
ENSMODP00000021429	ENSP00000248598
ENSMODP00000024364	ENSP00000371347
ENSMODP00000006514	ENSP00000428340
ENSMODP00000015140	ENSP00000314897
ENSMODP00000019479	ENSP00000346839
ENSMODP00000000663	ENSP00000335255
ENSMODP00000001833	ENSP00000360170
ENSMODP00000036422	ENSP00000239462
ENSMODP00000024446	ENSP00000265131
ENSMODP00000006791	ENSP00000356646
ENSMODP00000018678	ENSP00000407685
ENSMODP00000001507	ENSP00000306361
ENSMODP00000017025	ENSP00000246792
ENSMODP00000023162	ENSP00000289104
ENSMODP00000028231	ENSP00000299759
ENSMODP00000006419	ENSP00000267396
ENSMODP00000009115	ENSP00000297596
ENSMODP00000024329	ENSP00000201979
ENSMODP00000000322	ENSP00000272519
ENSMODP00000015816	ENSP00000005257
ENSMODP00000037350	ENSP00000366927
ENSMODP00000015203	ENSP00000332256
ENSMODP00000010751	ENSP00000249750
ENSMODP00000002524	ENSP00000258494
ENSMODP00000021839	ENSP00000265605
ENSMODP00000036747	ENSP00000346827
ENSMODP00000007978	ENSP00000450436
ENSMODP00000011421	ENSP00000434364
ENSMODP00000005377	ENSP00000360967
ENSMODP00000001631	ENSP00000219833
ENSMODP00000001627	ENSP00000270349
ENSMODP00000012133	ENSP00000230671
ENSMODP00000022919	ENSP00000388184
ENSMODP00000022928	ENSP00000339260
ENSMODP00000010279	ENSP00000253122
ENSMODP00000009009	ENSP00000398063
ENSMODP00000023499	ENSP00000338276
ENSMODP00000016841	ENSP00000362778
ENSMODP00000025586	ENSP00000266659
ENSMODP00000025578	ENSP00000310770
ENSMODP00000037047	ENSP00000448248
ENSMODP00000005801	ENSP00000262424
ENSMODP00000020273	ENSP00000217043
ENSMODP00000008550	ENSP00000260113
ENSMODP00000010729	ENSP00000303508
ENSMODP00000022116	ENSP00000403067
ENSMODP00000029462	ENSP00000338481
ENSMODP00000013825	ENSP00000345259
ENSMODP00000026810	ENSP00000343158
ENSMODP00000019131	ENSP00000298542
ENSMODP00000010535	ENSP00000322926
ENSMODP00000020026	ENSP00000264042
ENSMODP00000040351	ENSP00000263713
ENSMODP00000004034	ENSP00000363694
ENSMODP00000000389	ENSP00000263708
ENSMODP00000003133	ENSP00000305055
ENSMODP00000015556	ENSP00000367219
ENSMODP00000019150	ENSP00000340748
ENSMODP00000010672	ENSP00000443824
ENSMODP00000018391	ENSP00000463069
ENSMODP00000000256	ENSP00000425840
ENSMODP00000002143	ENSP00000295317
ENSMODP00000002876	ENSP00000255499
ENSMODP00000038655	ENSP00000388207
ENSMODP00000001365	ENSP00000222033
ENSMODP00000018737	ENSP00000337797
ENSMODP00000035310	ENSP00000372959
ENSMODP00000025478	ENSP00000367315
ENSMODP00000037146	ENSP00000355166
ENSMODP00000000680	ENSP00000379241
ENSMODP00000002821	ENSP00000363275
ENSMODP00000005657	ENSP00000322937
ENSMODP00000022296	ENSP00000326817
ENSMODP00000022934	ENSP00000334375
ENSMODP00000039959	ENSP00000374447
ENSMODP00000006185	ENSP00000325091
ENSMODP00000005606	ENSP00000309689
ENSMODP00000004371	ENSP00000284287
ENSMODP00000004291	ENSP00000350022
ENSMODP00000033767	ENSP00000350474
ENSMODP00000004489	ENSP00000325381
ENSMODP00000001561	ENSP00000294818
ENSMODP00000015501	ENSP00000365253
ENSMODP00000025097	ENSP00000419542
ENSMODP00000022969	ENSP00000446278
ENSMODP00000015552	ENSP00000273286
ENSMODP00000013894	ENSP00000434849
ENSMODP00000012119	ENSP00000249842
ENSMODP00000021438	ENSP00000360597
ENSMODP00000000881	ENSP00000422591
ENSMODP00000008886	ENSP00000430333
ENSMODP00000005546	ENSP00000266058
ENSMODP00000012219	ENSP00000366283
ENSMODP00000036505	ENSP00000366288
ENSMODP00000021468	ENSP00000344242
ENSMODP00000018270	ENSP00000269703
ENSMODP00000037356	ENSP00000371198
ENSMODP00000012432	ENSP00000383143
ENSMODP00000020334	ENSP00000420091
ENSMODP00000017156	ENSP00000389414
ENSMODP00000007271	ENSP00000296091
ENSMODP00000002214	ENSP00000319305
ENSMODP00000024150	ENSP00000410198
ENSMODP00000013366	ENSP00000346348
ENSMODP00000026203	ENSP00000248211
ENSMODP00000020166	ENSP00000313582
ENSMODP00000016542	ENSP00000252854
ENSMODP00000004096	ENSP00000359121
ENSMODP00000005854	ENSP00000264833
ENSMODP00000004648	ENSP00000037502
ENSMODP00000007537	ENSP00000332511
ENSMODP00000000770	ENSP00000322273
ENSMODP00000001186	ENSP00000294794
ENSMODP00000024653	ENSP00000362682
ENSMODP00000018420	ENSP00000219022
ENSMODP00000033851	ENSP00000335196
ENSMODP00000030503	ENSP00000362446
ENSMODP00000007447	ENSP00000244576
ENSMODP00000006137	ENSP00000291539
ENSMODP00000021793	ENSP00000310661
ENSMODP00000024642	ENSP00000264917
ENSMODP00000013092	ENSP00000410309
ENSMODP00000016604	ENSP00000379496
ENSMODP00000007099	ENSP00000270474
ENSMODP00000001277	ENSP00000332116
ENSMODP00000003986	ENSP00000347689
ENSMODP00000024412	ENSP00000345502
ENSMODP00000022961	ENSP00000344855
ENSMODP00000015932	ENSP00000264658
ENSMODP00000022592	ENSP00000358247
ENSMODP00000004206	ENSP00000423630
ENSMODP00000020911	ENSP00000380746
ENSMODP00000014117	ENSP00000224862
ENSMODP00000013279	ENSP00000352671
ENSMODP00000022670	ENSP00000419153
ENSMODP00000021891	ENSP00000360818
ENSMODP00000005211	ENSP00000356674
ENSMODP00000024701	ENSP00000362551
ENSMODP00000030396	ENSP00000362760
ENSMODP00000030395	ENSP00000362763
ENSMODP00000017693	ENSP00000407545
ENSMODP00000017621	ENSP00000378503
ENSMODP00000030484	ENSP00000362563
ENSMODP00000012376	ENSP00000358327
ENSMODP00000018969	ENSP00000351273
ENSMODP00000036251	ENSP00000286186
ENSMODP00000007353	ENSP00000265164
ENSMODP00000001598	ENSP00000312664
ENSMODP00000018104	ENSP00000393417
ENSMODP00000034648	ENSP00000400592
ENSMODP00000031781	ENSP00000330237
ENSMODP00000022668	ENSP00000358358
ENSMODP00000023364	ENSP00000271348
ENSMODP00000028958	ENSP00000240986
ENSMODP00000010075	ENSP00000241125
ENSMODP00000015541	ENSP00000313088
ENSMODP00000011921	ENSP00000305714
ENSMODP00000005726	ENSP00000350630
ENSMODP00000005404	ENSP00000363134
ENSMODP00000033449	ENSP00000372295
ENSMODP00000033447	ENSP00000348521
ENSMODP00000014206	ENSP00000411528
ENSMODP00000027822	ENSP00000355675
ENSMODP00000012399	ENSP00000367064
ENSMODP00000005539	ENSP00000223061
ENSMODP00000026549	ENSP00000295992
ENSMODP00000001684	ENSP00000290374
ENSMODP00000016411	ENSP00000463752
ENSMODP00000029795	ENSP00000435355
ENSMODP00000029573	ENSP00000362464
ENSMODP00000022360	ENSP00000340811
ENSMODP00000022390	ENSP00000345868
ENSMODP00000022522	ENSP00000397026
ENSMODP00000026240	ENSP00000382791
ENSMODP00000022196	ENSP00000362183
ENSMODP00000024134	ENSP00000262895
ENSMODP00000016371	ENSP00000435648
ENSMODP00000013814	ENSP00000330148
ENSMODP00000036431	ENSP00000296526
ENSMODP00000018433	ENSP00000282499
ENSMODP00000018762	ENSP00000264357
ENSMODP00000008308	ENSP00000284551
ENSMODP00000004822	ENSP00000274773
ENSMODP00000030485	ENSP00000355437
ENSMODP00000013985	ENSP00000367691
ENSMODP00000027595	ENSP00000408205
ENSMODP00000022563	ENSP00000327875
ENSMODP00000005186	ENSP00000362401
ENSMODP00000033041	ENSP00000282018
ENSMODP00000036378	ENSP00000442982
ENSMODP00000009790	ENSP00000365596
ENSMODP00000006557	ENSP00000207157
ENSMODP00000022894	ENSP00000358677
ENSMODP00000005244	ENSP00000362390
ENSMODP00000000091	ENSP00000386170
ENSMODP00000027594	ENSP00000171757
ENSMODP00000027592	ENSP00000276077
ENSMODP00000032054	ENSP00000362965
ENSMODP00000026468	ENSP00000331791
ENSMODP00000026664	ENSP00000335191
ENSMODP00000003559	ENSP00000356795
ENSMODP00000005850	ENSP00000363643
ENSMODP00000009522	ENSP00000310305
ENSMODP00000032578	ENSP00000377215
ENSMODP00000010666	ENSP00000298440
ENSMODP00000019750	ENSP00000304767
ENSMODP00000019570	ENSP00000378650
ENSMODP00000017777	ENSP00000240335
ENSMODP00000015086	ENSP00000309913
ENSMODP00000017754	ENSP00000240328
ENSMODP00000015108	ENSP00000257566
ENSMODP00000024272	ENSP00000331504
ENSMODP00000011633	ENSP00000220003
ENSMODP00000000763	ENSP00000378485
ENSMODP00000025804	ENSP00000370912
ENSMODP00000025797	ENSP00000264316
ENSMODP00000014600	ENSP00000308176
ENSMODP00000021490	ENSP00000350224
ENSMODP00000010566	ENSP00000398655
ENSMODP00000008379	ENSP00000430100
ENSMODP00000025732	ENSP00000367848
ENSMODP00000022794	ENSP00000412673
ENSMODP00000022793	ENSP00000386029
ENSMODP00000037991	ENSP00000420790
ENSMODP00000009774	ENSP00000274547
ENSMODP00000025784	ENSP00000295454
ENSMODP00000001077	ENSP00000308725
ENSMODP00000002131	ENSP00000264428
ENSMODP00000031431	ENSP00000361700
ENSMODP00000021578	ENSP00000218075
ENSMODP00000004466	ENSP00000274093
ENSMODP00000011170	ENSP00000411593
ENSMODP00000001758	ENSP00000264784
ENSMODP00000029277	ENSP00000383698
ENSMODP00000011662	ENSP00000366641
ENSMODP00000021398	ENSP00000416293
ENSMODP00000008242	ENSP00000320935
ENSMODP00000020004	ENSP00000323568
ENSMODP00000021628	ENSP00000354597
ENSMODP00000012320	ENSP00000391167
ENSMODP00000009681	ENSP00000328524
ENSMODP00000013567	ENSP00000332659
ENSMODP00000032628	ENSP00000310405
ENSMODP00000015917	ENSP00000356366
ENSMODP00000002496	ENSP00000370889
ENSMODP00000013524	ENSP00000351059
ENSMODP00000032621	ENSP00000441600
ENSMODP00000014314	ENSP00000296140
ENSMODP00000014332	ENSP00000349967
ENSMODP00000009339	ENSP00000433528
ENSMODP00000017096	ENSP00000275884
ENSMODP00000029046	ENSP00000350266
ENSMODP00000016711	ENSP00000292174
ENSMODP00000001310	ENSP00000386884
ENSMODP00000032629	ENSP00000395704
ENSMODP00000007616	ENSP00000343952
ENSMODP00000014255	ENSP00000350256
ENSMODP00000016494	ENSP00000246657
ENSMODP00000018741	ENSP00000332504
ENSMODP00000032599	ENSP00000249887
ENSMODP00000006425	ENSP00000264363
ENSMODP00000006279	ENSP00000296499
ENSMODP00000022261	ENSP00000427888
ENSMODP00000008529	ENSP00000261374
ENSMODP00000018696	ENSP00000408860
ENSMODP00000014021	ENSP00000358903
ENSMODP00000010550	ENSP00000260630
ENSMODP00000009557	ENSP00000410732
ENSMODP00000025760	ENSP00000295452
ENSMODP00000000957	ENSP00000331912
ENSMODP00000007299	ENSP00000359337
ENSMODP00000001000	ENSP00000335592
ENSMODP00000025764	ENSP00000421828
ENSMODP00000009595	ENSP00000393097
ENSMODP00000009659	ENSP00000274545
ENSMODP00000025776	ENSP00000264318
ENSMODP00000024825	ENSP00000367888
ENSMODP00000023728	ENSP00000243077
ENSMODP00000003507	ENSP00000374135
ENSMODP00000022743	ENSP00000261349
ENSMODP00000009960	ENSP00000263816
ENSMODP00000004432	ENSP00000371532
ENSMODP00000000529	ENSP00000303634
ENSMODP00000010091	ENSP00000264187
ENSMODP00000016547	ENSP00000216286
ENSMODP00000036954	ENSP00000265171
ENSMODP00000006916	ENSP00000370270
ENSMODP00000005135	ENSP00000355904
ENSMODP00000011536	ENSP00000343925
ENSMODP00000005293	ENSP00000344479
ENSMODP00000015839	ENSP00000333122
ENSMODP00000000609	ENSP00000325120
ENSMODP00000015542	ENSP00000363822
ENSMODP00000013517	ENSP00000247153
ENSMODP00000023210	ENSP00000359630
ENSMODP00000000700	ENSP00000430945
ENSMODP00000010893	ENSP00000334329
ENSMODP00000013743	ENSP00000385143
ENSMODP00000016391	ENSP00000244565
ENSMODP00000006219	ENSP00000332737
ENSMODP00000026034	ENSP00000375678
ENSMODP00000026032	ENSP00000470555
ENSMODP00000008050	ENSP00000337733
ENSMODP00000008063	ENSP00000375683
ENSMODP00000008019	ENSP00000469315
ENSMODP00000030692	ENSP00000473047
ENSMODP00000019788	ENSP00000365759
ENSMODP00000001377	ENSP00000356899
ENSMODP00000019385	ENSP00000373700
ENSMODP00000000128	ENSP00000263800
ENSMODP00000041218	ENSP00000357494
ENSMODP00000037259	ENSP00000360120
ENSMODP00000024012	ENSP00000364860
ENSMODP00000018879	ENSP00000303830
ENSMODP00000020864	ENSP00000357178
ENSMODP00000020848	ENSP00000431418
ENSMODP00000035165	ENSP00000354207
ENSMODP00000012995	ENSP00000380227
ENSMODP00000013342	ENSP00000261023
ENSMODP00000012596	ENSP00000367316
ENSMODP00000014402	ENSP00000262407
ENSMODP00000036144	ENSP00000349252
ENSMODP00000019597	ENSP00000263087
ENSMODP00000011123	ENSP00000386896
ENSMODP00000032838	ENSP00000007722
ENSMODP00000011761	ENSP00000327290
ENSMODP00000028950	ENSP00000358310
ENSMODP00000024269	ENSP00000296585
ENSMODP00000009099	ENSP00000299663
ENSMODP00000005740	ENSP00000386378
ENSMODP00000007763	ENSP00000269299
ENSMODP00000040931	ENSP00000327599
ENSMODP00000018740	ENSP00000264072
ENSMODP00000014418	ENSP00000359045
ENSMODP00000026183	ENSP00000347198
ENSMODP00000000583	ENSP00000350018
ENSMODP00000034806	ENSP00000289968
ENSMODP00000011307	ENSP00000385720
ENSMODP00000002765	ENSP00000412461
ENSMODP00000014639	ENSP00000386911
ENSMODP00000020723	ENSP00000217133
ENSMODP00000022299	ENSP00000357651
ENSMODP00000021471	ENSP00000341289
ENSMODP00000019796	ENSP00000339001
ENSMODP00000010916	ENSP00000457285
ENSMODP00000026770	ENSP00000318697
ENSMODP00000009199	ENSP00000260126
ENSMODP00000020952	ENSP00000217159
ENSMODP00000024064	ENSP00000309741
ENSMODP00000024065	ENSP00000421339
ENSMODP00000022219	ENSP00000305974
ENSMODP00000008742	ENSP00000289575
ENSMODP00000023067	ENSP00000311291
ENSMODP00000016737	ENSP00000410257
ENSMODP00000032788	ENSP00000390600
ENSMODP00000016774	ENSP00000307599
ENSMODP00000012176	ENSP00000396320
ENSMODP00000007990	ENSP00000349973
ENSMODP00000008114	ENSP00000303540
ENSMODP00000007953	ENSP00000283254
ENSMODP00000008632	ENSP00000386306
ENSMODP00000035907	ENSP00000355192
ENSMODP00000021125	ENSP00000334198
ENSMODP00000011239	ENSP00000385019
ENSMODP00000027428	ENSP00000352011
ENSMODP00000041259	ENSP00000386796
ENSMODP00000012386	ENSP00000365441
ENSMODP00000015703	ENSP00000288139
ENSMODP00000022989	ENSP00000266376
ENSMODP00000006204	ENSP00000276198
ENSMODP00000014108	ENSP00000367959
ENSMODP00000013435	ENSP00000258400
ENSMODP00000017747	ENSP00000354859
ENSMODP00000022661	ENSP00000373169
ENSMODP00000002206	ENSP00000176183
ENSMODP00000034980	ENSP00000255380
ENSMODP00000010143	ENSP00000306490
ENSMODP00000033722	ENSP00000372750
ENSMODP00000034137	ENSP00000399745
ENSMODP00000020849	ENSP00000342560
ENSMODP00000038429	ENSP00000256906
ENSMODP00000005427	ENSP00000407193
ENSMODP00000007525	ENSP00000216124
ENSMODP00000000036	ENSP00000370522
ENSMODP00000012012	ENSP00000333395
ENSMODP00000024625	ENSP00000264914
ENSMODP00000000116	ENSP00000399013
ENSMODP00000018781	ENSP00000264638
ENSMODP00000002957	ENSP00000242786
ENSMODP00000032517	ENSP00000311545
ENSMODP00000025921	ENSP00000422533
ENSMODP00000032450	ENSP00000340688
ENSMODP00000000857	ENSP00000322270
ENSMODP00000001087	ENSP00000359778
ENSMODP00000017533	ENSP00000332900
ENSMODP00000017522	ENSP00000373464
ENSMODP00000017515	ENSP00000342981
ENSMODP00000019453	ENSP00000261654
ENSMODP00000024646	ENSP00000335156
ENSMODP00000017622	ENSP00000377699
ENSMODP00000029356	ENSP00000356581
ENSMODP00000021319	ENSP00000369198
ENSMODP00000005984	ENSP00000296795
ENSMODP00000024473	ENSP00000363089
ENSMODP00000024548	ENSP00000256447
ENSMODP00000035249	ENSP00000440643
ENSMODP00000036364	ENSP00000260010
ENSMODP00000021626	ENSP00000218032
ENSMODP00000004468	ENSP00000305107
ENSMODP00000004494	ENSP00000351473
ENSMODP00000041347	ENSP00000330374
ENSMODP00000007888	ENSP00000438284
ENSMODP00000007282	ENSP00000360502
ENSMODP00000012371	ENSP00000255266
ENSMODP00000007377	ENSP00000420295
ENSMODP00000009787	ENSP00000334910
ENSMODP00000022267	ENSP00000351957
ENSMODP00000023640	ENSP00000347046
ENSMODP00000009423	ENSP00000253055
ENSMODP00000011395	ENSP00000364361
ENSMODP00000023167	ENSP00000379975
ENSMODP00000012058	ENSP00000309597
ENSMODP00000008866	ENSP00000451263
ENSMODP00000010636	ENSP00000355583
ENSMODP00000034042	ENSP00000288602
ENSMODP00000023999	ENSP00000381958
ENSMODP00000036274	ENSP00000310722
ENSMODP00000022656	ENSP00000358335
ENSMODP00000024762	ENSP00000215743
ENSMODP00000009883	ENSP00000286614
ENSMODP00000002254	ENSP00000246186
ENSMODP00000017595	ENSP00000219271
ENSMODP00000006509	ENSP00000308208
ENSMODP00000000745	ENSP00000260227
ENSMODP00000000764	ENSP00000260228
ENSMODP00000000948	ENSP00000260302
ENSMODP00000020563	ENSP00000337816
ENSMODP00000019439	ENSP00000353767
ENSMODP00000000831	ENSP00000236826
ENSMODP00000000800	ENSP00000260229
ENSMODP00000035939	ENSP00000288135
ENSMODP00000025859	ENSP00000257290
ENSMODP00000033356	ENSP00000241453
ENSMODP00000005261	ENSP00000339824
ENSMODP00000006035	ENSP00000292408
ENSMODP00000005258	ENSP00000393312
ENSMODP00000001452	ENSP00000347942
ENSMODP00000011380	ENSP00000282397
ENSMODP00000025863	ENSP00000263923
ENSMODP00000004800	ENSP00000261937
ENSMODP00000001035	ENSP00000303887
ENSMODP00000015800	ENSP00000337697
ENSMODP00000012455	ENSP00000255448
ENSMODP00000006556	ENSP00000339740
ENSMODP00000012064	ENSP00000381412
ENSMODP00000020201	ENSP00000379098
ENSMODP00000000649	ENSP00000319060
ENSMODP00000015470	ENSP00000419195
ENSMODP00000019548	ENSP00000282356
ENSMODP00000010137	ENSP00000276616
ENSMODP00000006736	ENSP00000291041
ENSMODP00000002711	ENSP00000394484
ENSMODP00000021011	ENSP00000368124
ENSMODP00000006295	ENSP00000256460
ENSMODP00000010184	ENSP00000405950
ENSMODP00000002983	ENSP00000009105
ENSMODP00000037428	ENSP00000342836
ENSMODP00000004700	ENSP00000348258
ENSMODP00000026145	ENSP00000370648
ENSMODP00000024102	ENSP00000368173
ENSMODP00000010114	ENSP00000457230
ENSMODP00000000069	ENSP00000334113
ENSMODP00000012528	ENSP00000449079
ENSMODP00000012999	ENSP00000155926
ENSMODP00000002132	ENSP00000312150
ENSMODP00000024339	ENSP00000217233
ENSMODP00000026358	ENSP00000270112
ENSMODP00000022225	ENSP00000362221
ENSMODP00000008257	ENSP00000298694
ENSMODP00000038416	ENSP00000283426
ENSMODP00000028259	ENSP00000353646
ENSMODP00000000228	ENSP00000279024
ENSMODP00000002351	ENSP00000261402
ENSMODP00000002163	ENSP00000356125
ENSMODP00000004388	ENSP00000360290
ENSMODP00000025398	ENSP00000346148
ENSMODP00000037382	ENSP00000430276
ENSMODP00000005042	ENSP00000440374
ENSMODP00000026612	ENSP00000328118
ENSMODP00000011594	ENSP00000315371
ENSMODP00000006114	ENSP00000376705
ENSMODP00000011715	ENSP00000256737
ENSMODP00000018868	ENSP00000159087
ENSMODP00000034645	ENSP00000274979
ENSMODP00000011208	ENSP00000325929
ENSMODP00000025847	ENSP00000263925
ENSMODP00000024196	ENSP00000302935
ENSMODP00000008771	ENSP00000363921
ENSMODP00000027786	ENSP00000439807
ENSMODP00000000760	ENSP00000323816
ENSMODP00000003469	ENSP00000242057
ENSMODP00000011291	ENSP00000469142
ENSMODP00000037952	ENSP00000290399
ENSMODP00000022550	ENSP00000358210
ENSMODP00000001136	ENSP00000263734
ENSMODP00000010901	ENSP00000437955
ENSMODP00000002075	ENSP00000338283
ENSMODP00000035178	ENSP00000266503
ENSMODP00000023467	ENSP00000351407
ENSMODP00000024227	ENSP00000307479
ENSMODP00000021724	ENSP00000357726
ENSMODP00000021713	ENSP00000357705
ENSMODP00000021709	ENSP00000357702
ENSMODP00000034118	ENSP00000357709
ENSMODP00000021678	ENSP00000292169
ENSMODP00000024649	ENSP00000320430
ENSMODP00000003527	ENSP00000296370
ENSMODP00000013697	ENSP00000261590
ENSMODP00000013762	ENSP00000257189
ENSMODP00000013830	ENSP00000257192
ENSMODP00000013899	ENSP00000280904
ENSMODP00000013923	ENSP00000353608
ENSMODP00000013875	ENSP00000257198
ENSMODP00000020751	ENSP00000339390
ENSMODP00000004710	ENSP00000289746
ENSMODP00000004010	ENSP00000264012
ENSMODP00000003972	ENSP00000261769
ENSMODP00000020815	ENSP00000353656
ENSMODP00000026883	ENSP00000269141
ENSMODP00000000946	ENSP00000360718
ENSMODP00000008006	ENSP00000222120
ENSMODP00000024409	ENSP00000282878
ENSMODP00000003912	ENSP00000222256
ENSMODP00000026803	ENSP00000331748
ENSMODP00000010405	ENSP00000310226
ENSMODP00000018619	ENSP00000300935
ENSMODP00000019740	ENSP00000264710
ENSMODP00000019905	ENSP00000210187
ENSMODP00000008480	ENSP00000376390
ENSMODP00000009070	ENSP00000368332
ENSMODP00000040419	ENSP00000226382
ENSMODP00000000138	ENSP00000370990
ENSMODP00000040545	ENSP00000374240
ENSMODP00000002855	ENSP00000401653
ENSMODP00000002147	ENSP00000358807
ENSMODP00000025643	ENSP00000315417
ENSMODP00000001499	ENSP00000311492
ENSMODP00000024634	ENSP00000302814
ENSMODP00000008388	ENSP00000361547
ENSMODP00000004378	ENSP00000239461
ENSMODP00000000726	ENSP00000450456
ENSMODP00000005828	ENSP00000376436
ENSMODP00000020796	ENSP00000357175
ENSMODP00000026277	ENSP00000346886
ENSMODP00000019172	ENSP00000295727
ENSMODP00000033603	ENSP00000433488
ENSMODP00000026244	ENSP00000414150
ENSMODP00000016600	ENSP00000306894
ENSMODP00000018974	ENSP00000321835
ENSMODP00000032200	ENSP00000405327
ENSMODP00000023562	ENSP00000425658
ENSMODP00000015806	ENSP00000262457
ENSMODP00000032552	ENSP00000382379
ENSMODP00000013080	ENSP00000265709
ENSMODP00000021315	ENSP00000280772
ENSMODP00000006984	ENSP00000349588
ENSMODP00000025742	ENSP00000459943
ENSMODP00000008352	ENSP00000360689
ENSMODP00000023736	ENSP00000311579
ENSMODP00000005222	ENSP00000295101
ENSMODP00000012505	ENSP00000357067
ENSMODP00000005889	ENSP00000433295
ENSMODP00000026245	ENSP00000477437
ENSMODP00000032292	ENSP00000243457
ENSMODP00000021264	ENSP00000306497
ENSMODP00000001663	ENSP00000463778
ENSMODP00000017846	ENSP00000435412
ENSMODP00000007740	ENSP00000427015
ENSMODP00000010058	ENSP00000368884
ENSMODP00000017877	ENSP00000262752
ENSMODP00000003191	ENSP00000261991
ENSMODP00000005872	ENSP00000376432
ENSMODP00000034705	ENSP00000357068
