ENSORLP00000011382	ENSGACP00000024945
ENSORLP00000002696	ENSGACP00000018060
ENSORLP00000002479	ENSGACP00000005863
ENSORLP00000020800	ENSGACP00000010806
ENSORLP00000014283	ENSGACP00000005605
ENSORLP00000022335	ENSGACP00000022591
ENSORLP00000013466	ENSGACP00000014132
ENSORLP00000009434	ENSGACP00000013790
ENSORLP00000015967	ENSGACP00000021792
ENSORLP00000015622	ENSGACP00000015309
ENSORLP00000008359	ENSGACP00000010486
ENSORLP00000021512	ENSGACP00000006542
ENSORLP00000001370	ENSGACP00000022654
ENSORLP00000001177	ENSGACP00000012775
ENSORLP00000012585	ENSGACP00000004813
ENSORLP00000006588	ENSGACP00000020002
ENSORLP00000005123	ENSGACP00000018671
ENSORLP00000010427	ENSGACP00000003758
ENSORLP00000000948	ENSGACP00000000522
ENSORLP00000014686	ENSGACP00000014775
ENSORLP00000006657	ENSGACP00000013313
ENSORLP00000012160	ENSGACP00000024686
ENSORLP00000023968	ENSGACP00000022279
ENSORLP00000022743	ENSGACP00000006686
ENSORLP00000020581	ENSGACP00000017137
ENSORLP00000006743	ENSGACP00000013669
ENSORLP00000003276	ENSGACP00000022153
ENSORLP00000003776	ENSGACP00000005265
ENSORLP00000022282	ENSGACP00000005225
ENSORLP00000008355	ENSGACP00000023157
ENSORLP00000007828	ENSGACP00000012236
ENSORLP00000025651	ENSGACP00000013203
ENSORLP00000005864	ENSGACP00000027236
ENSORLP00000012508	ENSGACP00000009523
ENSORLP00000001720	ENSGACP00000018093
ENSORLP00000001868	ENSGACP00000005266
ENSORLP00000020622	ENSGACP00000010595
ENSORLP00000003246	ENSGACP00000023928
ENSORLP00000018532	ENSGACP00000003277
ENSORLP00000002850	ENSGACP00000018841
ENSORLP00000016169	ENSGACP00000006385
ENSORLP00000021444	ENSGACP00000017317
ENSORLP00000019218	ENSGACP00000000782
ENSORLP00000025312	ENSGACP00000014104
ENSORLP00000009674	ENSGACP00000025276
ENSORLP00000001586	ENSGACP00000008939
ENSORLP00000019450	ENSGACP00000007464
ENSORLP00000006834	ENSGACP00000009701
ENSORLP00000014606	ENSGACP00000008159
ENSORLP00000011211	ENSGACP00000021206
ENSORLP00000011853	ENSGACP00000025368
ENSORLP00000002186	ENSGACP00000005515
ENSORLP00000010784	ENSGACP00000009589
ENSORLP00000025205	ENSGACP00000006522
ENSORLP00000010577	ENSGACP00000002745
ENSORLP00000009513	ENSGACP00000003442
ENSORLP00000008132	ENSGACP00000027337
ENSORLP00000007665	ENSGACP00000024099
ENSORLP00000002897	ENSGACP00000022416
ENSORLP00000011426	ENSGACP00000013993
ENSORLP00000020742	ENSGACP00000010043
ENSORLP00000001565	ENSGACP00000016928
ENSORLP00000018602	ENSGACP00000000672
ENSORLP00000018869	ENSGACP00000003445
ENSORLP00000004148	ENSGACP00000024719
ENSORLP00000005395	ENSGACP00000004931
ENSORLP00000014739	ENSGACP00000021529
ENSORLP00000006471	ENSGACP00000026002
ENSORLP00000001655	ENSGACP00000007527
ENSORLP00000010145	ENSGACP00000003350
ENSORLP00000004486	ENSGACP00000023897
ENSORLP00000006874	ENSGACP00000008528
ENSORLP00000017545	ENSGACP00000027498
ENSORLP00000022604	ENSGACP00000004614
ENSORLP00000021754	ENSGACP00000000532
ENSORLP00000004847	ENSGACP00000011448
ENSORLP00000020608	ENSGACP00000017188
ENSORLP00000015339	ENSGACP00000006600
ENSORLP00000005100	ENSGACP00000022000
ENSORLP00000008478	ENSGACP00000007446
ENSORLP00000019381	ENSGACP00000027542
ENSORLP00000013832	ENSGACP00000017092
ENSORLP00000024284	ENSGACP00000001464
ENSORLP00000005419	ENSGACP00000014905
ENSORLP00000011390	ENSGACP00000026901
ENSORLP00000014259	ENSGACP00000024953
ENSORLP00000019421	ENSGACP00000027521
ENSORLP00000013755	ENSGACP00000021674
ENSORLP00000022665	ENSGACP00000002888
ENSORLP00000005013	ENSGACP00000008490
ENSORLP00000009097	ENSGACP00000010681
ENSORLP00000020498	ENSGACP00000010539
ENSORLP00000005338	ENSGACP00000001286
ENSORLP00000003027	ENSGACP00000023340
ENSORLP00000006638	ENSGACP00000009073
ENSORLP00000003530	ENSGACP00000012534
ENSORLP00000007592	ENSGACP00000007741
ENSORLP00000018902	ENSGACP00000015598
ENSORLP00000000572	ENSGACP00000018360
ENSORLP00000004703	ENSGACP00000025743
ENSORLP00000020081	ENSGACP00000018287
ENSORLP00000006546	ENSGACP00000020660
ENSORLP00000008063	ENSGACP00000025605
ENSORLP00000015457	ENSGACP00000023988
ENSORLP00000012031	ENSGACP00000004561
ENSORLP00000018731	ENSGACP00000000681
ENSORLP00000009218	ENSGACP00000011112
ENSORLP00000015602	ENSGACP00000009440
ENSORLP00000007475	ENSGACP00000002761
ENSORLP00000005240	ENSGACP00000018734
ENSORLP00000010302	ENSGACP00000011428
ENSORLP00000004725	ENSGACP00000015302
ENSORLP00000004820	ENSGACP00000027177
ENSORLP00000013159	ENSGACP00000026232
ENSORLP00000016767	ENSGACP00000011045
ENSORLP00000015483	ENSGACP00000017648
ENSORLP00000002187	ENSGACP00000024051
ENSORLP00000013815	ENSGACP00000015223
ENSORLP00000007618	ENSGACP00000002603
ENSORLP00000004110	ENSGACP00000012340
ENSORLP00000011868	ENSGACP00000015993
ENSORLP00000021126	ENSGACP00000018905
ENSORLP00000011308	ENSGACP00000009302
ENSORLP00000015782	ENSGACP00000005588
ENSORLP00000002127	ENSGACP00000005510
ENSORLP00000000448	ENSGACP00000009996
ENSORLP00000020951	ENSGACP00000026517
ENSORLP00000011220	ENSGACP00000004434
ENSORLP00000011657	ENSGACP00000017927
ENSORLP00000009303	ENSGACP00000001344
ENSORLP00000013991	ENSGACP00000010657
ENSORLP00000022886	ENSGACP00000000348
ENSORLP00000003442	ENSGACP00000005371
ENSORLP00000012897	ENSGACP00000024566
ENSORLP00000013867	ENSGACP00000017059
ENSORLP00000022248	ENSGACP00000005316
ENSORLP00000009301	ENSGACP00000022740
ENSORLP00000000610	ENSGACP00000011532
ENSORLP00000016606	ENSGACP00000024891
ENSORLP00000021144	ENSGACP00000017593
ENSORLP00000024500	ENSGACP00000013780
ENSORLP00000022539	ENSGACP00000008432
ENSORLP00000004770	ENSGACP00000021027
ENSORLP00000004709	ENSGACP00000008651
ENSORLP00000010779	ENSGACP00000020583
ENSORLP00000004870	ENSGACP00000018625
ENSORLP00000008602	ENSGACP00000012660
ENSORLP00000018200	ENSGACP00000024654
ENSORLP00000011416	ENSGACP00000010173
ENSORLP00000012150	ENSGACP00000021637
ENSORLP00000016566	ENSGACP00000007126
ENSORLP00000007683	ENSGACP00000025654
ENSORLP00000020492	ENSGACP00000008278
ENSORLP00000018195	ENSGACP00000025259
ENSORLP00000008420	ENSGACP00000013550
ENSORLP00000009973	ENSGACP00000012470
ENSORLP00000008540	ENSGACP00000011617
ENSORLP00000009628	ENSGACP00000012087
ENSORLP00000001883	ENSGACP00000000966
ENSORLP00000020055	ENSGACP00000008617
ENSORLP00000002975	ENSGACP00000019454
ENSORLP00000022141	ENSGACP00000022837
ENSORLP00000004468	ENSGACP00000023887
ENSORLP00000007170	ENSGACP00000009484
ENSORLP00000005978	ENSGACP00000009293
ENSORLP00000007406	ENSGACP00000019596
ENSORLP00000011281	ENSGACP00000014040
ENSORLP00000012623	ENSGACP00000009479
ENSORLP00000006952	ENSGACP00000018243
ENSORLP00000008273	ENSGACP00000011446
ENSORLP00000001864	ENSGACP00000018113
ENSORLP00000012552	ENSGACP00000022946
ENSORLP00000000426	ENSGACP00000026650
ENSORLP00000005921	ENSGACP00000021391
ENSORLP00000006506	ENSGACP00000010075
ENSORLP00000018031	ENSGACP00000003997
ENSORLP00000012417	ENSGACP00000003487
ENSORLP00000000068	ENSGACP00000019731
ENSORLP00000006527	ENSGACP00000008898
ENSORLP00000016124	ENSGACP00000004210
ENSORLP00000009823	ENSGACP00000025241
ENSORLP00000015605	ENSGACP00000019050
ENSORLP00000025722	ENSGACP00000006688
ENSORLP00000013779	ENSGACP00000002529
ENSORLP00000005872	ENSGACP00000002228
ENSORLP00000002462	ENSGACP00000002100
ENSORLP00000005917	ENSGACP00000009329
ENSORLP00000007821	ENSGACP00000007808
ENSORLP00000005073	ENSGACP00000020023
ENSORLP00000004985	ENSGACP00000008560
ENSORLP00000004215	ENSGACP00000011906
ENSORLP00000005903	ENSGACP00000008572
ENSORLP00000025837	ENSGACP00000011402
ENSORLP00000006139	ENSGACP00000009729
ENSORLP00000017210	ENSGACP00000004431
ENSORLP00000004225	ENSGACP00000012398
ENSORLP00000015033	ENSGACP00000025571
ENSORLP00000004803	ENSGACP00000005780
ENSORLP00000021762	ENSGACP00000005082
ENSORLP00000010806	ENSGACP00000013090
ENSORLP00000013241	ENSGACP00000002676
ENSORLP00000010416	ENSGACP00000007968
ENSORLP00000004276	ENSGACP00000011770
ENSORLP00000022266	ENSGACP00000022684
ENSORLP00000009361	ENSGACP00000011818
ENSORLP00000024676	ENSGACP00000000907
ENSORLP00000018321	ENSGACP00000019515
ENSORLP00000022506	ENSGACP00000022375
ENSORLP00000002575	ENSGACP00000005787
ENSORLP00000007275	ENSGACP00000007800
ENSORLP00000007749	ENSGACP00000020500
ENSORLP00000010014	ENSGACP00000011444
ENSORLP00000014153	ENSGACP00000017032
ENSORLP00000014053	ENSGACP00000015558
ENSORLP00000012256	ENSGACP00000003446
ENSORLP00000009613	ENSGACP00000002891
ENSORLP00000002780	ENSGACP00000015997
ENSORLP00000019443	ENSGACP00000009078
ENSORLP00000020652	ENSGACP00000015371
ENSORLP00000022704	ENSGACP00000002841
ENSORLP00000005423	ENSGACP00000019700
ENSORLP00000021199	ENSGACP00000017627
ENSORLP00000015654	ENSGACP00000009418
ENSORLP00000002561	ENSGACP00000017387
ENSORLP00000021926	ENSGACP00000001451
ENSORLP00000001784	ENSGACP00000001114
ENSORLP00000011152	ENSGACP00000002980
ENSORLP00000008393	ENSGACP00000011591
ENSORLP00000021843	ENSGACP00000009493
ENSORLP00000019105	ENSGACP00000024164
ENSORLP00000005691	ENSGACP00000017061
ENSORLP00000014495	ENSGACP00000021608
ENSORLP00000021039	ENSGACP00000016415
ENSORLP00000010961	ENSGACP00000013354
ENSORLP00000003754	ENSGACP00000002799
ENSORLP00000008381	ENSGACP00000027354
ENSORLP00000025387	ENSGACP00000021545
ENSORLP00000005099	ENSGACP00000009907
ENSORLP00000023924	ENSGACP00000014752
ENSORLP00000006169	ENSGACP00000008871
ENSORLP00000000867	ENSGACP00000012740
ENSORLP00000006184	ENSGACP00000008859
ENSORLP00000019568	ENSGACP00000005616
ENSORLP00000016774	ENSGACP00000013549
ENSORLP00000013131	ENSGACP00000023127
ENSORLP00000008041	ENSGACP00000024173
ENSORLP00000008053	ENSGACP00000013083
ENSORLP00000020366	ENSGACP00000014120
ENSORLP00000006669	ENSGACP00000023932
ENSORLP00000020619	ENSGACP00000008024
ENSORLP00000018429	ENSGACP00000020117
ENSORLP00000014699	ENSGACP00000017241
ENSORLP00000014089	ENSGACP00000016999
ENSORLP00000019661	ENSGACP00000018067
ENSORLP00000025799	ENSGACP00000001883
ENSORLP00000016454	ENSGACP00000013917
ENSORLP00000019261	ENSGACP00000007452
ENSORLP00000010718	ENSGACP00000007571
ENSORLP00000020794	ENSGACP00000010787
ENSORLP00000009324	ENSGACP00000013519
ENSORLP00000023695	ENSGACP00000023145
ENSORLP00000022574	ENSGACP00000022250
ENSORLP00000014731	ENSGACP00000015257
ENSORLP00000011997	ENSGACP00000016117
ENSORLP00000020275	ENSGACP00000017689
ENSORLP00000010452	ENSGACP00000022251
ENSORLP00000005324	ENSGACP00000027202
ENSORLP00000004286	ENSGACP00000015469
ENSORLP00000016679	ENSGACP00000007587
ENSORLP00000016691	ENSGACP00000007578
ENSORLP00000004988	ENSGACP00000015110
ENSORLP00000004980	ENSGACP00000015112
ENSORLP00000004975	ENSGACP00000015114
ENSORLP00000010219	ENSGACP00000022303
ENSORLP00000014138	ENSGACP00000022214
ENSORLP00000012817	ENSGACP00000000536
ENSORLP00000005771	ENSGACP00000027230
ENSORLP00000025459	ENSGACP00000022102
ENSORLP00000019311	ENSGACP00000019614
ENSORLP00000004447	ENSGACP00000021876
ENSORLP00000002459	ENSGACP00000022590
ENSORLP00000023627	ENSGACP00000010322
ENSORLP00000000946	ENSGACP00000017281
ENSORLP00000019372	ENSGACP00000020032
ENSORLP00000024944	ENSGACP00000000776
ENSORLP00000012643	ENSGACP00000015048
ENSORLP00000001602	ENSGACP00000004949
ENSORLP00000003520	ENSGACP00000005144
ENSORLP00000013758	ENSGACP00000003908
ENSORLP00000016840	ENSGACP00000004573
ENSORLP00000006603	ENSGACP00000009039
ENSORLP00000014207	ENSGACP00000008478
ENSORLP00000019502	ENSGACP00000020001
ENSORLP00000016129	ENSGACP00000024400
ENSORLP00000022226	ENSGACP00000019548
ENSORLP00000020868	ENSGACP00000010859
ENSORLP00000001393	ENSGACP00000006325
ENSORLP00000018151	ENSGACP00000026054
ENSORLP00000009631	ENSGACP00000006255
ENSORLP00000004813	ENSGACP00000005930
ENSORLP00000000985	ENSGACP00000012790
ENSORLP00000000920	ENSGACP00000012772
ENSORLP00000015127	ENSGACP00000013251
ENSORLP00000025553	ENSGACP00000025897
ENSORLP00000001346	ENSGACP00000019267
ENSORLP00000021252	ENSGACP00000003962
ENSORLP00000001119	ENSGACP00000018993
ENSORLP00000005502	ENSGACP00000019716
ENSORLP00000012810	ENSGACP00000016278
ENSORLP00000008565	ENSGACP00000012694
ENSORLP00000022307	ENSGACP00000016180
ENSORLP00000015768	ENSGACP00000026681
ENSORLP00000021167	ENSGACP00000008127
ENSORLP00000013646	ENSGACP00000021341
ENSORLP00000024193	ENSGACP00000000387
ENSORLP00000010150	ENSGACP00000026950
ENSORLP00000015787	ENSGACP00000026680
ENSORLP00000017151	ENSGACP00000010430
ENSORLP00000011676	ENSGACP00000021917
ENSORLP00000013961	ENSGACP00000023364
ENSORLP00000015677	ENSGACP00000005352
ENSORLP00000025070	ENSGACP00000015304
ENSORLP00000019565	ENSGACP00000008958
ENSORLP00000007951	ENSGACP00000013187
ENSORLP00000025088	ENSGACP00000019426
ENSORLP00000004259	ENSGACP00000023456
ENSORLP00000013945	ENSGACP00000021676
ENSORLP00000017259	ENSGACP00000016264
ENSORLP00000016948	ENSGACP00000002496
ENSORLP00000018185	ENSGACP00000019360
ENSORLP00000008635	ENSGACP00000010650
ENSORLP00000007388	ENSGACP00000020441
ENSORLP00000014759	ENSGACP00000026726
ENSORLP00000015082	ENSGACP00000026764
ENSORLP00000019712	ENSGACP00000017677
ENSORLP00000017258	ENSGACP00000008145
ENSORLP00000006612	ENSGACP00000013984
ENSORLP00000009829	ENSGACP00000012259
ENSORLP00000004380	ENSGACP00000023515
ENSORLP00000018121	ENSGACP00000016529
ENSORLP00000015596	ENSGACP00000026693
ENSORLP00000016794	ENSGACP00000008780
ENSORLP00000015924	ENSGACP00000004144
ENSORLP00000004528	ENSGACP00000019952
ENSORLP00000025065	ENSGACP00000013534
ENSORLP00000004940	ENSGACP00000021975
ENSORLP00000021866	ENSGACP00000013768
ENSORLP00000024819	ENSGACP00000005426
ENSORLP00000002694	ENSGACP00000021649
ENSORLP00000025279	ENSGACP00000021828
ENSORLP00000010001	ENSGACP00000024453
ENSORLP00000010521	ENSGACP00000024505
ENSORLP00000020801	ENSGACP00000015582
ENSORLP00000007560	ENSGACP00000019568
ENSORLP00000011566	ENSGACP00000025301
ENSORLP00000011944	ENSGACP00000024736
ENSORLP00000000573	ENSGACP00000018782
ENSORLP00000010469	ENSGACP00000014235
ENSORLP00000001940	ENSGACP00000000953
ENSORLP00000004585	ENSGACP00000022031
ENSORLP00000001422	ENSGACP00000008671
ENSORLP00000021198	ENSGACP00000007222
ENSORLP00000019692	ENSGACP00000011231
ENSORLP00000004602	ENSGACP00000012801
ENSORLP00000012284	ENSGACP00000025797
ENSORLP00000004283	ENSGACP00000013886
ENSORLP00000001323	ENSGACP00000001103
ENSORLP00000017689	ENSGACP00000016263
ENSORLP00000023943	ENSGACP00000017665
ENSORLP00000010331	ENSGACP00000011454
ENSORLP00000025180	ENSGACP00000005529
ENSORLP00000014977	ENSGACP00000021596
ENSORLP00000011258	ENSGACP00000012106
ENSORLP00000013161	ENSGACP00000021264
ENSORLP00000024720	ENSGACP00000019054
ENSORLP00000008709	ENSGACP00000024266
ENSORLP00000019797	ENSGACP00000017915
ENSORLP00000003805	ENSGACP00000019785
ENSORLP00000016632	ENSGACP00000024881
ENSORLP00000007260	ENSGACP00000008226
ENSORLP00000016913	ENSGACP00000004499
ENSORLP00000017402	ENSGACP00000003318
ENSORLP00000004794	ENSGACP00000008030
ENSORLP00000013321	ENSGACP00000021323
ENSORLP00000012137	ENSGACP00000009675
ENSORLP00000001408	ENSGACP00000006339
ENSORLP00000014726	ENSGACP00000014335
ENSORLP00000014976	ENSGACP00000025561
ENSORLP00000011132	ENSGACP00000022096
ENSORLP00000016966	ENSGACP00000010589
ENSORLP00000006516	ENSGACP00000020015
ENSORLP00000014807	ENSGACP00000026728
ENSORLP00000011861	ENSGACP00000001701
ENSORLP00000025277	ENSGACP00000023570
ENSORLP00000006067	ENSGACP00000025861
ENSORLP00000012282	ENSGACP00000003439
ENSORLP00000017901	ENSGACP00000024456
ENSORLP00000020005	ENSGACP00000002310
ENSORLP00000001847	ENSGACP00000000971
ENSORLP00000008896	ENSGACP00000011467
ENSORLP00000020858	ENSGACP00000014075
ENSORLP00000002643	ENSGACP00000004706
ENSORLP00000021578	ENSGACP00000000951
ENSORLP00000000885	ENSGACP00000001185
ENSORLP00000010466	ENSGACP00000014249
ENSORLP00000015859	ENSGACP00000021774
ENSORLP00000023950	ENSGACP00000019583
ENSORLP00000024552	ENSGACP00000004101
ENSORLP00000015109	ENSGACP00000025125
ENSORLP00000009426	ENSGACP00000011865
ENSORLP00000014088	ENSGACP00000022199
ENSORLP00000014291	ENSGACP00000023449
ENSORLP00000015168	ENSGACP00000025637
ENSORLP00000003731	ENSGACP00000007629
ENSORLP00000002390	ENSGACP00000001974
ENSORLP00000011505	ENSGACP00000002987
ENSORLP00000023044	ENSGACP00000025643
ENSORLP00000014281	ENSGACP00000026755
ENSORLP00000004349	ENSGACP00000005777
ENSORLP00000010123	ENSGACP00000011436
ENSORLP00000014107	ENSGACP00000017014
ENSORLP00000024820	ENSGACP00000012619
ENSORLP00000000519	ENSGACP00000001330
ENSORLP00000007776	ENSGACP00000010500
ENSORLP00000017348	ENSGACP00000010069
ENSORLP00000017367	ENSGACP00000010082
ENSORLP00000008043	ENSGACP00000012473
ENSORLP00000015882	ENSGACP00000013068
ENSORLP00000006943	ENSGACP00000007929
ENSORLP00000016014	ENSGACP00000021800
ENSORLP00000008617	ENSGACP00000011678
ENSORLP00000019621	ENSGACP00000019959
ENSORLP00000009914	ENSGACP00000026959
ENSORLP00000007289	ENSGACP00000013102
ENSORLP00000018818	ENSGACP00000016462
ENSORLP00000018760	ENSGACP00000016454
ENSORLP00000012381	ENSGACP00000003513
ENSORLP00000005805	ENSGACP00000009062
ENSORLP00000017181	ENSGACP00000016177
ENSORLP00000017131	ENSGACP00000016981
ENSORLP00000008950	ENSGACP00000006322
ENSORLP00000006809	ENSGACP00000008383
ENSORLP00000015681	ENSGACP00000006917
ENSORLP00000003576	ENSGACP00000007554
ENSORLP00000009228	ENSGACP00000002607
ENSORLP00000020431	ENSGACP00000014260
ENSORLP00000003494	ENSGACP00000004803
ENSORLP00000003376	ENSGACP00000004669
ENSORLP00000018813	ENSGACP00000011933
ENSORLP00000003941	ENSGACP00000006024
ENSORLP00000001542	ENSGACP00000016956
ENSORLP00000011406	ENSGACP00000015665
ENSORLP00000009077	ENSGACP00000006179
ENSORLP00000008277	ENSGACP00000019545
ENSORLP00000009696	ENSGACP00000003494
ENSORLP00000011090	ENSGACP00000013014
ENSORLP00000021217	ENSGACP00000001042
ENSORLP00000004483	ENSGACP00000019906
ENSORLP00000020490	ENSGACP00000018475
ENSORLP00000019836	ENSGACP00000017936
ENSORLP00000001499	ENSGACP00000013041
ENSORLP00000004282	ENSGACP00000008219
ENSORLP00000020555	ENSGACP00000016249
ENSORLP00000018643	ENSGACP00000020242
ENSORLP00000025196	ENSGACP00000016507
ENSORLP00000015418	ENSGACP00000015214
ENSORLP00000015430	ENSGACP00000015219
ENSORLP00000017045	ENSGACP00000023795
ENSORLP00000015332	ENSGACP00000025181
ENSORLP00000009783	ENSGACP00000014679
ENSORLP00000016590	ENSGACP00000025388
ENSORLP00000016651	ENSGACP00000025379
ENSORLP00000015352	ENSGACP00000025198
ENSORLP00000014069	ENSGACP00000015151
ENSORLP00000006607	ENSGACP00000020610
ENSORLP00000011120	ENSGACP00000015903
ENSORLP00000020683	ENSGACP00000014557
ENSORLP00000011767	ENSGACP00000003081
ENSORLP00000004348	ENSGACP00000008027
ENSORLP00000010627	ENSGACP00000003870
ENSORLP00000004224	ENSGACP00000027163
ENSORLP00000004935	ENSGACP00000015140
ENSORLP00000023131	ENSGACP00000021771
ENSORLP00000017781	ENSGACP00000008322
ENSORLP00000006529	ENSGACP00000026547
ENSORLP00000021301	ENSGACP00000008334
ENSORLP00000006058	ENSGACP00000013936
ENSORLP00000001785	ENSGACP00000026103
ENSORLP00000002818	ENSGACP00000021548
ENSORLP00000015389	ENSGACP00000026703
ENSORLP00000015835	ENSGACP00000009319
ENSORLP00000023351	ENSGACP00000001520
ENSORLP00000022557	ENSGACP00000008480
ENSORLP00000000296	ENSGACP00000025576
ENSORLP00000013490	ENSGACP00000008869
ENSORLP00000014549	ENSGACP00000010084
ENSORLP00000005925	ENSGACP00000020785
ENSORLP00000005942	ENSGACP00000020210
ENSORLP00000015764	ENSGACP00000004060
ENSORLP00000001764	ENSGACP00000003381
ENSORLP00000022627	ENSGACP00000017277
ENSORLP00000020455	ENSGACP00000015142
ENSORLP00000004373	ENSGACP00000007884
ENSORLP00000015874	ENSGACP00000015571
ENSORLP00000001693	ENSGACP00000001095
ENSORLP00000022967	ENSGACP00000027510
ENSORLP00000018334	ENSGACP00000024254
ENSORLP00000023994	ENSGACP00000000818
ENSORLP00000013585	ENSGACP00000003891
ENSORLP00000010939	ENSGACP00000022145
ENSORLP00000025840	ENSGACP00000018945
ENSORLP00000004749	ENSGACP00000001662
ENSORLP00000021332	ENSGACP00000006069
ENSORLP00000025753	ENSGACP00000005922
ENSORLP00000017615	ENSGACP00000007256
ENSORLP00000005209	ENSGACP00000009960
ENSORLP00000007278	ENSGACP00000013612
ENSORLP00000010328	ENSGACP00000011450
ENSORLP00000013295	ENSGACP00000015449
ENSORLP00000001413	ENSGACP00000020394
ENSORLP00000024603	ENSGACP00000016906
ENSORLP00000025045	ENSGACP00000011234
ENSORLP00000015228	ENSGACP00000020086
ENSORLP00000022052	ENSGACP00000022980
ENSORLP00000002388	ENSGACP00000003862
ENSORLP00000017297	ENSGACP00000023866
ENSORLP00000021790	ENSGACP00000004398
ENSORLP00000021287	ENSGACP00000017433
ENSORLP00000003812	ENSGACP00000019141
ENSORLP00000003502	ENSGACP00000007451
ENSORLP00000006946	ENSGACP00000023975
ENSORLP00000000758	ENSGACP00000004363
ENSORLP00000014893	ENSGACP00000014866
ENSORLP00000012123	ENSGACP00000007246
ENSORLP00000006362	ENSGACP00000027256
ENSORLP00000014322	ENSGACP00000014097
ENSORLP00000005966	ENSGACP00000014482
ENSORLP00000007807	ENSGACP00000010922
ENSORLP00000023600	ENSGACP00000023976
ENSORLP00000009006	ENSGACP00000003246
ENSORLP00000020816	ENSGACP00000015566
ENSORLP00000019157	ENSGACP00000000771
ENSORLP00000011954	ENSGACP00000016164
ENSORLP00000019194	ENSGACP00000017564
ENSORLP00000018454	ENSGACP00000020279
ENSORLP00000011646	ENSGACP00000013216
ENSORLP00000001798	ENSGACP00000000990
ENSORLP00000009892	ENSGACP00000012532
ENSORLP00000005125	ENSGACP00000013462
ENSORLP00000020859	ENSGACP00000026509
ENSORLP00000019996	ENSGACP00000018041
