ENSCAFP00000014731	ENSLOCP00000009128
ENSCAFP00000021453	ENSLOCP00000011204
ENSCAFP00000023802	ENSLOCP00000016077
ENSCAFP00000023800	ENSLOCP00000017128
ENSCAFP00000007394	ENSLOCP00000013847
ENSCAFP00000013957	ENSLOCP00000004943
ENSCAFP00000001586	ENSLOCP00000014923
ENSCAFP00000013009	ENSLOCP00000009594
ENSCAFP00000028608	ENSLOCP00000008776
ENSCAFP00000019632	ENSLOCP00000012481
ENSCAFP00000026217	ENSLOCP00000009375
ENSCAFP00000023319	ENSLOCP00000015579
ENSCAFP00000009306	ENSLOCP00000011141
ENSCAFP00000028075	ENSLOCP00000018679
ENSCAFP00000011668	ENSLOCP00000016767
ENSCAFP00000013241	ENSLOCP00000012574
ENSCAFP00000029114	ENSLOCP00000003865
ENSCAFP00000019781	ENSLOCP00000005664
ENSCAFP00000023942	ENSLOCP00000016413
ENSCAFP00000028484	ENSLOCP00000002682
ENSCAFP00000009326	ENSLOCP00000014176
ENSCAFP00000008494	ENSLOCP00000009316
ENSCAFP00000007121	ENSLOCP00000011438
ENSCAFP00000001537	ENSLOCP00000013807
ENSCAFP00000005006	ENSLOCP00000020791
ENSCAFP00000019558	ENSLOCP00000006564
ENSCAFP00000036400	ENSLOCP00000004753
ENSCAFP00000029503	ENSLOCP00000001171
ENSCAFP00000007529	ENSLOCP00000013772
ENSCAFP00000038348	ENSLOCP00000020106
ENSCAFP00000023412	ENSLOCP00000015973
ENSCAFP00000007487	ENSLOCP00000011567
ENSCAFP00000005643	ENSLOCP00000000887
ENSCAFP00000019551	ENSLOCP00000013564
ENSCAFP00000013555	ENSLOCP00000011526
ENSCAFP00000001316	ENSLOCP00000021186
ENSCAFP00000022424	ENSLOCP00000001972
ENSCAFP00000018885	ENSLOCP00000009148
ENSCAFP00000017002	ENSLOCP00000017524
ENSCAFP00000012448	ENSLOCP00000002279
ENSCAFP00000016500	ENSLOCP00000003631
ENSCAFP00000008251	ENSLOCP00000015661
ENSCAFP00000002173	ENSLOCP00000013975
ENSCAFP00000023159	ENSLOCP00000020847
ENSCAFP00000006470	ENSLOCP00000017292
ENSCAFP00000023844	ENSLOCP00000018034
ENSCAFP00000028309	ENSLOCP00000004198
ENSCAFP00000004941	ENSLOCP00000020781
ENSCAFP00000000301	ENSLOCP00000010897
ENSCAFP00000025753	ENSLOCP00000017194
ENSCAFP00000003630	ENSLOCP00000016367
ENSCAFP00000019084	ENSLOCP00000009491
ENSCAFP00000019236	ENSLOCP00000015209
ENSCAFP00000008682	ENSLOCP00000015381
ENSCAFP00000023564	ENSLOCP00000016641
ENSCAFP00000000179	ENSLOCP00000014577
ENSCAFP00000012929	ENSLOCP00000012670
ENSCAFP00000030034	ENSLOCP00000003647
ENSCAFP00000022329	ENSLOCP00000005553
ENSCAFP00000015710	ENSLOCP00000006266
ENSCAFP00000024966	ENSLOCP00000013160
ENSCAFP00000031506	ENSLOCP00000021454
ENSCAFP00000043002	ENSLOCP00000015698
ENSCAFP00000023004	ENSLOCP00000001508
ENSCAFP00000023056	ENSLOCP00000012193
ENSCAFP00000023746	ENSLOCP00000009625
ENSCAFP00000043140	ENSLOCP00000015823
ENSCAFP00000031317	ENSLOCP00000004977
ENSCAFP00000041800	ENSLOCP00000002521
ENSCAFP00000015386	ENSLOCP00000000349
ENSCAFP00000012371	ENSLOCP00000003290
ENSCAFP00000029099	ENSLOCP00000004133
ENSCAFP00000013299	ENSLOCP00000011266
ENSCAFP00000019103	ENSLOCP00000009537
ENSCAFP00000028292	ENSLOCP00000000949
ENSCAFP00000004807	ENSLOCP00000003894
ENSCAFP00000027583	ENSLOCP00000018796
ENSCAFP00000000799	ENSLOCP00000010473
ENSCAFP00000025151	ENSLOCP00000018468
ENSCAFP00000002025	ENSLOCP00000014380
ENSCAFP00000016528	ENSLOCP00000016688
ENSCAFP00000005102	ENSLOCP00000008388
ENSCAFP00000024156	ENSLOCP00000019729
ENSCAFP00000029356	ENSLOCP00000015193
ENSCAFP00000033576	ENSLOCP00000013235
ENSCAFP00000020136	ENSLOCP00000003310
ENSCAFP00000029355	ENSLOCP00000015200
ENSCAFP00000015846	ENSLOCP00000013414
ENSCAFP00000028444	ENSLOCP00000007750
ENSCAFP00000028446	ENSLOCP00000012058
ENSCAFP00000041847	ENSLOCP00000012047
ENSCAFP00000014021	ENSLOCP00000015739
ENSCAFP00000008132	ENSLOCP00000005982
ENSCAFP00000025351	ENSLOCP00000013417
ENSCAFP00000013129	ENSLOCP00000002380
ENSCAFP00000020301	ENSLOCP00000015083
ENSCAFP00000010286	ENSLOCP00000013427
ENSCAFP00000007499	ENSLOCP00000002020
ENSCAFP00000033671	ENSLOCP00000014419
ENSCAFP00000019241	ENSLOCP00000004195
ENSCAFP00000000362	ENSLOCP00000021036
ENSCAFP00000016996	ENSLOCP00000002759
ENSCAFP00000029574	ENSLOCP00000002678
ENSCAFP00000009759	ENSLOCP00000020335
ENSCAFP00000001051	ENSLOCP00000007173
ENSCAFP00000014170	ENSLOCP00000009198
ENSCAFP00000000715	ENSLOCP00000022442
ENSCAFP00000005187	ENSLOCP00000022105
ENSCAFP00000002985	ENSLOCP00000015425
ENSCAFP00000017978	ENSLOCP00000006733
ENSCAFP00000030208	ENSLOCP00000010042
ENSCAFP00000016847	ENSLOCP00000005682
ENSCAFP00000011862	ENSLOCP00000009474
ENSCAFP00000021779	ENSLOCP00000009877
ENSCAFP00000000587	ENSLOCP00000019930
ENSCAFP00000016800	ENSLOCP00000015054
ENSCAFP00000008098	ENSLOCP00000005635
ENSCAFP00000014403	ENSLOCP00000005955
ENSCAFP00000006003	ENSLOCP00000020917
ENSCAFP00000010754	ENSLOCP00000005238
ENSCAFP00000017745	ENSLOCP00000019012
ENSCAFP00000024188	ENSLOCP00000019274
ENSCAFP00000015829	ENSLOCP00000016596
ENSCAFP00000020396	ENSLOCP00000001700
ENSCAFP00000018681	ENSLOCP00000006984
ENSCAFP00000026850	ENSLOCP00000017080
ENSCAFP00000033697	ENSLOCP00000020826
ENSCAFP00000013787	ENSLOCP00000002250
ENSCAFP00000040216	ENSLOCP00000007606
ENSCAFP00000004428	ENSLOCP00000000857
ENSCAFP00000015494	ENSLOCP00000014689
ENSCAFP00000014624	ENSLOCP00000003902
ENSCAFP00000021311	ENSLOCP00000014598
ENSCAFP00000008802	ENSLOCP00000017663
ENSCAFP00000036533	ENSLOCP00000013094
ENSCAFP00000023157	ENSLOCP00000016635
ENSCAFP00000008674	ENSLOCP00000020116
ENSCAFP00000000665	ENSLOCP00000020009
ENSCAFP00000015577	ENSLOCP00000015358
ENSCAFP00000000661	ENSLOCP00000020002
ENSCAFP00000022762	ENSLOCP00000020821
ENSCAFP00000000096	ENSLOCP00000005285
ENSCAFP00000006062	ENSLOCP00000008695
ENSCAFP00000015964	ENSLOCP00000008253
ENSCAFP00000020560	ENSLOCP00000011254
ENSCAFP00000015115	ENSLOCP00000015663
ENSCAFP00000024481	ENSLOCP00000014542
ENSCAFP00000023345	ENSLOCP00000015911
ENSCAFP00000022153	ENSLOCP00000004353
ENSCAFP00000010713	ENSLOCP00000007005
ENSCAFP00000006307	ENSLOCP00000020149
ENSCAFP00000001284	ENSLOCP00000012753
ENSCAFP00000028037	ENSLOCP00000007541
ENSCAFP00000011543	ENSLOCP00000004946
ENSCAFP00000015232	ENSLOCP00000019830
ENSCAFP00000016271	ENSLOCP00000013760
ENSCAFP00000008627	ENSLOCP00000016037
ENSCAFP00000025807	ENSLOCP00000018816
ENSCAFP00000028007	ENSLOCP00000010667
ENSCAFP00000020805	ENSLOCP00000002550
ENSCAFP00000017637	ENSLOCP00000017900
ENSCAFP00000002032	ENSLOCP00000002591
ENSCAFP00000006806	ENSLOCP00000007233
ENSCAFP00000016843	ENSLOCP00000001523
ENSCAFP00000029477	ENSLOCP00000004234
ENSCAFP00000030133	ENSLOCP00000007255
ENSCAFP00000011140	ENSLOCP00000001981
ENSCAFP00000005730	ENSLOCP00000021258
ENSCAFP00000005591	ENSLOCP00000012975
ENSCAFP00000030251	ENSLOCP00000006021
ENSCAFP00000038159	ENSLOCP00000005981
ENSCAFP00000010611	ENSLOCP00000006207
ENSCAFP00000031321	ENSLOCP00000007779
ENSCAFP00000025004	ENSLOCP00000018327
ENSCAFP00000029168	ENSLOCP00000008630
ENSCAFP00000036455	ENSLOCP00000009036
ENSCAFP00000023075	ENSLOCP00000015484
ENSCAFP00000008685	ENSLOCP00000008022
ENSCAFP00000013893	ENSLOCP00000007276
ENSCAFP00000000198	ENSLOCP00000008820
ENSCAFP00000019619	ENSLOCP00000011546
ENSCAFP00000023626	ENSLOCP00000005002
ENSCAFP00000020158	ENSLOCP00000017249
ENSCAFP00000002500	ENSLOCP00000019121
ENSCAFP00000010846	ENSLOCP00000018780
ENSCAFP00000039464	ENSLOCP00000015787
ENSCAFP00000003425	ENSLOCP00000006627
ENSCAFP00000036941	ENSLOCP00000021591
ENSCAFP00000014226	ENSLOCP00000021521
ENSCAFP00000039082	ENSLOCP00000006154
ENSCAFP00000003703	ENSLOCP00000000997
ENSCAFP00000022645	ENSLOCP00000005478
ENSCAFP00000038741	ENSLOCP00000018639
ENSCAFP00000022900	ENSLOCP00000011840
ENSCAFP00000041069	ENSLOCP00000014904
ENSCAFP00000026801	ENSLOCP00000021544
ENSCAFP00000021270	ENSLOCP00000008013
ENSCAFP00000013454	ENSLOCP00000016029
ENSCAFP00000038294	ENSLOCP00000010697
ENSCAFP00000010197	ENSLOCP00000012485
ENSCAFP00000029121	ENSLOCP00000002049
ENSCAFP00000029711	ENSLOCP00000010084
ENSCAFP00000003758	ENSLOCP00000003289
ENSCAFP00000025687	ENSLOCP00000009951
ENSCAFP00000026880	ENSLOCP00000018535
ENSCAFP00000041283	ENSLOCP00000004287
ENSCAFP00000038565	ENSLOCP00000021483
ENSCAFP00000028649	ENSLOCP00000021731
ENSCAFP00000003169	ENSLOCP00000021640
ENSCAFP00000027245	ENSLOCP00000002157
ENSCAFP00000026879	ENSLOCP00000002010
ENSCAFP00000002094	ENSLOCP00000013554
ENSCAFP00000018915	ENSLOCP00000007259
ENSCAFP00000014580	ENSLOCP00000010096
ENSCAFP00000021092	ENSLOCP00000013162
ENSCAFP00000024445	ENSLOCP00000018025
ENSCAFP00000025731	ENSLOCP00000017145
ENSCAFP00000007363	ENSLOCP00000005543
ENSCAFP00000007352	ENSLOCP00000021885
ENSCAFP00000024067	ENSLOCP00000011828
ENSCAFP00000036393	ENSLOCP00000012982
ENSCAFP00000009344	ENSLOCP00000014022
ENSCAFP00000025790	ENSLOCP00000018885
ENSCAFP00000007267	ENSLOCP00000006309
ENSCAFP00000030158	ENSLOCP00000004878
ENSCAFP00000031515	ENSLOCP00000014903
ENSCAFP00000007060	ENSLOCP00000007018
ENSCAFP00000039476	ENSLOCP00000021147
ENSCAFP00000025617	ENSLOCP00000017073
ENSCAFP00000037150	ENSLOCP00000020858
ENSCAFP00000007724	ENSLOCP00000020856
ENSCAFP00000037496	ENSLOCP00000017252
ENSCAFP00000041395	ENSLOCP00000011169
ENSCAFP00000013925	ENSLOCP00000011023
ENSCAFP00000022688	ENSLOCP00000012087
ENSCAFP00000013395	ENSLOCP00000018485
ENSCAFP00000021527	ENSLOCP00000012688
ENSCAFP00000036197	ENSLOCP00000009957
ENSCAFP00000018667	ENSLOCP00000009942
ENSCAFP00000008544	ENSLOCP00000018502
ENSCAFP00000013462	ENSLOCP00000014936
ENSCAFP00000014449	ENSLOCP00000014302
ENSCAFP00000024876	ENSLOCP00000011819
ENSCAFP00000013851	ENSLOCP00000017010
ENSCAFP00000028340	ENSLOCP00000007406
ENSCAFP00000016721	ENSLOCP00000009669
ENSCAFP00000016971	ENSLOCP00000008311
ENSCAFP00000015283	ENSLOCP00000003424
ENSCAFP00000025749	ENSLOCP00000017186
ENSCAFP00000012615	ENSLOCP00000009992
ENSCAFP00000018312	ENSLOCP00000002211
ENSCAFP00000031547	ENSLOCP00000017618
ENSCAFP00000040877	ENSLOCP00000006168
ENSCAFP00000027147	ENSLOCP00000015197
ENSCAFP00000014722	ENSLOCP00000009113
ENSCAFP00000000046	ENSLOCP00000004128
ENSCAFP00000017487	ENSLOCP00000003027
ENSCAFP00000020543	ENSLOCP00000014698
ENSCAFP00000007315	ENSLOCP00000003810
ENSCAFP00000020576	ENSLOCP00000009561
ENSCAFP00000000929	ENSLOCP00000020218
ENSCAFP00000017935	ENSLOCP00000005734
ENSCAFP00000006736	ENSLOCP00000006436
ENSCAFP00000016659	ENSLOCP00000008422
ENSCAFP00000013100	ENSLOCP00000009269
ENSCAFP00000021078	ENSLOCP00000005326
ENSCAFP00000004971	ENSLOCP00000009769
ENSCAFP00000004019	ENSLOCP00000014155
ENSCAFP00000000441	ENSLOCP00000020437
ENSCAFP00000002062	ENSLOCP00000014325
ENSCAFP00000009084	ENSLOCP00000015140
ENSCAFP00000016334	ENSLOCP00000015323
ENSCAFP00000007034	ENSLOCP00000013194
ENSCAFP00000023505	ENSLOCP00000016393
ENSCAFP00000015684	ENSLOCP00000009912
ENSCAFP00000029288	ENSLOCP00000014388
ENSCAFP00000013867	ENSLOCP00000014301
ENSCAFP00000029667	ENSLOCP00000000670
ENSCAFP00000018883	ENSLOCP00000006587
ENSCAFP00000027180	ENSLOCP00000012677
ENSCAFP00000008417	ENSLOCP00000019657
ENSCAFP00000015629	ENSLOCP00000012524
ENSCAFP00000023739	ENSLOCP00000008636
ENSCAFP00000029073	ENSLOCP00000004070
ENSCAFP00000015513	ENSLOCP00000009989
ENSCAFP00000002727	ENSLOCP00000020658
ENSCAFP00000026461	ENSLOCP00000014224
ENSCAFP00000016724	ENSLOCP00000009133
ENSCAFP00000006075	ENSLOCP00000019067
ENSCAFP00000013852	ENSLOCP00000015123
ENSCAFP00000017681	ENSLOCP00000017834
ENSCAFP00000000290	ENSLOCP00000010844
ENSCAFP00000017058	ENSLOCP00000014450
ENSCAFP00000011570	ENSLOCP00000005234
ENSCAFP00000011532	ENSLOCP00000007669
ENSCAFP00000036087	ENSLOCP00000007632
ENSCAFP00000000696	ENSLOCP00000020043
ENSCAFP00000005250	ENSLOCP00000021111
ENSCAFP00000030916	ENSLOCP00000009754
ENSCAFP00000000020	ENSLOCP00000004638
ENSCAFP00000007485	ENSLOCP00000016094
ENSCAFP00000028988	ENSLOCP00000022194
ENSCAFP00000037746	ENSLOCP00000013985
ENSCAFP00000006717	ENSLOCP00000021859
ENSCAFP00000020273	ENSLOCP00000021806
ENSCAFP00000017184	ENSLOCP00000004379
ENSCAFP00000019429	ENSLOCP00000006388
ENSCAFP00000028062	ENSLOCP00000022106
ENSCAFP00000034956	ENSLOCP00000005980
ENSCAFP00000042687	ENSLOCP00000021500
ENSCAFP00000004481	ENSLOCP00000022427
ENSCAFP00000040363	ENSLOCP00000013476
ENSCAFP00000000435	ENSLOCP00000020432
ENSCAFP00000009972	ENSLOCP00000012507
ENSCAFP00000023883	ENSLOCP00000020805
ENSCAFP00000011648	ENSLOCP00000004909
ENSCAFP00000005691	ENSLOCP00000014313
ENSCAFP00000028824	ENSLOCP00000004174
ENSCAFP00000011938	ENSLOCP00000022277
ENSCAFP00000037101	ENSLOCP00000022413
ENSCAFP00000019546	ENSLOCP00000014278
ENSCAFP00000025121	ENSLOCP00000013243
ENSCAFP00000004624	ENSLOCP00000019809
ENSCAFP00000026721	ENSLOCP00000004220
ENSCAFP00000042779	ENSLOCP00000008562
ENSCAFP00000022544	ENSLOCP00000008120
ENSCAFP00000019079	ENSLOCP00000010398
ENSCAFP00000024141	ENSLOCP00000004979
ENSCAFP00000008474	ENSLOCP00000017580
ENSCAFP00000032357	ENSLOCP00000021042
ENSCAFP00000039833	ENSLOCP00000017313
ENSCAFP00000023434	ENSLOCP00000020564
ENSCAFP00000040897	ENSLOCP00000017481
ENSCAFP00000005205	ENSLOCP00000019449
ENSCAFP00000041532	ENSLOCP00000019194
ENSCAFP00000030487	ENSLOCP00000012665
ENSCAFP00000021644	ENSLOCP00000001288
ENSCAFP00000007907	ENSLOCP00000005720
ENSCAFP00000012878	ENSLOCP00000009453
ENSCAFP00000001681	ENSLOCP00000011229
ENSCAFP00000036385	ENSLOCP00000004361
ENSCAFP00000006607	ENSLOCP00000010853
ENSCAFP00000029885	ENSLOCP00000005633
ENSCAFP00000027059	ENSLOCP00000007938
ENSCAFP00000011922	ENSLOCP00000007223
ENSCAFP00000021175	ENSLOCP00000012441
ENSCAFP00000023896	ENSLOCP00000015878
ENSCAFP00000003467	ENSLOCP00000019201
ENSCAFP00000014304	ENSLOCP00000015563
ENSCAFP00000003185	ENSLOCP00000014463
ENSCAFP00000012240	ENSLOCP00000001706
ENSCAFP00000009227	ENSLOCP00000020258
ENSCAFP00000015794	ENSLOCP00000017657
ENSCAFP00000009332	ENSLOCP00000020255
ENSCAFP00000013954	ENSLOCP00000017635
ENSCAFP00000009371	ENSLOCP00000020247
ENSCAFP00000015930	ENSLOCP00000013395
ENSCAFP00000009565	ENSLOCP00000019743
ENSCAFP00000003309	ENSLOCP00000013720
ENSCAFP00000024413	ENSLOCP00000016864
ENSCAFP00000006159	ENSLOCP00000014476
ENSCAFP00000037231	ENSLOCP00000013609
ENSCAFP00000008067	ENSLOCP00000017876
ENSCAFP00000001030	ENSLOCP00000019767
ENSCAFP00000021823	ENSLOCP00000009839
ENSCAFP00000005680	ENSLOCP00000013043
ENSCAFP00000001444	ENSLOCP00000012496
ENSCAFP00000012813	ENSLOCP00000007532
ENSCAFP00000006695	ENSLOCP00000013356
ENSCAFP00000015732	ENSLOCP00000014887
ENSCAFP00000018492	ENSLOCP00000003248
ENSCAFP00000014673	ENSLOCP00000008282
ENSCAFP00000014901	ENSLOCP00000006121
ENSCAFP00000000163	ENSLOCP00000005497
ENSCAFP00000026346	ENSLOCP00000015729
ENSCAFP00000021063	ENSLOCP00000016303
ENSCAFP00000038098	ENSLOCP00000018122
ENSCAFP00000000583	ENSLOCP00000019969
ENSCAFP00000017435	ENSLOCP00000002954
ENSCAFP00000022013	ENSLOCP00000010937
ENSCAFP00000010557	ENSLOCP00000005355
ENSCAFP00000006261	ENSLOCP00000011887
ENSCAFP00000024332	ENSLOCP00000017974
ENSCAFP00000036141	ENSLOCP00000001819
ENSCAFP00000011335	ENSLOCP00000005172
ENSCAFP00000026404	ENSLOCP00000018379
ENSCAFP00000027983	ENSLOCP00000018632
ENSCAFP00000031969	ENSLOCP00000012450
ENSCAFP00000010309	ENSLOCP00000006786
ENSCAFP00000008129	ENSLOCP00000002712
ENSCAFP00000008245	ENSLOCP00000001533
ENSCAFP00000007500	ENSLOCP00000012172
ENSCAFP00000013675	ENSLOCP00000007079
ENSCAFP00000034899	ENSLOCP00000009245
ENSCAFP00000013637	ENSLOCP00000007060
ENSCAFP00000010923	ENSLOCP00000009265
ENSCAFP00000003684	ENSLOCP00000013083
ENSCAFP00000023698	ENSLOCP00000015359
ENSCAFP00000014864	ENSLOCP00000015945
ENSCAFP00000015020	ENSLOCP00000020233
ENSCAFP00000040286	ENSLOCP00000010974
ENSCAFP00000019762	ENSLOCP00000012596
ENSCAFP00000036770	ENSLOCP00000021979
ENSCAFP00000012049	ENSLOCP00000006224
ENSCAFP00000016983	ENSLOCP00000020001
ENSCAFP00000008912	ENSLOCP00000017887
ENSCAFP00000002250	ENSLOCP00000021230
ENSCAFP00000042061	ENSLOCP00000010320
ENSCAFP00000021342	ENSLOCP00000000249
ENSCAFP00000012955	ENSLOCP00000008942
ENSCAFP00000040600	ENSLOCP00000001797
ENSCAFP00000021549	ENSLOCP00000014017
ENSCAFP00000030199	ENSLOCP00000009956
ENSCAFP00000042262	ENSLOCP00000009803
ENSCAFP00000027601	ENSLOCP00000018809
ENSCAFP00000038379	ENSLOCP00000003042
ENSCAFP00000012723	ENSLOCP00000009862
ENSCAFP00000009735	ENSLOCP00000009876
ENSCAFP00000000668	ENSLOCP00000020018
ENSCAFP00000014962	ENSLOCP00000007729
ENSCAFP00000025490	ENSLOCP00000010854
ENSCAFP00000003943	ENSLOCP00000020084
ENSCAFP00000004014	ENSLOCP00000014186
ENSCAFP00000036923	ENSLOCP00000016677
ENSCAFP00000019315	ENSLOCP00000009114
ENSCAFP00000013515	ENSLOCP00000006342
ENSCAFP00000015256	ENSLOCP00000004583
ENSCAFP00000020231	ENSLOCP00000005335
ENSCAFP00000018892	ENSLOCP00000008164
ENSCAFP00000013109	ENSLOCP00000008629
ENSCAFP00000000568	ENSLOCP00000012296
ENSCAFP00000010504	ENSLOCP00000014108
ENSCAFP00000001071	ENSLOCP00000012608
ENSCAFP00000010586	ENSLOCP00000004099
ENSCAFP00000002181	ENSLOCP00000013730
ENSCAFP00000014713	ENSLOCP00000001263
ENSCAFP00000036743	ENSLOCP00000005292
ENSCAFP00000042079	ENSLOCP00000016845
ENSCAFP00000010203	ENSLOCP00000017213
ENSCAFP00000038985	ENSLOCP00000001996
ENSCAFP00000027340	ENSLOCP00000015130
ENSCAFP00000029166	ENSLOCP00000006311
ENSCAFP00000021986	ENSLOCP00000016214
ENSCAFP00000019958	ENSLOCP00000003428
ENSCAFP00000036676	ENSLOCP00000016964
ENSCAFP00000034270	ENSLOCP00000008722
ENSCAFP00000022621	ENSLOCP00000020593
ENSCAFP00000040116	ENSLOCP00000006161
ENSCAFP00000009800	ENSLOCP00000000414
ENSCAFP00000002345	ENSLOCP00000019155
ENSCAFP00000001223	ENSLOCP00000012657
ENSCAFP00000011507	ENSLOCP00000016939
ENSCAFP00000010534	ENSLOCP00000004180
ENSCAFP00000013458	ENSLOCP00000016023
ENSCAFP00000029504	ENSLOCP00000001144
ENSCAFP00000017672	ENSLOCP00000001337
ENSCAFP00000017554	ENSLOCP00000003877
ENSCAFP00000040824	ENSLOCP00000002741
ENSCAFP00000001291	ENSLOCP00000021163
ENSCAFP00000043098	ENSLOCP00000021081
ENSCAFP00000014334	ENSLOCP00000016176
ENSCAFP00000036331	ENSLOCP00000020873
ENSCAFP00000010608	ENSLOCP00000009401
ENSCAFP00000016183	ENSLOCP00000001474
ENSCAFP00000003376	ENSLOCP00000020902
ENSCAFP00000039807	ENSLOCP00000009106
ENSCAFP00000020552	ENSLOCP00000011244
ENSCAFP00000015974	ENSLOCP00000014782
ENSCAFP00000012041	ENSLOCP00000018912
ENSCAFP00000012917	ENSLOCP00000009682
ENSCAFP00000023722	ENSLOCP00000022341
ENSCAFP00000036624	ENSLOCP00000022317
ENSCAFP00000017667	ENSLOCP00000022343
ENSCAFP00000004745	ENSLOCP00000019762
ENSCAFP00000039035	ENSLOCP00000001580
ENSCAFP00000015298	ENSLOCP00000003096
ENSCAFP00000011347	ENSLOCP00000013378
ENSCAFP00000038291	ENSLOCP00000013890
ENSCAFP00000029859	ENSLOCP00000009254
ENSCAFP00000003143	ENSLOCP00000013098
ENSCAFP00000020672	ENSLOCP00000011450
ENSCAFP00000003121	ENSLOCP00000010596
ENSCAFP00000007867	ENSLOCP00000003886
ENSCAFP00000007864	ENSLOCP00000011744
ENSCAFP00000004654	ENSLOCP00000011675
ENSCAFP00000007863	ENSLOCP00000015204
ENSCAFP00000004631	ENSLOCP00000011655
ENSCAFP00000025714	ENSLOCP00000014549
ENSCAFP00000008754	ENSLOCP00000017159
ENSCAFP00000006561	ENSLOCP00000018211
ENSCAFP00000004610	ENSLOCP00000011623
ENSCAFP00000020180	ENSLOCP00000002167
ENSCAFP00000020013	ENSLOCP00000011578
ENSCAFP00000021740	ENSLOCP00000007350
ENSCAFP00000000084	ENSLOCP00000005926
ENSCAFP00000029598	ENSLOCP00000002527
ENSCAFP00000030193	ENSLOCP00000009941
ENSCAFP00000027345	ENSLOCP00000002417
ENSCAFP00000025706	ENSLOCP00000013268
ENSCAFP00000022928	ENSLOCP00000012308
ENSCAFP00000027114	ENSLOCP00000014780
ENSCAFP00000026514	ENSLOCP00000008652
ENSCAFP00000022032	ENSLOCP00000015356
ENSCAFP00000026102	ENSLOCP00000013400
ENSCAFP00000026101	ENSLOCP00000013400
ENSCAFP00000001024	ENSLOCP00000003627
ENSCAFP00000041132	ENSLOCP00000010460
ENSCAFP00000022639	ENSLOCP00000009072
ENSCAFP00000042230	ENSLOCP00000011352
ENSCAFP00000018865	ENSLOCP00000010746
ENSCAFP00000018866	ENSLOCP00000010203
ENSCAFP00000023731	ENSLOCP00000009660
ENSCAFP00000018703	ENSLOCP00000007182
ENSCAFP00000023526	ENSLOCP00000017642
ENSCAFP00000034716	ENSLOCP00000016127
ENSCAFP00000028947	ENSLOCP00000007764
ENSCAFP00000024331	ENSLOCP00000006749
ENSCAFP00000019807	ENSLOCP00000008579
ENSCAFP00000004377	ENSLOCP00000014538
ENSCAFP00000009890	ENSLOCP00000007664
ENSCAFP00000024794	ENSLOCP00000016579
ENSCAFP00000019812	ENSLOCP00000008561
ENSCAFP00000012171	ENSLOCP00000007892
ENSCAFP00000013060	ENSLOCP00000009416
ENSCAFP00000009337	ENSLOCP00000001714
ENSCAFP00000017373	ENSLOCP00000000206
ENSCAFP00000008109	ENSLOCP00000016890
ENSCAFP00000015334	ENSLOCP00000019818
ENSCAFP00000011102	ENSLOCP00000018505
ENSCAFP00000028726	ENSLOCP00000018156
ENSCAFP00000002155	ENSLOCP00000019660
ENSCAFP00000028064	ENSLOCP00000006739
ENSCAFP00000000610	ENSLOCP00000019954
ENSCAFP00000020944	ENSLOCP00000014038
ENSCAFP00000020956	ENSLOCP00000014065
ENSCAFP00000022339	ENSLOCP00000004637
ENSCAFP00000014069	ENSLOCP00000014937
ENSCAFP00000009896	ENSLOCP00000001990
ENSCAFP00000030088	ENSLOCP00000004691
ENSCAFP00000020724	ENSLOCP00000011156
ENSCAFP00000001433	ENSLOCP00000000193
ENSCAFP00000023523	ENSLOCP00000008135
ENSCAFP00000012370	ENSLOCP00000002242
ENSCAFP00000011408	ENSLOCP00000009871
ENSCAFP00000013219	ENSLOCP00000009945
ENSCAFP00000020142	ENSLOCP00000002691
ENSCAFP00000000054	ENSLOCP00000014964
ENSCAFP00000005065	ENSLOCP00000016419
ENSCAFP00000018996	ENSLOCP00000014881
ENSCAFP00000022718	ENSLOCP00000007601
ENSCAFP00000026620	ENSLOCP00000007579
ENSCAFP00000014969	ENSLOCP00000015662
ENSCAFP00000017285	ENSLOCP00000021519
ENSCAFP00000007466	ENSLOCP00000012016
ENSCAFP00000014369	ENSLOCP00000013827
ENSCAFP00000005799	ENSLOCP00000021194
ENSCAFP00000017565	ENSLOCP00000004042
ENSCAFP00000013035	ENSLOCP00000003887
ENSCAFP00000022384	ENSLOCP00000005343
ENSCAFP00000016787	ENSLOCP00000017569
ENSCAFP00000009539	ENSLOCP00000019119
ENSCAFP00000024661	ENSLOCP00000014880
ENSCAFP00000024333	ENSLOCP00000021404
ENSCAFP00000020305	ENSLOCP00000001793
ENSCAFP00000039870	ENSLOCP00000018671
ENSCAFP00000022528	ENSLOCP00000016084
ENSCAFP00000002558	ENSLOCP00000011890
ENSCAFP00000005602	ENSLOCP00000021236
ENSCAFP00000015002	ENSLOCP00000000973
ENSCAFP00000002136	ENSLOCP00000019214
ENSCAFP00000002139	ENSLOCP00000019212
ENSCAFP00000006731	ENSLOCP00000012930
ENSCAFP00000019833	ENSLOCP00000013611
ENSCAFP00000011234	ENSLOCP00000005225
ENSCAFP00000036387	ENSLOCP00000007781
ENSCAFP00000020872	ENSLOCP00000007841
ENSCAFP00000000999	ENSLOCP00000010221
ENSCAFP00000027263	ENSLOCP00000005288
ENSCAFP00000021725	ENSLOCP00000016276
ENSCAFP00000014126	ENSLOCP00000020302
ENSCAFP00000024008	ENSLOCP00000011647
ENSCAFP00000016115	ENSLOCP00000015559
ENSCAFP00000008915	ENSLOCP00000010682
