ENSACAP00000005936	ENSMUSP00000034074
ENSACAP00000009303	ENSMUSP00000040227
ENSACAP00000011904	ENSMUSP00000133341
ENSACAP00000013762	ENSMUSP00000118207
ENSACAP00000005436	ENSMUSP00000113919
ENSACAP00000012053	ENSMUSP00000060229
ENSACAP00000006311	ENSMUSP00000081678
ENSACAP00000013728	ENSMUSP00000025223
ENSACAP00000004347	ENSMUSP00000026012
ENSACAP00000008281	ENSMUSP00000024894
ENSACAP00000014608	ENSMUSP00000063812
ENSACAP00000019228	ENSMUSP00000031119
ENSACAP00000013709	ENSMUSP00000062638
ENSACAP00000011346	ENSMUSP00000063276
ENSACAP00000006858	ENSMUSP00000000572
ENSACAP00000014753	ENSMUSP00000020707
ENSACAP00000014844	ENSMUSP00000126114
ENSACAP00000006739	ENSMUSP00000031121
ENSACAP00000003462	ENSMUSP00000028689
ENSACAP00000004540	ENSMUSP00000032322
ENSACAP00000016930	ENSMUSP00000079752
ENSACAP00000003019	ENSMUSP00000127329
ENSACAP00000008690	ENSMUSP00000102343
ENSACAP00000002222	ENSMUSP00000005532
ENSACAP00000017607	ENSMUSP00000022340
ENSACAP00000010024	ENSMUSP00000029653
ENSACAP00000016805	ENSMUSP00000105833
ENSACAP00000005512	ENSMUSP00000027906
ENSACAP00000007671	ENSMUSP00000025906
ENSACAP00000015597	ENSMUSP00000098849
ENSACAP00000007843	ENSMUSP00000028166
ENSACAP00000008845	ENSMUSP00000030025
ENSACAP00000016537	ENSMUSP00000023779
ENSACAP00000013470	ENSMUSP00000063562
ENSACAP00000009410	ENSMUSP00000052648
ENSACAP00000010758	ENSMUSP00000001156
ENSACAP00000007924	ENSMUSP00000116231
ENSACAP00000015703	ENSMUSP00000077080
ENSACAP00000000667	ENSMUSP00000128521
ENSACAP00000006829	ENSMUSP00000026994
ENSACAP00000018534	ENSMUSP00000112570
ENSACAP00000012295	ENSMUSP00000129624
ENSACAP00000008904	ENSMUSP00000083840
ENSACAP00000013707	ENSMUSP00000028759
ENSACAP00000008167	ENSMUSP00000048171
ENSACAP00000000932	ENSMUSP00000021918
ENSACAP00000001049	ENSMUSP00000095665
ENSACAP00000014799	ENSMUSP00000029712
ENSACAP00000008942	ENSMUSP00000099718
ENSACAP00000001799	ENSMUSP00000028499
ENSACAP00000011386	ENSMUSP00000023128
ENSACAP00000016340	ENSMUSP00000028106
ENSACAP00000012257	ENSMUSP00000099375
ENSACAP00000011082	ENSMUSP00000101913
ENSACAP00000010091	ENSMUSP00000096712
ENSACAP00000015875	ENSMUSP00000028522
ENSACAP00000005550	ENSMUSP00000001548
ENSACAP00000010924	ENSMUSP00000034774
ENSACAP00000014759	ENSMUSP00000029744
ENSACAP00000003950	ENSMUSP00000053891
ENSACAP00000011954	ENSMUSP00000067477
ENSACAP00000002995	ENSMUSP00000080389
ENSACAP00000015428	ENSMUSP00000052181
ENSACAP00000002090	ENSMUSP00000102050
ENSACAP00000002689	ENSMUSP00000106353
ENSACAP00000011521	ENSMUSP00000092138
ENSACAP00000001036	ENSMUSP00000016399
ENSACAP00000011599	ENSMUSP00000019991
ENSACAP00000022106	ENSMUSP00000001566
ENSACAP00000014948	ENSMUSP00000111062
ENSACAP00000005012	ENSMUSP00000045023
ENSACAP00000017234	ENSMUSP00000032362
ENSACAP00000013432	ENSMUSP00000102703
ENSACAP00000009620	ENSMUSP00000035148
ENSACAP00000009154	ENSMUSP00000112838
ENSACAP00000009196	ENSMUSP00000081845
ENSACAP00000012689	ENSMUSP00000021056
ENSACAP00000002449	ENSMUSP00000028377
ENSACAP00000003307	ENSMUSP00000076697
ENSACAP00000001906	ENSMUSP00000097647
ENSACAP00000001152	ENSMUSP00000097641
ENSACAP00000017080	ENSMUSP00000080842
ENSACAP00000009750	ENSMUSP00000107695
ENSACAP00000007397	ENSMUSP00000125063
ENSACAP00000004908	ENSMUSP00000098127
ENSACAP00000013193	ENSMUSP00000111391
ENSACAP00000011927	ENSMUSP00000108413
ENSACAP00000004212	ENSMUSP00000094021
ENSACAP00000014313	ENSMUSP00000047774
ENSACAP00000002564	ENSMUSP00000027431
ENSACAP00000008639	ENSMUSP00000075170
ENSACAP00000009700	ENSMUSP00000023390
ENSACAP00000014816	ENSMUSP00000026569
ENSACAP00000003526	ENSMUSP00000055579
ENSACAP00000010027	ENSMUSP00000126103
ENSACAP00000020202	ENSMUSP00000097185
ENSACAP00000011833	ENSMUSP00000130874
ENSACAP00000004003	ENSMUSP00000130000
ENSACAP00000010016	ENSMUSP00000086383
ENSACAP00000004520	ENSMUSP00000049963
ENSACAP00000013101	ENSMUSP00000020928
ENSACAP00000000682	ENSMUSP00000127646
ENSACAP00000014745	ENSMUSP00000043966
ENSACAP00000016606	ENSMUSP00000088964
ENSACAP00000013954	ENSMUSP00000099398
ENSACAP00000010615	ENSMUSP00000075240
ENSACAP00000014203	ENSMUSP00000072336
ENSACAP00000006570	ENSMUSP00000101734
ENSACAP00000006403	ENSMUSP00000041939
ENSACAP00000015103	ENSMUSP00000137520
ENSACAP00000009099	ENSMUSP00000094165
ENSACAP00000008228	ENSMUSP00000043055
ENSACAP00000011923	ENSMUSP00000108019
ENSACAP00000001660	ENSMUSP00000034056
ENSACAP00000013654	ENSMUSP00000045770
ENSACAP00000015996	ENSMUSP00000022124
ENSACAP00000002366	ENSMUSP00000106625
ENSACAP00000001544	ENSMUSP00000061853
ENSACAP00000016366	ENSMUSP00000043101
ENSACAP00000003347	ENSMUSP00000086485
ENSACAP00000007118	ENSMUSP00000025956
ENSACAP00000001148	ENSMUSP00000031456
ENSACAP00000013103	ENSMUSP00000069011
ENSACAP00000012866	ENSMUSP00000103978
ENSACAP00000006168	ENSMUSP00000088334
ENSACAP00000007707	ENSMUSP00000033182
ENSACAP00000003725	ENSMUSP00000004156
ENSACAP00000004812	ENSMUSP00000041819
ENSACAP00000000985	ENSMUSP00000034316
ENSACAP00000011088	ENSMUSP00000002487
ENSACAP00000020001	ENSMUSP00000018478
ENSACAP00000000929	ENSMUSP00000023812
ENSACAP00000007723	ENSMUSP00000047388
ENSACAP00000017716	ENSMUSP00000100789
ENSACAP00000021034	ENSMUSP00000040307
ENSACAP00000010029	ENSMUSP00000029881
ENSACAP00000005344	ENSMUSP00000029141
ENSACAP00000013819	ENSMUSP00000034243
ENSACAP00000001363	ENSMUSP00000087119
ENSACAP00000017871	ENSMUSP00000034487
ENSACAP00000012362	ENSMUSP00000015394
ENSACAP00000010297	ENSMUSP00000024696
ENSACAP00000007183	ENSMUSP00000031390
ENSACAP00000020451	ENSMUSP00000091423
ENSACAP00000010084	ENSMUSP00000005815
ENSACAP00000010286	ENSMUSP00000127173
ENSACAP00000009065	ENSMUSP00000039041
ENSACAP00000005421	ENSMUSP00000005452
ENSACAP00000017732	ENSMUSP00000081041
ENSACAP00000009452	ENSMUSP00000031653
ENSACAP00000009690	ENSMUSP00000109144
ENSACAP00000015679	ENSMUSP00000020617
ENSACAP00000003492	ENSMUSP00000029719
ENSACAP00000013078	ENSMUSP00000033642
ENSACAP00000011591	ENSMUSP00000102009
ENSACAP00000011742	ENSMUSP00000099952
ENSACAP00000012090	ENSMUSP00000087925
ENSACAP00000009119	ENSMUSP00000071720
ENSACAP00000008220	ENSMUSP00000040430
ENSACAP00000007156	ENSMUSP00000046539
ENSACAP00000001619	ENSMUSP00000061700
ENSACAP00000009974	ENSMUSP00000107510
ENSACAP00000008809	ENSMUSP00000037028
ENSACAP00000009781	ENSMUSP00000032409
ENSACAP00000008964	ENSMUSP00000002087
ENSACAP00000005613	ENSMUSP00000016323
ENSACAP00000006930	ENSMUSP00000020947
ENSACAP00000015958	ENSMUSP00000021187
ENSACAP00000010134	ENSMUSP00000004756
ENSACAP00000005789	ENSMUSP00000076472
ENSACAP00000000342	ENSMUSP00000020922
ENSACAP00000010143	ENSMUSP00000068834
ENSACAP00000008011	ENSMUSP00000041747
ENSACAP00000002698	ENSMUSP00000068007
ENSACAP00000001245	ENSMUSP00000111990
ENSACAP00000002472	ENSMUSP00000014927
ENSACAP00000004373	ENSMUSP00000040546
ENSACAP00000020892	ENSMUSP00000020220
ENSACAP00000014276	ENSMUSP00000072039
ENSACAP00000006688	ENSMUSP00000030243
ENSACAP00000010079	ENSMUSP00000063166
ENSACAP00000014586	ENSMUSP00000099070
ENSACAP00000015027	ENSMUSP00000046884
ENSACAP00000002403	ENSMUSP00000071770
ENSACAP00000012019	ENSMUSP00000043478
ENSACAP00000004530	ENSMUSP00000097219
ENSACAP00000020418	ENSMUSP00000067689
ENSACAP00000001790	ENSMUSP00000050495
ENSACAP00000003177	ENSMUSP00000016664
ENSACAP00000010348	ENSMUSP00000084405
ENSACAP00000011108	ENSMUSP00000001792
ENSACAP00000001090	ENSMUSP00000124282
ENSACAP00000011047	ENSMUSP00000099894
ENSACAP00000019693	ENSMUSP00000022059
ENSACAP00000002506	ENSMUSP00000098975
ENSACAP00000020811	ENSMUSP00000072043
ENSACAP00000010124	ENSMUSP00000020071
ENSACAP00000004025	ENSMUSP00000024954
ENSACAP00000015923	ENSMUSP00000021530
ENSACAP00000016495	ENSMUSP00000104132
ENSACAP00000012243	ENSMUSP00000107266
ENSACAP00000011720	ENSMUSP00000099810
ENSACAP00000011475	ENSMUSP00000082154
ENSACAP00000007796	ENSMUSP00000022186
ENSACAP00000000503	ENSMUSP00000029515
ENSACAP00000017577	ENSMUSP00000057096
ENSACAP00000003834	ENSMUSP00000048829
ENSACAP00000016723	ENSMUSP00000034443
ENSACAP00000015991	ENSMUSP00000000314
ENSACAP00000010934	ENSMUSP00000025166
ENSACAP00000021775	ENSMUSP00000102261
ENSACAP00000016540	ENSMUSP00000113322
ENSACAP00000009115	ENSMUSP00000132945
ENSACAP00000003270	ENSMUSP00000128645
ENSACAP00000013442	ENSMUSP00000021001
ENSACAP00000008843	ENSMUSP00000021459
ENSACAP00000000474	ENSMUSP00000046089
ENSACAP00000005304	ENSMUSP00000021076
ENSACAP00000008091	ENSMUSP00000049039
ENSACAP00000011810	ENSMUSP00000012664
ENSACAP00000006643	ENSMUSP00000029422
ENSACAP00000011412	ENSMUSP00000064107
ENSACAP00000010899	ENSMUSP00000129230
ENSACAP00000011006	ENSMUSP00000034034
ENSACAP00000007544	ENSMUSP00000022195
ENSACAP00000017525	ENSMUSP00000044533
ENSACAP00000016092	ENSMUSP00000034534
ENSACAP00000009134	ENSMUSP00000023612
ENSACAP00000015262	ENSMUSP00000112915
ENSACAP00000016038	ENSMUSP00000016231
ENSACAP00000009056	ENSMUSP00000109477
ENSACAP00000007986	ENSMUSP00000078551
ENSACAP00000004735	ENSMUSP00000129261
ENSACAP00000012970	ENSMUSP00000093442
ENSACAP00000008707	ENSMUSP00000030029
ENSACAP00000002599	ENSMUSP00000014640
ENSACAP00000013524	ENSMUSP00000137616
ENSACAP00000007363	ENSMUSP00000014642
ENSACAP00000012133	ENSMUSP00000113571
ENSACAP00000001474	ENSMUSP00000138326
ENSACAP00000011203	ENSMUSP00000043765
ENSACAP00000007709	ENSMUSP00000025729
ENSACAP00000002746	ENSMUSP00000033929
ENSACAP00000012161	ENSMUSP00000063329
ENSACAP00000015853	ENSMUSP00000060110
ENSACAP00000019964	ENSMUSP00000034533
ENSACAP00000008972	ENSMUSP00000097108
ENSACAP00000011864	ENSMUSP00000037192
ENSACAP00000016493	ENSMUSP00000071829
ENSACAP00000008083	ENSMUSP00000094075
ENSACAP00000001733	ENSMUSP00000041696
ENSACAP00000015284	ENSMUSP00000024575
ENSACAP00000015978	ENSMUSP00000131625
ENSACAP00000008983	ENSMUSP00000109493
ENSACAP00000011872	ENSMUSP00000136382
ENSACAP00000000046	ENSMUSP00000136002
ENSACAP00000016855	ENSMUSP00000032374
ENSACAP00000001815	ENSMUSP00000102123
ENSACAP00000000324	ENSMUSP00000003433
ENSACAP00000007702	ENSMUSP00000016672
ENSACAP00000007073	ENSMUSP00000035194
ENSACAP00000009150	ENSMUSP00000031410
ENSACAP00000016984	ENSMUSP00000107398
ENSACAP00000016887	ENSMUSP00000000755
ENSACAP00000009164	ENSMUSP00000112679
ENSACAP00000006793	ENSMUSP00000023886
ENSACAP00000015962	ENSMUSP00000080973
ENSACAP00000007606	ENSMUSP00000111535
ENSACAP00000004635	ENSMUSP00000102786
ENSACAP00000006056	ENSMUSP00000080683
ENSACAP00000004890	ENSMUSP00000017458
ENSACAP00000013139	ENSMUSP00000125880
ENSACAP00000022545	ENSMUSP00000111096
ENSACAP00000015312	ENSMUSP00000033775
ENSACAP00000013867	ENSMUSP00000130349
ENSACAP00000009741	ENSMUSP00000024840
ENSACAP00000013852	ENSMUSP00000044834
ENSACAP00000015125	ENSMUSP00000068971
ENSACAP00000017343	ENSMUSP00000108350
ENSACAP00000017618	ENSMUSP00000029423
ENSACAP00000001299	ENSMUSP00000033721
ENSACAP00000001243	ENSMUSP00000039586
ENSACAP00000004313	ENSMUSP00000027467
ENSACAP00000021633	ENSMUSP00000125769
ENSACAP00000004136	ENSMUSP00000053232
ENSACAP00000008634	ENSMUSP00000132812
ENSACAP00000007756	ENSMUSP00000044491
ENSACAP00000020293	ENSMUSP00000065277
ENSACAP00000003020	ENSMUSP00000022765
ENSACAP00000004393	ENSMUSP00000129163
ENSACAP00000013431	ENSMUSP00000090727
ENSACAP00000000704	ENSMUSP00000113886
ENSACAP00000008147	ENSMUSP00000028238
ENSACAP00000006110	ENSMUSP00000063804
ENSACAP00000012886	ENSMUSP00000077716
ENSACAP00000001017	ENSMUSP00000032879
ENSACAP00000017377	ENSMUSP00000021288
ENSACAP00000001669	ENSMUSP00000026710
ENSACAP00000010211	ENSMUSP00000067109
ENSACAP00000008111	ENSMUSP00000035237
ENSACAP00000004936	ENSMUSP00000033383
ENSACAP00000013100	ENSMUSP00000006854
ENSACAP00000006278	ENSMUSP00000108191
ENSACAP00000013290	ENSMUSP00000032709
ENSACAP00000002039	ENSMUSP00000128070
ENSACAP00000006963	ENSMUSP00000060557
ENSACAP00000012206	ENSMUSP00000051316
ENSACAP00000006373	ENSMUSP00000061734
ENSACAP00000011403	ENSMUSP00000129059
ENSACAP00000002493	ENSMUSP00000022064
ENSACAP00000010460	ENSMUSP00000114921
ENSACAP00000003437	ENSMUSP00000002926
ENSACAP00000013797	ENSMUSP00000015712
ENSACAP00000017721	ENSMUSP00000066536
ENSACAP00000014702	ENSMUSP00000034731
ENSACAP00000015265	ENSMUSP00000041243
ENSACAP00000011528	ENSMUSP00000123525
ENSACAP00000009518	ENSMUSP00000078336
ENSACAP00000007045	ENSMUSP00000126622
ENSACAP00000002817	ENSMUSP00000036304
ENSACAP00000014462	ENSMUSP00000108099
ENSACAP00000013918	ENSMUSP00000058313
ENSACAP00000013271	ENSMUSP00000073910
ENSACAP00000006093	ENSMUSP00000041007
ENSACAP00000013029	ENSMUSP00000121744
ENSACAP00000017010	ENSMUSP00000006749
ENSACAP00000014316	ENSMUSP00000116747
ENSACAP00000005492	ENSMUSP00000078972
ENSACAP00000006472	ENSMUSP00000130728
ENSACAP00000009783	ENSMUSP00000133957
ENSACAP00000016187	ENSMUSP00000004076
ENSACAP00000001377	ENSMUSP00000110978
ENSACAP00000013900	ENSMUSP00000020062
ENSACAP00000008510	ENSMUSP00000030510
ENSACAP00000011243	ENSMUSP00000030792
ENSACAP00000013686	ENSMUSP00000030949
ENSACAP00000015532	ENSMUSP00000022226
ENSACAP00000001278	ENSMUSP00000111386
ENSACAP00000006825	ENSMUSP00000034947
ENSACAP00000003328	ENSMUSP00000025419
ENSACAP00000005819	ENSMUSP00000028003
ENSACAP00000001809	ENSMUSP00000043616
ENSACAP00000014652	ENSMUSP00000000253
ENSACAP00000014320	ENSMUSP00000107657
ENSACAP00000002454	ENSMUSP00000018842
ENSACAP00000004932	ENSMUSP00000031591
ENSACAP00000015386	ENSMUSP00000028302
ENSACAP00000000836	ENSMUSP00000027740
ENSACAP00000022970	ENSMUSP00000044879
ENSACAP00000011113	ENSMUSP00000136047
ENSACAP00000020201	ENSMUSP00000103540
ENSACAP00000000054	ENSMUSP00000124938
ENSACAP00000012473	ENSMUSP00000009617
ENSACAP00000018772	ENSMUSP00000089814
ENSACAP00000007367	ENSMUSP00000009875
ENSACAP00000012900	ENSMUSP00000050680
ENSACAP00000015151	ENSMUSP00000055225
ENSACAP00000017921	ENSMUSP00000041702
ENSACAP00000015148	ENSMUSP00000055673
ENSACAP00000015708	ENSMUSP00000088118
ENSACAP00000002593	ENSMUSP00000030775
ENSACAP00000003074	ENSMUSP00000087184
ENSACAP00000015977	ENSMUSP00000046356
ENSACAP00000005858	ENSMUSP00000059079
ENSACAP00000006684	ENSMUSP00000042291
ENSACAP00000008953	ENSMUSP00000021820
ENSACAP00000012156	ENSMUSP00000100924
ENSACAP00000009551	ENSMUSP00000033741
ENSACAP00000007487	ENSMUSP00000062171
ENSACAP00000016623	ENSMUSP00000105684
ENSACAP00000000223	ENSMUSP00000109010
ENSACAP00000014041	ENSMUSP00000070130
ENSACAP00000002079	ENSMUSP00000035489
ENSACAP00000012105	ENSMUSP00000040877
ENSACAP00000012099	ENSMUSP00000100923
ENSACAP00000002044	ENSMUSP00000048803
ENSACAP00000008958	ENSMUSP00000065706
ENSACAP00000019346	ENSMUSP00000102320
ENSACAP00000015520	ENSMUSP00000091073
ENSACAP00000008187	ENSMUSP00000056744
ENSACAP00000004940	ENSMUSP00000040575
ENSACAP00000002305	ENSMUSP00000103485
ENSACAP00000005013	ENSMUSP00000023029
ENSACAP00000002137	ENSMUSP00000044038
ENSACAP00000013938	ENSMUSP00000037619
ENSACAP00000011431	ENSMUSP00000107964
ENSACAP00000015201	ENSMUSP00000107238
ENSACAP00000007331	ENSMUSP00000098752
ENSACAP00000011273	ENSMUSP00000108997
ENSACAP00000004953	ENSMUSP00000022666
ENSACAP00000012100	ENSMUSP00000031254
ENSACAP00000016907	ENSMUSP00000089173
ENSACAP00000000569	ENSMUSP00000034017
ENSACAP00000001479	ENSMUSP00000101194
ENSACAP00000005467	ENSMUSP00000069674
ENSACAP00000008820	ENSMUSP00000131029
ENSACAP00000011618	ENSMUSP00000001599
ENSACAP00000017591	ENSMUSP00000007317
ENSACAP00000017590	ENSMUSP00000017741
ENSACAP00000022010	ENSMUSP00000017255
ENSACAP00000015405	ENSMUSP00000094778
ENSACAP00000013166	ENSMUSP00000051033
ENSACAP00000007354	ENSMUSP00000042215
ENSACAP00000009666	ENSMUSP00000025482
ENSACAP00000006546	ENSMUSP00000088779
ENSACAP00000005983	ENSMUSP00000099066
ENSACAP00000005508	ENSMUSP00000034026
ENSACAP00000009138	ENSMUSP00000026289
ENSACAP00000010305	ENSMUSP00000029877
ENSACAP00000009613	ENSMUSP00000027381
ENSACAP00000016600	ENSMUSP00000045621
ENSACAP00000011393	ENSMUSP00000035662
ENSACAP00000014764	ENSMUSP00000102624
ENSACAP00000010390	ENSMUSP00000134825
ENSACAP00000002143	ENSMUSP00000063217
ENSACAP00000004898	ENSMUSP00000041899
ENSACAP00000013191	ENSMUSP00000043466
ENSACAP00000017277	ENSMUSP00000072616
ENSACAP00000007954	ENSMUSP00000038351
ENSACAP00000012541	ENSMUSP00000135082
ENSACAP00000013970	ENSMUSP00000107857
ENSACAP00000011561	ENSMUSP00000031108
ENSACAP00000006623	ENSMUSP00000026917
ENSACAP00000004269	ENSMUSP00000109794
ENSACAP00000010831	ENSMUSP00000039915
ENSACAP00000014003	ENSMUSP00000068203
ENSACAP00000010317	ENSMUSP00000083204
ENSACAP00000000786	ENSMUSP00000033539
ENSACAP00000011483	ENSMUSP00000033650
ENSACAP00000000584	ENSMUSP00000032825
ENSACAP00000011302	ENSMUSP00000080462
ENSACAP00000015868	ENSMUSP00000096677
ENSACAP00000016043	ENSMUSP00000101909
ENSACAP00000015758	ENSMUSP00000042698
ENSACAP00000000036	ENSMUSP00000038653
ENSACAP00000012738	ENSMUSP00000098710
ENSACAP00000009405	ENSMUSP00000127249
ENSACAP00000001109	ENSMUSP00000023157
ENSACAP00000002447	ENSMUSP00000063999
ENSACAP00000007854	ENSMUSP00000038816
ENSACAP00000001259	ENSMUSP00000034775
ENSACAP00000002290	ENSMUSP00000081665
ENSACAP00000000768	ENSMUSP00000069013
ENSACAP00000013093	ENSMUSP00000097904
ENSACAP00000013092	ENSMUSP00000123270
ENSACAP00000009808	ENSMUSP00000132838
ENSACAP00000009558	ENSMUSP00000103881
ENSACAP00000003745	ENSMUSP00000132224
ENSACAP00000000604	ENSMUSP00000090177
ENSACAP00000011659	ENSMUSP00000082827
ENSACAP00000017230	ENSMUSP00000106145
ENSACAP00000013937	ENSMUSP00000084942
ENSACAP00000004464	ENSMUSP00000026292
ENSACAP00000016365	ENSMUSP00000048780
ENSACAP00000004155	ENSMUSP00000091831
ENSACAP00000011182	ENSMUSP00000133152
ENSACAP00000006005	ENSMUSP00000067521
ENSACAP00000010772	ENSMUSP00000092429
ENSACAP00000013661	ENSMUSP00000006377
ENSACAP00000011705	ENSMUSP00000136507
ENSACAP00000017429	ENSMUSP00000110877
ENSACAP00000004722	ENSMUSP00000030610
ENSACAP00000003533	ENSMUSP00000029106
ENSACAP00000015955	ENSMUSP00000119485
ENSACAP00000004881	ENSMUSP00000111457
ENSACAP00000009973	ENSMUSP00000046625
ENSACAP00000016898	ENSMUSP00000092375
ENSACAP00000001330	ENSMUSP00000001202
ENSACAP00000003137	ENSMUSP00000070259
ENSACAP00000008166	ENSMUSP00000113341
ENSACAP00000015556	ENSMUSP00000028740
ENSACAP00000015005	ENSMUSP00000002275
ENSACAP00000015866	ENSMUSP00000074259
ENSACAP00000010978	ENSMUSP00000000001
ENSACAP00000009127	ENSMUSP00000057543
ENSACAP00000002136	ENSMUSP00000036087
ENSACAP00000011296	ENSMUSP00000053818
ENSACAP00000008933	ENSMUSP00000010205
ENSACAP00000015750	ENSMUSP00000030561
ENSACAP00000017242	ENSMUSP00000049175
ENSACAP00000005917	ENSMUSP00000025541
ENSACAP00000018798	ENSMUSP00000043190
ENSACAP00000018523	ENSMUSP00000025602
ENSACAP00000001821	ENSMUSP00000020930
ENSACAP00000004024	ENSMUSP00000026208
ENSACAP00000001445	ENSMUSP00000021231
ENSACAP00000000047	ENSMUSP00000033123
ENSACAP00000014022	ENSMUSP00000122402
ENSACAP00000016195	ENSMUSP00000021324
ENSACAP00000014475	ENSMUSP00000104890
ENSACAP00000012477	ENSMUSP00000002044
ENSACAP00000012240	ENSMUSP00000033665
ENSACAP00000016711	ENSMUSP00000093485
ENSACAP00000003826	ENSMUSP00000104815
ENSACAP00000007886	ENSMUSP00000056552
ENSACAP00000014182	ENSMUSP00000054910
ENSACAP00000002463	ENSMUSP00000022967
ENSACAP00000012013	ENSMUSP00000038901
ENSACAP00000015861	ENSMUSP00000072645
ENSACAP00000001489	ENSMUSP00000060706
ENSACAP00000012831	ENSMUSP00000131480
ENSACAP00000020747	ENSMUSP00000135382
ENSACAP00000003056	ENSMUSP00000055091
ENSACAP00000007176	ENSMUSP00000027231
ENSACAP00000016530	ENSMUSP00000030669
ENSACAP00000009305	ENSMUSP00000038142
ENSACAP00000009521	ENSMUSP00000033463
ENSACAP00000011975	ENSMUSP00000072274
ENSACAP00000003789	ENSMUSP00000004281
ENSACAP00000007630	ENSMUSP00000016670
ENSACAP00000016542	ENSMUSP00000083064
ENSACAP00000008956	ENSMUSP00000113660
ENSACAP00000016703	ENSMUSP00000124133
ENSACAP00000003036	ENSMUSP00000028600
ENSACAP00000019010	ENSMUSP00000103990
ENSACAP00000001987	ENSMUSP00000090717
ENSACAP00000003082	ENSMUSP00000047164
ENSACAP00000015362	ENSMUSP00000028749
ENSACAP00000000598	ENSMUSP00000001845
ENSACAP00000003532	ENSMUSP00000068895
ENSACAP00000016369	ENSMUSP00000025891
ENSACAP00000007247	ENSMUSP00000092832
ENSACAP00000011043	ENSMUSP00000027488
ENSACAP00000011612	ENSMUSP00000069055
ENSACAP00000013004	ENSMUSP00000084573
ENSACAP00000003390	ENSMUSP00000129680
ENSACAP00000004967	ENSMUSP00000033842
ENSACAP00000002655	ENSMUSP00000127070
ENSACAP00000012249	ENSMUSP00000130127
ENSACAP00000004999	ENSMUSP00000049977
ENSACAP00000014355	ENSMUSP00000112963
ENSACAP00000004310	ENSMUSP00000107609
ENSACAP00000002105	ENSMUSP00000106199
ENSACAP00000002303	ENSMUSP00000082995
ENSACAP00000007495	ENSMUSP00000129796
ENSACAP00000003063	ENSMUSP00000072091
ENSACAP00000015941	ENSMUSP00000125081
ENSACAP00000000067	ENSMUSP00000129592
ENSACAP00000014139	ENSMUSP00000058572
ENSACAP00000017883	ENSMUSP00000064392
ENSACAP00000004268	ENSMUSP00000045803
ENSACAP00000001782	ENSMUSP00000089805
ENSACAP00000015237	ENSMUSP00000101622
ENSACAP00000009778	ENSMUSP00000100862
ENSACAP00000007080	ENSMUSP00000025083
ENSACAP00000009064	ENSMUSP00000047029
ENSACAP00000013893	ENSMUSP00000029800
ENSACAP00000006887	ENSMUSP00000026993
ENSACAP00000001440	ENSMUSP00000035263
ENSACAP00000003722	ENSMUSP00000030539
ENSACAP00000008455	ENSMUSP00000028977
ENSACAP00000012609	ENSMUSP00000112782
ENSACAP00000005901	ENSMUSP00000124093
ENSACAP00000004927	ENSMUSP00000102264
ENSACAP00000007923	ENSMUSP00000085985
ENSACAP00000009849	ENSMUSP00000074661
ENSACAP00000014832	ENSMUSP00000041883
ENSACAP00000000168	ENSMUSP00000092538
ENSACAP00000002718	ENSMUSP00000137430
ENSACAP00000004261	ENSMUSP00000035490
ENSACAP00000008061	ENSMUSP00000061806
ENSACAP00000001719	ENSMUSP00000043304
ENSACAP00000014835	ENSMUSP00000030455
ENSACAP00000007204	ENSMUSP00000022787
ENSACAP00000002687	ENSMUSP00000001854
ENSACAP00000010253	ENSMUSP00000034378
ENSACAP00000001145	ENSMUSP00000000984
ENSACAP00000007255	ENSMUSP00000032703
ENSACAP00000010458	ENSMUSP00000093548
ENSACAP00000001837	ENSMUSP00000029297
ENSACAP00000013908	ENSMUSP00000029071
ENSACAP00000019949	ENSMUSP00000029078
ENSACAP00000020551	ENSMUSP00000029076
ENSACAP00000014902	ENSMUSP00000099483
ENSACAP00000002669	ENSMUSP00000113400
ENSACAP00000005549	ENSMUSP00000063511
ENSACAP00000007915	ENSMUSP00000036983
ENSACAP00000011871	ENSMUSP00000071786
ENSACAP00000009353	ENSMUSP00000030183
