ENSACAP00000008923	ENSORLP00000011382
ENSACAP00000007707	ENSORLP00000005213
ENSACAP00000011445	ENSORLP00000004965
ENSACAP00000003725	ENSORLP00000013970
ENSACAP00000004812	ENSORLP00000011854
ENSACAP00000011088	ENSORLP00000012350
ENSACAP00000000929	ENSORLP00000006485
ENSACAP00000000929	ENSORLP00000016089
ENSACAP00000021034	ENSORLP00000022458
ENSACAP00000010029	ENSORLP00000007510
ENSACAP00000010029	ENSORLP00000022158
ENSACAP00000005344	ENSORLP00000003680
ENSACAP00000013819	ENSORLP00000019295
ENSACAP00000013819	ENSORLP00000019563
ENSACAP00000001363	ENSORLP00000015212
ENSACAP00000001363	ENSORLP00000009176
ENSACAP00000010297	ENSORLP00000008275
ENSACAP00000018932	ENSORLP00000013446
ENSACAP00000010084	ENSORLP00000000707
ENSACAP00000010286	ENSORLP00000024620
ENSACAP00000015253	ENSORLP00000006025
ENSACAP00000015253	ENSORLP00000016066
ENSACAP00000005421	ENSORLP00000017514
ENSACAP00000004610	ENSORLP00000017508
ENSACAP00000009452	ENSORLP00000010960
ENSACAP00000009690	ENSORLP00000000727
ENSACAP00000015679	ENSORLP00000008282
ENSACAP00000003492	ENSORLP00000009536
ENSACAP00000011742	ENSORLP00000016108
ENSACAP00000009119	ENSORLP00000013394
ENSACAP00000009119	ENSORLP00000005224
ENSACAP00000008220	ENSORLP00000017929
ENSACAP00000008220	ENSORLP00000004377
ENSACAP00000005384	ENSORLP00000010712
ENSACAP00000009242	ENSORLP00000017485
ENSACAP00000001619	ENSORLP00000016030
ENSACAP00000009974	ENSORLP00000014507
ENSACAP00000005613	ENSORLP00000020316
ENSACAP00000005613	ENSORLP00000012876
ENSACAP00000011728	ENSORLP00000012792
ENSACAP00000006930	ENSORLP00000014400
ENSACAP00000005499	ENSORLP00000011110
ENSACAP00000010134	ENSORLP00000012951
ENSACAP00000005789	ENSORLP00000025570
ENSACAP00000000342	ENSORLP00000012572
ENSACAP00000010143	ENSORLP00000015436
ENSACAP00000008011	ENSORLP00000025466
ENSACAP00000003732	ENSORLP00000013036
ENSACAP00000002698	ENSORLP00000005474
ENSACAP00000001245	ENSORLP00000018197
ENSACAP00000009355	ENSORLP00000010080
ENSACAP00000002472	ENSORLP00000023187
ENSACAP00000004373	ENSORLP00000020764
ENSACAP00000004373	ENSORLP00000004901
ENSACAP00000010337	ENSORLP00000022804
ENSACAP00000010337	ENSORLP00000001837
ENSACAP00000011373	ENSORLP00000006690
ENSACAP00000020892	ENSORLP00000003647
ENSACAP00000014276	ENSORLP00000000284
ENSACAP00000010079	ENSORLP00000004715
ENSACAP00000014586	ENSORLP00000002014
ENSACAP00000014586	ENSORLP00000002529
ENSACAP00000006754	ENSORLP00000015054
ENSACAP00000006754	ENSORLP00000007088
ENSACAP00000007459	ENSORLP00000000060
ENSACAP00000015027	ENSORLP00000007355
ENSACAP00000015027	ENSORLP00000007817
ENSACAP00000002403	ENSORLP00000016875
ENSACAP00000020418	ENSORLP00000007382
ENSACAP00000014754	ENSORLP00000004532
ENSACAP00000001790	ENSORLP00000025733
ENSACAP00000009063	ENSORLP00000010765
ENSACAP00000003177	ENSORLP00000011028
ENSACAP00000010348	ENSORLP00000000605
ENSACAP00000002471	ENSORLP00000002456
ENSACAP00000011108	ENSORLP00000025377
ENSACAP00000011047	ENSORLP00000005372
ENSACAP00000007633	ENSORLP00000004453
ENSACAP00000019693	ENSORLP00000006693
ENSACAP00000002506	ENSORLP00000022628
ENSACAP00000010124	ENSORLP00000016081
ENSACAP00000016495	ENSORLP00000002500
ENSACAP00000001007	ENSORLP00000011820
ENSACAP00000009362	ENSORLP00000005653
ENSACAP00000004489	ENSORLP00000024120
ENSACAP00000011720	ENSORLP00000013228
ENSACAP00000007796	ENSORLP00000002753
ENSACAP00000016723	ENSORLP00000007083
ENSACAP00000015991	ENSORLP00000014867
ENSACAP00000015991	ENSORLP00000017002
ENSACAP00000010934	ENSORLP00000021380
ENSACAP00000010934	ENSORLP00000000094
ENSACAP00000021775	ENSORLP00000004207
ENSACAP00000009115	ENSORLP00000005863
ENSACAP00000003270	ENSORLP00000004873
ENSACAP00000000817	ENSORLP00000000742
ENSACAP00000013442	ENSORLP00000022066
ENSACAP00000008843	ENSORLP00000021029
ENSACAP00000008843	ENSORLP00000013606
ENSACAP00000008091	ENSORLP00000009337
ENSACAP00000011810	ENSORLP00000024886
ENSACAP00000005933	ENSORLP00000013627
ENSACAP00000006643	ENSORLP00000009226
ENSACAP00000011412	ENSORLP00000011329
ENSACAP00000010899	ENSORLP00000003317
ENSACAP00000007431	ENSORLP00000007573
ENSACAP00000016092	ENSORLP00000016938
ENSACAP00000016038	ENSORLP00000016983
ENSACAP00000005353	ENSORLP00000019954
ENSACAP00000004735	ENSORLP00000014922
ENSACAP00000012970	ENSORLP00000020799
ENSACAP00000005340	ENSORLP00000019929
ENSACAP00000008707	ENSORLP00000011032
ENSACAP00000002599	ENSORLP00000009178
ENSACAP00000007363	ENSORLP00000018385
ENSACAP00000007363	ENSORLP00000019332
ENSACAP00000001474	ENSORLP00000006805
ENSACAP00000011203	ENSORLP00000006307
ENSACAP00000002746	ENSORLP00000014208
ENSACAP00000012161	ENSORLP00000020876
ENSACAP00000015853	ENSORLP00000003050
ENSACAP00000019964	ENSORLP00000017050
ENSACAP00000008972	ENSORLP00000017670
ENSACAP00000011864	ENSORLP00000017360
ENSACAP00000016493	ENSORLP00000013423
ENSACAP00000008083	ENSORLP00000018318
ENSACAP00000008083	ENSORLP00000005092
ENSACAP00000001733	ENSORLP00000010256
ENSACAP00000001733	ENSORLP00000014409
ENSACAP00000015284	ENSORLP00000012525
ENSACAP00000012759	ENSORLP00000003184
ENSACAP00000009834	ENSORLP00000010872
ENSACAP00000015978	ENSORLP00000018907
ENSACAP00000015978	ENSORLP00000016999
ENSACAP00000008983	ENSORLP00000017837
ENSACAP00000011872	ENSORLP00000017364
ENSACAP00000016855	ENSORLP00000021390
ENSACAP00000001815	ENSORLP00000020747
ENSACAP00000000324	ENSORLP00000011321
ENSACAP00000007702	ENSORLP00000019719
ENSACAP00000007073	ENSORLP00000016665
ENSACAP00000007073	ENSORLP00000001594
ENSACAP00000009150	ENSORLP00000004523
ENSACAP00000016887	ENSORLP00000007258
ENSACAP00000015962	ENSORLP00000016179
ENSACAP00000007606	ENSORLP00000005754
ENSACAP00000004635	ENSORLP00000003483
ENSACAP00000004635	ENSORLP00000006821
ENSACAP00000006056	ENSORLP00000022660
ENSACAP00000006056	ENSORLP00000014772
ENSACAP00000004890	ENSORLP00000005421
ENSACAP00000004890	ENSORLP00000023362
ENSACAP00000022545	ENSORLP00000017137
ENSACAP00000015312	ENSORLP00000012923
ENSACAP00000002236	ENSORLP00000014028
ENSACAP00000014731	ENSORLP00000002385
ENSACAP00000013867	ENSORLP00000007061
ENSACAP00000009741	ENSORLP00000024515
ENSACAP00000013852	ENSORLP00000022647
ENSACAP00000015125	ENSORLP00000017641
ENSACAP00000017618	ENSORLP00000015492
ENSACAP00000001299	ENSORLP00000005892
ENSACAP00000015590	ENSORLP00000021158
ENSACAP00000001243	ENSORLP00000013125
ENSACAP00000004313	ENSORLP00000011683
ENSACAP00000021633	ENSORLP00000012629
ENSACAP00000008634	ENSORLP00000007492
ENSACAP00000005617	ENSORLP00000016847
ENSACAP00000013431	ENSORLP00000008671
ENSACAP00000000704	ENSORLP00000013608
ENSACAP00000008147	ENSORLP00000009283
ENSACAP00000001017	ENSORLP00000003565
ENSACAP00000014624	ENSORLP00000006234
ENSACAP00000014624	ENSORLP00000008873
ENSACAP00000017377	ENSORLP00000004012
ENSACAP00000017377	ENSORLP00000019104
ENSACAP00000001669	ENSORLP00000004146
ENSACAP00000010211	ENSORLP00000002700
ENSACAP00000008111	ENSORLP00000001238
ENSACAP00000004936	ENSORLP00000023454
ENSACAP00000013100	ENSORLP00000002094
ENSACAP00000006278	ENSORLP00000007855
ENSACAP00000020143	ENSORLP00000006360
ENSACAP00000002039	ENSORLP00000021261
ENSACAP00000006963	ENSORLP00000000756
ENSACAP00000006373	ENSORLP00000019395
ENSACAP00000011403	ENSORLP00000012875
ENSACAP00000002493	ENSORLP00000015920
ENSACAP00000003437	ENSORLP00000010801
ENSACAP00000013797	ENSORLP00000021262
ENSACAP00000017721	ENSORLP00000002318
ENSACAP00000014702	ENSORLP00000010348
ENSACAP00000015265	ENSORLP00000009514
ENSACAP00000015265	ENSORLP00000002727
ENSACAP00000011528	ENSORLP00000024773
ENSACAP00000009518	ENSORLP00000016427
ENSACAP00000009518	ENSORLP00000009148
ENSACAP00000001417	ENSORLP00000005761
ENSACAP00000001417	ENSORLP00000002756
ENSACAP00000007045	ENSORLP00000015182
ENSACAP00000002817	ENSORLP00000019533
ENSACAP00000014462	ENSORLP00000021081
ENSACAP00000014462	ENSORLP00000003504
ENSACAP00000013918	ENSORLP00000021304
ENSACAP00000013918	ENSORLP00000002969
ENSACAP00000006093	ENSORLP00000020100
ENSACAP00000006093	ENSORLP00000001529
ENSACAP00000013029	ENSORLP00000024829
ENSACAP00000013029	ENSORLP00000003833
ENSACAP00000017010	ENSORLP00000006917
ENSACAP00000017010	ENSORLP00000003182
ENSACAP00000005492	ENSORLP00000015229
ENSACAP00000005492	ENSORLP00000008672
ENSACAP00000003847	ENSORLP00000022526
ENSACAP00000003847	ENSORLP00000000889
ENSACAP00000015759	ENSORLP00000009079
ENSACAP00000015759	ENSORLP00000016623
ENSACAP00000006472	ENSORLP00000017876
ENSACAP00000006472	ENSORLP00000024869
ENSACAP00000009783	ENSORLP00000013642
ENSACAP00000009783	ENSORLP00000012377
ENSACAP00000011212	ENSORLP00000000937
ENSACAP00000011212	ENSORLP00000004139
ENSACAP00000013900	ENSORLP00000003140
ENSACAP00000013900	ENSORLP00000021171
ENSACAP00000007211	ENSORLP00000023504
ENSACAP00000007211	ENSORLP00000017804
ENSACAP00000011243	ENSORLP00000004947
ENSACAP00000013686	ENSORLP00000005292
ENSACAP00000015385	ENSORLP00000002481
ENSACAP00000015532	ENSORLP00000002495
ENSACAP00000016755	ENSORLP00000000979
ENSACAP00000010401	ENSORLP00000002275
ENSACAP00000001278	ENSORLP00000024726
ENSACAP00000006818	ENSORLP00000019173
ENSACAP00000006825	ENSORLP00000002123
ENSACAP00000003328	ENSORLP00000021394
ENSACAP00000005819	ENSORLP00000020908
ENSACAP00000001809	ENSORLP00000016672
ENSACAP00000004484	ENSORLP00000008271
ENSACAP00000014652	ENSORLP00000020614
ENSACAP00000014320	ENSORLP00000010999
ENSACAP00000004932	ENSORLP00000002550
ENSACAP00000015386	ENSORLP00000008409
ENSACAP00000000836	ENSORLP00000021711
ENSACAP00000011113	ENSORLP00000004997
ENSACAP00000020201	ENSORLP00000008691
ENSACAP00000000054	ENSORLP00000007445
ENSACAP00000012473	ENSORLP00000007743
ENSACAP00000007367	ENSORLP00000022955
ENSACAP00000015151	ENSORLP00000004652
ENSACAP00000015151	ENSORLP00000025727
ENSACAP00000017921	ENSORLP00000010656
ENSACAP00000017921	ENSORLP00000008061
ENSACAP00000001834	ENSORLP00000001592
ENSACAP00000013069	ENSORLP00000008694
ENSACAP00000013069	ENSORLP00000001968
ENSACAP00000015708	ENSORLP00000010645
ENSACAP00000015708	ENSORLP00000008055
ENSACAP00000002593	ENSORLP00000021515
ENSACAP00000004315	ENSORLP00000008921
ENSACAP00000003074	ENSORLP00000015149
ENSACAP00000015977	ENSORLP00000017318
ENSACAP00000005858	ENSORLP00000016920
ENSACAP00000008953	ENSORLP00000024684
ENSACAP00000012156	ENSORLP00000019171
ENSACAP00000009551	ENSORLP00000010932
ENSACAP00000009564	ENSORLP00000010902
ENSACAP00000007487	ENSORLP00000013784
ENSACAP00000007487	ENSORLP00000019881
ENSACAP00000000223	ENSORLP00000003165
ENSACAP00000000223	ENSORLP00000013541
ENSACAP00000002079	ENSORLP00000023944
ENSACAP00000002079	ENSORLP00000019665
ENSACAP00000012105	ENSORLP00000019181
ENSACAP00000012099	ENSORLP00000019190
ENSACAP00000019346	ENSORLP00000017877
ENSACAP00000008187	ENSORLP00000009794
ENSACAP00000004940	ENSORLP00000021157
ENSACAP00000002305	ENSORLP00000018415
ENSACAP00000005013	ENSORLP00000003118
ENSACAP00000002137	ENSORLP00000004378
ENSACAP00000015201	ENSORLP00000016478
ENSACAP00000007331	ENSORLP00000006878
ENSACAP00000011273	ENSORLP00000003841
ENSACAP00000016907	ENSORLP00000000268
ENSACAP00000000569	ENSORLP00000009995
ENSACAP00000001479	ENSORLP00000006955
ENSACAP00000005467	ENSORLP00000009587
ENSACAP00000004959	ENSORLP00000018814
ENSACAP00000003858	ENSORLP00000021428
ENSACAP00000008820	ENSORLP00000004762
ENSACAP00000011247	ENSORLP00000012042
ENSACAP00000005983	ENSORLP00000001979
ENSACAP00000015671	ENSORLP00000000440
ENSACAP00000009138	ENSORLP00000020907
ENSACAP00000022525	ENSORLP00000003856
ENSACAP00000010305	ENSORLP00000024047
ENSACAP00000009613	ENSORLP00000014336
ENSACAP00000016600	ENSORLP00000009413
ENSACAP00000007956	ENSORLP00000009297
ENSACAP00000009981	ENSORLP00000003314
ENSACAP00000011393	ENSORLP00000025376
ENSACAP00000014764	ENSORLP00000014151
ENSACAP00000002143	ENSORLP00000018982
ENSACAP00000004898	ENSORLP00000018037
ENSACAP00000013191	ENSORLP00000020778
ENSACAP00000013191	ENSORLP00000019095
ENSACAP00000015784	ENSORLP00000013442
ENSACAP00000011070	ENSORLP00000014582
ENSACAP00000011504	ENSORLP00000009507
ENSACAP00000011953	ENSORLP00000010181
ENSACAP00000017062	ENSORLP00000016283
ENSACAP00000017062	ENSORLP00000001187
ENSACAP00000017277	ENSORLP00000011317
ENSACAP00000007954	ENSORLP00000001568
ENSACAP00000013970	ENSORLP00000013803
ENSACAP00000005368	ENSORLP00000017907
ENSACAP00000005368	ENSORLP00000003993
ENSACAP00000008793	ENSORLP00000000716
ENSACAP00000008793	ENSORLP00000012477
ENSACAP00000002226	ENSORLP00000016544
ENSACAP00000002226	ENSORLP00000004998
ENSACAP00000011561	ENSORLP00000007165
ENSACAP00000011561	ENSORLP00000005501
ENSACAP00000009051	ENSORLP00000018339
ENSACAP00000006623	ENSORLP00000005941
ENSACAP00000006623	ENSORLP00000002501
ENSACAP00000004269	ENSORLP00000025823
ENSACAP00000004269	ENSORLP00000006802
ENSACAP00000010831	ENSORLP00000014794
ENSACAP00000010317	ENSORLP00000016804
ENSACAP00000011483	ENSORLP00000020495
ENSACAP00000011483	ENSORLP00000004463
ENSACAP00000000584	ENSORLP00000001898
ENSACAP00000000584	ENSORLP00000002852
ENSACAP00000011302	ENSORLP00000012418
ENSACAP00000015868	ENSORLP00000002314
ENSACAP00000016043	ENSORLP00000013655
ENSACAP00000016043	ENSORLP00000009695
ENSACAP00000012816	ENSORLP00000011039
ENSACAP00000015758	ENSORLP00000013594
ENSACAP00000015758	ENSORLP00000001746
ENSACAP00000016487	ENSORLP00000013802
ENSACAP00000005422	ENSORLP00000013751
ENSACAP00000000036	ENSORLP00000018419
ENSACAP00000009405	ENSORLP00000018029
ENSACAP00000009405	ENSORLP00000023259
ENSACAP00000001109	ENSORLP00000009626
ENSACAP00000007854	ENSORLP00000006227
ENSACAP00000001259	ENSORLP00000022951
ENSACAP00000002290	ENSORLP00000006709
ENSACAP00000013093	ENSORLP00000014225
ENSACAP00000013092	ENSORLP00000008684
ENSACAP00000000270	ENSORLP00000001848
ENSACAP00000009808	ENSORLP00000007519
ENSACAP00000009140	ENSORLP00000007890
ENSACAP00000009140	ENSORLP00000001279
ENSACAP00000009558	ENSORLP00000006490
ENSACAP00000003745	ENSORLP00000018958
ENSACAP00000011659	ENSORLP00000017106
ENSACAP00000013937	ENSORLP00000019301
ENSACAP00000004464	ENSORLP00000009128
ENSACAP00000016365	ENSORLP00000020857
ENSACAP00000004155	ENSORLP00000006071
ENSACAP00000011182	ENSORLP00000021275
ENSACAP00000006005	ENSORLP00000024072
ENSACAP00000015436	ENSORLP00000003426
ENSACAP00000010772	ENSORLP00000010362
ENSACAP00000011705	ENSORLP00000006492
ENSACAP00000017429	ENSORLP00000019065
ENSACAP00000011510	ENSORLP00000006161
ENSACAP00000015955	ENSORLP00000000682
ENSACAP00000009973	ENSORLP00000007880
ENSACAP00000009973	ENSORLP00000011547
ENSACAP00000016898	ENSORLP00000018090
ENSACAP00000001330	ENSORLP00000001470
ENSACAP00000015363	ENSORLP00000014079
ENSACAP00000006909	ENSORLP00000001906
ENSACAP00000004544	ENSORLP00000003828
ENSACAP00000015556	ENSORLP00000014075
ENSACAP00000015556	ENSORLP00000015628
ENSACAP00000013437	ENSORLP00000013634
ENSACAP00000003901	ENSORLP00000002078
ENSACAP00000015005	ENSORLP00000010986
ENSACAP00000010978	ENSORLP00000007582
ENSACAP00000002136	ENSORLP00000012126
ENSACAP00000007078	ENSORLP00000017230
ENSACAP00000011296	ENSORLP00000007558
ENSACAP00000008933	ENSORLP00000023702
ENSACAP00000005917	ENSORLP00000007128
ENSACAP00000008423	ENSORLP00000011218
ENSACAP00000004024	ENSORLP00000010369
ENSACAP00000001445	ENSORLP00000025690
ENSACAP00000016958	ENSORLP00000021373
ENSACAP00000007404	ENSORLP00000005630
ENSACAP00000016195	ENSORLP00000017703
ENSACAP00000016195	ENSORLP00000005737
ENSACAP00000009706	ENSORLP00000000801
ENSACAP00000012477	ENSORLP00000002927
ENSACAP00000005001	ENSORLP00000012233
ENSACAP00000012240	ENSORLP00000017657
ENSACAP00000016711	ENSORLP00000022142
ENSACAP00000001150	ENSORLP00000017038
ENSACAP00000003826	ENSORLP00000020241
ENSACAP00000007886	ENSORLP00000019789
ENSACAP00000012013	ENSORLP00000024891
ENSACAP00000015861	ENSORLP00000003496
ENSACAP00000001489	ENSORLP00000015655
ENSACAP00000012831	ENSORLP00000015911
ENSACAP00000003056	ENSORLP00000018702
ENSACAP00000003056	ENSORLP00000018669
ENSACAP00000014401	ENSORLP00000013066
ENSACAP00000016530	ENSORLP00000018689
ENSACAP00000016530	ENSORLP00000009662
ENSACAP00000009305	ENSORLP00000011453
ENSACAP00000012430	ENSORLP00000001919
ENSACAP00000012430	ENSORLP00000002224
ENSACAP00000011975	ENSORLP00000020073
ENSACAP00000009366	ENSORLP00000019828
ENSACAP00000003789	ENSORLP00000021696
ENSACAP00000007630	ENSORLP00000019731
ENSACAP00000016542	ENSORLP00000004246
ENSACAP00000008956	ENSORLP00000006824
ENSACAP00000016703	ENSORLP00000020125
ENSACAP00000003036	ENSORLP00000015420
ENSACAP00000003036	ENSORLP00000012217
ENSACAP00000002399	ENSORLP00000020074
ENSACAP00000002399	ENSORLP00000020420
ENSACAP00000001987	ENSORLP00000024513
ENSACAP00000003082	ENSORLP00000014855
ENSACAP00000015362	ENSORLP00000022710
ENSACAP00000015362	ENSORLP00000015525
ENSACAP00000016369	ENSORLP00000010389
ENSACAP00000011043	ENSORLP00000019680
ENSACAP00000005501	ENSORLP00000018637
ENSACAP00000012249	ENSORLP00000008812
ENSACAP00000004673	ENSORLP00000010279
ENSACAP00000004673	ENSORLP00000008954
ENSACAP00000016527	ENSORLP00000019750
ENSACAP00000004999	ENSORLP00000007684
ENSACAP00000004999	ENSORLP00000002963
ENSACAP00000012626	ENSORLP00000004099
ENSACAP00000012626	ENSORLP00000006222
ENSACAP00000004310	ENSORLP00000001389
ENSACAP00000004310	ENSORLP00000010232
ENSACAP00000002105	ENSORLP00000011370
ENSACAP00000006489	ENSORLP00000002734
ENSACAP00000002303	ENSORLP00000002478
ENSACAP00000002651	ENSORLP00000011249
ENSACAP00000003063	ENSORLP00000010011
ENSACAP00000017883	ENSORLP00000021747
ENSACAP00000015237	ENSORLP00000001609
ENSACAP00000015237	ENSORLP00000008141
ENSACAP00000019136	ENSORLP00000019584
ENSACAP00000009778	ENSORLP00000019088
ENSACAP00000009844	ENSORLP00000006092
ENSACAP00000011410	ENSORLP00000009991
ENSACAP00000011410	ENSORLP00000015517
ENSACAP00000007080	ENSORLP00000002851
ENSACAP00000007080	ENSORLP00000005443
ENSACAP00000022871	ENSORLP00000006686
ENSACAP00000022871	ENSORLP00000004895
ENSACAP00000009064	ENSORLP00000013097
ENSACAP00000005380	ENSORLP00000020091
ENSACAP00000019087	ENSORLP00000017961
ENSACAP00000013893	ENSORLP00000024151
ENSACAP00000006887	ENSORLP00000008976
ENSACAP00000001440	ENSORLP00000004257
ENSACAP00000003722	ENSORLP00000021202
ENSACAP00000008455	ENSORLP00000002857
ENSACAP00000005901	ENSORLP00000016130
ENSACAP00000012151	ENSORLP00000019841
ENSACAP00000009633	ENSORLP00000016934
ENSACAP00000004927	ENSORLP00000009408
ENSACAP00000007923	ENSORLP00000010802
ENSACAP00000007923	ENSORLP00000001127
ENSACAP00000009849	ENSORLP00000020144
ENSACAP00000014832	ENSORLP00000009397
ENSACAP00000000168	ENSORLP00000002090
ENSACAP00000017669	ENSORLP00000013500
ENSACAP00000004261	ENSORLP00000019880
ENSACAP00000008061	ENSORLP00000011669
ENSACAP00000014835	ENSORLP00000017962
ENSACAP00000000835	ENSORLP00000019298
ENSACAP00000007204	ENSORLP00000009402
ENSACAP00000010253	ENSORLP00000019216
ENSACAP00000001145	ENSORLP00000009096
ENSACAP00000010186	ENSORLP00000010681
ENSACAP00000007255	ENSORLP00000014785
ENSACAP00000001837	ENSORLP00000025336
ENSACAP00000011878	ENSORLP00000008295
ENSACAP00000011878	ENSORLP00000008286
ENSACAP00000005549	ENSORLP00000016815
ENSACAP00000007915	ENSORLP00000012894
ENSACAP00000011871	ENSORLP00000009193
ENSACAP00000017686	ENSORLP00000004829
ENSACAP00000000014	ENSORLP00000015316
ENSACAP00000010444	ENSORLP00000005333
ENSACAP00000016468	ENSORLP00000015292
ENSACAP00000002264	ENSORLP00000012999
ENSACAP00000004925	ENSORLP00000011326
ENSACAP00000004925	ENSORLP00000019947
ENSACAP00000011597	ENSORLP00000006713
ENSACAP00000013863	ENSORLP00000019225
ENSACAP00000005142	ENSORLP00000021675
ENSACAP00000005142	ENSORLP00000022796
ENSACAP00000000619	ENSORLP00000005747
ENSACAP00000007830	ENSORLP00000015539
ENSACAP00000000725	ENSORLP00000001779
ENSACAP00000008485	ENSORLP00000011910
ENSACAP00000021965	ENSORLP00000010786
ENSACAP00000008506	ENSORLP00000010767
ENSACAP00000009455	ENSORLP00000002028
ENSACAP00000004668	ENSORLP00000021187
ENSACAP00000009577	ENSORLP00000014836
ENSACAP00000014105	ENSORLP00000005658
ENSACAP00000021915	ENSORLP00000008464
ENSACAP00000002518	ENSORLP00000024197
ENSACAP00000002518	ENSORLP00000017293
ENSACAP00000017431	ENSORLP00000015945
ENSACAP00000017431	ENSORLP00000021570
ENSACAP00000000172	ENSORLP00000012264
ENSACAP00000000172	ENSORLP00000002137
ENSACAP00000021998	ENSORLP00000008484
ENSACAP00000014842	ENSORLP00000006882
ENSACAP00000017155	ENSORLP00000014636
ENSACAP00000016599	ENSORLP00000004457
ENSACAP00000016599	ENSORLP00000020680
ENSACAP00000008424	ENSORLP00000016573
ENSACAP00000008424	ENSORLP00000015652
ENSACAP00000004383	ENSORLP00000024683
ENSACAP00000004383	ENSORLP00000010017
ENSACAP00000016506	ENSORLP00000002054
ENSACAP00000001908	ENSORLP00000019807
ENSACAP00000003730	ENSORLP00000016381
ENSACAP00000000700	ENSORLP00000012267
ENSACAP00000015194	ENSORLP00000016906
ENSACAP00000020756	ENSORLP00000008265
ENSACAP00000001223	ENSORLP00000006904
ENSACAP00000001223	ENSORLP00000011511
ENSACAP00000003634	ENSORLP00000011969
ENSACAP00000003634	ENSORLP00000010360
ENSACAP00000013606	ENSORLP00000025368
ENSACAP00000013499	ENSORLP00000003809
ENSACAP00000004851	ENSORLP00000005593
ENSACAP00000004839	ENSORLP00000005607
ENSACAP00000002051	ENSORLP00000008747
ENSACAP00000013123	ENSORLP00000025345
ENSACAP00000000452	ENSORLP00000005698
ENSACAP00000000452	ENSORLP00000022237
