ENSGACP00000003450	ENSGALP00000006197
ENSGACP00000023385	ENSGALP00000011127
ENSGACP00000021605	ENSGALP00000017930
ENSGACP00000021726	ENSGALP00000010048
ENSGACP00000022434	ENSGALP00000015537
ENSGACP00000009760	ENSGALP00000003437
ENSGACP00000015680	ENSGALP00000000711
ENSGACP00000008618	ENSGALP00000020375
ENSGACP00000004162	ENSGALP00000027589
ENSGACP00000019271	ENSGALP00000015054
ENSGACP00000016096	ENSGALP00000004249
ENSGACP00000008100	ENSGALP00000038847
ENSGACP00000021783	ENSGALP00000031565
ENSGACP00000018646	ENSGALP00000015797
ENSGACP00000015696	ENSGALP00000012514
ENSGACP00000023672	ENSGALP00000020134
ENSGACP00000016499	ENSGALP00000018712
ENSGACP00000011217	ENSGALP00000004219
ENSGACP00000020297	ENSGALP00000004484
ENSGACP00000012144	ENSGALP00000011389
ENSGACP00000010439	ENSGALP00000002713
ENSGACP00000014868	ENSGALP00000002713
ENSGACP00000021580	ENSGALP00000004038
ENSGACP00000006005	ENSGALP00000026250
ENSGACP00000011835	ENSGALP00000026436
ENSGACP00000021057	ENSGALP00000009187
ENSGACP00000013983	ENSGALP00000023111
ENSGACP00000012164	ENSGALP00000008103
ENSGACP00000011377	ENSGALP00000005780
ENSGACP00000020036	ENSGALP00000002394
ENSGACP00000019051	ENSGALP00000002394
ENSGACP00000022007	ENSGALP00000007086
ENSGACP00000007243	ENSGALP00000014522
ENSGACP00000024321	ENSGALP00000024705
ENSGACP00000023415	ENSGALP00000024705
ENSGACP00000021366	ENSGALP00000023037
ENSGACP00000023703	ENSGALP00000023037
ENSGACP00000027461	ENSGALP00000011324
ENSGACP00000002234	ENSGALP00000011550
ENSGACP00000002068	ENSGALP00000011550
ENSGACP00000010299	ENSGALP00000014032
ENSGACP00000019946	ENSGALP00000014032
ENSGACP00000003652	ENSGALP00000024578
ENSGACP00000009813	ENSGALP00000041026
ENSGACP00000018486	ENSGALP00000026614
ENSGACP00000019903	ENSGALP00000026614
ENSGACP00000009398	ENSGALP00000010820
ENSGACP00000022269	ENSGALP00000010820
ENSGACP00000013495	ENSGALP00000025153
ENSGACP00000005634	ENSGALP00000007416
ENSGACP00000003964	ENSGALP00000011471
ENSGACP00000014584	ENSGALP00000011471
ENSGACP00000015389	ENSGALP00000011564
ENSGACP00000019172	ENSGALP00000020330
ENSGACP00000021671	ENSGALP00000017484
ENSGACP00000026094	ENSGALP00000021140
ENSGACP00000011880	ENSGALP00000000913
ENSGACP00000009835	ENSGALP00000013346
ENSGACP00000020268	ENSGALP00000039928
ENSGACP00000010648	ENSGALP00000042401
ENSGACP00000002514	ENSGALP00000021524
ENSGACP00000004509	ENSGALP00000000647
ENSGACP00000024261	ENSGALP00000042428
ENSGACP00000014531	ENSGALP00000024201
ENSGACP00000020910	ENSGALP00000006925
ENSGACP00000021744	ENSGALP00000004596
ENSGACP00000007777	ENSGALP00000003023
ENSGACP00000006257	ENSGALP00000003023
ENSGACP00000002420	ENSGALP00000035851
ENSGACP00000002848	ENSGALP00000000989
ENSGACP00000010495	ENSGALP00000007405
ENSGACP00000020039	ENSGALP00000012889
ENSGACP00000002183	ENSGALP00000012889
ENSGACP00000007671	ENSGALP00000016685
ENSGACP00000013907	ENSGALP00000017393
ENSGACP00000008319	ENSGALP00000036650
ENSGACP00000014798	ENSGALP00000000907
ENSGACP00000016737	ENSGALP00000015312
ENSGACP00000012116	ENSGALP00000024158
ENSGACP00000006991	ENSGALP00000039023
ENSGACP00000000040	ENSGALP00000002045
ENSGACP00000014351	ENSGALP00000040837
ENSGACP00000009932	ENSGALP00000005380
ENSGACP00000004492	ENSGALP00000025350
ENSGACP00000018433	ENSGALP00000003041
ENSGACP00000027206	ENSGALP00000025590
ENSGACP00000011058	ENSGALP00000037431
ENSGACP00000022655	ENSGALP00000037431
ENSGACP00000007292	ENSGALP00000004309
ENSGACP00000027258	ENSGALP00000004309
ENSGACP00000018316	ENSGALP00000002441
ENSGACP00000022954	ENSGALP00000039750
ENSGACP00000022686	ENSGALP00000006906
ENSGACP00000022504	ENSGALP00000003568
ENSGACP00000025870	ENSGALP00000014039
ENSGACP00000014743	ENSGALP00000014934
ENSGACP00000012954	ENSGALP00000014934
ENSGACP00000017344	ENSGALP00000018087
ENSGACP00000017757	ENSGALP00000012794
ENSGACP00000020931	ENSGALP00000014939
ENSGACP00000010342	ENSGALP00000000054
ENSGACP00000013922	ENSGALP00000007379
ENSGACP00000001086	ENSGALP00000007379
ENSGACP00000022779	ENSGALP00000010857
ENSGACP00000010234	ENSGALP00000041418
ENSGACP00000016355	ENSGALP00000043257
ENSGACP00000010461	ENSGALP00000024446
ENSGACP00000022079	ENSGALP00000006958
ENSGACP00000009848	ENSGALP00000011951
ENSGACP00000005448	ENSGALP00000027258
ENSGACP00000007835	ENSGALP00000012150
ENSGACP00000001432	ENSGALP00000021593
ENSGACP00000002163	ENSGALP00000011883
ENSGACP00000005719	ENSGALP00000000966
ENSGACP00000018706	ENSGALP00000000966
ENSGACP00000002843	ENSGALP00000043063
ENSGACP00000020548	ENSGALP00000018719
ENSGACP00000012934	ENSGALP00000039708
ENSGACP00000004607	ENSGALP00000009443
ENSGACP00000007190	ENSGALP00000026448
ENSGACP00000009628	ENSGALP00000022482
ENSGACP00000011445	ENSGALP00000020617
ENSGACP00000014654	ENSGALP00000012943
ENSGACP00000018196	ENSGALP00000033115
ENSGACP00000001233	ENSGALP00000025903
ENSGACP00000000026	ENSGALP00000006470
ENSGACP00000004608	ENSGALP00000028328
ENSGACP00000012925	ENSGALP00000026523
ENSGACP00000012636	ENSGALP00000026488
ENSGACP00000020543	ENSGALP00000040986
ENSGACP00000023631	ENSGALP00000016520
ENSGACP00000016923	ENSGALP00000016520
ENSGACP00000024518	ENSGALP00000011518
ENSGACP00000017981	ENSGALP00000001353
ENSGACP00000002916	ENSGALP00000001353
ENSGACP00000003193	ENSGALP00000020419
ENSGACP00000022829	ENSGALP00000009962
ENSGACP00000027019	ENSGALP00000009962
ENSGACP00000018270	ENSGALP00000026953
ENSGACP00000000924	ENSGALP00000016084
ENSGACP00000000494	ENSGALP00000001263
ENSGACP00000013799	ENSGALP00000025819
ENSGACP00000017894	ENSGALP00000020844
ENSGACP00000004365	ENSGALP00000019093
ENSGACP00000021106	ENSGALP00000019093
ENSGACP00000014858	ENSGALP00000002998
ENSGACP00000010479	ENSGALP00000002998
ENSGACP00000026120	ENSGALP00000018130
ENSGACP00000006949	ENSGALP00000031999
ENSGACP00000012988	ENSGALP00000031999
ENSGACP00000027377	ENSGALP00000012981
ENSGACP00000018018	ENSGALP00000006594
ENSGACP00000012773	ENSGALP00000039903
ENSGACP00000006636	ENSGALP00000039903
ENSGACP00000026273	ENSGALP00000036825
ENSGACP00000012362	ENSGALP00000013524
ENSGACP00000021514	ENSGALP00000013524
ENSGACP00000027427	ENSGALP00000004442
ENSGACP00000027133	ENSGALP00000006481
ENSGACP00000014342	ENSGALP00000006481
ENSGACP00000018804	ENSGALP00000011954
ENSGACP00000022386	ENSGALP00000011954
ENSGACP00000015677	ENSGALP00000020106
ENSGACP00000016037	ENSGALP00000021572
ENSGACP00000025958	ENSGALP00000014575
ENSGACP00000017299	ENSGALP00000017773
ENSGACP00000020727	ENSGALP00000016479
ENSGACP00000014625	ENSGALP00000010279
ENSGACP00000022673	ENSGALP00000038261
ENSGACP00000007114	ENSGALP00000038261
ENSGACP00000026241	ENSGALP00000008014
ENSGACP00000013850	ENSGALP00000004371
ENSGACP00000021686	ENSGALP00000004371
ENSGACP00000023279	ENSGALP00000011666
ENSGACP00000001322	ENSGALP00000011666
ENSGACP00000016221	ENSGALP00000021544
ENSGACP00000021248	ENSGALP00000006760
ENSGACP00000018015	ENSGALP00000028686
ENSGACP00000023596	ENSGALP00000019941
ENSGACP00000016391	ENSGALP00000003793
ENSGACP00000004865	ENSGALP00000041170
ENSGACP00000009478	ENSGALP00000040840
ENSGACP00000015034	ENSGALP00000040840
ENSGACP00000024084	ENSGALP00000011091
ENSGACP00000018888	ENSGALP00000039011
ENSGACP00000026304	ENSGALP00000021279
ENSGACP00000013416	ENSGALP00000006720
ENSGACP00000020762	ENSGALP00000008918
ENSGACP00000025159	ENSGALP00000011479
ENSGACP00000012712	ENSGALP00000011479
ENSGACP00000010145	ENSGALP00000000880
ENSGACP00000026810	ENSGALP00000006656
ENSGACP00000014427	ENSGALP00000007191
ENSGACP00000022909	ENSGALP00000010997
ENSGACP00000001503	ENSGALP00000017547
ENSGACP00000002638	ENSGALP00000026130
ENSGACP00000010994	ENSGALP00000019398
ENSGACP00000021024	ENSGALP00000010660
ENSGACP00000014726	ENSGALP00000010967
ENSGACP00000004613	ENSGALP00000016630
ENSGACP00000018873	ENSGALP00000001257
ENSGACP00000021161	ENSGALP00000025584
ENSGACP00000016846	ENSGALP00000026542
ENSGACP00000025918	ENSGALP00000015861
ENSGACP00000004208	ENSGALP00000009394
ENSGACP00000020306	ENSGALP00000008304
ENSGACP00000022452	ENSGALP00000009475
ENSGACP00000019684	ENSGALP00000024873
ENSGACP00000015612	ENSGALP00000043137
ENSGACP00000006079	ENSGALP00000038838
ENSGACP00000011530	ENSGALP00000005317
ENSGACP00000007576	ENSGALP00000020513
ENSGACP00000020092	ENSGALP00000041002
ENSGACP00000005477	ENSGALP00000016270
ENSGACP00000018514	ENSGALP00000008414
ENSGACP00000014931	ENSGALP00000037011
ENSGACP00000021255	ENSGALP00000026458
ENSGACP00000011126	ENSGALP00000009110
ENSGACP00000027545	ENSGALP00000011818
ENSGACP00000009008	ENSGALP00000035953
ENSGACP00000009136	ENSGALP00000043237
ENSGACP00000021086	ENSGALP00000043047
ENSGACP00000014575	ENSGALP00000038424
ENSGACP00000001107	ENSGALP00000002492
ENSGACP00000002844	ENSGALP00000008022
ENSGACP00000008697	ENSGALP00000008022
ENSGACP00000020488	ENSGALP00000024871
ENSGACP00000008669	ENSGALP00000043348
ENSGACP00000014809	ENSGALP00000012577
ENSGACP00000020802	ENSGALP00000000543
ENSGACP00000015391	ENSGALP00000004244
ENSGACP00000010795	ENSGALP00000004244
ENSGACP00000006551	ENSGALP00000043327
ENSGACP00000021729	ENSGALP00000043327
ENSGACP00000021063	ENSGALP00000009226
ENSGACP00000021576	ENSGALP00000017568
ENSGACP00000001516	ENSGALP00000017568
ENSGACP00000008485	ENSGALP00000023676
ENSGACP00000021484	ENSGALP00000023676
ENSGACP00000017712	ENSGALP00000003056
ENSGACP00000023525	ENSGALP00000025008
ENSGACP00000004321	ENSGALP00000043130
ENSGACP00000014155	ENSGALP00000043130
ENSGACP00000007364	ENSGALP00000007751
ENSGACP00000014814	ENSGALP00000007751
ENSGACP00000005435	ENSGALP00000001057
ENSGACP00000019837	ENSGALP00000009666
ENSGACP00000004616	ENSGALP00000020713
ENSGACP00000016622	ENSGALP00000010751
ENSGACP00000015733	ENSGALP00000023532
ENSGACP00000004489	ENSGALP00000023532
ENSGACP00000010912	ENSGALP00000040725
ENSGACP00000000664	ENSGALP00000040725
ENSGACP00000027115	ENSGALP00000003721
ENSGACP00000019661	ENSGALP00000021028
ENSGACP00000026871	ENSGALP00000007490
ENSGACP00000024491	ENSGALP00000007490
ENSGACP00000023382	ENSGALP00000011069
ENSGACP00000020122	ENSGALP00000027278
ENSGACP00000020127	ENSGALP00000027323
ENSGACP00000025510	ENSGALP00000023135
ENSGACP00000024333	ENSGALP00000015825
ENSGACP00000025920	ENSGALP00000015825
ENSGACP00000021591	ENSGALP00000004006
ENSGACP00000023077	ENSGALP00000038966
ENSGACP00000020141	ENSGALP00000027332
ENSGACP00000005345	ENSGALP00000027332
ENSGACP00000027539	ENSGALP00000023188
ENSGACP00000023937	ENSGALP00000023188
ENSGACP00000020678	ENSGALP00000018212
ENSGACP00000005955	ENSGALP00000037924
ENSGACP00000012442	ENSGALP00000042837
ENSGACP00000023355	ENSGALP00000000050
ENSGACP00000008793	ENSGALP00000022241
ENSGACP00000022301	ENSGALP00000003352
ENSGACP00000012140	ENSGALP00000035716
ENSGACP00000026537	ENSGALP00000020990
ENSGACP00000024079	ENSGALP00000004941
ENSGACP00000011464	ENSGALP00000009166
ENSGACP00000014939	ENSGALP00000031938
ENSGACP00000014933	ENSGALP00000042165
ENSGACP00000024369	ENSGALP00000004542
ENSGACP00000003293	ENSGALP00000011796
ENSGACP00000012814	ENSGALP00000011796
ENSGACP00000012809	ENSGALP00000037883
ENSGACP00000003701	ENSGALP00000018279
ENSGACP00000014651	ENSGALP00000017079
ENSGACP00000005060	ENSGALP00000012693
ENSGACP00000023626	ENSGALP00000003422
ENSGACP00000005519	ENSGALP00000011046
ENSGACP00000005538	ENSGALP00000011046
ENSGACP00000019983	ENSGALP00000002212
ENSGACP00000003417	ENSGALP00000016260
ENSGACP00000003417	ENSGALP00000042446
ENSGACP00000024360	ENSGALP00000008374
ENSGACP00000023605	ENSGALP00000008374
ENSGACP00000023843	ENSGALP00000041169
ENSGACP00000026309	ENSGALP00000041169
ENSGACP00000016659	ENSGALP00000011515
ENSGACP00000022526	ENSGALP00000011515
ENSGACP00000022400	ENSGALP00000012941
ENSGACP00000019249	ENSGALP00000020559
ENSGACP00000010644	ENSGALP00000027816
ENSGACP00000000641	ENSGALP00000012053
ENSGACP00000005960	ENSGALP00000042661
ENSGACP00000003527	ENSGALP00000042961
ENSGACP00000014745	ENSGALP00000012597
ENSGACP00000020605	ENSGALP00000021996
ENSGACP00000013033	ENSGALP00000021996
ENSGACP00000025423	ENSGALP00000021086
ENSGACP00000011254	ENSGALP00000041394
ENSGACP00000002776	ENSGALP00000041394
ENSGACP00000004384	ENSGALP00000026167
ENSGACP00000022920	ENSGALP00000010962
ENSGACP00000013235	ENSGALP00000022291
ENSGACP00000026563	ENSGALP00000022754
ENSGACP00000013892	ENSGALP00000022754
ENSGACP00000027563	ENSGALP00000007850
ENSGACP00000014941	ENSGALP00000007715
ENSGACP00000020542	ENSGALP00000007715
ENSGACP00000008574	ENSGALP00000005610
ENSGACP00000022067	ENSGALP00000009224
ENSGACP00000002605	ENSGALP00000009224
ENSGACP00000024571	ENSGALP00000036964
ENSGACP00000025281	ENSGALP00000015862
ENSGACP00000004562	ENSGALP00000012273
ENSGACP00000007133	ENSGALP00000004297
ENSGACP00000002859	ENSGALP00000004297
ENSGACP00000025573	ENSGALP00000020906
ENSGACP00000010513	ENSGALP00000000569
ENSGACP00000024665	ENSGALP00000034660
ENSGACP00000019228	ENSGALP00000017301
ENSGACP00000017443	ENSGALP00000043059
ENSGACP00000003221	ENSGALP00000020866
ENSGACP00000021085	ENSGALP00000021146
ENSGACP00000001448	ENSGALP00000010799
ENSGACP00000004861	ENSGALP00000009711
ENSGACP00000008008	ENSGALP00000026026
ENSGACP00000009988	ENSGALP00000021520
ENSGACP00000005931	ENSGALP00000014662
ENSGACP00000025909	ENSGALP00000014662
ENSGACP00000016470	ENSGALP00000039195
ENSGACP00000018457	ENSGALP00000003746
ENSGACP00000021217	ENSGALP00000003746
ENSGACP00000009891	ENSGALP00000004669
ENSGACP00000016205	ENSGALP00000016898
ENSGACP00000012393	ENSGALP00000018320
ENSGACP00000017087	ENSGALP00000013851
ENSGACP00000007803	ENSGALP00000013851
ENSGACP00000002570	ENSGALP00000019752
ENSGACP00000018077	ENSGALP00000023617
ENSGACP00000012950	ENSGALP00000024648
ENSGACP00000003306	ENSGALP00000041025
ENSGACP00000007317	ENSGALP00000041025
ENSGACP00000018555	ENSGALP00000002894
ENSGACP00000025045	ENSGALP00000008428
ENSGACP00000016571	ENSGALP00000008428
ENSGACP00000019174	ENSGALP00000020334
ENSGACP00000007249	ENSGALP00000037713
ENSGACP00000014796	ENSGALP00000037713
ENSGACP00000013698	ENSGALP00000022114
ENSGACP00000010205	ENSGALP00000040847
ENSGACP00000009687	ENSGALP00000040847
ENSGACP00000013849	ENSGALP00000040637
ENSGACP00000009536	ENSGALP00000037008
ENSGACP00000006324	ENSGALP00000002658
ENSGACP00000025277	ENSGALP00000015856
ENSGACP00000012348	ENSGALP00000035449
ENSGACP00000017906	ENSGALP00000021257
ENSGACP00000020754	ENSGALP00000008874
ENSGACP00000004519	ENSGALP00000008874
ENSGACP00000015009	ENSGALP00000030734
ENSGACP00000018473	ENSGALP00000038622
ENSGACP00000023768	ENSGALP00000025682
ENSGACP00000024329	ENSGALP00000003863
ENSGACP00000006368	ENSGALP00000019501
ENSGACP00000010143	ENSGALP00000019501
ENSGACP00000005432	ENSGALP00000030752
ENSGACP00000026776	ENSGALP00000007007
ENSGACP00000017731	ENSGALP00000033238
ENSGACP00000007102	ENSGALP00000009778
ENSGACP00000027476	ENSGALP00000009778
ENSGACP00000011047	ENSGALP00000037432
ENSGACP00000000213	ENSGALP00000043097
ENSGACP00000016240	ENSGALP00000015533
ENSGACP00000004855	ENSGALP00000041983
ENSGACP00000025067	ENSGALP00000041983
ENSGACP00000014829	ENSGALP00000008215
ENSGACP00000025985	ENSGALP00000021197
ENSGACP00000013404	ENSGALP00000008673
ENSGACP00000000844	ENSGALP00000043204
ENSGACP00000012718	ENSGALP00000034485
ENSGACP00000008090	ENSGALP00000034485
ENSGACP00000014425	ENSGALP00000007633
ENSGACP00000026678	ENSGALP00000042987
ENSGACP00000023036	ENSGALP00000030668
ENSGACP00000020519	ENSGALP00000026161
ENSGACP00000004336	ENSGALP00000026161
ENSGACP00000027566	ENSGALP00000001777
ENSGACP00000009725	ENSGALP00000042317
ENSGACP00000015816	ENSGALP00000027410
ENSGACP00000022961	ENSGALP00000001856
ENSGACP00000005590	ENSGALP00000009538
ENSGACP00000025551	ENSGALP00000023280
ENSGACP00000002437	ENSGALP00000027310
ENSGACP00000021282	ENSGALP00000021981
ENSGACP00000010635	ENSGALP00000041132
ENSGACP00000004574	ENSGALP00000041132
ENSGACP00000021823	ENSGALP00000037144
ENSGACP00000000016	ENSGALP00000005064
ENSGACP00000016811	ENSGALP00000010582
ENSGACP00000007737	ENSGALP00000035090
ENSGACP00000007785	ENSGALP00000007115
ENSGACP00000016782	ENSGALP00000013846
ENSGACP00000015864	ENSGALP00000034996
ENSGACP00000014067	ENSGALP00000034996
ENSGACP00000026364	ENSGALP00000013762
ENSGACP00000000096	ENSGALP00000017413
ENSGACP00000003271	ENSGALP00000012858
ENSGACP00000006514	ENSGALP00000001121
ENSGACP00000001615	ENSGALP00000001121
ENSGACP00000000108	ENSGALP00000010712
ENSGACP00000025131	ENSGALP00000013880
ENSGACP00000011699	ENSGALP00000013880
ENSGACP00000018281	ENSGALP00000026941
ENSGACP00000006044	ENSGALP00000016588
ENSGACP00000020491	ENSGALP00000013168
ENSGACP00000005349	ENSGALP00000013992
ENSGACP00000018929	ENSGALP00000041046
ENSGACP00000006582	ENSGALP00000020070
ENSGACP00000008748	ENSGALP00000019644
ENSGACP00000007254	ENSGALP00000011213
ENSGACP00000020838	ENSGALP00000021545
ENSGACP00000007331	ENSGALP00000043034
ENSGACP00000017854	ENSGALP00000043034
ENSGACP00000022137	ENSGALP00000007901
ENSGACP00000003166	ENSGALP00000004663
ENSGACP00000012146	ENSGALP00000036794
ENSGACP00000007308	ENSGALP00000038108
ENSGACP00000003298	ENSGALP00000003890
ENSGACP00000003994	ENSGALP00000029456
ENSGACP00000000134	ENSGALP00000003426
ENSGACP00000006122	ENSGALP00000007346
ENSGACP00000003737	ENSGALP00000025048
ENSGACP00000007223	ENSGALP00000018174
ENSGACP00000007910	ENSGALP00000038215
ENSGACP00000022104	ENSGALP00000038215
ENSGACP00000006220	ENSGALP00000002157
ENSGACP00000022784	ENSGALP00000010376
ENSGACP00000000332	ENSGALP00000019666
ENSGACP00000004965	ENSGALP00000018634
ENSGACP00000004125	ENSGALP00000018634
ENSGACP00000019896	ENSGALP00000037012
ENSGACP00000023916	ENSGALP00000009931
ENSGACP00000022047	ENSGALP00000009931
ENSGACP00000007677	ENSGALP00000020469
ENSGACP00000011892	ENSGALP00000035213
ENSGACP00000007685	ENSGALP00000020464
ENSGACP00000015273	ENSGALP00000003114
ENSGACP00000010308	ENSGALP00000019925
ENSGACP00000022291	ENSGALP00000019925
ENSGACP00000013186	ENSGALP00000006588
ENSGACP00000013257	ENSGALP00000041576
ENSGACP00000006823	ENSGALP00000041576
ENSGACP00000006904	ENSGALP00000017342
ENSGACP00000012750	ENSGALP00000026544
ENSGACP00000022458	ENSGALP00000038437
ENSGACP00000007722	ENSGALP00000017899
ENSGACP00000017630	ENSGALP00000016346
ENSGACP00000013973	ENSGALP00000017228
ENSGACP00000019691	ENSGALP00000041755
ENSGACP00000011994	ENSGALP00000004428
ENSGACP00000008431	ENSGALP00000004428
ENSGACP00000012120	ENSGALP00000009484
ENSGACP00000023135	ENSGALP00000003257
ENSGACP00000022930	ENSGALP00000006304
ENSGACP00000017112	ENSGALP00000003315
ENSGACP00000012947	ENSGALP00000000791
ENSGACP00000020465	ENSGALP00000019877
ENSGACP00000006948	ENSGALP00000017185
ENSGACP00000024634	ENSGALP00000017185
ENSGACP00000003575	ENSGALP00000014797
ENSGACP00000010631	ENSGALP00000017724
ENSGACP00000008098	ENSGALP00000017724
ENSGACP00000001890	ENSGALP00000026009
ENSGACP00000012355	ENSGALP00000011862
ENSGACP00000014203	ENSGALP00000011860
ENSGACP00000012336	ENSGALP00000011964
ENSGACP00000023888	ENSGALP00000009792
ENSGACP00000021953	ENSGALP00000015407
ENSGACP00000027607	ENSGALP00000039237
ENSGACP00000027654	ENSGALP00000025323
ENSGACP00000017328	ENSGALP00000002025
ENSGACP00000004011	ENSGALP00000024780
ENSGACP00000004003	ENSGALP00000024779
ENSGACP00000024090	ENSGALP00000012648
ENSGACP00000024604	ENSGALP00000022184
ENSGACP00000005966	ENSGALP00000023949
ENSGACP00000022834	ENSGALP00000023949
ENSGACP00000022187	ENSGALP00000042868
ENSGACP00000018723	ENSGALP00000042296
ENSGACP00000005809	ENSGALP00000011672
ENSGACP00000011764	ENSGALP00000036122
ENSGACP00000000232	ENSGALP00000017695
ENSGACP00000018239	ENSGALP00000027889
ENSGACP00000026294	ENSGALP00000027889
ENSGACP00000015031	ENSGALP00000038233
ENSGACP00000000899	ENSGALP00000041686
ENSGACP00000001282	ENSGALP00000039479
ENSGACP00000027604	ENSGALP00000002242
ENSGACP00000024805	ENSGALP00000037458
ENSGACP00000019944	ENSGALP00000010392
ENSGACP00000021735	ENSGALP00000020897
ENSGACP00000006567	ENSGALP00000020897
ENSGACP00000021061	ENSGALP00000009229
ENSGACP00000004341	ENSGALP00000034376
ENSGACP00000012160	ENSGALP00000005336
ENSGACP00000003739	ENSGALP00000027423
ENSGACP00000008123	ENSGALP00000041106
ENSGACP00000017573	ENSGALP00000041106
ENSGACP00000008519	ENSGALP00000026271
ENSGACP00000003248	ENSGALP00000041586
ENSGACP00000024464	ENSGALP00000005662
ENSGACP00000009269	ENSGALP00000005662
ENSGACP00000024653	ENSGALP00000007421
ENSGACP00000009510	ENSGALP00000023707
ENSGACP00000021772	ENSGALP00000036878
ENSGACP00000020936	ENSGALP00000018955
ENSGACP00000019104	ENSGALP00000018955
ENSGACP00000008354	ENSGALP00000031005
ENSGACP00000023868	ENSGALP00000007311
ENSGACP00000021242	ENSGALP00000006747
ENSGACP00000017992	ENSGALP00000022571
ENSGACP00000024225	ENSGALP00000033702
ENSGACP00000014599	ENSGALP00000004956
ENSGACP00000022545	ENSGALP00000004956
ENSGACP00000014131	ENSGALP00000001020
ENSGACP00000004366	ENSGALP00000001020
ENSGACP00000001182	ENSGALP00000016539
ENSGACP00000005195	ENSGALP00000014306
ENSGACP00000015109	ENSGALP00000012767
ENSGACP00000022614	ENSGALP00000012767
ENSGACP00000008686	ENSGALP00000040280
ENSGACP00000024837	ENSGALP00000025353
ENSGACP00000018999	ENSGALP00000030827
ENSGACP00000003483	ENSGALP00000004169
ENSGACP00000019968	ENSGALP00000027053
ENSGACP00000005807	ENSGALP00000011727
ENSGACP00000025960	ENSGALP00000014431
ENSGACP00000007119	ENSGALP00000008410
ENSGACP00000022701	ENSGALP00000008410
