ENSTGUP00000008915	ENSACAP00000005936
ENSTGUP00000014546	ENSACAP00000012327
ENSTGUP00000013602	ENSACAP00000013257
ENSTGUP00000013648	ENSACAP00000019226
ENSTGUP00000008912	ENSACAP00000007936
ENSTGUP00000001845	ENSACAP00000015846
ENSTGUP00000010860	ENSACAP00000014023
ENSTGUP00000016495	ENSACAP00000008716
ENSTGUP00000007602	ENSACAP00000008376
ENSTGUP00000012050	ENSACAP00000005696
ENSTGUP00000005854	ENSACAP00000014195
ENSTGUP00000003247	ENSACAP00000013346
ENSTGUP00000010969	ENSACAP00000003346
ENSTGUP00000010015	ENSACAP00000002393
ENSTGUP00000002982	ENSACAP00000010763
ENSTGUP00000002984	ENSACAP00000010237
ENSTGUP00000002987	ENSACAP00000010220
ENSTGUP00000003527	ENSACAP00000006361
ENSTGUP00000009239	ENSACAP00000017628
ENSTGUP00000011957	ENSACAP00000003214
ENSTGUP00000008026	ENSACAP00000019724
ENSTGUP00000002612	ENSACAP00000012637
ENSTGUP00000003013	ENSACAP00000007108
ENSTGUP00000009194	ENSACAP00000017640
ENSTGUP00000008623	ENSACAP00000015879
ENSTGUP00000013211	ENSACAP00000016548
ENSTGUP00000013556	ENSACAP00000010474
ENSTGUP00000003699	ENSACAP00000005591
ENSTGUP00000013486	ENSACAP00000022523
ENSTGUP00000006614	ENSACAP00000003024
ENSTGUP00000005972	ENSACAP00000014642
ENSTGUP00000006740	ENSACAP00000017448
ENSTGUP00000001670	ENSACAP00000013866
ENSTGUP00000017690	ENSACAP00000002889
ENSTGUP00000009727	ENSACAP00000001184
ENSTGUP00000006916	ENSACAP00000013394
ENSTGUP00000001345	ENSACAP00000003806
ENSTGUP00000007815	ENSACAP00000013720
ENSTGUP00000009701	ENSACAP00000009325
ENSTGUP00000011875	ENSACAP00000012002
ENSTGUP00000001064	ENSACAP00000002497
ENSTGUP00000005303	ENSACAP00000005794
ENSTGUP00000015497	ENSACAP00000012045
ENSTGUP00000012543	ENSACAP00000012184
ENSTGUP00000000947	ENSACAP00000016350
ENSTGUP00000013462	ENSACAP00000000239
ENSTGUP00000004563	ENSACAP00000006706
ENSTGUP00000011693	ENSACAP00000006703
ENSTGUP00000011720	ENSACAP00000002598
ENSTGUP00000009623	ENSACAP00000003500
ENSTGUP00000003753	ENSACAP00000010005
ENSTGUP00000009137	ENSACAP00000012717
ENSTGUP00000010983	ENSACAP00000015818
ENSTGUP00000007228	ENSACAP00000014680
ENSTGUP00000016079	ENSACAP00000013782
ENSTGUP00000008976	ENSACAP00000011517
ENSTGUP00000010393	ENSACAP00000002778
ENSTGUP00000005477	ENSACAP00000010849
ENSTGUP00000012184	ENSACAP00000001422
ENSTGUP00000001952	ENSACAP00000013118
ENSTGUP00000012017	ENSACAP00000013312
ENSTGUP00000012023	ENSACAP00000013360
ENSTGUP00000012022	ENSACAP00000013314
ENSTGUP00000005320	ENSACAP00000003392
ENSTGUP00000013653	ENSACAP00000007370
ENSTGUP00000013883	ENSACAP00000014389
ENSTGUP00000000743	ENSACAP00000017444
ENSTGUP00000000732	ENSACAP00000017454
ENSTGUP00000009839	ENSACAP00000000822
ENSTGUP00000006081	ENSACAP00000002964
ENSTGUP00000013885	ENSACAP00000014234
ENSTGUP00000000352	ENSACAP00000001341
ENSTGUP00000001149	ENSACAP00000016258
ENSTGUP00000016958	ENSACAP00000008428
ENSTGUP00000009067	ENSACAP00000009703
ENSTGUP00000000384	ENSACAP00000001461
ENSTGUP00000013208	ENSACAP00000016577
ENSTGUP00000011477	ENSACAP00000020231
ENSTGUP00000004210	ENSACAP00000017502
ENSTGUP00000004205	ENSACAP00000012419
ENSTGUP00000013002	ENSACAP00000012084
ENSTGUP00000013114	ENSACAP00000008134
ENSTGUP00000003163	ENSACAP00000013113
ENSTGUP00000008321	ENSACAP00000011093
ENSTGUP00000001628	ENSACAP00000000140
ENSTGUP00000013670	ENSACAP00000006989
ENSTGUP00000007022	ENSACAP00000002937
ENSTGUP00000009856	ENSACAP00000013159
ENSTGUP00000000746	ENSACAP00000011427
ENSTGUP00000006162	ENSACAP00000013412
ENSTGUP00000012777	ENSACAP00000013042
ENSTGUP00000005148	ENSACAP00000022100
ENSTGUP00000003594	ENSACAP00000013987
ENSTGUP00000006159	ENSACAP00000007585
ENSTGUP00000017107	ENSACAP00000006225
ENSTGUP00000011400	ENSACAP00000015231
ENSTGUP00000001601	ENSACAP00000013343
ENSTGUP00000011323	ENSACAP00000014773
ENSTGUP00000004257	ENSACAP00000012057
ENSTGUP00000009053	ENSACAP00000013906
ENSTGUP00000008461	ENSACAP00000004252
ENSTGUP00000007987	ENSACAP00000000670
ENSTGUP00000004391	ENSACAP00000012357
ENSTGUP00000010520	ENSACAP00000008239
ENSTGUP00000003132	ENSACAP00000002245
ENSTGUP00000010744	ENSACAP00000005029
ENSTGUP00000003518	ENSACAP00000004709
ENSTGUP00000004137	ENSACAP00000002442
ENSTGUP00000003869	ENSACAP00000004412
ENSTGUP00000001718	ENSACAP00000019119
ENSTGUP00000008055	ENSACAP00000021513
ENSTGUP00000005723	ENSACAP00000004676
ENSTGUP00000005739	ENSACAP00000004697
ENSTGUP00000008175	ENSACAP00000016765
ENSTGUP00000006108	ENSACAP00000009090
ENSTGUP00000006747	ENSACAP00000006401
ENSTGUP00000013044	ENSACAP00000010916
ENSTGUP00000012806	ENSACAP00000009533
ENSTGUP00000013568	ENSACAP00000011175
ENSTGUP00000009924	ENSACAP00000014824
ENSTGUP00000005370	ENSACAP00000009238
ENSTGUP00000008227	ENSACAP00000007151
ENSTGUP00000001527	ENSACAP00000005867
ENSTGUP00000016280	ENSACAP00000002082
ENSTGUP00000001523	ENSACAP00000005885
ENSTGUP00000014004	ENSACAP00000007784
ENSTGUP00000015263	ENSACAP00000015619
ENSTGUP00000009859	ENSACAP00000001175
ENSTGUP00000010250	ENSACAP00000011946
ENSTGUP00000013499	ENSACAP00000001651
ENSTGUP00000001300	ENSACAP00000002381
ENSTGUP00000012452	ENSACAP00000008705
ENSTGUP00000005220	ENSACAP00000009070
ENSTGUP00000011701	ENSACAP00000017190
ENSTGUP00000011861	ENSACAP00000000730
ENSTGUP00000000639	ENSACAP00000003391
ENSTGUP00000015749	ENSACAP00000009308
ENSTGUP00000004659	ENSACAP00000011699
ENSTGUP00000011033	ENSACAP00000015578
ENSTGUP00000011268	ENSACAP00000000094
ENSTGUP00000004282	ENSACAP00000006243
ENSTGUP00000008643	ENSACAP00000022999
ENSTGUP00000011339	ENSACAP00000018562
ENSTGUP00000013931	ENSACAP00000013452
ENSTGUP00000012837	ENSACAP00000014947
ENSTGUP00000012981	ENSACAP00000004679
ENSTGUP00000001479	ENSACAP00000000401
ENSTGUP00000000700	ENSACAP00000010761
ENSTGUP00000018242	ENSACAP00000009840
ENSTGUP00000003745	ENSACAP00000010283
ENSTGUP00000015973	ENSACAP00000007191
ENSTGUP00000013048	ENSACAP00000013037
ENSTGUP00000003187	ENSACAP00000004690
ENSTGUP00000009102	ENSACAP00000006796
ENSTGUP00000004678	ENSACAP00000001001
ENSTGUP00000007163	ENSACAP00000009470
ENSTGUP00000001921	ENSACAP00000013535
ENSTGUP00000001181	ENSACAP00000003666
ENSTGUP00000017563	ENSACAP00000021608
ENSTGUP00000009861	ENSACAP00000003246
ENSTGUP00000011383	ENSACAP00000008669
ENSTGUP00000018172	ENSACAP00000003935
ENSTGUP00000013023	ENSACAP00000004090
ENSTGUP00000009056	ENSACAP00000002155
ENSTGUP00000005918	ENSACAP00000014427
ENSTGUP00000007198	ENSACAP00000007015
ENSTGUP00000007531	ENSACAP00000013768
ENSTGUP00000004071	ENSACAP00000012864
ENSTGUP00000011722	ENSACAP00000017211
ENSTGUP00000004549	ENSACAP00000000727
ENSTGUP00000011759	ENSACAP00000010520
ENSTGUP00000001562	ENSACAP00000022806
ENSTGUP00000009944	ENSACAP00000003142
ENSTGUP00000000659	ENSACAP00000000796
ENSTGUP00000004905	ENSACAP00000001410
ENSTGUP00000005421	ENSACAP00000015416
ENSTGUP00000007347	ENSACAP00000006520
ENSTGUP00000012390	ENSACAP00000016467
ENSTGUP00000005441	ENSACAP00000015388
ENSTGUP00000017680	ENSACAP00000012854
ENSTGUP00000007699	ENSACAP00000004592
ENSTGUP00000002824	ENSACAP00000006202
ENSTGUP00000002327	ENSACAP00000000507
ENSTGUP00000015435	ENSACAP00000011186
ENSTGUP00000007056	ENSACAP00000010868
ENSTGUP00000012576	ENSACAP00000009977
ENSTGUP00000013276	ENSACAP00000008997
ENSTGUP00000003174	ENSACAP00000015631
ENSTGUP00000013143	ENSACAP00000012558
ENSTGUP00000003351	ENSACAP00000003647
ENSTGUP00000017705	ENSACAP00000014743
ENSTGUP00000004877	ENSACAP00000003776
ENSTGUP00000010191	ENSACAP00000014669
ENSTGUP00000009994	ENSACAP00000002315
ENSTGUP00000012237	ENSACAP00000003553
ENSTGUP00000006907	ENSACAP00000005312
ENSTGUP00000004759	ENSACAP00000003960
ENSTGUP00000001912	ENSACAP00000017330
ENSTGUP00000006805	ENSACAP00000009079
ENSTGUP00000000823	ENSACAP00000012213
ENSTGUP00000009166	ENSACAP00000009573
ENSTGUP00000006384	ENSACAP00000014515
ENSTGUP00000011458	ENSACAP00000015573
ENSTGUP00000011870	ENSACAP00000010013
ENSTGUP00000017604	ENSACAP00000013207
ENSTGUP00000001372	ENSACAP00000002927
ENSTGUP00000014518	ENSACAP00000016046
ENSTGUP00000003209	ENSACAP00000004757
ENSTGUP00000007814	ENSACAP00000014384
ENSTGUP00000006711	ENSACAP00000011704
ENSTGUP00000007526	ENSACAP00000016568
ENSTGUP00000000960	ENSACAP00000015051
ENSTGUP00000013022	ENSACAP00000000034
ENSTGUP00000004414	ENSACAP00000009809
ENSTGUP00000004339	ENSACAP00000010011
ENSTGUP00000013030	ENSACAP00000000035
ENSTGUP00000009142	ENSACAP00000013006
ENSTGUP00000008616	ENSACAP00000013252
ENSTGUP00000000956	ENSACAP00000016413
ENSTGUP00000007589	ENSACAP00000007592
ENSTGUP00000007599	ENSACAP00000007617
ENSTGUP00000005465	ENSACAP00000016521
ENSTGUP00000011929	ENSACAP00000012916
ENSTGUP00000011936	ENSACAP00000012987
ENSTGUP00000003307	ENSACAP00000002035
ENSTGUP00000010251	ENSACAP00000015285
ENSTGUP00000012056	ENSACAP00000014152
ENSTGUP00000000769	ENSACAP00000003862
ENSTGUP00000010326	ENSACAP00000009678
ENSTGUP00000003552	ENSACAP00000001944
ENSTGUP00000003118	ENSACAP00000014473
ENSTGUP00000006317	ENSACAP00000001291
ENSTGUP00000001036	ENSACAP00000007304
ENSTGUP00000004807	ENSACAP00000003929
ENSTGUP00000008394	ENSACAP00000006931
ENSTGUP00000003408	ENSACAP00000000546
ENSTGUP00000008757	ENSACAP00000009302
ENSTGUP00000002424	ENSACAP00000002566
ENSTGUP00000001034	ENSACAP00000015713
ENSTGUP00000010263	ENSACAP00000007546
ENSTGUP00000004582	ENSACAP00000005588
ENSTGUP00000011761	ENSACAP00000007488
ENSTGUP00000010130	ENSACAP00000021446
ENSTGUP00000010273	ENSACAP00000009793
ENSTGUP00000006704	ENSACAP00000017449
ENSTGUP00000007156	ENSACAP00000004477
ENSTGUP00000000504	ENSACAP00000012491
ENSTGUP00000005392	ENSACAP00000003379
ENSTGUP00000008446	ENSACAP00000011356
ENSTGUP00000002747	ENSACAP00000020153
ENSTGUP00000011468	ENSACAP00000015457
ENSTGUP00000007711	ENSACAP00000004360
ENSTGUP00000016135	ENSACAP00000005607
ENSTGUP00000012958	ENSACAP00000010840
ENSTGUP00000007210	ENSACAP00000017188
ENSTGUP00000009917	ENSACAP00000001879
ENSTGUP00000001570	ENSACAP00000018620
ENSTGUP00000011587	ENSACAP00000009698
ENSTGUP00000012968	ENSACAP00000000290
ENSTGUP00000004902	ENSACAP00000009263
ENSTGUP00000012970	ENSACAP00000004303
ENSTGUP00000011431	ENSACAP00000017337
ENSTGUP00000007142	ENSACAP00000001477
ENSTGUP00000006176	ENSACAP00000007044
ENSTGUP00000005168	ENSACAP00000002977
ENSTGUP00000005306	ENSACAP00000005812
ENSTGUP00000017358	ENSACAP00000001216
ENSTGUP00000007400	ENSACAP00000000011
ENSTGUP00000012818	ENSACAP00000000334
ENSTGUP00000011157	ENSACAP00000016812
ENSTGUP00000011609	ENSACAP00000016486
ENSTGUP00000004131	ENSACAP00000007668
ENSTGUP00000009849	ENSACAP00000003185
ENSTGUP00000007119	ENSACAP00000009476
ENSTGUP00000016793	ENSACAP00000014614
ENSTGUP00000010419	ENSACAP00000010881
ENSTGUP00000002739	ENSACAP00000009075
ENSTGUP00000002271	ENSACAP00000017241
ENSTGUP00000001814	ENSACAP00000013444
ENSTGUP00000012658	ENSACAP00000010328
ENSTGUP00000007618	ENSACAP00000000271
ENSTGUP00000003710	ENSACAP00000011513
ENSTGUP00000007822	ENSACAP00000013851
ENSTGUP00000013800	ENSACAP00000009647
ENSTGUP00000016981	ENSACAP00000010457
ENSTGUP00000018295	ENSACAP00000015143
ENSTGUP00000007641	ENSACAP00000004594
ENSTGUP00000017553	ENSACAP00000008390
ENSTGUP00000007637	ENSACAP00000004597
ENSTGUP00000010628	ENSACAP00000001629
ENSTGUP00000017449	ENSACAP00000015721
ENSTGUP00000012207	ENSACAP00000021572
ENSTGUP00000013927	ENSACAP00000013664
ENSTGUP00000009480	ENSACAP00000003714
ENSTGUP00000009074	ENSACAP00000013496
ENSTGUP00000012657	ENSACAP00000005854
ENSTGUP00000015603	ENSACAP00000010364
ENSTGUP00000006163	ENSACAP00000000299
ENSTGUP00000007332	ENSACAP00000014907
ENSTGUP00000000247	ENSACAP00000006719
ENSTGUP00000006398	ENSACAP00000014049
ENSTGUP00000000395	ENSACAP00000001890
ENSTGUP00000008938	ENSACAP00000004565
ENSTGUP00000009681	ENSACAP00000013894
ENSTGUP00000012151	ENSACAP00000001067
ENSTGUP00000002375	ENSACAP00000002291
ENSTGUP00000001796	ENSACAP00000013208
ENSTGUP00000012624	ENSACAP00000019494
ENSTGUP00000013858	ENSACAP00000002113
ENSTGUP00000001636	ENSACAP00000017100
ENSTGUP00000000447	ENSACAP00000003088
ENSTGUP00000002998	ENSACAP00000011626
ENSTGUP00000005810	ENSACAP00000002069
ENSTGUP00000005705	ENSACAP00000016503
ENSTGUP00000000757	ENSACAP00000009459
ENSTGUP00000013063	ENSACAP00000011596
ENSTGUP00000003783	ENSACAP00000002429
ENSTGUP00000015979	ENSACAP00000011706
ENSTGUP00000003292	ENSACAP00000014688
ENSTGUP00000012585	ENSACAP00000017915
ENSTGUP00000002659	ENSACAP00000000793
ENSTGUP00000013719	ENSACAP00000006074
ENSTGUP00000017868	ENSACAP00000015228
ENSTGUP00000007864	ENSACAP00000005293
ENSTGUP00000011299	ENSACAP00000017821
ENSTGUP00000013747	ENSACAP00000007997
ENSTGUP00000012871	ENSACAP00000003811
ENSTGUP00000002651	ENSACAP00000001008
ENSTGUP00000005537	ENSACAP00000007326
ENSTGUP00000018082	ENSACAP00000019282
ENSTGUP00000017863	ENSACAP00000000795
ENSTGUP00000002657	ENSACAP00000000832
ENSTGUP00000000899	ENSACAP00000017357
ENSTGUP00000007615	ENSACAP00000008397
ENSTGUP00000009740	ENSACAP00000003399
ENSTGUP00000013832	ENSACAP00000010513
ENSTGUP00000013877	ENSACAP00000010059
ENSTGUP00000011694	ENSACAP00000021919
ENSTGUP00000011459	ENSACAP00000001016
ENSTGUP00000005341	ENSACAP00000016630
ENSTGUP00000011683	ENSACAP00000011020
ENSTGUP00000010516	ENSACAP00000008450
ENSTGUP00000008027	ENSACAP00000000944
ENSTGUP00000009282	ENSACAP00000005017
ENSTGUP00000010444	ENSACAP00000004424
ENSTGUP00000000990	ENSACAP00000006772
ENSTGUP00000014721	ENSACAP00000014343
ENSTGUP00000008388	ENSACAP00000006418
ENSTGUP00000015504	ENSACAP00000008312
ENSTGUP00000015304	ENSACAP00000015075
ENSTGUP00000012782	ENSACAP00000014406
ENSTGUP00000012780	ENSACAP00000019030
ENSTGUP00000013901	ENSACAP00000009108
ENSTGUP00000009421	ENSACAP00000017916
ENSTGUP00000001482	ENSACAP00000014981
ENSTGUP00000008591	ENSACAP00000006681
ENSTGUP00000010688	ENSACAP00000011536
ENSTGUP00000006491	ENSACAP00000013494
ENSTGUP00000005630	ENSACAP00000016547
ENSTGUP00000006738	ENSACAP00000014298
ENSTGUP00000008406	ENSACAP00000010415
ENSTGUP00000006521	ENSACAP00000005543
ENSTGUP00000010320	ENSACAP00000011578
ENSTGUP00000003951	ENSACAP00000007587
ENSTGUP00000013521	ENSACAP00000011321
ENSTGUP00000004518	ENSACAP00000017394
ENSTGUP00000018239	ENSACAP00000013761
ENSTGUP00000004642	ENSACAP00000013839
ENSTGUP00000004480	ENSACAP00000009412
ENSTGUP00000018257	ENSACAP00000013766
ENSTGUP00000008599	ENSACAP00000009771
ENSTGUP00000012021	ENSACAP00000010923
ENSTGUP00000001033	ENSACAP00000002811
ENSTGUP00000001433	ENSACAP00000004570
ENSTGUP00000000021	ENSACAP00000016849
ENSTGUP00000012180	ENSACAP00000000687
ENSTGUP00000009852	ENSACAP00000010252
ENSTGUP00000004650	ENSACAP00000019440
ENSTGUP00000002421	ENSACAP00000015840
ENSTGUP00000007095	ENSACAP00000009303
ENSTGUP00000001910	ENSACAP00000011904
ENSTGUP00000010179	ENSACAP00000005436
ENSTGUP00000012322	ENSACAP00000012053
ENSTGUP00000006926	ENSACAP00000006011
ENSTGUP00000003346	ENSACAP00000013728
ENSTGUP00000009061	ENSACAP00000008281
ENSTGUP00000001513	ENSACAP00000014608
ENSTGUP00000008687	ENSACAP00000019228
ENSTGUP00000010756	ENSACAP00000011075
ENSTGUP00000006537	ENSACAP00000013709
ENSTGUP00000010737	ENSACAP00000011346
ENSTGUP00000008664	ENSACAP00000006858
ENSTGUP00000001504	ENSACAP00000014753
ENSTGUP00000008625	ENSACAP00000006739
ENSTGUP00000010903	ENSACAP00000003462
ENSTGUP00000016176	ENSACAP00000006105
ENSTGUP00000012223	ENSACAP00000003402
ENSTGUP00000010277	ENSACAP00000014430
ENSTGUP00000013094	ENSACAP00000004540
ENSTGUP00000008033	ENSACAP00000016930
ENSTGUP00000005056	ENSACAP00000002838
ENSTGUP00000005606	ENSACAP00000003019
ENSTGUP00000009572	ENSACAP00000008690
ENSTGUP00000010696	ENSACAP00000002222
ENSTGUP00000013518	ENSACAP00000017607
ENSTGUP00000004353	ENSACAP00000010024
ENSTGUP00000012619	ENSACAP00000016805
ENSTGUP00000002953	ENSACAP00000005512
ENSTGUP00000011604	ENSACAP00000006106
ENSTGUP00000013330	ENSACAP00000015597
ENSTGUP00000009130	ENSACAP00000008845
ENSTGUP00000017115	ENSACAP00000016537
ENSTGUP00000013165	ENSACAP00000013470
ENSTGUP00000002859	ENSACAP00000009410
ENSTGUP00000002663	ENSACAP00000003608
ENSTGUP00000013132	ENSACAP00000007924
ENSTGUP00000003333	ENSACAP00000013674
ENSTGUP00000000511	ENSACAP00000006829
ENSTGUP00000017406	ENSACAP00000012295
ENSTGUP00000002862	ENSACAP00000008521
ENSTGUP00000005592	ENSACAP00000008904
ENSTGUP00000011201	ENSACAP00000013707
ENSTGUP00000010261	ENSACAP00000008167
ENSTGUP00000000423	ENSACAP00000000932
ENSTGUP00000001342	ENSACAP00000001049
ENSTGUP00000008956	ENSACAP00000008063
ENSTGUP00000003194	ENSACAP00000001066
ENSTGUP00000008634	ENSACAP00000008528
ENSTGUP00000009739	ENSACAP00000008942
ENSTGUP00000001965	ENSACAP00000009567
ENSTGUP00000011470	ENSACAP00000001799
ENSTGUP00000001390	ENSACAP00000016340
ENSTGUP00000010763	ENSACAP00000014880
ENSTGUP00000006606	ENSACAP00000002995
ENSTGUP00000010881	ENSACAP00000015428
ENSTGUP00000006447	ENSACAP00000002090
ENSTGUP00000012264	ENSACAP00000002689
ENSTGUP00000002851	ENSACAP00000011521
ENSTGUP00000002255	ENSACAP00000017410
ENSTGUP00000008276	ENSACAP00000001036
ENSTGUP00000012355	ENSACAP00000011599
ENSTGUP00000011804	ENSACAP00000014948
ENSTGUP00000007943	ENSACAP00000005012
ENSTGUP00000012698	ENSACAP00000017234
ENSTGUP00000013857	ENSACAP00000013432
ENSTGUP00000000539	ENSACAP00000009196
ENSTGUP00000003375	ENSACAP00000012689
ENSTGUP00000007472	ENSACAP00000002449
ENSTGUP00000007683	ENSACAP00000003307
ENSTGUP00000007354	ENSACAP00000001906
ENSTGUP00000003476	ENSACAP00000017080
ENSTGUP00000001207	ENSACAP00000009750
ENSTGUP00000010533	ENSACAP00000007397
ENSTGUP00000009424	ENSACAP00000004908
ENSTGUP00000007675	ENSACAP00000004212
ENSTGUP00000012617	ENSACAP00000014313
ENSTGUP00000010063	ENSACAP00000002564
ENSTGUP00000000268	ENSACAP00000008639
ENSTGUP00000013801	ENSACAP00000009700
ENSTGUP00000007381	ENSACAP00000014816
ENSTGUP00000010916	ENSACAP00000003526
ENSTGUP00000012007	ENSACAP00000020202
ENSTGUP00000011897	ENSACAP00000011833
ENSTGUP00000010967	ENSACAP00000004003
ENSTGUP00000004296	ENSACAP00000010016
ENSTGUP00000009192	ENSACAP00000022281
ENSTGUP00000008047	ENSACAP00000004520
ENSTGUP00000008002	ENSACAP00000013121
ENSTGUP00000008828	ENSACAP00000000344
ENSTGUP00000000907	ENSACAP00000014745
ENSTGUP00000003948	ENSACAP00000016606
ENSTGUP00000005001	ENSACAP00000006219
ENSTGUP00000001856	ENSACAP00000013475
ENSTGUP00000002833	ENSACAP00000013954
ENSTGUP00000005926	ENSACAP00000001611
ENSTGUP00000006930	ENSACAP00000006570
ENSTGUP00000006958	ENSACAP00000006403
ENSTGUP00000005097	ENSACAP00000015103
ENSTGUP00000007370	ENSACAP00000019294
ENSTGUP00000011307	ENSACAP00000008228
ENSTGUP00000007912	ENSACAP00000011923
ENSTGUP00000007089	ENSACAP00000001660
ENSTGUP00000003444	ENSACAP00000013654
ENSTGUP00000002726	ENSACAP00000002366
ENSTGUP00000007476	ENSACAP00000019888
ENSTGUP00000008496	ENSACAP00000001544
ENSTGUP00000009728	ENSACAP00000003347
ENSTGUP00000009381	ENSACAP00000011888
ENSTGUP00000009024	ENSACAP00000007118
ENSTGUP00000012705	ENSACAP00000017252
ENSTGUP00000008739	ENSACAP00000012439
ENSTGUP00000008928	ENSACAP00000006168
ENSTGUP00000000609	ENSACAP00000007707
ENSTGUP00000011709	ENSACAP00000004812
ENSTGUP00000010518	ENSACAP00000000985
ENSTGUP00000004123	ENSACAP00000021852
ENSTGUP00000011997	ENSACAP00000011088
ENSTGUP00000010740	ENSACAP00000016328
ENSTGUP00000008856	ENSACAP00000020001
ENSTGUP00000012740	ENSACAP00000021034
ENSTGUP00000012146	ENSACAP00000010029
ENSTGUP00000003767	ENSACAP00000005344
ENSTGUP00000004922	ENSACAP00000013819
ENSTGUP00000013106	ENSACAP00000012362
ENSTGUP00000004749	ENSACAP00000007183
ENSTGUP00000013117	ENSACAP00000012369
ENSTGUP00000013109	ENSACAP00000012367
ENSTGUP00000000996	ENSACAP00000015376
ENSTGUP00000007975	ENSACAP00000010084
ENSTGUP00000008023	ENSACAP00000010286
ENSTGUP00000000985	ENSACAP00000015253
ENSTGUP00000000448	ENSACAP00000005421
ENSTGUP00000005127	ENSACAP00000017732
ENSTGUP00000012008	ENSACAP00000009452
ENSTGUP00000007901	ENSACAP00000009690
ENSTGUP00000001030	ENSACAP00000015679
ENSTGUP00000002646	ENSACAP00000003492
ENSTGUP00000006366	ENSACAP00000013078
ENSTGUP00000001893	ENSACAP00000011591
ENSTGUP00000000934	ENSACAP00000011742
ENSTGUP00000003583	ENSACAP00000012090
ENSTGUP00000005209	ENSACAP00000008220
ENSTGUP00000001024	ENSACAP00000007156
ENSTGUP00000000903	ENSACAP00000009242
ENSTGUP00000005497	ENSACAP00000001619
ENSTGUP00000005860	ENSACAP00000009974
ENSTGUP00000002305	ENSACAP00000008809
ENSTGUP00000008943	ENSACAP00000009781
ENSTGUP00000001554	ENSACAP00000005613
ENSTGUP00000012434	ENSACAP00000011728
ENSTGUP00000013519	ENSACAP00000006930
ENSTGUP00000016764	ENSACAP00000005499
ENSTGUP00000006418	ENSACAP00000015958
ENSTGUP00000004766	ENSACAP00000010134
ENSTGUP00000011074	ENSACAP00000005789
ENSTGUP00000013479	ENSACAP00000000342
ENSTGUP00000012875	ENSACAP00000010143
ENSTGUP00000012868	ENSACAP00000003732
ENSTGUP00000013864	ENSACAP00000002698
ENSTGUP00000007468	ENSACAP00000011373
ENSTGUP00000011407	ENSACAP00000020892
ENSTGUP00000014523	ENSACAP00000006688
ENSTGUP00000002252	ENSACAP00000010079
ENSTGUP00000002272	ENSACAP00000014586
ENSTGUP00000010826	ENSACAP00000007459
ENSTGUP00000004695	ENSACAP00000015027
ENSTGUP00000006228	ENSACAP00000002403
ENSTGUP00000009305	ENSACAP00000012019
ENSTGUP00000004825	ENSACAP00000004530
ENSTGUP00000006956	ENSACAP00000020418
ENSTGUP00000003952	ENSACAP00000014754
ENSTGUP00000012310	ENSACAP00000009063
ENSTGUP00000005601	ENSACAP00000003599
ENSTGUP00000011953	ENSACAP00000003177
ENSTGUP00000008056	ENSACAP00000010348
ENSTGUP00000005893	ENSACAP00000002471
ENSTGUP00000010099	ENSACAP00000004321
ENSTGUP00000000967	ENSACAP00000001090
ENSTGUP00000004817	ENSACAP00000011047
ENSTGUP00000009007	ENSACAP00000019693
ENSTGUP00000005007	ENSACAP00000020811
ENSTGUP00000012641	ENSACAP00000010124
ENSTGUP00000004086	ENSACAP00000004025
ENSTGUP00000010347	ENSACAP00000007899
ENSTGUP00000016307	ENSACAP00000004489
ENSTGUP00000004811	ENSACAP00000011720
ENSTGUP00000008282	ENSACAP00000011475
ENSTGUP00000004195	ENSACAP00000007796
ENSTGUP00000011031	ENSACAP00000017577
ENSTGUP00000011009	ENSACAP00000017573
ENSTGUP00000008287	ENSACAP00000002954
ENSTGUP00000008215	ENSACAP00000015991
ENSTGUP00000010977	ENSACAP00000010934
ENSTGUP00000009155	ENSACAP00000021775
ENSTGUP00000002698	ENSACAP00000009115
ENSTGUP00000010205	ENSACAP00000003270
ENSTGUP00000011102	ENSACAP00000022030
ENSTGUP00000006534	ENSACAP00000000474
ENSTGUP00000007302	ENSACAP00000008091
