ENSDARP00000122973	ENSACAP00000008923
ENSDARP00000102987	ENSACAP00000011877
ENSDARP00000024037	ENSACAP00000014978
ENSDARP00000065663	ENSACAP00000002500
ENSDARP00000053130	ENSACAP00000015719
ENSDARP00000005408	ENSACAP00000005829
ENSDARP00000103503	ENSACAP00000010532
ENSDARP00000097778	ENSACAP00000010532
ENSDARP00000095098	ENSACAP00000014780
ENSDARP00000015526	ENSACAP00000001824
ENSDARP00000041292	ENSACAP00000022168
ENSDARP00000026653	ENSACAP00000017534
ENSDARP00000081625	ENSACAP00000017534
ENSDARP00000084386	ENSACAP00000006399
ENSDARP00000117964	ENSACAP00000006399
ENSDARP00000077468	ENSACAP00000017572
ENSDARP00000129610	ENSACAP00000000907
ENSDARP00000065680	ENSACAP00000012102
ENSDARP00000127116	ENSACAP00000009641
ENSDARP00000107804	ENSACAP00000014596
ENSDARP00000099327	ENSACAP00000019287
ENSDARP00000128902	ENSACAP00000005138
ENSDARP00000087592	ENSACAP00000007973
ENSDARP00000074697	ENSACAP00000015504
ENSDARP00000021281	ENSACAP00000013257
ENSDARP00000098720	ENSACAP00000019226
ENSDARP00000031910	ENSACAP00000020520
ENSDARP00000099163	ENSACAP00000015394
ENSDARP00000093088	ENSACAP00000007936
ENSDARP00000071634	ENSACAP00000015111
ENSDARP00000019477	ENSACAP00000012339
ENSDARP00000067159	ENSACAP00000008716
ENSDARP00000123655	ENSACAP00000013346
ENSDARP00000069184	ENSACAP00000003346
ENSDARP00000129008	ENSACAP00000002393
ENSDARP00000030023	ENSACAP00000002393
ENSDARP00000068301	ENSACAP00000023198
ENSDARP00000074910	ENSACAP00000010763
ENSDARP00000101854	ENSACAP00000023285
ENSDARP00000122259	ENSACAP00000023285
ENSDARP00000093905	ENSACAP00000022879
ENSDARP00000023072	ENSACAP00000010237
ENSDARP00000118498	ENSACAP00000011716
ENSDARP00000117324	ENSACAP00000010220
ENSDARP00000072928	ENSACAP00000006361
ENSDARP00000093704	ENSACAP00000017628
ENSDARP00000017531	ENSACAP00000003214
ENSDARP00000096438	ENSACAP00000004691
ENSDARP00000059953	ENSACAP00000012637
ENSDARP00000083051	ENSACAP00000012637
ENSDARP00000076765	ENSACAP00000017640
ENSDARP00000094030	ENSACAP00000002834
ENSDARP00000086646	ENSACAP00000015879
ENSDARP00000022649	ENSACAP00000002900
ENSDARP00000019985	ENSACAP00000016548
ENSDARP00000118202	ENSACAP00000010474
ENSDARP00000069999	ENSACAP00000023138
ENSDARP00000126187	ENSACAP00000023138
ENSDARP00000003126	ENSACAP00000005591
ENSDARP00000069635	ENSACAP00000022523
ENSDARP00000013686	ENSACAP00000003024
ENSDARP00000107417	ENSACAP00000003024
ENSDARP00000127117	ENSACAP00000014642
ENSDARP00000092005	ENSACAP00000017448
ENSDARP00000087435	ENSACAP00000017448
ENSDARP00000045478	ENSACAP00000013866
ENSDARP00000075119	ENSACAP00000002889
ENSDARP00000073004	ENSACAP00000002889
ENSDARP00000080338	ENSACAP00000001184
ENSDARP00000105517	ENSACAP00000013394
ENSDARP00000016769	ENSACAP00000003806
ENSDARP00000121161	ENSACAP00000003806
ENSDARP00000041860	ENSACAP00000013720
ENSDARP00000067036	ENSACAP00000009325
ENSDARP00000123473	ENSACAP00000012002
ENSDARP00000100090	ENSACAP00000002497
ENSDARP00000048364	ENSACAP00000002497
ENSDARP00000049991	ENSACAP00000005794
ENSDARP00000003622	ENSACAP00000005794
ENSDARP00000125697	ENSACAP00000012045
ENSDARP00000119740	ENSACAP00000012184
ENSDARP00000100713	ENSACAP00000003953
ENSDARP00000049436	ENSACAP00000000310
ENSDARP00000099367	ENSACAP00000006706
ENSDARP00000076092	ENSACAP00000006706
ENSDARP00000072407	ENSACAP00000007898
ENSDARP00000076387	ENSACAP00000006703
ENSDARP00000102587	ENSACAP00000002598
ENSDARP00000105868	ENSACAP00000003500
ENSDARP00000108825	ENSACAP00000003500
ENSDARP00000106947	ENSACAP00000015818
ENSDARP00000115172	ENSACAP00000014680
ENSDARP00000027635	ENSACAP00000013782
ENSDARP00000126762	ENSACAP00000013782
ENSDARP00000058736	ENSACAP00000012248
ENSDARP00000032142	ENSACAP00000004089
ENSDARP00000023215	ENSACAP00000015867
ENSDARP00000093421	ENSACAP00000011517
ENSDARP00000094132	ENSACAP00000003339
ENSDARP00000046359	ENSACAP00000002778
ENSDARP00000019782	ENSACAP00000002778
ENSDARP00000106826	ENSACAP00000010849
ENSDARP00000103939	ENSACAP00000001588
ENSDARP00000041228	ENSACAP00000001422
ENSDARP00000018865	ENSACAP00000001422
ENSDARP00000039596	ENSACAP00000015184
ENSDARP00000021241	ENSACAP00000013118
ENSDARP00000094267	ENSACAP00000012902
ENSDARP00000118064	ENSACAP00000012902
ENSDARP00000093236	ENSACAP00000003392
ENSDARP00000023327	ENSACAP00000007370
ENSDARP00000060938	ENSACAP00000014389
ENSDARP00000128297	ENSACAP00000017454
ENSDARP00000120003	ENSACAP00000017454
ENSDARP00000097538	ENSACAP00000000822
ENSDARP00000098307	ENSACAP00000002964
ENSDARP00000087089	ENSACAP00000000565
ENSDARP00000099288	ENSACAP00000001341
ENSDARP00000078846	ENSACAP00000013273
ENSDARP00000103386	ENSACAP00000016258
ENSDARP00000100609	ENSACAP00000016258
ENSDARP00000100355	ENSACAP00000008428
ENSDARP00000100254	ENSACAP00000009703
ENSDARP00000040378	ENSACAP00000017502
ENSDARP00000068841	ENSACAP00000012419
ENSDARP00000037624	ENSACAP00000004752
ENSDARP00000098905	ENSACAP00000012084
ENSDARP00000055138	ENSACAP00000005291
ENSDARP00000081152	ENSACAP00000012140
ENSDARP00000120732	ENSACAP00000005902
ENSDARP00000081777	ENSACAP00000000140
ENSDARP00000046950	ENSACAP00000011347
ENSDARP00000062692	ENSACAP00000003707
ENSDARP00000129596	ENSACAP00000013412
ENSDARP00000075984	ENSACAP00000013412
ENSDARP00000115700	ENSACAP00000013042
ENSDARP00000002692	ENSACAP00000022100
ENSDARP00000049588	ENSACAP00000022100
ENSDARP00000013036	ENSACAP00000004346
ENSDARP00000010788	ENSACAP00000004346
ENSDARP00000088068	ENSACAP00000013987
ENSDARP00000057303	ENSACAP00000013987
ENSDARP00000120854	ENSACAP00000007585
ENSDARP00000096532	ENSACAP00000003337
ENSDARP00000047843	ENSACAP00000006225
ENSDARP00000091007	ENSACAP00000006225
ENSDARP00000122378	ENSACAP00000014773
ENSDARP00000031878	ENSACAP00000014773
ENSDARP00000129072	ENSACAP00000003713
ENSDARP00000075954	ENSACAP00000013906
ENSDARP00000128470	ENSACAP00000000670
ENSDARP00000068317	ENSACAP00000012357
ENSDARP00000111488	ENSACAP00000014209
ENSDARP00000027281	ENSACAP00000014758
ENSDARP00000111997	ENSACAP00000008239
ENSDARP00000019894	ENSACAP00000002245
ENSDARP00000100904	ENSACAP00000002245
ENSDARP00000082031	ENSACAP00000004709
ENSDARP00000103794	ENSACAP00000004705
ENSDARP00000123601	ENSACAP00000004412
ENSDARP00000106805	ENSACAP00000019119
ENSDARP00000102543	ENSACAP00000019119
ENSDARP00000100078	ENSACAP00000021513
ENSDARP00000088904	ENSACAP00000004676
ENSDARP00000022485	ENSACAP00000004676
ENSDARP00000087460	ENSACAP00000012135
ENSDARP00000028820	ENSACAP00000004697
ENSDARP00000118742	ENSACAP00000009090
ENSDARP00000128127	ENSACAP00000006401
ENSDARP00000079774	ENSACAP00000010916
ENSDARP00000058940	ENSACAP00000009533
ENSDARP00000052077	ENSACAP00000009533
ENSDARP00000109305	ENSACAP00000011175
ENSDARP00000030003	ENSACAP00000011175
ENSDARP00000094847	ENSACAP00000014824
ENSDARP00000110552	ENSACAP00000009238
ENSDARP00000038002	ENSACAP00000007151
ENSDARP00000019977	ENSACAP00000005867
ENSDARP00000020242	ENSACAP00000002082
ENSDARP00000065566	ENSACAP00000007784
ENSDARP00000046953	ENSACAP00000015619
ENSDARP00000031510	ENSACAP00000015619
ENSDARP00000108189	ENSACAP00000001175
ENSDARP00000094282	ENSACAP00000002381
ENSDARP00000094833	ENSACAP00000008705
ENSDARP00000125940	ENSACAP00000008705
ENSDARP00000122318	ENSACAP00000009070
ENSDARP00000074097	ENSACAP00000017190
ENSDARP00000099354	ENSACAP00000000730
ENSDARP00000087985	ENSACAP00000003391
ENSDARP00000077690	ENSACAP00000009308
ENSDARP00000110714	ENSACAP00000003661
ENSDARP00000060088	ENSACAP00000003661
ENSDARP00000059868	ENSACAP00000015578
ENSDARP00000071372	ENSACAP00000006170
ENSDARP00000105653	ENSACAP00000006170
ENSDARP00000010895	ENSACAP00000000094
ENSDARP00000035603	ENSACAP00000006243
ENSDARP00000117062	ENSACAP00000006243
ENSDARP00000073989	ENSACAP00000022999
ENSDARP00000104607	ENSACAP00000022999
ENSDARP00000070108	ENSACAP00000013452
ENSDARP00000129642	ENSACAP00000013452
ENSDARP00000019694	ENSACAP00000014947
ENSDARP00000070593	ENSACAP00000004679
ENSDARP00000129450	ENSACAP00000000401
ENSDARP00000074167	ENSACAP00000009884
ENSDARP00000063664	ENSACAP00000010283
ENSDARP00000084847	ENSACAP00000010283
ENSDARP00000051531	ENSACAP00000004690
ENSDARP00000124668	ENSACAP00000006796
ENSDARP00000128626	ENSACAP00000006796
ENSDARP00000079977	ENSACAP00000001001
ENSDARP00000080209	ENSACAP00000009470
ENSDARP00000014204	ENSACAP00000009470
ENSDARP00000083086	ENSACAP00000013535
ENSDARP00000110708	ENSACAP00000003666
ENSDARP00000018477	ENSACAP00000016905
ENSDARP00000118755	ENSACAP00000021608
ENSDARP00000044962	ENSACAP00000003246
ENSDARP00000100065	ENSACAP00000003246
ENSDARP00000020541	ENSACAP00000003935
ENSDARP00000112167	ENSACAP00000002155
ENSDARP00000090939	ENSACAP00000014427
ENSDARP00000075304	ENSACAP00000007015
ENSDARP00000112435	ENSACAP00000013768
ENSDARP00000077445	ENSACAP00000012864
ENSDARP00000102708	ENSACAP00000017211
ENSDARP00000066777	ENSACAP00000000727
ENSDARP00000108139	ENSACAP00000010520
ENSDARP00000110052	ENSACAP00000022806
ENSDARP00000014757	ENSACAP00000003142
ENSDARP00000062568	ENSACAP00000000796
ENSDARP00000117024	ENSACAP00000010983
ENSDARP00000016228	ENSACAP00000015416
ENSDARP00000105685	ENSACAP00000006520
ENSDARP00000074019	ENSACAP00000016467
ENSDARP00000054229	ENSACAP00000015388
ENSDARP00000025335	ENSACAP00000012854
ENSDARP00000006394	ENSACAP00000012854
ENSDARP00000022066	ENSACAP00000003673
ENSDARP00000079525	ENSACAP00000005694
ENSDARP00000023829	ENSACAP00000006202
ENSDARP00000028352	ENSACAP00000000507
ENSDARP00000091522	ENSACAP00000011186
ENSDARP00000101081	ENSACAP00000010868
ENSDARP00000043712	ENSACAP00000009977
ENSDARP00000070502	ENSACAP00000012903
ENSDARP00000024418	ENSACAP00000008997
ENSDARP00000112231	ENSACAP00000015631
ENSDARP00000094530	ENSACAP00000015631
ENSDARP00000125731	ENSACAP00000012558
ENSDARP00000117939	ENSACAP00000018729
ENSDARP00000071646	ENSACAP00000014790
ENSDARP00000010406	ENSACAP00000014743
ENSDARP00000012374	ENSACAP00000014006
ENSDARP00000106351	ENSACAP00000015097
ENSDARP00000014099	ENSACAP00000013727
ENSDARP00000116362	ENSACAP00000003776
ENSDARP00000021124	ENSACAP00000016685
ENSDARP00000068225	ENSACAP00000002315
ENSDARP00000100974	ENSACAP00000001453
ENSDARP00000048035	ENSACAP00000003553
ENSDARP00000005231	ENSACAP00000005312
ENSDARP00000070001	ENSACAP00000014515
ENSDARP00000093667	ENSACAP00000015573
ENSDARP00000053398	ENSACAP00000010013
ENSDARP00000108190	ENSACAP00000002927
ENSDARP00000070002	ENSACAP00000016046
ENSDARP00000042219	ENSACAP00000004757
ENSDARP00000071929	ENSACAP00000014384
ENSDARP00000081336	ENSACAP00000011704
ENSDARP00000008096	ENSACAP00000016568
ENSDARP00000119411	ENSACAP00000003387
ENSDARP00000088027	ENSACAP00000000034
ENSDARP00000106807	ENSACAP00000009809
ENSDARP00000005281	ENSACAP00000010011
ENSDARP00000110030	ENSACAP00000010011
ENSDARP00000009915	ENSACAP00000000035
ENSDARP00000038666	ENSACAP00000008762
ENSDARP00000086564	ENSACAP00000013006
ENSDARP00000064081	ENSACAP00000013252
ENSDARP00000041793	ENSACAP00000013252
ENSDARP00000067661	ENSACAP00000016413
ENSDARP00000110563	ENSACAP00000014251
ENSDARP00000116687	ENSACAP00000016521
ENSDARP00000117953	ENSACAP00000012916
ENSDARP00000119968	ENSACAP00000012916
ENSDARP00000102943	ENSACAP00000012987
ENSDARP00000110385	ENSACAP00000012987
ENSDARP00000078195	ENSACAP00000002035
ENSDARP00000100646	ENSACAP00000015285
ENSDARP00000104250	ENSACAP00000015285
ENSDARP00000079716	ENSACAP00000014152
ENSDARP00000129408	ENSACAP00000003862
ENSDARP00000039745	ENSACAP00000003862
ENSDARP00000098469	ENSACAP00000014473
ENSDARP00000122496	ENSACAP00000014473
ENSDARP00000102148	ENSACAP00000016163
ENSDARP00000129410	ENSACAP00000001291
ENSDARP00000058626	ENSACAP00000007304
ENSDARP00000092043	ENSACAP00000003929
ENSDARP00000124276	ENSACAP00000006816
ENSDARP00000000854	ENSACAP00000017857
ENSDARP00000000192	ENSACAP00000017857
ENSDARP00000118507	ENSACAP00000006931
ENSDARP00000118093	ENSACAP00000009302
ENSDARP00000026328	ENSACAP00000008081
ENSDARP00000122836	ENSACAP00000021446
ENSDARP00000087440	ENSACAP00000017449
ENSDARP00000067072	ENSACAP00000004477
ENSDARP00000106491	ENSACAP00000012491
ENSDARP00000096455	ENSACAP00000003379
ENSDARP00000126821	ENSACAP00000011356
ENSDARP00000099731	ENSACAP00000011356
ENSDARP00000080204	ENSACAP00000020153
ENSDARP00000102822	ENSACAP00000015457
ENSDARP00000116703	ENSACAP00000010840
ENSDARP00000129244	ENSACAP00000010840
ENSDARP00000066456	ENSACAP00000017188
ENSDARP00000026343	ENSACAP00000001879
ENSDARP00000112770	ENSACAP00000018620
ENSDARP00000097956	ENSACAP00000009698
ENSDARP00000097720	ENSACAP00000009698
ENSDARP00000098441	ENSACAP00000000290
ENSDARP00000055316	ENSACAP00000006292
ENSDARP00000022100	ENSACAP00000009263
ENSDARP00000111867	ENSACAP00000004303
ENSDARP00000104112	ENSACAP00000017337
ENSDARP00000113605	ENSACAP00000017337
ENSDARP00000121308	ENSACAP00000016660
ENSDARP00000083913	ENSACAP00000001477
ENSDARP00000082409	ENSACAP00000001477
ENSDARP00000008954	ENSACAP00000007044
ENSDARP00000117426	ENSACAP00000007044
ENSDARP00000096531	ENSACAP00000002977
ENSDARP00000057237	ENSACAP00000002977
ENSDARP00000104138	ENSACAP00000004390
ENSDARP00000084869	ENSACAP00000005812
ENSDARP00000084034	ENSACAP00000002404
ENSDARP00000083130	ENSACAP00000002404
ENSDARP00000123342	ENSACAP00000001216
ENSDARP00000113441	ENSACAP00000001216
ENSDARP00000078874	ENSACAP00000000011
ENSDARP00000107119	ENSACAP00000016486
ENSDARP00000087771	ENSACAP00000007668
ENSDARP00000080637	ENSACAP00000003185
ENSDARP00000088259	ENSACAP00000009476
ENSDARP00000067654	ENSACAP00000009476
ENSDARP00000024572	ENSACAP00000008777
ENSDARP00000030741	ENSACAP00000010881
ENSDARP00000013442	ENSACAP00000009075
ENSDARP00000104238	ENSACAP00000006268
ENSDARP00000067321	ENSACAP00000019616
ENSDARP00000100443	ENSACAP00000017241
ENSDARP00000018003	ENSACAP00000013444
ENSDARP00000122173	ENSACAP00000010328
ENSDARP00000084255	ENSACAP00000000271
ENSDARP00000128199	ENSACAP00000002185
ENSDARP00000061662	ENSACAP00000006659
ENSDARP00000080759	ENSACAP00000011513
ENSDARP00000112101	ENSACAP00000013851
ENSDARP00000100618	ENSACAP00000003710
ENSDARP00000026694	ENSACAP00000009647
ENSDARP00000062628	ENSACAP00000015143
ENSDARP00000116712	ENSACAP00000004594
ENSDARP00000073800	ENSACAP00000010973
ENSDARP00000024683	ENSACAP00000008390
ENSDARP00000015726	ENSACAP00000008390
ENSDARP00000067599	ENSACAP00000004597
ENSDARP00000127315	ENSACAP00000009923
ENSDARP00000105801	ENSACAP00000006831
ENSDARP00000047019	ENSACAP00000015721
ENSDARP00000104936	ENSACAP00000013664
ENSDARP00000091879	ENSACAP00000013664
ENSDARP00000116072	ENSACAP00000013667
ENSDARP00000026053	ENSACAP00000013667
ENSDARP00000096734	ENSACAP00000003714
ENSDARP00000086788	ENSACAP00000003714
ENSDARP00000084476	ENSACAP00000013496
ENSDARP00000086783	ENSACAP00000013496
ENSDARP00000100304	ENSACAP00000005854
ENSDARP00000112455	ENSACAP00000010364
ENSDARP00000059794	ENSACAP00000010364
ENSDARP00000054471	ENSACAP00000000299
ENSDARP00000124413	ENSACAP00000014907
ENSDARP00000051538	ENSACAP00000014907
ENSDARP00000102358	ENSACAP00000006719
ENSDARP00000015225	ENSACAP00000014049
ENSDARP00000110855	ENSACAP00000001890
ENSDARP00000040110	ENSACAP00000004565
ENSDARP00000072417	ENSACAP00000004565
ENSDARP00000124664	ENSACAP00000013894
ENSDARP00000095009	ENSACAP00000001067
ENSDARP00000088855	ENSACAP00000001067
ENSDARP00000040536	ENSACAP00000011094
ENSDARP00000126854	ENSACAP00000011094
ENSDARP00000101999	ENSACAP00000019494
ENSDARP00000106841	ENSACAP00000019494
ENSDARP00000038211	ENSACAP00000002113
ENSDARP00000118019	ENSACAP00000002113
ENSDARP00000099134	ENSACAP00000017100
ENSDARP00000106550	ENSACAP00000003445
ENSDARP00000104383	ENSACAP00000003445
ENSDARP00000128785	ENSACAP00000003088
ENSDARP00000123565	ENSACAP00000011626
ENSDARP00000094342	ENSACAP00000011626
ENSDARP00000010256	ENSACAP00000009459
ENSDARP00000044734	ENSACAP00000009459
ENSDARP00000054598	ENSACAP00000011596
ENSDARP00000024670	ENSACAP00000011596
ENSDARP00000043179	ENSACAP00000002429
ENSDARP00000049290	ENSACAP00000002429
ENSDARP00000085057	ENSACAP00000017915
ENSDARP00000091856	ENSACAP00000017915
ENSDARP00000113964	ENSACAP00000015228
ENSDARP00000067835	ENSACAP00000013831
ENSDARP00000027181	ENSACAP00000007997
ENSDARP00000110832	ENSACAP00000003811
ENSDARP00000111502	ENSACAP00000001008
ENSDARP00000089658	ENSACAP00000007326
ENSDARP00000102929	ENSACAP00000000832
ENSDARP00000128308	ENSACAP00000017357
ENSDARP00000129298	ENSACAP00000003399
ENSDARP00000103376	ENSACAP00000010513
ENSDARP00000062479	ENSACAP00000010059
ENSDARP00000102031	ENSACAP00000011020
ENSDARP00000127948	ENSACAP00000018676
ENSDARP00000015108	ENSACAP00000014766
ENSDARP00000010616	ENSACAP00000000944
ENSDARP00000025722	ENSACAP00000000615
ENSDARP00000006235	ENSACAP00000004424
ENSDARP00000124066	ENSACAP00000006772
ENSDARP00000097423	ENSACAP00000014136
ENSDARP00000106254	ENSACAP00000006418
ENSDARP00000027383	ENSACAP00000008312
ENSDARP00000022015	ENSACAP00000004189
ENSDARP00000069305	ENSACAP00000015075
ENSDARP00000003360	ENSACAP00000014406
ENSDARP00000021833	ENSACAP00000014406
ENSDARP00000048429	ENSACAP00000009108
ENSDARP00000127470	ENSACAP00000009108
ENSDARP00000003530	ENSACAP00000014981
ENSDARP00000104215	ENSACAP00000014981
ENSDARP00000097944	ENSACAP00000006681
ENSDARP00000081734	ENSACAP00000011536
ENSDARP00000064717	ENSACAP00000013494
ENSDARP00000093565	ENSACAP00000016547
ENSDARP00000069171	ENSACAP00000016547
ENSDARP00000030826	ENSACAP00000014298
ENSDARP00000026925	ENSACAP00000014298
ENSDARP00000066191	ENSACAP00000010415
ENSDARP00000012434	ENSACAP00000005543
ENSDARP00000066196	ENSACAP00000009578
ENSDARP00000113142	ENSACAP00000007587
ENSDARP00000086765	ENSACAP00000019607
ENSDARP00000008780	ENSACAP00000011321
ENSDARP00000120492	ENSACAP00000011321
ENSDARP00000073100	ENSACAP00000015859
ENSDARP00000100292	ENSACAP00000019631
ENSDARP00000034617	ENSACAP00000019631
ENSDARP00000077899	ENSACAP00000008805
ENSDARP00000100985	ENSACAP00000017394
ENSDARP00000069429	ENSACAP00000013839
ENSDARP00000110753	ENSACAP00000016746
ENSDARP00000096391	ENSACAP00000009412
ENSDARP00000120303	ENSACAP00000015059
ENSDARP00000054367	ENSACAP00000009771
ENSDARP00000121096	ENSACAP00000002811
ENSDARP00000115748	ENSACAP00000020224
ENSDARP00000010091	ENSACAP00000016849
ENSDARP00000061498	ENSACAP00000000687
ENSDARP00000074800	ENSACAP00000000687
ENSDARP00000106824	ENSACAP00000010252
ENSDARP00000056883	ENSACAP00000010252
ENSDARP00000071978	ENSACAP00000019440
ENSDARP00000118528	ENSACAP00000015840
ENSDARP00000058702	ENSACAP00000000733
ENSDARP00000116973	ENSACAP00000000733
ENSDARP00000109214	ENSACAP00000005877
ENSDARP00000022348	ENSACAP00000005436
ENSDARP00000051585	ENSACAP00000005871
ENSDARP00000077475	ENSACAP00000006311
ENSDARP00000059832	ENSACAP00000013728
ENSDARP00000043155	ENSACAP00000004347
ENSDARP00000051564	ENSACAP00000011966
ENSDARP00000004126	ENSACAP00000013509
ENSDARP00000019538	ENSACAP00000013509
ENSDARP00000090643	ENSACAP00000008281
ENSDARP00000073990	ENSACAP00000019228
ENSDARP00000104664	ENSACAP00000013709
ENSDARP00000094910	ENSACAP00000011346
ENSDARP00000044677	ENSACAP00000006858
ENSDARP00000090772	ENSACAP00000014753
ENSDARP00000109146	ENSACAP00000014844
ENSDARP00000005716	ENSACAP00000006739
ENSDARP00000109475	ENSACAP00000003462
ENSDARP00000082641	ENSACAP00000006105
ENSDARP00000108864	ENSACAP00000014430
ENSDARP00000087554	ENSACAP00000004540
ENSDARP00000108215	ENSACAP00000016930
ENSDARP00000117883	ENSACAP00000002838
ENSDARP00000120558	ENSACAP00000002838
ENSDARP00000093330	ENSACAP00000008690
ENSDARP00000046296	ENSACAP00000016338
ENSDARP00000128493	ENSACAP00000017607
ENSDARP00000119933	ENSACAP00000017607
ENSDARP00000111809	ENSACAP00000010024
ENSDARP00000008527	ENSACAP00000016805
ENSDARP00000091431	ENSACAP00000007671
ENSDARP00000024987	ENSACAP00000006106
ENSDARP00000041299	ENSACAP00000015597
ENSDARP00000110930	ENSACAP00000015597
ENSDARP00000100256	ENSACAP00000007843
ENSDARP00000065384	ENSACAP00000007843
ENSDARP00000072712	ENSACAP00000008845
ENSDARP00000109370	ENSACAP00000013470
ENSDARP00000088795	ENSACAP00000009410
ENSDARP00000104593	ENSACAP00000003608
ENSDARP00000102269	ENSACAP00000015703
ENSDARP00000118424	ENSACAP00000013674
ENSDARP00000112161	ENSACAP00000013674
ENSDARP00000106720	ENSACAP00000006829
ENSDARP00000026587	ENSACAP00000023062
ENSDARP00000095261	ENSACAP00000023062
ENSDARP00000102505	ENSACAP00000018534
ENSDARP00000124159	ENSACAP00000012295
ENSDARP00000123523	ENSACAP00000012295
ENSDARP00000124904	ENSACAP00000008521
ENSDARP00000124055	ENSACAP00000008904
ENSDARP00000061546	ENSACAP00000013707
ENSDARP00000118145	ENSACAP00000008167
ENSDARP00000101065	ENSACAP00000000932
ENSDARP00000000102	ENSACAP00000001049
ENSDARP00000046541	ENSACAP00000008063
ENSDARP00000017066	ENSACAP00000008063
ENSDARP00000106635	ENSACAP00000014799
ENSDARP00000078225	ENSACAP00000001066
ENSDARP00000116694	ENSACAP00000001066
ENSDARP00000081397	ENSACAP00000008942
ENSDARP00000045474	ENSACAP00000009567
ENSDARP00000044313	ENSACAP00000001799
ENSDARP00000059037	ENSACAP00000016340
ENSDARP00000013339	ENSACAP00000012257
ENSDARP00000065639	ENSACAP00000011082
ENSDARP00000055262	ENSACAP00000005550
ENSDARP00000096662	ENSACAP00000005550
ENSDARP00000052388	ENSACAP00000010924
ENSDARP00000127550	ENSACAP00000010924
ENSDARP00000120150	ENSACAP00000014759
ENSDARP00000118073	ENSACAP00000003950
