ENSMGAP00000004951	ENSTNIP00000004863
ENSMGAP00000012741	ENSTNIP00000007960
ENSMGAP00000012741	ENSTNIP00000021810
ENSMGAP00000019108	ENSTNIP00000017864
ENSMGAP00000012472	ENSTNIP00000021281
ENSMGAP00000012472	ENSTNIP00000010675
ENSMGAP00000006416	ENSTNIP00000014008
ENSMGAP00000006416	ENSTNIP00000013094
ENSMGAP00000003887	ENSTNIP00000020741
ENSMGAP00000006163	ENSTNIP00000000783
ENSMGAP00000005172	ENSTNIP00000014667
ENSMGAP00000012392	ENSTNIP00000020094
ENSMGAP00000014338	ENSTNIP00000006574
ENSMGAP00000007082	ENSTNIP00000022604
ENSMGAP00000015150	ENSTNIP00000012934
ENSMGAP00000002755	ENSTNIP00000008946
ENSMGAP00000002755	ENSTNIP00000008785
ENSMGAP00000001498	ENSTNIP00000000611
ENSMGAP00000016726	ENSTNIP00000003827
ENSMGAP00000011487	ENSTNIP00000022078
ENSMGAP00000006347	ENSTNIP00000009934
ENSMGAP00000011557	ENSTNIP00000021186
ENSMGAP00000014986	ENSTNIP00000010874
ENSMGAP00000005527	ENSTNIP00000013855
ENSMGAP00000009059	ENSTNIP00000016604
ENSMGAP00000017654	ENSTNIP00000008875
ENSMGAP00000017654	ENSTNIP00000008438
ENSMGAP00000015294	ENSTNIP00000004604
ENSMGAP00000015294	ENSTNIP00000012746
ENSMGAP00000015297	ENSTNIP00000016942
ENSMGAP00000008485	ENSTNIP00000010995
ENSMGAP00000008485	ENSTNIP00000009097
ENSMGAP00000005067	ENSTNIP00000014849
ENSMGAP00000005067	ENSTNIP00000021117
ENSMGAP00000019293	ENSTNIP00000009936
ENSMGAP00000017203	ENSTNIP00000014779
ENSMGAP00000016858	ENSTNIP00000011740
ENSMGAP00000001957	ENSTNIP00000017363
ENSMGAP00000006553	ENSTNIP00000015739
ENSMGAP00000011868	ENSTNIP00000001681
ENSMGAP00000016296	ENSTNIP00000020372
ENSMGAP00000003221	ENSTNIP00000007618
ENSMGAP00000003221	ENSTNIP00000015271
ENSMGAP00000015360	ENSTNIP00000022213
ENSMGAP00000015360	ENSTNIP00000000911
ENSMGAP00000003224	ENSTNIP00000015153
ENSMGAP00000001715	ENSTNIP00000010606
ENSMGAP00000001677	ENSTNIP00000008731
ENSMGAP00000001677	ENSTNIP00000017812
ENSMGAP00000018524	ENSTNIP00000016015
ENSMGAP00000005446	ENSTNIP00000020729
ENSMGAP00000005894	ENSTNIP00000020185
ENSMGAP00000005894	ENSTNIP00000010481
ENSMGAP00000015774	ENSTNIP00000004867
ENSMGAP00000019088	ENSTNIP00000011832
ENSMGAP00000019088	ENSTNIP00000014748
ENSMGAP00000018904	ENSTNIP00000022227
ENSMGAP00000018904	ENSTNIP00000014739
ENSMGAP00000016737	ENSTNIP00000005522
ENSMGAP00000016732	ENSTNIP00000005523
ENSMGAP00000018321	ENSTNIP00000018031
ENSMGAP00000015055	ENSTNIP00000018735
ENSMGAP00000014495	ENSTNIP00000012570
ENSMGAP00000001188	ENSTNIP00000019983
ENSMGAP00000012642	ENSTNIP00000007826
ENSMGAP00000016741	ENSTNIP00000022929
ENSMGAP00000016640	ENSTNIP00000020395
ENSMGAP00000012983	ENSTNIP00000019718
ENSMGAP00000015811	ENSTNIP00000009360
ENSMGAP00000016730	ENSTNIP00000019948
ENSMGAP00000017623	ENSTNIP00000013191
ENSMGAP00000011332	ENSTNIP00000010514
ENSMGAP00000017025	ENSTNIP00000010511
ENSMGAP00000007766	ENSTNIP00000017411
ENSMGAP00000010434	ENSTNIP00000011891
ENSMGAP00000010870	ENSTNIP00000012162
ENSMGAP00000017366	ENSTNIP00000019135
ENSMGAP00000017366	ENSTNIP00000014890
ENSMGAP00000000304	ENSTNIP00000018577
ENSMGAP00000000533	ENSTNIP00000004768
ENSMGAP00000009784	ENSTNIP00000001849
ENSMGAP00000001417	ENSTNIP00000020188
ENSMGAP00000001869	ENSTNIP00000013844
ENSMGAP00000014435	ENSTNIP00000020432
ENSMGAP00000015270	ENSTNIP00000012909
ENSMGAP00000015270	ENSTNIP00000011556
ENSMGAP00000017259	ENSTNIP00000011789
ENSMGAP00000017259	ENSTNIP00000011788
ENSMGAP00000005002	ENSTNIP00000013707
ENSMGAP00000001189	ENSTNIP00000016014
ENSMGAP00000009824	ENSTNIP00000018829
ENSMGAP00000009824	ENSTNIP00000014786
ENSMGAP00000015573	ENSTNIP00000016964
ENSMGAP00000007060	ENSTNIP00000017119
ENSMGAP00000005916	ENSTNIP00000015934
ENSMGAP00000013380	ENSTNIP00000014040
ENSMGAP00000007220	ENSTNIP00000000462
ENSMGAP00000007561	ENSTNIP00000017752
ENSMGAP00000014746	ENSTNIP00000016827
ENSMGAP00000014746	ENSTNIP00000021354
ENSMGAP00000007170	ENSTNIP00000021470
ENSMGAP00000007170	ENSTNIP00000005858
ENSMGAP00000010552	ENSTNIP00000009441
ENSMGAP00000005586	ENSTNIP00000009987
ENSMGAP00000006315	ENSTNIP00000001279
ENSMGAP00000005735	ENSTNIP00000013075
ENSMGAP00000019627	ENSTNIP00000013811
ENSMGAP00000016914	ENSTNIP00000003765
ENSMGAP00000016914	ENSTNIP00000010726
ENSMGAP00000016783	ENSTNIP00000007450
ENSMGAP00000017062	ENSTNIP00000000091
ENSMGAP00000017062	ENSTNIP00000004647
ENSMGAP00000016275	ENSTNIP00000020213
ENSMGAP00000017748	ENSTNIP00000003257
ENSMGAP00000014151	ENSTNIP00000007836
ENSMGAP00000006826	ENSTNIP00000021767
ENSMGAP00000006826	ENSTNIP00000015763
ENSMGAP00000006839	ENSTNIP00000021768
ENSMGAP00000009959	ENSTNIP00000021622
ENSMGAP00000010784	ENSTNIP00000022923
ENSMGAP00000011661	ENSTNIP00000004470
ENSMGAP00000012720	ENSTNIP00000007520
ENSMGAP00000012720	ENSTNIP00000005495
ENSMGAP00000005042	ENSTNIP00000013708
ENSMGAP00000012695	ENSTNIP00000006841
ENSMGAP00000002358	ENSTNIP00000021361
ENSMGAP00000002373	ENSTNIP00000021360
ENSMGAP00000012687	ENSTNIP00000000790
ENSMGAP00000011323	ENSTNIP00000012483
ENSMGAP00000009617	ENSTNIP00000007426
ENSMGAP00000014652	ENSTNIP00000005946
ENSMGAP00000010982	ENSTNIP00000007101
ENSMGAP00000009559	ENSTNIP00000016218
ENSMGAP00000009559	ENSTNIP00000014381
ENSMGAP00000011804	ENSTNIP00000021260
ENSMGAP00000011804	ENSTNIP00000010670
ENSMGAP00000014574	ENSTNIP00000000598
ENSMGAP00000011515	ENSTNIP00000016005
ENSMGAP00000013500	ENSTNIP00000019448
ENSMGAP00000013500	ENSTNIP00000020553
ENSMGAP00000013378	ENSTNIP00000015231
ENSMGAP00000014282	ENSTNIP00000015350
ENSMGAP00000014282	ENSTNIP00000005636
ENSMGAP00000013564	ENSTNIP00000019583
ENSMGAP00000007931	ENSTNIP00000021548
ENSMGAP00000016105	ENSTNIP00000002483
ENSMGAP00000011364	ENSTNIP00000014780
ENSMGAP00000011364	ENSTNIP00000018864
ENSMGAP00000004993	ENSTNIP00000002832
ENSMGAP00000017558	ENSTNIP00000002292
ENSMGAP00000004405	ENSTNIP00000011846
ENSMGAP00000004999	ENSTNIP00000016156
ENSMGAP00000004999	ENSTNIP00000009736
ENSMGAP00000001719	ENSTNIP00000019858
ENSMGAP00000005260	ENSTNIP00000011762
ENSMGAP00000011717	ENSTNIP00000020461
ENSMGAP00000012360	ENSTNIP00000021270
ENSMGAP00000008827	ENSTNIP00000005174
ENSMGAP00000009540	ENSTNIP00000014880
ENSMGAP00000009540	ENSTNIP00000022427
ENSMGAP00000014990	ENSTNIP00000013205
ENSMGAP00000006432	ENSTNIP00000018873
ENSMGAP00000006432	ENSTNIP00000010362
ENSMGAP00000009492	ENSTNIP00000006123
ENSMGAP00000004371	ENSTNIP00000022592
ENSMGAP00000010672	ENSTNIP00000003907
ENSMGAP00000010482	ENSTNIP00000012433
ENSMGAP00000010482	ENSTNIP00000005229
ENSMGAP00000003568	ENSTNIP00000019024
ENSMGAP00000003574	ENSTNIP00000010360
ENSMGAP00000013264	ENSTNIP00000015913
ENSMGAP00000002792	ENSTNIP00000000171
ENSMGAP00000002792	ENSTNIP00000006694
ENSMGAP00000006356	ENSTNIP00000000154
ENSMGAP00000006356	ENSTNIP00000021162
ENSMGAP00000013097	ENSTNIP00000005130
ENSMGAP00000008242	ENSTNIP00000003779
ENSMGAP00000008035	ENSTNIP00000010340
ENSMGAP00000018333	ENSTNIP00000014373
ENSMGAP00000008978	ENSTNIP00000009846
ENSMGAP00000014170	ENSTNIP00000007945
ENSMGAP00000009077	ENSTNIP00000016512
ENSMGAP00000014381	ENSTNIP00000003444
ENSMGAP00000014381	ENSTNIP00000019119
ENSMGAP00000016248	ENSTNIP00000003692
ENSMGAP00000002716	ENSTNIP00000021848
ENSMGAP00000009000	ENSTNIP00000001759
ENSMGAP00000009000	ENSTNIP00000000434
ENSMGAP00000017127	ENSTNIP00000018160
ENSMGAP00000000349	ENSTNIP00000018136
ENSMGAP00000000349	ENSTNIP00000011124
ENSMGAP00000005209	ENSTNIP00000009661
ENSMGAP00000005209	ENSTNIP00000008140
ENSMGAP00000013029	ENSTNIP00000022002
ENSMGAP00000013029	ENSTNIP00000015604
ENSMGAP00000009246	ENSTNIP00000009659
ENSMGAP00000005954	ENSTNIP00000014981
ENSMGAP00000005954	ENSTNIP00000017711
ENSMGAP00000014213	ENSTNIP00000010392
ENSMGAP00000002134	ENSTNIP00000021796
ENSMGAP00000004037	ENSTNIP00000010598
ENSMGAP00000015151	ENSTNIP00000015701
ENSMGAP00000017323	ENSTNIP00000020151
ENSMGAP00000016289	ENSTNIP00000015179
ENSMGAP00000016289	ENSTNIP00000020585
ENSMGAP00000016910	ENSTNIP00000014342
ENSMGAP00000016910	ENSTNIP00000015093
ENSMGAP00000016746	ENSTNIP00000017489
ENSMGAP00000004704	ENSTNIP00000017847
ENSMGAP00000007137	ENSTNIP00000015839
ENSMGAP00000007823	ENSTNIP00000012288
ENSMGAP00000015467	ENSTNIP00000017508
ENSMGAP00000011314	ENSTNIP00000001062
ENSMGAP00000012350	ENSTNIP00000002657
ENSMGAP00000003632	ENSTNIP00000014644
ENSMGAP00000005821	ENSTNIP00000004375
ENSMGAP00000008659	ENSTNIP00000014256
ENSMGAP00000008659	ENSTNIP00000007808
ENSMGAP00000009650	ENSTNIP00000000617
ENSMGAP00000003156	ENSTNIP00000013027
ENSMGAP00000001825	ENSTNIP00000006609
ENSMGAP00000008465	ENSTNIP00000013502
ENSMGAP00000003249	ENSTNIP00000019961
ENSMGAP00000013657	ENSTNIP00000002924
ENSMGAP00000015543	ENSTNIP00000016620
ENSMGAP00000015543	ENSTNIP00000012908
ENSMGAP00000011951	ENSTNIP00000009925
ENSMGAP00000019405	ENSTNIP00000016967
ENSMGAP00000016520	ENSTNIP00000011033
ENSMGAP00000012987	ENSTNIP00000019719
ENSMGAP00000009954	ENSTNIP00000020083
ENSMGAP00000009954	ENSTNIP00000023104
ENSMGAP00000018077	ENSTNIP00000022094
ENSMGAP00000018077	ENSTNIP00000003199
ENSMGAP00000007483	ENSTNIP00000011995
ENSMGAP00000010210	ENSTNIP00000020065
ENSMGAP00000010210	ENSTNIP00000014032
ENSMGAP00000016210	ENSTNIP00000019340
ENSMGAP00000012744	ENSTNIP00000013614
ENSMGAP00000012346	ENSTNIP00000022551
ENSMGAP00000018351	ENSTNIP00000020131
ENSMGAP00000013971	ENSTNIP00000010036
ENSMGAP00000019812	ENSTNIP00000017869
ENSMGAP00000019812	ENSTNIP00000015557
ENSMGAP00000014401	ENSTNIP00000008281
ENSMGAP00000007449	ENSTNIP00000009907
ENSMGAP00000007449	ENSTNIP00000003582
ENSMGAP00000012421	ENSTNIP00000002277
ENSMGAP00000012421	ENSTNIP00000017882
ENSMGAP00000001565	ENSTNIP00000005399
ENSMGAP00000003127	ENSTNIP00000013026
ENSMGAP00000003127	ENSTNIP00000011670
ENSMGAP00000012432	ENSTNIP00000003543
ENSMGAP00000012432	ENSTNIP00000006719
ENSMGAP00000012455	ENSTNIP00000001318
ENSMGAP00000006912	ENSTNIP00000017238
ENSMGAP00000006912	ENSTNIP00000010424
ENSMGAP00000016011	ENSTNIP00000015681
ENSMGAP00000001513	ENSTNIP00000002998
ENSMGAP00000001792	ENSTNIP00000010448
ENSMGAP00000000565	ENSTNIP00000016066
ENSMGAP00000005719	ENSTNIP00000019939
ENSMGAP00000016009	ENSTNIP00000015679
ENSMGAP00000012374	ENSTNIP00000020805
ENSMGAP00000007169	ENSTNIP00000011840
ENSMGAP00000003896	ENSTNIP00000020883
ENSMGAP00000006406	ENSTNIP00000012945
ENSMGAP00000006833	ENSTNIP00000010420
ENSMGAP00000002426	ENSTNIP00000010139
ENSMGAP00000002426	ENSTNIP00000002228
ENSMGAP00000003787	ENSTNIP00000004954
ENSMGAP00000002234	ENSTNIP00000007374
ENSMGAP00000012516	ENSTNIP00000020101
ENSMGAP00000004146	ENSTNIP00000008617
ENSMGAP00000018122	ENSTNIP00000004237
ENSMGAP00000015933	ENSTNIP00000013860
ENSMGAP00000018393	ENSTNIP00000013591
ENSMGAP00000006737	ENSTNIP00000015071
ENSMGAP00000015616	ENSTNIP00000017518
ENSMGAP00000012558	ENSTNIP00000021845
ENSMGAP00000014832	ENSTNIP00000013639
ENSMGAP00000013391	ENSTNIP00000012052
ENSMGAP00000015366	ENSTNIP00000012836
ENSMGAP00000003332	ENSTNIP00000015156
ENSMGAP00000001550	ENSTNIP00000013117
ENSMGAP00000008005	ENSTNIP00000021889
ENSMGAP00000008005	ENSTNIP00000014962
ENSMGAP00000012714	ENSTNIP00000018724
ENSMGAP00000012714	ENSTNIP00000009352
ENSMGAP00000003186	ENSTNIP00000010594
ENSMGAP00000009434	ENSTNIP00000000167
ENSMGAP00000013591	ENSTNIP00000019064
ENSMGAP00000002582	ENSTNIP00000017678
ENSMGAP00000009308	ENSTNIP00000010300
ENSMGAP00000003705	ENSTNIP00000003834
ENSMGAP00000003705	ENSTNIP00000009082
ENSMGAP00000015746	ENSTNIP00000016869
ENSMGAP00000015746	ENSTNIP00000001001
ENSMGAP00000009789	ENSTNIP00000004909
ENSMGAP00000018347	ENSTNIP00000016682
ENSMGAP00000009964	ENSTNIP00000021655
ENSMGAP00000002334	ENSTNIP00000009167
ENSMGAP00000002334	ENSTNIP00000016681
ENSMGAP00000011779	ENSTNIP00000000732
ENSMGAP00000003071	ENSTNIP00000006228
ENSMGAP00000003071	ENSTNIP00000013989
ENSMGAP00000014698	ENSTNIP00000009687
ENSMGAP00000014698	ENSTNIP00000000923
ENSMGAP00000016017	ENSTNIP00000015685
ENSMGAP00000012464	ENSTNIP00000020809
ENSMGAP00000005862	ENSTNIP00000023053
ENSMGAP00000008252	ENSTNIP00000003866
ENSMGAP00000012234	ENSTNIP00000008590
ENSMGAP00000007717	ENSTNIP00000011599
ENSMGAP00000019497	ENSTNIP00000000711
ENSMGAP00000014326	ENSTNIP00000023099
ENSMGAP00000014326	ENSTNIP00000015273
ENSMGAP00000010723	ENSTNIP00000023088
ENSMGAP00000010723	ENSTNIP00000002184
ENSMGAP00000008214	ENSTNIP00000014776
ENSMGAP00000018472	ENSTNIP00000003682
ENSMGAP00000018472	ENSTNIP00000006718
ENSMGAP00000005391	ENSTNIP00000002550
ENSMGAP00000017815	ENSTNIP00000010888
ENSMGAP00000010885	ENSTNIP00000009011
ENSMGAP00000005143	ENSTNIP00000015578
ENSMGAP00000005143	ENSTNIP00000009889
ENSMGAP00000010843	ENSTNIP00000018274
ENSMGAP00000010843	ENSTNIP00000013384
ENSMGAP00000011581	ENSTNIP00000008230
ENSMGAP00000009482	ENSTNIP00000017901
ENSMGAP00000014904	ENSTNIP00000022327
ENSMGAP00000006039	ENSTNIP00000012642
ENSMGAP00000006039	ENSTNIP00000006068
ENSMGAP00000008296	ENSTNIP00000019631
ENSMGAP00000001834	ENSTNIP00000018185
ENSMGAP00000003824	ENSTNIP00000008237
ENSMGAP00000000308	ENSTNIP00000018576
ENSMGAP00000000308	ENSTNIP00000017945
ENSMGAP00000000358	ENSTNIP00000013225
ENSMGAP00000002970	ENSTNIP00000020178
ENSMGAP00000000386	ENSTNIP00000013224
ENSMGAP00000003180	ENSTNIP00000017482
ENSMGAP00000001885	ENSTNIP00000006751
ENSMGAP00000010372	ENSTNIP00000014601
ENSMGAP00000010952	ENSTNIP00000016048
ENSMGAP00000007822	ENSTNIP00000021546
ENSMGAP00000011319	ENSTNIP00000021608
ENSMGAP00000007090	ENSTNIP00000004254
ENSMGAP00000001052	ENSTNIP00000000101
ENSMGAP00000001052	ENSTNIP00000015489
ENSMGAP00000002562	ENSTNIP00000017432
ENSMGAP00000002562	ENSTNIP00000022654
ENSMGAP00000011397	ENSTNIP00000007965
ENSMGAP00000011397	ENSTNIP00000020964
ENSMGAP00000009105	ENSTNIP00000022060
ENSMGAP00000009105	ENSTNIP00000016215
ENSMGAP00000013560	ENSTNIP00000019582
ENSMGAP00000015410	ENSTNIP00000010457
ENSMGAP00000006675	ENSTNIP00000012673
ENSMGAP00000013119	ENSTNIP00000013758
ENSMGAP00000013119	ENSTNIP00000007179
ENSMGAP00000016483	ENSTNIP00000015820
ENSMGAP00000016483	ENSTNIP00000014574
ENSMGAP00000012973	ENSTNIP00000016804
ENSMGAP00000004637	ENSTNIP00000003913
ENSMGAP00000018137	ENSTNIP00000022487
ENSMGAP00000016621	ENSTNIP00000006368
ENSMGAP00000016621	ENSTNIP00000013223
ENSMGAP00000017113	ENSTNIP00000010244
ENSMGAP00000017113	ENSTNIP00000008976
ENSMGAP00000017108	ENSTNIP00000003800
ENSMGAP00000006679	ENSTNIP00000000824
ENSMGAP00000007031	ENSTNIP00000009422
ENSMGAP00000014430	ENSTNIP00000009249
ENSMGAP00000011150	ENSTNIP00000009403
ENSMGAP00000001706	ENSTNIP00000013064
ENSMGAP00000003499	ENSTNIP00000010092
ENSMGAP00000001620	ENSTNIP00000009898
ENSMGAP00000005328	ENSTNIP00000019801
ENSMGAP00000008247	ENSTNIP00000008471
ENSMGAP00000014572	ENSTNIP00000010053
ENSMGAP00000006663	ENSTNIP00000011564
ENSMGAP00000001823	ENSTNIP00000017992
ENSMGAP00000001823	ENSTNIP00000022106
ENSMGAP00000008192	ENSTNIP00000002870
ENSMGAP00000012603	ENSTNIP00000015191
ENSMGAP00000004296	ENSTNIP00000014089
ENSMGAP00000009517	ENSTNIP00000013705
ENSMGAP00000002009	ENSTNIP00000019941
ENSMGAP00000002585	ENSTNIP00000009850
ENSMGAP00000009697	ENSTNIP00000004047
ENSMGAP00000013931	ENSTNIP00000013886
ENSMGAP00000001542	ENSTNIP00000005796
ENSMGAP00000010793	ENSTNIP00000021873
ENSMGAP00000015585	ENSTNIP00000017574
ENSMGAP00000012870	ENSTNIP00000020590
ENSMGAP00000018441	ENSTNIP00000017318
ENSMGAP00000015936	ENSTNIP00000018783
ENSMGAP00000012205	ENSTNIP00000009195
ENSMGAP00000001863	ENSTNIP00000010435
ENSMGAP00000004153	ENSTNIP00000011059
ENSMGAP00000011569	ENSTNIP00000006059
ENSMGAP00000012600	ENSTNIP00000020835
ENSMGAP00000007920	ENSTNIP00000011895
ENSMGAP00000013944	ENSTNIP00000009428
ENSMGAP00000013944	ENSTNIP00000021672
ENSMGAP00000016160	ENSTNIP00000005624
ENSMGAP00000006813	ENSTNIP00000021766
ENSMGAP00000006813	ENSTNIP00000015764
ENSMGAP00000002757	ENSTNIP00000008175
ENSMGAP00000015355	ENSTNIP00000022216
ENSMGAP00000002043	ENSTNIP00000017645
ENSMGAP00000010476	ENSTNIP00000009626
ENSMGAP00000008268	ENSTNIP00000007622
ENSMGAP00000005477	ENSTNIP00000011821
ENSMGAP00000010770	ENSTNIP00000018276
ENSMGAP00000008976	ENSTNIP00000021060
ENSMGAP00000001455	ENSTNIP00000012046
ENSMGAP00000015122	ENSTNIP00000018740
ENSMGAP00000017430	ENSTNIP00000018541
ENSMGAP00000000766	ENSTNIP00000019032
ENSMGAP00000005389	ENSTNIP00000012199
ENSMGAP00000003100	ENSTNIP00000020191
ENSMGAP00000003100	ENSTNIP00000021401
ENSMGAP00000013565	ENSTNIP00000006505
ENSMGAP00000011607	ENSTNIP00000016412
ENSMGAP00000011607	ENSTNIP00000015779
ENSMGAP00000012165	ENSTNIP00000012523
ENSMGAP00000006086	ENSTNIP00000013429
ENSMGAP00000015004	ENSTNIP00000010870
ENSMGAP00000007775	ENSTNIP00000017693
ENSMGAP00000007716	ENSTNIP00000016774
ENSMGAP00000011142	ENSTNIP00000017576
ENSMGAP00000011502	ENSTNIP00000000730
ENSMGAP00000011502	ENSTNIP00000016267
ENSMGAP00000010795	ENSTNIP00000022053
ENSMGAP00000010795	ENSTNIP00000003525
ENSMGAP00000010383	ENSTNIP00000018412
ENSMGAP00000010383	ENSTNIP00000010295
ENSMGAP00000007091	ENSTNIP00000022110
ENSMGAP00000011690	ENSTNIP00000011718
ENSMGAP00000001013	ENSTNIP00000020280
ENSMGAP00000013982	ENSTNIP00000000195
ENSMGAP00000013982	ENSTNIP00000018818
ENSMGAP00000006110	ENSTNIP00000021478
ENSMGAP00000010455	ENSTNIP00000021044
ENSMGAP00000003058	ENSTNIP00000017649
ENSMGAP00000003058	ENSTNIP00000017776
ENSMGAP00000000727	ENSTNIP00000014959
ENSMGAP00000002669	ENSTNIP00000017833
ENSMGAP00000004150	ENSTNIP00000016486
ENSMGAP00000019787	ENSTNIP00000018417
ENSMGAP00000013272	ENSTNIP00000005264
ENSMGAP00000000704	ENSTNIP00000011280
ENSMGAP00000009315	ENSTNIP00000019854
ENSMGAP00000003381	ENSTNIP00000005792
ENSMGAP00000008853	ENSTNIP00000022167
ENSMGAP00000002081	ENSTNIP00000021727
ENSMGAP00000008397	ENSTNIP00000013503
ENSMGAP00000010479	ENSTNIP00000016484
ENSMGAP00000002739	ENSTNIP00000021913
ENSMGAP00000002563	ENSTNIP00000018572
ENSMGAP00000018235	ENSTNIP00000003273
ENSMGAP00000012762	ENSTNIP00000013616
ENSMGAP00000007311	ENSTNIP00000016677
ENSMGAP00000001285	ENSTNIP00000018187
ENSMGAP00000014693	ENSTNIP00000019090
ENSMGAP00000014693	ENSTNIP00000005043
ENSMGAP00000016599	ENSTNIP00000018075
ENSMGAP00000016599	ENSTNIP00000021456
ENSMGAP00000016594	ENSTNIP00000018076
ENSMGAP00000016594	ENSTNIP00000021457
ENSMGAP00000000587	ENSTNIP00000006981
ENSMGAP00000004498	ENSTNIP00000022993
ENSMGAP00000011615	ENSTNIP00000004261
ENSMGAP00000011807	ENSTNIP00000013943
ENSMGAP00000004209	ENSTNIP00000005224
ENSMGAP00000016314	ENSTNIP00000012592
ENSMGAP00000016842	ENSTNIP00000019744
ENSMGAP00000009680	ENSTNIP00000021068
ENSMGAP00000009680	ENSTNIP00000010095
ENSMGAP00000011788	ENSTNIP00000002080
ENSMGAP00000011811	ENSTNIP00000013942
ENSMGAP00000009670	ENSTNIP00000010094
ENSMGAP00000019468	ENSTNIP00000021850
ENSMGAP00000000203	ENSTNIP00000014056
ENSMGAP00000003994	ENSTNIP00000015615
ENSMGAP00000008738	ENSTNIP00000005731
ENSMGAP00000012831	ENSTNIP00000015923
ENSMGAP00000000230	ENSTNIP00000014975
ENSMGAP00000001962	ENSTNIP00000021533
ENSMGAP00000014278	ENSTNIP00000022518
ENSMGAP00000012998	ENSTNIP00000008306
ENSMGAP00000004301	ENSTNIP00000019889
ENSMGAP00000007772	ENSTNIP00000010344
ENSMGAP00000008122	ENSTNIP00000010205
ENSMGAP00000018618	ENSTNIP00000006930
ENSMGAP00000003210	ENSTNIP00000018214
ENSMGAP00000002594	ENSTNIP00000005642
ENSMGAP00000000813	ENSTNIP00000000628
ENSMGAP00000014610	ENSTNIP00000020610
ENSMGAP00000016023	ENSTNIP00000015693
ENSMGAP00000002351	ENSTNIP00000018707
ENSMGAP00000004935	ENSTNIP00000004722
ENSMGAP00000009895	ENSTNIP00000009564
ENSMGAP00000003813	ENSTNIP00000019949
ENSMGAP00000007006	ENSTNIP00000017120
ENSMGAP00000002297	ENSTNIP00000020822
ENSMGAP00000011902	ENSTNIP00000013474
ENSMGAP00000012477	ENSTNIP00000008840
ENSMGAP00000012251	ENSTNIP00000010729
ENSMGAP00000009913	ENSTNIP00000015790
ENSMGAP00000005128	ENSTNIP00000006174
ENSMGAP00000007043	ENSTNIP00000004278
ENSMGAP00000002774	ENSTNIP00000005133
ENSMGAP00000001511	ENSTNIP00000005738
ENSMGAP00000013420	ENSTNIP00000020274
ENSMGAP00000000942	ENSTNIP00000020403
ENSMGAP00000019752	ENSTNIP00000015873
ENSMGAP00000007445	ENSTNIP00000012150
ENSMGAP00000014742	ENSTNIP00000010938
ENSMGAP00000006109	ENSTNIP00000018979
ENSMGAP00000003481	ENSTNIP00000013138
ENSMGAP00000003481	ENSTNIP00000014213
ENSMGAP00000004028	ENSTNIP00000014248
ENSMGAP00000004942	ENSTNIP00000019705
ENSMGAP00000018666	ENSTNIP00000014997
ENSMGAP00000018666	ENSTNIP00000008639
ENSMGAP00000012858	ENSTNIP00000007849
ENSMGAP00000012858	ENSTNIP00000017222
ENSMGAP00000002592	ENSTNIP00000009963
ENSMGAP00000006089	ENSTNIP00000011570
ENSMGAP00000006089	ENSTNIP00000010796
ENSMGAP00000019818	ENSTNIP00000002173
ENSMGAP00000019818	ENSTNIP00000017555
ENSMGAP00000015191	ENSTNIP00000005444
ENSMGAP00000015546	ENSTNIP00000009138
ENSMGAP00000015546	ENSTNIP00000012374
ENSMGAP00000008902	ENSTNIP00000013299
ENSMGAP00000008902	ENSTNIP00000012414
ENSMGAP00000018878	ENSTNIP00000018505
ENSMGAP00000004662	ENSTNIP00000007578
ENSMGAP00000018493	ENSTNIP00000007479
ENSMGAP00000018493	ENSTNIP00000012664
ENSMGAP00000008502	ENSTNIP00000002813
ENSMGAP00000008511	ENSTNIP00000022004
ENSMGAP00000008511	ENSTNIP00000014200
ENSMGAP00000014133	ENSTNIP00000013968
ENSMGAP00000009849	ENSTNIP00000015802
ENSMGAP00000010419	ENSTNIP00000005228
ENSMGAP00000007333	ENSTNIP00000011600
ENSMGAP00000000948	ENSTNIP00000017452
ENSMGAP00000010512	ENSTNIP00000020780
ENSMGAP00000005847	ENSTNIP00000003613
ENSMGAP00000000465	ENSTNIP00000010330
ENSMGAP00000001670	ENSTNIP00000021422
ENSMGAP00000001670	ENSTNIP00000007717
ENSMGAP00000012342	ENSTNIP00000011595
ENSMGAP00000008975	ENSTNIP00000001641
ENSMGAP00000006887	ENSTNIP00000016242
ENSMGAP00000006887	ENSTNIP00000021008
ENSMGAP00000013384	ENSTNIP00000020566
ENSMGAP00000012002	ENSTNIP00000000809
ENSMGAP00000016330	ENSTNIP00000003209
ENSMGAP00000000714	ENSTNIP00000015419
ENSMGAP00000010680	ENSTNIP00000007216
ENSMGAP00000005052	ENSTNIP00000013832
ENSMGAP00000000620	ENSTNIP00000004328
ENSMGAP00000005286	ENSTNIP00000001138
ENSMGAP00000004802	ENSTNIP00000006417
ENSMGAP00000012186	ENSTNIP00000020936
ENSMGAP00000007721	ENSTNIP00000022959
ENSMGAP00000015375	ENSTNIP00000003369
ENSMGAP00000009616	ENSTNIP00000018924
ENSMGAP00000009616	ENSTNIP00000011969
ENSMGAP00000004943	ENSTNIP00000003496
ENSMGAP00000004943	ENSTNIP00000000416
ENSMGAP00000001617	ENSTNIP00000018848
ENSMGAP00000000814	ENSTNIP00000019947
ENSMGAP00000000667	ENSTNIP00000012447
ENSMGAP00000018903	ENSTNIP00000007731
ENSMGAP00000012131	ENSTNIP00000006263
