ENSTGUP00000008915	ENSGACP00000003450
ENSTGUP00000002366	ENSGACP00000000213
ENSTGUP00000011887	ENSGACP00000016240
ENSTGUP00000012166	ENSGACP00000004855
ENSTGUP00000012166	ENSGACP00000025067
ENSTGUP00000003861	ENSGACP00000014829
ENSTGUP00000012967	ENSGACP00000025985
ENSTGUP00000007217	ENSGACP00000013404
ENSTGUP00000004769	ENSGACP00000000844
ENSTGUP00000005189	ENSGACP00000011987
ENSTGUP00000017826	ENSGACP00000012718
ENSTGUP00000017826	ENSGACP00000008090
ENSTGUP00000017529	ENSGACP00000014425
ENSTGUP00000015294	ENSGACP00000012025
ENSTGUP00000000232	ENSGACP00000023036
ENSTGUP00000006917	ENSGACP00000020519
ENSTGUP00000006917	ENSGACP00000004336
ENSTGUP00000003911	ENSGACP00000027566
ENSTGUP00000012567	ENSGACP00000015816
ENSTGUP00000006220	ENSGACP00000005590
ENSTGUP00000010434	ENSGACP00000026512
ENSTGUP00000012899	ENSGACP00000002437
ENSTGUP00000009379	ENSGACP00000021282
ENSTGUP00000003845	ENSGACP00000001673
ENSTGUP00000010408	ENSGACP00000010635
ENSTGUP00000010408	ENSGACP00000004574
ENSTGUP00000000446	ENSGACP00000021823
ENSTGUP00000005102	ENSGACP00000000016
ENSTGUP00000002513	ENSGACP00000016811
ENSTGUP00000006746	ENSGACP00000007737
ENSTGUP00000006507	ENSGACP00000007785
ENSTGUP00000002582	ENSGACP00000016782
ENSTGUP00000006672	ENSGACP00000015864
ENSTGUP00000006672	ENSGACP00000014067
ENSTGUP00000002688	ENSGACP00000026364
ENSTGUP00000002466	ENSGACP00000000096
ENSTGUP00000001253	ENSGACP00000003271
ENSTGUP00000001669	ENSGACP00000006514
ENSTGUP00000001669	ENSGACP00000001615
ENSTGUP00000008888	ENSGACP00000000108
ENSTGUP00000003959	ENSGACP00000025131
ENSTGUP00000003959	ENSGACP00000011699
ENSTGUP00000010952	ENSGACP00000018281
ENSTGUP00000015436	ENSGACP00000018929
ENSTGUP00000003692	ENSGACP00000006582
ENSTGUP00000004149	ENSGACP00000008748
ENSTGUP00000006128	ENSGACP00000007254
ENSTGUP00000008883	ENSGACP00000020838
ENSTGUP00000010233	ENSGACP00000007331
ENSTGUP00000010233	ENSGACP00000017854
ENSTGUP00000007412	ENSGACP00000022137
ENSTGUP00000006706	ENSGACP00000003166
ENSTGUP00000011666	ENSGACP00000012146
ENSTGUP00000005816	ENSGACP00000003298
ENSTGUP00000011809	ENSGACP00000003994
ENSTGUP00000009199	ENSGACP00000006122
ENSTGUP00000011766	ENSGACP00000003737
ENSTGUP00000013107	ENSGACP00000007223
ENSTGUP00000016684	ENSGACP00000006220
ENSTGUP00000002199	ENSGACP00000022784
ENSTGUP00000004109	ENSGACP00000000332
ENSTGUP00000003689	ENSGACP00000004965
ENSTGUP00000003689	ENSGACP00000004125
ENSTGUP00000012287	ENSGACP00000019896
ENSTGUP00000000561	ENSGACP00000023916
ENSTGUP00000000561	ENSGACP00000022047
ENSTGUP00000012554	ENSGACP00000007677
ENSTGUP00000003374	ENSGACP00000011892
ENSTGUP00000003297	ENSGACP00000010308
ENSTGUP00000003297	ENSGACP00000022291
ENSTGUP00000005338	ENSGACP00000013186
ENSTGUP00000012811	ENSGACP00000006904
ENSTGUP00000013554	ENSGACP00000012750
ENSTGUP00000006251	ENSGACP00000022458
ENSTGUP00000010524	ENSGACP00000007722
ENSTGUP00000012767	ENSGACP00000013973
ENSTGUP00000012353	ENSGACP00000019691
ENSTGUP00000002949	ENSGACP00000011994
ENSTGUP00000002949	ENSGACP00000008431
ENSTGUP00000015735	ENSGACP00000012120
ENSTGUP00000005922	ENSGACP00000023135
ENSTGUP00000008538	ENSGACP00000017112
ENSTGUP00000001270	ENSGACP00000012947
ENSTGUP00000004861	ENSGACP00000020465
ENSTGUP00000012738	ENSGACP00000006948
ENSTGUP00000012738	ENSGACP00000024634
ENSTGUP00000005884	ENSGACP00000003575
ENSTGUP00000002798	ENSGACP00000010631
ENSTGUP00000002798	ENSGACP00000008098
ENSTGUP00000005768	ENSGACP00000001890
ENSTGUP00000000229	ENSGACP00000012336
ENSTGUP00000001186	ENSGACP00000023888
ENSTGUP00000005920	ENSGACP00000021953
ENSTGUP00000000528	ENSGACP00000017328
ENSTGUP00000013996	ENSGACP00000004003
ENSTGUP00000006053	ENSGACP00000024090
ENSTGUP00000007521	ENSGACP00000024604
ENSTGUP00000002401	ENSGACP00000005966
ENSTGUP00000002401	ENSGACP00000022834
ENSTGUP00000007545	ENSGACP00000022187
ENSTGUP00000005531	ENSGACP00000018723
ENSTGUP00000015344	ENSGACP00000022725
ENSTGUP00000009539	ENSGACP00000005809
ENSTGUP00000011198	ENSGACP00000019626
ENSTGUP00000013422	ENSGACP00000011764
ENSTGUP00000001576	ENSGACP00000000232
ENSTGUP00000012630	ENSGACP00000018239
ENSTGUP00000012630	ENSGACP00000026294
ENSTGUP00000010146	ENSGACP00000015031
ENSTGUP00000001534	ENSGACP00000001282
ENSTGUP00000001418	ENSGACP00000027604
ENSTGUP00000006860	ENSGACP00000024805
ENSTGUP00000006801	ENSGACP00000019944
ENSTGUP00000002216	ENSGACP00000021735
ENSTGUP00000002216	ENSGACP00000006567
ENSTGUP00000004264	ENSGACP00000021061
ENSTGUP00000001430	ENSGACP00000012160
ENSTGUP00000012505	ENSGACP00000003739
ENSTGUP00000012951	ENSGACP00000008123
ENSTGUP00000012951	ENSGACP00000017573
ENSTGUP00000017920	ENSGACP00000018934
ENSTGUP00000013247	ENSGACP00000008519
ENSTGUP00000001238	ENSGACP00000003248
ENSTGUP00000004694	ENSGACP00000024464
ENSTGUP00000004694	ENSGACP00000009269
ENSTGUP00000007854	ENSGACP00000024653
ENSTGUP00000002761	ENSGACP00000009510
ENSTGUP00000004359	ENSGACP00000021772
ENSTGUP00000013224	ENSGACP00000008354
ENSTGUP00000015961	ENSGACP00000017992
ENSTGUP00000001003	ENSGACP00000024225
ENSTGUP00000007543	ENSGACP00000011511
ENSTGUP00000000116	ENSGACP00000014131
ENSTGUP00000000116	ENSGACP00000004366
ENSTGUP00000005405	ENSGACP00000001182
ENSTGUP00000000863	ENSGACP00000008686
ENSTGUP00000006397	ENSGACP00000003483
ENSTGUP00000003371	ENSGACP00000025960
ENSTGUP00000000309	ENSGACP00000007119
ENSTGUP00000000309	ENSGACP00000022701
ENSTGUP00000000292	ENSGACP00000016961
ENSTGUP00000000292	ENSGACP00000004382
ENSTGUP00000000337	ENSGACP00000022698
ENSTGUP00000000337	ENSGACP00000007143
ENSTGUP00000007746	ENSGACP00000019543
ENSTGUP00000000369	ENSGACP00000022983
ENSTGUP00000000207	ENSGACP00000022998
ENSTGUP00000001986	ENSGACP00000009402
ENSTGUP00000011437	ENSGACP00000003115
ENSTGUP00000011437	ENSGACP00000019688
ENSTGUP00000007881	ENSGACP00000006978
ENSTGUP00000006038	ENSGACP00000023138
ENSTGUP00000009254	ENSGACP00000004733
ENSTGUP00000007715	ENSGACP00000017180
ENSTGUP00000002760	ENSGACP00000011285
ENSTGUP00000002100	ENSGACP00000017649
ENSTGUP00000005505	ENSGACP00000015570
ENSTGUP00000010097	ENSGACP00000011966
ENSTGUP00000012535	ENSGACP00000015836
ENSTGUP00000013622	ENSGACP00000013706
ENSTGUP00000013622	ENSGACP00000002577
ENSTGUP00000002091	ENSGACP00000007021
ENSTGUP00000007917	ENSGACP00000005851
ENSTGUP00000012035	ENSGACP00000003605
ENSTGUP00000005541	ENSGACP00000024797
ENSTGUP00000006368	ENSGACP00000025182
ENSTGUP00000004368	ENSGACP00000018859
ENSTGUP00000002449	ENSGACP00000016717
ENSTGUP00000015899	ENSGACP00000012410
ENSTGUP00000003004	ENSGACP00000009429
ENSTGUP00000002996	ENSGACP00000009414
ENSTGUP00000009231	ENSGACP00000006007
ENSTGUP00000002988	ENSGACP00000009408
ENSTGUP00000005314	ENSGACP00000003770
ENSTGUP00000003746	ENSGACP00000025156
ENSTGUP00000003746	ENSGACP00000012721
ENSTGUP00000007490	ENSGACP00000021957
ENSTGUP00000011505	ENSGACP00000025314
ENSTGUP00000001953	ENSGACP00000026039
ENSTGUP00000001953	ENSGACP00000015730
ENSTGUP00000013601	ENSGACP00000014011
ENSTGUP00000013601	ENSGACP00000004656
ENSTGUP00000001326	ENSGACP00000012322
ENSTGUP00000005065	ENSGACP00000005442
ENSTGUP00000009454	ENSGACP00000008588
ENSTGUP00000006111	ENSGACP00000022429
ENSTGUP00000017440	ENSGACP00000006739
ENSTGUP00000017555	ENSGACP00000005148
ENSTGUP00000017555	ENSGACP00000017373
ENSTGUP00000009720	ENSGACP00000020180
ENSTGUP00000015948	ENSGACP00000015788
ENSTGUP00000009096	ENSGACP00000011945
ENSTGUP00000009599	ENSGACP00000006427
ENSTGUP00000001823	ENSGACP00000003282
ENSTGUP00000010564	ENSGACP00000009330
ENSTGUP00000003596	ENSGACP00000024039
ENSTGUP00000009509	ENSGACP00000021064
ENSTGUP00000009586	ENSGACP00000022175
ENSTGUP00000016365	ENSGACP00000016504
ENSTGUP00000006692	ENSGACP00000024174
ENSTGUP00000008471	ENSGACP00000005215
ENSTGUP00000008471	ENSGACP00000019235
ENSTGUP00000012423	ENSGACP00000015320
ENSTGUP00000013561	ENSGACP00000026109
ENSTGUP00000004027	ENSGACP00000003092
ENSTGUP00000017730	ENSGACP00000009401
ENSTGUP00000006927	ENSGACP00000008857
ENSTGUP00000006927	ENSGACP00000005887
ENSTGUP00000005636	ENSGACP00000005451
ENSTGUP00000005309	ENSGACP00000001703
ENSTGUP00000007710	ENSGACP00000021792
ENSTGUP00000000800	ENSGACP00000015309
ENSTGUP00000009537	ENSGACP00000022654
ENSTGUP00000012660	ENSGACP00000020002
ENSTGUP00000010329	ENSGACP00000010266
ENSTGUP00000010329	ENSGACP00000018671
ENSTGUP00000011745	ENSGACP00000003758
ENSTGUP00000000998	ENSGACP00000013669
ENSTGUP00000006169	ENSGACP00000005265
ENSTGUP00000004653	ENSGACP00000022585
ENSTGUP00000010332	ENSGACP00000009523
ENSTGUP00000007338	ENSGACP00000006385
ENSTGUP00000007338	ENSGACP00000017317
ENSTGUP00000001690	ENSGACP00000025276
ENSTGUP00000008892	ENSGACP00000008939
ENSTGUP00000012743	ENSGACP00000013210
ENSTGUP00000011093	ENSGACP00000008159
ENSTGUP00000011093	ENSGACP00000021206
ENSTGUP00000003158	ENSGACP00000025368
ENSTGUP00000011130	ENSGACP00000002745
ENSTGUP00000011746	ENSGACP00000003442
ENSTGUP00000011746	ENSGACP00000027337
ENSTGUP00000007491	ENSGACP00000024598
ENSTGUP00000012607	ENSGACP00000013993
ENSTGUP00000012607	ENSGACP00000010043
ENSTGUP00000016436	ENSGACP00000000672
ENSTGUP00000004289	ENSGACP00000021529
ENSTGUP00000004289	ENSGACP00000011311
ENSTGUP00000004765	ENSGACP00000026002
ENSTGUP00000001898	ENSGACP00000003350
ENSTGUP00000001898	ENSGACP00000023897
ENSTGUP00000009057	ENSGACP00000004614
ENSTGUP00000007478	ENSGACP00000000532
ENSTGUP00000002630	ENSGACP00000008178
ENSTGUP00000002630	ENSGACP00000011448
ENSTGUP00000003339	ENSGACP00000017188
ENSTGUP00000003339	ENSGACP00000006600
ENSTGUP00000010089	ENSGACP00000022000
ENSTGUP00000008454	ENSGACP00000007446
ENSTGUP00000012682	ENSGACP00000017092
ENSTGUP00000014812	ENSGACP00000001464
ENSTGUP00000003569	ENSGACP00000024953
ENSTGUP00000006446	ENSGACP00000021674
ENSTGUP00000003289	ENSGACP00000002888
ENSTGUP00000007431	ENSGACP00000011139
ENSTGUP00000006984	ENSGACP00000015598
ENSTGUP00000008796	ENSGACP00000018287
ENSTGUP00000000397	ENSGACP00000004561
ENSTGUP00000011574	ENSGACP00000009440
ENSTGUP00000011512	ENSGACP00000002761
ENSTGUP00000000185	ENSGACP00000011428
ENSTGUP00000010605	ENSGACP00000026232
ENSTGUP00000010605	ENSGACP00000011045
ENSTGUP00000008902	ENSGACP00000012340
ENSTGUP00000008902	ENSGACP00000015993
ENSTGUP00000010655	ENSGACP00000005588
ENSTGUP00000009090	ENSGACP00000005500
ENSTGUP00000011280	ENSGACP00000017927
ENSTGUP00000004936	ENSGACP00000021011
ENSTGUP00000001237	ENSGACP00000000348
ENSTGUP00000001237	ENSGACP00000005371
ENSTGUP00000005596	ENSGACP00000024566
ENSTGUP00000002706	ENSGACP00000022740
ENSTGUP00000004370	ENSGACP00000011532
ENSTGUP00000004370	ENSGACP00000024891
ENSTGUP00000008041	ENSGACP00000013780
ENSTGUP00000002236	ENSGACP00000021027
ENSTGUP00000002236	ENSGACP00000008651
ENSTGUP00000000339	ENSGACP00000010173
ENSTGUP00000007001	ENSGACP00000015825
ENSTGUP00000010671	ENSGACP00000012470
ENSTGUP00000000168	ENSGACP00000011617
ENSTGUP00000014866	ENSGACP00000009484
ENSTGUP00000017439	ENSGACP00000011446
ENSTGUP00000005279	ENSGACP00000018113
ENSTGUP00000005279	ENSGACP00000022946
ENSTGUP00000003438	ENSGACP00000002943
ENSTGUP00000003438	ENSGACP00000019731
ENSTGUP00000002368	ENSGACP00000025241
ENSTGUP00000008671	ENSGACP00000006688
ENSTGUP00000011207	ENSGACP00000002529
ENSTGUP00000004230	ENSGACP00000011402
ENSTGUP00000003682	ENSGACP00000004431
ENSTGUP00000017646	ENSGACP00000025091
ENSTGUP00000002008	ENSGACP00000025571
ENSTGUP00000002008	ENSGACP00000005780
ENSTGUP00000007376	ENSGACP00000005082
ENSTGUP00000017047	ENSGACP00000007968
ENSTGUP00000017047	ENSGACP00000011770
ENSTGUP00000001968	ENSGACP00000022684
ENSTGUP00000003866	ENSGACP00000011818
ENSTGUP00000003866	ENSGACP00000000907
ENSTGUP00000008675	ENSGACP00000019515
ENSTGUP00000008675	ENSGACP00000000813
ENSTGUP00000000432	ENSGACP00000013837
ENSTGUP00000000432	ENSGACP00000022375
ENSTGUP00000018014	ENSGACP00000015997
ENSTGUP00000016291	ENSGACP00000015371
ENSTGUP00000012078	ENSGACP00000002841
ENSTGUP00000012078	ENSGACP00000019700
ENSTGUP00000012644	ENSGACP00000017627
ENSTGUP00000011580	ENSGACP00000009418
ENSTGUP00000006559	ENSGACP00000002980
ENSTGUP00000001318	ENSGACP00000009493
ENSTGUP00000000381	ENSGACP00000021608
ENSTGUP00000015268	ENSGACP00000013354
ENSTGUP00000011077	ENSGACP00000002799
ENSTGUP00000013792	ENSGACP00000027354
ENSTGUP00000001510	ENSGACP00000021545
ENSTGUP00000007791	ENSGACP00000022732
ENSTGUP00000002540	ENSGACP00000009907
ENSTGUP00000012704	ENSGACP00000008859
ENSTGUP00000007171	ENSGACP00000024173
ENSTGUP00000016343	ENSGACP00000014120
ENSTGUP00000001204	ENSGACP00000023932
ENSTGUP00000007238	ENSGACP00000008024
ENSTGUP00000009654	ENSGACP00000020117
ENSTGUP00000003666	ENSGACP00000017241
ENSTGUP00000013828	ENSGACP00000018067
ENSTGUP00000005934	ENSGACP00000001883
ENSTGUP00000000760	ENSGACP00000026589
ENSTGUP00000012109	ENSGACP00000013917
ENSTGUP00000003498	ENSGACP00000010787
ENSTGUP00000010346	ENSGACP00000015257
ENSTGUP00000011150	ENSGACP00000016117
ENSTGUP00000009339	ENSGACP00000018820
ENSTGUP00000009339	ENSGACP00000017689
ENSTGUP00000005355	ENSGACP00000022251
ENSTGUP00000000631	ENSGACP00000015469
ENSTGUP00000007223	ENSGACP00000022303
ENSTGUP00000002105	ENSGACP00000022102
ENSTGUP00000003414	ENSGACP00000022590
ENSTGUP00000003856	ENSGACP00000010322
ENSTGUP00000008738	ENSGACP00000015048
ENSTGUP00000010889	ENSGACP00000003908
ENSTGUP00000007830	ENSGACP00000007605
ENSTGUP00000004357	ENSGACP00000004573
ENSTGUP00000004760	ENSGACP00000008478
ENSTGUP00000004760	ENSGACP00000020001
ENSTGUP00000003621	ENSGACP00000024400
ENSTGUP00000011994	ENSGACP00000013251
ENSTGUP00000006842	ENSGACP00000025897
ENSTGUP00000003257	ENSGACP00000018993
ENSTGUP00000013637	ENSGACP00000019716
ENSTGUP00000013636	ENSGACP00000016278
ENSTGUP00000010356	ENSGACP00000012694
ENSTGUP00000008072	ENSGACP00000001529
ENSTGUP00000013963	ENSGACP00000026680
ENSTGUP00000013894	ENSGACP00000008958
ENSTGUP00000006131	ENSGACP00000020441
ENSTGUP00000013797	ENSGACP00000008145
ENSTGUP00000004185	ENSGACP00000026815
ENSTGUP00000000774	ENSGACP00000013984
ENSTGUP00000007157	ENSGACP00000021586
ENSTGUP00000004426	ENSGACP00000013534
ENSTGUP00000005903	ENSGACP00000024736
ENSTGUP00000008358	ENSGACP00000014235
ENSTGUP00000007232	ENSGACP00000007222
ENSTGUP00000003053	ENSGACP00000012801
ENSTGUP00000006356	ENSGACP00000025797
ENSTGUP00000006313	ENSGACP00000025798
ENSTGUP00000003095	ENSGACP00000005529
ENSTGUP00000007202	ENSGACP00000021596
ENSTGUP00000012268	ENSGACP00000012106
ENSTGUP00000003740	ENSGACP00000021264
ENSTGUP00000001127	ENSGACP00000024266
ENSTGUP00000017708	ENSGACP00000017915
ENSTGUP00000001536	ENSGACP00000024585
ENSTGUP00000004449	ENSGACP00000024881
ENSTGUP00000004449	ENSGACP00000011486
ENSTGUP00000010094	ENSGACP00000004499
ENSTGUP00000004632	ENSGACP00000003318
ENSTGUP00000008313	ENSGACP00000021323
ENSTGUP00000003821	ENSGACP00000009675
ENSTGUP00000008443	ENSGACP00000006339
ENSTGUP00000008443	ENSGACP00000014335
ENSTGUP00000011473	ENSGACP00000025561
ENSTGUP00000004358	ENSGACP00000026728
ENSTGUP00000004802	ENSGACP00000001701
ENSTGUP00000010726	ENSGACP00000001185
ENSTGUP00000014651	ENSGACP00000014249
ENSTGUP00000003178	ENSGACP00000025125
ENSTGUP00000000217	ENSGACP00000023449
ENSTGUP00000017790	ENSGACP00000014555
ENSTGUP00000008120	ENSGACP00000012619
ENSTGUP00000000902	ENSGACP00000001330
ENSTGUP00000000902	ENSGACP00000010500
ENSTGUP00000008627	ENSGACP00000010621
ENSTGUP00000001697	ENSGACP00000003513
ENSTGUP00000004942	ENSGACP00000016177
ENSTGUP00000014786	ENSGACP00000016981
ENSTGUP00000004342	ENSGACP00000006322
ENSTGUP00000009376	ENSGACP00000007554
ENSTGUP00000001379	ENSGACP00000002607
ENSTGUP00000015140	ENSGACP00000014260
ENSTGUP00000013382	ENSGACP00000011933
ENSTGUP00000006457	ENSGACP00000006024
ENSTGUP00000001848	ENSGACP00000024572
ENSTGUP00000004159	ENSGACP00000019407
ENSTGUP00000004508	ENSGACP00000019545
ENSTGUP00000007914	ENSGACP00000003494
ENSTGUP00000014591	ENSGACP00000013014
ENSTGUP00000015419	ENSGACP00000017936
ENSTGUP00000015419	ENSGACP00000013041
ENSTGUP00000017830	ENSGACP00000008219
ENSTGUP00000008136	ENSGACP00000016507
ENSTGUP00000000839	ENSGACP00000015214
ENSTGUP00000003505	ENSGACP00000025181
ENSTGUP00000003505	ENSGACP00000014679
ENSTGUP00000009689	ENSGACP00000025388
ENSTGUP00000009705	ENSGACP00000025379
ENSTGUP00000001313	ENSGACP00000021499
ENSTGUP00000010521	ENSGACP00000005365
ENSTGUP00000010521	ENSGACP00000020610
ENSTGUP00000013525	ENSGACP00000015903
ENSTGUP00000010609	ENSGACP00000005598
ENSTGUP00000011889	ENSGACP00000014557
ENSTGUP00000004661	ENSGACP00000008027
ENSTGUP00000011668	ENSGACP00000003870
ENSTGUP00000006435	ENSGACP00000021771
ENSTGUP00000013290	ENSGACP00000008334
ENSTGUP00000006309	ENSGACP00000021548
ENSTGUP00000012356	ENSGACP00000008480
ENSTGUP00000008678	ENSGACP00000010084
ENSTGUP00000008678	ENSGACP00000020785
ENSTGUP00000009496	ENSGACP00000003530
ENSTGUP00000003436	ENSGACP00000019513
ENSTGUP00000002703	ENSGACP00000003381
ENSTGUP00000013467	ENSGACP00000022868
ENSTGUP00000011980	ENSGACP00000017277
ENSTGUP00000012713	ENSGACP00000009160
ENSTGUP00000005344	ENSGACP00000015142
ENSTGUP00000012943	ENSGACP00000007884
ENSTGUP00000000413	ENSGACP00000027510
ENSTGUP00000010779	ENSGACP00000024254
ENSTGUP00000008527	ENSGACP00000000818
ENSTGUP00000004856	ENSGACP00000001662
ENSTGUP00000002249	ENSGACP00000006069
ENSTGUP00000010547	ENSGACP00000005922
ENSTGUP00000007624	ENSGACP00000007256
ENSTGUP00000011659	ENSGACP00000013612
ENSTGUP00000000172	ENSGACP00000011450
ENSTGUP00000004843	ENSGACP00000015449
ENSTGUP00000012521	ENSGACP00000020394
ENSTGUP00000017169	ENSGACP00000016906
ENSTGUP00000014885	ENSGACP00000011234
ENSTGUP00000014885	ENSGACP00000020086
ENSTGUP00000014117	ENSGACP00000003862
ENSTGUP00000002934	ENSGACP00000023866
ENSTGUP00000002934	ENSGACP00000004398
ENSTGUP00000010537	ENSGACP00000015762
ENSTGUP00000010943	ENSGACP00000017433
ENSTGUP00000004993	ENSGACP00000007451
ENSTGUP00000010895	ENSGACP00000006025
ENSTGUP00000003115	ENSGACP00000023976
ENSTGUP00000001234	ENSGACP00000003246
ENSTGUP00000017664	ENSGACP00000005775
ENSTGUP00000017664	ENSGACP00000016164
ENSTGUP00000000163	ENSGACP00000017564
ENSTGUP00000000163	ENSGACP00000020279
ENSTGUP00000010945	ENSGACP00000000990
ENSTGUP00000010945	ENSGACP00000012532
ENSTGUP00000008665	ENSGACP00000013462
ENSTGUP00000008665	ENSGACP00000026509
ENSTGUP00000012314	ENSGACP00000023448
ENSTGUP00000013186	ENSGACP00000014094
ENSTGUP00000013096	ENSGACP00000010733
ENSTGUP00000005932	ENSGACP00000003028
ENSTGUP00000004457	ENSGACP00000021594
ENSTGUP00000010965	ENSGACP00000013337
ENSTGUP00000011658	ENSGACP00000010613
ENSTGUP00000011658	ENSGACP00000007889
ENSTGUP00000005310	ENSGACP00000011421
ENSTGUP00000010718	ENSGACP00000024271
ENSTGUP00000010718	ENSGACP00000025675
ENSTGUP00000000394	ENSGACP00000023828
ENSTGUP00000016078	ENSGACP00000014471
ENSTGUP00000006024	ENSGACP00000019084
ENSTGUP00000007501	ENSGACP00000003464
ENSTGUP00000008028	ENSGACP00000016392
ENSTGUP00000009682	ENSGACP00000006553
ENSTGUP00000009838	ENSGACP00000022308
ENSTGUP00000007104	ENSGACP00000020501
ENSTGUP00000014409	ENSGACP00000017383
ENSTGUP00000017704	ENSGACP00000023496
ENSTGUP00000008580	ENSGACP00000009415
ENSTGUP00000009751	ENSGACP00000006716
ENSTGUP00000001252	ENSGACP00000024749
ENSTGUP00000009779	ENSGACP00000006754
ENSTGUP00000012320	ENSGACP00000027194
ENSTGUP00000012320	ENSGACP00000015420
ENSTGUP00000008922	ENSGACP00000004920
ENSTGUP00000006517	ENSGACP00000007678
ENSTGUP00000007712	ENSGACP00000024192
ENSTGUP00000011454	ENSGACP00000006885
ENSTGUP00000004493	ENSGACP00000021490
ENSTGUP00000004493	ENSGACP00000008459
ENSTGUP00000006409	ENSGACP00000004322
ENSTGUP00000006358	ENSGACP00000009336
ENSTGUP00000012995	ENSGACP00000017154
ENSTGUP00000011842	ENSGACP00000015556
ENSTGUP00000011783	ENSGACP00000010392
ENSTGUP00000003570	ENSGACP00000008077
ENSTGUP00000000785	ENSGACP00000003112
ENSTGUP00000013689	ENSGACP00000013572
ENSTGUP00000010682	ENSGACP00000022856
ENSTGUP00000007955	ENSGACP00000004787
ENSTGUP00000002516	ENSGACP00000006101
ENSTGUP00000004949	ENSGACP00000022116
ENSTGUP00000001241	ENSGACP00000000346
ENSTGUP00000010636	ENSGACP00000015849
ENSTGUP00000010636	ENSGACP00000016242
ENSTGUP00000000951	ENSGACP00000002274
ENSTGUP00000013024	ENSGACP00000027484
ENSTGUP00000013024	ENSGACP00000017594
ENSTGUP00000012018	ENSGACP00000013314
ENSTGUP00000000059	ENSGACP00000027429
ENSTGUP00000012546	ENSGACP00000006326
ENSTGUP00000017443	ENSGACP00000015089
ENSTGUP00000017443	ENSGACP00000009392
ENSTGUP00000009458	ENSGACP00000005826
ENSTGUP00000010877	ENSGACP00000014441
ENSTGUP00000010877	ENSGACP00000017550
ENSTGUP00000010897	ENSGACP00000011318
ENSTGUP00000010897	ENSGACP00000022647
ENSTGUP00000003725	ENSGACP00000000006
ENSTGUP00000012789	ENSGACP00000007477
ENSTGUP00000001188	ENSGACP00000012530
ENSTGUP00000010493	ENSGACP00000019167
ENSTGUP00000007260	ENSGACP00000022124
ENSTGUP00000004724	ENSGACP00000002021
ENSTGUP00000001810	ENSGACP00000007333
ENSTGUP00000009965	ENSGACP00000022381
ENSTGUP00000001861	ENSGACP00000018868
ENSTGUP00000001187	ENSGACP00000006803
ENSTGUP00000006371	ENSGACP00000025679
ENSTGUP00000006619	ENSGACP00000027132
ENSTGUP00000008170	ENSGACP00000008507
ENSTGUP00000007813	ENSGACP00000019813
ENSTGUP00000009310	ENSGACP00000002975
ENSTGUP00000012099	ENSGACP00000007783
ENSTGUP00000011096	ENSGACP00000004634
ENSTGUP00000011096	ENSGACP00000017197
ENSTGUP00000003336	ENSGACP00000013504
ENSTGUP00000001462	ENSGACP00000021504
ENSTGUP00000006751	ENSGACP00000026545
ENSTGUP00000010425	ENSGACP00000016731
ENSTGUP00000004620	ENSGACP00000003191
ENSTGUP00000001044	ENSGACP00000021474
ENSTGUP00000011416	ENSGACP00000004194
ENSTGUP00000000705	ENSGACP00000005096
ENSTGUP00000000705	ENSGACP00000019023
ENSTGUP00000015117	ENSGACP00000025249
ENSTGUP00000009182	ENSGACP00000017546
ENSTGUP00000008305	ENSGACP00000016289
ENSTGUP00000008305	ENSGACP00000023344
ENSTGUP00000004080	ENSGACP00000019342
ENSTGUP00000007177	ENSGACP00000004732
ENSTGUP00000007177	ENSGACP00000015240
ENSTGUP00000001083	ENSGACP00000010368
ENSTGUP00000000690	ENSGACP00000000716
ENSTGUP00000000690	ENSGACP00000017706
ENSTGUP00000012014	ENSGACP00000002080
ENSTGUP00000000817	ENSGACP00000010907
ENSTGUP00000000817	ENSGACP00000020521
ENSTGUP00000004887	ENSGACP00000010211
ENSTGUP00000006130	ENSGACP00000010670
ENSTGUP00000003136	ENSGACP00000006875
ENSTGUP00000013626	ENSGACP00000016963
