ENSDARP00000074624	ENSMODP00000016222
ENSDARP00000106639	ENSMODP00000012455
ENSDARP00000121156	ENSMODP00000012455
ENSDARP00000039570	ENSMODP00000012064
ENSDARP00000096291	ENSMODP00000000649
ENSDARP00000073113	ENSMODP00000000649
ENSDARP00000108125	ENSMODP00000015470
ENSDARP00000037116	ENSMODP00000015470
ENSDARP00000108452	ENSMODP00000019548
ENSDARP00000129758	ENSMODP00000010137
ENSDARP00000073709	ENSMODP00000006736
ENSDARP00000115462	ENSMODP00000002711
ENSDARP00000064089	ENSMODP00000010184
ENSDARP00000011264	ENSMODP00000002983
ENSDARP00000065379	ENSMODP00000002983
ENSDARP00000057420	ENSMODP00000026145
ENSDARP00000014422	ENSMODP00000026145
ENSDARP00000115544	ENSMODP00000006166
ENSDARP00000020652	ENSMODP00000010114
ENSDARP00000100957	ENSMODP00000000069
ENSDARP00000089195	ENSMODP00000012999
ENSDARP00000101435	ENSMODP00000002132
ENSDARP00000036401	ENSMODP00000024339
ENSDARP00000106262	ENSMODP00000026358
ENSDARP00000110808	ENSMODP00000022225
ENSDARP00000099409	ENSMODP00000008257
ENSDARP00000100386	ENSMODP00000028259
ENSDARP00000127685	ENSMODP00000000228
ENSDARP00000128635	ENSMODP00000000228
ENSDARP00000119401	ENSMODP00000036810
ENSDARP00000010346	ENSMODP00000036810
ENSDARP00000109117	ENSMODP00000037411
ENSDARP00000029561	ENSMODP00000002351
ENSDARP00000025528	ENSMODP00000002351
ENSDARP00000116197	ENSMODP00000002163
ENSDARP00000079966	ENSMODP00000025398
ENSDARP00000029313	ENSMODP00000037382
ENSDARP00000083822	ENSMODP00000037382
ENSDARP00000100489	ENSMODP00000026612
ENSDARP00000044452	ENSMODP00000011594
ENSDARP00000118028	ENSMODP00000011594
ENSDARP00000112117	ENSMODP00000019041
ENSDARP00000099800	ENSMODP00000018868
ENSDARP00000117153	ENSMODP00000018868
ENSDARP00000100533	ENSMODP00000003987
ENSDARP00000128198	ENSMODP00000034645
ENSDARP00000046210	ENSMODP00000011208
ENSDARP00000118247	ENSMODP00000025847
ENSDARP00000058341	ENSMODP00000024196
ENSDARP00000068999	ENSMODP00000000760
ENSDARP00000096540	ENSMODP00000039476
ENSDARP00000049829	ENSMODP00000003469
ENSDARP00000092285	ENSMODP00000011291
ENSDARP00000014024	ENSMODP00000037952
ENSDARP00000033085	ENSMODP00000022550
ENSDARP00000003984	ENSMODP00000022550
ENSDARP00000021260	ENSMODP00000001136
ENSDARP00000074832	ENSMODP00000001136
ENSDARP00000004329	ENSMODP00000010901
ENSDARP00000016938	ENSMODP00000007175
ENSDARP00000014377	ENSMODP00000025868
ENSDARP00000120780	ENSMODP00000025868
ENSDARP00000004223	ENSMODP00000034561
ENSDARP00000089031	ENSMODP00000034561
ENSDARP00000110017	ENSMODP00000023467
ENSDARP00000056560	ENSMODP00000024649
ENSDARP00000118440	ENSMODP00000020751
ENSDARP00000104658	ENSMODP00000004710
ENSDARP00000116071	ENSMODP00000018823
ENSDARP00000088707	ENSMODP00000020815
ENSDARP00000003949	ENSMODP00000026883
ENSDARP00000062819	ENSMODP00000000946
ENSDARP00000114513	ENSMODP00000024409
ENSDARP00000095064	ENSMODP00000003912
ENSDARP00000073298	ENSMODP00000003912
ENSDARP00000110018	ENSMODP00000026803
ENSDARP00000073437	ENSMODP00000010405
ENSDARP00000055809	ENSMODP00000010405
ENSDARP00000043001	ENSMODP00000004085
ENSDARP00000005519	ENSMODP00000004091
ENSDARP00000080761	ENSMODP00000018619
ENSDARP00000090100	ENSMODP00000013835
ENSDARP00000049461	ENSMODP00000012095
ENSDARP00000046921	ENSMODP00000021576
ENSDARP00000089021	ENSMODP00000008480
ENSDARP00000075256	ENSMODP00000009070
ENSDARP00000102311	ENSMODP00000009070
ENSDARP00000013072	ENSMODP00000009803
ENSDARP00000033713	ENSMODP00000000138
ENSDARP00000018280	ENSMODP00000040545
ENSDARP00000118357	ENSMODP00000002855
ENSDARP00000107941	ENSMODP00000002147
ENSDARP00000123391	ENSMODP00000025643
ENSDARP00000061587	ENSMODP00000004378
ENSDARP00000041364	ENSMODP00000004378
ENSDARP00000069319	ENSMODP00000039692
ENSDARP00000109277	ENSMODP00000026243
ENSDARP00000087775	ENSMODP00000019172
ENSDARP00000071331	ENSMODP00000033603
ENSDARP00000102806	ENSMODP00000026244
ENSDARP00000107613	ENSMODP00000016600
ENSDARP00000108566	ENSMODP00000016600
ENSDARP00000016969	ENSMODP00000018974
ENSDARP00000005313	ENSMODP00000032200
ENSDARP00000014904	ENSMODP00000015806
ENSDARP00000020838	ENSMODP00000032552
ENSDARP00000036961	ENSMODP00000015327
ENSDARP00000082533	ENSMODP00000021315
ENSDARP00000082539	ENSMODP00000021315
ENSDARP00000114785	ENSMODP00000006984
ENSDARP00000006703	ENSMODP00000006984
ENSDARP00000115713	ENSMODP00000004061
ENSDARP00000113095	ENSMODP00000012505
ENSDARP00000125863	ENSMODP00000005889
ENSDARP00000076416	ENSMODP00000026245
ENSDARP00000020190	ENSMODP00000032292
ENSDARP00000107515	ENSMODP00000032292
ENSDARP00000089083	ENSMODP00000021264
ENSDARP00000078026	ENSMODP00000001663
ENSDARP00000116442	ENSMODP00000001663
ENSDARP00000044377	ENSMODP00000017846
ENSDARP00000044704	ENSMODP00000007740
ENSDARP00000021899	ENSMODP00000005872
ENSDARP00000106306	ENSMODP00000034705
ENSDARP00000024344	ENSMODP00000034705
ENSDARP00000090879	ENSMODP00000038084
ENSDARP00000103816	ENSMODP00000032291
ENSDARP00000068078	ENSMODP00000008683
ENSDARP00000067030	ENSMODP00000022169
ENSDARP00000112016	ENSMODP00000002378
ENSDARP00000019044	ENSMODP00000005624
ENSDARP00000008879	ENSMODP00000005624
ENSDARP00000020470	ENSMODP00000002541
ENSDARP00000016454	ENSMODP00000002541
ENSDARP00000106495	ENSMODP00000014998
ENSDARP00000113922	ENSMODP00000015223
ENSDARP00000116860	ENSMODP00000006411
ENSDARP00000086006	ENSMODP00000007737
ENSDARP00000072380	ENSMODP00000010188
ENSDARP00000129002	ENSMODP00000019004
ENSDARP00000085294	ENSMODP00000019004
ENSDARP00000075492	ENSMODP00000019113
ENSDARP00000078936	ENSMODP00000012377
ENSDARP00000022809	ENSMODP00000012377
ENSDARP00000109525	ENSMODP00000014867
ENSDARP00000112307	ENSMODP00000014867
ENSDARP00000091622	ENSMODP00000026374
ENSDARP00000077989	ENSMODP00000026374
ENSDARP00000104711	ENSMODP00000011577
ENSDARP00000036537	ENSMODP00000027346
ENSDARP00000048431	ENSMODP00000007980
ENSDARP00000042429	ENSMODP00000007980
ENSDARP00000104315	ENSMODP00000030697
ENSDARP00000110155	ENSMODP00000035312
ENSDARP00000100615	ENSMODP00000021984
ENSDARP00000062617	ENSMODP00000005185
ENSDARP00000089071	ENSMODP00000020279
ENSDARP00000073803	ENSMODP00000006045
ENSDARP00000041676	ENSMODP00000026497
ENSDARP00000119846	ENSMODP00000039040
ENSDARP00000103088	ENSMODP00000023804
ENSDARP00000103672	ENSMODP00000009038
ENSDARP00000107691	ENSMODP00000014633
ENSDARP00000003571	ENSMODP00000010639
ENSDARP00000020980	ENSMODP00000009869
ENSDARP00000012097	ENSMODP00000038779
ENSDARP00000046529	ENSMODP00000032039
ENSDARP00000076952	ENSMODP00000010446
ENSDARP00000080189	ENSMODP00000017076
ENSDARP00000055219	ENSMODP00000005562
ENSDARP00000097526	ENSMODP00000008521
ENSDARP00000080104	ENSMODP00000010378
ENSDARP00000106880	ENSMODP00000010378
ENSDARP00000101998	ENSMODP00000022565
ENSDARP00000070106	ENSMODP00000013443
ENSDARP00000116060	ENSMODP00000027866
ENSDARP00000106333	ENSMODP00000005640
ENSDARP00000122151	ENSMODP00000026877
ENSDARP00000087528	ENSMODP00000032757
ENSDARP00000090220	ENSMODP00000036327
ENSDARP00000034172	ENSMODP00000002922
ENSDARP00000063273	ENSMODP00000002922
ENSDARP00000116571	ENSMODP00000028764
ENSDARP00000080475	ENSMODP00000000716
ENSDARP00000109505	ENSMODP00000012379
ENSDARP00000109101	ENSMODP00000012379
ENSDARP00000089620	ENSMODP00000004353
ENSDARP00000069990	ENSMODP00000010816
ENSDARP00000127095	ENSMODP00000003727
ENSDARP00000078851	ENSMODP00000012187
ENSDARP00000127435	ENSMODP00000012187
ENSDARP00000101263	ENSMODP00000014155
ENSDARP00000106134	ENSMODP00000014155
ENSDARP00000087671	ENSMODP00000014938
ENSDARP00000112948	ENSMODP00000031807
ENSDARP00000091571	ENSMODP00000005955
ENSDARP00000113831	ENSMODP00000018816
ENSDARP00000079241	ENSMODP00000035876
ENSDARP00000086356	ENSMODP00000035876
ENSDARP00000099401	ENSMODP00000032437
ENSDARP00000042001	ENSMODP00000027953
ENSDARP00000005272	ENSMODP00000027953
ENSDARP00000041502	ENSMODP00000037734
ENSDARP00000048398	ENSMODP00000037734
ENSDARP00000072959	ENSMODP00000014534
ENSDARP00000110238	ENSMODP00000014534
ENSDARP00000070226	ENSMODP00000018809
ENSDARP00000111832	ENSMODP00000005213
ENSDARP00000041318	ENSMODP00000005213
ENSDARP00000101460	ENSMODP00000017465
ENSDARP00000026900	ENSMODP00000017465
ENSDARP00000002697	ENSMODP00000022215
ENSDARP00000094989	ENSMODP00000007404
ENSDARP00000016755	ENSMODP00000007849
ENSDARP00000064209	ENSMODP00000024496
ENSDARP00000086480	ENSMODP00000024511
ENSDARP00000044646	ENSMODP00000018799
ENSDARP00000127620	ENSMODP00000016893
ENSDARP00000051662	ENSMODP00000017942
ENSDARP00000064389	ENSMODP00000021002
ENSDARP00000069300	ENSMODP00000013555
ENSDARP00000055578	ENSMODP00000016791
ENSDARP00000060879	ENSMODP00000021488
ENSDARP00000006532	ENSMODP00000001527
ENSDARP00000104973	ENSMODP00000024700
ENSDARP00000112221	ENSMODP00000024700
ENSDARP00000123264	ENSMODP00000024639
ENSDARP00000054806	ENSMODP00000015947
ENSDARP00000075139	ENSMODP00000004363
ENSDARP00000087936	ENSMODP00000021892
ENSDARP00000057643	ENSMODP00000007905
ENSDARP00000012903	ENSMODP00000038070
ENSDARP00000055935	ENSMODP00000015014
ENSDARP00000020636	ENSMODP00000015014
ENSDARP00000017657	ENSMODP00000024558
ENSDARP00000028001	ENSMODP00000023822
ENSDARP00000068409	ENSMODP00000008346
ENSDARP00000090707	ENSMODP00000008346
ENSDARP00000081727	ENSMODP00000002108
ENSDARP00000099912	ENSMODP00000025573
ENSDARP00000105369	ENSMODP00000001544
ENSDARP00000120299	ENSMODP00000012565
ENSDARP00000124631	ENSMODP00000035895
ENSDARP00000011986	ENSMODP00000035895
ENSDARP00000109228	ENSMODP00000029051
ENSDARP00000007629	ENSMODP00000029051
ENSDARP00000082910	ENSMODP00000035893
ENSDARP00000103530	ENSMODP00000011896
ENSDARP00000098262	ENSMODP00000029052
ENSDARP00000078348	ENSMODP00000029052
ENSDARP00000080162	ENSMODP00000024049
ENSDARP00000122217	ENSMODP00000007713
ENSDARP00000114372	ENSMODP00000010556
ENSDARP00000064797	ENSMODP00000020268
ENSDARP00000112310	ENSMODP00000012070
ENSDARP00000084860	ENSMODP00000010025
ENSDARP00000095158	ENSMODP00000010025
ENSDARP00000128755	ENSMODP00000032688
ENSDARP00000126632	ENSMODP00000032688
ENSDARP00000120607	ENSMODP00000006519
ENSDARP00000007698	ENSMODP00000001303
ENSDARP00000065984	ENSMODP00000001303
ENSDARP00000119600	ENSMODP00000012084
ENSDARP00000073976	ENSMODP00000012087
ENSDARP00000094622	ENSMODP00000001313
ENSDARP00000041724	ENSMODP00000013510
ENSDARP00000114062	ENSMODP00000020816
ENSDARP00000080522	ENSMODP00000015732
ENSDARP00000072956	ENSMODP00000016374
ENSDARP00000113204	ENSMODP00000026808
ENSDARP00000013376	ENSMODP00000004493
ENSDARP00000047307	ENSMODP00000021977
ENSDARP00000115766	ENSMODP00000022462
ENSDARP00000101239	ENSMODP00000021638
ENSDARP00000056665	ENSMODP00000005084
ENSDARP00000083875	ENSMODP00000025693
ENSDARP00000011409	ENSMODP00000025940
ENSDARP00000073620	ENSMODP00000018764
ENSDARP00000128705	ENSMODP00000002849
ENSDARP00000106554	ENSMODP00000017603
ENSDARP00000087169	ENSMODP00000009317
ENSDARP00000124228	ENSMODP00000007119
ENSDARP00000127990	ENSMODP00000010797
ENSDARP00000103591	ENSMODP00000034000
ENSDARP00000070629	ENSMODP00000017496
ENSDARP00000124793	ENSMODP00000005173
ENSDARP00000052937	ENSMODP00000017494
ENSDARP00000015036	ENSMODP00000004436
ENSDARP00000001459	ENSMODP00000017791
ENSDARP00000010074	ENSMODP00000003465
ENSDARP00000017597	ENSMODP00000026118
ENSDARP00000069085	ENSMODP00000025844
ENSDARP00000120922	ENSMODP00000009490
ENSDARP00000066557	ENSMODP00000020811
ENSDARP00000080366	ENSMODP00000024722
ENSDARP00000121563	ENSMODP00000024722
ENSDARP00000112503	ENSMODP00000008490
ENSDARP00000047528	ENSMODP00000038831
ENSDARP00000042623	ENSMODP00000013200
ENSDARP00000120481	ENSMODP00000001853
ENSDARP00000028698	ENSMODP00000001853
ENSDARP00000024796	ENSMODP00000001858
ENSDARP00000108269	ENSMODP00000036576
ENSDARP00000094979	ENSMODP00000021887
ENSDARP00000022888	ENSMODP00000005599
ENSDARP00000074846	ENSMODP00000022414
ENSDARP00000102208	ENSMODP00000021618
ENSDARP00000127073	ENSMODP00000013696
ENSDARP00000005855	ENSMODP00000024031
ENSDARP00000045070	ENSMODP00000008970
ENSDARP00000016330	ENSMODP00000008970
ENSDARP00000055200	ENSMODP00000001029
ENSDARP00000077301	ENSMODP00000010321
ENSDARP00000126371	ENSMODP00000003646
ENSDARP00000013603	ENSMODP00000016695
ENSDARP00000121332	ENSMODP00000025719
ENSDARP00000076380	ENSMODP00000025719
ENSDARP00000105696	ENSMODP00000009242
ENSDARP00000089039	ENSMODP00000009242
ENSDARP00000056102	ENSMODP00000020036
ENSDARP00000094545	ENSMODP00000020036
ENSDARP00000122427	ENSMODP00000002875
ENSDARP00000020932	ENSMODP00000022197
ENSDARP00000072528	ENSMODP00000036640
ENSDARP00000011213	ENSMODP00000038032
ENSDARP00000034534	ENSMODP00000021383
ENSDARP00000067323	ENSMODP00000035196
ENSDARP00000022108	ENSMODP00000035196
ENSDARP00000120470	ENSMODP00000025324
ENSDARP00000101022	ENSMODP00000020335
ENSDARP00000029832	ENSMODP00000002425
ENSDARP00000109272	ENSMODP00000002425
ENSDARP00000010190	ENSMODP00000010012
ENSDARP00000020044	ENSMODP00000000744
ENSDARP00000055407	ENSMODP00000000744
ENSDARP00000106998	ENSMODP00000004381
ENSDARP00000103861	ENSMODP00000022914
ENSDARP00000120846	ENSMODP00000022914
ENSDARP00000119031	ENSMODP00000012136
ENSDARP00000123123	ENSMODP00000007866
ENSDARP00000007949	ENSMODP00000019612
ENSDARP00000110111	ENSMODP00000032626
ENSDARP00000085236	ENSMODP00000011769
ENSDARP00000057961	ENSMODP00000013176
ENSDARP00000104209	ENSMODP00000012651
ENSDARP00000100290	ENSMODP00000012651
ENSDARP00000121740	ENSMODP00000014513
ENSDARP00000058160	ENSMODP00000010094
ENSDARP00000078496	ENSMODP00000025569
ENSDARP00000128654	ENSMODP00000039790
ENSDARP00000112571	ENSMODP00000003223
ENSDARP00000003721	ENSMODP00000001283
ENSDARP00000084719	ENSMODP00000015243
ENSDARP00000002767	ENSMODP00000026121
ENSDARP00000110059	ENSMODP00000007685
ENSDARP00000118751	ENSMODP00000035053
ENSDARP00000100704	ENSMODP00000017132
ENSDARP00000057363	ENSMODP00000000297
ENSDARP00000016471	ENSMODP00000020132
ENSDARP00000105538	ENSMODP00000001845
ENSDARP00000102422	ENSMODP00000004151
ENSDARP00000067137	ENSMODP00000022018
ENSDARP00000072319	ENSMODP00000028701
ENSDARP00000094186	ENSMODP00000021751
ENSDARP00000097547	ENSMODP00000008165
ENSDARP00000121456	ENSMODP00000021922
ENSDARP00000042828	ENSMODP00000026351
ENSDARP00000117136	ENSMODP00000039041
ENSDARP00000101335	ENSMODP00000039041
ENSDARP00000097592	ENSMODP00000012941
ENSDARP00000103261	ENSMODP00000012941
ENSDARP00000061705	ENSMODP00000029496
ENSDARP00000047418	ENSMODP00000013540
ENSDARP00000025178	ENSMODP00000022275
ENSDARP00000115574	ENSMODP00000022275
ENSDARP00000045990	ENSMODP00000031766
ENSDARP00000112831	ENSMODP00000015672
ENSDARP00000047527	ENSMODP00000002408
ENSDARP00000128354	ENSMODP00000021195
ENSDARP00000106050	ENSMODP00000021195
ENSDARP00000062362	ENSMODP00000002356
ENSDARP00000064895	ENSMODP00000015374
ENSDARP00000020119	ENSMODP00000016195
ENSDARP00000050331	ENSMODP00000000226
ENSDARP00000025026	ENSMODP00000004154
ENSDARP00000065499	ENSMODP00000011638
ENSDARP00000078094	ENSMODP00000035712
ENSDARP00000101153	ENSMODP00000007196
ENSDARP00000014386	ENSMODP00000036084
ENSDARP00000082752	ENSMODP00000009900
ENSDARP00000073556	ENSMODP00000040651
ENSDARP00000125811	ENSMODP00000040651
ENSDARP00000110235	ENSMODP00000024354
ENSDARP00000119307	ENSMODP00000000938
ENSDARP00000079367	ENSMODP00000012500
ENSDARP00000012804	ENSMODP00000011245
ENSDARP00000046640	ENSMODP00000029397
ENSDARP00000094423	ENSMODP00000015023
ENSDARP00000092118	ENSMODP00000020445
ENSDARP00000121290	ENSMODP00000005974
ENSDARP00000068090	ENSMODP00000005974
ENSDARP00000093366	ENSMODP00000005815
ENSDARP00000028545	ENSMODP00000020238
ENSDARP00000023216	ENSMODP00000005009
ENSDARP00000044936	ENSMODP00000005009
ENSDARP00000034538	ENSMODP00000018533
ENSDARP00000127146	ENSMODP00000018533
ENSDARP00000115784	ENSMODP00000004445
ENSDARP00000085905	ENSMODP00000004445
ENSDARP00000088401	ENSMODP00000018043
ENSDARP00000075781	ENSMODP00000007451
ENSDARP00000027230	ENSMODP00000020380
ENSDARP00000113673	ENSMODP00000000565
ENSDARP00000106736	ENSMODP00000002533
ENSDARP00000030868	ENSMODP00000017124
ENSDARP00000127860	ENSMODP00000026246
ENSDARP00000090845	ENSMODP00000026246
ENSDARP00000062342	ENSMODP00000017168
ENSDARP00000117279	ENSMODP00000012226
ENSDARP00000083736	ENSMODP00000012226
ENSDARP00000016353	ENSMODP00000011537
ENSDARP00000072574	ENSMODP00000006154
ENSDARP00000094244	ENSMODP00000033355
ENSDARP00000121284	ENSMODP00000033355
ENSDARP00000102675	ENSMODP00000032871
ENSDARP00000127756	ENSMODP00000032871
ENSDARP00000097691	ENSMODP00000003278
ENSDARP00000109857	ENSMODP00000017715
ENSDARP00000120798	ENSMODP00000024836
ENSDARP00000082219	ENSMODP00000013754
ENSDARP00000015688	ENSMODP00000013754
ENSDARP00000103060	ENSMODP00000031196
ENSDARP00000110791	ENSMODP00000010691
ENSDARP00000080378	ENSMODP00000019156
ENSDARP00000113257	ENSMODP00000019156
ENSDARP00000034684	ENSMODP00000014756
ENSDARP00000042301	ENSMODP00000016644
ENSDARP00000117775	ENSMODP00000002743
ENSDARP00000051235	ENSMODP00000006774
ENSDARP00000115431	ENSMODP00000025624
ENSDARP00000110554	ENSMODP00000025509
ENSDARP00000100744	ENSMODP00000007850
ENSDARP00000107745	ENSMODP00000022366
ENSDARP00000021661	ENSMODP00000022858
ENSDARP00000032359	ENSMODP00000004646
ENSDARP00000110074	ENSMODP00000015157
ENSDARP00000070082	ENSMODP00000015157
ENSDARP00000104118	ENSMODP00000009641
ENSDARP00000079237	ENSMODP00000009641
ENSDARP00000099552	ENSMODP00000037257
ENSDARP00000057640	ENSMODP00000015324
ENSDARP00000007865	ENSMODP00000018355
ENSDARP00000108910	ENSMODP00000025916
ENSDARP00000091906	ENSMODP00000006261
ENSDARP00000093003	ENSMODP00000001899
ENSDARP00000108705	ENSMODP00000032298
ENSDARP00000105893	ENSMODP00000024278
ENSDARP00000020512	ENSMODP00000019744
ENSDARP00000110576	ENSMODP00000019744
ENSDARP00000002502	ENSMODP00000007075
ENSDARP00000095869	ENSMODP00000009619
ENSDARP00000106575	ENSMODP00000010561
ENSDARP00000081177	ENSMODP00000035281
ENSDARP00000014740	ENSMODP00000035281
ENSDARP00000087540	ENSMODP00000035924
ENSDARP00000012856	ENSMODP00000005988
ENSDARP00000065804	ENSMODP00000003274
ENSDARP00000090639	ENSMODP00000014050
ENSDARP00000041576	ENSMODP00000024385
ENSDARP00000119785	ENSMODP00000002869
ENSDARP00000068085	ENSMODP00000028282
ENSDARP00000124849	ENSMODP00000006253
ENSDARP00000072012	ENSMODP00000006572
ENSDARP00000128688	ENSMODP00000015349
ENSDARP00000108261	ENSMODP00000012217
ENSDARP00000066379	ENSMODP00000008440
ENSDARP00000117733	ENSMODP00000012572
ENSDARP00000116974	ENSMODP00000010658
ENSDARP00000123924	ENSMODP00000023412
ENSDARP00000094353	ENSMODP00000013813
ENSDARP00000073464	ENSMODP00000011731
ENSDARP00000037588	ENSMODP00000009292
ENSDARP00000011795	ENSMODP00000018493
ENSDARP00000085190	ENSMODP00000032522
ENSDARP00000126215	ENSMODP00000006157
ENSDARP00000100992	ENSMODP00000023004
ENSDARP00000019112	ENSMODP00000026484
ENSDARP00000037761	ENSMODP00000026484
ENSDARP00000070415	ENSMODP00000015865
ENSDARP00000013792	ENSMODP00000019012
ENSDARP00000033414	ENSMODP00000017217
ENSDARP00000071454	ENSMODP00000003304
ENSDARP00000071460	ENSMODP00000024149
ENSDARP00000043209	ENSMODP00000024149
ENSDARP00000065182	ENSMODP00000002737
ENSDARP00000104086	ENSMODP00000029250
ENSDARP00000088312	ENSMODP00000029250
ENSDARP00000065460	ENSMODP00000021427
ENSDARP00000117839	ENSMODP00000000911
ENSDARP00000106948	ENSMODP00000000911
ENSDARP00000107352	ENSMODP00000003055
ENSDARP00000081638	ENSMODP00000018991
ENSDARP00000078867	ENSMODP00000018991
ENSDARP00000088022	ENSMODP00000011861
ENSDARP00000074788	ENSMODP00000034129
ENSDARP00000077695	ENSMODP00000016830
ENSDARP00000066449	ENSMODP00000013235
ENSDARP00000059260	ENSMODP00000013235
ENSDARP00000058288	ENSMODP00000010425
ENSDARP00000078333	ENSMODP00000004408
ENSDARP00000092978	ENSMODP00000002507
ENSDARP00000048497	ENSMODP00000024325
ENSDARP00000128115	ENSMODP00000007760
ENSDARP00000010229	ENSMODP00000017995
ENSDARP00000065506	ENSMODP00000008072
ENSDARP00000023968	ENSMODP00000008072
ENSDARP00000058966	ENSMODP00000010629
ENSDARP00000110567	ENSMODP00000021194
ENSDARP00000025540	ENSMODP00000032221
ENSDARP00000038292	ENSMODP00000032221
ENSDARP00000108967	ENSMODP00000038168
ENSDARP00000015776	ENSMODP00000005871
ENSDARP00000046506	ENSMODP00000035424
ENSDARP00000084401	ENSMODP00000010869
ENSDARP00000076561	ENSMODP00000016825
ENSDARP00000129270	ENSMODP00000019969
ENSDARP00000012386	ENSMODP00000013541
ENSDARP00000071903	ENSMODP00000013541
ENSDARP00000087563	ENSMODP00000021106
ENSDARP00000103134	ENSMODP00000000007
ENSDARP00000082173	ENSMODP00000000007
ENSDARP00000112172	ENSMODP00000008229
ENSDARP00000017246	ENSMODP00000037871
ENSDARP00000106981	ENSMODP00000037871
ENSDARP00000052443	ENSMODP00000025976
ENSDARP00000070915	ENSMODP00000025976
ENSDARP00000101477	ENSMODP00000039082
ENSDARP00000086722	ENSMODP00000000009
ENSDARP00000052911	ENSMODP00000007789
ENSDARP00000080047	ENSMODP00000000032
ENSDARP00000108171	ENSMODP00000000038
ENSDARP00000068851	ENSMODP00000000038
ENSDARP00000099198	ENSMODP00000013090
ENSDARP00000111466	ENSMODP00000007948
ENSDARP00000089179	ENSMODP00000005194
ENSDARP00000124217	ENSMODP00000005194
ENSDARP00000111731	ENSMODP00000014913
ENSDARP00000069834	ENSMODP00000003264
ENSDARP00000061480	ENSMODP00000031777
ENSDARP00000121164	ENSMODP00000031777
ENSDARP00000049884	ENSMODP00000013946
