ENSTNIP00000006282	ENSGACP00000024945
ENSTNIP00000022123	ENSGACP00000009578
ENSTNIP00000007779	ENSGACP00000015346
ENSTNIP00000006042	ENSGACP00000000847
ENSTNIP00000017002	ENSGACP00000007189
ENSTNIP00000018258	ENSGACP00000010377
ENSTNIP00000019963	ENSGACP00000022817
ENSTNIP00000020312	ENSGACP00000019851
ENSTNIP00000020360	ENSGACP00000013542
ENSTNIP00000014244	ENSGACP00000019666
ENSTNIP00000018265	ENSGACP00000010242
ENSTNIP00000009606	ENSGACP00000018087
ENSTNIP00000007234	ENSGACP00000003440
ENSTNIP00000007075	ENSGACP00000009041
ENSTNIP00000012330	ENSGACP00000020147
ENSTNIP00000022201	ENSGACP00000017019
ENSTNIP00000013794	ENSGACP00000019179
ENSTNIP00000000819	ENSGACP00000023102
ENSTNIP00000012250	ENSGACP00000020621
ENSTNIP00000019322	ENSGACP00000014782
ENSTNIP00000013678	ENSGACP00000013100
ENSTNIP00000020541	ENSGACP00000010125
ENSTNIP00000006542	ENSGACP00000010435
ENSTNIP00000002342	ENSGACP00000018610
ENSTNIP00000022226	ENSGACP00000015803
ENSTNIP00000022531	ENSGACP00000015871
ENSTNIP00000022357	ENSGACP00000009116
ENSTNIP00000005778	ENSGACP00000009793
ENSTNIP00000020702	ENSGACP00000005995
ENSTNIP00000021494	ENSGACP00000015873
ENSTNIP00000016163	ENSGACP00000018989
ENSTNIP00000005459	ENSGACP00000020466
ENSTNIP00000016970	ENSGACP00000005298
ENSTNIP00000002115	ENSGACP00000023374
ENSTNIP00000006637	ENSGACP00000003886
ENSTNIP00000007572	ENSGACP00000001997
ENSTNIP00000008116	ENSGACP00000008082
ENSTNIP00000021000	ENSGACP00000002096
ENSTNIP00000010525	ENSGACP00000013388
ENSTNIP00000005188	ENSGACP00000003223
ENSTNIP00000002202	ENSGACP00000020792
ENSTNIP00000016478	ENSGACP00000020793
ENSTNIP00000018495	ENSGACP00000013383
ENSTNIP00000016479	ENSGACP00000020791
ENSTNIP00000001346	ENSGACP00000002567
ENSTNIP00000010582	ENSGACP00000012423
ENSTNIP00000004099	ENSGACP00000026368
ENSTNIP00000020383	ENSGACP00000013980
ENSTNIP00000011754	ENSGACP00000002511
ENSTNIP00000022184	ENSGACP00000016705
ENSTNIP00000000857	ENSGACP00000019730
ENSTNIP00000023109	ENSGACP00000025495
ENSTNIP00000006941	ENSGACP00000009384
ENSTNIP00000010900	ENSGACP00000015353
ENSTNIP00000001018	ENSGACP00000019741
ENSTNIP00000006335	ENSGACP00000008034
ENSTNIP00000017126	ENSGACP00000025512
ENSTNIP00000008222	ENSGACP00000000314
ENSTNIP00000013493	ENSGACP00000024701
ENSTNIP00000011867	ENSGACP00000017762
ENSTNIP00000015143	ENSGACP00000000799
ENSTNIP00000015144	ENSGACP00000000760
ENSTNIP00000011539	ENSGACP00000007355
ENSTNIP00000007189	ENSGACP00000025760
ENSTNIP00000016759	ENSGACP00000005742
ENSTNIP00000016760	ENSGACP00000005735
ENSTNIP00000000787	ENSGACP00000020712
ENSTNIP00000018672	ENSGACP00000018556
ENSTNIP00000021939	ENSGACP00000021165
ENSTNIP00000012738	ENSGACP00000015727
ENSTNIP00000013033	ENSGACP00000018926
ENSTNIP00000015145	ENSGACP00000000756
ENSTNIP00000016457	ENSGACP00000020963
ENSTNIP00000021239	ENSGACP00000008206
ENSTNIP00000009870	ENSGACP00000007980
ENSTNIP00000010771	ENSGACP00000018814
ENSTNIP00000016662	ENSGACP00000006441
ENSTNIP00000016663	ENSGACP00000006435
ENSTNIP00000012735	ENSGACP00000015775
ENSTNIP00000009939	ENSGACP00000002649
ENSTNIP00000007958	ENSGACP00000002156
ENSTNIP00000016674	ENSGACP00000006250
ENSTNIP00000019664	ENSGACP00000008398
ENSTNIP00000022083	ENSGACP00000008698
ENSTNIP00000020193	ENSGACP00000024398
ENSTNIP00000019243	ENSGACP00000027046
ENSTNIP00000009078	ENSGACP00000022205
ENSTNIP00000016211	ENSGACP00000023442
ENSTNIP00000016092	ENSGACP00000023630
ENSTNIP00000013695	ENSGACP00000026843
ENSTNIP00000013805	ENSGACP00000006041
ENSTNIP00000007912	ENSGACP00000023774
ENSTNIP00000021384	ENSGACP00000027391
ENSTNIP00000014041	ENSGACP00000012068
ENSTNIP00000007851	ENSGACP00000021368
ENSTNIP00000022568	ENSGACP00000024678
ENSTNIP00000017098	ENSGACP00000024866
ENSTNIP00000013354	ENSGACP00000013775
ENSTNIP00000008882	ENSGACP00000021885
ENSTNIP00000018465	ENSGACP00000012840
ENSTNIP00000017285	ENSGACP00000021316
ENSTNIP00000014757	ENSGACP00000026904
ENSTNIP00000008117	ENSGACP00000008060
ENSTNIP00000001100	ENSGACP00000015477
ENSTNIP00000015457	ENSGACP00000015856
ENSTNIP00000007571	ENSGACP00000001990
ENSTNIP00000021688	ENSGACP00000024973
ENSTNIP00000021296	ENSGACP00000019589
ENSTNIP00000015759	ENSGACP00000005180
ENSTNIP00000019542	ENSGACP00000008481
ENSTNIP00000019496	ENSGACP00000013288
ENSTNIP00000013716	ENSGACP00000026803
ENSTNIP00000009510	ENSGACP00000014613
ENSTNIP00000005942	ENSGACP00000000798
ENSTNIP00000017858	ENSGACP00000009316
ENSTNIP00000015589	ENSGACP00000019976
ENSTNIP00000019140	ENSGACP00000012313
ENSTNIP00000017229	ENSGACP00000023730
ENSTNIP00000019253	ENSGACP00000027129
ENSTNIP00000018956	ENSGACP00000011685
ENSTNIP00000011932	ENSGACP00000022406
ENSTNIP00000011838	ENSGACP00000024216
ENSTNIP00000016213	ENSGACP00000023438
ENSTNIP00000018436	ENSGACP00000007815
ENSTNIP00000013497	ENSGACP00000024739
ENSTNIP00000014333	ENSGACP00000014887
ENSTNIP00000018246	ENSGACP00000010567
ENSTNIP00000019773	ENSGACP00000009033
ENSTNIP00000007702	ENSGACP00000023694
ENSTNIP00000018548	ENSGACP00000014844
ENSTNIP00000017934	ENSGACP00000022236
ENSTNIP00000009239	ENSGACP00000004987
ENSTNIP00000012116	ENSGACP00000010954
ENSTNIP00000010613	ENSGACP00000004292
ENSTNIP00000002622	ENSGACP00000026216
ENSTNIP00000011504	ENSGACP00000010714
ENSTNIP00000015361	ENSGACP00000006259
ENSTNIP00000022171	ENSGACP00000016528
ENSTNIP00000009209	ENSGACP00000008104
ENSTNIP00000016921	ENSGACP00000004530
ENSTNIP00000020108	ENSGACP00000007577
ENSTNIP00000005690	ENSGACP00000012812
ENSTNIP00000002893	ENSGACP00000000030
ENSTNIP00000022086	ENSGACP00000008726
ENSTNIP00000007503	ENSGACP00000001667
ENSTNIP00000013803	ENSGACP00000006058
ENSTNIP00000017682	ENSGACP00000001401
ENSTNIP00000012520	ENSGACP00000009365
ENSTNIP00000008643	ENSGACP00000012816
ENSTNIP00000019995	ENSGACP00000009071
ENSTNIP00000019756	ENSGACP00000005834
ENSTNIP00000012826	ENSGACP00000027198
ENSTNIP00000016099	ENSGACP00000023607
ENSTNIP00000011960	ENSGACP00000022579
ENSTNIP00000003874	ENSGACP00000002343
ENSTNIP00000013347	ENSGACP00000013920
ENSTNIP00000021721	ENSGACP00000013487
ENSTNIP00000013356	ENSGACP00000013737
ENSTNIP00000017826	ENSGACP00000009897
ENSTNIP00000002449	ENSGACP00000013189
ENSTNIP00000006567	ENSGACP00000017182
ENSTNIP00000015464	ENSGACP00000015949
ENSTNIP00000019755	ENSGACP00000005847
ENSTNIP00000007726	ENSGACP00000026420
ENSTNIP00000011495	ENSGACP00000011006
ENSTNIP00000022606	ENSGACP00000003231
ENSTNIP00000010125	ENSGACP00000013584
ENSTNIP00000010126	ENSGACP00000013628
ENSTNIP00000000972	ENSGACP00000003708
ENSTNIP00000009971	ENSGACP00000015241
ENSTNIP00000023054	ENSGACP00000003746
ENSTNIP00000011914	ENSGACP00000022302
ENSTNIP00000018883	ENSGACP00000010288
ENSTNIP00000005220	ENSGACP00000003906
ENSTNIP00000019230	ENSGACP00000027062
ENSTNIP00000010698	ENSGACP00000021638
ENSTNIP00000000743	ENSGACP00000007113
ENSTNIP00000000939	ENSGACP00000004017
ENSTNIP00000017710	ENSGACP00000002101
ENSTNIP00000022630	ENSGACP00000000245
ENSTNIP00000019112	ENSGACP00000013325
ENSTNIP00000001353	ENSGACP00000009383
ENSTNIP00000005927	ENSGACP00000007437
ENSTNIP00000012991	ENSGACP00000005168
ENSTNIP00000004111	ENSGACP00000009390
ENSTNIP00000004130	ENSGACP00000010989
ENSTNIP00000003394	ENSGACP00000007434
ENSTNIP00000012990	ENSGACP00000005171
ENSTNIP00000004112	ENSGACP00000009399
ENSTNIP00000004115	ENSGACP00000007432
ENSTNIP00000004125	ENSGACP00000006001
ENSTNIP00000015683	ENSGACP00000004052
ENSTNIP00000012924	ENSGACP00000027352
ENSTNIP00000020808	ENSGACP00000018822
ENSTNIP00000017423	ENSGACP00000004881
ENSTNIP00000001316	ENSGACP00000009465
ENSTNIP00000004184	ENSGACP00000006040
ENSTNIP00000009789	ENSGACP00000002581
ENSTNIP00000015586	ENSGACP00000019950
ENSTNIP00000009892	ENSGACP00000013161
ENSTNIP00000023050	ENSGACP00000002999
ENSTNIP00000019669	ENSGACP00000008281
ENSTNIP00000014374	ENSGACP00000017543
ENSTNIP00000011907	ENSGACP00000022261
ENSTNIP00000007357	ENSGACP00000023812
ENSTNIP00000017936	ENSGACP00000022244
ENSTNIP00000006862	ENSGACP00000007503
ENSTNIP00000008241	ENSGACP00000002765
ENSTNIP00000009680	ENSGACP00000006984
ENSTNIP00000010567	ENSGACP00000012690
ENSTNIP00000020368	ENSGACP00000013699
ENSTNIP00000013645	ENSGACP00000016506
ENSTNIP00000016939	ENSGACP00000004772
ENSTNIP00000009825	ENSGACP00000026284
ENSTNIP00000010225	ENSGACP00000024996
ENSTNIP00000009261	ENSGACP00000019486
ENSTNIP00000014541	ENSGACP00000017554
ENSTNIP00000013343	ENSGACP00000013994
ENSTNIP00000010226	ENSGACP00000024999
ENSTNIP00000008192	ENSGACP00000024860
ENSTNIP00000017122	ENSGACP00000021620
ENSTNIP00000019167	ENSGACP00000007231
ENSTNIP00000005040	ENSGACP00000026267
ENSTNIP00000014773	ENSGACP00000004108
ENSTNIP00000008385	ENSGACP00000004565
ENSTNIP00000009586	ENSGACP00000006625
ENSTNIP00000015538	ENSGACP00000004397
ENSTNIP00000015628	ENSGACP00000026445
ENSTNIP00000022422	ENSGACP00000017346
ENSTNIP00000003858	ENSGACP00000008782
ENSTNIP00000015631	ENSGACP00000026464
ENSTNIP00000015379	ENSGACP00000014807
ENSTNIP00000010617	ENSGACP00000004401
ENSTNIP00000016817	ENSGACP00000021097
ENSTNIP00000008938	ENSGACP00000017851
ENSTNIP00000005419	ENSGACP00000025818
ENSTNIP00000011766	ENSGACP00000016926
ENSTNIP00000015277	ENSGACP00000012628
ENSTNIP00000001304	ENSGACP00000022893
ENSTNIP00000007460	ENSGACP00000018110
ENSTNIP00000004396	ENSGACP00000006209
ENSTNIP00000016647	ENSGACP00000006718
ENSTNIP00000022326	ENSGACP00000009527
ENSTNIP00000018743	ENSGACP00000001820
ENSTNIP00000014402	ENSGACP00000017892
ENSTNIP00000015851	ENSGACP00000012594
ENSTNIP00000021147	ENSGACP00000015373
ENSTNIP00000022005	ENSGACP00000002196
ENSTNIP00000004005	ENSGACP00000024154
ENSTNIP00000009085	ENSGACP00000027630
ENSTNIP00000015518	ENSGACP00000016487
ENSTNIP00000010177	ENSGACP00000014444
ENSTNIP00000005908	ENSGACP00000013319
ENSTNIP00000020227	ENSGACP00000003377
ENSTNIP00000007848	ENSGACP00000021365
ENSTNIP00000013895	ENSGACP00000017157
ENSTNIP00000020575	ENSGACP00000007830
ENSTNIP00000020829	ENSGACP00000021293
ENSTNIP00000004059	ENSGACP00000026071
ENSTNIP00000010570	ENSGACP00000012639
ENSTNIP00000013741	ENSGACP00000014313
ENSTNIP00000018512	ENSGACP00000013590
ENSTNIP00000019350	ENSGACP00000015132
ENSTNIP00000020102	ENSGACP00000007410
ENSTNIP00000020354	ENSGACP00000013437
ENSTNIP00000020933	ENSGACP00000004532
ENSTNIP00000010879	ENSGACP00000015625
ENSTNIP00000020692	ENSGACP00000004317
ENSTNIP00000011289	ENSGACP00000009840
ENSTNIP00000015328	ENSGACP00000023513
ENSTNIP00000017336	ENSGACP00000007417
ENSTNIP00000010855	ENSGACP00000013368
ENSTNIP00000000390	ENSGACP00000019886
ENSTNIP00000017389	ENSGACP00000000043
ENSTNIP00000017390	ENSGACP00000000045
ENSTNIP00000014705	ENSGACP00000026992
ENSTNIP00000014071	ENSGACP00000012306
ENSTNIP00000019072	ENSGACP00000005356
ENSTNIP00000017563	ENSGACP00000019882
ENSTNIP00000014845	ENSGACP00000018936
ENSTNIP00000006342	ENSGACP00000008677
ENSTNIP00000016488	ENSGACP00000020731
ENSTNIP00000013061	ENSGACP00000010156
ENSTNIP00000016130	ENSGACP00000003026
ENSTNIP00000012080	ENSGACP00000009746
ENSTNIP00000007005	ENSGACP00000011767
ENSTNIP00000019683	ENSGACP00000007878
ENSTNIP00000001993	ENSGACP00000023910
ENSTNIP00000019685	ENSGACP00000007855
ENSTNIP00000005850	ENSGACP00000026170
ENSTNIP00000002726	ENSGACP00000011725
ENSTNIP00000015575	ENSGACP00000020048
ENSTNIP00000012079	ENSGACP00000009724
ENSTNIP00000000551	ENSGACP00000009446
ENSTNIP00000015434	ENSGACP00000014580
ENSTNIP00000021711	ENSGACP00000025977
ENSTNIP00000013813	ENSGACP00000006377
ENSTNIP00000010854	ENSGACP00000013362
ENSTNIP00000015445	ENSGACP00000015646
ENSTNIP00000012007	ENSGACP00000004812
ENSTNIP00000016302	ENSGACP00000004845
ENSTNIP00000010805	ENSGACP00000023199
ENSTNIP00000008565	ENSGACP00000005182
ENSTNIP00000020287	ENSGACP00000020538
ENSTNIP00000019543	ENSGACP00000008467
ENSTNIP00000020973	ENSGACP00000021246
ENSTNIP00000011291	ENSGACP00000009875
ENSTNIP00000019477	ENSGACP00000013364
ENSTNIP00000020381	ENSGACP00000013947
ENSTNIP00000022148	ENSGACP00000002652
ENSTNIP00000004488	ENSGACP00000022086
ENSTNIP00000011092	ENSGACP00000021859
ENSTNIP00000000633	ENSGACP00000008849
ENSTNIP00000018669	ENSGACP00000018527
ENSTNIP00000021933	ENSGACP00000021201
ENSTNIP00000003924	ENSGACP00000020995
ENSTNIP00000021343	ENSGACP00000000126
ENSTNIP00000001174	ENSGACP00000009069
ENSTNIP00000001679	ENSGACP00000004090
ENSTNIP00000014103	ENSGACP00000006903
ENSTNIP00000001682	ENSGACP00000004433
ENSTNIP00000001392	ENSGACP00000008672
ENSTNIP00000000744	ENSGACP00000003252
ENSTNIP00000013524	ENSGACP00000019695
ENSTNIP00000008199	ENSGACP00000024824
ENSTNIP00000014167	ENSGACP00000005866
ENSTNIP00000002564	ENSGACP00000004638
ENSTNIP00000017639	ENSGACP00000001081
ENSTNIP00000008202	ENSGACP00000024821
ENSTNIP00000016928	ENSGACP00000004661
ENSTNIP00000015174	ENSGACP00000010129
ENSTNIP00000021827	ENSGACP00000022533
ENSTNIP00000020249	ENSGACP00000005387
ENSTNIP00000021606	ENSGACP00000010736
ENSTNIP00000012072	ENSGACP00000009342
ENSTNIP00000016311	ENSGACP00000012341
ENSTNIP00000010734	ENSGACP00000016617
ENSTNIP00000019564	ENSGACP00000008107
ENSTNIP00000010735	ENSGACP00000016665
ENSTNIP00000005286	ENSGACP00000003927
ENSTNIP00000021001	ENSGACP00000002111
ENSTNIP00000000535	ENSGACP00000000111
ENSTNIP00000020038	ENSGACP00000006898
ENSTNIP00000016250	ENSGACP00000018442
ENSTNIP00000018344	ENSGACP00000019848
ENSTNIP00000016955	ENSGACP00000005019
ENSTNIP00000020043	ENSGACP00000006788
ENSTNIP00000007425	ENSGACP00000002621
ENSTNIP00000021144	ENSGACP00000015269
ENSTNIP00000015418	ENSGACP00000014800
ENSTNIP00000009949	ENSGACP00000004810
ENSTNIP00000013190	ENSGACP00000010832
ENSTNIP00000022300	ENSGACP00000008191
ENSTNIP00000013638	ENSGACP00000016393
ENSTNIP00000014067	ENSGACP00000012361
ENSTNIP00000011542	ENSGACP00000007347
ENSTNIP00000018048	ENSGACP00000002253
ENSTNIP00000017739	ENSGACP00000001969
ENSTNIP00000015711	ENSGACP00000004425
ENSTNIP00000010746	ENSGACP00000016953
ENSTNIP00000020040	ENSGACP00000006849
ENSTNIP00000016249	ENSGACP00000018448
ENSTNIP00000015536	ENSGACP00000004424
ENSTNIP00000005884	ENSGACP00000023287
ENSTNIP00000005885	ENSGACP00000023289
ENSTNIP00000012481	ENSGACP00000022603
ENSTNIP00000005453	ENSGACP00000026404
ENSTNIP00000009088	ENSGACP00000027631
ENSTNIP00000005622	ENSGACP00000015874
ENSTNIP00000016406	ENSGACP00000015981
ENSTNIP00000016094	ENSGACP00000023624
ENSTNIP00000013696	ENSGACP00000026845
ENSTNIP00000014267	ENSGACP00000025829
ENSTNIP00000019615	ENSGACP00000009775
ENSTNIP00000019817	ENSGACP00000007549
ENSTNIP00000011961	ENSGACP00000022594
ENSTNIP00000012601	ENSGACP00000006334
ENSTNIP00000002064	ENSGACP00000015422
ENSTNIP00000017039	ENSGACP00000012230
ENSTNIP00000015279	ENSGACP00000012704
ENSTNIP00000016300	ENSGACP00000004816
ENSTNIP00000012010	ENSGACP00000004843
ENSTNIP00000014193	ENSGACP00000019115
ENSTNIP00000010934	ENSGACP00000014021
ENSTNIP00000008373	ENSGACP00000012367
ENSTNIP00000008580	ENSGACP00000001421
ENSTNIP00000022615	ENSGACP00000003255
ENSTNIP00000016330	ENSGACP00000012696
ENSTNIP00000001678	ENSGACP00000003447
ENSTNIP00000001335	ENSGACP00000024384
ENSTNIP00000008935	ENSGACP00000001138
ENSTNIP00000006193	ENSGACP00000008955
ENSTNIP00000014801	ENSGACP00000005491
ENSTNIP00000022049	ENSGACP00000006843
ENSTNIP00000013049	ENSGACP00000025665
ENSTNIP00000015008	ENSGACP00000024280
ENSTNIP00000013492	ENSGACP00000024697
ENSTNIP00000016322	ENSGACP00000012544
ENSTNIP00000006554	ENSGACP00000022783
ENSTNIP00000007306	ENSGACP00000023966
ENSTNIP00000006373	ENSGACP00000023770
ENSTNIP00000020976	ENSGACP00000024011
ENSTNIP00000016385	ENSGACP00000014549
ENSTNIP00000019860	ENSGACP00000016986
ENSTNIP00000019519	ENSGACP00000008893
ENSTNIP00000005381	ENSGACP00000015503
ENSTNIP00000007803	ENSGACP00000009189
ENSTNIP00000015748	ENSGACP00000005068
ENSTNIP00000021420	ENSGACP00000000665
ENSTNIP00000005656	ENSGACP00000015721
ENSTNIP00000011964	ENSGACP00000022610
ENSTNIP00000019056	ENSGACP00000005053
ENSTNIP00000018392	ENSGACP00000020194
ENSTNIP00000013545	ENSGACP00000016985
ENSTNIP00000000879	ENSGACP00000022392
ENSTNIP00000002146	ENSGACP00000010651
ENSTNIP00000012022	ENSGACP00000005152
ENSTNIP00000001385	ENSGACP00000013989
ENSTNIP00000018855	ENSGACP00000024507
ENSTNIP00000015731	ENSGACP00000004815
ENSTNIP00000006860	ENSGACP00000003012
ENSTNIP00000011391	ENSGACP00000026736
ENSTNIP00000018204	ENSGACP00000010034
ENSTNIP00000019424	ENSGACP00000014432
ENSTNIP00000011973	ENSGACP00000022693
ENSTNIP00000021718	ENSGACP00000021846
ENSTNIP00000018581	ENSGACP00000014038
ENSTNIP00000022045	ENSGACP00000007199
ENSTNIP00000013935	ENSGACP00000011150
ENSTNIP00000011532	ENSGACP00000010131
ENSTNIP00000013457	ENSGACP00000006475
ENSTNIP00000020507	ENSGACP00000010699
ENSTNIP00000007466	ENSGACP00000018052
ENSTNIP00000018456	ENSGACP00000005614
ENSTNIP00000007921	ENSGACP00000023851
ENSTNIP00000020463	ENSGACP00000011599
ENSTNIP00000010196	ENSGACP00000014698
ENSTNIP00000013055	ENSGACP00000025548
ENSTNIP00000015024	ENSGACP00000025285
ENSTNIP00000009349	ENSGACP00000003284
ENSTNIP00000011156	ENSGACP00000019494
ENSTNIP00000020919	ENSGACP00000008227
ENSTNIP00000019272	ENSGACP00000014076
ENSTNIP00000009149	ENSGACP00000021809
ENSTNIP00000016445	ENSGACP00000021009
ENSTNIP00000005028	ENSGACP00000014140
ENSTNIP00000005682	ENSGACP00000024704
ENSTNIP00000009919	ENSGACP00000022264
ENSTNIP00000010681	ENSGACP00000021458
ENSTNIP00000013783	ENSGACP00000019262
ENSTNIP00000022742	ENSGACP00000015908
ENSTNIP00000021737	ENSGACP00000012998
ENSTNIP00000017631	ENSGACP00000001034
ENSTNIP00000000930	ENSGACP00000015945
ENSTNIP00000021670	ENSGACP00000024917
ENSTNIP00000008427	ENSGACP00000006476
ENSTNIP00000019471	ENSGACP00000013453
ENSTNIP00000020895	ENSGACP00000003984
ENSTNIP00000012082	ENSGACP00000009768
ENSTNIP00000019655	ENSGACP00000008664
ENSTNIP00000020181	ENSGACP00000010250
ENSTNIP00000012352	ENSGACP00000020003
ENSTNIP00000012881	ENSGACP00000027286
ENSTNIP00000013998	ENSGACP00000020525
ENSTNIP00000013099	ENSGACP00000010875
ENSTNIP00000010672	ENSGACP00000021392
ENSTNIP00000018311	ENSGACP00000018168
ENSTNIP00000000902	ENSGACP00000006994
ENSTNIP00000016460	ENSGACP00000020871
ENSTNIP00000000724	ENSGACP00000018162
ENSTNIP00000021621	ENSGACP00000010501
ENSTNIP00000004264	ENSGACP00000024713
ENSTNIP00000012247	ENSGACP00000020635
ENSTNIP00000010376	ENSGACP00000010391
ENSTNIP00000004976	ENSGACP00000017051
ENSTNIP00000015118	ENSGACP00000015443
ENSTNIP00000012296	ENSGACP00000020291
ENSTNIP00000017264	ENSGACP00000009945
ENSTNIP00000016655	ENSGACP00000006577
ENSTNIP00000009475	ENSGACP00000018544
ENSTNIP00000005253	ENSGACP00000025552
ENSTNIP00000020637	ENSGACP00000014952
ENSTNIP00000019415	ENSGACP00000014589
ENSTNIP00000009504	ENSGACP00000005160
ENSTNIP00000009749	ENSGACP00000021358
ENSTNIP00000003239	ENSGACP00000013120
ENSTNIP00000013661	ENSGACP00000016663
ENSTNIP00000002731	ENSGACP00000022580
ENSTNIP00000010096	ENSGACP00000000521
ENSTNIP00000003124	ENSGACP00000019073
ENSTNIP00000007441	ENSGACP00000008195
ENSTNIP00000018966	ENSGACP00000011974
ENSTNIP00000010020	ENSGACP00000008751
ENSTNIP00000014741	ENSGACP00000026936
ENSTNIP00000017564	ENSGACP00000019880
ENSTNIP00000007625	ENSGACP00000027434
ENSTNIP00000017758	ENSGACP00000001896
ENSTNIP00000017279	ENSGACP00000004766
ENSTNIP00000009625	ENSGACP00000025110
ENSTNIP00000017852	ENSGACP00000009605
ENSTNIP00000015591	ENSGACP00000020006
ENSTNIP00000021053	ENSGACP00000003585
ENSTNIP00000002087	ENSGACP00000017227
ENSTNIP00000006702	ENSGACP00000021030
ENSTNIP00000012211	ENSGACP00000020829
ENSTNIP00000011003	ENSGACP00000003567
ENSTNIP00000011002	ENSGACP00000003558
ENSTNIP00000002320	ENSGACP00000019145
ENSTNIP00000003797	ENSGACP00000009995
ENSTNIP00000022448	ENSGACP00000014400
ENSTNIP00000000152	ENSGACP00000021711
ENSTNIP00000013882	ENSGACP00000017376
ENSTNIP00000001892	ENSGACP00000001866
ENSTNIP00000021627	ENSGACP00000010451
ENSTNIP00000017911	ENSGACP00000022015
ENSTNIP00000010151	ENSGACP00000015510
ENSTNIP00000011780	ENSGACP00000009232
ENSTNIP00000014179	ENSGACP00000024718
ENSTNIP00000000597	ENSGACP00000018772
ENSTNIP00000003854	ENSGACP00000006124
ENSTNIP00000002028	ENSGACP00000010327
ENSTNIP00000000311	ENSGACP00000012115
ENSTNIP00000010378	ENSGACP00000010344
ENSTNIP00000021535	ENSGACP00000012137
ENSTNIP00000018421	ENSGACP00000018942
ENSTNIP00000009633	ENSGACP00000022812
ENSTNIP00000014733	ENSGACP00000026947
ENSTNIP00000018635	ENSGACP00000012122
ENSTNIP00000019169	ENSGACP00000007286
ENSTNIP00000017913	ENSGACP00000022020
ENSTNIP00000007707	ENSGACP00000001500
ENSTNIP00000011184	ENSGACP00000017876
ENSTNIP00000022069	ENSGACP00000001389
ENSTNIP00000007376	ENSGACP00000017787
ENSTNIP00000008699	ENSGACP00000007515
ENSTNIP00000010014	ENSGACP00000024488
ENSTNIP00000005152	ENSGACP00000005109
ENSTNIP00000014143	ENSGACP00000006186
ENSTNIP00000012947	ENSGACP00000027381
ENSTNIP00000005765	ENSGACP00000001123
ENSTNIP00000010679	ENSGACP00000021445
ENSTNIP00000015168	ENSGACP00000005920
ENSTNIP00000009288	ENSGACP00000016781
ENSTNIP00000010389	ENSGACP00000026022
ENSTNIP00000007140	ENSGACP00000011223
ENSTNIP00000018062	ENSGACP00000013398
ENSTNIP00000010780	ENSGACP00000019065
ENSTNIP00000005953	ENSGACP00000002601
ENSTNIP00000011251	ENSGACP00000006183
ENSTNIP00000007824	ENSGACP00000022548
ENSTNIP00000007852	ENSGACP00000021373
ENSTNIP00000018796	ENSGACP00000021673
ENSTNIP00000008253	ENSGACP00000009898
ENSTNIP00000016976	ENSGACP00000005347
ENSTNIP00000002971	ENSGACP00000019818
ENSTNIP00000021671	ENSGACP00000024918
ENSTNIP00000015085	ENSGACP00000015928
ENSTNIP00000009523	ENSGACP00000019413
ENSTNIP00000008596	ENSGACP00000018421
ENSTNIP00000013012	ENSGACP00000024800
ENSTNIP00000008815	ENSGACP00000025847
ENSTNIP00000022986	ENSGACP00000009566
ENSTNIP00000020334	ENSGACP00000013104
ENSTNIP00000004761	ENSGACP00000022049
ENSTNIP00000003085	ENSGACP00000014502
ENSTNIP00000003043	ENSGACP00000013485
ENSTNIP00000001643	ENSGACP00000017599
ENSTNIP00000011027	ENSGACP00000002360
ENSTNIP00000004838	ENSGACP00000013686
ENSTNIP00000005452	ENSGACP00000014134
ENSTNIP00000005782	ENSGACP00000021001
ENSTNIP00000022147	ENSGACP00000002633
ENSTNIP00000017918	ENSGACP00000022070
ENSTNIP00000021735	ENSGACP00000013059
ENSTNIP00000011093	ENSGACP00000021865
ENSTNIP00000010686	ENSGACP00000021492
ENSTNIP00000021417	ENSGACP00000000691
ENSTNIP00000015380	ENSGACP00000014815
ENSTNIP00000013599	ENSGACP00000015497
