ENSGACP00000003450	ENSMUSP00000034074
ENSGACP00000003293	ENSMUSP00000039018
ENSGACP00000012814	ENSMUSP00000039018
ENSGACP00000012809	ENSMUSP00000058205
ENSGACP00000014651	ENSMUSP00000071517
ENSGACP00000017749	ENSMUSP00000042716
ENSGACP00000005060	ENSMUSP00000026236
ENSGACP00000023626	ENSMUSP00000047457
ENSGACP00000005519	ENSMUSP00000099384
ENSGACP00000005538	ENSMUSP00000099384
ENSGACP00000019983	ENSMUSP00000131991
ENSGACP00000003417	ENSMUSP00000105709
ENSGACP00000010092	ENSMUSP00000005791
ENSGACP00000016932	ENSMUSP00000005791
ENSGACP00000024360	ENSMUSP00000125255
ENSGACP00000023605	ENSMUSP00000125255
ENSGACP00000023843	ENSMUSP00000025761
ENSGACP00000026309	ENSMUSP00000025761
ENSGACP00000016659	ENSMUSP00000031519
ENSGACP00000022526	ENSMUSP00000031519
ENSGACP00000022400	ENSMUSP00000034777
ENSGACP00000024700	ENSMUSP00000112481
ENSGACP00000005960	ENSMUSP00000056836
ENSGACP00000003527	ENSMUSP00000113695
ENSGACP00000014745	ENSMUSP00000085263
ENSGACP00000011254	ENSMUSP00000050469
ENSGACP00000002776	ENSMUSP00000050469
ENSGACP00000019733	ENSMUSP00000037257
ENSGACP00000004384	ENSMUSP00000064826
ENSGACP00000013235	ENSMUSP00000095041
ENSGACP00000007648	ENSMUSP00000030674
ENSGACP00000026563	ENSMUSP00000095912
ENSGACP00000013892	ENSMUSP00000095912
ENSGACP00000023846	ENSMUSP00000025806
ENSGACP00000014941	ENSMUSP00000078198
ENSGACP00000020542	ENSMUSP00000078198
ENSGACP00000008574	ENSMUSP00000084523
ENSGACP00000022067	ENSMUSP00000013995
ENSGACP00000002605	ENSMUSP00000013995
ENSGACP00000024571	ENSMUSP00000030010
ENSGACP00000025281	ENSMUSP00000065433
ENSGACP00000007133	ENSMUSP00000125846
ENSGACP00000002859	ENSMUSP00000125846
ENSGACP00000025573	ENSMUSP00000053218
ENSGACP00000010513	ENSMUSP00000029502
ENSGACP00000024665	ENSMUSP00000021913
ENSGACP00000019228	ENSMUSP00000051268
ENSGACP00000017443	ENSMUSP00000066092
ENSGACP00000021085	ENSMUSP00000104730
ENSGACP00000001448	ENSMUSP00000037371
ENSGACP00000004861	ENSMUSP00000050832
ENSGACP00000009988	ENSMUSP00000075224
ENSGACP00000005931	ENSMUSP00000028735
ENSGACP00000025909	ENSMUSP00000028735
ENSGACP00000016470	ENSMUSP00000078741
ENSGACP00000013123	ENSMUSP00000085016
ENSGACP00000018457	ENSMUSP00000028288
ENSGACP00000021217	ENSMUSP00000028288
ENSGACP00000009891	ENSMUSP00000042927
ENSGACP00000016205	ENSMUSP00000058470
ENSGACP00000012393	ENSMUSP00000063104
ENSGACP00000017087	ENSMUSP00000099575
ENSGACP00000007803	ENSMUSP00000099575
ENSGACP00000000842	ENSMUSP00000001480
ENSGACP00000002570	ENSMUSP00000029658
ENSGACP00000018077	ENSMUSP00000133166
ENSGACP00000012950	ENSMUSP00000036998
ENSGACP00000003306	ENSMUSP00000066381
ENSGACP00000007317	ENSMUSP00000066381
ENSGACP00000025045	ENSMUSP00000051085
ENSGACP00000016571	ENSMUSP00000051085
ENSGACP00000019174	ENSMUSP00000058040
ENSGACP00000007249	ENSMUSP00000138101
ENSGACP00000014796	ENSMUSP00000138101
ENSGACP00000013698	ENSMUSP00000101236
ENSGACP00000010205	ENSMUSP00000050077
ENSGACP00000009687	ENSMUSP00000050077
ENSGACP00000013849	ENSMUSP00000071513
ENSGACP00000009536	ENSMUSP00000116056
ENSGACP00000006324	ENSMUSP00000035999
ENSGACP00000025277	ENSMUSP00000074360
ENSGACP00000012348	ENSMUSP00000098686
ENSGACP00000017906	ENSMUSP00000076402
ENSGACP00000020754	ENSMUSP00000047639
ENSGACP00000004519	ENSMUSP00000047639
ENSGACP00000015009	ENSMUSP00000019967
ENSGACP00000018473	ENSMUSP00000060169
ENSGACP00000023768	ENSMUSP00000125207
ENSGACP00000024329	ENSMUSP00000089225
ENSGACP00000006368	ENSMUSP00000072682
ENSGACP00000010143	ENSMUSP00000072682
ENSGACP00000005432	ENSMUSP00000047844
ENSGACP00000000869	ENSMUSP00000096056
ENSGACP00000027034	ENSMUSP00000037656
ENSGACP00000001020	ENSMUSP00000037656
ENSGACP00000026776	ENSMUSP00000090071
ENSGACP00000017731	ENSMUSP00000045099
ENSGACP00000007102	ENSMUSP00000059043
ENSGACP00000027476	ENSMUSP00000059043
ENSGACP00000011047	ENSMUSP00000133155
ENSGACP00000017076	ENSMUSP00000066461
ENSGACP00000004855	ENSMUSP00000105051
ENSGACP00000025067	ENSMUSP00000105051
ENSGACP00000014829	ENSMUSP00000032180
ENSGACP00000025985	ENSMUSP00000137065
ENSGACP00000013404	ENSMUSP00000064878
ENSGACP00000000844	ENSMUSP00000031681
ENSGACP00000011987	ENSMUSP00000010941
ENSGACP00000012718	ENSMUSP00000029429
ENSGACP00000008090	ENSMUSP00000029429
ENSGACP00000014425	ENSMUSP00000036580
ENSGACP00000026678	ENSMUSP00000064333
ENSGACP00000012025	ENSMUSP00000023734
ENSGACP00000023036	ENSMUSP00000010044
ENSGACP00000027566	ENSMUSP00000075581
ENSGACP00000009725	ENSMUSP00000030726
ENSGACP00000015816	ENSMUSP00000131588
ENSGACP00000005590	ENSMUSP00000108261
ENSGACP00000025551	ENSMUSP00000135159
ENSGACP00000026512	ENSMUSP00000117414
ENSGACP00000021282	ENSMUSP00000098756
ENSGACP00000017282	ENSMUSP00000110641
ENSGACP00000010635	ENSMUSP00000026225
ENSGACP00000004574	ENSMUSP00000026225
ENSGACP00000021823	ENSMUSP00000021900
ENSGACP00000026264	ENSMUSP00000000641
ENSGACP00000016811	ENSMUSP00000030868
ENSGACP00000007737	ENSMUSP00000099589
ENSGACP00000007785	ENSMUSP00000087643
ENSGACP00000016782	ENSMUSP00000073612
ENSGACP00000015864	ENSMUSP00000079400
ENSGACP00000014067	ENSMUSP00000079400
ENSGACP00000026364	ENSMUSP00000030568
ENSGACP00000000096	ENSMUSP00000111173
ENSGACP00000023950	ENSMUSP00000045445
ENSGACP00000003271	ENSMUSP00000028076
ENSGACP00000006514	ENSMUSP00000004985
ENSGACP00000001615	ENSMUSP00000004985
ENSGACP00000000108	ENSMUSP00000108742
ENSGACP00000025131	ENSMUSP00000105007
ENSGACP00000011699	ENSMUSP00000105007
ENSGACP00000018281	ENSMUSP00000048529
ENSGACP00000006044	ENSMUSP00000128152
ENSGACP00000020491	ENSMUSP00000073263
ENSGACP00000005349	ENSMUSP00000080911
ENSGACP00000006582	ENSMUSP00000128245
ENSGACP00000008748	ENSMUSP00000062337
ENSGACP00000007254	ENSMUSP00000096690
ENSGACP00000003022	ENSMUSP00000027131
ENSGACP00000020838	ENSMUSP00000064667
ENSGACP00000022137	ENSMUSP00000028630
ENSGACP00000006502	ENSMUSP00000092228
ENSGACP00000012146	ENSMUSP00000114056
ENSGACP00000007308	ENSMUSP00000047954
ENSGACP00000003298	ENSMUSP00000027356
ENSGACP00000003994	ENSMUSP00000022566
ENSGACP00000000134	ENSMUSP00000035980
ENSGACP00000006122	ENSMUSP00000037180
ENSGACP00000003737	ENSMUSP00000027056
ENSGACP00000007223	ENSMUSP00000021684
ENSGACP00000006220	ENSMUSP00000034874
ENSGACP00000022784	ENSMUSP00000033468
ENSGACP00000008833	ENSMUSP00000023809
ENSGACP00000004965	ENSMUSP00000062333
ENSGACP00000004125	ENSMUSP00000062333
ENSGACP00000019896	ENSMUSP00000067305
ENSGACP00000023916	ENSMUSP00000126108
ENSGACP00000022047	ENSMUSP00000126108
ENSGACP00000007677	ENSMUSP00000088453
ENSGACP00000011892	ENSMUSP00000000542
ENSGACP00000007685	ENSMUSP00000028178
ENSGACP00000015273	ENSMUSP00000035900
ENSGACP00000010308	ENSMUSP00000029948
ENSGACP00000022291	ENSMUSP00000029948
ENSGACP00000013186	ENSMUSP00000048326
ENSGACP00000013257	ENSMUSP00000098987
ENSGACP00000006823	ENSMUSP00000098987
ENSGACP00000006904	ENSMUSP00000051846
ENSGACP00000012750	ENSMUSP00000067013
ENSGACP00000022458	ENSMUSP00000031401
ENSGACP00000007722	ENSMUSP00000046103
ENSGACP00000001022	ENSMUSP00000051278
ENSGACP00000016625	ENSMUSP00000082975
ENSGACP00000017630	ENSMUSP00000024155
ENSGACP00000013973	ENSMUSP00000105740
ENSGACP00000022419	ENSMUSP00000025908
ENSGACP00000011315	ENSMUSP00000003451
ENSGACP00000003958	ENSMUSP00000003451
ENSGACP00000019691	ENSMUSP00000017288
ENSGACP00000011994	ENSMUSP00000001347
ENSGACP00000008431	ENSMUSP00000001347
ENSGACP00000023135	ENSMUSP00000036471
ENSGACP00000011342	ENSMUSP00000089075
ENSGACP00000022930	ENSMUSP00000044734
ENSGACP00000017112	ENSMUSP00000076224
ENSGACP00000027169	ENSMUSP00000067897
ENSGACP00000006948	ENSMUSP00000021346
ENSGACP00000024634	ENSMUSP00000021346
ENSGACP00000003575	ENSMUSP00000040477
ENSGACP00000010631	ENSMUSP00000105313
ENSGACP00000008098	ENSMUSP00000105313
ENSGACP00000001453	ENSMUSP00000103103
ENSGACP00000006371	ENSMUSP00000088336
ENSGACP00000020323	ENSMUSP00000088336
ENSGACP00000014548	ENSMUSP00000116426
ENSGACP00000001890	ENSMUSP00000110196
ENSGACP00000014203	ENSMUSP00000064527
ENSGACP00000012336	ENSMUSP00000034599
ENSGACP00000023888	ENSMUSP00000090829
ENSGACP00000027607	ENSMUSP00000099804
ENSGACP00000007738	ENSMUSP00000103737
ENSGACP00000017328	ENSMUSP00000034478
ENSGACP00000004003	ENSMUSP00000110209
ENSGACP00000024090	ENSMUSP00000033581
ENSGACP00000024604	ENSMUSP00000034014
ENSGACP00000005966	ENSMUSP00000022246
ENSGACP00000022834	ENSMUSP00000022246
ENSGACP00000022187	ENSMUSP00000069681
ENSGACP00000018723	ENSMUSP00000101518
ENSGACP00000026344	ENSMUSP00000099645
ENSGACP00000026849	ENSMUSP00000099645
ENSGACP00000000232	ENSMUSP00000031280
ENSGACP00000018239	ENSMUSP00000000187
ENSGACP00000026294	ENSMUSP00000000187
ENSGACP00000015031	ENSMUSP00000026571
ENSGACP00000000899	ENSMUSP00000127021
ENSGACP00000001282	ENSMUSP00000075839
ENSGACP00000027604	ENSMUSP00000104548
ENSGACP00000024805	ENSMUSP00000034041
ENSGACP00000021735	ENSMUSP00000021784
ENSGACP00000006567	ENSMUSP00000021784
ENSGACP00000021061	ENSMUSP00000040245
ENSGACP00000002220	ENSMUSP00000120525
ENSGACP00000004341	ENSMUSP00000004054
ENSGACP00000012160	ENSMUSP00000099650
ENSGACP00000008123	ENSMUSP00000034796
ENSGACP00000017573	ENSMUSP00000034796
ENSGACP00000008519	ENSMUSP00000034904
ENSGACP00000024653	ENSMUSP00000106300
ENSGACP00000009510	ENSMUSP00000022207
ENSGACP00000008354	ENSMUSP00000058230
ENSGACP00000021242	ENSMUSP00000020278
ENSGACP00000017992	ENSMUSP00000032122
ENSGACP00000001182	ENSMUSP00000025875
ENSGACP00000005195	ENSMUSP00000105223
ENSGACP00000015109	ENSMUSP00000079100
ENSGACP00000022614	ENSMUSP00000079100
ENSGACP00000008686	ENSMUSP00000034537
ENSGACP00000024837	ENSMUSP00000070414
ENSGACP00000003483	ENSMUSP00000034197
ENSGACP00000019968	ENSMUSP00000103679
ENSGACP00000005807	ENSMUSP00000093843
ENSGACP00000019740	ENSMUSP00000072660
ENSGACP00000016961	ENSMUSP00000035115
ENSGACP00000004382	ENSMUSP00000035115
ENSGACP00000022698	ENSMUSP00000063784
ENSGACP00000007143	ENSMUSP00000063784
ENSGACP00000002397	ENSMUSP00000011315
ENSGACP00000023187	ENSMUSP00000011315
ENSGACP00000015575	ENSMUSP00000068120
ENSGACP00000019543	ENSMUSP00000061560
ENSGACP00000013926	ENSMUSP00000026119
ENSGACP00000024947	ENSMUSP00000026119
ENSGACP00000022983	ENSMUSP00000003568
ENSGACP00000010410	ENSMUSP00000027083
ENSGACP00000022998	ENSMUSP00000006005
ENSGACP00000003115	ENSMUSP00000073875
ENSGACP00000019688	ENSMUSP00000073875
ENSGACP00000007747	ENSMUSP00000026406
ENSGACP00000023138	ENSMUSP00000034363
ENSGACP00000017180	ENSMUSP00000044924
ENSGACP00000003108	ENSMUSP00000130924
ENSGACP00000019125	ENSMUSP00000130924
ENSGACP00000012618	ENSMUSP00000021045
ENSGACP00000013093	ENSMUSP00000067662
ENSGACP00000021831	ENSMUSP00000067662
ENSGACP00000011285	ENSMUSP00000019445
ENSGACP00000003351	ENSMUSP00000042575
ENSGACP00000011966	ENSMUSP00000027440
ENSGACP00000021214	ENSMUSP00000027440
ENSGACP00000013706	ENSMUSP00000031894
ENSGACP00000002577	ENSMUSP00000031894
ENSGACP00000005851	ENSMUSP00000029084
ENSGACP00000024797	ENSMUSP00000111412
ENSGACP00000025182	ENSMUSP00000004430
ENSGACP00000018859	ENSMUSP00000035964
ENSGACP00000016717	ENSMUSP00000030879
ENSGACP00000012396	ENSMUSP00000001703
ENSGACP00000012410	ENSMUSP00000001711
ENSGACP00000009429	ENSMUSP00000048648
ENSGACP00000009408	ENSMUSP00000098943
ENSGACP00000007429	ENSMUSP00000048002
ENSGACP00000005536	ENSMUSP00000105237
ENSGACP00000003770	ENSMUSP00000045755
ENSGACP00000001183	ENSMUSP00000049663
ENSGACP00000007940	ENSMUSP00000049663
ENSGACP00000004898	ENSMUSP00000044416
ENSGACP00000025156	ENSMUSP00000067774
ENSGACP00000012721	ENSMUSP00000067774
ENSGACP00000025314	ENSMUSP00000020478
ENSGACP00000013503	ENSMUSP00000033761
ENSGACP00000026039	ENSMUSP00000069669
ENSGACP00000015730	ENSMUSP00000069669
ENSGACP00000011455	ENSMUSP00000021201
ENSGACP00000014011	ENSMUSP00000068046
ENSGACP00000004656	ENSMUSP00000068046
ENSGACP00000012322	ENSMUSP00000023444
ENSGACP00000008588	ENSMUSP00000026210
ENSGACP00000006739	ENSMUSP00000028897
ENSGACP00000005148	ENSMUSP00000080038
ENSGACP00000017373	ENSMUSP00000080038
ENSGACP00000013526	ENSMUSP00000105179
ENSGACP00000010054	ENSMUSP00000034984
ENSGACP00000015788	ENSMUSP00000123266
ENSGACP00000006427	ENSMUSP00000025515
ENSGACP00000003282	ENSMUSP00000076521
ENSGACP00000009330	ENSMUSP00000028683
ENSGACP00000021064	ENSMUSP00000032343
ENSGACP00000022184	ENSMUSP00000035584
ENSGACP00000022175	ENSMUSP00000033267
ENSGACP00000024174	ENSMUSP00000049739
ENSGACP00000005215	ENSMUSP00000123325
ENSGACP00000019235	ENSMUSP00000123325
ENSGACP00000015320	ENSMUSP00000077428
ENSGACP00000011615	ENSMUSP00000129765
ENSGACP00000026109	ENSMUSP00000036127
ENSGACP00000003092	ENSMUSP00000110528
ENSGACP00000009401	ENSMUSP00000048051
ENSGACP00000008857	ENSMUSP00000022368
ENSGACP00000005887	ENSMUSP00000022368
ENSGACP00000005451	ENSMUSP00000033941
ENSGACP00000001703	ENSMUSP00000035211
ENSGACP00000009552	ENSMUSP00000032910
ENSGACP00000018060	ENSMUSP00000032910
ENSGACP00000005863	ENSMUSP00000099985
ENSGACP00000021792	ENSMUSP00000099513
ENSGACP00000015309	ENSMUSP00000037443
ENSGACP00000010486	ENSMUSP00000040367
ENSGACP00000006542	ENSMUSP00000040367
ENSGACP00000022654	ENSMUSP00000009390
ENSGACP00000020002	ENSMUSP00000022576
ENSGACP00000003758	ENSMUSP00000035435
ENSGACP00000014775	ENSMUSP00000074614
ENSGACP00000022153	ENSMUSP00000099524
ENSGACP00000005265	ENSMUSP00000131665
ENSGACP00000023157	ENSMUSP00000040071
ENSGACP00000009523	ENSMUSP00000102546
ENSGACP00000005266	ENSMUSP00000129146
ENSGACP00000010595	ENSMUSP00000129146
ENSGACP00000003277	ENSMUSP00000127715
ENSGACP00000018841	ENSMUSP00000127715
ENSGACP00000025276	ENSMUSP00000111479
ENSGACP00000013210	ENSMUSP00000107499
ENSGACP00000008159	ENSMUSP00000029201
ENSGACP00000021206	ENSMUSP00000029201
ENSGACP00000002745	ENSMUSP00000076157
ENSGACP00000003442	ENSMUSP00000086900
ENSGACP00000027337	ENSMUSP00000086900
ENSGACP00000024598	ENSMUSP00000041727
ENSGACP00000016928	ENSMUSP00000002678
ENSGACP00000000672	ENSMUSP00000026408
ENSGACP00000004931	ENSMUSP00000117392
ENSGACP00000004071	ENSMUSP00000117392
ENSGACP00000021529	ENSMUSP00000034280
ENSGACP00000011311	ENSMUSP00000034280
ENSGACP00000026002	ENSMUSP00000030110
ENSGACP00000007527	ENSMUSP00000044918
ENSGACP00000002017	ENSMUSP00000044918
ENSGACP00000003350	ENSMUSP00000047894
ENSGACP00000023897	ENSMUSP00000047894
ENSGACP00000008528	ENSMUSP00000053977
ENSGACP00000027498	ENSMUSP00000046188
ENSGACP00000004614	ENSMUSP00000033900
ENSGACP00000017188	ENSMUSP00000017975
ENSGACP00000006600	ENSMUSP00000017975
ENSGACP00000022000	ENSMUSP00000068195
ENSGACP00000027542	ENSMUSP00000110586
ENSGACP00000001464	ENSMUSP00000014750
ENSGACP00000026901	ENSMUSP00000120967
ENSGACP00000027521	ENSMUSP00000046999
ENSGACP00000021674	ENSMUSP00000044983
ENSGACP00000002888	ENSMUSP00000007949
ENSGACP00000011139	ENSMUSP00000002889
ENSGACP00000007741	ENSMUSP00000043668
ENSGACP00000015598	ENSMUSP00000086511
ENSGACP00000018287	ENSMUSP00000030489
ENSGACP00000000681	ENSMUSP00000026500
ENSGACP00000009440	ENSMUSP00000029421
ENSGACP00000011428	ENSMUSP00000128586
ENSGACP00000017648	ENSMUSP00000026670
ENSGACP00000024051	ENSMUSP00000026670
ENSGACP00000012340	ENSMUSP00000071687
ENSGACP00000015993	ENSMUSP00000071687
ENSGACP00000009302	ENSMUSP00000057556
ENSGACP00000017927	ENSMUSP00000020015
ENSGACP00000001344	ENSMUSP00000027752
ENSGACP00000021011	ENSMUSP00000028187
ENSGACP00000000348	ENSMUSP00000027682
ENSGACP00000005371	ENSMUSP00000027682
ENSGACP00000022740	ENSMUSP00000034029
ENSGACP00000013780	ENSMUSP00000015791
ENSGACP00000021027	ENSMUSP00000048736
ENSGACP00000008651	ENSMUSP00000048736
ENSGACP00000018625	ENSMUSP00000038483
ENSGACP00000012660	ENSMUSP00000122080
ENSGACP00000025654	ENSMUSP00000001626
ENSGACP00000008278	ENSMUSP00000019608
ENSGACP00000025259	ENSMUSP00000019608
ENSGACP00000015825	ENSMUSP00000029670
ENSGACP00000012470	ENSMUSP00000043302
ENSGACP00000011617	ENSMUSP00000100962
ENSGACP00000019596	ENSMUSP00000022622
ENSGACP00000014040	ENSMUSP00000022622
ENSGACP00000011446	ENSMUSP00000060073
ENSGACP00000018113	ENSMUSP00000064394
ENSGACP00000022946	ENSMUSP00000064394
ENSGACP00000006688	ENSMUSP00000127604
ENSGACP00000002529	ENSMUSP00000059019
ENSGACP00000020023	ENSMUSP00000054944
ENSGACP00000008560	ENSMUSP00000026360
ENSGACP00000011402	ENSMUSP00000069416
ENSGACP00000009729	ENSMUSP00000098903
ENSGACP00000004431	ENSMUSP00000039801
ENSGACP00000012398	ENSMUSP00000055493
ENSGACP00000025091	ENSMUSP00000039900
ENSGACP00000025571	ENSMUSP00000089464
ENSGACP00000005780	ENSMUSP00000089464
ENSGACP00000005082	ENSMUSP00000046486
ENSGACP00000002676	ENSMUSP00000040364
ENSGACP00000007968	ENSMUSP00000041373
ENSGACP00000011770	ENSMUSP00000041373
ENSGACP00000022684	ENSMUSP00000047016
ENSGACP00000011818	ENSMUSP00000051379
ENSGACP00000000907	ENSMUSP00000051379
ENSGACP00000019515	ENSMUSP00000129784
ENSGACP00000000813	ENSMUSP00000129784
ENSGACP00000001681	ENSMUSP00000029694
ENSGACP00000013837	ENSMUSP00000004684
ENSGACP00000022375	ENSMUSP00000004684
ENSGACP00000015997	ENSMUSP00000056182
ENSGACP00000015371	ENSMUSP00000126874
ENSGACP00000002841	ENSMUSP00000027587
ENSGACP00000019700	ENSMUSP00000027587
ENSGACP00000009418	ENSMUSP00000029416
ENSGACP00000002980	ENSMUSP00000022419
ENSGACP00000021608	ENSMUSP00000068532
ENSGACP00000013354	ENSMUSP00000106945
ENSGACP00000002799	ENSMUSP00000066515
ENSGACP00000027354	ENSMUSP00000023482
ENSGACP00000021545	ENSMUSP00000030121
ENSGACP00000022732	ENSMUSP00000030266
ENSGACP00000009907	ENSMUSP00000030336
ENSGACP00000013549	ENSMUSP00000081826
ENSGACP00000024173	ENSMUSP00000040370
ENSGACP00000014120	ENSMUSP00000035053
ENSGACP00000023932	ENSMUSP00000078269
ENSGACP00000008024	ENSMUSP00000127845
ENSGACP00000017241	ENSMUSP00000024978
ENSGACP00000016999	ENSMUSP00000025007
ENSGACP00000018067	ENSMUSP00000083192
ENSGACP00000001883	ENSMUSP00000094966
ENSGACP00000007571	ENSMUSP00000002495
ENSGACP00000022250	ENSMUSP00000096231
ENSGACP00000015257	ENSMUSP00000070901
ENSGACP00000015469	ENSMUSP00000077574
ENSGACP00000022303	ENSMUSP00000096394
ENSGACP00000022102	ENSMUSP00000061836
ENSGACP00000022590	ENSMUSP00000035392
ENSGACP00000020032	ENSMUSP00000105754
ENSGACP00000015048	ENSMUSP00000071966
ENSGACP00000003908	ENSMUSP00000015511
ENSGACP00000007605	ENSMUSP00000024238
ENSGACP00000004573	ENSMUSP00000101104
ENSGACP00000024400	ENSMUSP00000028160
ENSGACP00000025897	ENSMUSP00000044608
ENSGACP00000019267	ENSMUSP00000020283
ENSGACP00000018993	ENSMUSP00000090027
ENSGACP00000019716	ENSMUSP00000024757
ENSGACP00000016278	ENSMUSP00000024756
ENSGACP00000026680	ENSMUSP00000033001
ENSGACP00000005352	ENSMUSP00000033075
ENSGACP00000008958	ENSMUSP00000055901
ENSGACP00000013187	ENSMUSP00000005509
ENSGACP00000019426	ENSMUSP00000101874
ENSGACP00000026726	ENSMUSP00000021141
ENSGACP00000008361	ENSMUSP00000006104
ENSGACP00000026764	ENSMUSP00000006104
ENSGACP00000017677	ENSMUSP00000031429
ENSGACP00000008145	ENSMUSP00000023478
ENSGACP00000026815	ENSMUSP00000033806
ENSGACP00000012259	ENSMUSP00000054233
ENSGACP00000021586	ENSMUSP00000028465
ENSGACP00000016529	ENSMUSP00000058008
ENSGACP00000008780	ENSMUSP00000034522
ENSGACP00000013534	ENSMUSP00000029135
ENSGACP00000025301	ENSMUSP00000113105
ENSGACP00000022031	ENSMUSP00000030787
ENSGACP00000007222	ENSMUSP00000108039
ENSGACP00000011231	ENSMUSP00000120810
ENSGACP00000012801	ENSMUSP00000099307
ENSGACP00000025798	ENSMUSP00000023099
ENSGACP00000016263	ENSMUSP00000033512
ENSGACP00000017665	ENSMUSP00000033512
ENSGACP00000021596	ENSMUSP00000111639
ENSGACP00000024585	ENSMUSP00000103402
ENSGACP00000024881	ENSMUSP00000031694
ENSGACP00000011486	ENSMUSP00000031694
ENSGACP00000008226	ENSMUSP00000061597
ENSGACP00000004499	ENSMUSP00000093315
ENSGACP00000021323	ENSMUSP00000102088
ENSGACP00000009675	ENSMUSP00000023918
ENSGACP00000006339	ENSMUSP00000064897
ENSGACP00000014335	ENSMUSP00000064897
ENSGACP00000025561	ENSMUSP00000045349
ENSGACP00000018903	ENSMUSP00000099579
ENSGACP00000020015	ENSMUSP00000027249
ENSGACP00000026728	ENSMUSP00000104167
ENSGACP00000001701	ENSMUSP00000029186
ENSGACP00000003439	ENSMUSP00000033290
ENSGACP00000024456	ENSMUSP00000076708
ENSGACP00000002310	ENSMUSP00000025292
ENSGACP00000011467	ENSMUSP00000033765
ENSGACP00000014075	ENSMUSP00000033765
ENSGACP00000001185	ENSMUSP00000051132
ENSGACP00000025125	ENSMUSP00000050999
ENSGACP00000011865	ENSMUSP00000092904
ENSGACP00000022199	ENSMUSP00000119447
ENSGACP00000023449	ENSMUSP00000051561
ENSGACP00000025627	ENSMUSP00000001254
ENSGACP00000025637	ENSMUSP00000001254
ENSGACP00000025643	ENSMUSP00000030878
ENSGACP00000014555	ENSMUSP00000036916
ENSGACP00000012619	ENSMUSP00000073829
ENSGACP00000001330	ENSMUSP00000029499
ENSGACP00000010500	ENSMUSP00000029499
ENSGACP00000010621	ENSMUSP00000022105
ENSGACP00000026959	ENSMUSP00000031726
ENSGACP00000016454	ENSMUSP00000095498
ENSGACP00000003513	ENSMUSP00000081312
ENSGACP00000016981	ENSMUSP00000047385
ENSGACP00000006322	ENSMUSP00000126531
ENSGACP00000007554	ENSMUSP00000013338
ENSGACP00000002607	ENSMUSP00000131373
ENSGACP00000011933	ENSMUSP00000020971
ENSGACP00000006024	ENSMUSP00000071017
ENSGACP00000015665	ENSMUSP00000021377
ENSGACP00000024572	ENSMUSP00000084199
ENSGACP00000019407	ENSMUSP00000042211
ENSGACP00000019545	ENSMUSP00000057494
ENSGACP00000003494	ENSMUSP00000069024
ENSGACP00000001042	ENSMUSP00000021939
ENSGACP00000017936	ENSMUSP00000088331
ENSGACP00000013041	ENSMUSP00000088331
ENSGACP00000016507	ENSMUSP00000046028
ENSGACP00000015214	ENSMUSP00000040859
ENSGACP00000015219	ENSMUSP00000077139
ENSGACP00000023795	ENSMUSP00000077139
ENSGACP00000025181	ENSMUSP00000026659
ENSGACP00000014679	ENSMUSP00000026659
ENSGACP00000025388	ENSMUSP00000112434
ENSGACP00000025379	ENSMUSP00000046927
ENSGACP00000025198	ENSMUSP00000113628
ENSGACP00000015151	ENSMUSP00000043853
ENSGACP00000021499	ENSMUSP00000042705
ENSGACP00000016478	ENSMUSP00000136655
ENSGACP00000005365	ENSMUSP00000046557
ENSGACP00000020610	ENSMUSP00000046557
ENSGACP00000015903	ENSMUSP00000125697
ENSGACP00000005598	ENSMUSP00000021734
ENSGACP00000026804	ENSMUSP00000093978
ENSGACP00000014557	ENSMUSP00000114074
ENSGACP00000008027	ENSMUSP00000018012
ENSGACP00000003870	ENSMUSP00000126861
ENSGACP00000008334	ENSMUSP00000001780
ENSGACP00000021548	ENSMUSP00000025749
ENSGACP00000008480	ENSMUSP00000076003
ENSGACP00000003530	ENSMUSP00000064929
ENSGACP00000019513	ENSMUSP00000040896
ENSGACP00000022868	ENSMUSP00000066031
