ENSP00000371994	ENSMUSP00000129557
ENSP00000332504	ENSMUSP00000062588
ENSP00000249887	ENSMUSP00000075507
ENSP00000261797	ENSMUSP00000126623
ENSP00000264363	ENSMUSP00000133341
ENSP00000296499	ENSMUSP00000118207
ENSP00000002596	ENSMUSP00000113919
ENSP00000427888	ENSMUSP00000060229
ENSP00000390354	ENSMUSP00000040919
ENSP00000261374	ENSMUSP00000081678
ENSP00000330606	ENSMUSP00000102045
ENSP00000408860	ENSMUSP00000025223
ENSP00000358903	ENSMUSP00000026012
ENSP00000369050	ENSMUSP00000034865
ENSP00000342007	ENSMUSP00000034860
ENSP00000260630	ENSMUSP00000024894
ENSP00000410732	ENSMUSP00000063812
ENSP00000295452	ENSMUSP00000031119
ENSP00000331912	ENSMUSP00000067632
ENSP00000359353	ENSMUSP00000066543
ENSP00000359337	ENSMUSP00000062638
ENSP00000335592	ENSMUSP00000063276
ENSP00000421828	ENSMUSP00000000572
ENSP00000393097	ENSMUSP00000020707
ENSP00000274545	ENSMUSP00000126114
ENSP00000264318	ENSMUSP00000031121
ENSP00000367888	ENSMUSP00000028689
ENSP00000243077	ENSMUSP00000044004
ENSP00000374135	ENSMUSP00000054275
ENSP00000294304	ENSMUSP00000025856
ENSP00000261349	ENSMUSP00000032322
ENSP00000263816	ENSMUSP00000079752
ENSP00000371532	ENSMUSP00000127329
ENSP00000303634	ENSMUSP00000102343
ENSP00000264187	ENSMUSP00000005532
ENSP00000216286	ENSMUSP00000022340
ENSP00000265171	ENSMUSP00000029653
ENSP00000370270	ENSMUSP00000105833
ENSP00000355904	ENSMUSP00000027906
ENSP00000384851	ENSMUSP00000025906
ENSP00000343925	ENSMUSP00000098849
ENSP00000344479	ENSMUSP00000028166
ENSP00000333122	ENSMUSP00000030025
ENSP00000353427	ENSMUSP00000023779
ENSP00000325120	ENSMUSP00000063562
ENSP00000363822	ENSMUSP00000052648
ENSP00000231509	ENSMUSP00000111229
ENSP00000247153	ENSMUSP00000001156
ENSP00000362762	ENSMUSP00000101638
ENSP00000359630	ENSMUSP00000116231
ENSP00000430945	ENSMUSP00000046097
ENSP00000334329	ENSMUSP00000077080
ENSP00000385143	ENSMUSP00000128521
ENSP00000244565	ENSMUSP00000074159
ENSP00000406022	ENSMUSP00000101843
ENSP00000332737	ENSMUSP00000026994
ENSP00000375678	ENSMUSP00000056935
ENSP00000366047	ENSMUSP00000103602
ENSP00000375682	ENSMUSP00000082588
ENSP00000470555	ENSMUSP00000065308
ENSP00000337733	ENSMUSP00000049339
ENSP00000326159	ENSMUSP00000007161
ENSP00000375683	ENSMUSP00000032955
ENSP00000311746	ENSMUSP00000014058
ENSP00000469315	ENSMUSP00000066969
ENSP00000473047	ENSMUSP00000079101
ENSP00000250351	ENSMUSP00000103604
ENSP00000446916	ENSMUSP00000069833
ENSP00000297767	ENSMUSP00000031967
ENSP00000365759	ENSMUSP00000112570
ENSP00000356899	ENSMUSP00000129624
ENSP00000373700	ENSMUSP00000083840
ENSP00000263800	ENSMUSP00000028759
ENSP00000357494	ENSMUSP00000020045
ENSP00000360120	ENSMUSP00000048171
ENSP00000364860	ENSMUSP00000021918
ENSP00000363571	ENSMUSP00000095665
ENSP00000268035	ENSMUSP00000005671
ENSP00000303830	ENSMUSP00000088837
ENSP00000357178	ENSMUSP00000029711
ENSP00000431418	ENSMUSP00000029712
ENSP00000354207	ENSMUSP00000037909
ENSP00000380227	ENSMUSP00000099718
ENSP00000264741	ENSMUSP00000044227
ENSP00000261023	ENSMUSP00000028499
ENSP00000293379	ENSMUSP00000023128
ENSP00000367316	ENSMUSP00000028106
ENSP00000262407	ENSMUSP00000099375
ENSP00000373854	ENSMUSP00000033051
ENSP00000268296	ENSMUSP00000033053
ENSP00000441691	ENSMUSP00000101849
ENSP00000349252	ENSMUSP00000101913
ENSP00000263087	ENSMUSP00000006101
ENSP00000452120	ENSMUSP00000096712
ENSP00000386896	ENSMUSP00000028522
ENSP00000007722	ENSMUSP00000001548
ENSP00000327290	ENSMUSP00000034774
ENSP00000358310	ENSMUSP00000029744
ENSP00000296585	ENSMUSP00000053891
ENSP00000282588	ENSMUSP00000077132
ENSP00000371505	ENSMUSP00000024118
ENSP00000299665	ENSMUSP00000032240
ENSP00000299663	ENSMUSP00000032239
ENSP00000386378	ENSMUSP00000040746
ENSP00000272367	ENSMUSP00000014686
ENSP00000269299	ENSMUSP00000090637
ENSP00000370339	ENSMUSP00000099632
ENSP00000327599	ENSMUSP00000059574
ENSP00000264072	ENSMUSP00000005678
ENSP00000359045	ENSMUSP00000067477
ENSP00000373347	ENSMUSP00000085712
ENSP00000347198	ENSMUSP00000080389
ENSP00000350018	ENSMUSP00000052181
ENSP00000368994	ENSMUSP00000039139
ENSP00000289968	ENSMUSP00000102050
ENSP00000385720	ENSMUSP00000075242
ENSP00000412461	ENSMUSP00000107587
ENSP00000378611	ENSMUSP00000092138
ENSP00000386911	ENSMUSP00000109267
ENSP00000259818	ENSMUSP00000075178
ENSP00000369703	ENSMUSP00000060246
ENSP00000217133	ENSMUSP00000016399
ENSP00000357651	ENSMUSP00000019991
ENSP00000264071	ENSMUSP00000071135
ENSP00000339001	ENSMUSP00000001566
ENSP00000318697	ENSMUSP00000001513
ENSP00000260126	ENSMUSP00000111062
ENSP00000217159	ENSMUSP00000045023
ENSP00000309741	ENSMUSP00000071875
ENSP00000370964	ENSMUSP00000032362
ENSP00000289575	ENSMUSP00000102703
ENSP00000311291	ENSMUSP00000035148
ENSP00000410257	ENSMUSP00000112838
ENSP00000390600	ENSMUSP00000081845
ENSP00000307599	ENSMUSP00000065466
ENSP00000396320	ENSMUSP00000021056
ENSP00000349973	ENSMUSP00000028377
ENSP00000303540	ENSMUSP00000076697
ENSP00000283254	ENSMUSP00000097647
ENSP00000386306	ENSMUSP00000097641
ENSP00000346534	ENSMUSP00000080842
ENSP00000355192	ENSMUSP00000107695
ENSP00000334198	ENSMUSP00000077586
ENSP00000385019	ENSMUSP00000125063
ENSP00000352011	ENSMUSP00000098127
ENSP00000386796	ENSMUSP00000042405
ENSP00000365441	ENSMUSP00000111391
ENSP00000288139	ENSMUSP00000107869
ENSP00000266376	ENSMUSP00000108413
ENSP00000276198	ENSMUSP00000094021
ENSP00000367959	ENSMUSP00000047774
ENSP00000258400	ENSMUSP00000027431
ENSP00000354859	ENSMUSP00000075170
ENSP00000373169	ENSMUSP00000023390
ENSP00000176183	ENSMUSP00000026569
ENSP00000255380	ENSMUSP00000055579
ENSP00000306490	ENSMUSP00000126103
ENSP00000372750	ENSMUSP00000097185
ENSP00000399745	ENSMUSP00000130874
ENSP00000409378	ENSMUSP00000130000
ENSP00000380247	ENSMUSP00000086383
ENSP00000342560	ENSMUSP00000049963
ENSP00000256906	ENSMUSP00000041061
ENSP00000407193	ENSMUSP00000020928
ENSP00000216124	ENSMUSP00000127646
ENSP00000333395	ENSMUSP00000043966
ENSP00000320219	ENSMUSP00000091511
ENSP00000264914	ENSMUSP00000088964
ENSP00000418741	ENSMUSP00000034225
ENSP00000264638	ENSMUSP00000099398
ENSP00000265459	ENSMUSP00000109089
ENSP00000385142	ENSMUSP00000125407
ENSP00000242786	ENSMUSP00000075240
ENSP00000311545	ENSMUSP00000083971
ENSP00000422533	ENSMUSP00000072336
ENSP00000340688	ENSMUSP00000118452
ENSP00000322270	ENSMUSP00000101734
ENSP00000359778	ENSMUSP00000041939
ENSP00000332900	ENSMUSP00000051079
ENSP00000373464	ENSMUSP00000137520
ENSP00000342981	ENSMUSP00000132628
ENSP00000261654	ENSMUSP00000060307
ENSP00000377699	ENSMUSP00000094165
ENSP00000356581	ENSMUSP00000043055
ENSP00000369198	ENSMUSP00000108019
ENSP00000296795	ENSMUSP00000034056
ENSP00000363089	ENSMUSP00000045770
ENSP00000256447	ENSMUSP00000022124
ENSP00000440643	ENSMUSP00000106625
ENSP00000260010	ENSMUSP00000029623
ENSP00000389600	ENSMUSP00000062096
ENSP00000354932	ENSMUSP00000060793
ENSP00000218032	ENSMUSP00000107793
ENSP00000370034	ENSMUSP00000061853
ENSP00000305107	ENSMUSP00000077350
ENSP00000302833	ENSMUSP00000062108
ENSP00000330374	ENSMUSP00000059371
ENSP00000315474	ENSMUSP00000057143
ENSP00000255945	ENSMUSP00000087524
ENSP00000438284	ENSMUSP00000086485
ENSP00000286063	ENSMUSP00000097572
ENSP00000360502	ENSMUSP00000025956
ENSP00000255266	ENSMUSP00000025468
ENSP00000420295	ENSMUSP00000031456
ENSP00000334910	ENSMUSP00000131553
ENSP00000351957	ENSMUSP00000038749
ENSP00000282096	ENSMUSP00000032909
ENSP00000347046	ENSMUSP00000069011
ENSP00000253055	ENSMUSP00000103978
ENSP00000364361	ENSMUSP00000088334
ENSP00000379975	ENSMUSP00000033182
ENSP00000309597	ENSMUSP00000004156
ENSP00000451263	ENSMUSP00000041819
ENSP00000355583	ENSMUSP00000034316
ENSP00000288602	ENSMUSP00000002487
ENSP00000381958	ENSMUSP00000018478
ENSP00000448689	ENSMUSP00000023812
ENSP00000265026	ENSMUSP00000047388
ENSP00000310722	ENSMUSP00000100789
ENSP00000358335	ENSMUSP00000040307
ENSP00000215743	ENSMUSP00000000924
ENSP00000286614	ENSMUSP00000029881
ENSP00000246186	ENSMUSP00000029141
ENSP00000219271	ENSMUSP00000034243
ENSP00000308208	ENSMUSP00000087119
ENSP00000260227	ENSMUSP00000018767
ENSP00000260228	ENSMUSP00000034487
ENSP00000260302	ENSMUSP00000015394
ENSP00000337816	ENSMUSP00000024696
ENSP00000353767	ENSMUSP00000031390
ENSP00000236826	ENSMUSP00000018765
ENSP00000299855	ENSMUSP00000034497
ENSP00000279441	ENSMUSP00000034488
ENSP00000260229	ENSMUSP00000091423
ENSP00000286301	ENSMUSP00000110923
ENSP00000288135	ENSMUSP00000005815
ENSP00000257290	ENSMUSP00000127173
ENSP00000261799	ENSMUSP00000025522
ENSP00000241453	ENSMUSP00000039041
ENSP00000339824	ENSMUSP00000133064
ENSP00000292408	ENSMUSP00000005452
ENSP00000393312	ENSMUSP00000081041
ENSP00000347942	ENSMUSP00000032201
ENSP00000282397	ENSMUSP00000031653
ENSP00000263923	ENSMUSP00000109144
ENSP00000261937	ENSMUSP00000020617
ENSP00000303887	ENSMUSP00000029719
ENSP00000337697	ENSMUSP00000033642
ENSP00000255448	ENSMUSP00000050034
ENSP00000339740	ENSMUSP00000102009
ENSP00000381412	ENSMUSP00000099952
ENSP00000379098	ENSMUSP00000087925
ENSP00000319060	ENSMUSP00000071720
ENSP00000419195	ENSMUSP00000040430
ENSP00000282356	ENSMUSP00000046539
ENSP00000291041	ENSMUSP00000061700
ENSP00000394484	ENSMUSP00000107510
ENSP00000368124	ENSMUSP00000037028
ENSP00000256460	ENSMUSP00000032409
ENSP00000405950	ENSMUSP00000002087
ENSP00000009105	ENSMUSP00000016323
ENSP00000323606	ENSMUSP00000052722
ENSP00000448811	ENSMUSP00000054927
ENSP00000342836	ENSMUSP00000056626
ENSP00000368989	ENSMUSP00000054710
ENSP00000368987	ENSMUSP00000052235
ENSP00000368986	ENSMUSP00000059714
ENSP00000347168	ENSMUSP00000085006
ENSP00000289352	ENSMUSP00000100036
ENSP00000370648	ENSMUSP00000020947
ENSP00000368173	ENSMUSP00000021187
ENSP00000457230	ENSMUSP00000004756
ENSP00000334113	ENSMUSP00000076472
ENSP00000370750	ENSMUSP00000124066
ENSP00000449079	ENSMUSP00000021548
ENSP00000391121	ENSMUSP00000008579
ENSP00000320560	ENSMUSP00000095740
ENSP00000386167	ENSMUSP00000052312
ENSP00000386208	ENSMUSP00000059195
ENSP00000155926	ENSMUSP00000020922
ENSP00000312150	ENSMUSP00000068834
ENSP00000217233	ENSMUSP00000041747
ENSP00000270112	ENSMUSP00000068007
ENSP00000362221	ENSMUSP00000111990
ENSP00000298694	ENSMUSP00000091331
ENSP00000353646	ENSMUSP00000014927
ENSP00000279024	ENSMUSP00000040546
ENSP00000240874	ENSMUSP00000110611
ENSP00000339299	ENSMUSP00000087714
ENSP00000335560	ENSMUSP00000019611
ENSP00000261402	ENSMUSP00000020220
ENSP00000356125	ENSMUSP00000072039
ENSP00000360290	ENSMUSP00000030243
ENSP00000346148	ENSMUSP00000063166
ENSP00000430276	ENSMUSP00000099070
ENSP00000440374	ENSMUSP00000106500
ENSP00000315371	ENSMUSP00000046884
ENSP00000409126	ENSMUSP00000071770
ENSP00000376705	ENSMUSP00000043478
ENSP00000256737	ENSMUSP00000097219
ENSP00000332788	ENSMUSP00000067689
ENSP00000292246	ENSMUSP00000045214
ENSP00000159087	ENSMUSP00000091157
ENSP00000274979	ENSMUSP00000050495
ENSP00000314048	ENSMUSP00000125303
ENSP00000347454	ENSMUSP00000113899
ENSP00000325929	ENSMUSP00000016664
ENSP00000263925	ENSMUSP00000084405
ENSP00000402033	ENSMUSP00000074788
ENSP00000302935	ENSMUSP00000001792
ENSP00000351618	ENSMUSP00000074837
ENSP00000363921	ENSMUSP00000124282
ENSP00000439807	ENSMUSP00000099894
ENSP00000323816	ENSMUSP00000022059
ENSP00000242057	ENSMUSP00000112137
ENSP00000469142	ENSMUSP00000002053
ENSP00000348460	ENSMUSP00000098975
ENSP00000290399	ENSMUSP00000072043
ENSP00000358210	ENSMUSP00000020071
ENSP00000263734	ENSMUSP00000024954
ENSP00000437955	ENSMUSP00000021530
ENSP00000366898	ENSMUSP00000104132
ENSP00000338283	ENSMUSP00000054719
ENSP00000308741	ENSMUSP00000074656
ENSP00000266503	ENSMUSP00000107266
ENSP00000374357	ENSMUSP00000046235
ENSP00000351407	ENSMUSP00000099810
ENSP00000307479	ENSMUSP00000082154
ENSP00000357727	ENSMUSP00000112843
ENSP00000357705	ENSMUSP00000001046
ENSP00000357702	ENSMUSP00000001047
ENSP00000357709	ENSMUSP00000001051
ENSP00000357707	ENSMUSP00000102952
ENSP00000291700	ENSMUSP00000047968
ENSP00000292169	ENSMUSP00000058237
ENSP00000320430	ENSMUSP00000022186
ENSP00000261590	ENSMUSP00000057096
ENSP00000257189	ENSMUSP00000064718
ENSP00000352785	ENSMUSP00000019426
ENSP00000280904	ENSMUSP00000042905
ENSP00000353608	ENSMUSP00000111514
ENSP00000257198	ENSMUSP00000042303
ENSP00000339390	ENSMUSP00000048829
ENSP00000289746	ENSMUSP00000034443
ENSP00000264012	ENSMUSP00000079613
ENSP00000261769	ENSMUSP00000000312
ENSP00000353656	ENSMUSP00000000314
ENSP00000269141	ENSMUSP00000025166
ENSP00000360718	ENSMUSP00000102261
ENSP00000222120	ENSMUSP00000113322
ENSP00000282878	ENSMUSP00000132945
ENSP00000222256	ENSMUSP00000105719
ENSP00000331748	ENSMUSP00000128645
ENSP00000310226	ENSMUSP00000025804
ENSP00000387286	ENSMUSP00000127330
ENSP00000300935	ENSMUSP00000003121
ENSP00000312734	ENSMUSP00000041857
ENSP00000264710	ENSMUSP00000021001
ENSP00000210187	ENSMUSP00000046089
ENSP00000376390	ENSMUSP00000021076
ENSP00000368332	ENSMUSP00000049039
ENSP00000298231	ENSMUSP00000008090
ENSP00000226382	ENSMUSP00000012664
ENSP00000374240	ENSMUSP00000029422
ENSP00000401653	ENSMUSP00000064107
ENSP00000332744	ENSMUSP00000047962
ENSP00000358807	ENSMUSP00000014747
ENSP00000315417	ENSMUSP00000129230
ENSP00000311492	ENSMUSP00000034034
ENSP00000302814	ENSMUSP00000022195
ENSP00000361547	ENSMUSP00000040332
ENSP00000239461	ENSMUSP00000027878
ENSP00000334813	ENSMUSP00000025396
ENSP00000406027	ENSMUSP00000052904
ENSP00000376436	ENSMUSP00000034534
ENSP00000222329	ENSMUSP00000041912
ENSP00000357175	ENSMUSP00000112915
ENSP00000346886	ENSMUSP00000009120
ENSP00000384524	ENSMUSP00000103782
ENSP00000295727	ENSMUSP00000070878
ENSP00000433488	ENSMUSP00000016231
ENSP00000414150	ENSMUSP00000109477
ENSP00000306894	ENSMUSP00000078551
ENSP00000321835	ENSMUSP00000129261
ENSP00000405327	ENSMUSP00000093442
ENSP00000262457	ENSMUSP00000030029
ENSP00000382379	ENSMUSP00000014640
ENSP00000267116	ENSMUSP00000014642
ENSP00000265709	ENSMUSP00000113571
ENSP00000280772	ENSMUSP00000138326
ENSP00000349588	ENSMUSP00000043765
ENSP00000459943	ENSMUSP00000118751
ENSP00000360689	ENSMUSP00000025729
ENSP00000311579	ENSMUSP00000033929
ENSP00000295101	ENSMUSP00000063329
ENSP00000357067	ENSMUSP00000060110
ENSP00000433295	ENSMUSP00000034533
ENSP00000477437	ENSMUSP00000097108
ENSP00000243457	ENSMUSP00000037192
ENSP00000375756	ENSMUSP00000071829
ENSP00000306497	ENSMUSP00000094075
ENSP00000463778	ENSMUSP00000041696
ENSP00000435412	ENSMUSP00000101514
ENSP00000427015	ENSMUSP00000024575
ENSP00000368884	ENSMUSP00000033671
ENSP00000262752	ENSMUSP00000080694
ENSP00000333896	ENSMUSP00000025903
ENSP00000261991	ENSMUSP00000042987
ENSP00000376432	ENSMUSP00000131625
ENSP00000357068	ENSMUSP00000054356
ENSP00000331698	ENSMUSP00000109493
ENSP00000376438	ENSMUSP00000136382
ENSP00000345708	ENSMUSP00000136002
ENSP00000240662	ENSMUSP00000032374
ENSP00000361014	ENSMUSP00000102123
ENSP00000250896	ENSMUSP00000003433
ENSP00000356070	ENSMUSP00000016672
ENSP00000396467	ENSMUSP00000035194
ENSP00000449381	ENSMUSP00000031410
ENSP00000201586	ENSMUSP00000075005
ENSP00000260637	ENSMUSP00000132823
ENSP00000226444	ENSMUSP00000031201
ENSP00000308770	ENSMUSP00000112679
ENSP00000319622	ENSMUSP00000023886
ENSP00000332565	ENSMUSP00000080973
ENSP00000337363	ENSMUSP00000031632
ENSP00000332433	ENSMUSP00000057651
ENSP00000268655	ENSMUSP00000045805
ENSP00000306372	ENSMUSP00000041796
ENSP00000315664	ENSMUSP00000018491
ENSP00000380087	ENSMUSP00000093266
ENSP00000472802	ENSMUSP00000039073
ENSP00000331577	ENSMUSP00000057253
ENSP00000392371	ENSMUSP00000111495
ENSP00000261332	ENSMUSP00000064637
ENSP00000332750	ENSMUSP00000040248
ENSP00000323148	ENSMUSP00000019660
ENSP00000292450	ENSMUSP00000106584
ENSP00000354305	ENSMUSP00000097308
ENSP00000337907	ENSMUSP00000111535
ENSP00000381425	ENSMUSP00000102786
ENSP00000387278	ENSMUSP00000109914
ENSP00000261681	ENSMUSP00000080683
ENSP00000269095	ENSMUSP00000017458
ENSP00000222644	ENSMUSP00000125880
ENSP00000367408	ENSMUSP00000111096
ENSP00000358547	ENSMUSP00000033775
ENSP00000345731	ENSMUSP00000064280
ENSP00000382428	ENSMUSP00000018700
ENSP00000363480	ENSMUSP00000085299
ENSP00000362442	ENSMUSP00000130349
ENSP00000392660	ENSMUSP00000024840
ENSP00000357131	ENSMUSP00000044834
ENSP00000356671	ENSMUSP00000068971
ENSP00000372221	ENSMUSP00000108350
ENSP00000381101	ENSMUSP00000083896
ENSP00000295777	ENSMUSP00000029423
ENSP00000420621	ENSMUSP00000046943
ENSP00000338967	ENSMUSP00000033721
ENSP00000276211	ENSMUSP00000110554
ENSP00000355090	ENSMUSP00000099604
ENSP00000223095	ENSMUSP00000039586
ENSP00000415786	ENSMUSP00000027467
ENSP00000428316	ENSMUSP00000125769
ENSP00000338785	ENSMUSP00000053232
ENSP00000276297	ENSMUSP00000132812
ENSP00000363727	ENSMUSP00000044491
ENSP00000401645	ENSMUSP00000065277
ENSP00000381072	ENSMUSP00000108326
ENSP00000341584	ENSMUSP00000027564
ENSP00000269491	ENSMUSP00000080030
ENSP00000441497	ENSMUSP00000027566
ENSP00000380869	ENSMUSP00000022765
ENSP00000262646	ENSMUSP00000057664
ENSP00000261890	ENSMUSP00000129163
ENSP00000354376	ENSMUSP00000008745
ENSP00000355651	ENSMUSP00000113886
ENSP00000362946	ENSMUSP00000028238
ENSP00000358466	ENSMUSP00000033545
ENSP00000322594	ENSMUSP00000063804
ENSP00000319781	ENSMUSP00000077716
ENSP00000440167	ENSMUSP00000031986
ENSP00000285199	ENSMUSP00000021288
ENSP00000334808	ENSMUSP00000026710
ENSP00000333376	ENSMUSP00000067109
ENSP00000265560	ENSMUSP00000035237
ENSP00000280377	ENSMUSP00000020334
ENSP00000218348	ENSMUSP00000033383
ENSP00000401197	ENSMUSP00000006854
ENSP00000324191	ENSMUSP00000055327
ENSP00000366694	ENSMUSP00000139261
ENSP00000426548	ENSMUSP00000089547
ENSP00000353129	ENSMUSP00000055326
ENSP00000394390	ENSMUSP00000032709
ENSP00000384367	ENSMUSP00000128070
ENSP00000316482	ENSMUSP00000060557
ENSP00000328352	ENSMUSP00000059107
ENSP00000339340	ENSMUSP00000051316
ENSP00000385144	ENSMUSP00000061734
ENSP00000347188	ENSMUSP00000129059
ENSP00000327675	ENSMUSP00000022064
ENSP00000292524	ENSMUSP00000114921
ENSP00000296252	ENSMUSP00000062310
ENSP00000273371	ENSMUSP00000002926
ENSP00000309757	ENSMUSP00000015712
ENSP00000261292	ENSMUSP00000066536
ENSP00000348425	ENSMUSP00000034731
ENSP00000358223	ENSMUSP00000056377
ENSP00000433933	ENSMUSP00000045465
ENSP00000425394	ENSMUSP00000041243
ENSP00000393511	ENSMUSP00000123525
ENSP00000277895	ENSMUSP00000078336
ENSP00000273317	ENSMUSP00000026269
ENSP00000466953	ENSMUSP00000047623
ENSP00000262713	ENSMUSP00000056977
ENSP00000324422	ENSMUSP00000126622
ENSP00000416387	ENSMUSP00000006381
ENSP00000200457	ENSMUSP00000024119
ENSP00000318089	ENSMUSP00000036304
ENSP00000405812	ENSMUSP00000023776
ENSP00000393066	ENSMUSP00000108099
ENSP00000295736	ENSMUSP00000058313
ENSP00000230993	ENSMUSP00000073910
ENSP00000366861	ENSMUSP00000041007
ENSP00000393557	ENSMUSP00000121744
ENSP00000262418	ENSMUSP00000006749
ENSP00000362867	ENSMUSP00000116747
ENSP00000419412	ENSMUSP00000078972
ENSP00000369399	ENSMUSP00000096963
ENSP00000440556	ENSMUSP00000112578
ENSP00000231188	ENSMUSP00000130728
ENSP00000350348	ENSMUSP00000133957
ENSP00000378492	ENSMUSP00000023959
ENSP00000355316	ENSMUSP00000004076
ENSP00000344173	ENSMUSP00000110978
ENSP00000402912	ENSMUSP00000129181
ENSP00000354896	ENSMUSP00000037255
ENSP00000364520	ENSMUSP00000030510
ENSP00000331867	ENSMUSP00000030792
ENSP00000344411	ENSMUSP00000030949
ENSP00000370460	ENSMUSP00000022228
ENSP00000261308	ENSMUSP00000022226
ENSP00000390427	ENSMUSP00000111386
ENSP00000300026	ENSMUSP00000034947
ENSP00000303057	ENSMUSP00000025419
ENSP00000340226	ENSMUSP00000028003
ENSP00000347684	ENSMUSP00000043616
ENSP00000362717	ENSMUSP00000000253
ENSP00000356357	ENSMUSP00000107657
ENSP00000254457	ENSMUSP00000018842
ENSP00000261731	ENSMUSP00000031591
ENSP00000360811	ENSMUSP00000028302
ENSP00000263726	ENSMUSP00000027740
ENSP00000230658	ENSMUSP00000044879
ENSP00000290759	ENSMUSP00000034869
ENSP00000377854	ENSMUSP00000108584
ENSP00000294638	ENSMUSP00000136047
ENSP00000434241	ENSMUSP00000103540
ENSP00000265969	ENSMUSP00000124938
ENSP00000358802	ENSMUSP00000009617
ENSP00000449253	ENSMUSP00000089814
ENSP00000319591	ENSMUSP00000113436
ENSP00000218176	ENSMUSP00000009875
ENSP00000358784	ENSMUSP00000050680
ENSP00000408321	ENSMUSP00000107861
ENSP00000371985	ENSMUSP00000055225
ENSP00000433109	ENSMUSP00000041702
ENSP00000252321	ENSMUSP00000055673
ENSP00000328511	ENSMUSP00000037958
ENSP00000221444	ENSMUSP00000103403
ENSP00000358786	ENSMUSP00000088118
ENSP00000377747	ENSMUSP00000126352
ENSP00000284049	ENSMUSP00000024627
ENSP00000262450	ENSMUSP00000030775
ENSP00000349508	ENSMUSP00000060054
ENSP00000382863	ENSMUSP00000087184
ENSP00000457466	ENSMUSP00000046356
ENSP00000392028	ENSMUSP00000059079
ENSP00000362330	ENSMUSP00000042291
ENSP00000364694	ENSMUSP00000021820
ENSP00000052754	ENSMUSP00000100924
ENSP00000327336	ENSMUSP00000033741
ENSP00000344758	ENSMUSP00000060402
ENSP00000332879	ENSMUSP00000062171
ENSP00000367292	ENSMUSP00000105684
ENSP00000246841	ENSMUSP00000109010
ENSP00000347041	ENSMUSP00000035489
ENSP00000266718	ENSMUSP00000040877
ENSP00000266719	ENSMUSP00000100923
ENSP00000343924	ENSMUSP00000048803
ENSP00000364700	ENSMUSP00000065706
ENSP00000308315	ENSMUSP00000102320
ENSP00000345175	ENSMUSP00000091073
ENSP00000366365	ENSMUSP00000055221
ENSP00000378235	ENSMUSP00000056744
ENSP00000355109	ENSMUSP00000040575
ENSP00000468304	ENSMUSP00000103485
ENSP00000216237	ENSMUSP00000023029
ENSP00000284898	ENSMUSP00000094892
ENSP00000402107	ENSMUSP00000044038
ENSP00000431962	ENSMUSP00000037619
ENSP00000358016	ENSMUSP00000053157
ENSP00000386079	ENSMUSP00000101908
ENSP00000251900	ENSMUSP00000107964
ENSP00000209884	ENSMUSP00000107238
ENSP00000423897	ENSMUSP00000098752
ENSP00000362206	ENSMUSP00000108997
ENSP00000367075	ENSMUSP00000022666
ENSP00000273963	ENSMUSP00000031254
ENSP00000312397	ENSMUSP00000089173
ENSP00000424198	ENSMUSP00000034017
ENSP00000343930	ENSMUSP00000101194
ENSP00000232766	ENSMUSP00000069674
ENSP00000356230	ENSMUSP00000107851
ENSP00000171111	ENSMUSP00000131029
ENSP00000293303	ENSMUSP00000001599
ENSP00000167588	ENSMUSP00000017743
ENSP00000347823	ENSMUSP00000103069
ENSP00000366984	ENSMUSP00000073869
ENSP00000329165	ENSMUSP00000103039
ENSP00000377558	ENSMUSP00000099416
ENSP00000225899	ENSMUSP00000103042
