ENSGACP00000003450	ENSMODP00000016222
ENSGACP00000000655	ENSMODP00000016841
ENSGACP00000021030	ENSMODP00000028150
ENSGACP00000020829	ENSMODP00000005801
ENSGACP00000003567	ENSMODP00000008550
ENSGACP00000003558	ENSMODP00000008535
ENSGACP00000019145	ENSMODP00000008535
ENSGACP00000009995	ENSMODP00000010729
ENSGACP00000014400	ENSMODP00000022116
ENSGACP00000021711	ENSMODP00000022116
ENSGACP00000017376	ENSMODP00000029462
ENSGACP00000001866	ENSMODP00000013825
ENSGACP00000010451	ENSMODP00000013825
ENSGACP00000024718	ENSMODP00000019131
ENSGACP00000018772	ENSMODP00000010535
ENSGACP00000005563	ENSMODP00000010535
ENSGACP00000006124	ENSMODP00000020026
ENSGACP00000010327	ENSMODP00000040351
ENSGACP00000012115	ENSMODP00000004034
ENSGACP00000010344	ENSMODP00000000389
ENSGACP00000012137	ENSMODP00000004070
ENSGACP00000019370	ENSMODP00000010672
ENSGACP00000018942	ENSMODP00000011604
ENSGACP00000026947	ENSMODP00000006569
ENSGACP00000007286	ENSMODP00000018737
ENSGACP00000007213	ENSMODP00000025478
ENSGACP00000017876	ENSMODP00000037146
ENSGACP00000001389	ENSMODP00000000680
ENSGACP00000017787	ENSMODP00000004425
ENSGACP00000007515	ENSMODP00000002821
ENSGACP00000009308	ENSMODP00000002821
ENSGACP00000024488	ENSMODP00000005657
ENSGACP00000005109	ENSMODP00000022296
ENSGACP00000006186	ENSMODP00000022934
ENSGACP00000010745	ENSMODP00000039959
ENSGACP00000001123	ENSMODP00000005606
ENSGACP00000005920	ENSMODP00000015501
ENSGACP00000016781	ENSMODP00000015501
ENSGACP00000026022	ENSMODP00000022969
ENSGACP00000011223	ENSMODP00000022969
ENSGACP00000013398	ENSMODP00000015552
ENSGACP00000019065	ENSMODP00000013894
ENSGACP00000002601	ENSMODP00000013894
ENSGACP00000021373	ENSMODP00000000881
ENSGACP00000021673	ENSMODP00000008886
ENSGACP00000019822	ENSMODP00000012219
ENSGACP00000005347	ENSMODP00000012219
ENSGACP00000019818	ENSMODP00000036505
ENSGACP00000024800	ENSMODP00000037356
ENSGACP00000019820	ENSMODP00000012432
ENSGACP00000009566	ENSMODP00000020334
ENSGACP00000013104	ENSMODP00000020334
ENSGACP00000017599	ENSMODP00000017156
ENSGACP00000014134	ENSMODP00000016542
ENSGACP00000021001	ENSMODP00000016542
ENSGACP00000002633	ENSMODP00000004096
ENSGACP00000022070	ENSMODP00000004096
ENSGACP00000021865	ENSMODP00000005854
ENSGACP00000021492	ENSMODP00000004648
ENSGACP00000004418	ENSMODP00000007537
ENSGACP00000000691	ENSMODP00000000770
ENSGACP00000014815	ENSMODP00000000770
ENSGACP00000015497	ENSMODP00000001186
ENSGACP00000019603	ENSMODP00000001186
ENSGACP00000004674	ENSMODP00000024653
ENSGACP00000022106	ENSMODP00000033851
ENSGACP00000001880	ENSMODP00000006137
ENSGACP00000014641	ENSMODP00000021793
ENSGACP00000003898	ENSMODP00000010102
ENSGACP00000020798	ENSMODP00000024642
ENSGACP00000010793	ENSMODP00000013092
ENSGACP00000022683	ENSMODP00000016604
ENSGACP00000025810	ENSMODP00000007099
ENSGACP00000009620	ENSMODP00000001277
ENSGACP00000021419	ENSMODP00000001277
ENSGACP00000020467	ENSMODP00000003986
ENSGACP00000010833	ENSMODP00000003986
ENSGACP00000009526	ENSMODP00000024412
ENSGACP00000025986	ENSMODP00000022961
ENSGACP00000011769	ENSMODP00000015932
ENSGACP00000006574	ENSMODP00000022592
ENSGACP00000000647	ENSMODP00000020911
ENSGACP00000003170	ENSMODP00000014117
ENSGACP00000027362	ENSMODP00000022670
ENSGACP00000021902	ENSMODP00000021891
ENSGACP00000017893	ENSMODP00000005211
ENSGACP00000015896	ENSMODP00000024701
ENSGACP00000017643	ENSMODP00000030396
ENSGACP00000002415	ENSMODP00000017693
ENSGACP00000003287	ENSMODP00000017693
ENSGACP00000008661	ENSMODP00000012376
ENSGACP00000023055	ENSMODP00000007353
ENSGACP00000013740	ENSMODP00000001598
ENSGACP00000007379	ENSMODP00000031781
ENSGACP00000004809	ENSMODP00000023364
ENSGACP00000015466	ENSMODP00000023364
ENSGACP00000004806	ENSMODP00000028958
ENSGACP00000019665	ENSMODP00000016097
ENSGACP00000016563	ENSMODP00000016097
ENSGACP00000014435	ENSMODP00000011921
ENSGACP00000022571	ENSMODP00000011921
ENSGACP00000022409	ENSMODP00000002962
ENSGACP00000024209	ENSMODP00000005404
ENSGACP00000026865	ENSMODP00000005404
ENSGACP00000026820	ENSMODP00000005539
ENSGACP00000025525	ENSMODP00000005539
ENSGACP00000004933	ENSMODP00000026549
ENSGACP00000022204	ENSMODP00000027369
ENSGACP00000000541	ENSMODP00000024117
ENSGACP00000007456	ENSMODP00000001684
ENSGACP00000013760	ENSMODP00000001684
ENSGACP00000011228	ENSMODP00000016411
ENSGACP00000016225	ENSMODP00000029795
ENSGACP00000018664	ENSMODP00000022522
ENSGACP00000012495	ENSMODP00000022522
ENSGACP00000015585	ENSMODP00000026240
ENSGACP00000027219	ENSMODP00000026240
ENSGACP00000018295	ENSMODP00000022196
ENSGACP00000011973	ENSMODP00000016371
ENSGACP00000009772	ENSMODP00000013819
ENSGACP00000024435	ENSMODP00000011093
ENSGACP00000010770	ENSMODP00000018433
ENSGACP00000027480	ENSMODP00000018433
ENSGACP00000024200	ENSMODP00000018762
ENSGACP00000026920	ENSMODP00000018762
ENSGACP00000015806	ENSMODP00000013985
ENSGACP00000026938	ENSMODP00000013985
ENSGACP00000024554	ENSMODP00000027595
ENSGACP00000024559	ENSMODP00000005186
ENSGACP00000002454	ENSMODP00000009684
ENSGACP00000002451	ENSMODP00000009790
ENSGACP00000014878	ENSMODP00000036016
ENSGACP00000007402	ENSMODP00000022894
ENSGACP00000016797	ENSMODP00000000091
ENSGACP00000024549	ENSMODP00000027592
ENSGACP00000012761	ENSMODP00000032054
ENSGACP00000017265	ENSMODP00000026468
ENSGACP00000006962	ENSMODP00000007838
ENSGACP00000022689	ENSMODP00000005850
ENSGACP00000010846	ENSMODP00000032578
ENSGACP00000018449	ENSMODP00000010666
ENSGACP00000013551	ENSMODP00000019750
ENSGACP00000017934	ENSMODP00000017777
ENSGACP00000022159	ENSMODP00000015108
ENSGACP00000021012	ENSMODP00000024272
ENSGACP00000020422	ENSMODP00000001679
ENSGACP00000012933	ENSMODP00000011633
ENSGACP00000019367	ENSMODP00000011633
ENSGACP00000014158	ENSMODP00000000763
ENSGACP00000024568	ENSMODP00000025804
ENSGACP00000024570	ENSMODP00000025797
ENSGACP00000023098	ENSMODP00000014600
ENSGACP00000024423	ENSMODP00000008379
ENSGACP00000007242	ENSMODP00000025732
ENSGACP00000016137	ENSMODP00000022794
ENSGACP00000012147	ENSMODP00000022794
ENSGACP00000027332	ENSMODP00000037991
ENSGACP00000002155	ENSMODP00000037991
ENSGACP00000027425	ENSMODP00000009774
ENSGACP00000024006	ENSMODP00000009774
ENSGACP00000017392	ENSMODP00000025784
ENSGACP00000026814	ENSMODP00000007322
ENSGACP00000021429	ENSMODP00000002131
ENSGACP00000021861	ENSMODP00000002131
ENSGACP00000023089	ENSMODP00000031431
ENSGACP00000026855	ENSMODP00000031431
ENSGACP00000005153	ENSMODP00000021578
ENSGACP00000021438	ENSMODP00000004466
ENSGACP00000022259	ENSMODP00000011170
ENSGACP00000012062	ENSMODP00000001758
ENSGACP00000009963	ENSMODP00000011662
ENSGACP00000013859	ENSMODP00000022418
ENSGACP00000002597	ENSMODP00000022418
ENSGACP00000006419	ENSMODP00000021398
ENSGACP00000016691	ENSMODP00000021398
ENSGACP00000025625	ENSMODP00000008242
ENSGACP00000014542	ENSMODP00000020004
ENSGACP00000003860	ENSMODP00000021628
ENSGACP00000025971	ENSMODP00000005132
ENSGACP00000020681	ENSMODP00000009681
ENSGACP00000022687	ENSMODP00000032628
ENSGACP00000015532	ENSMODP00000032628
ENSGACP00000024195	ENSMODP00000024635
ENSGACP00000010484	ENSMODP00000015917
ENSGACP00000024937	ENSMODP00000002496
ENSGACP00000020657	ENSMODP00000009339
ENSGACP00000005878	ENSMODP00000000415
ENSGACP00000016232	ENSMODP00000016711
ENSGACP00000009641	ENSMODP00000001310
ENSGACP00000016367	ENSMODP00000001310
ENSGACP00000018230	ENSMODP00000007616
ENSGACP00000017510	ENSMODP00000007616
ENSGACP00000003192	ENSMODP00000014255
ENSGACP00000006372	ENSMODP00000014255
ENSGACP00000023930	ENSMODP00000016494
ENSGACP00000005003	ENSMODP00000032599
ENSGACP00000022476	ENSMODP00000032599
ENSGACP00000003218	ENSMODP00000000510
ENSGACP00000008371	ENSMODP00000022261
ENSGACP00000018508	ENSMODP00000008529
ENSGACP00000010858	ENSMODP00000008529
ENSGACP00000010487	ENSMODP00000018696
ENSGACP00000003360	ENSMODP00000014021
ENSGACP00000015246	ENSMODP00000002733
ENSGACP00000003935	ENSMODP00000010550
ENSGACP00000026611	ENSMODP00000025760
ENSGACP00000026813	ENSMODP00000007299
ENSGACP00000024729	ENSMODP00000025764
ENSGACP00000027424	ENSMODP00000009659
ENSGACP00000024732	ENSMODP00000025776
ENSGACP00000022592	ENSMODP00000024825
ENSGACP00000000775	ENSMODP00000022743
ENSGACP00000006952	ENSMODP00000009960
ENSGACP00000009055	ENSMODP00000000529
ENSGACP00000021384	ENSMODP00000000529
ENSGACP00000025772	ENSMODP00000007833
ENSGACP00000008876	ENSMODP00000007833
ENSGACP00000018617	ENSMODP00000016547
ENSGACP00000021776	ENSMODP00000036954
ENSGACP00000013963	ENSMODP00000006916
ENSGACP00000010001	ENSMODP00000006916
ENSGACP00000011507	ENSMODP00000020873
ENSGACP00000000274	ENSMODP00000011536
ENSGACP00000009971	ENSMODP00000011536
ENSGACP00000007725	ENSMODP00000005293
ENSGACP00000011928	ENSMODP00000015839
ENSGACP00000016086	ENSMODP00000000609
ENSGACP00000026869	ENSMODP00000015542
ENSGACP00000024489	ENSMODP00000015542
ENSGACP00000022713	ENSMODP00000000987
ENSGACP00000006719	ENSMODP00000010893
ENSGACP00000019514	ENSMODP00000016391
ENSGACP00000010332	ENSMODP00000024041
ENSGACP00000024246	ENSMODP00000006219
ENSGACP00000012882	ENSMODP00000019788
ENSGACP00000019077	ENSMODP00000001377
ENSGACP00000021283	ENSMODP00000001377
ENSGACP00000016962	ENSMODP00000019385
ENSGACP00000011618	ENSMODP00000000128
ENSGACP00000009368	ENSMODP00000037259
ENSGACP00000024672	ENSMODP00000024012
ENSGACP00000019455	ENSMODP00000015969
ENSGACP00000017416	ENSMODP00000015969
ENSGACP00000017390	ENSMODP00000020848
ENSGACP00000010114	ENSMODP00000035172
ENSGACP00000021397	ENSMODP00000035172
ENSGACP00000002644	ENSMODP00000035165
ENSGACP00000019520	ENSMODP00000035165
ENSGACP00000002667	ENSMODP00000012995
ENSGACP00000007085	ENSMODP00000016638
ENSGACP00000000330	ENSMODP00000013342
ENSGACP00000011565	ENSMODP00000012596
ENSGACP00000024001	ENSMODP00000036144
ENSGACP00000019553	ENSMODP00000032838
ENSGACP00000022387	ENSMODP00000011761
ENSGACP00000010642	ENSMODP00000011761
ENSGACP00000015637	ENSMODP00000028950
ENSGACP00000006039	ENSMODP00000024269
ENSGACP00000006078	ENSMODP00000000583
ENSGACP00000005362	ENSMODP00000031958
ENSGACP00000014307	ENSMODP00000031958
ENSGACP00000012074	ENSMODP00000034806
ENSGACP00000015560	ENSMODP00000034806
ENSGACP00000014302	ENSMODP00000021968
ENSGACP00000007521	ENSMODP00000002765
ENSGACP00000017541	ENSMODP00000014639
ENSGACP00000008372	ENSMODP00000020723
ENSGACP00000008462	ENSMODP00000022299
ENSGACP00000002665	ENSMODP00000026770
ENSGACP00000005867	ENSMODP00000020952
ENSGACP00000002446	ENSMODP00000008742
ENSGACP00000004882	ENSMODP00000023067
ENSGACP00000019600	ENSMODP00000016511
ENSGACP00000014227	ENSMODP00000016511
ENSGACP00000019585	ENSMODP00000012176
ENSGACP00000004617	ENSMODP00000012176
ENSGACP00000011776	ENSMODP00000035907
ENSGACP00000015426	ENSMODP00000035907
ENSGACP00000022164	ENSMODP00000021125
ENSGACP00000007051	ENSMODP00000027428
ENSGACP00000010019	ENSMODP00000041259
ENSGACP00000001030	ENSMODP00000012386
ENSGACP00000016027	ENSMODP00000012386
ENSGACP00000007920	ENSMODP00000015703
ENSGACP00000002098	ENSMODP00000015703
ENSGACP00000026026	ENSMODP00000022989
ENSGACP00000010704	ENSMODP00000014108
ENSGACP00000012208	ENSMODP00000013435
ENSGACP00000012073	ENSMODP00000017747
ENSGACP00000004268	ENSMODP00000022661
ENSGACP00000011797	ENSMODP00000002206
ENSGACP00000013365	ENSMODP00000034980
ENSGACP00000010506	ENSMODP00000033722
ENSGACP00000007983	ENSMODP00000033722
ENSGACP00000026355	ENSMODP00000034137
ENSGACP00000015757	ENSMODP00000034137
ENSGACP00000012834	ENSMODP00000005427
ENSGACP00000002089	ENSMODP00000006543
ENSGACP00000020819	ENSMODP00000024625
ENSGACP00000011219	ENSMODP00000018781
ENSGACP00000024822	ENSMODP00000002957
ENSGACP00000013565	ENSMODP00000002957
ENSGACP00000025768	ENSMODP00000025921
ENSGACP00000020992	ENSMODP00000025921
ENSGACP00000012565	ENSMODP00000001087
ENSGACP00000022793	ENSMODP00000017622
ENSGACP00000027016	ENSMODP00000017622
ENSGACP00000017910	ENSMODP00000029356
ENSGACP00000027331	ENSMODP00000021319
ENSGACP00000022288	ENSMODP00000005984
ENSGACP00000024681	ENSMODP00000036364
ENSGACP00000005236	ENSMODP00000021626
ENSGACP00000006944	ENSMODP00000007888
ENSGACP00000005854	ENSMODP00000012161
ENSGACP00000008914	ENSMODP00000007282
ENSGACP00000022195	ENSMODP00000012371
ENSGACP00000022884	ENSMODP00000007377
ENSGACP00000010240	ENSMODP00000009787
ENSGACP00000012905	ENSMODP00000009423
ENSGACP00000006340	ENSMODP00000011395
ENSGACP00000020317	ENSMODP00000011395
ENSGACP00000015023	ENSMODP00000023167
ENSGACP00000026465	ENSMODP00000012058
ENSGACP00000016043	ENSMODP00000008866
ENSGACP00000013741	ENSMODP00000010636
ENSGACP00000025456	ENSMODP00000034042
ENSGACP00000000129	ENSMODP00000036274
ENSGACP00000002608	ENSMODP00000022656
ENSGACP00000008264	ENSMODP00000022656
ENSGACP00000024320	ENSMODP00000024762
ENSGACP00000002779	ENSMODP00000009883
ENSGACP00000022830	ENSMODP00000009883
ENSGACP00000002547	ENSMODP00000002254
ENSGACP00000018847	ENSMODP00000017595
ENSGACP00000018298	ENSMODP00000017595
ENSGACP00000018580	ENSMODP00000006509
ENSGACP00000025382	ENSMODP00000006509
ENSGACP00000010393	ENSMODP00000020563
ENSGACP00000021042	ENSMODP00000035939
ENSGACP00000018837	ENSMODP00000025859
ENSGACP00000023788	ENSMODP00000012168
ENSGACP00000005985	ENSMODP00000005261
ENSGACP00000027500	ENSMODP00000006035
ENSGACP00000022613	ENSMODP00000026063
ENSGACP00000004028	ENSMODP00000011380
ENSGACP00000018862	ENSMODP00000025863
ENSGACP00000024222	ENSMODP00000004800
ENSGACP00000022702	ENSMODP00000001035
ENSGACP00000027378	ENSMODP00000015800
ENSGACP00000015328	ENSMODP00000012455
ENSGACP00000027182	ENSMODP00000012455
ENSGACP00000027643	ENSMODP00000012064
ENSGACP00000003791	ENSMODP00000000649
ENSGACP00000014406	ENSMODP00000000649
ENSGACP00000015878	ENSMODP00000015470
ENSGACP00000013996	ENSMODP00000015470
ENSGACP00000000750	ENSMODP00000010137
ENSGACP00000004094	ENSMODP00000006736
ENSGACP00000007391	ENSMODP00000002711
ENSGACP00000015019	ENSMODP00000002983
ENSGACP00000015335	ENSMODP00000002983
ENSGACP00000011048	ENSMODP00000026145
ENSGACP00000011623	ENSMODP00000006166
ENSGACP00000020093	ENSMODP00000000069
ENSGACP00000016406	ENSMODP00000012999
ENSGACP00000006748	ENSMODP00000002132
ENSGACP00000005654	ENSMODP00000024339
ENSGACP00000018190	ENSMODP00000022225
ENSGACP00000025011	ENSMODP00000008257
ENSGACP00000011292	ENSMODP00000038416
ENSGACP00000023155	ENSMODP00000028259
ENSGACP00000010771	ENSMODP00000000228
ENSGACP00000008327	ENSMODP00000000228
ENSGACP00000011154	ENSMODP00000036810
ENSGACP00000013888	ENSMODP00000036810
ENSGACP00000021251	ENSMODP00000037411
ENSGACP00000005202	ENSMODP00000002351
ENSGACP00000001370	ENSMODP00000002163
ENSGACP00000021019	ENSMODP00000025398
ENSGACP00000022707	ENSMODP00000037382
ENSGACP00000027039	ENSMODP00000037382
ENSGACP00000002696	ENSMODP00000026612
ENSGACP00000007786	ENSMODP00000011594
ENSGACP00000020503	ENSMODP00000011594
ENSGACP00000025786	ENSMODP00000006114
ENSGACP00000004996	ENSMODP00000019041
ENSGACP00000010349	ENSMODP00000018868
ENSGACP00000020563	ENSMODP00000018868
ENSGACP00000006939	ENSMODP00000003987
ENSGACP00000005929	ENSMODP00000034645
ENSGACP00000004059	ENSMODP00000011208
ENSGACP00000018815	ENSMODP00000025847
ENSGACP00000016467	ENSMODP00000024196
ENSGACP00000025773	ENSMODP00000027786
ENSGACP00000002505	ENSMODP00000000760
ENSGACP00000012522	ENSMODP00000011291
ENSGACP00000018687	ENSMODP00000022550
ENSGACP00000012519	ENSMODP00000022550
ENSGACP00000015093	ENSMODP00000001136
ENSGACP00000026877	ENSMODP00000007175
ENSGACP00000021040	ENSMODP00000025868
ENSGACP00000003194	ENSMODP00000034561
ENSGACP00000015458	ENSMODP00000023467
ENSGACP00000020795	ENSMODP00000024649
ENSGACP00000019937	ENSMODP00000020751
ENSGACP00000020371	ENSMODP00000004710
ENSGACP00000018221	ENSMODP00000018823
ENSGACP00000019902	ENSMODP00000020815
ENSGACP00000013184	ENSMODP00000020815
ENSGACP00000017426	ENSMODP00000026883
ENSGACP00000003829	ENSMODP00000026883
ENSGACP00000004739	ENSMODP00000000946
ENSGACP00000008552	ENSMODP00000008006
ENSGACP00000009553	ENSMODP00000024409
ENSGACP00000010810	ENSMODP00000003912
ENSGACP00000020463	ENSMODP00000003912
ENSGACP00000021965	ENSMODP00000026803
ENSGACP00000001014	ENSMODP00000010405
ENSGACP00000017724	ENSMODP00000004091
ENSGACP00000022270	ENSMODP00000018619
ENSGACP00000014914	ENSMODP00000018619
ENSGACP00000009509	ENSMODP00000019740
ENSGACP00000007901	ENSMODP00000012095
ENSGACP00000010260	ENSMODP00000012095
ENSGACP00000015778	ENSMODP00000021576
ENSGACP00000014846	ENSMODP00000019905
ENSGACP00000007403	ENSMODP00000019905
ENSGACP00000020096	ENSMODP00000008480
ENSGACP00000010326	ENSMODP00000009803
ENSGACP00000022029	ENSMODP00000040419
ENSGACP00000002593	ENSMODP00000000138
ENSGACP00000012204	ENSMODP00000040545
ENSGACP00000009218	ENSMODP00000002855
ENSGACP00000012606	ENSMODP00000025643
ENSGACP00000006761	ENSMODP00000004378
ENSGACP00000021721	ENSMODP00000039692
ENSGACP00000008713	ENSMODP00000026243
ENSGACP00000010102	ENSMODP00000019172
ENSGACP00000008711	ENSMODP00000033603
ENSGACP00000019105	ENSMODP00000016600
ENSGACP00000004894	ENSMODP00000018974
ENSGACP00000016920	ENSMODP00000032200
ENSGACP00000022094	ENSMODP00000023562
ENSGACP00000011953	ENSMODP00000015806
ENSGACP00000010707	ENSMODP00000032552
ENSGACP00000011655	ENSMODP00000015327
ENSGACP00000004782	ENSMODP00000021315
ENSGACP00000013121	ENSMODP00000021315
ENSGACP00000002132	ENSMODP00000006984
ENSGACP00000021199	ENSMODP00000006984
ENSGACP00000016973	ENSMODP00000023736
ENSGACP00000023435	ENSMODP00000023736
ENSGACP00000007736	ENSMODP00000005222
ENSGACP00000023343	ENSMODP00000012505
ENSGACP00000008701	ENSMODP00000005889
ENSGACP00000027494	ENSMODP00000026245
ENSGACP00000019060	ENSMODP00000032292
ENSGACP00000014480	ENSMODP00000032292
ENSGACP00000009693	ENSMODP00000021264
ENSGACP00000021134	ENSMODP00000021264
ENSGACP00000011289	ENSMODP00000001663
ENSGACP00000017159	ENSMODP00000001663
ENSGACP00000012601	ENSMODP00000017846
ENSGACP00000021164	ENSMODP00000007740
ENSGACP00000024513	ENSMODP00000017877
ENSGACP00000008706	ENSMODP00000005872
ENSGACP00000025099	ENSMODP00000034705
ENSGACP00000023405	ENSMODP00000034705
ENSGACP00000027597	ENSMODP00000038084
ENSGACP00000019061	ENSMODP00000032291
ENSGACP00000014604	ENSMODP00000008683
ENSGACP00000001441	ENSMODP00000022169
ENSGACP00000015720	ENSMODP00000002378
ENSGACP00000010202	ENSMODP00000005624
ENSGACP00000000505	ENSMODP00000002541
ENSGACP00000003715	ENSMODP00000002541
ENSGACP00000012959	ENSMODP00000014998
ENSGACP00000001064	ENSMODP00000014998
ENSGACP00000008338	ENSMODP00000015223
ENSGACP00000020396	ENSMODP00000006411
ENSGACP00000025536	ENSMODP00000007737
ENSGACP00000002195	ENSMODP00000010188
ENSGACP00000012589	ENSMODP00000019004
ENSGACP00000009149	ENSMODP00000019004
ENSGACP00000019801	ENSMODP00000019113
ENSGACP00000010466	ENSMODP00000019113
ENSGACP00000002456	ENSMODP00000012377
ENSGACP00000011258	ENSMODP00000012377
ENSGACP00000013133	ENSMODP00000014867
ENSGACP00000000597	ENSMODP00000014867
ENSGACP00000010886	ENSMODP00000026374
ENSGACP00000026817	ENSMODP00000011577
ENSGACP00000027364	ENSMODP00000007980
ENSGACP00000001506	ENSMODP00000007980
ENSGACP00000022628	ENSMODP00000006111
ENSGACP00000008453	ENSMODP00000030697
ENSGACP00000017316	ENSMODP00000021984
ENSGACP00000017947	ENSMODP00000005185
ENSGACP00000009482	ENSMODP00000020279
ENSGACP00000019836	ENSMODP00000021683
ENSGACP00000000928	ENSMODP00000006045
ENSGACP00000000289	ENSMODP00000026497
ENSGACP00000000316	ENSMODP00000039040
ENSGACP00000023829	ENSMODP00000023804
ENSGACP00000027518	ENSMODP00000009038
ENSGACP00000019675	ENSMODP00000010639
ENSGACP00000012612	ENSMODP00000009869
ENSGACP00000021327	ENSMODP00000038779
ENSGACP00000022177	ENSMODP00000030330
ENSGACP00000010333	ENSMODP00000032039
ENSGACP00000018481	ENSMODP00000013690
ENSGACP00000024922	ENSMODP00000017076
ENSGACP00000015901	ENSMODP00000005562
ENSGACP00000018507	ENSMODP00000008521
ENSGACP00000010868	ENSMODP00000008521
ENSGACP00000025621	ENSMODP00000010378
ENSGACP00000009132	ENSMODP00000010378
ENSGACP00000006620	ENSMODP00000022565
ENSGACP00000000603	ENSMODP00000013443
ENSGACP00000005471	ENSMODP00000027866
ENSGACP00000020275	ENSMODP00000001351
ENSGACP00000017464	ENSMODP00000026877
ENSGACP00000017686	ENSMODP00000032757
ENSGACP00000009120	ENSMODP00000036327
ENSGACP00000003635	ENSMODP00000002922
ENSGACP00000005222	ENSMODP00000002922
ENSGACP00000007171	ENSMODP00000000716
ENSGACP00000001842	ENSMODP00000022698
ENSGACP00000015044	ENSMODP00000012379
ENSGACP00000006165	ENSMODP00000004353
ENSGACP00000020879	ENSMODP00000010816
ENSGACP00000024406	ENSMODP00000007069
ENSGACP00000027045	ENSMODP00000007069
ENSGACP00000001249	ENSMODP00000003727
ENSGACP00000004910	ENSMODP00000012187
ENSGACP00000011065	ENSMODP00000012187
ENSGACP00000009396	ENSMODP00000014155
ENSGACP00000004024	ENSMODP00000014155
ENSGACP00000019746	ENSMODP00000014938
ENSGACP00000001521	ENSMODP00000031807
ENSGACP00000025577	ENSMODP00000005955
ENSGACP00000005049	ENSMODP00000018816
ENSGACP00000007433	ENSMODP00000035876
ENSGACP00000018323	ENSMODP00000035876
ENSGACP00000004163	ENSMODP00000032437
ENSGACP00000018024	ENSMODP00000027953
ENSGACP00000019098	ENSMODP00000037734
ENSGACP00000020938	ENSMODP00000037734
ENSGACP00000009315	ENSMODP00000014534
ENSGACP00000012717	ENSMODP00000014534
ENSGACP00000003267	ENSMODP00000018809
