ENSP00000262384	ENSTNIP00000004863
ENSP00000373574	ENSTNIP00000018124
ENSP00000243349	ENSTNIP00000019587
ENSP00000361107	ENSTNIP00000021866
ENSP00000401907	ENSTNIP00000018885
ENSP00000401907	ENSTNIP00000011912
ENSP00000361952	ENSTNIP00000010103
ENSP00000306275	ENSTNIP00000019499
ENSP00000306275	ENSTNIP00000013446
ENSP00000282146	ENSTNIP00000012585
ENSP00000272233	ENSTNIP00000004748
ENSP00000267205	ENSTNIP00000011948
ENSP00000355580	ENSTNIP00000019692
ENSP00000263372	ENSTNIP00000022177
ENSP00000362328	ENSTNIP00000008478
ENSP00000312811	ENSTNIP00000020382
ENSP00000444948	ENSTNIP00000013712
ENSP00000444948	ENSTNIP00000019919
ENSP00000308461	ENSTNIP00000018153
ENSP00000364886	ENSTNIP00000013267
ENSP00000466680	ENSTNIP00000014677
ENSP00000466680	ENSTNIP00000013146
ENSP00000349689	ENSTNIP00000019980
ENSP00000384716	ENSTNIP00000019870
ENSP00000298386	ENSTNIP00000012805
ENSP00000266674	ENSTNIP00000004666
ENSP00000441235	ENSTNIP00000012582
ENSP00000384708	ENSTNIP00000006194
ENSP00000343656	ENSTNIP00000002394
ENSP00000343656	ENSTNIP00000005474
ENSP00000408322	ENSTNIP00000005787
ENSP00000380271	ENSTNIP00000020064
ENSP00000380271	ENSTNIP00000014031
ENSP00000395708	ENSTNIP00000015500
ENSP00000299882	ENSTNIP00000019282
ENSP00000416037	ENSTNIP00000010588
ENSP00000377037	ENSTNIP00000013415
ENSP00000262626	ENSTNIP00000022279
ENSP00000334962	ENSTNIP00000022015
ENSP00000278742	ENSTNIP00000019382
ENSP00000278742	ENSTNIP00000001876
ENSP00000411645	ENSTNIP00000015678
ENSP00000399324	ENSTNIP00000011806
ENSP00000180166	ENSTNIP00000006213
ENSP00000180166	ENSTNIP00000022564
ENSP00000264664	ENSTNIP00000019022
ENSP00000264664	ENSTNIP00000011990
ENSP00000215530	ENSTNIP00000013555
ENSP00000334122	ENSTNIP00000017210
ENSP00000293829	ENSTNIP00000008623
ENSP00000293829	ENSTNIP00000013699
ENSP00000311697	ENSTNIP00000019820
ENSP00000228837	ENSTNIP00000011660
ENSP00000228837	ENSTNIP00000014356
ENSP00000380697	ENSTNIP00000014326
ENSP00000349770	ENSTNIP00000005932
ENSP00000355988	ENSTNIP00000017664
ENSP00000245414	ENSTNIP00000003863
ENSP00000370343	ENSTNIP00000004386
ENSP00000370343	ENSTNIP00000011052
ENSP00000268638	ENSTNIP00000012149
ENSP00000343701	ENSTNIP00000015707
ENSP00000362728	ENSTNIP00000012139
ENSP00000358831	ENSTNIP00000004932
ENSP00000358831	ENSTNIP00000013866
ENSP00000438095	ENSTNIP00000019660
ENSP00000424123	ENSTNIP00000020742
ENSP00000359899	ENSTNIP00000019667
ENSP00000362403	ENSTNIP00000016793
ENSP00000303522	ENSTNIP00000016586
ENSP00000303522	ENSTNIP00000022055
ENSP00000363431	ENSTNIP00000019653
ENSP00000332591	ENSTNIP00000009922
ENSP00000262352	ENSTNIP00000007743
ENSP00000234256	ENSTNIP00000012773
ENSP00000278379	ENSTNIP00000014320
ENSP00000278379	ENSTNIP00000012477
ENSP00000436047	ENSTNIP00000013221
ENSP00000366549	ENSTNIP00000001298
ENSP00000387211	ENSTNIP00000022804
ENSP00000330959	ENSTNIP00000018763
ENSP00000314807	ENSTNIP00000014163
ENSP00000264260	ENSTNIP00000003905
ENSP00000019103	ENSTNIP00000008283
ENSP00000327246	ENSTNIP00000010747
ENSP00000327246	ENSTNIP00000015708
ENSP00000379514	ENSTNIP00000003549
ENSP00000379514	ENSTNIP00000000807
ENSP00000262178	ENSTNIP00000011554
ENSP00000262178	ENSTNIP00000010806
ENSP00000320180	ENSTNIP00000009410
ENSP00000383558	ENSTNIP00000013346
ENSP00000383558	ENSTNIP00000015326
ENSP00000340943	ENSTNIP00000001323
ENSP00000272847	ENSTNIP00000010375
ENSP00000321999	ENSTNIP00000003438
ENSP00000386972	ENSTNIP00000011722
ENSP00000386972	ENSTNIP00000013523
ENSP00000257895	ENSTNIP00000022889
ENSP00000199936	ENSTNIP00000022966
ENSP00000378887	ENSTNIP00000005215
ENSP00000327975	ENSTNIP00000009653
ENSP00000216500	ENSTNIP00000020487
ENSP00000466058	ENSTNIP00000001932
ENSP00000466058	ENSTNIP00000011091
ENSP00000305877	ENSTNIP00000015141
ENSP00000305877	ENSTNIP00000010633
ENSP00000218721	ENSTNIP00000022230
ENSP00000339867	ENSTNIP00000002107
ENSP00000359532	ENSTNIP00000005322
ENSP00000261514	ENSTNIP00000002578
ENSP00000372193	ENSTNIP00000003471
ENSP00000234488	ENSTNIP00000000989
ENSP00000040584	ENSTNIP00000004123
ENSP00000243108	ENSTNIP00000004122
ENSP00000302548	ENSTNIP00000004126
ENSP00000353151	ENSTNIP00000004113
ENSP00000328928	ENSTNIP00000004116
ENSP00000421705	ENSTNIP00000008511
ENSP00000421705	ENSTNIP00000009201
ENSP00000329748	ENSTNIP00000013397
ENSP00000329748	ENSTNIP00000002792
ENSP00000229330	ENSTNIP00000009700
ENSP00000309555	ENSTNIP00000007784
ENSP00000309555	ENSTNIP00000003816
ENSP00000334140	ENSTNIP00000010397
ENSP00000334140	ENSTNIP00000015096
ENSP00000225719	ENSTNIP00000008264
ENSP00000448517	ENSTNIP00000021900
ENSP00000352282	ENSTNIP00000020384
ENSP00000298307	ENSTNIP00000020386
ENSP00000215739	ENSTNIP00000018985
ENSP00000359446	ENSTNIP00000014526
ENSP00000369979	ENSTNIP00000013449
ENSP00000369979	ENSTNIP00000016060
ENSP00000356621	ENSTNIP00000004757
ENSP00000403636	ENSTNIP00000012023
ENSP00000403636	ENSTNIP00000013208
ENSP00000341905	ENSTNIP00000005869
ENSP00000274376	ENSTNIP00000018507
ENSP00000450244	ENSTNIP00000007585
ENSP00000299608	ENSTNIP00000016665
ENSP00000286091	ENSTNIP00000010971
ENSP00000300289	ENSTNIP00000013295
ENSP00000266397	ENSTNIP00000000771
ENSP00000219406	ENSTNIP00000008137
ENSP00000243298	ENSTNIP00000011829
ENSP00000420127	ENSTNIP00000001570
ENSP00000420127	ENSTNIP00000004351
ENSP00000357915	ENSTNIP00000015214
ENSP00000325618	ENSTNIP00000017031
ENSP00000228820	ENSTNIP00000013964
ENSP00000353512	ENSTNIP00000011737
ENSP00000420612	ENSTNIP00000000036
ENSP00000361850	ENSTNIP00000019643
ENSP00000361850	ENSTNIP00000014821
ENSP00000220809	ENSTNIP00000019002
ENSP00000325239	ENSTNIP00000002869
ENSP00000325239	ENSTNIP00000017973
ENSP00000320239	ENSTNIP00000000145
ENSP00000354006	ENSTNIP00000002557
ENSP00000252826	ENSTNIP00000018250
ENSP00000155858	ENSTNIP00000012470
ENSP00000181383	ENSTNIP00000017547
ENSP00000272852	ENSTNIP00000013257
ENSP00000297770	ENSTNIP00000013008
ENSP00000470498	ENSTNIP00000001525
ENSP00000325527	ENSTNIP00000003762
ENSP00000416341	ENSTNIP00000019068
ENSP00000389252	ENSTNIP00000002351
ENSP00000360108	ENSTNIP00000021274
ENSP00000319756	ENSTNIP00000009993
ENSP00000171887	ENSTNIP00000011715
ENSP00000171887	ENSTNIP00000011172
ENSP00000262039	ENSTNIP00000022245
ENSP00000356155	ENSTNIP00000008764
ENSP00000404845	ENSTNIP00000019124
ENSP00000263967	ENSTNIP00000009567
ENSP00000263967	ENSTNIP00000010637
ENSP00000371905	ENSTNIP00000010987
ENSP00000371905	ENSTNIP00000000815
ENSP00000221930	ENSTNIP00000022199
ENSP00000257868	ENSTNIP00000021419
ENSP00000296127	ENSTNIP00000009246
ENSP00000296127	ENSTNIP00000007531
ENSP00000456782	ENSTNIP00000007314
ENSP00000370303	ENSTNIP00000009990
ENSP00000295228	ENSTNIP00000013151
ENSP00000295228	ENSTNIP00000000458
ENSP00000242208	ENSTNIP00000022893
ENSP00000242208	ENSTNIP00000016542
ENSP00000266646	ENSTNIP00000000562
ENSP00000264601	ENSTNIP00000021003
ENSP00000304376	ENSTNIP00000010451
ENSP00000267328	ENSTNIP00000016925
ENSP00000273047	ENSTNIP00000014612
ENSP00000273047	ENSTNIP00000012056
ENSP00000225665	ENSTNIP00000005629
ENSP00000312029	ENSTNIP00000014758
ENSP00000231121	ENSTNIP00000010446
ENSP00000352565	ENSTNIP00000008284
ENSP00000405176	ENSTNIP00000001603
ENSP00000324573	ENSTNIP00000014453
ENSP00000246080	ENSTNIP00000015441
ENSP00000294339	ENSTNIP00000000153
ENSP00000257861	ENSTNIP00000021418
ENSP00000295927	ENSTNIP00000021869
ENSP00000415034	ENSTNIP00000021575
ENSP00000327545	ENSTNIP00000022026
ENSP00000327545	ENSTNIP00000014449
ENSP00000307549	ENSTNIP00000020648
ENSP00000307549	ENSTNIP00000000768
ENSP00000265634	ENSTNIP00000014914
ENSP00000320563	ENSTNIP00000008533
ENSP00000373433	ENSTNIP00000016749
ENSP00000374309	ENSTNIP00000016514
ENSP00000356251	ENSTNIP00000005590
ENSP00000315011	ENSTNIP00000002116
ENSP00000315011	ENSTNIP00000014190
ENSP00000252999	ENSTNIP00000008680
ENSP00000302846	ENSTNIP00000010302
ENSP00000302846	ENSTNIP00000019791
ENSP00000245457	ENSTNIP00000013250
ENSP00000291294	ENSTNIP00000002373
ENSP00000459799	ENSTNIP00000013043
ENSP00000292513	ENSTNIP00000015020
ENSP00000349003	ENSTNIP00000013406
ENSP00000393333	ENSTNIP00000012971
ENSP00000380638	ENSTNIP00000017531
ENSP00000380638	ENSTNIP00000019443
ENSP00000391676	ENSTNIP00000012963
ENSP00000371067	ENSTNIP00000004409
ENSP00000371067	ENSTNIP00000007608
ENSP00000200181	ENSTNIP00000003039
ENSP00000365351	ENSTNIP00000018025
ENSP00000283249	ENSTNIP00000012348
ENSP00000222573	ENSTNIP00000022741
ENSP00000296181	ENSTNIP00000014490
ENSP00000302216	ENSTNIP00000020730
ENSP00000362777	ENSTNIP00000016074
ENSP00000476312	ENSTNIP00000015863
ENSP00000380942	ENSTNIP00000013177
ENSP00000380942	ENSTNIP00000010605
ENSP00000337261	ENSTNIP00000011025
ENSP00000357177	ENSTNIP00000010239
ENSP00000347134	ENSTNIP00000008969
ENSP00000347134	ENSTNIP00000019095
ENSP00000341071	ENSTNIP00000020646
ENSP00000317580	ENSTNIP00000009122
ENSP00000295108	ENSTNIP00000006121
ENSP00000306754	ENSTNIP00000002628
ENSP00000306754	ENSTNIP00000014669
ENSP00000297142	ENSTNIP00000021808
ENSP00000242994	ENSTNIP00000004969
ENSP00000242994	ENSTNIP00000003656
ENSP00000354718	ENSTNIP00000014873
ENSP00000354837	ENSTNIP00000008837
ENSP00000354837	ENSTNIP00000022644
ENSP00000348019	ENSTNIP00000003964
ENSP00000261900	ENSTNIP00000007085
ENSP00000264157	ENSTNIP00000010373
ENSP00000264157	ENSTNIP00000013270
ENSP00000295926	ENSTNIP00000009975
ENSP00000225174	ENSTNIP00000016135
ENSP00000320965	ENSTNIP00000006678
ENSP00000420161	ENSTNIP00000012926
ENSP00000369055	ENSTNIP00000009120
ENSP00000310696	ENSTNIP00000017202
ENSP00000365435	ENSTNIP00000017827
ENSP00000361932	ENSTNIP00000011828
ENSP00000416658	ENSTNIP00000019439
ENSP00000265191	ENSTNIP00000013421
ENSP00000372667	ENSTNIP00000002769
ENSP00000219302	ENSTNIP00000014528
ENSP00000219479	ENSTNIP00000022136
ENSP00000356785	ENSTNIP00000016780
ENSP00000291547	ENSTNIP00000006869
ENSP00000453307	ENSTNIP00000022865
ENSP00000362981	ENSTNIP00000021892
ENSP00000269878	ENSTNIP00000017938
ENSP00000333873	ENSTNIP00000015126
ENSP00000349768	ENSTNIP00000009917
ENSP00000299441	ENSTNIP00000019370
ENSP00000406229	ENSTNIP00000009928
ENSP00000377862	ENSTNIP00000016051
ENSP00000217909	ENSTNIP00000004938
ENSP00000326693	ENSTNIP00000018369
ENSP00000351338	ENSTNIP00000007602
ENSP00000317128	ENSTNIP00000021085
ENSP00000164024	ENSTNIP00000014990
ENSP00000377061	ENSTNIP00000007024
ENSP00000332656	ENSTNIP00000014216
ENSP00000318066	ENSTNIP00000017282
ENSP00000360436	ENSTNIP00000012567
ENSP00000423563	ENSTNIP00000006893
ENSP00000223114	ENSTNIP00000014731
ENSP00000228027	ENSTNIP00000011414
ENSP00000317714	ENSTNIP00000012981
ENSP00000320679	ENSTNIP00000006605
ENSP00000222812	ENSTNIP00000010535
ENSP00000225538	ENSTNIP00000011385
ENSP00000353032	ENSTNIP00000014385
ENSP00000343339	ENSTNIP00000018982
ENSP00000357080	ENSTNIP00000014430
ENSP00000405577	ENSTNIP00000011429
ENSP00000405577	ENSTNIP00000014691
ENSP00000253382	ENSTNIP00000000103
ENSP00000316924	ENSTNIP00000016362
ENSP00000256953	ENSTNIP00000009714
ENSP00000386272	ENSTNIP00000019605
ENSP00000346959	ENSTNIP00000020479
ENSP00000363891	ENSTNIP00000015842
ENSP00000256689	ENSTNIP00000004349
ENSP00000366073	ENSTNIP00000000867
ENSP00000366073	ENSTNIP00000005860
ENSP00000418748	ENSTNIP00000014294
ENSP00000259365	ENSTNIP00000021233
ENSP00000411932	ENSTNIP00000002785
ENSP00000356257	ENSTNIP00000009842
ENSP00000414670	ENSTNIP00000015531
ENSP00000379739	ENSTNIP00000009743
ENSP00000356468	ENSTNIP00000021285
ENSP00000317404	ENSTNIP00000010173
ENSP00000305725	ENSTNIP00000008100
ENSP00000307297	ENSTNIP00000020798
ENSP00000264249	ENSTNIP00000017544
ENSP00000252011	ENSTNIP00000021022
ENSP00000284690	ENSTNIP00000013274
ENSP00000284690	ENSTNIP00000016331
ENSP00000384621	ENSTNIP00000008200
ENSP00000365625	ENSTNIP00000014593
ENSP00000351805	ENSTNIP00000003338
ENSP00000351805	ENSTNIP00000015376
ENSP00000324270	ENSTNIP00000017653
ENSP00000324270	ENSTNIP00000017773
ENSP00000355384	ENSTNIP00000017067
ENSP00000320217	ENSTNIP00000018128
ENSP00000354721	ENSTNIP00000016210
ENSP00000304783	ENSTNIP00000007778
ENSP00000266682	ENSTNIP00000016726
ENSP00000330199	ENSTNIP00000017667
ENSP00000330199	ENSTNIP00000018186
ENSP00000323549	ENSTNIP00000012100
ENSP00000305260	ENSTNIP00000014723
ENSP00000362306	ENSTNIP00000009091
ENSP00000349208	ENSTNIP00000019859
ENSP00000348769	ENSTNIP00000014993
ENSP00000362555	ENSTNIP00000008683
ENSP00000321330	ENSTNIP00000020445
ENSP00000259939	ENSTNIP00000007990
ENSP00000379176	ENSTNIP00000022539
ENSP00000371936	ENSTNIP00000010993
ENSP00000322343	ENSTNIP00000022756
ENSP00000357909	ENSTNIP00000000590
ENSP00000357909	ENSTNIP00000002920
ENSP00000324857	ENSTNIP00000012396
ENSP00000352413	ENSTNIP00000009482
ENSP00000351732	ENSTNIP00000000827
ENSP00000351732	ENSTNIP00000007910
ENSP00000465261	ENSTNIP00000017056
ENSP00000465261	ENSTNIP00000012651
ENSP00000379531	ENSTNIP00000015036
ENSP00000325561	ENSTNIP00000017055
ENSP00000365776	ENSTNIP00000010911
ENSP00000360021	ENSTNIP00000009770
ENSP00000371594	ENSTNIP00000020322
ENSP00000334448	ENSTNIP00000022528
ENSP00000375727	ENSTNIP00000019765
ENSP00000294117	ENSTNIP00000013715
ENSP00000300873	ENSTNIP00000012903
ENSP00000356832	ENSTNIP00000019416
ENSP00000340608	ENSTNIP00000014976
ENSP00000451828	ENSTNIP00000022715
ENSP00000308413	ENSTNIP00000020950
ENSP00000354734	ENSTNIP00000022672
ENSP00000264952	ENSTNIP00000023117
ENSP00000264952	ENSTNIP00000010662
ENSP00000381034	ENSTNIP00000010998
ENSP00000464034	ENSTNIP00000009051
ENSP00000464034	ENSTNIP00000005789
ENSP00000356954	ENSTNIP00000013889
ENSP00000259526	ENSTNIP00000012506
ENSP00000361959	ENSTNIP00000015410
ENSP00000381129	ENSTNIP00000015013
ENSP00000409346	ENSTNIP00000017807
ENSP00000409346	ENSTNIP00000017701
ENSP00000384223	ENSTNIP00000014171
ENSP00000302051	ENSTNIP00000017309
ENSP00000368682	ENSTNIP00000016622
ENSP00000367668	ENSTNIP00000004038
ENSP00000418525	ENSTNIP00000010506
ENSP00000386759	ENSTNIP00000021573
ENSP00000271640	ENSTNIP00000010889
ENSP00000257979	ENSTNIP00000015570
ENSP00000417980	ENSTNIP00000007887
ENSP00000372654	ENSTNIP00000018275
ENSP00000372351	ENSTNIP00000015371
ENSP00000334738	ENSTNIP00000016520
ENSP00000269554	ENSTNIP00000017155
ENSP00000335333	ENSTNIP00000000839
ENSP00000335333	ENSTNIP00000018407
ENSP00000344446	ENSTNIP00000019106
ENSP00000344446	ENSTNIP00000015651
ENSP00000394487	ENSTNIP00000011639
ENSP00000394487	ENSTNIP00000009715
ENSP00000364277	ENSTNIP00000006055
ENSP00000348965	ENSTNIP00000020391
ENSP00000262442	ENSTNIP00000008270
ENSP00000380876	ENSTNIP00000001270
ENSP00000355523	ENSTNIP00000020154
ENSP00000451030	ENSTNIP00000019513
ENSP00000451030	ENSTNIP00000020578
ENSP00000339381	ENSTNIP00000015011
ENSP00000339381	ENSTNIP00000008801
ENSP00000386229	ENSTNIP00000017249
ENSP00000468348	ENSTNIP00000012674
ENSP00000262445	ENSTNIP00000014478
ENSP00000458355	ENSTNIP00000022057
ENSP00000178640	ENSTNIP00000012420
ENSP00000381066	ENSTNIP00000017127
ENSP00000265077	ENSTNIP00000016570
ENSP00000255039	ENSTNIP00000015961
ENSP00000387356	ENSTNIP00000013301
ENSP00000387356	ENSTNIP00000003491
ENSP00000288840	ENSTNIP00000012418
ENSP00000441954	ENSTNIP00000006300
ENSP00000332973	ENSTNIP00000011268
ENSP00000332973	ENSTNIP00000012419
ENSP00000340913	ENSTNIP00000003464
ENSP00000340913	ENSTNIP00000012880
ENSP00000369003	ENSTNIP00000012823
ENSP00000369003	ENSTNIP00000019364
ENSP00000419313	ENSTNIP00000015738
ENSP00000265094	ENSTNIP00000006019
ENSP00000281708	ENSTNIP00000021840
ENSP00000376048	ENSTNIP00000006124
ENSP00000411816	ENSTNIP00000010354
ENSP00000411816	ENSTNIP00000019797
ENSP00000266383	ENSTNIP00000022413
ENSP00000368632	ENSTNIP00000006319
ENSP00000452123	ENSTNIP00000019508
ENSP00000334458	ENSTNIP00000019466
ENSP00000269216	ENSTNIP00000017878
ENSP00000262519	ENSTNIP00000017976
ENSP00000261636	ENSTNIP00000009717
ENSP00000433427	ENSTNIP00000019028
ENSP00000353210	ENSTNIP00000016056
ENSP00000256496	ENSTNIP00000010141
ENSP00000256496	ENSTNIP00000017788
ENSP00000364589	ENSTNIP00000012327
ENSP00000376808	ENSTNIP00000006310
ENSP00000343690	ENSTNIP00000007623
ENSP00000288699	ENSTNIP00000022493
ENSP00000288699	ENSTNIP00000022332
ENSP00000376293	ENSTNIP00000001895
ENSP00000316649	ENSTNIP00000013858
ENSP00000316649	ENSTNIP00000015453
ENSP00000332576	ENSTNIP00000018935
ENSP00000332576	ENSTNIP00000011966
ENSP00000373565	ENSTNIP00000012037
ENSP00000373565	ENSTNIP00000016081
ENSP00000363529	ENSTNIP00000005398
ENSP00000428876	ENSTNIP00000022271
ENSP00000251808	ENSTNIP00000003891
ENSP00000251808	ENSTNIP00000012011
ENSP00000288955	ENSTNIP00000020407
ENSP00000263266	ENSTNIP00000017822
ENSP00000330432	ENSTNIP00000014199
ENSP00000373647	ENSTNIP00000014554
ENSP00000373647	ENSTNIP00000007297
ENSP00000263707	ENSTNIP00000020987
ENSP00000385300	ENSTNIP00000015980
ENSP00000385300	ENSTNIP00000014713
ENSP00000454783	ENSTNIP00000012432
ENSP00000365437	ENSTNIP00000016638
ENSP00000377471	ENSTNIP00000002463
ENSP00000219150	ENSTNIP00000005018
ENSP00000267845	ENSTNIP00000012384
ENSP00000338864	ENSTNIP00000004531
ENSP00000310244	ENSTNIP00000020571
ENSP00000465772	ENSTNIP00000000596
ENSP00000269202	ENSTNIP00000006566
ENSP00000300584	ENSTNIP00000011241
ENSP00000364207	ENSTNIP00000005737
ENSP00000440207	ENSTNIP00000004806
ENSP00000248929	ENSTNIP00000015601
ENSP00000304987	ENSTNIP00000005643
ENSP00000297375	ENSTNIP00000015750
ENSP00000297375	ENSTNIP00000021310
ENSP00000234392	ENSTNIP00000022248
ENSP00000324560	ENSTNIP00000006821
ENSP00000324560	ENSTNIP00000008902
ENSP00000350876	ENSTNIP00000005208
ENSP00000370891	ENSTNIP00000004584
ENSP00000370891	ENSTNIP00000005692
ENSP00000416750	ENSTNIP00000012244
ENSP00000317027	ENSTNIP00000001487
ENSP00000317027	ENSTNIP00000016483
ENSP00000367001	ENSTNIP00000016619
ENSP00000367001	ENSTNIP00000018288
ENSP00000376855	ENSTNIP00000020995
ENSP00000262960	ENSTNIP00000013999
ENSP00000313437	ENSTNIP00000003263
ENSP00000219070	ENSTNIP00000003289
ENSP00000361405	ENSTNIP00000018179
ENSP00000370373	ENSTNIP00000012561
ENSP00000234389	ENSTNIP00000002468
ENSP00000355155	ENSTNIP00000008009
ENSP00000477455	ENSTNIP00000007820
ENSP00000341957	ENSTNIP00000003340
ENSP00000292539	ENSTNIP00000010973
ENSP00000299824	ENSTNIP00000009851
ENSP00000389168	ENSTNIP00000015625
ENSP00000308024	ENSTNIP00000013578
ENSP00000262545	ENSTNIP00000011466
ENSP00000268171	ENSTNIP00000012163
ENSP00000268171	ENSTNIP00000015130
ENSP00000381045	ENSTNIP00000017496
ENSP00000378624	ENSTNIP00000016079
ENSP00000385684	ENSTNIP00000000007
ENSP00000331608	ENSTNIP00000023111
ENSP00000305244	ENSTNIP00000012127
ENSP00000413575	ENSTNIP00000021528
ENSP00000353945	ENSTNIP00000021106
ENSP00000290552	ENSTNIP00000016613
ENSP00000378132	ENSTNIP00000016612
ENSP00000372056	ENSTNIP00000010023
ENSP00000315013	ENSTNIP00000016404
ENSP00000264377	ENSTNIP00000006015
ENSP00000200557	ENSTNIP00000013143
ENSP00000200557	ENSTNIP00000022575
ENSP00000265727	ENSTNIP00000021520
ENSP00000327009	ENSTNIP00000011764
ENSP00000353732	ENSTNIP00000014109
ENSP00000354791	ENSTNIP00000008671
ENSP00000434676	ENSTNIP00000012386
ENSP00000362097	ENSTNIP00000017674
ENSP00000439093	ENSTNIP00000018906
ENSP00000439093	ENSTNIP00000002458
ENSP00000223398	ENSTNIP00000007347
ENSP00000260187	ENSTNIP00000017375
ENSP00000468782	ENSTNIP00000021942
ENSP00000406286	ENSTNIP00000010895
ENSP00000323670	ENSTNIP00000007051
ENSP00000349503	ENSTNIP00000007018
ENSP00000308759	ENSTNIP00000011418
ENSP00000307858	ENSTNIP00000002160
ENSP00000314153	ENSTNIP00000018842
ENSP00000344801	ENSTNIP00000022562
ENSP00000447091	ENSTNIP00000003605
ENSP00000431840	ENSTNIP00000022907
ENSP00000341550	ENSTNIP00000012398
ENSP00000281938	ENSTNIP00000018693
ENSP00000433560	ENSTNIP00000012890
ENSP00000291554	ENSTNIP00000017491
ENSP00000378635	ENSTNIP00000019967
ENSP00000384084	ENSTNIP00000022491
ENSP00000470152	ENSTNIP00000011349
ENSP00000282466	ENSTNIP00000010516
ENSP00000217939	ENSTNIP00000019551
ENSP00000217939	ENSTNIP00000017515
ENSP00000450832	ENSTNIP00000002452
ENSP00000450832	ENSTNIP00000020579
ENSP00000355589	ENSTNIP00000016425
ENSP00000290101	ENSTNIP00000022687
ENSP00000290101	ENSTNIP00000021469
ENSP00000254695	ENSTNIP00000007434
ENSP00000362485	ENSTNIP00000010307
ENSP00000314724	ENSTNIP00000015104
ENSP00000314724	ENSTNIP00000015630
ENSP00000299492	ENSTNIP00000023045
ENSP00000299492	ENSTNIP00000016818
ENSP00000272198	ENSTNIP00000010083
ENSP00000450337	ENSTNIP00000014349
ENSP00000360293	ENSTNIP00000016063
ENSP00000284637	ENSTNIP00000004843
ENSP00000309186	ENSTNIP00000019523
ENSP00000417078	ENSTNIP00000010508
ENSP00000387303	ENSTNIP00000020491
ENSP00000405620	ENSTNIP00000011363
ENSP00000222286	ENSTNIP00000022282
ENSP00000365643	ENSTNIP00000003387
ENSP00000365643	ENSTNIP00000016270
ENSP00000258390	ENSTNIP00000010592
ENSP00000469413	ENSTNIP00000009589
ENSP00000367686	ENSTNIP00000013651
ENSP00000300134	ENSTNIP00000018158
ENSP00000278568	ENSTNIP00000006351
ENSP00000354394	ENSTNIP00000020297
ENSP00000263377	ENSTNIP00000006960
ENSP00000263377	ENSTNIP00000006103
ENSP00000378704	ENSTNIP00000021345
ENSP00000263253	ENSTNIP00000015924
ENSP00000263253	ENSTNIP00000009024
ENSP00000387334	ENSTNIP00000009180
ENSP00000222823	ENSTNIP00000004357
ENSP00000300589	ENSTNIP00000004256
ENSP00000316328	ENSTNIP00000014560
ENSP00000305692	ENSTNIP00000021156
ENSP00000326227	ENSTNIP00000013439
ENSP00000340466	ENSTNIP00000003832
ENSP00000394560	ENSTNIP00000013414
ENSP00000333685	ENSTNIP00000009703
ENSP00000382004	ENSTNIP00000005464
ENSP00000382004	ENSTNIP00000016103
ENSP00000070846	ENSTNIP00000021649
ENSP00000311005	ENSTNIP00000018259
ENSP00000383234	ENSTNIP00000020735
ENSP00000337691	ENSTNIP00000012038
ENSP00000354677	ENSTNIP00000005347
ENSP00000423822	ENSTNIP00000019037
ENSP00000346103	ENSTNIP00000018406
ENSP00000346103	ENSTNIP00000016169
ENSP00000312286	ENSTNIP00000014418
ENSP00000374265	ENSTNIP00000003566
ENSP00000289672	ENSTNIP00000001786
ENSP00000325296	ENSTNIP00000016073
ENSP00000237596	ENSTNIP00000013981
ENSP00000277575	ENSTNIP00000010005
ENSP00000386538	ENSTNIP00000017974
ENSP00000310193	ENSTNIP00000016117
ENSP00000437775	ENSTNIP00000019974
