ENSMGAP00000004951	ENSACAP00000005936
ENSMGAP00000005577	ENSACAP00000004258
ENSMGAP00000003903	ENSACAP00000006467
ENSMGAP00000015136	ENSACAP00000004488
ENSMGAP00000010955	ENSACAP00000017583
ENSMGAP00000010626	ENSACAP00000015541
ENSMGAP00000015135	ENSACAP00000004434
ENSMGAP00000009316	ENSACAP00000003325
ENSMGAP00000010343	ENSACAP00000014184
ENSMGAP00000004715	ENSACAP00000021073
ENSMGAP00000006900	ENSACAP00000011981
ENSMGAP00000019442	ENSACAP00000008279
ENSMGAP00000000495	ENSACAP00000013161
ENSMGAP00000016849	ENSACAP00000002238
ENSMGAP00000006525	ENSACAP00000009510
ENSMGAP00000018624	ENSACAP00000005878
ENSMGAP00000016123	ENSACAP00000013822
ENSMGAP00000016679	ENSACAP00000008352
ENSMGAP00000010691	ENSACAP00000008165
ENSMGAP00000007925	ENSACAP00000016699
ENSMGAP00000009903	ENSACAP00000022810
ENSMGAP00000015181	ENSACAP00000010447
ENSMGAP00000015445	ENSACAP00000022239
ENSMGAP00000000066	ENSACAP00000021769
ENSMGAP00000012922	ENSACAP00000000556
ENSMGAP00000016845	ENSACAP00000001147
ENSMGAP00000004354	ENSACAP00000002109
ENSMGAP00000000299	ENSACAP00000009534
ENSMGAP00000009894	ENSACAP00000009371
ENSMGAP00000003667	ENSACAP00000008237
ENSMGAP00000005687	ENSACAP00000005225
ENSMGAP00000004304	ENSACAP00000001097
ENSMGAP00000011677	ENSACAP00000003613
ENSMGAP00000005448	ENSACAP00000017248
ENSMGAP00000012680	ENSACAP00000003770
ENSMGAP00000018207	ENSACAP00000015461
ENSMGAP00000012007	ENSACAP00000006882
ENSMGAP00000006113	ENSACAP00000018110
ENSMGAP00000016144	ENSACAP00000014512
ENSMGAP00000010946	ENSACAP00000011470
ENSMGAP00000003917	ENSACAP00000009926
ENSMGAP00000010746	ENSACAP00000013978
ENSMGAP00000007793	ENSACAP00000007545
ENSMGAP00000006856	ENSACAP00000001615
ENSMGAP00000004855	ENSACAP00000022434
ENSMGAP00000004079	ENSACAP00000022577
ENSMGAP00000007644	ENSACAP00000007468
ENSMGAP00000013204	ENSACAP00000008581
ENSMGAP00000013892	ENSACAP00000001515
ENSMGAP00000013879	ENSACAP00000001275
ENSMGAP00000006393	ENSACAP00000002894
ENSMGAP00000005088	ENSACAP00000017507
ENSMGAP00000005512	ENSACAP00000015805
ENSMGAP00000015095	ENSACAP00000012841
ENSMGAP00000008383	ENSACAP00000001262
ENSMGAP00000010664	ENSACAP00000003966
ENSMGAP00000016226	ENSACAP00000012196
ENSMGAP00000004656	ENSACAP00000004633
ENSMGAP00000012659	ENSACAP00000000779
ENSMGAP00000012999	ENSACAP00000001039
ENSMGAP00000008539	ENSACAP00000000525
ENSMGAP00000004759	ENSACAP00000001688
ENSMGAP00000002912	ENSACAP00000012272
ENSMGAP00000000748	ENSACAP00000008976
ENSMGAP00000010539	ENSACAP00000013677
ENSMGAP00000016794	ENSACAP00000007765
ENSMGAP00000017037	ENSACAP00000000528
ENSMGAP00000000510	ENSACAP00000011231
ENSMGAP00000003092	ENSACAP00000009739
ENSMGAP00000003885	ENSACAP00000013098
ENSMGAP00000007296	ENSACAP00000000052
ENSMGAP00000009818	ENSACAP00000017309
ENSMGAP00000009791	ENSACAP00000010841
ENSMGAP00000003947	ENSACAP00000016128
ENSMGAP00000003854	ENSACAP00000018106
ENSMGAP00000015142	ENSACAP00000002845
ENSMGAP00000006927	ENSACAP00000019868
ENSMGAP00000000198	ENSACAP00000000215
ENSMGAP00000009626	ENSACAP00000010094
ENSMGAP00000010167	ENSACAP00000007312
ENSMGAP00000015324	ENSACAP00000010289
ENSMGAP00000001434	ENSACAP00000004748
ENSMGAP00000015279	ENSACAP00000009473
ENSMGAP00000000195	ENSACAP00000007213
ENSMGAP00000007072	ENSACAP00000013581
ENSMGAP00000013328	ENSACAP00000016129
ENSMGAP00000010660	ENSACAP00000021642
ENSMGAP00000010663	ENSACAP00000019376
ENSMGAP00000010747	ENSACAP00000009526
ENSMGAP00000009374	ENSACAP00000005103
ENSMGAP00000006736	ENSACAP00000013503
ENSMGAP00000007294	ENSACAP00000015017
ENSMGAP00000010324	ENSACAP00000013199
ENSMGAP00000010656	ENSACAP00000003357
ENSMGAP00000002466	ENSACAP00000013521
ENSMGAP00000014312	ENSACAP00000020677
ENSMGAP00000005877	ENSACAP00000002494
ENSMGAP00000012491	ENSACAP00000005738
ENSMGAP00000004376	ENSACAP00000002213
ENSMGAP00000009875	ENSACAP00000004414
ENSMGAP00000014353	ENSACAP00000014274
ENSMGAP00000011291	ENSACAP00000000917
ENSMGAP00000014336	ENSACAP00000006372
ENSMGAP00000010031	ENSACAP00000002248
ENSMGAP00000009925	ENSACAP00000015058
ENSMGAP00000010328	ENSACAP00000001945
ENSMGAP00000010101	ENSACAP00000002162
ENSMGAP00000012575	ENSACAP00000020087
ENSMGAP00000000960	ENSACAP00000006181
ENSMGAP00000018489	ENSACAP00000009746
ENSMGAP00000012651	ENSACAP00000003674
ENSMGAP00000017656	ENSACAP00000010207
ENSMGAP00000007470	ENSACAP00000016085
ENSMGAP00000019251	ENSACAP00000023415
ENSMGAP00000006519	ENSACAP00000001518
ENSMGAP00000008578	ENSACAP00000000859
ENSMGAP00000005307	ENSACAP00000004892
ENSMGAP00000009765	ENSACAP00000015105
ENSMGAP00000006892	ENSACAP00000008936
ENSMGAP00000002588	ENSACAP00000014303
ENSMGAP00000008699	ENSACAP00000004510
ENSMGAP00000010871	ENSACAP00000013665
ENSMGAP00000010917	ENSACAP00000015469
ENSMGAP00000000380	ENSACAP00000002153
ENSMGAP00000007696	ENSACAP00000013721
ENSMGAP00000013656	ENSACAP00000015637
ENSMGAP00000016479	ENSACAP00000008672
ENSMGAP00000005937	ENSACAP00000013299
ENSMGAP00000010771	ENSACAP00000002101
ENSMGAP00000011728	ENSACAP00000022562
ENSMGAP00000015680	ENSACAP00000007944
ENSMGAP00000018739	ENSACAP00000014841
ENSMGAP00000002916	ENSACAP00000014221
ENSMGAP00000001975	ENSACAP00000013403
ENSMGAP00000013144	ENSACAP00000000629
ENSMGAP00000018641	ENSACAP00000011022
ENSMGAP00000012652	ENSACAP00000007372
ENSMGAP00000018097	ENSACAP00000004352
ENSMGAP00000006140	ENSACAP00000015422
ENSMGAP00000012534	ENSACAP00000003234
ENSMGAP00000002773	ENSACAP00000015476
ENSMGAP00000017522	ENSACAP00000000446
ENSMGAP00000000162	ENSACAP00000008148
ENSMGAP00000010166	ENSACAP00000014901
ENSMGAP00000010244	ENSACAP00000015018
ENSMGAP00000006932	ENSACAP00000001063
ENSMGAP00000006441	ENSACAP00000006698
ENSMGAP00000003090	ENSACAP00000012519
ENSMGAP00000012139	ENSACAP00000014137
ENSMGAP00000001876	ENSACAP00000012453
ENSMGAP00000007140	ENSACAP00000001755
ENSMGAP00000006361	ENSACAP00000010742
ENSMGAP00000006036	ENSACAP00000006036
ENSMGAP00000002065	ENSACAP00000004567
ENSMGAP00000014939	ENSACAP00000005693
ENSMGAP00000003536	ENSACAP00000003448
ENSMGAP00000003584	ENSACAP00000022570
ENSMGAP00000003655	ENSACAP00000017056
ENSMGAP00000013652	ENSACAP00000000183
ENSMGAP00000001369	ENSACAP00000006672
ENSMGAP00000008893	ENSACAP00000015270
ENSMGAP00000008862	ENSACAP00000012011
ENSMGAP00000004901	ENSACAP00000003429
ENSMGAP00000012836	ENSACAP00000016134
ENSMGAP00000014793	ENSACAP00000006893
ENSMGAP00000002227	ENSACAP00000003113
ENSMGAP00000014520	ENSACAP00000001774
ENSMGAP00000004176	ENSACAP00000008492
ENSMGAP00000006527	ENSACAP00000018619
ENSMGAP00000012627	ENSACAP00000005016
ENSMGAP00000006193	ENSACAP00000010263
ENSMGAP00000004419	ENSACAP00000016200
ENSMGAP00000015547	ENSACAP00000011458
ENSMGAP00000006788	ENSACAP00000019590
ENSMGAP00000009106	ENSACAP00000008118
ENSMGAP00000002518	ENSACAP00000016278
ENSMGAP00000008221	ENSACAP00000018909
ENSMGAP00000012320	ENSACAP00000004046
ENSMGAP00000005698	ENSACAP00000016525
ENSMGAP00000008144	ENSACAP00000001481
ENSMGAP00000008099	ENSACAP00000001374
ENSMGAP00000014566	ENSACAP00000017613
ENSMGAP00000012460	ENSACAP00000001582
ENSMGAP00000013841	ENSACAP00000010101
ENSMGAP00000002756	ENSACAP00000002340
ENSMGAP00000011761	ENSACAP00000016283
ENSMGAP00000006905	ENSACAP00000005354
ENSMGAP00000014204	ENSACAP00000011395
ENSMGAP00000012014	ENSACAP00000006639
ENSMGAP00000004220	ENSACAP00000008180
ENSMGAP00000007588	ENSACAP00000012793
ENSMGAP00000008243	ENSACAP00000013074
ENSMGAP00000014171	ENSACAP00000011542
ENSMGAP00000009158	ENSACAP00000012956
ENSMGAP00000006136	ENSACAP00000005000
ENSMGAP00000010689	ENSACAP00000007651
ENSMGAP00000016382	ENSACAP00000011306
ENSMGAP00000019620	ENSACAP00000007271
ENSMGAP00000010749	ENSACAP00000004120
ENSMGAP00000019298	ENSACAP00000000946
ENSMGAP00000013179	ENSACAP00000008366
ENSMGAP00000003594	ENSACAP00000016628
ENSMGAP00000001685	ENSACAP00000023205
ENSMGAP00000013558	ENSACAP00000011426
ENSMGAP00000004160	ENSACAP00000006115
ENSMGAP00000011865	ENSACAP00000016696
ENSMGAP00000011856	ENSACAP00000012364
ENSMGAP00000016522	ENSACAP00000014306
ENSMGAP00000001445	ENSACAP00000006994
ENSMGAP00000015019	ENSACAP00000000573
ENSMGAP00000007576	ENSACAP00000005348
ENSMGAP00000009383	ENSACAP00000001609
ENSMGAP00000015528	ENSACAP00000007493
ENSMGAP00000011261	ENSACAP00000004030
ENSMGAP00000002517	ENSACAP00000002203
ENSMGAP00000015923	ENSACAP00000018068
ENSMGAP00000007431	ENSACAP00000006187
ENSMGAP00000011651	ENSACAP00000008275
ENSMGAP00000018017	ENSACAP00000012109
ENSMGAP00000010781	ENSACAP00000002099
ENSMGAP00000001588	ENSACAP00000017722
ENSMGAP00000013772	ENSACAP00000007827
ENSMGAP00000004050	ENSACAP00000005495
ENSMGAP00000017663	ENSACAP00000012810
ENSMGAP00000000305	ENSACAP00000003330
ENSMGAP00000004979	ENSACAP00000001842
ENSMGAP00000003202	ENSACAP00000015391
ENSMGAP00000003730	ENSACAP00000009921
ENSMGAP00000005029	ENSACAP00000012961
ENSMGAP00000007345	ENSACAP00000008733
ENSMGAP00000000592	ENSACAP00000014648
ENSMGAP00000005675	ENSACAP00000001293
ENSMGAP00000010845	ENSACAP00000011811
ENSMGAP00000011933	ENSACAP00000012764
ENSMGAP00000014070	ENSACAP00000012440
ENSMGAP00000005585	ENSACAP00000001437
ENSMGAP00000016537	ENSACAP00000014560
ENSMGAP00000014109	ENSACAP00000000137
ENSMGAP00000016087	ENSACAP00000012136
ENSMGAP00000001986	ENSACAP00000017270
ENSMGAP00000005928	ENSACAP00000016375
ENSMGAP00000007265	ENSACAP00000001764
ENSMGAP00000009141	ENSACAP00000012726
ENSMGAP00000012123	ENSACAP00000003494
ENSMGAP00000012323	ENSACAP00000016206
ENSMGAP00000005927	ENSACAP00000005773
ENSMGAP00000011106	ENSACAP00000001727
ENSMGAP00000011877	ENSACAP00000016706
ENSMGAP00000013628	ENSACAP00000005660
ENSMGAP00000004007	ENSACAP00000006326
ENSMGAP00000006696	ENSACAP00000023446
ENSMGAP00000004070	ENSACAP00000001724
ENSMGAP00000001621	ENSACAP00000017195
ENSMGAP00000006823	ENSACAP00000012394
ENSMGAP00000003222	ENSACAP00000012504
ENSMGAP00000002615	ENSACAP00000000391
ENSMGAP00000010330	ENSACAP00000009972
ENSMGAP00000018196	ENSACAP00000020476
ENSMGAP00000008041	ENSACAP00000001121
ENSMGAP00000004468	ENSACAP00000004819
ENSMGAP00000004149	ENSACAP00000017497
ENSMGAP00000008914	ENSACAP00000000356
ENSMGAP00000017637	ENSACAP00000013182
ENSMGAP00000004210	ENSACAP00000017498
ENSMGAP00000010218	ENSACAP00000009702
ENSMGAP00000008209	ENSACAP00000022983
ENSMGAP00000003487	ENSACAP00000003474
ENSMGAP00000015967	ENSACAP00000004372
ENSMGAP00000009502	ENSACAP00000009794
ENSMGAP00000016104	ENSACAP00000012654
ENSMGAP00000008190	ENSACAP00000000696
ENSMGAP00000011047	ENSACAP00000012273
ENSMGAP00000006332	ENSACAP00000013316
ENSMGAP00000015960	ENSACAP00000017320
ENSMGAP00000006507	ENSACAP00000004655
ENSMGAP00000006087	ENSACAP00000020858
ENSMGAP00000008956	ENSACAP00000004397
ENSMGAP00000001034	ENSACAP00000015533
ENSMGAP00000010563	ENSACAP00000011272
ENSMGAP00000016217	ENSACAP00000010119
ENSMGAP00000004083	ENSACAP00000002658
ENSMGAP00000012057	ENSACAP00000015401
ENSMGAP00000004353	ENSACAP00000002128
ENSMGAP00000009716	ENSACAP00000011758
ENSMGAP00000006682	ENSACAP00000001370
ENSMGAP00000004223	ENSACAP00000008865
ENSMGAP00000011734	ENSACAP00000013951
ENSMGAP00000014163	ENSACAP00000000031
ENSMGAP00000002177	ENSACAP00000013177
ENSMGAP00000013126	ENSACAP00000010955
ENSMGAP00000007212	ENSACAP00000005678
ENSMGAP00000004313	ENSACAP00000008932
ENSMGAP00000012474	ENSACAP00000022266
ENSMGAP00000012419	ENSACAP00000005010
ENSMGAP00000000267	ENSACAP00000002019
ENSMGAP00000015026	ENSACAP00000001862
ENSMGAP00000010354	ENSACAP00000007642
ENSMGAP00000005704	ENSACAP00000004962
ENSMGAP00000004251	ENSACAP00000010977
ENSMGAP00000005374	ENSACAP00000015233
ENSMGAP00000000874	ENSACAP00000022552
ENSMGAP00000003803	ENSACAP00000014117
ENSMGAP00000012317	ENSACAP00000011398
ENSMGAP00000015259	ENSACAP00000008967
ENSMGAP00000002940	ENSACAP00000015247
ENSMGAP00000004569	ENSACAP00000006205
ENSMGAP00000008816	ENSACAP00000002476
ENSMGAP00000000483	ENSACAP00000004074
ENSMGAP00000005860	ENSACAP00000000827
ENSMGAP00000007746	ENSACAP00000010583
ENSMGAP00000004915	ENSACAP00000004180
ENSMGAP00000016069	ENSACAP00000006085
ENSMGAP00000000141	ENSACAP00000006217
ENSMGAP00000000139	ENSACAP00000007751
ENSMGAP00000013458	ENSACAP00000014954
ENSMGAP00000009957	ENSACAP00000014506
ENSMGAP00000013025	ENSACAP00000009626
ENSMGAP00000008258	ENSACAP00000008075
ENSMGAP00000011027	ENSACAP00000012945
ENSMGAP00000010681	ENSACAP00000001546
ENSMGAP00000005406	ENSACAP00000004595
ENSMGAP00000004788	ENSACAP00000006565
ENSMGAP00000009869	ENSACAP00000009685
ENSMGAP00000002829	ENSACAP00000014016
ENSMGAP00000013785	ENSACAP00000001721
ENSMGAP00000014719	ENSACAP00000016481
ENSMGAP00000001475	ENSACAP00000005397
ENSMGAP00000013276	ENSACAP00000009375
ENSMGAP00000012905	ENSACAP00000008654
ENSMGAP00000014817	ENSACAP00000000142
ENSMGAP00000005880	ENSACAP00000016996
ENSMGAP00000012997	ENSACAP00000007233
ENSMGAP00000005014	ENSACAP00000008761
ENSMGAP00000012495	ENSACAP00000004302
ENSMGAP00000012416	ENSACAP00000013391
ENSMGAP00000000249	ENSACAP00000022769
ENSMGAP00000017199	ENSACAP00000017949
ENSMGAP00000002199	ENSACAP00000008977
ENSMGAP00000010526	ENSACAP00000013510
ENSMGAP00000009288	ENSACAP00000004194
ENSMGAP00000009706	ENSACAP00000016049
ENSMGAP00000009496	ENSACAP00000004391
ENSMGAP00000010595	ENSACAP00000016555
ENSMGAP00000007015	ENSACAP00000008179
ENSMGAP00000005923	ENSACAP00000006961
ENSMGAP00000011656	ENSACAP00000014159
ENSMGAP00000004168	ENSACAP00000008290
ENSMGAP00000004757	ENSACAP00000012061
ENSMGAP00000006545	ENSACAP00000008240
ENSMGAP00000007671	ENSACAP00000004245
ENSMGAP00000011486	ENSACAP00000009216
ENSMGAP00000012862	ENSACAP00000015630
ENSMGAP00000011018	ENSACAP00000017602
ENSMGAP00000015106	ENSACAP00000013072
ENSMGAP00000011599	ENSACAP00000014340
ENSMGAP00000003701	ENSACAP00000015083
ENSMGAP00000004576	ENSACAP00000003994
ENSMGAP00000010652	ENSACAP00000003353
ENSMGAP00000012953	ENSACAP00000005371
ENSMGAP00000012071	ENSACAP00000004326
ENSMGAP00000007241	ENSACAP00000015791
ENSMGAP00000002845	ENSACAP00000002531
ENSMGAP00000015686	ENSACAP00000007733
ENSMGAP00000008188	ENSACAP00000018526
ENSMGAP00000002731	ENSACAP00000022606
ENSMGAP00000018338	ENSACAP00000010800
ENSMGAP00000014039	ENSACAP00000017990
ENSMGAP00000009449	ENSACAP00000021967
ENSMGAP00000009443	ENSACAP00000005227
ENSMGAP00000001558	ENSACAP00000007192
ENSMGAP00000003811	ENSACAP00000007069
ENSMGAP00000007040	ENSACAP00000011241
ENSMGAP00000002162	ENSACAP00000017513
ENSMGAP00000006037	ENSACAP00000005437
ENSMGAP00000004785	ENSACAP00000008740
ENSMGAP00000015425	ENSACAP00000005657
ENSMGAP00000018825	ENSACAP00000012237
ENSMGAP00000004728	ENSACAP00000010670
ENSMGAP00000013053	ENSACAP00000002444
ENSMGAP00000006210	ENSACAP00000014007
ENSMGAP00000010001	ENSACAP00000004715
ENSMGAP00000011469	ENSACAP00000014338
ENSMGAP00000011386	ENSACAP00000020919
ENSMGAP00000009056	ENSACAP00000010464
ENSMGAP00000018256	ENSACAP00000006957
ENSMGAP00000007113	ENSACAP00000008146
ENSMGAP00000017723	ENSACAP00000011401
ENSMGAP00000019609	ENSACAP00000014988
ENSMGAP00000000074	ENSACAP00000016870
ENSMGAP00000003390	ENSACAP00000010805
ENSMGAP00000000629	ENSACAP00000010837
ENSMGAP00000017358	ENSACAP00000001568
ENSMGAP00000009566	ENSACAP00000022617
ENSMGAP00000008694	ENSACAP00000000881
ENSMGAP00000012499	ENSACAP00000010352
ENSMGAP00000008849	ENSACAP00000003591
ENSMGAP00000002785	ENSACAP00000013984
ENSMGAP00000011528	ENSACAP00000013891
ENSMGAP00000001244	ENSACAP00000022427
ENSMGAP00000003088	ENSACAP00000002007
ENSMGAP00000004181	ENSACAP00000000647
ENSMGAP00000011040	ENSACAP00000004626
ENSMGAP00000004043	ENSACAP00000000504
ENSMGAP00000015653	ENSACAP00000011883
ENSMGAP00000008768	ENSACAP00000007720
ENSMGAP00000003765	ENSACAP00000010343
ENSMGAP00000005180	ENSACAP00000012981
ENSMGAP00000005192	ENSACAP00000021897
ENSMGAP00000008319	ENSACAP00000016097
ENSMGAP00000009735	ENSACAP00000013904
ENSMGAP00000007308	ENSACAP00000000658
ENSMGAP00000006697	ENSACAP00000007672
ENSMGAP00000004803	ENSACAP00000016947
ENSMGAP00000001742	ENSACAP00000015095
ENSMGAP00000008723	ENSACAP00000009341
ENSMGAP00000006320	ENSACAP00000012472
ENSMGAP00000019708	ENSACAP00000015802
ENSMGAP00000002414	ENSACAP00000023436
ENSMGAP00000018954	ENSACAP00000009254
ENSMGAP00000007610	ENSACAP00000004050
ENSMGAP00000003931	ENSACAP00000015192
ENSMGAP00000006279	ENSACAP00000002939
ENSMGAP00000011968	ENSACAP00000013876
ENSMGAP00000004623	ENSACAP00000001428
ENSMGAP00000002066	ENSACAP00000000875
ENSMGAP00000002053	ENSACAP00000019251
ENSMGAP00000016004	ENSACAP00000004151
ENSMGAP00000001791	ENSACAP00000003947
ENSMGAP00000006288	ENSACAP00000010006
ENSMGAP00000012116	ENSACAP00000006376
ENSMGAP00000009808	ENSACAP00000010535
ENSMGAP00000010568	ENSACAP00000015785
ENSMGAP00000006800	ENSACAP00000004518
ENSMGAP00000000811	ENSACAP00000017730
ENSMGAP00000011648	ENSACAP00000018130
ENSMGAP00000016768	ENSACAP00000009440
ENSMGAP00000017110	ENSACAP00000003072
ENSMGAP00000016947	ENSACAP00000005256
ENSMGAP00000016339	ENSACAP00000003632
ENSMGAP00000018098	ENSACAP00000017351
ENSMGAP00000019569	ENSACAP00000004795
ENSMGAP00000013854	ENSACAP00000009030
ENSMGAP00000003227	ENSACAP00000005092
ENSMGAP00000006971	ENSACAP00000004671
ENSMGAP00000018140	ENSACAP00000006313
ENSMGAP00000009350	ENSACAP00000004004
ENSMGAP00000004537	ENSACAP00000006339
ENSMGAP00000015452	ENSACAP00000017563
ENSMGAP00000009666	ENSACAP00000007968
ENSMGAP00000015504	ENSACAP00000007103
ENSMGAP00000008628	ENSACAP00000023200
ENSMGAP00000014898	ENSACAP00000013501
ENSMGAP00000011104	ENSACAP00000006866
ENSMGAP00000004203	ENSACAP00000008452
ENSMGAP00000017906	ENSACAP00000004825
ENSMGAP00000011360	ENSACAP00000007817
ENSMGAP00000015606	ENSACAP00000005634
ENSMGAP00000012330	ENSACAP00000016282
ENSMGAP00000012564	ENSACAP00000000616
ENSMGAP00000014988	ENSACAP00000006807
ENSMGAP00000018388	ENSACAP00000012690
ENSMGAP00000009057	ENSACAP00000010687
ENSMGAP00000019773	ENSACAP00000012294
ENSMGAP00000005151	ENSACAP00000004039
ENSMGAP00000010391	ENSACAP00000003804
ENSMGAP00000001747	ENSACAP00000004806
ENSMGAP00000006838	ENSACAP00000012232
ENSMGAP00000004016	ENSACAP00000002862
ENSMGAP00000002280	ENSACAP00000015653
ENSMGAP00000015725	ENSACAP00000001832
ENSMGAP00000009682	ENSACAP00000013631
ENSMGAP00000011299	ENSACAP00000019490
ENSMGAP00000007575	ENSACAP00000006066
ENSMGAP00000014192	ENSACAP00000010726
ENSMGAP00000000710	ENSACAP00000017434
ENSMGAP00000003722	ENSACAP00000015114
ENSMGAP00000006712	ENSACAP00000007635
ENSMGAP00000014896	ENSACAP00000006417
ENSMGAP00000005057	ENSACAP00000003928
ENSMGAP00000002612	ENSACAP00000004958
ENSMGAP00000012280	ENSACAP00000007916
ENSMGAP00000004956	ENSACAP00000002146
ENSMGAP00000006387	ENSACAP00000002132
ENSMGAP00000006844	ENSACAP00000009595
ENSMGAP00000008603	ENSACAP00000018198
ENSMGAP00000003245	ENSACAP00000017675
ENSMGAP00000018960	ENSACAP00000001988
ENSMGAP00000006470	ENSACAP00000012874
ENSMGAP00000002867	ENSACAP00000015993
ENSMGAP00000006666	ENSACAP00000006161
ENSMGAP00000003284	ENSACAP00000017673
ENSMGAP00000008728	ENSACAP00000017011
ENSMGAP00000000014	ENSACAP00000004148
ENSMGAP00000000015	ENSACAP00000003167
ENSMGAP00000008554	ENSACAP00000004581
ENSMGAP00000012803	ENSACAP00000005074
ENSMGAP00000002189	ENSACAP00000002201
ENSMGAP00000011823	ENSACAP00000002867
ENSMGAP00000002660	ENSACAP00000015306
ENSMGAP00000008557	ENSACAP00000020896
ENSMGAP00000002237	ENSACAP00000011184
ENSMGAP00000006061	ENSACAP00000015670
ENSMGAP00000007627	ENSACAP00000007729
ENSMGAP00000011994	ENSACAP00000015219
ENSMGAP00000008248	ENSACAP00000001910
ENSMGAP00000000205	ENSACAP00000016684
ENSMGAP00000008218	ENSACAP00000011352
ENSMGAP00000008003	ENSACAP00000011801
ENSMGAP00000007670	ENSACAP00000016450
ENSMGAP00000000169	ENSACAP00000016739
ENSMGAP00000008315	ENSACAP00000001802
ENSMGAP00000013619	ENSACAP00000010256
ENSMGAP00000010042	ENSACAP00000006856
ENSMGAP00000001556	ENSACAP00000003475
ENSMGAP00000014068	ENSACAP00000012092
ENSMGAP00000002198	ENSACAP00000013241
ENSMGAP00000006377	ENSACAP00000001865
ENSMGAP00000000469	ENSACAP00000001346
ENSMGAP00000008759	ENSACAP00000015332
ENSMGAP00000013782	ENSACAP00000020455
ENSMGAP00000011693	ENSACAP00000008132
ENSMGAP00000003527	ENSACAP00000007065
ENSMGAP00000013519	ENSACAP00000010594
ENSMGAP00000015160	ENSACAP00000009801
ENSMGAP00000001846	ENSACAP00000008114
ENSMGAP00000014636	ENSACAP00000015021
ENSMGAP00000006841	ENSACAP00000008840
ENSMGAP00000007615	ENSACAP00000000784
ENSMGAP00000007611	ENSACAP00000012547
ENSMGAP00000008026	ENSACAP00000016802
ENSMGAP00000009442	ENSACAP00000014633
ENSMGAP00000004350	ENSACAP00000007657
ENSMGAP00000015739	ENSACAP00000000251
ENSMGAP00000000753	ENSACAP00000003279
ENSMGAP00000001152	ENSACAP00000015223
ENSMGAP00000010426	ENSACAP00000016110
ENSMGAP00000003368	ENSACAP00000006773
ENSMGAP00000006589	ENSACAP00000014556
ENSMGAP00000002949	ENSACAP00000002543
ENSMGAP00000001414	ENSACAP00000008842
ENSMGAP00000015483	ENSACAP00000014241
ENSMGAP00000008067	ENSACAP00000016762
ENSMGAP00000003378	ENSACAP00000015187
ENSMGAP00000002810	ENSACAP00000000147
ENSMGAP00000002319	ENSACAP00000011912
ENSMGAP00000005508	ENSACAP00000009503
ENSMGAP00000011724	ENSACAP00000014028
ENSMGAP00000018369	ENSACAP00000021923
ENSMGAP00000003643	ENSACAP00000010281
ENSMGAP00000008058	ENSACAP00000016826
ENSMGAP00000007836	ENSACAP00000013461
ENSMGAP00000011976	ENSACAP00000013843
ENSMGAP00000004174	ENSACAP00000005676
ENSMGAP00000005881	ENSACAP00000000898
ENSMGAP00000006339	ENSACAP00000001350
ENSMGAP00000014510	ENSACAP00000011934
ENSMGAP00000010211	ENSACAP00000016179
ENSMGAP00000012824	ENSACAP00000015315
ENSMGAP00000000536	ENSACAP00000008880
ENSMGAP00000002840	ENSACAP00000015008
ENSMGAP00000011549	ENSACAP00000013992
ENSMGAP00000009064	ENSACAP00000009091
ENSMGAP00000014699	ENSACAP00000000625
ENSMGAP00000008961	ENSACAP00000009368
ENSMGAP00000007427	ENSACAP00000014829
ENSMGAP00000017587	ENSACAP00000015987
ENSMGAP00000001761	ENSACAP00000002672
ENSMGAP00000012681	ENSACAP00000009048
ENSMGAP00000005139	ENSACAP00000013285
ENSMGAP00000007371	ENSACAP00000011036
ENSMGAP00000004351	ENSACAP00000019049
ENSMGAP00000014984	ENSACAP00000005247
ENSMGAP00000007037	ENSACAP00000013245
ENSMGAP00000012699	ENSACAP00000010518
ENSMGAP00000012961	ENSACAP00000017213
ENSMGAP00000011834	ENSACAP00000020914
ENSMGAP00000012468	ENSACAP00000005401
ENSMGAP00000012328	ENSACAP00000002853
ENSMGAP00000013949	ENSACAP00000013002
