ENSMGAP00000004951	ENSMUSP00000034074
ENSMGAP00000002653	ENSMUSP00000034832
ENSMGAP00000006792	ENSMUSP00000089793
ENSMGAP00000009130	ENSMUSP00000029848
ENSMGAP00000003226	ENSMUSP00000043816
ENSMGAP00000007457	ENSMUSP00000028280
ENSMGAP00000004737	ENSMUSP00000023123
ENSMGAP00000005099	ENSMUSP00000085192
ENSMGAP00000000984	ENSMUSP00000001547
ENSMGAP00000009854	ENSMUSP00000031668
ENSMGAP00000006008	ENSMUSP00000083620
ENSMGAP00000006859	ENSMUSP00000098765
ENSMGAP00000015755	ENSMUSP00000033899
ENSMGAP00000007193	ENSMUSP00000107701
ENSMGAP00000014941	ENSMUSP00000046525
ENSMGAP00000010143	ENSMUSP00000043220
ENSMGAP00000011249	ENSMUSP00000107658
ENSMGAP00000011070	ENSMUSP00000084141
ENSMGAP00000001272	ENSMUSP00000001181
ENSMGAP00000001374	ENSMUSP00000001147
ENSMGAP00000011904	ENSMUSP00000112472
ENSMGAP00000018684	ENSMUSP00000137585
ENSMGAP00000010137	ENSMUSP00000111199
ENSMGAP00000000366	ENSMUSP00000023509
ENSMGAP00000016227	ENSMUSP00000041363
ENSMGAP00000000395	ENSMUSP00000053023
ENSMGAP00000010743	ENSMUSP00000050219
ENSMGAP00000017080	ENSMUSP00000089707
ENSMGAP00000000689	ENSMUSP00000095380
ENSMGAP00000016080	ENSMUSP00000050183
ENSMGAP00000013293	ENSMUSP00000022985
ENSMGAP00000014864	ENSMUSP00000020958
ENSMGAP00000012713	ENSMUSP00000109960
ENSMGAP00000007439	ENSMUSP00000132930
ENSMGAP00000001954	ENSMUSP00000095873
ENSMGAP00000004292	ENSMUSP00000024774
ENSMGAP00000004316	ENSMUSP00000060027
ENSMGAP00000005178	ENSMUSP00000000199
ENSMGAP00000001336	ENSMUSP00000104964
ENSMGAP00000013173	ENSMUSP00000084656
ENSMGAP00000010422	ENSMUSP00000125142
ENSMGAP00000014837	ENSMUSP00000072145
ENSMGAP00000005416	ENSMUSP00000051487
ENSMGAP00000012925	ENSMUSP00000087611
ENSMGAP00000002344	ENSMUSP00000081048
ENSMGAP00000012318	ENSMUSP00000065213
ENSMGAP00000004967	ENSMUSP00000011400
ENSMGAP00000014031	ENSMUSP00000105861
ENSMGAP00000001541	ENSMUSP00000101684
ENSMGAP00000016699	ENSMUSP00000059705
ENSMGAP00000002633	ENSMUSP00000070200
ENSMGAP00000013942	ENSMUSP00000099473
ENSMGAP00000003295	ENSMUSP00000124570
ENSMGAP00000017050	ENSMUSP00000063136
ENSMGAP00000016643	ENSMUSP00000086052
ENSMGAP00000004699	ENSMUSP00000038884
ENSMGAP00000015163	ENSMUSP00000086731
ENSMGAP00000017077	ENSMUSP00000069114
ENSMGAP00000000687	ENSMUSP00000100882
ENSMGAP00000016326	ENSMUSP00000045335
ENSMGAP00000016325	ENSMUSP00000001652
ENSMGAP00000016745	ENSMUSP00000086592
ENSMGAP00000011273	ENSMUSP00000029603
ENSMGAP00000001718	ENSMUSP00000057406
ENSMGAP00000000781	ENSMUSP00000022660
ENSMGAP00000009965	ENSMUSP00000125803
ENSMGAP00000010864	ENSMUSP00000000707
ENSMGAP00000013918	ENSMUSP00000048357
ENSMGAP00000000330	ENSMUSP00000023450
ENSMGAP00000005175	ENSMUSP00000000769
ENSMGAP00000005136	ENSMUSP00000048704
ENSMGAP00000009949	ENSMUSP00000023994
ENSMGAP00000005168	ENSMUSP00000011492
ENSMGAP00000012037	ENSMUSP00000043424
ENSMGAP00000003821	ENSMUSP00000027153
ENSMGAP00000008886	ENSMUSP00000031524
ENSMGAP00000018940	ENSMUSP00000039472
ENSMGAP00000012064	ENSMUSP00000034003
ENSMGAP00000000886	ENSMUSP00000037018
ENSMGAP00000018906	ENSMUSP00000027885
ENSMGAP00000008934	ENSMUSP00000004208
ENSMGAP00000006128	ENSMUSP00000046131
ENSMGAP00000008153	ENSMUSP00000028955
ENSMGAP00000013037	ENSMUSP00000022921
ENSMGAP00000014755	ENSMUSP00000033846
ENSMGAP00000003137	ENSMUSP00000054499
ENSMGAP00000006445	ENSMUSP00000002360
ENSMGAP00000012301	ENSMUSP00000030280
ENSMGAP00000017563	ENSMUSP00000039452
ENSMGAP00000001845	ENSMUSP00000107298
ENSMGAP00000009940	ENSMUSP00000127487
ENSMGAP00000000839	ENSMUSP00000133117
ENSMGAP00000012402	ENSMUSP00000035045
ENSMGAP00000006208	ENSMUSP00000034351
ENSMGAP00000012619	ENSMUSP00000103939
ENSMGAP00000007172	ENSMUSP00000000369
ENSMGAP00000012871	ENSMUSP00000009003
ENSMGAP00000005283	ENSMUSP00000031411
ENSMGAP00000019489	ENSMUSP00000015278
ENSMGAP00000019084	ENSMUSP00000034723
ENSMGAP00000013647	ENSMUSP00000020497
ENSMGAP00000013795	ENSMUSP00000038878
ENSMGAP00000003260	ENSMUSP00000028004
ENSMGAP00000013308	ENSMUSP00000082288
ENSMGAP00000001725	ENSMUSP00000058699
ENSMGAP00000002253	ENSMUSP00000033414
ENSMGAP00000004084	ENSMUSP00000072709
ENSMGAP00000006884	ENSMUSP00000025520
ENSMGAP00000014154	ENSMUSP00000032200
ENSMGAP00000014155	ENSMUSP00000066779
ENSMGAP00000008001	ENSMUSP00000032185
ENSMGAP00000002171	ENSMUSP00000110349
ENSMGAP00000007300	ENSMUSP00000122962
ENSMGAP00000003770	ENSMUSP00000105043
ENSMGAP00000012121	ENSMUSP00000085826
ENSMGAP00000018372	ENSMUSP00000081514
ENSMGAP00000010734	ENSMUSP00000115136
ENSMGAP00000013917	ENSMUSP00000055122
ENSMGAP00000009738	ENSMUSP00000030739
ENSMGAP00000009771	ENSMUSP00000079098
ENSMGAP00000002709	ENSMUSP00000057103
ENSMGAP00000003603	ENSMUSP00000112725
ENSMGAP00000012443	ENSMUSP00000058966
ENSMGAP00000006777	ENSMUSP00000030142
ENSMGAP00000012428	ENSMUSP00000067614
ENSMGAP00000007292	ENSMUSP00000105493
ENSMGAP00000001493	ENSMUSP00000130685
ENSMGAP00000007190	ENSMUSP00000099837
ENSMGAP00000015688	ENSMUSP00000050388
ENSMGAP00000016693	ENSMUSP00000059715
ENSMGAP00000009368	ENSMUSP00000026580
ENSMGAP00000016765	ENSMUSP00000094893
ENSMGAP00000004698	ENSMUSP00000132865
ENSMGAP00000016415	ENSMUSP00000073502
ENSMGAP00000016269	ENSMUSP00000041199
ENSMGAP00000001153	ENSMUSP00000108825
ENSMGAP00000012086	ENSMUSP00000099555
ENSMGAP00000008152	ENSMUSP00000023491
ENSMGAP00000015929	ENSMUSP00000086363
ENSMGAP00000002110	ENSMUSP00000108438
ENSMGAP00000005857	ENSMUSP00000053597
ENSMGAP00000010182	ENSMUSP00000107228
ENSMGAP00000014193	ENSMUSP00000063882
ENSMGAP00000006058	ENSMUSP00000061828
ENSMGAP00000001097	ENSMUSP00000028337
ENSMGAP00000013219	ENSMUSP00000127615
ENSMGAP00000001799	ENSMUSP00000066857
ENSMGAP00000004937	ENSMUSP00000041499
ENSMGAP00000016484	ENSMUSP00000097897
ENSMGAP00000006174	ENSMUSP00000038569
ENSMGAP00000016755	ENSMUSP00000064443
ENSMGAP00000015817	ENSMUSP00000077492
ENSMGAP00000016343	ENSMUSP00000130057
ENSMGAP00000010859	ENSMUSP00000088561
ENSMGAP00000013840	ENSMUSP00000003017
ENSMGAP00000011964	ENSMUSP00000092966
ENSMGAP00000007491	ENSMUSP00000028177
ENSMGAP00000006811	ENSMUSP00000060985
ENSMGAP00000003922	ENSMUSP00000028020
ENSMGAP00000005105	ENSMUSP00000114029
ENSMGAP00000005056	ENSMUSP00000047291
ENSMGAP00000008532	ENSMUSP00000058761
ENSMGAP00000015865	ENSMUSP00000086112
ENSMGAP00000006638	ENSMUSP00000056080
ENSMGAP00000015439	ENSMUSP00000038005
ENSMGAP00000013757	ENSMUSP00000020165
ENSMGAP00000011688	ENSMUSP00000096800
ENSMGAP00000004620	ENSMUSP00000124068
ENSMGAP00000012746	ENSMUSP00000099715
ENSMGAP00000012741	ENSMUSP00000046601
ENSMGAP00000019108	ENSMUSP00000023132
ENSMGAP00000012472	ENSMUSP00000102521
ENSMGAP00000006416	ENSMUSP00000034307
ENSMGAP00000003887	ENSMUSP00000113488
ENSMGAP00000006163	ENSMUSP00000052716
ENSMGAP00000005172	ENSMUSP00000099432
ENSMGAP00000014338	ENSMUSP00000042219
ENSMGAP00000005694	ENSMUSP00000061305
ENSMGAP00000010093	ENSMUSP00000048562
ENSMGAP00000007082	ENSMUSP00000026256
ENSMGAP00000015150	ENSMUSP00000110342
ENSMGAP00000002755	ENSMUSP00000109796
ENSMGAP00000001498	ENSMUSP00000125253
ENSMGAP00000016726	ENSMUSP00000108783
ENSMGAP00000008210	ENSMUSP00000108554
ENSMGAP00000008805	ENSMUSP00000092645
ENSMGAP00000011487	ENSMUSP00000026062
ENSMGAP00000006347	ENSMUSP00000091238
ENSMGAP00000008018	ENSMUSP00000027189
ENSMGAP00000011557	ENSMUSP00000029626
ENSMGAP00000014986	ENSMUSP00000031895
ENSMGAP00000005527	ENSMUSP00000030747
ENSMGAP00000018494	ENSMUSP00000061742
ENSMGAP00000015294	ENSMUSP00000088264
ENSMGAP00000015297	ENSMUSP00000049532
ENSMGAP00000016044	ENSMUSP00000059587
ENSMGAP00000017203	ENSMUSP00000113516
ENSMGAP00000016045	ENSMUSP00000054343
ENSMGAP00000010894	ENSMUSP00000102690
ENSMGAP00000006553	ENSMUSP00000015498
ENSMGAP00000016296	ENSMUSP00000087742
ENSMGAP00000003221	ENSMUSP00000101127
ENSMGAP00000015360	ENSMUSP00000072107
ENSMGAP00000003224	ENSMUSP00000030676
ENSMGAP00000001715	ENSMUSP00000110515
ENSMGAP00000002291	ENSMUSP00000044009
ENSMGAP00000001224	ENSMUSP00000074787
ENSMGAP00000015774	ENSMUSP00000027020
ENSMGAP00000019088	ENSMUSP00000075687
ENSMGAP00000016496	ENSMUSP00000104836
ENSMGAP00000018904	ENSMUSP00000042327
ENSMGAP00000016737	ENSMUSP00000053986
ENSMGAP00000014912	ENSMUSP00000132511
ENSMGAP00000016732	ENSMUSP00000109108
ENSMGAP00000016512	ENSMUSP00000040715
ENSMGAP00000016562	ENSMUSP00000063670
ENSMGAP00000018321	ENSMUSP00000052404
ENSMGAP00000015055	ENSMUSP00000029462
ENSMGAP00000014495	ENSMUSP00000034991
ENSMGAP00000001188	ENSMUSP00000128247
ENSMGAP00000012642	ENSMUSP00000052591
ENSMGAP00000016741	ENSMUSP00000113032
ENSMGAP00000016640	ENSMUSP00000070925
ENSMGAP00000004143	ENSMUSP00000037401
ENSMGAP00000015811	ENSMUSP00000027859
ENSMGAP00000016730	ENSMUSP00000055869
ENSMGAP00000017623	ENSMUSP00000055697
ENSMGAP00000011332	ENSMUSP00000029326
ENSMGAP00000017025	ENSMUSP00000029331
ENSMGAP00000007766	ENSMUSP00000103682
ENSMGAP00000010430	ENSMUSP00000018407
ENSMGAP00000010434	ENSMUSP00000018748
ENSMGAP00000010870	ENSMUSP00000079733
ENSMGAP00000017366	ENSMUSP00000034863
ENSMGAP00000000304	ENSMUSP00000113221
ENSMGAP00000000533	ENSMUSP00000035358
ENSMGAP00000018730	ENSMUSP00000071836
ENSMGAP00000012626	ENSMUSP00000129397
ENSMGAP00000009784	ENSMUSP00000033617
ENSMGAP00000015566	ENSMUSP00000107884
ENSMGAP00000005140	ENSMUSP00000020664
ENSMGAP00000001417	ENSMUSP00000020366
ENSMGAP00000001869	ENSMUSP00000030925
ENSMGAP00000014435	ENSMUSP00000138151
ENSMGAP00000014431	ENSMUSP00000024035
ENSMGAP00000015270	ENSMUSP00000109980
ENSMGAP00000017259	ENSMUSP00000007797
ENSMGAP00000012671	ENSMUSP00000031122
ENSMGAP00000015650	ENSMUSP00000038051
ENSMGAP00000001189	ENSMUSP00000029654
ENSMGAP00000009824	ENSMUSP00000018739
ENSMGAP00000015573	ENSMUSP00000060827
ENSMGAP00000007060	ENSMUSP00000000275
ENSMGAP00000005916	ENSMUSP00000099777
ENSMGAP00000013380	ENSMUSP00000063352
ENSMGAP00000003611	ENSMUSP00000030826
ENSMGAP00000014746	ENSMUSP00000032476
ENSMGAP00000007170	ENSMUSP00000030398
ENSMGAP00000010552	ENSMUSP00000029240
ENSMGAP00000010100	ENSMUSP00000037915
ENSMGAP00000006315	ENSMUSP00000079295
ENSMGAP00000017082	ENSMUSP00000062677
ENSMGAP00000017067	ENSMUSP00000138255
ENSMGAP00000017882	ENSMUSP00000050119
ENSMGAP00000005735	ENSMUSP00000127580
ENSMGAP00000017074	ENSMUSP00000063986
ENSMGAP00000013953	ENSMUSP00000045367
ENSMGAP00000005109	ENSMUSP00000138462
ENSMGAP00000016914	ENSMUSP00000053489
ENSMGAP00000016783	ENSMUSP00000095029
ENSMGAP00000017423	ENSMUSP00000099423
ENSMGAP00000018922	ENSMUSP00000062588
ENSMGAP00000017062	ENSMUSP00000075507
ENSMGAP00000006482	ENSMUSP00000040227
ENSMGAP00000011298	ENSMUSP00000133341
ENSMGAP00000011283	ENSMUSP00000118207
ENSMGAP00000017748	ENSMUSP00000113919
ENSMGAP00000014151	ENSMUSP00000060229
ENSMGAP00000006826	ENSMUSP00000081678
ENSMGAP00000006839	ENSMUSP00000102045
ENSMGAP00000009959	ENSMUSP00000025223
ENSMGAP00000010784	ENSMUSP00000026012
ENSMGAP00000011661	ENSMUSP00000024894
ENSMGAP00000002305	ENSMUSP00000063812
ENSMGAP00000012720	ENSMUSP00000031119
ENSMGAP00000005042	ENSMUSP00000062638
ENSMGAP00000015649	ENSMUSP00000063276
ENSMGAP00000012695	ENSMUSP00000000572
ENSMGAP00000002358	ENSMUSP00000020707
ENSMGAP00000002373	ENSMUSP00000126114
ENSMGAP00000012687	ENSMUSP00000031121
ENSMGAP00000011323	ENSMUSP00000028689
ENSMGAP00000014652	ENSMUSP00000032322
ENSMGAP00000010982	ENSMUSP00000079752
ENSMGAP00000003410	ENSMUSP00000127329
ENSMGAP00000011804	ENSMUSP00000102343
ENSMGAP00000012436	ENSMUSP00000005532
ENSMGAP00000014574	ENSMUSP00000022340
ENSMGAP00000011515	ENSMUSP00000029653
ENSMGAP00000013500	ENSMUSP00000105833
ENSMGAP00000009741	ENSMUSP00000027906
ENSMGAP00000014282	ENSMUSP00000098849
ENSMGAP00000013564	ENSMUSP00000028166
ENSMGAP00000007931	ENSMUSP00000030025
ENSMGAP00000016105	ENSMUSP00000063562
ENSMGAP00000011364	ENSMUSP00000052648
ENSMGAP00000004329	ENSMUSP00000101638
ENSMGAP00000004993	ENSMUSP00000077080
ENSMGAP00000001334	ENSMUSP00000128521
ENSMGAP00000004405	ENSMUSP00000026994
ENSMGAP00000004999	ENSMUSP00000129624
ENSMGAP00000005260	ENSMUSP00000083840
ENSMGAP00000011717	ENSMUSP00000028759
ENSMGAP00000014122	ENSMUSP00000020045
ENSMGAP00000012360	ENSMUSP00000048171
ENSMGAP00000018689	ENSMUSP00000021918
ENSMGAP00000008827	ENSMUSP00000095665
ENSMGAP00000005159	ENSMUSP00000088837
ENSMGAP00000014990	ENSMUSP00000029712
ENSMGAP00000009492	ENSMUSP00000099718
ENSMGAP00000004371	ENSMUSP00000028499
ENSMGAP00000010672	ENSMUSP00000028106
ENSMGAP00000017377	ENSMUSP00000028522
ENSMGAP00000010482	ENSMUSP00000034774
ENSMGAP00000003568	ENSMUSP00000053891
ENSMGAP00000010557	ENSMUSP00000080389
ENSMGAP00000013264	ENSMUSP00000052181
ENSMGAP00000006356	ENSMUSP00000102050
ENSMGAP00000013097	ENSMUSP00000106353
ENSMGAP00000008242	ENSMUSP00000107587
ENSMGAP00000008035	ENSMUSP00000092138
ENSMGAP00000018333	ENSMUSP00000109267
ENSMGAP00000008978	ENSMUSP00000016399
ENSMGAP00000014170	ENSMUSP00000019991
ENSMGAP00000009077	ENSMUSP00000001513
ENSMGAP00000011941	ENSMUSP00000111062
ENSMGAP00000018187	ENSMUSP00000045023
ENSMGAP00000014381	ENSMUSP00000032362
ENSMGAP00000016248	ENSMUSP00000102703
ENSMGAP00000002716	ENSMUSP00000035148
ENSMGAP00000004277	ENSMUSP00000112838
ENSMGAP00000004173	ENSMUSP00000081845
ENSMGAP00000009000	ENSMUSP00000021056
ENSMGAP00000011166	ENSMUSP00000076697
ENSMGAP00000011136	ENSMUSP00000097647
ENSMGAP00000017127	ENSMUSP00000080842
ENSMGAP00000000349	ENSMUSP00000107695
ENSMGAP00000005209	ENSMUSP00000077586
ENSMGAP00000013029	ENSMUSP00000125063
ENSMGAP00000009246	ENSMUSP00000098127
ENSMGAP00000005954	ENSMUSP00000107869
ENSMGAP00000014213	ENSMUSP00000108413
ENSMGAP00000002134	ENSMUSP00000094021
ENSMGAP00000015911	ENSMUSP00000047774
ENSMGAP00000008272	ENSMUSP00000027431
ENSMGAP00000004037	ENSMUSP00000075170
ENSMGAP00000015151	ENSMUSP00000023390
ENSMGAP00000003491	ENSMUSP00000026569
ENSMGAP00000017323	ENSMUSP00000055579
ENSMGAP00000016289	ENSMUSP00000097185
ENSMGAP00000016910	ENSMUSP00000130874
ENSMGAP00000016746	ENSMUSP00000130000
ENSMGAP00000004704	ENSMUSP00000086383
ENSMGAP00000005347	ENSMUSP00000049963
ENSMGAP00000010730	ENSMUSP00000041061
ENSMGAP00000007137	ENSMUSP00000020928
ENSMGAP00000002025	ENSMUSP00000127646
ENSMGAP00000006569	ENSMUSP00000043966
ENSMGAP00000003632	ENSMUSP00000099398
ENSMGAP00000008659	ENSMUSP00000072336
ENSMGAP00000009624	ENSMUSP00000101734
ENSMGAP00000009650	ENSMUSP00000041939
ENSMGAP00000003156	ENSMUSP00000051079
ENSMGAP00000003098	ENSMUSP00000137520
ENSMGAP00000003052	ENSMUSP00000132628
ENSMGAP00000003249	ENSMUSP00000094165
ENSMGAP00000013657	ENSMUSP00000043055
ENSMGAP00000015543	ENSMUSP00000108019
ENSMGAP00000011951	ENSMUSP00000034056
ENSMGAP00000005326	ENSMUSP00000045770
ENSMGAP00000004357	ENSMUSP00000022124
ENSMGAP00000016869	ENSMUSP00000106625
ENSMGAP00000019405	ENSMUSP00000061853
ENSMGAP00000012987	ENSMUSP00000086485
ENSMGAP00000018077	ENSMUSP00000025956
ENSMGAP00000007483	ENSMUSP00000031456
ENSMGAP00000011178	ENSMUSP00000069011
ENSMGAP00000010210	ENSMUSP00000088334
ENSMGAP00000016210	ENSMUSP00000033182
ENSMGAP00000012346	ENSMUSP00000041819
ENSMGAP00000018351	ENSMUSP00000034316
ENSMGAP00000013971	ENSMUSP00000002487
ENSMGAP00000008711	ENSMUSP00000018478
ENSMGAP00000019812	ENSMUSP00000023812
ENSMGAP00000001861	ENSMUSP00000047388
ENSMGAP00000011467	ENSMUSP00000100789
ENSMGAP00000014401	ENSMUSP00000040307
ENSMGAP00000007449	ENSMUSP00000000924
ENSMGAP00000012421	ENSMUSP00000029881
ENSMGAP00000001565	ENSMUSP00000029141
ENSMGAP00000003127	ENSMUSP00000034243
ENSMGAP00000019547	ENSMUSP00000015394
ENSMGAP00000001721	ENSMUSP00000031390
ENSMGAP00000016093	ENSMUSP00000091423
ENSMGAP00000012432	ENSMUSP00000005815
ENSMGAP00000012455	ENSMUSP00000127173
ENSMGAP00000016011	ENSMUSP00000039041
ENSMGAP00000001513	ENSMUSP00000133064
ENSMGAP00000001792	ENSMUSP00000005452
ENSMGAP00000001522	ENSMUSP00000081041
ENSMGAP00000012017	ENSMUSP00000112430
ENSMGAP00000016009	ENSMUSP00000031653
ENSMGAP00000012374	ENSMUSP00000109144
ENSMGAP00000007169	ENSMUSP00000020617
ENSMGAP00000003896	ENSMUSP00000029719
ENSMGAP00000006406	ENSMUSP00000033642
ENSMGAP00000017386	ENSMUSP00000102009
ENSMGAP00000006833	ENSMUSP00000099952
ENSMGAP00000002426	ENSMUSP00000040430
ENSMGAP00000006846	ENSMUSP00000046539
ENSMGAP00000002234	ENSMUSP00000061700
ENSMGAP00000012516	ENSMUSP00000107510
ENSMGAP00000004575	ENSMUSP00000037028
ENSMGAP00000008587	ENSMUSP00000032409
ENSMGAP00000004146	ENSMUSP00000016323
ENSMGAP00000016644	ENSMUSP00000100029
ENSMGAP00000006737	ENSMUSP00000004756
ENSMGAP00000015616	ENSMUSP00000076472
ENSMGAP00000014832	ENSMUSP00000020922
ENSMGAP00000013391	ENSMUSP00000068834
ENSMGAP00000015366	ENSMUSP00000068007
ENSMGAP00000003332	ENSMUSP00000111990
ENSMGAP00000001550	ENSMUSP00000014927
ENSMGAP00000008005	ENSMUSP00000040546
ENSMGAP00000013591	ENSMUSP00000020220
ENSMGAP00000002582	ENSMUSP00000072039
ENSMGAP00000009308	ENSMUSP00000063166
ENSMGAP00000003705	ENSMUSP00000099070
ENSMGAP00000018347	ENSMUSP00000046884
ENSMGAP00000009964	ENSMUSP00000071770
ENSMGAP00000012271	ENSMUSP00000043478
ENSMGAP00000001495	ENSMUSP00000097219
ENSMGAP00000002334	ENSMUSP00000067689
ENSMGAP00000003071	ENSMUSP00000091157
ENSMGAP00000016017	ENSMUSP00000016664
ENSMGAP00000012464	ENSMUSP00000084405
ENSMGAP00000008252	ENSMUSP00000001792
ENSMGAP00000005958	ENSMUSP00000124282
ENSMGAP00000007717	ENSMUSP00000022059
ENSMGAP00000010559	ENSMUSP00000112137
ENSMGAP00000013110	ENSMUSP00000098975
ENSMGAP00000019497	ENSMUSP00000072043
ENSMGAP00000014326	ENSMUSP00000020071
ENSMGAP00000010723	ENSMUSP00000024954
ENSMGAP00000014328	ENSMUSP00000021530
ENSMGAP00000014523	ENSMUSP00000107266
ENSMGAP00000017815	ENSMUSP00000099810
ENSMGAP00000008461	ENSMUSP00000082154
ENSMGAP00000004752	ENSMUSP00000001046
ENSMGAP00000004753	ENSMUSP00000001051
ENSMGAP00000000998	ENSMUSP00000047968
ENSMGAP00000010308	ENSMUSP00000058237
ENSMGAP00000006099	ENSMUSP00000029515
ENSMGAP00000010904	ENSMUSP00000057096
ENSMGAP00000008767	ENSMUSP00000079613
ENSMGAP00000005143	ENSMUSP00000000314
ENSMGAP00000010843	ENSMUSP00000025166
ENSMGAP00000011581	ENSMUSP00000102261
ENSMGAP00000009482	ENSMUSP00000128645
ENSMGAP00000014904	ENSMUSP00000021001
ENSMGAP00000006039	ENSMUSP00000046089
ENSMGAP00000009465	ENSMUSP00000021076
ENSMGAP00000008296	ENSMUSP00000064107
ENSMGAP00000001834	ENSMUSP00000014747
ENSMGAP00000013455	ENSMUSP00000034034
ENSMGAP00000004881	ENSMUSP00000040332
ENSMGAP00000003824	ENSMUSP00000027878
ENSMGAP00000000358	ENSMUSP00000034534
ENSMGAP00000015412	ENSMUSP00000023612
ENSMGAP00000006007	ENSMUSP00000112915
ENSMGAP00000002970	ENSMUSP00000070878
ENSMGAP00000000386	ENSMUSP00000016231
ENSMGAP00000015411	ENSMUSP00000109477
ENSMGAP00000003180	ENSMUSP00000078551
ENSMGAP00000001885	ENSMUSP00000129261
ENSMGAP00000010372	ENSMUSP00000093442
ENSMGAP00000007822	ENSMUSP00000030029
ENSMGAP00000011319	ENSMUSP00000014640
ENSMGAP00000007090	ENSMUSP00000137616
ENSMGAP00000001052	ENSMUSP00000014642
ENSMGAP00000003091	ENSMUSP00000113571
ENSMGAP00000002562	ENSMUSP00000138326
ENSMGAP00000011397	ENSMUSP00000043765
ENSMGAP00000002410	ENSMUSP00000118751
ENSMGAP00000018095	ENSMUSP00000025729
ENSMGAP00000009105	ENSMUSP00000033929
ENSMGAP00000013560	ENSMUSP00000063329
ENSMGAP00000000389	ENSMUSP00000034533
ENSMGAP00000015410	ENSMUSP00000097108
ENSMGAP00000006675	ENSMUSP00000037192
ENSMGAP00000013119	ENSMUSP00000094075
ENSMGAP00000016483	ENSMUSP00000041696
ENSMGAP00000012973	ENSMUSP00000024575
ENSMGAP00000004637	ENSMUSP00000080694
ENSMGAP00000016621	ENSMUSP00000131625
ENSMGAP00000017113	ENSMUSP00000054356
ENSMGAP00000017108	ENSMUSP00000109493
ENSMGAP00000006679	ENSMUSP00000136382
ENSMGAP00000007031	ENSMUSP00000136002
ENSMGAP00000014430	ENSMUSP00000032374
ENSMGAP00000011150	ENSMUSP00000102123
ENSMGAP00000001706	ENSMUSP00000003433
ENSMGAP00000003499	ENSMUSP00000016672
ENSMGAP00000001620	ENSMUSP00000035194
ENSMGAP00000005328	ENSMUSP00000031410
ENSMGAP00000014444	ENSMUSP00000107398
ENSMGAP00000011782	ENSMUSP00000132823
ENSMGAP00000008247	ENSMUSP00000000755
ENSMGAP00000010906	ENSMUSP00000031201
ENSMGAP00000014572	ENSMUSP00000080973
ENSMGAP00000006663	ENSMUSP00000111535
ENSMGAP00000001823	ENSMUSP00000102786
ENSMGAP00000008192	ENSMUSP00000109914
ENSMGAP00000012603	ENSMUSP00000080683
ENSMGAP00000004296	ENSMUSP00000017458
ENSMGAP00000011003	ENSMUSP00000125880
ENSMGAP00000015476	ENSMUSP00000111096
ENSMGAP00000009517	ENSMUSP00000033775
ENSMGAP00000002585	ENSMUSP00000130349
ENSMGAP00000009697	ENSMUSP00000024840
ENSMGAP00000013931	ENSMUSP00000044834
ENSMGAP00000001542	ENSMUSP00000068971
ENSMGAP00000004541	ENSMUSP00000108350
ENSMGAP00000010793	ENSMUSP00000029423
ENSMGAP00000015585	ENSMUSP00000033721
ENSMGAP00000018441	ENSMUSP00000027467
ENSMGAP00000015936	ENSMUSP00000125769
ENSMGAP00000015981	ENSMUSP00000053232
ENSMGAP00000012205	ENSMUSP00000132812
ENSMGAP00000000580	ENSMUSP00000044491
ENSMGAP00000004172	ENSMUSP00000065277
ENSMGAP00000012600	ENSMUSP00000113886
ENSMGAP00000007920	ENSMUSP00000028238
ENSMGAP00000016760	ENSMUSP00000033545
ENSMGAP00000016553	ENSMUSP00000063804
ENSMGAP00000005021	ENSMUSP00000077716
ENSMGAP00000013944	ENSMUSP00000031986
ENSMGAP00000016160	ENSMUSP00000032879
ENSMGAP00000002757	ENSMUSP00000021288
ENSMGAP00000015355	ENSMUSP00000026710
ENSMGAP00000002043	ENSMUSP00000035237
ENSMGAP00000008268	ENSMUSP00000006854
ENSMGAP00000005477	ENSMUSP00000108191
ENSMGAP00000009669	ENSMUSP00000089547
ENSMGAP00000012737	ENSMUSP00000055326
ENSMGAP00000005956	ENSMUSP00000032709
ENSMGAP00000010770	ENSMUSP00000128070
ENSMGAP00000016185	ENSMUSP00000060557
ENSMGAP00000018690	ENSMUSP00000051316
ENSMGAP00000016501	ENSMUSP00000061734
ENSMGAP00000008976	ENSMUSP00000129059
ENSMGAP00000001455	ENSMUSP00000022064
ENSMGAP00000001914	ENSMUSP00000062310
ENSMGAP00000015122	ENSMUSP00000002926
ENSMGAP00000017430	ENSMUSP00000015712
ENSMGAP00000000766	ENSMUSP00000066536
ENSMGAP00000005389	ENSMUSP00000034731
ENSMGAP00000003100	ENSMUSP00000041243
ENSMGAP00000013565	ENSMUSP00000123525
ENSMGAP00000011607	ENSMUSP00000078336
ENSMGAP00000006086	ENSMUSP00000047623
ENSMGAP00000015004	ENSMUSP00000126622
ENSMGAP00000007775	ENSMUSP00000006381
ENSMGAP00000007716	ENSMUSP00000036304
ENSMGAP00000011142	ENSMUSP00000023776
ENSMGAP00000011502	ENSMUSP00000108099
ENSMGAP00000000568	ENSMUSP00000073910
ENSMGAP00000010795	ENSMUSP00000041007
ENSMGAP00000010383	ENSMUSP00000121744
ENSMGAP00000007091	ENSMUSP00000006749
ENSMGAP00000011690	ENSMUSP00000116747
ENSMGAP00000001013	ENSMUSP00000078972
ENSMGAP00000010455	ENSMUSP00000133957
