ENSGALP00000006197	ENSCAFP00000014731
ENSGALP00000017930	ENSCAFP00000013957
ENSGALP00000010048	ENSCAFP00000001586
ENSGALP00000015537	ENSCAFP00000013009
ENSGALP00000003437	ENSCAFP00000028608
ENSGALP00000008945	ENSCAFP00000019632
ENSGALP00000005725	ENSCAFP00000023319
ENSGALP00000006089	ENSCAFP00000034514
ENSGALP00000006093	ENSCAFP00000023460
ENSGALP00000006097	ENSCAFP00000023573
ENSGALP00000040391	ENSCAFP00000028792
ENSGALP00000022980	ENSCAFP00000002661
ENSGALP00000039013	ENSCAFP00000000182
ENSGALP00000027136	ENSCAFP00000009306
ENSGALP00000010676	ENSCAFP00000028075
ENSGALP00000031565	ENSCAFP00000011668
ENSGALP00000025600	ENSCAFP00000013241
ENSGALP00000004219	ENSCAFP00000029114
ENSGALP00000011389	ENSCAFP00000019781
ENSGALP00000002713	ENSCAFP00000028484
ENSGALP00000004038	ENSCAFP00000009326
ENSGALP00000026250	ENSCAFP00000001537
ENSGALP00000026436	ENSCAFP00000005006
ENSGALP00000043245	ENSCAFP00000019558
ENSGALP00000009187	ENSCAFP00000029503
ENSGALP00000007086	ENSCAFP00000023730
ENSGALP00000014522	ENSCAFP00000038348
ENSGALP00000023037	ENSCAFP00000023412
ENSGALP00000022064	ENSCAFP00000033489
ENSGALP00000011550	ENSCAFP00000005643
ENSGALP00000014032	ENSCAFP00000019551
ENSGALP00000024578	ENSCAFP00000013555
ENSGALP00000023996	ENSCAFP00000001316
ENSGALP00000024492	ENSCAFP00000022424
ENSGALP00000031772	ENSCAFP00000029035
ENSGALP00000026614	ENSCAFP00000018885
ENSGALP00000010820	ENSCAFP00000017002
ENSGALP00000025153	ENSCAFP00000012448
ENSGALP00000007416	ENSCAFP00000016500
ENSGALP00000011471	ENSCAFP00000008251
ENSGALP00000020330	ENSCAFP00000002173
ENSGALP00000021140	ENSCAFP00000023159
ENSGALP00000008067	ENSCAFP00000006470
ENSGALP00000000913	ENSCAFP00000028309
ENSGALP00000026414	ENSCAFP00000004941
ENSGALP00000013346	ENSCAFP00000000301
ENSGALP00000042401	ENSCAFP00000025753
ENSGALP00000021524	ENSCAFP00000003630
ENSGALP00000000647	ENSCAFP00000019236
ENSGALP00000042428	ENSCAFP00000008682
ENSGALP00000006925	ENSCAFP00000023564
ENSGALP00000004596	ENSCAFP00000000179
ENSGALP00000035851	ENSCAFP00000012929
ENSGALP00000000989	ENSCAFP00000030034
ENSGALP00000007405	ENSCAFP00000022329
ENSGALP00000020143	ENSCAFP00000005210
ENSGALP00000012889	ENSCAFP00000015710
ENSGALP00000016685	ENSCAFP00000024966
ENSGALP00000025803	ENSCAFP00000040958
ENSGALP00000017393	ENSCAFP00000031506
ENSGALP00000036650	ENSCAFP00000043002
ENSGALP00000000907	ENSCAFP00000037907
ENSGALP00000024158	ENSCAFP00000023056
ENSGALP00000039023	ENSCAFP00000023746
ENSGALP00000002045	ENSCAFP00000031317
ENSGALP00000039243	ENSCAFP00000041800
ENSGALP00000005380	ENSCAFP00000015386
ENSGALP00000005397	ENSCAFP00000015381
ENSGALP00000009765	ENSCAFP00000019232
ENSGALP00000025350	ENSCAFP00000012371
ENSGALP00000003041	ENSCAFP00000029099
ENSGALP00000025590	ENSCAFP00000013299
ENSGALP00000022272	ENSCAFP00000000914
ENSGALP00000037431	ENSCAFP00000019103
ENSGALP00000004309	ENSCAFP00000028292
ENSGALP00000002441	ENSCAFP00000004807
ENSGALP00000039750	ENSCAFP00000027583
ENSGALP00000003568	ENSCAFP00000025151
ENSGALP00000029961	ENSCAFP00000002025
ENSGALP00000014934	ENSCAFP00000016528
ENSGALP00000014939	ENSCAFP00000005102
ENSGALP00000013640	ENSCAFP00000024156
ENSGALP00000000054	ENSCAFP00000029356
ENSGALP00000007379	ENSCAFP00000033576
ENSGALP00000010857	ENSCAFP00000020136
ENSGALP00000041418	ENSCAFP00000029355
ENSGALP00000043257	ENSCAFP00000015846
ENSGALP00000013713	ENSCAFP00000020146
ENSGALP00000024446	ENSCAFP00000028446
ENSGALP00000024445	ENSCAFP00000041847
ENSGALP00000041749	ENSCAFP00000016361
ENSGALP00000011951	ENSCAFP00000014021
ENSGALP00000027258	ENSCAFP00000008132
ENSGALP00000012150	ENSCAFP00000025351
ENSGALP00000009950	ENSCAFP00000013129
ENSGALP00000000966	ENSCAFP00000020301
ENSGALP00000023686	ENSCAFP00000010286
ENSGALP00000043063	ENSCAFP00000007499
ENSGALP00000039708	ENSCAFP00000033671
ENSGALP00000026448	ENSCAFP00000019241
ENSGALP00000022482	ENSCAFP00000000362
ENSGALP00000012943	ENSCAFP00000016996
ENSGALP00000033115	ENSCAFP00000029574
ENSGALP00000016112	ENSCAFP00000009759
ENSGALP00000025903	ENSCAFP00000001051
ENSGALP00000006470	ENSCAFP00000014170
ENSGALP00000028328	ENSCAFP00000000715
ENSGALP00000026488	ENSCAFP00000005187
ENSGALP00000033591	ENSCAFP00000016730
ENSGALP00000016520	ENSCAFP00000002985
ENSGALP00000027059	ENSCAFP00000041919
ENSGALP00000001353	ENSCAFP00000017978
ENSGALP00000020419	ENSCAFP00000016048
ENSGALP00000026953	ENSCAFP00000021779
ENSGALP00000016084	ENSCAFP00000000587
ENSGALP00000001263	ENSCAFP00000016800
ENSGALP00000025819	ENSCAFP00000014403
ENSGALP00000020844	ENSCAFP00000006003
ENSGALP00000019093	ENSCAFP00000010754
ENSGALP00000018130	ENSCAFP00000017745
ENSGALP00000015272	ENSCAFP00000024188
ENSGALP00000031999	ENSCAFP00000015829
ENSGALP00000015229	ENSCAFP00000024162
ENSGALP00000014743	ENSCAFP00000007939
ENSGALP00000014745	ENSCAFP00000037967
ENSGALP00000012981	ENSCAFP00000026850
ENSGALP00000001091	ENSCAFP00000007749
ENSGALP00000026310	ENSCAFP00000033697
ENSGALP00000032013	ENSCAFP00000040216
ENSGALP00000013524	ENSCAFP00000015494
ENSGALP00000011954	ENSCAFP00000014624
ENSGALP00000020106	ENSCAFP00000021311
ENSGALP00000008090	ENSCAFP00000036533
ENSGALP00000015110	ENSCAFP00000022373
ENSGALP00000000814	ENSCAFP00000015563
ENSGALP00000042231	ENSCAFP00000012172
ENSGALP00000017773	ENSCAFP00000008674
ENSGALP00000016479	ENSCAFP00000000665
ENSGALP00000000837	ENSCAFP00000015577
ENSGALP00000016311	ENSCAFP00000000661
ENSGALP00000038261	ENSCAFP00000014049
ENSGALP00000011666	ENSCAFP00000006062
ENSGALP00000021544	ENSCAFP00000015964
ENSGALP00000006760	ENSCAFP00000020560
ENSGALP00000019941	ENSCAFP00000015115
ENSGALP00000003793	ENSCAFP00000023345
ENSGALP00000041170	ENSCAFP00000010713
ENSGALP00000040840	ENSCAFP00000006307
ENSGALP00000011091	ENSCAFP00000001284
ENSGALP00000039011	ENSCAFP00000028037
ENSGALP00000008918	ENSCAFP00000011543
ENSGALP00000011479	ENSCAFP00000015232
ENSGALP00000000880	ENSCAFP00000016271
ENSGALP00000007191	ENSCAFP00000008627
ENSGALP00000010997	ENSCAFP00000025807
ENSGALP00000017547	ENSCAFP00000028007
ENSGALP00000007080	ENSCAFP00000004484
ENSGALP00000019398	ENSCAFP00000020805
ENSGALP00000010660	ENSCAFP00000017637
ENSGALP00000020526	ENSCAFP00000002032
ENSGALP00000016630	ENSCAFP00000006806
ENSGALP00000007520	ENSCAFP00000011039
ENSGALP00000001257	ENSCAFP00000030133
ENSGALP00000007521	ENSCAFP00000011140
ENSGALP00000026542	ENSCAFP00000005730
ENSGALP00000015861	ENSCAFP00000005591
ENSGALP00000025458	ENSCAFP00000037641
ENSGALP00000025525	ENSCAFP00000012762
ENSGALP00000008304	ENSCAFP00000030251
ENSGALP00000008591	ENSCAFP00000026299
ENSGALP00000009475	ENSCAFP00000038159
ENSGALP00000024873	ENSCAFP00000010611
ENSGALP00000043137	ENSCAFP00000031321
ENSGALP00000038838	ENSCAFP00000025004
ENSGALP00000003755	ENSCAFP00000029168
ENSGALP00000033774	ENSCAFP00000036455
ENSGALP00000005317	ENSCAFP00000023075
ENSGALP00000001195	ENSCAFP00000042924
ENSGALP00000020513	ENSCAFP00000013893
ENSGALP00000041002	ENSCAFP00000000198
ENSGALP00000016270	ENSCAFP00000019619
ENSGALP00000008414	ENSCAFP00000023626
ENSGALP00000037011	ENSCAFP00000020158
ENSGALP00000041207	ENSCAFP00000007720
ENSGALP00000026458	ENSCAFP00000039464
ENSGALP00000009110	ENSCAFP00000003425
ENSGALP00000025494	ENSCAFP00000012966
ENSGALP00000043160	ENSCAFP00000018445
ENSGALP00000041235	ENSCAFP00000018448
ENSGALP00000011818	ENSCAFP00000036941
ENSGALP00000035953	ENSCAFP00000014226
ENSGALP00000043237	ENSCAFP00000000819
ENSGALP00000043047	ENSCAFP00000039082
ENSGALP00000038424	ENSCAFP00000003703
ENSGALP00000002492	ENSCAFP00000038741
ENSGALP00000024871	ENSCAFP00000022900
ENSGALP00000043348	ENSCAFP00000041069
ENSGALP00000041996	ENSCAFP00000026801
ENSGALP00000004244	ENSCAFP00000021270
ENSGALP00000043327	ENSCAFP00000013454
ENSGALP00000010393	ENSCAFP00000039003
ENSGALP00000027978	ENSCAFP00000032645
ENSGALP00000017568	ENSCAFP00000038294
ENSGALP00000023676	ENSCAFP00000010197
ENSGALP00000003056	ENSCAFP00000029121
ENSGALP00000042938	ENSCAFP00000029711
ENSGALP00000008774	ENSCAFP00000029713
ENSGALP00000025008	ENSCAFP00000003758
ENSGALP00000002236	ENSCAFP00000020161
ENSGALP00000027241	ENSCAFP00000041283
ENSGALP00000042334	ENSCAFP00000036759
ENSGALP00000043130	ENSCAFP00000028649
ENSGALP00000008525	ENSCAFP00000003169
ENSGALP00000020458	ENSCAFP00000039456
ENSGALP00000007751	ENSCAFP00000027245
ENSGALP00000003249	ENSCAFP00000026879
ENSGALP00000038411	ENSCAFP00000042095
ENSGALP00000001057	ENSCAFP00000002094
ENSGALP00000009666	ENSCAFP00000018915
ENSGALP00000020713	ENSCAFP00000014580
ENSGALP00000032938	ENSCAFP00000031455
ENSGALP00000021028	ENSCAFP00000021092
ENSGALP00000007490	ENSCAFP00000024445
ENSGALP00000011069	ENSCAFP00000025731
ENSGALP00000027278	ENSCAFP00000007363
ENSGALP00000027323	ENSCAFP00000007352
ENSGALP00000023135	ENSCAFP00000024067
ENSGALP00000040446	ENSCAFP00000009335
ENSGALP00000015825	ENSCAFP00000036393
ENSGALP00000004006	ENSCAFP00000009344
ENSGALP00000038966	ENSCAFP00000025790
ENSGALP00000027332	ENSCAFP00000007267
ENSGALP00000022241	ENSCAFP00000030952
ENSGALP00000007757	ENSCAFP00000011502
ENSGALP00000003352	ENSCAFP00000031515
ENSGALP00000035716	ENSCAFP00000007060
ENSGALP00000037579	ENSCAFP00000013630
ENSGALP00000020990	ENSCAFP00000039476
ENSGALP00000004941	ENSCAFP00000025617
ENSGALP00000017521	ENSCAFP00000003487
ENSGALP00000042165	ENSCAFP00000037496
ENSGALP00000004542	ENSCAFP00000041395
ENSGALP00000025107	ENSCAFP00000021527
ENSGALP00000011796	ENSCAFP00000036197
ENSGALP00000037883	ENSCAFP00000018667
ENSGALP00000017079	ENSCAFP00000008544
ENSGALP00000012693	ENSCAFP00000014449
ENSGALP00000003422	ENSCAFP00000024876
ENSGALP00000011046	ENSCAFP00000041871
ENSGALP00000002212	ENSCAFP00000013851
ENSGALP00000008374	ENSCAFP00000016721
ENSGALP00000041169	ENSCAFP00000016971
ENSGALP00000011515	ENSCAFP00000015283
ENSGALP00000012941	ENSCAFP00000025749
ENSGALP00000043433	ENSCAFP00000017808
ENSGALP00000001120	ENSCAFP00000017782
ENSGALP00000015254	ENSCAFP00000012615
ENSGALP00000042661	ENSCAFP00000040877
ENSGALP00000028690	ENSCAFP00000027147
ENSGALP00000006181	ENSCAFP00000014722
ENSGALP00000042961	ENSCAFP00000000046
ENSGALP00000012597	ENSCAFP00000017487
ENSGALP00000041394	ENSCAFP00000020543
ENSGALP00000026167	ENSCAFP00000020576
ENSGALP00000022291	ENSCAFP00000000929
ENSGALP00000022754	ENSCAFP00000006736
ENSGALP00000007715	ENSCAFP00000013100
ENSGALP00000005610	ENSCAFP00000021078
ENSGALP00000009224	ENSCAFP00000004971
ENSGALP00000036964	ENSCAFP00000004019
ENSGALP00000039710	ENSCAFP00000029052
ENSGALP00000015862	ENSCAFP00000000441
ENSGALP00000020054	ENSCAFP00000002062
ENSGALP00000004297	ENSCAFP00000009084
ENSGALP00000006606	ENSCAFP00000016334
ENSGALP00000012905	ENSCAFP00000007034
ENSGALP00000020906	ENSCAFP00000023505
ENSGALP00000010348	ENSCAFP00000010627
ENSGALP00000002800	ENSCAFP00000018320
ENSGALP00000004563	ENSCAFP00000015684
ENSGALP00000000569	ENSCAFP00000029288
ENSGALP00000040189	ENSCAFP00000019760
ENSGALP00000043059	ENSCAFP00000008457
ENSGALP00000020867	ENSCAFP00000013861
ENSGALP00000020866	ENSCAFP00000013867
ENSGALP00000021146	ENSCAFP00000029667
ENSGALP00000010799	ENSCAFP00000007257
ENSGALP00000009711	ENSCAFP00000018883
ENSGALP00000021520	ENSCAFP00000027180
ENSGALP00000014662	ENSCAFP00000008417
ENSGALP00000039195	ENSCAFP00000015629
ENSGALP00000003746	ENSCAFP00000029073
ENSGALP00000004669	ENSCAFP00000015513
ENSGALP00000016898	ENSCAFP00000002727
ENSGALP00000018320	ENSCAFP00000026461
ENSGALP00000003589	ENSCAFP00000016724
ENSGALP00000036909	ENSCAFP00000006075
ENSGALP00000013851	ENSCAFP00000013852
ENSGALP00000040682	ENSCAFP00000017681
ENSGALP00000003642	ENSCAFP00000000290
ENSGALP00000019752	ENSCAFP00000017058
ENSGALP00000023617	ENSCAFP00000011570
ENSGALP00000024648	ENSCAFP00000036087
ENSGALP00000016562	ENSCAFP00000000696
ENSGALP00000041025	ENSCAFP00000000020
ENSGALP00000002895	ENSCAFP00000007485
ENSGALP00000008428	ENSCAFP00000028988
ENSGALP00000020334	ENSCAFP00000037746
ENSGALP00000037713	ENSCAFP00000006717
ENSGALP00000016468	ENSCAFP00000020273
ENSGALP00000024600	ENSCAFP00000041119
ENSGALP00000040847	ENSCAFP00000017184
ENSGALP00000040637	ENSCAFP00000019429
ENSGALP00000024584	ENSCAFP00000042819
ENSGALP00000041118	ENSCAFP00000028062
ENSGALP00000011493	ENSCAFP00000034956
ENSGALP00000040959	ENSCAFP00000042687
ENSGALP00000037008	ENSCAFP00000004481
ENSGALP00000002658	ENSCAFP00000040363
ENSGALP00000015856	ENSCAFP00000000435
ENSGALP00000035449	ENSCAFP00000009972
ENSGALP00000021257	ENSCAFP00000023883
ENSGALP00000008874	ENSCAFP00000011648
ENSGALP00000030734	ENSCAFP00000005691
ENSGALP00000038622	ENSCAFP00000028824
ENSGALP00000025682	ENSCAFP00000011938
ENSGALP00000003863	ENSCAFP00000037101
ENSGALP00000000645	ENSCAFP00000011994
ENSGALP00000033454	ENSCAFP00000019546
ENSGALP00000019501	ENSCAFP00000001571
ENSGALP00000030752	ENSCAFP00000025121
ENSGALP00000014463	ENSCAFP00000004624
ENSGALP00000007007	ENSCAFP00000026721
ENSGALP00000006463	ENSCAFP00000002082
ENSGALP00000033238	ENSCAFP00000042779
ENSGALP00000009778	ENSCAFP00000022544
ENSGALP00000041381	ENSCAFP00000011591
ENSGALP00000020006	ENSCAFP00000002080
ENSGALP00000037432	ENSCAFP00000019079
ENSGALP00000006792	ENSCAFP00000024141
ENSGALP00000036506	ENSCAFP00000022105
ENSGALP00000006727	ENSCAFP00000016207
ENSGALP00000041983	ENSCAFP00000032357
ENSGALP00000008215	ENSCAFP00000039833
ENSGALP00000021197	ENSCAFP00000023434
ENSGALP00000008673	ENSCAFP00000040897
ENSGALP00000043204	ENSCAFP00000005205
ENSGALP00000034485	ENSCAFP00000030487
ENSGALP00000007633	ENSCAFP00000021644
ENSGALP00000042987	ENSCAFP00000007907
ENSGALP00000037444	ENSCAFP00000038712
ENSGALP00000001613	ENSCAFP00000019801
ENSGALP00000030668	ENSCAFP00000001681
ENSGALP00000001777	ENSCAFP00000016694
ENSGALP00000042317	ENSCAFP00000036385
ENSGALP00000027410	ENSCAFP00000006607
ENSGALP00000025528	ENSCAFP00000004251
ENSGALP00000009538	ENSCAFP00000029885
ENSGALP00000023280	ENSCAFP00000027059
ENSGALP00000010548	ENSCAFP00000011922
ENSGALP00000021981	ENSCAFP00000023896
ENSGALP00000013496	ENSCAFP00000017799
ENSGALP00000041132	ENSCAFP00000014304
ENSGALP00000037144	ENSCAFP00000003185
ENSGALP00000010582	ENSCAFP00000009227
ENSGALP00000035090	ENSCAFP00000015794
ENSGALP00000007115	ENSCAFP00000013954
ENSGALP00000013846	ENSCAFP00000009371
ENSGALP00000034996	ENSCAFP00000015930
ENSGALP00000013762	ENSCAFP00000009565
ENSGALP00000017413	ENSCAFP00000003309
ENSGALP00000012858	ENSCAFP00000006159
ENSGALP00000001121	ENSCAFP00000037231
ENSGALP00000010712	ENSCAFP00000008067
ENSGALP00000013880	ENSCAFP00000001030
ENSGALP00000026941	ENSCAFP00000021823
ENSGALP00000016588	ENSCAFP00000005680
ENSGALP00000010354	ENSCAFP00000001444
ENSGALP00000013168	ENSCAFP00000012813
ENSGALP00000013992	ENSCAFP00000006695
ENSGALP00000020070	ENSCAFP00000015732
ENSGALP00000019644	ENSCAFP00000018492
ENSGALP00000011213	ENSCAFP00000014673
ENSGALP00000005587	ENSCAFP00000041355
ENSGALP00000021545	ENSCAFP00000026346
ENSGALP00000036922	ENSCAFP00000000906
ENSGALP00000007901	ENSCAFP00000021063
ENSGALP00000036794	ENSCAFP00000000583
ENSGALP00000038108	ENSCAFP00000017435
ENSGALP00000003890	ENSCAFP00000022013
ENSGALP00000018780	ENSCAFP00000006781
ENSGALP00000029456	ENSCAFP00000010557
ENSGALP00000003426	ENSCAFP00000006261
ENSGALP00000012289	ENSCAFP00000024332
ENSGALP00000007346	ENSCAFP00000036141
ENSGALP00000025048	ENSCAFP00000011335
ENSGALP00000018174	ENSCAFP00000026316
ENSGALP00000002157	ENSCAFP00000026404
ENSGALP00000010376	ENSCAFP00000027983
ENSGALP00000027173	ENSCAFP00000009209
ENSGALP00000013771	ENSCAFP00000031969
ENSGALP00000018634	ENSCAFP00000008129
ENSGALP00000037012	ENSCAFP00000008245
ENSGALP00000009931	ENSCAFP00000007500
ENSGALP00000020469	ENSCAFP00000013675
ENSGALP00000035213	ENSCAFP00000034899
ENSGALP00000020464	ENSCAFP00000013637
ENSGALP00000020465	ENSCAFP00000010923
ENSGALP00000020569	ENSCAFP00000003684
ENSGALP00000003114	ENSCAFP00000023698
ENSGALP00000019925	ENSCAFP00000014864
ENSGALP00000026055	ENSCAFP00000001682
ENSGALP00000006588	ENSCAFP00000013999
ENSGALP00000041576	ENSCAFP00000015020
ENSGALP00000017342	ENSCAFP00000040286
ENSGALP00000002383	ENSCAFP00000019762
ENSGALP00000026544	ENSCAFP00000036770
ENSGALP00000041525	ENSCAFP00000017411
ENSGALP00000038437	ENSCAFP00000012049
ENSGALP00000017899	ENSCAFP00000016983
ENSGALP00000016349	ENSCAFP00000002250
ENSGALP00000017228	ENSCAFP00000042061
ENSGALP00000015750	ENSCAFP00000018593
ENSGALP00000041755	ENSCAFP00000040600
ENSGALP00000004428	ENSCAFP00000021549
ENSGALP00000003257	ENSCAFP00000030199
ENSGALP00000001278	ENSCAFP00000018110
ENSGALP00000006304	ENSCAFP00000027601
ENSGALP00000003315	ENSCAFP00000038379
ENSGALP00000015337	ENSCAFP00000012723
ENSGALP00000016507	ENSCAFP00000000668
ENSGALP00000019877	ENSCAFP00000014962
ENSGALP00000017185	ENSCAFP00000025490
ENSGALP00000014797	ENSCAFP00000003943
ENSGALP00000017724	ENSCAFP00000004014
ENSGALP00000025956	ENSCAFP00000014972
ENSGALP00000026009	ENSCAFP00000015256
ENSGALP00000011860	ENSCAFP00000020231
ENSGALP00000011964	ENSCAFP00000018892
ENSGALP00000017713	ENSCAFP00000013109
ENSGALP00000009792	ENSCAFP00000000568
ENSGALP00000033589	ENSCAFP00000010504
ENSGALP00000039237	ENSCAFP00000001071
ENSGALP00000020367	ENSCAFP00000002181
ENSGALP00000002025	ENSCAFP00000014713
ENSGALP00000024779	ENSCAFP00000036743
ENSGALP00000043333	ENSCAFP00000004113
ENSGALP00000012648	ENSCAFP00000042079
ENSGALP00000022184	ENSCAFP00000010203
ENSGALP00000041598	ENSCAFP00000038985
ENSGALP00000023949	ENSCAFP00000027340
ENSGALP00000002105	ENSCAFP00000029166
ENSGALP00000042868	ENSCAFP00000021986
ENSGALP00000027989	ENSCAFP00000019958
ENSGALP00000010505	ENSCAFP00000037306
ENSGALP00000027195	ENSCAFP00000008881
ENSGALP00000017695	ENSCAFP00000034270
ENSGALP00000027889	ENSCAFP00000022621
ENSGALP00000012214	ENSCAFP00000040116
ENSGALP00000038233	ENSCAFP00000009800
ENSGALP00000041686	ENSCAFP00000002345
ENSGALP00000002242	ENSCAFP00000001223
ENSGALP00000037458	ENSCAFP00000011507
ENSGALP00000010392	ENSCAFP00000010534
ENSGALP00000020897	ENSCAFP00000013458
ENSGALP00000009229	ENSCAFP00000029504
ENSGALP00000034376	ENSCAFP00000017554
ENSGALP00000005336	ENSCAFP00000040824
ENSGALP00000024047	ENSCAFP00000001291
ENSGALP00000041106	ENSCAFP00000043098
ENSGALP00000043435	ENSCAFP00000014334
ENSGALP00000026271	ENSCAFP00000036331
ENSGALP00000023707	ENSCAFP00000010608
ENSGALP00000016212	ENSCAFP00000007842
ENSGALP00000019378	ENSCAFP00000006176
ENSGALP00000031005	ENSCAFP00000003376
ENSGALP00000027767	ENSCAFP00000039807
ENSGALP00000006747	ENSCAFP00000020552
ENSGALP00000017226	ENSCAFP00000015974
ENSGALP00000022571	ENSCAFP00000012041
ENSGALP00000015445	ENSCAFP00000012917
ENSGALP00000009512	ENSCAFP00000023722
ENSGALP00000037996	ENSCAFP00000036624
ENSGALP00000000775	ENSCAFP00000023841
ENSGALP00000005658	ENSCAFP00000027598
ENSGALP00000016539	ENSCAFP00000003046
ENSGALP00000014306	ENSCAFP00000004745
ENSGALP00000012767	ENSCAFP00000039035
ENSGALP00000040280	ENSCAFP00000015298
ENSGALP00000025353	ENSCAFP00000011347
ENSGALP00000002914	ENSCAFP00000038291
ENSGALP00000002878	ENSCAFP00000007650
ENSGALP00000004169	ENSCAFP00000029859
ENSGALP00000027053	ENSCAFP00000003126
ENSGALP00000029598	ENSCAFP00000003143
ENSGALP00000021733	ENSCAFP00000003129
ENSGALP00000011727	ENSCAFP00000020672
ENSGALP00000027055	ENSCAFP00000003121
ENSGALP00000019747	ENSCAFP00000007867
ENSGALP00000008429	ENSCAFP00000007864
ENSGALP00000008377	ENSCAFP00000004654
ENSGALP00000010609	ENSCAFP00000007863
ENSGALP00000008360	ENSCAFP00000004631
ENSGALP00000042964	ENSCAFP00000025714
ENSGALP00000016362	ENSCAFP00000035932
ENSGALP00000018272	ENSCAFP00000008754
ENSGALP00000009064	ENSCAFP00000004610
ENSGALP00000008782	ENSCAFP00000020013
ENSGALP00000004138	ENSCAFP00000021740
ENSGALP00000043179	ENSCAFP00000000084
ENSGALP00000008766	ENSCAFP00000029598
ENSGALP00000011241	ENSCAFP00000019689
ENSGALP00000007580	ENSCAFP00000027345
ENSGALP00000039406	ENSCAFP00000025706
ENSGALP00000019423	ENSCAFP00000022928
ENSGALP00000000498	ENSCAFP00000027114
ENSGALP00000041465	ENSCAFP00000022032
ENSGALP00000010120	ENSCAFP00000026102
ENSGALP00000009996	ENSCAFP00000026101
ENSGALP00000022994	ENSCAFP00000022396
ENSGALP00000002834	ENSCAFP00000028510
ENSGALP00000015238	ENSCAFP00000012595
ENSGALP00000035808	ENSCAFP00000001024
ENSGALP00000014949	ENSCAFP00000041132
ENSGALP00000040663	ENSCAFP00000022639
ENSGALP00000027414	ENSCAFP00000042230
ENSGALP00000040918	ENSCAFP00000018865
ENSGALP00000023640	ENSCAFP00000018866
ENSGALP00000005883	ENSCAFP00000023731
ENSGALP00000008847	ENSCAFP00000018703
ENSGALP00000011690	ENSCAFP00000023526
ENSGALP00000026752	ENSCAFP00000016986
ENSGALP00000015730	ENSCAFP00000034716
ENSGALP00000012212	ENSCAFP00000028947
ENSGALP00000007291	ENSCAFP00000024331
ENSGALP00000037897	ENSCAFP00000019807
ENSGALP00000041903	ENSCAFP00000024788
ENSGALP00000042536	ENSCAFP00000009890
ENSGALP00000041218	ENSCAFP00000024794
ENSGALP00000042679	ENSCAFP00000024781
ENSGALP00000037899	ENSCAFP00000019812
ENSGALP00000042820	ENSCAFP00000012171
ENSGALP00000002005	ENSCAFP00000013060
ENSGALP00000038058	ENSCAFP00000029373
ENSGALP00000041688	ENSCAFP00000002048
ENSGALP00000011352	ENSCAFP00000015334
ENSGALP00000020735	ENSCAFP00000011102
ENSGALP00000012990	ENSCAFP00000002155
ENSGALP00000006827	ENSCAFP00000028064
ENSGALP00000016151	ENSCAFP00000000610
ENSGALP00000019963	ENSCAFP00000020944
ENSGALP00000031812	ENSCAFP00000020956
ENSGALP00000011468	ENSCAFP00000014069
ENSGALP00000041102	ENSCAFP00000004320
ENSGALP00000042325	ENSCAFP00000009896
ENSGALP00000002160	ENSCAFP00000030088
ENSGALP00000006880	ENSCAFP00000020724
ENSGALP00000042240	ENSCAFP00000023523
ENSGALP00000004485	ENSCAFP00000011408
ENSGALP00000013224	ENSCAFP00000013219
ENSGALP00000002907	ENSCAFP00000020142
ENSGALP00000022309	ENSCAFP00000000054
ENSGALP00000020268	ENSCAFP00000005065
ENSGALP00000019148	ENSCAFP00000018996
ENSGALP00000041252	ENSCAFP00000022718
ENSGALP00000003119	ENSCAFP00000026620
ENSGALP00000043111	ENSCAFP00000006534
ENSGALP00000020074	ENSCAFP00000042453
ENSGALP00000009481	ENSCAFP00000034211
ENSGALP00000034566	ENSCAFP00000014969
ENSGALP00000007854	ENSCAFP00000026282
ENSGALP00000026711	ENSCAFP00000017285
ENSGALP00000002532	ENSCAFP00000031501
ENSGALP00000024171	ENSCAFP00000014369
ENSGALP00000010916	ENSCAFP00000001211
ENSGALP00000018878	ENSCAFP00000001064
ENSGALP00000024233	ENSCAFP00000005799
ENSGALP00000023133	ENSCAFP00000033255
ENSGALP00000019703	ENSCAFP00000017565
