ENSORLP00000017023	ENSGALP00000006197
ENSORLP00000006802	ENSGALP00000014032
ENSORLP00000014794	ENSGALP00000024578
ENSORLP00000025704	ENSGALP00000041026
ENSORLP00000016804	ENSGALP00000024492
ENSORLP00000020495	ENSGALP00000026614
ENSORLP00000004463	ENSGALP00000026614
ENSORLP00000001898	ENSGALP00000010820
ENSORLP00000002852	ENSGALP00000010820
ENSORLP00000012418	ENSGALP00000025153
ENSORLP00000002314	ENSGALP00000007416
ENSORLP00000013655	ENSGALP00000011471
ENSORLP00000009695	ENSGALP00000011471
ENSORLP00000011039	ENSGALP00000011564
ENSORLP00000013594	ENSGALP00000020330
ENSORLP00000001746	ENSGALP00000020330
ENSORLP00000013751	ENSGALP00000017484
ENSORLP00000018419	ENSGALP00000021140
ENSORLP00000009626	ENSGALP00000000913
ENSORLP00000006227	ENSGALP00000013346
ENSORLP00000018520	ENSGALP00000039928
ENSORLP00000022951	ENSGALP00000042401
ENSORLP00000006709	ENSGALP00000021524
ENSORLP00000014225	ENSGALP00000000647
ENSORLP00000008684	ENSGALP00000042428
ENSORLP00000001848	ENSGALP00000024201
ENSORLP00000007519	ENSGALP00000004596
ENSORLP00000007890	ENSGALP00000003023
ENSORLP00000001279	ENSGALP00000003023
ENSORLP00000006490	ENSGALP00000035851
ENSORLP00000018958	ENSGALP00000000989
ENSORLP00000017106	ENSGALP00000007405
ENSORLP00000019301	ENSGALP00000012889
ENSORLP00000020857	ENSGALP00000016685
ENSORLP00000006071	ENSGALP00000017393
ENSORLP00000021275	ENSGALP00000036650
ENSORLP00000024072	ENSGALP00000000907
ENSORLP00000003426	ENSGALP00000015312
ENSORLP00000010362	ENSGALP00000024158
ENSORLP00000019065	ENSGALP00000002045
ENSORLP00000006161	ENSGALP00000040837
ENSORLP00000017146	ENSGALP00000005380
ENSORLP00000000682	ENSGALP00000003041
ENSORLP00000005410	ENSGALP00000025590
ENSORLP00000007880	ENSGALP00000037431
ENSORLP00000011547	ENSGALP00000037431
ENSORLP00000012080	ENSGALP00000004309
ENSORLP00000006382	ENSGALP00000004309
ENSORLP00000018090	ENSGALP00000002441
ENSORLP00000001470	ENSGALP00000039750
ENSORLP00000002249	ENSGALP00000006906
ENSORLP00000001906	ENSGALP00000003568
ENSORLP00000003828	ENSGALP00000014039
ENSORLP00000014075	ENSGALP00000014934
ENSORLP00000015628	ENSGALP00000014934
ENSORLP00000013634	ENSGALP00000018087
ENSORLP00000002078	ENSGALP00000012794
ENSORLP00000010986	ENSGALP00000014939
ENSORLP00000007582	ENSGALP00000000054
ENSORLP00000012126	ENSGALP00000010857
ENSORLP00000017230	ENSGALP00000004997
ENSORLP00000007558	ENSGALP00000041418
ENSORLP00000023702	ENSGALP00000043257
ENSORLP00000007128	ENSGALP00000024446
ENSORLP00000011218	ENSGALP00000006958
ENSORLP00000010369	ENSGALP00000011951
ENSORLP00000022219	ENSGALP00000027258
ENSORLP00000025690	ENSGALP00000012150
ENSORLP00000021373	ENSGALP00000021593
ENSORLP00000005630	ENSGALP00000011883
ENSORLP00000017703	ENSGALP00000000966
ENSORLP00000005737	ENSGALP00000000966
ENSORLP00000022705	ENSGALP00000043063
ENSORLP00000000801	ENSGALP00000018719
ENSORLP00000002927	ENSGALP00000039708
ENSORLP00000012233	ENSGALP00000009443
ENSORLP00000017657	ENSGALP00000026448
ENSORLP00000022142	ENSGALP00000022482
ENSORLP00000017038	ENSGALP00000020617
ENSORLP00000020241	ENSGALP00000012943
ENSORLP00000019789	ENSGALP00000033115
ENSORLP00000024891	ENSGALP00000006470
ENSORLP00000003496	ENSGALP00000028328
ENSORLP00000015655	ENSGALP00000026523
ENSORLP00000015911	ENSGALP00000026488
ENSORLP00000006621	ENSGALP00000040986
ENSORLP00000018702	ENSGALP00000016520
ENSORLP00000018669	ENSGALP00000016520
ENSORLP00000013066	ENSGALP00000011518
ENSORLP00000018689	ENSGALP00000001353
ENSORLP00000009662	ENSGALP00000001353
ENSORLP00000011453	ENSGALP00000020419
ENSORLP00000001919	ENSGALP00000009962
ENSORLP00000002224	ENSGALP00000009962
ENSORLP00000020073	ENSGALP00000026953
ENSORLP00000021696	ENSGALP00000016084
ENSORLP00000019731	ENSGALP00000001263
ENSORLP00000006824	ENSGALP00000025819
ENSORLP00000020125	ENSGALP00000020844
ENSORLP00000015420	ENSGALP00000019093
ENSORLP00000012217	ENSGALP00000019093
ENSORLP00000020074	ENSGALP00000002998
ENSORLP00000020420	ENSGALP00000002998
ENSORLP00000024513	ENSGALP00000018130
ENSORLP00000014855	ENSGALP00000015272
ENSORLP00000022710	ENSGALP00000031999
ENSORLP00000015525	ENSGALP00000031999
ENSORLP00000018637	ENSGALP00000006594
ENSORLP00000010279	ENSGALP00000039903
ENSORLP00000008954	ENSGALP00000039903
ENSORLP00000019750	ENSGALP00000036825
ENSORLP00000007684	ENSGALP00000013524
ENSORLP00000002963	ENSGALP00000013524
ENSORLP00000004099	ENSGALP00000006481
ENSORLP00000006222	ENSGALP00000006481
ENSORLP00000001389	ENSGALP00000011954
ENSORLP00000010232	ENSGALP00000011954
ENSORLP00000011370	ENSGALP00000020106
ENSORLP00000002734	ENSGALP00000021572
ENSORLP00000011249	ENSGALP00000014575
ENSORLP00000021747	ENSGALP00000016479
ENSORLP00000001609	ENSGALP00000038261
ENSORLP00000008141	ENSGALP00000038261
ENSORLP00000019584	ENSGALP00000008014
ENSORLP00000009991	ENSGALP00000004371
ENSORLP00000015517	ENSGALP00000004371
ENSORLP00000002851	ENSGALP00000011666
ENSORLP00000005443	ENSGALP00000011666
ENSORLP00000022293	ENSGALP00000021544
ENSORLP00000013097	ENSGALP00000006760
ENSORLP00000020091	ENSGALP00000028686
ENSORLP00000024151	ENSGALP00000019941
ENSORLP00000004257	ENSGALP00000003793
ENSORLP00000002857	ENSGALP00000041170
ENSORLP00000022070	ENSGALP00000040840
ENSORLP00000016130	ENSGALP00000039011
ENSORLP00000019841	ENSGALP00000021279
ENSORLP00000016934	ENSGALP00000006720
ENSORLP00000009408	ENSGALP00000008918
ENSORLP00000010802	ENSGALP00000011479
ENSORLP00000001127	ENSGALP00000011479
ENSORLP00000020144	ENSGALP00000000880
ENSORLP00000013237	ENSGALP00000006656
ENSORLP00000009397	ENSGALP00000007191
ENSORLP00000001660	ENSGALP00000010997
ENSORLP00000002090	ENSGALP00000017547
ENSORLP00000013500	ENSGALP00000026130
ENSORLP00000019880	ENSGALP00000019398
ENSORLP00000011669	ENSGALP00000010660
ENSORLP00000017962	ENSGALP00000016630
ENSORLP00000019216	ENSGALP00000001257
ENSORLP00000010681	ENSGALP00000025584
ENSORLP00000014785	ENSGALP00000007521
ENSORLP00000025336	ENSGALP00000015861
ENSORLP00000015774	ENSGALP00000009394
ENSORLP00000016815	ENSGALP00000024873
ENSORLP00000012894	ENSGALP00000043137
ENSORLP00000009193	ENSGALP00000038838
ENSORLP00000007106	ENSGALP00000003755
ENSORLP00000004829	ENSGALP00000005317
ENSORLP00000005333	ENSGALP00000020513
ENSORLP00000015292	ENSGALP00000041002
ENSORLP00000012999	ENSGALP00000016270
ENSORLP00000011326	ENSGALP00000008414
ENSORLP00000019947	ENSGALP00000008414
ENSORLP00000006713	ENSGALP00000026458
ENSORLP00000001336	ENSGALP00000002474
ENSORLP00000003334	ENSGALP00000002474
ENSORLP00000019225	ENSGALP00000011818
ENSORLP00000021675	ENSGALP00000043237
ENSORLP00000022796	ENSGALP00000043237
ENSORLP00000005747	ENSGALP00000043047
ENSORLP00000015539	ENSGALP00000038424
ENSORLP00000001779	ENSGALP00000002492
ENSORLP00000011910	ENSGALP00000008020
ENSORLP00000010786	ENSGALP00000008004
ENSORLP00000010767	ENSGALP00000008022
ENSORLP00000002028	ENSGALP00000024871
ENSORLP00000021187	ENSGALP00000043348
ENSORLP00000014836	ENSGALP00000012577
ENSORLP00000005658	ENSGALP00000041996
ENSORLP00000008464	ENSGALP00000000543
ENSORLP00000024197	ENSGALP00000004244
ENSORLP00000017293	ENSGALP00000004244
ENSORLP00000015945	ENSGALP00000043327
ENSORLP00000021570	ENSGALP00000043327
ENSORLP00000012264	ENSGALP00000017568
ENSORLP00000002137	ENSGALP00000017568
ENSORLP00000004627	ENSGALP00000023676
ENSORLP00000014636	ENSGALP00000025008
ENSORLP00000016573	ENSGALP00000043130
ENSORLP00000015652	ENSGALP00000043130
ENSORLP00000024683	ENSGALP00000007751
ENSORLP00000010017	ENSGALP00000007751
ENSORLP00000002054	ENSGALP00000001057
ENSORLP00000019807	ENSGALP00000009666
ENSORLP00000016381	ENSGALP00000020713
ENSORLP00000012267	ENSGALP00000010751
ENSORLP00000016906	ENSGALP00000023532
ENSORLP00000008265	ENSGALP00000040725
ENSORLP00000003763	ENSGALP00000003721
ENSORLP00000006904	ENSGALP00000021028
ENSORLP00000011511	ENSGALP00000021028
ENSORLP00000011969	ENSGALP00000007490
ENSORLP00000010360	ENSGALP00000007490
ENSORLP00000003809	ENSGALP00000011069
ENSORLP00000005593	ENSGALP00000027278
ENSORLP00000005607	ENSGALP00000027323
ENSORLP00000008747	ENSGALP00000023135
ENSORLP00000025345	ENSGALP00000015825
ENSORLP00000014452	ENSGALP00000004006
ENSORLP00000001080	ENSGALP00000038966
ENSORLP00000005698	ENSGALP00000027332
ENSORLP00000022237	ENSGALP00000027332
ENSORLP00000019411	ENSGALP00000023188
ENSORLP00000006716	ENSGALP00000023188
ENSORLP00000002282	ENSGALP00000018212
ENSORLP00000021971	ENSGALP00000037924
ENSORLP00000010036	ENSGALP00000042837
ENSORLP00000000481	ENSGALP00000000050
ENSORLP00000005703	ENSGALP00000022241
ENSORLP00000010560	ENSGALP00000006087
ENSORLP00000024259	ENSGALP00000003352
ENSORLP00000016610	ENSGALP00000035716
ENSORLP00000021008	ENSGALP00000020990
ENSORLP00000002290	ENSGALP00000004941
ENSORLP00000010821	ENSGALP00000031938
ENSORLP00000010805	ENSGALP00000042165
ENSORLP00000009208	ENSGALP00000004542
ENSORLP00000011972	ENSGALP00000011796
ENSORLP00000007015	ENSGALP00000011796
ENSORLP00000007026	ENSGALP00000037883
ENSORLP00000001137	ENSGALP00000012693
ENSORLP00000004939	ENSGALP00000003422
ENSORLP00000002192	ENSGALP00000011046
ENSORLP00000002239	ENSGALP00000011046
ENSORLP00000014571	ENSGALP00000002212
ENSORLP00000001797	ENSGALP00000016260
ENSORLP00000001797	ENSGALP00000042446
ENSORLP00000017748	ENSGALP00000008374
ENSORLP00000004795	ENSGALP00000008374
ENSORLP00000007441	ENSGALP00000041169
ENSORLP00000004735	ENSGALP00000041169
ENSORLP00000018332	ENSGALP00000011515
ENSORLP00000011075	ENSGALP00000011515
ENSORLP00000002150	ENSGALP00000012941
ENSORLP00000025760	ENSGALP00000020559
ENSORLP00000025289	ENSGALP00000015254
ENSORLP00000013575	ENSGALP00000027816
ENSORLP00000022520	ENSGALP00000042661
ENSORLP00000017047	ENSGALP00000006181
ENSORLP00000009745	ENSGALP00000042961
ENSORLP00000023914	ENSGALP00000012597
ENSORLP00000008310	ENSGALP00000021996
ENSORLP00000006019	ENSGALP00000021996
ENSORLP00000015751	ENSGALP00000021086
ENSORLP00000005311	ENSGALP00000041394
ENSORLP00000010629	ENSGALP00000041394
ENSORLP00000011272	ENSGALP00000026167
ENSORLP00000001595	ENSGALP00000010962
ENSORLP00000015132	ENSGALP00000022291
ENSORLP00000006845	ENSGALP00000022754
ENSORLP00000006727	ENSGALP00000022754
ENSORLP00000019030	ENSGALP00000007850
ENSORLP00000015043	ENSGALP00000007715
ENSORLP00000000569	ENSGALP00000007715
ENSORLP00000020129	ENSGALP00000005610
ENSORLP00000024457	ENSGALP00000009224
ENSORLP00000007047	ENSGALP00000009224
ENSORLP00000017692	ENSGALP00000036964
ENSORLP00000011457	ENSGALP00000015862
ENSORLP00000017081	ENSGALP00000012273
ENSORLP00000021568	ENSGALP00000004297
ENSORLP00000015804	ENSGALP00000012905
ENSORLP00000008388	ENSGALP00000020906
ENSORLP00000007849	ENSGALP00000000569
ENSORLP00000025083	ENSGALP00000034660
ENSORLP00000018384	ENSGALP00000017301
ENSORLP00000000838	ENSGALP00000043059
ENSORLP00000009659	ENSGALP00000020866
ENSORLP00000012078	ENSGALP00000021146
ENSORLP00000021398	ENSGALP00000010799
ENSORLP00000001288	ENSGALP00000009711
ENSORLP00000012787	ENSGALP00000026026
ENSORLP00000022381	ENSGALP00000021520
ENSORLP00000022192	ENSGALP00000021520
ENSORLP00000015240	ENSGALP00000014662
ENSORLP00000001188	ENSGALP00000014662
ENSORLP00000005201	ENSGALP00000039195
ENSORLP00000000793	ENSGALP00000003746
ENSORLP00000006534	ENSGALP00000003746
ENSORLP00000014722	ENSGALP00000004669
ENSORLP00000003972	ENSGALP00000016898
ENSORLP00000018232	ENSGALP00000018320
ENSORLP00000010942	ENSGALP00000003589
ENSORLP00000022569	ENSGALP00000013851
ENSORLP00000020944	ENSGALP00000013851
ENSORLP00000024509	ENSGALP00000019752
ENSORLP00000001634	ENSGALP00000023617
ENSORLP00000011018	ENSGALP00000024648
ENSORLP00000021663	ENSGALP00000016562
ENSORLP00000025664	ENSGALP00000041025
ENSORLP00000006004	ENSGALP00000002894
ENSORLP00000013096	ENSGALP00000008428
ENSORLP00000001750	ENSGALP00000020334
ENSORLP00000013533	ENSGALP00000020334
ENSORLP00000023168	ENSGALP00000037713
ENSORLP00000010003	ENSGALP00000037713
ENSORLP00000006195	ENSGALP00000022114
ENSORLP00000010609	ENSGALP00000040847
ENSORLP00000015917	ENSGALP00000041118
ENSORLP00000006469	ENSGALP00000037008
ENSORLP00000009463	ENSGALP00000002658
ENSORLP00000011420	ENSGALP00000015856
ENSORLP00000020116	ENSGALP00000021257
ENSORLP00000009354	ENSGALP00000008874
ENSORLP00000020290	ENSGALP00000030734
ENSORLP00000006397	ENSGALP00000038622
ENSORLP00000009036	ENSGALP00000003863
ENSORLP00000003124	ENSGALP00000019501
ENSORLP00000017655	ENSGALP00000019501
ENSORLP00000024816	ENSGALP00000030752
ENSORLP00000003190	ENSGALP00000014463
ENSORLP00000014918	ENSGALP00000007007
ENSORLP00000019774	ENSGALP00000033238
ENSORLP00000012354	ENSGALP00000009778
ENSORLP00000018582	ENSGALP00000009778
ENSORLP00000007868	ENSGALP00000037432
ENSORLP00000003051	ENSGALP00000043097
ENSORLP00000012213	ENSGALP00000015533
ENSORLP00000002992	ENSGALP00000041983
ENSORLP00000013932	ENSGALP00000041983
ENSORLP00000014113	ENSGALP00000008215
ENSORLP00000017197	ENSGALP00000021197
ENSORLP00000011063	ENSGALP00000008673
ENSORLP00000010199	ENSGALP00000034485
ENSORLP00000007400	ENSGALP00000034485
ENSORLP00000015060	ENSGALP00000007633
ENSORLP00000015860	ENSGALP00000042987
ENSORLP00000022015	ENSGALP00000030668
ENSORLP00000011311	ENSGALP00000026161
ENSORLP00000018996	ENSGALP00000001777
ENSORLP00000024750	ENSGALP00000042317
ENSORLP00000003751	ENSGALP00000027410
ENSORLP00000012663	ENSGALP00000001856
ENSORLP00000017303	ENSGALP00000009538
ENSORLP00000000369	ENSGALP00000023280
ENSORLP00000014171	ENSGALP00000027310
ENSORLP00000006807	ENSGALP00000021981
ENSORLP00000009153	ENSGALP00000041132
ENSORLP00000014427	ENSGALP00000041132
ENSORLP00000007219	ENSGALP00000037144
ENSORLP00000003585	ENSGALP00000005064
ENSORLP00000011852	ENSGALP00000010582
ENSORLP00000004070	ENSGALP00000035090
ENSORLP00000004145	ENSGALP00000007115
ENSORLP00000011924	ENSGALP00000013846
ENSORLP00000018019	ENSGALP00000034996
ENSORLP00000020123	ENSGALP00000013762
ENSORLP00000012893	ENSGALP00000017413
ENSORLP00000009078	ENSGALP00000012858
ENSORLP00000000437	ENSGALP00000001121
ENSORLP00000004868	ENSGALP00000001121
ENSORLP00000013974	ENSGALP00000010712
ENSORLP00000014580	ENSGALP00000013880
ENSORLP00000020090	ENSGALP00000026941
ENSORLP00000022489	ENSGALP00000016588
ENSORLP00000001142	ENSGALP00000010354
ENSORLP00000007669	ENSGALP00000013168
ENSORLP00000013712	ENSGALP00000013992
ENSORLP00000024716	ENSGALP00000041046
ENSORLP00000022750	ENSGALP00000020070
ENSORLP00000019967	ENSGALP00000019644
ENSORLP00000008343	ENSGALP00000011213
ENSORLP00000008320	ENSGALP00000021545
ENSORLP00000011951	ENSGALP00000043034
ENSORLP00000020772	ENSGALP00000043034
ENSORLP00000003346	ENSGALP00000007901
ENSORLP00000000509	ENSGALP00000004663
ENSORLP00000016484	ENSGALP00000036794
ENSORLP00000008394	ENSGALP00000038108
ENSORLP00000018568	ENSGALP00000003890
ENSORLP00000010918	ENSGALP00000029456
ENSORLP00000024271	ENSGALP00000003426
ENSORLP00000000992	ENSGALP00000007346
ENSORLP00000010383	ENSGALP00000025048
ENSORLP00000006985	ENSGALP00000038215
ENSORLP00000003688	ENSGALP00000038215
ENSORLP00000009021	ENSGALP00000002157
ENSORLP00000002163	ENSGALP00000010376
ENSORLP00000017762	ENSGALP00000019666
ENSORLP00000000122	ENSGALP00000037012
ENSORLP00000004712	ENSGALP00000009931
ENSORLP00000024493	ENSGALP00000009931
ENSORLP00000020916	ENSGALP00000020469
ENSORLP00000009460	ENSGALP00000035213
ENSORLP00000020893	ENSGALP00000020464
ENSORLP00000003236	ENSGALP00000003114
ENSORLP00000007003	ENSGALP00000019925
ENSORLP00000009817	ENSGALP00000019925
ENSORLP00000015116	ENSGALP00000041576
ENSORLP00000022723	ENSGALP00000041576
ENSORLP00000013458	ENSGALP00000017342
ENSORLP00000015802	ENSGALP00000026544
ENSORLP00000013242	ENSGALP00000017899
ENSORLP00000022261	ENSGALP00000016346
ENSORLP00000016215	ENSGALP00000017228
ENSORLP00000019254	ENSGALP00000017228
ENSORLP00000005355	ENSGALP00000041755
ENSORLP00000003999	ENSGALP00000004428
ENSORLP00000005748	ENSGALP00000004428
ENSORLP00000000398	ENSGALP00000003257
ENSORLP00000001564	ENSGALP00000006304
ENSORLP00000018931	ENSGALP00000003315
ENSORLP00000010592	ENSGALP00000000791
ENSORLP00000007509	ENSGALP00000019877
ENSORLP00000013408	ENSGALP00000017185
ENSORLP00000017840	ENSGALP00000017185
ENSORLP00000012765	ENSGALP00000014797
ENSORLP00000008886	ENSGALP00000017724
ENSORLP00000004879	ENSGALP00000017724
ENSORLP00000009045	ENSGALP00000011862
ENSORLP00000006453	ENSGALP00000011860
ENSORLP00000009056	ENSGALP00000011964
ENSORLP00000006553	ENSGALP00000009792
ENSORLP00000025047	ENSGALP00000015407
ENSORLP00000001312	ENSGALP00000039237
ENSORLP00000013412	ENSGALP00000020367
ENSORLP00000002895	ENSGALP00000002025
ENSORLP00000022917	ENSGALP00000002025
ENSORLP00000010944	ENSGALP00000024780
ENSORLP00000010937	ENSGALP00000024779
ENSORLP00000007650	ENSGALP00000012648
ENSORLP00000012577	ENSGALP00000022184
ENSORLP00000025766	ENSGALP00000022184
ENSORLP00000002416	ENSGALP00000023949
ENSORLP00000012265	ENSGALP00000023949
ENSORLP00000005427	ENSGALP00000002105
ENSORLP00000002929	ENSGALP00000042868
ENSORLP00000000370	ENSGALP00000042296
ENSORLP00000002033	ENSGALP00000010505
ENSORLP00000019103	ENSGALP00000036122
ENSORLP00000022259	ENSGALP00000017695
ENSORLP00000019694	ENSGALP00000027889
ENSORLP00000019813	ENSGALP00000027889
ENSORLP00000024965	ENSGALP00000041686
ENSORLP00000000629	ENSGALP00000039479
ENSORLP00000001396	ENSGALP00000002242
ENSORLP00000010761	ENSGALP00000037458
ENSORLP00000014719	ENSGALP00000010392
ENSORLP00000021575	ENSGALP00000020897
ENSORLP00000015927	ENSGALP00000020897
ENSORLP00000022814	ENSGALP00000009229
ENSORLP00000011696	ENSGALP00000034376
ENSORLP00000017686	ENSGALP00000005336
ENSORLP00000014916	ENSGALP00000027423
ENSORLP00000021296	ENSGALP00000041106
ENSORLP00000012231	ENSGALP00000026271
ENSORLP00000009038	ENSGALP00000041586
ENSORLP00000017271	ENSGALP00000005662
ENSORLP00000019037	ENSGALP00000005662
ENSORLP00000025770	ENSGALP00000007421
ENSORLP00000005786	ENSGALP00000023707
ENSORLP00000025509	ENSGALP00000036878
ENSORLP00000003808	ENSGALP00000018955
ENSORLP00000012371	ENSGALP00000031005
ENSORLP00000013080	ENSGALP00000006747
ENSORLP00000001534	ENSGALP00000022571
ENSORLP00000020084	ENSGALP00000022571
ENSORLP00000011957	ENSGALP00000009512
ENSORLP00000008303	ENSGALP00000033702
ENSORLP00000003030	ENSGALP00000015084
ENSORLP00000014239	ENSGALP00000004956
ENSORLP00000011124	ENSGALP00000004956
ENSORLP00000015592	ENSGALP00000001020
ENSORLP00000002900	ENSGALP00000001020
ENSORLP00000015090	ENSGALP00000016539
ENSORLP00000025146	ENSGALP00000014306
ENSORLP00000015111	ENSGALP00000012767
ENSORLP00000001176	ENSGALP00000012767
ENSORLP00000010879	ENSGALP00000025353
ENSORLP00000016829	ENSGALP00000004169
ENSORLP00000011550	ENSGALP00000029598
ENSORLP00000011206	ENSGALP00000014431
ENSORLP00000016362	ENSGALP00000008410
ENSORLP00000022227	ENSGALP00000008410
ENSORLP00000005606	ENSGALP00000019747
ENSORLP00000014962	ENSGALP00000008429
ENSORLP00000011730	ENSGALP00000008429
ENSORLP00000022250	ENSGALP00000008377
ENSORLP00000016315	ENSGALP00000008377
ENSORLP00000023740	ENSGALP00000010609
ENSORLP00000007394	ENSGALP00000010609
ENSORLP00000020808	ENSGALP00000008360
ENSORLP00000016491	ENSGALP00000042964
ENSORLP00000008889	ENSGALP00000018272
ENSORLP00000009481	ENSGALP00000041802
ENSORLP00000022048	ENSGALP00000009064
ENSORLP00000022040	ENSGALP00000008782
ENSORLP00000007099	ENSGALP00000030808
ENSORLP00000018105	ENSGALP00000004138
ENSORLP00000000113	ENSGALP00000004138
ENSORLP00000007912	ENSGALP00000043179
ENSORLP00000012480	ENSGALP00000011287
ENSORLP00000014489	ENSGALP00000007580
ENSORLP00000016980	ENSGALP00000039406
ENSORLP00000001667	ENSGALP00000039406
ENSORLP00000019763	ENSGALP00000019423
ENSORLP00000003454	ENSGALP00000000498
ENSORLP00000003270	ENSGALP00000030861
ENSORLP00000005206	ENSGALP00000041465
ENSORLP00000021027	ENSGALP00000036388
ENSORLP00000003604	ENSGALP00000027414
ENSORLP00000015139	ENSGALP00000023640
ENSORLP00000007710	ENSGALP00000023640
ENSORLP00000023359	ENSGALP00000005883
ENSORLP00000003003	ENSGALP00000008847
ENSORLP00000010799	ENSGALP00000011690
ENSORLP00000009959	ENSGALP00000015730
ENSORLP00000016248	ENSGALP00000012212
ENSORLP00000023752	ENSGALP00000007291
ENSORLP00000009951	ENSGALP00000042536
ENSORLP00000021953	ENSGALP00000037899
ENSORLP00000025197	ENSGALP00000042820
ENSORLP00000016617	ENSGALP00000002005
ENSORLP00000023766	ENSGALP00000011352
ENSORLP00000001160	ENSGALP00000011352
ENSORLP00000008620	ENSGALP00000001477
ENSORLP00000011640	ENSGALP00000020735
ENSORLP00000018042	ENSGALP00000012990
ENSORLP00000013590	ENSGALP00000012990
ENSORLP00000010259	ENSGALP00000006827
ENSORLP00000021652	ENSGALP00000016151
ENSORLP00000016134	ENSGALP00000019963
ENSORLP00000014607	ENSGALP00000019963
ENSORLP00000016060	ENSGALP00000031812
ENSORLP00000016070	ENSGALP00000013895
ENSORLP00000005932	ENSGALP00000011468
ENSORLP00000010023	ENSGALP00000040784
ENSORLP00000022737	ENSGALP00000042325
ENSORLP00000013912	ENSGALP00000042325
ENSORLP00000009212	ENSGALP00000006880
ENSORLP00000002264	ENSGALP00000042240
ENSORLP00000006141	ENSGALP00000027098
ENSORLP00000014603	ENSGALP00000004485
ENSORLP00000016456	ENSGALP00000013224
ENSORLP00000011021	ENSGALP00000021892
ENSORLP00000015726	ENSGALP00000022309
ENSORLP00000009119	ENSGALP00000020268
ENSORLP00000001825	ENSGALP00000013574
ENSORLP00000002111	ENSGALP00000011689
