ENSTNIP00000006282	ENSACAP00000008923
ENSTNIP00000019447	ENSACAP00000016770
ENSTNIP00000020550	ENSACAP00000016770
ENSTNIP00000022199	ENSACAP00000018581
ENSTNIP00000021419	ENSACAP00000015165
ENSTNIP00000009246	ENSACAP00000004032
ENSTNIP00000007531	ENSACAP00000004032
ENSTNIP00000007314	ENSACAP00000014071
ENSTNIP00000009990	ENSACAP00000017518
ENSTNIP00000013151	ENSACAP00000023484
ENSTNIP00000000458	ENSACAP00000023484
ENSTNIP00000022893	ENSACAP00000017302
ENSTNIP00000016542	ENSACAP00000017302
ENSTNIP00000000562	ENSACAP00000019130
ENSTNIP00000021003	ENSACAP00000004472
ENSTNIP00000010451	ENSACAP00000005533
ENSTNIP00000016925	ENSACAP00000013777
ENSTNIP00000002508	ENSACAP00000007263
ENSTNIP00000006397	ENSACAP00000017684
ENSTNIP00000014662	ENSACAP00000017684
ENSTNIP00000014612	ENSACAP00000000016
ENSTNIP00000012056	ENSACAP00000000016
ENSTNIP00000017908	ENSACAP00000003626
ENSTNIP00000021433	ENSACAP00000014412
ENSTNIP00000010406	ENSACAP00000008619
ENSTNIP00000010716	ENSACAP00000006501
ENSTNIP00000005629	ENSACAP00000014588
ENSTNIP00000014758	ENSACAP00000006358
ENSTNIP00000008284	ENSACAP00000005378
ENSTNIP00000001603	ENSACAP00000009502
ENSTNIP00000014453	ENSACAP00000009299
ENSTNIP00000022281	ENSACAP00000012443
ENSTNIP00000015441	ENSACAP00000010942
ENSTNIP00000008878	ENSACAP00000016771
ENSTNIP00000000153	ENSACAP00000005831
ENSTNIP00000015715	ENSACAP00000005395
ENSTNIP00000021418	ENSACAP00000012787
ENSTNIP00000021869	ENSACAP00000006622
ENSTNIP00000013261	ENSACAP00000004616
ENSTNIP00000021575	ENSACAP00000005570
ENSTNIP00000022026	ENSACAP00000007710
ENSTNIP00000014449	ENSACAP00000007710
ENSTNIP00000020648	ENSACAP00000015359
ENSTNIP00000000768	ENSACAP00000015359
ENSTNIP00000014914	ENSACAP00000001785
ENSTNIP00000002427	ENSACAP00000001903
ENSTNIP00000005078	ENSACAP00000014707
ENSTNIP00000016749	ENSACAP00000004454
ENSTNIP00000016514	ENSACAP00000009774
ENSTNIP00000005590	ENSACAP00000004067
ENSTNIP00000005524	ENSACAP00000015465
ENSTNIP00000002116	ENSACAP00000003812
ENSTNIP00000014190	ENSACAP00000003812
ENSTNIP00000013314	ENSACAP00000001181
ENSTNIP00000010302	ENSACAP00000010019
ENSTNIP00000019791	ENSACAP00000010019
ENSTNIP00000013250	ENSACAP00000021524
ENSTNIP00000002373	ENSACAP00000008378
ENSTNIP00000015020	ENSACAP00000016733
ENSTNIP00000013406	ENSACAP00000004233
ENSTNIP00000022119	ENSACAP00000003644
ENSTNIP00000017531	ENSACAP00000002509
ENSTNIP00000019443	ENSACAP00000002509
ENSTNIP00000021743	ENSACAP00000008443
ENSTNIP00000004409	ENSACAP00000003850
ENSTNIP00000007608	ENSACAP00000003850
ENSTNIP00000022183	ENSACAP00000003641
ENSTNIP00000014586	ENSACAP00000003641
ENSTNIP00000011725	ENSACAP00000004598
ENSTNIP00000013528	ENSACAP00000004598
ENSTNIP00000005835	ENSACAP00000014878
ENSTNIP00000008517	ENSACAP00000014878
ENSTNIP00000003039	ENSACAP00000007062
ENSTNIP00000018025	ENSACAP00000003252
ENSTNIP00000012348	ENSACAP00000012065
ENSTNIP00000022741	ENSACAP00000011501
ENSTNIP00000014490	ENSACAP00000010116
ENSTNIP00000020730	ENSACAP00000018417
ENSTNIP00000016074	ENSACAP00000010233
ENSTNIP00000015863	ENSACAP00000012119
ENSTNIP00000013177	ENSACAP00000003250
ENSTNIP00000010605	ENSACAP00000003250
ENSTNIP00000010239	ENSACAP00000015361
ENSTNIP00000008969	ENSACAP00000017318
ENSTNIP00000019095	ENSACAP00000017318
ENSTNIP00000020646	ENSACAP00000005680
ENSTNIP00000009122	ENSACAP00000001149
ENSTNIP00000002628	ENSACAP00000017283
ENSTNIP00000014669	ENSACAP00000017283
ENSTNIP00000021808	ENSACAP00000009487
ENSTNIP00000004969	ENSACAP00000014626
ENSTNIP00000003656	ENSACAP00000014626
ENSTNIP00000014873	ENSACAP00000019442
ENSTNIP00000008837	ENSACAP00000016204
ENSTNIP00000022644	ENSACAP00000016204
ENSTNIP00000015107	ENSACAP00000012256
ENSTNIP00000003964	ENSACAP00000004553
ENSTNIP00000007085	ENSACAP00000008572
ENSTNIP00000010373	ENSACAP00000002277
ENSTNIP00000013270	ENSACAP00000002277
ENSTNIP00000019392	ENSACAP00000010148
ENSTNIP00000009975	ENSACAP00000001554
ENSTNIP00000009283	ENSACAP00000008995
ENSTNIP00000016135	ENSACAP00000004258
ENSTNIP00000020019	ENSACAP00000002700
ENSTNIP00000007110	ENSACAP00000016574
ENSTNIP00000006678	ENSACAP00000003905
ENSTNIP00000012926	ENSACAP00000004434
ENSTNIP00000009120	ENSACAP00000003325
ENSTNIP00000017202	ENSACAP00000014184
ENSTNIP00000001929	ENSACAP00000008279
ENSTNIP00000011828	ENSACAP00000009510
ENSTNIP00000019439	ENSACAP00000008165
ENSTNIP00000013421	ENSACAP00000016699
ENSTNIP00000005730	ENSACAP00000002161
ENSTNIP00000022136	ENSACAP00000022810
ENSTNIP00000016780	ENSACAP00000010447
ENSTNIP00000006869	ENSACAP00000022239
ENSTNIP00000011449	ENSACAP00000021769
ENSTNIP00000020377	ENSACAP00000000556
ENSTNIP00000021892	ENSACAP00000009534
ENSTNIP00000015746	ENSACAP00000009371
ENSTNIP00000017938	ENSACAP00000005225
ENSTNIP00000022556	ENSACAP00000003613
ENSTNIP00000017216	ENSACAP00000017248
ENSTNIP00000011201	ENSACAP00000017248
ENSTNIP00000008872	ENSACAP00000003770
ENSTNIP00000009917	ENSACAP00000015461
ENSTNIP00000019370	ENSACAP00000014004
ENSTNIP00000009928	ENSACAP00000006882
ENSTNIP00000016051	ENSACAP00000011470
ENSTNIP00000004938	ENSACAP00000012605
ENSTNIP00000011520	ENSACAP00000009926
ENSTNIP00000007602	ENSACAP00000010358
ENSTNIP00000021085	ENSACAP00000013978
ENSTNIP00000014990	ENSACAP00000001615
ENSTNIP00000016088	ENSACAP00000022434
ENSTNIP00000007024	ENSACAP00000007468
ENSTNIP00000019500	ENSACAP00000001275
ENSTNIP00000001533	ENSACAP00000009251
ENSTNIP00000014216	ENSACAP00000015805
ENSTNIP00000017282	ENSACAP00000012841
ENSTNIP00000010566	ENSACAP00000007928
ENSTNIP00000006893	ENSACAP00000001262
ENSTNIP00000007487	ENSACAP00000004633
ENSTNIP00000011414	ENSACAP00000012272
ENSTNIP00000009058	ENSACAP00000013677
ENSTNIP00000012981	ENSACAP00000007253
ENSTNIP00000006605	ENSACAP00000000528
ENSTNIP00000006889	ENSACAP00000017309
ENSTNIP00000014385	ENSACAP00000016128
ENSTNIP00000019842	ENSACAP00000018106
ENSTNIP00000019271	ENSACAP00000000215
ENSTNIP00000018982	ENSACAP00000010094
ENSTNIP00000014430	ENSACAP00000019488
ENSTNIP00000011429	ENSACAP00000004748
ENSTNIP00000014691	ENSACAP00000004748
ENSTNIP00000000103	ENSACAP00000007213
ENSTNIP00000016362	ENSACAP00000013581
ENSTNIP00000019458	ENSACAP00000016129
ENSTNIP00000009714	ENSACAP00000020677
ENSTNIP00000006244	ENSACAP00000002494
ENSTNIP00000017619	ENSACAP00000002213
ENSTNIP00000019605	ENSACAP00000000917
ENSTNIP00000020479	ENSACAP00000006372
ENSTNIP00000015842	ENSACAP00000015058
ENSTNIP00000008489	ENSACAP00000001945
ENSTNIP00000004349	ENSACAP00000002162
ENSTNIP00000000867	ENSACAP00000006147
ENSTNIP00000005860	ENSACAP00000006147
ENSTNIP00000014294	ENSACAP00000009746
ENSTNIP00000021536	ENSACAP00000003674
ENSTNIP00000016790	ENSACAP00000010207
ENSTNIP00000011851	ENSACAP00000016085
ENSTNIP00000008917	ENSACAP00000014549
ENSTNIP00000002785	ENSACAP00000000859
ENSTNIP00000009842	ENSACAP00000004892
ENSTNIP00000015531	ENSACAP00000015105
ENSTNIP00000006524	ENSACAP00000010631
ENSTNIP00000009743	ENSACAP00000015469
ENSTNIP00000021285	ENSACAP00000002153
ENSTNIP00000010173	ENSACAP00000013721
ENSTNIP00000008100	ENSACAP00000015637
ENSTNIP00000020798	ENSACAP00000018648
ENSTNIP00000017544	ENSACAP00000007944
ENSTNIP00000011386	ENSACAP00000014841
ENSTNIP00000021022	ENSACAP00000014221
ENSTNIP00000008200	ENSACAP00000004680
ENSTNIP00000014593	ENSACAP00000010885
ENSTNIP00000003338	ENSACAP00000017745
ENSTNIP00000015376	ENSACAP00000017745
ENSTNIP00000017653	ENSACAP00000011022
ENSTNIP00000017773	ENSACAP00000011022
ENSTNIP00000007167	ENSACAP00000004352
ENSTNIP00000007665	ENSACAP00000004352
ENSTNIP00000017067	ENSACAP00000015422
ENSTNIP00000018128	ENSACAP00000020042
ENSTNIP00000016210	ENSACAP00000000446
ENSTNIP00000007778	ENSACAP00000006698
ENSTNIP00000010788	ENSACAP00000009287
ENSTNIP00000014622	ENSACAP00000014137
ENSTNIP00000015814	ENSACAP00000017220
ENSTNIP00000022134	ENSACAP00000017220
ENSTNIP00000016726	ENSACAP00000010848
ENSTNIP00000017667	ENSACAP00000012453
ENSTNIP00000018186	ENSACAP00000012453
ENSTNIP00000014723	ENSACAP00000003470
ENSTNIP00000009091	ENSACAP00000017056
ENSTNIP00000019859	ENSACAP00000010551
ENSTNIP00000011255	ENSACAP00000006672
ENSTNIP00000014993	ENSACAP00000012011
ENSTNIP00000008683	ENSACAP00000003429
ENSTNIP00000020445	ENSACAP00000006893
ENSTNIP00000007990	ENSACAP00000003113
ENSTNIP00000022539	ENSACAP00000001774
ENSTNIP00000008925	ENSACAP00000000228
ENSTNIP00000006967	ENSACAP00000018619
ENSTNIP00000010993	ENSACAP00000010263
ENSTNIP00000018475	ENSACAP00000016200
ENSTNIP00000022756	ENSACAP00000007693
ENSTNIP00000000590	ENSACAP00000006241
ENSTNIP00000002920	ENSACAP00000006241
ENSTNIP00000012396	ENSACAP00000019590
ENSTNIP00000019805	ENSACAP00000008118
ENSTNIP00000009482	ENSACAP00000018909
ENSTNIP00000000827	ENSACAP00000004046
ENSTNIP00000007910	ENSACAP00000004046
ENSTNIP00000017056	ENSACAP00000016525
ENSTNIP00000012651	ENSACAP00000016525
ENSTNIP00000015036	ENSACAP00000001481
ENSTNIP00000017055	ENSACAP00000016508
ENSTNIP00000010911	ENSACAP00000015881
ENSTNIP00000022528	ENSACAP00000017613
ENSTNIP00000019765	ENSACAP00000001582
ENSTNIP00000012903	ENSACAP00000008396
ENSTNIP00000019416	ENSACAP00000010101
ENSTNIP00000014976	ENSACAP00000002340
ENSTNIP00000013003	ENSACAP00000016283
ENSTNIP00000012801	ENSACAP00000004985
ENSTNIP00000019352	ENSACAP00000004985
ENSTNIP00000022715	ENSACAP00000011395
ENSTNIP00000020950	ENSACAP00000008180
ENSTNIP00000014588	ENSACAP00000012793
ENSTNIP00000005923	ENSACAP00000012793
ENSTNIP00000022672	ENSACAP00000011542
ENSTNIP00000023117	ENSACAP00000005000
ENSTNIP00000010662	ENSACAP00000005000
ENSTNIP00000014714	ENSACAP00000014232
ENSTNIP00000010998	ENSACAP00000011306
ENSTNIP00000009051	ENSACAP00000007271
ENSTNIP00000005789	ENSACAP00000007271
ENSTNIP00000020228	ENSACAP00000004120
ENSTNIP00000013889	ENSACAP00000000946
ENSTNIP00000012506	ENSACAP00000008366
ENSTNIP00000015410	ENSACAP00000016628
ENSTNIP00000009197	ENSACAP00000011426
ENSTNIP00000016588	ENSACAP00000000716
ENSTNIP00000010430	ENSACAP00000006115
ENSTNIP00000008851	ENSACAP00000012364
ENSTNIP00000017807	ENSACAP00000006994
ENSTNIP00000017701	ENSACAP00000006994
ENSTNIP00000001171	ENSACAP00000005348
ENSTNIP00000014171	ENSACAP00000001609
ENSTNIP00000016622	ENSACAP00000007493
ENSTNIP00000010506	ENSACAP00000004030
ENSTNIP00000021573	ENSACAP00000002203
ENSTNIP00000010889	ENSACAP00000011726
ENSTNIP00000007499	ENSACAP00000006187
ENSTNIP00000015570	ENSACAP00000016272
ENSTNIP00000006475	ENSACAP00000010952
ENSTNIP00000007887	ENSACAP00000012109
ENSTNIP00000018275	ENSACAP00000002099
ENSTNIP00000019016	ENSACAP00000017722
ENSTNIP00000015371	ENSACAP00000007827
ENSTNIP00000017306	ENSACAP00000001842
ENSTNIP00000018917	ENSACAP00000015391
ENSTNIP00000017155	ENSACAP00000012961
ENSTNIP00000021404	ENSACAP00000007008
ENSTNIP00000020717	ENSACAP00000014648
ENSTNIP00000021513	ENSACAP00000014648
ENSTNIP00000017627	ENSACAP00000011811
ENSTNIP00000014058	ENSACAP00000011811
ENSTNIP00000019106	ENSACAP00000012764
ENSTNIP00000015651	ENSACAP00000012764
ENSTNIP00000011639	ENSACAP00000012440
ENSTNIP00000009715	ENSACAP00000012440
ENSTNIP00000006055	ENSACAP00000012260
ENSTNIP00000000024	ENSACAP00000003983
ENSTNIP00000020391	ENSACAP00000000137
ENSTNIP00000008270	ENSACAP00000017270
ENSTNIP00000001270	ENSACAP00000012726
ENSTNIP00000020154	ENSACAP00000003494
ENSTNIP00000019513	ENSACAP00000016206
ENSTNIP00000020578	ENSACAP00000016206
ENSTNIP00000015011	ENSACAP00000005660
ENSTNIP00000008801	ENSACAP00000005660
ENSTNIP00000017249	ENSACAP00000006326
ENSTNIP00000012674	ENSACAP00000023446
ENSTNIP00000014478	ENSACAP00000017195
ENSTNIP00000021041	ENSACAP00000003010
ENSTNIP00000022057	ENSACAP00000009735
ENSTNIP00000012420	ENSACAP00000009972
ENSTNIP00000017127	ENSACAP00000009757
ENSTNIP00000016570	ENSACAP00000011156
ENSTNIP00000013301	ENSACAP00000013182
ENSTNIP00000003491	ENSACAP00000013182
ENSTNIP00000011267	ENSACAP00000009702
ENSTNIP00000006300	ENSACAP00000022983
ENSTNIP00000003464	ENSACAP00000012654
ENSTNIP00000012880	ENSACAP00000012654
ENSTNIP00000014737	ENSACAP00000000480
ENSTNIP00000012823	ENSACAP00000017320
ENSTNIP00000019364	ENSACAP00000017320
ENSTNIP00000015738	ENSACAP00000004655
ENSTNIP00000017024	ENSACAP00000020858
ENSTNIP00000006019	ENSACAP00000015533
ENSTNIP00000021840	ENSACAP00000002658
ENSTNIP00000013442	ENSACAP00000015401
ENSTNIP00000006124	ENSACAP00000005339
ENSTNIP00000009473	ENSACAP00000011758
ENSTNIP00000010354	ENSACAP00000008865
ENSTNIP00000019797	ENSACAP00000008865
ENSTNIP00000016067	ENSACAP00000004650
ENSTNIP00000008323	ENSACAP00000013951
ENSTNIP00000022413	ENSACAP00000000031
ENSTNIP00000006319	ENSACAP00000008932
ENSTNIP00000001301	ENSACAP00000002798
ENSTNIP00000019508	ENSACAP00000005010
ENSTNIP00000002311	ENSACAP00000002019
ENSTNIP00000019466	ENSACAP00000001862
ENSTNIP00000017878	ENSACAP00000007642
ENSTNIP00000017976	ENSACAP00000007457
ENSTNIP00000009717	ENSACAP00000011398
ENSTNIP00000019028	ENSACAP00000015247
ENSTNIP00000003305	ENSACAP00000006205
ENSTNIP00000016056	ENSACAP00000002476
ENSTNIP00000010141	ENSACAP00000012310
ENSTNIP00000017788	ENSACAP00000012310
ENSTNIP00000011574	ENSACAP00000000827
ENSTNIP00000012327	ENSACAP00000000240
ENSTNIP00000006310	ENSACAP00000006085
ENSTNIP00000007623	ENSACAP00000014506
ENSTNIP00000003361	ENSACAP00000009626
ENSTNIP00000022493	ENSACAP00000008075
ENSTNIP00000022332	ENSACAP00000008075
ENSTNIP00000005845	ENSACAP00000022594
ENSTNIP00000001895	ENSACAP00000016952
ENSTNIP00000000402	ENSACAP00000006877
ENSTNIP00000012999	ENSACAP00000006877
ENSTNIP00000020790	ENSACAP00000001546
ENSTNIP00000018281	ENSACAP00000001546
ENSTNIP00000013858	ENSACAP00000004595
ENSTNIP00000015453	ENSACAP00000004595
ENSTNIP00000009933	ENSACAP00000006565
ENSTNIP00000008798	ENSACAP00000006565
ENSTNIP00000018935	ENSACAP00000009685
ENSTNIP00000011966	ENSACAP00000009685
ENSTNIP00000012037	ENSACAP00000001721
ENSTNIP00000016081	ENSACAP00000001721
ENSTNIP00000005398	ENSACAP00000005397
ENSTNIP00000022271	ENSACAP00000009375
ENSTNIP00000003891	ENSACAP00000008654
ENSTNIP00000012011	ENSACAP00000008654
ENSTNIP00000020407	ENSACAP00000016996
ENSTNIP00000017822	ENSACAP00000019472
ENSTNIP00000014199	ENSACAP00000007233
ENSTNIP00000014554	ENSACAP00000008761
ENSTNIP00000007297	ENSACAP00000008761
ENSTNIP00000020987	ENSACAP00000004302
ENSTNIP00000020097	ENSACAP00000013391
ENSTNIP00000015980	ENSACAP00000017310
ENSTNIP00000014713	ENSACAP00000017310
ENSTNIP00000010655	ENSACAP00000015350
ENSTNIP00000012432	ENSACAP00000013510
ENSTNIP00000012630	ENSACAP00000008732
ENSTNIP00000010715	ENSACAP00000016555
ENSTNIP00000020048	ENSACAP00000016555
ENSTNIP00000016638	ENSACAP00000008179
ENSTNIP00000002463	ENSACAP00000008290
ENSTNIP00000005018	ENSACAP00000014933
ENSTNIP00000019254	ENSACAP00000012061
ENSTNIP00000012384	ENSACAP00000004245
ENSTNIP00000004531	ENSACAP00000014019
ENSTNIP00000020571	ENSACAP00000015630
ENSTNIP00000000596	ENSACAP00000002484
ENSTNIP00000006566	ENSACAP00000017602
ENSTNIP00000011241	ENSACAP00000015083
ENSTNIP00000005737	ENSACAP00000003994
ENSTNIP00000004806	ENSACAP00000003353
ENSTNIP00000015601	ENSACAP00000005371
ENSTNIP00000011148	ENSACAP00000001163
ENSTNIP00000005643	ENSACAP00000004326
ENSTNIP00000003405	ENSACAP00000015791
ENSTNIP00000005546	ENSACAP00000010150
ENSTNIP00000015750	ENSACAP00000010800
ENSTNIP00000021310	ENSACAP00000010800
ENSTNIP00000022248	ENSACAP00000010932
ENSTNIP00000014540	ENSACAP00000005227
ENSTNIP00000006821	ENSACAP00000007192
ENSTNIP00000008902	ENSACAP00000007192
ENSTNIP00000017110	ENSACAP00000015303
ENSTNIP00000013361	ENSACAP00000015303
ENSTNIP00000004584	ENSACAP00000011241
ENSTNIP00000005692	ENSACAP00000011241
ENSTNIP00000012691	ENSACAP00000017513
ENSTNIP00000012244	ENSACAP00000021547
ENSTNIP00000001487	ENSACAP00000008740
ENSTNIP00000016483	ENSACAP00000008740
ENSTNIP00000013745	ENSACAP00000009512
ENSTNIP00000015492	ENSACAP00000007110
ENSTNIP00000016619	ENSACAP00000010670
ENSTNIP00000018288	ENSACAP00000010670
ENSTNIP00000020995	ENSACAP00000002444
ENSTNIP00000013999	ENSACAP00000014007
ENSTNIP00000003263	ENSACAP00000015077
ENSTNIP00000003289	ENSACAP00000016303
ENSTNIP00000014139	ENSACAP00000001898
ENSTNIP00000013885	ENSACAP00000006957
ENSTNIP00000012561	ENSACAP00000011401
ENSTNIP00000002468	ENSACAP00000010805
ENSTNIP00000008009	ENSACAP00000010837
ENSTNIP00000017475	ENSACAP00000022617
ENSTNIP00000014218	ENSACAP00000022617
ENSTNIP00000010926	ENSACAP00000016032
ENSTNIP00000021359	ENSACAP00000016032
ENSTNIP00000014558	ENSACAP00000000881
ENSTNIP00000011107	ENSACAP00000000881
ENSTNIP00000007820	ENSACAP00000010352
ENSTNIP00000003340	ENSACAP00000003591
ENSTNIP00000010973	ENSACAP00000016131
ENSTNIP00000009851	ENSACAP00000013984
ENSTNIP00000015625	ENSACAP00000013891
ENSTNIP00000013578	ENSACAP00000012610
ENSTNIP00000011466	ENSACAP00000000647
ENSTNIP00000012163	ENSACAP00000004626
ENSTNIP00000015130	ENSACAP00000004626
ENSTNIP00000017496	ENSACAP00000011883
ENSTNIP00000008857	ENSACAP00000007720
ENSTNIP00000016079	ENSACAP00000010343
ENSTNIP00000000007	ENSACAP00000012981
ENSTNIP00000015127	ENSACAP00000004146
ENSTNIP00000012127	ENSACAP00000019395
ENSTNIP00000021528	ENSACAP00000016097
ENSTNIP00000018245	ENSACAP00000013518
ENSTNIP00000007270	ENSACAP00000013518
ENSTNIP00000013370	ENSACAP00000013904
ENSTNIP00000021106	ENSACAP00000001055
ENSTNIP00000010023	ENSACAP00000000617
ENSTNIP00000016404	ENSACAP00000016947
ENSTNIP00000008128	ENSACAP00000010453
ENSTNIP00000006015	ENSACAP00000009341
ENSTNIP00000013143	ENSACAP00000012472
ENSTNIP00000022575	ENSACAP00000012472
ENSTNIP00000021520	ENSACAP00000015802
ENSTNIP00000011764	ENSACAP00000009012
ENSTNIP00000014109	ENSACAP00000011155
ENSTNIP00000018570	ENSACAP00000001037
ENSTNIP00000008671	ENSACAP00000005639
ENSTNIP00000012386	ENSACAP00000003875
ENSTNIP00000011245	ENSACAP00000015192
ENSTNIP00000017674	ENSACAP00000002939
ENSTNIP00000010561	ENSACAP00000011283
ENSTNIP00000018906	ENSACAP00000001428
ENSTNIP00000002458	ENSACAP00000001428
ENSTNIP00000007347	ENSACAP00000000875
ENSTNIP00000018067	ENSACAP00000004141
ENSTNIP00000017375	ENSACAP00000019251
ENSTNIP00000022220	ENSACAP00000004151
ENSTNIP00000012856	ENSACAP00000004151
ENSTNIP00000021393	ENSACAP00000003947
ENSTNIP00000007583	ENSACAP00000010535
ENSTNIP00000021942	ENSACAP00000017730
ENSTNIP00000007051	ENSACAP00000018130
ENSTNIP00000007018	ENSACAP00000009440
ENSTNIP00000011418	ENSACAP00000003072
ENSTNIP00000002160	ENSACAP00000018513
ENSTNIP00000018842	ENSACAP00000003632
ENSTNIP00000022562	ENSACAP00000017351
ENSTNIP00000003605	ENSACAP00000004795
ENSTNIP00000022907	ENSACAP00000009030
ENSTNIP00000012398	ENSACAP00000004671
ENSTNIP00000018693	ENSACAP00000004004
ENSTNIP00000012890	ENSACAP00000006339
ENSTNIP00000017491	ENSACAP00000017563
ENSTNIP00000019967	ENSACAP00000007968
ENSTNIP00000022491	ENSACAP00000013501
ENSTNIP00000011349	ENSACAP00000006866
ENSTNIP00000010516	ENSACAP00000007817
ENSTNIP00000019551	ENSACAP00000005634
ENSTNIP00000017515	ENSACAP00000005634
ENSTNIP00000014693	ENSACAP00000005198
ENSTNIP00000002452	ENSACAP00000016282
ENSTNIP00000020579	ENSACAP00000016282
ENSTNIP00000016425	ENSACAP00000000616
ENSTNIP00000022687	ENSACAP00000001838
ENSTNIP00000021469	ENSACAP00000001838
ENSTNIP00000007434	ENSACAP00000012690
ENSTNIP00000010307	ENSACAP00000010687
ENSTNIP00000015104	ENSACAP00000012294
ENSTNIP00000015630	ENSACAP00000012294
ENSTNIP00000023045	ENSACAP00000004039
ENSTNIP00000016818	ENSACAP00000004039
ENSTNIP00000010083	ENSACAP00000004806
ENSTNIP00000014349	ENSACAP00000014411
ENSTNIP00000016063	ENSACAP00000012232
ENSTNIP00000009924	ENSACAP00000001931
ENSTNIP00000005963	ENSACAP00000002862
ENSTNIP00000004843	ENSACAP00000015653
ENSTNIP00000019523	ENSACAP00000001832
ENSTNIP00000011802	ENSACAP00000013631
ENSTNIP00000010508	ENSACAP00000019490
ENSTNIP00000021701	ENSACAP00000006066
ENSTNIP00000020491	ENSACAP00000010726
ENSTNIP00000011363	ENSACAP00000017434
ENSTNIP00000010357	ENSACAP00000015114
ENSTNIP00000006306	ENSACAP00000007635
ENSTNIP00000010864	ENSACAP00000006417
ENSTNIP00000022282	ENSACAP00000009920
ENSTNIP00000003387	ENSACAP00000016492
ENSTNIP00000016270	ENSACAP00000016492
ENSTNIP00000010592	ENSACAP00000003928
ENSTNIP00000009589	ENSACAP00000011679
ENSTNIP00000013651	ENSACAP00000002132
ENSTNIP00000018158	ENSACAP00000009595
ENSTNIP00000017609	ENSACAP00000018198
ENSTNIP00000006351	ENSACAP00000001988
ENSTNIP00000020297	ENSACAP00000006161
ENSTNIP00000006960	ENSACAP00000017011
ENSTNIP00000006103	ENSACAP00000017011
ENSTNIP00000021345	ENSACAP00000004148
ENSTNIP00000002450	ENSACAP00000003167
ENSTNIP00000015924	ENSACAP00000005074
ENSTNIP00000009024	ENSACAP00000005074
ENSTNIP00000009180	ENSACAP00000002201
ENSTNIP00000004357	ENSACAP00000002867
ENSTNIP00000014560	ENSACAP00000020896
ENSTNIP00000011071	ENSACAP00000011184
ENSTNIP00000021156	ENSACAP00000015670
ENSTNIP00000013439	ENSACAP00000015219
ENSTNIP00000002947	ENSACAP00000017327
ENSTNIP00000005893	ENSACAP00000011801
ENSTNIP00000013414	ENSACAP00000016450
ENSTNIP00000009703	ENSACAP00000001802
ENSTNIP00000009132	ENSACAP00000002865
ENSTNIP00000019591	ENSACAP00000010256
ENSTNIP00000006012	ENSACAP00000010256
ENSTNIP00000005464	ENSACAP00000006856
ENSTNIP00000016103	ENSACAP00000006856
ENSTNIP00000021649	ENSACAP00000012092
ENSTNIP00000016679	ENSACAP00000013241
ENSTNIP00000002827	ENSACAP00000013241
ENSTNIP00000018259	ENSACAP00000007626
ENSTNIP00000020735	ENSACAP00000009912
ENSTNIP00000014533	ENSACAP00000014825
ENSTNIP00000018415	ENSACAP00000001346
ENSTNIP00000006741	ENSACAP00000015332
ENSTNIP00000005803	ENSACAP00000010130
ENSTNIP00000012038	ENSACAP00000020455
ENSTNIP00000005347	ENSACAP00000008132
ENSTNIP00000019037	ENSACAP00000015133
ENSTNIP00000018406	ENSACAP00000007065
ENSTNIP00000016169	ENSACAP00000007065
ENSTNIP00000014418	ENSACAP00000002647
ENSTNIP00000016073	ENSACAP00000000784
ENSTNIP00000013981	ENSACAP00000012547
ENSTNIP00000013369	ENSACAP00000014633
ENSTNIP00000010005	ENSACAP00000007657
ENSTNIP00000011963	ENSACAP00000003279
ENSTNIP00000005657	ENSACAP00000003279
ENSTNIP00000017974	ENSACAP00000010482
ENSTNIP00000016117	ENSACAP00000008046
ENSTNIP00000009445	ENSACAP00000016110
ENSTNIP00000020431	ENSACAP00000007475
ENSTNIP00000019974	ENSACAP00000008842
ENSTNIP00000019537	ENSACAP00000015187
ENSTNIP00000018568	ENSACAP00000000147
ENSTNIP00000011351	ENSACAP00000000147
ENSTNIP00000002215	ENSACAP00000010281
ENSTNIP00000013022	ENSACAP00000016826
