ENSORLP00000017023	ENSTGUP00000008915
ENSORLP00000013926	ENSTGUP00000003408
ENSORLP00000007907	ENSTGUP00000010130
ENSORLP00000007963	ENSTGUP00000006704
ENSORLP00000020607	ENSTGUP00000007156
ENSORLP00000004138	ENSTGUP00000005392
ENSORLP00000002976	ENSTGUP00000008446
ENSORLP00000011313	ENSTGUP00000008446
ENSORLP00000012591	ENSTGUP00000011468
ENSORLP00000017483	ENSTGUP00000012642
ENSORLP00000021399	ENSTGUP00000002571
ENSORLP00000024708	ENSTGUP00000002571
ENSORLP00000017530	ENSTGUP00000012958
ENSORLP00000000900	ENSTGUP00000012958
ENSORLP00000011044	ENSTGUP00000007210
ENSORLP00000007229	ENSTGUP00000009917
ENSORLP00000000409	ENSTGUP00000001570
ENSORLP00000005820	ENSTGUP00000011587
ENSORLP00000005788	ENSTGUP00000012968
ENSORLP00000008102	ENSTGUP00000015970
ENSORLP00000010733	ENSTGUP00000004902
ENSORLP00000005802	ENSTGUP00000012970
ENSORLP00000010709	ENSTGUP00000004897
ENSORLP00000015145	ENSTGUP00000011431
ENSORLP00000017633	ENSTGUP00000011431
ENSORLP00000010254	ENSTGUP00000007142
ENSORLP00000022101	ENSTGUP00000006176
ENSORLP00000004520	ENSTGUP00000006176
ENSORLP00000007069	ENSTGUP00000005168
ENSORLP00000024437	ENSTGUP00000005168
ENSORLP00000002383	ENSTGUP00000017566
ENSORLP00000012531	ENSTGUP00000017566
ENSORLP00000020852	ENSTGUP00000017358
ENSORLP00000017379	ENSTGUP00000017358
ENSORLP00000020665	ENSTGUP00000007400
ENSORLP00000003633	ENSTGUP00000007159
ENSORLP00000020761	ENSTGUP00000011157
ENSORLP00000010764	ENSTGUP00000011609
ENSORLP00000002823	ENSTGUP00000004131
ENSORLP00000017334	ENSTGUP00000009849
ENSORLP00000022278	ENSTGUP00000007119
ENSORLP00000006202	ENSTGUP00000016793
ENSORLP00000012295	ENSTGUP00000010419
ENSORLP00000012919	ENSTGUP00000010419
ENSORLP00000005844	ENSTGUP00000002739
ENSORLP00000004324	ENSTGUP00000002271
ENSORLP00000014782	ENSTGUP00000001814
ENSORLP00000002757	ENSTGUP00000012658
ENSORLP00000023953	ENSTGUP00000003710
ENSORLP00000011671	ENSTGUP00000007822
ENSORLP00000008537	ENSTGUP00000013800
ENSORLP00000008296	ENSTGUP00000006572
ENSORLP00000020834	ENSTGUP00000006572
ENSORLP00000017660	ENSTGUP00000018295
ENSORLP00000016699	ENSTGUP00000007641
ENSORLP00000019654	ENSTGUP00000018121
ENSORLP00000008611	ENSTGUP00000017553
ENSORLP00000011158	ENSTGUP00000017553
ENSORLP00000010793	ENSTGUP00000006879
ENSORLP00000010095	ENSTGUP00000006879
ENSORLP00000003208	ENSTGUP00000017449
ENSORLP00000022435	ENSTGUP00000013927
ENSORLP00000009730	ENSTGUP00000009480
ENSORLP00000018913	ENSTGUP00000009074
ENSORLP00000012327	ENSTGUP00000009074
ENSORLP00000013996	ENSTGUP00000015603
ENSORLP00000011251	ENSTGUP00000015603
ENSORLP00000010047	ENSTGUP00000006163
ENSORLP00000008192	ENSTGUP00000007332
ENSORLP00000011896	ENSTGUP00000007332
ENSORLP00000002731	ENSTGUP00000006398
ENSORLP00000022643	ENSTGUP00000006398
ENSORLP00000019632	ENSTGUP00000000395
ENSORLP00000012783	ENSTGUP00000008938
ENSORLP00000016535	ENSTGUP00000012151
ENSORLP00000005486	ENSTGUP00000002375
ENSORLP00000005034	ENSTGUP00000012624
ENSORLP00000016139	ENSTGUP00000012624
ENSORLP00000004178	ENSTGUP00000013858
ENSORLP00000005573	ENSTGUP00000013858
ENSORLP00000018120	ENSTGUP00000001636
ENSORLP00000009517	ENSTGUP00000000447
ENSORLP00000021094	ENSTGUP00000002998
ENSORLP00000004884	ENSTGUP00000002998
ENSORLP00000006144	ENSTGUP00000003214
ENSORLP00000009669	ENSTGUP00000000757
ENSORLP00000013286	ENSTGUP00000013063
ENSORLP00000018639	ENSTGUP00000013063
ENSORLP00000008175	ENSTGUP00000003783
ENSORLP00000010869	ENSTGUP00000003783
ENSORLP00000003758	ENSTGUP00000012585
ENSORLP00000010446	ENSTGUP00000012585
ENSORLP00000012926	ENSTGUP00000002659
ENSORLP00000012912	ENSTGUP00000017868
ENSORLP00000013995	ENSTGUP00000011295
ENSORLP00000014030	ENSTGUP00000011299
ENSORLP00000010637	ENSTGUP00000013747
ENSORLP00000013026	ENSTGUP00000012871
ENSORLP00000013007	ENSTGUP00000002651
ENSORLP00000020962	ENSTGUP00000005537
ENSORLP00000015749	ENSTGUP00000000899
ENSORLP00000019109	ENSTGUP00000008657
ENSORLP00000014116	ENSTGUP00000009740
ENSORLP00000001523	ENSTGUP00000013832
ENSORLP00000002219	ENSTGUP00000002741
ENSORLP00000012908	ENSTGUP00000013878
ENSORLP00000012964	ENSTGUP00000013877
ENSORLP00000007398	ENSTGUP00000011683
ENSORLP00000018562	ENSTGUP00000008027
ENSORLP00000011554	ENSTGUP00000010444
ENSORLP00000024444	ENSTGUP00000000990
ENSORLP00000006130	ENSTGUP00000014721
ENSORLP00000018026	ENSTGUP00000014721
ENSORLP00000021787	ENSTGUP00000000136
ENSORLP00000003479	ENSTGUP00000008388
ENSORLP00000003427	ENSTGUP00000014199
ENSORLP00000001032	ENSTGUP00000015504
ENSORLP00000022386	ENSTGUP00000012782
ENSORLP00000018473	ENSTGUP00000012782
ENSORLP00000008048	ENSTGUP00000013901
ENSORLP00000002919	ENSTGUP00000013901
ENSORLP00000023690	ENSTGUP00000001482
ENSORLP00000007227	ENSTGUP00000001482
ENSORLP00000022650	ENSTGUP00000008591
ENSORLP00000012945	ENSTGUP00000006491
ENSORLP00000018599	ENSTGUP00000005630
ENSORLP00000025233	ENSTGUP00000005630
ENSORLP00000001065	ENSTGUP00000006738
ENSORLP00000012104	ENSTGUP00000006738
ENSORLP00000022309	ENSTGUP00000008406
ENSORLP00000025210	ENSTGUP00000006521
ENSORLP00000007185	ENSTGUP00000003951
ENSORLP00000014838	ENSTGUP00000013521
ENSORLP00000007658	ENSTGUP00000013521
ENSORLP00000009373	ENSTGUP00000002277
ENSORLP00000023799	ENSTGUP00000002277
ENSORLP00000006420	ENSTGUP00000004518
ENSORLP00000020837	ENSTGUP00000004642
ENSORLP00000016448	ENSTGUP00000007277
ENSORLP00000010975	ENSTGUP00000004480
ENSORLP00000008688	ENSTGUP00000008599
ENSORLP00000000778	ENSTGUP00000001033
ENSORLP00000003081	ENSTGUP00000000021
ENSORLP00000025392	ENSTGUP00000012180
ENSORLP00000014200	ENSTGUP00000012180
ENSORLP00000025240	ENSTGUP00000009852
ENSORLP00000022325	ENSTGUP00000009852
ENSORLP00000009610	ENSTGUP00000004650
ENSORLP00000015574	ENSTGUP00000004650
ENSORLP00000003262	ENSTGUP00000002421
ENSORLP00000022525	ENSTGUP00000012322
ENSORLP00000008663	ENSTGUP00000003346
ENSORLP00000001044	ENSTGUP00000009061
ENSORLP00000022657	ENSTGUP00000008687
ENSORLP00000009578	ENSTGUP00000015285
ENSORLP00000013039	ENSTGUP00000006537
ENSORLP00000011899	ENSTGUP00000008664
ENSORLP00000023654	ENSTGUP00000001504
ENSORLP00000011834	ENSTGUP00000008625
ENSORLP00000025367	ENSTGUP00000010903
ENSORLP00000009754	ENSTGUP00000016176
ENSORLP00000019379	ENSTGUP00000016176
ENSORLP00000023196	ENSTGUP00000010277
ENSORLP00000021438	ENSTGUP00000008033
ENSORLP00000013246	ENSTGUP00000009572
ENSORLP00000013029	ENSTGUP00000009572
ENSORLP00000004861	ENSTGUP00000013518
ENSORLP00000025514	ENSTGUP00000004353
ENSORLP00000011452	ENSTGUP00000012619
ENSORLP00000020759	ENSTGUP00000012619
ENSORLP00000018192	ENSTGUP00000011604
ENSORLP00000022554	ENSTGUP00000013330
ENSORLP00000022182	ENSTGUP00000013330
ENSORLP00000010966	ENSTGUP00000009130
ENSORLP00000019478	ENSTGUP00000017115
ENSORLP00000019138	ENSTGUP00000017115
ENSORLP00000003304	ENSTGUP00000013165
ENSORLP00000011941	ENSTGUP00000002859
ENSORLP00000010323	ENSTGUP00000002859
ENSORLP00000009438	ENSTGUP00000002663
ENSORLP00000007059	ENSTGUP00000003333
ENSORLP00000008481	ENSTGUP00000000511
ENSORLP00000018947	ENSTGUP00000017406
ENSORLP00000013617	ENSTGUP00000017406
ENSORLP00000021511	ENSTGUP00000002862
ENSORLP00000019323	ENSTGUP00000011201
ENSORLP00000012786	ENSTGUP00000010261
ENSORLP00000015124	ENSTGUP00000001342
ENSORLP00000018466	ENSTGUP00000008956
ENSORLP00000010716	ENSTGUP00000008956
ENSORLP00000006595	ENSTGUP00000003194
ENSORLP00000005833	ENSTGUP00000003194
ENSORLP00000013363	ENSTGUP00000009739
ENSORLP00000013981	ENSTGUP00000001965
ENSORLP00000017711	ENSTGUP00000011470
ENSORLP00000010458	ENSTGUP00000001390
ENSORLP00000003838	ENSTGUP00000006447
ENSORLP00000011408	ENSTGUP00000006447
ENSORLP00000022625	ENSTGUP00000012264
ENSORLP00000002968	ENSTGUP00000008407
ENSORLP00000007840	ENSTGUP00000002851
ENSORLP00000019441	ENSTGUP00000004117
ENSORLP00000007127	ENSTGUP00000008276
ENSORLP00000022550	ENSTGUP00000012355
ENSORLP00000002993	ENSTGUP00000007943
ENSORLP00000010386	ENSTGUP00000012698
ENSORLP00000005628	ENSTGUP00000012698
ENSORLP00000016826	ENSTGUP00000013857
ENSORLP00000024363	ENSTGUP00000003375
ENSORLP00000014568	ENSTGUP00000003375
ENSORLP00000008706	ENSTGUP00000003476
ENSORLP00000023854	ENSTGUP00000003476
ENSORLP00000009314	ENSTGUP00000001207
ENSORLP00000013457	ENSTGUP00000001207
ENSORLP00000015880	ENSTGUP00000007215
ENSORLP00000010812	ENSTGUP00000007215
ENSORLP00000013388	ENSTGUP00000010533
ENSORLP00000004220	ENSTGUP00000007125
ENSORLP00000003230	ENSTGUP00000007125
ENSORLP00000010602	ENSTGUP00000007675
ENSORLP00000017544	ENSTGUP00000012617
ENSORLP00000009451	ENSTGUP00000010063
ENSORLP00000009423	ENSTGUP00000000268
ENSORLP00000011570	ENSTGUP00000013801
ENSORLP00000024111	ENSTGUP00000007381
ENSORLP00000006604	ENSTGUP00000010916
ENSORLP00000022333	ENSTGUP00000012007
ENSORLP00000021109	ENSTGUP00000012007
ENSORLP00000020136	ENSTGUP00000011897
ENSORLP00000013517	ENSTGUP00000011897
ENSORLP00000005724	ENSTGUP00000004296
ENSORLP00000006950	ENSTGUP00000008002
ENSORLP00000025575	ENSTGUP00000008828
ENSORLP00000024736	ENSTGUP00000001894
ENSORLP00000002981	ENSTGUP00000003948
ENSORLP00000022773	ENSTGUP00000005001
ENSORLP00000005500	ENSTGUP00000002833
ENSORLP00000008147	ENSTGUP00000006958
ENSORLP00000017312	ENSTGUP00000004798
ENSORLP00000011742	ENSTGUP00000011307
ENSORLP00000010277	ENSTGUP00000007089
ENSORLP00000014230	ENSTGUP00000009728
ENSORLP00000006480	ENSTGUP00000009024
ENSORLP00000021833	ENSTGUP00000008928
ENSORLP00000018072	ENSTGUP00000008928
ENSORLP00000005213	ENSTGUP00000000609
ENSORLP00000011854	ENSTGUP00000011709
ENSORLP00000012350	ENSTGUP00000011997
ENSORLP00000022458	ENSTGUP00000012740
ENSORLP00000015527	ENSTGUP00000010654
ENSORLP00000023580	ENSTGUP00000010654
ENSORLP00000007510	ENSTGUP00000012146
ENSORLP00000022158	ENSTGUP00000012146
ENSORLP00000003680	ENSTGUP00000003767
ENSORLP00000019295	ENSTGUP00000004922
ENSORLP00000019563	ENSTGUP00000004922
ENSORLP00000000707	ENSTGUP00000007975
ENSORLP00000024620	ENSTGUP00000008023
ENSORLP00000006025	ENSTGUP00000000985
ENSORLP00000016066	ENSTGUP00000000985
ENSORLP00000022507	ENSTGUP00000010939
ENSORLP00000017514	ENSTGUP00000000448
ENSORLP00000002414	ENSTGUP00000005852
ENSORLP00000010960	ENSTGUP00000012008
ENSORLP00000000727	ENSTGUP00000007901
ENSORLP00000008282	ENSTGUP00000001030
ENSORLP00000009536	ENSTGUP00000002646
ENSORLP00000016108	ENSTGUP00000000934
ENSORLP00000017929	ENSTGUP00000005209
ENSORLP00000004377	ENSTGUP00000005209
ENSORLP00000017485	ENSTGUP00000000903
ENSORLP00000016030	ENSTGUP00000005497
ENSORLP00000014507	ENSTGUP00000005860
ENSORLP00000020316	ENSTGUP00000001554
ENSORLP00000012876	ENSTGUP00000001554
ENSORLP00000000194	ENSTGUP00000014754
ENSORLP00000012792	ENSTGUP00000012434
ENSORLP00000014400	ENSTGUP00000013519
ENSORLP00000011110	ENSTGUP00000016764
ENSORLP00000012951	ENSTGUP00000004766
ENSORLP00000025570	ENSTGUP00000011074
ENSORLP00000012383	ENSTGUP00000011874
ENSORLP00000012572	ENSTGUP00000013479
ENSORLP00000015436	ENSTGUP00000012875
ENSORLP00000013036	ENSTGUP00000012868
ENSORLP00000005474	ENSTGUP00000013864
ENSORLP00000006690	ENSTGUP00000007468
ENSORLP00000003647	ENSTGUP00000011407
ENSORLP00000004715	ENSTGUP00000002252
ENSORLP00000002014	ENSTGUP00000002272
ENSORLP00000002529	ENSTGUP00000002272
ENSORLP00000000060	ENSTGUP00000010826
ENSORLP00000007355	ENSTGUP00000004695
ENSORLP00000007817	ENSTGUP00000004695
ENSORLP00000016875	ENSTGUP00000006228
ENSORLP00000007195	ENSTGUP00000016232
ENSORLP00000007382	ENSTGUP00000006956
ENSORLP00000004532	ENSTGUP00000003952
ENSORLP00000010765	ENSTGUP00000012310
ENSORLP00000011028	ENSTGUP00000011953
ENSORLP00000000605	ENSTGUP00000008056
ENSORLP00000002456	ENSTGUP00000005893
ENSORLP00000005372	ENSTGUP00000004817
ENSORLP00000006693	ENSTGUP00000009007
ENSORLP00000016081	ENSTGUP00000012641
ENSORLP00000024120	ENSTGUP00000016307
ENSORLP00000013228	ENSTGUP00000004811
ENSORLP00000002753	ENSTGUP00000004195
ENSORLP00000021406	ENSTGUP00000010994
ENSORLP00000019734	ENSTGUP00000004497
ENSORLP00000014867	ENSTGUP00000008215
ENSORLP00000017002	ENSTGUP00000008215
ENSORLP00000021380	ENSTGUP00000010977
ENSORLP00000000094	ENSTGUP00000010977
ENSORLP00000004207	ENSTGUP00000009155
ENSORLP00000005863	ENSTGUP00000002698
ENSORLP00000004873	ENSTGUP00000010205
ENSORLP00000022571	ENSTGUP00000000734
ENSORLP00000021325	ENSTGUP00000000734
ENSORLP00000009337	ENSTGUP00000007302
ENSORLP00000014086	ENSTGUP00000013978
ENSORLP00000024886	ENSTGUP00000008870
ENSORLP00000013627	ENSTGUP00000011024
ENSORLP00000009226	ENSTGUP00000011567
ENSORLP00000011329	ENSTGUP00000008453
ENSORLP00000007786	ENSTGUP00000000879
ENSORLP00000003317	ENSTGUP00000008140
ENSORLP00000016854	ENSTGUP00000017575
ENSORLP00000021758	ENSTGUP00000000137
ENSORLP00000022547	ENSTGUP00000000137
ENSORLP00000007573	ENSTGUP00000017764
ENSORLP00000016938	ENSTGUP00000000611
ENSORLP00000016983	ENSTGUP00000000604
ENSORLP00000014922	ENSTGUP00000003014
ENSORLP00000020799	ENSTGUP00000002587
ENSORLP00000011032	ENSTGUP00000009069
ENSORLP00000009178	ENSTGUP00000003204
ENSORLP00000018385	ENSTGUP00000014288
ENSORLP00000019332	ENSTGUP00000014288
ENSORLP00000006805	ENSTGUP00000005638
ENSORLP00000006307	ENSTGUP00000001874
ENSORLP00000014208	ENSTGUP00000005031
ENSORLP00000003050	ENSTGUP00000015831
ENSORLP00000017050	ENSTGUP00000000594
ENSORLP00000017670	ENSTGUP00000005135
ENSORLP00000017360	ENSTGUP00000002964
ENSORLP00000018318	ENSTGUP00000010735
ENSORLP00000005092	ENSTGUP00000010735
ENSORLP00000012525	ENSTGUP00000009821
ENSORLP00000003184	ENSTGUP00000007739
ENSORLP00000010672	ENSTGUP00000002595
ENSORLP00000018907	ENSTGUP00000000596
ENSORLP00000016999	ENSTGUP00000000596
ENSORLP00000003386	ENSTGUP00000014524
ENSORLP00000017837	ENSTGUP00000005136
ENSORLP00000017364	ENSTGUP00000016067
ENSORLP00000021390	ENSTGUP00000012447
ENSORLP00000011321	ENSTGUP00000000284
ENSORLP00000016665	ENSTGUP00000004891
ENSORLP00000001594	ENSTGUP00000004891
ENSORLP00000004523	ENSTGUP00000006822
ENSORLP00000016179	ENSTGUP00000012366
ENSORLP00000005754	ENSTGUP00000001120
ENSORLP00000003483	ENSTGUP00000003055
ENSORLP00000006821	ENSTGUP00000003055
ENSORLP00000000022	ENSTGUP00000010562
ENSORLP00000010540	ENSTGUP00000010562
ENSORLP00000022660	ENSTGUP00000011928
ENSORLP00000014772	ENSTGUP00000011928
ENSORLP00000012923	ENSTGUP00000007054
ENSORLP00000014028	ENSTGUP00000016165
ENSORLP00000002385	ENSTGUP00000007653
ENSORLP00000007061	ENSTGUP00000004688
ENSORLP00000024515	ENSTGUP00000010285
ENSORLP00000022647	ENSTGUP00000012084
ENSORLP00000017641	ENSTGUP00000004201
ENSORLP00000015492	ENSTGUP00000011417
ENSORLP00000005892	ENSTGUP00000008570
ENSORLP00000011683	ENSTGUP00000008214
ENSORLP00000012629	ENSTGUP00000012461
ENSORLP00000007492	ENSTGUP00000007585
ENSORLP00000015722	ENSTGUP00000002180
ENSORLP00000016847	ENSTGUP00000011536
ENSORLP00000013608	ENSTGUP00000010387
ENSORLP00000009283	ENSTGUP00000006859
ENSORLP00000020682	ENSTGUP00000012031
ENSORLP00000016466	ENSTGUP00000012031
ENSORLP00000003565	ENSTGUP00000013327
ENSORLP00000006234	ENSTGUP00000006096
ENSORLP00000008873	ENSTGUP00000006096
ENSORLP00000004012	ENSTGUP00000005304
ENSORLP00000019104	ENSTGUP00000005304
ENSORLP00000002700	ENSTGUP00000012650
ENSORLP00000001238	ENSTGUP00000006881
ENSORLP00000002094	ENSTGUP00000009112
ENSORLP00000007855	ENSTGUP00000005679
ENSORLP00000006360	ENSTGUP00000012918
ENSORLP00000021261	ENSTGUP00000010938
ENSORLP00000000756	ENSTGUP00000013404
ENSORLP00000012875	ENSTGUP00000009467
ENSORLP00000017649	ENSTGUP00000005521
ENSORLP00000015920	ENSTGUP00000007042
ENSORLP00000021262	ENSTGUP00000000295
ENSORLP00000002318	ENSTGUP00000000068
ENSORLP00000010348	ENSTGUP00000006311
ENSORLP00000009514	ENSTGUP00000000280
ENSORLP00000002727	ENSTGUP00000000280
ENSORLP00000024773	ENSTGUP00000010552
ENSORLP00000016427	ENSTGUP00000011298
ENSORLP00000009148	ENSTGUP00000011298
ENSORLP00000005761	ENSTGUP00000005199
ENSORLP00000002756	ENSTGUP00000005199
ENSORLP00000015182	ENSTGUP00000013633
ENSORLP00000019533	ENSTGUP00000009693
ENSORLP00000021081	ENSTGUP00000006990
ENSORLP00000003504	ENSTGUP00000006990
ENSORLP00000021304	ENSTGUP00000003651
ENSORLP00000002969	ENSTGUP00000003651
ENSORLP00000020100	ENSTGUP00000017597
ENSORLP00000001529	ENSTGUP00000017597
ENSORLP00000024829	ENSTGUP00000001680
ENSORLP00000003833	ENSTGUP00000001680
ENSORLP00000006917	ENSTGUP00000001955
ENSORLP00000003182	ENSTGUP00000001955
ENSORLP00000015229	ENSTGUP00000000078
ENSORLP00000008672	ENSTGUP00000000078
ENSORLP00000022526	ENSTGUP00000011342
ENSORLP00000000889	ENSTGUP00000011342
ENSORLP00000017876	ENSTGUP00000014214
ENSORLP00000024869	ENSTGUP00000014214
ENSORLP00000013642	ENSTGUP00000010708
ENSORLP00000012377	ENSTGUP00000010708
ENSORLP00000000937	ENSTGUP00000006783
ENSORLP00000004139	ENSTGUP00000006783
ENSORLP00000013650	ENSTGUP00000010677
ENSORLP00000003140	ENSTGUP00000012286
ENSORLP00000021171	ENSTGUP00000012286
ENSORLP00000023504	ENSTGUP00000011095
ENSORLP00000017804	ENSTGUP00000011095
ENSORLP00000004947	ENSTGUP00000002674
ENSORLP00000005292	ENSTGUP00000003279
ENSORLP00000002481	ENSTGUP00000002876
ENSORLP00000002495	ENSTGUP00000002928
ENSORLP00000000979	ENSTGUP00000010719
ENSORLP00000024726	ENSTGUP00000008850
ENSORLP00000002123	ENSTGUP00000014617
ENSORLP00000021394	ENSTGUP00000001152
ENSORLP00000005249	ENSTGUP00000017546
ENSORLP00000020908	ENSTGUP00000017593
ENSORLP00000016672	ENSTGUP00000007635
ENSORLP00000020614	ENSTGUP00000007295
ENSORLP00000010999	ENSTGUP00000004492
ENSORLP00000008409	ENSTGUP00000006564
ENSORLP00000015476	ENSTGUP00000003668
ENSORLP00000009843	ENSTGUP00000003668
ENSORLP00000012486	ENSTGUP00000006986
ENSORLP00000004997	ENSTGUP00000010741
ENSORLP00000007445	ENSTGUP00000009088
ENSORLP00000007743	ENSTGUP00000000905
ENSORLP00000004652	ENSTGUP00000012318
ENSORLP00000025727	ENSTGUP00000012318
ENSORLP00000010656	ENSTGUP00000000922
ENSORLP00000008061	ENSTGUP00000000922
ENSORLP00000001592	ENSTGUP00000004911
ENSORLP00000010645	ENSTGUP00000000880
ENSORLP00000008055	ENSTGUP00000000880
ENSORLP00000021515	ENSTGUP00000002728
ENSORLP00000017318	ENSTGUP00000007722
ENSORLP00000016920	ENSTGUP00000011560
ENSORLP00000024684	ENSTGUP00000005534
ENSORLP00000019171	ENSTGUP00000008448
ENSORLP00000013784	ENSTGUP00000012754
ENSORLP00000019881	ENSTGUP00000012754
ENSORLP00000023944	ENSTGUP00000017737
ENSORLP00000019665	ENSTGUP00000017737
ENSORLP00000019181	ENSTGUP00000008423
ENSORLP00000019190	ENSTGUP00000008421
ENSORLP00000017877	ENSTGUP00000009415
ENSORLP00000009794	ENSTGUP00000005683
ENSORLP00000021157	ENSTGUP00000002135
ENSORLP00000018415	ENSTGUP00000009692
ENSORLP00000003118	ENSTGUP00000010328
ENSORLP00000011418	ENSTGUP00000000777
ENSORLP00000016478	ENSTGUP00000017610
ENSORLP00000006878	ENSTGUP00000009286
ENSORLP00000003841	ENSTGUP00000002487
ENSORLP00000000268	ENSTGUP00000001239
ENSORLP00000009995	ENSTGUP00000006089
ENSORLP00000006955	ENSTGUP00000004126
ENSORLP00000009587	ENSTGUP00000000157
ENSORLP00000018814	ENSTGUP00000001287
ENSORLP00000021428	ENSTGUP00000013631
ENSORLP00000004762	ENSTGUP00000014851
ENSORLP00000011342	ENSTGUP00000011876
ENSORLP00000025755	ENSTGUP00000015745
ENSORLP00000025755	ENSTGUP00000017309
ENSORLP00000012042	ENSTGUP00000004165
ENSORLP00000001979	ENSTGUP00000002312
ENSORLP00000000440	ENSTGUP00000006258
ENSORLP00000003856	ENSTGUP00000010175
ENSORLP00000007707	ENSTGUP00000003838
ENSORLP00000024047	ENSTGUP00000012181
ENSORLP00000009413	ENSTGUP00000003885
ENSORLP00000003314	ENSTGUP00000003765
ENSORLP00000009344	ENSTGUP00000009333
ENSORLP00000025376	ENSTGUP00000015484
ENSORLP00000014151	ENSTGUP00000013974
ENSORLP00000021907	ENSTGUP00000000063
ENSORLP00000018982	ENSTGUP00000013399
ENSORLP00000018037	ENSTGUP00000000946
ENSORLP00000004044	ENSTGUP00000008785
ENSORLP00000011875	ENSTGUP00000004268
ENSORLP00000014582	ENSTGUP00000013528
ENSORLP00000009507	ENSTGUP00000007455
ENSORLP00000010181	ENSTGUP00000006177
ENSORLP00000011317	ENSTGUP00000008012
ENSORLP00000001568	ENSTGUP00000008258
ENSORLP00000013803	ENSTGUP00000005779
ENSORLP00000017907	ENSTGUP00000000143
ENSORLP00000003993	ENSTGUP00000000143
ENSORLP00000007165	ENSTGUP00000008970
ENSORLP00000005501	ENSTGUP00000008970
ENSORLP00000018339	ENSTGUP00000000113
ENSORLP00000005941	ENSTGUP00000000988
ENSORLP00000002501	ENSTGUP00000000988
ENSORLP00000025823	ENSTGUP00000010196
ENSORLP00000006802	ENSTGUP00000010196
ENSORLP00000014794	ENSTGUP00000014044
ENSORLP00000020495	ENSTGUP00000007989
ENSORLP00000004463	ENSTGUP00000007989
ENSORLP00000001898	ENSTGUP00000008535
ENSORLP00000002852	ENSTGUP00000008535
ENSORLP00000012418	ENSTGUP00000007051
ENSORLP00000002314	ENSTGUP00000009167
ENSORLP00000011039	ENSTGUP00000009132
ENSORLP00000013751	ENSTGUP00000006459
ENSORLP00000018419	ENSTGUP00000013033
ENSORLP00000009626	ENSTGUP00000003920
ENSORLP00000006227	ENSTGUP00000001374
ENSORLP00000018520	ENSTGUP00000018150
ENSORLP00000022951	ENSTGUP00000009903
ENSORLP00000008684	ENSTGUP00000001723
ENSORLP00000001848	ENSTGUP00000010806
ENSORLP00000007519	ENSTGUP00000017772
ENSORLP00000007890	ENSTGUP00000003662
ENSORLP00000001279	ENSTGUP00000003662
ENSORLP00000018958	ENSTGUP00000008415
ENSORLP00000017106	ENSTGUP00000007875
ENSORLP00000009128	ENSTGUP00000015038
ENSORLP00000020857	ENSTGUP00000012519
ENSORLP00000006071	ENSTGUP00000008494
ENSORLP00000024072	ENSTGUP00000002667
ENSORLP00000003426	ENSTGUP00000011349
ENSORLP00000010362	ENSTGUP00000010240
ENSORLP00000006161	ENSTGUP00000005992
ENSORLP00000017146	ENSTGUP00000001417
ENSORLP00000000682	ENSTGUP00000006425
ENSORLP00000005410	ENSTGUP00000013844
ENSORLP00000007880	ENSTGUP00000011049
ENSORLP00000011547	ENSTGUP00000011049
ENSORLP00000001470	ENSTGUP00000005200
ENSORLP00000002249	ENSTGUP00000002738
ENSORLP00000001906	ENSTGUP00000004800
ENSORLP00000003828	ENSTGUP00000005498
ENSORLP00000014075	ENSTGUP00000011502
ENSORLP00000015628	ENSTGUP00000011502
ENSORLP00000013634	ENSTGUP00000013079
ENSORLP00000002078	ENSTGUP00000007052
ENSORLP00000010986	ENSTGUP00000003443
ENSORLP00000007582	ENSTGUP00000001170
ENSORLP00000012126	ENSTGUP00000010296
ENSORLP00000017230	ENSTGUP00000006858
ENSORLP00000007558	ENSTGUP00000001164
ENSORLP00000007128	ENSTGUP00000003530
ENSORLP00000011218	ENSTGUP00000008291
ENSORLP00000025690	ENSTGUP00000009479
ENSORLP00000017703	ENSTGUP00000002173
ENSORLP00000005737	ENSTGUP00000002173
ENSORLP00000022705	ENSTGUP00000018092
