ENSTNIP00000004863	ENSMODP00000016222
ENSTNIP00000014975	ENSMODP00000004493
ENSTNIP00000022518	ENSMODP00000022462
ENSTNIP00000008306	ENSMODP00000025693
ENSTNIP00000019889	ENSMODP00000026469
ENSTNIP00000010344	ENSMODP00000025940
ENSTNIP00000010205	ENSMODP00000018764
ENSTNIP00000006930	ENSMODP00000002849
ENSTNIP00000005642	ENSMODP00000017603
ENSTNIP00000020610	ENSMODP00000009317
ENSTNIP00000007190	ENSMODP00000007119
ENSTNIP00000015693	ENSMODP00000010797
ENSTNIP00000004722	ENSMODP00000034000
ENSTNIP00000009564	ENSMODP00000017496
ENSTNIP00000019949	ENSMODP00000017494
ENSTNIP00000017120	ENSMODP00000004436
ENSTNIP00000021344	ENSMODP00000017791
ENSTNIP00000020822	ENSMODP00000003465
ENSTNIP00000015374	ENSMODP00000026118
ENSTNIP00000013474	ENSMODP00000025844
ENSTNIP00000008840	ENSMODP00000009490
ENSTNIP00000015790	ENSMODP00000020811
ENSTNIP00000004278	ENSMODP00000024722
ENSTNIP00000013051	ENSMODP00000008490
ENSTNIP00000005133	ENSMODP00000038831
ENSTNIP00000005738	ENSMODP00000013200
ENSTNIP00000011339	ENSMODP00000005349
ENSTNIP00000020274	ENSMODP00000001853
ENSTNIP00000015873	ENSMODP00000036576
ENSTNIP00000007501	ENSMODP00000021887
ENSTNIP00000012150	ENSMODP00000005599
ENSTNIP00000010938	ENSMODP00000022414
ENSTNIP00000010974	ENSMODP00000013696
ENSTNIP00000013138	ENSMODP00000008970
ENSTNIP00000014213	ENSMODP00000008970
ENSTNIP00000014248	ENSMODP00000010321
ENSTNIP00000021972	ENSMODP00000016695
ENSTNIP00000019705	ENSMODP00000001402
ENSTNIP00000007849	ENSMODP00000025719
ENSTNIP00000017222	ENSMODP00000025719
ENSTNIP00000009963	ENSMODP00000017702
ENSTNIP00000011570	ENSMODP00000009242
ENSTNIP00000010796	ENSMODP00000009242
ENSTNIP00000002173	ENSMODP00000020036
ENSTNIP00000017555	ENSMODP00000020036
ENSTNIP00000005444	ENSMODP00000002875
ENSTNIP00000009138	ENSMODP00000021383
ENSTNIP00000012374	ENSMODP00000021383
ENSTNIP00000013299	ENSMODP00000035196
ENSTNIP00000012414	ENSMODP00000035196
ENSTNIP00000018505	ENSMODP00000025324
ENSTNIP00000007578	ENSMODP00000020335
ENSTNIP00000007479	ENSMODP00000002425
ENSTNIP00000012664	ENSMODP00000002425
ENSTNIP00000002813	ENSMODP00000010012
ENSTNIP00000022004	ENSMODP00000000744
ENSTNIP00000014200	ENSMODP00000000744
ENSTNIP00000013968	ENSMODP00000022914
ENSTNIP00000015473	ENSMODP00000012136
ENSTNIP00000018001	ENSMODP00000012136
ENSTNIP00000015802	ENSMODP00000007866
ENSTNIP00000005775	ENSMODP00000019612
ENSTNIP00000005228	ENSMODP00000011769
ENSTNIP00000011600	ENSMODP00000015978
ENSTNIP00000017452	ENSMODP00000012651
ENSTNIP00000011850	ENSMODP00000014513
ENSTNIP00000003613	ENSMODP00000010094
ENSTNIP00000010330	ENSMODP00000025569
ENSTNIP00000011595	ENSMODP00000039790
ENSTNIP00000001641	ENSMODP00000003223
ENSTNIP00000016242	ENSMODP00000015243
ENSTNIP00000021008	ENSMODP00000015243
ENSTNIP00000020566	ENSMODP00000007685
ENSTNIP00000000809	ENSMODP00000035053
ENSTNIP00000003209	ENSMODP00000017132
ENSTNIP00000005969	ENSMODP00000009896
ENSTNIP00000015419	ENSMODP00000000297
ENSTNIP00000007216	ENSMODP00000020132
ENSTNIP00000013832	ENSMODP00000004151
ENSTNIP00000020969	ENSMODP00000037391
ENSTNIP00000003195	ENSMODP00000022018
ENSTNIP00000001138	ENSMODP00000028701
ENSTNIP00000006417	ENSMODP00000021751
ENSTNIP00000020936	ENSMODP00000008165
ENSTNIP00000022959	ENSMODP00000021922
ENSTNIP00000003369	ENSMODP00000026351
ENSTNIP00000018924	ENSMODP00000039041
ENSTNIP00000011969	ENSMODP00000039041
ENSTNIP00000003496	ENSMODP00000012941
ENSTNIP00000000416	ENSMODP00000012941
ENSTNIP00000012447	ENSMODP00000013540
ENSTNIP00000006263	ENSMODP00000022275
ENSTNIP00000000896	ENSMODP00000031766
ENSTNIP00000012182	ENSMODP00000015672
ENSTNIP00000018195	ENSMODP00000002408
ENSTNIP00000017642	ENSMODP00000021195
ENSTNIP00000011986	ENSMODP00000012568
ENSTNIP00000018196	ENSMODP00000002356
ENSTNIP00000017786	ENSMODP00000015374
ENSTNIP00000018531	ENSMODP00000023893
ENSTNIP00000018891	ENSMODP00000016195
ENSTNIP00000011109	ENSMODP00000000226
ENSTNIP00000019612	ENSMODP00000004154
ENSTNIP00000011561	ENSMODP00000009900
ENSTNIP00000014811	ENSMODP00000040651
ENSTNIP00000014632	ENSMODP00000040651
ENSTNIP00000010372	ENSMODP00000000938
ENSTNIP00000017981	ENSMODP00000012500
ENSTNIP00000016627	ENSMODP00000011245
ENSTNIP00000022322	ENSMODP00000029397
ENSTNIP00000017037	ENSMODP00000015023
ENSTNIP00000015433	ENSMODP00000020445
ENSTNIP00000011652	ENSMODP00000005974
ENSTNIP00000007895	ENSMODP00000020238
ENSTNIP00000016289	ENSMODP00000008089
ENSTNIP00000006261	ENSMODP00000005009
ENSTNIP00000013229	ENSMODP00000004445
ENSTNIP00000003348	ENSMODP00000004445
ENSTNIP00000015070	ENSMODP00000018043
ENSTNIP00000003685	ENSMODP00000018043
ENSTNIP00000013116	ENSMODP00000007451
ENSTNIP00000005191	ENSMODP00000000812
ENSTNIP00000013570	ENSMODP00000000565
ENSTNIP00000010091	ENSMODP00000002533
ENSTNIP00000004650	ENSMODP00000017124
ENSTNIP00000008640	ENSMODP00000026246
ENSTNIP00000022455	ENSMODP00000017168
ENSTNIP00000016814	ENSMODP00000012226
ENSTNIP00000009062	ENSMODP00000011537
ENSTNIP00000019735	ENSMODP00000006154
ENSTNIP00000013441	ENSMODP00000033355
ENSTNIP00000001768	ENSMODP00000033355
ENSTNIP00000010246	ENSMODP00000032871
ENSTNIP00000018356	ENSMODP00000003278
ENSTNIP00000012944	ENSMODP00000006456
ENSTNIP00000022695	ENSMODP00000017715
ENSTNIP00000016313	ENSMODP00000013754
ENSTNIP00000017171	ENSMODP00000013754
ENSTNIP00000017270	ENSMODP00000031196
ENSTNIP00000019287	ENSMODP00000024124
ENSTNIP00000003270	ENSMODP00000019156
ENSTNIP00000011928	ENSMODP00000019156
ENSTNIP00000022537	ENSMODP00000014756
ENSTNIP00000014724	ENSMODP00000006774
ENSTNIP00000005049	ENSMODP00000025509
ENSTNIP00000023037	ENSMODP00000007850
ENSTNIP00000013958	ENSMODP00000022858
ENSTNIP00000014363	ENSMODP00000037964
ENSTNIP00000020734	ENSMODP00000004646
ENSTNIP00000011213	ENSMODP00000015157
ENSTNIP00000014304	ENSMODP00000015157
ENSTNIP00000010790	ENSMODP00000009641
ENSTNIP00000011618	ENSMODP00000009641
ENSTNIP00000013183	ENSMODP00000037257
ENSTNIP00000016792	ENSMODP00000015324
ENSTNIP00000010394	ENSMODP00000018355
ENSTNIP00000005573	ENSMODP00000018694
ENSTNIP00000011860	ENSMODP00000006261
ENSTNIP00000016382	ENSMODP00000001899
ENSTNIP00000022328	ENSMODP00000019744
ENSTNIP00000022489	ENSMODP00000019744
ENSTNIP00000014569	ENSMODP00000007075
ENSTNIP00000020353	ENSMODP00000009619
ENSTNIP00000006316	ENSMODP00000010561
ENSTNIP00000013398	ENSMODP00000035281
ENSTNIP00000009583	ENSMODP00000035281
ENSTNIP00000010062	ENSMODP00000035924
ENSTNIP00000013710	ENSMODP00000005988
ENSTNIP00000020769	ENSMODP00000004672
ENSTNIP00000018017	ENSMODP00000026378
ENSTNIP00000003937	ENSMODP00000014050
ENSTNIP00000012160	ENSMODP00000024385
ENSTNIP00000013728	ENSMODP00000002869
ENSTNIP00000005099	ENSMODP00000028282
ENSTNIP00000013029	ENSMODP00000006253
ENSTNIP00000015988	ENSMODP00000006572
ENSTNIP00000010645	ENSMODP00000009569
ENSTNIP00000007317	ENSMODP00000015349
ENSTNIP00000011771	ENSMODP00000012217
ENSTNIP00000006154	ENSMODP00000000052
ENSTNIP00000012294	ENSMODP00000008440
ENSTNIP00000005959	ENSMODP00000010658
ENSTNIP00000010880	ENSMODP00000023412
ENSTNIP00000011246	ENSMODP00000013813
ENSTNIP00000014663	ENSMODP00000018493
ENSTNIP00000012057	ENSMODP00000032522
ENSTNIP00000012344	ENSMODP00000006157
ENSTNIP00000017329	ENSMODP00000026484
ENSTNIP00000018338	ENSMODP00000026484
ENSTNIP00000013952	ENSMODP00000019012
ENSTNIP00000011885	ENSMODP00000017217
ENSTNIP00000006290	ENSMODP00000003304
ENSTNIP00000002409	ENSMODP00000024149
ENSTNIP00000007346	ENSMODP00000002737
ENSTNIP00000020000	ENSMODP00000029250
ENSTNIP00000005068	ENSMODP00000029250
ENSTNIP00000010190	ENSMODP00000021427
ENSTNIP00000019648	ENSMODP00000000911
ENSTNIP00000019649	ENSMODP00000000911
ENSTNIP00000003407	ENSMODP00000001022
ENSTNIP00000019647	ENSMODP00000000896
ENSTNIP00000013160	ENSMODP00000003055
ENSTNIP00000017425	ENSMODP00000018991
ENSTNIP00000008892	ENSMODP00000011861
ENSTNIP00000003423	ENSMODP00000034129
ENSTNIP00000005360	ENSMODP00000016830
ENSTNIP00000007004	ENSMODP00000013235
ENSTNIP00000014515	ENSMODP00000013235
ENSTNIP00000008054	ENSMODP00000010425
ENSTNIP00000010692	ENSMODP00000004408
ENSTNIP00000020767	ENSMODP00000004408
ENSTNIP00000008941	ENSMODP00000002507
ENSTNIP00000019796	ENSMODP00000024325
ENSTNIP00000010355	ENSMODP00000024325
ENSTNIP00000006551	ENSMODP00000017995
ENSTNIP00000005198	ENSMODP00000008072
ENSTNIP00000020321	ENSMODP00000032221
ENSTNIP00000010212	ENSMODP00000005871
ENSTNIP00000012644	ENSMODP00000005871
ENSTNIP00000018936	ENSMODP00000010869
ENSTNIP00000004915	ENSMODP00000016825
ENSTNIP00000018343	ENSMODP00000019969
ENSTNIP00000007752	ENSMODP00000013541
ENSTNIP00000021122	ENSMODP00000021106
ENSTNIP00000018169	ENSMODP00000000007
ENSTNIP00000009873	ENSMODP00000000007
ENSTNIP00000019244	ENSMODP00000008229
ENSTNIP00000018863	ENSMODP00000037871
ENSTNIP00000019890	ENSMODP00000039082
ENSTNIP00000012337	ENSMODP00000000009
ENSTNIP00000012336	ENSMODP00000007789
ENSTNIP00000009726	ENSMODP00000000032
ENSTNIP00000015341	ENSMODP00000000038
ENSTNIP00000009978	ENSMODP00000000038
ENSTNIP00000015947	ENSMODP00000013090
ENSTNIP00000018832	ENSMODP00000011232
ENSTNIP00000012332	ENSMODP00000007948
ENSTNIP00000016975	ENSMODP00000007948
ENSTNIP00000010410	ENSMODP00000005194
ENSTNIP00000013422	ENSMODP00000005194
ENSTNIP00000016494	ENSMODP00000014913
ENSTNIP00000021646	ENSMODP00000006721
ENSTNIP00000009597	ENSMODP00000003264
ENSTNIP00000014934	ENSMODP00000031777
ENSTNIP00000006272	ENSMODP00000013946
ENSTNIP00000005248	ENSMODP00000005521
ENSTNIP00000015620	ENSMODP00000017380
ENSTNIP00000007259	ENSMODP00000018534
ENSTNIP00000014492	ENSMODP00000028524
ENSTNIP00000020011	ENSMODP00000007645
ENSTNIP00000013631	ENSMODP00000007645
ENSTNIP00000020010	ENSMODP00000007650
ENSTNIP00000020207	ENSMODP00000007627
ENSTNIP00000020206	ENSMODP00000020954
ENSTNIP00000008548	ENSMODP00000004308
ENSTNIP00000018807	ENSMODP00000035480
ENSTNIP00000004607	ENSMODP00000009369
ENSTNIP00000016341	ENSMODP00000009369
ENSTNIP00000016340	ENSMODP00000009363
ENSTNIP00000020220	ENSMODP00000021778
ENSTNIP00000009045	ENSMODP00000013086
ENSTNIP00000011865	ENSMODP00000025990
ENSTNIP00000016093	ENSMODP00000008076
ENSTNIP00000022924	ENSMODP00000017093
ENSTNIP00000015590	ENSMODP00000014312
ENSTNIP00000020232	ENSMODP00000003270
ENSTNIP00000015321	ENSMODP00000026669
ENSTNIP00000016100	ENSMODP00000026669
ENSTNIP00000007929	ENSMODP00000009288
ENSTNIP00000009820	ENSMODP00000009288
ENSTNIP00000004845	ENSMODP00000003705
ENSTNIP00000011939	ENSMODP00000003705
ENSTNIP00000012436	ENSMODP00000011783
ENSTNIP00000016008	ENSMODP00000002069
ENSTNIP00000007644	ENSMODP00000016242
ENSTNIP00000010997	ENSMODP00000015546
ENSTNIP00000015425	ENSMODP00000020499
ENSTNIP00000012255	ENSMODP00000012349
ENSTNIP00000019132	ENSMODP00000012349
ENSTNIP00000014647	ENSMODP00000014071
ENSTNIP00000022255	ENSMODP00000000501
ENSTNIP00000022882	ENSMODP00000026390
ENSTNIP00000019501	ENSMODP00000029244
ENSTNIP00000020112	ENSMODP00000032245
ENSTNIP00000002868	ENSMODP00000005368
ENSTNIP00000019266	ENSMODP00000005368
ENSTNIP00000008035	ENSMODP00000031577
ENSTNIP00000019538	ENSMODP00000019506
ENSTNIP00000017917	ENSMODP00000005823
ENSTNIP00000001889	ENSMODP00000020336
ENSTNIP00000009708	ENSMODP00000017795
ENSTNIP00000017000	ENSMODP00000004338
ENSTNIP00000006385	ENSMODP00000004338
ENSTNIP00000014798	ENSMODP00000008889
ENSTNIP00000013050	ENSMODP00000030917
ENSTNIP00000008759	ENSMODP00000002086
ENSTNIP00000009904	ENSMODP00000024018
ENSTNIP00000013787	ENSMODP00000000651
ENSTNIP00000005648	ENSMODP00000012255
ENSTNIP00000012142	ENSMODP00000010195
ENSTNIP00000015351	ENSMODP00000018384
ENSTNIP00000006867	ENSMODP00000018384
ENSTNIP00000019751	ENSMODP00000006044
ENSTNIP00000003914	ENSMODP00000028978
ENSTNIP00000021733	ENSMODP00000018163
ENSTNIP00000018664	ENSMODP00000021946
ENSTNIP00000004105	ENSMODP00000021946
ENSTNIP00000016371	ENSMODP00000023672
ENSTNIP00000020420	ENSMODP00000016481
ENSTNIP00000013073	ENSMODP00000015882
ENSTNIP00000013899	ENSMODP00000000233
ENSTNIP00000020573	ENSMODP00000000233
ENSTNIP00000009054	ENSMODP00000015716
ENSTNIP00000008081	ENSMODP00000007232
ENSTNIP00000002802	ENSMODP00000025082
ENSTNIP00000018471	ENSMODP00000019400
ENSTNIP00000021899	ENSMODP00000025553
ENSTNIP00000022261	ENSMODP00000015376
ENSTNIP00000017084	ENSMODP00000021090
ENSTNIP00000010207	ENSMODP00000032294
ENSTNIP00000000325	ENSMODP00000032294
ENSTNIP00000020134	ENSMODP00000010416
ENSTNIP00000017043	ENSMODP00000013797
ENSTNIP00000012541	ENSMODP00000013797
ENSTNIP00000014277	ENSMODP00000021294
ENSTNIP00000002721	ENSMODP00000001213
ENSTNIP00000018613	ENSMODP00000027026
ENSTNIP00000021465	ENSMODP00000001083
ENSTNIP00000009707	ENSMODP00000005959
ENSTNIP00000014068	ENSMODP00000003985
ENSTNIP00000000748	ENSMODP00000023020
ENSTNIP00000012227	ENSMODP00000010644
ENSTNIP00000011710	ENSMODP00000010644
ENSTNIP00000022648	ENSMODP00000022405
ENSTNIP00000003634	ENSMODP00000020115
ENSTNIP00000014795	ENSMODP00000026135
ENSTNIP00000021399	ENSMODP00000012073
ENSTNIP00000011380	ENSMODP00000013873
ENSTNIP00000014389	ENSMODP00000004880
ENSTNIP00000022251	ENSMODP00000009090
ENSTNIP00000009574	ENSMODP00000009090
ENSTNIP00000021096	ENSMODP00000010773
ENSTNIP00000021782	ENSMODP00000022963
ENSTNIP00000018060	ENSMODP00000015530
ENSTNIP00000006040	ENSMODP00000019318
ENSTNIP00000019151	ENSMODP00000019704
ENSTNIP00000018091	ENSMODP00000001433
ENSTNIP00000009835	ENSMODP00000001433
ENSTNIP00000010176	ENSMODP00000020080
ENSTNIP00000005592	ENSMODP00000006849
ENSTNIP00000004992	ENSMODP00000019602
ENSTNIP00000011324	ENSMODP00000017263
ENSTNIP00000013162	ENSMODP00000026387
ENSTNIP00000013176	ENSMODP00000008581
ENSTNIP00000012542	ENSMODP00000013651
ENSTNIP00000022228	ENSMODP00000013942
ENSTNIP00000007606	ENSMODP00000024627
ENSTNIP00000016765	ENSMODP00000014766
ENSTNIP00000017133	ENSMODP00000018729
ENSTNIP00000023116	ENSMODP00000003573
ENSTNIP00000008357	ENSMODP00000025684
ENSTNIP00000019881	ENSMODP00000020045
ENSTNIP00000011508	ENSMODP00000015026
ENSTNIP00000017446	ENSMODP00000015026
ENSTNIP00000010322	ENSMODP00000016693
ENSTNIP00000006699	ENSMODP00000005763
ENSTNIP00000022398	ENSMODP00000021179
ENSTNIP00000007746	ENSMODP00000015268
ENSTNIP00000022396	ENSMODP00000021197
ENSTNIP00000010140	ENSMODP00000015378
ENSTNIP00000017785	ENSMODP00000015378
ENSTNIP00000001303	ENSMODP00000021304
ENSTNIP00000005544	ENSMODP00000032225
ENSTNIP00000017157	ENSMODP00000015763
ENSTNIP00000010969	ENSMODP00000011404
ENSTNIP00000017811	ENSMODP00000031361
ENSTNIP00000021091	ENSMODP00000006260
ENSTNIP00000009563	ENSMODP00000019681
ENSTNIP00000013308	ENSMODP00000019681
ENSTNIP00000013572	ENSMODP00000000531
ENSTNIP00000015370	ENSMODP00000025962
ENSTNIP00000019187	ENSMODP00000032063
ENSTNIP00000021341	ENSMODP00000017798
ENSTNIP00000012276	ENSMODP00000024838
ENSTNIP00000020247	ENSMODP00000012046
ENSTNIP00000013452	ENSMODP00000025862
ENSTNIP00000019529	ENSMODP00000022906
ENSTNIP00000021440	ENSMODP00000017332
ENSTNIP00000011733	ENSMODP00000015090
ENSTNIP00000012401	ENSMODP00000003299
ENSTNIP00000014116	ENSMODP00000016937
ENSTNIP00000015259	ENSMODP00000020937
ENSTNIP00000021438	ENSMODP00000020489
ENSTNIP00000018717	ENSMODP00000019193
ENSTNIP00000013801	ENSMODP00000029097
ENSTNIP00000013009	ENSMODP00000009427
ENSTNIP00000016690	ENSMODP00000002559
ENSTNIP00000012393	ENSMODP00000002559
ENSTNIP00000011253	ENSMODP00000012114
ENSTNIP00000010892	ENSMODP00000000024
ENSTNIP00000019958	ENSMODP00000017597
ENSTNIP00000009242	ENSMODP00000018937
ENSTNIP00000016823	ENSMODP00000018937
ENSTNIP00000020303	ENSMODP00000004027
ENSTNIP00000017914	ENSMODP00000011076
ENSTNIP00000019588	ENSMODP00000005457
ENSTNIP00000019587	ENSMODP00000005434
ENSTNIP00000021866	ENSMODP00000013961
ENSTNIP00000018885	ENSMODP00000024044
ENSTNIP00000011912	ENSMODP00000024044
ENSTNIP00000010103	ENSMODP00000020251
ENSTNIP00000019499	ENSMODP00000019671
ENSTNIP00000013446	ENSMODP00000019671
ENSTNIP00000011948	ENSMODP00000015173
ENSTNIP00000019692	ENSMODP00000010621
ENSTNIP00000022177	ENSMODP00000016432
ENSTNIP00000020382	ENSMODP00000004090
ENSTNIP00000013712	ENSMODP00000039878
ENSTNIP00000019919	ENSMODP00000039878
ENSTNIP00000013267	ENSMODP00000036064
ENSTNIP00000014677	ENSMODP00000018920
ENSTNIP00000013146	ENSMODP00000018920
ENSTNIP00000015884	ENSMODP00000020349
ENSTNIP00000021579	ENSMODP00000041024
ENSTNIP00000019980	ENSMODP00000016548
ENSTNIP00000019870	ENSMODP00000030295
ENSTNIP00000012805	ENSMODP00000011723
ENSTNIP00000004666	ENSMODP00000025525
ENSTNIP00000000251	ENSMODP00000011803
ENSTNIP00000012582	ENSMODP00000004617
ENSTNIP00000006194	ENSMODP00000001525
ENSTNIP00000002394	ENSMODP00000001532
ENSTNIP00000005474	ENSMODP00000001532
ENSTNIP00000005787	ENSMODP00000016388
ENSTNIP00000020064	ENSMODP00000011330
ENSTNIP00000014031	ENSMODP00000011330
ENSTNIP00000019282	ENSMODP00000017744
ENSTNIP00000010588	ENSMODP00000016964
ENSTNIP00000013415	ENSMODP00000004982
ENSTNIP00000016020	ENSMODP00000036476
ENSTNIP00000019179	ENSMODP00000032034
ENSTNIP00000022279	ENSMODP00000017169
ENSTNIP00000022015	ENSMODP00000000834
ENSTNIP00000019382	ENSMODP00000006233
ENSTNIP00000001876	ENSMODP00000006233
ENSTNIP00000015678	ENSMODP00000022562
ENSTNIP00000011806	ENSMODP00000004778
ENSTNIP00000006213	ENSMODP00000023793
ENSTNIP00000022564	ENSMODP00000023793
ENSTNIP00000019022	ENSMODP00000025357
ENSTNIP00000011990	ENSMODP00000025357
ENSTNIP00000013555	ENSMODP00000008009
ENSTNIP00000017210	ENSMODP00000041289
ENSTNIP00000008623	ENSMODP00000008594
ENSTNIP00000013699	ENSMODP00000008594
ENSTNIP00000019820	ENSMODP00000026002
ENSTNIP00000011660	ENSMODP00000022821
ENSTNIP00000014356	ENSMODP00000022821
ENSTNIP00000005932	ENSMODP00000034332
ENSTNIP00000017664	ENSMODP00000003085
ENSTNIP00000003863	ENSMODP00000017459
ENSTNIP00000015585	ENSMODP00000024305
ENSTNIP00000004386	ENSMODP00000010417
ENSTNIP00000011052	ENSMODP00000010417
ENSTNIP00000012149	ENSMODP00000005637
ENSTNIP00000015707	ENSMODP00000022826
ENSTNIP00000012139	ENSMODP00000021886
ENSTNIP00000016867	ENSMODP00000013566
ENSTNIP00000004932	ENSMODP00000022968
ENSTNIP00000013866	ENSMODP00000022968
ENSTNIP00000019660	ENSMODP00000023450
ENSTNIP00000020742	ENSMODP00000024436
ENSTNIP00000016004	ENSMODP00000016038
ENSTNIP00000010296	ENSMODP00000023858
ENSTNIP00000018411	ENSMODP00000023858
ENSTNIP00000019667	ENSMODP00000024168
ENSTNIP00000016793	ENSMODP00000008435
ENSTNIP00000016586	ENSMODP00000014105
ENSTNIP00000022055	ENSMODP00000014105
ENSTNIP00000019653	ENSMODP00000036656
ENSTNIP00000009922	ENSMODP00000036384
ENSTNIP00000007743	ENSMODP00000019226
ENSTNIP00000012773	ENSMODP00000004045
ENSTNIP00000014320	ENSMODP00000024743
ENSTNIP00000012477	ENSMODP00000024743
ENSTNIP00000013221	ENSMODP00000005745
ENSTNIP00000001298	ENSMODP00000011602
ENSTNIP00000022804	ENSMODP00000002903
ENSTNIP00000018763	ENSMODP00000002798
ENSTNIP00000014163	ENSMODP00000018870
ENSTNIP00000003905	ENSMODP00000002923
ENSTNIP00000008283	ENSMODP00000000454
ENSTNIP00000010747	ENSMODP00000016970
ENSTNIP00000015708	ENSMODP00000016970
ENSTNIP00000003549	ENSMODP00000026102
ENSTNIP00000000807	ENSMODP00000026102
ENSTNIP00000011554	ENSMODP00000006768
ENSTNIP00000010806	ENSMODP00000006768
ENSTNIP00000009410	ENSMODP00000026100
ENSTNIP00000013346	ENSMODP00000003602
ENSTNIP00000015326	ENSMODP00000003602
ENSTNIP00000001323	ENSMODP00000026451
ENSTNIP00000010375	ENSMODP00000019807
ENSTNIP00000003438	ENSMODP00000017460
ENSTNIP00000020920	ENSMODP00000024547
ENSTNIP00000011722	ENSMODP00000013390
ENSTNIP00000013523	ENSMODP00000013390
ENSTNIP00000022966	ENSMODP00000018947
ENSTNIP00000005215	ENSMODP00000001723
ENSTNIP00000009653	ENSMODP00000001886
ENSTNIP00000020487	ENSMODP00000010680
ENSTNIP00000001932	ENSMODP00000006173
ENSTNIP00000011091	ENSMODP00000006173
ENSTNIP00000014653	ENSMODP00000018644
ENSTNIP00000015141	ENSMODP00000003008
ENSTNIP00000010633	ENSMODP00000003008
ENSTNIP00000022230	ENSMODP00000013781
ENSTNIP00000013834	ENSMODP00000038368
ENSTNIP00000005322	ENSMODP00000020967
ENSTNIP00000021012	ENSMODP00000036222
ENSTNIP00000002578	ENSMODP00000003669
ENSTNIP00000003471	ENSMODP00000027697
ENSTNIP00000000989	ENSMODP00000013721
ENSTNIP00000004122	ENSMODP00000026672
ENSTNIP00000004114	ENSMODP00000000572
ENSTNIP00000004126	ENSMODP00000011991
ENSTNIP00000004113	ENSMODP00000000584
ENSTNIP00000004116	ENSMODP00000015460
ENSTNIP00000008511	ENSMODP00000014823
ENSTNIP00000009201	ENSMODP00000014823
ENSTNIP00000021925	ENSMODP00000024665
ENSTNIP00000009700	ENSMODP00000002649
ENSTNIP00000007784	ENSMODP00000014510
ENSTNIP00000003816	ENSMODP00000014510
ENSTNIP00000010397	ENSMODP00000018261
ENSTNIP00000015096	ENSMODP00000018261
ENSTNIP00000008264	ENSMODP00000028728
ENSTNIP00000021900	ENSMODP00000008854
ENSTNIP00000020384	ENSMODP00000014323
ENSTNIP00000020386	ENSMODP00000014475
ENSTNIP00000018985	ENSMODP00000030277
ENSTNIP00000016423	ENSMODP00000030434
ENSTNIP00000014526	ENSMODP00000003961
ENSTNIP00000006932	ENSMODP00000002889
ENSTNIP00000013449	ENSMODP00000006535
ENSTNIP00000016060	ENSMODP00000006535
ENSTNIP00000004757	ENSMODP00000007386
ENSTNIP00000012023	ENSMODP00000017635
ENSTNIP00000013208	ENSMODP00000017635
ENSTNIP00000005869	ENSMODP00000018232
ENSTNIP00000018507	ENSMODP00000025314
ENSTNIP00000007585	ENSMODP00000031542
ENSTNIP00000021547	ENSMODP00000015815
ENSTNIP00000016665	ENSMODP00000026738
ENSTNIP00000010971	ENSMODP00000002274
ENSTNIP00000013295	ENSMODP00000022144
ENSTNIP00000008137	ENSMODP00000020790
ENSTNIP00000021113	ENSMODP00000013574
ENSTNIP00000011829	ENSMODP00000014424
ENSTNIP00000021861	ENSMODP00000039502
ENSTNIP00000015214	ENSMODP00000022356
ENSTNIP00000017031	ENSMODP00000013030
ENSTNIP00000013964	ENSMODP00000022849
ENSTNIP00000011737	ENSMODP00000036899
ENSTNIP00000000036	ENSMODP00000034885
ENSTNIP00000019643	ENSMODP00000000678
ENSTNIP00000014821	ENSMODP00000000678
ENSTNIP00000019002	ENSMODP00000012804
ENSTNIP00000003911	ENSMODP00000008299
ENSTNIP00000002869	ENSMODP00000001792
ENSTNIP00000017973	ENSMODP00000001792
ENSTNIP00000000145	ENSMODP00000002675
ENSTNIP00000002557	ENSMODP00000002478
ENSTNIP00000017547	ENSMODP00000018728
ENSTNIP00000013257	ENSMODP00000019953
ENSTNIP00000013008	ENSMODP00000009579
ENSTNIP00000001525	ENSMODP00000006169
ENSTNIP00000003762	ENSMODP00000003246
ENSTNIP00000019068	ENSMODP00000023109
