ENSACAP00000008923	ENSGACP00000024945
ENSACAP00000016151	ENSGACP00000016811
ENSACAP00000009267	ENSGACP00000007737
ENSACAP00000012071	ENSGACP00000007785
ENSACAP00000015935	ENSGACP00000016782
ENSACAP00000008689	ENSGACP00000015864
ENSACAP00000008689	ENSGACP00000014067
ENSACAP00000004719	ENSGACP00000016183
ENSACAP00000015486	ENSGACP00000026364
ENSACAP00000013062	ENSGACP00000000096
ENSACAP00000008979	ENSGACP00000003271
ENSACAP00000016633	ENSGACP00000006514
ENSACAP00000016633	ENSGACP00000001615
ENSACAP00000009930	ENSGACP00000000108
ENSACAP00000009005	ENSGACP00000025131
ENSACAP00000009005	ENSGACP00000011699
ENSACAP00000011825	ENSGACP00000018281
ENSACAP00000006214	ENSGACP00000006044
ENSACAP00000002368	ENSGACP00000020491
ENSACAP00000005382	ENSGACP00000005349
ENSACAP00000018202	ENSGACP00000005357
ENSACAP00000010575	ENSGACP00000018929
ENSACAP00000012554	ENSGACP00000006582
ENSACAP00000007171	ENSGACP00000007254
ENSACAP00000008836	ENSGACP00000024980
ENSACAP00000012098	ENSGACP00000003022
ENSACAP00000001796	ENSGACP00000020838
ENSACAP00000001263	ENSGACP00000026960
ENSACAP00000010992	ENSGACP00000007331
ENSACAP00000010992	ENSGACP00000017854
ENSACAP00000007550	ENSGACP00000003166
ENSACAP00000000318	ENSGACP00000006502
ENSACAP00000006538	ENSGACP00000012146
ENSACAP00000012577	ENSGACP00000003298
ENSACAP00000012941	ENSGACP00000000738
ENSACAP00000003203	ENSGACP00000003994
ENSACAP00000004793	ENSGACP00000000134
ENSACAP00000015938	ENSGACP00000006122
ENSACAP00000016007	ENSGACP00000003737
ENSACAP00000018122	ENSGACP00000007910
ENSACAP00000018122	ENSGACP00000022104
ENSACAP00000004341	ENSGACP00000015419
ENSACAP00000009332	ENSGACP00000022784
ENSACAP00000000651	ENSGACP00000008833
ENSACAP00000009759	ENSGACP00000000332
ENSACAP00000014029	ENSGACP00000004965
ENSACAP00000014029	ENSGACP00000004125
ENSACAP00000003417	ENSGACP00000019896
ENSACAP00000008927	ENSGACP00000023916
ENSACAP00000008927	ENSGACP00000022047
ENSACAP00000007502	ENSGACP00000007677
ENSACAP00000016634	ENSGACP00000011892
ENSACAP00000007561	ENSGACP00000007685
ENSACAP00000014455	ENSGACP00000015273
ENSACAP00000013548	ENSGACP00000010308
ENSACAP00000013548	ENSGACP00000022291
ENSACAP00000019591	ENSGACP00000013186
ENSACAP00000006437	ENSGACP00000013257
ENSACAP00000006437	ENSGACP00000006823
ENSACAP00000014382	ENSGACP00000006904
ENSACAP00000005135	ENSGACP00000004773
ENSACAP00000010462	ENSGACP00000012750
ENSACAP00000010922	ENSGACP00000022458
ENSACAP00000001015	ENSGACP00000007722
ENSACAP00000003818	ENSGACP00000016625
ENSACAP00000002006	ENSGACP00000017630
ENSACAP00000013114	ENSGACP00000013973
ENSACAP00000020819	ENSGACP00000011315
ENSACAP00000020819	ENSGACP00000003958
ENSACAP00000003522	ENSGACP00000019691
ENSACAP00000013219	ENSGACP00000011994
ENSACAP00000013219	ENSGACP00000008431
ENSACAP00000019467	ENSGACP00000023135
ENSACAP00000008982	ENSGACP00000022930
ENSACAP00000007780	ENSGACP00000017112
ENSACAP00000004432	ENSGACP00000012947
ENSACAP00000015587	ENSGACP00000020465
ENSACAP00000017151	ENSGACP00000006948
ENSACAP00000017151	ENSGACP00000024634
ENSACAP00000013845	ENSGACP00000010631
ENSACAP00000013845	ENSGACP00000008098
ENSACAP00000002559	ENSGACP00000001453
ENSACAP00000006135	ENSGACP00000006371
ENSACAP00000006135	ENSGACP00000020323
ENSACAP00000014792	ENSGACP00000014548
ENSACAP00000007360	ENSGACP00000012355
ENSACAP00000008757	ENSGACP00000014203
ENSACAP00000007291	ENSGACP00000012336
ENSACAP00000016472	ENSGACP00000023888
ENSACAP00000016145	ENSGACP00000021953
ENSACAP00000011908	ENSGACP00000027607
ENSACAP00000017554	ENSGACP00000007738
ENSACAP00000017424	ENSGACP00000017328
ENSACAP00000014927	ENSGACP00000004003
ENSACAP00000008662	ENSGACP00000024090
ENSACAP00000005996	ENSGACP00000024604
ENSACAP00000015627	ENSGACP00000022187
ENSACAP00000018405	ENSGACP00000018723
ENSACAP00000019122	ENSGACP00000022725
ENSACAP00000003592	ENSGACP00000026344
ENSACAP00000003592	ENSGACP00000026849
ENSACAP00000014724	ENSGACP00000005809
ENSACAP00000001237	ENSGACP00000011764
ENSACAP00000009932	ENSGACP00000000232
ENSACAP00000009260	ENSGACP00000018239
ENSACAP00000009260	ENSGACP00000026294
ENSACAP00000014781	ENSGACP00000015031
ENSACAP00000005847	ENSGACP00000001282
ENSACAP00000012456	ENSGACP00000027604
ENSACAP00000002840	ENSGACP00000024805
ENSACAP00000003913	ENSGACP00000019944
ENSACAP00000017435	ENSGACP00000021735
ENSACAP00000017435	ENSGACP00000006567
ENSACAP00000005329	ENSGACP00000021061
ENSACAP00000006427	ENSGACP00000004341
ENSACAP00000004645	ENSGACP00000012160
ENSACAP00000013697	ENSGACP00000003739
ENSACAP00000017139	ENSGACP00000008123
ENSACAP00000017139	ENSGACP00000017573
ENSACAP00000008355	ENSGACP00000008519
ENSACAP00000008838	ENSGACP00000003248
ENSACAP00000000380	ENSGACP00000024464
ENSACAP00000000380	ENSGACP00000009269
ENSACAP00000019013	ENSGACP00000024653
ENSACAP00000008785	ENSGACP00000009510
ENSACAP00000010026	ENSGACP00000021772
ENSACAP00000013140	ENSGACP00000020936
ENSACAP00000013140	ENSGACP00000019104
ENSACAP00000000259	ENSGACP00000017334
ENSACAP00000016505	ENSGACP00000008354
ENSACAP00000009068	ENSGACP00000021242
ENSACAP00000005464	ENSGACP00000017992
ENSACAP00000005929	ENSGACP00000016440
ENSACAP00000015498	ENSGACP00000024225
ENSACAP00000020315	ENSGACP00000014599
ENSACAP00000020315	ENSGACP00000022545
ENSACAP00000013681	ENSGACP00000011511
ENSACAP00000003456	ENSGACP00000001182
ENSACAP00000001748	ENSGACP00000005195
ENSACAP00000017119	ENSGACP00000019392
ENSACAP00000004406	ENSGACP00000015109
ENSACAP00000004406	ENSGACP00000022614
ENSACAP00000000097	ENSGACP00000008686
ENSACAP00000006529	ENSGACP00000024837
ENSACAP00000002427	ENSGACP00000003483
ENSACAP00000005749	ENSGACP00000005584
ENSACAP00000007258	ENSGACP00000019968
ENSACAP00000000788	ENSGACP00000005807
ENSACAP00000006343	ENSGACP00000007119
ENSACAP00000006343	ENSGACP00000022701
ENSACAP00000000908	ENSGACP00000019740
ENSACAP00000006503	ENSGACP00000016961
ENSACAP00000006503	ENSGACP00000004382
ENSACAP00000006216	ENSGACP00000022698
ENSACAP00000006216	ENSGACP00000007143
ENSACAP00000002174	ENSGACP00000002397
ENSACAP00000002174	ENSGACP00000023187
ENSACAP00000005977	ENSGACP00000015575
ENSACAP00000016714	ENSGACP00000019543
ENSACAP00000010491	ENSGACP00000013926
ENSACAP00000010491	ENSGACP00000024947
ENSACAP00000001325	ENSGACP00000012006
ENSACAP00000005627	ENSGACP00000022983
ENSACAP00000010946	ENSGACP00000010410
ENSACAP00000004707	ENSGACP00000022998
ENSACAP00000003878	ENSGACP00000009402
ENSACAP00000013020	ENSGACP00000008326
ENSACAP00000001103	ENSGACP00000003115
ENSACAP00000001103	ENSGACP00000019688
ENSACAP00000009802	ENSGACP00000007747
ENSACAP00000018350	ENSGACP00000006978
ENSACAP00000003563	ENSGACP00000023138
ENSACAP00000001553	ENSGACP00000017180
ENSACAP00000016658	ENSGACP00000003108
ENSACAP00000016658	ENSGACP00000019125
ENSACAP00000014881	ENSGACP00000011125
ENSACAP00000017658	ENSGACP00000012618
ENSACAP00000011516	ENSGACP00000013093
ENSACAP00000011516	ENSGACP00000021831
ENSACAP00000007126	ENSGACP00000013132
ENSACAP00000005430	ENSGACP00000005419
ENSACAP00000017322	ENSGACP00000017649
ENSACAP00000017940	ENSGACP00000015570
ENSACAP00000001026	ENSGACP00000011966
ENSACAP00000001536	ENSGACP00000015836
ENSACAP00000006975	ENSGACP00000013706
ENSACAP00000006975	ENSGACP00000002577
ENSACAP00000008663	ENSGACP00000007021
ENSACAP00000019881	ENSGACP00000005851
ENSACAP00000006182	ENSGACP00000024797
ENSACAP00000015542	ENSGACP00000025182
ENSACAP00000005105	ENSGACP00000018859
ENSACAP00000008577	ENSGACP00000016717
ENSACAP00000010686	ENSGACP00000012396
ENSACAP00000010695	ENSGACP00000012410
ENSACAP00000010136	ENSGACP00000009429
ENSACAP00000010719	ENSGACP00000012416
ENSACAP00000010179	ENSGACP00000009414
ENSACAP00000017632	ENSGACP00000006007
ENSACAP00000010189	ENSGACP00000009408
ENSACAP00000010731	ENSGACP00000012427
ENSACAP00000006345	ENSGACP00000007429
ENSACAP00000006175	ENSGACP00000005536
ENSACAP00000006480	ENSGACP00000003770
ENSACAP00000010075	ENSGACP00000004898
ENSACAP00000007703	ENSGACP00000025156
ENSACAP00000007703	ENSGACP00000012721
ENSACAP00000003934	ENSGACP00000021957
ENSACAP00000015808	ENSGACP00000025314
ENSACAP00000012208	ENSGACP00000013503
ENSACAP00000001522	ENSGACP00000026039
ENSACAP00000001522	ENSGACP00000015730
ENSACAP00000000640	ENSGACP00000014011
ENSACAP00000000640	ENSGACP00000004656
ENSACAP00000005263	ENSGACP00000012322
ENSACAP00000005204	ENSGACP00000005442
ENSACAP00000004157	ENSGACP00000008588
ENSACAP00000000247	ENSGACP00000022429
ENSACAP00000000285	ENSGACP00000006739
ENSACAP00000011177	ENSGACP00000005148
ENSACAP00000011177	ENSGACP00000017373
ENSACAP00000000878	ENSGACP00000013526
ENSACAP00000001241	ENSGACP00000020180
ENSACAP00000005241	ENSGACP00000010054
ENSACAP00000004554	ENSGACP00000015788
ENSACAP00000008776	ENSGACP00000011945
ENSACAP00000011650	ENSGACP00000006427
ENSACAP00000013905	ENSGACP00000003282
ENSACAP00000004828	ENSGACP00000009330
ENSACAP00000010424	ENSGACP00000024039
ENSACAP00000010599	ENSGACP00000021064
ENSACAP00000015159	ENSGACP00000022184
ENSACAP00000001342	ENSGACP00000022175
ENSACAP00000000406	ENSGACP00000016504
ENSACAP00000012227	ENSGACP00000013841
ENSACAP00000014042	ENSGACP00000024174
ENSACAP00000001602	ENSGACP00000005215
ENSACAP00000001602	ENSGACP00000019235
ENSACAP00000009987	ENSGACP00000014689
ENSACAP00000010768	ENSGACP00000015320
ENSACAP00000009236	ENSGACP00000026109
ENSACAP00000009516	ENSGACP00000003092
ENSACAP00000001416	ENSGACP00000009401
ENSACAP00000008848	ENSGACP00000008857
ENSACAP00000008848	ENSGACP00000005887
ENSACAP00000012511	ENSGACP00000005451
ENSACAP00000008758	ENSGACP00000001703
ENSACAP00000003302	ENSGACP00000007794
ENSACAP00000020271	ENSGACP00000009552
ENSACAP00000020271	ENSGACP00000018060
ENSACAP00000003865	ENSGACP00000021792
ENSACAP00000005188	ENSGACP00000015309
ENSACAP00000012830	ENSGACP00000010486
ENSACAP00000012830	ENSGACP00000006542
ENSACAP00000020234	ENSGACP00000012775
ENSACAP00000016141	ENSGACP00000020002
ENSACAP00000016020	ENSGACP00000003758
ENSACAP00000014508	ENSGACP00000013669
ENSACAP00000005193	ENSGACP00000022153
ENSACAP00000002729	ENSGACP00000005265
ENSACAP00000015057	ENSGACP00000022585
ENSACAP00000008316	ENSGACP00000023157
ENSACAP00000008774	ENSGACP00000009523
ENSACAP00000009357	ENSGACP00000005266
ENSACAP00000009357	ENSGACP00000010595
ENSACAP00000000887	ENSGACP00000003277
ENSACAP00000000887	ENSGACP00000018841
ENSACAP00000007947	ENSGACP00000006385
ENSACAP00000007947	ENSGACP00000017317
ENSACAP00000013800	ENSGACP00000025276
ENSACAP00000000044	ENSGACP00000008939
ENSACAP00000003172	ENSGACP00000007464
ENSACAP00000004867	ENSGACP00000008159
ENSACAP00000004867	ENSGACP00000021206
ENSACAP00000011831	ENSGACP00000001555
ENSACAP00000014629	ENSGACP00000025368
ENSACAP00000009272	ENSGACP00000002745
ENSACAP00000002717	ENSGACP00000003442
ENSACAP00000002717	ENSGACP00000027337
ENSACAP00000001339	ENSGACP00000024099
ENSACAP00000006099	ENSGACP00000024598
ENSACAP00000016770	ENSGACP00000013993
ENSACAP00000016770	ENSGACP00000010043
ENSACAP00000018581	ENSGACP00000016928
ENSACAP00000015165	ENSGACP00000000672
ENSACAP00000004032	ENSGACP00000004931
ENSACAP00000004032	ENSGACP00000004071
ENSACAP00000014071	ENSGACP00000021529
ENSACAP00000014071	ENSGACP00000011311
ENSACAP00000017518	ENSGACP00000026002
ENSACAP00000023484	ENSGACP00000007527
ENSACAP00000023484	ENSGACP00000002017
ENSACAP00000017302	ENSGACP00000003350
ENSACAP00000017302	ENSGACP00000023897
ENSACAP00000019130	ENSGACP00000008528
ENSACAP00000005533	ENSGACP00000027498
ENSACAP00000013777	ENSGACP00000004614
ENSACAP00000007263	ENSGACP00000000532
ENSACAP00000017684	ENSGACP00000008178
ENSACAP00000017684	ENSGACP00000011448
ENSACAP00000000016	ENSGACP00000017188
ENSACAP00000000016	ENSGACP00000006600
ENSACAP00000003626	ENSGACP00000022000
ENSACAP00000014412	ENSGACP00000007446
ENSACAP00000008619	ENSGACP00000027542
ENSACAP00000006501	ENSGACP00000017092
ENSACAP00000014588	ENSGACP00000001464
ENSACAP00000006358	ENSGACP00000026901
ENSACAP00000010538	ENSGACP00000024953
ENSACAP00000005378	ENSGACP00000021674
ENSACAP00000009502	ENSGACP00000002888
ENSACAP00000009299	ENSGACP00000011139
ENSACAP00000012443	ENSGACP00000007741
ENSACAP00000010942	ENSGACP00000015598
ENSACAP00000016771	ENSGACP00000025743
ENSACAP00000005831	ENSGACP00000018287
ENSACAP00000011438	ENSGACP00000025605
ENSACAP00000005395	ENSGACP00000004561
ENSACAP00000012787	ENSGACP00000000681
ENSACAP00000006622	ENSGACP00000009440
ENSACAP00000005481	ENSGACP00000002761
ENSACAP00000004616	ENSGACP00000018734
ENSACAP00000005570	ENSGACP00000011428
ENSACAP00000007710	ENSGACP00000026232
ENSACAP00000007710	ENSGACP00000011045
ENSACAP00000015359	ENSGACP00000017648
ENSACAP00000015359	ENSGACP00000024051
ENSACAP00000001785	ENSGACP00000012340
ENSACAP00000001785	ENSGACP00000015993
ENSACAP00000001903	ENSGACP00000005588
ENSACAP00000014707	ENSGACP00000005510
ENSACAP00000004454	ENSGACP00000009974
ENSACAP00000013372	ENSGACP00000005500
ENSACAP00000008304	ENSGACP00000017927
ENSACAP00000005127	ENSGACP00000001344
ENSACAP00000004067	ENSGACP00000000348
ENSACAP00000004067	ENSGACP00000005371
ENSACAP00000015465	ENSGACP00000024566
ENSACAP00000003812	ENSGACP00000022740
ENSACAP00000001181	ENSGACP00000011532
ENSACAP00000001181	ENSGACP00000024891
ENSACAP00000010019	ENSGACP00000021027
ENSACAP00000010019	ENSGACP00000008651
ENSACAP00000021524	ENSGACP00000018625
ENSACAP00000008378	ENSGACP00000012660
ENSACAP00000016733	ENSGACP00000008278
ENSACAP00000016733	ENSGACP00000025259
ENSACAP00000006379	ENSGACP00000015825
ENSACAP00000004233	ENSGACP00000012470
ENSACAP00000003644	ENSGACP00000009484
ENSACAP00000002509	ENSGACP00000019596
ENSACAP00000002509	ENSGACP00000014040
ENSACAP00000008443	ENSGACP00000018243
ENSACAP00000003850	ENSGACP00000018113
ENSACAP00000003850	ENSGACP00000022946
ENSACAP00000003641	ENSGACP00000016693
ENSACAP00000003641	ENSGACP00000026650
ENSACAP00000004598	ENSGACP00000002943
ENSACAP00000004598	ENSGACP00000019731
ENSACAP00000014878	ENSGACP00000025241
ENSACAP00000007062	ENSGACP00000006688
ENSACAP00000003252	ENSGACP00000002529
ENSACAP00000012065	ENSGACP00000020023
ENSACAP00000011501	ENSGACP00000008560
ENSACAP00000010116	ENSGACP00000011402
ENSACAP00000018417	ENSGACP00000009729
ENSACAP00000010233	ENSGACP00000004431
ENSACAP00000012119	ENSGACP00000012398
ENSACAP00000015361	ENSGACP00000025091
ENSACAP00000017318	ENSGACP00000025571
ENSACAP00000017318	ENSGACP00000005780
ENSACAP00000005680	ENSGACP00000005082
ENSACAP00000017283	ENSGACP00000007968
ENSACAP00000017283	ENSGACP00000011770
ENSACAP00000009487	ENSGACP00000022684
ENSACAP00000014626	ENSGACP00000011818
ENSACAP00000014626	ENSGACP00000000907
ENSACAP00000019442	ENSGACP00000019515
ENSACAP00000019442	ENSGACP00000000813
ENSACAP00000016204	ENSGACP00000001681
ENSACAP00000012256	ENSGACP00000015558
ENSACAP00000004553	ENSGACP00000015997
ENSACAP00000008572	ENSGACP00000015371
ENSACAP00000002277	ENSGACP00000002841
ENSACAP00000002277	ENSGACP00000019700
ENSACAP00000010148	ENSGACP00000017627
ENSACAP00000001554	ENSGACP00000009418
ENSACAP00000008995	ENSGACP00000017387
ENSACAP00000004258	ENSGACP00000002980
ENSACAP00000002700	ENSGACP00000009493
ENSACAP00000006467	ENSGACP00000021608
ENSACAP00000016574	ENSGACP00000016415
ENSACAP00000003905	ENSGACP00000013354
ENSACAP00000017583	ENSGACP00000002799
ENSACAP00000004434	ENSGACP00000027354
ENSACAP00000003325	ENSGACP00000021545
ENSACAP00000014184	ENSGACP00000022732
ENSACAP00000008279	ENSGACP00000008859
ENSACAP00000002238	ENSGACP00000013549
ENSACAP00000009510	ENSGACP00000024173
ENSACAP00000008165	ENSGACP00000014120
ENSACAP00000016699	ENSGACP00000023932
ENSACAP00000002161	ENSGACP00000020117
ENSACAP00000022810	ENSGACP00000016999
ENSACAP00000010447	ENSGACP00000018067
ENSACAP00000022239	ENSGACP00000001883
ENSACAP00000021769	ENSGACP00000026589
ENSACAP00000000556	ENSGACP00000013917
ENSACAP00000009534	ENSGACP00000010787
ENSACAP00000005225	ENSGACP00000022250
ENSACAP00000003613	ENSGACP00000016117
ENSACAP00000017248	ENSGACP00000018820
ENSACAP00000017248	ENSGACP00000017689
ENSACAP00000015461	ENSGACP00000022251
ENSACAP00000014004	ENSGACP00000015469
ENSACAP00000006882	ENSGACP00000022303
ENSACAP00000011470	ENSGACP00000022102
ENSACAP00000012605	ENSGACP00000022590
ENSACAP00000009926	ENSGACP00000010322
ENSACAP00000010358	ENSGACP00000015048
ENSACAP00000013978	ENSGACP00000003908
ENSACAP00000001615	ENSGACP00000007605
ENSACAP00000022434	ENSGACP00000004573
ENSACAP00000001275	ENSGACP00000013251
ENSACAP00000002894	ENSGACP00000025897
ENSACAP00000017507	ENSGACP00000019267
ENSACAP00000009251	ENSGACP00000003962
ENSACAP00000015805	ENSGACP00000018993
ENSACAP00000012841	ENSGACP00000019716
ENSACAP00000007928	ENSGACP00000012694
ENSACAP00000004633	ENSGACP00000001529
ENSACAP00000012272	ENSGACP00000026680
ENSACAP00000007253	ENSGACP00000005352
ENSACAP00000000528	ENSGACP00000008958
ENSACAP00000007383	ENSGACP00000019426
ENSACAP00000017309	ENSGACP00000020441
ENSACAP00000016128	ENSGACP00000017677
ENSACAP00000002845	ENSGACP00000008145
ENSACAP00000019868	ENSGACP00000026815
ENSACAP00000000215	ENSGACP00000013984
ENSACAP00000010094	ENSGACP00000012259
ENSACAP00000007312	ENSGACP00000021586
ENSACAP00000019488	ENSGACP00000016529
ENSACAP00000004748	ENSGACP00000008780
ENSACAP00000007213	ENSGACP00000013534
ENSACAP00000016129	ENSGACP00000013768
ENSACAP00000020677	ENSGACP00000025301
ENSACAP00000002494	ENSGACP00000024736
ENSACAP00000002213	ENSGACP00000022031
ENSACAP00000000917	ENSGACP00000007222
ENSACAP00000006372	ENSGACP00000011231
ENSACAP00000015058	ENSGACP00000012801
ENSACAP00000001945	ENSGACP00000025797
ENSACAP00000002162	ENSGACP00000025798
ENSACAP00000006147	ENSGACP00000016263
ENSACAP00000006147	ENSGACP00000017665
ENSACAP00000006181	ENSGACP00000005529
ENSACAP00000009746	ENSGACP00000021596
ENSACAP00000003674	ENSGACP00000012106
ENSACAP00000010207	ENSGACP00000021264
ENSACAP00000016085	ENSGACP00000024266
ENSACAP00000014549	ENSGACP00000017915
ENSACAP00000000859	ENSGACP00000024881
ENSACAP00000000859	ENSGACP00000011486
ENSACAP00000004892	ENSGACP00000008226
ENSACAP00000015105	ENSGACP00000004499
ENSACAP00000008936	ENSGACP00000003318
ENSACAP00000010631	ENSGACP00000018488
ENSACAP00000015469	ENSGACP00000021323
ENSACAP00000002153	ENSGACP00000009675
ENSACAP00000013721	ENSGACP00000006339
ENSACAP00000013721	ENSGACP00000014335
ENSACAP00000015637	ENSGACP00000025561
ENSACAP00000018648	ENSGACP00000018903
ENSACAP00000007944	ENSGACP00000020015
ENSACAP00000014841	ENSGACP00000026728
ENSACAP00000014221	ENSGACP00000001701
ENSACAP00000004680	ENSGACP00000024456
ENSACAP00000010885	ENSGACP00000002310
ENSACAP00000017745	ENSGACP00000011467
ENSACAP00000017745	ENSGACP00000014075
ENSACAP00000011022	ENSGACP00000001185
ENSACAP00000004352	ENSGACP00000004101
ENSACAP00000004352	ENSGACP00000000651
ENSACAP00000015422	ENSGACP00000025125
ENSACAP00000020042	ENSGACP00000011865
ENSACAP00000015476	ENSGACP00000022199
ENSACAP00000000446	ENSGACP00000023449
ENSACAP00000015018	ENSGACP00000025627
ENSACAP00000015018	ENSGACP00000025637
ENSACAP00000006698	ENSGACP00000025643
ENSACAP00000012519	ENSGACP00000014555
ENSACAP00000014137	ENSGACP00000005777
ENSACAP00000017220	ENSGACP00000011436
ENSACAP00000017220	ENSGACP00000017014
ENSACAP00000010848	ENSGACP00000012619
ENSACAP00000012453	ENSGACP00000001330
ENSACAP00000012453	ENSGACP00000010500
ENSACAP00000003470	ENSGACP00000026959
ENSACAP00000022570	ENSGACP00000016454
ENSACAP00000017056	ENSGACP00000003513
ENSACAP00000010551	ENSGACP00000016981
ENSACAP00000006672	ENSGACP00000006322
ENSACAP00000012011	ENSGACP00000007554
ENSACAP00000003429	ENSGACP00000002607
ENSACAP00000006893	ENSGACP00000011933
ENSACAP00000003113	ENSGACP00000006024
ENSACAP00000001774	ENSGACP00000015665
ENSACAP00000008492	ENSGACP00000024572
ENSACAP00000000228	ENSGACP00000002288
ENSACAP00000005016	ENSGACP00000019545
ENSACAP00000010263	ENSGACP00000003494
ENSACAP00000016200	ENSGACP00000013014
ENSACAP00000007693	ENSGACP00000001042
ENSACAP00000006241	ENSGACP00000017936
ENSACAP00000006241	ENSGACP00000013041
ENSACAP00000008118	ENSGACP00000008219
ENSACAP00000018909	ENSGACP00000016507
ENSACAP00000012388	ENSGACP00000015214
ENSACAP00000004046	ENSGACP00000015219
ENSACAP00000004046	ENSGACP00000023795
ENSACAP00000016525	ENSGACP00000025181
ENSACAP00000016525	ENSGACP00000014679
ENSACAP00000001481	ENSGACP00000025388
ENSACAP00000001374	ENSGACP00000025379
ENSACAP00000016508	ENSGACP00000025198
ENSACAP00000015881	ENSGACP00000015151
ENSACAP00000012393	ENSGACP00000021499
ENSACAP00000017613	ENSGACP00000015903
ENSACAP00000001582	ENSGACP00000005598
ENSACAP00000010101	ENSGACP00000014557
ENSACAP00000002340	ENSGACP00000008027
ENSACAP00000016283	ENSGACP00000003870
ENSACAP00000004985	ENSGACP00000027163
ENSACAP00000004985	ENSGACP00000015140
ENSACAP00000005354	ENSGACP00000021771
ENSACAP00000011395	ENSGACP00000008334
ENSACAP00000008180	ENSGACP00000021548
ENSACAP00000012793	ENSGACP00000026703
ENSACAP00000012793	ENSGACP00000009319
ENSACAP00000011542	ENSGACP00000008480
ENSACAP00000009715	ENSGACP00000008055
ENSACAP00000009715	ENSGACP00000025576
ENSACAP00000005000	ENSGACP00000010084
ENSACAP00000005000	ENSGACP00000020785
ENSACAP00000014232	ENSGACP00000027013
ENSACAP00000011306	ENSGACP00000003530
ENSACAP00000007271	ENSGACP00000019513
ENSACAP00000004120	ENSGACP00000003381
ENSACAP00000016010	ENSGACP00000022868
ENSACAP00000000946	ENSGACP00000017277
