ENSDARP00000074624	ENSMGAP00000004951
ENSDARP00000115156	ENSMGAP00000000689
ENSDARP00000128127	ENSMGAP00000005359
ENSDARP00000079774	ENSMGAP00000016080
ENSDARP00000058940	ENSMGAP00000013293
ENSDARP00000052077	ENSMGAP00000013293
ENSDARP00000109305	ENSMGAP00000014864
ENSDARP00000030003	ENSMGAP00000014864
ENSDARP00000094847	ENSMGAP00000009588
ENSDARP00000110552	ENSMGAP00000012713
ENSDARP00000038002	ENSMGAP00000007439
ENSDARP00000012991	ENSMGAP00000001954
ENSDARP00000057021	ENSMGAP00000001954
ENSDARP00000019977	ENSMGAP00000004292
ENSDARP00000020242	ENSMGAP00000002095
ENSDARP00000065566	ENSMGAP00000015231
ENSDARP00000061785	ENSMGAP00000005178
ENSDARP00000046953	ENSMGAP00000001336
ENSDARP00000031510	ENSMGAP00000001336
ENSDARP00000108189	ENSMGAP00000013173
ENSDARP00000094282	ENSMGAP00000005416
ENSDARP00000094833	ENSMGAP00000012925
ENSDARP00000125940	ENSMGAP00000012925
ENSDARP00000122318	ENSMGAP00000002344
ENSDARP00000074097	ENSMGAP00000012138
ENSDARP00000099354	ENSMGAP00000012318
ENSDARP00000087985	ENSMGAP00000004967
ENSDARP00000077690	ENSMGAP00000014031
ENSDARP00000001187	ENSMGAP00000001541
ENSDARP00000066470	ENSMGAP00000001541
ENSDARP00000101388	ENSMGAP00000016699
ENSDARP00000071372	ENSMGAP00000016388
ENSDARP00000105653	ENSMGAP00000016388
ENSDARP00000021131	ENSMGAP00000002633
ENSDARP00000060350	ENSMGAP00000002633
ENSDARP00000010895	ENSMGAP00000013942
ENSDARP00000035603	ENSMGAP00000003295
ENSDARP00000117062	ENSMGAP00000003295
ENSDARP00000073989	ENSMGAP00000008655
ENSDARP00000104607	ENSMGAP00000008655
ENSDARP00000070108	ENSMGAP00000017050
ENSDARP00000129642	ENSMGAP00000017050
ENSDARP00000019694	ENSMGAP00000016866
ENSDARP00000129450	ENSMGAP00000016643
ENSDARP00000063664	ENSMGAP00000017077
ENSDARP00000084847	ENSMGAP00000017077
ENSDARP00000007507	ENSMGAP00000016326
ENSDARP00000051531	ENSMGAP00000016745
ENSDARP00000124668	ENSMGAP00000016969
ENSDARP00000128626	ENSMGAP00000016969
ENSDARP00000079977	ENSMGAP00000003391
ENSDARP00000080209	ENSMGAP00000017422
ENSDARP00000014204	ENSMGAP00000017422
ENSDARP00000083086	ENSMGAP00000011273
ENSDARP00000018477	ENSMGAP00000001718
ENSDARP00000118755	ENSMGAP00000000781
ENSDARP00000044962	ENSMGAP00000009965
ENSDARP00000100065	ENSMGAP00000009965
ENSDARP00000055912	ENSMGAP00000016647
ENSDARP00000020541	ENSMGAP00000013918
ENSDARP00000112167	ENSMGAP00000000330
ENSDARP00000090939	ENSMGAP00000005175
ENSDARP00000124022	ENSMGAP00000005136
ENSDARP00000123643	ENSMGAP00000005136
ENSDARP00000075304	ENSMGAP00000009949
ENSDARP00000112435	ENSMGAP00000003148
ENSDARP00000077445	ENSMGAP00000005168
ENSDARP00000102708	ENSMGAP00000012157
ENSDARP00000066777	ENSMGAP00000012037
ENSDARP00000108139	ENSMGAP00000003821
ENSDARP00000110052	ENSMGAP00000009180
ENSDARP00000014757	ENSMGAP00000008886
ENSDARP00000062568	ENSMGAP00000001118
ENSDARP00000016228	ENSMGAP00000018940
ENSDARP00000105685	ENSMGAP00000012064
ENSDARP00000074019	ENSMGAP00000015939
ENSDARP00000054229	ENSMGAP00000000886
ENSDARP00000025335	ENSMGAP00000018906
ENSDARP00000006394	ENSMGAP00000018906
ENSDARP00000023829	ENSMGAP00000006128
ENSDARP00000028352	ENSMGAP00000004657
ENSDARP00000091522	ENSMGAP00000014958
ENSDARP00000101081	ENSMGAP00000008153
ENSDARP00000043712	ENSMGAP00000013037
ENSDARP00000024418	ENSMGAP00000014755
ENSDARP00000112231	ENSMGAP00000003137
ENSDARP00000094530	ENSMGAP00000003137
ENSDARP00000125731	ENSMGAP00000016102
ENSDARP00000117939	ENSMGAP00000012301
ENSDARP00000071646	ENSMGAP00000017563
ENSDARP00000010406	ENSMGAP00000001845
ENSDARP00000012374	ENSMGAP00000009940
ENSDARP00000106351	ENSMGAP00000016758
ENSDARP00000116362	ENSMGAP00000012402
ENSDARP00000068225	ENSMGAP00000006208
ENSDARP00000048035	ENSMGAP00000012619
ENSDARP00000005231	ENSMGAP00000007172
ENSDARP00000060722	ENSMGAP00000012451
ENSDARP00000070001	ENSMGAP00000019084
ENSDARP00000093667	ENSMGAP00000013647
ENSDARP00000053398	ENSMGAP00000013795
ENSDARP00000108190	ENSMGAP00000009939
ENSDARP00000070002	ENSMGAP00000013308
ENSDARP00000042219	ENSMGAP00000002253
ENSDARP00000071929	ENSMGAP00000010392
ENSDARP00000081336	ENSMGAP00000006054
ENSDARP00000081315	ENSMGAP00000006615
ENSDARP00000008096	ENSMGAP00000004084
ENSDARP00000119411	ENSMGAP00000011172
ENSDARP00000088027	ENSMGAP00000014155
ENSDARP00000106807	ENSMGAP00000004643
ENSDARP00000005281	ENSMGAP00000004700
ENSDARP00000110030	ENSMGAP00000004700
ENSDARP00000009915	ENSMGAP00000014142
ENSDARP00000086564	ENSMGAP00000008301
ENSDARP00000064081	ENSMGAP00000008001
ENSDARP00000041793	ENSMGAP00000008001
ENSDARP00000067661	ENSMGAP00000002171
ENSDARP00000110563	ENSMGAP00000007300
ENSDARP00000116687	ENSMGAP00000003770
ENSDARP00000117953	ENSMGAP00000012121
ENSDARP00000119968	ENSMGAP00000012121
ENSDARP00000102943	ENSMGAP00000017666
ENSDARP00000110385	ENSMGAP00000017666
ENSDARP00000078195	ENSMGAP00000018372
ENSDARP00000100646	ENSMGAP00000010734
ENSDARP00000104250	ENSMGAP00000010734
ENSDARP00000079716	ENSMGAP00000013917
ENSDARP00000129408	ENSMGAP00000009738
ENSDARP00000039745	ENSMGAP00000009738
ENSDARP00000098469	ENSMGAP00000002709
ENSDARP00000122496	ENSMGAP00000002709
ENSDARP00000129410	ENSMGAP00000003603
ENSDARP00000058626	ENSMGAP00000019460
ENSDARP00000092043	ENSMGAP00000012443
ENSDARP00000124276	ENSMGAP00000006777
ENSDARP00000000854	ENSMGAP00000012428
ENSDARP00000000192	ENSMGAP00000012428
ENSDARP00000118507	ENSMGAP00000006820
ENSDARP00000085090	ENSMGAP00000007292
ENSDARP00000118093	ENSMGAP00000000812
ENSDARP00000122836	ENSMGAP00000009368
ENSDARP00000087440	ENSMGAP00000004698
ENSDARP00000067072	ENSMGAP00000016415
ENSDARP00000096455	ENSMGAP00000007036
ENSDARP00000126821	ENSMGAP00000016269
ENSDARP00000099731	ENSMGAP00000016269
ENSDARP00000080204	ENSMGAP00000001153
ENSDARP00000102822	ENSMGAP00000012086
ENSDARP00000125877	ENSMGAP00000008152
ENSDARP00000101690	ENSMGAP00000015929
ENSDARP00000106520	ENSMGAP00000005857
ENSDARP00000103681	ENSMGAP00000005857
ENSDARP00000116703	ENSMGAP00000014193
ENSDARP00000129244	ENSMGAP00000014193
ENSDARP00000066456	ENSMGAP00000006058
ENSDARP00000068073	ENSMGAP00000002596
ENSDARP00000026343	ENSMGAP00000013219
ENSDARP00000112770	ENSMGAP00000001799
ENSDARP00000097956	ENSMGAP00000004937
ENSDARP00000097720	ENSMGAP00000004937
ENSDARP00000098441	ENSMGAP00000016484
ENSDARP00000055316	ENSMGAP00000006174
ENSDARP00000063441	ENSMGAP00000014357
ENSDARP00000022100	ENSMGAP00000016755
ENSDARP00000111867	ENSMGAP00000015817
ENSDARP00000027451	ENSMGAP00000016343
ENSDARP00000104112	ENSMGAP00000010859
ENSDARP00000113605	ENSMGAP00000010859
ENSDARP00000121308	ENSMGAP00000013840
ENSDARP00000083913	ENSMGAP00000011964
ENSDARP00000082409	ENSMGAP00000011964
ENSDARP00000008954	ENSMGAP00000007491
ENSDARP00000117426	ENSMGAP00000007491
ENSDARP00000096531	ENSMGAP00000006811
ENSDARP00000057237	ENSMGAP00000006811
ENSDARP00000028581	ENSMGAP00000003922
ENSDARP00000084869	ENSMGAP00000005105
ENSDARP00000123342	ENSMGAP00000005056
ENSDARP00000113441	ENSMGAP00000005056
ENSDARP00000078874	ENSMGAP00000008532
ENSDARP00000124840	ENSMGAP00000006638
ENSDARP00000107119	ENSMGAP00000011688
ENSDARP00000087771	ENSMGAP00000004620
ENSDARP00000080637	ENSMGAP00000012746
ENSDARP00000088259	ENSMGAP00000012741
ENSDARP00000067654	ENSMGAP00000012741
ENSDARP00000030741	ENSMGAP00000012472
ENSDARP00000122498	ENSMGAP00000006416
ENSDARP00000095067	ENSMGAP00000006416
ENSDARP00000013442	ENSMGAP00000003887
ENSDARP00000104238	ENSMGAP00000006163
ENSDARP00000100443	ENSMGAP00000005172
ENSDARP00000018003	ENSMGAP00000012392
ENSDARP00000122173	ENSMGAP00000014338
ENSDARP00000084255	ENSMGAP00000005694
ENSDARP00000080759	ENSMGAP00000010093
ENSDARP00000112101	ENSMGAP00000007082
ENSDARP00000026694	ENSMGAP00000015150
ENSDARP00000101084	ENSMGAP00000002755
ENSDARP00000062628	ENSMGAP00000001498
ENSDARP00000116712	ENSMGAP00000016726
ENSDARP00000067599	ENSMGAP00000008805
ENSDARP00000127315	ENSMGAP00000011487
ENSDARP00000071815	ENSMGAP00000006347
ENSDARP00000006831	ENSMGAP00000006347
ENSDARP00000105801	ENSMGAP00000014986
ENSDARP00000047019	ENSMGAP00000005527
ENSDARP00000106367	ENSMGAP00000017654
ENSDARP00000112133	ENSMGAP00000017654
ENSDARP00000104936	ENSMGAP00000015294
ENSDARP00000091879	ENSMGAP00000015294
ENSDARP00000116072	ENSMGAP00000015297
ENSDARP00000026053	ENSMGAP00000015297
ENSDARP00000096734	ENSMGAP00000008485
ENSDARP00000086788	ENSMGAP00000008485
ENSDARP00000084476	ENSMGAP00000005067
ENSDARP00000086783	ENSMGAP00000005067
ENSDARP00000054471	ENSMGAP00000019293
ENSDARP00000124413	ENSMGAP00000017203
ENSDARP00000051538	ENSMGAP00000017203
ENSDARP00000015225	ENSMGAP00000016858
ENSDARP00000110855	ENSMGAP00000001957
ENSDARP00000040110	ENSMGAP00000006553
ENSDARP00000072417	ENSMGAP00000006553
ENSDARP00000124664	ENSMGAP00000011868
ENSDARP00000095009	ENSMGAP00000016296
ENSDARP00000088855	ENSMGAP00000016296
ENSDARP00000101999	ENSMGAP00000003221
ENSDARP00000106841	ENSMGAP00000003221
ENSDARP00000038211	ENSMGAP00000015360
ENSDARP00000118019	ENSMGAP00000015360
ENSDARP00000099134	ENSMGAP00000003224
ENSDARP00000128785	ENSMGAP00000001715
ENSDARP00000123565	ENSMGAP00000001677
ENSDARP00000094342	ENSMGAP00000001677
ENSDARP00000116997	ENSMGAP00000005446
ENSDARP00000010256	ENSMGAP00000005894
ENSDARP00000044734	ENSMGAP00000005894
ENSDARP00000054598	ENSMGAP00000015774
ENSDARP00000024670	ENSMGAP00000015774
ENSDARP00000043179	ENSMGAP00000019088
ENSDARP00000049290	ENSMGAP00000019088
ENSDARP00000085057	ENSMGAP00000018904
ENSDARP00000091856	ENSMGAP00000018904
ENSDARP00000113964	ENSMGAP00000016732
ENSDARP00000027181	ENSMGAP00000015055
ENSDARP00000110832	ENSMGAP00000014495
ENSDARP00000111502	ENSMGAP00000001188
ENSDARP00000089658	ENSMGAP00000012642
ENSDARP00000102929	ENSMGAP00000016741
ENSDARP00000128308	ENSMGAP00000016640
ENSDARP00000129298	ENSMGAP00000012983
ENSDARP00000103376	ENSMGAP00000015811
ENSDARP00000045017	ENSMGAP00000016730
ENSDARP00000062479	ENSMGAP00000017623
ENSDARP00000102031	ENSMGAP00000017025
ENSDARP00000010616	ENSMGAP00000007766
ENSDARP00000025722	ENSMGAP00000010434
ENSDARP00000006235	ENSMGAP00000010870
ENSDARP00000104189	ENSMGAP00000000304
ENSDARP00000097423	ENSMGAP00000000533
ENSDARP00000106254	ENSMGAP00000018730
ENSDARP00000092779	ENSMGAP00000012626
ENSDARP00000027383	ENSMGAP00000009784
ENSDARP00000069305	ENSMGAP00000001417
ENSDARP00000115099	ENSMGAP00000001869
ENSDARP00000003360	ENSMGAP00000014435
ENSDARP00000021833	ENSMGAP00000014435
ENSDARP00000048429	ENSMGAP00000015270
ENSDARP00000127470	ENSMGAP00000015270
ENSDARP00000003530	ENSMGAP00000017259
ENSDARP00000104215	ENSMGAP00000017259
ENSDARP00000097944	ENSMGAP00000012671
ENSDARP00000081734	ENSMGAP00000015650
ENSDARP00000064717	ENSMGAP00000005002
ENSDARP00000093565	ENSMGAP00000001189
ENSDARP00000069171	ENSMGAP00000001189
ENSDARP00000030826	ENSMGAP00000009824
ENSDARP00000026925	ENSMGAP00000009824
ENSDARP00000066191	ENSMGAP00000015573
ENSDARP00000012434	ENSMGAP00000007060
ENSDARP00000066196	ENSMGAP00000005916
ENSDARP00000113142	ENSMGAP00000003611
ENSDARP00000086765	ENSMGAP00000007220
ENSDARP00000008780	ENSMGAP00000014746
ENSDARP00000120492	ENSMGAP00000014746
ENSDARP00000012264	ENSMGAP00000007170
ENSDARP00000022579	ENSMGAP00000007170
ENSDARP00000073100	ENSMGAP00000010552
ENSDARP00000100292	ENSMGAP00000013673
ENSDARP00000034617	ENSMGAP00000013673
ENSDARP00000100985	ENSMGAP00000005586
ENSDARP00000060544	ENSMGAP00000006315
ENSDARP00000069429	ENSMGAP00000017067
ENSDARP00000096391	ENSMGAP00000005735
ENSDARP00000121096	ENSMGAP00000019627
ENSDARP00000061498	ENSMGAP00000016914
ENSDARP00000074800	ENSMGAP00000016914
ENSDARP00000106824	ENSMGAP00000016783
ENSDARP00000056883	ENSMGAP00000016783
ENSDARP00000118528	ENSMGAP00000017423
ENSDARP00000058702	ENSMGAP00000017062
ENSDARP00000116973	ENSMGAP00000017062
ENSDARP00000109214	ENSMGAP00000016275
ENSDARP00000022348	ENSMGAP00000017748
ENSDARP00000077475	ENSMGAP00000006826
ENSDARP00000069031	ENSMGAP00000006839
ENSDARP00000059832	ENSMGAP00000009959
ENSDARP00000043155	ENSMGAP00000010784
ENSDARP00000090643	ENSMGAP00000011661
ENSDARP00000073990	ENSMGAP00000012720
ENSDARP00000104664	ENSMGAP00000005042
ENSDARP00000094910	ENSMGAP00000015649
ENSDARP00000044677	ENSMGAP00000012695
ENSDARP00000090772	ENSMGAP00000002358
ENSDARP00000109146	ENSMGAP00000002373
ENSDARP00000005716	ENSMGAP00000012687
ENSDARP00000109475	ENSMGAP00000011323
ENSDARP00000108864	ENSMGAP00000009617
ENSDARP00000087554	ENSMGAP00000014652
ENSDARP00000108215	ENSMGAP00000010982
ENSDARP00000117883	ENSMGAP00000009559
ENSDARP00000120558	ENSMGAP00000009559
ENSDARP00000093330	ENSMGAP00000011804
ENSDARP00000128493	ENSMGAP00000014574
ENSDARP00000119933	ENSMGAP00000014574
ENSDARP00000111809	ENSMGAP00000011515
ENSDARP00000008527	ENSMGAP00000013500
ENSDARP00000024987	ENSMGAP00000013378
ENSDARP00000041299	ENSMGAP00000014282
ENSDARP00000110930	ENSMGAP00000014282
ENSDARP00000100256	ENSMGAP00000013564
ENSDARP00000065384	ENSMGAP00000013564
ENSDARP00000072712	ENSMGAP00000007931
ENSDARP00000109370	ENSMGAP00000016105
ENSDARP00000088795	ENSMGAP00000011364
ENSDARP00000104593	ENSMGAP00000003822
ENSDARP00000110804	ENSMGAP00000004329
ENSDARP00000102269	ENSMGAP00000004993
ENSDARP00000118424	ENSMGAP00000017558
ENSDARP00000112161	ENSMGAP00000017558
ENSDARP00000106720	ENSMGAP00000004405
ENSDARP00000124159	ENSMGAP00000004999
ENSDARP00000123523	ENSMGAP00000004999
ENSDARP00000124904	ENSMGAP00000001719
ENSDARP00000124055	ENSMGAP00000005260
ENSDARP00000061546	ENSMGAP00000011717
ENSDARP00000118327	ENSMGAP00000014122
ENSDARP00000118145	ENSMGAP00000012360
ENSDARP00000101065	ENSMGAP00000018689
ENSDARP00000000102	ENSMGAP00000008827
ENSDARP00000046541	ENSMGAP00000009540
ENSDARP00000017066	ENSMGAP00000009540
ENSDARP00000106635	ENSMGAP00000014990
ENSDARP00000078225	ENSMGAP00000006432
ENSDARP00000116694	ENSMGAP00000006432
ENSDARP00000081397	ENSMGAP00000009492
ENSDARP00000045474	ENSMGAP00000017808
ENSDARP00000044313	ENSMGAP00000004371
ENSDARP00000059037	ENSMGAP00000010672
ENSDARP00000052388	ENSMGAP00000010482
ENSDARP00000127550	ENSMGAP00000010482
ENSDARP00000118073	ENSMGAP00000003568
ENSDARP00000107979	ENSMGAP00000003568
ENSDARP00000114988	ENSMGAP00000003574
ENSDARP00000097940	ENSMGAP00000013264
ENSDARP00000088873	ENSMGAP00000002792
ENSDARP00000056126	ENSMGAP00000002792
ENSDARP00000099577	ENSMGAP00000006356
ENSDARP00000081131	ENSMGAP00000013097
ENSDARP00000098064	ENSMGAP00000008242
ENSDARP00000012969	ENSMGAP00000008242
ENSDARP00000078930	ENSMGAP00000008035
ENSDARP00000082939	ENSMGAP00000018333
ENSDARP00000069525	ENSMGAP00000008978
ENSDARP00000108727	ENSMGAP00000009077
ENSDARP00000099049	ENSMGAP00000018187
ENSDARP00000039385	ENSMGAP00000014381
ENSDARP00000120042	ENSMGAP00000016248
ENSDARP00000115216	ENSMGAP00000002716
ENSDARP00000044156	ENSMGAP00000009000
ENSDARP00000097312	ENSMGAP00000009000
ENSDARP00000024690	ENSMGAP00000017127
ENSDARP00000126281	ENSMGAP00000017127
ENSDARP00000062405	ENSMGAP00000000349
ENSDARP00000096673	ENSMGAP00000000349
ENSDARP00000127548	ENSMGAP00000005209
ENSDARP00000094387	ENSMGAP00000005209
ENSDARP00000120313	ENSMGAP00000013029
ENSDARP00000106730	ENSMGAP00000009246
ENSDARP00000084389	ENSMGAP00000005954
ENSDARP00000116425	ENSMGAP00000014213
ENSDARP00000095341	ENSMGAP00000008272
ENSDARP00000003786	ENSMGAP00000004037
ENSDARP00000123971	ENSMGAP00000004037
ENSDARP00000109548	ENSMGAP00000015151
ENSDARP00000006774	ENSMGAP00000003491
ENSDARP00000051973	ENSMGAP00000003491
ENSDARP00000096103	ENSMGAP00000017323
ENSDARP00000129862	ENSMGAP00000017323
ENSDARP00000129085	ENSMGAP00000016289
ENSDARP00000006023	ENSMGAP00000016289
ENSDARP00000072421	ENSMGAP00000016910
ENSDARP00000043683	ENSMGAP00000016910
ENSDARP00000091412	ENSMGAP00000016746
ENSDARP00000068772	ENSMGAP00000004704
ENSDARP00000052167	ENSMGAP00000005184
ENSDARP00000085856	ENSMGAP00000007137
ENSDARP00000124843	ENSMGAP00000007823
ENSDARP00000069736	ENSMGAP00000015467
ENSDARP00000100653	ENSMGAP00000011314
ENSDARP00000100966	ENSMGAP00000012350
ENSDARP00000129322	ENSMGAP00000003632
ENSDARP00000115933	ENSMGAP00000008659
ENSDARP00000014501	ENSMGAP00000009650
ENSDARP00000101005	ENSMGAP00000003156
ENSDARP00000119614	ENSMGAP00000008465
ENSDARP00000106655	ENSMGAP00000003249
ENSDARP00000121957	ENSMGAP00000003249
ENSDARP00000109070	ENSMGAP00000013657
ENSDARP00000107322	ENSMGAP00000015543
ENSDARP00000109092	ENSMGAP00000015543
ENSDARP00000014779	ENSMGAP00000011951
ENSDARP00000105671	ENSMGAP00000019405
ENSDARP00000098992	ENSMGAP00000016520
ENSDARP00000027138	ENSMGAP00000012987
ENSDARP00000087859	ENSMGAP00000009954
ENSDARP00000097279	ENSMGAP00000018077
ENSDARP00000123023	ENSMGAP00000007483
ENSDARP00000093598	ENSMGAP00000010210
ENSDARP00000125869	ENSMGAP00000010210
ENSDARP00000073983	ENSMGAP00000016210
ENSDARP00000111958	ENSMGAP00000012744
ENSDARP00000057184	ENSMGAP00000012346
ENSDARP00000097982	ENSMGAP00000018351
ENSDARP00000048390	ENSMGAP00000013971
ENSDARP00000062431	ENSMGAP00000019812
ENSDARP00000092499	ENSMGAP00000011467
ENSDARP00000009152	ENSMGAP00000014401
ENSDARP00000116976	ENSMGAP00000007449
ENSDARP00000071747	ENSMGAP00000007449
ENSDARP00000121807	ENSMGAP00000012421
ENSDARP00000047398	ENSMGAP00000001565
ENSDARP00000004149	ENSMGAP00000003127
ENSDARP00000068174	ENSMGAP00000003127
ENSDARP00000098785	ENSMGAP00000001721
ENSDARP00000099069	ENSMGAP00000012432
ENSDARP00000044029	ENSMGAP00000012432
ENSDARP00000028652	ENSMGAP00000006912
ENSDARP00000075800	ENSMGAP00000016011
ENSDARP00000011898	ENSMGAP00000001513
ENSDARP00000091059	ENSMGAP00000001792
ENSDARP00000072093	ENSMGAP00000000565
ENSDARP00000007209	ENSMGAP00000005719
ENSDARP00000002466	ENSMGAP00000016009
ENSDARP00000049203	ENSMGAP00000012374
ENSDARP00000112456	ENSMGAP00000007169
ENSDARP00000039570	ENSMGAP00000006833
ENSDARP00000108125	ENSMGAP00000002426
ENSDARP00000037116	ENSMGAP00000002426
ENSDARP00000108452	ENSMGAP00000006846
ENSDARP00000099138	ENSMGAP00000003787
ENSDARP00000073709	ENSMGAP00000002234
ENSDARP00000115462	ENSMGAP00000012516
ENSDARP00000011264	ENSMGAP00000004146
ENSDARP00000065379	ENSMGAP00000004146
ENSDARP00000041991	ENSMGAP00000015933
ENSDARP00000115544	ENSMGAP00000018393
ENSDARP00000020652	ENSMGAP00000006737
ENSDARP00000100957	ENSMGAP00000015616
ENSDARP00000121735	ENSMGAP00000012558
ENSDARP00000089195	ENSMGAP00000014832
ENSDARP00000101435	ENSMGAP00000013391
ENSDARP00000111672	ENSMGAP00000014492
ENSDARP00000106262	ENSMGAP00000015366
ENSDARP00000110808	ENSMGAP00000003332
ENSDARP00000100386	ENSMGAP00000001550
ENSDARP00000127685	ENSMGAP00000008005
ENSDARP00000128635	ENSMGAP00000008005
ENSDARP00000119401	ENSMGAP00000012714
ENSDARP00000010346	ENSMGAP00000012714
ENSDARP00000109117	ENSMGAP00000009434
ENSDARP00000029561	ENSMGAP00000013591
ENSDARP00000025528	ENSMGAP00000013591
ENSDARP00000116197	ENSMGAP00000002582
ENSDARP00000079966	ENSMGAP00000009308
ENSDARP00000029313	ENSMGAP00000003705
ENSDARP00000083822	ENSMGAP00000003705
ENSDARP00000099542	ENSMGAP00000015746
ENSDARP00000103362	ENSMGAP00000015746
ENSDARP00000100489	ENSMGAP00000009789
ENSDARP00000044452	ENSMGAP00000018347
ENSDARP00000118028	ENSMGAP00000018347
ENSDARP00000082268	ENSMGAP00000009964
ENSDARP00000102413	ENSMGAP00000002334
ENSDARP00000098054	ENSMGAP00000002334
ENSDARP00000112117	ENSMGAP00000011779
ENSDARP00000099800	ENSMGAP00000003071
ENSDARP00000117153	ENSMGAP00000003071
ENSDARP00000100893	ENSMGAP00000014698
ENSDARP00000018872	ENSMGAP00000014698
ENSDARP00000046210	ENSMGAP00000016017
ENSDARP00000118247	ENSMGAP00000012464
ENSDARP00000096499	ENSMGAP00000005862
ENSDARP00000058341	ENSMGAP00000008252
ENSDARP00000116882	ENSMGAP00000012234
ENSDARP00000068999	ENSMGAP00000007717
ENSDARP00000096540	ENSMGAP00000001665
ENSDARP00000049829	ENSMGAP00000010559
ENSDARP00000016823	ENSMGAP00000013110
ENSDARP00000014024	ENSMGAP00000019497
ENSDARP00000033085	ENSMGAP00000014326
ENSDARP00000003984	ENSMGAP00000014326
ENSDARP00000021260	ENSMGAP00000010723
ENSDARP00000074832	ENSMGAP00000010723
ENSDARP00000004329	ENSMGAP00000014328
ENSDARP00000016938	ENSMGAP00000008214
ENSDARP00000014377	ENSMGAP00000018472
ENSDARP00000120780	ENSMGAP00000018472
ENSDARP00000004223	ENSMGAP00000005391
ENSDARP00000089031	ENSMGAP00000005391
ENSDARP00000110017	ENSMGAP00000017815
ENSDARP00000074756	ENSMGAP00000000998
ENSDARP00000090832	ENSMGAP00000010885
ENSDARP00000116071	ENSMGAP00000007067
ENSDARP00000088707	ENSMGAP00000005143
ENSDARP00000003949	ENSMGAP00000010843
ENSDARP00000062819	ENSMGAP00000011581
ENSDARP00000110018	ENSMGAP00000009482
ENSDARP00000043001	ENSMGAP00000004472
ENSDARP00000090100	ENSMGAP00000003953
ENSDARP00000089021	ENSMGAP00000009465
ENSDARP00000118357	ENSMGAP00000008296
ENSDARP00000107941	ENSMGAP00000001834
ENSDARP00000061587	ENSMGAP00000003824
ENSDARP00000041364	ENSMGAP00000003824
ENSDARP00000096944	ENSMGAP00000000308
ENSDARP00000105437	ENSMGAP00000000308
ENSDARP00000124036	ENSMGAP00000015412
ENSDARP00000087775	ENSMGAP00000002970
ENSDARP00000071331	ENSMGAP00000000386
ENSDARP00000102806	ENSMGAP00000015411
ENSDARP00000107613	ENSMGAP00000003180
ENSDARP00000108566	ENSMGAP00000003180
ENSDARP00000016969	ENSMGAP00000001885
ENSDARP00000005313	ENSMGAP00000010372
ENSDARP00000014904	ENSMGAP00000007822
ENSDARP00000020838	ENSMGAP00000011319
ENSDARP00000036961	ENSMGAP00000007090
ENSDARP00000087454	ENSMGAP00000001052
ENSDARP00000030948	ENSMGAP00000001052
ENSDARP00000082533	ENSMGAP00000002562
ENSDARP00000082539	ENSMGAP00000002562
ENSDARP00000114785	ENSMGAP00000011397
ENSDARP00000006703	ENSMGAP00000011397
ENSDARP00000115713	ENSMGAP00000012061
ENSDARP00000125863	ENSMGAP00000000389
ENSDARP00000076416	ENSMGAP00000015410
ENSDARP00000020190	ENSMGAP00000006675
ENSDARP00000107515	ENSMGAP00000006675
ENSDARP00000089083	ENSMGAP00000013119
ENSDARP00000078026	ENSMGAP00000016483
ENSDARP00000116442	ENSMGAP00000016483
ENSDARP00000044704	ENSMGAP00000012973
ENSDARP00000079873	ENSMGAP00000018137
ENSDARP00000021899	ENSMGAP00000016621
ENSDARP00000106306	ENSMGAP00000017113
ENSDARP00000024344	ENSMGAP00000017113
ENSDARP00000090879	ENSMGAP00000017108
ENSDARP00000103816	ENSMGAP00000006679
ENSDARP00000068078	ENSMGAP00000007031
ENSDARP00000067030	ENSMGAP00000014430
ENSDARP00000112016	ENSMGAP00000011150
ENSDARP00000019044	ENSMGAP00000001706
ENSDARP00000008879	ENSMGAP00000001706
ENSDARP00000020470	ENSMGAP00000003499
ENSDARP00000016454	ENSMGAP00000003499
ENSDARP00000106495	ENSMGAP00000001620
