ENSLOCP00000009128	ENSMUSP00000034074
ENSLOCP00000009133	ENSMUSP00000060769
ENSLOCP00000019067	ENSMUSP00000014917
ENSLOCP00000015123	ENSMUSP00000099575
ENSLOCP00000016980	ENSMUSP00000001480
ENSLOCP00000017834	ENSMUSP00000103015
ENSLOCP00000010844	ENSMUSP00000025358
ENSLOCP00000014450	ENSMUSP00000029658
ENSLOCP00000005234	ENSMUSP00000133166
ENSLOCP00000007632	ENSMUSP00000036998
ENSLOCP00000020043	ENSMUSP00000057449
ENSLOCP00000009754	ENSMUSP00000126191
ENSLOCP00000004638	ENSMUSP00000066381
ENSLOCP00000016094	ENSMUSP00000054062
ENSLOCP00000022194	ENSMUSP00000051085
ENSLOCP00000013985	ENSMUSP00000058040
ENSLOCP00000021859	ENSMUSP00000138101
ENSLOCP00000021806	ENSMUSP00000037045
ENSLOCP00000019001	ENSMUSP00000101236
ENSLOCP00000004379	ENSMUSP00000050077
ENSLOCP00000006388	ENSMUSP00000071513
ENSLOCP00000022106	ENSMUSP00000038048
ENSLOCP00000021499	ENSMUSP00000051895
ENSLOCP00000005980	ENSMUSP00000066777
ENSLOCP00000021500	ENSMUSP00000069318
ENSLOCP00000022427	ENSMUSP00000116056
ENSLOCP00000013476	ENSMUSP00000035999
ENSLOCP00000020432	ENSMUSP00000074360
ENSLOCP00000012507	ENSMUSP00000098686
ENSLOCP00000020805	ENSMUSP00000076402
ENSLOCP00000004909	ENSMUSP00000047639
ENSLOCP00000014313	ENSMUSP00000019967
ENSLOCP00000004174	ENSMUSP00000060169
ENSLOCP00000022277	ENSMUSP00000125207
ENSLOCP00000022413	ENSMUSP00000089225
ENSLOCP00000014278	ENSMUSP00000101079
ENSLOCP00000013243	ENSMUSP00000047844
ENSLOCP00000019809	ENSMUSP00000105191
ENSLOCP00000004220	ENSMUSP00000090071
ENSLOCP00000008562	ENSMUSP00000045099
ENSLOCP00000008120	ENSMUSP00000059043
ENSLOCP00000010398	ENSMUSP00000133155
ENSLOCP00000004979	ENSMUSP00000039263
ENSLOCP00000017580	ENSMUSP00000066461
ENSLOCP00000021042	ENSMUSP00000105051
ENSLOCP00000017313	ENSMUSP00000032180
ENSLOCP00000020564	ENSMUSP00000137065
ENSLOCP00000017481	ENSMUSP00000064878
ENSLOCP00000019449	ENSMUSP00000031681
ENSLOCP00000019194	ENSMUSP00000010941
ENSLOCP00000012665	ENSMUSP00000029429
ENSLOCP00000001288	ENSMUSP00000036580
ENSLOCP00000005720	ENSMUSP00000064333
ENSLOCP00000009453	ENSMUSP00000023734
ENSLOCP00000011229	ENSMUSP00000010044
ENSLOCP00000004361	ENSMUSP00000030726
ENSLOCP00000010853	ENSMUSP00000131588
ENSLOCP00000005633	ENSMUSP00000108261
ENSLOCP00000007938	ENSMUSP00000135159
ENSLOCP00000007223	ENSMUSP00000037884
ENSLOCP00000012441	ENSMUSP00000117414
ENSLOCP00000015878	ENSMUSP00000098756
ENSLOCP00000019201	ENSMUSP00000110641
ENSLOCP00000015563	ENSMUSP00000026225
ENSLOCP00000014463	ENSMUSP00000021900
ENSLOCP00000001706	ENSMUSP00000000641
ENSLOCP00000020258	ENSMUSP00000030868
ENSLOCP00000017657	ENSMUSP00000099589
ENSLOCP00000020255	ENSMUSP00000030714
ENSLOCP00000017635	ENSMUSP00000087643
ENSLOCP00000020247	ENSMUSP00000073612
ENSLOCP00000013395	ENSMUSP00000079400
ENSLOCP00000019743	ENSMUSP00000030568
ENSLOCP00000013720	ENSMUSP00000111173
ENSLOCP00000016864	ENSMUSP00000045445
ENSLOCP00000014476	ENSMUSP00000028076
ENSLOCP00000013609	ENSMUSP00000004985
ENSLOCP00000017876	ENSMUSP00000108742
ENSLOCP00000019767	ENSMUSP00000105007
ENSLOCP00000009839	ENSMUSP00000048529
ENSLOCP00000013043	ENSMUSP00000128152
ENSLOCP00000012496	ENSMUSP00000020655
ENSLOCP00000007532	ENSMUSP00000073263
ENSLOCP00000013356	ENSMUSP00000080911
ENSLOCP00000014887	ENSMUSP00000128245
ENSLOCP00000003248	ENSMUSP00000062337
ENSLOCP00000008282	ENSMUSP00000096690
ENSLOCP00000006121	ENSMUSP00000027131
ENSLOCP00000005497	ENSMUSP00000131736
ENSLOCP00000015729	ENSMUSP00000064667
ENSLOCP00000016303	ENSMUSP00000028630
ENSLOCP00000018122	ENSMUSP00000092228
ENSLOCP00000019969	ENSMUSP00000114056
ENSLOCP00000002954	ENSMUSP00000047954
ENSLOCP00000010937	ENSMUSP00000027356
ENSLOCP00000005355	ENSMUSP00000022566
ENSLOCP00000011887	ENSMUSP00000035980
ENSLOCP00000017974	ENSMUSP00000109510
ENSLOCP00000001819	ENSMUSP00000037180
ENSLOCP00000005172	ENSMUSP00000027056
ENSLOCP00000018379	ENSMUSP00000034874
ENSLOCP00000018632	ENSMUSP00000033468
ENSLOCP00000012450	ENSMUSP00000084701
ENSLOCP00000006786	ENSMUSP00000023809
ENSLOCP00000002712	ENSMUSP00000062333
ENSLOCP00000001533	ENSMUSP00000067305
ENSLOCP00000012172	ENSMUSP00000126108
ENSLOCP00000007079	ENSMUSP00000088453
ENSLOCP00000009245	ENSMUSP00000000542
ENSLOCP00000007060	ENSMUSP00000028178
ENSLOCP00000009265	ENSMUSP00000000544
ENSLOCP00000013083	ENSMUSP00000007757
ENSLOCP00000015359	ENSMUSP00000035900
ENSLOCP00000015945	ENSMUSP00000029948
ENSLOCP00000020233	ENSMUSP00000098987
ENSLOCP00000010974	ENSMUSP00000051846
ENSLOCP00000012596	ENSMUSP00000002303
ENSLOCP00000021979	ENSMUSP00000067013
ENSLOCP00000006224	ENSMUSP00000031401
ENSLOCP00000020001	ENSMUSP00000046103
ENSLOCP00000017887	ENSMUSP00000082975
ENSLOCP00000021229	ENSMUSP00000024155
ENSLOCP00000010320	ENSMUSP00000105740
ENSLOCP00000000249	ENSMUSP00000025908
ENSLOCP00000008942	ENSMUSP00000003451
ENSLOCP00000001797	ENSMUSP00000017288
ENSLOCP00000014017	ENSMUSP00000001347
ENSLOCP00000009956	ENSMUSP00000036471
ENSLOCP00000009803	ENSMUSP00000089075
ENSLOCP00000018809	ENSMUSP00000044734
ENSLOCP00000003042	ENSMUSP00000076224
ENSLOCP00000009862	ENSMUSP00000077611
ENSLOCP00000009876	ENSMUSP00000067897
ENSLOCP00000020018	ENSMUSP00000020350
ENSLOCP00000010854	ENSMUSP00000021346
ENSLOCP00000020084	ENSMUSP00000040477
ENSLOCP00000014186	ENSMUSP00000105313
ENSLOCP00000016677	ENSMUSP00000103103
ENSLOCP00000009114	ENSMUSP00000088336
ENSLOCP00000006342	ENSMUSP00000116426
ENSLOCP00000004583	ENSMUSP00000110196
ENSLOCP00000005335	ENSMUSP00000064527
ENSLOCP00000008164	ENSMUSP00000034599
ENSLOCP00000008629	ENSMUSP00000031276
ENSLOCP00000012296	ENSMUSP00000090829
ENSLOCP00000014108	ENSMUSP00000132244
ENSLOCP00000012608	ENSMUSP00000099804
ENSLOCP00000004099	ENSMUSP00000103737
ENSLOCP00000013730	ENSMUSP00000017086
ENSLOCP00000001263	ENSMUSP00000034478
ENSLOCP00000005292	ENSMUSP00000110209
ENSLOCP00000016845	ENSMUSP00000033581
ENSLOCP00000017213	ENSMUSP00000034014
ENSLOCP00000001996	ENSMUSP00000022545
ENSLOCP00000015130	ENSMUSP00000022246
ENSLOCP00000006311	ENSMUSP00000020577
ENSLOCP00000016214	ENSMUSP00000069681
ENSLOCP00000006170	ENSMUSP00000101518
ENSLOCP00000016964	ENSMUSP00000099645
ENSLOCP00000008722	ENSMUSP00000031280
ENSLOCP00000020593	ENSMUSP00000000187
ENSLOCP00000006161	ENSMUSP00000056752
ENSLOCP00000000414	ENSMUSP00000026571
ENSLOCP00000019155	ENSMUSP00000127021
ENSLOCP00000013885	ENSMUSP00000075839
ENSLOCP00000012657	ENSMUSP00000104548
ENSLOCP00000016939	ENSMUSP00000034041
ENSLOCP00000016023	ENSMUSP00000021784
ENSLOCP00000001144	ENSMUSP00000040245
ENSLOCP00000001337	ENSMUSP00000120525
ENSLOCP00000003877	ENSMUSP00000004054
ENSLOCP00000002741	ENSMUSP00000099650
ENSLOCP00000021081	ENSMUSP00000034796
ENSLOCP00000016176	ENSMUSP00000021793
ENSLOCP00000020873	ENSMUSP00000034904
ENSLOCP00000005540	ENSMUSP00000106300
ENSLOCP00000009401	ENSMUSP00000022207
ENSLOCP00000006215	ENSMUSP00000020287
ENSLOCP00000001474	ENSMUSP00000112630
ENSLOCP00000020902	ENSMUSP00000058230
ENSLOCP00000009106	ENSMUSP00000034408
ENSLOCP00000011244	ENSMUSP00000020278
ENSLOCP00000014782	ENSMUSP00000029822
ENSLOCP00000018912	ENSMUSP00000032122
ENSLOCP00000022416	ENSMUSP00000040797
ENSLOCP00000009682	ENSMUSP00000045530
ENSLOCP00000022341	ENSMUSP00000056576
ENSLOCP00000022317	ENSMUSP00000065157
ENSLOCP00000022319	ENSMUSP00000029633
ENSLOCP00000022343	ENSMUSP00000063114
ENSLOCP00000019762	ENSMUSP00000105223
ENSLOCP00000001580	ENSMUSP00000079100
ENSLOCP00000003096	ENSMUSP00000034537
ENSLOCP00000013378	ENSMUSP00000070414
ENSLOCP00000013890	ENSMUSP00000078501
ENSLOCP00000009254	ENSMUSP00000034197
ENSLOCP00000013098	ENSMUSP00000027243
ENSLOCP00000011450	ENSMUSP00000093843
ENSLOCP00000010596	ENSMUSP00000027237
ENSLOCP00000003886	ENSMUSP00000072660
ENSLOCP00000011744	ENSMUSP00000035115
ENSLOCP00000011675	ENSMUSP00000063784
ENSLOCP00000015204	ENSMUSP00000011315
ENSLOCP00000011655	ENSMUSP00000068120
ENSLOCP00000014549	ENSMUSP00000061560
ENSLOCP00000017159	ENSMUSP00000026119
ENSLOCP00000018211	ENSMUSP00000092384
ENSLOCP00000011623	ENSMUSP00000003568
ENSLOCP00000002167	ENSMUSP00000027083
ENSLOCP00000011578	ENSMUSP00000006005
ENSLOCP00000007350	ENSMUSP00000073875
ENSLOCP00000005926	ENSMUSP00000026406
ENSLOCP00000002527	ENSMUSP00000034304
ENSLOCP00000009941	ENSMUSP00000034363
ENSLOCP00000002417	ENSMUSP00000044924
ENSLOCP00000013268	ENSMUSP00000130924
ENSLOCP00000014780	ENSMUSP00000021045
ENSLOCP00000008652	ENSMUSP00000067662
ENSLOCP00000015356	ENSMUSP00000019445
ENSLOCP00000013400	ENSMUSP00000000221
ENSLOCP00000013400	ENSMUSP00000033161
ENSLOCP00000003627	ENSMUSP00000036320
ENSLOCP00000002892	ENSMUSP00000042575
ENSLOCP00000010460	ENSMUSP00000027440
ENSLOCP00000009072	ENSMUSP00000061153
ENSLOCP00000010746	ENSMUSP00000007207
ENSLOCP00000010203	ENSMUSP00000031894
ENSLOCP00000007182	ENSMUSP00000029084
ENSLOCP00000017642	ENSMUSP00000111412
ENSLOCP00000016127	ENSMUSP00000004430
ENSLOCP00000007764	ENSMUSP00000035964
ENSLOCP00000006749	ENSMUSP00000030879
ENSLOCP00000008579	ENSMUSP00000019749
ENSLOCP00000014538	ENSMUSP00000058755
ENSLOCP00000007664	ENSMUSP00000001711
ENSLOCP00000016579	ENSMUSP00000040121
ENSLOCP00000007892	ENSMUSP00000105237
ENSLOCP00000009416	ENSMUSP00000045755
ENSLOCP00000001714	ENSMUSP00000049663
ENSLOCP00000000206	ENSMUSP00000073847
ENSLOCP00000016890	ENSMUSP00000044416
ENSLOCP00000019818	ENSMUSP00000067774
ENSLOCP00000018505	ENSMUSP00000020478
ENSLOCP00000018156	ENSMUSP00000033761
ENSLOCP00000019660	ENSMUSP00000069669
ENSLOCP00000006739	ENSMUSP00000021201
ENSLOCP00000019954	ENSMUSP00000020399
ENSLOCP00000014038	ENSMUSP00000068046
ENSLOCP00000014065	ENSMUSP00000021362
ENSLOCP00000004637	ENSMUSP00000023444
ENSLOCP00000014937	ENSMUSP00000026210
ENSLOCP00000001990	ENSMUSP00000028897
ENSLOCP00000004691	ENSMUSP00000088532
ENSLOCP00000011156	ENSMUSP00000077423
ENSLOCP00000000193	ENSMUSP00000080038
ENSLOCP00000008135	ENSMUSP00000064084
ENSLOCP00000002242	ENSMUSP00000105179
ENSLOCP00000009871	ENSMUSP00000034984
ENSLOCP00000009945	ENSMUSP00000123266
ENSLOCP00000002691	ENSMUSP00000037869
ENSLOCP00000014964	ENSMUSP00000025515
ENSLOCP00000016419	ENSMUSP00000076521
ENSLOCP00000017539	ENSMUSP00000028683
ENSLOCP00000014881	ENSMUSP00000032343
ENSLOCP00000007601	ENSMUSP00000035584
ENSLOCP00000007579	ENSMUSP00000033267
ENSLOCP00000015662	ENSMUSP00000065456
ENSLOCP00000021519	ENSMUSP00000123325
ENSLOCP00000013827	ENSMUSP00000102541
ENSLOCP00000021194	ENSMUSP00000077428
ENSLOCP00000010351	ENSMUSP00000129765
ENSLOCP00000004042	ENSMUSP00000110528
ENSLOCP00000003887	ENSMUSP00000048051
ENSLOCP00000005343	ENSMUSP00000022368
ENSLOCP00000019218	ENSMUSP00000033941
ENSLOCP00000017569	ENSMUSP00000035211
ENSLOCP00000019119	ENSMUSP00000030683
ENSLOCP00000021404	ENSMUSP00000032910
ENSLOCP00000001793	ENSMUSP00000005611
ENSLOCP00000018671	ENSMUSP00000099985
ENSLOCP00000016084	ENSMUSP00000099513
ENSLOCP00000011890	ENSMUSP00000037443
ENSLOCP00000021236	ENSMUSP00000040367
ENSLOCP00000000973	ENSMUSP00000009390
ENSLOCP00000019214	ENSMUSP00000031806
ENSLOCP00000019212	ENSMUSP00000057722
ENSLOCP00000012930	ENSMUSP00000022576
ENSLOCP00000005225	ENSMUSP00000035435
ENSLOCP00000018538	ENSMUSP00000074614
ENSLOCP00000007781	ENSMUSP00000020085
ENSLOCP00000007841	ENSMUSP00000028398
ENSLOCP00000010221	ENSMUSP00000025497
ENSLOCP00000016276	ENSMUSP00000099524
ENSLOCP00000020302	ENSMUSP00000131665
ENSLOCP00000011647	ENSMUSP00000056958
ENSLOCP00000015559	ENSMUSP00000040071
ENSLOCP00000008310	ENSMUSP00000102546
ENSLOCP00000006678	ENSMUSP00000129146
ENSLOCP00000011228	ENSMUSP00000127715
ENSLOCP00000011478	ENSMUSP00000111479
ENSLOCP00000014902	ENSMUSP00000076911
ENSLOCP00000001277	ENSMUSP00000029201
ENSLOCP00000015059	ENSMUSP00000076157
ENSLOCP00000002037	ENSMUSP00000086900
ENSLOCP00000017189	ENSMUSP00000041727
ENSLOCP00000017443	ENSMUSP00000002678
ENSLOCP00000004330	ENSMUSP00000026408
ENSLOCP00000002479	ENSMUSP00000117392
ENSLOCP00000001486	ENSMUSP00000034280
ENSLOCP00000013935	ENSMUSP00000030110
ENSLOCP00000002341	ENSMUSP00000044918
ENSLOCP00000014729	ENSMUSP00000047894
ENSLOCP00000007200	ENSMUSP00000053977
ENSLOCP00000005965	ENSMUSP00000027529
ENSLOCP00000015104	ENSMUSP00000046188
ENSLOCP00000010998	ENSMUSP00000033900
ENSLOCP00000007962	ENSMUSP00000017975
ENSLOCP00000002872	ENSMUSP00000068195
ENSLOCP00000018402	ENSMUSP00000110586
ENSLOCP00000019562	ENSMUSP00000024705
ENSLOCP00000007420	ENSMUSP00000120967
ENSLOCP00000011128	ENSMUSP00000034146
ENSLOCP00000015317	ENSMUSP00000046999
ENSLOCP00000016749	ENSMUSP00000044983
ENSLOCP00000021938	ENSMUSP00000007949
ENSLOCP00000022451	ENSMUSP00000040089
ENSLOCP00000005964	ENSMUSP00000002889
ENSLOCP00000009028	ENSMUSP00000043668
ENSLOCP00000002584	ENSMUSP00000086511
ENSLOCP00000012187	ENSMUSP00000030489
ENSLOCP00000013791	ENSMUSP00000002640
ENSLOCP00000010970	ENSMUSP00000027366
ENSLOCP00000003969	ENSMUSP00000029421
ENSLOCP00000006842	ENSMUSP00000128586
ENSLOCP00000016549	ENSMUSP00000026670
ENSLOCP00000010563	ENSMUSP00000071687
ENSLOCP00000007798	ENSMUSP00000055984
ENSLOCP00000004835	ENSMUSP00000057556
ENSLOCP00000019586	ENSMUSP00000002979
ENSLOCP00000009483	ENSMUSP00000033730
ENSLOCP00000018603	ENSMUSP00000033464
ENSLOCP00000000300	ENSMUSP00000020015
ENSLOCP00000002459	ENSMUSP00000027752
ENSLOCP00000007703	ENSMUSP00000028187
ENSLOCP00000003480	ENSMUSP00000043957
ENSLOCP00000015342	ENSMUSP00000027682
ENSLOCP00000010717	ENSMUSP00000034029
ENSLOCP00000006657	ENSMUSP00000015791
ENSLOCP00000013804	ENSMUSP00000048736
ENSLOCP00000014802	ENSMUSP00000038483
ENSLOCP00000014781	ENSMUSP00000093653
ENSLOCP00000018318	ENSMUSP00000122080
ENSLOCP00000009934	ENSMUSP00000113852
ENSLOCP00000017815	ENSMUSP00000001626
ENSLOCP00000010347	ENSMUSP00000019608
ENSLOCP00000004579	ENSMUSP00000029670
ENSLOCP00000012247	ENSMUSP00000043302
ENSLOCP00000000198	ENSMUSP00000100962
ENSLOCP00000021325	ENSMUSP00000022622
ENSLOCP00000003220	ENSMUSP00000060073
ENSLOCP00000012408	ENSMUSP00000064394
ENSLOCP00000002523	ENSMUSP00000026893
ENSLOCP00000014180	ENSMUSP00000127604
ENSLOCP00000003286	ENSMUSP00000059019
ENSLOCP00000010499	ENSMUSP00000054944
ENSLOCP00000014054	ENSMUSP00000026360
ENSLOCP00000003196	ENSMUSP00000069416
ENSLOCP00000021657	ENSMUSP00000098903
ENSLOCP00000022352	ENSMUSP00000039801
ENSLOCP00000002421	ENSMUSP00000126598
ENSLOCP00000005338	ENSMUSP00000096280
ENSLOCP00000002297	ENSMUSP00000039900
ENSLOCP00000019259	ENSMUSP00000089464
ENSLOCP00000016432	ENSMUSP00000046486
ENSLOCP00000014166	ENSMUSP00000054054
ENSLOCP00000014199	ENSMUSP00000050484
ENSLOCP00000021932	ENSMUSP00000040364
ENSLOCP00000021623	ENSMUSP00000041373
ENSLOCP00000015929	ENSMUSP00000047016
ENSLOCP00000022311	ENSMUSP00000051379
ENSLOCP00000017857	ENSMUSP00000129784
ENSLOCP00000008945	ENSMUSP00000029694
ENSLOCP00000005074	ENSMUSP00000004684
ENSLOCP00000000580	ENSMUSP00000082489
ENSLOCP00000019921	ENSMUSP00000056182
ENSLOCP00000004347	ENSMUSP00000126874
ENSLOCP00000002040	ENSMUSP00000027587
ENSLOCP00000003923	ENSMUSP00000029416
ENSLOCP00000005862	ENSMUSP00000022419
ENSLOCP00000014955	ENSMUSP00000068532
ENSLOCP00000000001	ENSMUSP00000106945
ENSLOCP00000008089	ENSMUSP00000066515
ENSLOCP00000003367	ENSMUSP00000023482
ENSLOCP00000003099	ENSMUSP00000030266
ENSLOCP00000005122	ENSMUSP00000030336
ENSLOCP00000000679	ENSMUSP00000040370
ENSLOCP00000013282	ENSMUSP00000125265
ENSLOCP00000020662	ENSMUSP00000035053
ENSLOCP00000011929	ENSMUSP00000078269
ENSLOCP00000011766	ENSMUSP00000127845
ENSLOCP00000002594	ENSMUSP00000024978
ENSLOCP00000003884	ENSMUSP00000025007
ENSLOCP00000010395	ENSMUSP00000083192
ENSLOCP00000004605	ENSMUSP00000094966
ENSLOCP00000017617	ENSMUSP00000002495
ENSLOCP00000003736	ENSMUSP00000130930
ENSLOCP00000018266	ENSMUSP00000038527
ENSLOCP00000004093	ENSMUSP00000096231
ENSLOCP00000018597	ENSMUSP00000070901
ENSLOCP00000018091	ENSMUSP00000033152
ENSLOCP00000010555	ENSMUSP00000077574
ENSLOCP00000017098	ENSMUSP00000096394
ENSLOCP00000003187	ENSMUSP00000061836
ENSLOCP00000018739	ENSMUSP00000035392
ENSLOCP00000005826	ENSMUSP00000105754
ENSLOCP00000016816	ENSMUSP00000071966
ENSLOCP00000016052	ENSMUSP00000015511
ENSLOCP00000017711	ENSMUSP00000024238
ENSLOCP00000010585	ENSMUSP00000101104
ENSLOCP00000007376	ENSMUSP00000028160
ENSLOCP00000016936	ENSMUSP00000044608
ENSLOCP00000011662	ENSMUSP00000020283
ENSLOCP00000015085	ENSMUSP00000090027
ENSLOCP00000019475	ENSMUSP00000024757
ENSLOCP00000019476	ENSMUSP00000024756
ENSLOCP00000012402	ENSMUSP00000016081
ENSLOCP00000022350	ENSMUSP00000115809
ENSLOCP00000011660	ENSMUSP00000048360
ENSLOCP00000005672	ENSMUSP00000033001
ENSLOCP00000003352	ENSMUSP00000033075
ENSLOCP00000021522	ENSMUSP00000055901
ENSLOCP00000021595	ENSMUSP00000137588
ENSLOCP00000001681	ENSMUSP00000005509
ENSLOCP00000003379	ENSMUSP00000101874
ENSLOCP00000003210	ENSMUSP00000021141
ENSLOCP00000004009	ENSMUSP00000006104
ENSLOCP00000008392	ENSMUSP00000031429
ENSLOCP00000003131	ENSMUSP00000023478
ENSLOCP00000006152	ENSMUSP00000002008
ENSLOCP00000016957	ENSMUSP00000033806
ENSLOCP00000004734	ENSMUSP00000054233
ENSLOCP00000010148	ENSMUSP00000028465
ENSLOCP00000019860	ENSMUSP00000058008
ENSLOCP00000002782	ENSMUSP00000034522
ENSLOCP00000011823	ENSMUSP00000060147
ENSLOCP00000006738	ENSMUSP00000029135
ENSLOCP00000020759	ENSMUSP00000028944
ENSLOCP00000000923	ENSMUSP00000102138
ENSLOCP00000013220	ENSMUSP00000099453
ENSLOCP00000019908	ENSMUSP00000020439
ENSLOCP00000020338	ENSMUSP00000113105
ENSLOCP00000004988	ENSMUSP00000031646
ENSLOCP00000012232	ENSMUSP00000030787
ENSLOCP00000019880	ENSMUSP00000131303
ENSLOCP00000010165	ENSMUSP00000108039
ENSLOCP00000020277	ENSMUSP00000097833
ENSLOCP00000015757	ENSMUSP00000099307
ENSLOCP00000020274	ENSMUSP00000023099
ENSLOCP00000017796	ENSMUSP00000033512
ENSLOCP00000009792	ENSMUSP00000111639
ENSLOCP00000013968	ENSMUSP00000103402
ENSLOCP00000019532	ENSMUSP00000031694
ENSLOCP00000012341	ENSMUSP00000061597
ENSLOCP00000012331	ENSMUSP00000093315
ENSLOCP00000016147	ENSMUSP00000035232
ENSLOCP00000007056	ENSMUSP00000102088
ENSLOCP00000002004	ENSMUSP00000023918
ENSLOCP00000016938	ENSMUSP00000064897
ENSLOCP00000018512	ENSMUSP00000045349
ENSLOCP00000017281	ENSMUSP00000099579
ENSLOCP00000002254	ENSMUSP00000077752
ENSLOCP00000013010	ENSMUSP00000027249
ENSLOCP00000003258	ENSMUSP00000104167
ENSLOCP00000005562	ENSMUSP00000029186
ENSLOCP00000015194	ENSMUSP00000031061
ENSLOCP00000009535	ENSMUSP00000033290
ENSLOCP00000001289	ENSMUSP00000076708
ENSLOCP00000013035	ENSMUSP00000051132
ENSLOCP00000015431	ENSMUSP00000050999
ENSLOCP00000009180	ENSMUSP00000092904
ENSLOCP00000014979	ENSMUSP00000119447
ENSLOCP00000015043	ENSMUSP00000051561
ENSLOCP00000019456	ENSMUSP00000001254
ENSLOCP00000019674	ENSMUSP00000030878
ENSLOCP00000013256	ENSMUSP00000036916
ENSLOCP00000020168	ENSMUSP00000073829
ENSLOCP00000014367	ENSMUSP00000029499
ENSLOCP00000004197	ENSMUSP00000022105
ENSLOCP00000016640	ENSMUSP00000031726
ENSLOCP00000000651	ENSMUSP00000081312
ENSLOCP00000018967	ENSMUSP00000047385
ENSLOCP00000018432	ENSMUSP00000126531
ENSLOCP00000017730	ENSMUSP00000013338
ENSLOCP00000001240	ENSMUSP00000131373
ENSLOCP00000011850	ENSMUSP00000022890
ENSLOCP00000020778	ENSMUSP00000020971
ENSLOCP00000011433	ENSMUSP00000071017
ENSLOCP00000014584	ENSMUSP00000021377
ENSLOCP00000016606	ENSMUSP00000084199
ENSLOCP00000012516	ENSMUSP00000113303
ENSLOCP00000018651	ENSMUSP00000042211
ENSLOCP00000002854	ENSMUSP00000057494
ENSLOCP00000016738	ENSMUSP00000069024
ENSLOCP00000018168	ENSMUSP00000021939
ENSLOCP00000009408	ENSMUSP00000088331
ENSLOCP00000016343	ENSMUSP00000099529
ENSLOCP00000015817	ENSMUSP00000046028
ENSLOCP00000011720	ENSMUSP00000040859
ENSLOCP00000011736	ENSMUSP00000077139
ENSLOCP00000015561	ENSMUSP00000026659
ENSLOCP00000008380	ENSMUSP00000112434
ENSLOCP00000008403	ENSMUSP00000046927
ENSLOCP00000015573	ENSMUSP00000113628
ENSLOCP00000003559	ENSMUSP00000042705
ENSLOCP00000007421	ENSMUSP00000136655
ENSLOCP00000000805	ENSMUSP00000097061
ENSLOCP00000014751	ENSMUSP00000125697
ENSLOCP00000001467	ENSMUSP00000093978
ENSLOCP00000018364	ENSMUSP00000077314
ENSLOCP00000020006	ENSMUSP00000114074
ENSLOCP00000001586	ENSMUSP00000018012
ENSLOCP00000005606	ENSMUSP00000126861
ENSLOCP00000018064	ENSMUSP00000103981
ENSLOCP00000015716	ENSMUSP00000001780
ENSLOCP00000018944	ENSMUSP00000106789
ENSLOCP00000008589	ENSMUSP00000025749
ENSLOCP00000020994	ENSMUSP00000076003
ENSLOCP00000021915	ENSMUSP00000064929
ENSLOCP00000016942	ENSMUSP00000040896
ENSLOCP00000021813	ENSMUSP00000066031
ENSLOCP00000021039	ENSMUSP00000020171
ENSLOCP00000011115	ENSMUSP00000054389
ENSLOCP00000002076	ENSMUSP00000029188
ENSLOCP00000012824	ENSMUSP00000001112
ENSLOCP00000013980	ENSMUSP00000003313
ENSLOCP00000022206	ENSMUSP00000038121
ENSLOCP00000010265	ENSMUSP00000031899
ENSLOCP00000010587	ENSMUSP00000113475
ENSLOCP00000010846	ENSMUSP00000125096
ENSLOCP00000004526	ENSMUSP00000078863
ENSLOCP00000005022	ENSMUSP00000131753
ENSLOCP00000002603	ENSMUSP00000029400
ENSLOCP00000007924	ENSMUSP00000015841
ENSLOCP00000011898	ENSMUSP00000093450
ENSLOCP00000008093	ENSMUSP00000026455
ENSLOCP00000001939	ENSMUSP00000100002
ENSLOCP00000013582	ENSMUSP00000048225
ENSLOCP00000007619	ENSMUSP00000078088
ENSLOCP00000008456	ENSMUSP00000075210
ENSLOCP00000009495	ENSMUSP00000083835
ENSLOCP00000008500	ENSMUSP00000115723
ENSLOCP00000016897	ENSMUSP00000018691
ENSLOCP00000014548	ENSMUSP00000006912
ENSLOCP00000005408	ENSMUSP00000100964
ENSLOCP00000013690	ENSMUSP00000109093
ENSLOCP00000019396	ENSMUSP00000020208
ENSLOCP00000014188	ENSMUSP00000024810
ENSLOCP00000020520	ENSMUSP00000125174
ENSLOCP00000018094	ENSMUSP00000026296
ENSLOCP00000021698	ENSMUSP00000096113
ENSLOCP00000014193	ENSMUSP00000018851
ENSLOCP00000008560	ENSMUSP00000120007
ENSLOCP00000014977	ENSMUSP00000079494
ENSLOCP00000014161	ENSMUSP00000081867
ENSLOCP00000007672	ENSMUSP00000025020
ENSLOCP00000020491	ENSMUSP00000027812
ENSLOCP00000015246	ENSMUSP00000098793
ENSLOCP00000000761	ENSMUSP00000069751
ENSLOCP00000007209	ENSMUSP00000062995
ENSLOCP00000014001	ENSMUSP00000033133
ENSLOCP00000012745	ENSMUSP00000030984
ENSLOCP00000013422	ENSMUSP00000068731
ENSLOCP00000016085	ENSMUSP00000020949
ENSLOCP00000002358	ENSMUSP00000019076
ENSLOCP00000014920	ENSMUSP00000041282
ENSLOCP00000016383	ENSMUSP00000022433
ENSLOCP00000009723	ENSMUSP00000042857
ENSLOCP00000001216	ENSMUSP00000043281
ENSLOCP00000016538	ENSMUSP00000104299
ENSLOCP00000015740	ENSMUSP00000068758
ENSLOCP00000017167	ENSMUSP00000034920
ENSLOCP00000007961	ENSMUSP00000003027
ENSLOCP00000002328	ENSMUSP00000105173
