ENSGALP00000006197	ENSMUSP00000034074
ENSGALP00000022986	ENSMUSP00000026580
ENSGALP00000030305	ENSMUSP00000094893
ENSGALP00000028881	ENSMUSP00000132865
ENSGALP00000016197	ENSMUSP00000073502
ENSGALP00000022141	ENSMUSP00000035076
ENSGALP00000009944	ENSMUSP00000041199
ENSGALP00000014318	ENSMUSP00000108825
ENSGALP00000031997	ENSMUSP00000099555
ENSGALP00000012267	ENSMUSP00000023491
ENSGALP00000027397	ENSMUSP00000086363
ENSGALP00000009440	ENSMUSP00000108438
ENSGALP00000006510	ENSMUSP00000053597
ENSGALP00000042410	ENSMUSP00000107228
ENSGALP00000041980	ENSMUSP00000063882
ENSGALP00000008665	ENSMUSP00000061828
ENSGALP00000014456	ENSMUSP00000028337
ENSGALP00000036529	ENSMUSP00000127615
ENSGALP00000002963	ENSMUSP00000066857
ENSGALP00000042946	ENSMUSP00000041499
ENSGALP00000027275	ENSMUSP00000097897
ENSGALP00000013497	ENSMUSP00000038569
ENSGALP00000011703	ENSMUSP00000064443
ENSGALP00000027274	ENSMUSP00000077492
ENSGALP00000014955	ENSMUSP00000130057
ENSGALP00000041905	ENSMUSP00000088561
ENSGALP00000020843	ENSMUSP00000003017
ENSGALP00000022001	ENSMUSP00000092966
ENSGALP00000003955	ENSMUSP00000028177
ENSGALP00000008340	ENSMUSP00000060985
ENSGALP00000033262	ENSMUSP00000028020
ENSGALP00000041660	ENSMUSP00000114029
ENSGALP00000003021	ENSMUSP00000029440
ENSGALP00000004192	ENSMUSP00000047291
ENSGALP00000001568	ENSMUSP00000058761
ENSGALP00000027333	ENSMUSP00000086112
ENSGALP00000030701	ENSMUSP00000056080
ENSGALP00000026036	ENSMUSP00000038005
ENSGALP00000022555	ENSMUSP00000020165
ENSGALP00000024969	ENSMUSP00000096800
ENSGALP00000037794	ENSMUSP00000124068
ENSGALP00000014423	ENSMUSP00000099715
ENSGALP00000019935	ENSMUSP00000046601
ENSGALP00000041167	ENSMUSP00000023132
ENSGALP00000018052	ENSMUSP00000102521
ENSGALP00000023705	ENSMUSP00000113488
ENSGALP00000013494	ENSMUSP00000052716
ENSGALP00000002570	ENSMUSP00000099432
ENSGALP00000024934	ENSMUSP00000042219
ENSGALP00000043021	ENSMUSP00000061305
ENSGALP00000003842	ENSMUSP00000048562
ENSGALP00000009102	ENSMUSP00000026256
ENSGALP00000024300	ENSMUSP00000110342
ENSGALP00000002649	ENSMUSP00000109796
ENSGALP00000007304	ENSMUSP00000125253
ENSGALP00000037868	ENSMUSP00000108783
ENSGALP00000001875	ENSMUSP00000070071
ENSGALP00000001874	ENSMUSP00000108554
ENSGALP00000001370	ENSMUSP00000092645
ENSGALP00000014503	ENSMUSP00000026062
ENSGALP00000042835	ENSMUSP00000091238
ENSGALP00000013591	ENSMUSP00000027189
ENSGALP00000019870	ENSMUSP00000029626
ENSGALP00000029853	ENSMUSP00000031895
ENSGALP00000002083	ENSMUSP00000030747
ENSGALP00000025115	ENSMUSP00000061742
ENSGALP00000024929	ENSMUSP00000088264
ENSGALP00000036053	ENSMUSP00000049532
ENSGALP00000027629	ENSMUSP00000059587
ENSGALP00000008876	ENSMUSP00000113516
ENSGALP00000027628	ENSMUSP00000054343
ENSGALP00000001471	ENSMUSP00000102690
ENSGALP00000038397	ENSMUSP00000104421
ENSGALP00000004122	ENSMUSP00000015498
ENSGALP00000015989	ENSMUSP00000087742
ENSGALP00000042012	ENSMUSP00000046755
ENSGALP00000024847	ENSMUSP00000101127
ENSGALP00000025484	ENSMUSP00000072107
ENSGALP00000003269	ENSMUSP00000030676
ENSGALP00000041189	ENSMUSP00000110515
ENSGALP00000002910	ENSMUSP00000044009
ENSGALP00000015306	ENSMUSP00000074787
ENSGALP00000027694	ENSMUSP00000027020
ENSGALP00000013849	ENSMUSP00000075687
ENSGALP00000000148	ENSMUSP00000104836
ENSGALP00000006553	ENSMUSP00000053986
ENSGALP00000023296	ENSMUSP00000132511
ENSGALP00000006561	ENSMUSP00000109108
ENSGALP00000027411	ENSMUSP00000040715
ENSGALP00000003121	ENSMUSP00000063670
ENSGALP00000027220	ENSMUSP00000052404
ENSGALP00000023798	ENSMUSP00000029462
ENSGALP00000040988	ENSMUSP00000034991
ENSGALP00000039814	ENSMUSP00000128247
ENSGALP00000019818	ENSMUSP00000052591
ENSGALP00000006528	ENSMUSP00000113032
ENSGALP00000001132	ENSMUSP00000070925
ENSGALP00000005682	ENSMUSP00000037401
ENSGALP00000024551	ENSMUSP00000027859
ENSGALP00000006922	ENSMUSP00000055869
ENSGALP00000027949	ENSMUSP00000036765
ENSGALP00000027948	ENSMUSP00000055697
ENSGALP00000016856	ENSMUSP00000029326
ENSGALP00000016845	ENSMUSP00000029331
ENSGALP00000008462	ENSMUSP00000103682
ENSGALP00000013419	ENSMUSP00000018407
ENSGALP00000038419	ENSMUSP00000000095
ENSGALP00000013415	ENSMUSP00000018748
ENSGALP00000013565	ENSMUSP00000079733
ENSGALP00000002008	ENSMUSP00000034863
ENSGALP00000001050	ENSMUSP00000113221
ENSGALP00000034586	ENSMUSP00000035358
ENSGALP00000022818	ENSMUSP00000071836
ENSGALP00000022821	ENSMUSP00000129397
ENSGALP00000007936	ENSMUSP00000033617
ENSGALP00000026666	ENSMUSP00000107884
ENSGALP00000006120	ENSMUSP00000020664
ENSGALP00000003368	ENSMUSP00000020366
ENSGALP00000001956	ENSMUSP00000030925
ENSGALP00000025399	ENSMUSP00000138151
ENSGALP00000025397	ENSMUSP00000024035
ENSGALP00000023243	ENSMUSP00000109980
ENSGALP00000002581	ENSMUSP00000007797
ENSGALP00000022923	ENSMUSP00000031122
ENSGALP00000026977	ENSMUSP00000038051
ENSGALP00000015289	ENSMUSP00000029654
ENSGALP00000007885	ENSMUSP00000018739
ENSGALP00000026696	ENSMUSP00000060827
ENSGALP00000017513	ENSMUSP00000000275
ENSGALP00000033861	ENSMUSP00000099777
ENSGALP00000031420	ENSMUSP00000063352
ENSGALP00000003884	ENSMUSP00000030826
ENSGALP00000036432	ENSMUSP00000032476
ENSGALP00000007795	ENSMUSP00000030398
ENSGALP00000015129	ENSMUSP00000029240
ENSGALP00000012108	ENSMUSP00000037915
ENSGALP00000009367	ENSMUSP00000079295
ENSGALP00000019479	ENSMUSP00000062677
ENSGALP00000019144	ENSMUSP00000138255
ENSGALP00000008492	ENSMUSP00000050119
ENSGALP00000003510	ENSMUSP00000127580
ENSGALP00000019474	ENSMUSP00000063986
ENSGALP00000009521	ENSMUSP00000077067
ENSGALP00000020939	ENSMUSP00000045367
ENSGALP00000000209	ENSMUSP00000138462
ENSGALP00000042818	ENSMUSP00000137518
ENSGALP00000020157	ENSMUSP00000053489
ENSGALP00000031194	ENSMUSP00000095029
ENSGALP00000019246	ENSMUSP00000137144
ENSGALP00000042198	ENSMUSP00000099423
ENSGALP00000041415	ENSMUSP00000062588
ENSGALP00000019109	ENSMUSP00000075507
ENSGALP00000008174	ENSMUSP00000040227
ENSGALP00000019580	ENSMUSP00000133341
ENSGALP00000019573	ENSMUSP00000118207
ENSGALP00000036486	ENSMUSP00000113919
ENSGALP00000042300	ENSMUSP00000060229
ENSGALP00000039457	ENSMUSP00000081678
ENSGALP00000038497	ENSMUSP00000102045
ENSGALP00000016484	ENSMUSP00000025223
ENSGALP00000032532	ENSMUSP00000026012
ENSGALP00000041426	ENSMUSP00000024894
ENSGALP00000034151	ENSMUSP00000063812
ENSGALP00000022934	ENSMUSP00000031119
ENSGALP00000011765	ENSMUSP00000062638
ENSGALP00000026976	ENSMUSP00000063276
ENSGALP00000022932	ENSMUSP00000000572
ENSGALP00000002606	ENSMUSP00000020707
ENSGALP00000002598	ENSMUSP00000126114
ENSGALP00000022926	ENSMUSP00000031121
ENSGALP00000013486	ENSMUSP00000028689
ENSGALP00000018818	ENSMUSP00000032322
ENSGALP00000017630	ENSMUSP00000079752
ENSGALP00000016512	ENSMUSP00000127329
ENSGALP00000017370	ENSMUSP00000102343
ENSGALP00000017869	ENSMUSP00000005532
ENSGALP00000020214	ENSMUSP00000022340
ENSGALP00000019824	ENSMUSP00000029653
ENSGALP00000016869	ENSMUSP00000105833
ENSGALP00000015691	ENSMUSP00000027906
ENSGALP00000019234	ENSMUSP00000098849
ENSGALP00000020451	ENSMUSP00000028166
ENSGALP00000022048	ENSMUSP00000030025
ENSGALP00000027736	ENSMUSP00000063562
ENSGALP00000007301	ENSMUSP00000052648
ENSGALP00000042548	ENSMUSP00000101638
ENSGALP00000026022	ENSMUSP00000116231
ENSGALP00000025992	ENSMUSP00000046097
ENSGALP00000033049	ENSMUSP00000077080
ENSGALP00000002444	ENSMUSP00000128521
ENSGALP00000029335	ENSMUSP00000026994
ENSGALP00000014686	ENSMUSP00000083840
ENSGALP00000014021	ENSMUSP00000028759
ENSGALP00000036566	ENSMUSP00000020045
ENSGALP00000017932	ENSMUSP00000048171
ENSGALP00000024493	ENSMUSP00000021918
ENSGALP00000025318	ENSMUSP00000095665
ENSGALP00000005655	ENSMUSP00000088837
ENSGALP00000021606	ENSMUSP00000029712
ENSGALP00000014591	ENSMUSP00000099718
ENSGALP00000004173	ENSMUSP00000028499
ENSGALP00000014220	ENSMUSP00000028106
ENSGALP00000040950	ENSMUSP00000099375
ENSGALP00000037814	ENSMUSP00000028522
ENSGALP00000012982	ENSMUSP00000034774
ENSGALP00000023991	ENSMUSP00000053891
ENSGALP00000042088	ENSMUSP00000005678
ENSGALP00000015959	ENSMUSP00000080389
ENSGALP00000009572	ENSMUSP00000102050
ENSGALP00000016217	ENSMUSP00000106353
ENSGALP00000009890	ENSMUSP00000107587
ENSGALP00000018112	ENSMUSP00000092138
ENSGALP00000000183	ENSMUSP00000109267
ENSGALP00000012034	ENSMUSP00000016399
ENSGALP00000024172	ENSMUSP00000019991
ENSGALP00000042665	ENSMUSP00000001513
ENSGALP00000025085	ENSMUSP00000111062
ENSGALP00000038918	ENSMUSP00000045023
ENSGALP00000021444	ENSMUSP00000032362
ENSGALP00000027908	ENSMUSP00000102703
ENSGALP00000043329	ENSMUSP00000035148
ENSGALP00000030644	ENSMUSP00000112838
ENSGALP00000038088	ENSMUSP00000081845
ENSGALP00000042115	ENSMUSP00000065466
ENSGALP00000039883	ENSMUSP00000021056
ENSGALP00000017912	ENSMUSP00000028377
ENSGALP00000017960	ENSMUSP00000097647
ENSGALP00000017788	ENSMUSP00000097641
ENSGALP00000017914	ENSMUSP00000080842
ENSGALP00000001033	ENSMUSP00000107695
ENSGALP00000008367	ENSMUSP00000077586
ENSGALP00000019769	ENSMUSP00000125063
ENSGALP00000012318	ENSMUSP00000098127
ENSGALP00000035486	ENSMUSP00000107869
ENSGALP00000021230	ENSMUSP00000108413
ENSGALP00000009390	ENSMUSP00000094021
ENSGALP00000027400	ENSMUSP00000047774
ENSGALP00000012437	ENSMUSP00000027431
ENSGALP00000012625	ENSMUSP00000075170
ENSGALP00000040947	ENSMUSP00000023390
ENSGALP00000008142	ENSMUSP00000026569
ENSGALP00000017509	ENSMUSP00000055579
ENSGALP00000015685	ENSMUSP00000097185
ENSGALP00000020999	ENSMUSP00000130874
ENSGALP00000013605	ENSMUSP00000130000
ENSGALP00000007873	ENSMUSP00000086383
ENSGALP00000008286	ENSMUSP00000049963
ENSGALP00000006654	ENSMUSP00000020928
ENSGALP00000015844	ENSMUSP00000127646
ENSGALP00000008997	ENSMUSP00000043966
ENSGALP00000037820	ENSMUSP00000088964
ENSGALP00000004930	ENSMUSP00000099398
ENSGALP00000018445	ENSMUSP00000072336
ENSGALP00000037893	ENSMUSP00000101734
ENSGALP00000014437	ENSMUSP00000041939
ENSGALP00000001622	ENSMUSP00000051079
ENSGALP00000039637	ENSMUSP00000137520
ENSGALP00000001725	ENSMUSP00000132628
ENSGALP00000010309	ENSMUSP00000094165
ENSGALP00000036714	ENSMUSP00000043055
ENSGALP00000026589	ENSMUSP00000108019
ENSGALP00000043092	ENSMUSP00000034056
ENSGALP00000011319	ENSMUSP00000045770
ENSGALP00000037878	ENSMUSP00000022124
ENSGALP00000015286	ENSMUSP00000106625
ENSGALP00000035830	ENSMUSP00000061853
ENSGALP00000018787	ENSMUSP00000086485
ENSGALP00000010688	ENSMUSP00000025956
ENSGALP00000032161	ENSMUSP00000031456
ENSGALP00000019524	ENSMUSP00000069011
ENSGALP00000015199	ENSMUSP00000088334
ENSGALP00000027964	ENSMUSP00000033182
ENSGALP00000019976	ENSMUSP00000041819
ENSGALP00000017905	ENSMUSP00000034316
ENSGALP00000020950	ENSMUSP00000002487
ENSGALP00000009104	ENSMUSP00000018478
ENSGALP00000041729	ENSMUSP00000023812
ENSGALP00000010750	ENSMUSP00000047388
ENSGALP00000024805	ENSMUSP00000100789
ENSGALP00000025101	ENSMUSP00000040307
ENSGALP00000009583	ENSMUSP00000000924
ENSGALP00000025571	ENSMUSP00000029881
ENSGALP00000002915	ENSMUSP00000029141
ENSGALP00000001487	ENSMUSP00000034243
ENSGALP00000027710	ENSMUSP00000015394
ENSGALP00000003874	ENSMUSP00000031390
ENSGALP00000027709	ENSMUSP00000091423
ENSGALP00000022531	ENSMUSP00000005815
ENSGALP00000009175	ENSMUSP00000127173
ENSGALP00000027559	ENSMUSP00000039041
ENSGALP00000001710	ENSMUSP00000133064
ENSGALP00000025286	ENSMUSP00000005452
ENSGALP00000005237	ENSMUSP00000081041
ENSGALP00000037940	ENSMUSP00000112430
ENSGALP00000027556	ENSMUSP00000031653
ENSGALP00000022522	ENSMUSP00000109144
ENSGALP00000009174	ENSMUSP00000020617
ENSGALP00000016290	ENSMUSP00000029719
ENSGALP00000012962	ENSMUSP00000033642
ENSGALP00000019616	ENSMUSP00000102009
ENSGALP00000009006	ENSMUSP00000099952
ENSGALP00000008145	ENSMUSP00000071720
ENSGALP00000034774	ENSMUSP00000040430
ENSGALP00000000322	ENSMUSP00000046539
ENSGALP00000002511	ENSMUSP00000061700
ENSGALP00000019665	ENSMUSP00000107510
ENSGALP00000016024	ENSMUSP00000037028
ENSGALP00000010784	ENSMUSP00000032409
ENSGALP00000002009	ENSMUSP00000016323
ENSGALP00000030955	ENSMUSP00000020947
ENSGALP00000006376	ENSMUSP00000021187
ENSGALP00000008618	ENSMUSP00000004756
ENSGALP00000026866	ENSMUSP00000076472
ENSGALP00000036105	ENSMUSP00000020922
ENSGALP00000026263	ENSMUSP00000068834
ENSGALP00000025548	ENSMUSP00000068007
ENSGALP00000040176	ENSMUSP00000111990
ENSGALP00000039376	ENSMUSP00000014927
ENSGALP00000038446	ENSMUSP00000040546
ENSGALP00000020639	ENSMUSP00000020220
ENSGALP00000000960	ENSMUSP00000072039
ENSGALP00000023897	ENSMUSP00000063166
ENSGALP00000010580	ENSMUSP00000099070
ENSGALP00000005939	ENSMUSP00000046884
ENSGALP00000015678	ENSMUSP00000071770
ENSGALP00000018946	ENSMUSP00000043478
ENSGALP00000041245	ENSMUSP00000097219
ENSGALP00000006793	ENSMUSP00000067689
ENSGALP00000027564	ENSMUSP00000016664
ENSGALP00000022552	ENSMUSP00000084405
ENSGALP00000010303	ENSMUSP00000001792
ENSGALP00000011528	ENSMUSP00000124282
ENSGALP00000041845	ENSMUSP00000099894
ENSGALP00000021819	ENSMUSP00000022059
ENSGALP00000017595	ENSMUSP00000112137
ENSGALP00000043219	ENSMUSP00000098975
ENSGALP00000025802	ENSMUSP00000072043
ENSGALP00000024893	ENSMUSP00000020071
ENSGALP00000016234	ENSMUSP00000024954
ENSGALP00000019338	ENSMUSP00000021530
ENSGALP00000022780	ENSMUSP00000107266
ENSGALP00000028462	ENSMUSP00000099810
ENSGALP00000010386	ENSMUSP00000082154
ENSGALP00000041430	ENSMUSP00000001046
ENSGALP00000033025	ENSMUSP00000047968
ENSGALP00000024131	ENSMUSP00000022186
ENSGALP00000014912	ENSMUSP00000029515
ENSGALP00000024387	ENSMUSP00000057096
ENSGALP00000000853	ENSMUSP00000079613
ENSGALP00000008166	ENSMUSP00000000314
ENSGALP00000024371	ENSMUSP00000025166
ENSGALP00000017177	ENSMUSP00000102261
ENSGALP00000023703	ENSMUSP00000132945
ENSGALP00000041910	ENSMUSP00000128645
ENSGALP00000041790	ENSMUSP00000003121
ENSGALP00000036002	ENSMUSP00000021001
ENSGALP00000039626	ENSMUSP00000046089
ENSGALP00000042150	ENSMUSP00000021076
ENSGALP00000042064	ENSMUSP00000049039
ENSGALP00000036658	ENSMUSP00000012664
ENSGALP00000042765	ENSMUSP00000029422
ENSGALP00000041053	ENSMUSP00000064107
ENSGALP00000041364	ENSMUSP00000014747
ENSGALP00000041112	ENSMUSP00000129230
ENSGALP00000020477	ENSMUSP00000034034
ENSGALP00000041379	ENSMUSP00000022195
ENSGALP00000041949	ENSMUSP00000040332
ENSGALP00000005255	ENSMUSP00000027878
ENSGALP00000001717	ENSMUSP00000034534
ENSGALP00000025826	ENSMUSP00000023612
ENSGALP00000000943	ENSMUSP00000112915
ENSGALP00000042848	ENSMUSP00000070878
ENSGALP00000001745	ENSMUSP00000016231
ENSGALP00000029713	ENSMUSP00000109477
ENSGALP00000009251	ENSMUSP00000078551
ENSGALP00000001801	ENSMUSP00000129261
ENSGALP00000030567	ENSMUSP00000093442
ENSGALP00000030342	ENSMUSP00000030029
ENSGALP00000018290	ENSMUSP00000014640
ENSGALP00000012967	ENSMUSP00000137616
ENSGALP00000023054	ENSMUSP00000014642
ENSGALP00000005673	ENSMUSP00000113571
ENSGALP00000040238	ENSMUSP00000138326
ENSGALP00000019635	ENSMUSP00000043765
ENSGALP00000002221	ENSMUSP00000118751
ENSGALP00000023517	ENSMUSP00000025729
ENSGALP00000018629	ENSMUSP00000033929
ENSGALP00000020449	ENSMUSP00000063329
ENSGALP00000001788	ENSMUSP00000034533
ENSGALP00000025820	ENSMUSP00000097108
ENSGALP00000006967	ENSMUSP00000037192
ENSGALP00000019985	ENSMUSP00000094075
ENSGALP00000007506	ENSMUSP00000041696
ENSGALP00000018680	ENSMUSP00000024575
ENSGALP00000011476	ENSMUSP00000080694
ENSGALP00000001765	ENSMUSP00000131625
ENSGALP00000025821	ENSMUSP00000109493
ENSGALP00000006963	ENSMUSP00000136382
ENSGALP00000032081	ENSMUSP00000136002
ENSGALP00000042246	ENSMUSP00000032374
ENSGALP00000016979	ENSMUSP00000102123
ENSGALP00000006100	ENSMUSP00000003433
ENSGALP00000001295	ENSMUSP00000016672
ENSGALP00000003578	ENSMUSP00000035194
ENSGALP00000007550	ENSMUSP00000031410
ENSGALP00000021571	ENSMUSP00000107398
ENSGALP00000017229	ENSMUSP00000132823
ENSGALP00000038056	ENSMUSP00000000755
ENSGALP00000019259	ENSMUSP00000031201
ENSGALP00000022903	ENSMUSP00000080973
ENSGALP00000011969	ENSMUSP00000111535
ENSGALP00000003758	ENSMUSP00000102786
ENSGALP00000013664	ENSMUSP00000109914
ENSGALP00000015593	ENSMUSP00000080683
ENSGALP00000004310	ENSMUSP00000017458
ENSGALP00000017877	ENSMUSP00000125880
ENSGALP00000026115	ENSMUSP00000111096
ENSGALP00000008114	ENSMUSP00000033775
ENSGALP00000011181	ENSMUSP00000064280
ENSGALP00000005606	ENSMUSP00000130349
ENSGALP00000023759	ENSMUSP00000024840
ENSGALP00000022662	ENSMUSP00000044834
ENSGALP00000007292	ENSMUSP00000068971
ENSGALP00000020970	ENSMUSP00000108350
ENSGALP00000015400	ENSMUSP00000029423
ENSGALP00000035828	ENSMUSP00000033721
ENSGALP00000008232	ENSMUSP00000027467
ENSGALP00000027435	ENSMUSP00000125769
ENSGALP00000027514	ENSMUSP00000053232
ENSGALP00000022258	ENSMUSP00000132812
ENSGALP00000007270	ENSMUSP00000044491
ENSGALP00000020952	ENSMUSP00000065277
ENSGALP00000012298	ENSMUSP00000129163
ENSGALP00000040834	ENSMUSP00000008745
ENSGALP00000018038	ENSMUSP00000113886
ENSGALP00000002234	ENSMUSP00000028238
ENSGALP00000027673	ENSMUSP00000063804
ENSGALP00000008024	ENSMUSP00000077716
ENSGALP00000020930	ENSMUSP00000031986
ENSGALP00000027829	ENSMUSP00000032879
ENSGALP00000028052	ENSMUSP00000021288
ENSGALP00000025448	ENSMUSP00000026710
ENSGALP00000006016	ENSMUSP00000035237
ENSGALP00000011018	ENSMUSP00000006854
ENSGALP00000015665	ENSMUSP00000108191
ENSGALP00000020111	ENSMUSP00000089547
ENSGALP00000022959	ENSMUSP00000055326
ENSGALP00000007835	ENSMUSP00000032709
ENSGALP00000024361	ENSMUSP00000128070
ENSGALP00000027863	ENSMUSP00000060557
ENSGALP00000027865	ENSMUSP00000051316
ENSGALP00000027376	ENSMUSP00000061734
ENSGALP00000011504	ENSMUSP00000129059
ENSGALP00000004111	ENSMUSP00000044568
ENSGALP00000020422	ENSMUSP00000022064
ENSGALP00000041922	ENSMUSP00000062310
ENSGALP00000024139	ENSMUSP00000002926
ENSGALP00000036979	ENSMUSP00000015712
ENSGALP00000004270	ENSMUSP00000066536
ENSGALP00000006724	ENSMUSP00000034731
ENSGALP00000004401	ENSMUSP00000041243
ENSGALP00000025042	ENSMUSP00000123525
ENSGALP00000040897	ENSMUSP00000078336
ENSGALP00000041324	ENSMUSP00000047623
ENSGALP00000023626	ENSMUSP00000126622
ENSGALP00000005750	ENSMUSP00000006381
ENSGALP00000011857	ENSMUSP00000036304
ENSGALP00000013705	ENSMUSP00000023776
ENSGALP00000018095	ENSMUSP00000108099
ENSGALP00000018580	ENSMUSP00000058313
ENSGALP00000001557	ENSMUSP00000073910
ENSGALP00000021968	ENSMUSP00000041007
ENSGALP00000018925	ENSMUSP00000121744
ENSGALP00000041211	ENSMUSP00000006749
ENSGALP00000018280	ENSMUSP00000116747
ENSGALP00000041970	ENSMUSP00000078972
ENSGALP00000013560	ENSMUSP00000133957
ENSGALP00000010610	ENSMUSP00000004076
ENSGALP00000024029	ENSMUSP00000020062
ENSGALP00000034590	ENSMUSP00000030792
ENSGALP00000002498	ENSMUSP00000030949
ENSGALP00000023753	ENSMUSP00000022226
ENSGALP00000002359	ENSMUSP00000111386
ENSGALP00000003455	ENSMUSP00000034947
ENSGALP00000008558	ENSMUSP00000025419
ENSGALP00000005401	ENSMUSP00000028003
ENSGALP00000001374	ENSMUSP00000043616
ENSGALP00000001691	ENSMUSP00000000253
ENSGALP00000003475	ENSMUSP00000107657
ENSGALP00000008672	ENSMUSP00000018842
ENSGALP00000013502	ENSMUSP00000031591
ENSGALP00000002660	ENSMUSP00000028302
ENSGALP00000035074	ENSMUSP00000027740
ENSGALP00000043151	ENSMUSP00000044879
ENSGALP00000002055	ENSMUSP00000108584
ENSGALP00000018523	ENSMUSP00000136047
ENSGALP00000010023	ENSMUSP00000124938
ENSGALP00000000544	ENSMUSP00000009617
ENSGALP00000016570	ENSMUSP00000089814
ENSGALP00000002295	ENSMUSP00000113436
ENSGALP00000039827	ENSMUSP00000050680
ENSGALP00000027881	ENSMUSP00000055225
ENSGALP00000039829	ENSMUSP00000041702
ENSGALP00000036471	ENSMUSP00000055673
ENSGALP00000000597	ENSMUSP00000088118
ENSGALP00000023295	ENSMUSP00000030775
ENSGALP00000005892	ENSMUSP00000046356
ENSGALP00000024904	ENSMUSP00000059079
ENSGALP00000002028	ENSMUSP00000042291
ENSGALP00000007507	ENSMUSP00000021820
ENSGALP00000018373	ENSMUSP00000100924
ENSGALP00000017210	ENSMUSP00000062171
ENSGALP00000014168	ENSMUSP00000105684
ENSGALP00000023988	ENSMUSP00000070130
ENSGALP00000005598	ENSMUSP00000035489
ENSGALP00000018370	ENSMUSP00000040877
ENSGALP00000018369	ENSMUSP00000100923
ENSGALP00000005607	ENSMUSP00000048803
ENSGALP00000040631	ENSMUSP00000065706
ENSGALP00000017309	ENSMUSP00000102320
ENSGALP00000002688	ENSMUSP00000056744
ENSGALP00000015080	ENSMUSP00000040575
ENSGALP00000004659	ENSMUSP00000103485
ENSGALP00000019511	ENSMUSP00000023029
ENSGALP00000001451	ENSMUSP00000044038
ENSGALP00000022655	ENSMUSP00000037619
ENSGALP00000026636	ENSMUSP00000107964
ENSGALP00000005545	ENSMUSP00000107238
ENSGALP00000028876	ENSMUSP00000098752
ENSGALP00000011127	ENSMUSP00000108997
ENSGALP00000027277	ENSMUSP00000022666
ENSGALP00000017930	ENSMUSP00000031254
ENSGALP00000010048	ENSMUSP00000089173
ENSGALP00000015537	ENSMUSP00000034017
ENSGALP00000003437	ENSMUSP00000101194
ENSGALP00000008945	ENSMUSP00000069674
ENSGALP00000005725	ENSMUSP00000001599
ENSGALP00000006089	ENSMUSP00000017743
ENSGALP00000006093	ENSMUSP00000007317
ENSGALP00000006097	ENSMUSP00000017741
ENSGALP00000040391	ENSMUSP00000020383
ENSGALP00000022980	ENSMUSP00000042215
ENSGALP00000039013	ENSMUSP00000025482
ENSGALP00000027136	ENSMUSP00000088779
ENSGALP00000010676	ENSMUSP00000099066
ENSGALP00000031565	ENSMUSP00000034026
ENSGALP00000025600	ENSMUSP00000029877
ENSGALP00000018712	ENSMUSP00000027381
ENSGALP00000004219	ENSMUSP00000045621
ENSGALP00000011389	ENSMUSP00000061501
ENSGALP00000002713	ENSMUSP00000101209
ENSGALP00000004038	ENSMUSP00000035662
ENSGALP00000026250	ENSMUSP00000134825
ENSGALP00000026436	ENSMUSP00000063217
ENSGALP00000043245	ENSMUSP00000041899
ENSGALP00000040250	ENSMUSP00000137099
ENSGALP00000009187	ENSMUSP00000137662
ENSGALP00000007086	ENSMUSP00000072616
ENSGALP00000017332	ENSMUSP00000135082
ENSGALP00000014522	ENSMUSP00000107857
ENSGALP00000023037	ENSMUSP00000031108
ENSGALP00000022064	ENSMUSP00000081891
ENSGALP00000011550	ENSMUSP00000026917
ENSGALP00000014032	ENSMUSP00000109794
ENSGALP00000024578	ENSMUSP00000039915
ENSGALP00000023996	ENSMUSP00000068203
ENSGALP00000024492	ENSMUSP00000083204
ENSGALP00000031772	ENSMUSP00000033539
ENSGALP00000026614	ENSMUSP00000033650
ENSGALP00000010820	ENSMUSP00000032825
ENSGALP00000025153	ENSMUSP00000080462
ENSGALP00000007416	ENSMUSP00000096677
ENSGALP00000011471	ENSMUSP00000101909
ENSGALP00000020330	ENSMUSP00000042698
ENSGALP00000021140	ENSMUSP00000038653
ENSGALP00000008067	ENSMUSP00000098710
ENSGALP00000000913	ENSMUSP00000023157
ENSGALP00000026414	ENSMUSP00000063999
ENSGALP00000013346	ENSMUSP00000038816
