ENSMGAP00000004951	ENSMODP00000016222
ENSMGAP00000004533	ENSMODP00000029097
ENSMGAP00000017485	ENSMODP00000002559
ENSMGAP00000002357	ENSMODP00000012114
ENSMGAP00000015362	ENSMODP00000037826
ENSMGAP00000013467	ENSMODP00000029251
ENSMGAP00000003512	ENSMODP00000017597
ENSMGAP00000015760	ENSMODP00000005523
ENSMGAP00000008360	ENSMODP00000020362
ENSMGAP00000011643	ENSMODP00000018937
ENSMGAP00000013346	ENSMODP00000004027
ENSMGAP00000004236	ENSMODP00000011076
ENSMGAP00000013597	ENSMODP00000005457
ENSMGAP00000013587	ENSMODP00000005434
ENSMGAP00000001585	ENSMODP00000015863
ENSMGAP00000017605	ENSMODP00000013961
ENSMGAP00000018644	ENSMODP00000024044
ENSMGAP00000013624	ENSMODP00000000915
ENSMGAP00000003791	ENSMODP00000020251
ENSMGAP00000017751	ENSMODP00000019671
ENSMGAP00000004819	ENSMODP00000001170
ENSMGAP00000010712	ENSMODP00000009657
ENSMGAP00000017382	ENSMODP00000015173
ENSMGAP00000010995	ENSMODP00000016439
ENSMGAP00000014384	ENSMODP00000038815
ENSMGAP00000011008	ENSMODP00000016478
ENSMGAP00000016320	ENSMODP00000004090
ENSMGAP00000009829	ENSMODP00000004067
ENSMGAP00000013404	ENSMODP00000036064
ENSMGAP00000003852	ENSMODP00000018920
ENSMGAP00000006213	ENSMODP00000020349
ENSMGAP00000001789	ENSMODP00000007348
ENSMGAP00000013504	ENSMODP00000009938
ENSMGAP00000000774	ENSMODP00000018008
ENSMGAP00000001486	ENSMODP00000016548
ENSMGAP00000019776	ENSMODP00000025129
ENSMGAP00000001116	ENSMODP00000030295
ENSMGAP00000001387	ENSMODP00000002406
ENSMGAP00000001247	ENSMODP00000011803
ENSMGAP00000013658	ENSMODP00000004617
ENSMGAP00000005702	ENSMODP00000001525
ENSMGAP00000005634	ENSMODP00000001486
ENSMGAP00000010812	ENSMODP00000001532
ENSMGAP00000010230	ENSMODP00000011330
ENSMGAP00000015427	ENSMODP00000026218
ENSMGAP00000015437	ENSMODP00000026288
ENSMGAP00000003666	ENSMODP00000016964
ENSMGAP00000007533	ENSMODP00000014887
ENSMGAP00000007730	ENSMODP00000004982
ENSMGAP00000000508	ENSMODP00000001516
ENSMGAP00000001640	ENSMODP00000036476
ENSMGAP00000008866	ENSMODP00000032034
ENSMGAP00000013311	ENSMODP00000000834
ENSMGAP00000000611	ENSMODP00000006233
ENSMGAP00000015240	ENSMODP00000022562
ENSMGAP00000010773	ENSMODP00000025942
ENSMGAP00000006023	ENSMODP00000004778
ENSMGAP00000012158	ENSMODP00000010362
ENSMGAP00000017135	ENSMODP00000025357
ENSMGAP00000007342	ENSMODP00000002924
ENSMGAP00000016432	ENSMODP00000012336
ENSMGAP00000003394	ENSMODP00000017081
ENSMGAP00000015775	ENSMODP00000007795
ENSMGAP00000003758	ENSMODP00000020248
ENSMGAP00000016646	ENSMODP00000032232
ENSMGAP00000007512	ENSMODP00000026002
ENSMGAP00000014680	ENSMODP00000022821
ENSMGAP00000018350	ENSMODP00000005056
ENSMGAP00000002511	ENSMODP00000034332
ENSMGAP00000004262	ENSMODP00000003085
ENSMGAP00000009208	ENSMODP00000017459
ENSMGAP00000006381	ENSMODP00000005413
ENSMGAP00000006571	ENSMODP00000024305
ENSMGAP00000004202	ENSMODP00000010417
ENSMGAP00000007466	ENSMODP00000005637
ENSMGAP00000014810	ENSMODP00000022826
ENSMGAP00000004745	ENSMODP00000021886
ENSMGAP00000014129	ENSMODP00000022227
ENSMGAP00000015926	ENSMODP00000013566
ENSMGAP00000014542	ENSMODP00000022968
ENSMGAP00000003194	ENSMODP00000013093
ENSMGAP00000014733	ENSMODP00000023450
ENSMGAP00000003872	ENSMODP00000001299
ENSMGAP00000010120	ENSMODP00000014163
ENSMGAP00000011492	ENSMODP00000016038
ENSMGAP00000017983	ENSMODP00000023858
ENSMGAP00000019571	ENSMODP00000015244
ENSMGAP00000011117	ENSMODP00000023630
ENSMGAP00000014718	ENSMODP00000024168
ENSMGAP00000016126	ENSMODP00000000286
ENSMGAP00000004297	ENSMODP00000008435
ENSMGAP00000006097	ENSMODP00000025838
ENSMGAP00000003419	ENSMODP00000014105
ENSMGAP00000008064	ENSMODP00000018397
ENSMGAP00000001674	ENSMODP00000002617
ENSMGAP00000016268	ENSMODP00000036656
ENSMGAP00000018979	ENSMODP00000002633
ENSMGAP00000017173	ENSMODP00000036384
ENSMGAP00000016279	ENSMODP00000011706
ENSMGAP00000018727	ENSMODP00000000586
ENSMGAP00000000182	ENSMODP00000018100
ENSMGAP00000002997	ENSMODP00000025454
ENSMGAP00000005162	ENSMODP00000019226
ENSMGAP00000004503	ENSMODP00000004045
ENSMGAP00000010742	ENSMODP00000024743
ENSMGAP00000010207	ENSMODP00000003691
ENSMGAP00000015189	ENSMODP00000002892
ENSMGAP00000000302	ENSMODP00000005745
ENSMGAP00000013829	ENSMODP00000011602
ENSMGAP00000013580	ENSMODP00000001295
ENSMGAP00000003921	ENSMODP00000011618
ENSMGAP00000000983	ENSMODP00000018010
ENSMGAP00000015699	ENSMODP00000002903
ENSMGAP00000015693	ENSMODP00000002798
ENSMGAP00000017757	ENSMODP00000002882
ENSMGAP00000007552	ENSMODP00000018870
ENSMGAP00000008023	ENSMODP00000003919
ENSMGAP00000015511	ENSMODP00000008932
ENSMGAP00000015700	ENSMODP00000002923
ENSMGAP00000012962	ENSMODP00000000454
ENSMGAP00000001602	ENSMODP00000026102
ENSMGAP00000005188	ENSMODP00000006768
ENSMGAP00000001280	ENSMODP00000026100
ENSMGAP00000001595	ENSMODP00000001848
ENSMGAP00000011032	ENSMODP00000016492
ENSMGAP00000005407	ENSMODP00000003602
ENSMGAP00000002798	ENSMODP00000026451
ENSMGAP00000000490	ENSMODP00000032586
ENSMGAP00000002429	ENSMODP00000017460
ENSMGAP00000004446	ENSMODP00000013390
ENSMGAP00000007012	ENSMODP00000018947
ENSMGAP00000001345	ENSMODP00000007332
ENSMGAP00000007011	ENSMODP00000025667
ENSMGAP00000004033	ENSMODP00000001723
ENSMGAP00000014355	ENSMODP00000010680
ENSMGAP00000000423	ENSMODP00000023920
ENSMGAP00000005427	ENSMODP00000016114
ENSMGAP00000006804	ENSMODP00000008496
ENSMGAP00000006746	ENSMODP00000008443
ENSMGAP00000014814	ENSMODP00000035866
ENSMGAP00000002836	ENSMODP00000031197
ENSMGAP00000013079	ENSMODP00000006073
ENSMGAP00000008362	ENSMODP00000003008
ENSMGAP00000005905	ENSMODP00000011114
ENSMGAP00000010379	ENSMODP00000026651
ENSMGAP00000015919	ENSMODP00000013781
ENSMGAP00000005783	ENSMODP00000020967
ENSMGAP00000016899	ENSMODP00000036222
ENSMGAP00000004864	ENSMODP00000014144
ENSMGAP00000015591	ENSMODP00000021752
ENSMGAP00000002141	ENSMODP00000003669
ENSMGAP00000009342	ENSMODP00000027697
ENSMGAP00000006265	ENSMODP00000013721
ENSMGAP00000019462	ENSMODP00000011987
ENSMGAP00000017014	ENSMODP00000026672
ENSMGAP00000002119	ENSMODP00000015458
ENSMGAP00000011113	ENSMODP00000011991
ENSMGAP00000019594	ENSMODP00000030880
ENSMGAP00000002606	ENSMODP00000029837
ENSMGAP00000008225	ENSMODP00000004461
ENSMGAP00000008718	ENSMODP00000024665
ENSMGAP00000013679	ENSMODP00000002649
ENSMGAP00000002686	ENSMODP00000018261
ENSMGAP00000006122	ENSMODP00000028728
ENSMGAP00000010953	ENSMODP00000008854
ENSMGAP00000014496	ENSMODP00000014323
ENSMGAP00000014502	ENSMODP00000014475
ENSMGAP00000000975	ENSMODP00000030277
ENSMGAP00000003449	ENSMODP00000030434
ENSMGAP00000009683	ENSMODP00000003961
ENSMGAP00000001776	ENSMODP00000002889
ENSMGAP00000001155	ENSMODP00000020217
ENSMGAP00000008075	ENSMODP00000024538
ENSMGAP00000002094	ENSMODP00000007386
ENSMGAP00000003043	ENSMODP00000018232
ENSMGAP00000006115	ENSMODP00000026535
ENSMGAP00000005410	ENSMODP00000031542
ENSMGAP00000007855	ENSMODP00000015815
ENSMGAP00000008679	ENSMODP00000026738
ENSMGAP00000000799	ENSMODP00000002274
ENSMGAP00000010947	ENSMODP00000022144
ENSMGAP00000009210	ENSMODP00000020790
ENSMGAP00000010688	ENSMODP00000008269
ENSMGAP00000010711	ENSMODP00000013574
ENSMGAP00000016153	ENSMODP00000003398
ENSMGAP00000013223	ENSMODP00000021065
ENSMGAP00000007318	ENSMODP00000010067
ENSMGAP00000007144	ENSMODP00000023679
ENSMGAP00000015129	ENSMODP00000006069
ENSMGAP00000003465	ENSMODP00000039502
ENSMGAP00000009170	ENSMODP00000017473
ENSMGAP00000009117	ENSMODP00000017476
ENSMGAP00000013063	ENSMODP00000008386
ENSMGAP00000014201	ENSMODP00000022356
ENSMGAP00000012897	ENSMODP00000036899
ENSMGAP00000013833	ENSMODP00000017146
ENSMGAP00000011123	ENSMODP00000034885
ENSMGAP00000006253	ENSMODP00000000678
ENSMGAP00000002695	ENSMODP00000012804
ENSMGAP00000013617	ENSMODP00000004260
ENSMGAP00000011430	ENSMODP00000012635
ENSMGAP00000002806	ENSMODP00000016197
ENSMGAP00000005628	ENSMODP00000021249
ENSMGAP00000005093	ENSMODP00000014371
ENSMGAP00000003079	ENSMODP00000016904
ENSMGAP00000005744	ENSMODP00000003351
ENSMGAP00000004614	ENSMODP00000034992
ENSMGAP00000007544	ENSMODP00000002675
ENSMGAP00000006001	ENSMODP00000002478
ENSMGAP00000003839	ENSMODP00000003817
ENSMGAP00000002375	ENSMODP00000010005
ENSMGAP00000019640	ENSMODP00000038234
ENSMGAP00000006761	ENSMODP00000026567
ENSMGAP00000015904	ENSMODP00000018728
ENSMGAP00000008635	ENSMODP00000019953
ENSMGAP00000011859	ENSMODP00000009579
ENSMGAP00000000787	ENSMODP00000039925
ENSMGAP00000011463	ENSMODP00000018605
ENSMGAP00000009499	ENSMODP00000012910
ENSMGAP00000018726	ENSMODP00000006169
ENSMGAP00000007192	ENSMODP00000003246
ENSMGAP00000019475	ENSMODP00000023109
ENSMGAP00000004965	ENSMODP00000025452
ENSMGAP00000005964	ENSMODP00000025792
ENSMGAP00000001113	ENSMODP00000039676
ENSMGAP00000015948	ENSMODP00000013026
ENSMGAP00000012439	ENSMODP00000001442
ENSMGAP00000007573	ENSMODP00000035012
ENSMGAP00000012171	ENSMODP00000019384
ENSMGAP00000000707	ENSMODP00000011869
ENSMGAP00000002500	ENSMODP00000016490
ENSMGAP00000009325	ENSMODP00000000262
ENSMGAP00000002505	ENSMODP00000001932
ENSMGAP00000006951	ENSMODP00000034801
ENSMGAP00000019813	ENSMODP00000023181
ENSMGAP00000017957	ENSMODP00000003651
ENSMGAP00000010212	ENSMODP00000026633
ENSMGAP00000014459	ENSMODP00000020475
ENSMGAP00000010147	ENSMODP00000005150
ENSMGAP00000011393	ENSMODP00000012764
ENSMGAP00000016034	ENSMODP00000033414
ENSMGAP00000009693	ENSMODP00000005302
ENSMGAP00000006304	ENSMODP00000014451
ENSMGAP00000012222	ENSMODP00000014072
ENSMGAP00000007379	ENSMODP00000005723
ENSMGAP00000018796	ENSMODP00000018749
ENSMGAP00000003443	ENSMODP00000000308
ENSMGAP00000012906	ENSMODP00000003302
ENSMGAP00000004800	ENSMODP00000007427
ENSMGAP00000002793	ENSMODP00000011160
ENSMGAP00000003932	ENSMODP00000005925
ENSMGAP00000015756	ENSMODP00000005623
ENSMGAP00000003066	ENSMODP00000018499
ENSMGAP00000011428	ENSMODP00000018500
ENSMGAP00000009310	ENSMODP00000026791
ENSMGAP00000009150	ENSMODP00000020651
ENSMGAP00000001287	ENSMODP00000024716
ENSMGAP00000015138	ENSMODP00000003557
ENSMGAP00000001764	ENSMODP00000028479
ENSMGAP00000004701	ENSMODP00000017150
ENSMGAP00000008031	ENSMODP00000024358
ENSMGAP00000011259	ENSMODP00000001830
ENSMGAP00000017035	ENSMODP00000034763
ENSMGAP00000010318	ENSMODP00000032212
ENSMGAP00000002033	ENSMODP00000019465
ENSMGAP00000008002	ENSMODP00000024516
ENSMGAP00000012021	ENSMODP00000019257
ENSMGAP00000011091	ENSMODP00000019583
ENSMGAP00000011555	ENSMODP00000010958
ENSMGAP00000002477	ENSMODP00000017504
ENSMGAP00000014261	ENSMODP00000040219
ENSMGAP00000006041	ENSMODP00000002918
ENSMGAP00000001119	ENSMODP00000010430
ENSMGAP00000009346	ENSMODP00000020216
ENSMGAP00000008273	ENSMODP00000002811
ENSMGAP00000012459	ENSMODP00000010253
ENSMGAP00000007064	ENSMODP00000020037
ENSMGAP00000010309	ENSMODP00000020390
ENSMGAP00000009814	ENSMODP00000005098
ENSMGAP00000015560	ENSMODP00000021446
ENSMGAP00000003263	ENSMODP00000017618
ENSMGAP00000013661	ENSMODP00000021562
ENSMGAP00000001294	ENSMODP00000008686
ENSMGAP00000001201	ENSMODP00000008728
ENSMGAP00000005501	ENSMODP00000015227
ENSMGAP00000009662	ENSMODP00000026805
ENSMGAP00000015824	ENSMODP00000001834
ENSMGAP00000003676	ENSMODP00000000789
ENSMGAP00000008518	ENSMODP00000019125
ENSMGAP00000010618	ENSMODP00000035538
ENSMGAP00000005615	ENSMODP00000020924
ENSMGAP00000016324	ENSMODP00000025402
ENSMGAP00000014565	ENSMODP00000018085
ENSMGAP00000013006	ENSMODP00000038180
ENSMGAP00000001386	ENSMODP00000004262
ENSMGAP00000007998	ENSMODP00000022973
ENSMGAP00000016676	ENSMODP00000031646
ENSMGAP00000017611	ENSMODP00000002415
ENSMGAP00000013000	ENSMODP00000011264
ENSMGAP00000002437	ENSMODP00000016093
ENSMGAP00000014917	ENSMODP00000019886
ENSMGAP00000005183	ENSMODP00000019196
ENSMGAP00000013012	ENSMODP00000032982
ENSMGAP00000003664	ENSMODP00000033051
ENSMGAP00000003727	ENSMODP00000012365
ENSMGAP00000008077	ENSMODP00000000237
ENSMGAP00000004738	ENSMODP00000032409
ENSMGAP00000015776	ENSMODP00000007830
ENSMGAP00000000621	ENSMODP00000004230
ENSMGAP00000004833	ENSMODP00000017433
ENSMGAP00000004890	ENSMODP00000022247
ENSMGAP00000011573	ENSMODP00000006447
ENSMGAP00000011812	ENSMODP00000001677
ENSMGAP00000000638	ENSMODP00000013615
ENSMGAP00000012742	ENSMODP00000022896
ENSMGAP00000016262	ENSMODP00000021560
ENSMGAP00000016466	ENSMODP00000036661
ENSMGAP00000001850	ENSMODP00000016438
ENSMGAP00000014996	ENSMODP00000020814
ENSMGAP00000006192	ENSMODP00000015465
ENSMGAP00000012754	ENSMODP00000032876
ENSMGAP00000009124	ENSMODP00000035153
ENSMGAP00000001568	ENSMODP00000011627
ENSMGAP00000006103	ENSMODP00000021016
ENSMGAP00000014608	ENSMODP00000023095
ENSMGAP00000013098	ENSMODP00000000874
ENSMGAP00000013471	ENSMODP00000016351
ENSMGAP00000011103	ENSMODP00000019596
ENSMGAP00000005577	ENSMODP00000001343
ENSMGAP00000003903	ENSMODP00000005265
ENSMGAP00000010955	ENSMODP00000013669
ENSMGAP00000010626	ENSMODP00000020375
ENSMGAP00000015135	ENSMODP00000022683
ENSMGAP00000009316	ENSMODP00000004990
ENSMGAP00000010343	ENSMODP00000003587
ENSMGAP00000004715	ENSMODP00000039261
ENSMGAP00000016849	ENSMODP00000029717
ENSMGAP00000006525	ENSMODP00000000425
ENSMGAP00000018624	ENSMODP00000023689
ENSMGAP00000016123	ENSMODP00000033949
ENSMGAP00000000567	ENSMODP00000021555
ENSMGAP00000010691	ENSMODP00000013578
ENSMGAP00000007925	ENSMODP00000015318
ENSMGAP00000001744	ENSMODP00000023161
ENSMGAP00000010144	ENSMODP00000020158
ENSMGAP00000009903	ENSMODP00000020808
ENSMGAP00000015181	ENSMODP00000003648
ENSMGAP00000015445	ENSMODP00000026294
ENSMGAP00000012922	ENSMODP00000001531
ENSMGAP00000004354	ENSMODP00000004157
ENSMGAP00000000299	ENSMODP00000001678
ENSMGAP00000009894	ENSMODP00000026816
ENSMGAP00000003667	ENSMODP00000014552
ENSMGAP00000005687	ENSMODP00000018631
ENSMGAP00000010932	ENSMODP00000024340
ENSMGAP00000018207	ENSMODP00000001436
ENSMGAP00000012007	ENSMODP00000006174
ENSMGAP00000006113	ENSMODP00000031363
ENSMGAP00000010946	ENSMODP00000023552
ENSMGAP00000003917	ENSMODP00000021595
ENSMGAP00000004275	ENSMODP00000004974
ENSMGAP00000010746	ENSMODP00000008640
ENSMGAP00000007793	ENSMODP00000009251
ENSMGAP00000006856	ENSMODP00000016844
ENSMGAP00000004855	ENSMODP00000027503
ENSMGAP00000003279	ENSMODP00000007103
ENSMGAP00000004079	ENSMODP00000035490
ENSMGAP00000007644	ENSMODP00000009740
ENSMGAP00000013204	ENSMODP00000004890
ENSMGAP00000013892	ENSMODP00000021917
ENSMGAP00000006393	ENSMODP00000036802
ENSMGAP00000005088	ENSMODP00000015284
ENSMGAP00000005512	ENSMODP00000002585
ENSMGAP00000015095	ENSMODP00000023592
ENSMGAP00000016697	ENSMODP00000031220
ENSMGAP00000010664	ENSMODP00000014084
ENSMGAP00000004656	ENSMODP00000026489
ENSMGAP00000012659	ENSMODP00000001670
ENSMGAP00000012999	ENSMODP00000011118
ENSMGAP00000004759	ENSMODP00000013185
ENSMGAP00000002912	ENSMODP00000008353
ENSMGAP00000017057	ENSMODP00000001067
ENSMGAP00000016794	ENSMODP00000029339
ENSMGAP00000003092	ENSMODP00000017281
ENSMGAP00000002605	ENSMODP00000025655
ENSMGAP00000006616	ENSMODP00000008340
ENSMGAP00000003947	ENSMODP00000015042
ENSMGAP00000015142	ENSMODP00000022678
ENSMGAP00000006927	ENSMODP00000014553
ENSMGAP00000000198	ENSMODP00000004652
ENSMGAP00000009626	ENSMODP00000018938
ENSMGAP00000010167	ENSMODP00000025108
ENSMGAP00000015324	ENSMODP00000026212
ENSMGAP00000001434	ENSMODP00000016203
ENSMGAP00000015279	ENSMODP00000003023
ENSMGAP00000000195	ENSMODP00000003174
ENSMGAP00000007072	ENSMODP00000007875
ENSMGAP00000010747	ENSMODP00000008698
ENSMGAP00000009374	ENSMODP00000026134
ENSMGAP00000007294	ENSMODP00000018663
ENSMGAP00000010656	ENSMODP00000021949
ENSMGAP00000014312	ENSMODP00000022367
ENSMGAP00000005877	ENSMODP00000009258
ENSMGAP00000012491	ENSMODP00000025832
ENSMGAP00000008593	ENSMODP00000024382
ENSMGAP00000009875	ENSMODP00000013041
ENSMGAP00000014336	ENSMODP00000032394
ENSMGAP00000010031	ENSMODP00000038232
ENSMGAP00000009925	ENSMODP00000003192
ENSMGAP00000010101	ENSMODP00000023096
ENSMGAP00000012575	ENSMODP00000009227
ENSMGAP00000000960	ENSMODP00000001944
ENSMGAP00000018489	ENSMODP00000006381
ENSMGAP00000017656	ENSMODP00000021564
ENSMGAP00000019251	ENSMODP00000002430
ENSMGAP00000008578	ENSMODP00000034444
ENSMGAP00000005307	ENSMODP00000000604
ENSMGAP00000009765	ENSMODP00000004454
ENSMGAP00000008699	ENSMODP00000016285
ENSMGAP00000010917	ENSMODP00000002689
ENSMGAP00000000380	ENSMODP00000009391
ENSMGAP00000007696	ENSMODP00000009471
ENSMGAP00000013656	ENSMODP00000002577
ENSMGAP00000016479	ENSMODP00000036477
ENSMGAP00000010771	ENSMODP00000026879
ENSMGAP00000015680	ENSMODP00000001798
ENSMGAP00000018739	ENSMODP00000020777
ENSMGAP00000002916	ENSMODP00000000589
ENSMGAP00000001975	ENSMODP00000018968
ENSMGAP00000013144	ENSMODP00000000619
ENSMGAP00000012307	ENSMODP00000013132
ENSMGAP00000003139	ENSMODP00000002388
ENSMGAP00000018641	ENSMODP00000005758
ENSMGAP00000012652	ENSMODP00000000059
ENSMGAP00000006140	ENSMODP00000002749
ENSMGAP00000012534	ENSMODP00000009338
ENSMGAP00000002773	ENSMODP00000012282
ENSMGAP00000017522	ENSMODP00000005489
ENSMGAP00000000162	ENSMODP00000017148
ENSMGAP00000010166	ENSMODP00000020444
ENSMGAP00000010244	ENSMODP00000020415
ENSMGAP00000006441	ENSMODP00000021521
ENSMGAP00000003090	ENSMODP00000035600
ENSMGAP00000012139	ENSMODP00000014216
ENSMGAP00000001876	ENSMODP00000002136
ENSMGAP00000007156	ENSMODP00000001097
ENSMGAP00000007140	ENSMODP00000001080
ENSMGAP00000006361	ENSMODP00000002374
ENSMGAP00000002065	ENSMODP00000026630
ENSMGAP00000017470	ENSMODP00000022624
ENSMGAP00000003584	ENSMODP00000022283
ENSMGAP00000003655	ENSMODP00000022278
ENSMGAP00000013652	ENSMODP00000000899
ENSMGAP00000001369	ENSMODP00000012484
ENSMGAP00000008893	ENSMODP00000013387
ENSMGAP00000008862	ENSMODP00000016722
ENSMGAP00000004901	ENSMODP00000021684
ENSMGAP00000012836	ENSMODP00000007802
ENSMGAP00000014793	ENSMODP00000041159
ENSMGAP00000002227	ENSMODP00000014142
ENSMGAP00000004176	ENSMODP00000023973
ENSMGAP00000002254	ENSMODP00000037486
ENSMGAP00000012627	ENSMODP00000036878
ENSMGAP00000006193	ENSMODP00000002598
ENSMGAP00000004419	ENSMODP00000024583
ENSMGAP00000015547	ENSMODP00000021387
ENSMGAP00000006788	ENSMODP00000003451
ENSMGAP00000009106	ENSMODP00000038019
ENSMGAP00000013761	ENSMODP00000032846
ENSMGAP00000008221	ENSMODP00000024191
ENSMGAP00000012320	ENSMODP00000013755
ENSMGAP00000005698	ENSMODP00000002204
ENSMGAP00000008144	ENSMODP00000036914
ENSMGAP00000008099	ENSMODP00000007696
ENSMGAP00000012588	ENSMODP00000000921
ENSMGAP00000012460	ENSMODP00000040227
ENSMGAP00000013841	ENSMODP00000021847
ENSMGAP00000002756	ENSMODP00000001513
ENSMGAP00000011761	ENSMODP00000009855
ENSMGAP00000006905	ENSMODP00000004305
ENSMGAP00000014204	ENSMODP00000017125
ENSMGAP00000012014	ENSMODP00000008221
ENSMGAP00000004220	ENSMODP00000009452
ENSMGAP00000007588	ENSMODP00000008384
ENSMGAP00000008243	ENSMODP00000007109
ENSMGAP00000014171	ENSMODP00000022306
ENSMGAP00000009158	ENSMODP00000000341
ENSMGAP00000006136	ENSMODP00000026538
ENSMGAP00000006748	ENSMODP00000013172
ENSMGAP00000016382	ENSMODP00000001508
ENSMGAP00000019620	ENSMODP00000015725
ENSMGAP00000010749	ENSMODP00000028411
ENSMGAP00000019298	ENSMODP00000021904
ENSMGAP00000013179	ENSMODP00000004913
ENSMGAP00000003594	ENSMODP00000020253
ENSMGAP00000013558	ENSMODP00000001326
ENSMGAP00000004160	ENSMODP00000005673
ENSMGAP00000013674	ENSMODP00000011588
ENSMGAP00000011865	ENSMODP00000011586
ENSMGAP00000011856	ENSMODP00000011801
ENSMGAP00000016522	ENSMODP00000006326
ENSMGAP00000001445	ENSMODP00000015001
ENSMGAP00000015019	ENSMODP00000001269
ENSMGAP00000009383	ENSMODP00000002887
ENSMGAP00000008513	ENSMODP00000003187
ENSMGAP00000015528	ENSMODP00000009773
ENSMGAP00000011261	ENSMODP00000019720
ENSMGAP00000002517	ENSMODP00000017559
ENSMGAP00000015923	ENSMODP00000013677
ENSMGAP00000007431	ENSMODP00000012939
ENSMGAP00000004991	ENSMODP00000021120
ENSMGAP00000011096	ENSMODP00000000292
ENSMGAP00000001252	ENSMODP00000026101
ENSMGAP00000018017	ENSMODP00000021357
ENSMGAP00000010781	ENSMODP00000026878
ENSMGAP00000006410	ENSMODP00000020379
ENSMGAP00000001588	ENSMODP00000013395
ENSMGAP00000013772	ENSMODP00000005127
ENSMGAP00000004050	ENSMODP00000005995
ENSMGAP00000017663	ENSMODP00000003750
ENSMGAP00000000305	ENSMODP00000021257
ENSMGAP00000004979	ENSMODP00000010360
ENSMGAP00000007625	ENSMODP00000032227
ENSMGAP00000005029	ENSMODP00000015794
ENSMGAP00000007345	ENSMODP00000011260
ENSMGAP00000000592	ENSMODP00000023524
ENSMGAP00000000778	ENSMODP00000008451
ENSMGAP00000005675	ENSMODP00000003724
ENSMGAP00000010845	ENSMODP00000008846
ENSMGAP00000011933	ENSMODP00000036689
ENSMGAP00000014070	ENSMODP00000015944
ENSMGAP00000005585	ENSMODP00000017916
ENSMGAP00000016537	ENSMODP00000030121
ENSMGAP00000014109	ENSMODP00000016625
ENSMGAP00000016087	ENSMODP00000001105
ENSMGAP00000001986	ENSMODP00000000283
ENSMGAP00000005928	ENSMODP00000002386
ENSMGAP00000007265	ENSMODP00000005334
ENSMGAP00000009141	ENSMODP00000034495
ENSMGAP00000012123	ENSMODP00000008791
ENSMGAP00000012323	ENSMODP00000008685
ENSMGAP00000005927	ENSMODP00000003439
ENSMGAP00000011877	ENSMODP00000011052
ENSMGAP00000013628	ENSMODP00000004282
ENSMGAP00000004007	ENSMODP00000005437
ENSMGAP00000006696	ENSMODP00000007853
ENSMGAP00000004070	ENSMODP00000001700
ENSMGAP00000006823	ENSMODP00000015172
ENSMGAP00000010824	ENSMODP00000008911
ENSMGAP00000003222	ENSMODP00000014492
ENSMGAP00000002615	ENSMODP00000000964
ENSMGAP00000010215	ENSMODP00000012146
ENSMGAP00000010330	ENSMODP00000011905
ENSMGAP00000008041	ENSMODP00000007576
ENSMGAP00000004468	ENSMODP00000033648
ENSMGAP00000004149	ENSMODP00000008749
ENSMGAP00000008914	ENSMODP00000024423
ENSMGAP00000008957	ENSMODP00000020990
ENSMGAP00000017637	ENSMODP00000035184
ENSMGAP00000004210	ENSMODP00000038789
ENSMGAP00000010218	ENSMODP00000012018
ENSMGAP00000008209	ENSMODP00000018935
ENSMGAP00000003487	ENSMODP00000000595
ENSMGAP00000018445	ENSMODP00000012007
ENSMGAP00000016104	ENSMODP00000000645
ENSMGAP00000011047	ENSMODP00000023614
ENSMGAP00000015960	ENSMODP00000012730
ENSMGAP00000006507	ENSMODP00000026545
ENSMGAP00000006087	ENSMODP00000019895
ENSMGAP00000001034	ENSMODP00000008018
ENSMGAP00000010563	ENSMODP00000014764
ENSMGAP00000004083	ENSMODP00000001260
ENSMGAP00000012057	ENSMODP00000022315
ENSMGAP00000004353	ENSMODP00000005607
ENSMGAP00000009716	ENSMODP00000015079
ENSMGAP00000004223	ENSMODP00000012436
ENSMGAP00000011232	ENSMODP00000005454
ENSMGAP00000014163	ENSMODP00000035505
ENSMGAP00000013126	ENSMODP00000005157
