ENSMGAP00000004951	ENSORLP00000017023
ENSMGAP00000012858	ENSORLP00000007165
ENSMGAP00000012858	ENSORLP00000005501
ENSMGAP00000002592	ENSORLP00000018339
ENSMGAP00000006089	ENSORLP00000005941
ENSMGAP00000006089	ENSORLP00000002501
ENSMGAP00000019818	ENSORLP00000025823
ENSMGAP00000019818	ENSORLP00000006802
ENSMGAP00000015191	ENSORLP00000014794
ENSMGAP00000001210	ENSORLP00000025704
ENSMGAP00000015177	ENSORLP00000016804
ENSMGAP00000015546	ENSORLP00000020495
ENSMGAP00000015546	ENSORLP00000004463
ENSMGAP00000008902	ENSORLP00000001898
ENSMGAP00000008902	ENSORLP00000002852
ENSMGAP00000018878	ENSORLP00000012418
ENSMGAP00000004662	ENSORLP00000002314
ENSMGAP00000018493	ENSORLP00000013655
ENSMGAP00000018493	ENSORLP00000009695
ENSMGAP00000008502	ENSORLP00000011039
ENSMGAP00000008511	ENSORLP00000013594
ENSMGAP00000008511	ENSORLP00000001746
ENSMGAP00000006948	ENSORLP00000013751
ENSMGAP00000014133	ENSORLP00000018419
ENSMGAP00000009849	ENSORLP00000009626
ENSMGAP00000006168	ENSORLP00000018520
ENSMGAP00000010419	ENSORLP00000022951
ENSMGAP00000007333	ENSORLP00000006709
ENSMGAP00000000948	ENSORLP00000014225
ENSMGAP00000010512	ENSORLP00000001848
ENSMGAP00000000465	ENSORLP00000007519
ENSMGAP00000001670	ENSORLP00000007890
ENSMGAP00000001670	ENSORLP00000001279
ENSMGAP00000012342	ENSORLP00000006490
ENSMGAP00000008975	ENSORLP00000018958
ENSMGAP00000003802	ENSORLP00000017106
ENSMGAP00000006887	ENSORLP00000019301
ENSMGAP00000013384	ENSORLP00000020857
ENSMGAP00000012002	ENSORLP00000006071
ENSMGAP00000016330	ENSORLP00000021275
ENSMGAP00000000714	ENSORLP00000024072
ENSMGAP00000010680	ENSORLP00000003426
ENSMGAP00000013389	ENSORLP00000010362
ENSMGAP00000000620	ENSORLP00000019065
ENSMGAP00000005286	ENSORLP00000006161
ENSMGAP00000004802	ENSORLP00000017146
ENSMGAP00000007721	ENSORLP00000000682
ENSMGAP00000015375	ENSORLP00000005410
ENSMGAP00000009616	ENSORLP00000007880
ENSMGAP00000009616	ENSORLP00000011547
ENSMGAP00000004943	ENSORLP00000012080
ENSMGAP00000004943	ENSORLP00000006382
ENSMGAP00000002698	ENSORLP00000018090
ENSMGAP00000001617	ENSORLP00000001470
ENSMGAP00000000814	ENSORLP00000002249
ENSMGAP00000000667	ENSORLP00000001906
ENSMGAP00000018903	ENSORLP00000003828
ENSMGAP00000012131	ENSORLP00000014075
ENSMGAP00000012131	ENSORLP00000015628
ENSMGAP00000013987	ENSORLP00000013634
ENSMGAP00000001420	ENSORLP00000002078
ENSMGAP00000010516	ENSORLP00000010986
ENSMGAP00000008251	ENSORLP00000012126
ENSMGAP00000000326	ENSORLP00000017230
ENSMGAP00000004075	ENSORLP00000023702
ENSMGAP00000002608	ENSORLP00000011218
ENSMGAP00000009780	ENSORLP00000010369
ENSMGAP00000015801	ENSORLP00000022219
ENSMGAP00000009001	ENSORLP00000025690
ENSMGAP00000014440	ENSORLP00000021373
ENSMGAP00000006548	ENSORLP00000005630
ENSMGAP00000011346	ENSORLP00000017703
ENSMGAP00000011346	ENSORLP00000005737
ENSMGAP00000016902	ENSORLP00000022705
ENSMGAP00000012262	ENSORLP00000000801
ENSMGAP00000001209	ENSORLP00000002927
ENSMGAP00000018761	ENSORLP00000012233
ENSMGAP00000015541	ENSORLP00000017657
ENSMGAP00000013731	ENSORLP00000022142
ENSMGAP00000001717	ENSORLP00000017038
ENSMGAP00000009654	ENSORLP00000020241
ENSMGAP00000007085	ENSORLP00000019789
ENSMGAP00000003237	ENSORLP00000024891
ENSMGAP00000016803	ENSORLP00000003496
ENSMGAP00000016561	ENSORLP00000015655
ENSMGAP00000016901	ENSORLP00000015911
ENSMGAP00000017626	ENSORLP00000006621
ENSMGAP00000019551	ENSORLP00000018702
ENSMGAP00000019551	ENSORLP00000018669
ENSMGAP00000004665	ENSORLP00000013066
ENSMGAP00000000927	ENSORLP00000018689
ENSMGAP00000000927	ENSORLP00000009662
ENSMGAP00000001505	ENSORLP00000023205
ENSMGAP00000001449	ENSORLP00000011453
ENSMGAP00000003189	ENSORLP00000001919
ENSMGAP00000003189	ENSORLP00000002224
ENSMGAP00000015637	ENSORLP00000020073
ENSMGAP00000010788	ENSORLP00000021696
ENSMGAP00000003439	ENSORLP00000019731
ENSMGAP00000015408	ENSORLP00000006824
ENSMGAP00000013846	ENSORLP00000020125
ENSMGAP00000000719	ENSORLP00000015420
ENSMGAP00000000719	ENSORLP00000012217
ENSMGAP00000005433	ENSORLP00000020074
ENSMGAP00000005433	ENSORLP00000020420
ENSMGAP00000012748	ENSORLP00000024513
ENSMGAP00000008800	ENSORLP00000014855
ENSMGAP00000012038	ENSORLP00000022710
ENSMGAP00000012038	ENSORLP00000015525
ENSMGAP00000009020	ENSORLP00000019680
ENSMGAP00000005817	ENSORLP00000018637
ENSMGAP00000005086	ENSORLP00000010279
ENSMGAP00000005086	ENSORLP00000008954
ENSMGAP00000013821	ENSORLP00000019750
ENSMGAP00000010998	ENSORLP00000007684
ENSMGAP00000010998	ENSORLP00000002963
ENSMGAP00000005913	ENSORLP00000004099
ENSMGAP00000005913	ENSORLP00000006222
ENSMGAP00000009441	ENSORLP00000001389
ENSMGAP00000009441	ENSORLP00000010232
ENSMGAP00000014528	ENSORLP00000011370
ENSMGAP00000008103	ENSORLP00000011249
ENSMGAP00000011089	ENSORLP00000021747
ENSMGAP00000009270	ENSORLP00000001609
ENSMGAP00000009270	ENSORLP00000008141
ENSMGAP00000002982	ENSORLP00000009991
ENSMGAP00000002982	ENSORLP00000015517
ENSMGAP00000006311	ENSORLP00000002851
ENSMGAP00000006311	ENSORLP00000005443
ENSMGAP00000011909	ENSORLP00000022293
ENSMGAP00000004439	ENSORLP00000013097
ENSMGAP00000001248	ENSORLP00000020091
ENSMGAP00000011658	ENSORLP00000024151
ENSMGAP00000000374	ENSORLP00000004257
ENSMGAP00000007642	ENSORLP00000021202
ENSMGAP00000007677	ENSORLP00000002857
ENSMGAP00000014903	ENSORLP00000022070
ENSMGAP00000008765	ENSORLP00000016130
ENSMGAP00000001895	ENSORLP00000016934
ENSMGAP00000005728	ENSORLP00000009408
ENSMGAP00000007489	ENSORLP00000010802
ENSMGAP00000007489	ENSORLP00000001127
ENSMGAP00000000466	ENSORLP00000020144
ENSMGAP00000001061	ENSORLP00000013237
ENSMGAP00000006413	ENSORLP00000009397
ENSMGAP00000004064	ENSORLP00000001660
ENSMGAP00000011992	ENSORLP00000002090
ENSMGAP00000015480	ENSORLP00000013500
ENSMGAP00000012260	ENSORLP00000019880
ENSMGAP00000008641	ENSORLP00000011669
ENSMGAP00000010865	ENSORLP00000017962
ENSMGAP00000003550	ENSORLP00000019216
ENSMGAP00000012444	ENSORLP00000010681
ENSMGAP00000005611	ENSORLP00000014785
ENSMGAP00000002391	ENSORLP00000025336
ENSMGAP00000007694	ENSORLP00000015774
ENSMGAP00000011564	ENSORLP00000016815
ENSMGAP00000000075	ENSORLP00000012894
ENSMGAP00000003856	ENSORLP00000009193
ENSMGAP00000003473	ENSORLP00000007106
ENSMGAP00000006789	ENSORLP00000004829
ENSMGAP00000019188	ENSORLP00000005333
ENSMGAP00000013130	ENSORLP00000012999
ENSMGAP00000005119	ENSORLP00000019225
ENSMGAP00000016800	ENSORLP00000021675
ENSMGAP00000016800	ENSORLP00000022796
ENSMGAP00000007606	ENSORLP00000005747
ENSMGAP00000006920	ENSORLP00000015539
ENSMGAP00000006049	ENSORLP00000010795
ENSMGAP00000006049	ENSORLP00000011934
ENSMGAP00000001074	ENSORLP00000001779
ENSMGAP00000006060	ENSORLP00000011910
ENSMGAP00000018755	ENSORLP00000010786
ENSMGAP00000006062	ENSORLP00000010767
ENSMGAP00000015278	ENSORLP00000002028
ENSMGAP00000001860	ENSORLP00000021187
ENSMGAP00000017041	ENSORLP00000014836
ENSMGAP00000016446	ENSORLP00000005658
ENSMGAP00000000240	ENSORLP00000008464
ENSMGAP00000004185	ENSORLP00000015945
ENSMGAP00000004185	ENSORLP00000021570
ENSMGAP00000011998	ENSORLP00000012264
ENSMGAP00000011998	ENSORLP00000002137
ENSMGAP00000003771	ENSORLP00000006882
ENSMGAP00000003905	ENSORLP00000014636
ENSMGAP00000017170	ENSORLP00000016573
ENSMGAP00000017170	ENSORLP00000015652
ENSMGAP00000004250	ENSORLP00000024683
ENSMGAP00000004250	ENSORLP00000010017
ENSMGAP00000000269	ENSORLP00000002054
ENSMGAP00000003358	ENSORLP00000019807
ENSMGAP00000002625	ENSORLP00000016381
ENSMGAP00000004885	ENSORLP00000012267
ENSMGAP00000009807	ENSORLP00000016906
ENSMGAP00000004092	ENSORLP00000003763
ENSMGAP00000016059	ENSORLP00000006904
ENSMGAP00000016059	ENSORLP00000011511
ENSMGAP00000000172	ENSORLP00000011969
ENSMGAP00000000172	ENSORLP00000010360
ENSMGAP00000004233	ENSORLP00000003809
ENSMGAP00000016498	ENSORLP00000005593
ENSMGAP00000015859	ENSORLP00000005607
ENSMGAP00000010929	ENSORLP00000008747
ENSMGAP00000002331	ENSORLP00000025345
ENSMGAP00000000690	ENSORLP00000014452
ENSMGAP00000004121	ENSORLP00000001080
ENSMGAP00000015858	ENSORLP00000005698
ENSMGAP00000015858	ENSORLP00000022237
ENSMGAP00000007896	ENSORLP00000019411
ENSMGAP00000007896	ENSORLP00000006716
ENSMGAP00000008230	ENSORLP00000002282
ENSMGAP00000009907	ENSORLP00000021971
ENSMGAP00000007758	ENSORLP00000010036
ENSMGAP00000000669	ENSORLP00000000481
ENSMGAP00000002223	ENSORLP00000008068
ENSMGAP00000005598	ENSORLP00000005703
ENSMGAP00000010117	ENSORLP00000010560
ENSMGAP00000015876	ENSORLP00000016610
ENSMGAP00000014019	ENSORLP00000021008
ENSMGAP00000008487	ENSORLP00000002290
ENSMGAP00000013191	ENSORLP00000010805
ENSMGAP00000003347	ENSORLP00000009208
ENSMGAP00000012161	ENSORLP00000011972
ENSMGAP00000012161	ENSORLP00000007015
ENSMGAP00000012163	ENSORLP00000007026
ENSMGAP00000010569	ENSORLP00000001137
ENSMGAP00000008329	ENSORLP00000002192
ENSMGAP00000008329	ENSORLP00000002239
ENSMGAP00000000614	ENSORLP00000014571
ENSMGAP00000010818	ENSORLP00000001797
ENSMGAP00000013771	ENSORLP00000001797
ENSMGAP00000003741	ENSORLP00000017748
ENSMGAP00000003741	ENSORLP00000004795
ENSMGAP00000006617	ENSORLP00000007441
ENSMGAP00000006617	ENSORLP00000004735
ENSMGAP00000008865	ENSORLP00000018332
ENSMGAP00000008865	ENSORLP00000011075
ENSMGAP00000010396	ENSORLP00000002150
ENSMGAP00000006759	ENSORLP00000025760
ENSMGAP00000001099	ENSORLP00000025289
ENSMGAP00000001005	ENSORLP00000007152
ENSMGAP00000016152	ENSORLP00000013575
ENSMGAP00000003479	ENSORLP00000022520
ENSMGAP00000008490	ENSORLP00000009745
ENSMGAP00000009516	ENSORLP00000023914
ENSMGAP00000010502	ENSORLP00000008310
ENSMGAP00000010502	ENSORLP00000006019
ENSMGAP00000014113	ENSORLP00000015751
ENSMGAP00000016884	ENSORLP00000024171
ENSMGAP00000015489	ENSORLP00000011272
ENSMGAP00000004027	ENSORLP00000001595
ENSMGAP00000013583	ENSORLP00000015132
ENSMGAP00000016167	ENSORLP00000006845
ENSMGAP00000016167	ENSORLP00000006727
ENSMGAP00000007135	ENSORLP00000019030
ENSMGAP00000005627	ENSORLP00000015043
ENSMGAP00000005627	ENSORLP00000000569
ENSMGAP00000003348	ENSORLP00000020129
ENSMGAP00000007898	ENSORLP00000024457
ENSMGAP00000007898	ENSORLP00000007047
ENSMGAP00000007820	ENSORLP00000017692
ENSMGAP00000010405	ENSORLP00000011457
ENSMGAP00000009601	ENSORLP00000017081
ENSMGAP00000005492	ENSORLP00000021568
ENSMGAP00000009652	ENSORLP00000015804
ENSMGAP00000001913	ENSORLP00000007849
ENSMGAP00000006664	ENSORLP00000025083
ENSMGAP00000011716	ENSORLP00000018384
ENSMGAP00000007689	ENSORLP00000000838
ENSMGAP00000003834	ENSORLP00000009659
ENSMGAP00000006933	ENSORLP00000012078
ENSMGAP00000004373	ENSORLP00000021398
ENSMGAP00000003314	ENSORLP00000001288
ENSMGAP00000014251	ENSORLP00000022381
ENSMGAP00000014251	ENSORLP00000022192
ENSMGAP00000006244	ENSORLP00000015240
ENSMGAP00000006244	ENSORLP00000001188
ENSMGAP00000004585	ENSORLP00000005201
ENSMGAP00000005966	ENSORLP00000014722
ENSMGAP00000011511	ENSORLP00000003972
ENSMGAP00000014085	ENSORLP00000018232
ENSMGAP00000005676	ENSORLP00000010942
ENSMGAP00000011650	ENSORLP00000022569
ENSMGAP00000011650	ENSORLP00000020944
ENSMGAP00000011485	ENSORLP00000024509
ENSMGAP00000008196	ENSORLP00000001634
ENSMGAP00000007110	ENSORLP00000011018
ENSMGAP00000011241	ENSORLP00000021663
ENSMGAP00000008181	ENSORLP00000025664
ENSMGAP00000010624	ENSORLP00000006004
ENSMGAP00000013266	ENSORLP00000001750
ENSMGAP00000013266	ENSORLP00000013533
ENSMGAP00000013438	ENSORLP00000006195
ENSMGAP00000001077	ENSORLP00000010609
ENSMGAP00000002510	ENSORLP00000015917
ENSMGAP00000011171	ENSORLP00000006469
ENSMGAP00000004599	ENSORLP00000009463
ENSMGAP00000010398	ENSORLP00000011420
ENSMGAP00000014271	ENSORLP00000020116
ENSMGAP00000005609	ENSORLP00000009354
ENSMGAP00000018046	ENSORLP00000020290
ENSMGAP00000016543	ENSORLP00000006397
ENSMGAP00000012834	ENSORLP00000003124
ENSMGAP00000012834	ENSORLP00000017655
ENSMGAP00000009381	ENSORLP00000024816
ENSMGAP00000018955	ENSORLP00000020099
ENSMGAP00000004815	ENSORLP00000003190
ENSMGAP00000006203	ENSORLP00000014918
ENSMGAP00000008161	ENSORLP00000019774
ENSMGAP00000009072	ENSORLP00000012354
ENSMGAP00000009072	ENSORLP00000018582
ENSMGAP00000018677	ENSORLP00000007868
ENSMGAP00000004563	ENSORLP00000003051
ENSMGAP00000012605	ENSORLP00000012213
ENSMGAP00000018924	ENSORLP00000002992
ENSMGAP00000018924	ENSORLP00000013932
ENSMGAP00000005337	ENSORLP00000014113
ENSMGAP00000014182	ENSORLP00000017197
ENSMGAP00000006059	ENSORLP00000011063
ENSMGAP00000009122	ENSORLP00000024350
ENSMGAP00000006855	ENSORLP00000015060
ENSMGAP00000016204	ENSORLP00000015860
ENSMGAP00000017736	ENSORLP00000022015
ENSMGAP00000015487	ENSORLP00000011311
ENSMGAP00000001909	ENSORLP00000018996
ENSMGAP00000009961	ENSORLP00000024750
ENSMGAP00000015917	ENSORLP00000003751
ENSMGAP00000008265	ENSORLP00000012663
ENSMGAP00000008358	ENSORLP00000017303
ENSMGAP00000009281	ENSORLP00000000369
ENSMGAP00000015839	ENSORLP00000014171
ENSMGAP00000013023	ENSORLP00000006807
ENSMGAP00000010623	ENSORLP00000009153
ENSMGAP00000010623	ENSORLP00000014427
ENSMGAP00000006653	ENSORLP00000007219
ENSMGAP00000002465	ENSORLP00000003585
ENSMGAP00000005229	ENSORLP00000011852
ENSMGAP00000004117	ENSORLP00000004070
ENSMGAP00000003557	ENSORLP00000004145
ENSMGAP00000005371	ENSORLP00000011924
ENSMGAP00000004026	ENSORLP00000018019
ENSMGAP00000005689	ENSORLP00000020123
ENSMGAP00000010200	ENSORLP00000012893
ENSMGAP00000007467	ENSORLP00000009078
ENSMGAP00000000252	ENSORLP00000000437
ENSMGAP00000000252	ENSORLP00000004868
ENSMGAP00000008535	ENSORLP00000013974
ENSMGAP00000007949	ENSORLP00000014580
ENSMGAP00000015631	ENSORLP00000020090
ENSMGAP00000004710	ENSORLP00000022489
ENSMGAP00000008583	ENSORLP00000001142
ENSMGAP00000011095	ENSORLP00000007669
ENSMGAP00000007619	ENSORLP00000013712
ENSMGAP00000004451	ENSORLP00000024716
ENSMGAP00000011803	ENSORLP00000022750
ENSMGAP00000012756	ENSORLP00000019967
ENSMGAP00000008819	ENSORLP00000008343
ENSMGAP00000007529	ENSORLP00000008320
ENSMGAP00000008531	ENSORLP00000011951
ENSMGAP00000008531	ENSORLP00000020772
ENSMGAP00000006959	ENSORLP00000003346
ENSMGAP00000000545	ENSORLP00000000509
ENSMGAP00000013330	ENSORLP00000016484
ENSMGAP00000009567	ENSORLP00000008394
ENSMGAP00000011923	ENSORLP00000018568
ENSMGAP00000016029	ENSORLP00000010918
ENSMGAP00000000422	ENSORLP00000024271
ENSMGAP00000004533	ENSORLP00000000992
ENSMGAP00000017485	ENSORLP00000006985
ENSMGAP00000017485	ENSORLP00000003688
ENSMGAP00000002357	ENSORLP00000009021
ENSMGAP00000003512	ENSORLP00000002163
ENSMGAP00000012795	ENSORLP00000017762
ENSMGAP00000013346	ENSORLP00000000122
ENSMGAP00000004236	ENSORLP00000004712
ENSMGAP00000004236	ENSORLP00000024493
ENSMGAP00000013597	ENSORLP00000020916
ENSMGAP00000009400	ENSORLP00000009460
ENSMGAP00000013587	ENSORLP00000020893
ENSMGAP00000017605	ENSORLP00000003236
ENSMGAP00000018644	ENSORLP00000007003
ENSMGAP00000018644	ENSORLP00000009817
ENSMGAP00000017751	ENSORLP00000015116
ENSMGAP00000017751	ENSORLP00000022723
ENSMGAP00000016581	ENSORLP00000015802
ENSMGAP00000010995	ENSORLP00000022261
ENSMGAP00000016320	ENSORLP00000016215
ENSMGAP00000016320	ENSORLP00000019254
ENSMGAP00000013404	ENSORLP00000005355
ENSMGAP00000003852	ENSORLP00000003999
ENSMGAP00000003852	ENSORLP00000005748
ENSMGAP00000001789	ENSORLP00000000398
ENSMGAP00000001486	ENSORLP00000001564
ENSMGAP00000001116	ENSORLP00000018931
ENSMGAP00000000670	ENSORLP00000010592
ENSMGAP00000001247	ENSORLP00000007509
ENSMGAP00000013658	ENSORLP00000013408
ENSMGAP00000013658	ENSORLP00000017840
ENSMGAP00000005702	ENSORLP00000012765
ENSMGAP00000010812	ENSORLP00000008886
ENSMGAP00000010812	ENSORLP00000004879
ENSMGAP00000010230	ENSORLP00000021824
ENSMGAP00000010230	ENSORLP00000018065
ENSMGAP00000003498	ENSORLP00000009045
ENSMGAP00000003666	ENSORLP00000009056
ENSMGAP00000007730	ENSORLP00000006553
ENSMGAP00000001640	ENSORLP00000025047
ENSMGAP00000008866	ENSORLP00000001312
ENSMGAP00000013311	ENSORLP00000013412
ENSMGAP00000000611	ENSORLP00000002895
ENSMGAP00000000611	ENSORLP00000022917
ENSMGAP00000015237	ENSORLP00000010944
ENSMGAP00000015240	ENSORLP00000010937
ENSMGAP00000006023	ENSORLP00000007650
ENSMGAP00000017135	ENSORLP00000002416
ENSMGAP00000017135	ENSORLP00000012265
ENSMGAP00000007342	ENSORLP00000002929
ENSMGAP00000003537	ENSORLP00000002033
ENSMGAP00000019513	ENSORLP00000019103
ENSMGAP00000007512	ENSORLP00000022259
ENSMGAP00000014680	ENSORLP00000019694
ENSMGAP00000014680	ENSORLP00000019813
ENSMGAP00000002511	ENSORLP00000024965
ENSMGAP00000004262	ENSORLP00000000629
ENSMGAP00000009208	ENSORLP00000001396
ENSMGAP00000006381	ENSORLP00000010761
ENSMGAP00000006571	ENSORLP00000014719
ENSMGAP00000004202	ENSORLP00000021575
ENSMGAP00000004202	ENSORLP00000015927
ENSMGAP00000007466	ENSORLP00000022814
ENSMGAP00000014810	ENSORLP00000011696
ENSMGAP00000004745	ENSORLP00000017686
ENSMGAP00000015926	ENSORLP00000014916
ENSMGAP00000014542	ENSORLP00000021296
ENSMGAP00000014733	ENSORLP00000012231
ENSMGAP00000007376	ENSORLP00000009038
ENSMGAP00000007742	ENSORLP00000017271
ENSMGAP00000007742	ENSORLP00000019037
ENSMGAP00000003872	ENSORLP00000025770
ENSMGAP00000011492	ENSORLP00000025509
ENSMGAP00000017983	ENSORLP00000003808
ENSMGAP00000014718	ENSORLP00000012371
ENSMGAP00000004297	ENSORLP00000013080
ENSMGAP00000003419	ENSORLP00000001534
ENSMGAP00000003419	ENSORLP00000020084
ENSMGAP00000016268	ENSORLP00000011957
ENSMGAP00000016395	ENSORLP00000008303
ENSMGAP00000017173	ENSORLP00000003030
ENSMGAP00000001779	ENSORLP00000014239
ENSMGAP00000001779	ENSORLP00000011124
ENSMGAP00000016717	ENSORLP00000019391
ENSMGAP00000005162	ENSORLP00000015090
ENSMGAP00000004503	ENSORLP00000025146
ENSMGAP00000010742	ENSORLP00000015111
ENSMGAP00000010742	ENSORLP00000001176
ENSMGAP00000013829	ENSORLP00000010879
ENSMGAP00000000983	ENSORLP00000016829
ENSMGAP00000015693	ENSORLP00000011550
ENSMGAP00000008023	ENSORLP00000011206
ENSMGAP00000018948	ENSORLP00000016362
ENSMGAP00000018948	ENSORLP00000022227
ENSMGAP00000012962	ENSORLP00000005606
ENSMGAP00000001602	ENSORLP00000022250
ENSMGAP00000001602	ENSORLP00000016315
ENSMGAP00000005188	ENSORLP00000023740
ENSMGAP00000005188	ENSORLP00000007394
ENSMGAP00000001280	ENSORLP00000020808
ENSMGAP00000001595	ENSORLP00000016491
ENSMGAP00000005407	ENSORLP00000008889
ENSMGAP00000009828	ENSORLP00000009481
ENSMGAP00000002798	ENSORLP00000022048
ENSMGAP00000002429	ENSORLP00000022040
ENSMGAP00000001447	ENSORLP00000007099
ENSMGAP00000004446	ENSORLP00000018105
ENSMGAP00000004446	ENSORLP00000000113
ENSMGAP00000008657	ENSORLP00000007912
ENSMGAP00000010989	ENSORLP00000021387
ENSMGAP00000001345	ENSORLP00000000394
ENSMGAP00000007065	ENSORLP00000012480
ENSMGAP00000004033	ENSORLP00000014489
ENSMGAP00000014355	ENSORLP00000019763
ENSMGAP00000000423	ENSORLP00000003454
ENSMGAP00000008145	ENSORLP00000017221
ENSMGAP00000004616	ENSORLP00000021027
ENSMGAP00000003902	ENSORLP00000018936
ENSMGAP00000015919	ENSORLP00000003604
ENSMGAP00000015008	ENSORLP00000015139
ENSMGAP00000015008	ENSORLP00000007710
ENSMGAP00000005783	ENSORLP00000003003
ENSMGAP00000004864	ENSORLP00000010799
ENSMGAP00000002141	ENSORLP00000009959
ENSMGAP00000009342	ENSORLP00000016248
ENSMGAP00000006265	ENSORLP00000023752
ENSMGAP00000017014	ENSORLP00000009951
ENSMGAP00000011113	ENSORLP00000021953
ENSMGAP00000019594	ENSORLP00000025197
ENSMGAP00000002606	ENSORLP00000016617
ENSMGAP00000007562	ENSORLP00000023766
ENSMGAP00000007562	ENSORLP00000001160
ENSMGAP00000008718	ENSORLP00000008620
ENSMGAP00000013679	ENSORLP00000011640
ENSMGAP00000002686	ENSORLP00000018042
ENSMGAP00000002686	ENSORLP00000013590
ENSMGAP00000006122	ENSORLP00000010259
ENSMGAP00000010953	ENSORLP00000021652
ENSMGAP00000014496	ENSORLP00000016134
ENSMGAP00000014496	ENSORLP00000014607
ENSMGAP00000014502	ENSORLP00000016060
ENSMGAP00000000975	ENSORLP00000009937
ENSMGAP00000003449	ENSORLP00000016070
ENSMGAP00000009683	ENSORLP00000005932
ENSMGAP00000001776	ENSORLP00000010023
ENSMGAP00000002094	ENSORLP00000009212
ENSMGAP00000003043	ENSORLP00000002264
ENSMGAP00000019357	ENSORLP00000006141
ENSMGAP00000006115	ENSORLP00000014603
ENSMGAP00000005410	ENSORLP00000016456
ENSMGAP00000007855	ENSORLP00000011021
ENSMGAP00000008679	ENSORLP00000015726
ENSMGAP00000000799	ENSORLP00000009119
ENSMGAP00000010947	ENSORLP00000001825
ENSMGAP00000005322	ENSORLP00000002111
ENSMGAP00000012394	ENSORLP00000005399
ENSMGAP00000009210	ENSORLP00000010749
ENSMGAP00000010688	ENSORLP00000010769
ENSMGAP00000010711	ENSORLP00000012388
ENSMGAP00000015577	ENSORLP00000022283
ENSMGAP00000015577	ENSORLP00000008319
ENSMGAP00000003465	ENSORLP00000002584
ENSMGAP00000014201	ENSORLP00000017631
ENSMGAP00000012897	ENSORLP00000022637
ENSMGAP00000011123	ENSORLP00000015663
ENSMGAP00000006253	ENSORLP00000011768
ENSMGAP00000006253	ENSORLP00000017571
ENSMGAP00000002695	ENSORLP00000002926
ENSMGAP00000002806	ENSORLP00000004531
ENSMGAP00000007544	ENSORLP00000015967
ENSMGAP00000006001	ENSORLP00000015622
ENSMGAP00000008007	ENSORLP00000001370
ENSMGAP00000002795	ENSORLP00000001177
ENSMGAP00000015904	ENSORLP00000006588
ENSMGAP00000008635	ENSORLP00000005123
ENSMGAP00000011859	ENSORLP00000010427
ENSMGAP00000011470	ENSORLP00000020581
ENSMGAP00000018726	ENSORLP00000006743
ENSMGAP00000007192	ENSORLP00000003276
ENSMGAP00000019475	ENSORLP00000003776
ENSMGAP00000005964	ENSORLP00000008355
ENSMGAP00000005964	ENSORLP00000002655
ENSMGAP00000015948	ENSORLP00000005864
ENSMGAP00000012439	ENSORLP00000012508
ENSMGAP00000012171	ENSORLP00000018532
ENSMGAP00000012171	ENSORLP00000002850
ENSMGAP00000000707	ENSORLP00000016169
ENSMGAP00000000707	ENSORLP00000021444
ENSMGAP00000009325	ENSORLP00000009674
ENSMGAP00000002505	ENSORLP00000013515
ENSMGAP00000006951	ENSORLP00000001586
ENSMGAP00000019813	ENSORLP00000019450
ENSMGAP00000010212	ENSORLP00000014606
ENSMGAP00000010212	ENSORLP00000011211
ENSMGAP00000014459	ENSORLP00000011853
ENSMGAP00000011393	ENSORLP00000010577
ENSMGAP00000016034	ENSORLP00000009513
ENSMGAP00000016034	ENSORLP00000008132
ENSMGAP00000006006	ENSORLP00000007665
ENSMGAP00000013480	ENSORLP00000011426
ENSMGAP00000013480	ENSORLP00000020742
ENSMGAP00000017196	ENSORLP00000018602
ENSMGAP00000004066	ENSORLP00000004148
ENSMGAP00000012222	ENSORLP00000005395
ENSMGAP00000007379	ENSORLP00000014739
ENSMGAP00000018796	ENSORLP00000006471
ENSMGAP00000003443	ENSORLP00000001655
ENSMGAP00000012906	ENSORLP00000010145
ENSMGAP00000012906	ENSORLP00000004486
ENSMGAP00000003932	ENSORLP00000017545
ENSMGAP00000015756	ENSORLP00000022604
ENSMGAP00000011208	ENSORLP00000021754
