ENSGACP00000003450	ENSMGAP00000004951
ENSGACP00000018837	ENSMGAP00000012455
ENSGACP00000023788	ENSMGAP00000006912
ENSGACP00000005985	ENSMGAP00000001513
ENSGACP00000027500	ENSMGAP00000001792
ENSGACP00000004312	ENSMGAP00000000565
ENSGACP00000022613	ENSMGAP00000005719
ENSGACP00000004028	ENSMGAP00000016009
ENSGACP00000018862	ENSMGAP00000012374
ENSGACP00000024222	ENSMGAP00000007169
ENSGACP00000022702	ENSMGAP00000003896
ENSGACP00000027378	ENSMGAP00000006406
ENSGACP00000027643	ENSMGAP00000006833
ENSGACP00000015878	ENSMGAP00000002426
ENSGACP00000013996	ENSMGAP00000002426
ENSGACP00000017983	ENSMGAP00000003787
ENSGACP00000004094	ENSMGAP00000002234
ENSGACP00000007391	ENSMGAP00000012516
ENSGACP00000015019	ENSMGAP00000004146
ENSGACP00000015335	ENSMGAP00000004146
ENSGACP00000000326	ENSMGAP00000015933
ENSGACP00000011623	ENSMGAP00000018393
ENSGACP00000020093	ENSMGAP00000015616
ENSGACP00000016297	ENSMGAP00000012558
ENSGACP00000016406	ENSMGAP00000014832
ENSGACP00000006748	ENSMGAP00000013391
ENSGACP00000018190	ENSMGAP00000003332
ENSGACP00000023155	ENSMGAP00000001550
ENSGACP00000010771	ENSMGAP00000008005
ENSGACP00000008327	ENSMGAP00000008005
ENSGACP00000011154	ENSMGAP00000012714
ENSGACP00000013888	ENSMGAP00000012714
ENSGACP00000021251	ENSMGAP00000009434
ENSGACP00000005202	ENSMGAP00000013591
ENSGACP00000001370	ENSMGAP00000002582
ENSGACP00000021019	ENSMGAP00000009308
ENSGACP00000022707	ENSMGAP00000003705
ENSGACP00000027039	ENSMGAP00000003705
ENSGACP00000003766	ENSMGAP00000015746
ENSGACP00000019658	ENSMGAP00000015746
ENSGACP00000002696	ENSMGAP00000009789
ENSGACP00000007786	ENSMGAP00000018347
ENSGACP00000020503	ENSMGAP00000018347
ENSGACP00000024873	ENSMGAP00000009964
ENSGACP00000025786	ENSMGAP00000012271
ENSGACP00000018642	ENSMGAP00000002334
ENSGACP00000007772	ENSMGAP00000002334
ENSGACP00000004996	ENSMGAP00000011779
ENSGACP00000010349	ENSMGAP00000003071
ENSGACP00000020563	ENSMGAP00000003071
ENSGACP00000025365	ENSMGAP00000014698
ENSGACP00000017397	ENSMGAP00000014698
ENSGACP00000004059	ENSMGAP00000016017
ENSGACP00000018815	ENSMGAP00000012464
ENSGACP00000022593	ENSMGAP00000005862
ENSGACP00000016467	ENSMGAP00000008252
ENSGACP00000004159	ENSMGAP00000012234
ENSGACP00000002505	ENSMGAP00000007717
ENSGACP00000018687	ENSMGAP00000014326
ENSGACP00000012519	ENSMGAP00000014326
ENSGACP00000015093	ENSMGAP00000010723
ENSGACP00000026877	ENSMGAP00000008214
ENSGACP00000021040	ENSMGAP00000018472
ENSGACP00000003194	ENSMGAP00000005391
ENSGACP00000015458	ENSMGAP00000017815
ENSGACP00000020607	ENSMGAP00000000998
ENSGACP00000017408	ENSMGAP00000010885
ENSGACP00000018221	ENSMGAP00000007067
ENSGACP00000019902	ENSMGAP00000005143
ENSGACP00000013184	ENSMGAP00000005143
ENSGACP00000017426	ENSMGAP00000010843
ENSGACP00000003829	ENSMGAP00000010843
ENSGACP00000004739	ENSMGAP00000011581
ENSGACP00000021965	ENSMGAP00000009482
ENSGACP00000009509	ENSMGAP00000014904
ENSGACP00000014846	ENSMGAP00000006039
ENSGACP00000007403	ENSMGAP00000006039
ENSGACP00000020096	ENSMGAP00000009465
ENSGACP00000009218	ENSMGAP00000008296
ENSGACP00000006761	ENSMGAP00000003824
ENSGACP00000014166	ENSMGAP00000000308
ENSGACP00000022326	ENSMGAP00000000308
ENSGACP00000010102	ENSMGAP00000002970
ENSGACP00000008711	ENSMGAP00000000386
ENSGACP00000019105	ENSMGAP00000003180
ENSGACP00000004894	ENSMGAP00000001885
ENSGACP00000016920	ENSMGAP00000010372
ENSGACP00000022094	ENSMGAP00000010952
ENSGACP00000011953	ENSMGAP00000007822
ENSGACP00000010707	ENSMGAP00000011319
ENSGACP00000011655	ENSMGAP00000007090
ENSGACP00000000626	ENSMGAP00000001052
ENSGACP00000014349	ENSMGAP00000001052
ENSGACP00000004782	ENSMGAP00000002562
ENSGACP00000013121	ENSMGAP00000002562
ENSGACP00000002132	ENSMGAP00000011397
ENSGACP00000021199	ENSMGAP00000011397
ENSGACP00000016973	ENSMGAP00000009105
ENSGACP00000023435	ENSMGAP00000009105
ENSGACP00000007736	ENSMGAP00000013560
ENSGACP00000008701	ENSMGAP00000000389
ENSGACP00000027494	ENSMGAP00000015410
ENSGACP00000019060	ENSMGAP00000006675
ENSGACP00000014480	ENSMGAP00000006675
ENSGACP00000009693	ENSMGAP00000013119
ENSGACP00000021134	ENSMGAP00000013119
ENSGACP00000011289	ENSMGAP00000016483
ENSGACP00000017159	ENSMGAP00000016483
ENSGACP00000021164	ENSMGAP00000012973
ENSGACP00000016938	ENSMGAP00000015535
ENSGACP00000024513	ENSMGAP00000004637
ENSGACP00000014949	ENSMGAP00000018137
ENSGACP00000008706	ENSMGAP00000016621
ENSGACP00000025099	ENSMGAP00000017113
ENSGACP00000023405	ENSMGAP00000017113
ENSGACP00000027597	ENSMGAP00000017108
ENSGACP00000019061	ENSMGAP00000006679
ENSGACP00000014604	ENSMGAP00000007031
ENSGACP00000001441	ENSMGAP00000014430
ENSGACP00000015720	ENSMGAP00000011150
ENSGACP00000010202	ENSMGAP00000001706
ENSGACP00000000505	ENSMGAP00000003499
ENSGACP00000003715	ENSMGAP00000003499
ENSGACP00000012959	ENSMGAP00000001620
ENSGACP00000001064	ENSMGAP00000001620
ENSGACP00000008338	ENSMGAP00000005328
ENSGACP00000019198	ENSMGAP00000014134
ENSGACP00000020396	ENSMGAP00000008247
ENSGACP00000025536	ENSMGAP00000014572
ENSGACP00000002195	ENSMGAP00000006663
ENSGACP00000012589	ENSMGAP00000001823
ENSGACP00000009149	ENSMGAP00000001823
ENSGACP00000019801	ENSMGAP00000008192
ENSGACP00000010466	ENSMGAP00000008192
ENSGACP00000002456	ENSMGAP00000012603
ENSGACP00000011258	ENSMGAP00000012603
ENSGACP00000013133	ENSMGAP00000004296
ENSGACP00000000597	ENSMGAP00000004296
ENSGACP00000010886	ENSMGAP00000015476
ENSGACP00000026817	ENSMGAP00000009517
ENSGACP00000022628	ENSMGAP00000002009
ENSGACP00000008453	ENSMGAP00000002585
ENSGACP00000017316	ENSMGAP00000013931
ENSGACP00000017947	ENSMGAP00000001542
ENSGACP00000009482	ENSMGAP00000010793
ENSGACP00000019836	ENSMGAP00000015585
ENSGACP00000010196	ENSMGAP00000012870
ENSGACP00000000289	ENSMGAP00000018441
ENSGACP00000000316	ENSMGAP00000015936
ENSGACP00000023829	ENSMGAP00000012205
ENSGACP00000027518	ENSMGAP00000001863
ENSGACP00000019675	ENSMGAP00000011569
ENSGACP00000021327	ENSMGAP00000012600
ENSGACP00000022177	ENSMGAP00000007920
ENSGACP00000024922	ENSMGAP00000013944
ENSGACP00000015901	ENSMGAP00000016160
ENSGACP00000018507	ENSMGAP00000006813
ENSGACP00000010868	ENSMGAP00000006813
ENSGACP00000025621	ENSMGAP00000002757
ENSGACP00000009132	ENSMGAP00000002757
ENSGACP00000015615	ENSMGAP00000015355
ENSGACP00000001136	ENSMGAP00000002043
ENSGACP00000025112	ENSMGAP00000010476
ENSGACP00000005471	ENSMGAP00000008268
ENSGACP00000024151	ENSMGAP00000005477
ENSGACP00000017464	ENSMGAP00000010770
ENSGACP00000017686	ENSMGAP00000016185
ENSGACP00000009120	ENSMGAP00000016501
ENSGACP00000003635	ENSMGAP00000008976
ENSGACP00000005222	ENSMGAP00000008976
ENSGACP00000007171	ENSMGAP00000001455
ENSGACP00000001842	ENSMGAP00000015122
ENSGACP00000015044	ENSMGAP00000017430
ENSGACP00000006165	ENSMGAP00000000766
ENSGACP00000020879	ENSMGAP00000005389
ENSGACP00000024406	ENSMGAP00000003100
ENSGACP00000027045	ENSMGAP00000003100
ENSGACP00000001249	ENSMGAP00000013565
ENSGACP00000004910	ENSMGAP00000011607
ENSGACP00000011065	ENSMGAP00000011607
ENSGACP00000009396	ENSMGAP00000012165
ENSGACP00000004024	ENSMGAP00000012165
ENSGACP00000019746	ENSMGAP00000006086
ENSGACP00000013664	ENSMGAP00000015004
ENSGACP00000001521	ENSMGAP00000007775
ENSGACP00000005049	ENSMGAP00000007716
ENSGACP00000000854	ENSMGAP00000011142
ENSGACP00000007433	ENSMGAP00000011502
ENSGACP00000018323	ENSMGAP00000011502
ENSGACP00000018024	ENSMGAP00000010795
ENSGACP00000019098	ENSMGAP00000010383
ENSGACP00000020938	ENSMGAP00000010383
ENSGACP00000009315	ENSMGAP00000007091
ENSGACP00000012717	ENSMGAP00000007091
ENSGACP00000003267	ENSMGAP00000011690
ENSGACP00000006171	ENSMGAP00000001013
ENSGACP00000005916	ENSMGAP00000013982
ENSGACP00000023141	ENSMGAP00000013982
ENSGACP00000006580	ENSMGAP00000006110
ENSGACP00000004367	ENSMGAP00000006110
ENSGACP00000003990	ENSMGAP00000010455
ENSGACP00000003476	ENSMGAP00000010455
ENSGACP00000001166	ENSMGAP00000003058
ENSGACP00000013792	ENSMGAP00000003058
ENSGACP00000008386	ENSMGAP00000000727
ENSGACP00000010049	ENSMGAP00000002669
ENSGACP00000020752	ENSMGAP00000004150
ENSGACP00000018553	ENSMGAP00000007780
ENSGACP00000019013	ENSMGAP00000019787
ENSGACP00000008811	ENSMGAP00000013272
ENSGACP00000009579	ENSMGAP00000000704
ENSGACP00000015447	ENSMGAP00000003381
ENSGACP00000015894	ENSMGAP00000008853
ENSGACP00000024230	ENSMGAP00000008853
ENSGACP00000013406	ENSMGAP00000002081
ENSGACP00000004625	ENSMGAP00000008397
ENSGACP00000010472	ENSMGAP00000005747
ENSGACP00000021907	ENSMGAP00000002739
ENSGACP00000014357	ENSMGAP00000002563
ENSGACP00000022915	ENSMGAP00000018235
ENSGACP00000015920	ENSMGAP00000012762
ENSGACP00000007663	ENSMGAP00000007311
ENSGACP00000010478	ENSMGAP00000001285
ENSGACP00000025703	ENSMGAP00000011245
ENSGACP00000005674	ENSMGAP00000014693
ENSGACP00000012987	ENSMGAP00000016599
ENSGACP00000006912	ENSMGAP00000016599
ENSGACP00000012982	ENSMGAP00000016594
ENSGACP00000006902	ENSMGAP00000016594
ENSGACP00000005811	ENSMGAP00000000587
ENSGACP00000022042	ENSMGAP00000004498
ENSGACP00000019669	ENSMGAP00000011615
ENSGACP00000005337	ENSMGAP00000004248
ENSGACP00000026179	ENSMGAP00000011807
ENSGACP00000005327	ENSMGAP00000004209
ENSGACP00000017255	ENSMGAP00000016314
ENSGACP00000006619	ENSMGAP00000016314
ENSGACP00000006032	ENSMGAP00000016842
ENSGACP00000003718	ENSMGAP00000009680
ENSGACP00000000517	ENSMGAP00000009680
ENSGACP00000026182	ENSMGAP00000011788
ENSGACP00000026183	ENSMGAP00000011811
ENSGACP00000000511	ENSMGAP00000009670
ENSGACP00000004390	ENSMGAP00000019468
ENSGACP00000012600	ENSMGAP00000000203
ENSGACP00000026553	ENSMGAP00000003994
ENSGACP00000020119	ENSMGAP00000008738
ENSGACP00000006373	ENSMGAP00000012831
ENSGACP00000008033	ENSMGAP00000000230
ENSGACP00000012154	ENSMGAP00000001962
ENSGACP00000015416	ENSMGAP00000014278
ENSGACP00000018436	ENSMGAP00000000306
ENSGACP00000019772	ENSMGAP00000018510
ENSGACP00000021294	ENSMGAP00000012998
ENSGACP00000023385	ENSMGAP00000004301
ENSGACP00000021605	ENSMGAP00000007772
ENSGACP00000021726	ENSMGAP00000008122
ENSGACP00000022434	ENSMGAP00000018618
ENSGACP00000009760	ENSMGAP00000003210
ENSGACP00000015680	ENSMGAP00000000813
ENSGACP00000008618	ENSMGAP00000014610
ENSGACP00000004162	ENSMGAP00000016023
ENSGACP00000019271	ENSMGAP00000002351
ENSGACP00000016096	ENSMGAP00000004935
ENSGACP00000008100	ENSMGAP00000009895
ENSGACP00000021783	ENSMGAP00000007006
ENSGACP00000018646	ENSMGAP00000002297
ENSGACP00000015696	ENSMGAP00000009845
ENSGACP00000023672	ENSMGAP00000011902
ENSGACP00000016499	ENSMGAP00000012251
ENSGACP00000011217	ENSMGAP00000009913
ENSGACP00000020297	ENSMGAP00000005128
ENSGACP00000012144	ENSMGAP00000007043
ENSGACP00000010439	ENSMGAP00000002774
ENSGACP00000014868	ENSMGAP00000002774
ENSGACP00000021580	ENSMGAP00000001511
ENSGACP00000006005	ENSMGAP00000013420
ENSGACP00000011835	ENSMGAP00000014802
ENSGACP00000021057	ENSMGAP00000007445
ENSGACP00000013983	ENSMGAP00000014742
ENSGACP00000012164	ENSMGAP00000006109
ENSGACP00000011377	ENSMGAP00000005681
ENSGACP00000020036	ENSMGAP00000003481
ENSGACP00000019051	ENSMGAP00000003481
ENSGACP00000022007	ENSMGAP00000002985
ENSGACP00000019639	ENSMGAP00000004028
ENSGACP00000007243	ENSMGAP00000004942
ENSGACP00000024321	ENSMGAP00000018666
ENSGACP00000023415	ENSMGAP00000018666
ENSGACP00000021366	ENSMGAP00000012858
ENSGACP00000023703	ENSMGAP00000012858
ENSGACP00000027461	ENSMGAP00000002592
ENSGACP00000002234	ENSMGAP00000006089
ENSGACP00000002068	ENSMGAP00000006089
ENSGACP00000010299	ENSMGAP00000019818
ENSGACP00000019946	ENSMGAP00000019818
ENSGACP00000003652	ENSMGAP00000015191
ENSGACP00000009813	ENSMGAP00000001210
ENSGACP00000018486	ENSMGAP00000015546
ENSGACP00000019903	ENSMGAP00000015546
ENSGACP00000009398	ENSMGAP00000008902
ENSGACP00000022269	ENSMGAP00000008902
ENSGACP00000013495	ENSMGAP00000018878
ENSGACP00000005634	ENSMGAP00000004662
ENSGACP00000003964	ENSMGAP00000018493
ENSGACP00000014584	ENSMGAP00000018493
ENSGACP00000015389	ENSMGAP00000008502
ENSGACP00000019172	ENSMGAP00000008511
ENSGACP00000021671	ENSMGAP00000006948
ENSGACP00000026094	ENSMGAP00000014133
ENSGACP00000011880	ENSMGAP00000009849
ENSGACP00000020268	ENSMGAP00000006168
ENSGACP00000010648	ENSMGAP00000010419
ENSGACP00000002514	ENSMGAP00000007333
ENSGACP00000004509	ENSMGAP00000000948
ENSGACP00000014531	ENSMGAP00000010512
ENSGACP00000020910	ENSMGAP00000005847
ENSGACP00000021744	ENSMGAP00000000465
ENSGACP00000007777	ENSMGAP00000001670
ENSGACP00000006257	ENSMGAP00000001670
ENSGACP00000002420	ENSMGAP00000012342
ENSGACP00000002848	ENSMGAP00000008975
ENSGACP00000010495	ENSMGAP00000003802
ENSGACP00000020039	ENSMGAP00000006887
ENSGACP00000002183	ENSMGAP00000006887
ENSGACP00000007671	ENSMGAP00000013384
ENSGACP00000013907	ENSMGAP00000012002
ENSGACP00000008319	ENSMGAP00000016330
ENSGACP00000014798	ENSMGAP00000000714
ENSGACP00000016737	ENSMGAP00000010680
ENSGACP00000012116	ENSMGAP00000013389
ENSGACP00000006991	ENSMGAP00000005052
ENSGACP00000000040	ENSMGAP00000000620
ENSGACP00000014351	ENSMGAP00000005286
ENSGACP00000009932	ENSMGAP00000004802
ENSGACP00000004492	ENSMGAP00000012186
ENSGACP00000018433	ENSMGAP00000007721
ENSGACP00000027206	ENSMGAP00000015375
ENSGACP00000011058	ENSMGAP00000009616
ENSGACP00000022655	ENSMGAP00000009616
ENSGACP00000007292	ENSMGAP00000004943
ENSGACP00000027258	ENSMGAP00000004943
ENSGACP00000018316	ENSMGAP00000002698
ENSGACP00000022954	ENSMGAP00000001617
ENSGACP00000022686	ENSMGAP00000000814
ENSGACP00000022504	ENSMGAP00000000667
ENSGACP00000025870	ENSMGAP00000018903
ENSGACP00000014743	ENSMGAP00000012131
ENSGACP00000012954	ENSMGAP00000012131
ENSGACP00000017344	ENSMGAP00000013987
ENSGACP00000017757	ENSMGAP00000001420
ENSGACP00000020931	ENSMGAP00000010516
ENSGACP00000022779	ENSMGAP00000008251
ENSGACP00000016355	ENSMGAP00000004075
ENSGACP00000022079	ENSMGAP00000002608
ENSGACP00000009848	ENSMGAP00000009780
ENSGACP00000005448	ENSMGAP00000015801
ENSGACP00000007835	ENSMGAP00000009001
ENSGACP00000001432	ENSMGAP00000014440
ENSGACP00000002163	ENSMGAP00000006548
ENSGACP00000005719	ENSMGAP00000011346
ENSGACP00000018706	ENSMGAP00000011346
ENSGACP00000002843	ENSMGAP00000016902
ENSGACP00000020548	ENSMGAP00000012262
ENSGACP00000012934	ENSMGAP00000001209
ENSGACP00000004607	ENSMGAP00000018761
ENSGACP00000007190	ENSMGAP00000015541
ENSGACP00000009628	ENSMGAP00000013731
ENSGACP00000011445	ENSMGAP00000001717
ENSGACP00000014654	ENSMGAP00000009654
ENSGACP00000018196	ENSMGAP00000007085
ENSGACP00000001233	ENSMGAP00000013094
ENSGACP00000000026	ENSMGAP00000003237
ENSGACP00000004608	ENSMGAP00000016803
ENSGACP00000012925	ENSMGAP00000016561
ENSGACP00000012636	ENSMGAP00000016901
ENSGACP00000020543	ENSMGAP00000017626
ENSGACP00000023631	ENSMGAP00000019551
ENSGACP00000016923	ENSMGAP00000019551
ENSGACP00000024518	ENSMGAP00000004665
ENSGACP00000017981	ENSMGAP00000000927
ENSGACP00000002916	ENSMGAP00000000927
ENSGACP00000023159	ENSMGAP00000001505
ENSGACP00000003193	ENSMGAP00000001449
ENSGACP00000022829	ENSMGAP00000003189
ENSGACP00000027019	ENSMGAP00000003189
ENSGACP00000018270	ENSMGAP00000015637
ENSGACP00000000924	ENSMGAP00000010788
ENSGACP00000000494	ENSMGAP00000003439
ENSGACP00000013799	ENSMGAP00000015408
ENSGACP00000017894	ENSMGAP00000013846
ENSGACP00000004365	ENSMGAP00000000719
ENSGACP00000021106	ENSMGAP00000000719
ENSGACP00000014858	ENSMGAP00000005433
ENSGACP00000010479	ENSMGAP00000005433
ENSGACP00000026120	ENSMGAP00000012748
ENSGACP00000006949	ENSMGAP00000012038
ENSGACP00000012988	ENSMGAP00000012038
ENSGACP00000019924	ENSMGAP00000009020
ENSGACP00000027377	ENSMGAP00000006504
ENSGACP00000018018	ENSMGAP00000005817
ENSGACP00000012773	ENSMGAP00000005086
ENSGACP00000006636	ENSMGAP00000005086
ENSGACP00000026273	ENSMGAP00000013821
ENSGACP00000012362	ENSMGAP00000010998
ENSGACP00000021514	ENSMGAP00000010998
ENSGACP00000027427	ENSMGAP00000003204
ENSGACP00000027133	ENSMGAP00000005913
ENSGACP00000014342	ENSMGAP00000005913
ENSGACP00000018804	ENSMGAP00000009441
ENSGACP00000022386	ENSMGAP00000009441
ENSGACP00000015677	ENSMGAP00000014528
ENSGACP00000025958	ENSMGAP00000008103
ENSGACP00000017299	ENSMGAP00000011568
ENSGACP00000020727	ENSMGAP00000011089
ENSGACP00000014625	ENSMGAP00000007663
ENSGACP00000022673	ENSMGAP00000009270
ENSGACP00000007114	ENSMGAP00000009270
ENSGACP00000013850	ENSMGAP00000002982
ENSGACP00000021686	ENSMGAP00000002982
ENSGACP00000023279	ENSMGAP00000006311
ENSGACP00000001322	ENSMGAP00000006311
ENSGACP00000016221	ENSMGAP00000011909
ENSGACP00000021248	ENSMGAP00000004439
ENSGACP00000018015	ENSMGAP00000001248
ENSGACP00000023596	ENSMGAP00000011658
ENSGACP00000016391	ENSMGAP00000000374
ENSGACP00000006120	ENSMGAP00000007642
ENSGACP00000004865	ENSMGAP00000007677
ENSGACP00000009478	ENSMGAP00000014903
ENSGACP00000015034	ENSMGAP00000014903
ENSGACP00000024084	ENSMGAP00000009410
ENSGACP00000018888	ENSMGAP00000008765
ENSGACP00000013416	ENSMGAP00000001895
ENSGACP00000020762	ENSMGAP00000005728
ENSGACP00000025159	ENSMGAP00000007489
ENSGACP00000012712	ENSMGAP00000007489
ENSGACP00000010145	ENSMGAP00000000466
ENSGACP00000026810	ENSMGAP00000001061
ENSGACP00000014427	ENSMGAP00000006413
ENSGACP00000022909	ENSMGAP00000004064
ENSGACP00000001503	ENSMGAP00000011992
ENSGACP00000002638	ENSMGAP00000015480
ENSGACP00000010994	ENSMGAP00000012260
ENSGACP00000021024	ENSMGAP00000008641
ENSGACP00000014726	ENSMGAP00000009377
ENSGACP00000004613	ENSMGAP00000010865
ENSGACP00000018873	ENSMGAP00000003550
ENSGACP00000021161	ENSMGAP00000012444
ENSGACP00000016846	ENSMGAP00000014855
ENSGACP00000025918	ENSMGAP00000002391
ENSGACP00000004208	ENSMGAP00000007694
ENSGACP00000020306	ENSMGAP00000006266
ENSGACP00000022452	ENSMGAP00000007330
ENSGACP00000019684	ENSMGAP00000011564
ENSGACP00000015612	ENSMGAP00000000075
ENSGACP00000006079	ENSMGAP00000003856
ENSGACP00000011530	ENSMGAP00000006789
ENSGACP00000007576	ENSMGAP00000019188
ENSGACP00000005477	ENSMGAP00000013130
ENSGACP00000014931	ENSMGAP00000013194
ENSGACP00000011126	ENSMGAP00000007391
ENSGACP00000027545	ENSMGAP00000005119
ENSGACP00000009136	ENSMGAP00000016800
ENSGACP00000021086	ENSMGAP00000007606
ENSGACP00000014575	ENSMGAP00000006920
ENSGACP00000002854	ENSMGAP00000006049
ENSGACP00000001107	ENSMGAP00000001074
ENSGACP00000002844	ENSMGAP00000006062
ENSGACP00000008697	ENSMGAP00000006062
ENSGACP00000020488	ENSMGAP00000015278
ENSGACP00000008669	ENSMGAP00000001860
ENSGACP00000014809	ENSMGAP00000017041
ENSGACP00000020802	ENSMGAP00000000240
ENSGACP00000006551	ENSMGAP00000004185
ENSGACP00000021729	ENSMGAP00000004185
ENSGACP00000021063	ENSMGAP00000007569
ENSGACP00000021576	ENSMGAP00000011998
ENSGACP00000001516	ENSMGAP00000011998
ENSGACP00000017712	ENSMGAP00000002703
ENSGACP00000023525	ENSMGAP00000003905
ENSGACP00000004321	ENSMGAP00000017170
ENSGACP00000014155	ENSMGAP00000017170
ENSGACP00000007364	ENSMGAP00000004250
ENSGACP00000014814	ENSMGAP00000004250
ENSGACP00000005435	ENSMGAP00000000269
ENSGACP00000019837	ENSMGAP00000003358
ENSGACP00000004616	ENSMGAP00000002625
ENSGACP00000016622	ENSMGAP00000004885
ENSGACP00000015733	ENSMGAP00000009807
ENSGACP00000004489	ENSMGAP00000009807
ENSGACP00000027115	ENSMGAP00000004092
ENSGACP00000019661	ENSMGAP00000016059
ENSGACP00000026871	ENSMGAP00000000172
ENSGACP00000024491	ENSMGAP00000000172
ENSGACP00000023382	ENSMGAP00000004233
ENSGACP00000020122	ENSMGAP00000016498
ENSGACP00000020127	ENSMGAP00000015859
ENSGACP00000025510	ENSMGAP00000010929
ENSGACP00000024333	ENSMGAP00000002331
ENSGACP00000025920	ENSMGAP00000002331
ENSGACP00000021591	ENSMGAP00000000690
ENSGACP00000023077	ENSMGAP00000004121
ENSGACP00000020141	ENSMGAP00000015858
ENSGACP00000005345	ENSMGAP00000015858
ENSGACP00000027539	ENSMGAP00000007896
ENSGACP00000023937	ENSMGAP00000007896
ENSGACP00000020678	ENSMGAP00000008230
ENSGACP00000005955	ENSMGAP00000009907
ENSGACP00000012442	ENSMGAP00000007758
ENSGACP00000023355	ENSMGAP00000000669
ENSGACP00000010070	ENSMGAP00000002223
ENSGACP00000008793	ENSMGAP00000005598
ENSGACP00000012140	ENSMGAP00000015876
ENSGACP00000026537	ENSMGAP00000014019
ENSGACP00000024079	ENSMGAP00000008487
ENSGACP00000011464	ENSMGAP00000003256
ENSGACP00000014933	ENSMGAP00000013191
ENSGACP00000024369	ENSMGAP00000003347
ENSGACP00000003293	ENSMGAP00000012161
ENSGACP00000012814	ENSMGAP00000012161
ENSGACP00000012809	ENSMGAP00000012163
ENSGACP00000003701	ENSMGAP00000016282
ENSGACP00000014651	ENSMGAP00000003140
ENSGACP00000005060	ENSMGAP00000010569
ENSGACP00000005519	ENSMGAP00000008329
ENSGACP00000005538	ENSMGAP00000008329
ENSGACP00000019983	ENSMGAP00000000614
ENSGACP00000003417	ENSMGAP00000010818
ENSGACP00000003417	ENSMGAP00000013771
ENSGACP00000024360	ENSMGAP00000003741
ENSGACP00000023605	ENSMGAP00000003741
ENSGACP00000023843	ENSMGAP00000006617
ENSGACP00000026309	ENSMGAP00000006617
ENSGACP00000016659	ENSMGAP00000008865
ENSGACP00000022526	ENSMGAP00000008865
ENSGACP00000022400	ENSMGAP00000010396
ENSGACP00000019249	ENSMGAP00000006759
ENSGACP00000011156	ENSMGAP00000001005
ENSGACP00000010644	ENSMGAP00000016152
ENSGACP00000000641	ENSMGAP00000008986
ENSGACP00000005960	ENSMGAP00000003479
ENSGACP00000003527	ENSMGAP00000008490
ENSGACP00000014745	ENSMGAP00000009516
ENSGACP00000020605	ENSMGAP00000010502
ENSGACP00000013033	ENSMGAP00000010502
ENSGACP00000025423	ENSMGAP00000014113
ENSGACP00000004384	ENSMGAP00000015489
ENSGACP00000022920	ENSMGAP00000004027
ENSGACP00000013235	ENSMGAP00000013583
ENSGACP00000026563	ENSMGAP00000016167
ENSGACP00000013892	ENSMGAP00000016167
ENSGACP00000027563	ENSMGAP00000007135
ENSGACP00000014941	ENSMGAP00000005627
ENSGACP00000020542	ENSMGAP00000005627
ENSGACP00000008574	ENSMGAP00000003348
ENSGACP00000022067	ENSMGAP00000007898
ENSGACP00000002605	ENSMGAP00000007898
ENSGACP00000024571	ENSMGAP00000007820
ENSGACP00000025281	ENSMGAP00000010405
ENSGACP00000004562	ENSMGAP00000009601
ENSGACP00000007133	ENSMGAP00000005492
ENSGACP00000002859	ENSMGAP00000005492
ENSGACP00000010513	ENSMGAP00000001913
ENSGACP00000024665	ENSMGAP00000006664
ENSGACP00000019228	ENSMGAP00000011716
ENSGACP00000017443	ENSMGAP00000007689
ENSGACP00000003221	ENSMGAP00000003834
ENSGACP00000021085	ENSMGAP00000006933
ENSGACP00000001448	ENSMGAP00000004373
ENSGACP00000004861	ENSMGAP00000003314
ENSGACP00000009988	ENSMGAP00000014251
ENSGACP00000005931	ENSMGAP00000006244
ENSGACP00000025909	ENSMGAP00000006244
ENSGACP00000016470	ENSMGAP00000004585
ENSGACP00000009891	ENSMGAP00000005966
ENSGACP00000016205	ENSMGAP00000011511
ENSGACP00000012393	ENSMGAP00000014085
ENSGACP00000017087	ENSMGAP00000011650
