ENSGALP00000006197	ENSDARP00000074624
ENSGALP00000003327	ENSDARP00000031510
ENSGALP00000036540	ENSDARP00000108189
ENSGALP00000006059	ENSDARP00000094282
ENSGALP00000005647	ENSDARP00000012565
ENSGALP00000021767	ENSDARP00000094833
ENSGALP00000021767	ENSDARP00000125940
ENSGALP00000005363	ENSDARP00000122318
ENSGALP00000015636	ENSDARP00000074097
ENSGALP00000043249	ENSDARP00000099354
ENSGALP00000005930	ENSDARP00000087985
ENSGALP00000042547	ENSDARP00000077690
ENSGALP00000005435	ENSDARP00000001187
ENSGALP00000005435	ENSDARP00000066470
ENSGALP00000025121	ENSDARP00000101388
ENSGALP00000038251	ENSDARP00000059868
ENSGALP00000004811	ENSDARP00000071372
ENSGALP00000004811	ENSDARP00000105653
ENSGALP00000002155	ENSDARP00000021131
ENSGALP00000002155	ENSDARP00000060350
ENSGALP00000025693	ENSDARP00000010895
ENSGALP00000000638	ENSDARP00000035603
ENSGALP00000000638	ENSDARP00000117062
ENSGALP00000042846	ENSDARP00000073989
ENSGALP00000042846	ENSDARP00000104607
ENSGALP00000036052	ENSDARP00000070108
ENSGALP00000036052	ENSDARP00000129642
ENSGALP00000025470	ENSDARP00000019694
ENSGALP00000025570	ENSDARP00000070593
ENSGALP00000001192	ENSDARP00000129450
ENSGALP00000023727	ENSDARP00000115108
ENSGALP00000041997	ENSDARP00000108783
ENSGALP00000042614	ENSDARP00000063664
ENSGALP00000042614	ENSDARP00000084847
ENSGALP00000028046	ENSDARP00000074526
ENSGALP00000031881	ENSDARP00000007507
ENSGALP00000009540	ENSDARP00000051531
ENSGALP00000039673	ENSDARP00000124668
ENSGALP00000039673	ENSDARP00000128626
ENSGALP00000039455	ENSDARP00000079977
ENSGALP00000008266	ENSDARP00000080209
ENSGALP00000008266	ENSDARP00000014204
ENSGALP00000019565	ENSDARP00000083086
ENSGALP00000040869	ENSDARP00000110708
ENSGALP00000042527	ENSDARP00000018477
ENSGALP00000000547	ENSDARP00000118755
ENSGALP00000021337	ENSDARP00000044962
ENSGALP00000021337	ENSDARP00000100065
ENSGALP00000017847	ENSDARP00000020541
ENSGALP00000002121	ENSDARP00000112167
ENSGALP00000004753	ENSDARP00000090939
ENSGALP00000004719	ENSDARP00000124022
ENSGALP00000004719	ENSDARP00000123643
ENSGALP00000011922	ENSDARP00000075304
ENSGALP00000007454	ENSDARP00000112435
ENSGALP00000008056	ENSDARP00000077445
ENSGALP00000015708	ENSDARP00000102708
ENSGALP00000019106	ENSDARP00000066777
ENSGALP00000004548	ENSDARP00000108139
ENSGALP00000015482	ENSDARP00000110052
ENSGALP00000011441	ENSDARP00000014757
ENSGALP00000002364	ENSDARP00000062568
ENSGALP00000015057	ENSDARP00000016228
ENSGALP00000022098	ENSDARP00000105685
ENSGALP00000027462	ENSDARP00000074019
ENSGALP00000015063	ENSDARP00000054229
ENSGALP00000006813	ENSDARP00000025335
ENSGALP00000006813	ENSDARP00000006394
ENSGALP00000013507	ENSDARP00000023829
ENSGALP00000034387	ENSDARP00000028352
ENSGALP00000026741	ENSDARP00000091522
ENSGALP00000041591	ENSDARP00000101081
ENSGALP00000025868	ENSDARP00000043712
ENSGALP00000026291	ENSDARP00000024418
ENSGALP00000005653	ENSDARP00000112231
ENSGALP00000005653	ENSDARP00000094530
ENSGALP00000035639	ENSDARP00000125731
ENSGALP00000017863	ENSDARP00000117939
ENSGALP00000040839	ENSDARP00000071646
ENSGALP00000042383	ENSDARP00000010406
ENSGALP00000042894	ENSDARP00000106351
ENSGALP00000018902	ENSDARP00000116362
ENSGALP00000008237	ENSDARP00000068225
ENSGALP00000025664	ENSDARP00000048035
ENSGALP00000038582	ENSDARP00000005231
ENSGALP00000033786	ENSDARP00000070001
ENSGALP00000022601	ENSDARP00000053398
ENSGALP00000013377	ENSDARP00000108190
ENSGALP00000016585	ENSDARP00000070002
ENSGALP00000009566	ENSDARP00000042219
ENSGALP00000037723	ENSDARP00000071929
ENSGALP00000006742	ENSDARP00000081336
ENSGALP00000005627	ENSDARP00000008096
ENSGALP00000041202	ENSDARP00000119411
ENSGALP00000021166	ENSDARP00000088027
ENSGALP00000007775	ENSDARP00000106807
ENSGALP00000007859	ENSDARP00000005281
ENSGALP00000007859	ENSDARP00000110030
ENSGALP00000021160	ENSDARP00000009915
ENSGALP00000041671	ENSDARP00000086564
ENSGALP00000010357	ENSDARP00000064081
ENSGALP00000010357	ENSDARP00000041793
ENSGALP00000000778	ENSDARP00000067661
ENSGALP00000009114	ENSDARP00000110563
ENSGALP00000006839	ENSDARP00000116687
ENSGALP00000035875	ENSDARP00000117953
ENSGALP00000035875	ENSDARP00000119968
ENSGALP00000035874	ENSDARP00000102943
ENSGALP00000035874	ENSDARP00000110385
ENSGALP00000020515	ENSDARP00000078195
ENSGALP00000037394	ENSDARP00000100646
ENSGALP00000037394	ENSDARP00000104250
ENSGALP00000022646	ENSDARP00000079716
ENSGALP00000002021	ENSDARP00000129408
ENSGALP00000002021	ENSDARP00000039745
ENSGALP00000039206	ENSDARP00000098469
ENSGALP00000039206	ENSDARP00000122496
ENSGALP00000009285	ENSDARP00000129410
ENSGALP00000000312	ENSDARP00000058626
ENSGALP00000018929	ENSDARP00000092043
ENSGALP00000036272	ENSDARP00000124276
ENSGALP00000018910	ENSDARP00000000854
ENSGALP00000018910	ENSDARP00000000192
ENSGALP00000030359	ENSDARP00000118507
ENSGALP00000009304	ENSDARP00000085090
ENSGALP00000037374	ENSDARP00000118093
ENSGALP00000022986	ENSDARP00000122836
ENSGALP00000028881	ENSDARP00000087440
ENSGALP00000016197	ENSDARP00000067072
ENSGALP00000022141	ENSDARP00000106491
ENSGALP00000008460	ENSDARP00000096455
ENSGALP00000009944	ENSDARP00000126821
ENSGALP00000009944	ENSDARP00000099731
ENSGALP00000014318	ENSDARP00000080204
ENSGALP00000031997	ENSDARP00000102822
ENSGALP00000012267	ENSDARP00000125877
ENSGALP00000027397	ENSDARP00000101690
ENSGALP00000006510	ENSDARP00000106520
ENSGALP00000006510	ENSDARP00000103681
ENSGALP00000041980	ENSDARP00000116703
ENSGALP00000041980	ENSDARP00000129244
ENSGALP00000008665	ENSDARP00000066456
ENSGALP00000042409	ENSDARP00000068073
ENSGALP00000036529	ENSDARP00000026343
ENSGALP00000002963	ENSDARP00000112770
ENSGALP00000042946	ENSDARP00000097956
ENSGALP00000042946	ENSDARP00000097720
ENSGALP00000027275	ENSDARP00000098441
ENSGALP00000013497	ENSDARP00000055316
ENSGALP00000042419	ENSDARP00000063441
ENSGALP00000011703	ENSDARP00000022100
ENSGALP00000027274	ENSDARP00000111867
ENSGALP00000014955	ENSDARP00000027451
ENSGALP00000041905	ENSDARP00000104112
ENSGALP00000041905	ENSDARP00000113605
ENSGALP00000020843	ENSDARP00000121308
ENSGALP00000022001	ENSDARP00000083913
ENSGALP00000022001	ENSDARP00000082409
ENSGALP00000003955	ENSDARP00000008954
ENSGALP00000003955	ENSDARP00000117426
ENSGALP00000008340	ENSDARP00000096531
ENSGALP00000008340	ENSDARP00000057237
ENSGALP00000033262	ENSDARP00000028581
ENSGALP00000041660	ENSDARP00000084869
ENSGALP00000003021	ENSDARP00000084034
ENSGALP00000003021	ENSDARP00000083130
ENSGALP00000004192	ENSDARP00000123342
ENSGALP00000004192	ENSDARP00000113441
ENSGALP00000001568	ENSDARP00000078874
ENSGALP00000030701	ENSDARP00000124840
ENSGALP00000024969	ENSDARP00000107119
ENSGALP00000037794	ENSDARP00000087771
ENSGALP00000014423	ENSDARP00000080637
ENSGALP00000019935	ENSDARP00000088259
ENSGALP00000019935	ENSDARP00000067654
ENSGALP00000018052	ENSDARP00000030741
ENSGALP00000023705	ENSDARP00000013442
ENSGALP00000013494	ENSDARP00000104238
ENSGALP00000002570	ENSDARP00000100443
ENSGALP00000019508	ENSDARP00000018003
ENSGALP00000024934	ENSDARP00000122173
ENSGALP00000043021	ENSDARP00000084255
ENSGALP00000000364	ENSDARP00000061662
ENSGALP00000003842	ENSDARP00000080759
ENSGALP00000009102	ENSDARP00000112101
ENSGALP00000024300	ENSDARP00000026694
ENSGALP00000002649	ENSDARP00000101084
ENSGALP00000007304	ENSDARP00000062628
ENSGALP00000037868	ENSDARP00000116712
ENSGALP00000001875	ENSDARP00000043396
ENSGALP00000001370	ENSDARP00000067599
ENSGALP00000014503	ENSDARP00000127315
ENSGALP00000042835	ENSDARP00000071815
ENSGALP00000042835	ENSDARP00000006831
ENSGALP00000029853	ENSDARP00000105801
ENSGALP00000002083	ENSDARP00000047019
ENSGALP00000043215	ENSDARP00000106367
ENSGALP00000043215	ENSDARP00000112133
ENSGALP00000024929	ENSDARP00000104936
ENSGALP00000024929	ENSDARP00000091879
ENSGALP00000036053	ENSDARP00000116072
ENSGALP00000036053	ENSDARP00000026053
ENSGALP00000022274	ENSDARP00000096734
ENSGALP00000022274	ENSDARP00000086788
ENSGALP00000006464	ENSDARP00000084476
ENSGALP00000006464	ENSDARP00000086783
ENSGALP00000015567	ENSDARP00000054471
ENSGALP00000008876	ENSDARP00000124413
ENSGALP00000008876	ENSDARP00000051538
ENSGALP00000038397	ENSDARP00000102358
ENSGALP00000018300	ENSDARP00000015225
ENSGALP00000004122	ENSDARP00000040110
ENSGALP00000004122	ENSDARP00000072417
ENSGALP00000017469	ENSDARP00000124664
ENSGALP00000015989	ENSDARP00000095009
ENSGALP00000015989	ENSDARP00000088855
ENSGALP00000024847	ENSDARP00000101999
ENSGALP00000024847	ENSDARP00000106841
ENSGALP00000025484	ENSDARP00000038211
ENSGALP00000025484	ENSDARP00000118019
ENSGALP00000003269	ENSDARP00000099134
ENSGALP00000041189	ENSDARP00000128785
ENSGALP00000001774	ENSDARP00000123565
ENSGALP00000001774	ENSDARP00000094342
ENSGALP00000016913	ENSDARP00000116997
ENSGALP00000006483	ENSDARP00000010256
ENSGALP00000006483	ENSDARP00000044734
ENSGALP00000027694	ENSDARP00000054598
ENSGALP00000027694	ENSDARP00000024670
ENSGALP00000013849	ENSDARP00000043179
ENSGALP00000013849	ENSDARP00000049290
ENSGALP00000006561	ENSDARP00000113964
ENSGALP00000002610	ENSDARP00000067835
ENSGALP00000023798	ENSDARP00000027181
ENSGALP00000040988	ENSDARP00000110832
ENSGALP00000039814	ENSDARP00000111502
ENSGALP00000019818	ENSDARP00000089658
ENSGALP00000006528	ENSDARP00000102929
ENSGALP00000001132	ENSDARP00000128308
ENSGALP00000018703	ENSDARP00000129298
ENSGALP00000024551	ENSDARP00000103376
ENSGALP00000006922	ENSDARP00000045017
ENSGALP00000027948	ENSDARP00000062479
ENSGALP00000016845	ENSDARP00000102031
ENSGALP00000008462	ENSDARP00000010616
ENSGALP00000013415	ENSDARP00000025722
ENSGALP00000013565	ENSDARP00000006235
ENSGALP00000000358	ENSDARP00000124066
ENSGALP00000001050	ENSDARP00000104189
ENSGALP00000034586	ENSDARP00000097423
ENSGALP00000022818	ENSDARP00000106254
ENSGALP00000022821	ENSDARP00000092779
ENSGALP00000007936	ENSDARP00000027383
ENSGALP00000003368	ENSDARP00000069305
ENSGALP00000001956	ENSDARP00000115099
ENSGALP00000025399	ENSDARP00000003360
ENSGALP00000025399	ENSDARP00000021833
ENSGALP00000023243	ENSDARP00000048429
ENSGALP00000023243	ENSDARP00000127470
ENSGALP00000002581	ENSDARP00000003530
ENSGALP00000002581	ENSDARP00000104215
ENSGALP00000022923	ENSDARP00000097944
ENSGALP00000026977	ENSDARP00000081734
ENSGALP00000011732	ENSDARP00000064717
ENSGALP00000015289	ENSDARP00000093565
ENSGALP00000015289	ENSDARP00000069171
ENSGALP00000007885	ENSDARP00000030826
ENSGALP00000007885	ENSDARP00000026925
ENSGALP00000026696	ENSDARP00000066191
ENSGALP00000017513	ENSDARP00000012434
ENSGALP00000033861	ENSDARP00000066196
ENSGALP00000003884	ENSDARP00000113142
ENSGALP00000037763	ENSDARP00000086765
ENSGALP00000036432	ENSDARP00000008780
ENSGALP00000036432	ENSDARP00000120492
ENSGALP00000007795	ENSDARP00000012264
ENSGALP00000007795	ENSDARP00000022579
ENSGALP00000015129	ENSDARP00000073100
ENSGALP00000026007	ENSDARP00000100292
ENSGALP00000026007	ENSDARP00000034617
ENSGALP00000024286	ENSDARP00000100985
ENSGALP00000009367	ENSDARP00000060544
ENSGALP00000019144	ENSDARP00000069429
ENSGALP00000001738	ENSDARP00000055335
ENSGALP00000003510	ENSDARP00000096391
ENSGALP00000009521	ENSDARP00000054367
ENSGALP00000003163	ENSDARP00000121096
ENSGALP00000042818	ENSDARP00000010091
ENSGALP00000020157	ENSDARP00000061498
ENSGALP00000020157	ENSDARP00000074800
ENSGALP00000031194	ENSDARP00000106824
ENSGALP00000031194	ENSDARP00000056883
ENSGALP00000019246	ENSDARP00000071978
ENSGALP00000042198	ENSDARP00000118528
ENSGALP00000019109	ENSDARP00000058702
ENSGALP00000019109	ENSDARP00000116973
ENSGALP00000038872	ENSDARP00000109214
ENSGALP00000036486	ENSDARP00000022348
ENSGALP00000039457	ENSDARP00000077475
ENSGALP00000038497	ENSDARP00000069031
ENSGALP00000016484	ENSDARP00000059832
ENSGALP00000032532	ENSDARP00000043155
ENSGALP00000039634	ENSDARP00000004126
ENSGALP00000039634	ENSDARP00000019538
ENSGALP00000041426	ENSDARP00000090643
ENSGALP00000022934	ENSDARP00000073990
ENSGALP00000011765	ENSDARP00000104664
ENSGALP00000026976	ENSDARP00000094910
ENSGALP00000022932	ENSDARP00000044677
ENSGALP00000002606	ENSDARP00000090772
ENSGALP00000002598	ENSDARP00000109146
ENSGALP00000022926	ENSDARP00000005716
ENSGALP00000013486	ENSDARP00000109475
ENSGALP00000040865	ENSDARP00000082641
ENSGALP00000011315	ENSDARP00000108864
ENSGALP00000018818	ENSDARP00000087554
ENSGALP00000017630	ENSDARP00000108215
ENSGALP00000037133	ENSDARP00000117883
ENSGALP00000037133	ENSDARP00000120558
ENSGALP00000017370	ENSDARP00000093330
ENSGALP00000020214	ENSDARP00000128493
ENSGALP00000020214	ENSDARP00000119933
ENSGALP00000019824	ENSDARP00000111809
ENSGALP00000016869	ENSDARP00000008527
ENSGALP00000042556	ENSDARP00000024987
ENSGALP00000019234	ENSDARP00000041299
ENSGALP00000019234	ENSDARP00000110930
ENSGALP00000020451	ENSDARP00000100256
ENSGALP00000020451	ENSDARP00000065384
ENSGALP00000022048	ENSDARP00000072712
ENSGALP00000027736	ENSDARP00000109370
ENSGALP00000007301	ENSDARP00000088795
ENSGALP00000016283	ENSDARP00000104593
ENSGALP00000042548	ENSDARP00000110804
ENSGALP00000033049	ENSDARP00000102269
ENSGALP00000036855	ENSDARP00000118424
ENSGALP00000036855	ENSDARP00000112161
ENSGALP00000029335	ENSDARP00000106720
ENSGALP00000014023	ENSDARP00000124904
ENSGALP00000014686	ENSDARP00000124055
ENSGALP00000014021	ENSDARP00000061546
ENSGALP00000036566	ENSDARP00000118327
ENSGALP00000017932	ENSDARP00000118145
ENSGALP00000024493	ENSDARP00000101065
ENSGALP00000025318	ENSDARP00000000102
ENSGALP00000011384	ENSDARP00000046541
ENSGALP00000011384	ENSDARP00000017066
ENSGALP00000021606	ENSDARP00000106635
ENSGALP00000020539	ENSDARP00000078225
ENSGALP00000020539	ENSDARP00000116694
ENSGALP00000014591	ENSDARP00000081397
ENSGALP00000019958	ENSDARP00000045474
ENSGALP00000004173	ENSDARP00000044313
ENSGALP00000014220	ENSDARP00000059037
ENSGALP00000040950	ENSDARP00000013339
ENSGALP00000012982	ENSDARP00000052388
ENSGALP00000012982	ENSDARP00000127550
ENSGALP00000023991	ENSDARP00000118073
ENSGALP00000023991	ENSDARP00000107979
ENSGALP00000023976	ENSDARP00000114988
ENSGALP00000001994	ENSDARP00000088873
ENSGALP00000001994	ENSDARP00000056126
ENSGALP00000009572	ENSDARP00000099577
ENSGALP00000016217	ENSDARP00000081131
ENSGALP00000009890	ENSDARP00000098064
ENSGALP00000009890	ENSDARP00000012969
ENSGALP00000018112	ENSDARP00000078930
ENSGALP00000000183	ENSDARP00000082939
ENSGALP00000012034	ENSDARP00000069525
ENSGALP00000042665	ENSDARP00000108727
ENSGALP00000038918	ENSDARP00000099049
ENSGALP00000021444	ENSDARP00000039385
ENSGALP00000027908	ENSDARP00000120042
ENSGALP00000043329	ENSDARP00000115216
ENSGALP00000039883	ENSDARP00000044156
ENSGALP00000039883	ENSDARP00000097312
ENSGALP00000017914	ENSDARP00000024690
ENSGALP00000017914	ENSDARP00000126281
ENSGALP00000001033	ENSDARP00000062405
ENSGALP00000001033	ENSDARP00000096673
ENSGALP00000008367	ENSDARP00000127548
ENSGALP00000008367	ENSDARP00000094387
ENSGALP00000019769	ENSDARP00000120313
ENSGALP00000012318	ENSDARP00000106730
ENSGALP00000035486	ENSDARP00000084389
ENSGALP00000021230	ENSDARP00000116425
ENSGALP00000012437	ENSDARP00000095341
ENSGALP00000012625	ENSDARP00000003786
ENSGALP00000012625	ENSDARP00000123971
ENSGALP00000040947	ENSDARP00000109548
ENSGALP00000008142	ENSDARP00000006774
ENSGALP00000008142	ENSDARP00000051973
ENSGALP00000017509	ENSDARP00000096103
ENSGALP00000017509	ENSDARP00000129862
ENSGALP00000015685	ENSDARP00000129085
ENSGALP00000015685	ENSDARP00000006023
ENSGALP00000020999	ENSDARP00000072421
ENSGALP00000020999	ENSDARP00000043683
ENSGALP00000013605	ENSDARP00000091412
ENSGALP00000007873	ENSDARP00000068772
ENSGALP00000007040	ENSDARP00000052167
ENSGALP00000006654	ENSDARP00000085856
ENSGALP00000010135	ENSDARP00000124843
ENSGALP00000026779	ENSDARP00000069736
ENSGALP00000019587	ENSDARP00000100653
ENSGALP00000037820	ENSDARP00000122633
ENSGALP00000018862	ENSDARP00000100966
ENSGALP00000004930	ENSDARP00000129322
ENSGALP00000018445	ENSDARP00000115933
ENSGALP00000014437	ENSDARP00000014501
ENSGALP00000001622	ENSDARP00000101005
ENSGALP00000001637	ENSDARP00000119614
ENSGALP00000010309	ENSDARP00000106655
ENSGALP00000010309	ENSDARP00000121957
ENSGALP00000036714	ENSDARP00000109070
ENSGALP00000026589	ENSDARP00000107322
ENSGALP00000026589	ENSDARP00000109092
ENSGALP00000043092	ENSDARP00000014779
ENSGALP00000035830	ENSDARP00000105671
ENSGALP00000001118	ENSDARP00000098992
ENSGALP00000018787	ENSDARP00000027138
ENSGALP00000014983	ENSDARP00000087859
ENSGALP00000010688	ENSDARP00000097279
ENSGALP00000032161	ENSDARP00000123023
ENSGALP00000015199	ENSDARP00000093598
ENSGALP00000015199	ENSDARP00000125869
ENSGALP00000027964	ENSDARP00000073983
ENSGALP00000018501	ENSDARP00000111958
ENSGALP00000019976	ENSDARP00000057184
ENSGALP00000017905	ENSDARP00000097982
ENSGALP00000020950	ENSDARP00000048390
ENSGALP00000041729	ENSDARP00000062431
ENSGALP00000024805	ENSDARP00000092499
ENSGALP00000025101	ENSDARP00000009152
ENSGALP00000009583	ENSDARP00000116976
ENSGALP00000009583	ENSDARP00000071747
ENSGALP00000025571	ENSDARP00000121807
ENSGALP00000002915	ENSDARP00000047398
ENSGALP00000001487	ENSDARP00000004149
ENSGALP00000001487	ENSDARP00000068174
ENSGALP00000003874	ENSDARP00000098785
ENSGALP00000022531	ENSDARP00000099069
ENSGALP00000022531	ENSDARP00000044029
ENSGALP00000009178	ENSDARP00000028652
ENSGALP00000027559	ENSDARP00000075800
ENSGALP00000001710	ENSDARP00000011898
ENSGALP00000025286	ENSDARP00000091059
ENSGALP00000040331	ENSDARP00000072093
ENSGALP00000012356	ENSDARP00000007209
ENSGALP00000027556	ENSDARP00000002466
ENSGALP00000022522	ENSDARP00000049203
ENSGALP00000009174	ENSDARP00000112456
ENSGALP00000009006	ENSDARP00000039570
ENSGALP00000008145	ENSDARP00000096291
ENSGALP00000008145	ENSDARP00000073113
ENSGALP00000034774	ENSDARP00000108125
ENSGALP00000034774	ENSDARP00000037116
ENSGALP00000000322	ENSDARP00000108452
ENSGALP00000024483	ENSDARP00000099138
ENSGALP00000002511	ENSDARP00000073709
ENSGALP00000019665	ENSDARP00000115462
ENSGALP00000002009	ENSDARP00000011264
ENSGALP00000002009	ENSDARP00000065379
ENSGALP00000027441	ENSDARP00000041991
ENSGALP00000030955	ENSDARP00000057420
ENSGALP00000030955	ENSDARP00000014422
ENSGALP00000008618	ENSDARP00000020652
ENSGALP00000026866	ENSDARP00000100957
ENSGALP00000015508	ENSDARP00000121735
ENSGALP00000036105	ENSDARP00000089195
ENSGALP00000026263	ENSDARP00000101435
ENSGALP00000043008	ENSDARP00000111672
ENSGALP00000025548	ENSDARP00000106262
ENSGALP00000040176	ENSDARP00000110808
ENSGALP00000039376	ENSDARP00000100386
ENSGALP00000038446	ENSDARP00000127685
ENSGALP00000038446	ENSDARP00000128635
ENSGALP00000019155	ENSDARP00000119401
ENSGALP00000019155	ENSDARP00000010346
ENSGALP00000020639	ENSDARP00000029561
ENSGALP00000020639	ENSDARP00000025528
ENSGALP00000000960	ENSDARP00000116197
ENSGALP00000023897	ENSDARP00000079966
ENSGALP00000010580	ENSDARP00000029313
ENSGALP00000010580	ENSDARP00000083822
ENSGALP00000027129	ENSDARP00000099542
ENSGALP00000027129	ENSDARP00000103362
ENSGALP00000014211	ENSDARP00000100489
ENSGALP00000005939	ENSDARP00000044452
ENSGALP00000005939	ENSDARP00000118028
ENSGALP00000015678	ENSDARP00000082268
ENSGALP00000006793	ENSDARP00000102413
ENSGALP00000006793	ENSDARP00000098054
ENSGALP00000018747	ENSDARP00000112117
ENSGALP00000036469	ENSDARP00000100893
ENSGALP00000036469	ENSDARP00000018872
ENSGALP00000027564	ENSDARP00000046210
ENSGALP00000022552	ENSDARP00000118247
ENSGALP00000012469	ENSDARP00000096499
ENSGALP00000010303	ENSDARP00000058341
ENSGALP00000017768	ENSDARP00000116882
ENSGALP00000021819	ENSDARP00000068999
ENSGALP00000008817	ENSDARP00000096540
ENSGALP00000017595	ENSDARP00000049829
ENSGALP00000043219	ENSDARP00000016823
ENSGALP00000025802	ENSDARP00000014024
ENSGALP00000024893	ENSDARP00000033085
ENSGALP00000024893	ENSDARP00000003984
ENSGALP00000016234	ENSDARP00000021260
ENSGALP00000016234	ENSDARP00000074832
ENSGALP00000019338	ENSDARP00000004329
ENSGALP00000014735	ENSDARP00000016938
ENSGALP00000036747	ENSDARP00000014377
ENSGALP00000036747	ENSDARP00000120780
ENSGALP00000008620	ENSDARP00000004223
ENSGALP00000008620	ENSDARP00000089031
ENSGALP00000028462	ENSDARP00000110017
ENSGALP00000033025	ENSDARP00000074756
ENSGALP00000024131	ENSDARP00000056560
ENSGALP00000024384	ENSDARP00000090832
ENSGALP00000008794	ENSDARP00000116071
ENSGALP00000008166	ENSDARP00000088707
ENSGALP00000024371	ENSDARP00000003949
ENSGALP00000017177	ENSDARP00000062819
ENSGALP00000023703	ENSDARP00000114513
ENSGALP00000041910	ENSDARP00000110018
ENSGALP00000014265	ENSDARP00000043001
ENSGALP00000041790	ENSDARP00000080761
ENSGALP00000005505	ENSDARP00000090100
ENSGALP00000042150	ENSDARP00000089021
ENSGALP00000042064	ENSDARP00000075256
ENSGALP00000042064	ENSDARP00000102311
ENSGALP00000026898	ENSDARP00000033713
ENSGALP00000042765	ENSDARP00000018280
ENSGALP00000041053	ENSDARP00000118357
ENSGALP00000041364	ENSDARP00000107941
ENSGALP00000041112	ENSDARP00000123391
ENSGALP00000005255	ENSDARP00000061587
ENSGALP00000005255	ENSDARP00000041364
ENSGALP00000031663	ENSDARP00000096944
ENSGALP00000031663	ENSDARP00000105437
ENSGALP00000040726	ENSDARP00000069319
ENSGALP00000025826	ENSDARP00000124036
ENSGALP00000042848	ENSDARP00000087775
ENSGALP00000001745	ENSDARP00000071331
ENSGALP00000029713	ENSDARP00000102806
ENSGALP00000009251	ENSDARP00000107613
ENSGALP00000009251	ENSDARP00000108566
ENSGALP00000001801	ENSDARP00000016969
ENSGALP00000030567	ENSDARP00000005313
ENSGALP00000030342	ENSDARP00000014904
