ENSORLP00000017023	ENSMUSP00000034074
ENSORLP00000002399	ENSMUSP00000053891
ENSORLP00000003838	ENSMUSP00000102050
ENSORLP00000011408	ENSMUSP00000102050
ENSORLP00000022625	ENSMUSP00000106353
ENSORLP00000002968	ENSMUSP00000107587
ENSORLP00000007840	ENSMUSP00000092138
ENSORLP00000019441	ENSMUSP00000109267
ENSORLP00000007127	ENSMUSP00000016399
ENSORLP00000022550	ENSMUSP00000019991
ENSORLP00000004321	ENSMUSP00000001513
ENSORLP00000002993	ENSMUSP00000045023
ENSORLP00000010386	ENSMUSP00000032362
ENSORLP00000005628	ENSMUSP00000032362
ENSORLP00000016826	ENSMUSP00000102703
ENSORLP00000001215	ENSMUSP00000035148
ENSORLP00000024363	ENSMUSP00000021056
ENSORLP00000014568	ENSMUSP00000021056
ENSORLP00000008706	ENSMUSP00000080842
ENSORLP00000023854	ENSMUSP00000080842
ENSORLP00000009314	ENSMUSP00000107695
ENSORLP00000013457	ENSMUSP00000107695
ENSORLP00000015880	ENSMUSP00000077586
ENSORLP00000010812	ENSMUSP00000077586
ENSORLP00000013388	ENSMUSP00000125063
ENSORLP00000021248	ENSMUSP00000111391
ENSORLP00000018227	ENSMUSP00000111391
ENSORLP00000004220	ENSMUSP00000107869
ENSORLP00000003230	ENSMUSP00000107869
ENSORLP00000017938	ENSMUSP00000108413
ENSORLP00000010602	ENSMUSP00000094021
ENSORLP00000017544	ENSMUSP00000047774
ENSORLP00000009451	ENSMUSP00000027431
ENSORLP00000009423	ENSMUSP00000075170
ENSORLP00000011570	ENSMUSP00000023390
ENSORLP00000024111	ENSMUSP00000026569
ENSORLP00000006604	ENSMUSP00000055579
ENSORLP00000022333	ENSMUSP00000097185
ENSORLP00000021109	ENSMUSP00000097185
ENSORLP00000020136	ENSMUSP00000130874
ENSORLP00000013517	ENSMUSP00000130874
ENSORLP00000005724	ENSMUSP00000086383
ENSORLP00000004677	ENSMUSP00000020928
ENSORLP00000002981	ENSMUSP00000088964
ENSORLP00000005500	ENSMUSP00000099398
ENSORLP00000018820	ENSMUSP00000075240
ENSORLP00000008434	ENSMUSP00000075240
ENSORLP00000005327	ENSMUSP00000072336
ENSORLP00000006036	ENSMUSP00000072336
ENSORLP00000008147	ENSMUSP00000041939
ENSORLP00000002197	ENSMUSP00000094165
ENSORLP00000002147	ENSMUSP00000094165
ENSORLP00000011742	ENSMUSP00000043055
ENSORLP00000010277	ENSMUSP00000034056
ENSORLP00000003159	ENSMUSP00000029623
ENSORLP00000022276	ENSMUSP00000107793
ENSORLP00000014230	ENSMUSP00000086485
ENSORLP00000006480	ENSMUSP00000025956
ENSORLP00000012384	ENSMUSP00000031456
ENSORLP00000008405	ENSMUSP00000103978
ENSORLP00000021833	ENSMUSP00000088334
ENSORLP00000018072	ENSMUSP00000088334
ENSORLP00000005213	ENSMUSP00000033182
ENSORLP00000013970	ENSMUSP00000004156
ENSORLP00000011854	ENSMUSP00000041819
ENSORLP00000012350	ENSMUSP00000002487
ENSORLP00000006485	ENSMUSP00000023812
ENSORLP00000016089	ENSMUSP00000023812
ENSORLP00000022458	ENSMUSP00000040307
ENSORLP00000015527	ENSMUSP00000000924
ENSORLP00000023580	ENSMUSP00000000924
ENSORLP00000007510	ENSMUSP00000029881
ENSORLP00000022158	ENSMUSP00000029881
ENSORLP00000003680	ENSMUSP00000029141
ENSORLP00000019295	ENSMUSP00000034243
ENSORLP00000019563	ENSMUSP00000034243
ENSORLP00000015212	ENSMUSP00000087119
ENSORLP00000009176	ENSMUSP00000087119
ENSORLP00000008275	ENSMUSP00000024696
ENSORLP00000000707	ENSMUSP00000005815
ENSORLP00000024620	ENSMUSP00000127173
ENSORLP00000022507	ENSMUSP00000133064
ENSORLP00000017514	ENSMUSP00000005452
ENSORLP00000010960	ENSMUSP00000031653
ENSORLP00000000727	ENSMUSP00000109144
ENSORLP00000008282	ENSMUSP00000020617
ENSORLP00000009536	ENSMUSP00000029719
ENSORLP00000004577	ENSMUSP00000050034
ENSORLP00000004902	ENSMUSP00000050034
ENSORLP00000016108	ENSMUSP00000099952
ENSORLP00000013394	ENSMUSP00000071720
ENSORLP00000005224	ENSMUSP00000071720
ENSORLP00000017929	ENSMUSP00000040430
ENSORLP00000004377	ENSMUSP00000040430
ENSORLP00000016030	ENSMUSP00000061700
ENSORLP00000014507	ENSMUSP00000107510
ENSORLP00000020316	ENSMUSP00000016323
ENSORLP00000012876	ENSMUSP00000016323
ENSORLP00000014400	ENSMUSP00000020947
ENSORLP00000012951	ENSMUSP00000004756
ENSORLP00000025570	ENSMUSP00000076472
ENSORLP00000009428	ENSMUSP00000008579
ENSORLP00000012572	ENSMUSP00000020922
ENSORLP00000015436	ENSMUSP00000068834
ENSORLP00000025466	ENSMUSP00000041747
ENSORLP00000005474	ENSMUSP00000068007
ENSORLP00000018197	ENSMUSP00000111990
ENSORLP00000012641	ENSMUSP00000091331
ENSORLP00000023187	ENSMUSP00000014927
ENSORLP00000020764	ENSMUSP00000040546
ENSORLP00000004901	ENSMUSP00000040546
ENSORLP00000003647	ENSMUSP00000020220
ENSORLP00000000284	ENSMUSP00000072039
ENSORLP00000004715	ENSMUSP00000063166
ENSORLP00000002014	ENSMUSP00000099070
ENSORLP00000002529	ENSMUSP00000099070
ENSORLP00000007355	ENSMUSP00000046884
ENSORLP00000007817	ENSMUSP00000046884
ENSORLP00000016875	ENSMUSP00000071770
ENSORLP00000007382	ENSMUSP00000067689
ENSORLP00000011107	ENSMUSP00000091157
ENSORLP00000010946	ENSMUSP00000091157
ENSORLP00000025733	ENSMUSP00000050495
ENSORLP00000011028	ENSMUSP00000016664
ENSORLP00000000605	ENSMUSP00000084405
ENSORLP00000025377	ENSMUSP00000001792
ENSORLP00000005372	ENSMUSP00000099894
ENSORLP00000006693	ENSMUSP00000022059
ENSORLP00000022628	ENSMUSP00000098975
ENSORLP00000016081	ENSMUSP00000020071
ENSORLP00000002500	ENSMUSP00000104132
ENSORLP00000013228	ENSMUSP00000099810
ENSORLP00000002753	ENSMUSP00000022186
ENSORLP00000007083	ENSMUSP00000034443
ENSORLP00000014867	ENSMUSP00000000314
ENSORLP00000017002	ENSMUSP00000000314
ENSORLP00000021380	ENSMUSP00000025166
ENSORLP00000000094	ENSMUSP00000025166
ENSORLP00000004207	ENSMUSP00000102261
ENSORLP00000005863	ENSMUSP00000132945
ENSORLP00000010514	ENSMUSP00000105719
ENSORLP00000006885	ENSMUSP00000105719
ENSORLP00000004873	ENSMUSP00000128645
ENSORLP00000022571	ENSMUSP00000003121
ENSORLP00000021325	ENSMUSP00000003121
ENSORLP00000022066	ENSMUSP00000021001
ENSORLP00000021029	ENSMUSP00000021459
ENSORLP00000013606	ENSMUSP00000021459
ENSORLP00000009337	ENSMUSP00000049039
ENSORLP00000024886	ENSMUSP00000012664
ENSORLP00000009226	ENSMUSP00000029422
ENSORLP00000011329	ENSMUSP00000064107
ENSORLP00000007786	ENSMUSP00000014747
ENSORLP00000003317	ENSMUSP00000129230
ENSORLP00000016854	ENSMUSP00000027878
ENSORLP00000016938	ENSMUSP00000034534
ENSORLP00000025445	ENSMUSP00000070878
ENSORLP00000016983	ENSMUSP00000016231
ENSORLP00000014922	ENSMUSP00000129261
ENSORLP00000020799	ENSMUSP00000093442
ENSORLP00000011032	ENSMUSP00000030029
ENSORLP00000009178	ENSMUSP00000014640
ENSORLP00000018385	ENSMUSP00000014642
ENSORLP00000019332	ENSMUSP00000014642
ENSORLP00000006805	ENSMUSP00000138326
ENSORLP00000006307	ENSMUSP00000043765
ENSORLP00000014208	ENSMUSP00000033929
ENSORLP00000020876	ENSMUSP00000063329
ENSORLP00000003050	ENSMUSP00000060110
ENSORLP00000017050	ENSMUSP00000034533
ENSORLP00000017670	ENSMUSP00000097108
ENSORLP00000017360	ENSMUSP00000037192
ENSORLP00000013423	ENSMUSP00000071829
ENSORLP00000018318	ENSMUSP00000094075
ENSORLP00000005092	ENSMUSP00000094075
ENSORLP00000010256	ENSMUSP00000041696
ENSORLP00000014409	ENSMUSP00000041696
ENSORLP00000018054	ENSMUSP00000101514
ENSORLP00000012525	ENSMUSP00000024575
ENSORLP00000010672	ENSMUSP00000080694
ENSORLP00000018907	ENSMUSP00000131625
ENSORLP00000016999	ENSMUSP00000131625
ENSORLP00000003386	ENSMUSP00000054356
ENSORLP00000017837	ENSMUSP00000109493
ENSORLP00000017364	ENSMUSP00000136382
ENSORLP00000021390	ENSMUSP00000032374
ENSORLP00000020747	ENSMUSP00000102123
ENSORLP00000011321	ENSMUSP00000003433
ENSORLP00000019719	ENSMUSP00000016672
ENSORLP00000016665	ENSMUSP00000035194
ENSORLP00000001594	ENSMUSP00000035194
ENSORLP00000004523	ENSMUSP00000031410
ENSORLP00000007258	ENSMUSP00000000755
ENSORLP00000016179	ENSMUSP00000080973
ENSORLP00000005754	ENSMUSP00000111535
ENSORLP00000003483	ENSMUSP00000102786
ENSORLP00000006821	ENSMUSP00000102786
ENSORLP00000000022	ENSMUSP00000109914
ENSORLP00000010540	ENSMUSP00000109914
ENSORLP00000022660	ENSMUSP00000080683
ENSORLP00000014772	ENSMUSP00000080683
ENSORLP00000005421	ENSMUSP00000017458
ENSORLP00000023362	ENSMUSP00000017458
ENSORLP00000017137	ENSMUSP00000111096
ENSORLP00000012923	ENSMUSP00000033775
ENSORLP00000008601	ENSMUSP00000018700
ENSORLP00000024906	ENSMUSP00000018700
ENSORLP00000007061	ENSMUSP00000130349
ENSORLP00000024515	ENSMUSP00000024840
ENSORLP00000022647	ENSMUSP00000044834
ENSORLP00000017641	ENSMUSP00000068971
ENSORLP00000015492	ENSMUSP00000029423
ENSORLP00000005892	ENSMUSP00000033721
ENSORLP00000013125	ENSMUSP00000039586
ENSORLP00000011683	ENSMUSP00000027467
ENSORLP00000012629	ENSMUSP00000125769
ENSORLP00000007492	ENSMUSP00000132812
ENSORLP00000008671	ENSMUSP00000090727
ENSORLP00000013608	ENSMUSP00000113886
ENSORLP00000009283	ENSMUSP00000028238
ENSORLP00000020682	ENSMUSP00000031986
ENSORLP00000016466	ENSMUSP00000031986
ENSORLP00000003565	ENSMUSP00000032879
ENSORLP00000004012	ENSMUSP00000021288
ENSORLP00000019104	ENSMUSP00000021288
ENSORLP00000004146	ENSMUSP00000026710
ENSORLP00000002700	ENSMUSP00000067109
ENSORLP00000001238	ENSMUSP00000035237
ENSORLP00000023454	ENSMUSP00000033383
ENSORLP00000002094	ENSMUSP00000006854
ENSORLP00000007855	ENSMUSP00000108191
ENSORLP00000021261	ENSMUSP00000128070
ENSORLP00000000756	ENSMUSP00000060557
ENSORLP00000019395	ENSMUSP00000061734
ENSORLP00000012875	ENSMUSP00000129059
ENSORLP00000017649	ENSMUSP00000044568
ENSORLP00000015920	ENSMUSP00000022064
ENSORLP00000010801	ENSMUSP00000002926
ENSORLP00000021262	ENSMUSP00000015712
ENSORLP00000002318	ENSMUSP00000066536
ENSORLP00000010348	ENSMUSP00000034731
ENSORLP00000009514	ENSMUSP00000041243
ENSORLP00000002727	ENSMUSP00000041243
ENSORLP00000024773	ENSMUSP00000123525
ENSORLP00000016427	ENSMUSP00000078336
ENSORLP00000009148	ENSMUSP00000078336
ENSORLP00000009189	ENSMUSP00000056977
ENSORLP00000015182	ENSMUSP00000126622
ENSORLP00000008336	ENSMUSP00000024119
ENSORLP00000019533	ENSMUSP00000036304
ENSORLP00000024189	ENSMUSP00000023776
ENSORLP00000021081	ENSMUSP00000108099
ENSORLP00000003504	ENSMUSP00000108099
ENSORLP00000021304	ENSMUSP00000058313
ENSORLP00000002969	ENSMUSP00000058313
ENSORLP00000020100	ENSMUSP00000041007
ENSORLP00000001529	ENSMUSP00000041007
ENSORLP00000024829	ENSMUSP00000121744
ENSORLP00000003833	ENSMUSP00000121744
ENSORLP00000006917	ENSMUSP00000006749
ENSORLP00000003182	ENSMUSP00000006749
ENSORLP00000015229	ENSMUSP00000078972
ENSORLP00000008672	ENSMUSP00000078972
ENSORLP00000017876	ENSMUSP00000130728
ENSORLP00000024869	ENSMUSP00000130728
ENSORLP00000013642	ENSMUSP00000133957
ENSORLP00000012377	ENSMUSP00000133957
ENSORLP00000003140	ENSMUSP00000020062
ENSORLP00000021171	ENSMUSP00000020062
ENSORLP00000004947	ENSMUSP00000030792
ENSORLP00000005292	ENSMUSP00000030949
ENSORLP00000002495	ENSMUSP00000022226
ENSORLP00000024726	ENSMUSP00000111386
ENSORLP00000002123	ENSMUSP00000034947
ENSORLP00000021394	ENSMUSP00000025419
ENSORLP00000020908	ENSMUSP00000028003
ENSORLP00000016672	ENSMUSP00000043616
ENSORLP00000020614	ENSMUSP00000000253
ENSORLP00000010999	ENSMUSP00000107657
ENSORLP00000002550	ENSMUSP00000031591
ENSORLP00000008409	ENSMUSP00000028302
ENSORLP00000021711	ENSMUSP00000027740
ENSORLP00000015476	ENSMUSP00000034869
ENSORLP00000009843	ENSMUSP00000034869
ENSORLP00000012486	ENSMUSP00000108584
ENSORLP00000004997	ENSMUSP00000136047
ENSORLP00000008691	ENSMUSP00000103540
ENSORLP00000007445	ENSMUSP00000124938
ENSORLP00000007743	ENSMUSP00000009617
ENSORLP00000022955	ENSMUSP00000009875
ENSORLP00000004652	ENSMUSP00000055225
ENSORLP00000025727	ENSMUSP00000055225
ENSORLP00000010656	ENSMUSP00000041702
ENSORLP00000008061	ENSMUSP00000041702
ENSORLP00000010645	ENSMUSP00000088118
ENSORLP00000008055	ENSMUSP00000088118
ENSORLP00000018273	ENSMUSP00000024627
ENSORLP00000021515	ENSMUSP00000030775
ENSORLP00000015149	ENSMUSP00000087184
ENSORLP00000017318	ENSMUSP00000046356
ENSORLP00000016920	ENSMUSP00000059079
ENSORLP00000024684	ENSMUSP00000021820
ENSORLP00000019171	ENSMUSP00000100924
ENSORLP00000010932	ENSMUSP00000033741
ENSORLP00000013784	ENSMUSP00000062171
ENSORLP00000019881	ENSMUSP00000062171
ENSORLP00000003165	ENSMUSP00000109010
ENSORLP00000013541	ENSMUSP00000109010
ENSORLP00000023944	ENSMUSP00000035489
ENSORLP00000019665	ENSMUSP00000035489
ENSORLP00000019181	ENSMUSP00000040877
ENSORLP00000019190	ENSMUSP00000100923
ENSORLP00000017877	ENSMUSP00000102320
ENSORLP00000009794	ENSMUSP00000056744
ENSORLP00000021157	ENSMUSP00000040575
ENSORLP00000018415	ENSMUSP00000103485
ENSORLP00000003118	ENSMUSP00000023029
ENSORLP00000004378	ENSMUSP00000044038
ENSORLP00000016478	ENSMUSP00000107238
ENSORLP00000006878	ENSMUSP00000098752
ENSORLP00000003841	ENSMUSP00000108997
ENSORLP00000000268	ENSMUSP00000089173
ENSORLP00000009995	ENSMUSP00000034017
ENSORLP00000006955	ENSMUSP00000101194
ENSORLP00000009587	ENSMUSP00000069674
ENSORLP00000004762	ENSMUSP00000131029
ENSORLP00000018800	ENSMUSP00000032233
ENSORLP00000001979	ENSMUSP00000099066
ENSORLP00000008217	ENSMUSP00000038069
ENSORLP00000020907	ENSMUSP00000026289
ENSORLP00000001963	ENSMUSP00000103381
ENSORLP00000024047	ENSMUSP00000029877
ENSORLP00000014336	ENSMUSP00000027381
ENSORLP00000009413	ENSMUSP00000045621
ENSORLP00000009344	ENSMUSP00000061501
ENSORLP00000008435	ENSMUSP00000001631
ENSORLP00000020387	ENSMUSP00000101209
ENSORLP00000020063	ENSMUSP00000101209
ENSORLP00000025376	ENSMUSP00000035662
ENSORLP00000014151	ENSMUSP00000102624
ENSORLP00000021907	ENSMUSP00000024123
ENSORLP00000018982	ENSMUSP00000063217
ENSORLP00000018037	ENSMUSP00000041899
ENSORLP00000020778	ENSMUSP00000043466
ENSORLP00000019095	ENSMUSP00000043466
ENSORLP00000004044	ENSMUSP00000137099
ENSORLP00000011875	ENSMUSP00000137662
ENSORLP00000011317	ENSMUSP00000072616
ENSORLP00000001568	ENSMUSP00000038351
ENSORLP00000013803	ENSMUSP00000107857
ENSORLP00000007165	ENSMUSP00000031108
ENSORLP00000005501	ENSMUSP00000031108
ENSORLP00000005941	ENSMUSP00000026917
ENSORLP00000002501	ENSMUSP00000026917
ENSORLP00000025823	ENSMUSP00000109794
ENSORLP00000006802	ENSMUSP00000109794
ENSORLP00000014794	ENSMUSP00000039915
ENSORLP00000016804	ENSMUSP00000083204
ENSORLP00000020495	ENSMUSP00000033650
ENSORLP00000004463	ENSMUSP00000033650
ENSORLP00000001898	ENSMUSP00000032825
ENSORLP00000002852	ENSMUSP00000032825
ENSORLP00000012418	ENSMUSP00000080462
ENSORLP00000002314	ENSMUSP00000096677
ENSORLP00000013655	ENSMUSP00000101909
ENSORLP00000009695	ENSMUSP00000101909
ENSORLP00000013594	ENSMUSP00000042698
ENSORLP00000001746	ENSMUSP00000042698
ENSORLP00000018419	ENSMUSP00000038653
ENSORLP00000018029	ENSMUSP00000127249
ENSORLP00000023259	ENSMUSP00000127249
ENSORLP00000009626	ENSMUSP00000023157
ENSORLP00000006227	ENSMUSP00000038816
ENSORLP00000022951	ENSMUSP00000034775
ENSORLP00000006709	ENSMUSP00000081665
ENSORLP00000014225	ENSMUSP00000097904
ENSORLP00000008684	ENSMUSP00000123270
ENSORLP00000007519	ENSMUSP00000132838
ENSORLP00000006490	ENSMUSP00000103881
ENSORLP00000018958	ENSMUSP00000132224
ENSORLP00000017106	ENSMUSP00000082827
ENSORLP00000019301	ENSMUSP00000084942
ENSORLP00000009128	ENSMUSP00000026292
ENSORLP00000020857	ENSMUSP00000048780
ENSORLP00000006071	ENSMUSP00000091831
ENSORLP00000021275	ENSMUSP00000133152
ENSORLP00000003111	ENSMUSP00000127746
ENSORLP00000024072	ENSMUSP00000067521
ENSORLP00000010362	ENSMUSP00000092429
ENSORLP00000006492	ENSMUSP00000136507
ENSORLP00000019065	ENSMUSP00000110877
ENSORLP00000002649	ENSMUSP00000087656
ENSORLP00000017146	ENSMUSP00000058157
ENSORLP00000000682	ENSMUSP00000119485
ENSORLP00000005410	ENSMUSP00000113308
ENSORLP00000007880	ENSMUSP00000046625
ENSORLP00000011547	ENSMUSP00000046625
ENSORLP00000012080	ENSMUSP00000006286
ENSORLP00000006382	ENSMUSP00000006286
ENSORLP00000018090	ENSMUSP00000092375
ENSORLP00000001470	ENSMUSP00000001202
ENSORLP00000014075	ENSMUSP00000028740
ENSORLP00000015628	ENSMUSP00000028740
ENSORLP00000010986	ENSMUSP00000002275
ENSORLP00000007582	ENSMUSP00000000001
ENSORLP00000012126	ENSMUSP00000036087
ENSORLP00000011103	ENSMUSP00000114144
ENSORLP00000007558	ENSMUSP00000053818
ENSORLP00000023702	ENSMUSP00000010205
ENSORLP00000007128	ENSMUSP00000025541
ENSORLP00000010369	ENSMUSP00000026208
ENSORLP00000022219	ENSMUSP00000042186
ENSORLP00000025690	ENSMUSP00000021231
ENSORLP00000017703	ENSMUSP00000021324
ENSORLP00000005737	ENSMUSP00000021324
ENSORLP00000022705	ENSMUSP00000056254
ENSORLP00000002927	ENSMUSP00000002044
ENSORLP00000017657	ENSMUSP00000033665
ENSORLP00000022142	ENSMUSP00000093485
ENSORLP00000020241	ENSMUSP00000104815
ENSORLP00000019789	ENSMUSP00000056552
ENSORLP00000024891	ENSMUSP00000038901
ENSORLP00000003496	ENSMUSP00000072645
ENSORLP00000015655	ENSMUSP00000060706
ENSORLP00000015911	ENSMUSP00000131480
ENSORLP00000018702	ENSMUSP00000055091
ENSORLP00000018669	ENSMUSP00000055091
ENSORLP00000018689	ENSMUSP00000030669
ENSORLP00000009662	ENSMUSP00000030669
ENSORLP00000023205	ENSMUSP00000072893
ENSORLP00000011453	ENSMUSP00000038142
ENSORLP00000011959	ENSMUSP00000044185
ENSORLP00000020073	ENSMUSP00000072274
ENSORLP00000021696	ENSMUSP00000004281
ENSORLP00000019731	ENSMUSP00000016670
ENSORLP00000004246	ENSMUSP00000083064
ENSORLP00000006824	ENSMUSP00000113660
ENSORLP00000020125	ENSMUSP00000124133
ENSORLP00000015420	ENSMUSP00000028600
ENSORLP00000012217	ENSMUSP00000028600
ENSORLP00000024513	ENSMUSP00000090717
ENSORLP00000014855	ENSMUSP00000047164
ENSORLP00000022710	ENSMUSP00000028749
ENSORLP00000015525	ENSMUSP00000028749
ENSORLP00000010389	ENSMUSP00000025891
ENSORLP00000019680	ENSMUSP00000027488
ENSORLP00000008812	ENSMUSP00000130127
ENSORLP00000007684	ENSMUSP00000049977
ENSORLP00000002963	ENSMUSP00000049977
ENSORLP00000001389	ENSMUSP00000107609
ENSORLP00000010232	ENSMUSP00000107609
ENSORLP00000011370	ENSMUSP00000106199
ENSORLP00000014584	ENSMUSP00000025897
ENSORLP00000002478	ENSMUSP00000082995
ENSORLP00000010011	ENSMUSP00000072091
ENSORLP00000021747	ENSMUSP00000064392
ENSORLP00000018747	ENSMUSP00000032501
ENSORLP00000001609	ENSMUSP00000101622
ENSORLP00000008141	ENSMUSP00000101622
ENSORLP00000019088	ENSMUSP00000100862
ENSORLP00000002851	ENSMUSP00000025083
ENSORLP00000005443	ENSMUSP00000025083
ENSORLP00000022293	ENSMUSP00000057938
ENSORLP00000013097	ENSMUSP00000047029
ENSORLP00000024151	ENSMUSP00000029800
ENSORLP00000008976	ENSMUSP00000026993
ENSORLP00000004257	ENSMUSP00000035263
ENSORLP00000021202	ENSMUSP00000030539
ENSORLP00000002857	ENSMUSP00000028977
ENSORLP00000022070	ENSMUSP00000020999
ENSORLP00000016130	ENSMUSP00000124093
ENSORLP00000009408	ENSMUSP00000102264
ENSORLP00000010802	ENSMUSP00000085985
ENSORLP00000001127	ENSMUSP00000085985
ENSORLP00000020144	ENSMUSP00000074661
ENSORLP00000009397	ENSMUSP00000041883
ENSORLP00000001660	ENSMUSP00000084838
ENSORLP00000002090	ENSMUSP00000092538
ENSORLP00000019880	ENSMUSP00000035490
ENSORLP00000011669	ENSMUSP00000061806
ENSORLP00000017962	ENSMUSP00000030455
ENSORLP00000009402	ENSMUSP00000022787
ENSORLP00000015810	ENSMUSP00000041557
ENSORLP00000019216	ENSMUSP00000034378
ENSORLP00000009096	ENSMUSP00000000984
ENSORLP00000014785	ENSMUSP00000032703
ENSORLP00000025336	ENSMUSP00000029297
ENSORLP00000016815	ENSMUSP00000063511
ENSORLP00000012894	ENSMUSP00000036983
ENSORLP00000009193	ENSMUSP00000071786
ENSORLP00000007106	ENSMUSP00000030817
ENSORLP00000004829	ENSMUSP00000099407
ENSORLP00000015316	ENSMUSP00000000724
ENSORLP00000005333	ENSMUSP00000108169
ENSORLP00000015292	ENSMUSP00000044359
ENSORLP00000012999	ENSMUSP00000133478
ENSORLP00000011326	ENSMUSP00000004994
ENSORLP00000019947	ENSMUSP00000004994
ENSORLP00000019017	ENSMUSP00000031718
ENSORLP00000009059	ENSMUSP00000028355
ENSORLP00000006713	ENSMUSP00000014174
ENSORLP00000001336	ENSMUSP00000041925
ENSORLP00000003334	ENSMUSP00000041925
ENSORLP00000019225	ENSMUSP00000054219
ENSORLP00000021675	ENSMUSP00000126169
ENSORLP00000022796	ENSMUSP00000126169
ENSORLP00000005747	ENSMUSP00000023154
ENSORLP00000015539	ENSMUSP00000081334
ENSORLP00000001779	ENSMUSP00000046794
ENSORLP00000011910	ENSMUSP00000113305
ENSORLP00000010767	ENSMUSP00000073534
ENSORLP00000002028	ENSMUSP00000083155
ENSORLP00000021187	ENSMUSP00000102790
ENSORLP00000005658	ENSMUSP00000018792
ENSORLP00000008464	ENSMUSP00000057690
ENSORLP00000024197	ENSMUSP00000028384
ENSORLP00000017293	ENSMUSP00000028384
ENSORLP00000015945	ENSMUSP00000093603
ENSORLP00000021570	ENSMUSP00000093603
ENSORLP00000012264	ENSMUSP00000065719
ENSORLP00000002137	ENSMUSP00000065719
ENSORLP00000006882	ENSMUSP00000016144
ENSORLP00000014636	ENSMUSP00000075966
ENSORLP00000004457	ENSMUSP00000038616
ENSORLP00000020680	ENSMUSP00000038616
ENSORLP00000002707	ENSMUSP00000010673
ENSORLP00000016573	ENSMUSP00000055605
ENSORLP00000015652	ENSMUSP00000055605
ENSORLP00000024683	ENSMUSP00000051959
ENSORLP00000010017	ENSMUSP00000051959
ENSORLP00000008291	ENSMUSP00000048453
ENSORLP00000002054	ENSMUSP00000024811
ENSORLP00000019807	ENSMUSP00000027493
ENSORLP00000016381	ENSMUSP00000047403
ENSORLP00000012267	ENSMUSP00000089079
ENSORLP00000008265	ENSMUSP00000113785
ENSORLP00000006904	ENSMUSP00000000590
ENSORLP00000011511	ENSMUSP00000000590
ENSORLP00000011969	ENSMUSP00000113071
ENSORLP00000010360	ENSMUSP00000113071
ENSORLP00000025368	ENSMUSP00000131073
ENSORLP00000003809	ENSMUSP00000052340
ENSORLP00000005593	ENSMUSP00000070935
ENSORLP00000005607	ENSMUSP00000054774
ENSORLP00000008747	ENSMUSP00000092376
ENSORLP00000025345	ENSMUSP00000039245
ENSORLP00000014452	ENSMUSP00000025311
ENSORLP00000001080	ENSMUSP00000116886
ENSORLP00000005698	ENSMUSP00000071325
ENSORLP00000022237	ENSMUSP00000071325
ENSORLP00000008068	ENSMUSP00000034368
ENSORLP00000005703	ENSMUSP00000039879
ENSORLP00000024259	ENSMUSP00000057859
ENSORLP00000016610	ENSMUSP00000074290
ENSORLP00000021008	ENSMUSP00000099071
ENSORLP00000002290	ENSMUSP00000103526
ENSORLP00000010821	ENSMUSP00000001536
ENSORLP00000008799	ENSMUSP00000066690
ENSORLP00000021503	ENSMUSP00000066690
ENSORLP00000021779	ENSMUSP00000069666
ENSORLP00000010805	ENSMUSP00000072425
ENSORLP00000009208	ENSMUSP00000015723
ENSORLP00000013714	ENSMUSP00000049898
ENSORLP00000009668	ENSMUSP00000050933
ENSORLP00000000729	ENSMUSP00000051990
ENSORLP00000013705	ENSMUSP00000022646
ENSORLP00000011972	ENSMUSP00000039018
ENSORLP00000007015	ENSMUSP00000039018
ENSORLP00000007026	ENSMUSP00000058205
ENSORLP00000023723	ENSMUSP00000042716
ENSORLP00000001137	ENSMUSP00000026236
ENSORLP00000004939	ENSMUSP00000047457
ENSORLP00000002192	ENSMUSP00000099384
ENSORLP00000002239	ENSMUSP00000099384
ENSORLP00000014571	ENSMUSP00000131991
ENSORLP00000001797	ENSMUSP00000105709
ENSORLP00000007860	ENSMUSP00000005791
ENSORLP00000013871	ENSMUSP00000005791
ENSORLP00000017748	ENSMUSP00000125255
