ENSTGUP00000008915	ENSGALP00000006197
ENSTGUP00000008623	ENSGALP00000012416
ENSTGUP00000013211	ENSGALP00000026226
ENSTGUP00000004108	ENSGALP00000000168
ENSTGUP00000008303	ENSGALP00000009606
ENSTGUP00000000102	ENSGALP00000042491
ENSTGUP00000008460	ENSGALP00000010076
ENSTGUP00000014472	ENSGALP00000004992
ENSTGUP00000003699	ENSGALP00000002750
ENSTGUP00000013486	ENSGALP00000020289
ENSTGUP00000006614	ENSGALP00000014334
ENSTGUP00000005972	ENSGALP00000003177
ENSTGUP00000006740	ENSGALP00000021682
ENSTGUP00000001670	ENSGALP00000030727
ENSTGUP00000017690	ENSGALP00000023561
ENSTGUP00000009727	ENSGALP00000011063
ENSTGUP00000006916	ENSGALP00000006848
ENSTGUP00000001345	ENSGALP00000042075
ENSTGUP00000007815	ENSGALP00000042359
ENSTGUP00000009701	ENSGALP00000010643
ENSTGUP00000011875	ENSGALP00000021026
ENSTGUP00000001064	ENSGALP00000003054
ENSTGUP00000005303	ENSGALP00000008437
ENSTGUP00000012543	ENSGALP00000022778
ENSTGUP00000000947	ENSGALP00000000720
ENSTGUP00000013462	ENSGALP00000026490
ENSTGUP00000004563	ENSGALP00000038574
ENSTGUP00000011693	ENSGALP00000020194
ENSTGUP00000011720	ENSGALP00000027620
ENSTGUP00000009623	ENSGALP00000011881
ENSTGUP00000003753	ENSGALP00000004504
ENSTGUP00000009137	ENSGALP00000011538
ENSTGUP00000010983	ENSGALP00000037001
ENSTGUP00000007228	ENSGALP00000008781
ENSTGUP00000016079	ENSGALP00000043362
ENSTGUP00000008976	ENSGALP00000023048
ENSTGUP00000010393	ENSGALP00000042335
ENSTGUP00000005477	ENSGALP00000004845
ENSTGUP00000012184	ENSGALP00000023941
ENSTGUP00000003429	ENSGALP00000033996
ENSTGUP00000001952	ENSGALP00000019528
ENSTGUP00000012017	ENSGALP00000025375
ENSTGUP00000012023	ENSGALP00000025381
ENSTGUP00000012022	ENSGALP00000025382
ENSTGUP00000005299	ENSGALP00000042314
ENSTGUP00000005320	ENSGALP00000008533
ENSTGUP00000013653	ENSGALP00000023586
ENSTGUP00000013883	ENSGALP00000025419
ENSTGUP00000000743	ENSGALP00000002088
ENSTGUP00000000732	ENSGALP00000002138
ENSTGUP00000009839	ENSGALP00000011941
ENSTGUP00000006081	ENSGALP00000015577
ENSTGUP00000013885	ENSGALP00000025424
ENSTGUP00000009471	ENSGALP00000008559
ENSTGUP00000002907	ENSGALP00000023740
ENSTGUP00000000352	ENSGALP00000002345
ENSTGUP00000001149	ENSGALP00000009639
ENSTGUP00000016958	ENSGALP00000007126
ENSTGUP00000009067	ENSGALP00000011434
ENSTGUP00000000384	ENSGALP00000000206
ENSTGUP00000013208	ENSGALP00000026223
ENSTGUP00000004210	ENSGALP00000006805
ENSTGUP00000004205	ENSGALP00000017065
ENSTGUP00000013002	ENSGALP00000026061
ENSTGUP00000013114	ENSGALP00000026012
ENSTGUP00000013113	ENSGALP00000036264
ENSTGUP00000008321	ENSGALP00000039205
ENSTGUP00000001628	ENSGALP00000039315
ENSTGUP00000002808	ENSGALP00000013531
ENSTGUP00000013670	ENSGALP00000023439
ENSTGUP00000007022	ENSGALP00000007692
ENSTGUP00000009856	ENSGALP00000022449
ENSTGUP00000000746	ENSGALP00000010486
ENSTGUP00000006162	ENSGALP00000041653
ENSTGUP00000003864	ENSGALP00000002547
ENSTGUP00000012777	ENSGALP00000036849
ENSTGUP00000005148	ENSGALP00000008307
ENSTGUP00000006581	ENSGALP00000011096
ENSTGUP00000006159	ENSGALP00000004011
ENSTGUP00000017107	ENSGALP00000035064
ENSTGUP00000001601	ENSGALP00000015687
ENSTGUP00000011323	ENSGALP00000043268
ENSTGUP00000004257	ENSGALP00000013432
ENSTGUP00000009053	ENSGALP00000027157
ENSTGUP00000008461	ENSGALP00000004912
ENSTGUP00000007987	ENSGALP00000009317
ENSTGUP00000004391	ENSGALP00000013202
ENSTGUP00000009021	ENSGALP00000027146
ENSTGUP00000010520	ENSGALP00000030293
ENSTGUP00000003132	ENSGALP00000018243
ENSTGUP00000010744	ENSGALP00000038357
ENSTGUP00000003518	ENSGALP00000042596
ENSTGUP00000004137	ENSGALP00000018843
ENSTGUP00000003869	ENSGALP00000006240
ENSTGUP00000001718	ENSGALP00000017302
ENSTGUP00000008055	ENSGALP00000017321
ENSTGUP00000000067	ENSGALP00000000554
ENSTGUP00000005723	ENSGALP00000003563
ENSTGUP00000005739	ENSGALP00000003540
ENSTGUP00000008175	ENSGALP00000015775
ENSTGUP00000000422	ENSGALP00000043413
ENSTGUP00000006108	ENSGALP00000024036
ENSTGUP00000002658	ENSGALP00000000899
ENSTGUP00000006747	ENSGALP00000010104
ENSTGUP00000013044	ENSGALP00000043444
ENSTGUP00000012806	ENSGALP00000026353
ENSTGUP00000013568	ENSGALP00000026557
ENSTGUP00000009924	ENSGALP00000012225
ENSTGUP00000005370	ENSGALP00000019897
ENSTGUP00000008227	ENSGALP00000009588
ENSTGUP00000000274	ENSGALP00000008470
ENSTGUP00000001527	ENSGALP00000034499
ENSTGUP00000016280	ENSGALP00000042558
ENSTGUP00000001523	ENSGALP00000028327
ENSTGUP00000014004	ENSGALP00000029794
ENSTGUP00000004754	ENSGALP00000020720
ENSTGUP00000015263	ENSGALP00000003327
ENSTGUP00000009859	ENSGALP00000036540
ENSTGUP00000010250	ENSGALP00000012413
ENSTGUP00000013499	ENSGALP00000026514
ENSTGUP00000001300	ENSGALP00000006059
ENSTGUP00000013431	ENSGALP00000036116
ENSTGUP00000017629	ENSGALP00000005647
ENSTGUP00000012452	ENSGALP00000021767
ENSTGUP00000005220	ENSGALP00000005363
ENSTGUP00000011727	ENSGALP00000022413
ENSTGUP00000011701	ENSGALP00000015636
ENSTGUP00000011861	ENSGALP00000043249
ENSTGUP00000000639	ENSGALP00000005930
ENSTGUP00000015749	ENSGALP00000042547
ENSTGUP00000004920	ENSGALP00000005435
ENSTGUP00000004659	ENSGALP00000000480
ENSTGUP00000010644	ENSGALP00000025121
ENSTGUP00000011033	ENSGALP00000038251
ENSTGUP00000000209	ENSGALP00000002155
ENSTGUP00000011268	ENSGALP00000025693
ENSTGUP00000004282	ENSGALP00000000638
ENSTGUP00000008643	ENSGALP00000042846
ENSTGUP00000011339	ENSGALP00000025751
ENSTGUP00000013931	ENSGALP00000036052
ENSTGUP00000012837	ENSGALP00000025470
ENSTGUP00000012981	ENSGALP00000025570
ENSTGUP00000001479	ENSGALP00000001192
ENSTGUP00000002855	ENSGALP00000023727
ENSTGUP00000000700	ENSGALP00000010269
ENSTGUP00000018242	ENSGALP00000024372
ENSTGUP00000003745	ENSGALP00000042614
ENSTGUP00000015973	ENSGALP00000043313
ENSTGUP00000002003	ENSGALP00000028046
ENSTGUP00000018189	ENSGALP00000031881
ENSTGUP00000013048	ENSGALP00000018030
ENSTGUP00000003187	ENSGALP00000009540
ENSTGUP00000009102	ENSGALP00000039673
ENSTGUP00000004678	ENSGALP00000039455
ENSTGUP00000007163	ENSGALP00000008266
ENSTGUP00000001921	ENSGALP00000019565
ENSTGUP00000001181	ENSGALP00000040869
ENSTGUP00000017563	ENSGALP00000000547
ENSTGUP00000009861	ENSGALP00000021337
ENSTGUP00000011383	ENSGALP00000021613
ENSTGUP00000009662	ENSGALP00000037260
ENSTGUP00000009570	ENSGALP00000042501
ENSTGUP00000009568	ENSGALP00000021742
ENSTGUP00000018172	ENSGALP00000017847
ENSTGUP00000017969	ENSGALP00000036785
ENSTGUP00000014810	ENSGALP00000017845
ENSTGUP00000013025	ENSGALP00000017841
ENSTGUP00000013023	ENSGALP00000017850
ENSTGUP00000009056	ENSGALP00000002121
ENSTGUP00000005918	ENSGALP00000004753
ENSTGUP00000005899	ENSGALP00000004719
ENSTGUP00000007198	ENSGALP00000011922
ENSTGUP00000007531	ENSGALP00000007454
ENSTGUP00000004071	ENSGALP00000008056
ENSTGUP00000011722	ENSGALP00000015708
ENSTGUP00000004549	ENSGALP00000019106
ENSTGUP00000011759	ENSGALP00000004548
ENSTGUP00000001562	ENSGALP00000015482
ENSTGUP00000009944	ENSGALP00000011441
ENSTGUP00000000659	ENSGALP00000002364
ENSTGUP00000004905	ENSGALP00000006144
ENSTGUP00000005421	ENSGALP00000015057
ENSTGUP00000002358	ENSGALP00000014886
ENSTGUP00000007347	ENSGALP00000022098
ENSTGUP00000012390	ENSGALP00000027462
ENSTGUP00000005441	ENSGALP00000015063
ENSTGUP00000017680	ENSGALP00000006813
ENSTGUP00000007699	ENSGALP00000001360
ENSTGUP00000002824	ENSGALP00000013507
ENSTGUP00000002327	ENSGALP00000034387
ENSTGUP00000015435	ENSGALP00000026741
ENSTGUP00000007056	ENSGALP00000041591
ENSTGUP00000012576	ENSGALP00000025868
ENSTGUP00000013276	ENSGALP00000026291
ENSTGUP00000003174	ENSGALP00000005653
ENSTGUP00000013143	ENSGALP00000035639
ENSTGUP00000000086	ENSGALP00000000875
ENSTGUP00000003351	ENSGALP00000011509
ENSTGUP00000017705	ENSGALP00000042383
ENSTGUP00000004877	ENSGALP00000018902
ENSTGUP00000012602	ENSGALP00000022686
ENSTGUP00000001014	ENSGALP00000043468
ENSTGUP00000010191	ENSGALP00000011140
ENSTGUP00000009994	ENSGALP00000008237
ENSTGUP00000012237	ENSGALP00000025664
ENSTGUP00000006907	ENSGALP00000038582
ENSTGUP00000004759	ENSGALP00000018974
ENSTGUP00000001912	ENSGALP00000020091
ENSTGUP00000006805	ENSGALP00000007511
ENSTGUP00000000823	ENSGALP00000024396
ENSTGUP00000009166	ENSGALP00000011537
ENSTGUP00000006384	ENSGALP00000033786
ENSTGUP00000011870	ENSGALP00000022601
ENSTGUP00000017604	ENSGALP00000005520
ENSTGUP00000001372	ENSGALP00000013377
ENSTGUP00000014518	ENSGALP00000016585
ENSTGUP00000003209	ENSGALP00000009566
ENSTGUP00000007814	ENSGALP00000037723
ENSTGUP00000006711	ENSGALP00000006742
ENSTGUP00000007526	ENSGALP00000005627
ENSTGUP00000000960	ENSGALP00000009080
ENSTGUP00000013022	ENSGALP00000021166
ENSTGUP00000004414	ENSGALP00000007775
ENSTGUP00000004339	ENSGALP00000007859
ENSTGUP00000013030	ENSGALP00000021160
ENSTGUP00000009142	ENSGALP00000041671
ENSTGUP00000008616	ENSGALP00000010357
ENSTGUP00000013656	ENSGALP00000026867
ENSTGUP00000000956	ENSGALP00000000778
ENSTGUP00000005904	ENSGALP00000041824
ENSTGUP00000007589	ENSGALP00000016600
ENSTGUP00000007599	ENSGALP00000016601
ENSTGUP00000005465	ENSGALP00000006839
ENSTGUP00000011929	ENSGALP00000035875
ENSTGUP00000011936	ENSGALP00000035874
ENSTGUP00000003307	ENSGALP00000020515
ENSTGUP00000010251	ENSGALP00000037394
ENSTGUP00000012056	ENSGALP00000022646
ENSTGUP00000000769	ENSGALP00000002021
ENSTGUP00000010326	ENSGALP00000023784
ENSTGUP00000003552	ENSGALP00000023783
ENSTGUP00000003118	ENSGALP00000039206
ENSTGUP00000006317	ENSGALP00000009285
ENSTGUP00000001036	ENSGALP00000000312
ENSTGUP00000004807	ENSGALP00000018929
ENSTGUP00000008394	ENSGALP00000030359
ENSTGUP00000003408	ENSGALP00000001522
ENSTGUP00000008757	ENSGALP00000037374
ENSTGUP00000002424	ENSGALP00000031614
ENSTGUP00000001034	ENSGALP00000009335
ENSTGUP00000010263	ENSGALP00000027039
ENSTGUP00000004582	ENSGALP00000043217
ENSTGUP00000011761	ENSGALP00000038118
ENSTGUP00000010130	ENSGALP00000022986
ENSTGUP00000010273	ENSGALP00000030305
ENSTGUP00000006704	ENSGALP00000028881
ENSTGUP00000007156	ENSGALP00000016197
ENSTGUP00000000504	ENSGALP00000022141
ENSTGUP00000005392	ENSGALP00000008460
ENSTGUP00000008446	ENSGALP00000009944
ENSTGUP00000002747	ENSGALP00000014318
ENSTGUP00000011468	ENSGALP00000031997
ENSTGUP00000009967	ENSGALP00000012267
ENSTGUP00000012642	ENSGALP00000027397
ENSTGUP00000007711	ENSGALP00000009440
ENSTGUP00000016135	ENSGALP00000005441
ENSTGUP00000002571	ENSGALP00000006510
ENSTGUP00000012958	ENSGALP00000041980
ENSTGUP00000007210	ENSGALP00000008665
ENSTGUP00000004163	ENSGALP00000034153
ENSTGUP00000009917	ENSGALP00000036529
ENSTGUP00000001570	ENSGALP00000002963
ENSTGUP00000011587	ENSGALP00000042946
ENSTGUP00000012968	ENSGALP00000027275
ENSTGUP00000015970	ENSGALP00000042419
ENSTGUP00000008784	ENSGALP00000017026
ENSTGUP00000008774	ENSGALP00000017031
ENSTGUP00000004902	ENSGALP00000011703
ENSTGUP00000012970	ENSGALP00000027274
ENSTGUP00000004897	ENSGALP00000014955
ENSTGUP00000011431	ENSGALP00000041905
ENSTGUP00000008180	ENSGALP00000007048
ENSTGUP00000008133	ENSGALP00000007068
ENSTGUP00000007142	ENSGALP00000022001
ENSTGUP00000006176	ENSGALP00000003955
ENSTGUP00000005168	ENSGALP00000008340
ENSTGUP00000017566	ENSGALP00000033262
ENSTGUP00000005306	ENSGALP00000041660
ENSTGUP00000017358	ENSGALP00000004192
ENSTGUP00000007400	ENSGALP00000001568
ENSTGUP00000012818	ENSGALP00000027333
ENSTGUP00000007159	ENSGALP00000030701
ENSTGUP00000011157	ENSGALP00000022555
ENSTGUP00000011609	ENSGALP00000024969
ENSTGUP00000004131	ENSGALP00000037794
ENSTGUP00000015958	ENSGALP00000017998
ENSTGUP00000009849	ENSGALP00000014423
ENSTGUP00000007119	ENSGALP00000019935
ENSTGUP00000016793	ENSGALP00000041167
ENSTGUP00000010419	ENSGALP00000018052
ENSTGUP00000002739	ENSGALP00000023705
ENSTGUP00000002271	ENSGALP00000002570
ENSTGUP00000001814	ENSGALP00000019508
ENSTGUP00000012658	ENSGALP00000024934
ENSTGUP00000007618	ENSGALP00000043021
ENSTGUP00000003710	ENSGALP00000003842
ENSTGUP00000007822	ENSGALP00000009102
ENSTGUP00000013800	ENSGALP00000024300
ENSTGUP00000006572	ENSGALP00000002649
ENSTGUP00000018295	ENSGALP00000007304
ENSTGUP00000007641	ENSGALP00000037868
ENSTGUP00000018121	ENSGALP00000001875
ENSTGUP00000007128	ENSGALP00000001874
ENSTGUP00000007637	ENSGALP00000001370
ENSTGUP00000006879	ENSGALP00000042835
ENSTGUP00000010625	ENSGALP00000013591
ENSTGUP00000010628	ENSGALP00000013506
ENSTGUP00000017449	ENSGALP00000002083
ENSTGUP00000012207	ENSGALP00000023950
ENSTGUP00000013927	ENSGALP00000024929
ENSTGUP00000011655	ENSGALP00000027629
ENSTGUP00000009480	ENSGALP00000022274
ENSTGUP00000009074	ENSGALP00000006464
ENSTGUP00000006163	ENSGALP00000015567
ENSTGUP00000007506	ENSGALP00000008841
ENSTGUP00000007332	ENSGALP00000008876
ENSTGUP00000011657	ENSGALP00000027628
ENSTGUP00000011656	ENSGALP00000035659
ENSTGUP00000002124	ENSGALP00000001471
ENSTGUP00000000247	ENSGALP00000038397
ENSTGUP00000006398	ENSGALP00000018300
ENSTGUP00000001354	ENSGALP00000014150
ENSTGUP00000008938	ENSGALP00000004122
ENSTGUP00000009681	ENSGALP00000017469
ENSTGUP00000012151	ENSGALP00000015989
ENSTGUP00000001796	ENSGALP00000042012
ENSTGUP00000012624	ENSGALP00000024847
ENSTGUP00000013858	ENSGALP00000025484
ENSTGUP00000001636	ENSGALP00000003269
ENSTGUP00000000447	ENSGALP00000041189
ENSTGUP00000002998	ENSGALP00000001774
ENSTGUP00000005810	ENSGALP00000002910
ENSTGUP00000003214	ENSGALP00000016913
ENSTGUP00000005705	ENSGALP00000015306
ENSTGUP00000000757	ENSGALP00000006483
ENSTGUP00000013063	ENSGALP00000027694
ENSTGUP00000003783	ENSGALP00000013849
ENSTGUP00000015979	ENSGALP00000000148
ENSTGUP00000016008	ENSGALP00000019549
ENSTGUP00000003292	ENSGALP00000001272
ENSTGUP00000002659	ENSGALP00000006553
ENSTGUP00000013719	ENSGALP00000023296
ENSTGUP00000017868	ENSGALP00000006561
ENSTGUP00000012561	ENSGALP00000027411
ENSTGUP00000007864	ENSGALP00000003121
ENSTGUP00000011299	ENSGALP00000027220
ENSTGUP00000013747	ENSGALP00000023798
ENSTGUP00000012871	ENSGALP00000040988
ENSTGUP00000002651	ENSGALP00000039814
ENSTGUP00000005537	ENSGALP00000019818
ENSTGUP00000018082	ENSGALP00000006530
ENSTGUP00000017863	ENSGALP00000031788
ENSTGUP00000002657	ENSGALP00000006528
ENSTGUP00000000899	ENSGALP00000001132
ENSTGUP00000007615	ENSGALP00000005682
ENSTGUP00000009740	ENSGALP00000018703
ENSTGUP00000013832	ENSGALP00000024551
ENSTGUP00000002741	ENSGALP00000006922
ENSTGUP00000013878	ENSGALP00000027949
ENSTGUP00000013877	ENSGALP00000027948
ENSTGUP00000011694	ENSGALP00000016856
ENSTGUP00000005341	ENSGALP00000039217
ENSTGUP00000011683	ENSGALP00000016845
ENSTGUP00000010516	ENSGALP00000010286
ENSTGUP00000008027	ENSGALP00000008462
ENSTGUP00000009282	ENSGALP00000013419
ENSTGUP00000008054	ENSGALP00000038419
ENSTGUP00000010444	ENSGALP00000013565
ENSTGUP00000000990	ENSGALP00000000358
ENSTGUP00000014721	ENSGALP00000002008
ENSTGUP00000000136	ENSGALP00000001050
ENSTGUP00000008388	ENSGALP00000022818
ENSTGUP00000014199	ENSGALP00000022821
ENSTGUP00000015504	ENSGALP00000007936
ENSTGUP00000015304	ENSGALP00000003368
ENSTGUP00000003066	ENSGALP00000001956
ENSTGUP00000012782	ENSGALP00000025399
ENSTGUP00000012780	ENSGALP00000025397
ENSTGUP00000013901	ENSGALP00000023243
ENSTGUP00000009421	ENSGALP00000011415
ENSTGUP00000001482	ENSGALP00000002581
ENSTGUP00000008591	ENSGALP00000022923
ENSTGUP00000010688	ENSGALP00000026977
ENSTGUP00000006491	ENSGALP00000011732
ENSTGUP00000005630	ENSGALP00000015289
ENSTGUP00000006738	ENSGALP00000007885
ENSTGUP00000008406	ENSGALP00000026696
ENSTGUP00000006521	ENSGALP00000017513
ENSTGUP00000010320	ENSGALP00000012644
ENSTGUP00000003951	ENSGALP00000003884
ENSTGUP00000010575	ENSGALP00000010202
ENSTGUP00000013521	ENSGALP00000036432
ENSTGUP00000002277	ENSGALP00000007795
ENSTGUP00000004518	ENSGALP00000024286
ENSTGUP00000009558	ENSGALP00000012108
ENSTGUP00000018239	ENSGALP00000019479
ENSTGUP00000018202	ENSGALP00000019143
ENSTGUP00000004642	ENSGALP00000019144
ENSTGUP00000007277	ENSGALP00000001738
ENSTGUP00000004480	ENSGALP00000003510
ENSTGUP00000018257	ENSGALP00000019474
ENSTGUP00000004633	ENSGALP00000019141
ENSTGUP00000004636	ENSGALP00000019142
ENSTGUP00000008599	ENSGALP00000009521
ENSTGUP00000012021	ENSGALP00000020939
ENSTGUP00000001033	ENSGALP00000003163
ENSTGUP00000001433	ENSGALP00000000209
ENSTGUP00000000021	ENSGALP00000042818
ENSTGUP00000012180	ENSGALP00000020157
ENSTGUP00000009852	ENSGALP00000031194
ENSTGUP00000004650	ENSGALP00000019246
ENSTGUP00000002421	ENSGALP00000042198
ENSTGUP00000007095	ENSGALP00000008174
ENSTGUP00000001910	ENSGALP00000019580
ENSTGUP00000010179	ENSGALP00000036486
ENSTGUP00000012322	ENSGALP00000042300
ENSTGUP00000006926	ENSGALP00000008679
ENSTGUP00000006067	ENSGALP00000038497
ENSTGUP00000003346	ENSGALP00000016484
ENSTGUP00000004116	ENSGALP00000002016
ENSTGUP00000009061	ENSGALP00000041426
ENSTGUP00000001513	ENSGALP00000034151
ENSTGUP00000008687	ENSGALP00000022934
ENSTGUP00000010756	ENSGALP00000029621
ENSTGUP00000006537	ENSGALP00000011765
ENSTGUP00000010737	ENSGALP00000026976
ENSTGUP00000008664	ENSGALP00000022932
ENSTGUP00000001504	ENSGALP00000002606
ENSTGUP00000008625	ENSGALP00000022926
ENSTGUP00000010903	ENSGALP00000013486
ENSTGUP00000016176	ENSGALP00000040865
ENSTGUP00000012223	ENSGALP00000020245
ENSTGUP00000010277	ENSGALP00000011315
ENSTGUP00000013094	ENSGALP00000018818
ENSTGUP00000008033	ENSGALP00000017630
ENSTGUP00000005056	ENSGALP00000037133
ENSTGUP00000005606	ENSGALP00000016512
ENSTGUP00000009572	ENSGALP00000017370
ENSTGUP00000010696	ENSGALP00000017869
ENSTGUP00000013518	ENSGALP00000020214
ENSTGUP00000004353	ENSGALP00000019824
ENSTGUP00000012619	ENSGALP00000016869
ENSTGUP00000002953	ENSGALP00000015691
ENSTGUP00000011604	ENSGALP00000042556
ENSTGUP00000013330	ENSGALP00000019234
ENSTGUP00000009130	ENSGALP00000022048
ENSTGUP00000013165	ENSGALP00000027736
ENSTGUP00000002859	ENSGALP00000007301
ENSTGUP00000002663	ENSGALP00000016283
ENSTGUP00000017617	ENSGALP00000042548
ENSTGUP00000013132	ENSGALP00000026022
ENSTGUP00000013098	ENSGALP00000025992
ENSTGUP00000003333	ENSGALP00000036855
ENSTGUP00000000511	ENSGALP00000029335
ENSTGUP00000002862	ENSGALP00000014023
ENSTGUP00000005592	ENSGALP00000014686
ENSTGUP00000011201	ENSGALP00000014021
ENSTGUP00000012280	ENSGALP00000036566
ENSTGUP00000010261	ENSGALP00000017932
ENSTGUP00000000423	ENSGALP00000024493
ENSTGUP00000001342	ENSGALP00000025318
ENSTGUP00000008956	ENSGALP00000011384
ENSTGUP00000000449	ENSGALP00000005655
ENSTGUP00000003194	ENSGALP00000020539
ENSTGUP00000008634	ENSGALP00000010970
ENSTGUP00000009739	ENSGALP00000014591
ENSTGUP00000001965	ENSGALP00000019958
ENSTGUP00000011470	ENSGALP00000004173
ENSTGUP00000001390	ENSGALP00000014220
ENSTGUP00000010763	ENSGALP00000013635
ENSTGUP00000006606	ENSGALP00000015959
ENSTGUP00000001148	ENSGALP00000001187
ENSTGUP00000006447	ENSGALP00000009572
ENSTGUP00000012264	ENSGALP00000016217
ENSTGUP00000008407	ENSGALP00000009890
ENSTGUP00000002851	ENSGALP00000018112
ENSTGUP00000004117	ENSGALP00000000183
ENSTGUP00000002255	ENSGALP00000042274
ENSTGUP00000008276	ENSGALP00000012034
ENSTGUP00000012355	ENSGALP00000024172
ENSTGUP00000011804	ENSGALP00000025085
ENSTGUP00000007943	ENSGALP00000038918
ENSTGUP00000012698	ENSGALP00000021444
ENSTGUP00000013857	ENSGALP00000027908
ENSTGUP00000000539	ENSGALP00000038088
ENSTGUP00000003375	ENSGALP00000039883
ENSTGUP00000007472	ENSGALP00000017912
ENSTGUP00000007354	ENSGALP00000017960
ENSTGUP00000003476	ENSGALP00000017914
ENSTGUP00000001207	ENSGALP00000001033
ENSTGUP00000007215	ENSGALP00000008367
ENSTGUP00000010533	ENSGALP00000019769
ENSTGUP00000009424	ENSGALP00000012318
ENSTGUP00000007125	ENSGALP00000035486
ENSTGUP00000007675	ENSGALP00000009390
ENSTGUP00000012617	ENSGALP00000027400
ENSTGUP00000010063	ENSGALP00000012437
ENSTGUP00000000268	ENSGALP00000012625
ENSTGUP00000013801	ENSGALP00000040947
ENSTGUP00000007381	ENSGALP00000008142
ENSTGUP00000010916	ENSGALP00000017509
ENSTGUP00000012007	ENSGALP00000015685
ENSTGUP00000011897	ENSGALP00000020999
ENSTGUP00000010967	ENSGALP00000013605
ENSTGUP00000004296	ENSGALP00000007873
ENSTGUP00000009192	ENSGALP00000007040
ENSTGUP00000008047	ENSGALP00000008286
ENSTGUP00000008002	ENSGALP00000010135
ENSTGUP00000008828	ENSGALP00000026779
ENSTGUP00000011111	ENSGALP00000026809
ENSTGUP00000000907	ENSGALP00000008997
ENSTGUP00000001894	ENSGALP00000019587
ENSTGUP00000003948	ENSGALP00000037820
ENSTGUP00000005001	ENSGALP00000018862
ENSTGUP00000002833	ENSGALP00000004930
ENSTGUP00000005926	ENSGALP00000014816
ENSTGUP00000006930	ENSGALP00000037893
ENSTGUP00000006958	ENSGALP00000014437
ENSTGUP00000005085	ENSGALP00000001622
ENSTGUP00000005097	ENSGALP00000039637
ENSTGUP00000004798	ENSGALP00000004032
ENSTGUP00000007370	ENSGALP00000001637
ENSTGUP00000011307	ENSGALP00000036714
ENSTGUP00000007912	ENSGALP00000026589
ENSTGUP00000007089	ENSGALP00000043092
ENSTGUP00000003444	ENSGALP00000011319
ENSTGUP00000002726	ENSGALP00000015286
ENSTGUP00000005325	ENSGALP00000038134
ENSTGUP00000005321	ENSGALP00000015018
ENSTGUP00000007476	ENSGALP00000013260
ENSTGUP00000009313	ENSGALP00000028126
ENSTGUP00000009311	ENSGALP00000043467
ENSTGUP00000008496	ENSGALP00000035830
ENSTGUP00000009728	ENSGALP00000018787
ENSTGUP00000009381	ENSGALP00000014983
ENSTGUP00000009024	ENSGALP00000010688
ENSTGUP00000012705	ENSGALP00000036646
ENSTGUP00000008739	ENSGALP00000038821
ENSTGUP00000008928	ENSGALP00000015199
ENSTGUP00000000609	ENSGALP00000027964
ENSTGUP00000011709	ENSGALP00000019976
ENSTGUP00000010518	ENSGALP00000017905
ENSTGUP00000004123	ENSGALP00000033314
ENSTGUP00000011997	ENSGALP00000020950
ENSTGUP00000008856	ENSGALP00000009104
ENSTGUP00000012740	ENSGALP00000025101
ENSTGUP00000010654	ENSGALP00000009583
ENSTGUP00000012146	ENSGALP00000025571
ENSTGUP00000003767	ENSGALP00000002915
ENSTGUP00000004922	ENSGALP00000001487
ENSTGUP00000013106	ENSGALP00000027710
ENSTGUP00000004749	ENSGALP00000003874
ENSTGUP00000013117	ENSGALP00000027716
ENSTGUP00000013109	ENSGALP00000041145
ENSTGUP00000000996	ENSGALP00000009176
ENSTGUP00000007975	ENSGALP00000022531
ENSTGUP00000008023	ENSGALP00000009175
ENSTGUP00000000985	ENSGALP00000009178
ENSTGUP00000010939	ENSGALP00000001710
ENSTGUP00000000448	ENSGALP00000025286
ENSTGUP00000005127	ENSGALP00000005237
ENSTGUP00000011617	ENSGALP00000037940
ENSTGUP00000005852	ENSGALP00000012356
ENSTGUP00000012008	ENSGALP00000027556
ENSTGUP00000007901	ENSGALP00000022522
ENSTGUP00000001030	ENSGALP00000009174
ENSTGUP00000002646	ENSGALP00000016290
ENSTGUP00000006366	ENSGALP00000012962
ENSTGUP00000001893	ENSGALP00000019616
