ENSLOCP00000011371	ENSDARP00000122973
ENSLOCP00000019449	ENSDARP00000122572
ENSLOCP00000019194	ENSDARP00000060258
ENSLOCP00000012665	ENSDARP00000046003
ENSLOCP00000012665	ENSDARP00000094209
ENSLOCP00000001288	ENSDARP00000095904
ENSLOCP00000009009	ENSDARP00000100047
ENSLOCP00000005720	ENSDARP00000090653
ENSLOCP00000018130	ENSDARP00000012233
ENSLOCP00000009453	ENSDARP00000110057
ENSLOCP00000016005	ENSDARP00000105032
ENSLOCP00000011229	ENSDARP00000089165
ENSLOCP00000009611	ENSDARP00000083057
ENSLOCP00000009611	ENSDARP00000073550
ENSLOCP00000003549	ENSDARP00000004838
ENSLOCP00000004361	ENSDARP00000054025
ENSLOCP00000010853	ENSDARP00000108621
ENSLOCP00000011260	ENSDARP00000053221
ENSLOCP00000021091	ENSDARP00000101430
ENSLOCP00000008141	ENSDARP00000095430
ENSLOCP00000003370	ENSDARP00000004695
ENSLOCP00000011100	ENSDARP00000082893
ENSLOCP00000005633	ENSDARP00000101769
ENSLOCP00000007938	ENSDARP00000069169
ENSLOCP00000012441	ENSDARP00000040945
ENSLOCP00000013978	ENSDARP00000114595
ENSLOCP00000015878	ENSDARP00000121325
ENSLOCP00000000364	ENSDARP00000084514
ENSLOCP00000000364	ENSDARP00000101162
ENSLOCP00000017653	ENSDARP00000116301
ENSLOCP00000019201	ENSDARP00000098457
ENSLOCP00000015563	ENSDARP00000101537
ENSLOCP00000015563	ENSDARP00000111243
ENSLOCP00000014463	ENSDARP00000088434
ENSLOCP00000001706	ENSDARP00000108130
ENSLOCP00000016629	ENSDARP00000059964
ENSLOCP00000020258	ENSDARP00000111122
ENSLOCP00000017657	ENSDARP00000015477
ENSLOCP00000017635	ENSDARP00000046862
ENSLOCP00000020247	ENSDARP00000053124
ENSLOCP00000013395	ENSDARP00000028248
ENSLOCP00000013395	ENSDARP00000046497
ENSLOCP00000017774	ENSDARP00000022438
ENSLOCP00000017774	ENSDARP00000119336
ENSLOCP00000019743	ENSDARP00000019469
ENSLOCP00000013720	ENSDARP00000082096
ENSLOCP00000014476	ENSDARP00000123992
ENSLOCP00000013609	ENSDARP00000116871
ENSLOCP00000013609	ENSDARP00000094346
ENSLOCP00000017876	ENSDARP00000067827
ENSLOCP00000019767	ENSDARP00000116486
ENSLOCP00000019767	ENSDARP00000067969
ENSLOCP00000009839	ENSDARP00000120486
ENSLOCP00000013043	ENSDARP00000042059
ENSLOCP00000012496	ENSDARP00000069915
ENSLOCP00000007532	ENSDARP00000100998
ENSLOCP00000009154	ENSDARP00000076900
ENSLOCP00000018973	ENSDARP00000106304
ENSLOCP00000003248	ENSDARP00000103432
ENSLOCP00000008282	ENSDARP00000128585
ENSLOCP00000008282	ENSDARP00000119636
ENSLOCP00000012981	ENSDARP00000083665
ENSLOCP00000012981	ENSDARP00000083667
ENSLOCP00000018773	ENSDARP00000024612
ENSLOCP00000006121	ENSDARP00000035851
ENSLOCP00000005497	ENSDARP00000123704
ENSLOCP00000015729	ENSDARP00000089128
ENSLOCP00000016595	ENSDARP00000120278
ENSLOCP00000010823	ENSDARP00000079780
ENSLOCP00000016303	ENSDARP00000022311
ENSLOCP00000009529	ENSDARP00000127693
ENSLOCP00000018122	ENSDARP00000128494
ENSLOCP00000019969	ENSDARP00000087254
ENSLOCP00000002954	ENSDARP00000094084
ENSLOCP00000002671	ENSDARP00000074330
ENSLOCP00000012359	ENSDARP00000099662
ENSLOCP00000004633	ENSDARP00000066177
ENSLOCP00000005355	ENSDARP00000085685
ENSLOCP00000011887	ENSDARP00000057215
ENSLOCP00000001819	ENSDARP00000072486
ENSLOCP00000005172	ENSDARP00000096964
ENSLOCP00000016402	ENSDARP00000107907
ENSLOCP00000016402	ENSDARP00000111604
ENSLOCP00000020834	ENSDARP00000108708
ENSLOCP00000018632	ENSDARP00000007758
ENSLOCP00000011096	ENSDARP00000100870
ENSLOCP00000011096	ENSDARP00000045092
ENSLOCP00000003309	ENSDARP00000071913
ENSLOCP00000002712	ENSDARP00000039831
ENSLOCP00000002712	ENSDARP00000076901
ENSLOCP00000001533	ENSDARP00000008289
ENSLOCP00000001533	ENSDARP00000024124
ENSLOCP00000012172	ENSDARP00000028046
ENSLOCP00000012172	ENSDARP00000060865
ENSLOCP00000008096	ENSDARP00000111550
ENSLOCP00000009245	ENSDARP00000123002
ENSLOCP00000007060	ENSDARP00000107775
ENSLOCP00000013083	ENSDARP00000061972
ENSLOCP00000013083	ENSDARP00000111880
ENSLOCP00000015359	ENSDARP00000015287
ENSLOCP00000015359	ENSDARP00000108329
ENSLOCP00000015945	ENSDARP00000043929
ENSLOCP00000004596	ENSDARP00000087420
ENSLOCP00000020233	ENSDARP00000063815
ENSLOCP00000020233	ENSDARP00000069324
ENSLOCP00000018309	ENSDARP00000119746
ENSLOCP00000010974	ENSDARP00000008922
ENSLOCP00000010974	ENSDARP00000009284
ENSLOCP00000017610	ENSDARP00000040644
ENSLOCP00000006224	ENSDARP00000071047
ENSLOCP00000020001	ENSDARP00000006324
ENSLOCP00000020001	ENSDARP00000111823
ENSLOCP00000017887	ENSDARP00000025586
ENSLOCP00000021230	ENSDARP00000100352
ENSLOCP00000021231	ENSDARP00000035431
ENSLOCP00000010320	ENSDARP00000067541
ENSLOCP00000010320	ENSDARP00000119931
ENSLOCP00000000640	ENSDARP00000071906
ENSLOCP00000000249	ENSDARP00000098499
ENSLOCP00000008942	ENSDARP00000022232
ENSLOCP00000008942	ENSDARP00000044985
ENSLOCP00000001797	ENSDARP00000102340
ENSLOCP00000014017	ENSDARP00000112911
ENSLOCP00000006359	ENSDARP00000112009
ENSLOCP00000009956	ENSDARP00000102433
ENSLOCP00000009803	ENSDARP00000104437
ENSLOCP00000000514	ENSDARP00000048322
ENSLOCP00000018809	ENSDARP00000079770
ENSLOCP00000009789	ENSDARP00000104903
ENSLOCP00000009789	ENSDARP00000123884
ENSLOCP00000003042	ENSDARP00000108476
ENSLOCP00000009862	ENSDARP00000111657
ENSLOCP00000018098	ENSDARP00000120443
ENSLOCP00000009876	ENSDARP00000117313
ENSLOCP00000009876	ENSDARP00000125030
ENSLOCP00000007729	ENSDARP00000079854
ENSLOCP00000010854	ENSDARP00000054085
ENSLOCP00000020084	ENSDARP00000096529
ENSLOCP00000020422	ENSDARP00000088230
ENSLOCP00000014186	ENSDARP00000100132
ENSLOCP00000014186	ENSDARP00000103378
ENSLOCP00000016677	ENSDARP00000100483
ENSLOCP00000009114	ENSDARP00000098635
ENSLOCP00000006342	ENSDARP00000098662
ENSLOCP00000001585	ENSDARP00000104610
ENSLOCP00000004583	ENSDARP00000053098
ENSLOCP00000005335	ENSDARP00000127719
ENSLOCP00000008164	ENSDARP00000092075
ENSLOCP00000008164	ENSDARP00000088525
ENSLOCP00000009733	ENSDARP00000004657
ENSLOCP00000009733	ENSDARP00000082104
ENSLOCP00000012608	ENSDARP00000063713
ENSLOCP00000011745	ENSDARP00000100259
ENSLOCP00000001263	ENSDARP00000081386
ENSLOCP00000001263	ENSDARP00000119901
ENSLOCP00000004725	ENSDARP00000080377
ENSLOCP00000005271	ENSDARP00000085529
ENSLOCP00000005292	ENSDARP00000107498
ENSLOCP00000016845	ENSDARP00000061927
ENSLOCP00000017213	ENSDARP00000106996
ENSLOCP00000017213	ENSDARP00000007295
ENSLOCP00000015130	ENSDARP00000087991
ENSLOCP00000015130	ENSDARP00000048580
ENSLOCP00000016214	ENSDARP00000122453
ENSLOCP00000006170	ENSDARP00000099184
ENSLOCP00000021402	ENSDARP00000008690
ENSLOCP00000008627	ENSDARP00000032575
ENSLOCP00000018653	ENSDARP00000008134
ENSLOCP00000016964	ENSDARP00000116092
ENSLOCP00000016964	ENSDARP00000124486
ENSLOCP00000003257	ENSDARP00000060050
ENSLOCP00000011816	ENSDARP00000058955
ENSLOCP00000008722	ENSDARP00000051255
ENSLOCP00000020593	ENSDARP00000067389
ENSLOCP00000020593	ENSDARP00000010978
ENSLOCP00000006161	ENSDARP00000089055
ENSLOCP00000021187	ENSDARP00000107705
ENSLOCP00000000414	ENSDARP00000094398
ENSLOCP00000019155	ENSDARP00000067163
ENSLOCP00000013885	ENSDARP00000061534
ENSLOCP00000012657	ENSDARP00000048292
ENSLOCP00000016939	ENSDARP00000059229
ENSLOCP00000016939	ENSDARP00000115520
ENSLOCP00000011137	ENSDARP00000070128
ENSLOCP00000004180	ENSDARP00000031619
ENSLOCP00000016023	ENSDARP00000005897
ENSLOCP00000001144	ENSDARP00000073353
ENSLOCP00000001337	ENSDARP00000123550
ENSLOCP00000003877	ENSDARP00000120790
ENSLOCP00000002741	ENSDARP00000066122
ENSLOCP00000021163	ENSDARP00000092803
ENSLOCP00000011281	ENSDARP00000069007
ENSLOCP00000004278	ENSDARP00000106212
ENSLOCP00000021081	ENSDARP00000056327
ENSLOCP00000003446	ENSDARP00000123230
ENSLOCP00000003446	ENSDARP00000089953
ENSLOCP00000016176	ENSDARP00000066780
ENSLOCP00000020873	ENSDARP00000027516
ENSLOCP00000014531	ENSDARP00000023131
ENSLOCP00000005540	ENSDARP00000037801
ENSLOCP00000009401	ENSDARP00000015545
ENSLOCP00000009401	ENSDARP00000116745
ENSLOCP00000004718	ENSDARP00000004685
ENSLOCP00000015263	ENSDARP00000067536
ENSLOCP00000015263	ENSDARP00000016309
ENSLOCP00000014459	ENSDARP00000096379
ENSLOCP00000014162	ENSDARP00000080256
ENSLOCP00000014162	ENSDARP00000088415
ENSLOCP00000019807	ENSDARP00000085221
ENSLOCP00000019807	ENSDARP00000109863
ENSLOCP00000018374	ENSDARP00000070833
ENSLOCP00000006215	ENSDARP00000106142
ENSLOCP00000019024	ENSDARP00000113533
ENSLOCP00000005976	ENSDARP00000089731
ENSLOCP00000005976	ENSDARP00000041025
ENSLOCP00000020902	ENSDARP00000029101
ENSLOCP00000018051	ENSDARP00000069450
ENSLOCP00000011244	ENSDARP00000117211
ENSLOCP00000009682	ENSDARP00000115808
ENSLOCP00000022341	ENSDARP00000063623
ENSLOCP00000022081	ENSDARP00000013426
ENSLOCP00000022081	ENSDARP00000118364
ENSLOCP00000022319	ENSDARP00000119318
ENSLOCP00000018414	ENSDARP00000065999
ENSLOCP00000018414	ENSDARP00000126515
ENSLOCP00000021832	ENSDARP00000129825
ENSLOCP00000021994	ENSDARP00000071411
ENSLOCP00000000342	ENSDARP00000042973
ENSLOCP00000000342	ENSDARP00000040104
ENSLOCP00000007491	ENSDARP00000105593
ENSLOCP00000007491	ENSDARP00000111235
ENSLOCP00000015665	ENSDARP00000118756
ENSLOCP00000015665	ENSDARP00000008063
ENSLOCP00000003871	ENSDARP00000017590
ENSLOCP00000019762	ENSDARP00000057583
ENSLOCP00000008314	ENSDARP00000071570
ENSLOCP00000001580	ENSDARP00000125072
ENSLOCP00000001580	ENSDARP00000068422
ENSLOCP00000005083	ENSDARP00000110277
ENSLOCP00000003096	ENSDARP00000088030
ENSLOCP00000013378	ENSDARP00000054689
ENSLOCP00000011098	ENSDARP00000057045
ENSLOCP00000013890	ENSDARP00000106786
ENSLOCP00000009254	ENSDARP00000104478
ENSLOCP00000007812	ENSDARP00000104572
ENSLOCP00000011450	ENSDARP00000075996
ENSLOCP00000018212	ENSDARP00000114571
ENSLOCP00000011722	ENSDARP00000070261
ENSLOCP00000011722	ENSDARP00000054330
ENSLOCP00000016277	ENSDARP00000097330
ENSLOCP00000011744	ENSDARP00000046126
ENSLOCP00000011744	ENSDARP00000116281
ENSLOCP00000011675	ENSDARP00000043447
ENSLOCP00000011675	ENSDARP00000128526
ENSLOCP00000015204	ENSDARP00000110404
ENSLOCP00000014549	ENSDARP00000100411
ENSLOCP00000017159	ENSDARP00000129115
ENSLOCP00000017159	ENSDARP00000013211
ENSLOCP00000018211	ENSDARP00000128358
ENSLOCP00000011623	ENSDARP00000055712
ENSLOCP00000016325	ENSDARP00000098939
ENSLOCP00000011578	ENSDARP00000091807
ENSLOCP00000014456	ENSDARP00000106432
ENSLOCP00000013218	ENSDARP00000116046
ENSLOCP00000007350	ENSDARP00000111592
ENSLOCP00000007350	ENSDARP00000043907
ENSLOCP00000006235	ENSDARP00000062414
ENSLOCP00000005926	ENSDARP00000107807
ENSLOCP00000009898	ENSDARP00000003828
ENSLOCP00000002527	ENSDARP00000066984
ENSLOCP00000009941	ENSDARP00000118501
ENSLOCP00000021289	ENSDARP00000056885
ENSLOCP00000009253	ENSDARP00000119870
ENSLOCP00000002417	ENSDARP00000122514
ENSLOCP00000013268	ENSDARP00000097447
ENSLOCP00000013268	ENSDARP00000057639
ENSLOCP00000012308	ENSDARP00000004163
ENSLOCP00000011351	ENSDARP00000050601
ENSLOCP00000000767	ENSDARP00000035525
ENSLOCP00000000767	ENSDARP00000095487
ENSLOCP00000006410	ENSDARP00000116909
ENSLOCP00000014780	ENSDARP00000079238
ENSLOCP00000008652	ENSDARP00000032715
ENSLOCP00000008652	ENSDARP00000023007
ENSLOCP00000008592	ENSDARP00000010414
ENSLOCP00000015356	ENSDARP00000026566
ENSLOCP00000015528	ENSDARP00000009670
ENSLOCP00000002370	ENSDARP00000075931
ENSLOCP00000002892	ENSDARP00000113229
ENSLOCP00000004052	ENSDARP00000031354
ENSLOCP00000010460	ENSDARP00000116244
ENSLOCP00000009072	ENSDARP00000073156
ENSLOCP00000000036	ENSDARP00000115688
ENSLOCP00000011352	ENSDARP00000106018
ENSLOCP00000010746	ENSDARP00000083712
ENSLOCP00000010203	ENSDARP00000083725
ENSLOCP00000010203	ENSDARP00000041093
ENSLOCP00000009660	ENSDARP00000030506
ENSLOCP00000007182	ENSDARP00000098245
ENSLOCP00000003458	ENSDARP00000063040
ENSLOCP00000008854	ENSDARP00000047125
ENSLOCP00000016127	ENSDARP00000108285
ENSLOCP00000007764	ENSDARP00000094436
ENSLOCP00000006749	ENSDARP00000047133
ENSLOCP00000016581	ENSDARP00000046637
ENSLOCP00000016576	ENSDARP00000002263
ENSLOCP00000007664	ENSDARP00000093809
ENSLOCP00000007664	ENSDARP00000067697
ENSLOCP00000016579	ENSDARP00000072915
ENSLOCP00000007680	ENSDARP00000093908
ENSLOCP00000016571	ENSDARP00000004270
ENSLOCP00000014530	ENSDARP00000023754
ENSLOCP00000008561	ENSDARP00000076791
ENSLOCP00000007700	ENSDARP00000093906
ENSLOCP00000007892	ENSDARP00000094289
ENSLOCP00000012707	ENSDARP00000107094
ENSLOCP00000009416	ENSDARP00000002576
ENSLOCP00000001714	ENSDARP00000052852
ENSLOCP00000001714	ENSDARP00000121014
ENSLOCP00000013802	ENSDARP00000095276
ENSLOCP00000013802	ENSDARP00000082090
ENSLOCP00000019818	ENSDARP00000055273
ENSLOCP00000019818	ENSDARP00000030953
ENSLOCP00000012529	ENSDARP00000107251
ENSLOCP00000018505	ENSDARP00000127992
ENSLOCP00000018156	ENSDARP00000007626
ENSLOCP00000018156	ENSDARP00000121690
ENSLOCP00000019660	ENSDARP00000067047
ENSLOCP00000012666	ENSDARP00000100934
ENSLOCP00000019954	ENSDARP00000007770
ENSLOCP00000014065	ENSDARP00000099206
ENSLOCP00000002306	ENSDARP00000098267
ENSLOCP00000004637	ENSDARP00000121691
ENSLOCP00000019523	ENSDARP00000110571
ENSLOCP00000009557	ENSDARP00000072733
ENSLOCP00000009882	ENSDARP00000102729
ENSLOCP00000018667	ENSDARP00000108341
ENSLOCP00000001990	ENSDARP00000058065
ENSLOCP00000001990	ENSDARP00000102233
ENSLOCP00000011156	ENSDARP00000052665
ENSLOCP00000000193	ENSDARP00000087800
ENSLOCP00000000193	ENSDARP00000087797
ENSLOCP00000008135	ENSDARP00000106789
ENSLOCP00000012240	ENSDARP00000086956
ENSLOCP00000009871	ENSDARP00000098243
ENSLOCP00000002691	ENSDARP00000088144
ENSLOCP00000006524	ENSDARP00000017258
ENSLOCP00000016419	ENSDARP00000018458
ENSLOCP00000017539	ENSDARP00000129394
ENSLOCP00000017134	ENSDARP00000093898
ENSLOCP00000014881	ENSDARP00000053699
ENSLOCP00000007601	ENSDARP00000012585
ENSLOCP00000007579	ENSDARP00000055010
ENSLOCP00000020726	ENSDARP00000086848
ENSLOCP00000008634	ENSDARP00000091211
ENSLOCP00000019896	ENSDARP00000127459
ENSLOCP00000018381	ENSDARP00000102050
ENSLOCP00000019177	ENSDARP00000103118
ENSLOCP00000018160	ENSDARP00000034520
ENSLOCP00000021519	ENSDARP00000066197
ENSLOCP00000012016	ENSDARP00000076638
ENSLOCP00000020996	ENSDARP00000107342
ENSLOCP00000005820	ENSDARP00000129090
ENSLOCP00000019203	ENSDARP00000094047
ENSLOCP00000008405	ENSDARP00000072270
ENSLOCP00000012681	ENSDARP00000121090
ENSLOCP00000012664	ENSDARP00000021163
ENSLOCP00000019358	ENSDARP00000048889
ENSLOCP00000021194	ENSDARP00000019931
ENSLOCP00000010351	ENSDARP00000108181
ENSLOCP00000004110	ENSDARP00000104015
ENSLOCP00000004079	ENSDARP00000122524
ENSLOCP00000001857	ENSDARP00000103155
ENSLOCP00000004042	ENSDARP00000084919
ENSLOCP00000020322	ENSDARP00000067496
ENSLOCP00000020968	ENSDARP00000120125
ENSLOCP00000003887	ENSDARP00000124327
ENSLOCP00000005343	ENSDARP00000100380
ENSLOCP00000005343	ENSDARP00000057178
ENSLOCP00000019218	ENSDARP00000120778
ENSLOCP00000012723	ENSDARP00000107664
ENSLOCP00000017569	ENSDARP00000045407
ENSLOCP00000019367	ENSDARP00000045815
ENSLOCP00000021404	ENSDARP00000023063
ENSLOCP00000021404	ENSDARP00000069948
ENSLOCP00000018671	ENSDARP00000040012
ENSLOCP00000011637	ENSDARP00000123466
ENSLOCP00000018233	ENSDARP00000052583
ENSLOCP00000018233	ENSDARP00000106654
ENSLOCP00000016084	ENSDARP00000089204
ENSLOCP00000011890	ENSDARP00000105106
ENSLOCP00000011987	ENSDARP00000079786
ENSLOCP00000021236	ENSDARP00000125689
ENSLOCP00000000973	ENSDARP00000077908
ENSLOCP00000009344	ENSDARP00000109376
ENSLOCP00000012930	ENSDARP00000054058
ENSLOCP00000013611	ENSDARP00000097989
ENSLOCP00000005225	ENSDARP00000096966
ENSLOCP00000018538	ENSDARP00000089210
ENSLOCP00000007781	ENSDARP00000033537
ENSLOCP00000015511	ENSDARP00000063836
ENSLOCP00000014834	ENSDARP00000049284
ENSLOCP00000007841	ENSDARP00000010840
ENSLOCP00000020302	ENSDARP00000111598
ENSLOCP00000020302	ENSDARP00000085584
ENSLOCP00000012243	ENSDARP00000067543
ENSLOCP00000015559	ENSDARP00000020901
ENSLOCP00000007423	ENSDARP00000106446
ENSLOCP00000010682	ENSDARP00000074004
ENSLOCP00000008310	ENSDARP00000129415
ENSLOCP00000013845	ENSDARP00000057558
ENSLOCP00000006678	ENSDARP00000100006
ENSLOCP00000006678	ENSDARP00000089676
ENSLOCP00000011228	ENSDARP00000023241
ENSLOCP00000011228	ENSDARP00000104095
ENSLOCP00000016097	ENSDARP00000112078
ENSLOCP00000000972	ENSDARP00000036300
ENSLOCP00000011478	ENSDARP00000092039
ENSLOCP00000014902	ENSDARP00000110942
ENSLOCP00000003495	ENSDARP00000120821
ENSLOCP00000005286	ENSDARP00000128403
ENSLOCP00000008374	ENSDARP00000017757
ENSLOCP00000016739	ENSDARP00000124781
ENSLOCP00000019486	ENSDARP00000002818
ENSLOCP00000016231	ENSDARP00000054650
ENSLOCP00000004525	ENSDARP00000119367
ENSLOCP00000015059	ENSDARP00000127320
ENSLOCP00000002037	ENSDARP00000075441
ENSLOCP00000002037	ENSDARP00000071840
ENSLOCP00000017189	ENSDARP00000019867
ENSLOCP00000019603	ENSDARP00000123937
ENSLOCP00000001327	ENSDARP00000097449
ENSLOCP00000012978	ENSDARP00000025519
ENSLOCP00000004330	ENSDARP00000066032
ENSLOCP00000010736	ENSDARP00000091159
ENSLOCP00000001075	ENSDARP00000043880
ENSLOCP00000002479	ENSDARP00000025104
ENSLOCP00000002479	ENSDARP00000076218
ENSLOCP00000001486	ENSDARP00000017839
ENSLOCP00000013935	ENSDARP00000097603
ENSLOCP00000002341	ENSDARP00000059752
ENSLOCP00000014729	ENSDARP00000047467
ENSLOCP00000014729	ENSDARP00000006400
ENSLOCP00000007200	ENSDARP00000059761
ENSLOCP00000015104	ENSDARP00000070635
ENSLOCP00000010998	ENSDARP00000122604
ENSLOCP00000020032	ENSDARP00000082898
ENSLOCP00000015470	ENSDARP00000033828
ENSLOCP00000007962	ENSDARP00000010427
ENSLOCP00000007962	ENSDARP00000032505
ENSLOCP00000004937	ENSDARP00000004030
ENSLOCP00000002872	ENSDARP00000020204
ENSLOCP00000008514	ENSDARP00000008423
ENSLOCP00000018402	ENSDARP00000119767
ENSLOCP00000019562	ENSDARP00000062924
ENSLOCP00000007398	ENSDARP00000105553
ENSLOCP00000007420	ENSDARP00000063358
ENSLOCP00000011128	ENSDARP00000037614
ENSLOCP00000017171	ENSDARP00000098538
ENSLOCP00000017171	ENSDARP00000039036
ENSLOCP00000016749	ENSDARP00000022921
ENSLOCP00000021938	ENSDARP00000102619
ENSLOCP00000022299	ENSDARP00000010424
ENSLOCP00000005964	ENSDARP00000077698
ENSLOCP00000008813	ENSDARP00000066330
ENSLOCP00000008813	ENSDARP00000099154
ENSLOCP00000014205	ENSDARP00000055603
ENSLOCP00000014205	ENSDARP00000012652
ENSLOCP00000001192	ENSDARP00000126473
ENSLOCP00000002584	ENSDARP00000087984
ENSLOCP00000022070	ENSDARP00000124306
ENSLOCP00000009305	ENSDARP00000108420
ENSLOCP00000012187	ENSDARP00000077498
ENSLOCP00000021891	ENSDARP00000015418
ENSLOCP00000013791	ENSDARP00000046608
ENSLOCP00000017092	ENSDARP00000127355
ENSLOCP00000017092	ENSDARP00000051549
ENSLOCP00000006677	ENSDARP00000026895
ENSLOCP00000011882	ENSDARP00000048939
ENSLOCP00000010970	ENSDARP00000059227
ENSLOCP00000003662	ENSDARP00000096439
ENSLOCP00000006287	ENSDARP00000068125
ENSLOCP00000013126	ENSDARP00000025827
ENSLOCP00000006842	ENSDARP00000038543
ENSLOCP00000010505	ENSDARP00000003197
ENSLOCP00000016549	ENSDARP00000091100
ENSLOCP00000010563	ENSDARP00000066406
ENSLOCP00000010563	ENSDARP00000127578
ENSLOCP00000007798	ENSDARP00000055499
ENSLOCP00000008551	ENSDARP00000103874
ENSLOCP00000004835	ENSDARP00000097777
ENSLOCP00000016215	ENSDARP00000106594
ENSLOCP00000019588	ENSDARP00000106452
ENSLOCP00000016204	ENSDARP00000005383
ENSLOCP00000019586	ENSDARP00000106341
ENSLOCP00000019772	ENSDARP00000080636
ENSLOCP00000009483	ENSDARP00000073606
ENSLOCP00000000300	ENSDARP00000070784
ENSLOCP00000002400	ENSDARP00000089477
ENSLOCP00000007703	ENSDARP00000117247
ENSLOCP00000003480	ENSDARP00000102758
ENSLOCP00000015342	ENSDARP00000067210
ENSLOCP00000015342	ENSDARP00000124758
ENSLOCP00000006525	ENSDARP00000111210
ENSLOCP00000010717	ENSDARP00000002773
ENSLOCP00000010717	ENSDARP00000124118
ENSLOCP00000019521	ENSDARP00000099643
ENSLOCP00000019521	ENSDARP00000049193
ENSLOCP00000001639	ENSDARP00000119869
ENSLOCP00000001639	ENSDARP00000108709
ENSLOCP00000006657	ENSDARP00000045125
ENSLOCP00000020989	ENSDARP00000006065
ENSLOCP00000013804	ENSDARP00000088783
ENSLOCP00000013804	ENSDARP00000092384
ENSLOCP00000005042	ENSDARP00000098621
ENSLOCP00000018318	ENSDARP00000128285
ENSLOCP00000009934	ENSDARP00000122788
ENSLOCP00000001280	ENSDARP00000006727
ENSLOCP00000008448	ENSDARP00000109337
ENSLOCP00000017815	ENSDARP00000118604
ENSLOCP00000010347	ENSDARP00000102166
ENSLOCP00000010347	ENSDARP00000125736
ENSLOCP00000010455	ENSDARP00000102874
ENSLOCP00000012247	ENSDARP00000079933
ENSLOCP00000004400	ENSDARP00000049892
ENSLOCP00000005442	ENSDARP00000116813
ENSLOCP00000015640	ENSDARP00000099586
ENSLOCP00000009369	ENSDARP00000124315
ENSLOCP00000021325	ENSDARP00000126522
ENSLOCP00000021325	ENSDARP00000057818
ENSLOCP00000008239	ENSDARP00000037399
ENSLOCP00000003220	ENSDARP00000129749
ENSLOCP00000012408	ENSDARP00000105218
ENSLOCP00000012408	ENSDARP00000107572
ENSLOCP00000018230	ENSDARP00000127510
ENSLOCP00000018230	ENSDARP00000088454
ENSLOCP00000002654	ENSDARP00000116598
ENSLOCP00000002654	ENSDARP00000088691
ENSLOCP00000016526	ENSDARP00000118901
ENSLOCP00000006765	ENSDARP00000003163
ENSLOCP00000014374	ENSDARP00000123898
ENSLOCP00000001329	ENSDARP00000099554
ENSLOCP00000009306	ENSDARP00000119989
ENSLOCP00000014180	ENSDARP00000031533
ENSLOCP00000003286	ENSDARP00000060053
ENSLOCP00000011003	ENSDARP00000048900
ENSLOCP00000008693	ENSDARP00000065056
ENSLOCP00000001178	ENSDARP00000101207
ENSLOCP00000010499	ENSDARP00000065932
ENSLOCP00000014054	ENSDARP00000049371
ENSLOCP00000014734	ENSDARP00000023822
ENSLOCP00000003196	ENSDARP00000074455
ENSLOCP00000014687	ENSDARP00000045676
ENSLOCP00000021657	ENSDARP00000105581
ENSLOCP00000022338	ENSDARP00000057865
ENSLOCP00000022352	ENSDARP00000092102
ENSLOCP00000002421	ENSDARP00000127744
ENSLOCP00000002421	ENSDARP00000040541
ENSLOCP00000005338	ENSDARP00000120441
ENSLOCP00000002297	ENSDARP00000026889
ENSLOCP00000002565	ENSDARP00000113203
ENSLOCP00000019259	ENSDARP00000011006
ENSLOCP00000016432	ENSDARP00000110756
ENSLOCP00000017643	ENSDARP00000108063
ENSLOCP00000014166	ENSDARP00000106489
ENSLOCP00000014199	ENSDARP00000073024
ENSLOCP00000021932	ENSDARP00000026490
ENSLOCP00000021623	ENSDARP00000023642
ENSLOCP00000015929	ENSDARP00000089629
ENSLOCP00000015929	ENSDARP00000088468
ENSLOCP00000022311	ENSDARP00000122926
ENSLOCP00000008945	ENSDARP00000072768
ENSLOCP00000008945	ENSDARP00000098827
ENSLOCP00000005074	ENSDARP00000010740
ENSLOCP00000005074	ENSDARP00000016874
ENSLOCP00000013547	ENSDARP00000127964
ENSLOCP00000013547	ENSDARP00000116715
ENSLOCP00000007950	ENSDARP00000011755
ENSLOCP00000007950	ENSDARP00000090645
