ENSGALP00000006197	ENSACAP00000005936
ENSGALP00000042574	ENSACAP00000001958
ENSGALP00000017228	ENSACAP00000013114
ENSGALP00000015750	ENSACAP00000005747
ENSGALP00000041755	ENSACAP00000003522
ENSGALP00000004428	ENSACAP00000013219
ENSGALP00000003257	ENSACAP00000019467
ENSGALP00000022226	ENSACAP00000018456
ENSGALP00000001278	ENSACAP00000016401
ENSGALP00000006304	ENSACAP00000008982
ENSGALP00000011891	ENSACAP00000006970
ENSGALP00000003315	ENSACAP00000007780
ENSGALP00000015337	ENSACAP00000016315
ENSGALP00000007222	ENSACAP00000007663
ENSGALP00000016507	ENSACAP00000007153
ENSGALP00000000791	ENSACAP00000004432
ENSGALP00000019877	ENSACAP00000015587
ENSGALP00000017185	ENSACAP00000017151
ENSGALP00000017724	ENSACAP00000013845
ENSGALP00000025956	ENSACAP00000005307
ENSGALP00000011862	ENSACAP00000007360
ENSGALP00000011860	ENSACAP00000008757
ENSGALP00000036802	ENSACAP00000001379
ENSGALP00000011964	ENSACAP00000007291
ENSGALP00000017713	ENSACAP00000010126
ENSGALP00000009792	ENSACAP00000016472
ENSGALP00000033589	ENSACAP00000004704
ENSGALP00000015407	ENSACAP00000016145
ENSGALP00000039237	ENSACAP00000011908
ENSGALP00000020367	ENSACAP00000015872
ENSGALP00000002025	ENSACAP00000017424
ENSGALP00000024779	ENSACAP00000014927
ENSGALP00000019213	ENSACAP00000019512
ENSGALP00000043333	ENSACAP00000012964
ENSGALP00000012648	ENSACAP00000008662
ENSGALP00000022184	ENSACAP00000005996
ENSGALP00000041598	ENSACAP00000002861
ENSGALP00000042868	ENSACAP00000015627
ENSGALP00000042296	ENSACAP00000018405
ENSGALP00000027989	ENSACAP00000003230
ENSGALP00000011672	ENSACAP00000014724
ENSGALP00000027195	ENSACAP00000003192
ENSGALP00000043305	ENSACAP00000011568
ENSGALP00000028746	ENSACAP00000008552
ENSGALP00000036122	ENSACAP00000001237
ENSGALP00000040672	ENSACAP00000016405
ENSGALP00000017695	ENSACAP00000009932
ENSGALP00000027889	ENSACAP00000009260
ENSGALP00000012214	ENSACAP00000015792
ENSGALP00000000204	ENSACAP00000018708
ENSGALP00000038233	ENSACAP00000014781
ENSGALP00000039479	ENSACAP00000005847
ENSGALP00000002242	ENSACAP00000012456
ENSGALP00000037458	ENSACAP00000002840
ENSGALP00000010392	ENSACAP00000003913
ENSGALP00000020897	ENSACAP00000017435
ENSGALP00000009229	ENSACAP00000005329
ENSGALP00000034376	ENSACAP00000006427
ENSGALP00000005336	ENSACAP00000004645
ENSGALP00000024047	ENSACAP00000013881
ENSGALP00000027423	ENSACAP00000013697
ENSGALP00000015528	ENSACAP00000007158
ENSGALP00000041106	ENSACAP00000017139
ENSGALP00000043435	ENSACAP00000008440
ENSGALP00000026271	ENSACAP00000008355
ENSGALP00000041586	ENSACAP00000008838
ENSGALP00000005662	ENSACAP00000000380
ENSGALP00000007421	ENSACAP00000019013
ENSGALP00000023707	ENSACAP00000008785
ENSGALP00000016212	ENSACAP00000013186
ENSGALP00000036878	ENSACAP00000010026
ENSGALP00000018955	ENSACAP00000013140
ENSGALP00000007065	ENSACAP00000014950
ENSGALP00000031005	ENSACAP00000016505
ENSGALP00000007342	ENSACAP00000003256
ENSGALP00000006747	ENSACAP00000009068
ENSGALP00000022571	ENSACAP00000005464
ENSGALP00000033576	ENSACAP00000019106
ENSGALP00000015445	ENSACAP00000004982
ENSGALP00000009512	ENSACAP00000007562
ENSGALP00000037996	ENSACAP00000005002
ENSGALP00000033702	ENSACAP00000015498
ENSGALP00000015084	ENSACAP00000015310
ENSGALP00000004956	ENSACAP00000020315
ENSGALP00000032414	ENSACAP00000018618
ENSGALP00000017343	ENSACAP00000008509
ENSGALP00000005658	ENSACAP00000009092
ENSGALP00000016539	ENSACAP00000003456
ENSGALP00000014306	ENSACAP00000001748
ENSGALP00000012767	ENSACAP00000004406
ENSGALP00000037753	ENSACAP00000014011
ENSGALP00000024564	ENSACAP00000010732
ENSGALP00000040280	ENSACAP00000000097
ENSGALP00000025353	ENSACAP00000006529
ENSGALP00000026083	ENSACAP00000011678
ENSGALP00000002914	ENSACAP00000008260
ENSGALP00000002878	ENSACAP00000008296
ENSGALP00000004169	ENSACAP00000002427
ENSGALP00000027053	ENSACAP00000007258
ENSGALP00000027049	ENSACAP00000007300
ENSGALP00000029598	ENSACAP00000007348
ENSGALP00000021733	ENSACAP00000007276
ENSGALP00000011727	ENSACAP00000000788
ENSGALP00000026211	ENSACAP00000007042
ENSGALP00000027055	ENSACAP00000007224
ENSGALP00000008410	ENSACAP00000006343
ENSGALP00000019747	ENSACAP00000000908
ENSGALP00000008429	ENSACAP00000006503
ENSGALP00000008377	ENSACAP00000006216
ENSGALP00000010609	ENSACAP00000002174
ENSGALP00000008360	ENSACAP00000005977
ENSGALP00000042964	ENSACAP00000016714
ENSGALP00000016362	ENSACAP00000001897
ENSGALP00000018272	ENSACAP00000010491
ENSGALP00000041802	ENSACAP00000001325
ENSGALP00000009064	ENSACAP00000005627
ENSGALP00000000502	ENSACAP00000017643
ENSGALP00000008782	ENSACAP00000004707
ENSGALP00000030808	ENSACAP00000003878
ENSGALP00000004138	ENSACAP00000001103
ENSGALP00000017653	ENSACAP00000016943
ENSGALP00000043179	ENSACAP00000009802
ENSGALP00000008766	ENSACAP00000011228
ENSGALP00000007580	ENSACAP00000001553
ENSGALP00000039406	ENSACAP00000016658
ENSGALP00000019423	ENSACAP00000014881
ENSGALP00000018334	ENSACAP00000013922
ENSGALP00000000498	ENSACAP00000017658
ENSGALP00000036388	ENSACAP00000017322
ENSGALP00000009996	ENSACAP00000000630
ENSGALP00000022994	ENSACAP00000006638
ENSGALP00000015238	ENSACAP00000016649
ENSGALP00000035808	ENSACAP00000010228
ENSGALP00000014949	ENSACAP00000001026
ENSGALP00000006514	ENSACAP00000009469
ENSGALP00000040663	ENSACAP00000016116
ENSGALP00000027414	ENSACAP00000001536
ENSGALP00000023640	ENSACAP00000006975
ENSGALP00000005883	ENSACAP00000008663
ENSGALP00000008847	ENSACAP00000019881
ENSGALP00000011690	ENSACAP00000006182
ENSGALP00000015730	ENSACAP00000015542
ENSGALP00000012212	ENSACAP00000005105
ENSGALP00000007291	ENSACAP00000008577
ENSGALP00000024538	ENSACAP00000017967
ENSGALP00000041903	ENSACAP00000006322
ENSGALP00000042536	ENSACAP00000010695
ENSGALP00000041218	ENSACAP00000006314
ENSGALP00000042679	ENSACAP00000006336
ENSGALP00000037899	ENSACAP00000017632
ENSGALP00000042820	ENSACAP00000006175
ENSGALP00000025553	ENSACAP00000009873
ENSGALP00000002005	ENSACAP00000006480
ENSGALP00000011352	ENSACAP00000007703
ENSGALP00000001477	ENSACAP00000003934
ENSGALP00000020735	ENSACAP00000015808
ENSGALP00000012990	ENSACAP00000001522
ENSGALP00000016151	ENSACAP00000004239
ENSGALP00000019963	ENSACAP00000000640
ENSGALP00000031812	ENSACAP00000001096
ENSGALP00000013895	ENSACAP00000005204
ENSGALP00000011468	ENSACAP00000004157
ENSGALP00000040784	ENSACAP00000000247
ENSGALP00000041102	ENSACAP00000020529
ENSGALP00000042325	ENSACAP00000000285
ENSGALP00000002160	ENSACAP00000000938
ENSGALP00000006880	ENSACAP00000012641
ENSGALP00000027098	ENSACAP00000001241
ENSGALP00000004485	ENSACAP00000005241
ENSGALP00000013224	ENSACAP00000004554
ENSGALP00000021892	ENSACAP00000008776
ENSGALP00000022309	ENSACAP00000011650
ENSGALP00000020268	ENSACAP00000013905
ENSGALP00000013574	ENSACAP00000004828
ENSGALP00000011689	ENSACAP00000010424
ENSGALP00000019148	ENSACAP00000010599
ENSGALP00000041252	ENSACAP00000015159
ENSGALP00000003119	ENSACAP00000001342
ENSGALP00000015873	ENSACAP00000000406
ENSGALP00000001006	ENSACAP00000012227
ENSGALP00000020074	ENSACAP00000007130
ENSGALP00000009481	ENSACAP00000005856
ENSGALP00000034566	ENSACAP00000012530
ENSGALP00000007854	ENSACAP00000014042
ENSGALP00000026711	ENSACAP00000001602
ENSGALP00000002532	ENSACAP00000004498
ENSGALP00000024171	ENSACAP00000003278
ENSGALP00000004550	ENSACAP00000009987
ENSGALP00000010916	ENSACAP00000019006
ENSGALP00000018953	ENSACAP00000003531
ENSGALP00000018877	ENSACAP00000003545
ENSGALP00000018878	ENSACAP00000003332
ENSGALP00000024233	ENSACAP00000010768
ENSGALP00000023133	ENSACAP00000009236
ENSGALP00000019695	ENSACAP00000009556
ENSGALP00000019703	ENSACAP00000009516
ENSGALP00000020835	ENSACAP00000016560
ENSGALP00000022512	ENSACAP00000004605
ENSGALP00000016663	ENSACAP00000001416
ENSGALP00000042397	ENSACAP00000008848
ENSGALP00000005876	ENSACAP00000012511
ENSGALP00000032462	ENSACAP00000010222
ENSGALP00000004283	ENSACAP00000008758
ENSGALP00000039002	ENSACAP00000013097
ENSGALP00000034439	ENSACAP00000002158
ENSGALP00000002761	ENSACAP00000015023
ENSGALP00000024365	ENSACAP00000008989
ENSGALP00000006104	ENSACAP00000002999
ENSGALP00000037982	ENSACAP00000003865
ENSGALP00000024411	ENSACAP00000005188
ENSGALP00000009021	ENSACAP00000008474
ENSGALP00000006535	ENSACAP00000010017
ENSGALP00000013044	ENSACAP00000020234
ENSGALP00000013120	ENSACAP00000001151
ENSGALP00000011045	ENSACAP00000006892
ENSGALP00000027389	ENSACAP00000016141
ENSGALP00000025039	ENSACAP00000016020
ENSGALP00000002154	ENSACAP00000001643
ENSGALP00000042700	ENSACAP00000007029
ENSGALP00000033525	ENSACAP00000004229
ENSGALP00000018392	ENSACAP00000008742
ENSGALP00000032683	ENSACAP00000011054
ENSGALP00000023620	ENSACAP00000002293
ENSGALP00000000432	ENSACAP00000014508
ENSGALP00000007941	ENSACAP00000005193
ENSGALP00000037995	ENSACAP00000002729
ENSGALP00000005983	ENSACAP00000015057
ENSGALP00000026719	ENSACAP00000001564
ENSGALP00000017173	ENSACAP00000008316
ENSGALP00000005747	ENSACAP00000014851
ENSGALP00000017962	ENSACAP00000008774
ENSGALP00000020320	ENSACAP00000007947
ENSGALP00000042237	ENSACAP00000015865
ENSGALP00000021977	ENSACAP00000011235
ENSGALP00000014428	ENSACAP00000013800
ENSGALP00000000882	ENSACAP00000007419
ENSGALP00000009863	ENSACAP00000000044
ENSGALP00000042807	ENSACAP00000003172
ENSGALP00000004061	ENSACAP00000013119
ENSGALP00000014504	ENSACAP00000004867
ENSGALP00000013101	ENSACAP00000014629
ENSGALP00000012263	ENSACAP00000001983
ENSGALP00000014393	ENSACAP00000009272
ENSGALP00000027614	ENSACAP00000002717
ENSGALP00000012635	ENSACAP00000001339
ENSGALP00000022165	ENSACAP00000006099
ENSGALP00000036912	ENSACAP00000016770
ENSGALP00000003662	ENSACAP00000004110
ENSGALP00000019367	ENSACAP00000004032
ENSGALP00000009160	ENSACAP00000014071
ENSGALP00000040889	ENSACAP00000017518
ENSGALP00000042014	ENSACAP00000023484
ENSGALP00000036647	ENSACAP00000017302
ENSGALP00000006186	ENSACAP00000004472
ENSGALP00000004713	ENSACAP00000005533
ENSGALP00000027160	ENSACAP00000013777
ENSGALP00000016534	ENSACAP00000007263
ENSGALP00000005302	ENSACAP00000017684
ENSGALP00000018371	ENSACAP00000000016
ENSGALP00000041857	ENSACAP00000005261
ENSGALP00000032918	ENSACAP00000003626
ENSGALP00000012201	ENSACAP00000014412
ENSGALP00000031791	ENSACAP00000008619
ENSGALP00000027380	ENSACAP00000006501
ENSGALP00000037564	ENSACAP00000010538
ENSGALP00000006787	ENSACAP00000009502
ENSGALP00000043186	ENSACAP00000011558
ENSGALP00000010205	ENSACAP00000014812
ENSGALP00000039865	ENSACAP00000009299
ENSGALP00000011849	ENSACAP00000007336
ENSGALP00000040766	ENSACAP00000010942
ENSGALP00000036958	ENSACAP00000004409
ENSGALP00000041680	ENSACAP00000005831
ENSGALP00000041829	ENSACAP00000010443
ENSGALP00000017495	ENSACAP00000013347
ENSGALP00000041109	ENSACAP00000011438
ENSGALP00000009244	ENSACAP00000005395
ENSGALP00000042091	ENSACAP00000006622
ENSGALP00000024862	ENSACAP00000005481
ENSGALP00000014273	ENSACAP00000004616
ENSGALP00000008804	ENSACAP00000005570
ENSGALP00000016337	ENSACAP00000003266
ENSGALP00000019866	ENSACAP00000007710
ENSGALP00000028053	ENSACAP00000015359
ENSGALP00000005631	ENSACAP00000001785
ENSGALP00000018345	ENSACAP00000011439
ENSGALP00000017876	ENSACAP00000001903
ENSGALP00000012842	ENSACAP00000004454
ENSGALP00000035462	ENSACAP00000013372
ENSGALP00000012817	ENSACAP00000004445
ENSGALP00000040632	ENSACAP00000016782
ENSGALP00000010329	ENSACAP00000009125
ENSGALP00000022379	ENSACAP00000008304
ENSGALP00000038625	ENSACAP00000005127
ENSGALP00000007360	ENSACAP00000005233
ENSGALP00000036103	ENSACAP00000009774
ENSGALP00000000847	ENSACAP00000004067
ENSGALP00000035729	ENSACAP00000015954
ENSGALP00000016244	ENSACAP00000003812
ENSGALP00000041230	ENSACAP00000001181
ENSGALP00000024241	ENSACAP00000001092
ENSGALP00000024147	ENSACAP00000011897
ENSGALP00000023885	ENSACAP00000010019
ENSGALP00000020216	ENSACAP00000021524
ENSGALP00000024509	ENSACAP00000000778
ENSGALP00000014458	ENSACAP00000006379
ENSGALP00000018481	ENSACAP00000004233
ENSGALP00000039169	ENSACAP00000009958
ENSGALP00000020165	ENSACAP00000017185
ENSGALP00000029065	ENSACAP00000003644
ENSGALP00000026014	ENSACAP00000023116
ENSGALP00000026682	ENSACAP00000002509
ENSGALP00000017948	ENSACAP00000008587
ENSGALP00000043177	ENSACAP00000008443
ENSGALP00000037587	ENSACAP00000003850
ENSGALP00000015995	ENSACAP00000000424
ENSGALP00000040675	ENSACAP00000011648
ENSGALP00000021453	ENSACAP00000009627
ENSGALP00000006993	ENSACAP00000004598
ENSGALP00000036433	ENSACAP00000014878
ENSGALP00000003752	ENSACAP00000007062
ENSGALP00000027196	ENSACAP00000003252
ENSGALP00000012130	ENSACAP00000009492
ENSGALP00000011559	ENSACAP00000006839
ENSGALP00000042734	ENSACAP00000017682
ENSGALP00000022314	ENSACAP00000011803
ENSGALP00000007657	ENSACAP00000001633
ENSGALP00000018148	ENSACAP00000012065
ENSGALP00000017656	ENSACAP00000011501
ENSGALP00000000518	ENSACAP00000016529
ENSGALP00000019200	ENSACAP00000010116
ENSGALP00000040088	ENSACAP00000010233
ENSGALP00000010766	ENSACAP00000003250
ENSGALP00000021624	ENSACAP00000015361
ENSGALP00000013731	ENSACAP00000017318
ENSGALP00000008791	ENSACAP00000005680
ENSGALP00000043351	ENSACAP00000017283
ENSGALP00000019951	ENSACAP00000009487
ENSGALP00000040481	ENSACAP00000014626
ENSGALP00000011057	ENSACAP00000019442
ENSGALP00000024023	ENSACAP00000009130
ENSGALP00000005839	ENSACAP00000014899
ENSGALP00000018888	ENSACAP00000012256
ENSGALP00000041657	ENSACAP00000005417
ENSGALP00000025604	ENSACAP00000004553
ENSGALP00000042601	ENSACAP00000008572
ENSGALP00000019904	ENSACAP00000002277
ENSGALP00000018144	ENSACAP00000012795
ENSGALP00000036437	ENSACAP00000010148
ENSGALP00000002355	ENSACAP00000008930
ENSGALP00000015773	ENSACAP00000001554
ENSGALP00000007666	ENSACAP00000004258
ENSGALP00000021793	ENSACAP00000002700
ENSGALP00000040163	ENSACAP00000006467
ENSGALP00000024270	ENSACAP00000004488
ENSGALP00000024401	ENSACAP00000017583
ENSGALP00000013056	ENSACAP00000015541
ENSGALP00000024265	ENSACAP00000004434
ENSGALP00000029057	ENSACAP00000003325
ENSGALP00000016399	ENSACAP00000014184
ENSGALP00000038316	ENSACAP00000011338
ENSGALP00000020995	ENSACAP00000021073
ENSGALP00000009844	ENSACAP00000011981
ENSGALP00000030174	ENSACAP00000008279
ENSGALP00000025082	ENSACAP00000002238
ENSGALP00000008285	ENSACAP00000009510
ENSGALP00000036990	ENSACAP00000005878
ENSGALP00000015942	ENSACAP00000013822
ENSGALP00000040459	ENSACAP00000008352
ENSGALP00000015875	ENSACAP00000008165
ENSGALP00000022919	ENSACAP00000016699
ENSGALP00000004225	ENSACAP00000022810
ENSGALP00000024531	ENSACAP00000010447
ENSGALP00000026052	ENSACAP00000022239
ENSGALP00000000421	ENSACAP00000021769
ENSGALP00000015923	ENSACAP00000000556
ENSGALP00000038658	ENSACAP00000002109
ENSGALP00000030301	ENSACAP00000009534
ENSGALP00000023838	ENSACAP00000009371
ENSGALP00000042328	ENSACAP00000008237
ENSGALP00000034335	ENSACAP00000005225
ENSGALP00000032005	ENSACAP00000003613
ENSGALP00000007365	ENSACAP00000017248
ENSGALP00000035838	ENSACAP00000003770
ENSGALP00000027960	ENSACAP00000014004
ENSGALP00000022061	ENSACAP00000006882
ENSGALP00000006868	ENSACAP00000018110
ENSGALP00000027797	ENSACAP00000014512
ENSGALP00000019273	ENSACAP00000011470
ENSGALP00000014116	ENSACAP00000012605
ENSGALP00000006457	ENSACAP00000009926
ENSGALP00000010536	ENSACAP00000010358
ENSGALP00000021425	ENSACAP00000001690
ENSGALP00000013793	ENSACAP00000013978
ENSGALP00000042129	ENSACAP00000010383
ENSGALP00000021815	ENSACAP00000007545
ENSGALP00000009191	ENSACAP00000001615
ENSGALP00000007402	ENSACAP00000022434
ENSGALP00000018429	ENSACAP00000012389
ENSGALP00000001929	ENSACAP00000022577
ENSGALP00000035469	ENSACAP00000007468
ENSGALP00000040723	ENSACAP00000008581
ENSGALP00000004559	ENSACAP00000001515
ENSGALP00000004560	ENSACAP00000001275
ENSGALP00000017297	ENSACAP00000002894
ENSGALP00000007639	ENSACAP00000017507
ENSGALP00000022294	ENSACAP00000015805
ENSGALP00000035900	ENSACAP00000012841
ENSGALP00000013109	ENSACAP00000003966
ENSGALP00000040047	ENSACAP00000004633
ENSGALP00000018042	ENSACAP00000000779
ENSGALP00000015988	ENSACAP00000001039
ENSGALP00000010239	ENSACAP00000000525
ENSGALP00000014824	ENSACAP00000012272
ENSGALP00000006956	ENSACAP00000008976
ENSGALP00000023523	ENSACAP00000013677
ENSGALP00000042680	ENSACAP00000014970
ENSGALP00000019058	ENSACAP00000007765
ENSGALP00000024816	ENSACAP00000000528
ENSGALP00000008295	ENSACAP00000009739
ENSGALP00000005246	ENSACAP00000013098
ENSGALP00000041208	ENSACAP00000000052
ENSGALP00000011673	ENSACAP00000017309
ENSGALP00000042473	ENSACAP00000010841
ENSGALP00000006190	ENSACAP00000016128
ENSGALP00000006141	ENSACAP00000018106
ENSGALP00000024287	ENSACAP00000002845
ENSGALP00000013480	ENSACAP00000019868
ENSGALP00000001409	ENSACAP00000000215
ENSGALP00000012195	ENSACAP00000010094
ENSGALP00000012112	ENSACAP00000007312
ENSGALP00000029745	ENSACAP00000010289
ENSGALP00000010504	ENSACAP00000004748
ENSGALP00000024874	ENSACAP00000009473
ENSGALP00000005308	ENSACAP00000007213
ENSGALP00000014052	ENSACAP00000013581
ENSGALP00000016604	ENSACAP00000016129
ENSGALP00000003034	ENSACAP00000019376
ENSGALP00000003439	ENSACAP00000009526
ENSGALP00000037469	ENSACAP00000005103
ENSGALP00000017395	ENSACAP00000013503
ENSGALP00000002709	ENSACAP00000004739
ENSGALP00000038367	ENSACAP00000015017
ENSGALP00000017428	ENSACAP00000013199
ENSGALP00000016025	ENSACAP00000003357
ENSGALP00000042216	ENSACAP00000013521
ENSGALP00000041837	ENSACAP00000020677
ENSGALP00000027570	ENSACAP00000003096
ENSGALP00000012479	ENSACAP00000002494
ENSGALP00000022564	ENSACAP00000005738
ENSGALP00000011872	ENSACAP00000004414
ENSGALP00000021372	ENSACAP00000014274
ENSGALP00000017980	ENSACAP00000000917
ENSGALP00000019383	ENSACAP00000006372
ENSGALP00000015771	ENSACAP00000002248
ENSGALP00000011131	ENSACAP00000015058
ENSGALP00000015821	ENSACAP00000001945
ENSGALP00000015772	ENSACAP00000002162
ENSGALP00000041912	ENSACAP00000009250
ENSGALP00000025629	ENSACAP00000020087
ENSGALP00000005323	ENSACAP00000009746
ENSGALP00000025683	ENSACAP00000003674
ENSGALP00000006284	ENSACAP00000010207
ENSGALP00000039530	ENSACAP00000016085
ENSGALP00000007492	ENSACAP00000023415
ENSGALP00000007540	ENSACAP00000001518
ENSGALP00000014297	ENSACAP00000000859
ENSGALP00000041357	ENSACAP00000004892
ENSGALP00000029247	ENSACAP00000015105
ENSGALP00000021874	ENSACAP00000008936
ENSGALP00000000965	ENSACAP00000014303
ENSGALP00000010949	ENSACAP00000004510
ENSGALP00000017779	ENSACAP00000013665
ENSGALP00000016720	ENSACAP00000015469
ENSGALP00000008216	ENSACAP00000002153
ENSGALP00000010000	ENSACAP00000013721
ENSGALP00000043462	ENSACAP00000015637
ENSGALP00000006789	ENSACAP00000008672
ENSGALP00000041374	ENSACAP00000018648
ENSGALP00000007829	ENSACAP00000013299
ENSGALP00000030283	ENSACAP00000002101
ENSGALP00000013985	ENSACAP00000022562
ENSGALP00000040860	ENSACAP00000007944
ENSGALP00000005786	ENSACAP00000014221
ENSGALP00000001799	ENSACAP00000013403
ENSGALP00000023214	ENSACAP00000000629
ENSGALP00000015936	ENSACAP00000000373
ENSGALP00000004951	ENSACAP00000011022
ENSGALP00000019838	ENSACAP00000007372
ENSGALP00000033143	ENSACAP00000004352
ENSGALP00000011339	ENSACAP00000015422
ENSGALP00000025622	ENSACAP00000003234
ENSGALP00000001879	ENSACAP00000015476
ENSGALP00000042524	ENSACAP00000000446
ENSGALP00000001235	ENSACAP00000008148
ENSGALP00000012971	ENSACAP00000014901
ENSGALP00000030099	ENSACAP00000015018
ENSGALP00000042708	ENSACAP00000001063
ENSGALP00000013367	ENSACAP00000006698
ENSGALP00000001068	ENSACAP00000012519
ENSGALP00000019290	ENSACAP00000014137
ENSGALP00000017881	ENSACAP00000010848
ENSGALP00000000538	ENSACAP00000012453
ENSGALP00000021498	ENSACAP00000001755
ENSGALP00000003321	ENSACAP00000006036
ENSGALP00000014596	ENSACAP00000004567
ENSGALP00000002038	ENSACAP00000005114
ENSGALP00000003521	ENSACAP00000003448
ENSGALP00000003523	ENSACAP00000022570
ENSGALP00000026044	ENSACAP00000000183
ENSGALP00000041964	ENSACAP00000010551
ENSGALP00000002785	ENSACAP00000006672
ENSGALP00000015288	ENSACAP00000015270
ENSGALP00000041807	ENSACAP00000012011
ENSGALP00000005652	ENSACAP00000003429
ENSGALP00000025795	ENSACAP00000016134
ENSGALP00000042877	ENSACAP00000006893
ENSGALP00000020664	ENSACAP00000003113
ENSGALP00000020061	ENSACAP00000001774
ENSGALP00000016441	ENSACAP00000008492
ENSGALP00000019082	ENSACAP00000005016
ENSGALP00000021271	ENSACAP00000010263
ENSGALP00000023830	ENSACAP00000016200
ENSGALP00000026624	ENSACAP00000011458
ENSGALP00000040673	ENSACAP00000006241
ENSGALP00000007721	ENSACAP00000019590
ENSGALP00000003601	ENSACAP00000008118
ENSGALP00000001772	ENSACAP00000016278
ENSGALP00000042268	ENSACAP00000021494
ENSGALP00000010288	ENSACAP00000018909
ENSGALP00000024394	ENSACAP00000012388
ENSGALP00000019465	ENSACAP00000004046
ENSGALP00000037575	ENSACAP00000016525
ENSGALP00000011186	ENSACAP00000001481
ENSGALP00000011144	ENSACAP00000001374
ENSGALP00000042625	ENSACAP00000005611
ENSGALP00000025250	ENSACAP00000012393
ENSGALP00000043053	ENSACAP00000017613
ENSGALP00000017875	ENSACAP00000001582
ENSGALP00000031130	ENSACAP00000010101
ENSGALP00000005583	ENSACAP00000002340
ENSGALP00000030252	ENSACAP00000016283
ENSGALP00000017462	ENSACAP00000005354
ENSGALP00000036651	ENSACAP00000011395
ENSGALP00000031235	ENSACAP00000006639
ENSGALP00000035314	ENSACAP00000008180
ENSGALP00000008334	ENSACAP00000012793
ENSGALP00000014747	ENSACAP00000013074
ENSGALP00000031075	ENSACAP00000011542
ENSGALP00000014090	ENSACAP00000012956
ENSGALP00000004421	ENSACAP00000005000
