ENSTGUP00000008915	ENSMUSP00000034074
ENSTGUP00000002124	ENSMUSP00000102690
ENSTGUP00000000247	ENSMUSP00000104421
ENSTGUP00000008938	ENSMUSP00000015498
ENSTGUP00000012151	ENSMUSP00000087742
ENSTGUP00000002375	ENSMUSP00000055246
ENSTGUP00000001796	ENSMUSP00000046755
ENSTGUP00000012624	ENSMUSP00000101127
ENSTGUP00000013858	ENSMUSP00000072107
ENSTGUP00000001636	ENSMUSP00000030676
ENSTGUP00000000447	ENSMUSP00000110515
ENSTGUP00000005810	ENSMUSP00000044009
ENSTGUP00000005705	ENSMUSP00000074787
ENSTGUP00000013063	ENSMUSP00000027020
ENSTGUP00000003783	ENSMUSP00000075687
ENSTGUP00000015979	ENSMUSP00000104836
ENSTGUP00000012585	ENSMUSP00000042327
ENSTGUP00000002659	ENSMUSP00000053986
ENSTGUP00000013719	ENSMUSP00000132511
ENSTGUP00000017868	ENSMUSP00000109108
ENSTGUP00000012561	ENSMUSP00000040715
ENSTGUP00000007864	ENSMUSP00000063670
ENSTGUP00000011299	ENSMUSP00000052404
ENSTGUP00000013747	ENSMUSP00000029462
ENSTGUP00000012871	ENSMUSP00000034991
ENSTGUP00000002651	ENSMUSP00000128247
ENSTGUP00000005537	ENSMUSP00000052591
ENSTGUP00000002657	ENSMUSP00000113032
ENSTGUP00000000899	ENSMUSP00000070925
ENSTGUP00000008657	ENSMUSP00000009241
ENSTGUP00000007615	ENSMUSP00000037401
ENSTGUP00000013832	ENSMUSP00000027859
ENSTGUP00000002741	ENSMUSP00000055869
ENSTGUP00000013878	ENSMUSP00000036765
ENSTGUP00000013877	ENSMUSP00000055697
ENSTGUP00000011694	ENSMUSP00000029326
ENSTGUP00000011683	ENSMUSP00000029331
ENSTGUP00000008027	ENSMUSP00000103682
ENSTGUP00000009282	ENSMUSP00000018407
ENSTGUP00000008054	ENSMUSP00000000095
ENSTGUP00000010444	ENSMUSP00000079733
ENSTGUP00000014721	ENSMUSP00000034863
ENSTGUP00000000136	ENSMUSP00000113221
ENSTGUP00000008388	ENSMUSP00000071836
ENSTGUP00000014199	ENSMUSP00000129397
ENSTGUP00000015504	ENSMUSP00000033617
ENSTGUP00000015304	ENSMUSP00000020366
ENSTGUP00000003066	ENSMUSP00000030925
ENSTGUP00000012782	ENSMUSP00000138151
ENSTGUP00000012780	ENSMUSP00000024035
ENSTGUP00000013901	ENSMUSP00000109980
ENSTGUP00000001482	ENSMUSP00000007797
ENSTGUP00000008591	ENSMUSP00000031122
ENSTGUP00000010688	ENSMUSP00000038051
ENSTGUP00000005630	ENSMUSP00000029654
ENSTGUP00000006738	ENSMUSP00000018739
ENSTGUP00000008406	ENSMUSP00000060827
ENSTGUP00000006521	ENSMUSP00000000275
ENSTGUP00000003951	ENSMUSP00000030826
ENSTGUP00000013521	ENSMUSP00000032476
ENSTGUP00000002277	ENSMUSP00000030398
ENSTGUP00000009558	ENSMUSP00000037915
ENSTGUP00000018239	ENSMUSP00000062677
ENSTGUP00000004642	ENSMUSP00000138255
ENSTGUP00000004480	ENSMUSP00000127580
ENSTGUP00000018257	ENSMUSP00000063986
ENSTGUP00000008599	ENSMUSP00000077067
ENSTGUP00000012021	ENSMUSP00000045367
ENSTGUP00000001433	ENSMUSP00000138462
ENSTGUP00000000021	ENSMUSP00000137518
ENSTGUP00000012180	ENSMUSP00000053489
ENSTGUP00000009852	ENSMUSP00000095029
ENSTGUP00000004650	ENSMUSP00000137144
ENSTGUP00000002421	ENSMUSP00000099423
ENSTGUP00000007095	ENSMUSP00000040227
ENSTGUP00000001910	ENSMUSP00000133341
ENSTGUP00000010179	ENSMUSP00000113919
ENSTGUP00000012322	ENSMUSP00000060229
ENSTGUP00000006067	ENSMUSP00000102045
ENSTGUP00000003346	ENSMUSP00000025223
ENSTGUP00000009061	ENSMUSP00000024894
ENSTGUP00000001513	ENSMUSP00000063812
ENSTGUP00000008687	ENSMUSP00000031119
ENSTGUP00000006537	ENSMUSP00000062638
ENSTGUP00000010737	ENSMUSP00000063276
ENSTGUP00000008664	ENSMUSP00000000572
ENSTGUP00000001504	ENSMUSP00000020707
ENSTGUP00000008625	ENSMUSP00000031121
ENSTGUP00000010903	ENSMUSP00000028689
ENSTGUP00000013094	ENSMUSP00000032322
ENSTGUP00000008033	ENSMUSP00000079752
ENSTGUP00000005606	ENSMUSP00000127329
ENSTGUP00000009572	ENSMUSP00000102343
ENSTGUP00000010696	ENSMUSP00000005532
ENSTGUP00000013518	ENSMUSP00000022340
ENSTGUP00000004353	ENSMUSP00000029653
ENSTGUP00000012619	ENSMUSP00000105833
ENSTGUP00000002953	ENSMUSP00000027906
ENSTGUP00000013330	ENSMUSP00000098849
ENSTGUP00000009130	ENSMUSP00000030025
ENSTGUP00000017115	ENSMUSP00000023779
ENSTGUP00000013165	ENSMUSP00000063562
ENSTGUP00000002859	ENSMUSP00000052648
ENSTGUP00000017617	ENSMUSP00000101638
ENSTGUP00000013132	ENSMUSP00000116231
ENSTGUP00000013098	ENSMUSP00000046097
ENSTGUP00000000511	ENSMUSP00000026994
ENSTGUP00000017406	ENSMUSP00000129624
ENSTGUP00000005592	ENSMUSP00000083840
ENSTGUP00000011201	ENSMUSP00000028759
ENSTGUP00000012280	ENSMUSP00000020045
ENSTGUP00000010261	ENSMUSP00000048171
ENSTGUP00000000423	ENSMUSP00000021918
ENSTGUP00000001342	ENSMUSP00000095665
ENSTGUP00000000449	ENSMUSP00000088837
ENSTGUP00000009739	ENSMUSP00000099718
ENSTGUP00000011470	ENSMUSP00000028499
ENSTGUP00000001390	ENSMUSP00000028106
ENSTGUP00000006606	ENSMUSP00000080389
ENSTGUP00000010881	ENSMUSP00000052181
ENSTGUP00000006447	ENSMUSP00000102050
ENSTGUP00000012264	ENSMUSP00000106353
ENSTGUP00000008407	ENSMUSP00000107587
ENSTGUP00000002851	ENSMUSP00000092138
ENSTGUP00000004117	ENSMUSP00000109267
ENSTGUP00000008276	ENSMUSP00000016399
ENSTGUP00000012355	ENSMUSP00000019991
ENSTGUP00000011804	ENSMUSP00000111062
ENSTGUP00000007943	ENSMUSP00000045023
ENSTGUP00000012698	ENSMUSP00000032362
ENSTGUP00000013857	ENSMUSP00000102703
ENSTGUP00000000539	ENSMUSP00000081845
ENSTGUP00000003375	ENSMUSP00000021056
ENSTGUP00000007472	ENSMUSP00000028377
ENSTGUP00000007683	ENSMUSP00000076697
ENSTGUP00000007354	ENSMUSP00000097647
ENSTGUP00000003476	ENSMUSP00000080842
ENSTGUP00000001207	ENSMUSP00000107695
ENSTGUP00000007215	ENSMUSP00000077586
ENSTGUP00000010533	ENSMUSP00000125063
ENSTGUP00000009424	ENSMUSP00000098127
ENSTGUP00000007125	ENSMUSP00000107869
ENSTGUP00000007675	ENSMUSP00000094021
ENSTGUP00000012617	ENSMUSP00000047774
ENSTGUP00000010063	ENSMUSP00000027431
ENSTGUP00000000268	ENSMUSP00000075170
ENSTGUP00000013801	ENSMUSP00000023390
ENSTGUP00000007381	ENSMUSP00000026569
ENSTGUP00000010916	ENSMUSP00000055579
ENSTGUP00000012007	ENSMUSP00000097185
ENSTGUP00000011897	ENSMUSP00000130874
ENSTGUP00000010967	ENSMUSP00000130000
ENSTGUP00000004296	ENSMUSP00000086383
ENSTGUP00000008047	ENSMUSP00000049963
ENSTGUP00000000907	ENSMUSP00000043966
ENSTGUP00000003948	ENSMUSP00000088964
ENSTGUP00000002833	ENSMUSP00000099398
ENSTGUP00000006930	ENSMUSP00000101734
ENSTGUP00000006958	ENSMUSP00000041939
ENSTGUP00000005085	ENSMUSP00000051079
ENSTGUP00000005097	ENSMUSP00000137520
ENSTGUP00000011307	ENSMUSP00000043055
ENSTGUP00000007912	ENSMUSP00000108019
ENSTGUP00000007089	ENSMUSP00000034056
ENSTGUP00000003444	ENSMUSP00000045770
ENSTGUP00000002726	ENSMUSP00000106625
ENSTGUP00000008496	ENSMUSP00000061853
ENSTGUP00000009728	ENSMUSP00000086485
ENSTGUP00000009024	ENSMUSP00000025956
ENSTGUP00000013973	ENSMUSP00000131553
ENSTGUP00000008928	ENSMUSP00000088334
ENSTGUP00000000609	ENSMUSP00000033182
ENSTGUP00000011709	ENSMUSP00000041819
ENSTGUP00000010518	ENSMUSP00000034316
ENSTGUP00000011997	ENSMUSP00000002487
ENSTGUP00000008856	ENSMUSP00000018478
ENSTGUP00000012740	ENSMUSP00000040307
ENSTGUP00000010654	ENSMUSP00000000924
ENSTGUP00000012146	ENSMUSP00000029881
ENSTGUP00000003767	ENSMUSP00000029141
ENSTGUP00000004922	ENSMUSP00000034243
ENSTGUP00000013106	ENSMUSP00000015394
ENSTGUP00000004749	ENSMUSP00000031390
ENSTGUP00000007975	ENSMUSP00000005815
ENSTGUP00000008023	ENSMUSP00000127173
ENSTGUP00000010939	ENSMUSP00000133064
ENSTGUP00000000448	ENSMUSP00000005452
ENSTGUP00000005127	ENSMUSP00000081041
ENSTGUP00000011617	ENSMUSP00000112430
ENSTGUP00000012008	ENSMUSP00000031653
ENSTGUP00000007901	ENSMUSP00000109144
ENSTGUP00000001030	ENSMUSP00000020617
ENSTGUP00000002646	ENSMUSP00000029719
ENSTGUP00000006366	ENSMUSP00000033642
ENSTGUP00000001893	ENSMUSP00000102009
ENSTGUP00000000934	ENSMUSP00000099952
ENSTGUP00000003583	ENSMUSP00000087925
ENSTGUP00000005209	ENSMUSP00000040430
ENSTGUP00000001024	ENSMUSP00000046539
ENSTGUP00000005497	ENSMUSP00000061700
ENSTGUP00000005860	ENSMUSP00000107510
ENSTGUP00000002305	ENSMUSP00000037028
ENSTGUP00000008943	ENSMUSP00000032409
ENSTGUP00000001554	ENSMUSP00000016323
ENSTGUP00000013519	ENSMUSP00000020947
ENSTGUP00000006418	ENSMUSP00000021187
ENSTGUP00000004766	ENSMUSP00000004756
ENSTGUP00000011074	ENSMUSP00000076472
ENSTGUP00000013479	ENSMUSP00000020922
ENSTGUP00000012875	ENSMUSP00000068834
ENSTGUP00000013864	ENSMUSP00000068007
ENSTGUP00000011407	ENSMUSP00000020220
ENSTGUP00000014523	ENSMUSP00000030243
ENSTGUP00000002252	ENSMUSP00000063166
ENSTGUP00000002272	ENSMUSP00000099070
ENSTGUP00000004695	ENSMUSP00000046884
ENSTGUP00000006228	ENSMUSP00000071770
ENSTGUP00000009305	ENSMUSP00000043478
ENSTGUP00000004825	ENSMUSP00000097219
ENSTGUP00000006956	ENSMUSP00000067689
ENSTGUP00000011953	ENSMUSP00000016664
ENSTGUP00000008056	ENSMUSP00000084405
ENSTGUP00000000967	ENSMUSP00000124282
ENSTGUP00000004817	ENSMUSP00000099894
ENSTGUP00000009007	ENSMUSP00000022059
ENSTGUP00000002665	ENSMUSP00000112137
ENSTGUP00000005007	ENSMUSP00000072043
ENSTGUP00000012641	ENSMUSP00000020071
ENSTGUP00000004086	ENSMUSP00000024954
ENSTGUP00000004811	ENSMUSP00000099810
ENSTGUP00000008282	ENSMUSP00000082154
ENSTGUP00000004404	ENSMUSP00000001046
ENSTGUP00000011603	ENSMUSP00000047968
ENSTGUP00000017701	ENSMUSP00000058237
ENSTGUP00000004195	ENSMUSP00000022186
ENSTGUP00000011031	ENSMUSP00000057096
ENSTGUP00000008215	ENSMUSP00000000314
ENSTGUP00000010977	ENSMUSP00000025166
ENSTGUP00000009155	ENSMUSP00000102261
ENSTGUP00000002698	ENSMUSP00000132945
ENSTGUP00000010205	ENSMUSP00000128645
ENSTGUP00000000734	ENSMUSP00000003121
ENSTGUP00000006534	ENSMUSP00000046089
ENSTGUP00000007302	ENSMUSP00000049039
ENSTGUP00000008870	ENSMUSP00000012664
ENSTGUP00000011567	ENSMUSP00000029422
ENSTGUP00000008453	ENSMUSP00000064107
ENSTGUP00000000879	ENSMUSP00000014747
ENSTGUP00000008140	ENSMUSP00000129230
ENSTGUP00000004561	ENSMUSP00000040332
ENSTGUP00000017575	ENSMUSP00000027878
ENSTGUP00000000611	ENSMUSP00000034534
ENSTGUP00000017681	ENSMUSP00000112915
ENSTGUP00000013957	ENSMUSP00000009120
ENSTGUP00000000604	ENSMUSP00000016231
ENSTGUP00000005166	ENSMUSP00000109477
ENSTGUP00000006257	ENSMUSP00000078551
ENSTGUP00000003014	ENSMUSP00000129261
ENSTGUP00000002587	ENSMUSP00000093442
ENSTGUP00000009069	ENSMUSP00000030029
ENSTGUP00000003204	ENSMUSP00000014640
ENSTGUP00000010937	ENSMUSP00000137616
ENSTGUP00000014288	ENSMUSP00000014642
ENSTGUP00000005529	ENSMUSP00000113571
ENSTGUP00000005638	ENSMUSP00000138326
ENSTGUP00000001874	ENSMUSP00000043765
ENSTGUP00000004124	ENSMUSP00000118751
ENSTGUP00000008819	ENSMUSP00000025729
ENSTGUP00000005031	ENSMUSP00000033929
ENSTGUP00000015831	ENSMUSP00000060110
ENSTGUP00000000594	ENSMUSP00000034533
ENSTGUP00000005135	ENSMUSP00000097108
ENSTGUP00000002964	ENSMUSP00000037192
ENSTGUP00000010735	ENSMUSP00000094075
ENSTGUP00000009821	ENSMUSP00000024575
ENSTGUP00000002595	ENSMUSP00000080694
ENSTGUP00000000596	ENSMUSP00000131625
ENSTGUP00000014524	ENSMUSP00000054356
ENSTGUP00000005136	ENSMUSP00000109493
ENSTGUP00000016067	ENSMUSP00000136382
ENSTGUP00000008936	ENSMUSP00000136002
ENSTGUP00000012447	ENSMUSP00000032374
ENSTGUP00000000284	ENSMUSP00000003433
ENSTGUP00000004891	ENSMUSP00000035194
ENSTGUP00000006822	ENSMUSP00000031410
ENSTGUP00000012421	ENSMUSP00000107398
ENSTGUP00000004499	ENSMUSP00000031201
ENSTGUP00000012366	ENSMUSP00000080973
ENSTGUP00000001120	ENSMUSP00000111535
ENSTGUP00000003055	ENSMUSP00000102786
ENSTGUP00000010562	ENSMUSP00000109914
ENSTGUP00000011928	ENSMUSP00000080683
ENSTGUP00000002901	ENSMUSP00000125880
ENSTGUP00000007054	ENSMUSP00000033775
ENSTGUP00000009227	ENSMUSP00000064280
ENSTGUP00000014884	ENSMUSP00000018700
ENSTGUP00000004688	ENSMUSP00000130349
ENSTGUP00000010285	ENSMUSP00000024840
ENSTGUP00000012084	ENSMUSP00000044834
ENSTGUP00000004201	ENSMUSP00000068971
ENSTGUP00000002126	ENSMUSP00000108350
ENSTGUP00000011417	ENSMUSP00000029423
ENSTGUP00000008570	ENSMUSP00000033721
ENSTGUP00000008214	ENSMUSP00000027467
ENSTGUP00000012461	ENSMUSP00000125769
ENSTGUP00000012169	ENSMUSP00000053232
ENSTGUP00000007585	ENSMUSP00000132812
ENSTGUP00000002804	ENSMUSP00000044491
ENSTGUP00000009574	ENSMUSP00000129163
ENSTGUP00000003781	ENSMUSP00000008745
ENSTGUP00000010387	ENSMUSP00000113886
ENSTGUP00000006859	ENSMUSP00000028238
ENSTGUP00000004144	ENSMUSP00000033545
ENSTGUP00000004092	ENSMUSP00000077716
ENSTGUP00000012031	ENSMUSP00000031986
ENSTGUP00000013327	ENSMUSP00000032879
ENSTGUP00000005304	ENSMUSP00000021288
ENSTGUP00000012650	ENSMUSP00000067109
ENSTGUP00000006881	ENSMUSP00000035237
ENSTGUP00000009112	ENSMUSP00000006854
ENSTGUP00000005679	ENSMUSP00000108191
ENSTGUP00000000128	ENSMUSP00000089547
ENSTGUP00000008721	ENSMUSP00000055326
ENSTGUP00000009804	ENSMUSP00000032709
ENSTGUP00000010938	ENSMUSP00000128070
ENSTGUP00000013404	ENSMUSP00000060557
ENSTGUP00000013398	ENSMUSP00000051316
ENSTGUP00000009467	ENSMUSP00000129059
ENSTGUP00000005521	ENSMUSP00000044568
ENSTGUP00000007042	ENSMUSP00000022064
ENSTGUP00000007147	ENSMUSP00000062310
ENSTGUP00000000295	ENSMUSP00000015712
ENSTGUP00000000068	ENSMUSP00000066536
ENSTGUP00000006311	ENSMUSP00000034731
ENSTGUP00000000280	ENSMUSP00000041243
ENSTGUP00000010552	ENSMUSP00000123525
ENSTGUP00000011298	ENSMUSP00000078336
ENSTGUP00000009897	ENSMUSP00000047623
ENSTGUP00000013633	ENSMUSP00000126622
ENSTGUP00000002130	ENSMUSP00000006381
ENSTGUP00000009693	ENSMUSP00000036304
ENSTGUP00000006990	ENSMUSP00000108099
ENSTGUP00000003651	ENSMUSP00000058313
ENSTGUP00000001702	ENSMUSP00000073910
ENSTGUP00000017597	ENSMUSP00000041007
ENSTGUP00000001680	ENSMUSP00000121744
ENSTGUP00000001955	ENSMUSP00000006749
ENSTGUP00000006519	ENSMUSP00000116747
ENSTGUP00000000078	ENSMUSP00000078972
ENSTGUP00000014214	ENSMUSP00000130728
ENSTGUP00000010708	ENSMUSP00000133957
ENSTGUP00000002471	ENSMUSP00000004076
ENSTGUP00000012286	ENSMUSP00000020062
ENSTGUP00000002674	ENSMUSP00000030792
ENSTGUP00000003279	ENSMUSP00000030949
ENSTGUP00000002928	ENSMUSP00000022226
ENSTGUP00000008850	ENSMUSP00000111386
ENSTGUP00000014617	ENSMUSP00000034947
ENSTGUP00000001152	ENSMUSP00000025419
ENSTGUP00000017593	ENSMUSP00000028003
ENSTGUP00000007635	ENSMUSP00000043616
ENSTGUP00000007295	ENSMUSP00000000253
ENSTGUP00000004492	ENSMUSP00000107657
ENSTGUP00000006564	ENSMUSP00000028302
ENSTGUP00000002446	ENSMUSP00000044879
ENSTGUP00000003668	ENSMUSP00000034869
ENSTGUP00000006986	ENSMUSP00000108584
ENSTGUP00000010741	ENSMUSP00000136047
ENSTGUP00000009088	ENSMUSP00000124938
ENSTGUP00000000905	ENSMUSP00000009617
ENSTGUP00000007571	ENSMUSP00000089814
ENSTGUP00000014058	ENSMUSP00000113436
ENSTGUP00000000925	ENSMUSP00000050680
ENSTGUP00000012318	ENSMUSP00000055225
ENSTGUP00000000922	ENSMUSP00000041702
ENSTGUP00000018214	ENSMUSP00000055673
ENSTGUP00000000880	ENSMUSP00000088118
ENSTGUP00000002728	ENSMUSP00000030775
ENSTGUP00000007722	ENSMUSP00000046356
ENSTGUP00000011560	ENSMUSP00000059079
ENSTGUP00000003324	ENSMUSP00000042291
ENSTGUP00000005534	ENSMUSP00000021820
ENSTGUP00000008448	ENSMUSP00000100924
ENSTGUP00000012754	ENSMUSP00000062171
ENSTGUP00000002507	ENSMUSP00000105684
ENSTGUP00000012259	ENSMUSP00000070130
ENSTGUP00000017737	ENSMUSP00000035489
ENSTGUP00000008423	ENSMUSP00000040877
ENSTGUP00000008421	ENSMUSP00000100923
ENSTGUP00000017742	ENSMUSP00000048803
ENSTGUP00000009415	ENSMUSP00000102320
ENSTGUP00000005683	ENSMUSP00000056744
ENSTGUP00000002135	ENSMUSP00000040575
ENSTGUP00000009692	ENSMUSP00000103485
ENSTGUP00000010328	ENSMUSP00000023029
ENSTGUP00000012073	ENSMUSP00000037619
ENSTGUP00000008015	ENSMUSP00000107964
ENSTGUP00000017610	ENSMUSP00000107238
ENSTGUP00000009286	ENSMUSP00000098752
ENSTGUP00000002487	ENSMUSP00000108997
ENSTGUP00000012855	ENSMUSP00000022666
ENSTGUP00000002347	ENSMUSP00000031254
ENSTGUP00000001239	ENSMUSP00000089173
ENSTGUP00000006089	ENSMUSP00000034017
ENSTGUP00000004126	ENSMUSP00000101194
ENSTGUP00000000157	ENSMUSP00000069674
ENSTGUP00000014851	ENSMUSP00000131029
ENSTGUP00000014234	ENSMUSP00000001599
ENSTGUP00000002448	ENSMUSP00000017741
ENSTGUP00000000250	ENSMUSP00000020383
ENSTGUP00000008833	ENSMUSP00000042215
ENSTGUP00000017774	ENSMUSP00000025482
ENSTGUP00000009285	ENSMUSP00000088779
ENSTGUP00000002312	ENSMUSP00000099066
ENSTGUP00000006489	ENSMUSP00000034026
ENSTGUP00000012181	ENSMUSP00000029877
ENSTGUP00000003885	ENSMUSP00000045621
ENSTGUP00000009333	ENSMUSP00000061501
ENSTGUP00000015484	ENSMUSP00000035662
ENSTGUP00000013974	ENSMUSP00000102624
ENSTGUP00000000063	ENSMUSP00000024123
ENSTGUP00000012898	ENSMUSP00000134825
ENSTGUP00000013399	ENSMUSP00000063217
ENSTGUP00000000946	ENSMUSP00000041899
ENSTGUP00000008785	ENSMUSP00000137099
ENSTGUP00000004268	ENSMUSP00000137662
ENSTGUP00000002195	ENSMUSP00000046789
ENSTGUP00000008012	ENSMUSP00000072616
ENSTGUP00000008258	ENSMUSP00000038351
ENSTGUP00000012803	ENSMUSP00000135082
ENSTGUP00000005779	ENSMUSP00000107857
ENSTGUP00000008970	ENSMUSP00000031108
ENSTGUP00000000988	ENSMUSP00000026917
ENSTGUP00000010196	ENSMUSP00000109794
ENSTGUP00000014044	ENSMUSP00000039915
ENSTGUP00000012267	ENSMUSP00000068203
ENSTGUP00000007114	ENSMUSP00000033539
ENSTGUP00000007989	ENSMUSP00000033650
ENSTGUP00000008535	ENSMUSP00000032825
ENSTGUP00000007051	ENSMUSP00000080462
ENSTGUP00000009167	ENSMUSP00000096677
ENSTGUP00000016239	ENSMUSP00000085986
ENSTGUP00000013033	ENSMUSP00000038653
ENSTGUP00000004011	ENSMUSP00000098710
ENSTGUP00000003920	ENSMUSP00000023157
ENSTGUP00000013388	ENSMUSP00000063999
ENSTGUP00000001374	ENSMUSP00000038816
ENSTGUP00000009903	ENSMUSP00000034775
ENSTGUP00000001723	ENSMUSP00000123270
ENSTGUP00000006589	ENSMUSP00000034740
ENSTGUP00000017772	ENSMUSP00000132838
ENSTGUP00000008415	ENSMUSP00000132224
ENSTGUP00000007875	ENSMUSP00000082827
ENSTGUP00000001878	ENSMUSP00000106145
ENSTGUP00000015038	ENSMUSP00000026292
ENSTGUP00000012519	ENSMUSP00000048780
ENSTGUP00000012479	ENSMUSP00000105965
ENSTGUP00000008494	ENSMUSP00000091831
ENSTGUP00000002667	ENSMUSP00000067521
ENSTGUP00000010240	ENSMUSP00000092429
ENSTGUP00000002106	ENSMUSP00000006377
ENSTGUP00000008954	ENSMUSP00000087656
ENSTGUP00000001417	ENSMUSP00000058157
ENSTGUP00000001415	ENSMUSP00000030610
ENSTGUP00000007335	ENSMUSP00000029106
ENSTGUP00000012001	ENSMUSP00000119386
ENSTGUP00000006425	ENSMUSP00000119485
ENSTGUP00000013844	ENSMUSP00000113308
ENSTGUP00000011435	ENSMUSP00000111457
ENSTGUP00000011049	ENSMUSP00000046625
ENSTGUP00000005200	ENSMUSP00000001202
ENSTGUP00000001134	ENSMUSP00000070259
ENSTGUP00000010745	ENSMUSP00000113341
ENSTGUP00000011502	ENSMUSP00000028740
ENSTGUP00000003443	ENSMUSP00000002275
ENSTGUP00000002744	ENSMUSP00000074259
ENSTGUP00000001170	ENSMUSP00000000001
ENSTGUP00000006690	ENSMUSP00000057543
ENSTGUP00000010296	ENSMUSP00000036087
ENSTGUP00000001164	ENSMUSP00000053818
ENSTGUP00000002724	ENSMUSP00000030561
ENSTGUP00000003530	ENSMUSP00000025541
ENSTGUP00000000559	ENSMUSP00000043190
ENSTGUP00000009479	ENSMUSP00000021231
ENSTGUP00000009003	ENSMUSP00000033123
ENSTGUP00000002173	ENSMUSP00000021324
ENSTGUP00000002666	ENSMUSP00000104890
ENSTGUP00000018092	ENSMUSP00000056254
ENSTGUP00000002017	ENSMUSP00000002044
ENSTGUP00000007868	ENSMUSP00000033665
ENSTGUP00000011202	ENSMUSP00000093485
ENSTGUP00000008896	ENSMUSP00000104815
ENSTGUP00000004465	ENSMUSP00000056552
ENSTGUP00000003541	ENSMUSP00000054910
ENSTGUP00000012633	ENSMUSP00000022967
ENSTGUP00000005194	ENSMUSP00000038901
ENSTGUP00000013517	ENSMUSP00000060706
ENSTGUP00000013453	ENSMUSP00000131480
ENSTGUP00000009040	ENSMUSP00000057981
ENSTGUP00000005530	ENSMUSP00000055091
ENSTGUP00000010131	ENSMUSP00000027231
ENSTGUP00000000997	ENSMUSP00000030669
ENSTGUP00000005976	ENSMUSP00000072893
ENSTGUP00000007040	ENSMUSP00000038142
ENSTGUP00000010935	ENSMUSP00000072274
ENSTGUP00000006900	ENSMUSP00000004281
ENSTGUP00000001119	ENSMUSP00000016670
ENSTGUP00000005131	ENSMUSP00000113660
ENSTGUP00000011747	ENSMUSP00000124133
ENSTGUP00000005223	ENSMUSP00000028600
ENSTGUP00000010268	ENSMUSP00000090717
ENSTGUP00000002717	ENSMUSP00000047164
ENSTGUP00000011447	ENSMUSP00000028749
ENSTGUP00000014935	ENSMUSP00000025891
ENSTGUP00000004827	ENSMUSP00000092832
ENSTGUP00000010345	ENSMUSP00000027488
ENSTGUP00000013445	ENSMUSP00000048183
ENSTGUP00000001383	ENSMUSP00000129680
ENSTGUP00000013305	ENSMUSP00000033842
ENSTGUP00000010777	ENSMUSP00000127070
ENSTGUP00000010727	ENSMUSP00000049977
ENSTGUP00000009474	ENSMUSP00000107609
ENSTGUP00000013566	ENSMUSP00000106199
ENSTGUP00000010249	ENSMUSP00000129796
ENSTGUP00000011251	ENSMUSP00000125081
ENSTGUP00000009306	ENSMUSP00000129592
ENSTGUP00000007971	ENSMUSP00000058572
ENSTGUP00000007362	ENSMUSP00000064392
ENSTGUP00000001248	ENSMUSP00000045803
ENSTGUP00000007323	ENSMUSP00000089805
ENSTGUP00000010078	ENSMUSP00000101622
ENSTGUP00000001032	ENSMUSP00000025083
ENSTGUP00000012337	ENSMUSP00000028102
ENSTGUP00000003873	ENSMUSP00000057938
ENSTGUP00000003390	ENSMUSP00000029800
ENSTGUP00000006314	ENSMUSP00000035263
ENSTGUP00000006698	ENSMUSP00000028977
ENSTGUP00000001435	ENSMUSP00000112782
ENSTGUP00000004871	ENSMUSP00000124093
ENSTGUP00000016492	ENSMUSP00000102264
ENSTGUP00000001231	ENSMUSP00000074661
ENSTGUP00000003032	ENSMUSP00000041883
ENSTGUP00000002379	ENSMUSP00000084838
ENSTGUP00000006852	ENSMUSP00000137430
ENSTGUP00000005027	ENSMUSP00000035490
ENSTGUP00000008363	ENSMUSP00000061806
ENSTGUP00000003251	ENSMUSP00000043304
ENSTGUP00000008268	ENSMUSP00000030455
ENSTGUP00000007101	ENSMUSP00000034378
ENSTGUP00000009533	ENSMUSP00000032703
ENSTGUP00000013553	ENSMUSP00000093548
ENSTGUP00000001556	ENSMUSP00000029297
ENSTGUP00000012083	ENSMUSP00000029071
ENSTGUP00000012095	ENSMUSP00000029078
ENSTGUP00000010017	ENSMUSP00000052136
ENSTGUP00000008230	ENSMUSP00000099483
ENSTGUP00000009198	ENSMUSP00000113400
ENSTGUP00000011522	ENSMUSP00000063511
ENSTGUP00000003983	ENSMUSP00000030817
ENSTGUP00000001938	ENSMUSP00000030183
ENSTGUP00000002617	ENSMUSP00000099407
ENSTGUP00000003370	ENSMUSP00000000724
ENSTGUP00000016179	ENSMUSP00000002825
ENSTGUP00000012613	ENSMUSP00000108169
ENSTGUP00000012299	ENSMUSP00000133478
ENSTGUP00000008000	ENSMUSP00000004994
ENSTGUP00000012376	ENSMUSP00000117928
ENSTGUP00000007745	ENSMUSP00000105594
ENSTGUP00000007459	ENSMUSP00000014174
ENSTGUP00000007853	ENSMUSP00000134661
ENSTGUP00000013859	ENSMUSP00000066427
ENSTGUP00000003455	ENSMUSP00000053420
ENSTGUP00000006613	ENSMUSP00000054219
ENSTGUP00000004986	ENSMUSP00000062045
ENSTGUP00000011480	ENSMUSP00000126169
ENSTGUP00000009626	ENSMUSP00000023154
ENSTGUP00000017536	ENSMUSP00000081334
ENSTGUP00000017583	ENSMUSP00000046794
ENSTGUP00000006802	ENSMUSP00000113305
ENSTGUP00000006806	ENSMUSP00000073534
ENSTGUP00000013909	ENSMUSP00000083155
ENSTGUP00000003031	ENSMUSP00000102790
ENSTGUP00000008507	ENSMUSP00000018792
