ENSMODP00000016222	ENSTGUP00000008915
ENSMODP00000004617	ENSTGUP00000012738
ENSMODP00000001525	ENSTGUP00000005884
ENSMODP00000001486	ENSTGUP00000005850
ENSMODP00000001532	ENSTGUP00000002798
ENSMODP00000026288	ENSTGUP00000005768
ENSMODP00000016964	ENSTGUP00000000229
ENSMODP00000014887	ENSTGUP00000002973
ENSMODP00000004982	ENSTGUP00000001186
ENSMODP00000036476	ENSTGUP00000005920
ENSMODP00000000834	ENSTGUP00000011000
ENSMODP00000006233	ENSTGUP00000000528
ENSMODP00000022562	ENSTGUP00000013996
ENSMODP00000004778	ENSTGUP00000006053
ENSMODP00000023793	ENSTGUP00000007521
ENSMODP00000010362	ENSTGUP00000011753
ENSMODP00000025357	ENSTGUP00000002401
ENSMODP00000008009	ENSTGUP00000000636
ENSMODP00000002924	ENSTGUP00000007545
ENSMODP00000041289	ENSTGUP00000005531
ENSMODP00000012336	ENSTGUP00000010214
ENSMODP00000017081	ENSTGUP00000004683
ENSMODP00000037413	ENSTGUP00000015344
ENSMODP00000020248	ENSTGUP00000005311
ENSMODP00000032232	ENSTGUP00000018061
ENSMODP00000026002	ENSTGUP00000001576
ENSMODP00000022821	ENSTGUP00000012630
ENSMODP00000003085	ENSTGUP00000001534
ENSMODP00000017459	ENSTGUP00000001418
ENSMODP00000005413	ENSTGUP00000006860
ENSMODP00000024305	ENSTGUP00000006801
ENSMODP00000010417	ENSTGUP00000002216
ENSMODP00000005637	ENSTGUP00000004264
ENSMODP00000021886	ENSTGUP00000001430
ENSMODP00000022227	ENSTGUP00000012289
ENSMODP00000013566	ENSTGUP00000012505
ENSMODP00000022968	ENSTGUP00000012951
ENSMODP00000013093	ENSTGUP00000005950
ENSMODP00000023450	ENSTGUP00000013247
ENSMODP00000001299	ENSTGUP00000007854
ENSMODP00000024436	ENSTGUP00000002761
ENSMODP00000014163	ENSTGUP00000007397
ENSMODP00000016038	ENSTGUP00000004359
ENSMODP00000015244	ENSTGUP00000004710
ENSMODP00000023630	ENSTGUP00000001985
ENSMODP00000024168	ENSTGUP00000013224
ENSMODP00000000286	ENSTGUP00000017854
ENSMODP00000025838	ENSTGUP00000003882
ENSMODP00000014105	ENSTGUP00000015961
ENSMODP00000018397	ENSTGUP00000001229
ENSMODP00000002617	ENSTGUP00000005966
ENSMODP00000036656	ENSTGUP00000008157
ENSMODP00000002633	ENSTGUP00000005968
ENSMODP00000036384	ENSTGUP00000005464
ENSMODP00000011706	ENSTGUP00000011428
ENSMODP00000018100	ENSTGUP00000000036
ENSMODP00000025454	ENSTGUP00000002101
ENSMODP00000019226	ENSTGUP00000005405
ENSMODP00000003691	ENSTGUP00000007680
ENSMODP00000002892	ENSTGUP00000013838
ENSMODP00000005745	ENSTGUP00000000863
ENSMODP00000001295	ENSTGUP00000012971
ENSMODP00000011618	ENSTGUP00000008057
ENSMODP00000018010	ENSTGUP00000006397
ENSMODP00000002798	ENSTGUP00000010207
ENSMODP00000003919	ENSTGUP00000003371
ENSMODP00000008932	ENSTGUP00000007297
ENSMODP00000002923	ENSTGUP00000010167
ENSMODP00000016970	ENSTGUP00000000292
ENSMODP00000026102	ENSTGUP00000000337
ENSMODP00000001848	ENSTGUP00000007746
ENSMODP00000016492	ENSTGUP00000007990
ENSMODP00000026451	ENSTGUP00000000369
ENSMODP00000032586	ENSTGUP00000003303
ENSMODP00000017460	ENSTGUP00000000207
ENSMODP00000013390	ENSTGUP00000011437
ENSMODP00000007332	ENSTGUP00000006038
ENSMODP00000025667	ENSTGUP00000009247
ENSMODP00000001723	ENSTGUP00000007715
ENSMODP00000016114	ENSTGUP00000002310
ENSMODP00000018644	ENSTGUP00000002760
ENSMODP00000008443	ENSTGUP00000006129
ENSMODP00000035866	ENSTGUP00000013734
ENSMODP00000031197	ENSTGUP00000004254
ENSMODP00000006073	ENSTGUP00000012606
ENSMODP00000003008	ENSTGUP00000010097
ENSMODP00000011114	ENSTGUP00000000759
ENSMODP00000026651	ENSTGUP00000011153
ENSMODP00000013781	ENSTGUP00000012535
ENSMODP00000003112	ENSTGUP00000010686
ENSMODP00000038368	ENSTGUP00000002091
ENSMODP00000020967	ENSTGUP00000007917
ENSMODP00000036222	ENSTGUP00000012035
ENSMODP00000014144	ENSTGUP00000005541
ENSMODP00000021752	ENSTGUP00000008684
ENSMODP00000003669	ENSTGUP00000006368
ENSMODP00000027697	ENSTGUP00000004368
ENSMODP00000013721	ENSTGUP00000002449
ENSMODP00000015452	ENSTGUP00000003534
ENSMODP00000000561	ENSTGUP00000003000
ENSMODP00000026672	ENSTGUP00000015899
ENSMODP00000032319	ENSTGUP00000003004
ENSMODP00000015451	ENSTGUP00000003538
ENSMODP00000015458	ENSTGUP00000003532
ENSMODP00000000572	ENSTGUP00000002996
ENSMODP00000011991	ENSTGUP00000009231
ENSMODP00000000584	ENSTGUP00000002988
ENSMODP00000029837	ENSTGUP00000005314
ENSMODP00000024665	ENSTGUP00000007490
ENSMODP00000002649	ENSTGUP00000011505
ENSMODP00000018261	ENSTGUP00000001953
ENSMODP00000008854	ENSTGUP00000007073
ENSMODP00000014323	ENSTGUP00000013601
ENSMODP00000014475	ENSTGUP00000013596
ENSMODP00000030277	ENSTGUP00000001326
ENSMODP00000030434	ENSTGUP00000005065
ENSMODP00000003961	ENSTGUP00000009454
ENSMODP00000002889	ENSTGUP00000006111
ENSMODP00000009310	ENSTGUP00000017464
ENSMODP00000020217	ENSTGUP00000003718
ENSMODP00000006535	ENSTGUP00000017440
ENSMODP00000024538	ENSTGUP00000006946
ENSMODP00000017635	ENSTGUP00000017555
ENSMODP00000031542	ENSTGUP00000015948
ENSMODP00000015815	ENSTGUP00000009096
ENSMODP00000026738	ENSTGUP00000009599
ENSMODP00000002274	ENSTGUP00000001823
ENSMODP00000022144	ENSTGUP00000010564
ENSMODP00000008269	ENSTGUP00000009586
ENSMODP00000013574	ENSTGUP00000016365
ENSMODP00000003398	ENSTGUP00000013294
ENSMODP00000021065	ENSTGUP00000011083
ENSMODP00000010067	ENSTGUP00000008087
ENSMODP00000002340	ENSTGUP00000017788
ENSMODP00000014424	ENSTGUP00000006692
ENSMODP00000016154	ENSTGUP00000015220
ENSMODP00000023679	ENSTGUP00000005479
ENSMODP00000006069	ENSTGUP00000013785
ENSMODP00000017473	ENSTGUP00000001416
ENSMODP00000008386	ENSTGUP00000011824
ENSMODP00000022356	ENSTGUP00000012423
ENSMODP00000022849	ENSTGUP00000013561
ENSMODP00000036899	ENSTGUP00000004027
ENSMODP00000017146	ENSTGUP00000011702
ENSMODP00000034885	ENSTGUP00000017730
ENSMODP00000000678	ENSTGUP00000006927
ENSMODP00000012804	ENSTGUP00000005636
ENSMODP00000004260	ENSTGUP00000010683
ENSMODP00000016197	ENSTGUP00000005309
ENSMODP00000014371	ENSTGUP00000006639
ENSMODP00000016904	ENSTGUP00000004505
ENSMODP00000031857	ENSTGUP00000016798
ENSMODP00000003351	ENSTGUP00000000900
ENSMODP00000034992	ENSTGUP00000005706
ENSMODP00000002675	ENSTGUP00000007710
ENSMODP00000002478	ENSTGUP00000000800
ENSMODP00000003817	ENSTGUP00000006181
ENSMODP00000010005	ENSTGUP00000003679
ENSMODP00000026567	ENSTGUP00000009121
ENSMODP00000018728	ENSTGUP00000012660
ENSMODP00000019953	ENSTGUP00000010329
ENSMODP00000009579	ENSTGUP00000011745
ENSMODP00000039925	ENSTGUP00000005302
ENSMODP00000018602	ENSTGUP00000003406
ENSMODP00000006169	ENSTGUP00000000998
ENSMODP00000023109	ENSTGUP00000006169
ENSMODP00000025452	ENSTGUP00000006578
ENSMODP00000038994	ENSTGUP00000015228
ENSMODP00000039676	ENSTGUP00000005142
ENSMODP00000001442	ENSTGUP00000010332
ENSMODP00000035012	ENSTGUP00000000169
ENSMODP00000011869	ENSTGUP00000007338
ENSMODP00000016490	ENSTGUP00000002420
ENSMODP00000000262	ENSTGUP00000001690
ENSMODP00000001932	ENSTGUP00000017760
ENSMODP00000034801	ENSTGUP00000008892
ENSMODP00000003651	ENSTGUP00000003815
ENSMODP00000026633	ENSTGUP00000011093
ENSMODP00000020475	ENSTGUP00000003158
ENSMODP00000012764	ENSTGUP00000011130
ENSMODP00000033414	ENSTGUP00000011746
ENSMODP00000023790	ENSTGUP00000007491
ENSMODP00000005302	ENSTGUP00000002921
ENSMODP00000014451	ENSTGUP00000011196
ENSMODP00000005723	ENSTGUP00000004289
ENSMODP00000018749	ENSTGUP00000004765
ENSMODP00000003302	ENSTGUP00000001898
ENSMODP00000007427	ENSTGUP00000016222
ENSMODP00000011160	ENSTGUP00000003899
ENSMODP00000005623	ENSTGUP00000009057
ENSMODP00000018499	ENSTGUP00000002630
ENSMODP00000018500	ENSTGUP00000003339
ENSMODP00000026791	ENSTGUP00000010089
ENSMODP00000020651	ENSTGUP00000008454
ENSMODP00000006610	ENSTGUP00000014812
ENSMODP00000040261	ENSTGUP00000013845
ENSMODP00000003557	ENSTGUP00000003569
ENSMODP00000004334	ENSTGUP00000006446
ENSMODP00000028479	ENSTGUP00000003289
ENSMODP00000001708	ENSTGUP00000002715
ENSMODP00000017150	ENSTGUP00000007431
ENSMODP00000024358	ENSTGUP00000006984
ENSMODP00000001830	ENSTGUP00000008796
ENSMODP00000034763	ENSTGUP00000013786
ENSMODP00000024516	ENSTGUP00000006915
ENSMODP00000019257	ENSTGUP00000005591
ENSMODP00000019583	ENSTGUP00000011574
ENSMODP00000010958	ENSTGUP00000011512
ENSMODP00000017504	ENSTGUP00000000185
ENSMODP00000001096	ENSTGUP00000002624
ENSMODP00000040219	ENSTGUP00000010605
ENSMODP00000010430	ENSTGUP00000008902
ENSMODP00000010253	ENSTGUP00000010655
ENSMODP00000020390	ENSTGUP00000003428
ENSMODP00000005098	ENSTGUP00000002977
ENSMODP00000021446	ENSTGUP00000008177
ENSMODP00000017618	ENSTGUP00000002162
ENSMODP00000021562	ENSTGUP00000011280
ENSMODP00000008728	ENSTGUP00000017400
ENSMODP00000015227	ENSTGUP00000004936
ENSMODP00000026805	ENSTGUP00000010276
ENSMODP00000000685	ENSTGUP00000001237
ENSMODP00000001834	ENSTGUP00000012950
ENSMODP00000000789	ENSTGUP00000002706
ENSMODP00000019125	ENSTGUP00000004370
ENSMODP00000035538	ENSTGUP00000010839
ENSMODP00000020924	ENSTGUP00000008041
ENSMODP00000022293	ENSTGUP00000012350
ENSMODP00000025402	ENSTGUP00000002236
ENSMODP00000038180	ENSTGUP00000000435
ENSMODP00000004262	ENSTGUP00000000339
ENSMODP00000022973	ENSTGUP00000009867
ENSMODP00000031646	ENSTGUP00000000168
ENSMODP00000019665	ENSTGUP00000011850
ENSMODP00000016093	ENSTGUP00000014866
ENSMODP00000000848	ENSTGUP00000013059
ENSMODP00000032098	ENSTGUP00000017439
ENSMODP00000019196	ENSTGUP00000005279
ENSMODP00000032982	ENSTGUP00000012159
ENSMODP00000033051	ENSTGUP00000006570
ENSMODP00000012365	ENSTGUP00000002368
ENSMODP00000000237	ENSTGUP00000006461
ENSMODP00000032409	ENSTGUP00000008671
ENSMODP00000007830	ENSTGUP00000011207
ENSMODP00000004230	ENSTGUP00000011545
ENSMODP00000022247	ENSTGUP00000005759
ENSMODP00000013615	ENSTGUP00000003271
ENSMODP00000022896	ENSTGUP00000004230
ENSMODP00000021560	ENSTGUP00000003682
ENSMODP00000016438	ENSTGUP00000000438
ENSMODP00000020814	ENSTGUP00000017646
ENSMODP00000022786	ENSTGUP00000004562
ENSMODP00000015465	ENSTGUP00000007376
ENSMODP00000015316	ENSTGUP00000004141
ENSMODP00000018070	ENSTGUP00000001282
ENSMODP00000032876	ENSTGUP00000001968
ENSMODP00000035153	ENSTGUP00000008675
ENSMODP00000018921	ENSTGUP00000000432
ENSMODP00000011627	ENSTGUP00000004727
ENSMODP00000017634	ENSTGUP00000015395
ENSMODP00000023095	ENSTGUP00000018014
ENSMODP00000026449	ENSTGUP00000016291
ENSMODP00000000874	ENSTGUP00000012078
ENSMODP00000019596	ENSTGUP00000011580
ENSMODP00000001343	ENSTGUP00000006559
ENSMODP00000022015	ENSTGUP00000001318
ENSMODP00000005265	ENSTGUP00000000381
ENSMODP00000006440	ENSTGUP00000015268
ENSMODP00000013669	ENSTGUP00000011077
ENSMODP00000020375	ENSTGUP00000009037
ENSMODP00000022683	ENSTGUP00000013792
ENSMODP00000004990	ENSTGUP00000001510
ENSMODP00000003587	ENSTGUP00000007791
ENSMODP00000029743	ENSTGUP00000005997
ENSMODP00000039261	ENSTGUP00000002082
ENSMODP00000000425	ENSTGUP00000007171
ENSMODP00000023689	ENSTGUP00000000283
ENSMODP00000021555	ENSTGUP00000002476
ENSMODP00000013578	ENSTGUP00000016343
ENSMODP00000015318	ENSTGUP00000001204
ENSMODP00000023161	ENSTGUP00000007238
ENSMODP00000020158	ENSTGUP00000003666
ENSMODP00000003648	ENSTGUP00000013828
ENSMODP00000026294	ENSTGUP00000005934
ENSMODP00000001531	ENSTGUP00000012109
ENSMODP00000001678	ENSTGUP00000003498
ENSMODP00000026816	ENSTGUP00000010338
ENSMODP00000014552	ENSTGUP00000003345
ENSMODP00000024340	ENSTGUP00000010346
ENSMODP00000001436	ENSTGUP00000005355
ENSMODP00000023156	ENSTGUP00000000631
ENSMODP00000006174	ENSTGUP00000007223
ENSMODP00000031363	ENSTGUP00000000797
ENSMODP00000023552	ENSTGUP00000002105
ENSMODP00000012755	ENSTGUP00000003414
ENSMODP00000021595	ENSTGUP00000003856
ENSMODP00000017977	ENSTGUP00000008738
ENSMODP00000008640	ENSTGUP00000010889
ENSMODP00000002583	ENSTGUP00000001495
ENSMODP00000009251	ENSTGUP00000003828
ENSMODP00000016844	ENSTGUP00000007830
ENSMODP00000027503	ENSTGUP00000004357
ENSMODP00000007103	ENSTGUP00000003621
ENSMODP00000011755	ENSTGUP00000008558
ENSMODP00000035490	ENSTGUP00000001578
ENSMODP00000009740	ENSTGUP00000008395
ENSMODP00000021917	ENSTGUP00000012020
ENSMODP00000036802	ENSTGUP00000006842
ENSMODP00000002585	ENSTGUP00000003257
ENSMODP00000023592	ENSTGUP00000013637
ENSMODP00000023590	ENSTGUP00000013636
ENSMODP00000014084	ENSTGUP00000010445
ENSMODP00000026489	ENSTGUP00000008072
ENSMODP00000001670	ENSTGUP00000010372
ENSMODP00000011118	ENSTGUP00000012148
ENSMODP00000008353	ENSTGUP00000013963
ENSMODP00000001208	ENSTGUP00000004263
ENSMODP00000001067	ENSTGUP00000004140
ENSMODP00000029339	ENSTGUP00000011139
ENSMODP00000017281	ENSTGUP00000006437
ENSMODP00000022678	ENSTGUP00000013797
ENSMODP00000014553	ENSTGUP00000004185
ENSMODP00000004652	ENSTGUP00000000774
ENSMODP00000025108	ENSTGUP00000007157
ENSMODP00000003023	ENSTGUP00000013910
ENSMODP00000003174	ENSTGUP00000004426
ENSMODP00000007875	ENSTGUP00000005540
ENSMODP00000026134	ENSTGUP00000009250
ENSMODP00000018663	ENSTGUP00000004001
ENSMODP00000021949	ENSTGUP00000006760
ENSMODP00000011145	ENSTGUP00000011935
ENSMODP00000009258	ENSTGUP00000005903
ENSMODP00000025832	ENSTGUP00000008102
ENSMODP00000024382	ENSTGUP00000008358
ENSMODP00000013041	ENSTGUP00000009358
ENSMODP00000038232	ENSTGUP00000006284
ENSMODP00000003192	ENSTGUP00000003053
ENSMODP00000023096	ENSTGUP00000006313
ENSMODP00000015366	ENSTGUP00000006702
ENSMODP00000009227	ENSTGUP00000012219
ENSMODP00000001944	ENSTGUP00000003095
ENSMODP00000006381	ENSTGUP00000007202
ENSMODP00000021564	ENSTGUP00000003740
ENSMODP00000037314	ENSTGUP00000001536
ENSMODP00000034444	ENSTGUP00000004449
ENSMODP00000004454	ENSTGUP00000010094
ENSMODP00000016285	ENSTGUP00000009030
ENSMODP00000002689	ENSTGUP00000008313
ENSMODP00000009391	ENSTGUP00000003821
ENSMODP00000009471	ENSTGUP00000008443
ENSMODP00000002577	ENSTGUP00000011473
ENSMODP00000036477	ENSTGUP00000008384
ENSMODP00000026879	ENSTGUP00000010946
ENSMODP00000020777	ENSTGUP00000004358
ENSMODP00000000589	ENSTGUP00000004802
ENSMODP00000018968	ENSTGUP00000003005
ENSMODP00000000619	ENSTGUP00000009768
ENSMODP00000017914	ENSTGUP00000006532
ENSMODP00000002388	ENSTGUP00000017786
ENSMODP00000005758	ENSTGUP00000010726
ENSMODP00000000059	ENSTGUP00000005494
ENSMODP00000002749	ENSTGUP00000003178
ENSMODP00000005489	ENSTGUP00000000217
ENSMODP00000020444	ENSTGUP00000003263
ENSMODP00000035600	ENSTGUP00000017790
ENSMODP00000025641	ENSTGUP00000008120
ENSMODP00000002136	ENSTGUP00000000902
ENSMODP00000001097	ENSTGUP00000008627
ENSMODP00000002706	ENSTGUP00000017386
ENSMODP00000026630	ENSTGUP00000011019
ENSMODP00000008530	ENSTGUP00000003099
ENSMODP00000022278	ENSTGUP00000001697
ENSMODP00000000899	ENSTGUP00000013029
ENSMODP00000011848	ENSTGUP00000014786
ENSMODP00000012484	ENSTGUP00000004342
ENSMODP00000013387	ENSTGUP00000001518
ENSMODP00000016722	ENSTGUP00000009376
ENSMODP00000021684	ENSTGUP00000001379
ENSMODP00000007802	ENSTGUP00000012422
ENSMODP00000041159	ENSTGUP00000013382
ENSMODP00000014142	ENSTGUP00000006457
ENSMODP00000023973	ENSTGUP00000001848
ENSMODP00000037486	ENSTGUP00000004159
ENSMODP00000036878	ENSTGUP00000004508
ENSMODP00000002598	ENSTGUP00000007914
ENSMODP00000024583	ENSTGUP00000014591
ENSMODP00000021387	ENSTGUP00000008001
ENSMODP00000023503	ENSTGUP00000015419
ENSMODP00000003451	ENSTGUP00000007317
ENSMODP00000038019	ENSTGUP00000017830
ENSMODP00000001272	ENSTGUP00000005186
ENSMODP00000032846	ENSTGUP00000013149
ENSMODP00000024191	ENSTGUP00000008136
ENSMODP00000003149	ENSTGUP00000000839
ENSMODP00000002204	ENSTGUP00000003505
ENSMODP00000036914	ENSTGUP00000009689
ENSMODP00000007696	ENSTGUP00000009705
ENSMODP00000006964	ENSTGUP00000001313
ENSMODP00000000921	ENSTGUP00000010521
ENSMODP00000038443	ENSTGUP00000000842
ENSMODP00000040227	ENSTGUP00000010609
ENSMODP00000021847	ENSTGUP00000011889
ENSMODP00000001513	ENSTGUP00000004661
ENSMODP00000009855	ENSTGUP00000011668
ENSMODP00000004305	ENSTGUP00000006435
ENSMODP00000017125	ENSTGUP00000013290
ENSMODP00000008221	ENSTGUP00000008489
ENSMODP00000009452	ENSTGUP00000006309
ENSMODP00000007109	ENSTGUP00000004700
ENSMODP00000022306	ENSTGUP00000012356
ENSMODP00000000341	ENSTGUP00000006609
ENSMODP00000026538	ENSTGUP00000008678
ENSMODP00000013172	ENSTGUP00000007823
ENSMODP00000001508	ENSTGUP00000009496
ENSMODP00000015725	ENSTGUP00000003436
ENSMODP00000028411	ENSTGUP00000002703
ENSMODP00000021904	ENSTGUP00000011980
ENSMODP00000004913	ENSTGUP00000012713
ENSMODP00000020253	ENSTGUP00000005344
ENSMODP00000001326	ENSTGUP00000012943
ENSMODP00000005673	ENSTGUP00000000413
ENSMODP00000011588	ENSTGUP00000010779
ENSMODP00000011801	ENSTGUP00000008527
ENSMODP00000002295	ENSTGUP00000003446
ENSMODP00000006326	ENSTGUP00000005004
ENSMODP00000015001	ENSTGUP00000004856
ENSMODP00000001269	ENSTGUP00000013592
ENSMODP00000002887	ENSTGUP00000010547
ENSMODP00000003187	ENSTGUP00000010219
ENSMODP00000009773	ENSTGUP00000007624
ENSMODP00000019720	ENSTGUP00000011659
ENSMODP00000017559	ENSTGUP00000000172
ENSMODP00000023474	ENSTGUP00000004843
ENSMODP00000013677	ENSTGUP00000012521
ENSMODP00000012939	ENSTGUP00000017169
ENSMODP00000021120	ENSTGUP00000002406
ENSMODP00000026443	ENSTGUP00000014885
ENSMODP00000026101	ENSTGUP00000000351
ENSMODP00000021357	ENSTGUP00000002934
ENSMODP00000005462	ENSTGUP00000010537
ENSMODP00000026878	ENSTGUP00000010943
ENSMODP00000013395	ENSTGUP00000004993
ENSMODP00000005127	ENSTGUP00000010895
ENSMODP00000003750	ENSTGUP00000001664
ENSMODP00000021257	ENSTGUP00000017698
ENSMODP00000032227	ENSTGUP00000004610
ENSMODP00000015794	ENSTGUP00000003115
ENSMODP00000011260	ENSTGUP00000001234
ENSMODP00000023524	ENSTGUP00000017664
ENSMODP00000008451	ENSTGUP00000000163
ENSMODP00000003724	ENSTGUP00000004313
ENSMODP00000008846	ENSTGUP00000010945
ENSMODP00000036689	ENSTGUP00000008665
ENSMODP00000017916	ENSTGUP00000003715
ENSMODP00000030121	ENSTGUP00000009234
ENSMODP00000016625	ENSTGUP00000013186
ENSMODP00000001105	ENSTGUP00000013096
ENSMODP00000000283	ENSTGUP00000005932
ENSMODP00000002386	ENSTGUP00000003413
ENSMODP00000034495	ENSTGUP00000004457
ENSMODP00000008791	ENSTGUP00000010965
ENSMODP00000008685	ENSTGUP00000011658
ENSMODP00000015756	ENSTGUP00000005310
ENSMODP00000011052	ENSTGUP00000011487
ENSMODP00000004282	ENSTGUP00000010718
ENSMODP00000005437	ENSTGUP00000000394
ENSMODP00000007853	ENSTGUP00000016078
ENSMODP00000001700	ENSTGUP00000007758
ENSMODP00000000171	ENSTGUP00000007501
ENSMODP00000008911	ENSTGUP00000009472
ENSMODP00000014492	ENSTGUP00000006420
ENSMODP00000009183	ENSTGUP00000008028
ENSMODP00000000964	ENSTGUP00000001021
ENSMODP00000012146	ENSTGUP00000009682
ENSMODP00000011905	ENSTGUP00000009838
ENSMODP00000007576	ENSTGUP00000009729
ENSMODP00000025332	ENSTGUP00000007104
ENSMODP00000008749	ENSTGUP00000014409
ENSMODP00000024423	ENSTGUP00000008547
ENSMODP00000020990	ENSTGUP00000017704
ENSMODP00000025329	ENSTGUP00000007072
ENSMODP00000035184	ENSTGUP00000008580
ENSMODP00000012018	ENSTGUP00000009751
ENSMODP00000018935	ENSTGUP00000001252
ENSMODP00000000595	ENSTGUP00000002759
ENSMODP00000012007	ENSTGUP00000009779
ENSMODP00000023614	ENSTGUP00000002024
ENSMODP00000012730	ENSTGUP00000012320
ENSMODP00000026545	ENSTGUP00000008922
ENSMODP00000019895	ENSTGUP00000006517
ENSMODP00000001260	ENSTGUP00000005178
ENSMODP00000022315	ENSTGUP00000011454
ENSMODP00000005607	ENSTGUP00000000591
ENSMODP00000012436	ENSTGUP00000004493
ENSMODP00000001478	ENSTGUP00000006409
ENSMODP00000005454	ENSTGUP00000000042
ENSMODP00000035505	ENSTGUP00000012995
ENSMODP00000005157	ENSTGUP00000012662
ENSMODP00000010015	ENSTGUP00000008124
ENSMODP00000020895	ENSTGUP00000002200
ENSMODP00000014208	ENSTGUP00000011783
ENSMODP00000003786	ENSTGUP00000003570
ENSMODP00000013841	ENSTGUP00000000785
ENSMODP00000015032	ENSTGUP00000013689
ENSMODP00000026851	ENSTGUP00000010682
ENSMODP00000020940	ENSTGUP00000007955
ENSMODP00000016940	ENSTGUP00000000952
ENSMODP00000016853	ENSTGUP00000000072
ENSMODP00000021220	ENSTGUP00000013897
ENSMODP00000024286	ENSTGUP00000002516
ENSMODP00000025892	ENSTGUP00000004949
ENSMODP00000005588	ENSTGUP00000010636
ENSMODP00000008610	ENSTGUP00000000951
ENSMODP00000026501	ENSTGUP00000008239
ENSMODP00000018336	ENSTGUP00000013024
ENSMODP00000020822	ENSTGUP00000004337
ENSMODP00000035389	ENSTGUP00000010336
ENSMODP00000012522	ENSTGUP00000000059
ENSMODP00000019661	ENSTGUP00000017443
ENSMODP00000012244	ENSTGUP00000009458
ENSMODP00000000868	ENSTGUP00000002948
ENSMODP00000011881	ENSTGUP00000010897
ENSMODP00000000541	ENSTGUP00000004743
ENSMODP00000011304	ENSTGUP00000013168
ENSMODP00000023430	ENSTGUP00000013226
ENSMODP00000024569	ENSTGUP00000003725
ENSMODP00000002498	ENSTGUP00000012789
ENSMODP00000016354	ENSTGUP00000001188
ENSMODP00000011178	ENSTGUP00000010493
ENSMODP00000037626	ENSTGUP00000007260
ENSMODP00000000275	ENSTGUP00000004724
ENSMODP00000023134	ENSTGUP00000007032
ENSMODP00000011707	ENSTGUP00000009965
ENSMODP00000020454	ENSTGUP00000004041
ENSMODP00000035248	ENSTGUP00000001861
ENSMODP00000033106	ENSTGUP00000001187
ENSMODP00000018943	ENSTGUP00000003730
ENSMODP00000009418	ENSTGUP00000006371
ENSMODP00000012079	ENSTGUP00000006619
ENSMODP00000011560	ENSTGUP00000008170
ENSMODP00000002787	ENSTGUP00000007813
ENSMODP00000019263	ENSTGUP00000009310
ENSMODP00000001358	ENSTGUP00000012099
ENSMODP00000023560	ENSTGUP00000013614
ENSMODP00000014460	ENSTGUP00000003336
ENSMODP00000015682	ENSTGUP00000001462
ENSMODP00000021954	ENSTGUP00000006751
ENSMODP00000038042	ENSTGUP00000010425
ENSMODP00000036517	ENSTGUP00000002450
ENSMODP00000014470	ENSTGUP00000004620
ENSMODP00000004755	ENSTGUP00000001044
ENSMODP00000002112	ENSTGUP00000010308
ENSMODP00000002858	ENSTGUP00000004684
ENSMODP00000016987	ENSTGUP00000017963
ENSMODP00000011730	ENSTGUP00000011416
ENSMODP00000006129	ENSTGUP00000000705
ENSMODP00000014074	ENSTGUP00000015117
ENSMODP00000011781	ENSTGUP00000011393
ENSMODP00000007303	ENSTGUP00000006042
ENSMODP00000031921	ENSTGUP00000008305
ENSMODP00000013688	ENSTGUP00000007355
ENSMODP00000011596	ENSTGUP00000004080
ENSMODP00000017441	ENSTGUP00000007177
ENSMODP00000034934	ENSTGUP00000003602
ENSMODP00000006034	ENSTGUP00000000690
ENSMODP00000000670	ENSTGUP00000012014
ENSMODP00000001239	ENSTGUP00000000817
ENSMODP00000012784	ENSTGUP00000009449
ENSMODP00000038697	ENSTGUP00000007044
ENSMODP00000006921	ENSTGUP00000007107
ENSMODP00000023867	ENSTGUP00000004887
ENSMODP00000017178	ENSTGUP00000006130
ENSMODP00000008350	ENSTGUP00000003136
ENSMODP00000004257	ENSTGUP00000001075
ENSMODP00000017196	ENSTGUP00000003199
ENSMODP00000002601	ENSTGUP00000013580
ENSMODP00000022886	ENSTGUP00000013541
ENSMODP00000007008	ENSTGUP00000000680
ENSMODP00000018049	ENSTGUP00000000673
