ENSP00000262384	ENSTGUP00000008915
ENSP00000297814	ENSTGUP00000003251
ENSP00000361140	ENSTGUP00000008268
ENSP00000455064	ENSTGUP00000007101
ENSP00000023064	ENSTGUP00000009533
ENSP00000280612	ENSTGUP00000001556
ENSP00000318912	ENSTGUP00000012083
ENSP00000285379	ENSTGUP00000012095
ENSP00000345659	ENSTGUP00000010017
ENSP00000300900	ENSTGUP00000008230
ENSP00000314407	ENSTGUP00000011522
ENSP00000366654	ENSTGUP00000003983
ENSP00000367608	ENSTGUP00000001938
ENSP00000225916	ENSTGUP00000002617
ENSP00000263754	ENSTGUP00000003370
ENSP00000342434	ENSTGUP00000016179
ENSP00000376534	ENSTGUP00000012613
ENSP00000353458	ENSTGUP00000012299
ENSP00000375921	ENSTGUP00000008000
ENSP00000355245	ENSTGUP00000012376
ENSP00000381499	ENSTGUP00000007745
ENSP00000350844	ENSTGUP00000007459
ENSP00000396259	ENSTGUP00000007853
ENSP00000286808	ENSTGUP00000013859
ENSP00000409544	ENSTGUP00000003455
ENSP00000441283	ENSTGUP00000006613
ENSP00000382090	ENSTGUP00000004986
ENSP00000356133	ENSTGUP00000011480
ENSP00000295522	ENSTGUP00000009626
ENSP00000296387	ENSTGUP00000017536
ENSP00000256261	ENSTGUP00000017583
ENSP00000361785	ENSTGUP00000006802
ENSP00000340609	ENSTGUP00000006806
ENSP00000354483	ENSTGUP00000013909
ENSP00000226004	ENSTGUP00000003031
ENSP00000466299	ENSTGUP00000008507
ENSP00000385885	ENSTGUP00000005648
ENSP00000345281	ENSTGUP00000002221
ENSP00000341658	ENSTGUP00000006785
ENSP00000352962	ENSTGUP00000000664
ENSP00000359204	ENSTGUP00000005612
ENSP00000263177	ENSTGUP00000005626
ENSP00000364008	ENSTGUP00000000657
ENSP00000358723	ENSTGUP00000001503
ENSP00000245304	ENSTGUP00000011443
ENSP00000321805	ENSTGUP00000001672
ENSP00000364919	ENSTGUP00000000439
ENSP00000216127	ENSTGUP00000011160
ENSP00000225688	ENSTGUP00000007579
ENSP00000268864	ENSTGUP00000004900
ENSP00000353824	ENSTGUP00000004016
ENSP00000349298	ENSTGUP00000006195
ENSP00000350032	ENSTGUP00000002387
ENSP00000384136	ENSTGUP00000011605
ENSP00000353408	ENSTGUP00000002920
ENSP00000312070	ENSTGUP00000016434
ENSP00000442186	ENSTGUP00000012851
ENSP00000386653	ENSTGUP00000012848
ENSP00000287008	ENSTGUP00000015036
ENSP00000355082	ENSTGUP00000001547
ENSP00000362125	ENSTGUP00000002394
ENSP00000367151	ENSTGUP00000012820
ENSP00000458537	ENSTGUP00000005524
ENSP00000293636	ENSTGUP00000016038
ENSP00000273814	ENSTGUP00000001548
ENSP00000337572	ENSTGUP00000012757
ENSP00000412178	ENSTGUP00000010996
ENSP00000288490	ENSTGUP00000011933
ENSP00000284061	ENSTGUP00000009820
ENSP00000385780	ENSTGUP00000002607
ENSP00000346879	ENSTGUP00000012373
ENSP00000345147	ENSTGUP00000007753
ENSP00000366347	ENSTGUP00000007748
ENSP00000327758	ENSTGUP00000000325
ENSP00000342828	ENSTGUP00000009697
ENSP00000350549	ENSTGUP00000011723
ENSP00000341108	ENSTGUP00000011726
ENSP00000429553	ENSTGUP00000005406
ENSP00000295886	ENSTGUP00000002197
ENSP00000359215	ENSTGUP00000010349
ENSP00000296921	ENSTGUP00000015317
ENSP00000361636	ENSTGUP00000006341
ENSP00000232975	ENSTGUP00000006187
ENSP00000349467	ENSTGUP00000012865
ENSP00000294288	ENSTGUP00000007954
ENSP00000317310	ENSTGUP00000009912
ENSP00000271651	ENSTGUP00000005834
ENSP00000357981	ENSTGUP00000017656
ENSP00000220166	ENSTGUP00000010292
ENSP00000332139	ENSTGUP00000000666
ENSP00000269503	ENSTGUP00000009490
ENSP00000064571	ENSTGUP00000008741
ENSP00000298943	ENSTGUP00000001364
ENSP00000272520	ENSTGUP00000011923
ENSP00000335285	ENSTGUP00000017103
ENSP00000395220	ENSTGUP00000006961
ENSP00000297239	ENSTGUP00000011397
ENSP00000346576	ENSTGUP00000013350
ENSP00000374036	ENSTGUP00000007084
ENSP00000359245	ENSTGUP00000005983
ENSP00000263094	ENSTGUP00000014282
ENSP00000363868	ENSTGUP00000000341
ENSP00000344155	ENSTGUP00000002475
ENSP00000261187	ENSTGUP00000006421
ENSP00000463978	ENSTGUP00000004005
ENSP00000390564	ENSTGUP00000009005
ENSP00000360855	ENSTGUP00000008607
ENSP00000378757	ENSTGUP00000015365
ENSP00000295190	ENSTGUP00000008621
ENSP00000358794	ENSTGUP00000000917
ENSP00000357535	ENSTGUP00000004973
ENSP00000364883	ENSTGUP00000000428
ENSP00000369461	ENSTGUP00000002311
ENSP00000476295	ENSTGUP00000004735
ENSP00000368517	ENSTGUP00000002224
ENSP00000362734	ENSTGUP00000007218
ENSP00000328169	ENSTGUP00000013307
ENSP00000254958	ENSTGUP00000006280
ENSP00000277541	ENSTGUP00000006342
ENSP00000345229	ENSTGUP00000008560
ENSP00000349893	ENSTGUP00000009378
ENSP00000340292	ENSTGUP00000013159
ENSP00000356370	ENSTGUP00000004439
ENSP00000355718	ENSTGUP00000010098
ENSP00000249749	ENSTGUP00000011110
ENSP00000300060	ENSTGUP00000014700
ENSP00000350541	ENSTGUP00000017823
ENSP00000265162	ENSTGUP00000004390
ENSP00000299727	ENSTGUP00000009317
ENSP00000293897	ENSTGUP00000007062
ENSP00000330138	ENSTGUP00000010986
ENSP00000267377	ENSTGUP00000012384
ENSP00000265572	ENSTGUP00000011329
ENSP00000394624	ENSTGUP00000011525
ENSP00000336764	ENSTGUP00000007524
ENSP00000358783	ENSTGUP00000007527
ENSP00000389128	ENSTGUP00000009402
ENSP00000355396	ENSTGUP00000017806
ENSP00000326759	ENSTGUP00000006415
ENSP00000273261	ENSTGUP00000009920
ENSP00000416015	ENSTGUP00000012867
ENSP00000351664	ENSTGUP00000001784
ENSP00000416683	ENSTGUP00000018007
ENSP00000295057	ENSTGUP00000011265
ENSP00000274711	ENSTGUP00000015235
ENSP00000386357	ENSTGUP00000004274
ENSP00000355187	ENSTGUP00000003555
ENSP00000216241	ENSTGUP00000010311
ENSP00000423812	ENSTGUP00000009255
ENSP00000263991	ENSTGUP00000002297
ENSP00000261503	ENSTGUP00000006848
ENSP00000373964	ENSTGUP00000009298
ENSP00000215957	ENSTGUP00000010813
ENSP00000351593	ENSTGUP00000011063
ENSP00000254301	ENSTGUP00000013465
ENSP00000435460	ENSTGUP00000010725
ENSP00000341032	ENSTGUP00000012166
ENSP00000285018	ENSTGUP00000003861
ENSP00000380379	ENSTGUP00000012967
ENSP00000417310	ENSTGUP00000007217
ENSP00000222462	ENSTGUP00000004769
ENSP00000265441	ENSTGUP00000005189
ENSP00000358698	ENSTGUP00000017826
ENSP00000290167	ENSTGUP00000017529
ENSP00000233948	ENSTGUP00000005832
ENSP00000293549	ENSTGUP00000015294
ENSP00000225512	ENSTGUP00000002078
ENSP00000284523	ENSTGUP00000000232
ENSP00000333799	ENSTGUP00000003911
ENSP00000305721	ENSTGUP00000012938
ENSP00000265965	ENSTGUP00000009098
ENSP00000359356	ENSTGUP00000006220
ENSP00000225235	ENSTGUP00000008842
ENSP00000386921	ENSTGUP00000010434
ENSP00000261439	ENSTGUP00000009379
ENSP00000394720	ENSTGUP00000010340
ENSP00000210633	ENSTGUP00000010408
ENSP00000416523	ENSTGUP00000000446
ENSP00000284136	ENSTGUP00000002513
ENSP00000231721	ENSTGUP00000006507
ENSP00000303212	ENSTGUP00000002582
ENSP00000002829	ENSTGUP00000006672
ENSP00000265361	ENSTGUP00000002688
ENSP00000385795	ENSTGUP00000002466
ENSP00000307411	ENSTGUP00000001253
ENSP00000350267	ENSTGUP00000001669
ENSP00000373340	ENSTGUP00000008888
ENSP00000216267	ENSTGUP00000003959
ENSP00000218343	ENSTGUP00000010952
ENSP00000378310	ENSTGUP00000003692
ENSP00000377112	ENSTGUP00000004149
ENSP00000387694	ENSTGUP00000006128
ENSP00000395983	ENSTGUP00000007425
ENSP00000269187	ENSTGUP00000008883
ENSP00000262461	ENSTGUP00000006819
ENSP00000379822	ENSTGUP00000007412
ENSP00000356297	ENSTGUP00000011666
ENSP00000258415	ENSTGUP00000005816
ENSP00000334128	ENSTGUP00000005053
ENSP00000253401	ENSTGUP00000005805
ENSP00000361009	ENSTGUP00000009199
ENSP00000288368	ENSTGUP00000011766
ENSP00000261835	ENSTGUP00000013107
ENSP00000268053	ENSTGUP00000016684
ENSP00000250617	ENSTGUP00000002199
ENSP00000364893	ENSTGUP00000009169
ENSP00000363708	ENSTGUP00000010438
ENSP00000351905	ENSTGUP00000003689
ENSP00000241416	ENSTGUP00000012287
ENSP00000340361	ENSTGUP00000000561
ENSP00000263640	ENSTGUP00000012554
ENSP00000373574	ENSTGUP00000003374
ENSP00000442656	ENSTGUP00000003361
ENSP00000364133	ENSTGUP00000006937
ENSP00000401907	ENSTGUP00000003297
ENSP00000430676	ENSTGUP00000013006
ENSP00000361952	ENSTGUP00000005338
ENSP00000282146	ENSTGUP00000012811
ENSP00000285735	ENSTGUP00000017813
ENSP00000272233	ENSTGUP00000013554
ENSP00000308576	ENSTGUP00000006140
ENSP00000267205	ENSTGUP00000006251
ENSP00000355580	ENSTGUP00000010524
ENSP00000362328	ENSTGUP00000007940
ENSP00000312811	ENSTGUP00000012767
ENSP00000394033	ENSTGUP00000002993
ENSP00000364886	ENSTGUP00000012353
ENSP00000466680	ENSTGUP00000002949
ENSP00000340299	ENSTGUP00000005922
ENSP00000363257	ENSTGUP00000001017
ENSP00000384716	ENSTGUP00000008538
ENSP00000303248	ENSTGUP00000005777
ENSP00000266674	ENSTGUP00000007410
ENSP00000441235	ENSTGUP00000012738
ENSP00000384708	ENSTGUP00000005884
ENSP00000343656	ENSTGUP00000002798
ENSP00000291532	ENSTGUP00000005768
ENSP00000416037	ENSTGUP00000000229
ENSP00000264400	ENSTGUP00000002973
ENSP00000377037	ENSTGUP00000001186
ENSP00000334962	ENSTGUP00000011000
ENSP00000278742	ENSTGUP00000000528
ENSP00000411645	ENSTGUP00000013996
ENSP00000399324	ENSTGUP00000006053
ENSP00000180166	ENSTGUP00000007521
ENSP00000371790	ENSTGUP00000011753
ENSP00000264664	ENSTGUP00000002401
ENSP00000215530	ENSTGUP00000000636
ENSP00000267843	ENSTGUP00000007545
ENSP00000334122	ENSTGUP00000005531
ENSP00000359635	ENSTGUP00000015344
ENSP00000311697	ENSTGUP00000001576
ENSP00000228837	ENSTGUP00000012630
ENSP00000380697	ENSTGUP00000010146
ENSP00000355988	ENSTGUP00000001534
ENSP00000245414	ENSTGUP00000001418
ENSP00000377218	ENSTGUP00000006860
ENSP00000370343	ENSTGUP00000002216
ENSP00000268638	ENSTGUP00000004264
ENSP00000362728	ENSTGUP00000001430
ENSP00000357552	ENSTGUP00000012289
ENSP00000358831	ENSTGUP00000012951
ENSP00000346693	ENSTGUP00000005950
ENSP00000438095	ENSTGUP00000013247
ENSP00000330878	ENSTGUP00000007854
ENSP00000424123	ENSTGUP00000002761
ENSP00000361536	ENSTGUP00000007397
ENSP00000277942	ENSTGUP00000004710
ENSP00000377948	ENSTGUP00000001985
ENSP00000359899	ENSTGUP00000013224
ENSP00000243673	ENSTGUP00000017854
ENSP00000303325	ENSTGUP00000003882
ENSP00000303522	ENSTGUP00000015961
ENSP00000354652	ENSTGUP00000005966
ENSP00000363431	ENSTGUP00000008157
ENSP00000423917	ENSTGUP00000005968
ENSP00000332591	ENSTGUP00000005464
ENSP00000221742	ENSTGUP00000000036
ENSP00000265113	ENSTGUP00000002101
ENSP00000262352	ENSTGUP00000005405
ENSP00000436047	ENSTGUP00000000863
ENSP00000225276	ENSTGUP00000008057
ENSP00000156626	ENSTGUP00000008081
ENSP00000377257	ENSTGUP00000006397
ENSP00000330959	ENSTGUP00000010207
ENSP00000264260	ENSTGUP00000010167
ENSP00000327246	ENSTGUP00000000292
ENSP00000379514	ENSTGUP00000000337
ENSP00000262441	ENSTGUP00000007746
ENSP00000362353	ENSTGUP00000007990
ENSP00000340943	ENSTGUP00000000369
ENSP00000321999	ENSTGUP00000000207
ENSP00000386972	ENSTGUP00000011437
ENSP00000316786	ENSTGUP00000006038
ENSP00000376184	ENSTGUP00000009247
ENSP00000378887	ENSTGUP00000007715
ENSP00000345751	ENSTGUP00000006129
ENSP00000353292	ENSTGUP00000013734
ENSP00000368411	ENSTGUP00000004254
ENSP00000442477	ENSTGUP00000005551
ENSP00000430711	ENSTGUP00000012606
ENSP00000305877	ENSTGUP00000010097
ENSP00000241256	ENSTGUP00000011153
ENSP00000218721	ENSTGUP00000012535
ENSP00000265593	ENSTGUP00000010686
ENSP00000339867	ENSTGUP00000013622
ENSP00000359532	ENSTGUP00000007917
ENSP00000365256	ENSTGUP00000005541
ENSP00000370213	ENSTGUP00000008684
ENSP00000261514	ENSTGUP00000006368
ENSP00000372193	ENSTGUP00000004368
ENSP00000234488	ENSTGUP00000002449
ENSP00000239144	ENSTGUP00000003545
ENSP00000420009	ENSTGUP00000003534
ENSP00000222728	ENSTGUP00000003000
ENSP00000243108	ENSTGUP00000015899
ENSP00000242159	ENSTGUP00000003004
ENSP00000239165	ENSTGUP00000003538
ENSP00000239151	ENSTGUP00000003532
ENSP00000302548	ENSTGUP00000009231
ENSP00000353151	ENSTGUP00000002988
ENSP00000439018	ENSTGUP00000005314
ENSP00000329748	ENSTGUP00000003746
ENSP00000229330	ENSTGUP00000011505
ENSP00000334140	ENSTGUP00000001953
ENSP00000448517	ENSTGUP00000007073
ENSP00000352282	ENSTGUP00000013601
ENSP00000298307	ENSTGUP00000013596
ENSP00000215739	ENSTGUP00000001326
ENSP00000359446	ENSTGUP00000009454
ENSP00000241305	ENSTGUP00000017464
ENSP00000223357	ENSTGUP00000003718
ENSP00000369979	ENSTGUP00000017440
ENSP00000259371	ENSTGUP00000006946
ENSP00000403636	ENSTGUP00000017555
ENSP00000450244	ENSTGUP00000015948
ENSP00000299608	ENSTGUP00000009599
ENSP00000286091	ENSTGUP00000001823
ENSP00000300289	ENSTGUP00000010564
ENSP00000266397	ENSTGUP00000009509
ENSP00000305465	ENSTGUP00000009586
ENSP00000243662	ENSTGUP00000013294
ENSP00000356465	ENSTGUP00000011083
ENSP00000265062	ENSTGUP00000008087
ENSP00000243298	ENSTGUP00000006692
ENSP00000420127	ENSTGUP00000008471
ENSP00000333724	ENSTGUP00000015220
ENSP00000361666	ENSTGUP00000005479
ENSP00000358515	ENSTGUP00000013785
ENSP00000245407	ENSTGUP00000001416
ENSP00000275300	ENSTGUP00000011824
ENSP00000357915	ENSTGUP00000012423
ENSP00000228820	ENSTGUP00000013561
ENSP00000353512	ENSTGUP00000004027
ENSP00000263549	ENSTGUP00000011702
ENSP00000420612	ENSTGUP00000017730
ENSP00000361850	ENSTGUP00000006927
ENSP00000220809	ENSTGUP00000005636
ENSP00000372224	ENSTGUP00000010683
ENSP00000414287	ENSTGUP00000005309
ENSP00000228841	ENSTGUP00000006639
ENSP00000223167	ENSTGUP00000004505
ENSP00000279022	ENSTGUP00000016798
ENSP00000366314	ENSTGUP00000000900
ENSP00000437849	ENSTGUP00000005706
ENSP00000320239	ENSTGUP00000007710
ENSP00000354006	ENSTGUP00000000800
ENSP00000381023	ENSTGUP00000006181
ENSP00000323926	ENSTGUP00000003679
ENSP00000155858	ENSTGUP00000009537
ENSP00000417222	ENSTGUP00000009121
ENSP00000181383	ENSTGUP00000012660
ENSP00000272852	ENSTGUP00000010329
ENSP00000297770	ENSTGUP00000011745
ENSP00000400906	ENSTGUP00000008953
ENSP00000363019	ENSTGUP00000005302
ENSP00000424571	ENSTGUP00000006963
ENSP00000470498	ENSTGUP00000000998
ENSP00000416341	ENSTGUP00000006169
ENSP00000334186	ENSTGUP00000006578
ENSP00000360108	ENSTGUP00000010332
ENSP00000314499	ENSTGUP00000000169
ENSP00000254051	ENSTGUP00000002420
ENSP00000262039	ENSTGUP00000001690
ENSP00000356155	ENSTGUP00000017760
ENSP00000404845	ENSTGUP00000012743
ENSP00000366563	ENSTGUP00000003815
ENSP00000263967	ENSTGUP00000011093
ENSP00000358413	ENSTGUP00000011130
ENSP00000371905	ENSTGUP00000011746
ENSP00000262096	ENSTGUP00000007491
ENSP00000355896	ENSTGUP00000002921
ENSP00000257868	ENSTGUP00000016436
ENSP00000260950	ENSTGUP00000011196
ENSP00000456782	ENSTGUP00000004289
ENSP00000370303	ENSTGUP00000004765
ENSP00000242208	ENSTGUP00000001898
ENSP00000308716	ENSTGUP00000016222
ENSP00000264601	ENSTGUP00000003899
ENSP00000267328	ENSTGUP00000009057
ENSP00000273047	ENSTGUP00000003339
ENSP00000360398	ENSTGUP00000013630
ENSP00000225665	ENSTGUP00000014812
ENSP00000352565	ENSTGUP00000006446
ENSP00000405176	ENSTGUP00000003289
ENSP00000242261	ENSTGUP00000002715
ENSP00000283713	ENSTGUP00000015116
ENSP00000324573	ENSTGUP00000007431
ENSP00000246080	ENSTGUP00000006984
ENSP00000294339	ENSTGUP00000008796
ENSP00000302189	ENSTGUP00000013786
ENSP00000362924	ENSTGUP00000006915
ENSP00000248444	ENSTGUP00000005591
ENSP00000295927	ENSTGUP00000011574
ENSP00000415034	ENSTGUP00000000185
ENSP00000327545	ENSTGUP00000010605
ENSP00000265634	ENSTGUP00000008902
ENSP00000222399	ENSTGUP00000003428
ENSP00000305941	ENSTGUP00000002977
ENSP00000369643	ENSTGUP00000008177
ENSP00000359682	ENSTGUP00000002162
ENSP00000258042	ENSTGUP00000011280
ENSP00000264144	ENSTGUP00000017400
ENSP00000354360	ENSTGUP00000004936
ENSP00000374309	ENSTGUP00000010276
ENSP00000356251	ENSTGUP00000001237
ENSP00000366416	ENSTGUP00000012950
ENSP00000315011	ENSTGUP00000002706
ENSP00000324532	ENSTGUP00000010839
ENSP00000252999	ENSTGUP00000008041
ENSP00000302846	ENSTGUP00000002236
ENSP00000303424	ENSTGUP00000013508
ENSP00000364907	ENSTGUP00000000435
ENSP00000371341	ENSTGUP00000009867
ENSP00000359793	ENSTGUP00000007001
ENSP00000349003	ENSTGUP00000010671
ENSP00000393333	ENSTGUP00000000168
ENSP00000342235	ENSTGUP00000011850
ENSP00000341189	ENSTGUP00000013059
ENSP00000391676	ENSTGUP00000017439
ENSP00000371067	ENSTGUP00000005279
ENSP00000352438	ENSTGUP00000016553
ENSP00000296125	ENSTGUP00000005088
ENSP00000355330	ENSTGUP00000006461
ENSP00000200181	ENSTGUP00000008671
ENSP00000365351	ENSTGUP00000011207
ENSP00000380948	ENSTGUP00000011545
ENSP00000300215	ENSTGUP00000005759
ENSP00000296181	ENSTGUP00000004230
ENSP00000362777	ENSTGUP00000003682
ENSP00000380942	ENSTGUP00000000438
ENSP00000357177	ENSTGUP00000017646
ENSP00000347134	ENSTGUP00000002008
ENSP00000341071	ENSTGUP00000007376
ENSP00000242462	ENSTGUP00000004141
ENSP00000317580	ENSTGUP00000001282
ENSP00000306754	ENSTGUP00000017047
ENSP00000297142	ENSTGUP00000001968
ENSP00000242994	ENSTGUP00000003866
ENSP00000354718	ENSTGUP00000008675
ENSP00000263160	ENSTGUP00000004727
ENSP00000221485	ENSTGUP00000015395
ENSP00000348019	ENSTGUP00000018014
ENSP00000261900	ENSTGUP00000016291
ENSP00000264157	ENSTGUP00000012078
ENSP00000295926	ENSTGUP00000011580
ENSP00000225174	ENSTGUP00000006559
ENSP00000029410	ENSTGUP00000000381
ENSP00000320965	ENSTGUP00000015268
ENSP00000306459	ENSTGUP00000011077
ENSP00000360776	ENSTGUP00000009037
ENSP00000420161	ENSTGUP00000013792
ENSP00000369055	ENSTGUP00000001510
ENSP00000310696	ENSTGUP00000007791
ENSP00000365435	ENSTGUP00000002540
ENSP00000361359	ENSTGUP00000005997
ENSP00000465500	ENSTGUP00000002082
ENSP00000359013	ENSTGUP00000007296
ENSP00000361932	ENSTGUP00000007171
ENSP00000332757	ENSTGUP00000000283
ENSP00000318142	ENSTGUP00000002476
ENSP00000416658	ENSTGUP00000016343
ENSP00000265191	ENSTGUP00000001204
ENSP00000372667	ENSTGUP00000007238
ENSP00000219302	ENSTGUP00000003666
ENSP00000356785	ENSTGUP00000013828
ENSP00000291547	ENSTGUP00000005934
ENSP00000362981	ENSTGUP00000003498
ENSP00000258930	ENSTGUP00000003345
ENSP00000333873	ENSTGUP00000010346
ENSP00000349768	ENSTGUP00000005355
ENSP00000299441	ENSTGUP00000000631
ENSP00000406229	ENSTGUP00000007223
ENSP00000261800	ENSTGUP00000000797
ENSP00000377862	ENSTGUP00000002105
ENSP00000217909	ENSTGUP00000003414
ENSP00000351338	ENSTGUP00000008738
ENSP00000317128	ENSTGUP00000010889
ENSP00000271332	ENSTGUP00000001495
ENSP00000262738	ENSTGUP00000003828
ENSP00000164024	ENSTGUP00000007830
ENSP00000362159	ENSTGUP00000003621
ENSP00000258526	ENSTGUP00000008558
ENSP00000356000	ENSTGUP00000001578
ENSP00000377061	ENSTGUP00000008395
ENSP00000406261	ENSTGUP00000012020
ENSP00000296741	ENSTGUP00000006842
ENSP00000332656	ENSTGUP00000003257
ENSP00000318066	ENSTGUP00000013637
ENSP00000360436	ENSTGUP00000013636
ENSP00000423563	ENSTGUP00000001288
ENSP00000198801	ENSTGUP00000013962
ENSP00000355645	ENSTGUP00000010372
ENSP00000290378	ENSTGUP00000012148
ENSP00000228027	ENSTGUP00000013963
ENSP00000356540	ENSTGUP00000011139
ENSP00000320679	ENSTGUP00000013894
ENSP00000356723	ENSTGUP00000017573
ENSP00000416193	ENSTGUP00000010958
ENSP00000377370	ENSTGUP00000013797
ENSP00000402219	ENSTGUP00000004185
ENSP00000263314	ENSTGUP00000007157
ENSP00000356842	ENSTGUP00000013910
ENSP00000253382	ENSTGUP00000004426
ENSP00000316924	ENSTGUP00000005540
ENSP00000300441	ENSTGUP00000009250
ENSP00000403954	ENSTGUP00000004001
ENSP00000286574	ENSTGUP00000006760
ENSP00000241463	ENSTGUP00000011935
ENSP00000248706	ENSTGUP00000008102
ENSP00000229002	ENSTGUP00000012746
ENSP00000386272	ENSTGUP00000007232
ENSP00000381634	ENSTGUP00000006284
ENSP00000363891	ENSTGUP00000003053
ENSP00000256689	ENSTGUP00000006313
ENSP00000382239	ENSTGUP00000012219
ENSP00000363228	ENSTGUP00000003095
ENSP00000418748	ENSTGUP00000007202
ENSP00000259365	ENSTGUP00000001536
ENSP00000411932	ENSTGUP00000004449
ENSP00000414670	ENSTGUP00000010094
ENSP00000327468	ENSTGUP00000009030
ENSP00000379739	ENSTGUP00000008313
ENSP00000356468	ENSTGUP00000003821
ENSP00000317404	ENSTGUP00000008443
ENSP00000305725	ENSTGUP00000011473
ENSP00000258711	ENSTGUP00000008384
ENSP00000262622	ENSTGUP00000009791
ENSP00000284224	ENSTGUP00000010946
ENSP00000252011	ENSTGUP00000004802
ENSP00000262415	ENSTGUP00000003005
ENSP00000336741	ENSTGUP00000009768
ENSP00000299178	ENSTGUP00000006532
ENSP00000356094	ENSTGUP00000017786
ENSP00000324270	ENSTGUP00000010726
ENSP00000352839	ENSTGUP00000005494
ENSP00000355384	ENSTGUP00000003178
ENSP00000354721	ENSTGUP00000000217
ENSP00000265715	ENSTGUP00000003263
ENSP00000356102	ENSTGUP00000017790
ENSP00000266682	ENSTGUP00000008120
ENSP00000330199	ENSTGUP00000000902
ENSP00000323549	ENSTGUP00000008627
ENSP00000362306	ENSTGUP00000001697
ENSP00000349208	ENSTGUP00000014786
ENSP00000265742	ENSTGUP00000001518
ENSP00000348769	ENSTGUP00000009376
ENSP00000362555	ENSTGUP00000001379
ENSP00000428968	ENSTGUP00000012422
ENSP00000321330	ENSTGUP00000013382
ENSP00000259939	ENSTGUP00000006457
ENSP00000412365	ENSTGUP00000001848
ENSP00000261918	ENSTGUP00000004159
ENSP00000389588	ENSTGUP00000004508
ENSP00000371936	ENSTGUP00000007914
ENSP00000369325	ENSTGUP00000008001
ENSP00000357909	ENSTGUP00000015419
ENSP00000324857	ENSTGUP00000007317
ENSP00000355162	ENSTGUP00000005186
ENSP00000352413	ENSTGUP00000008136
ENSP00000297784	ENSTGUP00000000839
ENSP00000465261	ENSTGUP00000003505
ENSP00000379531	ENSTGUP00000009689
ENSP00000304710	ENSTGUP00000009705
ENSP00000363411	ENSTGUP00000001313
ENSP00000360021	ENSTGUP00000010521
ENSP00000371594	ENSTGUP00000000842
ENSP00000334448	ENSTGUP00000013525
ENSP00000375727	ENSTGUP00000010609
ENSP00000356832	ENSTGUP00000011889
ENSP00000340608	ENSTGUP00000004661
ENSP00000451828	ENSTGUP00000013290
ENSP00000355497	ENSTGUP00000008489
ENSP00000308413	ENSTGUP00000006309
ENSP00000354734	ENSTGUP00000012356
ENSP00000398736	ENSTGUP00000006609
ENSP00000264952	ENSTGUP00000008678
ENSP00000317578	ENSTGUP00000007823
ENSP00000312262	ENSTGUP00000006253
ENSP00000381034	ENSTGUP00000009496
ENSP00000464034	ENSTGUP00000003436
ENSP00000378855	ENSTGUP00000013467
ENSP00000356954	ENSTGUP00000011980
ENSP00000259526	ENSTGUP00000012713
ENSP00000361959	ENSTGUP00000005344
ENSP00000381129	ENSTGUP00000010779
ENSP00000330341	ENSTGUP00000003446
ENSP00000329418	ENSTGUP00000005004
ENSP00000409346	ENSTGUP00000004856
ENSP00000347409	ENSTGUP00000013592
ENSP00000384223	ENSTGUP00000010547
ENSP00000302051	ENSTGUP00000010219
ENSP00000368682	ENSTGUP00000007624
ENSP00000418525	ENSTGUP00000011659
ENSP00000386759	ENSTGUP00000000172
ENSP00000271640	ENSTGUP00000004843
ENSP00000326477	ENSTGUP00000012521
ENSP00000346997	ENSTGUP00000002406
ENSP00000199280	ENSTGUP00000004286
ENSP00000257979	ENSTGUP00000014885
ENSP00000417980	ENSTGUP00000002934
ENSP00000373354	ENSTGUP00000010537
