ENSMODP00000016222	ENSGALP00000006197
ENSMODP00000010639	ENSGALP00000024868
ENSMODP00000012261	ENSGALP00000012298
ENSMODP00000004707	ENSGALP00000000864
ENSMODP00000021152	ENSGALP00000040834
ENSMODP00000038779	ENSGALP00000018038
ENSMODP00000030330	ENSGALP00000002234
ENSMODP00000013690	ENSGALP00000001468
ENSMODP00000010446	ENSGALP00000008024
ENSMODP00000017076	ENSGALP00000020930
ENSMODP00000005562	ENSGALP00000027829
ENSMODP00000008521	ENSGALP00000010141
ENSMODP00000010378	ENSGALP00000028052
ENSMODP00000027866	ENSGALP00000011018
ENSMODP00000013515	ENSGALP00000029498
ENSMODP00000031493	ENSGALP00000020111
ENSMODP00000005640	ENSGALP00000022959
ENSMODP00000030141	ENSGALP00000007835
ENSMODP00000026877	ENSGALP00000024361
ENSMODP00000032757	ENSGALP00000027863
ENSMODP00000032762	ENSGALP00000027865
ENSMODP00000036327	ENSGALP00000027376
ENSMODP00000002922	ENSGALP00000011504
ENSMODP00000028764	ENSGALP00000004111
ENSMODP00000000716	ENSGALP00000020422
ENSMODP00000003334	ENSGALP00000041922
ENSMODP00000022698	ENSGALP00000024139
ENSMODP00000012379	ENSGALP00000036979
ENSMODP00000004353	ENSGALP00000004270
ENSMODP00000010816	ENSGALP00000006724
ENSMODP00000007069	ENSGALP00000004401
ENSMODP00000003727	ENSGALP00000025042
ENSMODP00000012187	ENSGALP00000040897
ENSMODP00000014155	ENSGALP00000019306
ENSMODP00000014938	ENSGALP00000041324
ENSMODP00000031807	ENSGALP00000005750
ENSMODP00000018816	ENSGALP00000011857
ENSMODP00000035876	ENSGALP00000018095
ENSMODP00000032437	ENSGALP00000018580
ENSMODP00000040128	ENSGALP00000001557
ENSMODP00000027953	ENSGALP00000021968
ENSMODP00000037734	ENSGALP00000018925
ENSMODP00000014534	ENSGALP00000041211
ENSMODP00000018809	ENSGALP00000018280
ENSMODP00000005213	ENSGALP00000041970
ENSMODP00000005676	ENSGALP00000013560
ENSMODP00000021158	ENSGALP00000010610
ENSMODP00000022215	ENSGALP00000024029
ENSMODP00000007404	ENSGALP00000034590
ENSMODP00000007849	ENSGALP00000002498
ENSMODP00000024496	ENSGALP00000023734
ENSMODP00000024511	ENSGALP00000023753
ENSMODP00000018799	ENSGALP00000013375
ENSMODP00000017942	ENSGALP00000002359
ENSMODP00000021002	ENSGALP00000020168
ENSMODP00000013555	ENSGALP00000003455
ENSMODP00000016791	ENSGALP00000008558
ENSMODP00000021488	ENSGALP00000007768
ENSMODP00000001527	ENSGALP00000005401
ENSMODP00000024700	ENSGALP00000001374
ENSMODP00000024639	ENSGALP00000001691
ENSMODP00000015947	ENSGALP00000003475
ENSMODP00000004031	ENSGALP00000008672
ENSMODP00000004363	ENSGALP00000013502
ENSMODP00000021892	ENSGALP00000002660
ENSMODP00000007905	ENSGALP00000035074
ENSMODP00000038070	ENSGALP00000043151
ENSMODP00000024558	ENSGALP00000002055
ENSMODP00000023822	ENSGALP00000018523
ENSMODP00000008346	ENSGALP00000010023
ENSMODP00000002108	ENSGALP00000000544
ENSMODP00000025573	ENSGALP00000016570
ENSMODP00000001544	ENSGALP00000002295
ENSMODP00000002003	ENSGALP00000039827
ENSMODP00000035895	ENSGALP00000027881
ENSMODP00000029051	ENSGALP00000039829
ENSMODP00000035893	ENSGALP00000036471
ENSMODP00000011896	ENSGALP00000019808
ENSMODP00000029052	ENSGALP00000000597
ENSMODP00000016479	ENSGALP00000011246
ENSMODP00000007809	ENSGALP00000023295
ENSMODP00000022561	ENSGALP00000023294
ENSMODP00000010556	ENSGALP00000024904
ENSMODP00000000865	ENSGALP00000002028
ENSMODP00000020268	ENSGALP00000007507
ENSMODP00000012070	ENSGALP00000018373
ENSMODP00000032688	ENSGALP00000017210
ENSMODP00000006519	ENSGALP00000014168
ENSMODP00000022192	ENSGALP00000023988
ENSMODP00000001303	ENSGALP00000005598
ENSMODP00000012084	ENSGALP00000018370
ENSMODP00000012087	ENSGALP00000018369
ENSMODP00000001313	ENSGALP00000005607
ENSMODP00000013510	ENSGALP00000002688
ENSMODP00000020816	ENSGALP00000015080
ENSMODP00000015732	ENSGALP00000004659
ENSMODP00000016374	ENSGALP00000019511
ENSMODP00000004493	ENSGALP00000001451
ENSMODP00000021977	ENSGALP00000022655
ENSMODP00000022462	ENSGALP00000024665
ENSMODP00000021638	ENSGALP00000000947
ENSMODP00000021393	ENSGALP00000026636
ENSMODP00000005084	ENSGALP00000005545
ENSMODP00000025693	ENSGALP00000028876
ENSMODP00000026469	ENSGALP00000011127
ENSMODP00000000134	ENSGALP00000027277
ENSMODP00000025940	ENSGALP00000017930
ENSMODP00000018764	ENSGALP00000010048
ENSMODP00000002849	ENSGALP00000015537
ENSMODP00000017603	ENSGALP00000008945
ENSMODP00000009317	ENSGALP00000020375
ENSMODP00000018369	ENSGALP00000005725
ENSMODP00000016966	ENSGALP00000006089
ENSMODP00000018268	ENSGALP00000006093
ENSMODP00000016959	ENSGALP00000006097
ENSMODP00000010797	ENSGALP00000027589
ENSMODP00000025745	ENSGALP00000022980
ENSMODP00000034000	ENSGALP00000004249
ENSMODP00000025580	ENSGALP00000039013
ENSMODP00000017496	ENSGALP00000038847
ENSMODP00000005173	ENSGALP00000027136
ENSMODP00000017494	ENSGALP00000010676
ENSMODP00000004436	ENSGALP00000031565
ENSMODP00000003465	ENSGALP00000015797
ENSMODP00000025844	ENSGALP00000020134
ENSMODP00000009490	ENSGALP00000025600
ENSMODP00000020811	ENSGALP00000004219
ENSMODP00000024722	ENSGALP00000011389
ENSMODP00000038831	ENSGALP00000002713
ENSMODP00000013200	ENSGALP00000004038
ENSMODP00000001853	ENSGALP00000026250
ENSMODP00000001858	ENSGALP00000026436
ENSMODP00000036576	ENSGALP00000040250
ENSMODP00000021887	ENSGALP00000015999
ENSMODP00000005599	ENSGALP00000009187
ENSMODP00000022414	ENSGALP00000023111
ENSMODP00000024031	ENSGALP00000005780
ENSMODP00000008970	ENSGALP00000002394
ENSMODP00000001029	ENSGALP00000007086
ENSMODP00000003646	ENSGALP00000017332
ENSMODP00000001402	ENSGALP00000014522
ENSMODP00000011117	ENSGALP00000006509
ENSMODP00000025719	ENSGALP00000023037
ENSMODP00000010245	ENSGALP00000022064
ENSMODP00000017702	ENSGALP00000011324
ENSMODP00000009242	ENSGALP00000011550
ENSMODP00000020036	ENSGALP00000014032
ENSMODP00000002875	ENSGALP00000024578
ENSMODP00000022197	ENSGALP00000023996
ENSMODP00000036640	ENSGALP00000024492
ENSMODP00000038032	ENSGALP00000031772
ENSMODP00000021383	ENSGALP00000026614
ENSMODP00000035196	ENSGALP00000010820
ENSMODP00000025324	ENSGALP00000025153
ENSMODP00000020335	ENSGALP00000007416
ENSMODP00000002425	ENSGALP00000011471
ENSMODP00000010012	ENSGALP00000011564
ENSMODP00000000744	ENSGALP00000020330
ENSMODP00000004381	ENSGALP00000017484
ENSMODP00000022914	ENSGALP00000021140
ENSMODP00000010587	ENSGALP00000008067
ENSMODP00000007866	ENSGALP00000000913
ENSMODP00000018321	ENSGALP00000026414
ENSMODP00000019612	ENSGALP00000013346
ENSMODP00000032626	ENSGALP00000039928
ENSMODP00000011769	ENSGALP00000042401
ENSMODP00000015978	ENSGALP00000021524
ENSMODP00000012651	ENSGALP00000000647
ENSMODP00000006061	ENSGALP00000020498
ENSMODP00000014513	ENSGALP00000042428
ENSMODP00000023906	ENSGALP00000019000
ENSMODP00000010094	ENSGALP00000006925
ENSMODP00000025569	ENSGALP00000004596
ENSMODP00000039790	ENSGALP00000035851
ENSMODP00000003223	ENSGALP00000000989
ENSMODP00000001283	ENSGALP00000007405
ENSMODP00000002801	ENSGALP00000020143
ENSMODP00000015243	ENSGALP00000012889
ENSMODP00000007685	ENSGALP00000016685
ENSMODP00000007389	ENSGALP00000025803
ENSMODP00000035053	ENSGALP00000017393
ENSMODP00000017132	ENSGALP00000036650
ENSMODP00000000297	ENSGALP00000000907
ENSMODP00000020132	ENSGALP00000015312
ENSMODP00000001845	ENSGALP00000024158
ENSMODP00000004151	ENSGALP00000039023
ENSMODP00000022018	ENSGALP00000039243
ENSMODP00000028701	ENSGALP00000040837
ENSMODP00000021751	ENSGALP00000005380
ENSMODP00000021747	ENSGALP00000005397
ENSMODP00000021235	ENSGALP00000009765
ENSMODP00000008165	ENSGALP00000025350
ENSMODP00000021922	ENSGALP00000003041
ENSMODP00000026351	ENSGALP00000025590
ENSMODP00000009664	ENSGALP00000022272
ENSMODP00000039041	ENSGALP00000037431
ENSMODP00000012941	ENSGALP00000004309
ENSMODP00000029496	ENSGALP00000002441
ENSMODP00000028657	ENSGALP00000002409
ENSMODP00000005583	ENSGALP00000039481
ENSMODP00000013540	ENSGALP00000003568
ENSMODP00000023349	ENSGALP00000029961
ENSMODP00000022275	ENSGALP00000014934
ENSMODP00000031766	ENSGALP00000018087
ENSMODP00000015672	ENSGALP00000014939
ENSMODP00000021359	ENSGALP00000013640
ENSMODP00000002408	ENSGALP00000000054
ENSMODP00000021195	ENSGALP00000007379
ENSMODP00000012568	ENSGALP00000010857
ENSMODP00000016703	ENSGALP00000004997
ENSMODP00000002356	ENSGALP00000041418
ENSMODP00000015374	ENSGALP00000043257
ENSMODP00000021323	ENSGALP00000013713
ENSMODP00000016195	ENSGALP00000024446
ENSMODP00000023891	ENSGALP00000005115
ENSMODP00000016180	ENSGALP00000024445
ENSMODP00000000226	ENSGALP00000006958
ENSMODP00000005358	ENSGALP00000041749
ENSMODP00000004154	ENSGALP00000011951
ENSMODP00000011638	ENSGALP00000027258
ENSMODP00000035712	ENSGALP00000010735
ENSMODP00000036084	ENSGALP00000021593
ENSMODP00000008676	ENSGALP00000009950
ENSMODP00000009900	ENSGALP00000011883
ENSMODP00000040651	ENSGALP00000000966
ENSMODP00000024354	ENSGALP00000023686
ENSMODP00000000938	ENSGALP00000043063
ENSMODP00000012500	ENSGALP00000039708
ENSMODP00000011245	ENSGALP00000026448
ENSMODP00000029397	ENSGALP00000022482
ENSMODP00000015023	ENSGALP00000020617
ENSMODP00000020445	ENSGALP00000012943
ENSMODP00000005974	ENSGALP00000033115
ENSMODP00000000417	ENSGALP00000016112
ENSMODP00000005815	ENSGALP00000025903
ENSMODP00000020238	ENSGALP00000006470
ENSMODP00000008089	ENSGALP00000028328
ENSMODP00000005009	ENSGALP00000026523
ENSMODP00000018533	ENSGALP00000026488
ENSMODP00000020367	ENSGALP00000033591
ENSMODP00000036472	ENSGALP00000035889
ENSMODP00000004445	ENSGALP00000016520
ENSMODP00000002960	ENSGALP00000027059
ENSMODP00000002941	ENSGALP00000035784
ENSMODP00000018043	ENSGALP00000001353
ENSMODP00000000812	ENSGALP00000020419
ENSMODP00000000565	ENSGALP00000026953
ENSMODP00000002533	ENSGALP00000001263
ENSMODP00000026246	ENSGALP00000025819
ENSMODP00000017168	ENSGALP00000020844
ENSMODP00000012226	ENSGALP00000019093
ENSMODP00000011537	ENSGALP00000018130
ENSMODP00000006154	ENSGALP00000015272
ENSMODP00000033355	ENSGALP00000031999
ENSMODP00000006272	ENSGALP00000015229
ENSMODP00000028933	ENSGALP00000014743
ENSMODP00000019363	ENSGALP00000014745
ENSMODP00000006456	ENSGALP00000012981
ENSMODP00000006403	ENSGALP00000001091
ENSMODP00000017715	ENSGALP00000026310
ENSMODP00000024836	ENSGALP00000032013
ENSMODP00000013754	ENSGALP00000013524
ENSMODP00000031196	ENSGALP00000004442
ENSMODP00000024124	ENSGALP00000006481
ENSMODP00000019156	ENSGALP00000011954
ENSMODP00000014756	ENSGALP00000020106
ENSMODP00000002743	ENSGALP00000008090
ENSMODP00000003497	ENSGALP00000014575
ENSMODP00000019974	ENSGALP00000015110
ENSMODP00000000735	ENSGALP00000000814
ENSMODP00000034017	ENSGALP00000042231
ENSMODP00000025624	ENSGALP00000017773
ENSMODP00000025509	ENSGALP00000016479
ENSMODP00000007850	ENSGALP00000010279
ENSMODP00000000715	ENSGALP00000000837
ENSMODP00000025507	ENSGALP00000016311
ENSMODP00000022366	ENSGALP00000036664
ENSMODP00000037964	ENSGALP00000008014
ENSMODP00000015157	ENSGALP00000004371
ENSMODP00000009641	ENSGALP00000011666
ENSMODP00000037257	ENSGALP00000021544
ENSMODP00000015324	ENSGALP00000006760
ENSMODP00000025916	ENSGALP00000019941
ENSMODP00000001899	ENSGALP00000003793
ENSMODP00000024278	ENSGALP00000041170
ENSMODP00000019744	ENSGALP00000040840
ENSMODP00000017417	ENSGALP00000011091
ENSMODP00000007075	ENSGALP00000039011
ENSMODP00000009619	ENSGALP00000006720
ENSMODP00000010561	ENSGALP00000008918
ENSMODP00000035281	ENSGALP00000011479
ENSMODP00000035924	ENSGALP00000000880
ENSMODP00000005988	ENSGALP00000006656
ENSMODP00000003274	ENSGALP00000007191
ENSMODP00000004672	ENSGALP00000017547
ENSMODP00000026378	ENSGALP00000026130
ENSMODP00000003339	ENSGALP00000007080
ENSMODP00000014050	ENSGALP00000019398
ENSMODP00000024385	ENSGALP00000010660
ENSMODP00000035142	ENSGALP00000020526
ENSMODP00000002869	ENSGALP00000016630
ENSMODP00000015275	ENSGALP00000007520
ENSMODP00000006253	ENSGALP00000001257
ENSMODP00000009569	ENSGALP00000025584
ENSMODP00000015349	ENSGALP00000007521
ENSMODP00000012217	ENSGALP00000026542
ENSMODP00000000052	ENSGALP00000015861
ENSMODP00000007331	ENSGALP00000025458
ENSMODP00000008440	ENSGALP00000008304
ENSMODP00000012572	ENSGALP00000009475
ENSMODP00000010658	ENSGALP00000024873
ENSMODP00000023412	ENSGALP00000043137
ENSMODP00000013813	ENSGALP00000038838
ENSMODP00000011731	ENSGALP00000003755
ENSMODP00000009292	ENSGALP00000033774
ENSMODP00000018493	ENSGALP00000005317
ENSMODP00000017203	ENSGALP00000001195
ENSMODP00000004239	ENSGALP00000005731
ENSMODP00000006157	ENSGALP00000020513
ENSMODP00000016198	ENSGALP00000016270
ENSMODP00000023004	ENSGALP00000021247
ENSMODP00000026484	ENSGALP00000008414
ENSMODP00000015865	ENSGALP00000037011
ENSMODP00000007678	ENSGALP00000041207
ENSMODP00000034398	ENSGALP00000019778
ENSMODP00000003304	ENSGALP00000026458
ENSMODP00000024149	ENSGALP00000009110
ENSMODP00000036789	ENSGALP00000025494
ENSMODP00000028480	ENSGALP00000043160
ENSMODP00000002737	ENSGALP00000011818
ENSMODP00000037956	ENSGALP00000035953
ENSMODP00000029250	ENSGALP00000043237
ENSMODP00000018856	ENSGALP00000043047
ENSMODP00000021427	ENSGALP00000038424
ENSMODP00000013839	ENSGALP00000002492
ENSMODP00000000911	ENSGALP00000008020
ENSMODP00000001022	ENSGALP00000008004
ENSMODP00000000896	ENSGALP00000008022
ENSMODP00000003055	ENSGALP00000024871
ENSMODP00000018991	ENSGALP00000043348
ENSMODP00000011861	ENSGALP00000012577
ENSMODP00000034129	ENSGALP00000041996
ENSMODP00000016830	ENSGALP00000000543
ENSMODP00000013235	ENSGALP00000004244
ENSMODP00000010425	ENSGALP00000043327
ENSMODP00000024304	ENSGALP00000010393
ENSMODP00000004408	ENSGALP00000017568
ENSMODP00000024325	ENSGALP00000023676
ENSMODP00000008133	ENSGALP00000042778
ENSMODP00000007760	ENSGALP00000003056
ENSMODP00000004774	ENSGALP00000042938
ENSMODP00000004861	ENSGALP00000008774
ENSMODP00000017995	ENSGALP00000025008
ENSMODP00000010624	ENSGALP00000027241
ENSMODP00000021194	ENSGALP00000030795
ENSMODP00000037111	ENSGALP00000042334
ENSMODP00000032221	ENSGALP00000043130
ENSMODP00000038168	ENSGALP00000008525
ENSMODP00000001349	ENSGALP00000020458
ENSMODP00000005871	ENSGALP00000007751
ENSMODP00000023870	ENSGALP00000003249
ENSMODP00000019702	ENSGALP00000038411
ENSMODP00000016825	ENSGALP00000001057
ENSMODP00000019969	ENSGALP00000009666
ENSMODP00000013541	ENSGALP00000020713
ENSMODP00000021106	ENSGALP00000010751
ENSMODP00000000007	ENSGALP00000040725
ENSMODP00000008229	ENSGALP00000003721
ENSMODP00000011100	ENSGALP00000032938
ENSMODP00000037871	ENSGALP00000007490
ENSMODP00000039082	ENSGALP00000011069
ENSMODP00000000009	ENSGALP00000027278
ENSMODP00000007789	ENSGALP00000027323
ENSMODP00000000032	ENSGALP00000023135
ENSMODP00000013125	ENSGALP00000040446
ENSMODP00000000038	ENSGALP00000015825
ENSMODP00000013090	ENSGALP00000004006
ENSMODP00000011232	ENSGALP00000038966
ENSMODP00000007948	ENSGALP00000027332
ENSMODP00000005194	ENSGALP00000023188
ENSMODP00000014913	ENSGALP00000018212
ENSMODP00000031777	ENSGALP00000022241
ENSMODP00000004464	ENSGALP00000007258
ENSMODP00000013946	ENSGALP00000006087
ENSMODP00000005521	ENSGALP00000003352
ENSMODP00000036353	ENSGALP00000035716
ENSMODP00000018807	ENSGALP00000037579
ENSMODP00000017380	ENSGALP00000020990
ENSMODP00000018534	ENSGALP00000004941
ENSMODP00000028524	ENSGALP00000009166
ENSMODP00000039578	ENSGALP00000017521
ENSMODP00000015878	ENSGALP00000031938
ENSMODP00000015866	ENSGALP00000042165
ENSMODP00000007627	ENSGALP00000004542
ENSMODP00000004012	ENSGALP00000025107
ENSMODP00000009369	ENSGALP00000011796
ENSMODP00000009363	ENSGALP00000037883
ENSMODP00000039183	ENSGALP00000025106
ENSMODP00000021778	ENSGALP00000018279
ENSMODP00000013086	ENSGALP00000017079
ENSMODP00000014916	ENSGALP00000012693
ENSMODP00000008076	ENSGALP00000003422
ENSMODP00000017093	ENSGALP00000011046
ENSMODP00000014312	ENSGALP00000002212
ENSMODP00000003270	ENSGALP00000042446
ENSMODP00000026669	ENSGALP00000008374
ENSMODP00000009288	ENSGALP00000041169
ENSMODP00000003705	ENSGALP00000011515
ENSMODP00000011783	ENSGALP00000012941
ENSMODP00000023461	ENSGALP00000043433
ENSMODP00000023458	ENSGALP00000001120
ENSMODP00000002069	ENSGALP00000015254
ENSMODP00000008115	ENSGALP00000024465
ENSMODP00000024296	ENSGALP00000028694
ENSMODP00000016242	ENSGALP00000006181
ENSMODP00000015546	ENSGALP00000042961
ENSMODP00000020499	ENSGALP00000012597
ENSMODP00000025515	ENSGALP00000042720
ENSMODP00000012349	ENSGALP00000021996
ENSMODP00000014071	ENSGALP00000041394
ENSMODP00000026390	ENSGALP00000026167
ENSMODP00000029244	ENSGALP00000022291
ENSMODP00000005368	ENSGALP00000022754
ENSMODP00000039059	ENSGALP00000013538
ENSMODP00000031577	ENSGALP00000007715
ENSMODP00000019506	ENSGALP00000005610
ENSMODP00000005823	ENSGALP00000009224
ENSMODP00000020336	ENSGALP00000036964
ENSMODP00000021580	ENSGALP00000039710
ENSMODP00000017795	ENSGALP00000015862
ENSMODP00000001108	ENSGALP00000002631
ENSMODP00000025737	ENSGALP00000020054
ENSMODP00000004338	ENSGALP00000004297
ENSMODP00000005393	ENSGALP00000006606
ENSMODP00000008889	ENSGALP00000012905
ENSMODP00000030917	ENSGALP00000020906
ENSMODP00000009120	ENSGALP00000010348
ENSMODP00000026531	ENSGALP00000004563
ENSMODP00000002086	ENSGALP00000000569
ENSMODP00000013134	ENSGALP00000040189
ENSMODP00000024018	ENSGALP00000034660
ENSMODP00000000651	ENSGALP00000017301
ENSMODP00000016474	ENSGALP00000043059
ENSMODP00000012229	ENSGALP00000020867
ENSMODP00000012255	ENSGALP00000020866
ENSMODP00000010195	ENSGALP00000021146
ENSMODP00000020935	ENSGALP00000010799
ENSMODP00000034659	ENSGALP00000009711
ENSMODP00000024632	ENSGALP00000037962
ENSMODP00000018384	ENSGALP00000021520
ENSMODP00000006044	ENSGALP00000014662
ENSMODP00000028978	ENSGALP00000039195
ENSMODP00000021946	ENSGALP00000003746
ENSMODP00000023672	ENSGALP00000016898
ENSMODP00000016481	ENSGALP00000018320
ENSMODP00000015882	ENSGALP00000003589
ENSMODP00000006944	ENSGALP00000036909
ENSMODP00000000233	ENSGALP00000013851
ENSMODP00000024368	ENSGALP00000040682
ENSMODP00000007232	ENSGALP00000019752
ENSMODP00000025082	ENSGALP00000023617
ENSMODP00000019400	ENSGALP00000024648
ENSMODP00000025553	ENSGALP00000016562
ENSMODP00000015376	ENSGALP00000041025
ENSMODP00000021090	ENSGALP00000008428
ENSMODP00000032294	ENSGALP00000037713
ENSMODP00000015047	ENSGALP00000016468
ENSMODP00000011879	ENSGALP00000024600
ENSMODP00000010416	ENSGALP00000022114
ENSMODP00000013797	ENSGALP00000040847
ENSMODP00000021294	ENSGALP00000040637
ENSMODP00000021296	ENSGALP00000041135
ENSMODP00000011963	ENSGALP00000024584
ENSMODP00000001213	ENSGALP00000041118
ENSMODP00000027026	ENSGALP00000011493
ENSMODP00000001083	ENSGALP00000002658
ENSMODP00000005959	ENSGALP00000015856
ENSMODP00000003985	ENSGALP00000035449
ENSMODP00000023020	ENSGALP00000021257
ENSMODP00000010644	ENSGALP00000008874
ENSMODP00000022405	ENSGALP00000030734
ENSMODP00000020115	ENSGALP00000038622
ENSMODP00000027981	ENSGALP00000025682
ENSMODP00000015105	ENSGALP00000003863
ENSMODP00000020807	ENSGALP00000000645
ENSMODP00000021518	ENSGALP00000033454
ENSMODP00000026135	ENSGALP00000030752
ENSMODP00000003627	ENSGALP00000014463
ENSMODP00000013873	ENSGALP00000007007
ENSMODP00000011010	ENSGALP00000006463
ENSMODP00000004880	ENSGALP00000033238
ENSMODP00000025120	ENSGALP00000041381
ENSMODP00000023800	ENSGALP00000020006
ENSMODP00000000132	ENSGALP00000006792
ENSMODP00000014699	ENSGALP00000036506
ENSMODP00000034917	ENSGALP00000006727
ENSMODP00000009090	ENSGALP00000041983
ENSMODP00000010773	ENSGALP00000008215
ENSMODP00000022963	ENSGALP00000021197
ENSMODP00000015530	ENSGALP00000008673
ENSMODP00000019318	ENSGALP00000043204
ENSMODP00000001433	ENSGALP00000034485
ENSMODP00000020080	ENSGALP00000007633
ENSMODP00000006849	ENSGALP00000042987
ENSMODP00000019182	ENSGALP00000037444
ENSMODP00000013832	ENSGALP00000001613
ENSMODP00000017263	ENSGALP00000030668
ENSMODP00000026387	ENSGALP00000026161
ENSMODP00000008581	ENSGALP00000001777
ENSMODP00000013651	ENSGALP00000042317
ENSMODP00000013942	ENSGALP00000027410
ENSMODP00000013600	ENSGALP00000027421
ENSMODP00000022948	ENSGALP00000025528
ENSMODP00000008334	ENSGALP00000010058
ENSMODP00000024627	ENSGALP00000001856
ENSMODP00000005370	ENSGALP00000007275
ENSMODP00000014766	ENSGALP00000009538
ENSMODP00000018729	ENSGALP00000023280
ENSMODP00000025684	ENSGALP00000021981
ENSMODP00000024345	ENSGALP00000013496
ENSMODP00000015026	ENSGALP00000041132
ENSMODP00000016693	ENSGALP00000037144
ENSMODP00000021179	ENSGALP00000010582
ENSMODP00000015268	ENSGALP00000035090
ENSMODP00000014345	ENSGALP00000007115
ENSMODP00000021197	ENSGALP00000013846
ENSMODP00000015378	ENSGALP00000034996
ENSMODP00000021304	ENSGALP00000013762
ENSMODP00000032225	ENSGALP00000017413
ENSMODP00000011404	ENSGALP00000012858
ENSMODP00000031361	ENSGALP00000001121
ENSMODP00000006260	ENSGALP00000010712
ENSMODP00000019681	ENSGALP00000013880
ENSMODP00000000531	ENSGALP00000026941
ENSMODP00000025962	ENSGALP00000016588
ENSMODP00000032063	ENSGALP00000010354
ENSMODP00000024838	ENSGALP00000013168
ENSMODP00000012046	ENSGALP00000013992
ENSMODP00000025862	ENSGALP00000020070
ENSMODP00000022906	ENSGALP00000019644
ENSMODP00000017332	ENSGALP00000011213
ENSMODP00000028267	ENSGALP00000005587
ENSMODP00000000564	ENSGALP00000021545
ENSMODP00000038166	ENSGALP00000036922
ENSMODP00000003299	ENSGALP00000007901
ENSMODP00000020937	ENSGALP00000036794
ENSMODP00000020489	ENSGALP00000038108
ENSMODP00000019193	ENSGALP00000003890
ENSMODP00000023310	ENSGALP00000018780
ENSMODP00000023234	ENSGALP00000003426
ENSMODP00000026066	ENSGALP00000012289
