ENSTGUP00000008915	ENSDARP00000074624
ENSTGUP00000007051	ENSDARP00000120470
ENSTGUP00000009167	ENSDARP00000101022
ENSTGUP00000009132	ENSDARP00000010190
ENSTGUP00000006459	ENSDARP00000106998
ENSTGUP00000013033	ENSDARP00000103861
ENSTGUP00000013033	ENSDARP00000120846
ENSTGUP00000003920	ENSDARP00000123123
ENSTGUP00000001374	ENSDARP00000007949
ENSTGUP00000018150	ENSDARP00000110111
ENSTGUP00000009903	ENSDARP00000085236
ENSTGUP00000001723	ENSDARP00000121740
ENSTGUP00000010806	ENSDARP00000006025
ENSTGUP00000006589	ENSDARP00000058160
ENSTGUP00000017772	ENSDARP00000078496
ENSTGUP00000003662	ENSDARP00000100164
ENSTGUP00000003662	ENSDARP00000081768
ENSTGUP00000008415	ENSDARP00000112571
ENSTGUP00000007875	ENSDARP00000003721
ENSTGUP00000015038	ENSDARP00000002767
ENSTGUP00000012519	ENSDARP00000110059
ENSTGUP00000008494	ENSDARP00000118751
ENSTGUP00000002667	ENSDARP00000057363
ENSTGUP00000011349	ENSDARP00000016471
ENSTGUP00000010240	ENSDARP00000105538
ENSTGUP00000002106	ENSDARP00000102422
ENSTGUP00000005992	ENSDARP00000072319
ENSTGUP00000001417	ENSDARP00000094186
ENSTGUP00000012001	ENSDARP00000097547
ENSTGUP00000006425	ENSDARP00000121456
ENSTGUP00000013844	ENSDARP00000042828
ENSTGUP00000011049	ENSDARP00000117136
ENSTGUP00000011049	ENSDARP00000101335
ENSTGUP00000002738	ENSDARP00000096523
ENSTGUP00000004800	ENSDARP00000047418
ENSTGUP00000005498	ENSDARP00000008788
ENSTGUP00000005498	ENSDARP00000103096
ENSTGUP00000011502	ENSDARP00000025178
ENSTGUP00000011502	ENSDARP00000115574
ENSTGUP00000013079	ENSDARP00000045990
ENSTGUP00000007052	ENSDARP00000038349
ENSTGUP00000003443	ENSDARP00000112831
ENSTGUP00000001170	ENSDARP00000047527
ENSTGUP00000006690	ENSDARP00000128354
ENSTGUP00000006690	ENSDARP00000106050
ENSTGUP00000001164	ENSDARP00000062362
ENSTGUP00000003530	ENSDARP00000020119
ENSTGUP00000008291	ENSDARP00000050331
ENSTGUP00000009479	ENSDARP00000099145
ENSTGUP00000005830	ENSDARP00000078094
ENSTGUP00000010411	ENSDARP00000081504
ENSTGUP00000002173	ENSDARP00000073556
ENSTGUP00000002173	ENSDARP00000125811
ENSTGUP00000002666	ENSDARP00000110235
ENSTGUP00000018092	ENSDARP00000119307
ENSTGUP00000005145	ENSDARP00000085803
ENSTGUP00000002017	ENSDARP00000079367
ENSTGUP00000007868	ENSDARP00000012804
ENSTGUP00000011202	ENSDARP00000046640
ENSTGUP00000006846	ENSDARP00000094423
ENSTGUP00000008896	ENSDARP00000092118
ENSTGUP00000004465	ENSDARP00000121290
ENSTGUP00000004465	ENSDARP00000068090
ENSTGUP00000012633	ENSDARP00000093366
ENSTGUP00000005194	ENSDARP00000028545
ENSTGUP00000013517	ENSDARP00000023216
ENSTGUP00000013517	ENSDARP00000044936
ENSTGUP00000013453	ENSDARP00000034538
ENSTGUP00000013453	ENSDARP00000127146
ENSTGUP00000000101	ENSDARP00000052064
ENSTGUP00000005530	ENSDARP00000115784
ENSTGUP00000005530	ENSDARP00000085905
ENSTGUP00000000997	ENSDARP00000088401
ENSTGUP00000005976	ENSDARP00000075781
ENSTGUP00000002979	ENSDARP00000014665
ENSTGUP00000002979	ENSDARP00000099786
ENSTGUP00000010935	ENSDARP00000113673
ENSTGUP00000012618	ENSDARP00000094915
ENSTGUP00000006900	ENSDARP00000122944
ENSTGUP00000001119	ENSDARP00000106736
ENSTGUP00000005131	ENSDARP00000127860
ENSTGUP00000005131	ENSDARP00000090845
ENSTGUP00000011747	ENSDARP00000062342
ENSTGUP00000005223	ENSDARP00000117279
ENSTGUP00000005223	ENSDARP00000083736
ENSTGUP00000001607	ENSDARP00000087493
ENSTGUP00000001607	ENSDARP00000087484
ENSTGUP00000010268	ENSDARP00000016353
ENSTGUP00000002717	ENSDARP00000072574
ENSTGUP00000011447	ENSDARP00000094244
ENSTGUP00000011447	ENSDARP00000121284
ENSTGUP00000014935	ENSDARP00000102675
ENSTGUP00000014935	ENSDARP00000127756
ENSTGUP00000010345	ENSDARP00000097691
ENSTGUP00000001210	ENSDARP00000078006
ENSTGUP00000013305	ENSDARP00000109857
ENSTGUP00000010777	ENSDARP00000120798
ENSTGUP00000001428	ENSDARP00000125046
ENSTGUP00000001428	ENSDARP00000110377
ENSTGUP00000011665	ENSDARP00000009148
ENSTGUP00000010727	ENSDARP00000082219
ENSTGUP00000010727	ENSDARP00000015688
ENSTGUP00000000298	ENSDARP00000103060
ENSTGUP00000009474	ENSDARP00000080378
ENSTGUP00000009474	ENSDARP00000113257
ENSTGUP00000013566	ENSDARP00000034684
ENSTGUP00000002097	ENSDARP00000128186
ENSTGUP00000002097	ENSDARP00000092441
ENSTGUP00000010249	ENSDARP00000117775
ENSTGUP00000007971	ENSDARP00000115431
ENSTGUP00000001866	ENSDARP00000108915
ENSTGUP00000004538	ENSDARP00000065585
ENSTGUP00000007362	ENSDARP00000110554
ENSTGUP00000012783	ENSDARP00000107745
ENSTGUP00000010078	ENSDARP00000127604
ENSTGUP00000010078	ENSDARP00000055842
ENSTGUP00000000071	ENSDARP00000032359
ENSTGUP00000001449	ENSDARP00000113012
ENSTGUP00000003786	ENSDARP00000110074
ENSTGUP00000003786	ENSDARP00000070082
ENSTGUP00000001032	ENSDARP00000104118
ENSTGUP00000001032	ENSDARP00000079237
ENSTGUP00000003873	ENSDARP00000099552
ENSTGUP00000003390	ENSDARP00000108910
ENSTGUP00000006314	ENSDARP00000093003
ENSTGUP00000006698	ENSDARP00000105893
ENSTGUP00000004871	ENSDARP00000002502
ENSTGUP00000012861	ENSDARP00000104564
ENSTGUP00000003265	ENSDARP00000095869
ENSTGUP00000016492	ENSDARP00000106575
ENSTGUP00000001231	ENSDARP00000087540
ENSTGUP00000002684	ENSDARP00000012856
ENSTGUP00000003032	ENSDARP00000065804
ENSTGUP00000002379	ENSDARP00000018978
ENSTGUP00000006885	ENSDARP00000018179
ENSTGUP00000005027	ENSDARP00000090639
ENSTGUP00000008363	ENSDARP00000041576
ENSTGUP00000008268	ENSDARP00000119785
ENSTGUP00000007101	ENSDARP00000124849
ENSTGUP00000009533	ENSDARP00000128688
ENSTGUP00000013553	ENSDARP00000108261
ENSTGUP00000010017	ENSDARP00000066379
ENSTGUP00000009198	ENSDARP00000117733
ENSTGUP00000011522	ENSDARP00000116974
ENSTGUP00000003983	ENSDARP00000073464
ENSTGUP00000001938	ENSDARP00000037588
ENSTGUP00000002617	ENSDARP00000011795
ENSTGUP00000003370	ENSDARP00000085190
ENSTGUP00000012613	ENSDARP00000126215
ENSTGUP00000012885	ENSDARP00000100992
ENSTGUP00000008000	ENSDARP00000019112
ENSTGUP00000008000	ENSDARP00000037761
ENSTGUP00000012376	ENSDARP00000070415
ENSTGUP00000007459	ENSDARP00000071454
ENSTGUP00000007853	ENSDARP00000071460
ENSTGUP00000007853	ENSDARP00000043209
ENSTGUP00000006613	ENSDARP00000065182
ENSTGUP00000011480	ENSDARP00000104086
ENSTGUP00000011480	ENSDARP00000088312
ENSTGUP00000017536	ENSDARP00000065460
ENSTGUP00000006802	ENSDARP00000117839
ENSTGUP00000006802	ENSDARP00000106948
ENSTGUP00000013909	ENSDARP00000107352
ENSTGUP00000003031	ENSDARP00000081638
ENSTGUP00000003031	ENSDARP00000078867
ENSTGUP00000008507	ENSDARP00000074788
ENSTGUP00000005648	ENSDARP00000077695
ENSTGUP00000002221	ENSDARP00000058288
ENSTGUP00000004239	ENSDARP00000073347
ENSTGUP00000002600	ENSDARP00000048497
ENSTGUP00000000664	ENSDARP00000128115
ENSTGUP00000000657	ENSDARP00000010229
ENSTGUP00000017689	ENSDARP00000110567
ENSTGUP00000000439	ENSDARP00000108967
ENSTGUP00000007579	ENSDARP00000015776
ENSTGUP00000006195	ENSDARP00000012386
ENSTGUP00000006195	ENSDARP00000071903
ENSTGUP00000002387	ENSDARP00000087563
ENSTGUP00000005192	ENSDARP00000112172
ENSTGUP00000002920	ENSDARP00000017246
ENSTGUP00000002920	ENSDARP00000106981
ENSTGUP00000002462	ENSDARP00000101477
ENSTGUP00000012851	ENSDARP00000086722
ENSTGUP00000012848	ENSDARP00000052911
ENSTGUP00000001547	ENSDARP00000108171
ENSTGUP00000001547	ENSDARP00000068851
ENSTGUP00000012820	ENSDARP00000111466
ENSTGUP00000001203	ENSDARP00000089179
ENSTGUP00000001203	ENSDARP00000124217
ENSTGUP00000002954	ENSDARP00000111731
ENSTGUP00000009292	ENSDARP00000112646
ENSTGUP00000017846	ENSDARP00000112795
ENSTGUP00000005050	ENSDARP00000049884
ENSTGUP00000001548	ENSDARP00000108228
ENSTGUP00000012757	ENSDARP00000003788
ENSTGUP00000011933	ENSDARP00000087437
ENSTGUP00000009820	ENSDARP00000077804
ENSTGUP00000006218	ENSDARP00000085340
ENSTGUP00000012373	ENSDARP00000025546
ENSTGUP00000007748	ENSDARP00000117693
ENSTGUP00000000325	ENSDARP00000016308
ENSTGUP00000009697	ENSDARP00000057093
ENSTGUP00000011723	ENSDARP00000095383
ENSTGUP00000011726	ENSDARP00000108860
ENSTGUP00000012049	ENSDARP00000106735
ENSTGUP00000005406	ENSDARP00000107903
ENSTGUP00000002197	ENSDARP00000035373
ENSTGUP00000010349	ENSDARP00000003103
ENSTGUP00000015317	ENSDARP00000009156
ENSTGUP00000015317	ENSDARP00000008694
ENSTGUP00000006341	ENSDARP00000123181
ENSTGUP00000006341	ENSDARP00000095111
ENSTGUP00000006187	ENSDARP00000025541
ENSTGUP00000002683	ENSDARP00000010393
ENSTGUP00000002683	ENSDARP00000018820
ENSTGUP00000012865	ENSDARP00000010393
ENSTGUP00000012865	ENSDARP00000018820
ENSTGUP00000007954	ENSDARP00000068232
ENSTGUP00000007954	ENSDARP00000068588
ENSTGUP00000009912	ENSDARP00000016102
ENSTGUP00000009912	ENSDARP00000106456
ENSTGUP00000000610	ENSDARP00000106602
ENSTGUP00000000977	ENSDARP00000017469
ENSTGUP00000010292	ENSDARP00000060244
ENSTGUP00000000666	ENSDARP00000057824
ENSTGUP00000009490	ENSDARP00000117813
ENSTGUP00000009490	ENSDARP00000099489
ENSTGUP00000008741	ENSDARP00000081582
ENSTGUP00000015306	ENSDARP00000106234
ENSTGUP00000015306	ENSDARP00000089659
ENSTGUP00000001364	ENSDARP00000019910
ENSTGUP00000011923	ENSDARP00000012862
ENSTGUP00000006961	ENSDARP00000083921
ENSTGUP00000002364	ENSDARP00000023263
ENSTGUP00000011397	ENSDARP00000114735
ENSTGUP00000013350	ENSDARP00000083406
ENSTGUP00000013350	ENSDARP00000126784
ENSTGUP00000007578	ENSDARP00000111593
ENSTGUP00000007084	ENSDARP00000087106
ENSTGUP00000007084	ENSDARP00000087116
ENSTGUP00000005983	ENSDARP00000085193
ENSTGUP00000005983	ENSDARP00000123162
ENSTGUP00000000341	ENSDARP00000051555
ENSTGUP00000000341	ENSDARP00000114226
ENSTGUP00000002475	ENSDARP00000085176
ENSTGUP00000006421	ENSDARP00000106962
ENSTGUP00000009937	ENSDARP00000017993
ENSTGUP00000004261	ENSDARP00000079124
ENSTGUP00000004261	ENSDARP00000102511
ENSTGUP00000009005	ENSDARP00000127291
ENSTGUP00000009005	ENSDARP00000128227
ENSTGUP00000000917	ENSDARP00000124983
ENSTGUP00000000428	ENSDARP00000063092
ENSTGUP00000013140	ENSDARP00000098315
ENSTGUP00000013307	ENSDARP00000026847
ENSTGUP00000013307	ENSDARP00000010799
ENSTGUP00000006280	ENSDARP00000008197
ENSTGUP00000006280	ENSDARP00000121170
ENSTGUP00000006342	ENSDARP00000050854
ENSTGUP00000006342	ENSDARP00000046632
ENSTGUP00000008560	ENSDARP00000081011
ENSTGUP00000009378	ENSDARP00000100834
ENSTGUP00000004439	ENSDARP00000084207
ENSTGUP00000011110	ENSDARP00000094097
ENSTGUP00000004390	ENSDARP00000127930
ENSTGUP00000009317	ENSDARP00000122793
ENSTGUP00000007247	ENSDARP00000111929
ENSTGUP00000007062	ENSDARP00000061673
ENSTGUP00000010986	ENSDARP00000097945
ENSTGUP00000010986	ENSDARP00000107317
ENSTGUP00000012384	ENSDARP00000026052
ENSTGUP00000011525	ENSDARP00000057610
ENSTGUP00000007524	ENSDARP00000095906
ENSTGUP00000009402	ENSDARP00000095023
ENSTGUP00000017806	ENSDARP00000120738
ENSTGUP00000006415	ENSDARP00000099511
ENSTGUP00000009920	ENSDARP00000098283
ENSTGUP00000012867	ENSDARP00000122943
ENSTGUP00000001784	ENSDARP00000121526
ENSTGUP00000018007	ENSDARP00000122885
ENSTGUP00000011265	ENSDARP00000117976
ENSTGUP00000010311	ENSDARP00000127208
ENSTGUP00000010311	ENSDARP00000129006
ENSTGUP00000009255	ENSDARP00000066263
ENSTGUP00000002297	ENSDARP00000064066
ENSTGUP00000006848	ENSDARP00000120977
ENSTGUP00000011063	ENSDARP00000116548
ENSTGUP00000008379	ENSDARP00000049686
ENSTGUP00000002366	ENSDARP00000072362
ENSTGUP00000011887	ENSDARP00000080154
ENSTGUP00000012166	ENSDARP00000128646
ENSTGUP00000012166	ENSDARP00000011793
ENSTGUP00000003861	ENSDARP00000065888
ENSTGUP00000003861	ENSDARP00000076260
ENSTGUP00000012967	ENSDARP00000106303
ENSTGUP00000007217	ENSDARP00000106938
ENSTGUP00000004769	ENSDARP00000122572
ENSTGUP00000005189	ENSDARP00000060258
ENSTGUP00000017826	ENSDARP00000046003
ENSTGUP00000017826	ENSDARP00000094209
ENSTGUP00000017529	ENSDARP00000095904
ENSTGUP00000002757	ENSDARP00000012233
ENSTGUP00000005832	ENSDARP00000104431
ENSTGUP00000015294	ENSDARP00000110057
ENSTGUP00000000232	ENSDARP00000089165
ENSTGUP00000006917	ENSDARP00000083057
ENSTGUP00000006917	ENSDARP00000073550
ENSTGUP00000003911	ENSDARP00000077387
ENSTGUP00000012567	ENSDARP00000108621
ENSTGUP00000012516	ENSDARP00000053221
ENSTGUP00000006220	ENSDARP00000101769
ENSTGUP00000010434	ENSDARP00000040945
ENSTGUP00000012899	ENSDARP00000114595
ENSTGUP00000009379	ENSDARP00000121325
ENSTGUP00000003845	ENSDARP00000084514
ENSTGUP00000003845	ENSDARP00000101162
ENSTGUP00000010408	ENSDARP00000101537
ENSTGUP00000010408	ENSDARP00000111243
ENSTGUP00000000446	ENSDARP00000088434
ENSTGUP00000005102	ENSDARP00000059964
ENSTGUP00000002513	ENSDARP00000111122
ENSTGUP00000006746	ENSDARP00000015477
ENSTGUP00000006507	ENSDARP00000046862
ENSTGUP00000002582	ENSDARP00000053124
ENSTGUP00000006672	ENSDARP00000028248
ENSTGUP00000006672	ENSDARP00000046497
ENSTGUP00000002688	ENSDARP00000019469
ENSTGUP00000002466	ENSDARP00000082096
ENSTGUP00000001253	ENSDARP00000123992
ENSTGUP00000001669	ENSDARP00000116871
ENSTGUP00000001669	ENSDARP00000094346
ENSTGUP00000008888	ENSDARP00000067827
ENSTGUP00000003959	ENSDARP00000116486
ENSTGUP00000003959	ENSDARP00000067969
ENSTGUP00000010952	ENSDARP00000120486
ENSTGUP00000015436	ENSDARP00000106304
ENSTGUP00000004149	ENSDARP00000103432
ENSTGUP00000006128	ENSDARP00000128585
ENSTGUP00000006128	ENSDARP00000119636
ENSTGUP00000008883	ENSDARP00000089128
ENSTGUP00000010233	ENSDARP00000079780
ENSTGUP00000007412	ENSDARP00000022311
ENSTGUP00000006706	ENSDARP00000127693
ENSTGUP00000011666	ENSDARP00000087254
ENSTGUP00000011809	ENSDARP00000085685
ENSTGUP00000009199	ENSDARP00000072486
ENSTGUP00000011766	ENSDARP00000096964
ENSTGUP00000002199	ENSDARP00000007758
ENSTGUP00000004109	ENSDARP00000071913
ENSTGUP00000003689	ENSDARP00000039831
ENSTGUP00000003689	ENSDARP00000076901
ENSTGUP00000012287	ENSDARP00000008289
ENSTGUP00000012287	ENSDARP00000024124
ENSTGUP00000000561	ENSDARP00000028046
ENSTGUP00000000561	ENSDARP00000060865
ENSTGUP00000003374	ENSDARP00000123002
ENSTGUP00000006937	ENSDARP00000061972
ENSTGUP00000006937	ENSDARP00000111880
ENSTGUP00000003297	ENSDARP00000043929
ENSTGUP00000005338	ENSDARP00000119440
ENSTGUP00000012811	ENSDARP00000008922
ENSTGUP00000012811	ENSDARP00000009284
ENSTGUP00000006251	ENSDARP00000071047
ENSTGUP00000010524	ENSDARP00000006324
ENSTGUP00000010524	ENSDARP00000111823
ENSTGUP00000007940	ENSDARP00000100352
ENSTGUP00000012767	ENSDARP00000067541
ENSTGUP00000012767	ENSDARP00000119931
ENSTGUP00000012353	ENSDARP00000102340
ENSTGUP00000002949	ENSDARP00000112911
ENSTGUP00000015735	ENSDARP00000112009
ENSTGUP00000005922	ENSDARP00000102433
ENSTGUP00000008538	ENSDARP00000108476
ENSTGUP00000005777	ENSDARP00000111657
ENSTGUP00000004861	ENSDARP00000079854
ENSTGUP00000012738	ENSDARP00000054085
ENSTGUP00000005884	ENSDARP00000096529
ENSTGUP00000002798	ENSDARP00000100132
ENSTGUP00000002798	ENSDARP00000103378
ENSTGUP00000005768	ENSDARP00000053098
ENSTGUP00000000229	ENSDARP00000092075
ENSTGUP00000000229	ENSDARP00000088525
ENSTGUP00000005920	ENSDARP00000004657
ENSTGUP00000005920	ENSDARP00000082104
ENSTGUP00000000528	ENSDARP00000081386
ENSTGUP00000000528	ENSDARP00000119901
ENSTGUP00000013996	ENSDARP00000107498
ENSTGUP00000006053	ENSDARP00000061927
ENSTGUP00000007521	ENSDARP00000106996
ENSTGUP00000007521	ENSDARP00000007295
ENSTGUP00000002401	ENSDARP00000087991
ENSTGUP00000002401	ENSDARP00000048580
ENSTGUP00000007545	ENSDARP00000122453
ENSTGUP00000005531	ENSDARP00000099184
ENSTGUP00000010214	ENSDARP00000008690
ENSTGUP00000015344	ENSDARP00000008134
ENSTGUP00000001576	ENSDARP00000051255
ENSTGUP00000012630	ENSDARP00000067389
ENSTGUP00000012630	ENSDARP00000010978
ENSTGUP00000010146	ENSDARP00000094398
ENSTGUP00000001534	ENSDARP00000061534
ENSTGUP00000001418	ENSDARP00000048292
ENSTGUP00000006860	ENSDARP00000059229
ENSTGUP00000006860	ENSDARP00000115520
ENSTGUP00000006801	ENSDARP00000031619
ENSTGUP00000002216	ENSDARP00000005897
ENSTGUP00000004264	ENSDARP00000073353
ENSTGUP00000001430	ENSDARP00000066122
ENSTGUP00000012289	ENSDARP00000092803
ENSTGUP00000012505	ENSDARP00000069007
ENSTGUP00000012951	ENSDARP00000056327
ENSTGUP00000017920	ENSDARP00000123230
ENSTGUP00000017920	ENSDARP00000089953
ENSTGUP00000005950	ENSDARP00000066780
ENSTGUP00000013247	ENSDARP00000027516
ENSTGUP00000001238	ENSDARP00000023131
ENSTGUP00000004694	ENSDARP00000111483
ENSTGUP00000007854	ENSDARP00000037801
ENSTGUP00000002761	ENSDARP00000015545
ENSTGUP00000002761	ENSDARP00000116745
ENSTGUP00000004359	ENSDARP00000096379
ENSTGUP00000004710	ENSDARP00000106142
ENSTGUP00000013224	ENSDARP00000029101
ENSTGUP00000018132	ENSDARP00000069450
ENSTGUP00000005966	ENSDARP00000115808
ENSTGUP00000008157	ENSDARP00000063623
ENSTGUP00000005464	ENSDARP00000119318
ENSTGUP00000007543	ENSDARP00000071411
ENSTGUP00000000116	ENSDARP00000042973
ENSTGUP00000000116	ENSDARP00000040104
ENSTGUP00000005405	ENSDARP00000124867
ENSTGUP00000000863	ENSDARP00000088030
ENSTGUP00000008057	ENSDARP00000106786
ENSTGUP00000006397	ENSDARP00000104478
ENSTGUP00000003371	ENSDARP00000114571
ENSTGUP00000000309	ENSDARP00000070261
ENSTGUP00000000309	ENSDARP00000054330
ENSTGUP00000000292	ENSDARP00000046126
ENSTGUP00000000292	ENSDARP00000116281
ENSTGUP00000000337	ENSDARP00000043447
ENSTGUP00000000337	ENSDARP00000128526
ENSTGUP00000007746	ENSDARP00000100411
ENSTGUP00000000369	ENSDARP00000055712
ENSTGUP00000003303	ENSDARP00000098939
ENSTGUP00000000207	ENSDARP00000091807
ENSTGUP00000001986	ENSDARP00000106432
ENSTGUP00000011437	ENSDARP00000111592
ENSTGUP00000011437	ENSDARP00000043907
ENSTGUP00000007881	ENSDARP00000003828
ENSTGUP00000006038	ENSDARP00000118501
ENSTGUP00000009254	ENSDARP00000119870
ENSTGUP00000007715	ENSDARP00000122514
ENSTGUP00000002760	ENSDARP00000026566
ENSTGUP00000002100	ENSDARP00000009670
ENSTGUP00000005505	ENSDARP00000075931
ENSTGUP00000010097	ENSDARP00000116244
ENSTGUP00000011153	ENSDARP00000073156
ENSTGUP00000012535	ENSDARP00000106018
ENSTGUP00000010686	ENSDARP00000083712
ENSTGUP00000013622	ENSDARP00000083725
ENSTGUP00000013622	ENSDARP00000041093
ENSTGUP00000002091	ENSDARP00000030506
ENSTGUP00000007917	ENSDARP00000098245
ENSTGUP00000012035	ENSDARP00000063040
ENSTGUP00000006368	ENSDARP00000108285
ENSTGUP00000004368	ENSDARP00000094436
ENSTGUP00000002449	ENSDARP00000047133
ENSTGUP00000015899	ENSDARP00000093809
ENSTGUP00000015899	ENSDARP00000067697
ENSTGUP00000003538	ENSDARP00000072915
ENSTGUP00000002996	ENSDARP00000023754
ENSTGUP00000009231	ENSDARP00000076791
ENSTGUP00000005314	ENSDARP00000002576
ENSTGUP00000003746	ENSDARP00000055273
ENSTGUP00000003746	ENSDARP00000030953
ENSTGUP00000011505	ENSDARP00000127992
ENSTGUP00000001953	ENSDARP00000067047
ENSTGUP00000007073	ENSDARP00000007770
ENSTGUP00000013596	ENSDARP00000099206
ENSTGUP00000001326	ENSDARP00000121691
ENSTGUP00000005065	ENSDARP00000110571
ENSTGUP00000006111	ENSDARP00000072733
ENSTGUP00000017440	ENSDARP00000058065
ENSTGUP00000017440	ENSDARP00000102233
ENSTGUP00000017555	ENSDARP00000087800
ENSTGUP00000017555	ENSDARP00000087797
ENSTGUP00000009720	ENSDARP00000086956
ENSTGUP00000009096	ENSDARP00000017258
ENSTGUP00000001823	ENSDARP00000018458
ENSTGUP00000010564	ENSDARP00000129394
ENSTGUP00000003596	ENSDARP00000093898
ENSTGUP00000009509	ENSDARP00000053699
ENSTGUP00000009586	ENSDARP00000055010
ENSTGUP00000016365	ENSDARP00000086848
ENSTGUP00000006692	ENSDARP00000117194
ENSTGUP00000008471	ENSDARP00000066197
ENSTGUP00000011824	ENSDARP00000076146
ENSTGUP00000012423	ENSDARP00000019931
ENSTGUP00000004027	ENSDARP00000084919
ENSTGUP00000017730	ENSDARP00000124327
ENSTGUP00000006927	ENSDARP00000100380
ENSTGUP00000006927	ENSDARP00000057178
ENSTGUP00000005636	ENSDARP00000120778
ENSTGUP00000005309	ENSDARP00000045407
ENSTGUP00000007710	ENSDARP00000089204
ENSTGUP00000000800	ENSDARP00000105106
ENSTGUP00000009537	ENSDARP00000077908
ENSTGUP00000012660	ENSDARP00000054058
ENSTGUP00000010329	ENSDARP00000097989
ENSTGUP00000011745	ENSDARP00000096966
ENSTGUP00000005302	ENSDARP00000033537
ENSTGUP00000006169	ENSDARP00000111598
ENSTGUP00000006169	ENSDARP00000085584
ENSTGUP00000015228	ENSDARP00000113871
ENSTGUP00000010332	ENSDARP00000129415
ENSTGUP00000007338	ENSDARP00000112078
ENSTGUP00000001690	ENSDARP00000092039
ENSTGUP00000017760	ENSDARP00000110942
ENSTGUP00000008892	ENSDARP00000120821
ENSTGUP00000003158	ENSDARP00000002818
ENSTGUP00000011130	ENSDARP00000127320
ENSTGUP00000011746	ENSDARP00000075441
ENSTGUP00000011746	ENSDARP00000071840
ENSTGUP00000007491	ENSDARP00000019867
ENSTGUP00000012607	ENSDARP00000025519
ENSTGUP00000016436	ENSDARP00000066032
ENSTGUP00000004289	ENSDARP00000017839
ENSTGUP00000004765	ENSDARP00000097603
ENSTGUP00000001898	ENSDARP00000047467
ENSTGUP00000001898	ENSDARP00000006400
ENSTGUP00000009057	ENSDARP00000122604
ENSTGUP00000007478	ENSDARP00000082898
ENSTGUP00000002630	ENSDARP00000033828
ENSTGUP00000003339	ENSDARP00000010427
ENSTGUP00000003339	ENSDARP00000032505
ENSTGUP00000010089	ENSDARP00000020204
ENSTGUP00000008454	ENSDARP00000008423
ENSTGUP00000013630	ENSDARP00000062924
ENSTGUP00000014812	ENSDARP00000051848
ENSTGUP00000003569	ENSDARP00000098538
ENSTGUP00000003569	ENSDARP00000039036
ENSTGUP00000006446	ENSDARP00000022921
ENSTGUP00000003289	ENSDARP00000102619
ENSTGUP00000003860	ENSDARP00000010424
ENSTGUP00000007431	ENSDARP00000077698
ENSTGUP00000006984	ENSDARP00000087984
ENSTGUP00000008796	ENSDARP00000077498
ENSTGUP00000000397	ENSDARP00000048939
ENSTGUP00000005591	ENSDARP00000059227
ENSTGUP00000011512	ENSDARP00000068125
ENSTGUP00000000185	ENSDARP00000038543
ENSTGUP00000002624	ENSDARP00000003197
ENSTGUP00000010605	ENSDARP00000107185
ENSTGUP00000010605	ENSDARP00000059178
ENSTGUP00000008902	ENSDARP00000066406
ENSTGUP00000008902	ENSDARP00000127578
ENSTGUP00000009090	ENSDARP00000005383
ENSTGUP00000003428	ENSDARP00000106341
ENSTGUP00000008177	ENSDARP00000073606
ENSTGUP00000011280	ENSDARP00000070784
ENSTGUP00000004936	ENSDARP00000117247
ENSTGUP00000010276	ENSDARP00000102758
ENSTGUP00000001237	ENSDARP00000067210
ENSTGUP00000001237	ENSDARP00000124758
ENSTGUP00000002706	ENSDARP00000002773
ENSTGUP00000002706	ENSDARP00000124118
ENSTGUP00000004370	ENSDARP00000099643
ENSTGUP00000004370	ENSDARP00000049193
ENSTGUP00000008041	ENSDARP00000045125
ENSTGUP00000002236	ENSDARP00000088783
ENSTGUP00000002236	ENSDARP00000092384
ENSTGUP00000000435	ENSDARP00000122788
ENSTGUP00000000339	ENSDARP00000006727
ENSTGUP00000010671	ENSDARP00000079933
ENSTGUP00000014866	ENSDARP00000099586
ENSTGUP00000017439	ENSDARP00000129749
ENSTGUP00000005279	ENSDARP00000105218
ENSTGUP00000005279	ENSDARP00000107572
ENSTGUP00000002368	ENSDARP00000123898
