ENSMUSP00000034074	ENSMODP00000016222
ENSMUSP00000085016	ENSMODP00000018163
ENSMUSP00000028288	ENSMODP00000021946
ENSMUSP00000015612	ENSMODP00000031587
ENSMUSP00000058470	ENSMODP00000023672
ENSMUSP00000103951	ENSMODP00000031625
ENSMUSP00000063104	ENSMODP00000016481
ENSMUSP00000060769	ENSMODP00000015882
ENSMUSP00000014917	ENSMODP00000006944
ENSMUSP00000099575	ENSMODP00000000233
ENSMUSP00000001480	ENSMODP00000015716
ENSMUSP00000103015	ENSMODP00000024368
ENSMUSP00000029658	ENSMODP00000007232
ENSMUSP00000133166	ENSMODP00000025082
ENSMUSP00000036998	ENSMODP00000019400
ENSMUSP00000057449	ENSMODP00000025553
ENSMUSP00000126191	ENSMODP00000016297
ENSMUSP00000066381	ENSMODP00000015376
ENSMUSP00000051085	ENSMODP00000021090
ENSMUSP00000138101	ENSMODP00000032294
ENSMUSP00000037045	ENSMODP00000015047
ENSMUSP00000125105	ENSMODP00000011879
ENSMUSP00000101236	ENSMODP00000010416
ENSMUSP00000050077	ENSMODP00000013797
ENSMUSP00000071513	ENSMODP00000021294
ENSMUSP00000046233	ENSMODP00000011963
ENSMUSP00000038048	ENSMODP00000001213
ENSMUSP00000066777	ENSMODP00000027026
ENSMUSP00000035999	ENSMODP00000001083
ENSMUSP00000074360	ENSMODP00000005959
ENSMUSP00000098686	ENSMODP00000003985
ENSMUSP00000076402	ENSMODP00000023020
ENSMUSP00000047639	ENSMODP00000010644
ENSMUSP00000019967	ENSMODP00000022405
ENSMUSP00000060169	ENSMODP00000020115
ENSMUSP00000125207	ENSMODP00000027981
ENSMUSP00000089225	ENSMODP00000015105
ENSMUSP00000117445	ENSMODP00000020807
ENSMUSP00000101079	ENSMODP00000021518
ENSMUSP00000047844	ENSMODP00000026135
ENSMUSP00000037656	ENSMODP00000012073
ENSMUSP00000105191	ENSMODP00000003627
ENSMUSP00000090071	ENSMODP00000013873
ENSMUSP00000039707	ENSMODP00000011010
ENSMUSP00000045099	ENSMODP00000004880
ENSMUSP00000028471	ENSMODP00000025120
ENSMUSP00000042053	ENSMODP00000023800
ENSMUSP00000039263	ENSMODP00000000132
ENSMUSP00000118169	ENSMODP00000014699
ENSMUSP00000066461	ENSMODP00000016763
ENSMUSP00000115094	ENSMODP00000034917
ENSMUSP00000097318	ENSMODP00000039858
ENSMUSP00000105051	ENSMODP00000009090
ENSMUSP00000032180	ENSMODP00000010773
ENSMUSP00000137065	ENSMODP00000022963
ENSMUSP00000064878	ENSMODP00000015530
ENSMUSP00000031681	ENSMODP00000019318
ENSMUSP00000010941	ENSMODP00000019704
ENSMUSP00000029429	ENSMODP00000001433
ENSMUSP00000036580	ENSMODP00000020080
ENSMUSP00000064333	ENSMODP00000006849
ENSMUSP00000006716	ENSMODP00000019182
ENSMUSP00000023734	ENSMODP00000019602
ENSMUSP00000000127	ENSMODP00000013832
ENSMUSP00000010044	ENSMODP00000017263
ENSMUSP00000075581	ENSMODP00000008581
ENSMUSP00000030726	ENSMODP00000013651
ENSMUSP00000131588	ENSMODP00000013942
ENSMUSP00000041145	ENSMODP00000022948
ENSMUSP00000033127	ENSMODP00000008334
ENSMUSP00000108261	ENSMODP00000014766
ENSMUSP00000135159	ENSMODP00000018729
ENSMUSP00000117414	ENSMODP00000003573
ENSMUSP00000098756	ENSMODP00000025684
ENSMUSP00000032754	ENSMODP00000024345
ENSMUSP00000110641	ENSMODP00000020045
ENSMUSP00000026225	ENSMODP00000015026
ENSMUSP00000021900	ENSMODP00000016693
ENSMUSP00000000641	ENSMODP00000005763
ENSMUSP00000030868	ENSMODP00000021179
ENSMUSP00000099589	ENSMODP00000015268
ENSMUSP00000030714	ENSMODP00000034921
ENSMUSP00000087643	ENSMODP00000014345
ENSMUSP00000073612	ENSMODP00000021197
ENSMUSP00000079400	ENSMODP00000015378
ENSMUSP00000030568	ENSMODP00000021304
ENSMUSP00000111173	ENSMODP00000032225
ENSMUSP00000045445	ENSMODP00000015763
ENSMUSP00000028076	ENSMODP00000011404
ENSMUSP00000004985	ENSMODP00000031361
ENSMUSP00000108742	ENSMODP00000006260
ENSMUSP00000105007	ENSMODP00000019681
ENSMUSP00000048529	ENSMODP00000000531
ENSMUSP00000128152	ENSMODP00000025962
ENSMUSP00000020655	ENSMODP00000032063
ENSMUSP00000025186	ENSMODP00000017798
ENSMUSP00000073263	ENSMODP00000024838
ENSMUSP00000080911	ENSMODP00000012046
ENSMUSP00000128245	ENSMODP00000025862
ENSMUSP00000062337	ENSMODP00000022906
ENSMUSP00000096690	ENSMODP00000017332
ENSMUSP00000034370	ENSMODP00000028267
ENSMUSP00000027131	ENSMODP00000015090
ENSMUSP00000064667	ENSMODP00000000564
ENSMUSP00000038106	ENSMODP00000005926
ENSMUSP00000111023	ENSMODP00000038166
ENSMUSP00000028630	ENSMODP00000003299
ENSMUSP00000034218	ENSMODP00000016814
ENSMUSP00000074729	ENSMODP00000011948
ENSMUSP00000092228	ENSMODP00000016937
ENSMUSP00000114056	ENSMODP00000020937
ENSMUSP00000047954	ENSMODP00000020489
ENSMUSP00000027356	ENSMODP00000019193
ENSMUSP00000130005	ENSMODP00000026680
ENSMUSP00000035980	ENSMODP00000023234
ENSMUSP00000109510	ENSMODP00000026066
ENSMUSP00000037180	ENSMODP00000029097
ENSMUSP00000027056	ENSMODP00000009427
ENSMUSP00000034874	ENSMODP00000012114
ENSMUSP00000125842	ENSMODP00000029251
ENSMUSP00000033468	ENSMODP00000017597
ENSMUSP00000106534	ENSMODP00000005523
ENSMUSP00000084701	ENSMODP00000020362
ENSMUSP00000062333	ENSMODP00000018937
ENSMUSP00000067305	ENSMODP00000004027
ENSMUSP00000126108	ENSMODP00000011076
ENSMUSP00000088453	ENSMODP00000005457
ENSMUSP00000028178	ENSMODP00000005434
ENSMUSP00000007757	ENSMODP00000015863
ENSMUSP00000035900	ENSMODP00000013961
ENSMUSP00000029948	ENSMODP00000024044
ENSMUSP00000038729	ENSMODP00000000915
ENSMUSP00000048326	ENSMODP00000020251
ENSMUSP00000098987	ENSMODP00000019671
ENSMUSP00000053595	ENSMODP00000001319
ENSMUSP00000002303	ENSMODP00000001170
ENSMUSP00000045487	ENSMODP00000033033
ENSMUSP00000036031	ENSMODP00000009657
ENSMUSP00000031401	ENSMODP00000015173
ENSMUSP00000046103	ENSMODP00000010621
ENSMUSP00000082975	ENSMODP00000016432
ENSMUSP00000024155	ENSMODP00000016439
ENSMUSP00000105740	ENSMODP00000004090
ENSMUSP00000078416	ENSMODP00000004067
ENSMUSP00000025908	ENSMODP00000039878
ENSMUSP00000017288	ENSMODP00000036064
ENSMUSP00000001347	ENSMODP00000018920
ENSMUSP00000070727	ENSMODP00000022982
ENSMUSP00000036471	ENSMODP00000007348
ENSMUSP00000089075	ENSMODP00000041024
ENSMUSP00000081260	ENSMODP00000018008
ENSMUSP00000044734	ENSMODP00000016548
ENSMUSP00000076224	ENSMODP00000030295
ENSMUSP00000077611	ENSMODP00000002406
ENSMUSP00000067897	ENSMODP00000011723
ENSMUSP00000020350	ENSMODP00000025525
ENSMUSP00000035444	ENSMODP00000000772
ENSMUSP00000021346	ENSMODP00000004617
ENSMUSP00000040477	ENSMODP00000001525
ENSMUSP00000105313	ENSMODP00000001532
ENSMUSP00000103103	ENSMODP00000016388
ENSMUSP00000088336	ENSMODP00000011330
ENSMUSP00000000395	ENSMODP00000026218
ENSMUSP00000110196	ENSMODP00000026288
ENSMUSP00000064527	ENSMODP00000017744
ENSMUSP00000034064	ENSMODP00000006143
ENSMUSP00000112174	ENSMODP00000006121
ENSMUSP00000034599	ENSMODP00000016964
ENSMUSP00000031276	ENSMODP00000014887
ENSMUSP00000090829	ENSMODP00000004982
ENSMUSP00000132244	ENSMODP00000001516
ENSMUSP00000099804	ENSMODP00000032034
ENSMUSP00000103737	ENSMODP00000017169
ENSMUSP00000017086	ENSMODP00000000834
ENSMUSP00000034478	ENSMODP00000006233
ENSMUSP00000110209	ENSMODP00000022562
ENSMUSP00000112252	ENSMODP00000025951
ENSMUSP00000124534	ENSMODP00000025953
ENSMUSP00000122709	ENSMODP00000025950
ENSMUSP00000098634	ENSMODP00000025947
ENSMUSP00000062915	ENSMODP00000025942
ENSMUSP00000031175	ENSMODP00000025943
ENSMUSP00000033581	ENSMODP00000004778
ENSMUSP00000034014	ENSMODP00000023793
ENSMUSP00000022545	ENSMODP00000010362
ENSMUSP00000022246	ENSMODP00000025357
ENSMUSP00000020577	ENSMODP00000008009
ENSMUSP00000069681	ENSMODP00000002924
ENSMUSP00000101518	ENSMODP00000041289
ENSMUSP00000070993	ENSMODP00000012735
ENSMUSP00000099645	ENSMODP00000008594
ENSMUSP00000093185	ENSMODP00000007795
ENSMUSP00000018470	ENSMODP00000020248
ENSMUSP00000031280	ENSMODP00000026002
ENSMUSP00000000187	ENSMODP00000022821
ENSMUSP00000056752	ENSMODP00000005056
ENSMUSP00000060787	ENSMODP00000016111
ENSMUSP00000057376	ENSMODP00000009627
ENSMUSP00000056851	ENSMODP00000009513
ENSMUSP00000046688	ENSMODP00000007403
ENSMUSP00000003284	ENSMODP00000029759
ENSMUSP00000127021	ENSMODP00000034332
ENSMUSP00000075839	ENSMODP00000003085
ENSMUSP00000104548	ENSMODP00000017459
ENSMUSP00000034041	ENSMODP00000005413
ENSMUSP00000021784	ENSMODP00000010417
ENSMUSP00000040245	ENSMODP00000005637
ENSMUSP00000120525	ENSMODP00000034078
ENSMUSP00000085126	ENSMODP00000033597
ENSMUSP00000004054	ENSMODP00000022826
ENSMUSP00000099650	ENSMODP00000021886
ENSMUSP00000029353	ENSMODP00000020400
ENSMUSP00000034796	ENSMODP00000022968
ENSMUSP00000021793	ENSMODP00000013093
ENSMUSP00000034904	ENSMODP00000023450
ENSMUSP00000106300	ENSMODP00000001299
ENSMUSP00000022207	ENSMODP00000024436
ENSMUSP00000006557	ENSMODP00000014163
ENSMUSP00000036357	ENSMODP00000014245
ENSMUSP00000020287	ENSMODP00000015244
ENSMUSP00000058230	ENSMODP00000024168
ENSMUSP00000033554	ENSMODP00000015579
ENSMUSP00000034408	ENSMODP00000000286
ENSMUSP00000020278	ENSMODP00000008435
ENSMUSP00000029822	ENSMODP00000025838
ENSMUSP00000032122	ENSMODP00000014105
ENSMUSP00000040797	ENSMODP00000018397
ENSMUSP00000045530	ENSMODP00000002617
ENSMUSP00000056576	ENSMODP00000036656
ENSMUSP00000065157	ENSMODP00000002633
ENSMUSP00000029633	ENSMODP00000036384
ENSMUSP00000102324	ENSMODP00000000586
ENSMUSP00000005490	ENSMODP00000018100
ENSMUSP00000005493	ENSMODP00000025454
ENSMUSP00000025875	ENSMODP00000019226
ENSMUSP00000104136	ENSMODP00000031291
ENSMUSP00000105223	ENSMODP00000004045
ENSMUSP00000079100	ENSMODP00000024743
ENSMUSP00000034537	ENSMODP00000005745
ENSMUSP00000070414	ENSMODP00000011602
ENSMUSP00000078501	ENSMODP00000011618
ENSMUSP00000034197	ENSMODP00000018010
ENSMUSP00000103679	ENSMODP00000002903
ENSMUSP00000092630	ENSMODP00000002864
ENSMUSP00000027241	ENSMODP00000002842
ENSMUSP00000027243	ENSMODP00000002798
ENSMUSP00000095379	ENSMODP00000002882
ENSMUSP00000093843	ENSMODP00000018870
ENSMUSP00000027237	ENSMODP00000002923
ENSMUSP00000072660	ENSMODP00000000454
ENSMUSP00000035115	ENSMODP00000016970
ENSMUSP00000063784	ENSMODP00000026102
ENSMUSP00000011315	ENSMODP00000006768
ENSMUSP00000068120	ENSMODP00000026100
ENSMUSP00000061560	ENSMODP00000001848
ENSMUSP00000110221	ENSMODP00000016492
ENSMUSP00000026119	ENSMODP00000003602
ENSMUSP00000092384	ENSMODP00000031034
ENSMUSP00000003568	ENSMODP00000026451
ENSMUSP00000027083	ENSMODP00000019807
ENSMUSP00000006005	ENSMODP00000017460
ENSMUSP00000073875	ENSMODP00000013390
ENSMUSP00000069631	ENSMODP00000009820
ENSMUSP00000034304	ENSMODP00000018947
ENSMUSP00000034363	ENSMODP00000007332
ENSMUSP00000110882	ENSMODP00000025667
ENSMUSP00000044924	ENSMODP00000001723
ENSMUSP00000130924	ENSMODP00000001886
ENSMUSP00000045598	ENSMODP00000036175
ENSMUSP00000039914	ENSMODP00000004976
ENSMUSP00000021045	ENSMODP00000023920
ENSMUSP00000067662	ENSMODP00000006173
ENSMUSP00000019445	ENSMODP00000018644
ENSMUSP00000010049	ENSMODP00000006486
ENSMUSP00000000221	ENSMODP00000008496
ENSMUSP00000033161	ENSMODP00000008443
ENSMUSP00000080164	ENSMODP00000035866
ENSMUSP00000036320	ENSMODP00000006073
ENSMUSP00000027440	ENSMODP00000003008
ENSMUSP00000061153	ENSMODP00000026651
ENSMUSP00000007207	ENSMODP00000003112
ENSMUSP00000029084	ENSMODP00000020967
ENSMUSP00000111412	ENSMODP00000014144
ENSMUSP00000000619	ENSMODP00000021752
ENSMUSP00000004430	ENSMODP00000003669
ENSMUSP00000035964	ENSMODP00000027697
ENSMUSP00000030879	ENSMODP00000013721
ENSMUSP00000019749	ENSMODP00000011987
ENSMUSP00000133281	ENSMODP00000015452
ENSMUSP00000058755	ENSMODP00000000561
ENSMUSP00000001711	ENSMODP00000026672
ENSMUSP00000048648	ENSMODP00000032319
ENSMUSP00000040121	ENSMODP00000015451
ENSMUSP00000035423	ENSMODP00000015458
ENSMUSP00000098943	ENSMODP00000000584
ENSMUSP00000048002	ENSMODP00000015460
ENSMUSP00000105237	ENSMODP00000030880
ENSMUSP00000045755	ENSMODP00000029837
ENSMUSP00000042159	ENSMODP00000004461
ENSMUSP00000049663	ENSMODP00000014823
ENSMUSP00000073847	ENSMODP00000014834
ENSMUSP00000044416	ENSMODP00000033835
ENSMUSP00000024805	ENSMODP00000016916
ENSMUSP00000020478	ENSMODP00000002649
ENSMUSP00000033761	ENSMODP00000014510
ENSMUSP00000069669	ENSMODP00000018261
ENSMUSP00000039804	ENSMODP00000003905
ENSMUSP00000021201	ENSMODP00000028728
ENSMUSP00000020399	ENSMODP00000008854
ENSMUSP00000068046	ENSMODP00000014323
ENSMUSP00000021362	ENSMODP00000014475
ENSMUSP00000023444	ENSMODP00000030277
ENSMUSP00000026210	ENSMODP00000003961
ENSMUSP00000033149	ENSMODP00000009310
ENSMUSP00000099987	ENSMODP00000020217
ENSMUSP00000028897	ENSMODP00000006535
ENSMUSP00000088532	ENSMODP00000024538
ENSMUSP00000077423	ENSMODP00000007386
ENSMUSP00000080038	ENSMODP00000017635
ENSMUSP00000064084	ENSMODP00000018232
ENSMUSP00000105179	ENSMODP00000025314
ENSMUSP00000034984	ENSMODP00000026535
ENSMUSP00000123266	ENSMODP00000031542
ENSMUSP00000037869	ENSMODP00000017045
ENSMUSP00000025515	ENSMODP00000026738
ENSMUSP00000076521	ENSMODP00000002274
ENSMUSP00000028683	ENSMODP00000022144
ENSMUSP00000026122	ENSMODP00000003645
ENSMUSP00000035584	ENSMODP00000020790
ENSMUSP00000033267	ENSMODP00000008269
ENSMUSP00000102877	ENSMODP00000003398
ENSMUSP00000019974	ENSMODP00000021065
ENSMUSP00000109230	ENSMODP00000010067
ENSMUSP00000065456	ENSMODP00000002340
ENSMUSP00000049739	ENSMODP00000014424
ENSMUSP00000056720	ENSMODP00000037231
ENSMUSP00000054273	ENSMODP00000005303
ENSMUSP00000056713	ENSMODP00000016154
ENSMUSP00000036596	ENSMODP00000008708
ENSMUSP00000049473	ENSMODP00000012375
ENSMUSP00000084234	ENSMODP00000023679
ENSMUSP00000102541	ENSMODP00000006069
ENSMUSP00000020586	ENSMODP00000017476
ENSMUSP00000024596	ENSMODP00000008583
ENSMUSP00000041186	ENSMODP00000029234
ENSMUSP00000024595	ENSMODP00000008386
ENSMUSP00000077428	ENSMODP00000022356
ENSMUSP00000129765	ENSMODP00000013030
ENSMUSP00000036127	ENSMODP00000022849
ENSMUSP00000110528	ENSMODP00000036899
ENSMUSP00000039704	ENSMODP00000017146
ENSMUSP00000031850	ENSMODP00000017214
ENSMUSP00000048051	ENSMODP00000034885
ENSMUSP00000022368	ENSMODP00000000678
ENSMUSP00000033941	ENSMODP00000012804
ENSMUSP00000021948	ENSMODP00000005582
ENSMUSP00000030985	ENSMODP00000004260
ENSMUSP00000093641	ENSMODP00000012635
ENSMUSP00000035211	ENSMODP00000016197
ENSMUSP00000030683	ENSMODP00000021249
ENSMUSP00000107380	ENSMODP00000014371
ENSMUSP00000032910	ENSMODP00000001792
ENSMUSP00000005611	ENSMODP00000016904
ENSMUSP00000099985	ENSMODP00000020207
ENSMUSP00000085913	ENSMODP00000031857
ENSMUSP00000084857	ENSMODP00000003351
ENSMUSP00000082318	ENSMODP00000034992
ENSMUSP00000099513	ENSMODP00000002675
ENSMUSP00000037443	ENSMODP00000002478
ENSMUSP00000101040	ENSMODP00000003817
ENSMUSP00000036991	ENSMODP00000010005
ENSMUSP00000048558	ENSMODP00000018179
ENSMUSP00000031806	ENSMODP00000018162
ENSMUSP00000057722	ENSMODP00000018172
ENSMUSP00000011607	ENSMODP00000026567
ENSMUSP00000001921	ENSMODP00000026568
ENSMUSP00000022576	ENSMODP00000018728
ENSMUSP00000035435	ENSMODP00000009579
ENSMUSP00000074614	ENSMODP00000017386
ENSMUSP00000020085	ENSMODP00000039925
ENSMUSP00000132446	ENSMODP00000014760
ENSMUSP00000066272	ENSMODP00000030385
ENSMUSP00000028398	ENSMODP00000012910
ENSMUSP00000099524	ENSMODP00000003246
ENSMUSP00000131665	ENSMODP00000023109
ENSMUSP00000080550	ENSMODP00000011533
ENSMUSP00000056958	ENSMODP00000025452
ENSMUSP00000000412	ENSMODP00000021622
ENSMUSP00000040071	ENSMODP00000025792
ENSMUSP00000102546	ENSMODP00000001442
ENSMUSP00000036705	ENSMODP00000035012
ENSMUSP00000127715	ENSMODP00000019384
ENSMUSP00000017751	ENSMODP00000016490
ENSMUSP00000111479	ENSMODP00000000262
ENSMUSP00000076911	ENSMODP00000001932
ENSMUSP00000101315	ENSMODP00000003651
ENSMUSP00000029201	ENSMODP00000026633
ENSMUSP00000026154	ENSMODP00000005150
ENSMUSP00000076157	ENSMODP00000012764
ENSMUSP00000086900	ENSMODP00000033414
ENSMUSP00000041727	ENSMODP00000023790
ENSMUSP00000043849	ENSMODP00000005302
ENSMUSP00000003687	ENSMODP00000007007
ENSMUSP00000002678	ENSMODP00000010737
ENSMUSP00000027269	ENSMODP00000014451
ENSMUSP00000117392	ENSMODP00000014072
ENSMUSP00000034280	ENSMODP00000005723
ENSMUSP00000030110	ENSMODP00000018749
ENSMUSP00000044918	ENSMODP00000000308
ENSMUSP00000047894	ENSMODP00000003302
ENSMUSP00000026472	ENSMODP00000007427
ENSMUSP00000027529	ENSMODP00000011160
ENSMUSP00000046188	ENSMODP00000005925
ENSMUSP00000033900	ENSMODP00000005623
ENSMUSP00000017975	ENSMODP00000018500
ENSMUSP00000068195	ENSMODP00000026791
ENSMUSP00000110586	ENSMODP00000024716
ENSMUSP00000022580	ENSMODP00000018690
ENSMUSP00000014750	ENSMODP00000006610
ENSMUSP00000120967	ENSMODP00000009307
ENSMUSP00000034146	ENSMODP00000000197
ENSMUSP00000032958	ENSMODP00000009259
ENSMUSP00000046999	ENSMODP00000010796
ENSMUSP00000044983	ENSMODP00000004334
ENSMUSP00000007949	ENSMODP00000028479
ENSMUSP00000040089	ENSMODP00000001708
ENSMUSP00000002889	ENSMODP00000017150
ENSMUSP00000115078	ENSMODP00000033198
ENSMUSP00000086511	ENSMODP00000024358
ENSMUSP00000030124	ENSMODP00000027791
ENSMUSP00000030489	ENSMODP00000001830
ENSMUSP00000046010	ENSMODP00000014507
ENSMUSP00000057489	ENSMODP00000034763
ENSMUSP00000002640	ENSMODP00000032212
ENSMUSP00000028239	ENSMODP00000024516
ENSMUSP00000027366	ENSMODP00000019257
ENSMUSP00000026500	ENSMODP00000026684
ENSMUSP00000029421	ENSMODP00000019583
ENSMUSP00000124056	ENSMODP00000035721
ENSMUSP00000128586	ENSMODP00000017504
ENSMUSP00000029374	ENSMODP00000012412
ENSMUSP00000026670	ENSMODP00000002918
ENSMUSP00000071687	ENSMODP00000010430
ENSMUSP00000055984	ENSMODP00000020216
ENSMUSP00000052607	ENSMODP00000025994
ENSMUSP00000057556	ENSMODP00000002811
ENSMUSP00000069087	ENSMODP00000040787
ENSMUSP00000002979	ENSMODP00000020390
ENSMUSP00000050454	ENSMODP00000005098
ENSMUSP00000033730	ENSMODP00000021446
ENSMUSP00000033464	ENSMODP00000017618
ENSMUSP00000020015	ENSMODP00000021562
ENSMUSP00000027752	ENSMODP00000008686
ENSMUSP00000027753	ENSMODP00000008728
ENSMUSP00000028187	ENSMODP00000015227
ENSMUSP00000043957	ENSMODP00000026805
ENSMUSP00000090304	ENSMODP00000022011
ENSMUSP00000027682	ENSMODP00000000685
ENSMUSP00000126057	ENSMODP00000001834
ENSMUSP00000034029	ENSMODP00000000789
ENSMUSP00000089703	ENSMODP00000035538
ENSMUSP00000015791	ENSMODP00000020924
ENSMUSP00000077873	ENSMODP00000001106
ENSMUSP00000056882	ENSMODP00000034660
ENSMUSP00000091895	ENSMODP00000001128
ENSMUSP00000091861	ENSMODP00000034678
ENSMUSP00000048736	ENSMODP00000025402
ENSMUSP00000038483	ENSMODP00000018085
ENSMUSP00000122080	ENSMODP00000011497
ENSMUSP00000113852	ENSMODP00000038180
ENSMUSP00000110777	ENSMODP00000022973
ENSMUSP00000019608	ENSMODP00000003079
ENSMUSP00000100962	ENSMODP00000031646
ENSMUSP00000114123	ENSMODP00000019665
ENSMUSP00000105663	ENSMODP00000000848
ENSMUSP00000022622	ENSMODP00000019886
ENSMUSP00000001036	ENSMODP00000007046
ENSMUSP00000060073	ENSMODP00000032098
ENSMUSP00000064394	ENSMODP00000019196
ENSMUSP00000032571	ENSMODP00000026901
ENSMUSP00000024260	ENSMODP00000033051
ENSMUSP00000001148	ENSMODP00000038943
ENSMUSP00000052705	ENSMODP00000034581
ENSMUSP00000057952	ENSMODP00000016092
ENSMUSP00000128090	ENSMODP00000003849
ENSMUSP00000099411	ENSMODP00000000237
ENSMUSP00000127604	ENSMODP00000032409
ENSMUSP00000059019	ENSMODP00000007830
ENSMUSP00000028721	ENSMODP00000022240
ENSMUSP00000028888	ENSMODP00000017433
ENSMUSP00000105928	ENSMODP00000017434
ENSMUSP00000099548	ENSMODP00000022247
ENSMUSP00000054944	ENSMODP00000006447
ENSMUSP00000026360	ENSMODP00000001677
ENSMUSP00000021028	ENSMODP00000013615
ENSMUSP00000069416	ENSMODP00000022896
ENSMUSP00000098903	ENSMODP00000024053
ENSMUSP00000039801	ENSMODP00000021560
ENSMUSP00000055493	ENSMODP00000036661
ENSMUSP00000126598	ENSMODP00000016438
ENSMUSP00000039900	ENSMODP00000020814
ENSMUSP00000046486	ENSMODP00000015465
ENSMUSP00000029587	ENSMODP00000007078
ENSMUSP00000054054	ENSMODP00000015316
ENSMUSP00000050484	ENSMODP00000018070
ENSMUSP00000040364	ENSMODP00000013028
ENSMUSP00000047016	ENSMODP00000032876
ENSMUSP00000129784	ENSMODP00000035153
ENSMUSP00000029694	ENSMODP00000021168
ENSMUSP00000004684	ENSMODP00000018921
ENSMUSP00000032710	ENSMODP00000011627
ENSMUSP00000082489	ENSMODP00000017634
ENSMUSP00000020102	ENSMODP00000006178
ENSMUSP00000091771	ENSMODP00000021016
ENSMUSP00000056182	ENSMODP00000023095
ENSMUSP00000126874	ENSMODP00000026449
ENSMUSP00000027587	ENSMODP00000000874
ENSMUSP00000029416	ENSMODP00000019596
ENSMUSP00000022419	ENSMODP00000001343
ENSMUSP00000068532	ENSMODP00000005265
ENSMUSP00000106945	ENSMODP00000006440
ENSMUSP00000066515	ENSMODP00000013669
ENSMUSP00000104844	ENSMODP00000020375
ENSMUSP00000023482	ENSMODP00000022683
ENSMUSP00000030121	ENSMODP00000004990
ENSMUSP00000030266	ENSMODP00000003587
ENSMUSP00000032489	ENSMODP00000022515
ENSMUSP00000017799	ENSMODP00000029743
ENSMUSP00000027559	ENSMODP00000039261
ENSMUSP00000078705	ENSMODP00000005003
ENSMUSP00000024708	ENSMODP00000030256
ENSMUSP00000081826	ENSMODP00000029717
ENSMUSP00000040370	ENSMODP00000000425
ENSMUSP00000125265	ENSMODP00000023689
ENSMUSP00000053027	ENSMODP00000033949
ENSMUSP00000097895	ENSMODP00000021555
ENSMUSP00000035053	ENSMODP00000013578
ENSMUSP00000078269	ENSMODP00000015318
ENSMUSP00000127845	ENSMODP00000023161
ENSMUSP00000089358	ENSMODP00000032955
ENSMUSP00000117022	ENSMODP00000015750
ENSMUSP00000024978	ENSMODP00000020158
ENSMUSP00000025007	ENSMODP00000020808
ENSMUSP00000083192	ENSMODP00000003648
ENSMUSP00000094966	ENSMODP00000026294
ENSMUSP00000035806	ENSMODP00000004949
ENSMUSP00000139219	ENSMODP00000004157
ENSMUSP00000130930	ENSMODP00000026816
ENSMUSP00000038527	ENSMODP00000014552
ENSMUSP00000096231	ENSMODP00000018631
ENSMUSP00000066222	ENSMODP00000019675
ENSMUSP00000070901	ENSMODP00000024340
ENSMUSP00000077574	ENSMODP00000023156
ENSMUSP00000096394	ENSMODP00000006174
ENSMUSP00000067556	ENSMODP00000031363
ENSMUSP00000061836	ENSMODP00000023552
ENSMUSP00000035392	ENSMODP00000012755
ENSMUSP00000105754	ENSMODP00000004974
ENSMUSP00000002079	ENSMODP00000027548
ENSMUSP00000071966	ENSMODP00000017977
ENSMUSP00000051731	ENSMODP00000037902
ENSMUSP00000015511	ENSMODP00000008640
ENSMUSP00000088046	ENSMODP00000002583
ENSMUSP00000016172	ENSMODP00000009251
ENSMUSP00000024238	ENSMODP00000016844
ENSMUSP00000101104	ENSMODP00000027503
ENSMUSP00000101066	ENSMODP00000020492
ENSMUSP00000040198	ENSMODP00000002470
ENSMUSP00000029477	ENSMODP00000003353
ENSMUSP00000028160	ENSMODP00000007103
ENSMUSP00000096939	ENSMODP00000011755
ENSMUSP00000027952	ENSMODP00000035490
ENSMUSP00000131840	ENSMODP00000009740
ENSMUSP00000004326	ENSMODP00000011198
ENSMUSP00000110748	ENSMODP00000018072
ENSMUSP00000128941	ENSMODP00000004890
ENSMUSP00000020169	ENSMODP00000021917
ENSMUSP00000101159	ENSMODP00000021911
ENSMUSP00000044608	ENSMODP00000036802
