ENSMUSP00000129557	ENSCAFP00000018255
ENSMUSP00000059050	ENSCAFP00000026684
ENSMUSP00000054960	ENSCAFP00000028693
ENSMUSP00000130423	ENSCAFP00000036307
ENSMUSP00000058050	ENSCAFP00000018943
ENSMUSP00000130984	ENSCAFP00000010101
ENSMUSP00000053123	ENSCAFP00000004396
ENSMUSP00000062158	ENSCAFP00000002498
ENSMUSP00000006020	ENSCAFP00000028255
ENSMUSP00000084464	ENSCAFP00000035274
ENSMUSP00000033187	ENSCAFP00000009581
ENSMUSP00000100064	ENSCAFP00000036190
ENSMUSP00000040548	ENSCAFP00000012585
ENSMUSP00000102986	ENSCAFP00000022965
ENSMUSP00000049206	ENSCAFP00000008722
ENSMUSP00000047705	ENSCAFP00000035370
ENSMUSP00000001965	ENSCAFP00000019133
ENSMUSP00000074563	ENSCAFP00000015456
ENSMUSP00000077563	ENSCAFP00000037889
ENSMUSP00000046864	ENSCAFP00000036186
ENSMUSP00000034889	ENSCAFP00000042974
ENSMUSP00000097113	ENSCAFP00000029177
ENSMUSP00000006991	ENSCAFP00000027323
ENSMUSP00000029686	ENSCAFP00000024961
ENSMUSP00000092130	ENSCAFP00000014141
ENSMUSP00000047567	ENSCAFP00000017109
ENSMUSP00000072583	ENSCAFP00000012704
ENSMUSP00000027035	ENSCAFP00000006514
ENSMUSP00000062759	ENSCAFP00000037654
ENSMUSP00000048524	ENSCAFP00000024504
ENSMUSP00000115237	ENSCAFP00000028081
ENSMUSP00000137203	ENSCAFP00000009215
ENSMUSP00000096755	ENSCAFP00000017112
ENSMUSP00000100013	ENSCAFP00000034212
ENSMUSP00000025003	ENSCAFP00000028989
ENSMUSP00000039466	ENSCAFP00000002067
ENSMUSP00000000579	ENSCAFP00000006510
ENSMUSP00000021603	ENSCAFP00000015987
ENSMUSP00000064719	ENSCAFP00000019453
ENSMUSP00000020759	ENSCAFP00000004327
ENSMUSP00000109160	ENSCAFP00000029555
ENSMUSP00000074340	ENSCAFP00000020141
ENSMUSP00000048334	ENSCAFP00000006571
ENSMUSP00000054583	ENSCAFP00000001150
ENSMUSP00000001927	ENSCAFP00000008768
ENSMUSP00000130131	ENSCAFP00000001290
ENSMUSP00000038366	ENSCAFP00000001853
ENSMUSP00000102340	ENSCAFP00000010563
ENSMUSP00000030897	ENSCAFP00000028804
ENSMUSP00000080214	ENSCAFP00000019884
ENSMUSP00000105883	ENSCAFP00000024933
ENSMUSP00000037536	ENSCAFP00000007657
ENSMUSP00000031384	ENSCAFP00000033756
ENSMUSP00000130840	ENSCAFP00000032994
ENSMUSP00000108931	ENSCAFP00000016231
ENSMUSP00000034260	ENSCAFP00000022393
ENSMUSP00000095879	ENSCAFP00000007753
ENSMUSP00000060247	ENSCAFP00000004599
ENSMUSP00000126157	ENSCAFP00000017382
ENSMUSP00000084823	ENSCAFP00000037824
ENSMUSP00000046118	ENSCAFP00000015506
ENSMUSP00000107965	ENSCAFP00000017207
ENSMUSP00000058363	ENSCAFP00000021137
ENSMUSP00000109431	ENSCAFP00000042836
ENSMUSP00000102062	ENSCAFP00000034160
ENSMUSP00000025374	ENSCAFP00000009693
ENSMUSP00000034115	ENSCAFP00000011483
ENSMUSP00000135113	ENSCAFP00000011512
ENSMUSP00000137374	ENSCAFP00000033065
ENSMUSP00000077354	ENSCAFP00000025584
ENSMUSP00000136147	ENSCAFP00000038966
ENSMUSP00000052088	ENSCAFP00000005157
ENSMUSP00000114173	ENSCAFP00000005309
ENSMUSP00000124738	ENSCAFP00000022885
ENSMUSP00000104056	ENSCAFP00000007342
ENSMUSP00000135115	ENSCAFP00000041982
ENSMUSP00000099955	ENSCAFP00000029268
ENSMUSP00000088774	ENSCAFP00000029273
ENSMUSP00000096257	ENSCAFP00000035913
ENSMUSP00000113424	ENSCAFP00000017733
ENSMUSP00000057796	ENSCAFP00000027799
ENSMUSP00000108683	ENSCAFP00000020856
ENSMUSP00000133637	ENSCAFP00000019591
ENSMUSP00000099468	ENSCAFP00000025802
ENSMUSP00000105569	ENSCAFP00000018332
ENSMUSP00000034396	ENSCAFP00000006063
ENSMUSP00000015358	ENSCAFP00000028235
ENSMUSP00000125798	ENSCAFP00000028221
ENSMUSP00000022563	ENSCAFP00000010517
ENSMUSP00000043851	ENSCAFP00000010284
ENSMUSP00000032736	ENSCAFP00000015199
ENSMUSP00000041227	ENSCAFP00000027900
ENSMUSP00000062341	ENSCAFP00000017132
ENSMUSP00000033058	ENSCAFP00000011162
ENSMUSP00000059894	ENSCAFP00000011909
ENSMUSP00000074902	ENSCAFP00000017158
ENSMUSP00000045856	ENSCAFP00000037548
ENSMUSP00000123924	ENSCAFP00000033641
ENSMUSP00000027874	ENSCAFP00000022350
ENSMUSP00000027871	ENSCAFP00000022356
ENSMUSP00000080751	ENSCAFP00000012846
ENSMUSP00000138958	ENSCAFP00000005448
ENSMUSP00000098235	ENSCAFP00000001133
ENSMUSP00000027657	ENSCAFP00000017211
ENSMUSP00000000049	ENSCAFP00000016597
ENSMUSP00000076533	ENSCAFP00000009714
ENSMUSP00000073616	ENSCAFP00000019505
ENSMUSP00000133468	ENSCAFP00000002116
ENSMUSP00000064048	ENSCAFP00000027836
ENSMUSP00000039368	ENSCAFP00000007648
ENSMUSP00000022264	ENSCAFP00000010662
ENSMUSP00000138350	ENSCAFP00000016627
ENSMUSP00000045603	ENSCAFP00000027527
ENSMUSP00000126279	ENSCAFP00000001549
ENSMUSP00000030741	ENSCAFP00000017096
ENSMUSP00000001878	ENSCAFP00000031334
ENSMUSP00000051003	ENSCAFP00000009931
ENSMUSP00000040920	ENSCAFP00000004401
ENSMUSP00000122582	ENSCAFP00000019793
ENSMUSP00000001701	ENSCAFP00000009922
ENSMUSP00000062412	ENSCAFP00000019805
ENSMUSP00000120276	ENSCAFP00000004395
ENSMUSP00000046939	ENSCAFP00000004393
ENSMUSP00000000010	ENSCAFP00000024808
ENSMUSP00000039170	ENSCAFP00000004403
ENSMUSP00000056315	ENSCAFP00000024813
ENSMUSP00000001700	ENSCAFP00000009935
ENSMUSP00000051199	ENSCAFP00000011886
ENSMUSP00000011391	ENSCAFP00000020103
ENSMUSP00000041088	ENSCAFP00000020100
ENSMUSP00000052010	ENSCAFP00000001690
ENSMUSP00000135787	ENSCAFP00000041989
ENSMUSP00000056483	ENSCAFP00000028591
ENSMUSP00000039808	ENSCAFP00000028555
ENSMUSP00000059491	ENSCAFP00000028553
ENSMUSP00000032988	ENSCAFP00000024791
ENSMUSP00000029941	ENSCAFP00000014814
ENSMUSP00000022327	ENSCAFP00000039017
ENSMUSP00000083709	ENSCAFP00000015046
ENSMUSP00000068529	ENSCAFP00000024859
ENSMUSP00000025601	ENSCAFP00000011414
ENSMUSP00000059668	ENSCAFP00000031261
ENSMUSP00000112972	ENSCAFP00000024693
ENSMUSP00000091565	ENSCAFP00000024797
ENSMUSP00000008280	ENSCAFP00000003094
ENSMUSP00000103839	ENSCAFP00000039473
ENSMUSP00000100970	ENSCAFP00000028669
ENSMUSP00000040150	ENSCAFP00000004781
ENSMUSP00000020077	ENSCAFP00000002971
ENSMUSP00000025254	ENSCAFP00000006474
ENSMUSP00000047150	ENSCAFP00000007549
ENSMUSP00000041175	ENSCAFP00000007528
ENSMUSP00000126779	ENSCAFP00000007564
ENSMUSP00000003100	ENSCAFP00000007559
ENSMUSP00000026211	ENSCAFP00000034547
ENSMUSP00000060584	ENSCAFP00000011937
ENSMUSP00000026552	ENSCAFP00000034940
ENSMUSP00000031521	ENSCAFP00000017191
ENSMUSP00000101944	ENSCAFP00000016483
ENSMUSP00000032908	ENSCAFP00000012520
ENSMUSP00000038611	ENSCAFP00000009185
ENSMUSP00000017549	ENSCAFP00000027721
ENSMUSP00000027931	ENSCAFP00000032514
ENSMUSP00000049056	ENSCAFP00000025070
ENSMUSP00000027642	ENSCAFP00000016679
ENSMUSP00000049723	ENSCAFP00000029997
ENSMUSP00000108249	ENSCAFP00000008464
ENSMUSP00000034065	ENSCAFP00000011343
ENSMUSP00000057915	ENSCAFP00000013106
ENSMUSP00000106151	ENSCAFP00000021545
ENSMUSP00000130343	ENSCAFP00000017490
ENSMUSP00000037978	ENSCAFP00000000313
ENSMUSP00000036053	ENSCAFP00000025098
ENSMUSP00000114931	ENSCAFP00000004089
ENSMUSP00000011733	ENSCAFP00000028175
ENSMUSP00000029139	ENSCAFP00000010839
ENSMUSP00000101501	ENSCAFP00000018658
ENSMUSP00000013771	ENSCAFP00000007243
ENSMUSP00000128509	ENSCAFP00000006395
ENSMUSP00000103432	ENSCAFP00000042145
ENSMUSP00000052600	ENSCAFP00000010434
ENSMUSP00000092163	ENSCAFP00000010437
ENSMUSP00000055564	ENSCAFP00000010444
ENSMUSP00000022185	ENSCAFP00000013636
ENSMUSP00000061754	ENSCAFP00000013643
ENSMUSP00000054426	ENSCAFP00000022941
ENSMUSP00000022182	ENSCAFP00000013685
ENSMUSP00000021729	ENSCAFP00000043168
ENSMUSP00000074581	ENSCAFP00000025551
ENSMUSP00000105693	ENSCAFP00000025872
ENSMUSP00000061243	ENSCAFP00000006582
ENSMUSP00000117569	ENSCAFP00000025847
ENSMUSP00000019625	ENSCAFP00000025828
ENSMUSP00000018632	ENSCAFP00000025934
ENSMUSP00000104324	ENSCAFP00000025727
ENSMUSP00000104329	ENSCAFP00000025874
ENSMUSP00000126840	ENSCAFP00000025930
ENSMUSP00000099671	ENSCAFP00000025554
ENSMUSP00000103531	ENSCAFP00000004846
ENSMUSP00000087756	ENSCAFP00000027442
ENSMUSP00000016771	ENSCAFP00000002455
ENSMUSP00000127539	ENSCAFP00000015037
ENSMUSP00000090672	ENSCAFP00000011657
ENSMUSP00000058242	ENSCAFP00000011846
ENSMUSP00000050768	ENSCAFP00000027752
ENSMUSP00000062460	ENSCAFP00000011418
ENSMUSP00000025932	ENSCAFP00000015945
ENSMUSP00000044135	ENSCAFP00000009975
ENSMUSP00000103902	ENSCAFP00000021719
ENSMUSP00000037113	ENSCAFP00000027985
ENSMUSP00000026432	ENSCAFP00000028006
ENSMUSP00000042199	ENSCAFP00000028053
ENSMUSP00000074632	ENSCAFP00000028088
ENSMUSP00000052078	ENSCAFP00000000122
ENSMUSP00000052055	ENSCAFP00000027066
ENSMUSP00000066015	ENSCAFP00000029955
ENSMUSP00000113603	ENSCAFP00000029954
ENSMUSP00000108327	ENSCAFP00000029956
ENSMUSP00000074681	ENSCAFP00000030296
ENSMUSP00000117326	ENSCAFP00000030306
ENSMUSP00000130851	ENSCAFP00000028112
ENSMUSP00000057956	ENSCAFP00000011198
ENSMUSP00000101659	ENSCAFP00000037117
ENSMUSP00000066864	ENSCAFP00000014980
ENSMUSP00000066005	ENSCAFP00000016783
ENSMUSP00000108321	ENSCAFP00000000060
ENSMUSP00000092210	ENSCAFP00000000059
ENSMUSP00000034339	ENSCAFP00000030279
ENSMUSP00000038675	ENSCAFP00000002858
ENSMUSP00000028059	ENSCAFP00000006853
ENSMUSP00000002603	ENSCAFP00000001992
ENSMUSP00000109048	ENSCAFP00000003352
ENSMUSP00000040847	ENSCAFP00000035025
ENSMUSP00000080162	ENSCAFP00000009245
ENSMUSP00000062256	ENSCAFP00000027094
ENSMUSP00000027560	ENSCAFP00000027104
ENSMUSP00000038170	ENSCAFP00000024584
ENSMUSP00000101428	ENSCAFP00000030616
ENSMUSP00000021932	ENSCAFP00000024596
ENSMUSP00000039691	ENSCAFP00000023019
ENSMUSP00000090330	ENSCAFP00000039068
ENSMUSP00000090329	ENSCAFP00000000267
ENSMUSP00000005620	ENSCAFP00000023983
ENSMUSP00000114356	ENSCAFP00000030189
ENSMUSP00000081712	ENSCAFP00000034034
ENSMUSP00000059074	ENSCAFP00000008323
ENSMUSP00000064587	ENSCAFP00000043005
ENSMUSP00000072175	ENSCAFP00000019279
ENSMUSP00000113414	ENSCAFP00000035410
ENSMUSP00000056592	ENSCAFP00000006139
ENSMUSP00000051453	ENSCAFP00000030132
ENSMUSP00000112703	ENSCAFP00000017497
ENSMUSP00000100712	ENSCAFP00000001600
ENSMUSP00000080796	ENSCAFP00000022429
ENSMUSP00000045838	ENSCAFP00000020085
ENSMUSP00000049414	ENSCAFP00000014729
ENSMUSP00000098419	ENSCAFP00000019598
ENSMUSP00000126984	ENSCAFP00000038638
ENSMUSP00000020118	ENSCAFP00000009168
ENSMUSP00000019701	ENSCAFP00000028377
ENSMUSP00000047718	ENSCAFP00000017141
ENSMUSP00000042625	ENSCAFP00000027999
ENSMUSP00000124312	ENSCAFP00000016598
ENSMUSP00000025025	ENSCAFP00000040531
ENSMUSP00000033930	ENSCAFP00000041218
ENSMUSP00000028846	ENSCAFP00000031099
ENSMUSP00000047900	ENSCAFP00000040487
ENSMUSP00000039517	ENSCAFP00000003787
ENSMUSP00000136377	ENSCAFP00000027408
ENSMUSP00000131684	ENSCAFP00000022164
ENSMUSP00000027929	ENSCAFP00000016655
ENSMUSP00000082017	ENSCAFP00000026984
ENSMUSP00000082862	ENSCAFP00000006762
ENSMUSP00000121032	ENSCAFP00000019557
ENSMUSP00000038761	ENSCAFP00000020936
ENSMUSP00000024839	ENSCAFP00000015607
ENSMUSP00000099636	ENSCAFP00000016606
ENSMUSP00000020899	ENSCAFP00000005694
ENSMUSP00000022947	ENSCAFP00000020407
ENSMUSP00000026068	ENSCAFP00000016639
ENSMUSP00000128127	ENSCAFP00000018787
ENSMUSP00000040405	ENSCAFP00000028414
ENSMUSP00000105850	ENSCAFP00000001338
ENSMUSP00000071662	ENSCAFP00000003954
ENSMUSP00000104484	ENSCAFP00000018926
ENSMUSP00000024880	ENSCAFP00000008888
ENSMUSP00000114896	ENSCAFP00000018009
ENSMUSP00000057928	ENSCAFP00000017985
ENSMUSP00000022708	ENSCAFP00000018677
ENSMUSP00000047627	ENSCAFP00000020113
ENSMUSP00000079832	ENSCAFP00000024819
ENSMUSP00000066662	ENSCAFP00000019329
ENSMUSP00000022623	ENSCAFP00000012798
ENSMUSP00000039121	ENSCAFP00000037927
ENSMUSP00000063542	ENSCAFP00000003082
ENSMUSP00000132360	ENSCAFP00000016914
ENSMUSP00000022338	ENSCAFP00000023432
ENSMUSP00000032471	ENSCAFP00000006912
ENSMUSP00000079289	ENSCAFP00000002388
ENSMUSP00000033771	ENSCAFP00000028751
ENSMUSP00000022331	ENSCAFP00000023514
ENSMUSP00000027809	ENSCAFP00000023112
ENSMUSP00000000964	ENSCAFP00000004350
ENSMUSP00000019117	ENSCAFP00000024764
ENSMUSP00000043078	ENSCAFP00000038405
ENSMUSP00000014848	ENSCAFP00000004363
ENSMUSP00000098092	ENSCAFP00000024769
ENSMUSP00000110077	ENSCAFP00000037493
ENSMUSP00000091476	ENSCAFP00000037349
ENSMUSP00000051355	ENSCAFP00000019824
ENSMUSP00000082729	ENSCAFP00000010069
ENSMUSP00000069728	ENSCAFP00000010073
ENSMUSP00000036625	ENSCAFP00000003023
ENSMUSP00000051158	ENSCAFP00000021358
ENSMUSP00000043587	ENSCAFP00000003518
ENSMUSP00000031787	ENSCAFP00000004404
ENSMUSP00000134131	ENSCAFP00000019743
ENSMUSP00000009143	ENSCAFP00000017683
ENSMUSP00000126999	ENSCAFP00000038289
ENSMUSP00000012281	ENSCAFP00000003394
ENSMUSP00000032125	ENSCAFP00000004850
ENSMUSP00000098286	ENSCAFP00000023860
ENSMUSP00000032211	ENSCAFP00000041841
ENSMUSP00000038301	ENSCAFP00000038765
ENSMUSP00000062884	ENSCAFP00000013896
ENSMUSP00000048079	ENSCAFP00000011851
ENSMUSP00000073720	ENSCAFP00000021935
ENSMUSP00000028836	ENSCAFP00000040280
ENSMUSP00000050705	ENSCAFP00000020783
ENSMUSP00000060325	ENSCAFP00000020785
ENSMUSP00000052079	ENSCAFP00000036972
ENSMUSP00000036755	ENSCAFP00000036761
ENSMUSP00000127973	ENSCAFP00000023752
ENSMUSP00000025110	ENSCAFP00000026091
ENSMUSP00000103129	ENSCAFP00000024873
ENSMUSP00000055237	ENSCAFP00000017421
ENSMUSP00000100912	ENSCAFP00000008632
ENSMUSP00000070322	ENSCAFP00000032388
ENSMUSP00000113545	ENSCAFP00000014795
ENSMUSP00000029441	ENSCAFP00000015392
ENSMUSP00000088196	ENSCAFP00000013776
ENSMUSP00000073164	ENSCAFP00000010035
ENSMUSP00000112432	ENSCAFP00000004392
ENSMUSP00000001675	ENSCAFP00000016430
ENSMUSP00000020904	ENSCAFP00000005284
ENSMUSP00000069549	ENSCAFP00000027021
ENSMUSP00000032568	ENSCAFP00000006540
ENSMUSP00000042565	ENSCAFP00000026841
ENSMUSP00000106746	ENSCAFP00000023583
ENSMUSP00000025681	ENSCAFP00000020873
ENSMUSP00000028119	ENSCAFP00000006520
ENSMUSP00000132078	ENSCAFP00000041999
ENSMUSP00000022531	ENSCAFP00000010712
ENSMUSP00000062049	ENSCAFP00000014882
ENSMUSP00000110989	ENSCAFP00000022437
ENSMUSP00000123810	ENSCAFP00000043165
ENSMUSP00000096196	ENSCAFP00000009768
ENSMUSP00000099374	ENSCAFP00000015286
ENSMUSP00000068807	ENSCAFP00000014154
ENSMUSP00000018156	ENSCAFP00000008868
ENSMUSP00000036384	ENSCAFP00000002174
ENSMUSP00000102536	ENSCAFP00000008817
ENSMUSP00000059498	ENSCAFP00000023197
ENSMUSP00000031106	ENSCAFP00000023421
ENSMUSP00000041411	ENSCAFP00000040118
ENSMUSP00000038915	ENSCAFP00000042165
ENSMUSP00000065095	ENSCAFP00000019062
ENSMUSP00000068147	ENSCAFP00000001772
ENSMUSP00000095863	ENSCAFP00000008137
ENSMUSP00000057288	ENSCAFP00000037267
ENSMUSP00000053565	ENSCAFP00000035281
ENSMUSP00000048740	ENSCAFP00000040279
ENSMUSP00000091656	ENSCAFP00000009939
ENSMUSP00000083023	ENSCAFP00000016860
ENSMUSP00000052426	ENSCAFP00000017061
ENSMUSP00000059233	ENSCAFP00000005238
ENSMUSP00000020024	ENSCAFP00000001416
ENSMUSP00000005019	ENSCAFP00000024635
ENSMUSP00000023820	ENSCAFP00000018351
ENSMUSP00000029038	ENSCAFP00000043180
ENSMUSP00000029043	ENSCAFP00000012440
ENSMUSP00000059749	ENSCAFP00000011294
ENSMUSP00000030848	ENSCAFP00000029240
ENSMUSP00000035029	ENSCAFP00000011287
ENSMUSP00000023610	ENSCAFP00000012605
ENSMUSP00000006570	ENSCAFP00000018886
ENSMUSP00000069644	ENSCAFP00000014677
ENSMUSP00000067022	ENSCAFP00000014666
ENSMUSP00000126498	ENSCAFP00000010123
ENSMUSP00000036330	ENSCAFP00000014324
ENSMUSP00000023611	ENSCAFP00000012608
ENSMUSP00000090801	ENSCAFP00000029691
ENSMUSP00000079041	ENSCAFP00000015291
ENSMUSP00000064570	ENSCAFP00000010949
ENSMUSP00000084905	ENSCAFP00000027390
ENSMUSP00000040171	ENSCAFP00000000462
ENSMUSP00000090143	ENSCAFP00000020766
ENSMUSP00000095984	ENSCAFP00000015777
ENSMUSP00000050535	ENSCAFP00000001033
ENSMUSP00000101094	ENSCAFP00000020609
ENSMUSP00000079210	ENSCAFP00000040823
ENSMUSP00000099826	ENSCAFP00000041451
ENSMUSP00000030372	ENSCAFP00000039089
ENSMUSP00000110899	ENSCAFP00000003739
ENSMUSP00000051579	ENSCAFP00000003773
ENSMUSP00000128718	ENSCAFP00000018717
ENSMUSP00000035802	ENSCAFP00000016122
ENSMUSP00000022508	ENSCAFP00000009783
ENSMUSP00000027302	ENSCAFP00000040677
ENSMUSP00000029433	ENSCAFP00000013603
ENSMUSP00000004377	ENSCAFP00000021345
ENSMUSP00000058757	ENSCAFP00000013074
ENSMUSP00000029053	ENSCAFP00000035390
ENSMUSP00000064046	ENSCAFP00000041915
ENSMUSP00000027404	ENSCAFP00000022480
ENSMUSP00000034832	ENSCAFP00000026647
ENSMUSP00000095051	ENSCAFP00000018488
ENSMUSP00000082197	ENSCAFP00000025608
ENSMUSP00000089793	ENSCAFP00000029616
ENSMUSP00000004201	ENSCAFP00000026524
ENSMUSP00000029848	ENSCAFP00000031041
ENSMUSP00000043816	ENSCAFP00000004923
ENSMUSP00000028280	ENSCAFP00000029402
ENSMUSP00000084772	ENSCAFP00000001295
ENSMUSP00000023123	ENSCAFP00000013330
ENSMUSP00000085192	ENSCAFP00000021825
ENSMUSP00000001547	ENSCAFP00000025056
ENSMUSP00000031668	ENSCAFP00000029400
ENSMUSP00000083620	ENSCAFP00000021860
ENSMUSP00000098765	ENSCAFP00000026615
ENSMUSP00000084282	ENSCAFP00000015315
ENSMUSP00000033899	ENSCAFP00000009112
ENSMUSP00000109084	ENSCAFP00000015319
ENSMUSP00000107701	ENSCAFP00000018349
ENSMUSP00000108553	ENSCAFP00000026629
ENSMUSP00000033898	ENSCAFP00000009106
ENSMUSP00000046525	ENSCAFP00000012344
ENSMUSP00000043220	ENSCAFP00000027079
ENSMUSP00000084141	ENSCAFP00000037321
ENSMUSP00000001147	ENSCAFP00000017530
ENSMUSP00000096040	ENSCAFP00000009041
ENSMUSP00000131146	ENSCAFP00000009038
ENSMUSP00000112472	ENSCAFP00000020605
ENSMUSP00000137585	ENSCAFP00000018017
ENSMUSP00000111199	ENSCAFP00000036998
ENSMUSP00000023509	ENSCAFP00000017471
ENSMUSP00000041363	ENSCAFP00000008050
ENSMUSP00000053023	ENSCAFP00000017408
ENSMUSP00000050219	ENSCAFP00000018141
ENSMUSP00000038783	ENSCAFP00000012165
ENSMUSP00000089707	ENSCAFP00000016765
ENSMUSP00000095380	ENSCAFP00000029015
ENSMUSP00000027533	ENSCAFP00000018244
ENSMUSP00000050183	ENSCAFP00000021797
ENSMUSP00000022985	ENSCAFP00000001430
ENSMUSP00000020958	ENSCAFP00000005831
ENSMUSP00000032107	ENSCAFP00000009959
ENSMUSP00000109960	ENSCAFP00000004694
ENSMUSP00000097929	ENSCAFP00000007162
ENSMUSP00000132930	ENSCAFP00000006077
ENSMUSP00000095873	ENSCAFP00000007974
ENSMUSP00000097627	ENSCAFP00000018122
ENSMUSP00000024774	ENSCAFP00000002389
ENSMUSP00000060027	ENSCAFP00000002385
ENSMUSP00000000199	ENSCAFP00000029561
ENSMUSP00000104964	ENSCAFP00000024935
ENSMUSP00000084656	ENSCAFP00000024323
ENSMUSP00000125142	ENSCAFP00000014652
ENSMUSP00000099504	ENSCAFP00000010316
ENSMUSP00000051487	ENSCAFP00000040751
ENSMUSP00000071756	ENSCAFP00000039587
ENSMUSP00000112145	ENSCAFP00000015339
ENSMUSP00000087611	ENSCAFP00000040740
ENSMUSP00000021290	ENSCAFP00000025716
ENSMUSP00000058929	ENSCAFP00000017878
ENSMUSP00000081048	ENSCAFP00000038872
ENSMUSP00000008582	ENSCAFP00000024506
ENSMUSP00000054292	ENSCAFP00000033850
ENSMUSP00000065213	ENSCAFP00000019145
ENSMUSP00000011400	ENSCAFP00000025579
ENSMUSP00000105861	ENSCAFP00000009355
ENSMUSP00000029676	ENSCAFP00000025193
ENSMUSP00000101684	ENSCAFP00000019795
ENSMUSP00000022642	ENSCAFP00000013383
ENSMUSP00000022640	ENSCAFP00000013324
ENSMUSP00000071798	ENSCAFP00000030937
ENSMUSP00000059705	ENSCAFP00000021531
ENSMUSP00000036203	ENSCAFP00000015948
ENSMUSP00000070200	ENSCAFP00000025460
ENSMUSP00000099473	ENSCAFP00000009109
ENSMUSP00000124570	ENSCAFP00000012820
ENSMUSP00000126847	ENSCAFP00000010727
ENSMUSP00000063136	ENSCAFP00000011506
ENSMUSP00000086052	ENSCAFP00000019638
ENSMUSP00000022235	ENSCAFP00000037035
ENSMUSP00000038884	ENSCAFP00000007567
ENSMUSP00000086731	ENSCAFP00000013501
ENSMUSP00000083583	ENSCAFP00000037129
ENSMUSP00000053638	ENSCAFP00000040693
ENSMUSP00000069114	ENSCAFP00000017975
ENSMUSP00000100882	ENSCAFP00000036512
ENSMUSP00000062741	ENSCAFP00000041333
ENSMUSP00000045335	ENSCAFP00000039552
ENSMUSP00000001652	ENSCAFP00000039055
ENSMUSP00000086592	ENSCAFP00000026975
ENSMUSP00000079172	ENSCAFP00000024110
ENSMUSP00000081556	ENSCAFP00000018537
ENSMUSP00000015998	ENSCAFP00000024202
ENSMUSP00000108160	ENSCAFP00000020581
ENSMUSP00000081497	ENSCAFP00000019665
ENSMUSP00000052126	ENSCAFP00000003744
ENSMUSP00000029603	ENSCAFP00000032748
ENSMUSP00000129247	ENSCAFP00000038725
ENSMUSP00000057406	ENSCAFP00000037328
ENSMUSP00000022660	ENSCAFP00000013518
ENSMUSP00000125803	ENSCAFP00000013735
ENSMUSP00000000707	ENSCAFP00000012314
ENSMUSP00000088287	ENSCAFP00000036077
ENSMUSP00000106085	ENSCAFP00000033733
ENSMUSP00000077290	ENSCAFP00000041084
ENSMUSP00000045572	ENSCAFP00000026046
ENSMUSP00000023450	ENSCAFP00000022517
ENSMUSP00000000769	ENSCAFP00000028380
ENSMUSP00000048704	ENSCAFP00000028375
ENSMUSP00000023994	ENSCAFP00000011583
ENSMUSP00000021495	ENSCAFP00000026080
ENSMUSP00000033626	ENSCAFP00000026397
ENSMUSP00000058535	ENSCAFP00000026043
ENSMUSP00000074258	ENSCAFP00000026040
ENSMUSP00000028807	ENSCAFP00000013428
ENSMUSP00000011492	ENSCAFP00000006464
ENSMUSP00000099634	ENSCAFP00000023601
ENSMUSP00000003907	ENSCAFP00000025196
ENSMUSP00000043424	ENSCAFP00000009541
ENSMUSP00000027153	ENSCAFP00000020422
ENSMUSP00000031524	ENSCAFP00000015398
ENSMUSP00000054370	ENSCAFP00000014350
ENSMUSP00000072483	ENSCAFP00000030246
ENSMUSP00000028188	ENSCAFP00000029520
ENSMUSP00000039472	ENSCAFP00000012386
ENSMUSP00000028179	ENSCAFP00000041594
ENSMUSP00000034003	ENSCAFP00000041864
ENSMUSP00000037018	ENSCAFP00000012417
ENSMUSP00000027885	ENSCAFP00000020634
ENSMUSP00000004208	ENSCAFP00000029907
ENSMUSP00000035784	ENSCAFP00000026447
ENSMUSP00000046131	ENSCAFP00000043006
ENSMUSP00000028955	ENSCAFP00000010234
ENSMUSP00000022921	ENSCAFP00000000993
ENSMUSP00000033846	ENSCAFP00000012670
ENSMUSP00000054499	ENSCAFP00000021176
ENSMUSP00000002360	ENSCAFP00000027322
ENSMUSP00000030280	ENSCAFP00000027734
ENSMUSP00000103000	ENSCAFP00000036170
ENSMUSP00000107298	ENSCAFP00000021113
ENSMUSP00000127487	ENSCAFP00000043117
ENSMUSP00000133117	ENSCAFP00000012402
ENSMUSP00000042150	ENSCAFP00000005370
ENSMUSP00000035045	ENSCAFP00000011185
ENSMUSP00000026572	ENSCAFP00000040726
ENSMUSP00000033500	ENSCAFP00000023006
ENSMUSP00000034351	ENSCAFP00000030247
ENSMUSP00000127199	ENSCAFP00000016491
ENSMUSP00000103939	ENSCAFP00000041280
ENSMUSP00000000369	ENSCAFP00000010379
ENSMUSP00000004565	ENSCAFP00000007237
ENSMUSP00000009003	ENSCAFP00000037840
ENSMUSP00000041260	ENSCAFP00000003484
ENSMUSP00000015278	ENSCAFP00000015693
ENSMUSP00000034723	ENSCAFP00000024344
ENSMUSP00000020497	ENSCAFP00000002821
ENSMUSP00000038878	ENSCAFP00000000320
ENSMUSP00000028004	ENSCAFP00000019790
ENSMUSP00000065089	ENSCAFP00000000826
ENSMUSP00000082288	ENSCAFP00000039766
ENSMUSP00000058699	ENSCAFP00000014498
ENSMUSP00000033414	ENSCAFP00000026978
ENSMUSP00000030269	ENSCAFP00000007209
ENSMUSP00000104039	ENSCAFP00000028028
ENSMUSP00000072709	ENSCAFP00000013848
ENSMUSP00000022100	ENSCAFP00000015764
ENSMUSP00000025520	ENSCAFP00000026902
ENSMUSP00000032200	ENSCAFP00000023174
