ENSTGUP00000008915	ENSLOCP00000009128
ENSTGUP00000013566	ENSLOCP00000014598
ENSTGUP00000002097	ENSLOCP00000019401
ENSTGUP00000010249	ENSLOCP00000013094
ENSTGUP00000003352	ENSLOCP00000018207
ENSTGUP00000007971	ENSLOCP00000020116
ENSTGUP00000007362	ENSLOCP00000020009
ENSTGUP00000001248	ENSLOCP00000015358
ENSTGUP00000007323	ENSLOCP00000020002
ENSTGUP00000012783	ENSLOCP00000020345
ENSTGUP00000000071	ENSLOCP00000015798
ENSTGUP00000001449	ENSLOCP00000000296
ENSTGUP00000003786	ENSLOCP00000018075
ENSTGUP00000001032	ENSLOCP00000008695
ENSTGUP00000003873	ENSLOCP00000008253
ENSTGUP00000003390	ENSLOCP00000015663
ENSTGUP00000006314	ENSLOCP00000015911
ENSTGUP00000006698	ENSLOCP00000007005
ENSTGUP00000001435	ENSLOCP00000012753
ENSTGUP00000004871	ENSLOCP00000007541
ENSTGUP00000012861	ENSLOCP00000020459
ENSTGUP00000003265	ENSLOCP00000012373
ENSTGUP00000016492	ENSLOCP00000004946
ENSTGUP00000001231	ENSLOCP00000013760
ENSTGUP00000002684	ENSLOCP00000017056
ENSTGUP00000003032	ENSLOCP00000016037
ENSTGUP00000002379	ENSLOCP00000018816
ENSTGUP00000006885	ENSLOCP00000009643
ENSTGUP00000005027	ENSLOCP00000002550
ENSTGUP00000008363	ENSLOCP00000017900
ENSTGUP00000003251	ENSLOCP00000002591
ENSTGUP00000008268	ENSLOCP00000007233
ENSTGUP00000007101	ENSLOCP00000007255
ENSTGUP00000009533	ENSLOCP00000001981
ENSTGUP00000013553	ENSLOCP00000021258
ENSTGUP00000001556	ENSLOCP00000012975
ENSTGUP00000010017	ENSLOCP00000006021
ENSTGUP00000009198	ENSLOCP00000005981
ENSTGUP00000011522	ENSLOCP00000006207
ENSTGUP00000003983	ENSLOCP00000008630
ENSTGUP00000001938	ENSLOCP00000009036
ENSTGUP00000002617	ENSLOCP00000015484
ENSTGUP00000003370	ENSLOCP00000008022
ENSTGUP00000012613	ENSLOCP00000007276
ENSTGUP00000012299	ENSLOCP00000011546
ENSTGUP00000012885	ENSLOCP00000020479
ENSTGUP00000008000	ENSLOCP00000005002
ENSTGUP00000012376	ENSLOCP00000017249
ENSTGUP00000007459	ENSLOCP00000015787
ENSTGUP00000007853	ENSLOCP00000006627
ENSTGUP00000006613	ENSLOCP00000021591
ENSTGUP00000004986	ENSLOCP00000021521
ENSTGUP00000009626	ENSLOCP00000006154
ENSTGUP00000017536	ENSLOCP00000000997
ENSTGUP00000017583	ENSLOCP00000018639
ENSTGUP00000006802	ENSLOCP00000005460
ENSTGUP00000006806	ENSLOCP00000005443
ENSTGUP00000013909	ENSLOCP00000011840
ENSTGUP00000003031	ENSLOCP00000014904
ENSTGUP00000008507	ENSLOCP00000021544
ENSTGUP00000005648	ENSLOCP00000011146
ENSTGUP00000002221	ENSLOCP00000016029
ENSTGUP00000004239	ENSLOCP00000001110
ENSTGUP00000002600	ENSLOCP00000012485
ENSTGUP00000000664	ENSLOCP00000002049
ENSTGUP00000005612	ENSLOCP00000010084
ENSTGUP00000000657	ENSLOCP00000003289
ENSTGUP00000011443	ENSLOCP00000004287
ENSTGUP00000000439	ENSLOCP00000021640
ENSTGUP00000010523	ENSLOCP00000021841
ENSTGUP00000007579	ENSLOCP00000002157
ENSTGUP00000007968	ENSLOCP00000021865
ENSTGUP00000004900	ENSLOCP00000002010
ENSTGUP00000006195	ENSLOCP00000010096
ENSTGUP00000002387	ENSLOCP00000020676
ENSTGUP00000005192	ENSLOCP00000004886
ENSTGUP00000011605	ENSLOCP00000013162
ENSTGUP00000002920	ENSLOCP00000018025
ENSTGUP00000002462	ENSLOCP00000017145
ENSTGUP00000012851	ENSLOCP00000005543
ENSTGUP00000012848	ENSLOCP00000021885
ENSTGUP00000001547	ENSLOCP00000012982
ENSTGUP00000002394	ENSLOCP00000018885
ENSTGUP00000012820	ENSLOCP00000006309
ENSTGUP00000001203	ENSLOCP00000011941
ENSTGUP00000002954	ENSLOCP00000013165
ENSTGUP00000001223	ENSLOCP00000014913
ENSTGUP00000009292	ENSLOCP00000008459
ENSTGUP00000005524	ENSLOCP00000004878
ENSTGUP00000017846	ENSLOCP00000012074
ENSTGUP00000005050	ENSLOCP00000017627
ENSTGUP00000001548	ENSLOCP00000014903
ENSTGUP00000012757	ENSLOCP00000007018
ENSTGUP00000011933	ENSLOCP00000021147
ENSTGUP00000009820	ENSLOCP00000017073
ENSTGUP00000012373	ENSLOCP00000017254
ENSTGUP00000007753	ENSLOCP00000020858
ENSTGUP00000007748	ENSLOCP00000020856
ENSTGUP00000000325	ENSLOCP00000011169
ENSTGUP00000009697	ENSLOCP00000011023
ENSTGUP00000011723	ENSLOCP00000009957
ENSTGUP00000011726	ENSLOCP00000009942
ENSTGUP00000012049	ENSLOCP00000008975
ENSTGUP00000005406	ENSLOCP00000018502
ENSTGUP00000002197	ENSLOCP00000014936
ENSTGUP00000010349	ENSLOCP00000014302
ENSTGUP00000015317	ENSLOCP00000011819
ENSTGUP00000006187	ENSLOCP00000017010
ENSTGUP00000002683	ENSLOCP00000020135
ENSTGUP00000007954	ENSLOCP00000009669
ENSTGUP00000009912	ENSLOCP00000003424
ENSTGUP00000000818	ENSLOCP00000005119
ENSTGUP00000000610	ENSLOCP00000014051
ENSTGUP00000000977	ENSLOCP00000005779
ENSTGUP00000010292	ENSLOCP00000017618
ENSTGUP00000000666	ENSLOCP00000006168
ENSTGUP00000002528	ENSLOCP00000003032
ENSTGUP00000009490	ENSLOCP00000004128
ENSTGUP00000008741	ENSLOCP00000003027
ENSTGUP00000015306	ENSLOCP00000003388
ENSTGUP00000001364	ENSLOCP00000012849
ENSTGUP00000011923	ENSLOCP00000003810
ENSTGUP00000006961	ENSLOCP00000009561
ENSTGUP00000002364	ENSLOCP00000018812
ENSTGUP00000011397	ENSLOCP00000020218
ENSTGUP00000013350	ENSLOCP00000006436
ENSTGUP00000007578	ENSLOCP00000002327
ENSTGUP00000007084	ENSLOCP00000009269
ENSTGUP00000008137	ENSLOCP00000006051
ENSTGUP00000005983	ENSLOCP00000009769
ENSTGUP00000000341	ENSLOCP00000014155
ENSTGUP00000006421	ENSLOCP00000020437
ENSTGUP00000009937	ENSLOCP00000012459
ENSTGUP00000004005	ENSLOCP00000015140
ENSTGUP00000004261	ENSLOCP00000015323
ENSTGUP00000009005	ENSLOCP00000013194
ENSTGUP00000008621	ENSLOCP00000009912
ENSTGUP00000000917	ENSLOCP00000014388
ENSTGUP00000000428	ENSLOCP00000009963
ENSTGUP00000004735	ENSLOCP00000000670
ENSTGUP00000007218	ENSLOCP00000006385
ENSTGUP00000013140	ENSLOCP00000021062
ENSTGUP00000013307	ENSLOCP00000012677
ENSTGUP00000006280	ENSLOCP00000019657
ENSTGUP00000006342	ENSLOCP00000004070
ENSTGUP00000008560	ENSLOCP00000009989
ENSTGUP00000009378	ENSLOCP00000020658
ENSTGUP00000013159	ENSLOCP00000014224
ENSTGUP00000004439	ENSLOCP00000009133
ENSTGUP00000010098	ENSLOCP00000019067
ENSTGUP00000011110	ENSLOCP00000015123
ENSTGUP00000014700	ENSLOCP00000017834
ENSTGUP00000017823	ENSLOCP00000010844
ENSTGUP00000004390	ENSLOCP00000014450
ENSTGUP00000009317	ENSLOCP00000004638
ENSTGUP00000007247	ENSLOCP00000009852
ENSTGUP00000007062	ENSLOCP00000022194
ENSTGUP00000010986	ENSLOCP00000013985
ENSTGUP00000012384	ENSLOCP00000021806
ENSTGUP00000011525	ENSLOCP00000019001
ENSTGUP00000007524	ENSLOCP00000006388
ENSTGUP00000009402	ENSLOCP00000005980
ENSTGUP00000003054	ENSLOCP00000022427
ENSTGUP00000017806	ENSLOCP00000013476
ENSTGUP00000006415	ENSLOCP00000020432
ENSTGUP00000009920	ENSLOCP00000012507
ENSTGUP00000012867	ENSLOCP00000020805
ENSTGUP00000001784	ENSLOCP00000014313
ENSTGUP00000018007	ENSLOCP00000004174
ENSTGUP00000011265	ENSLOCP00000022277
ENSTGUP00000015235	ENSLOCP00000022413
ENSTGUP00000003555	ENSLOCP00000014278
ENSTGUP00000009255	ENSLOCP00000013243
ENSTGUP00000002297	ENSLOCP00000019809
ENSTGUP00000006848	ENSLOCP00000004220
ENSTGUP00000010354	ENSLOCP00000008562
ENSTGUP00000009298	ENSLOCP00000008120
ENSTGUP00000011063	ENSLOCP00000010398
ENSTGUP00000008379	ENSLOCP00000004979
ENSTGUP00000002366	ENSLOCP00000019770
ENSTGUP00000011887	ENSLOCP00000017456
ENSTGUP00000012166	ENSLOCP00000021042
ENSTGUP00000003861	ENSLOCP00000017313
ENSTGUP00000012967	ENSLOCP00000020564
ENSTGUP00000007217	ENSLOCP00000017481
ENSTGUP00000004769	ENSLOCP00000019449
ENSTGUP00000005189	ENSLOCP00000019194
ENSTGUP00000017826	ENSLOCP00000012665
ENSTGUP00000017529	ENSLOCP00000001288
ENSTGUP00000002757	ENSLOCP00000018130
ENSTGUP00000015294	ENSLOCP00000009453
ENSTGUP00000000232	ENSLOCP00000011229
ENSTGUP00000006917	ENSLOCP00000009611
ENSTGUP00000012567	ENSLOCP00000010853
ENSTGUP00000012516	ENSLOCP00000011260
ENSTGUP00000006220	ENSLOCP00000005633
ENSTGUP00000008842	ENSLOCP00000007223
ENSTGUP00000010434	ENSLOCP00000012441
ENSTGUP00000012899	ENSLOCP00000013978
ENSTGUP00000009379	ENSLOCP00000015878
ENSTGUP00000003845	ENSLOCP00000000364
ENSTGUP00000010408	ENSLOCP00000015563
ENSTGUP00000000446	ENSLOCP00000014463
ENSTGUP00000005102	ENSLOCP00000016629
ENSTGUP00000002513	ENSLOCP00000020258
ENSTGUP00000006746	ENSLOCP00000017657
ENSTGUP00000006507	ENSLOCP00000017635
ENSTGUP00000002582	ENSLOCP00000020247
ENSTGUP00000006672	ENSLOCP00000013395
ENSTGUP00000002688	ENSLOCP00000019743
ENSTGUP00000002466	ENSLOCP00000013720
ENSTGUP00000001253	ENSLOCP00000014476
ENSTGUP00000001669	ENSLOCP00000013609
ENSTGUP00000008888	ENSLOCP00000017876
ENSTGUP00000003959	ENSLOCP00000019767
ENSTGUP00000010952	ENSLOCP00000009839
ENSTGUP00000015436	ENSLOCP00000018973
ENSTGUP00000003692	ENSLOCP00000014887
ENSTGUP00000004149	ENSLOCP00000003248
ENSTGUP00000006128	ENSLOCP00000008282
ENSTGUP00000008883	ENSLOCP00000015729
ENSTGUP00000010233	ENSLOCP00000010823
ENSTGUP00000007412	ENSLOCP00000016303
ENSTGUP00000006706	ENSLOCP00000009529
ENSTGUP00000011666	ENSLOCP00000019969
ENSTGUP00000005816	ENSLOCP00000010937
ENSTGUP00000011809	ENSLOCP00000005355
ENSTGUP00000005805	ENSLOCP00000017974
ENSTGUP00000009199	ENSLOCP00000001819
ENSTGUP00000011766	ENSLOCP00000005172
ENSTGUP00000016684	ENSLOCP00000018379
ENSTGUP00000013860	ENSLOCP00000011148
ENSTGUP00000002199	ENSLOCP00000018632
ENSTGUP00000010438	ENSLOCP00000012450
ENSTGUP00000004109	ENSLOCP00000003309
ENSTGUP00000003689	ENSLOCP00000002712
ENSTGUP00000012287	ENSLOCP00000001533
ENSTGUP00000000561	ENSLOCP00000012172
ENSTGUP00000012554	ENSLOCP00000007079
ENSTGUP00000003374	ENSLOCP00000009245
ENSTGUP00000003361	ENSLOCP00000009265
ENSTGUP00000006937	ENSLOCP00000013083
ENSTGUP00000003297	ENSLOCP00000015945
ENSTGUP00000012811	ENSLOCP00000010974
ENSTGUP00000017813	ENSLOCP00000012596
ENSTGUP00000013554	ENSLOCP00000021979
ENSTGUP00000006251	ENSLOCP00000006224
ENSTGUP00000010524	ENSLOCP00000020001
ENSTGUP00000007940	ENSLOCP00000021230
ENSTGUP00000013407	ENSLOCP00000011348
ENSTGUP00000012767	ENSLOCP00000010320
ENSTGUP00000012353	ENSLOCP00000001797
ENSTGUP00000002949	ENSLOCP00000014017
ENSTGUP00000015735	ENSLOCP00000006359
ENSTGUP00000005922	ENSLOCP00000009956
ENSTGUP00000008538	ENSLOCP00000003042
ENSTGUP00000005777	ENSLOCP00000009862
ENSTGUP00000007410	ENSLOCP00000020018
ENSTGUP00000001270	ENSLOCP00000011808
ENSTGUP00000004861	ENSLOCP00000007729
ENSTGUP00000012738	ENSLOCP00000010854
ENSTGUP00000005884	ENSLOCP00000020084
ENSTGUP00000002798	ENSLOCP00000014186
ENSTGUP00000005768	ENSLOCP00000004583
ENSTGUP00000000229	ENSLOCP00000008164
ENSTGUP00000002973	ENSLOCP00000008629
ENSTGUP00000001186	ENSLOCP00000012296
ENSTGUP00000005920	ENSLOCP00000009733
ENSTGUP00000011000	ENSLOCP00000013730
ENSTGUP00000000528	ENSLOCP00000001263
ENSTGUP00000013996	ENSLOCP00000005292
ENSTGUP00000006053	ENSLOCP00000016845
ENSTGUP00000007521	ENSLOCP00000017213
ENSTGUP00000011753	ENSLOCP00000001996
ENSTGUP00000002401	ENSLOCP00000015130
ENSTGUP00000000636	ENSLOCP00000006311
ENSTGUP00000007545	ENSLOCP00000016214
ENSTGUP00000005531	ENSLOCP00000006170
ENSTGUP00000010214	ENSLOCP00000021402
ENSTGUP00000004683	ENSLOCP00000003428
ENSTGUP00000015344	ENSLOCP00000018653
ENSTGUP00000009539	ENSLOCP00000011428
ENSTGUP00000013422	ENSLOCP00000020804
ENSTGUP00000001576	ENSLOCP00000008722
ENSTGUP00000012630	ENSLOCP00000020593
ENSTGUP00000010146	ENSLOCP00000000414
ENSTGUP00000001534	ENSLOCP00000013885
ENSTGUP00000001418	ENSLOCP00000012657
ENSTGUP00000006860	ENSLOCP00000016939
ENSTGUP00000006801	ENSLOCP00000004180
ENSTGUP00000002216	ENSLOCP00000016023
ENSTGUP00000004264	ENSLOCP00000001144
ENSTGUP00000001430	ENSLOCP00000002741
ENSTGUP00000012289	ENSLOCP00000021163
ENSTGUP00000012505	ENSLOCP00000011281
ENSTGUP00000012951	ENSLOCP00000021081
ENSTGUP00000017920	ENSLOCP00000003446
ENSTGUP00000005950	ENSLOCP00000016176
ENSTGUP00000013247	ENSLOCP00000020873
ENSTGUP00000001238	ENSLOCP00000014531
ENSTGUP00000007854	ENSLOCP00000005540
ENSTGUP00000002761	ENSLOCP00000009401
ENSTGUP00000004359	ENSLOCP00000014459
ENSTGUP00000004710	ENSLOCP00000006215
ENSTGUP00000013224	ENSLOCP00000020902
ENSTGUP00000017854	ENSLOCP00000009106
ENSTGUP00000018132	ENSLOCP00000018051
ENSTGUP00000003882	ENSLOCP00000014782
ENSTGUP00000015961	ENSLOCP00000018912
ENSTGUP00000001229	ENSLOCP00000022416
ENSTGUP00000005966	ENSLOCP00000009682
ENSTGUP00000008157	ENSLOCP00000022341
ENSTGUP00000005968	ENSLOCP00000022317
ENSTGUP00000001003	ENSLOCP00000022415
ENSTGUP00000005464	ENSLOCP00000022319
ENSTGUP00000011428	ENSLOCP00000022342
ENSTGUP00000007543	ENSLOCP00000021994
ENSTGUP00000000116	ENSLOCP00000000342
ENSTGUP00000000863	ENSLOCP00000003096
ENSTGUP00000008057	ENSLOCP00000013890
ENSTGUP00000006397	ENSLOCP00000009254
ENSTGUP00000010207	ENSLOCP00000013098
ENSTGUP00000003371	ENSLOCP00000018212
ENSTGUP00000007297	ENSLOCP00000011402
ENSTGUP00000010167	ENSLOCP00000010596
ENSTGUP00000000309	ENSLOCP00000011722
ENSTGUP00000000292	ENSLOCP00000011744
ENSTGUP00000000337	ENSLOCP00000011675
ENSTGUP00000007746	ENSLOCP00000014549
ENSTGUP00000000369	ENSLOCP00000011623
ENSTGUP00000003303	ENSLOCP00000016325
ENSTGUP00000000207	ENSLOCP00000011578
ENSTGUP00000001986	ENSLOCP00000014456
ENSTGUP00000011437	ENSLOCP00000007350
ENSTGUP00000007881	ENSLOCP00000009898
ENSTGUP00000006038	ENSLOCP00000009941
ENSTGUP00000009254	ENSLOCP00000009253
ENSTGUP00000007715	ENSLOCP00000002417
ENSTGUP00000016337	ENSLOCP00000022227
ENSTGUP00000002760	ENSLOCP00000015356
ENSTGUP00000002100	ENSLOCP00000015528
ENSTGUP00000006129	ENSLOCP00000013400
ENSTGUP00000005505	ENSLOCP00000002370
ENSTGUP00000012606	ENSLOCP00000003627
ENSTGUP00000010097	ENSLOCP00000010460
ENSTGUP00000011153	ENSLOCP00000009072
ENSTGUP00000012535	ENSLOCP00000011352
ENSTGUP00000010686	ENSLOCP00000010746
ENSTGUP00000013622	ENSLOCP00000010203
ENSTGUP00000002091	ENSLOCP00000009660
ENSTGUP00000007917	ENSLOCP00000007182
ENSTGUP00000012035	ENSLOCP00000003458
ENSTGUP00000005541	ENSLOCP00000017642
ENSTGUP00000006368	ENSLOCP00000016127
ENSTGUP00000004368	ENSLOCP00000007764
ENSTGUP00000002449	ENSLOCP00000006749
ENSTGUP00000003000	ENSLOCP00000014538
ENSTGUP00000015899	ENSLOCP00000007664
ENSTGUP00000003538	ENSLOCP00000016579
ENSTGUP00000002996	ENSLOCP00000014530
ENSTGUP00000009231	ENSLOCP00000008561
ENSTGUP00000005314	ENSLOCP00000009416
ENSTGUP00000003746	ENSLOCP00000019818
ENSTGUP00000007490	ENSLOCP00000006014
ENSTGUP00000011505	ENSLOCP00000018505
ENSTGUP00000001953	ENSLOCP00000019660
ENSTGUP00000007073	ENSLOCP00000019954
ENSTGUP00000013601	ENSLOCP00000014038
ENSTGUP00000013596	ENSLOCP00000014065
ENSTGUP00000001326	ENSLOCP00000004637
ENSTGUP00000005065	ENSLOCP00000019523
ENSTGUP00000009454	ENSLOCP00000014937
ENSTGUP00000006111	ENSLOCP00000009557
ENSTGUP00000017440	ENSLOCP00000001990
ENSTGUP00000006946	ENSLOCP00000004691
ENSTGUP00000017555	ENSLOCP00000000193
ENSTGUP00000009720	ENSLOCP00000012240
ENSTGUP00000015948	ENSLOCP00000009945
ENSTGUP00000009096	ENSLOCP00000006524
ENSTGUP00000009599	ENSLOCP00000014964
ENSTGUP00000001823	ENSLOCP00000016419
ENSTGUP00000010564	ENSLOCP00000017539
ENSTGUP00000003596	ENSLOCP00000017134
ENSTGUP00000009509	ENSLOCP00000014881
ENSTGUP00000009586	ENSLOCP00000007579
ENSTGUP00000016365	ENSLOCP00000020726
ENSTGUP00000017788	ENSLOCP00000015662
ENSTGUP00000008471	ENSLOCP00000021519
ENSTGUP00000013785	ENSLOCP00000013827
ENSTGUP00000012423	ENSLOCP00000021194
ENSTGUP00000004027	ENSLOCP00000004042
ENSTGUP00000017730	ENSLOCP00000003887
ENSTGUP00000006927	ENSLOCP00000005343
ENSTGUP00000005636	ENSLOCP00000019218
ENSTGUP00000005309	ENSLOCP00000017569
ENSTGUP00000004505	ENSLOCP00000001793
ENSTGUP00000007710	ENSLOCP00000016084
ENSTGUP00000000800	ENSLOCP00000011890
ENSTGUP00000009537	ENSLOCP00000000973
ENSTGUP00000012660	ENSLOCP00000012930
ENSTGUP00000010329	ENSLOCP00000013611
ENSTGUP00000011745	ENSLOCP00000005225
ENSTGUP00000005302	ENSLOCP00000007781
ENSTGUP00000006963	ENSLOCP00000010221
ENSTGUP00000000998	ENSLOCP00000005288
ENSTGUP00000006169	ENSLOCP00000020302
ENSTGUP00000004653	ENSLOCP00000005998
ENSTGUP00000014639	ENSLOCP00000020801
ENSTGUP00000006578	ENSLOCP00000011647
ENSTGUP00000010332	ENSLOCP00000008310
ENSTGUP00000007338	ENSLOCP00000016097
ENSTGUP00000001690	ENSLOCP00000011478
ENSTGUP00000017760	ENSLOCP00000014902
ENSTGUP00000008892	ENSLOCP00000003495
ENSTGUP00000011093	ENSLOCP00000001277
ENSTGUP00000003158	ENSLOCP00000019486
ENSTGUP00000011130	ENSLOCP00000015059
ENSTGUP00000011746	ENSLOCP00000002037
ENSTGUP00000007491	ENSLOCP00000017189
ENSTGUP00000012607	ENSLOCP00000012978
ENSTGUP00000016436	ENSLOCP00000004330
ENSTGUP00000004289	ENSLOCP00000001486
ENSTGUP00000004765	ENSLOCP00000013935
ENSTGUP00000001898	ENSLOCP00000014729
ENSTGUP00000003899	ENSLOCP00000005965
ENSTGUP00000009057	ENSLOCP00000010998
ENSTGUP00000007478	ENSLOCP00000020032
ENSTGUP00000002630	ENSLOCP00000015470
ENSTGUP00000003339	ENSLOCP00000007962
ENSTGUP00000010089	ENSLOCP00000002872
ENSTGUP00000008454	ENSLOCP00000008514
ENSTGUP00000012682	ENSLOCP00000006583
ENSTGUP00000013630	ENSLOCP00000019562
ENSTGUP00000003569	ENSLOCP00000017171
ENSTGUP00000006446	ENSLOCP00000016749
ENSTGUP00000003289	ENSLOCP00000021938
ENSTGUP00000002715	ENSLOCP00000022451
ENSTGUP00000003860	ENSLOCP00000022299
ENSTGUP00000007431	ENSLOCP00000005964
ENSTGUP00000006984	ENSLOCP00000002584
ENSTGUP00000008796	ENSLOCP00000012187
ENSTGUP00000000397	ENSLOCP00000011882
ENSTGUP00000005591	ENSLOCP00000010970
ENSTGUP00000011574	ENSLOCP00000003969
ENSTGUP00000011512	ENSLOCP00000006287
ENSTGUP00000000185	ENSLOCP00000006842
ENSTGUP00000002624	ENSLOCP00000010505
ENSTGUP00000008902	ENSLOCP00000010563
ENSTGUP00000010655	ENSLOCP00000019463
ENSTGUP00000009090	ENSLOCP00000016204
ENSTGUP00000003428	ENSLOCP00000019586
ENSTGUP00000008177	ENSLOCP00000009483
ENSTGUP00000002162	ENSLOCP00000018603
ENSTGUP00000011280	ENSLOCP00000000300
ENSTGUP00000004936	ENSLOCP00000007703
ENSTGUP00000010276	ENSLOCP00000003480
ENSTGUP00000001237	ENSLOCP00000015342
ENSTGUP00000005596	ENSLOCP00000018439
ENSTGUP00000002706	ENSLOCP00000010717
ENSTGUP00000004370	ENSLOCP00000019521
ENSTGUP00000008041	ENSLOCP00000006657
ENSTGUP00000002236	ENSLOCP00000013804
ENSTGUP00000013508	ENSLOCP00000014781
ENSTGUP00000000435	ENSLOCP00000009934
ENSTGUP00000000339	ENSLOCP00000001280
ENSTGUP00000007001	ENSLOCP00000004579
ENSTGUP00000010671	ENSLOCP00000012247
ENSTGUP00000000168	ENSLOCP00000000198
ENSTGUP00000014866	ENSLOCP00000015640
ENSTGUP00000017439	ENSLOCP00000003220
ENSTGUP00000005279	ENSLOCP00000012408
ENSTGUP00000012159	ENSLOCP00000011876
ENSTGUP00000008419	ENSLOCP00000006090
ENSTGUP00000003438	ENSLOCP00000011429
ENSTGUP00000005088	ENSLOCP00000002523
ENSTGUP00000002368	ENSLOCP00000014374
ENSTGUP00000008671	ENSLOCP00000014180
ENSTGUP00000011207	ENSLOCP00000003286
ENSTGUP00000011545	ENSLOCP00000011003
ENSTGUP00000004230	ENSLOCP00000003196
ENSTGUP00000003682	ENSLOCP00000022352
ENSTGUP00000000438	ENSLOCP00000002421
ENSTGUP00000017646	ENSLOCP00000002297
ENSTGUP00000004562	ENSLOCP00000002565
ENSTGUP00000002008	ENSLOCP00000019259
ENSTGUP00000007376	ENSLOCP00000016432
ENSTGUP00000004141	ENSLOCP00000014166
ENSTGUP00000001282	ENSLOCP00000014199
ENSTGUP00000017047	ENSLOCP00000021623
ENSTGUP00000001968	ENSLOCP00000015929
ENSTGUP00000003866	ENSLOCP00000022311
ENSTGUP00000008675	ENSLOCP00000017857
ENSTGUP00000000432	ENSLOCP00000005074
ENSTGUP00000015395	ENSLOCP00000000580
ENSTGUP00000018014	ENSLOCP00000019921
ENSTGUP00000016291	ENSLOCP00000004347
ENSTGUP00000012078	ENSLOCP00000002040
ENSTGUP00000012644	ENSLOCP00000021115
ENSTGUP00000003219	ENSLOCP00000009410
ENSTGUP00000011580	ENSLOCP00000003923
ENSTGUP00000006559	ENSLOCP00000005862
ENSTGUP00000001318	ENSLOCP00000002202
ENSTGUP00000000381	ENSLOCP00000014955
ENSTGUP00000013793	ENSLOCP00000003344
ENSTGUP00000015268	ENSLOCP00000000001
ENSTGUP00000011077	ENSLOCP00000008089
ENSTGUP00000013792	ENSLOCP00000003367
ENSTGUP00000007791	ENSLOCP00000003099
ENSTGUP00000002540	ENSLOCP00000005122
ENSTGUP00000007296	ENSLOCP00000001940
ENSTGUP00000012704	ENSLOCP00000011084
ENSTGUP00000007171	ENSLOCP00000000679
ENSTGUP00000000283	ENSLOCP00000013282
ENSTGUP00000016343	ENSLOCP00000020662
ENSTGUP00000001204	ENSLOCP00000011929
ENSTGUP00000007238	ENSLOCP00000011766
ENSTGUP00000009654	ENSLOCP00000013571
ENSTGUP00000003666	ENSLOCP00000002594
ENSTGUP00000013828	ENSLOCP00000010395
ENSTGUP00000005934	ENSLOCP00000004605
ENSTGUP00000000760	ENSLOCP00000006417
ENSTGUP00000012109	ENSLOCP00000015065
ENSTGUP00000003498	ENSLOCP00000001424
ENSTGUP00000010338	ENSLOCP00000003736
ENSTGUP00000003345	ENSLOCP00000018266
ENSTGUP00000010346	ENSLOCP00000018597
ENSTGUP00000009339	ENSLOCP00000007050
ENSTGUP00000012283	ENSLOCP00000007232
ENSTGUP00000005355	ENSLOCP00000010244
ENSTGUP00000000631	ENSLOCP00000010555
ENSTGUP00000007223	ENSLOCP00000017098
ENSTGUP00000002105	ENSLOCP00000003187
ENSTGUP00000003414	ENSLOCP00000018739
ENSTGUP00000008738	ENSLOCP00000016816
ENSTGUP00000010889	ENSLOCP00000016052
ENSTGUP00000007830	ENSLOCP00000017711
ENSTGUP00000004357	ENSLOCP00000010585
ENSTGUP00000004760	ENSLOCP00000009608
ENSTGUP00000003621	ENSLOCP00000007376
ENSTGUP00000011994	ENSLOCP00000020229
ENSTGUP00000006842	ENSLOCP00000016936
ENSTGUP00000003257	ENSLOCP00000015085
ENSTGUP00000013637	ENSLOCP00000019475
ENSTGUP00000013636	ENSLOCP00000019476
ENSTGUP00000010356	ENSLOCP00000021908
ENSTGUP00000001288	ENSLOCP00000012402
ENSTGUP00000010445	ENSLOCP00000015587
ENSTGUP00000008072	ENSLOCP00000004923
ENSTGUP00000013963	ENSLOCP00000005672
ENSTGUP00000013894	ENSLOCP00000021522
ENSTGUP00000009072	ENSLOCP00000002507
ENSTGUP00000013797	ENSLOCP00000003131
ENSTGUP00000004185	ENSLOCP00000016957
ENSTGUP00000000774	ENSLOCP00000006173
ENSTGUP00000007157	ENSLOCP00000010148
ENSTGUP00000013910	ENSLOCP00000011823
ENSTGUP00000004426	ENSLOCP00000006738
ENSTGUP00000005540	ENSLOCP00000020759
ENSTGUP00000009250	ENSLOCP00000013220
ENSTGUP00000001529	ENSLOCP00000013333
ENSTGUP00000002493	ENSLOCP00000013768
ENSTGUP00000006760	ENSLOCP00000019908
ENSTGUP00000006872	ENSLOCP00000001702
ENSTGUP00000011935	ENSLOCP00000004988
ENSTGUP00000005903	ENSLOCP00000017753
ENSTGUP00000008358	ENSLOCP00000017695
ENSTGUP00000009358	ENSLOCP00000017391
ENSTGUP00000012746	ENSLOCP00000019880
ENSTGUP00000007232	ENSLOCP00000010165
ENSTGUP00000006284	ENSLOCP00000020277
ENSTGUP00000003053	ENSLOCP00000015757
ENSTGUP00000006356	ENSLOCP00000020270
ENSTGUP00000006313	ENSLOCP00000020274
ENSTGUP00000003095	ENSLOCP00000022464
ENSTGUP00000007202	ENSLOCP00000009792
ENSTGUP00000012268	ENSLOCP00000012314
ENSTGUP00000003740	ENSLOCP00000011292
ENSTGUP00000001127	ENSLOCP00000015406
ENSTGUP00000017708	ENSLOCP00000009496
ENSTGUP00000001536	ENSLOCP00000013968
ENSTGUP00000004449	ENSLOCP00000019532
ENSTGUP00000010094	ENSLOCP00000012331
ENSTGUP00000004632	ENSLOCP00000003038
