ENSCAFP00000014731	ENSDARP00000074624
ENSCAFP00000015804	ENSDARP00000107515
ENSCAFP00000002016	ENSDARP00000089083
ENSCAFP00000027352	ENSDARP00000078026
ENSCAFP00000027352	ENSDARP00000116442
ENSCAFP00000018358	ENSDARP00000044377
ENSCAFP00000001202	ENSDARP00000044704
ENSCAFP00000015054	ENSDARP00000021899
ENSCAFP00000014422	ENSDARP00000090879
ENSCAFP00000032858	ENSDARP00000103816
ENSCAFP00000033242	ENSDARP00000068078
ENSCAFP00000036689	ENSDARP00000067030
ENSCAFP00000028723	ENSDARP00000019044
ENSCAFP00000028723	ENSDARP00000008879
ENSCAFP00000016805	ENSDARP00000020470
ENSCAFP00000016805	ENSDARP00000016454
ENSCAFP00000015096	ENSDARP00000106495
ENSCAFP00000012876	ENSDARP00000113922
ENSCAFP00000001281	ENSDARP00000086006
ENSCAFP00000005827	ENSDARP00000072380
ENSCAFP00000021285	ENSDARP00000129002
ENSCAFP00000021285	ENSDARP00000085294
ENSCAFP00000018177	ENSDARP00000075492
ENSCAFP00000024081	ENSDARP00000078936
ENSCAFP00000024081	ENSDARP00000022809
ENSCAFP00000021257	ENSDARP00000109525
ENSCAFP00000021257	ENSDARP00000112307
ENSCAFP00000021243	ENSDARP00000091622
ENSCAFP00000021243	ENSDARP00000077989
ENSCAFP00000029029	ENSDARP00000104711
ENSCAFP00000019662	ENSDARP00000036537
ENSCAFP00000023569	ENSDARP00000048431
ENSCAFP00000023569	ENSDARP00000042429
ENSCAFP00000027438	ENSDARP00000110155
ENSCAFP00000001572	ENSDARP00000100615
ENSCAFP00000021382	ENSDARP00000062617
ENSCAFP00000021511	ENSDARP00000089071
ENSCAFP00000020492	ENSDARP00000073803
ENSCAFP00000023923	ENSDARP00000041676
ENSCAFP00000041083	ENSDARP00000119846
ENSCAFP00000010111	ENSDARP00000103088
ENSCAFP00000024593	ENSDARP00000107691
ENSCAFP00000007571	ENSDARP00000020980
ENSCAFP00000018020	ENSDARP00000012097
ENSCAFP00000017258	ENSDARP00000046529
ENSCAFP00000006449	ENSDARP00000076952
ENSCAFP00000005887	ENSDARP00000080189
ENSCAFP00000006892	ENSDARP00000055219
ENSCAFP00000025704	ENSDARP00000080104
ENSCAFP00000025704	ENSDARP00000106880
ENSCAFP00000012675	ENSDARP00000080080
ENSCAFP00000005222	ENSDARP00000101998
ENSCAFP00000017081	ENSDARP00000039867
ENSCAFP00000022125	ENSDARP00000070106
ENSCAFP00000017120	ENSDARP00000116060
ENSCAFP00000002672	ENSDARP00000106333
ENSCAFP00000036862	ENSDARP00000122151
ENSCAFP00000007234	ENSDARP00000087528
ENSCAFP00000006778	ENSDARP00000090220
ENSCAFP00000010857	ENSDARP00000034172
ENSCAFP00000010857	ENSDARP00000063273
ENSCAFP00000036780	ENSDARP00000080475
ENSCAFP00000014922	ENSDARP00000109505
ENSCAFP00000014922	ENSDARP00000109101
ENSCAFP00000028093	ENSDARP00000089620
ENSCAFP00000024355	ENSDARP00000069990
ENSCAFP00000021425	ENSDARP00000127095
ENSCAFP00000016985	ENSDARP00000078851
ENSCAFP00000016985	ENSDARP00000127435
ENSCAFP00000010747	ENSDARP00000087671
ENSCAFP00000016587	ENSDARP00000100146
ENSCAFP00000005381	ENSDARP00000113371
ENSCAFP00000023779	ENSDARP00000112948
ENSCAFP00000020701	ENSDARP00000091571
ENSCAFP00000020507	ENSDARP00000113831
ENSCAFP00000011459	ENSDARP00000047415
ENSCAFP00000015180	ENSDARP00000079241
ENSCAFP00000015180	ENSDARP00000086356
ENSCAFP00000008402	ENSDARP00000099401
ENSCAFP00000012777	ENSDARP00000042001
ENSCAFP00000012777	ENSDARP00000005272
ENSCAFP00000004359	ENSDARP00000041502
ENSCAFP00000004359	ENSDARP00000048398
ENSCAFP00000020983	ENSDARP00000072959
ENSCAFP00000020983	ENSDARP00000110238
ENSCAFP00000023108	ENSDARP00000070226
ENSCAFP00000006927	ENSDARP00000111832
ENSCAFP00000006927	ENSDARP00000041318
ENSCAFP00000000460	ENSDARP00000101460
ENSCAFP00000000460	ENSDARP00000026900
ENSCAFP00000001300	ENSDARP00000002697
ENSCAFP00000029003	ENSDARP00000094989
ENSCAFP00000028447	ENSDARP00000016755
ENSCAFP00000011028	ENSDARP00000086480
ENSCAFP00000022652	ENSDARP00000051662
ENSCAFP00000025107	ENSDARP00000069300
ENSCAFP00000036987	ENSDARP00000055578
ENSCAFP00000019634	ENSDARP00000006532
ENSCAFP00000036707	ENSDARP00000104973
ENSCAFP00000036707	ENSDARP00000112221
ENSCAFP00000029999	ENSDARP00000123264
ENSCAFP00000016688	ENSDARP00000054806
ENSCAFP00000013426	ENSDARP00000075139
ENSCAFP00000018765	ENSDARP00000087936
ENSCAFP00000029157	ENSDARP00000057643
ENSCAFP00000027248	ENSDARP00000012903
ENSCAFP00000042246	ENSDARP00000055935
ENSCAFP00000042246	ENSDARP00000020636
ENSCAFP00000030074	ENSDARP00000017657
ENSCAFP00000030256	ENSDARP00000028001
ENSCAFP00000013337	ENSDARP00000068409
ENSCAFP00000013337	ENSDARP00000090707
ENSCAFP00000029292	ENSDARP00000081727
ENSCAFP00000000699	ENSDARP00000099912
ENSCAFP00000020125	ENSDARP00000105369
ENSCAFP00000023070	ENSDARP00000120299
ENSCAFP00000022540	ENSDARP00000124631
ENSCAFP00000022540	ENSDARP00000011986
ENSCAFP00000029266	ENSDARP00000109228
ENSCAFP00000029266	ENSDARP00000007629
ENSCAFP00000037462	ENSDARP00000082910
ENSCAFP00000042120	ENSDARP00000098262
ENSCAFP00000042120	ENSDARP00000078348
ENSCAFP00000041422	ENSDARP00000080162
ENSCAFP00000008408	ENSDARP00000122217
ENSCAFP00000014262	ENSDARP00000014936
ENSCAFP00000033127	ENSDARP00000064797
ENSCAFP00000009230	ENSDARP00000112310
ENSCAFP00000028297	ENSDARP00000049835
ENSCAFP00000028297	ENSDARP00000017536
ENSCAFP00000025534	ENSDARP00000128755
ENSCAFP00000025534	ENSDARP00000126632
ENSCAFP00000034288	ENSDARP00000120607
ENSCAFP00000021716	ENSDARP00000098497
ENSCAFP00000021716	ENSDARP00000098930
ENSCAFP00000013913	ENSDARP00000007698
ENSCAFP00000013913	ENSDARP00000065984
ENSCAFP00000009219	ENSDARP00000119600
ENSCAFP00000009210	ENSDARP00000073976
ENSCAFP00000013916	ENSDARP00000094622
ENSCAFP00000003349	ENSDARP00000120226
ENSCAFP00000028295	ENSDARP00000021410
ENSCAFP00000012910	ENSDARP00000041724
ENSCAFP00000007631	ENSDARP00000114062
ENSCAFP00000025516	ENSDARP00000080522
ENSCAFP00000001579	ENSDARP00000072956
ENSCAFP00000027430	ENSDARP00000113204
ENSCAFP00000013658	ENSDARP00000013376
ENSCAFP00000001573	ENSDARP00000047307
ENSCAFP00000021453	ENSDARP00000056665
ENSCAFP00000023802	ENSDARP00000083875
ENSCAFP00000013957	ENSDARP00000011409
ENSCAFP00000001586	ENSDARP00000073620
ENSCAFP00000013009	ENSDARP00000128705
ENSCAFP00000028608	ENSDARP00000119330
ENSCAFP00000019632	ENSDARP00000106554
ENSCAFP00000026217	ENSDARP00000124228
ENSCAFP00000012688	ENSDARP00000066176
ENSCAFP00000009306	ENSDARP00000124793
ENSCAFP00000028075	ENSDARP00000052937
ENSCAFP00000011668	ENSDARP00000015036
ENSCAFP00000001317	ENSDARP00000001459
ENSCAFP00000023971	ENSDARP00000017597
ENSCAFP00000005802	ENSDARP00000071579
ENSCAFP00000013241	ENSDARP00000120922
ENSCAFP00000029114	ENSDARP00000066557
ENSCAFP00000019781	ENSDARP00000080366
ENSCAFP00000019781	ENSDARP00000121563
ENSCAFP00000023942	ENSDARP00000112503
ENSCAFP00000028484	ENSDARP00000047528
ENSCAFP00000009326	ENSDARP00000042623
ENSCAFP00000001537	ENSDARP00000120481
ENSCAFP00000001537	ENSDARP00000028698
ENSCAFP00000005006	ENSDARP00000024796
ENSCAFP00000019558	ENSDARP00000105792
ENSCAFP00000036400	ENSDARP00000081247
ENSCAFP00000029503	ENSDARP00000022888
ENSCAFP00000023730	ENSDARP00000055200
ENSCAFP00000007529	ENSDARP00000077301
ENSCAFP00000023412	ENSDARP00000121332
ENSCAFP00000023412	ENSDARP00000076380
ENSCAFP00000005643	ENSDARP00000105696
ENSCAFP00000005643	ENSDARP00000089039
ENSCAFP00000019551	ENSDARP00000056102
ENSCAFP00000019551	ENSDARP00000094545
ENSCAFP00000013555	ENSDARP00000122427
ENSCAFP00000001316	ENSDARP00000020932
ENSCAFP00000022424	ENSDARP00000072528
ENSCAFP00000029035	ENSDARP00000011213
ENSCAFP00000018885	ENSDARP00000034534
ENSCAFP00000017002	ENSDARP00000067323
ENSCAFP00000017002	ENSDARP00000022108
ENSCAFP00000012448	ENSDARP00000120470
ENSCAFP00000016500	ENSDARP00000101022
ENSCAFP00000008251	ENSDARP00000029832
ENSCAFP00000008251	ENSDARP00000109272
ENSCAFP00000002173	ENSDARP00000020044
ENSCAFP00000002173	ENSDARP00000055407
ENSCAFP00000023159	ENSDARP00000103861
ENSCAFP00000023159	ENSDARP00000120846
ENSCAFP00000023844	ENSDARP00000119031
ENSCAFP00000028309	ENSDARP00000123123
ENSCAFP00000000301	ENSDARP00000007949
ENSCAFP00000025753	ENSDARP00000085236
ENSCAFP00000019084	ENSDARP00000057961
ENSCAFP00000019236	ENSDARP00000104209
ENSCAFP00000019236	ENSDARP00000100290
ENSCAFP00000008682	ENSDARP00000121740
ENSCAFP00000023564	ENSDARP00000058160
ENSCAFP00000000179	ENSDARP00000078496
ENSCAFP00000012929	ENSDARP00000128654
ENSCAFP00000030034	ENSDARP00000112571
ENSCAFP00000022329	ENSDARP00000003721
ENSCAFP00000015710	ENSDARP00000084719
ENSCAFP00000024966	ENSDARP00000110059
ENSCAFP00000031506	ENSDARP00000118751
ENSCAFP00000043002	ENSDARP00000100704
ENSCAFP00000037907	ENSDARP00000057363
ENSCAFP00000023056	ENSDARP00000105538
ENSCAFP00000023746	ENSDARP00000102422
ENSCAFP00000031317	ENSDARP00000128160
ENSCAFP00000041800	ENSDARP00000067137
ENSCAFP00000015386	ENSDARP00000094186
ENSCAFP00000012371	ENSDARP00000097547
ENSCAFP00000029099	ENSDARP00000121456
ENSCAFP00000013299	ENSDARP00000042828
ENSCAFP00000019103	ENSDARP00000117136
ENSCAFP00000019103	ENSDARP00000101335
ENSCAFP00000028292	ENSDARP00000097592
ENSCAFP00000028292	ENSDARP00000103261
ENSCAFP00000004807	ENSDARP00000061705
ENSCAFP00000025151	ENSDARP00000047418
ENSCAFP00000016528	ENSDARP00000025178
ENSCAFP00000016528	ENSDARP00000115574
ENSCAFP00000005102	ENSDARP00000112831
ENSCAFP00000029356	ENSDARP00000047527
ENSCAFP00000033576	ENSDARP00000128354
ENSCAFP00000033576	ENSDARP00000106050
ENSCAFP00000013634	ENSDARP00000111380
ENSCAFP00000013634	ENSDARP00000052345
ENSCAFP00000029355	ENSDARP00000062362
ENSCAFP00000015846	ENSDARP00000064895
ENSCAFP00000028446	ENSDARP00000020119
ENSCAFP00000014021	ENSDARP00000025026
ENSCAFP00000008132	ENSDARP00000065499
ENSCAFP00000025351	ENSDARP00000099145
ENSCAFP00000020301	ENSDARP00000073556
ENSCAFP00000020301	ENSDARP00000125811
ENSCAFP00000010286	ENSDARP00000110235
ENSCAFP00000007499	ENSDARP00000119307
ENSCAFP00000033671	ENSDARP00000079367
ENSCAFP00000019241	ENSDARP00000012804
ENSCAFP00000000362	ENSDARP00000046640
ENSCAFP00000016996	ENSDARP00000092118
ENSCAFP00000029574	ENSDARP00000121290
ENSCAFP00000029574	ENSDARP00000068090
ENSCAFP00000001051	ENSDARP00000093366
ENSCAFP00000014170	ENSDARP00000028545
ENSCAFP00000005187	ENSDARP00000034538
ENSCAFP00000005187	ENSDARP00000127146
ENSCAFP00000002985	ENSDARP00000115784
ENSCAFP00000002985	ENSDARP00000085905
ENSCAFP00000017978	ENSDARP00000088401
ENSCAFP00000030208	ENSDARP00000075781
ENSCAFP00000016847	ENSDARP00000027230
ENSCAFP00000021779	ENSDARP00000113673
ENSCAFP00000000587	ENSDARP00000122944
ENSCAFP00000016800	ENSDARP00000106736
ENSCAFP00000008098	ENSDARP00000030868
ENSCAFP00000014403	ENSDARP00000127860
ENSCAFP00000014403	ENSDARP00000090845
ENSCAFP00000006003	ENSDARP00000062342
ENSCAFP00000010754	ENSDARP00000117279
ENSCAFP00000010754	ENSDARP00000083736
ENSCAFP00000017745	ENSDARP00000016353
ENSCAFP00000024188	ENSDARP00000072574
ENSCAFP00000015829	ENSDARP00000094244
ENSCAFP00000015829	ENSDARP00000121284
ENSCAFP00000020396	ENSDARP00000102675
ENSCAFP00000020396	ENSDARP00000127756
ENSCAFP00000018681	ENSDARP00000097691
ENSCAFP00000033697	ENSDARP00000109857
ENSCAFP00000040216	ENSDARP00000120798
ENSCAFP00000004428	ENSDARP00000107798
ENSCAFP00000004428	ENSDARP00000096449
ENSCAFP00000015494	ENSDARP00000082219
ENSCAFP00000015494	ENSDARP00000015688
ENSCAFP00000014624	ENSDARP00000080378
ENSCAFP00000014624	ENSDARP00000113257
ENSCAFP00000021311	ENSDARP00000034684
ENSCAFP00000020961	ENSDARP00000091124
ENSCAFP00000008802	ENSDARP00000042301
ENSCAFP00000036533	ENSDARP00000117775
ENSCAFP00000023157	ENSDARP00000051235
ENSCAFP00000008674	ENSDARP00000115431
ENSCAFP00000000665	ENSDARP00000110554
ENSCAFP00000022762	ENSDARP00000021661
ENSCAFP00000014049	ENSDARP00000127604
ENSCAFP00000014049	ENSDARP00000055842
ENSCAFP00000000096	ENSDARP00000031764
ENSCAFP00000006062	ENSDARP00000104118
ENSCAFP00000006062	ENSDARP00000079237
ENSCAFP00000015964	ENSDARP00000099552
ENSCAFP00000020560	ENSDARP00000057640
ENSCAFP00000015115	ENSDARP00000108910
ENSCAFP00000024481	ENSDARP00000091906
ENSCAFP00000023345	ENSDARP00000093003
ENSCAFP00000022153	ENSDARP00000108705
ENSCAFP00000010713	ENSDARP00000105893
ENSCAFP00000006307	ENSDARP00000020512
ENSCAFP00000006307	ENSDARP00000110576
ENSCAFP00000028037	ENSDARP00000002502
ENSCAFP00000011543	ENSDARP00000106575
ENSCAFP00000015232	ENSDARP00000081177
ENSCAFP00000015232	ENSDARP00000014740
ENSCAFP00000016271	ENSDARP00000087540
ENSCAFP00000008627	ENSDARP00000065804
ENSCAFP00000025807	ENSDARP00000018978
ENSCAFP00000020805	ENSDARP00000090639
ENSCAFP00000017637	ENSDARP00000041576
ENSCAFP00000006806	ENSDARP00000119785
ENSCAFP00000016843	ENSDARP00000012295
ENSCAFP00000016843	ENSDARP00000070995
ENSCAFP00000029477	ENSDARP00000068085
ENSCAFP00000030133	ENSDARP00000124849
ENSCAFP00000016456	ENSDARP00000072012
ENSCAFP00000011140	ENSDARP00000128688
ENSCAFP00000005730	ENSDARP00000108261
ENSCAFP00000030251	ENSDARP00000066379
ENSCAFP00000038159	ENSDARP00000117733
ENSCAFP00000010611	ENSDARP00000116974
ENSCAFP00000031321	ENSDARP00000123924
ENSCAFP00000025004	ENSDARP00000094353
ENSCAFP00000029168	ENSDARP00000073464
ENSCAFP00000036455	ENSDARP00000037588
ENSCAFP00000023075	ENSDARP00000011795
ENSCAFP00000008685	ENSDARP00000085190
ENSCAFP00000013893	ENSDARP00000126215
ENSCAFP00000000198	ENSDARP00000076212
ENSCAFP00000023626	ENSDARP00000019112
ENSCAFP00000023626	ENSDARP00000037761
ENSCAFP00000020158	ENSDARP00000070415
ENSCAFP00000002500	ENSDARP00000013792
ENSCAFP00000010846	ENSDARP00000033414
ENSCAFP00000039464	ENSDARP00000071454
ENSCAFP00000003425	ENSDARP00000071460
ENSCAFP00000003425	ENSDARP00000043209
ENSCAFP00000036941	ENSDARP00000065182
ENSCAFP00000000819	ENSDARP00000104086
ENSCAFP00000000819	ENSDARP00000088312
ENSCAFP00000003703	ENSDARP00000065460
ENSCAFP00000022645	ENSDARP00000110099
ENSCAFP00000022900	ENSDARP00000107352
ENSCAFP00000041069	ENSDARP00000081638
ENSCAFP00000041069	ENSDARP00000078867
ENSCAFP00000026801	ENSDARP00000074788
ENSCAFP00000021270	ENSDARP00000066449
ENSCAFP00000021270	ENSDARP00000059260
ENSCAFP00000013454	ENSDARP00000058288
ENSCAFP00000038294	ENSDARP00000078333
ENSCAFP00000010197	ENSDARP00000048497
ENSCAFP00000029121	ENSDARP00000128115
ENSCAFP00000003758	ENSDARP00000010229
ENSCAFP00000025687	ENSDARP00000065506
ENSCAFP00000025687	ENSDARP00000023968
ENSCAFP00000026880	ENSDARP00000022612
ENSCAFP00000038565	ENSDARP00000058966
ENSCAFP00000028649	ENSDARP00000025540
ENSCAFP00000028649	ENSDARP00000038292
ENSCAFP00000003169	ENSDARP00000108967
ENSCAFP00000027245	ENSDARP00000015776
ENSCAFP00000018027	ENSDARP00000084401
ENSCAFP00000002094	ENSDARP00000076561
ENSCAFP00000018915	ENSDARP00000129270
ENSCAFP00000014580	ENSDARP00000012386
ENSCAFP00000014580	ENSDARP00000071903
ENSCAFP00000024445	ENSDARP00000017246
ENSCAFP00000024445	ENSDARP00000106981
ENSCAFP00000025731	ENSDARP00000101477
ENSCAFP00000007363	ENSDARP00000086722
ENSCAFP00000007352	ENSDARP00000052911
ENSCAFP00000024067	ENSDARP00000080047
ENSCAFP00000036393	ENSDARP00000108171
ENSCAFP00000036393	ENSDARP00000068851
ENSCAFP00000009344	ENSDARP00000099198
ENSCAFP00000007267	ENSDARP00000111466
ENSCAFP00000030952	ENSDARP00000061480
ENSCAFP00000030952	ENSDARP00000121164
ENSCAFP00000031515	ENSDARP00000108228
ENSCAFP00000007060	ENSDARP00000003788
ENSCAFP00000039476	ENSDARP00000087437
ENSCAFP00000025617	ENSDARP00000077804
ENSCAFP00000007724	ENSDARP00000117693
ENSCAFP00000037496	ENSDARP00000068914
ENSCAFP00000041395	ENSDARP00000016308
ENSCAFP00000013925	ENSDARP00000057093
ENSCAFP00000022688	ENSDARP00000054821
ENSCAFP00000013395	ENSDARP00000115852
ENSCAFP00000036197	ENSDARP00000095383
ENSCAFP00000018667	ENSDARP00000108860
ENSCAFP00000008544	ENSDARP00000107903
ENSCAFP00000013462	ENSDARP00000035373
ENSCAFP00000014449	ENSDARP00000003103
ENSCAFP00000024876	ENSDARP00000009156
ENSCAFP00000024876	ENSDARP00000008694
ENSCAFP00000041871	ENSDARP00000123181
ENSCAFP00000041871	ENSDARP00000095111
ENSCAFP00000013851	ENSDARP00000025541
ENSCAFP00000006023	ENSDARP00000009247
ENSCAFP00000006023	ENSDARP00000043800
ENSCAFP00000016721	ENSDARP00000068232
ENSCAFP00000016721	ENSDARP00000068588
ENSCAFP00000016971	ENSDARP00000016061
ENSCAFP00000015283	ENSDARP00000016102
ENSCAFP00000015283	ENSDARP00000106456
ENSCAFP00000025749	ENSDARP00000098981
ENSCAFP00000012615	ENSDARP00000069272
ENSCAFP00000018312	ENSDARP00000112297
ENSCAFP00000031547	ENSDARP00000060244
ENSCAFP00000040877	ENSDARP00000057824
ENSCAFP00000014722	ENSDARP00000116647
ENSCAFP00000000046	ENSDARP00000117813
ENSCAFP00000000046	ENSDARP00000099489
ENSCAFP00000017487	ENSDARP00000081582
ENSCAFP00000020543	ENSDARP00000126158
ENSCAFP00000020543	ENSDARP00000042409
ENSCAFP00000007315	ENSDARP00000012862
ENSCAFP00000020576	ENSDARP00000083921
ENSCAFP00000000929	ENSDARP00000114735
ENSCAFP00000017935	ENSDARP00000093359
ENSCAFP00000006736	ENSDARP00000083406
ENSCAFP00000006736	ENSDARP00000126784
ENSCAFP00000016659	ENSDARP00000113372
ENSCAFP00000013100	ENSDARP00000087106
ENSCAFP00000013100	ENSDARP00000087116
ENSCAFP00000021078	ENSDARP00000120698
ENSCAFP00000004971	ENSDARP00000085193
ENSCAFP00000004971	ENSDARP00000123162
ENSCAFP00000004019	ENSDARP00000051555
ENSCAFP00000004019	ENSDARP00000114226
ENSCAFP00000029052	ENSDARP00000085176
ENSCAFP00000000441	ENSDARP00000106962
ENSCAFP00000002062	ENSDARP00000072787
ENSCAFP00000016334	ENSDARP00000079124
ENSCAFP00000016334	ENSDARP00000102511
ENSCAFP00000007034	ENSDARP00000127291
ENSCAFP00000007034	ENSDARP00000128227
ENSCAFP00000023505	ENSDARP00000052903
ENSCAFP00000029288	ENSDARP00000124983
ENSCAFP00000013867	ENSDARP00000073586
ENSCAFP00000018883	ENSDARP00000065254
ENSCAFP00000027180	ENSDARP00000026847
ENSCAFP00000027180	ENSDARP00000010799
ENSCAFP00000008417	ENSDARP00000008197
ENSCAFP00000008417	ENSDARP00000121170
ENSCAFP00000015629	ENSDARP00000112112
ENSCAFP00000023739	ENSDARP00000068420
ENSCAFP00000029073	ENSDARP00000050854
ENSCAFP00000029073	ENSDARP00000046632
ENSCAFP00000015513	ENSDARP00000081011
ENSCAFP00000002727	ENSDARP00000100834
ENSCAFP00000016724	ENSDARP00000084207
ENSCAFP00000013852	ENSDARP00000094097
ENSCAFP00000017058	ENSDARP00000127930
ENSCAFP00000036087	ENSDARP00000005344
ENSCAFP00000000020	ENSDARP00000122793
ENSCAFP00000007485	ENSDARP00000025567
ENSCAFP00000028988	ENSDARP00000061673
ENSCAFP00000037746	ENSDARP00000097945
ENSCAFP00000037746	ENSDARP00000107317
ENSCAFP00000006717	ENSDARP00000076547
ENSCAFP00000006717	ENSDARP00000092663
ENSCAFP00000020273	ENSDARP00000026052
ENSCAFP00000017184	ENSDARP00000122239
ENSCAFP00000017184	ENSDARP00000054036
ENSCAFP00000019429	ENSDARP00000095906
ENSCAFP00000028062	ENSDARP00000042819
ENSCAFP00000034956	ENSDARP00000095023
ENSCAFP00000042687	ENSDARP00000087356
ENSCAFP00000040363	ENSDARP00000120738
ENSCAFP00000000435	ENSDARP00000099511
ENSCAFP00000009972	ENSDARP00000098283
ENSCAFP00000023883	ENSDARP00000122943
ENSCAFP00000011648	ENSDARP00000119970
ENSCAFP00000005691	ENSDARP00000121526
ENSCAFP00000028824	ENSDARP00000122885
ENSCAFP00000011938	ENSDARP00000117976
ENSCAFP00000001571	ENSDARP00000127208
ENSCAFP00000001571	ENSDARP00000129006
ENSCAFP00000025121	ENSDARP00000066263
ENSCAFP00000019828	ENSDARP00000083638
ENSCAFP00000019828	ENSDARP00000083644
ENSCAFP00000004624	ENSDARP00000064066
ENSCAFP00000026721	ENSDARP00000120977
ENSCAFP00000019079	ENSDARP00000116548
ENSCAFP00000024141	ENSDARP00000049686
ENSCAFP00000032357	ENSDARP00000128646
ENSCAFP00000032357	ENSDARP00000011793
ENSCAFP00000039833	ENSDARP00000065888
ENSCAFP00000039833	ENSDARP00000076260
ENSCAFP00000023434	ENSDARP00000106303
ENSCAFP00000040897	ENSDARP00000106938
ENSCAFP00000005205	ENSDARP00000122572
ENSCAFP00000041532	ENSDARP00000060258
ENSCAFP00000030487	ENSDARP00000046003
ENSCAFP00000030487	ENSDARP00000094209
ENSCAFP00000021644	ENSDARP00000095904
ENSCAFP00000007907	ENSDARP00000090653
ENSCAFP00000038712	ENSDARP00000104431
ENSCAFP00000012878	ENSDARP00000110057
ENSCAFP00000001681	ENSDARP00000089165
ENSCAFP00000016694	ENSDARP00000077387
ENSCAFP00000036385	ENSDARP00000054025
ENSCAFP00000006607	ENSDARP00000108621
ENSCAFP00000029885	ENSDARP00000101769
ENSCAFP00000027059	ENSDARP00000069169
ENSCAFP00000021175	ENSDARP00000040945
ENSCAFP00000023896	ENSDARP00000121325
ENSCAFP00000003467	ENSDARP00000098457
ENSCAFP00000014304	ENSDARP00000101537
ENSCAFP00000014304	ENSDARP00000111243
ENSCAFP00000003185	ENSDARP00000088434
ENSCAFP00000012240	ENSDARP00000108130
ENSCAFP00000009227	ENSDARP00000111122
ENSCAFP00000015794	ENSDARP00000015477
ENSCAFP00000013954	ENSDARP00000046862
ENSCAFP00000009371	ENSDARP00000053124
ENSCAFP00000015930	ENSDARP00000028248
ENSCAFP00000015930	ENSDARP00000046497
ENSCAFP00000009565	ENSDARP00000019469
ENSCAFP00000003309	ENSDARP00000082096
ENSCAFP00000006159	ENSDARP00000123992
ENSCAFP00000037231	ENSDARP00000116871
ENSCAFP00000037231	ENSDARP00000094346
ENSCAFP00000008067	ENSDARP00000067827
ENSCAFP00000001030	ENSDARP00000116486
ENSCAFP00000001030	ENSDARP00000067969
ENSCAFP00000021823	ENSDARP00000120486
ENSCAFP00000005680	ENSDARP00000042059
ENSCAFP00000001444	ENSDARP00000069915
ENSCAFP00000001312	ENSDARP00000052863
ENSCAFP00000012813	ENSDARP00000100998
ENSCAFP00000018492	ENSDARP00000103432
ENSCAFP00000014673	ENSDARP00000128585
ENSCAFP00000014673	ENSDARP00000119636
ENSCAFP00000014901	ENSDARP00000035851
ENSCAFP00000000163	ENSDARP00000123704
ENSCAFP00000026346	ENSDARP00000089128
ENSCAFP00000021063	ENSDARP00000022311
ENSCAFP00000038098	ENSDARP00000128494
ENSCAFP00000000583	ENSDARP00000087254
ENSCAFP00000017435	ENSDARP00000094084
ENSCAFP00000010557	ENSDARP00000085685
ENSCAFP00000006261	ENSDARP00000057215
ENSCAFP00000036141	ENSDARP00000072486
ENSCAFP00000011335	ENSDARP00000096964
ENSCAFP00000027983	ENSDARP00000007758
ENSCAFP00000008129	ENSDARP00000039831
ENSCAFP00000008129	ENSDARP00000076901
ENSCAFP00000008245	ENSDARP00000008289
ENSCAFP00000008245	ENSDARP00000024124
ENSCAFP00000007500	ENSDARP00000028046
ENSCAFP00000007500	ENSDARP00000060865
ENSCAFP00000034899	ENSDARP00000123002
ENSCAFP00000013637	ENSDARP00000107775
ENSCAFP00000003684	ENSDARP00000061972
ENSCAFP00000003684	ENSDARP00000111880
ENSCAFP00000023698	ENSDARP00000015287
ENSCAFP00000023698	ENSDARP00000108329
ENSCAFP00000014864	ENSDARP00000043929
ENSCAFP00000013999	ENSDARP00000119440
ENSCAFP00000015020	ENSDARP00000063815
ENSCAFP00000015020	ENSDARP00000069324
ENSCAFP00000040286	ENSDARP00000008922
ENSCAFP00000040286	ENSDARP00000009284
ENSCAFP00000040091	ENSDARP00000103270
ENSCAFP00000012049	ENSDARP00000071047
ENSCAFP00000016983	ENSDARP00000006324
ENSCAFP00000016983	ENSDARP00000111823
