ENSCAFP00000014731	ENSTNIP00000004863
ENSCAFP00000003467	ENSTNIP00000019881
ENSCAFP00000014304	ENSTNIP00000011508
ENSCAFP00000014304	ENSTNIP00000017446
ENSCAFP00000003185	ENSTNIP00000010322
ENSCAFP00000012240	ENSTNIP00000006699
ENSCAFP00000009227	ENSTNIP00000022398
ENSCAFP00000015794	ENSTNIP00000007746
ENSCAFP00000009371	ENSTNIP00000022396
ENSCAFP00000015930	ENSTNIP00000010140
ENSCAFP00000015930	ENSTNIP00000017785
ENSCAFP00000009565	ENSTNIP00000001303
ENSCAFP00000003309	ENSTNIP00000005544
ENSCAFP00000024413	ENSTNIP00000017157
ENSCAFP00000006159	ENSTNIP00000010969
ENSCAFP00000037231	ENSTNIP00000017811
ENSCAFP00000008067	ENSTNIP00000021091
ENSCAFP00000001030	ENSTNIP00000009563
ENSCAFP00000001030	ENSTNIP00000013308
ENSCAFP00000021823	ENSTNIP00000013572
ENSCAFP00000005680	ENSTNIP00000015370
ENSCAFP00000001444	ENSTNIP00000019187
ENSCAFP00000001312	ENSTNIP00000021341
ENSCAFP00000012813	ENSTNIP00000012276
ENSCAFP00000006695	ENSTNIP00000020247
ENSCAFP00000015732	ENSTNIP00000013452
ENSCAFP00000018492	ENSTNIP00000019529
ENSCAFP00000014673	ENSTNIP00000021440
ENSCAFP00000014901	ENSTNIP00000011733
ENSCAFP00000021063	ENSTNIP00000012401
ENSCAFP00000038098	ENSTNIP00000014116
ENSCAFP00000000583	ENSTNIP00000015259
ENSCAFP00000017435	ENSTNIP00000021438
ENSCAFP00000022013	ENSTNIP00000018717
ENSCAFP00000010557	ENSTNIP00000015677
ENSCAFP00000036141	ENSTNIP00000013801
ENSCAFP00000011335	ENSTNIP00000013009
ENSCAFP00000026316	ENSTNIP00000012577
ENSCAFP00000026404	ENSTNIP00000011253
ENSCAFP00000027983	ENSTNIP00000019958
ENSCAFP00000008129	ENSTNIP00000009242
ENSCAFP00000008129	ENSTNIP00000016823
ENSCAFP00000008245	ENSTNIP00000020303
ENSCAFP00000007500	ENSTNIP00000017914
ENSCAFP00000013675	ENSTNIP00000019588
ENSCAFP00000034899	ENSTNIP00000018124
ENSCAFP00000013637	ENSTNIP00000019587
ENSCAFP00000023698	ENSTNIP00000021866
ENSCAFP00000014864	ENSTNIP00000018885
ENSCAFP00000014864	ENSTNIP00000011912
ENSCAFP00000013999	ENSTNIP00000010103
ENSCAFP00000015020	ENSTNIP00000019499
ENSCAFP00000015020	ENSTNIP00000013446
ENSCAFP00000040286	ENSTNIP00000012585
ENSCAFP00000036770	ENSTNIP00000004748
ENSCAFP00000012049	ENSTNIP00000011948
ENSCAFP00000016983	ENSTNIP00000019692
ENSCAFP00000008912	ENSTNIP00000022177
ENSCAFP00000002250	ENSTNIP00000008478
ENSCAFP00000042061	ENSTNIP00000020382
ENSCAFP00000021342	ENSTNIP00000013712
ENSCAFP00000021342	ENSTNIP00000019919
ENSCAFP00000012955	ENSTNIP00000018153
ENSCAFP00000040600	ENSTNIP00000013267
ENSCAFP00000021549	ENSTNIP00000014677
ENSCAFP00000021549	ENSTNIP00000013146
ENSCAFP00000042262	ENSTNIP00000021579
ENSCAFP00000027601	ENSTNIP00000019980
ENSCAFP00000038379	ENSTNIP00000019870
ENSCAFP00000009735	ENSTNIP00000012805
ENSCAFP00000000668	ENSTNIP00000004666
ENSCAFP00000014962	ENSTNIP00000000251
ENSCAFP00000025490	ENSTNIP00000012582
ENSCAFP00000003943	ENSTNIP00000006194
ENSCAFP00000004014	ENSTNIP00000002394
ENSCAFP00000004014	ENSTNIP00000005474
ENSCAFP00000036923	ENSTNIP00000005787
ENSCAFP00000019315	ENSTNIP00000020064
ENSCAFP00000019315	ENSTNIP00000014031
ENSCAFP00000013515	ENSTNIP00000015500
ENSCAFP00000020231	ENSTNIP00000019282
ENSCAFP00000018892	ENSTNIP00000010588
ENSCAFP00000000568	ENSTNIP00000013415
ENSCAFP00000001071	ENSTNIP00000019179
ENSCAFP00000010586	ENSTNIP00000022279
ENSCAFP00000002181	ENSTNIP00000022015
ENSCAFP00000014713	ENSTNIP00000019382
ENSCAFP00000014713	ENSTNIP00000001876
ENSCAFP00000036743	ENSTNIP00000015678
ENSCAFP00000042079	ENSTNIP00000011806
ENSCAFP00000010203	ENSTNIP00000006213
ENSCAFP00000010203	ENSTNIP00000022564
ENSCAFP00000027340	ENSTNIP00000019022
ENSCAFP00000027340	ENSTNIP00000011990
ENSCAFP00000029166	ENSTNIP00000013555
ENSCAFP00000037306	ENSTNIP00000019952
ENSCAFP00000036676	ENSTNIP00000008623
ENSCAFP00000036676	ENSTNIP00000013699
ENSCAFP00000034270	ENSTNIP00000019820
ENSCAFP00000022621	ENSTNIP00000011660
ENSCAFP00000022621	ENSTNIP00000014356
ENSCAFP00000009800	ENSTNIP00000014326
ENSCAFP00000002345	ENSTNIP00000005932
ENSCAFP00000001223	ENSTNIP00000003863
ENSCAFP00000010534	ENSTNIP00000015585
ENSCAFP00000013458	ENSTNIP00000004386
ENSCAFP00000013458	ENSTNIP00000011052
ENSCAFP00000029504	ENSTNIP00000012149
ENSCAFP00000017554	ENSTNIP00000015707
ENSCAFP00000040824	ENSTNIP00000012139
ENSCAFP00000043098	ENSTNIP00000004932
ENSCAFP00000043098	ENSTNIP00000013866
ENSCAFP00000036331	ENSTNIP00000019660
ENSCAFP00000010608	ENSTNIP00000020742
ENSCAFP00000003376	ENSTNIP00000019667
ENSCAFP00000020552	ENSTNIP00000016793
ENSCAFP00000012041	ENSTNIP00000016586
ENSCAFP00000012041	ENSTNIP00000022055
ENSCAFP00000023722	ENSTNIP00000019653
ENSCAFP00000003046	ENSTNIP00000007743
ENSCAFP00000004745	ENSTNIP00000012773
ENSCAFP00000039035	ENSTNIP00000014320
ENSCAFP00000039035	ENSTNIP00000012477
ENSCAFP00000015298	ENSTNIP00000013221
ENSCAFP00000011347	ENSTNIP00000001298
ENSCAFP00000003126	ENSTNIP00000022804
ENSCAFP00000003143	ENSTNIP00000018763
ENSCAFP00000020672	ENSTNIP00000014163
ENSCAFP00000003121	ENSTNIP00000003905
ENSCAFP00000007867	ENSTNIP00000008283
ENSCAFP00000007864	ENSTNIP00000010747
ENSCAFP00000007864	ENSTNIP00000015708
ENSCAFP00000004654	ENSTNIP00000003549
ENSCAFP00000004654	ENSTNIP00000000807
ENSCAFP00000007863	ENSTNIP00000011554
ENSCAFP00000007863	ENSTNIP00000010806
ENSCAFP00000004631	ENSTNIP00000009410
ENSCAFP00000008754	ENSTNIP00000013346
ENSCAFP00000008754	ENSTNIP00000015326
ENSCAFP00000004610	ENSTNIP00000001323
ENSCAFP00000020180	ENSTNIP00000010375
ENSCAFP00000020013	ENSTNIP00000003438
ENSCAFP00000021740	ENSTNIP00000011722
ENSCAFP00000021740	ENSTNIP00000013523
ENSCAFP00000000084	ENSTNIP00000022889
ENSCAFP00000029598	ENSTNIP00000022966
ENSCAFP00000027345	ENSTNIP00000005215
ENSCAFP00000025706	ENSTNIP00000009653
ENSCAFP00000022928	ENSTNIP00000020487
ENSCAFP00000026514	ENSTNIP00000001932
ENSCAFP00000026514	ENSTNIP00000011091
ENSCAFP00000022032	ENSTNIP00000014653
ENSCAFP00000041132	ENSTNIP00000015141
ENSCAFP00000041132	ENSTNIP00000010633
ENSCAFP00000042230	ENSTNIP00000022230
ENSCAFP00000018866	ENSTNIP00000002107
ENSCAFP00000023731	ENSTNIP00000013834
ENSCAFP00000018703	ENSTNIP00000005322
ENSCAFP00000034716	ENSTNIP00000002578
ENSCAFP00000028947	ENSTNIP00000003471
ENSCAFP00000024331	ENSTNIP00000000989
ENSCAFP00000009890	ENSTNIP00000004122
ENSCAFP00000019812	ENSTNIP00000004126
ENSCAFP00000004370	ENSTNIP00000004113
ENSCAFP00000024777	ENSTNIP00000004116
ENSCAFP00000009337	ENSTNIP00000008511
ENSCAFP00000009337	ENSTNIP00000009201
ENSCAFP00000015334	ENSTNIP00000013397
ENSCAFP00000015334	ENSTNIP00000002792
ENSCAFP00000011102	ENSTNIP00000009700
ENSCAFP00000028726	ENSTNIP00000007784
ENSCAFP00000028726	ENSTNIP00000003816
ENSCAFP00000002155	ENSTNIP00000010397
ENSCAFP00000002155	ENSTNIP00000015096
ENSCAFP00000028064	ENSTNIP00000008264
ENSCAFP00000000610	ENSTNIP00000021900
ENSCAFP00000020944	ENSTNIP00000020384
ENSCAFP00000020956	ENSTNIP00000020386
ENSCAFP00000022339	ENSTNIP00000018985
ENSCAFP00000014069	ENSTNIP00000014526
ENSCAFP00000009896	ENSTNIP00000013449
ENSCAFP00000009896	ENSTNIP00000016060
ENSCAFP00000020724	ENSTNIP00000004757
ENSCAFP00000001433	ENSTNIP00000012023
ENSCAFP00000001433	ENSTNIP00000013208
ENSCAFP00000023523	ENSTNIP00000005869
ENSCAFP00000012370	ENSTNIP00000018507
ENSCAFP00000013219	ENSTNIP00000007585
ENSCAFP00000000054	ENSTNIP00000016665
ENSCAFP00000005065	ENSTNIP00000010971
ENSCAFP00000018996	ENSTNIP00000000771
ENSCAFP00000022718	ENSTNIP00000008137
ENSCAFP00000026282	ENSTNIP00000011829
ENSCAFP00000017285	ENSTNIP00000001570
ENSCAFP00000017285	ENSTNIP00000004351
ENSCAFP00000005799	ENSTNIP00000015214
ENSCAFP00000033255	ENSTNIP00000013964
ENSCAFP00000017565	ENSTNIP00000011737
ENSCAFP00000013035	ENSTNIP00000000036
ENSCAFP00000022384	ENSTNIP00000019643
ENSCAFP00000022384	ENSTNIP00000014821
ENSCAFP00000024333	ENSTNIP00000002869
ENSCAFP00000024333	ENSTNIP00000017973
ENSCAFP00000022528	ENSTNIP00000000145
ENSCAFP00000002558	ENSTNIP00000002557
ENSCAFP00000005602	ENSTNIP00000018250
ENSCAFP00000015002	ENSTNIP00000012470
ENSCAFP00000006731	ENSTNIP00000017547
ENSCAFP00000019833	ENSTNIP00000013257
ENSCAFP00000011234	ENSTNIP00000013008
ENSCAFP00000027263	ENSTNIP00000001525
ENSCAFP00000021725	ENSTNIP00000003762
ENSCAFP00000014126	ENSTNIP00000019068
ENSCAFP00000016115	ENSTNIP00000002351
ENSCAFP00000008915	ENSTNIP00000012851
ENSCAFP00000010541	ENSTNIP00000009993
ENSCAFP00000021528	ENSTNIP00000011715
ENSCAFP00000021528	ENSTNIP00000011172
ENSCAFP00000026166	ENSTNIP00000022245
ENSCAFP00000014201	ENSTNIP00000008764
ENSCAFP00000018530	ENSTNIP00000019124
ENSCAFP00000016537	ENSTNIP00000009567
ENSCAFP00000016537	ENSTNIP00000010637
ENSCAFP00000010668	ENSTNIP00000010987
ENSCAFP00000010668	ENSTNIP00000000815
ENSCAFP00000038378	ENSTNIP00000021419
ENSCAFP00000020747	ENSTNIP00000009246
ENSCAFP00000020747	ENSTNIP00000007531
ENSCAFP00000029531	ENSTNIP00000007314
ENSCAFP00000002215	ENSTNIP00000009990
ENSCAFP00000007225	ENSTNIP00000013151
ENSCAFP00000007225	ENSTNIP00000000458
ENSCAFP00000005275	ENSTNIP00000022893
ENSCAFP00000005275	ENSTNIP00000016542
ENSCAFP00000036382	ENSTNIP00000000562
ENSCAFP00000018064	ENSTNIP00000021003
ENSCAFP00000024213	ENSTNIP00000010451
ENSCAFP00000009116	ENSTNIP00000016925
ENSCAFP00000022977	ENSTNIP00000006397
ENSCAFP00000022977	ENSTNIP00000014662
ENSCAFP00000008690	ENSTNIP00000014612
ENSCAFP00000008690	ENSTNIP00000012056
ENSCAFP00000027625	ENSTNIP00000017908
ENSCAFP00000023280	ENSTNIP00000005629
ENSCAFP00000008312	ENSTNIP00000014758
ENSCAFP00000026018	ENSTNIP00000010446
ENSCAFP00000011616	ENSTNIP00000008284
ENSCAFP00000018365	ENSTNIP00000001603
ENSCAFP00000027012	ENSTNIP00000014453
ENSCAFP00000010303	ENSTNIP00000015441
ENSCAFP00000005977	ENSTNIP00000000153
ENSCAFP00000000421	ENSTNIP00000021418
ENSCAFP00000013067	ENSTNIP00000021869
ENSCAFP00000019967	ENSTNIP00000021575
ENSCAFP00000001953	ENSTNIP00000022026
ENSCAFP00000001953	ENSTNIP00000014449
ENSCAFP00000008507	ENSTNIP00000020648
ENSCAFP00000008507	ENSTNIP00000000768
ENSCAFP00000022594	ENSTNIP00000014914
ENSCAFP00000005637	ENSTNIP00000016749
ENSCAFP00000027440	ENSTNIP00000016514
ENSCAFP00000034693	ENSTNIP00000005590
ENSCAFP00000011497	ENSTNIP00000002116
ENSCAFP00000011497	ENSTNIP00000014190
ENSCAFP00000018646	ENSTNIP00000018283
ENSCAFP00000018639	ENSTNIP00000008680
ENSCAFP00000027474	ENSTNIP00000010302
ENSCAFP00000027474	ENSTNIP00000019791
ENSCAFP00000021671	ENSTNIP00000013250
ENSCAFP00000006358	ENSTNIP00000002373
ENSCAFP00000023976	ENSTNIP00000013043
ENSCAFP00000024002	ENSTNIP00000015020
ENSCAFP00000028282	ENSTNIP00000012971
ENSCAFP00000012751	ENSTNIP00000017531
ENSCAFP00000012751	ENSTNIP00000019443
ENSCAFP00000022374	ENSTNIP00000012963
ENSCAFP00000003097	ENSTNIP00000004409
ENSCAFP00000003097	ENSTNIP00000007608
ENSCAFP00000008871	ENSTNIP00000018025
ENSCAFP00000014567	ENSTNIP00000012348
ENSCAFP00000003676	ENSTNIP00000022741
ENSCAFP00000018413	ENSTNIP00000014490
ENSCAFP00000014743	ENSTNIP00000020730
ENSCAFP00000019963	ENSTNIP00000016074
ENSCAFP00000022712	ENSTNIP00000015863
ENSCAFP00000017590	ENSTNIP00000013177
ENSCAFP00000017590	ENSTNIP00000010605
ENSCAFP00000024261	ENSTNIP00000010239
ENSCAFP00000007839	ENSTNIP00000008969
ENSCAFP00000007839	ENSTNIP00000019095
ENSCAFP00000011905	ENSTNIP00000020646
ENSCAFP00000001517	ENSTNIP00000009122
ENSCAFP00000024143	ENSTNIP00000002628
ENSCAFP00000024143	ENSTNIP00000014669
ENSCAFP00000004656	ENSTNIP00000021808
ENSCAFP00000009509	ENSTNIP00000004969
ENSCAFP00000009509	ENSTNIP00000003656
ENSCAFP00000016753	ENSTNIP00000014873
ENSCAFP00000024850	ENSTNIP00000008837
ENSCAFP00000024850	ENSTNIP00000022644
ENSCAFP00000026914	ENSTNIP00000018590
ENSCAFP00000026914	ENSTNIP00000002679
ENSCAFP00000003868	ENSTNIP00000003964
ENSCAFP00000013117	ENSTNIP00000007085
ENSCAFP00000007497	ENSTNIP00000010373
ENSCAFP00000007497	ENSTNIP00000013270
ENSCAFP00000013048	ENSTNIP00000009975
ENSCAFP00000039652	ENSTNIP00000016135
ENSCAFP00000032586	ENSTNIP00000007110
ENSCAFP00000036772	ENSTNIP00000006678
ENSCAFP00000016051	ENSTNIP00000012926
ENSCAFP00000002691	ENSTNIP00000009120
ENSCAFP00000007229	ENSTNIP00000017202
ENSCAFP00000024172	ENSTNIP00000017827
ENSCAFP00000021921	ENSTNIP00000011828
ENSCAFP00000037593	ENSTNIP00000019439
ENSCAFP00000011179	ENSTNIP00000002769
ENSCAFP00000028829	ENSTNIP00000014528
ENSCAFP00000022471	ENSTNIP00000016780
ENSCAFP00000015472	ENSTNIP00000006869
ENSCAFP00000006183	ENSTNIP00000022865
ENSCAFP00000042898	ENSTNIP00000021892
ENSCAFP00000023200	ENSTNIP00000017938
ENSCAFP00000017815	ENSTNIP00000015126
ENSCAFP00000038612	ENSTNIP00000009917
ENSCAFP00000009817	ENSTNIP00000019370
ENSCAFP00000010867	ENSTNIP00000009928
ENSCAFP00000005893	ENSTNIP00000016051
ENSCAFP00000027144	ENSTNIP00000004938
ENSCAFP00000021233	ENSTNIP00000018369
ENSCAFP00000018777	ENSTNIP00000007602
ENSCAFP00000006907	ENSTNIP00000021085
ENSCAFP00000038535	ENSTNIP00000014990
ENSCAFP00000021050	ENSTNIP00000016088
ENSCAFP00000005952	ENSTNIP00000007024
ENSCAFP00000001515	ENSTNIP00000019196
ENSCAFP00000028165	ENSTNIP00000001533
ENSCAFP00000008301	ENSTNIP00000014216
ENSCAFP00000002967	ENSTNIP00000017282
ENSCAFP00000002969	ENSTNIP00000012567
ENSCAFP00000020474	ENSTNIP00000014731
ENSCAFP00000008007	ENSTNIP00000011414
ENSCAFP00000024687	ENSTNIP00000012981
ENSCAFP00000013264	ENSTNIP00000006605
ENSCAFP00000018940	ENSTNIP00000010535
ENSCAFP00000028598	ENSTNIP00000011385
ENSCAFP00000028595	ENSTNIP00000011375
ENSCAFP00000012316	ENSTNIP00000014385
ENSCAFP00000009417	ENSTNIP00000018982
ENSCAFP00000017346	ENSTNIP00000014430
ENSCAFP00000017128	ENSTNIP00000011429
ENSCAFP00000017128	ENSTNIP00000014691
ENSCAFP00000011358	ENSTNIP00000000103
ENSCAFP00000006491	ENSTNIP00000016362
ENSCAFP00000018919	ENSTNIP00000009714
ENSCAFP00000007300	ENSTNIP00000017619
ENSCAFP00000034351	ENSTNIP00000019605
ENSCAFP00000023011	ENSTNIP00000020479
ENSCAFP00000008564	ENSTNIP00000015842
ENSCAFP00000013622	ENSTNIP00000004349
ENSCAFP00000022591	ENSTNIP00000000867
ENSCAFP00000022591	ENSTNIP00000005860
ENSCAFP00000030139	ENSTNIP00000014294
ENSCAFP00000003547	ENSTNIP00000021233
ENSCAFP00000002584	ENSTNIP00000002785
ENSCAFP00000009775	ENSTNIP00000015531
ENSCAFP00000006630	ENSTNIP00000009743
ENSCAFP00000020008	ENSTNIP00000021285
ENSCAFP00000040518	ENSTNIP00000008100
ENSCAFP00000042581	ENSTNIP00000020798
ENSCAFP00000003253	ENSTNIP00000017544
ENSCAFP00000022848	ENSTNIP00000011386
ENSCAFP00000013291	ENSTNIP00000021022
ENSCAFP00000019045	ENSTNIP00000013274
ENSCAFP00000019045	ENSTNIP00000016331
ENSCAFP00000012395	ENSTNIP00000008200
ENSCAFP00000000629	ENSTNIP00000014593
ENSCAFP00000028678	ENSTNIP00000003338
ENSCAFP00000028678	ENSTNIP00000015376
ENSCAFP00000040846	ENSTNIP00000017653
ENSCAFP00000040846	ENSTNIP00000017773
ENSCAFP00000008453	ENSTNIP00000017067
ENSCAFP00000000361	ENSTNIP00000018128
ENSCAFP00000024563	ENSTNIP00000016210
ENSCAFP00000006230	ENSTNIP00000007778
ENSCAFP00000008928	ENSTNIP00000016726
ENSCAFP00000029293	ENSTNIP00000017667
ENSCAFP00000029293	ENSTNIP00000018186
ENSCAFP00000015387	ENSTNIP00000012100
ENSCAFP00000033929	ENSTNIP00000014723
ENSCAFP00000005237	ENSTNIP00000009091
ENSCAFP00000013899	ENSTNIP00000019859
ENSCAFP00000026134	ENSTNIP00000011255
ENSCAFP00000017739	ENSTNIP00000014993
ENSCAFP00000015292	ENSTNIP00000008683
ENSCAFP00000004889	ENSTNIP00000020445
ENSCAFP00000014968	ENSTNIP00000007990
ENSCAFP00000021096	ENSTNIP00000022539
ENSCAFP00000014851	ENSTNIP00000010993
ENSCAFP00000003224	ENSTNIP00000022756
ENSCAFP00000018383	ENSTNIP00000000590
ENSCAFP00000018383	ENSTNIP00000002920
ENSCAFP00000020549	ENSTNIP00000012396
ENSCAFP00000020315	ENSTNIP00000009482
ENSCAFP00000038918	ENSTNIP00000000827
ENSCAFP00000038918	ENSTNIP00000007910
ENSCAFP00000007873	ENSTNIP00000017056
ENSCAFP00000007873	ENSTNIP00000012651
ENSCAFP00000037950	ENSTNIP00000015036
ENSCAFP00000007891	ENSTNIP00000017055
ENSCAFP00000003941	ENSTNIP00000010911
ENSCAFP00000041436	ENSTNIP00000009770
ENSCAFP00000028652	ENSTNIP00000020322
ENSCAFP00000042834	ENSTNIP00000022528
ENSCAFP00000037704	ENSTNIP00000019765
ENSCAFP00000006355	ENSTNIP00000012903
ENSCAFP00000000309	ENSTNIP00000019416
ENSCAFP00000010912	ENSTNIP00000013003
ENSCAFP00000027133	ENSTNIP00000022715
ENSCAFP00000017035	ENSTNIP00000020950
ENSCAFP00000005940	ENSTNIP00000022672
ENSCAFP00000011435	ENSTNIP00000023117
ENSCAFP00000011435	ENSTNIP00000010662
ENSCAFP00000024464	ENSTNIP00000009051
ENSCAFP00000024464	ENSTNIP00000005789
ENSCAFP00000036615	ENSTNIP00000013889
ENSCAFP00000040516	ENSTNIP00000012506
ENSCAFP00000013996	ENSTNIP00000015410
ENSCAFP00000021682	ENSTNIP00000015013
ENSCAFP00000015107	ENSTNIP00000017807
ENSCAFP00000015107	ENSTNIP00000017701
ENSCAFP00000016499	ENSTNIP00000017309
ENSCAFP00000019648	ENSTNIP00000016622
ENSCAFP00000042670	ENSTNIP00000004038
ENSCAFP00000012835	ENSTNIP00000010506
ENSCAFP00000031500	ENSTNIP00000010889
ENSCAFP00000000190	ENSTNIP00000015570
ENSCAFP00000028661	ENSTNIP00000007887
ENSCAFP00000026782	ENSTNIP00000018275
ENSCAFP00000022033	ENSTNIP00000015371
ENSCAFP00000017420	ENSTNIP00000016520
ENSCAFP00000024386	ENSTNIP00000017155
ENSCAFP00000028326	ENSTNIP00000000839
ENSCAFP00000028326	ENSTNIP00000018407
ENSCAFP00000038441	ENSTNIP00000017627
ENSCAFP00000038441	ENSTNIP00000014058
ENSCAFP00000009476	ENSTNIP00000019106
ENSCAFP00000009476	ENSTNIP00000015651
ENSCAFP00000015594	ENSTNIP00000011639
ENSCAFP00000015594	ENSTNIP00000009715
ENSCAFP00000024206	ENSTNIP00000006055
ENSCAFP00000026640	ENSTNIP00000020391
ENSCAFP00000026253	ENSTNIP00000008270
ENSCAFP00000032360	ENSTNIP00000001270
ENSCAFP00000023049	ENSTNIP00000020154
ENSCAFP00000024664	ENSTNIP00000019513
ENSCAFP00000024664	ENSTNIP00000020578
ENSCAFP00000037520	ENSTNIP00000015011
ENSCAFP00000037520	ENSTNIP00000008801
ENSCAFP00000024176	ENSTNIP00000017249
ENSCAFP00000015845	ENSTNIP00000012674
ENSCAFP00000026341	ENSTNIP00000014478
ENSCAFP00000011678	ENSTNIP00000021041
ENSCAFP00000024712	ENSTNIP00000022057
ENSCAFP00000025726	ENSTNIP00000012420
ENSCAFP00000040122	ENSTNIP00000017127
ENSCAFP00000012600	ENSTNIP00000016570
ENSCAFP00000024675	ENSTNIP00000015961
ENSCAFP00000016949	ENSTNIP00000013301
ENSCAFP00000016949	ENSTNIP00000003491
ENSCAFP00000025538	ENSTNIP00000012418
ENSCAFP00000001536	ENSTNIP00000006300
ENSCAFP00000025647	ENSTNIP00000011268
ENSCAFP00000025647	ENSTNIP00000012419
ENSCAFP00000022403	ENSTNIP00000003464
ENSCAFP00000022403	ENSTNIP00000012880
ENSCAFP00000009108	ENSTNIP00000012823
ENSCAFP00000009108	ENSTNIP00000019364
ENSCAFP00000011752	ENSTNIP00000015738
ENSCAFP00000024856	ENSTNIP00000006019
ENSCAFP00000011996	ENSTNIP00000021840
ENSCAFP00000033164	ENSTNIP00000006124
ENSCAFP00000007971	ENSTNIP00000010354
ENSCAFP00000007971	ENSTNIP00000019797
ENSCAFP00000010485	ENSTNIP00000016067
ENSCAFP00000023216	ENSTNIP00000022413
ENSCAFP00000007467	ENSTNIP00000006319
ENSCAFP00000015146	ENSTNIP00000001301
ENSCAFP00000024403	ENSTNIP00000019508
ENSCAFP00000013652	ENSTNIP00000002311
ENSCAFP00000038219	ENSTNIP00000019466
ENSCAFP00000030680	ENSTNIP00000017878
ENSCAFP00000024640	ENSTNIP00000017976
ENSCAFP00000010396	ENSTNIP00000009717
ENSCAFP00000027173	ENSTNIP00000019028
ENSCAFP00000038333	ENSTNIP00000016056
ENSCAFP00000008385	ENSTNIP00000010141
ENSCAFP00000008385	ENSTNIP00000017788
ENSCAFP00000005533	ENSTNIP00000011574
ENSCAFP00000021581	ENSTNIP00000006310
ENSCAFP00000023267	ENSTNIP00000007623
ENSCAFP00000006836	ENSTNIP00000022493
ENSCAFP00000006836	ENSTNIP00000022332
ENSCAFP00000020372	ENSTNIP00000001895
ENSCAFP00000018591	ENSTNIP00000013858
ENSCAFP00000018591	ENSTNIP00000015453
ENSCAFP00000018898	ENSTNIP00000018935
ENSCAFP00000018898	ENSTNIP00000011966
ENSCAFP00000041685	ENSTNIP00000012037
ENSCAFP00000041685	ENSTNIP00000016081
ENSCAFP00000011834	ENSTNIP00000005398
ENSCAFP00000001413	ENSTNIP00000022271
ENSCAFP00000000827	ENSTNIP00000003891
ENSCAFP00000000827	ENSTNIP00000012011
ENSCAFP00000019155	ENSTNIP00000020407
ENSCAFP00000005902	ENSTNIP00000017822
ENSCAFP00000001837	ENSTNIP00000014199
ENSCAFP00000026956	ENSTNIP00000014554
ENSCAFP00000026956	ENSTNIP00000007297
ENSCAFP00000007168	ENSTNIP00000020987
ENSCAFP00000032182	ENSTNIP00000015980
ENSCAFP00000032182	ENSTNIP00000014713
ENSCAFP00000025780	ENSTNIP00000012432
ENSCAFP00000006413	ENSTNIP00000016638
ENSCAFP00000017012	ENSTNIP00000002463
ENSCAFP00000025203	ENSTNIP00000005018
ENSCAFP00000022221	ENSTNIP00000012384
ENSCAFP00000042235	ENSTNIP00000004531
ENSCAFP00000012768	ENSTNIP00000020571
ENSCAFP00000008860	ENSTNIP00000000596
ENSCAFP00000026614	ENSTNIP00000006566
ENSCAFP00000020866	ENSTNIP00000011241
ENSCAFP00000003623	ENSTNIP00000005737
ENSCAFP00000000514	ENSTNIP00000004806
ENSCAFP00000001678	ENSTNIP00000015601
ENSCAFP00000009622	ENSTNIP00000005643
ENSCAFP00000007570	ENSTNIP00000015750
ENSCAFP00000007570	ENSTNIP00000021310
ENSCAFP00000005118	ENSTNIP00000022248
ENSCAFP00000009679	ENSTNIP00000006821
ENSCAFP00000009679	ENSTNIP00000008902
ENSCAFP00000021875	ENSTNIP00000005208
ENSCAFP00000010065	ENSTNIP00000004584
ENSCAFP00000010065	ENSTNIP00000005692
ENSCAFP00000010283	ENSTNIP00000012244
ENSCAFP00000014019	ENSTNIP00000001487
ENSCAFP00000014019	ENSTNIP00000016483
ENSCAFP00000007518	ENSTNIP00000016619
ENSCAFP00000007518	ENSTNIP00000018288
ENSCAFP00000007410	ENSTNIP00000020995
ENSCAFP00000028042	ENSTNIP00000013999
ENSCAFP00000000111	ENSTNIP00000003263
ENSCAFP00000026871	ENSTNIP00000008929
ENSCAFP00000013872	ENSTNIP00000003289
ENSCAFP00000035167	ENSTNIP00000018179
ENSCAFP00000036999	ENSTNIP00000008312
ENSCAFP00000005884	ENSTNIP00000012561
ENSCAFP00000003807	ENSTNIP00000008009
ENSCAFP00000019393	ENSTNIP00000007820
ENSCAFP00000024149	ENSTNIP00000003340
ENSCAFP00000002390	ENSTNIP00000010973
ENSCAFP00000013260	ENSTNIP00000009851
ENSCAFP00000008657	ENSTNIP00000015625
ENSCAFP00000011663	ENSTNIP00000013578
ENSCAFP00000008234	ENSTNIP00000011466
ENSCAFP00000014857	ENSTNIP00000017496
ENSCAFP00000019882	ENSTNIP00000016079
ENSCAFP00000014378	ENSTNIP00000000007
ENSCAFP00000040826	ENSTNIP00000023111
ENSCAFP00000015312	ENSTNIP00000012127
ENSCAFP00000002670	ENSTNIP00000021528
ENSCAFP00000000832	ENSTNIP00000021106
ENSCAFP00000013882	ENSTNIP00000016613
ENSCAFP00000013897	ENSTNIP00000016612
ENSCAFP00000015332	ENSTNIP00000010023
ENSCAFP00000029629	ENSTNIP00000016404
ENSCAFP00000019761	ENSTNIP00000006015
ENSCAFP00000039144	ENSTNIP00000021520
ENSCAFP00000007903	ENSTNIP00000011764
ENSCAFP00000009956	ENSTNIP00000014109
ENSCAFP00000012680	ENSTNIP00000008671
ENSCAFP00000022346	ENSTNIP00000012386
ENSCAFP00000002344	ENSTNIP00000017674
